-0.168338-0.00198977j -0.0225317-0.0150294j 0.0338708-0.00435771j 0.00929117+0.00854908j 0.026374-0.00177863j 0.0450021-0.00181073j 0.0222001+0.00549719j 0.00437372-0.00342425j 0.00794946+0.000545578j -0.00282353+0.000871297j 0.00181809+0.00107996j 0.00116921+5.58199e-05j -0.00293015-0.00100395j 0.00872841-0.000401332j -0.00709291-0.00011886j 0.00116791-0.000411552j -0.00506086+0.000697045j 0.00917203+0.000222818j -0.0044441+0.000515496j 0.0018738-0.0011626j 0.000769931-0.00172815j 0.00282796-0.000921329j -0.00077724+0.00102265j 0.0105476-0.00149189j 0.0121489+0.00223864j 0.021938-0.00312468j -9.43376e-05+0.00509018j 0.0110613+0.0033895j -0.00380006+0.000877158j -0.00851114+0.000609185j 0.00298235-0.00147114j 0.00456531-0.00192322j 0.0024734-0.00115243j 0.001775-0.00187425j 0.0018832-0.000651718j -0.00427484-5.26109e-06j 0.00801663+0.000929014j -0.00356006+0.00120225j 0.000560006+0.000133353j 0.00835787+0.000996108j 0.0179795+0.00187695j -0.00699191-0.000228888j 0.0239896-0.00247856j -0.0131139-0.00485563j -0.00704355-0.00119359j -0.00303737+0.00102103j -0.000486846-9.22673e-05j -0.0150454-0.00195521j -0.00313412+0.00157747j 0.00356748-0.0044882j -0.011646-0.001786j 0.00191266-0.000622228j 
0.00388762+0.0120783j 0.00583351-0.000194562j 0.0666608-0.00327258j 0.00187753-0.00194755j -0.00811723+0.000994483j -0.033113+0.00453028j -0.0140247+0.000111401j -0.00180594-0.000309765j -0.0227783-0.000382393j -0.00446673+0.000957811j -0.00743862+0.000129542j -0.0144816+0.00200922j -0.0234084-0.000841424j 0.00372812-0.00186139j 0.0091695-2.93139e-05j -0.00954533-0.000252573j -0.0121122-0.000370863j 0.0195039+0.00181941j 0.0146778-6.12227e-05j 0.00222678+0.000631287j 0.0207389-0.00142789j 0.0130189+0.000287369j 0.0223619+0.000751109j 0.0044069+0.000885228j 0.0148391+0.00194287j -0.0024368-0.000325464j 0.0067811+0.00321669j -0.00621412-0.000767844j 0.00317783-8.6667e-05j -0.00277647+0.0011919j -0.000719744-0.00118908j -0.0029465-0.000130164j 0.00124368-0.000108686j 0.00426686-0.000525594j -0.000287243+0.000274371j -0.00746535+0.000313695j -0.00398194+0.000210438j -0.00457964-0.000208189j 0.00515975+0.000493394j 0.00032608-0.000692786j 0.00629657+3.27497e-05j 0.000594295+0.00140417j -0.00313431-0.00164512j 0.00627784+0.00115032j 0.00393165+0.000410036j -0.00102052+0.000461925j -0.00406631-0.000198144j -0.00208806+0.000222168j -0.00269723-0.000546323j -0.000312303-0.000550107j 0.00489187+0.00057933j -0.000273612+0.000189558j 
-0.0012458-0.00672517j -0.000967369+0.00474631j 0.00371861-0.00488691j -0.0399308+0.0054766j 0.0248041-0.00707618j 0.00493112+0.00477291j -0.000248709+0.0018878j 0.00112548+0.0034376j -0.000494088-0.00086276j -0.0157532+0.000130546j 0.00736672-0.00552896j 0.00482946+0.0020582j 0.0132584-0.0042659j 0.0348614-0.00528121j -0.0423449-0.000324054j -0.00777679-0.00161807j 0.0422523-0.00116574j 0.0155638-0.00105997j 0.0239838+0.00113184j -0.00368106-0.00112237j 0.000325201-0.00400951j 0.0101232+0.00230417j -0.00185609+0.000899989j -0.026459+0.000211649j -0.0227439+0.00062197j -0.000443234+0.00291047j -0.000329896-0.00177239j -0.0023131-0.000158305j 0.001449-0.00192325j 0.00764699-0.00163512j -0.00196567+0.0014931j -0.000651061-0.0010826j -0.00542943+0.00161855j -0.00473685+0.00169142j -0.00117888+0.000585096j 0.00768098-0.000911718j 0.000854676+0.000634408j 0.00146039-0.00104876j -0.00149613+7.76205e-05j -0.00970414+0.00146147j -0.00162111-0.000248054j 0.00557916-0.00203719j -0.0030692+0.000516773j 0.00211278+0.00110394j 0.000614282+0.000307169j 0.00444219-0.000292609j 0.00391034+0.000189864j 0.00138409+0.00142009j -0.000688986+0.000976186j -0.00138262+0.000850029j 0.00153816+0.000685967j -6.88268e-06-0.000137794j 
-0.00655827-0.00212716j -0.0113254+0.000507624j -0.0170939+0.000447803j -0.0244037+0.00234052j 0.0349844-0.00426819j -0.0444874-0.000351462j 0.00438583-0.000358079j 0.00229615+0.00425794j 0.0100444-0.000709281j 0.0156153-0.00507809j -0.00439697+0.00431948j -0.0647819-0.00271471j -0.0184603+0.00218844j 0.0210712+7.50221e-05j 0.0379625-0.00291313j -0.0111986+0.000672315j -0.00624378-0.000889926j 0.025369-0.00287758j -0.00685833-0.00280191j 0.0490616+0.000684575j -0.0122316+0.00270227j -0.0236574-0.00220315j 0.0208741-0.00644777j -0.0154427-0.00129842j 0.0250986+0.00345858j 0.0039987-0.000290285j -0.0163517-0.00216783j 0.00147225+0.000445189j 0.00372096+0.000275213j 0.00196392-0.000924312j -0.00355781+0.00038837j 0.0001192-0.000714217j -0.00261084-4.80712e-05j 0.00442845-0.000514057j 0.0104107-0.000770617j 0.00719706+7.0615e-05j -0.00301864-0.000832437j -0.00399301+0.00199172j 0.00505561-6.60464e-06j 0.0051928+0.00145334j -0.00242083-0.000345342j -0.000215302+0.000432013j 0.00439026+0.00229432j -0.00147883-0.00100558j -0.000439888-0.000155734j 0.000888576-0.000193814j 0.00126156-0.000149948j -0.00125019-5.74413e-05j -0.000766969+4.52852e-06j -0.00160576-0.000346462j -0.00209024+3.44067e-05j 0.000250482-0.0001867j 
0.0130901-0.00339099j 0.0136143+0.00468889j 0.106894+0.00175287j -0.0259615+0.00415504j -0.0186183-0.00434307j 0.00271546-0.00021544j -0.0220399+0.00139243j -0.00978516+0.00142999j -0.0339894+0.00318887j -0.0143548-3.51371e-05j -0.00306501+0.000246011j -0.0209288+0.000539218j -0.0372992-0.000699359j 0.0401716-0.0019273j -0.0145972+0.00106386j -0.0151808+0.0026774j 0.0277411+0.00289727j 0.0270473+0.00316557j 0.0123584+0.000146112j 0.0118825+0.000991322j 0.00717436-0.000630704j 0.0167868-0.000973108j -0.00454313+0.00344852j 0.0140879-0.000333449j 0.00530089-8.08017e-05j -0.00908775-0.00127205j 0.0180404+0.00634888j -0.0121474-0.00218662j 0.00944958+0.000247657j 0.00748861-9.84338e-06j -0.00579319+0.000351092j -0.00427092-0.00138748j -0.00193926+1.19676e-06j -0.00606109+0.000461095j 0.00148556-0.000130519j 0.00158753-9.17985e-05j -0.00661746-0.000780729j 0.00264299-0.000281656j 0.00532029+0.00132735j -0.00595344-0.00169387j 0.00397557-0.000446702j 0.00466588-6.08962e-05j -0.00893013-0.0032968j 0.0105056+0.00277622j 0.00655898+0.00131679j 0.00359339+0.000304711j -0.00113009-0.00010597j 0.00318972+0.00195586j -0.0041415-0.000262294j -0.00154468+0.000831741j 0.0113466+0.00179634j -0.000557444+0.000409124j 
0.00777445-0.00454321j -0.00101677+0.00391346j 0.0862517-0.00644311j 0.0204249+0.000567362j -0.0455521+0.00058109j 0.036757-0.00017653j -0.00988857+0.00205472j -0.00832572-0.00788758j 0.0231386+0.00077547j 0.038777+4.81183e-05j 0.00884458+0.00431375j -0.0432394+0.00580152j 0.0293537-0.00226843j -0.0167767-7.12258e-05j 0.033306+0.00705723j 0.0203255+0.0032165j -0.00585644+0.000451626j -0.0562545+0.00299797j 0.0062347+0.00182728j -0.000744886+0.000851319j 0.0146703+0.000830836j -0.00623449+0.000426386j 0.0237819+0.00294732j 0.0100622+7.35277e-05j -0.0167424-0.00188648j -0.00695899-0.0037859j 0.0116297+0.000595575j -0.0056711-0.00379979j 0.00679435-0.000791888j 0.00499069+0.000623709j -0.00566625+0.000858153j -0.00111006-0.000569741j -0.012722+0.00124514j -5.73982e-05+0.00166213j -0.00995997+0.00111951j 0.00628006-0.000894653j -0.00880683-0.0011652j 0.00234103-0.00246302j -0.00227133+0.000485349j -0.0124617-0.00223267j -0.00657-0.000827315j 0.000357517-0.00126082j -0.00841112-0.000689492j 0.00686431+0.0027492j 0.00454783+0.000760964j 0.00128308-0.000123953j 0.0015129+0.00020791j 0.00656266+0.00115183j 0.000381271-0.000461509j 0.00104388+0.00195806j 0.00745257+0.000757113j -0.000596294+0.000466028j 
0.0287091-0.000233651j -0.0641795+0.00541879j 0.00969088+0.000275893j 0.0283066-0.000245411j -0.000312972-0.000534292j -0.0314298-8.51072e-05j 0.00422061+0.00049032j -0.00831241+0.000994278j 0.00133059-0.000673595j 0.00412543-0.000782832j -0.011287-0.000221254j 0.0134571+0.000282021j 0.0233209-0.000315024j 0.0306767+4.40045e-07j 0.0115679+0.00191287j 0.0147055+0.000535666j -0.0102239+0.000542627j 0.026048+5.99325e-05j -0.00590286+0.000735236j 0.0403314-0.00041102j 0.0450649+0.000745867j 0.0337172+0.000478799j -0.0160016-4.56388e-05j 0.0673796+4.97407e-05j -0.0771088-0.00124616j 0.0693585-4.68046e-05j -0.0707006-0.00317494j 0.0828198+0.00366226j -0.009056-0.00259924j 0.0163359+0.000989786j -0.00622611-0.000361267j 0.0869937+0.00346079j -0.00884819+0.000524414j -0.00987223+0.00122651j -0.0015567+0.00101003j 0.0100354-0.000820687j 0.0561188-0.00523027j -0.00452215-0.00119195j -0.0172918-0.00104099j 0.00026075-0.000105446j 0.025271+0.00095802j 0.00336716-0.00298344j 0.0840961-0.00463906j -0.0608087-0.0144445j -0.0568145-0.00524597j 0.0220453+0.00012436j 0.00198726+0.000121754j -0.0496396-0.00177033j -0.021713+0.0113774j 0.0330121-0.013282j -0.102399-0.0117354j 0.0277763-0.00333785j 
0.00107801+0.00142004j -0.0668779-0.000465426j 0.0117549+0.0011422j -0.00930049-0.000450489j -0.00771843+0.000147336j 0.0160373-0.00113224j 0.0200431+0.00410845j -0.0394595+0.000498888j -0.00526762+0.000324615j 0.00520922-0.00264045j 0.00465105+0.000636805j -0.000422013+0.000400028j -0.0218833-0.00245694j -0.0200132-0.00413738j -0.0136687+0.001032j -0.00988688+0.00450542j 0.0139313+0.0045099j -0.0114156+0.00044014j 0.00660015+0.000302007j -0.0434579-0.000129672j -0.017395-0.00276467j -4.54308e-05+0.00149617j 0.00647712+0.00217571j -0.0248066+0.000388004j 0.0505732+0.000620661j -0.086003+0.00107915j -0.167723-0.00672786j -0.00595693+0.000178132j -0.000552316+0.00240179j -0.00467448-0.00144517j -0.00220419+0.0016044j -0.0125575-0.00216622j -0.00133203-0.00125897j 0.0018075-0.00244732j 0.01054+0.000497622j -0.00145781-0.000464892j -0.0137288-0.00171393j -0.0140772-2.76459e-05j -0.0340315-0.00355907j -0.00218647+0.00265464j 0.00282474-0.00189931j -0.0251987+0.00296658j 0.0349608+0.0146839j 0.043852-0.010083j 0.00763796-0.00307567j -0.00866668+0.00017446j 0.00408083+0.000224749j 0.00020015-0.00247093j -0.00103022-0.00416697j 0.0142876-4.26259e-05j 0.017207-0.00354403j -0.00400912+0.00132459j 
-0.00716427+0.00213524j -0.0117618-0.00368732j 0.0133469+0.00113038j -0.0360186-0.00137563j 0.011057+0.000984682j 0.0251766-0.000453603j 0.00270348+0.00573929j -0.00202801+0.00273288j -0.0102844+0.000729257j -0.021417-0.00715514j -0.0163014+0.000919437j 0.00132914-0.000325181j -0.0494229-0.0014369j -0.0571382-0.00655273j 0.0350129+0.00345805j -0.000683013+0.00805043j -0.0155073+0.00444559j 0.0254909+0.00302978j -0.00360391-0.001624j 0.0210326+0.00297755j -0.0126866+0.00126815j -0.0182738+0.00273055j -0.00590221-4.83588e-06j -0.0528034+0.00417646j -0.146335-0.00675173j -0.02264+0.00650463j 0.0411316-0.00966599j 0.0023787+0.00496451j -0.00189997+0.000476021j -0.0249478-0.0015729j 0.0131984-0.00187828j -0.0175987+0.00283752j 0.0133251+0.00119051j 0.0198409+0.00377705j -0.012418+0.00106784j 0.0178767+0.000963421j -0.000141071+0.00241838j 0.0103525-0.00218432j -0.00636028-0.00291538j -0.015219-0.00110268j -0.00497747+0.00822081j -0.0594173-0.0100163j -0.00504994+0.00522333j -0.0165452-0.0011162j 0.00357316-0.00172136j -0.0152205-0.00207102j 0.0128439+0.000623568j 0.00255295-0.00917979j 0.0255737+0.00151701j 0.0246251+0.00285014j -0.00405616-0.00401334j -0.00410898-0.000385586j 
0.00477969+0.000362488j -0.0230893+0.00165181j 0.0125243+0.000538624j -0.00211941+0.00164096j 0.0107702-0.00148781j -0.0100376+0.00133484j -0.00501937+0.00311976j -0.00751815+0.00132276j -0.00554284-0.00566258j -0.0120591-0.00199884j 0.000702862-0.000202569j -0.0106062-0.00449789j -0.0193769-0.000666211j -0.0335143+0.000331592j 0.022963+0.00760958j 0.0159512-0.00167702j 0.0228034+0.003143j -0.0423376+0.000308247j 0.0126589+0.0052731j 0.0101756-0.00504621j 0.0464803+0.00781126j -0.0148561-0.000228422j -0.117678-0.00929127j -0.057941+0.00390484j 0.0139088-0.00808481j -0.00076595+0.00879317j -0.0101468+0.00608422j -0.00333797+0.00222107j 0.00695932+0.00089164j -0.0112963+0.00107786j 0.0138508-0.000608984j -0.0145975+0.000234753j 0.000661216+0.000382915j 0.00169818-0.00170834j 0.0115473-0.00191719j 0.0134063-0.00190365j -0.0173452+0.00324762j -0.0166947+0.0031645j 0.0552451+0.00863713j 0.0349812-0.000661589j 0.0123996+0.00461619j 0.00164727+0.00478897j 0.028162-0.00400622j -0.00540791-0.00241042j 0.00143756-0.00163242j -0.0138571+0.00188912j -0.00201892-0.000946624j -0.00238989-0.0031465j 0.00354195+0.000427234j 0.0182225+0.000415079j 0.00156293-0.00306614j -0.00127051+0.000444637j 
-0.00843765-0.000438537j 0.00470399-0.00155187j -0.00772048-0.000533613j 0.00126735+8.93879e-05j 0.00638818-0.000563047j 0.00521094+0.00131974j -0.0204386-0.00081326j -0.00173681+0.00243258j 0.00621892-0.00307225j 0.014171+0.00211806j 0.0118298-0.000925961j 0.026714+0.00084721j 0.0327247-0.000201977j 0.0210073+0.00365272j -0.0168315+0.00123903j 0.00983193-0.000456181j -0.0266804-0.000315831j 0.0520683-0.00295222j -0.0309566+0.00188212j 0.0447638-0.00130781j 0.110095+0.00353252j -0.0816467-0.00147751j -0.0072002+0.00128314j 0.046124+0.00105982j -0.0291591+0.00017238j -0.108-0.00376781j 0.0367536+0.0024688j -0.00921192-1.7486e-05j 0.0202654-0.00211172j 0.0138795+0.00174343j 0.00944506-0.00334726j 0.0240372-0.00309394j 0.0186403+0.00252991j -0.00900028+0.00324224j 0.0160156+7.32047e-05j -0.011976-0.001856j -0.00810347-0.00664264j 0.0290809-0.000173941j 0.00688987+0.00534832j 0.0075818-0.00824875j -0.0164306-0.00160803j 0.00728943+0.00515406j 0.00299082+0.00383539j -0.00361101+0.00337723j -0.00668322+0.00261939j 0.00812993+7.97432e-05j -0.00184324-0.000316541j 0.00123986+0.00100414j -0.02908-0.00104866j 0.0191619-0.00016632j -0.0169696-0.00247625j 0.017524+0.00136825j 
0.000341229-0.000252358j -0.0198325-0.000500431j 0.0146049-0.00164371j 0.0130701-0.00144578j -0.0114132+0.00234892j -0.00258884-0.00147637j -0.0348491+0.00175636j -0.0253751+0.00177468j 0.0149405+0.0032762j 0.0194095-0.00290509j 0.0222125-0.00111859j 0.0116232+0.000284243j 0.0378716+0.000869344j 0.0163808-0.00018706j -0.0171792+0.00011506j -0.00873921+0.000430459j -0.0510654-0.00464311j 0.0329822+0.000336839j -0.0389715-0.00223285j 0.0245306+0.00141644j 0.0140752+0.00038075j 0.0187157+0.00220524j -0.0797861-0.000103724j -0.0857015-0.00205424j 0.0544771-0.00374917j -0.00218483-0.00329288j 0.0109857-0.0040656j -0.0163201+0.00160434j 0.00989106+0.00281166j -0.0109647-0.00312156j 0.00175547+0.000786565j 0.0314876-0.0055826j -0.0131498-0.00378485j -0.0058627-0.00249081j -0.0296845-0.00111978j 0.0250654+0.0030547j -0.00862958+0.00289067j 0.0126483+0.000391959j -0.0210401-0.00714381j 0.000562916+0.00130134j -0.0355729-0.00203569j 0.0140657-0.00570203j 0.0277523+0.00165393j -0.00154381+0.00042467j -0.00556967-1.57109e-05j 0.00127355-0.000660739j 0.00757248+0.00121918j 0.018174+0.000213437j -0.0308118-0.00313461j 0.0165722+0.00203917j -0.00375006-0.00143662j 0.0152609+0.00214103j 
-0.00839084+0.00037165j -0.0119633-0.00198716j -0.00147878-7.93353e-05j 0.0109948-0.000706369j -0.0126482+0.00157391j 0.00314282-0.00256741j -0.0452795-0.00395449j -0.0313666-0.00358033j 0.012599+0.00283195j 0.0660334-0.00195386j -0.00773979-0.000461403j 0.0546021+0.00204701j 0.0347827-0.00163741j 0.0420978-0.00319741j -0.0105813+0.000463116j -0.0353959+0.000356166j -0.0306081+0.00295575j 0.0353859+0.00200526j -0.00154924-0.00120732j 0.0293395+0.00283202j -0.0213886-0.0051683j 0.00488021-0.00287981j 0.0268884-0.00239811j -0.00977502-0.00560405j 0.00141298+0.00555356j -0.0228516+0.00430606j 0.0364782-0.000419347j -0.0191026-0.000798245j -0.0105364-0.000653217j 0.0134415-0.00243446j 0.00768696+0.00221935j 0.0471557-0.00359129j -0.0109828+0.00279341j 0.008885-0.000247067j 0.000375325+0.00211233j 0.0191462+0.00170167j 0.0104931+0.00132304j -0.0130051-0.000736692j 0.00730443+0.00319785j 0.00698206+0.00469717j -0.0383078+0.000196716j 0.0180865-0.000217432j 0.00347749+0.00513109j 0.0156858+0.004934j -0.00582755-1.12347e-05j 0.0110793-0.00308779j 0.00318247-8.47305e-05j 0.0240754+0.00224429j -0.0356702-0.00336431j 0.0172838+0.0041021j -0.00657414-0.00127334j 0.0206191+0.00243583j 
0.00815847+0.0011459j -0.000213595+0.00158611j 0.0202764+0.00386237j -0.00688811+0.00103743j -0.00167831-0.00390652j -0.00487795+0.00286981j -0.00911146+0.00145741j -0.00887178-0.00239072j 0.00540767-0.00180761j -0.012916-0.000233745j -0.00437669+0.00192751j 0.0173447+0.00157071j 0.0103008-0.00131577j -0.00520946+0.00174963j -0.0748793-0.00219778j 0.0593943-3.65382e-05j -0.035115+0.000873329j -0.0214691-0.000520958j -0.0696091-0.000601486j 0.0764468+0.00101945j -0.0364254-0.00015106j 0.0129504-0.00222021j 0.0455331+0.00450422j -0.0627405+0.00142022j 0.0365402-0.00038703j -0.00148703+0.00047936j -0.00104538-0.000804994j -0.0127484-0.00081348j 0.00460693+0.00238397j -0.00734685-8.74592e-05j 0.0169763+0.00386043j 0.004869-0.00637626j 0.017988-0.0026586j -0.0219861-0.00539872j 0.00148728+7.09056e-06j -0.019128-0.00382069j -0.00149957+0.00298738j 0.0189798-0.000423998j -0.0334188-0.0024629j 0.0086632+0.00641079j 0.00652871+0.000162233j -0.0037675+0.00392222j 0.0133209+0.00474313j -0.0326641-0.00831465j -0.00131344-0.000411598j -0.00660377+0.00154691j -0.00192636-0.00100844j 0.00840599-0.000537297j -0.00592483-0.00297996j -0.018625-0.00183359j 0.00293702+0.00290213j -0.000320149+0.000178917j 
-0.00642018+0.00147826j -0.00104699-0.00151011j -0.00852261+0.0045896j 0.012288+0.00146852j -0.0122734-0.00469315j 0.00157599+0.00406668j -0.0131525-0.000420542j -0.0122731-0.00417138j 0.00846388+0.00170621j 0.040692+0.00137082j -0.000480735+0.00634128j 0.00021253-0.000427094j 0.0226423-0.000794718j 0.0606793-0.00043899j -0.00469646-0.00414878j -0.100171+0.000186465j -0.0512908+0.00139097j 0.00496552+0.00349386j 0.0153595-0.000181859j -0.024788-0.00238168j -0.00521969-0.00298236j -0.0134374+0.00221503j -0.0207621+0.00385938j 0.00500965+0.00379362j -0.0239349-0.000200079j -0.00395394+0.0039258j 0.00253971-0.00142706j -0.00481777+0.00551332j -0.00709165-0.000317926j 0.0220584+6.0813e-05j -0.0110034-0.000839977j 0.0177485-0.00338776j -0.0116898-0.00195114j 0.028853+0.00252574j -0.0324077-0.000828871j -0.0139656-0.00458202j 0.0110109-0.00143399j -0.0240012-0.00148247j -0.00208989-0.00421018j 0.0152753+0.00161611j -0.0258246+0.0019307j 0.0252448+0.000511774j -0.00915974+0.000301838j 0.0194016+0.00816168j -0.000107959+0.00259561j 0.0134727-0.00197201j -0.00476514-0.000860527j 0.0103065+0.0017767j -0.0207755-0.00170386j 0.00200376+0.00184199j -0.00302695+0.00120812j 0.010221+0.000718511j 
0.00130189+0.000286895j 0.0382831-7.26984e-05j 0.0216459-0.000970011j -0.00785551-0.00120772j -0.006687+0.00200641j -0.0125683-0.00251136j 0.0616065+0.00231049j 0.0500331+0.00215187j -0.0272241+0.00250455j -0.0357245-0.00107699j 0.0479452-0.00361395j -0.0163763+0.00394875j 0.0121684-0.000535565j 0.0102932+0.00277307j -0.0619688+0.000500874j -0.0688578-0.00303035j -0.069032-0.00214132j -0.0510776+0.00181836j -0.0264206+0.00153852j 0.0129087+0.00325138j 0.012657+0.00119151j -0.0471721-0.00154059j -0.0182649-0.00147841j 0.000277127-0.00115771j -0.0088511-0.00343474j 0.0190374+0.00230917j -0.0477681-0.00309198j 0.018231+0.00812741j 0.0208193-0.00299144j 0.00201228-0.00134044j -0.0313556-0.00054297j -0.0395803-0.00548927j -0.0204701+0.000540569j -0.0147723-0.00150879j -0.0137882+0.001602j 0.019226+0.00101319j -0.0257563-0.00769056j 0.0113104+0.000186965j -0.00660158+0.00052919j 0.0190873+0.00394348j -0.00814143-0.000369132j -0.0140533-0.00146328j -0.0093221+0.00536303j -0.0562756-0.00537775j 0.00215745+0.00692022j 0.017749-0.00124301j 0.00552909+0.000405113j -0.00108626-0.000803615j 0.03406+0.00224865j -0.0567304-0.00299437j -0.00339288+0.00869554j -0.0197556-0.0040919j 
0.00125469-0.000206061j 0.0132197-0.000196046j -0.0143981-0.000224469j 0.00953009-0.000535413j -0.00504+0.000134073j 0.0096574+0.000511023j 0.0213041+0.00155664j 0.0118744+0.000743438j -0.00569245-0.00262695j -0.0107064+0.001666j 0.00617581-0.000506402j -0.0677311+0.000566423j 0.00421952+0.000356657j 0.0376433+0.00380737j 0.0162014+0.00181206j -0.0133661-0.00152941j -0.0372073-0.00160271j 0.00383941-0.00107322j -0.014968-0.00322547j -0.0709334+0.00166084j 0.055572+0.00289003j 0.039743-0.00338842j -0.0661762+0.000910701j -0.0115614+0.00313346j -0.00828372-0.00012232j 0.0126409-0.000442886j -0.00245329-0.00279555j 0.0096007+0.00403358j 0.00558963-0.00223306j 0.00292449+0.00240094j -0.0269749-0.000707998j -0.0144327+0.000712964j 0.024267+0.00253485j -0.013995-5.96363e-05j 0.0256304+0.00132642j -0.0149254-0.000317279j 0.0055958-0.000453442j 0.0251961+0.000852566j -0.0205542+0.0014345j -0.0197268+0.00216193j -0.000789481+0.00209527j 0.00655391-0.00439435j -0.0101643-0.00755989j 0.00760683+0.005642j 0.00125474+0.00235735j 0.00837978-0.000136475j -0.00022266-0.000235435j -0.00940529+0.000539773j 0.00605995+0.00260735j -0.00546265-0.00106422j -0.00310442+0.00129546j -0.00367386-0.00126802j 
0.00254248-0.000275381j 0.0183825+0.00115443j 0.0098029-0.000495374j -0.00659678+0.00038058j 0.00211853-0.00109532j -0.0068496+0.000427592j 0.0293375+0.000977255j 0.0280079+2.24281e-06j -0.0152456-0.00399885j -0.0355671+0.00160877j 0.0489483+0.00283946j 0.00947898+0.00170337j 0.00559906+0.00400598j -0.00452525+0.00507011j 0.0103528+0.00266107j 0.00637936-0.000468222j 0.00452544-0.00293263j -0.0146693-0.000524734j 0.00358818-0.00373738j 0.0254385-0.00020876j 0.0245702-0.00300553j -0.0357108+0.00299781j -0.0186621+0.00545583j 0.00911719-0.00204056j 0.0176628+0.00201242j 0.00133616+0.00166085j -0.0148151+0.00206411j 0.00561714-0.000120414j 0.0173427-0.00231848j 0.00148868+0.00116503j -0.00207589-0.00168115j -0.0247872-0.000631207j -0.0214801-0.00135078j 0.0112401+0.000488145j -0.0393105-0.000366293j -0.020277-0.0011088j -0.0188002-0.00387985j 0.0074319-0.00127882j -0.00867339-0.00403609j 0.002821-0.00515424j 0.0082302-0.00220884j -0.00192903+0.00151689j 0.00112618+0.00133581j -0.0310602-0.00379224j -1.72244e-05+0.00249643j 0.00173697+0.00161455j -0.00361516+0.00029908j -0.0137609-8.00252e-05j 0.0135385+0.00135998j -0.0253126-0.00418655j -0.00422894+0.00303406j -0.00953546-0.00192125j 
-0.00693144-0.000148131j -0.0110315-0.00233307j -0.00320803-0.0015203j 0.00707208-0.000868459j 0.00158042+0.00253478j -0.00648657+3.96916e-05j -0.00962932-0.00178757j -0.0146405+0.00129494j -0.0276869-0.0010375j 0.0446058-0.00379134j -0.0585562-0.00596563j 0.0205807-0.00284813j -0.00899315-0.00142983j 0.0529312-0.00358368j -0.0421656+0.0035025j -0.0719872+0.00404194j -0.0407489+0.00154556j -0.0828729-0.00569721j 0.0167118+0.000190704j 0.0157076+1.19492e-05j -0.000103795+0.00640693j -0.0280942-0.00023872j 0.014752-0.00281087j -0.0143701+0.00224423j 0.00340231-0.00733269j 0.018587+0.000532585j -0.00977139+0.00202015j -0.00751814+0.00595399j -0.0259452-0.00470694j 0.00978272-0.00227152j -0.00861931+0.00120828j 0.0144962-0.00449842j 0.0252513-0.00079647j -0.0207175-0.00214124j 0.0497258-0.00400379j 0.0252467+0.000627175j 0.0143799+0.00131231j 0.00658256+0.0071847j 0.0125572+0.00308815j 0.000478144-0.00142503j -0.0298703-0.00114805j 1.64817e-05+0.0015157j -4.13419e-05+0.00574543j 0.00803352+0.00325765j 0.00101164+0.00153544j 0.012046-0.00341851j 0.00800117+0.000344943j 0.0199503-4.54148e-05j -0.00418058-0.00112683j -0.00188323+0.0043038j -0.00194849+0.00124763j 0.00435361-1.31777e-05j 
-0.00213748-0.000218052j -0.0069331+0.000462019j 0.00578075-0.00122298j 0.00404585+0.00114884j 0.000879545+3.54614e-05j -0.00863174-0.00104133j -0.00553854-0.00115732j -0.000812824+0.00326866j -0.0164182-0.00448485j 0.0340232+0.00874619j 0.0318067+0.00676627j 0.000909463+0.00309154j -0.0157874+0.00270015j -0.006897-0.000305676j -0.0157312+0.000983527j -0.0164769+0.00818031j -0.00250257+0.00876322j -0.0156621+0.00461096j -0.00673514+0.00357117j 0.0116055+0.000254157j -0.00573509-0.00130502j -0.000561242+0.00494283j -0.0269906+0.00758497j -0.0358073+0.00763045j -0.0150861+0.00812949j 0.0153936-0.000791127j -0.00804842-0.00340403j 0.00195692+0.00116856j 0.00146467-0.000711519j 0.0076702+0.00308346j 0.0156746+0.00313442j -0.00116635+0.00055264j -0.0435614-0.000990932j 0.0436237-0.000563622j 0.0446053-0.00268581j -0.0744049+0.00156171j 0.0170145+0.0018213j 0.0448597+0.006082j -0.0117632+0.00479023j -0.000151749+0.00125535j -0.0146389-0.00122155j 0.0122841+0.000113265j -0.000624815-5.98107e-05j 0.000192941+0.000765566j -0.000170493-0.000536419j -0.00230129+0.000321121j -0.00535874-0.000104252j 0.00430524+0.000198329j -0.00462658-0.000837965j 0.00144717+0.000627476j 0.00149516-5.41147e-05j 0.00150392+0.000429217j 
