0.0104279-0.000954342j 0.0108478-0.00992075j -0.000505041-0.00571811j 0.0069435-0.0136546j 0.00285298-0.00694215j -0.0100994+0.0139023j -0.00427831+0.0180009j -0.0110476+0.0289736j 0.00101264+0.00182763j -0.00595134+0.000320904j 0.00144194-0.00324565j -0.00383462+0.0230963j 0.00794585+0.00228015j -0.0008714+0.0150876j 0.00203846-0.00486941j -0.00787234-0.0221918j -9.16605e-05+0.00257183j -8.79299e-05-0.00449267j 0.00504134+0.00816923j -0.00223253-0.000631759j 0.00192175+0.000219926j 0.00618422+0.0134234j 0.00469713-0.00493066j 0.010306+0.00654077j -0.00303246-0.00779768j -0.0133438-0.0102811j 0.0017083+0.00505558j 0.0097948+0.00578313j -0.00823224+0.0032189j 0.00421925+0.00153086j 0.0190387-0.000666588j 0.00366527+0.0126482j -0.000178207+0.00853449j -0.00628114+0.00725358j -0.00530341-0.00200723j 0.00501737-0.0039325j -0.0167524-0.0159322j 0.00374266+0.00242509j 0.0143168+0.00639628j -0.00347261-0.00508709j -0.00069411-0.00736602j 0.00530226+0.00269637j -0.0140364-0.00117207j -0.012126-0.00232782j 0.00751341-0.00133015j -0.00688372-0.00462297j -0.00384212+0.00103023j -0.0163664-0.00271074j 0.00179269+0.00109822j 0.00698237-0.00116514j 0.000411385+0.0033885j 0.0092653-0.000606915j 0.0009286+0.00257558j -0.00109569+0.00209037j 0.00381274+0.0014494j -0.00961147+0.00392231j -0.014763+0.00275712j -0.00387038+0.0018455j -0.000343115-0.00186757j 0.000167125-0.00200374j 0.00822509-0.000538465j -0.00372768-0.000169475j -0.00882038+0.00273563j 0.00429435-0.00308641j 0.00095952-0.0056863j -0.00903755+0.002724j -0.00903457+0.00180907j 0.00544946-0.00393789j -0.000222361-0.000640379j 0.00894091-0.00364292j 0.00651999-0.00857622j 0.0183551+0.00069481j 
0.00191614-0.000331038j -0.000739258+0.000495597j -0.00274717+3.91403e-05j -0.00134067+0.00136599j -0.00379374+0.00298772j 0.00681302-0.00548102j 0.0108464-0.0136434j 0.00592508+0.00134029j 0.00922799-0.00750163j 0.0068379-0.00429449j -0.00449762+0.00377043j -0.0130068+0.0163959j 0.00462934-0.000819305j -0.00762988+0.00778173j -0.00289542+0.0113532j 0.000241033-0.0105666j -0.00160248-0.00175052j 0.00127052+0.00475445j 0.00909365-0.0129479j -0.00313386+0.0127555j 0.000843054-0.00872719j -0.000615042+0.00832656j -0.00365747+0.0155574j -0.000555604+0.00706697j 0.00513519+0.0196459j 0.00230524-0.00737171j -0.00463155-0.0102682j 0.00547152-0.00207822j 0.0035136+0.00106265j 0.00287637-0.00301667j 0.0010053-0.00144781j 0.00056519-0.00129602j -0.00436442+0.00387941j 0.000209352-0.00348576j -0.00653985-0.00267356j 0.0108313-0.00408217j -0.0179164+0.00202263j -0.00212012+0.0034855j 0.00223256-0.00497203j -0.0126862+0.00314055j 0.00930966-0.000529049j -0.0134024+0.000824937j 0.00684185-0.00272428j 0.00844598-0.00240069j 0.00264228-0.00294987j -0.0031094+0.00109261j 0.0104793-0.00428737j 0.011045-0.00637089j -0.00677213+0.00261712j -0.00748614+0.0052862j -0.00593126+0.00247457j 0.0074149-0.000757175j 0.0071885-0.00618257j -0.00217704-0.000445927j -0.00126861+0.00128842j 0.00104118+0.00168615j 0.00459667-0.00746722j 0.00412178-0.00536307j 0.00576379-0.00742762j 0.0053218-0.00893037j -0.00474461+0.00878542j -0.00549301+0.000464879j -0.00867005+0.0143231j -0.00224309+0.00913528j -0.00288853+0.00225468j 0.00929722+0.00347029j -0.00561563+0.015292j -0.00255083+0.00344494j 0.00148512+0.000505095j 0.00135605+0.00215764j 0.00219678+0.00187832j 3.97307e-05+0.00193426j 
0.000655217+0.000321268j -0.00238923-0.00213067j 0.00110568-0.00310071j -0.00681651-0.00220743j -0.00748897-0.000247282j 0.00326314+0.00400566j 0.0105907+0.0143212j -0.00339684+0.00397759j 0.00659115+0.00764254j 0.00158257+0.0134385j -0.00426285-0.00237117j -0.0146197-0.00973035j -0.0057737+0.0156724j -0.00850972-0.0055264j -0.00822015-0.00739664j 0.00909255+0.0103496j 0.00239246+0.00307921j -0.00913221+0.00668311j 0.0120157+0.00781141j -0.0114099+0.000118391j 0.00953327+0.00611237j -0.00713493-0.000291853j -0.0166993-0.00513465j -0.00844985+0.0024731j -0.0177446+0.0025625j 0.00896539+0.00824483j 0.00959318-0.00868483j 0.00625095+0.00494652j 0.00101755+0.00541829j 0.00613378-0.00513011j 0.00220151+0.00187572j -0.00318238+0.00326784j 0.00214698+0.000150429j 0.00476054-0.00410118j -0.00620065+0.00344411j -0.00111686-0.00883904j 0.0020633+0.0136462j 0.00302224+0.00420003j -0.00453216-4.65817e-05j 0.00381895+0.0105341j -0.00178143-0.0070071j -0.00716043+0.0116754j -0.0105115-0.00419035j 0.000414297-0.00539249j -0.00339459-0.0027832j -0.00189851+0.00667671j -0.00491903-0.00634396j -0.00377134-0.0122169j -0.00232778+0.00911469j 0.00915684+0.00345089j 0.00274742-6.51226e-05j 0.00100755-0.0105011j -0.00889623-0.0016859j 0.00388214-1.5303e-05j 0.00109759+0.00106006j 0.0044287-0.00575517j -0.00402034-0.00451455j -0.00243506-0.00763214j -0.00394313-0.00581804j -0.00706505-0.0043115j 0.010628+0.00228779j 0.00112007+0.0111135j 0.00813408+0.0081059j 0.00661319+0.0042555j 0.00241024+8.09763e-05j 0.00040451-0.00388303j 0.00583167+0.00680889j 0.00292856-0.00192644j -0.00271011+0.00335118j -0.000519503-0.00319435j 0.00105325+0.00305843j -0.00156165+0.000924819j 
0.00101138-0.0030112j -0.00280758+0.00215272j 0.00464709-0.000721297j -0.00631782+0.000815123j -0.0112256+0.00421734j 0.000439609-0.00257477j -0.00760829-0.00908899j -0.00640238+0.0016194j 0.00365752-0.00527793j -0.0124263+0.00342843j -0.000797964+0.00513572j 0.0038114+0.0110397j -0.0210968+0.0170635j 0.00369455+0.000218681j 0.0173081-0.000877567j -0.00920989+0.00178668j -0.00615652+0.000831524j -0.012686+0.0132032j -0.00731546-0.00254864j 0.00348913+0.0135388j -0.00845075+0.00305101j 0.00757308+0.000940029j 0.00671827-0.000914107j 0.00256052+0.00629482j 0.00865702-0.00472211j -0.00532231+0.000693218j -0.00172869-0.000981624j 0.00853832-0.00485798j -0.00105431+0.012041j 0.00828804-0.00169442j -0.00118233+0.00235235j -0.00313722+0.000164472j 0.00677093-0.0063127j 0.0114305-0.00220678j -0.00731476+0.00233142j -0.00077984+0.00219934j 0.00299608-0.00682289j -0.00371676-0.00241539j -0.00825911+0.00913134j 0.00285384-0.00926229j -0.000767778+0.006922j -0.00779513+0.00304414j -0.00856227+0.0126649j 0.0030511-0.00122293j 0.00162969-0.00316637j -0.00467429+0.0059028j -0.000417322+0.0128829j 0.0072717-0.00424881j -0.00776304+0.013217j 0.00117389-0.0120566j -0.00295556-0.00681876j 0.00230954+0.00180528j -9.21293e-05+0.0125854j 0.00334011-0.00750448j -0.00145293-0.00161135j 0.00478257-0.0108391j 0.00380262+0.000557523j 0.00116736-0.00579851j 0.00200863+0.00387246j -0.000257646+0.00559971j 0.00161362-0.00911896j -0.00336362+0.00787807j -0.00968377-0.0053445j -0.00138676-0.00031258j 0.00160897-0.00535521j -5.38231e-06+0.000920721j -0.00532546+0.00340089j -0.000317738-0.0101669j -0.0021473+0.00343122j -0.000642306-0.00507668j 0.00345003+0.00460369j -0.00366337-0.000472965j 
-0.000395039+0.000427907j -0.00087048-0.00962712j 0.0041807+0.0147869j -0.00285363-0.00731834j -0.00126396-0.0104257j -0.00322401-0.00316111j 0.00223077-0.00340344j -0.00183534-0.00487707j 0.00503166+0.00703604j 0.000155488-0.00438661j 0.00311534-0.00878358j -0.00886858-0.00525839j -0.019041-0.0256702j 0.0013506-0.00321189j 0.00917643+0.00568763j -0.00941288-0.0037164j 0.00392518-0.00194137j -0.0197668-0.0196251j 0.00605735-0.000528776j -0.00869561+0.000889696j -0.00123158+0.00263374j -0.00151141+0.00307748j -0.00333824+0.00407708j -0.0170166-0.00223137j 0.00494572+0.00148191j -0.00952138+0.00471319j 0.00260973+0.00371573j -0.000398128+0.00124965j -0.0051453+0.00269799j 0.00887115-0.000831268j 0.00321995+0.00396857j -0.00258092+0.00621839j -0.00788663-0.00903385j 0.00125602-0.00761371j 0.00097355+0.00430531j -0.00434684-0.00568021j -3.98116e-05-0.000365867j 0.00357081-0.00233207j 0.00457333+0.00345475j -0.00789967+0.00169357j 0.00145208+0.00464644j 0.00875536+0.00738749j 0.00984925+0.00826701j -0.0044572-0.00642908j -0.00401026-0.00719161j 0.011499+0.00756363j 0.00565011+0.00566092j -0.00651612-0.00600036j 0.0141282+0.00253487j -0.00733868-0.000607176j -0.00631561-0.00074147j -0.000480424-0.00171702j 0.00969289+0.00694675j -0.00400693-0.0036051j 0.00142615-0.00241835j -0.00393162-0.00389304j 0.000743279-0.00476008j -0.00472538+8.83846e-06j -0.000726043-0.00527354j -0.0018249-0.00211131j -0.0036174-0.00237921j 0.012088+0.00230707j 0.00024269-0.00084408j 0.00193676+0.00176232j -0.00384286-0.00359924j 0.00201125-0.00265636j 0.00258408+0.00474487j -0.0023157-0.00185198j 0.00490267+0.00521905j -0.00047054+0.000809618j 0.00107448+0.000794683j 0.00408608+0.00349053j 
-0.00117585+0.00468877j -0.00799412-0.00220709j -0.00283757-0.00246016j 0.00551076-0.00570357j 0.00151119-0.00126504j 0.000279279-0.00975824j 0.00224537+0.00398956j -0.00257319+0.0061964j 0.00140843-0.00454554j -0.00169713+0.00352024j 0.0010132+0.00713723j -0.000155263+0.00174765j -0.00152875-0.00325819j -0.00243782-0.0154632j 0.00498198-0.00339277j 0.00310843-0.0211844j -0.00465581+0.00200281j 0.0117724+0.000232284j -0.00120513+0.010141j -0.00366676+0.000840391j -0.00160264+0.00902857j -3.9187e-05-0.00649887j -0.00392348-0.00736398j 0.00217235-0.00923179j 0.00547984+0.0112082j 0.00577099+0.000795222j 0.00861347+0.0050871j -0.00350135-0.0107445j 0.00119922+0.0133517j 0.00988489+0.0137034j -0.00901925-0.016441j 0.00755497+0.000404146j -0.00145664-0.000808343j -0.00440585-0.0029303j -0.00155503+0.00115274j -0.00882348-0.0016465j -0.00397676+0.00234195j -0.00124293-0.00212439j -0.00692962-0.00499869j 0.00435547-0.00352952j 0.00732261-0.00394984j 9.50385e-06-0.00172616j -0.00502006-0.00190503j -0.0115316-0.000272899j -0.00292748-0.00463207j 0.0105141-0.00455124j 0.00215027-0.0023764j 0.00983848+0.00417702j -0.00463506-0.00210477j -0.00275744-0.00758741j -0.00975395+0.00265744j -0.0125763-0.00603408j -0.00225663-0.00681436j -0.0149244-0.0012477j 0.00378109-0.000765436j 0.00596546-0.00282514j 0.00114799-0.00295495j 0.00031891+0.00219069j -0.0133965+0.00592382j 0.000174484+0.00211241j 0.00236156-0.00145161j 0.00252239-0.00871854j -0.00989752+0.000356564j 0.00249363-0.00128708j 0.00806061+0.00506303j -0.00108466-0.00152908j 0.000361889-0.00149723j 0.0113486-0.0109621j 0.0114503-0.0161276j 0.0156627+0.00586717j 0.0187494+0.00414005j -0.00246519+0.00700242j 
0.00676172+0.00582941j -0.00199516+0.00574205j 0.00201475+0.00650369j 0.0060739+0.00155056j 4.71311e-06+0.00677951j 0.00519684+0.00156399j 0.00279464-0.00402729j -0.00800703+0.00514424j 0.00185601-0.00189233j -0.00393787+0.00419221j 0.00604945-0.0130359j 0.00133046+0.00362015j 0.00730821-0.00485521j -0.00012205+0.00134173j 0.000944109-0.0143842j -0.0097867+0.00502541j -0.000629849+0.0203908j 0.001826+0.003217j 0.00543573+0.00788959j -0.00164348+0.00202467j 0.00200323+0.00652982j 0.000855765-0.00658716j -0.00145321+0.0114753j 0.00635332+0.00804694j -0.000877662-0.000260362j -0.00719296+0.00355985j 0.00406901-0.000608985j 0.00199167-0.0167895j -0.00424302-0.00796846j 0.00356387+0.00782535j 0.00235277+0.00738372j -0.000106461-0.0170316j -0.00913467-0.00395076j -0.00444298-0.00348809j -0.00872234+0.00125435j 0.00487287+0.000612965j 0.00535034+0.00130653j -0.00280737-0.00578397j -0.00665093-0.00218102j 0.00217832+0.00196976j -0.00440309-3.93116e-05j 0.00202481+6.87003e-05j 0.00535304+0.0035445j 0.00569623+0.00593232j 0.000920208+0.00199807j 0.00906078-0.00334439j -0.0124631-0.00124966j 0.0119255-0.00456815j -0.00633553+0.00257561j -0.00552253-0.00462952j 0.012219+0.00119268j -0.00119243+0.00318031j 0.00553281-0.00217853j 0.00189168+0.00190399j 0.0105434-0.00526056j 0.00578285-0.00294984j 0.00482478-0.00113697j 0.00922294-0.00309071j -0.00584532+0.002928j -0.00427623-0.00230141j -0.00166991+0.00123191j 0.00992381-0.00588378j 0.00680211-0.0083331j 0.0058733+0.00718029j -0.00381577+0.0049032j 0.00368036-0.000117469j -0.0144272+0.00918951j 0.00748107+0.00204545j -0.0016527-0.00279989j -0.000699924-0.00331245j -0.000393786-0.00698181j 0.0224933-0.00100997j 
0.00103342-0.000197783j 0.0131483-0.00754973j 0.00566989-0.00493647j -0.00628402+0.00585448j 0.00158237+0.000126633j 0.00258477+0.00635179j 0.0021922-0.00299277j 0.00394226+0.00381778j 0.000680615+0.001311j 0.00335513-0.00421237j 0.000763958-0.00598324j 0.00561956+0.00649747j -0.00742988+0.00538444j -0.00314402-0.00217113j -0.0043594-0.0102361j -0.00208028+0.00320821j 0.0165818-0.0108024j 0.00288034+0.00397278j 0.00809255-0.00742306j 0.00780774+0.00185923j 0.00605997+0.00294441j -0.0073469+0.00519487j -0.00083567+0.00267353j -0.00184931+0.00932528j 0.00574833-0.00286868j -0.00720247+0.016547j -0.00850746+0.00547346j -0.0122769-0.00710309j -0.00560337-0.00558589j -0.00495811+0.0135789j -0.00274073-0.00149415j -0.0165576+0.0010765j 0.00160398-0.0137944j 0.0203401-0.000287356j 0.00427513-0.00951625j 0.00486019+0.00118457j -0.00356463+0.00148707j 0.00736865+0.00714285j 0.00108187-0.00507362j -0.00244729-0.000435481j 0.00016085-0.00174614j -0.00178614+0.00760696j -0.000737222+0.00238019j -0.00238044+0.00355174j 0.0108472-0.00872828j -0.00543842+0.000644607j -0.00635788+0.001186j 0.00224604+0.00646555j 0.000954089-0.00127291j -0.00345597-0.00438251j -0.00182543+0.0126677j -0.0041908-0.00328975j -0.00537996+0.0024649j 0.00528734-0.00634238j 0.00533832-0.00514926j 0.00870206-0.0010882j 0.0054092-0.00297496j -6.69773e-05+0.00820251j -0.00076799+0.00346596j 0.00193648-0.00832066j -0.00285269+0.00187582j 0.00134644+0.00292406j -0.00367715-0.00388575j 0.00320226+0.00387382j 0.0103502+0.00366729j 0.00862884+0.0039365j -0.00181881-0.00312657j 0.0117254-0.00771239j 0.0126295-0.00545612j 0.0111459+0.0200071j -0.0140954-0.0113151j 0.00194829-0.00195737j 
-0.00142074-0.00363875j -0.00570439-0.000897494j -0.00994691+0.00208446j 0.00637302-0.000738433j -0.00729322+0.00373709j 0.00440585+0.00586741j 0.000447927-0.000965109j -0.00302078-0.00440745j -0.000763561-0.00011394j 0.00585652-0.00497348j 0.0136616-0.00667692j 0.00287331+0.000766116j -0.00274165+0.00760522j -0.00877937+0.000372249j 0.00288457-0.00747413j -0.00248526+0.00169012j -0.0131253+0.00427235j 0.00322943+0.00728605j -0.00503669+0.00371314j 0.00723137-0.00165764j 0.00137221-0.00181339j 0.00383471-0.00356296j -0.016862+0.0072145j -0.0122304+0.00502412j 0.0033148-0.00480198j 0.00159672+0.00367968j -0.00950327+0.00895833j -0.00210769+0.00163736j -0.00760139+0.0106418j 0.012807+0.0132442j -0.00106565-0.0101952j 0.0223471+0.0127986j 0.00624497+0.00674918j 0.00436308-0.0010291j -0.00305032-0.000643785j 0.00538046-0.0151435j -3.55219e-05-0.00754611j 0.00224377-0.00656333j -0.00104431-0.00535623j -0.00373639-0.00193176j -0.00861721-0.000270943j 0.00675599+0.00403185j 0.00425293-0.00115224j 0.0036419-0.000651783j -0.000584554-0.00105225j -0.00483087+0.00293977j -0.00523995+0.00526222j -0.000260845-0.00254155j 0.00303752-0.00274122j -0.0042674-0.00509365j 0.0013731-0.00184087j -0.00446981+0.00136733j -0.000563896-0.00710868j 0.00602961+0.00164548j 0.00261413-0.0100226j 0.00208341-0.00361991j 0.00102085-0.0106364j -0.00424438-0.00932988j 0.00719204+0.00136627j 0.00572433+0.00109146j -0.00746344-0.00861283j -0.00460178+0.00560119j 0.00288738-0.00415478j 0.00127574+0.00547479j 0.0111601-0.00643051j 0.00553534-0.000742157j -0.00439928+0.00192411j 0.00143661+0.0113032j -0.0049512-0.0167143j 0.020686+0.00467509j -0.00102372+0.00473456j 0.00189525+0.000115516j 
-0.0139004+0.00147512j -0.00427932-0.000433753j -0.00569829-0.00600752j -0.00169071+0.00805131j -0.000518497-0.00322496j 0.00685681-0.00420684j -0.0044791-0.000622319j 0.00104288-0.00512629j 0.0062568-0.000319527j -0.00702084+0.0012205j -0.00697628+0.0017006j 0.0014775-0.00157572j 0.0119467-0.00459864j 0.00703085-0.00639722j -0.00087889+0.0023138j 0.0109338+0.00294357j -0.0043766-0.0142209j 0.00668805+0.00299384j -0.00576367-0.0109658j 0.00214255+0.0053017j -0.00821783-0.000647408j -0.000203919+0.00367785j -0.00120756-0.011877j -0.00324854+0.0123031j -0.00239948+0.00205574j -0.000616014+0.00421617j 0.00905797+0.00819434j 0.0125704+0.0135531j -0.00644641+0.00878934j -0.00552582-0.00416925j 0.0159087+0.0152834j -0.0123837+0.00985346j -0.00899666+0.0125055j -0.0072238-0.0121401j -0.00107041-0.00204987j -0.00123926-0.00213733j 0.00321261+0.00187367j 0.00603945-0.00661127j 0.00242444+0.00145315j -0.000547794-0.00197045j 0.000467604-0.00743833j -0.0020715+0.000722657j 0.00441264+0.00194419j -0.00647827+0.00597332j -0.000122678-0.00684626j -0.00315886-0.0062196j -0.000949871+0.00393361j 0.00230854-0.00812156j 0.00550996-0.00141821j -0.00478671-0.0134826j -0.000879016+0.00615139j -0.00392061-0.00306847j -0.000840292-0.00991337j 0.0108689+0.00399481j 0.00583923-0.0123121j 0.00246517+0.0054652j -0.000370591-0.00616088j -0.000509293-6.38345e-05j 0.00484461+0.0054259j 0.00448422-0.00427536j -0.00988315-0.00768903j 0.0142533+0.0069162j 0.00172873-0.00311501j 0.00729476+0.0133506j -0.000901194-0.00253495j 0.00224961+0.000981986j -0.00728501+0.00227798j 0.0183994+0.00134462j -0.0041022-0.00980006j 0.000254297-0.00611296j 0.00246084+0.00701079j -0.00992047-0.00457432j 
0.00450751-0.00375091j 0.000684571+0.000807688j 0.000848265+0.00524694j -0.00274679+0.000114826j -0.00345427+0.000540457j -0.00784036+0.00630577j 0.00192878+0.00507789j 0.00141503-0.0038209j -0.00381106-0.00214829j -0.000491958+0.00376488j 0.00190262+0.00871269j -0.0102643+0.00455071j -0.00482001-0.00201446j 0.00727495-0.0144573j 0.00847913+0.00106255j -0.00221546-0.000121961j -0.00360699+0.011437j -0.00935973+0.0205117j -0.00211271+0.00600672j -0.0106944+0.0209249j -0.00764545+0.00511851j -0.00876274-0.00616198j -0.00159926-0.0221325j -0.00733378-0.0137059j 0.00167184+0.0145915j -0.0103737-0.0186157j -0.0084018+0.00643696j 0.00729174+0.00688836j -0.00668706-0.0218104j -0.0260456-0.00562958j 0.00682902-0.00633277j -0.00489574+0.00349853j 0.00844703+0.000738441j 0.00209872+0.00296052j -0.00280866-0.00220516j 0.00493337-0.00431029j -0.00080944-0.00923112j -0.00627928+0.00115939j -0.00256026-0.000532644j 0.000261228+0.00375589j -0.00294599+0.00261745j 0.000132219+0.00297214j -0.00138456-0.00144871j -0.00074454+0.00124859j 0.00168256-0.00328158j 0.00168012-0.00361898j -0.0044506+0.00292856j -0.0004764-0.000538268j -0.00180956+0.00453694j -0.000403519+0.000433717j -0.00277982+0.00250083j 0.000335587+0.00179412j -0.00485888+0.000794959j -0.000698557+0.00703784j 0.000200608+0.0016551j 0.000851552+0.00135196j -0.00272275+0.00263945j -0.00247367-0.000287898j 0.00387095+0.00235325j 0.00081667-0.000175334j -0.000616049+0.000645135j -0.000389235+0.0042851j 0.00428952-0.00254168j -0.00745513+0.000431304j -0.00328997-0.00843461j 0.0018724+0.000572624j 0.00232748+0.00311447j 0.00416491+0.0145943j 0.0163809+0.00416735j 0.0028666+0.0108163j 0.000102447-0.00326835j 0.00359863-0.000937228j 
-0.000527147-0.00106943j -0.00055243-0.00459317j -0.00360342-0.00356803j 0.00392843+0.00639995j -0.00537045-0.00547713j -0.0037225-0.00082759j 0.000696321-0.000148741j 0.00422957+0.00440158j 0.00565592+0.00481807j -0.00779982-0.00219703j -0.00186938+0.000559003j 0.00165025-0.0111002j -0.00787342-0.0116787j 0.00240881+0.00344007j -0.00254916+0.00245651j -0.0118095-0.00383685j -0.0147583-0.0176946j -0.0131354-0.0113157j -0.00444112-0.0044808j -0.00812196-0.00859536j 0.00347883+0.00292505j -0.00521055+1.40704e-05j 0.00751099+0.00202971j 0.0123894-0.00351881j 0.00497688-0.00072787j 0.0141101+0.00142097j -0.0189127+0.00116344j -0.0100376-0.00635062j -0.0014197-0.00354633j 0.00265884+0.00157027j 0.00108403+0.00188717j -0.00666169+0.00638401j -0.00727411+0.00867376j -0.00404356-0.0121765j -0.00508824-0.00853293j 0.00872213-0.00273229j 0.00997614-0.0114292j -0.00212209+0.00428764j 0.00215991-0.00399496j 0.00133471+0.00369406j -0.00276136+0.00903691j 0.00081558+0.000942899j -0.00394767+0.00671632j -0.00197032-0.00123802j 0.00382571-4.70004e-05j 0.00110775-0.0149513j -0.00160682-0.0031214j 0.00131609+0.00734649j -0.00430007+0.0110225j 0.00403216+0.000249183j 0.00258405+0.00643457j -0.00227269+0.00964579j -0.000712844-0.00410249j 0.00426549+0.00105735j 0.00154972-0.00340065j 0.00300033-0.000695604j -0.000209134+0.0129439j -0.00502993+0.00139904j -0.00154614-0.00222351j -0.0056595-0.00902506j 0.00261346-0.000457026j -0.00186103-0.00660387j 0.00388079+0.00232198j -0.000694622+0.00320453j -0.00964973-0.00516571j 0.0146654+0.00719504j 0.00540316+0.0120145j -0.00581463+0.0103911j 0.00167464-0.00370005j 0.00451936+0.00268415j 0.00153625+0.000511925j 0.00496636+0.00603528j 
0.000146524-0.00236506j 0.000966779-0.00541707j -0.000911016-0.0040163j 0.000770863-0.00248206j -0.00161414+0.00046308j -0.00344352-0.00195131j 0.000527902-0.000177996j 0.00182697-0.00166076j -0.00184565-0.00556414j -0.00526647+0.000598737j -0.00695658-0.000451496j -0.00370326+0.0023645j -0.00713937+0.00848345j 0.0056251+0.00597332j -0.00571507+0.00380575j -0.0101327+0.00496188j -0.0091923+0.00461469j -0.0197997-0.00122166j -0.00699497-0.00378062j -0.0159745-0.0032943j -0.00452531-0.00917549j 0.0050539+0.00345865j 0.00954474+0.00190353j 0.0037671-0.0105172j -0.0136836-0.00151934j 0.00832588+0.00126395j 0.00239078+0.00210961j -0.0213984+0.00812998j 0.00480431-0.00662867j 0.00984962-0.00350008j -0.00655954+0.0074839j -0.00491642-0.00231302j -0.00398806-0.000987506j 0.000857197+0.00160012j -0.00341438+0.00536687j -0.000457467-0.00059856j -0.00187616+0.0043776j 0.00530206-0.0110913j -0.00277649+0.0092018j -0.00186232-0.00122095j 0.00346828-0.0132172j -0.00551378+0.00148272j 0.00545622-0.00723595j -0.0051174+0.0114652j 0.00169818-0.00910423j 0.00299567+0.00415177j -0.00200944+0.00416856j 0.0062049-0.00861194j 0.000261335-0.00454978j -0.00463656-0.00913313j 0.00205453-0.000669445j -0.000288373-0.0187255j -0.000494216-0.0117525j -0.00220958-0.00727006j 0.00194279-0.0115035j 0.00412579+0.00318473j -0.000205048-0.0100769j 0.00834733+0.00588277j 0.000434721+0.0152532j 0.00188457+0.00496997j -0.0021628-0.00683565j 0.00426213+0.012947j -0.0072653+0.0014457j 0.00223253+0.000357829j 0.00347591+0.0022999j -0.00852465-0.00357765j -0.0108321-0.020516j 0.00701398+0.00514659j -0.0027542+0.000531803j 0.00180747+0.00061927j -8.44886e-05+0.00265045j 0.00305873+0.00383884j 
0.00506948+0.0054888j -0.000878988+0.00328928j 0.00190165-0.000642473j -0.00383686-0.000413767j 0.00180861-0.000532428j -0.00785334+0.000484024j -0.00210469-0.00193822j 0.00193509+0.00308122j -0.00106539+0.00715861j 0.00270359+0.00542746j -0.000520885+0.00672788j 0.00142601-0.0054154j -0.00313704+0.00168566j 0.00238983+0.00481562j 0.000173257+0.00328899j 0.00280955+2.80741e-05j -0.00280266-0.00517141j -0.00468478+0.00317779j 0.0020902+0.00992563j -0.00575778-0.00270717j 0.00655778+0.00364331j 0.0100176-0.00107916j 0.0177516-0.00134757j -0.000120023+0.000309705j 0.000145226-0.00192473j 0.00892619-0.00488153j -0.0043072-0.0197127j 0.00670933-0.000989539j 0.00643221-0.00110981j -0.00369087-0.00607822j 0.00128859+0.00163946j -0.000672674-0.00223648j -3.98488e-05-0.00381908j -0.00387767+0.00578574j 0.00323997+0.00224045j 0.00269002-0.00123988j 0.00345092-0.00536735j -0.00328974+0.00813987j 0.00670901-0.0197887j 0.00335973-0.0137725j -0.00158673-0.00955376j 0.0045093+0.00526792j 0.00267005-0.0129468j 0.00127163+0.0113865j -0.00359709+0.00740816j -0.0030504+0.015888j -0.00150529+0.0104501j -0.00356412-0.02406j 0.00228577-0.020017j -0.00188141-0.0348365j -0.00480955+0.0059524j -0.00116971+0.00706596j 0.00513908-0.00842239j 0.00284645-0.00945437j -0.000882334-0.0194655j -0.00359785+0.00888861j -0.00416453-0.0157379j -0.00298232-0.00428742j -0.00387122-0.00388986j -0.00465633-0.0081815j -0.00814062-0.0207239j 0.000974136+0.00285699j 0.0046522+0.00165682j 0.00573701+0.01155j 0.0100939+0.00956784j 0.0134813+0.00985788j -0.000310567+0.00744795j -0.00319871-0.00526402j -0.00201567+0.000224593j -0.00197346+0.000749374j 8.71285e-05-0.00170329j -0.00218613+0.00224376j 
