-0.0116946-0.00760558j 0.00116308+0.0148672j 0.00185329+0.0172079j 0.010921+0.0053731j 0.00508276-0.00114081j -0.00403598-0.00739438j 0.00136089-0.00739993j 0.00689696-0.00303272j 0.000259357-0.00625452j -0.0001755+0.00128236j -0.000125348+0.00401142j -0.00378356+0.00077589j 0.00189241+0.00261674j 0.00233163+0.000889088j -0.00365758-0.012435j -0.000501042-0.000987043j 0.00376618+0.00458874j 0.00495188+0.00504784j -0.000225894+0.00460869j -0.00717939+0.00414175j -0.00266653-0.00300732j -0.0011625-0.00495572j 0.000623674-0.00201837j 0.00259728+0.0111913j 0.00610588+0.00169065j -0.00399744+0.00034026j 7.3331e-05+0.00651973j -0.00973392-0.00853149j -0.0079581-0.0172336j -0.00125682+0.00116593j 0.00213802+0.00483671j 0.00282242-0.00185131j -0.00348046+0.00129387j -0.0015708-0.0083981j 0.000791423-0.00474513j 0.00218956-0.00385502j -0.000614211+0.00410873j -0.00253937-0.00200446j 0.00844066+0.00133737j 0.00208311+0.0121875j -0.0044127-0.00270024j 0.00647014-0.0100131j -0.00143186-0.00433288j 0.00477497+0.00308041j 0.0038783+6.23247e-06j -0.00245067-0.00171787j 0.0014345+0.00336622j -0.00534346+0.000921082j 0.00157211-0.00402428j -0.00415941-0.00323735j -0.00113432+0.00606042j 0.00216418-0.00721082j 0.00273441-0.00622288j 0.00117277-0.00205787j -0.00202974-0.003556j -0.0011894-0.0035695j -0.0102879+0.00180624j 0.00644258-0.00669675j 0.00105985-0.00562326j 0.000182502-0.00263149j -0.00299122+0.00335302j -0.00190637+0.00253219j -0.00754857+0.00580466j -0.00268708+0.00581283j 0.00180802-0.0087689j -0.0106789-0.00330531j 0.00280196+0.00370959j 0.00602343+0.00365397j -0.00679406+0.00520927j -0.00326099+0.00175399j -6.72354e-05+0.00379555j 0.00471953+0.0017752j 0.00490513-0.00445127j 0.00429649-0.0136131j -0.0139259-0.000979382j -0.0173195-0.00169599j 0.00968831-0.0174661j 
0.00377213-0.00227983j -0.00308888-0.000185351j -0.000854796+0.00567933j -0.00061264-0.000587639j 0.00223178+0.0033919j 0.000704169-0.00305993j -0.00345801+0.00949646j 0.00972907-0.000531132j 0.00640171-0.000915264j 0.00144018+0.00736606j 0.00319298-0.0032559j -0.00191483-0.00183559j -5.56698e-05-0.00211876j -0.0115481+0.0065145j 0.00124005-0.00468011j -0.0024129+0.0081391j 0.00967403-0.00250258j -0.00481289+0.0039671j 0.00642639-0.0158007j -0.000544397-0.00106946j 0.00963709-0.00379842j -0.00068989+0.00963016j -0.00935616-0.00108604j 0.0054351-0.00953831j 0.00341498-5.78276e-05j 0.00346741+0.000984308j 0.0100163-0.00334847j -0.00852089+0.000445691j -0.00284944+0.00605254j 0.00913525-0.0018573j 0.0139899+0.00108139j -0.00150444-0.00581968j -0.00772577-0.00511463j -0.00116038+0.00292705j -0.00334538-0.00518838j 0.00100903+0.00272983j 0.000214801-0.00711948j 0.0020436+0.00342028j 0.00268799+0.00123684j -0.000331931+0.00237809j 0.00192371-0.00827546j -0.00112941+0.000636805j -0.00509562+0.00340655j 0.00200472-0.00914497j 0.00268743-0.00237643j 0.00529754+0.00195356j 0.00760556-0.00431118j 0.00288132+0.000451645j -0.0089948+0.0082485j 0.00429019+0.00361319j -0.00148744+0.000878678j -0.00263297-0.00122632j -0.00176977+0.00129651j 0.00168778+0.00241458j -0.00678951+0.00153104j 0.001154+0.00545403j -0.00366237+0.00453389j 0.00928283+0.00553457j -0.00329237-0.00750694j -0.00523295-0.0059767j -0.00187935+0.00310482j 0.00345068+0.000539304j -0.00345125-0.00430001j 0.00220528+0.00211302j 0.000129827+0.00225623j 0.00376192+0.000657271j 0.00460155-0.00899996j 0.000123907-0.00209494j 0.00164992-0.00690505j -1.10792e-05-0.00401576j 0.00684765+0.000974638j 0.00828291-0.000295878j 0.00378862+0.000619905j 0.00380848-0.000738799j 0.000185629-0.00333775j 0.00236879+0.00245198j 0.000176488+0.00232337j 
0.00546378+0.00105159j -0.00260328-0.00217932j 0.00284018-0.00344637j -0.00145751+0.00135071j 0.00339295+0.00144278j -0.00167118+0.00191122j -0.00127974-0.00674598j 0.00897647-0.00201631j 0.00623116-0.000183761j 0.00783424+0.00292851j 0.00323166+0.000194027j -0.00219189-0.00142039j 0.00070464+0.00816699j -0.00750613-0.00469741j 0.00483562+0.0113713j 0.00509682-0.00354661j 0.010072+0.0016276j 0.00326169+0.0043202j 0.00476509+0.0109608j 0.00408545+0.00474395j 0.00774918-0.0016621j 0.000902323-0.00349026j -0.00582585-0.00705358j 0.0011715+0.0117791j -0.00398997+0.00191998j 0.0045905-0.0076551j 0.00168207+0.00805851j -0.00396335+0.00260781j 0.00294204-0.00940043j 0.0041126-0.00154932j 0.0144611+0.00585892j -0.00535418-0.00711905j -0.00675309-0.00490201j 0.00303598+0.000182197j -0.00727013-0.00310622j 0.00346023+0.000209628j -0.00284678+0.00268789j 0.00426832+0.00172916j 0.00309242+0.00646539j 0.00211082+0.00641282j -0.00631053+0.0146196j -0.00139758+0.000827729j 0.00390023-0.00428106j -0.00705125-0.00348051j -0.00180747-0.0071212j 0.00251638+0.000326983j -0.00639115+0.00642043j -0.00123983+0.00927962j 0.00684721-0.00394786j 0.00376916+0.00293751j 4.95345e-05+0.00113793j -0.00726013+0.00439396j 0.00612933-0.00239568j -0.00739177+0.00344745j -0.00478708+0.0023803j 0.00542666+0.00271601j 0.000781554-0.00460211j 0.0029369+0.0142262j -0.00930673-0.00704137j -0.00307835-0.000387432j 0.00547599-0.00711079j -0.00651131-0.00195758j 0.000170952+0.000352314j -0.00179155+0.00439618j -0.000217465-0.00182268j -0.000758869-0.00463506j -0.00540119-0.000261977j 0.00148344-0.00144137j -0.0072149-0.0020393j -0.00749441-0.00151976j -0.00393963+0.00497518j -0.000716817+0.00330985j -0.00202587-0.000660172j -0.0012838-0.00166755j -0.000987794-0.00408403j 0.000916072+0.00394467j -0.000774749+0.00076394j 
-0.00418096+0.00319813j 0.00198573+0.0015605j -0.00354983+0.00633757j 0.00258636-0.000268787j -0.0021118+0.00843504j 0.00288313-0.00198288j -0.000516766+0.00667988j -0.00443246-0.00274459j -0.00200709-0.00147925j -0.00246927+0.00421818j -2.0761e-05+0.00317545j 0.000789946-0.00787339j 0.0013352+0.0099638j 0.00307362+0.00638748j -0.00166019+0.00473303j -0.00167245-0.0020272j -0.00590686-0.0129204j -0.000241046+0.00752718j -0.00155364-0.00541416j -0.00298368-0.00554773j -0.00420714-0.00578481j -0.000129827+0.00751833j 0.00600165+0.00184772j 0.000654872+0.00229023j -0.000352547+0.000445016j -0.00460466+0.00196923j 0.00290074+0.00214854j 0.000492878+0.011563j -0.00402209-0.00515451j 0.000905601-0.0186308j -0.00185233-0.0193472j 0.00339943-0.00646513j 0.0037808+0.000737235j -0.00319385+0.00440739j 0.00798405-0.00350212j -0.00560949+0.000121958j 0.000361435-0.00145235j 3.79038e-05-0.00675465j -0.000836585+0.00601956j -0.00834289+0.00138297j 1.80407e-05-0.00069272j -0.00180302+0.00357907j -0.00816598-0.00140607j 0.00835499-0.00301922j 0.00216363+0.000292004j 0.00219665-0.00556166j -0.00796684+0.0147774j -0.000445706+0.00228735j 0.000161372+0.00091726j 0.00270191-0.0013497j 0.00137905-0.00171106j -0.00440815+0.00724956j 0.000360217-0.00176811j -0.00460656+0.00285173j -0.00516341+0.00533162j -0.000543287-0.00272266j 0.00452673-0.00256448j -0.00564906+0.00141802j 0.00356514+0.00339719j -0.00399028+0.00476602j 0.002067-0.00143421j -0.0029438+0.00538426j -0.00371152+0.00859156j -0.00526368-0.00096184j 0.00234323-0.000692199j 0.00991307-0.00712327j 0.00361956-0.000941538j 0.00584193-0.00513072j 0.00556555-0.00191033j 0.00328549+0.000198882j 0.00314341-0.00193171j 0.00400191-0.00283982j 0.00167501+0.00277027j 0.00298417+0.00164155j 0.0053193+0.00137367j -0.00323187-0.0030606j 0.00121753-0.000424052j 
0.000992042-0.00443271j 0.00520991+0.00140131j -0.0035264-0.00579881j -0.00606064+0.00136627j 0.00493118-0.00570879j -0.00354828+0.0031402j 0.00143024+0.00304068j 0.000422639-0.0114859j -0.00157645-0.00823032j -0.00677618-0.0101437j 0.00047938-0.00501504j -0.0100839+0.00199931j 0.00163521-0.000550757j -0.00553676+0.0100761j -0.00512634-0.00427575j -0.0117026-0.00678458j -0.00593556-0.0096478j -0.00233852+0.00163939j 0.00568127-0.000399377j -0.00488819-0.00745292j 0.00874261-0.00450567j -0.00470543-0.00762754j 0.00257577+0.0120796j 0.00628832-0.00238578j 0.0111064+0.00973434j 0.00507594-0.00126242j 0.00864152-0.00238962j -0.00504288+0.00630287j 0.00562123-0.00324681j 0.0026428-0.00609584j 0.00481999-0.0154263j -0.000747155+0.0061796j -0.00717209+0.00896492j 0.00454375-0.000634006j -0.00213932+0.00584648j 0.00445006-0.00601591j -0.00539352+0.000458586j 0.00228161-0.00479417j 0.00677118+0.00204137j 0.00235198-0.00379414j -0.00235593-0.00109959j 0.00715369+0.010069j 0.000519093+0.00338983j -0.00165908+0.0107952j -0.00414917+0.00141108j 0.00376981-0.00168505j -0.00277796-0.00342053j 0.0033997-0.00356822j 0.00284133+0.0026763j 0.0016979-0.00301619j 0.00304461+0.00167551j 0.00248735+0.00294775j 0.000899388-0.000982709j 0.00289855+7.83755e-05j -0.00499136+0.00181106j 0.00437108-0.0038197j -0.00269042-0.000180013j 0.0094307-0.00878464j -0.00397213+0.00811804j -0.00483385+0.00525141j -0.000539451+0.000308921j 0.000167612+0.000719609j -0.0054323+0.000244116j 0.000715455-0.00417198j 0.00309916+0.00367409j -0.00303909+0.00120944j -0.00857069-0.00162047j -0.00145171+0.000915501j -0.00847139+0.00174455j -0.00167139+0.00743576j 0.00127248-0.00517877j 0.00108328-0.00101948j -0.003507-0.00347933j -0.00326304+0.00264972j -0.00405215+0.00452389j 0.00305385+0.000408412j -0.00178556-0.00155908j 
0.00301324-0.00617689j -0.0099024+0.00225401j 0.0068811-0.00295491j 0.00455299-0.0010273j -0.00128083-0.000588956j 0.00358899+0.00172449j -0.0049348+0.00115838j 0.00209215-0.00700231j 0.00226418-0.00288036j 0.00857684-0.00415059j -0.00455728-0.000929648j 0.00968127+0.000929343j 0.000532494+0.000825676j 0.00514801+0.00592588j 0.00814082-0.00391545j 0.0121967-0.00109866j 0.0074921-0.014078j 0.00474259-0.00433739j -0.00420987-0.0092192j 0.0106535-0.00302213j -0.0101661-0.0140823j 0.0108526+0.00373541j -0.00498308+0.00795516j 6.11945e-06-0.00207083j -0.00608317-0.00523547j -0.00661338-0.00772481j -0.00509131-0.00585097j 0.00504675+0.00605829j -0.00593406+0.00276092j -0.000978516-0.00368473j 0.00533762-0.0121775j -0.00423231-0.000267877j -7.39637e-05+0.00557536j -0.00354902-0.00256226j -0.00196399+0.00578926j -9.44046e-05-0.000770996j 0.000295425+0.00132728j 0.00351385-0.00130737j -0.000696156-0.0030442j 0.00799507+0.00136045j 0.00687952-0.000238486j -0.0102292-0.00478721j -0.00159238-0.00604122j -0.00326367+0.00423182j -0.0017292-0.00128276j 0.000404507-0.000629718j -0.00187009+0.0010017j 0.00265875+0.00257454j 0.000171777-0.00476685j 0.000820602-0.00752017j 0.00222045-0.000593219j -0.0017785+0.00585001j 0.00108844-0.00017257j 0.000310009+0.00546244j 0.00427858+0.00529824j 0.000782127-0.00623201j -0.000717915+0.00149958j 0.00727185-0.00331189j -0.00896317+0.0127083j -0.00261202-0.00137768j -0.00427653-0.00400867j -0.00322678+0.00119732j -0.00259531-0.00368799j 0.00387438-0.00129967j -0.00527868+0.000531162j -0.00162875+0.0063437j 0.000388752-0.000139919j 0.00133671-0.00227262j -0.00156929+0.00327666j -0.00659492-0.00214152j 0.00461524+0.00508789j 0.00266928-3.95959e-05j 0.0019335+0.00427163j -0.00269731-0.00246181j -0.0071611-0.00469822j 0.00501686+0.00166666j 0.00191068+0.00466101j 
0.00735911-0.00345893j 0.00369426-0.00165544j -0.00933174+0.00123913j 0.00596276-0.00289878j -0.00241121+0.00122857j -0.00811258+0.00281235j 0.000610032+0.00148472j -0.00284183-1.21458e-05j -3.23969e-05+0.00244552j 0.0156949-0.0113929j -0.00878991+0.00564906j 0.000176165-0.00595991j 0.00282035-1.52298e-05j -0.00411212-0.00261967j 0.00307143+0.000509832j 0.00139813+0.00256803j 0.014796+0.00128448j 0.00731187+0.000488345j 0.00866247+0.000876585j 0.0072206+0.00160321j 0.00403273-0.00138588j 0.00570305+3.80099e-05j -0.00684004+0.000254849j 0.00396914+0.0014051j -0.00108289+0.00379381j 0.0143438+0.002547j -0.00920157-0.00692217j -0.00130539+0.0042579j -0.00993007-0.0029027j -0.0139546-0.00770523j 0.00588113+0.00494757j -0.000676388+0.0029044j 0.00106792+0.00284268j -0.0103113-0.00595004j 0.00204452-0.00117717j 0.000439584+0.00625007j 0.0057622+0.00574477j 0.0019567+0.00172768j 0.0013003-0.00352959j -0.00508602-0.00537983j 0.00282585+0.00218313j -0.00290518+0.00390997j -0.00213668+0.0027448j -9.28449e-05+2.30448e-05j 0.00361535+0.00553492j -0.00415607-0.00126608j 0.0016441-0.000232171j -0.006994-0.00407725j 0.000937803+0.00638031j -0.00728228+0.00373024j -0.00146781+0.00153497j 0.00116785-0.00205233j 0.00250983+0.00160599j -0.00802101-0.000424294j 0.00597475+0.00667809j 0.0026368+0.000924954j 0.00157099+0.00290675j 0.00682273+0.00118384j -0.000857138-0.00318172j -0.00238839-0.000207092j 0.000782739-0.00051785j 0.000759523-0.000269199j -0.00259042-0.00160416j -0.00622771-0.0025302j 0.00615348+0.00422049j -0.00929581-0.00618937j 0.0019988-5.82735e-05j 0.00234884+0.00140287j 0.00256877+0.00298029j 0.00310049+0.00529466j -0.00281854-0.00486676j 0.00443024+0.00399789j 0.000651913-0.000736629j 0.00376909+0.00407553j -0.00138468+4.9349e-05j 0.00256396+0.00231934j -0.0028557-0.000692177j 
-0.000374583+0.00367515j 0.00222937-0.00810351j -0.00227254+0.0100968j -0.000422406+0.00442953j -0.00338702-0.00330563j 0.00056678+0.00751362j 0.00290525-0.004809j -0.00306433+0.00205112j -0.0048221+0.00231848j -0.00537096+0.00805649j -0.000373417-0.00393834j -0.00202185+0.0135288j 0.000576293-0.00224285j 0.00245787+0.0102938j -0.00218553+0.00841435j -0.00401096+0.0171078j -0.00160106+0.00145605j 0.00242575+0.00356098j 0.003542-0.0113582j -0.00351985+0.00902068j 0.00479113-0.0144902j -0.00340152+0.0106845j 0.0025236-0.00145091j -0.00214577-0.00676132j 0.00948707-0.0141369j 0.00497153-0.00555011j 0.00295269-0.00730015j -0.00122914+0.00805536j -0.00225857-0.00205618j -0.00169454-0.000394293j -0.00144634-0.00295265j 0.00412814+0.00143539j 0.000879983+0.00467933j 0.00113691-0.00198486j 0.00128106+0.00102035j -0.00198978-0.00142047j -0.00146618-6.91938e-05j -0.00276071-0.00126961j 0.00258644-0.00401129j -0.00458383+0.00253302j -0.000640856+0.00655392j 0.0111385-0.00884266j 0.00645912-0.00266122j 0.00141684-9.99264e-05j 0.00331526+0.00313711j 0.0013743-0.00275859j -0.00171666+0.00295437j -0.00223829-0.00040415j 0.00628989-0.00156691j 0.00607146+0.000321961j 0.00154899+0.00189126j -0.00244343-0.00319308j -0.00142076+0.00133924j -0.00109477+0.00294572j -0.00192397+0.00767398j 0.00318014-0.0041183j 0.0025143+0.00159308j -0.00420359-0.00269087j -0.0048475-0.00185231j 0.00484311+0.000624979j 0.00280428-0.00321596j -0.000780909-0.00124246j 0.00379165+0.00124074j -0.00153682+0.0053808j 0.00353477-0.00665549j -0.00499999+0.00613108j -0.000246211+0.00348689j 0.000606736+0.000508273j -0.00099087+0.00377829j 0.00725612-0.0020486j -0.00854006+0.00360267j 0.00125473+0.000777617j -0.00355776+0.000769792j 0.00407853+0.000627109j 0.0072041-0.00111908j -0.00414853+0.00221111j -0.00264171-0.000973401j 
0.00118436+0.00284913j 0.00011229+0.00411337j -0.000298788-0.00752469j 0.00218189+0.00578547j -0.00166539-0.00484174j -0.00106167-0.00725433j -0.000304106+0.00126597j -7.56625e-05-0.00462721j -0.00124416-0.00098327j 0.00907194+0.0160191j -0.00504237-0.00811963j 0.00541656+0.00301804j -0.000578713+0.00208537j 0.00310641-0.00158105j -0.000254262+0.00273716j -0.00241129+0.00620243j 0.000120792+0.012822j 0.000502678+0.00692049j -0.000934621+0.00313345j -0.00281185+0.0107732j -0.000188409-0.00316213j 0.00132601+0.00889376j 0.00108586-0.00696669j -0.00226329-0.00106995j -0.00188427-0.00479598j -0.00422437+0.0103428j 0.00510042-0.0146806j -0.00117305+0.000265542j 0.000570631-0.00902673j 0.00690099-0.0145818j -0.00428418+0.00366678j -0.00274564-0.000835499j -0.00231622+0.00294865j 0.00547022-0.0114737j 0.000157889+0.00386084j -0.00737448+0.00064894j -0.0039149+0.00615149j -0.000524394+0.0012034j 0.0035158-0.00234916j 0.0061603-0.00443223j -0.00232617+0.00329045j -0.00331417-0.00490396j 7.9184e-05+1.14774e-05j -0.000740947-0.00424898j -0.00575527+0.00519571j 0.00171045-0.00521681j -0.000715911+0.00102077j 0.00433266-0.00683724j -0.00567135+0.00351375j -0.00304803-0.00514475j -0.000831233+0.000559895j 0.00211606-0.00148997j -0.00149738+0.00202912j -0.000334596-0.00856071j -0.00614987+0.00837469j -0.000756916+0.00321812j -0.00401844+0.00554781j 0.000842815+0.00454231j 0.00210316-0.00401093j -0.000341815-0.00158784j 0.000910173+0.000902991j 6.74756e-05-0.000728781j -0.00011689-0.000305089j 0.00177869-0.00395512j -0.00333634+0.0037588j 0.00733311-0.00966762j -0.00268438+0.00467461j -0.00191188+0.00391697j -0.00345684+0.00394033j -0.00437258+0.00281889j 0.00386402-0.00283182j -0.00364526+0.0024976j -0.000133575-0.000326904j -0.00324503+0.00223554j -0.00141599+0.00136223j 0.000522191-0.000562734j 0.00215469-0.00198473j 
-0.000163134+0.00495334j -0.00322629-0.000220811j -0.00192457-0.00507133j 0.00182201-0.00447811j 0.00106632+0.000484896j 0.0005909+0.00347492j 0.000330987+0.00292892j 0.00181028-0.000447624j -0.0005982+0.00384548j 0.000666642+0.00386645j -0.00101949+0.00329635j 0.0019335+0.00255286j -0.000885779-0.00247071j -0.000405941+0.000310443j 0.00216876+0.000310969j 0.00248509-0.00328386j 0.000587825+0.00158442j -0.00109324+0.000219893j -0.00100603+0.00362928j -0.00226607+0.00377877j -0.00175841+0.00299779j -0.0014158-0.000533869j -0.000119983-0.00196832j 0.00136349+0.00363138j -0.00270396-0.00061107j 0.00247844+0.00180447j 0.000163142+0.00161826j 0.00124446+0.000506295j -8.20802e-05-0.000873228j 0.000783639+0.00108442j 0.000680086+0.000248858j 4.0759e-05-0.00215682j 0.000743737+0.00164823j 0.00218276+0.000112796j -0.00320796-0.00124563j -0.000990301-0.00207906j -0.00170919-0.00132858j 0.00148275+0.000536227j 0.00201623+0.00348145j 0.0012908+6.67484e-05j -0.00471474-0.00308103j 0.00492733+0.00204986j 0.00228586-0.00104296j 0.0059665-0.00133925j -0.00615889+0.0052612j -0.000696669-0.00304589j 0.000410392+0.00602821j 0.000547272-0.00327771j -0.00235114-0.00121645j -0.00256056-0.00248769j 0.00319575-0.00114708j -0.000716216-0.00250708j -0.000416722+0.00341925j -0.00641131+0.00529249j 0.00238245+0.00669204j -0.000100732-0.00237574j -0.00181218+0.00593302j -0.00440363-0.00912056j -0.00305325+0.0119681j 0.00959014-0.00155906j 0.0032423+0.000342398j -0.00239986+0.00424074j -0.00392912+0.00286073j 0.00669111-4.56484e-05j 0.00259979-0.00375868j -0.000319889+0.0161392j -0.0098091-0.00713582j -0.00645218-0.00509718j -0.00634482-0.00564618j 0.00386684+0.00573701j -0.0012914-0.00585308j 0.00351307+0.00450516j 0.00505065+0.00274136j -0.00225839+0.00564353j -0.00419925+0.000854308j -0.00532751+0.00413609j 0.000765785+0.00608134j 
0.0043056+0.00049473j 5.63258e-05+0.00682832j -0.00157186+0.00595616j -0.0020418-0.00468686j 0.00137367-0.00294676j 0.00192295+0.000360366j 0.000880167-0.00203705j 0.00080232-0.00472586j 0.00171006+0.00264938j 0.00349488+1.03948e-05j 0.00363474+0.00272279j 0.00157857-0.00199059j -2.6969e-05+0.00275742j 0.00274733-0.00031099j -0.000970634-0.00570907j -0.000687937-0.00284114j -0.00359547-0.0021235j -0.00278338-0.000404899j 0.000116829-0.00135236j 0.00373254-0.00390567j 0.000562135-0.00104945j -0.000448516-0.000111295j -0.00120253+0.00240682j 0.00278593+0.00362982j -0.000707115+0.00496663j 0.00330162+0.000421372j 0.0005191+0.00145691j -0.000672795-0.00201821j 0.00171756+0.00451302j -0.000160573-0.000379252j 0.00102772-0.00419836j -0.00173263-0.000505707j -0.000204346-0.000495853j -0.00208206-0.00162277j 0.00260747+0.00483487j 0.00265055+0.00538461j -0.00200367-0.00447241j -0.00103997-0.0017821j -0.00106943-0.00140731j -0.00221938+0.00126325j -0.000941899-0.000373399j -0.00203674-0.00103078j -0.00568341-0.00199118j -0.000723687-0.00378558j -0.000759215+0.00250831j -0.00544438-0.00421076j -0.000966721+0.00170931j -0.00269692-0.00322087j -0.000337841+0.00370676j -0.00224206-0.00247474j 0.00266772+0.0056815j 0.000517593+0.00057635j 0.00420884+0.00365864j -0.00280949+0.000669222j 0.000954594+0.00931047j -0.00340512-0.00140751j -0.00114759+0.00740413j -0.00487948+0.0026453j 0.00213272-0.00827508j 0.0023989-0.00203676j 0.0038745-0.0145016j -0.000549599-0.00244117j 0.00627406-0.00544806j 0.00189569+0.00319708j -0.00603098-0.00829423j 0.012575+0.00345417j -0.00474018+0.0091912j -0.000716563+0.00515659j 0.0028715+0.00534327j 0.00322737-0.00655001j -0.00293617+0.00406923j 0.00300832-0.00723745j -0.00044288-0.0082563j 0.00309437+0.00235189j -0.0011884+0.00615093j 0.00172032+0.00721478j 0.00672896-0.00591951j 
-0.00108848-0.00534914j 0.00715623-0.000997045j 0.00536634+0.00124421j -0.00223023+0.00353235j -0.00360007-0.00173789j -0.00233432-0.00199011j -0.0038141-0.00163516j -0.00317246+0.00219683j 0.000378578-0.000474998j -0.000344832-0.0032007j -0.00027894-0.00352516j -0.00373469-0.00219977j 0.00429236+0.00246339j -0.00375036-0.00185292j -0.00264166+0.00101528j 8.25093e-05+0.000660534j 0.000450663+0.00363972j -3.14562e-06+0.0024003j -0.000684904+0.000446872j -0.00192235-0.000293019j -0.0010175-0.000110884j -0.000821547+0.00291297j 0.00139666+0.000590528j 0.000155957-0.005163j 0.00342431+0.000651469j 0.00071411-0.00854689j -0.000898578-0.00128395j -0.00188039-0.00200339j 0.00309316-0.00210175j -0.00112235-0.00112355j -0.00134004-0.00339818j -0.000255619+0.00351605j 0.00162498+0.00179449j 0.00020419+0.000721278j 0.000881089+0.00013765j 0.00241696-0.000456474j -0.0049972+0.000488627j 0.000473537-8.31915e-05j -0.00182013+0.000665578j -0.000620487+0.00353058j -0.0014517+9.7332e-05j 0.000851162-0.000519811j -0.00257987-0.00100361j 0.000499943-0.00281163j -0.0023759+0.00921267j -0.000969447+0.00549622j 0.000773862+0.0080447j 0.000797544+0.0012194j 0.000108815-9.62979e-05j -0.00256301+0.00141441j 0.00376423-0.00475781j 0.00232754-0.00154816j 0.00460166-0.00106953j -0.0054975+0.0100923j 0.019457+0.00276963j -0.00381759+0.000754937j 0.0141672+0.00741984j -0.0011884+0.00381934j -0.00954416+0.00671815j 0.00311747-0.0105988j -0.00957601-0.00630538j -0.00300006+0.00479929j -0.00646091-0.0037491j 0.00425649-0.00560826j -0.00791188+0.00335989j 0.00117063-0.0149475j 0.00962699+0.00676302j 0.00316872+0.000682508j -0.0035801-0.0129531j 0.000524705+0.000522513j 0.000508979+0.000524221j -0.0020707+0.00350114j -0.00783296+0.0113219j 0.0060873-0.00594248j 0.001896-0.00431815j 0.00859392-0.0101982j -0.00337615-0.00306988j 
0.00710196-0.000257734j 0.00140417+0.00070951j -0.000707002+0.00105816j -0.00528379-0.00110154j -0.000749203-0.00117604j 0.00365994-0.000131502j -4.04238e-05-0.00170263j -0.0029324-0.00365766j 0.00309411+0.00270055j 0.00325433+0.00221213j 0.00256942+0.00229618j 0.00374474+0.000393165j -0.00188092+0.000577454j -0.00185953-0.002928j 0.000161684-0.000136479j -0.00090585+0.00475017j 0.00429915+0.00275794j 0.00145415-0.000887011j 0.00259362-0.00177666j 0.00186038+0.004096j 0.000695229-0.0022686j 0.00210567-0.000253346j -0.00157354-0.00181531j 0.00364166+0.00153422j 0.00120342+0.000130253j -0.000162217-0.00578705j 0.00246852+0.000640118j -0.00023742-0.00151977j 0.00118346+0.0016594j 0.00119298+0.00229524j -0.00119414-3.49634e-05j -0.00183683-0.000417213j -0.00106236+0.000954956j -0.00108775+0.00104857j 0.00162356+0.0018554j 0.000240767-0.00150195j -0.00118177-0.000873672j -0.000354832-0.00204772j 0.00134531+0.00141419j 0.000691945-0.00422115j -6.56461e-05+0.000554911j 0.000431677-0.00153337j -0.000525901-0.00482401j 0.000121819-0.00246829j 0.00339015+0.00238207j 0.00355132-0.00111675j 0.0028911-0.00117413j 0.000957195+0.000712108j -0.000124147-0.00352345j 0.000404858-0.00107028j 4.16332e-05-0.0112906j 0.00101034+0.00290864j -0.00210691+0.0004722j 0.0119081-0.00115224j 0.0011089-0.0107316j -0.00403481-0.00172321j 0.00862004-0.00113254j -0.014055-0.0043705j 0.018228+0.0175159j -0.00355576-0.00727651j -0.00661006+0.0060694j 0.00672694+0.00413232j -0.00107516+0.0101077j -0.00133867-0.0146753j -0.002797-0.00263308j 0.0148558+0.00289368j 0.000350354+0.0215512j -0.00166735+0.0159026j 0.00154474+0.00307373j 0.00111531-0.00641573j -0.00309325+0.00606574j 0.00662827-0.00841349j 0.000679083+0.00056781j 0.00466081-0.00566655j -0.00419144+0.00289698j 0.0037713-0.00145848j 0.00907378-0.00687341j 
