-0.131323-4.38885e-16j -0.0801928-0.00707183j 0.00527348+0.00426445j 0.00288341-0.00272133j -0.15746+0.00234935j -0.227144-0.00134195j 0.113351+0.00584386j 0.0797473-0.00405616j -0.0310991+0.0020151j -0.396392-0.00379413j -0.0159085+0.000509999j 0.0997554-0.0110105j -0.0848565-0.0106562j 0.0342704+0.00695016j 0.0272121+0.0183509j -0.0166329-0.000445137j 0.0167713+0.0304196j 0.0564868-0.0259497j -0.0199937+0.0119747j 0.019205+0.0134026j -0.0444421+0.0126485j 0.0282555-0.00493676j 0.0438297-0.021281j -0.00707869+0.0275423j 0.0431514-0.018494j 0.0294489-0.00608549j -0.0175095+0.00199282j -0.0764162+0.0178339j 0.0357379+0.0240485j 0.0457793+0.00693535j -0.00524704-0.00182148j 0.00607681+0.0255013j -0.00678408+0.0114611j -0.023464+0.0307563j -0.00195365-0.0348025j -0.00343261-0.0129875j -0.0317042+0.0102907j 0.0470199+0.0151798j -0.0110832-0.00723585j 0.0161884-0.00350093j -0.0174815-0.021166j -0.00030833+0.0417108j -0.00121902+0.0531873j 0.0238588-0.00574695j -0.0360759-0.0321312j -0.0190298+0.0114074j -0.0111659+0.0729514j 0.00112247-0.0377989j 0.0815921+0.00466767j -0.00494966+0.00823363j -0.00690235-0.00241955j -0.0107274-6.16389e-05j 0.00554836-0.00610701j -0.00142031+0.00376677j 0.0176471+0.00771918j 0.003065-0.015587j 0.0145527-0.00247056j -0.000766916+0.0118851j 0.0105681+0.000465372j 0.00121385+0.0383067j -0.00979036-0.0323137j 0.00709576-0.00717593j 0.0147227-0.0168314j 0.00952917-0.00510418j 0.0298929-0.00725987j -0.0125022+0.00372794j -0.00972883-0.0307161j 0.000181446-7.26381e-05j -0.0205466+0.00421706j 0.0241043-0.00451305j 0.0423651-0.00111145j 0.00570293+0.0597031j 0.00453137-0.0127371j -0.00177369+0.0045304j -0.0506333+0.0383672j 0.0207164+0.0202594j -0.0272318-0.0120305j 0.00724433-0.0254809j -0.00531877-0.00654524j -0.00586483+0.0171313j -0.00814851+0.00833454j 0.00710707-0.0174155j 0.000761689+0.00320309j 0.00558959-0.0166609j -0.00530831+0.0217564j -0.00815018+0.0155081j -0.00677514+0.00914557j -0.0158488+0.0262499j -0.00395263-0.00142253j 0.0177035+0.0137489j 0.0325559+0.0400312j 0.0457675+0.00983306j -0.0301206+0.00665171j -0.008889+0.00895567j -0.0265071-0.00856314j 
-0.0506333-0.0383672j -0.0121393+0.0771893j 0.00718454+0.00361622j 0.00207957+0.00763057j 0.000866185-0.01462j 0.00844927-0.0150196j -0.00312203+0.0140331j 0.00521874-0.00217368j -0.00390401+0.0046129j 0.00739566-0.00278874j -0.05296-0.110177j -0.0755553+0.0112507j -0.0578602+0.0506623j -0.0269922+0.0224958j -0.00900103-0.0476471j 0.00932416+0.00931146j -0.0181705-0.00111178j 0.0187628+0.0160516j 0.0375264+0.0131185j 0.0144365-0.00128692j 0.00787544-0.0171498j -0.0143993-0.00464625j -0.02719-0.00059894j -0.022896+0.0243924j 0.0095253-0.0124109j -0.00713318+0.000681692j 0.00623182-0.00572763j 0.00190355-0.00553983j -0.0408001+0.0228365j 0.0444748-0.0453154j -0.00691275-0.0178783j 0.0419999+0.00426198j 0.0412548+0.05291j -0.0138361+0.0560089j -0.0437058-0.0130451j -0.0127711+0.0147515j 0.0365228-0.0102717j 0.0359484-0.00136461j 0.0136443-0.0128564j 0.0118818-0.0072125j -0.00188243-0.00139194j -0.0053425-0.0131557j -0.00791796+0.00402472j -0.00684464+0.0435021j 0.0233716+0.0115235j -0.00253424+0.0354171j -0.0209196+0.0363462j 0.0310947-0.0230227j 0.0322654+0.0431613j 0.0290709+0.19894j 0.282422-0.0527314j 0.133855-0.0815491j 0.238044-0.0125161j -0.00299532-0.0274693j -0.0925849-0.277827j -0.00189644+0.0179507j -0.00107964+0.0335267j -0.0276077-0.0286092j 0.00309792-0.0208768j -0.012396+0.0284695j -0.044448+0.00265381j 0.0056681-0.0314526j -0.016178+0.000583699j 0.00523029+0.0303848j 0.0131206+0.00935041j -0.00448369+0.0150406j 0.0210398-0.00360555j -0.017362+0.0088551j 0.00128948+0.0104236j -0.0408765+0.0200791j -0.0133368-0.012539j 0.000454599-0.0202643j -0.00936654+0.00573315j -0.00498848-0.0256483j 0.0288098+5.13478e-16j -0.000366243-0.0381397j 0.0143978+0.0132249j 0.0322475+0.032176j 0.0106058-0.00532285j -0.029431+0.043485j 0.0663655+0.00924109j 0.0114382+0.0282044j -0.00673481+0.000497435j 0.010859-0.0301608j -0.0408171+0.0243127j -0.0687883+0.0241909j -0.00443779-0.00637903j -0.0262803+0.0123344j 0.0259651+0.0177755j 0.0205554+0.0412863j -0.000469845+0.00447746j 0.0207506+0.0576496j 0.026293-0.00660332j -0.01749-0.0383703j 0.0186591-0.0183914j 
0.0207164-0.0202594j 0.0109127+0.0264481j -0.00643708-0.0119038j -0.0105802-0.0102561j -0.00675867-0.00359955j -0.00979243+0.00085221j 0.00105243-0.0182165j -0.00481755+0.0123296j 0.00769204-0.0128798j -0.012071-0.0025785j 0.0111659-0.124712j 3.14836e-06-0.0206513j 0.0341984+0.03562j 0.0442139+0.0118268j 0.0121386-0.0319062j 0.0134229-0.00678631j 0.0526736+0.018641j -0.0240409-0.00172824j -0.000166195+0.0260241j -0.0109504+0.0144729j 0.00429242-0.0112751j 0.0156523-0.0187657j 0.00787485-0.00620821j 0.0203067+0.0240498j -0.0114392-0.00936999j -0.00140972-0.0124239j 0.00325743+0.013199j 0.025292+0.0266884j 0.0358738-0.00649983j -0.00513384-0.0391339j -0.0129788-0.0164422j -0.0651464-0.0206159j 0.0271158-0.0518514j 0.0397343-0.0793091j 0.0410315+0.0483761j -0.0309893-0.000708332j 0.016587-0.00927816j -0.100906-0.00413162j -0.00555548-0.000718127j -0.0284533-0.00660737j 0.0325728+0.000471451j -0.0138994-0.0353924j 0.00170717-0.0210119j 0.0050538+0.0603946j 0.0581261+0.0456098j -0.00298351+0.0273628j -0.0185107-0.000286339j -0.0435221+0.00137552j -0.0183383+0.0526513j 0.0559148+0.232015j 0.295287-0.0408949j -0.212392+0.0298429j -0.0763215+0.015038j -0.00603783-0.00493612j 0.0151098+0.209151j 0.0320268-0.0419656j -0.0495036-0.019143j 0.0198649+0.0230297j -0.0132341+0.00189478j 0.016393-0.0266289j -0.00654925-0.0122614j -0.0192248+0.0188838j -0.014051-0.0171988j -0.0230988+0.0022791j -0.021588-0.0344887j -0.0249023-0.00178379j -0.00611408+0.0062088j 0.0127963-0.00223369j -0.00450048-0.00640337j 0.00329874-0.0321099j 0.0253251+0.00389007j 0.0302006+0.0188729j -0.00300619-0.012534j 0.0475223-0.00792743j -0.000366243+0.0381397j 0.0502875+6.50521e-18j -0.0418397+0.0175617j 0.000577395+0.0484148j 0.0202202-0.0263729j 0.0472688+0.0210899j -0.00232268-0.0102077j 0.0272546-0.0474257j -0.0109217-0.0103132j 0.0512037-0.00131914j -0.0511387-0.0325333j -0.0579179-0.0476861j -0.000905822-0.0105329j -0.060712-0.0186493j 0.0154519+0.0296742j -0.0682048+0.0576552j -0.0446571+0.0952334j -0.00334929-0.00543427j -0.0965043-0.0347524j 0.00139117-0.0253714j 0.0235513-0.0378184j 
-0.0272318+0.0120305j 0.0177843-0.010612j -0.00102131+0.0031545j 0.00445802+0.000749167j -0.000578203+0.00721885j 0.00452062+0.0051324j -0.0059131+0.000702425j 0.00840645+0.000178883j -0.014344+0.00053507j 0.00366837+0.00307336j -0.0977974+0.0196528j -0.0447738+0.0241682j 0.0373544-0.0109083j 0.00193395-0.00769487j -0.0486791-0.00113249j 0.0191973+0.036439j -0.00958009-0.0232209j -0.0119248-0.00921674j 0.0146261+0.000361004j 0.0121083-0.0179944j -0.000673455+0.0090675j -0.0132201+0.0124203j -0.01319+0.000756906j 0.0139363-0.0247421j -0.0157136+0.00219205j -0.000860808+0.00624532j -0.0436137-0.00160157j -0.0429385-0.0181107j 0.0171925+0.00579941j -0.0304602-0.00164946j 0.00800184+0.00261158j 0.00296994+0.0228039j -0.0290785-0.0023962j -0.0297068+0.0175294j -0.0131594-0.0200863j 0.00552305+0.0120173j -0.0258339-0.00917732j 0.0489029+0.0220912j -0.0138379+6.29229e-05j 0.0135223+0.00637155j 0.0058443-0.0123823j -0.0126704+0.0167337j -0.0293734-2.9452e-05j 0.0304611-0.0153776j 0.124334-0.0121832j -0.0348069-0.0138976j 0.0310606+0.0260508j -0.0836446-0.0222897j 0.0843247-0.00657639j 0.154903-0.0780617j -0.0889182-0.182038j 0.0171841+0.0342951j -0.0197826-0.0201705j -0.036778-0.000194965j 0.0185246-0.00134399j -0.0113213-0.00824811j 0.00666453+0.036864j -0.00695333-0.0148391j 0.00400858-0.0124718j 0.00132224-0.0724953j -0.0523502+0.110794j -0.0363096+0.0251182j 0.0028865+0.000207544j 0.0117572-0.0251475j -0.0750571-0.0105814j 0.023761+0.0307026j 0.0351759+0.0357736j -0.00459845+0.00965922j -0.00221709+0.0246644j -0.0238451+0.010973j -0.0408671-0.030911j -0.0379365-0.0526311j -0.0223267+0.023448j -0.0175469-0.0111739j 0.0143978-0.0132249j -0.0418397-0.0175617j 0.103971+4.02456e-16j -0.0320171-0.0315776j -0.0109357+0.0792533j 0.0692333-0.0256681j 0.0175853-0.0494886j -0.0588462-0.00269187j -0.00394464+0.0142775j -0.0613598-0.0570458j -0.00830758+0.0583131j -0.0605611+0.0654401j -0.018058-0.034645j 0.0153565+0.0404007j 0.0659304+0.0289011j 0.0285525+0.110749j -0.0417454+0.143957j 0.129036-0.122991j -0.18759-0.096264j 0.024638+0.0319309j -0.0517322+0.00610958j 
0.00724433+0.0254809j 0.054635-0.0144626j -0.0175164-0.00262802j -0.0026698+0.00492422j -0.00852577+0.0120263j -0.00290216+0.00748326j -0.0134183-0.0068726j 0.00517304+0.00454411j -0.00148518-0.00584908j -0.00632987+0.00519293j -0.11575+0.0102367j 0.0550669+0.0323426j 0.0480044+0.0113293j 0.0186155-0.0161086j -0.0307313-0.00655724j -0.00992751+0.0125333j 0.0392513-0.0201187j 0.00312004+0.00374566j 0.0222073+0.00840406j 0.0139018-0.00748395j -0.0167908-0.00238613j -0.00732276+0.00737508j -0.00227518-0.00031952j 0.0298994-0.025223j 0.00114753+0.00914489j 0.000226003-0.00862325j 0.0292448+0.00400688j 0.0326916+0.00754918j -0.0097717-0.00448645j -0.0575289-0.00945509j 0.0363638+0.00697746j -0.0399592-0.00546461j 0.00317436-0.0597196j -0.00529826-0.0569674j 0.0251756+0.0163658j -0.00196344+0.0431569j 0.0132265-0.0138855j -0.025309+0.0102831j 0.00370129+0.00931025j -0.035952+0.00766806j -0.00414603-0.0154108j -0.0267117+0.00472584j -0.00359642-0.00278279j 0.0737538-0.00210458j -0.0314567-0.0548056j 0.103437+0.0012644j 0.0121764-0.00769392j 0.0529182+0.0332605j 0.0147423-0.00178938j 0.230645-0.0147807j -0.0238209-0.234909j -0.0343826+0.0866696j 0.00258473-0.0286121j -0.0264758+0.0237104j 0.041706+0.0574325j -0.0186637-0.0221672j 0.0149442+0.0395302j -0.00611046+0.00441363j -0.00887843+0.00394562j -0.033035+0.0662754j 0.0342569-0.0476349j 0.034841-0.00777508j -0.00552579+0.0263044j 0.0354886+0.0360761j 0.0353467+0.0233413j -0.00371137+0.0129976j 0.00337952-0.0226214j 0.0157576-0.0228661j -0.00313373-0.00538432j 0.00871914+0.0315456j 0.0167509+0.0124564j 0.0116885+0.00726045j 0.000199338-0.0115774j -0.0291145-0.0180918j 0.0322475-0.032176j 0.000577395-0.0484148j -0.0320171+0.0315776j 0.142848-1.11022e-16j -0.0433932-0.0960965j 0.018878-0.0195857j -0.0240843-0.0212696j 0.0127442-0.0472858j -0.0169351+0.015878j 0.0234926-0.0307176j -0.0331863+0.0222227j 0.00389644+0.0251999j 0.0032246+0.0276342j -0.0458495+0.10054j -0.0111844-0.0833163j 0.0294998-0.0222232j 0.189633-0.052627j -0.0178897+0.10335j 0.101334+0.122913j -0.0351722-0.0329336j -0.00526764-0.00738379j 
-0.00531877+0.00654524j -0.0117118+0.0193596j 0.00434238-0.00375908j 0.000609473-0.00195538j 0.00155563-0.00114721j -0.000659702+0.000933062j 0.00287906-0.00197619j -0.000893671+0.00102307j -0.00235522-0.00302962j -4.48488e-05+0.000969201j 0.0239273-0.0141083j -0.0252287+0.0452705j 0.00721751-0.00270496j -0.00852523-0.000678784j 0.00551827+0.0133087j -0.0104668-0.0206292j -0.000457491+0.0282061j 0.00485329+0.00964694j 0.00407441+0.0134016j 0.00645979+0.00907062j -0.000972281-0.00630721j -0.00137847+0.0122733j -0.00807214-0.00699786j -0.00414134-0.0103741j -0.00985259-0.00462899j -0.00867261-0.000531952j -0.0412081+0.000440234j -0.0244506+0.0061815j 0.0193134-0.00336174j 0.0125236-0.0140442j -0.0370275-0.00212581j 0.00598077-0.0137316j 0.0198542+0.0393361j 0.0115147+0.00596649j -0.00671305+0.00623188j -0.00371364-0.0100464j 0.00724153+0.00814461j -0.0290189-0.00723561j 0.0066518-0.000969609j -0.000418853-0.0119064j 0.00986197-0.00958139j 0.0113506-0.000936625j -0.00358114+0.0196084j -0.0339771+0.012607j 0.01263-0.108616j -0.0512402+0.0680736j -0.00784102-0.0102136j -0.0299948+0.0993067j 0.00781895-0.0341357j -0.0390729+0.0221757j 0.00614682+0.0531319j -0.02262-0.00798411j 0.0127857+0.0184539j -0.00221452+0.0101022j -0.00909377-0.000614825j 0.00252406-0.000993809j 0.00366478-0.000891861j -0.00900515-0.00939735j -0.0106296-0.00596789j -0.0774946-0.0291886j 0.0923813+0.0586706j 0.0249083+0.0408933j -0.0128584-0.00524238j -0.0445692+7.70254e-05j -0.0339042+0.0599653j 0.0147608-0.0160741j 0.0412102-0.0106768j 0.0188005+0.012577j 0.0131253-0.000661169j -0.0218521+0.015925j -0.030374+0.0290289j -0.0381904+0.017284j 0.0254697+0.0114546j 0.00799497-0.00842288j 0.0106058+0.00532285j 0.0202202+0.0263729j -0.0109357-0.0792533j -0.0433932+0.0960965j 0.116996-3.96905e-15j 0.00294725-0.0322309j -0.00633236-0.0176367j 0.00588382+0.0402337j 0.00321343-0.00672528j -0.0201732+0.0351623j 0.0125998+0.00323245j -0.00632847+0.0484829j -0.0356207+0.00259262j 0.0124058-0.0372857j 0.0624876-0.0265519j 0.166919+0.0314266j 0.244116+0.0970111j -0.248131-0.109982j -0.151816+0.301162j 0.0812082-0.0693711j 0.0178935+0.0731293j 
-0.00586483-0.0171313j -0.0190769-0.00236461j 0.00830108+0.0050842j -0.00243062-0.00885215j 0.00293807-0.00711086j 0.00136935-0.00436433j 0.00234181-0.00263501j -0.0047552-0.00321452j 0.00622231+0.00537576j -0.000264864-0.00804013j 0.0203399-0.0112931j -0.0291111-0.020895j -0.0249779-0.0271052j 0.0131541+0.0330188j -0.0243145-0.0297946j 0.012944+0.0158616j -0.0126209-0.00581212j -0.00232596-0.0138064j -0.00280227+0.00631411j 0.0115359-0.00666851j 0.0114949+0.0303604j 0.00230184+0.016863j 0.0135107+0.013525j -0.00867667-0.0296355j 0.000672632-0.0407523j 0.00233461+0.0128562j 0.00308438+0.0336029j 0.00189522+0.0116955j -0.0136114-0.00976229j 0.0190317+0.00600173j -0.00870587-0.0170342j -0.000512861+0.00737065j -0.071195-0.0296047j 0.0409454+0.0521235j -0.0389127-0.0212104j 0.0151702-0.0148419j 0.0287312+0.0289248j -0.0164758-0.0130155j 0.0246656+0.000485149j -0.0343544-0.0310495j 0.0245399+0.00143348j -0.000455451-0.00898604j -0.00275713-0.0236679j -0.00396702+0.0163086j -0.00792022+0.023767j 0.0352938+0.045653j -0.00187015-0.021802j -0.010729+0.0150166j 0.0044074+0.0077424j -0.0227531-0.00764159j 0.0129381+0.0194288j 0.0294422-0.0120141j -0.0239942+0.00916639j 0.00549181-0.000219278j -0.00348575-0.0209335j 0.000867101-0.000532774j -0.0126879-0.00608255j -0.0378479-0.00581456j 0.0103564-0.014453j -0.0143549-0.0361411j -0.0527149+0.0393346j -0.0220059-0.0133331j 0.00746759-0.0100335j -0.0197963-0.0190922j -0.025023-0.0173564j 0.0245694+0.0211065j 0.0432176+0.0123092j -0.0129758-0.021384j -0.0176963+0.0401895j -0.00499845+0.00918592j -8.02902e-06-0.00754134j -0.0546293+0.00844258j -0.0172761-0.0300947j -0.0196979+0.0207869j -0.029431-0.043485j 0.0472688-0.0210899j 0.0692333+0.0256681j 0.018878+0.0195857j 0.00294725+0.0322309j -0.0876856-0j -0.0113308+0.0324547j 0.0348638+0.0396951j 0.00560507-0.00765173j 0.0216144+0.0648648j 0.0689925-0.0630465j 0.155259-0.0428024j 0.131581-0.121629j -0.124129+0.225261j 0.207311-0.091952j -0.16807-0.181049j 0.135907+0.176302j 0.0631539+0.0487359j -0.0207419-0.011804j 0.0407278-0.00419708j 0.0114592+0.043206j 
-0.00814851-0.00833454j -0.00628113-0.00719664j 0.00325817+5.2722e-05j -0.00361617-0.0041328j -0.000489136+0.00298491j -0.000453679+0.00532552j 0.000456714+0.00894805j -0.000456579+0.000276139j 0.00376229+0.0102571j -0.000557751+0.00620383j -0.0040851-0.000305791j -0.0161828-0.0134273j -0.00869394-0.0181198j 0.018294-0.00581067j -0.0206577-0.00390385j 0.0158288+0.029798j -0.00439866+0.0190266j -0.00665348-0.0114323j 0.00348935-0.000415324j -0.0179224-0.00866887j 0.0120532-0.0314654j 0.0118595+0.0046858j 0.00643968-0.0218001j -0.0210932+0.0115971j -0.0182398+0.0526173j 0.0116068-0.000474185j 0.0290062-0.0289289j 0.00637419-0.00826582j -0.00784714-0.00903999j 0.00696802+0.0114891j 0.00455589-0.0132904j -0.000624222+0.00210479j -0.0214867-0.0531142j 0.00820727+0.049153j -0.00234562-0.0240802j 0.0088566-0.00826348j 0.00307415+0.0350813j -0.00303225-0.0144548j 0.0142717+0.00865254j 0.0253441-0.0286531j 0.000338298+0.0188095j 0.0119326-0.0113786j 0.0161737-0.0108119j -0.000162563+0.0100038j -0.00945747-0.00105125j 0.0045734+0.0476638j 0.0167916-0.00443155j -0.0104489+0.00579643j 0.0175222+0.00292222j 0.0154453-0.00954948j -0.00241624-0.0134578j 0.0187224+0.021189j -0.00560173-0.0133213j -0.00269388-0.0049168j 0.0161199-0.0120599j 0.0190992+0.00568617j -3.50974e-05-0.010154j -0.0204492-0.020052j 0.0125365-0.0150883j 0.0171837-0.00887722j -0.0395788+0.00644442j 0.00103526-0.0251388j 0.00140153+0.0116512j 0.0452272+0.0157539j 0.000299159-0.0308485j -0.0375521+0.0257938j -0.000929228+0.0465799j 0.0317262-0.00649356j -0.00989079-0.0240471j 0.00764567-0.0188773j -0.0257687+0.0284106j 0.000144073-0.0357617j 0.0409665+0.028843j 0.0370132-0.00198832j 0.0663655-0.00924109j -0.00232268+0.0102077j 0.0175853+0.0494886j -0.0240843+0.0212696j -0.00633236+0.0176367j -0.0113308-0.0324547j 0.010041+5.93969e-15j -0.00604512+0.0259581j 0.00906353-0.00543524j -0.00464036-0.0715115j 0.0735714+0.0691289j 0.141299+0.000730861j -0.0559681+0.281734j -0.370784-0.129881j -0.0645527-0.031562j 0.137519-0.156467j -0.0898272+0.158j -0.0250275+0.068469j -0.00204302-0.0180902j 0.033624+0.00805913j -0.0101264+0.037114j 
0.00710707+0.0174155j 0.00886209-0.00021559j -0.00341112-0.00121248j 0.000389616+0.00447508j -0.00314013+0.00336117j -0.00368918-0.00136419j -0.00542843-0.00450962j 0.00139611-0.000196992j -0.00500109-0.00618135j -0.00608964-0.00160013j 0.000133225+0.021393j 0.0193419+0.0157418j 0.00471251+0.0134299j 0.00888408-0.00966935j -0.0169617-0.00353799j -0.0229485-0.0270821j -0.0131036-0.0100694j 0.00569655+0.00941262j 0.00660278-0.00185208j 0.000176382+0.0192418j 0.048712+0.00755571j -0.0010025-0.00822125j 0.0191824+0.00630648j -0.040207-0.00069027j -0.0718212-0.0153166j 0.00573604-0.00604054j 0.0369159-0.00897177j 0.0167196-0.000750098j 0.0133559+0.00617181j -0.0183119-0.00642629j 0.00502637+0.0204152j -0.00118524-0.0277598j 0.0717609+0.00678372j -0.0378603-0.0316241j 0.021541-0.00873552j -0.0157863+0.0201314j -0.0174117-0.0113288j 0.0138439+0.0100803j -0.0214823+0.00846069j 0.0164295-0.0156748j 0.00301692+0.0083919j -0.0055907+0.00829998j 0.0100439+0.00733258j -0.0128678-0.0142005j -0.00881322-0.0145745j -0.0278233-0.00618078j 0.0108392+0.00672262j 0.00314382-0.00167489j -0.0141268-0.00669735j -0.00415735-0.00465817j -0.0241038+0.0120004j -0.0133801+0.00575506j 0.00391148-0.0182843j 0.00160072+0.00724832j -0.00561716+0.00631273j -0.0102741-0.0145061j 0.00226638-0.0041237j 0.0253109-0.00665277j -0.0118593+0.0213213j 0.0132176-0.00446054j 0.0206948-0.0495246j 0.0119531+0.00852176j 0.00554556+0.00125524j -0.00575817-0.0349154j 0.0132756+0.0177833j 0.00876488+0.0130715j -0.00319317-0.00120599j 0.00257866-0.0153979j -0.0443488-0.013058j -0.0291151-0.000231281j 0.0465381+0.00142457j -0.00518194-0.0234305j 0.0280896-0.0477263j -0.0429494-0.0487557j 0.0114382-0.0282044j 0.0272546+0.0474257j -0.0588462+0.00269187j 0.0127442+0.0472858j 0.00588382-0.0402337j 0.0348638-0.0396951j -0.00604512-0.0259581j -0.0415541+6.245e-16j -0.00280383+0.00676939j -0.120732+0.0408779j 0.0383311-0.000640439j -0.118702+0.0783225j 0.404877+0.016173j -0.114849+0.0990885j 0.0704646+0.360587j 0.0859382-0.10241j -0.0892575+0.0403229j -0.057355+0.044933j 0.0175989+0.0213395j -0.019322-0.00345992j -0.00518648-0.0220489j 
0.000761689-0.00320309j -0.00141522+0.00167236j 0.00193795+0.00136633j -5.64782e-05-0.00261105j -0.000325881+0.00309713j -0.000185297-0.00520302j 0.000602178-0.000341049j 0.00021927-0.000253957j 0.00040263+0.00127936j 0.000992742+0.00390546j 0.00143926-0.00321534j -0.0014256-0.00310155j -0.000167709-0.00660538j 0.00950117+0.0037023j 0.00405828+0.00376457j 0.00209208+0.00281795j -0.00559455+0.00145743j 0.0026455-0.000156793j 0.00293589+0.00171112j 0.00131394-0.000938809j -0.00180196-0.00216154j -0.00432802-0.00124174j 0.000696336-0.000139702j -0.000635064+0.00241789j 0.00507819+0.00201131j 0.00399997+0.000490334j -0.00471681-0.00127593j 0.000277601+0.00170235j 0.00109794+0.00273637j 0.00366395+0.00155006j -0.00461773-0.0107489j -0.0032852-0.00195159j -0.00412453-0.00583536j 0.0122942+0.00833949j 0.00598209+0.0111482j 0.00942629-0.0105944j 0.00132862-0.000849194j 0.00131467+0.00190991j -0.00058226+0.00129457j 0.00130105+0.000577137j 0.000470683+0.000613997j 0.00119548-0.000733559j 0.00506522-0.00301271j 0.00479266+0.00277096j 0.00521218+0.00237083j -0.00540357-0.00324451j -0.00304648+0.0109999j 0.00553885+0.00576871j 0.00308927+0.00315244j -0.00366373-0.00205823j 0.00555805+0.00136168j 0.00863679+0.00536768j 0.00106793+0.00482482j 0.0178055+0.0136205j 0.00674425-0.00836193j 0.0232366+0.0288998j 0.0250197-0.0106595j 0.00823574+0.0137978j 0.0156448-0.0224166j 0.00027583-0.00504665j -0.00431064-0.00510791j -0.0126731+0.0115988j -0.00183068-0.00572256j -0.00524542+0.00145812j 0.00394619-0.0143881j -0.00246864-0.00746893j 0.0201567+0.0154001j 0.0192631-0.00244448j 0.0221161-0.00325677j -0.00245069+0.0225266j 0.0108698-0.00299423j 0.00960503+0.0178831j 0.00414651+0.00404599j -0.015501-0.024033j -0.00673481-0.000497435j -0.0109217+0.0103132j -0.00394464-0.0142775j -0.0169351-0.015878j 0.00321343+0.00672528j 0.00560507+0.00765173j 0.00906353+0.00543524j -0.00280383-0.00676939j -0.509563+1.30451e-15j 0.00260268-0.201196j 0.0612497-0.349738j 0.0154441+0.170971j 0.00643469+0.0376288j 0.0128277+0.00631633j -0.0117038-0.00930672j 0.00380399-0.00811642j -0.00123205-0.00694846j -0.000183618-0.0129317j -0.00101079-0.0021276j 0.0114901+0.00405125j -0.00124422+0.0134691j 
0.00558959+0.0166609j 0.00800832-0.011449j -0.00840732+0.00437298j 0.000503772+0.00359271j -0.00801326+0.00307209j 0.00183946+0.00219893j 0.00124399-0.00180529j 0.00459194-0.00522256j -0.000667907-0.00271121j -0.00140005-0.00389113j -0.00135784+0.031653j 0.0136817+0.00426233j 0.00566405+0.00965715j -0.00489296+0.00176203j 0.00795922-0.0192032j 0.00821407-0.0175586j 0.0169812-0.0135437j -0.0124254+0.0044286j -0.000566108+0.00606035j -0.0494637+0.0257215j -0.0246632+0.0132596j 0.0224764-0.00217195j -0.0243145+0.0113242j -0.0170282-0.00023652j 0.0140921-0.0226942j 0.0159265-0.0143222j 0.0248566-0.0131414j 0.00944427-0.00632147j 0.00497377+0.00316863j -0.0240475+0.0108044j 0.0177807+0.0211219j -0.0274537-0.031691j 0.0675269-0.0574792j -0.0445319+0.0156636j 0.0140456-0.0319238j 0.0121317+0.0118767j -0.0377394+0.0195933j 0.025938-0.00775775j 0.0025972+0.0257826j 0.011915-0.0133045j 0.0022539+0.00836243j 0.00982964+0.0161117j 0.0191479-0.000707346j -0.0142405-0.00804807j -0.0207055-0.0112775j -0.0278115+0.0284472j 0.0315981+0.00100569j -0.0051937-0.000835428j -0.00863556+0.00803044j -0.00685166-0.000342289j -0.0198504+0.0154703j -0.00257347+0.0134356j -0.00266459-0.0282983j 0.0161253+0.00336843j -0.00638611+0.00169405j 0.00117709-0.000818075j 0.00790555-0.0219016j 0.0146841-0.0399314j 0.0069396+0.0127924j -1.60184e-05-0.0181366j -0.0433132-0.0544113j 0.0307831-0.00154466j -0.0144421-0.000200268j -0.0331057+0.0330052j 0.0309348-0.00666112j -0.0294921-0.0118285j -0.0234503+0.00896795j 0.0103544-0.00179603j -0.0211425-0.00131493j 0.00740191+0.0228989j -0.00982513-0.0345351j 0.0169915-0.0156323j -0.0318716-0.0113975j -0.0507371+0.0354456j 0.010859+0.0301608j 0.0512037+0.00131914j -0.0613598+0.0570458j 0.0234926+0.0307176j -0.0201732-0.0351623j 0.0216144-0.0648648j -0.00464036+0.0715115j -0.120732-0.0408779j 0.00260268+0.201196j 0.0759432-1.77913e-14j -0.237991+0.0203992j 0.168901+0.118224j -0.107459-0.213657j -0.0044819-0.182629j 0.262768-0.0365623j 0.0579117-0.0470522j -0.109733+0.0770076j -0.0497259+0.0806947j 0.0301697-0.00594977j -0.00959861+0.00255511j -0.0107967-0.010078j 
