0.654501+3.98336e-16j 0.546318-0.00122357j -0.164119+0.00200729j 0.141128+0.000240756j -0.0756617-0.00129319j -0.0381197+0.000224217j 0.00329995-0.000314887j 0.02278-0.000667778j 0.0582007+0.000559783j 0.00480888+0.000200041j 0.0480893+0.000136488j 0.0137105+0.0012339j 6.50799e-05+0.000481645j -0.0634063-0.000188534j -0.090061-6.61854e-05j 0.106016-0.000766748j -0.141573+0.000879483j -0.0115821-0.000397503j -0.0515518+0.000489403j 0.0378722-0.000238526j 0.0327267+4.33058e-05j 0.00133836+0.000343489j 0.0538351+0.000100994j 0.043382+0.000127825j 0.0401616-0.000158351j 0.00243319-0.000529337j -0.0132362+6.25366e-05j -0.015344-0.000188702j -0.0370347-0.000111844j 0.00445329+7.97039e-05j -0.0115093+0.000143852j 0.0110485+0.000120937j -0.0265418-7.71099e-05j -0.00463822+2.02819e-05j -0.0036406+0.000231948j 0.0285119-0.000507683j 0.0316126-0.000493702j 0.0288957+0.000573071j -0.0553437-6.72227e-05j -0.0177395+0.000393168j 0.108201+7.63481e-05j 0.0483302-0.000278591j -0.0572307+0.000499079j -0.0130793-1.18324e-05j -0.0598777-0.000160341j 0.00565505+4.46126e-05j -0.0198307-0.000386161j 0.0054559+7.47485e-05j 0.0027994+1.53351e-05j -0.0101434-0.000126025j 0.00299845-3.63929e-05j -0.0221191+9.2058e-05j -0.0259876+0.000316181j 0.0234422-5.04881e-05j 0.00596741-5.46713e-05j 0.0205129-0.000179046j 0.00845919-3.04012e-05j -0.0830143+0.000326205j 0.0141317+0.000517617j -0.0945673+9.47885e-05j 0.057721-0.000700778j 0.0428915-0.000365589j -0.017881-5.23812e-05j 0.00320574-4.79417e-05j 0.00649056-7.74468e-05j 0.0426692-0.000513938j -0.0707396+0.000118463j -0.0100491-0.000745655j -0.0490986+0.000591861j 0.0101965+0.000148267j 
-0.0177395-0.000393168j -0.0238152-0.00014894j -0.141139-0.000626559j 0.0465966+0.000401183j 0.033344-0.00030441j -0.0254511-0.000122303j 0.0475688+0.000727766j -0.00125887-0.000228316j -0.0405061-0.000124341j -0.0367037-0.000345386j -0.0156419-3.48316e-05j 0.0416398+0.000447076j 0.0690331+0.000289783j 0.0285848+0.000325246j -0.0544134-0.000786279j -0.0555939+0.000138261j 0.167677+0.00132587j 0.204987-0.000588429j -0.354872-0.00154365j 0.300078+0.000464693j -0.611584-0.00179472j 0.170768+0.000830792j -0.0173858-0.000374331j 0.00835341-0.000491116j 0.149364+0.000293605j 0.0781732+0.000337987j 0.0442242-0.000869517j 0.0925059+0.000653656j 0.0254713+0.000720156j 0.0478646-0.000746693j 0.037613+0.000377001j -0.0351093+2.34767e-05j -0.00803802-0.000678318j 0.0441192-4.41161e-05j 0.00825524-0.000178792j -0.0106312-0.000696342j 0.0700038-0.000502391j 0.0756853-2.09593e-05j 0.018989+0.000547745j 0.0537491-1.10654e-15j 0.00294816-0.000837415j 0.0936475-5.07939e-06j 0.0656897-0.000332091j 0.0243881-0.00147197j -0.051069+0.000300964j 0.0102+0.00083131j -0.00613085-0.000845555j 0.0759141-0.00106434j 0.0173429-0.000528052j -0.00169137+0.00176167j 0.01525-0.000614418j 0.0281586+8.12986e-05j 0.0111874-0.000544652j -0.0412377+0.000322362j -0.0469597+0.000256381j 0.068005-0.00050182j 0.0261795+0.000291498j -0.00174614-0.000651944j 0.06599+0.00106548j -0.0824223-0.000634964j -0.0602176+0.00129734j -0.0199293+0.000546988j -0.057901-0.000409517j 0.00761177-2.76645e-05j 0.00261146+0.000104065j -0.0525926+0.00124547j -0.102187+9.00996e-05j -0.126584+0.000393518j 0.0415778+0.000362682j 0.0494139-0.00114588j 
0.108201-7.63481e-05j -0.0190407-0.000119557j -0.149291+0.00110432j -0.284353-0.00110946j 0.0234395-0.000480316j -0.026076-0.00018823j 0.0010814+0.000357977j 0.020974+0.000409968j -0.0146703-0.000728949j -0.0424994+4.33399e-05j 0.0138628+1.35384e-05j 0.0126128-0.000272058j -0.0161945+0.000494542j -0.05766-0.000131107j -0.00626491+0.000366589j 0.0720723+0.000260077j 0.0130231+6.44958e-05j 0.1556+0.00237476j 0.370268+0.000323566j -0.536445-0.00211363j -0.372999-0.00018827j -0.140555-0.000814819j 0.00926961+0.00101757j 0.00775948+0.00106495j -0.00998412+0.000515726j 0.0751635-7.53896e-05j -0.0679129+0.000577713j -0.0171215-0.000567282j -0.145045+0.000382786j 0.0613108+0.000434757j 0.0760008-0.000114189j 0.0656771-6.5027e-06j -0.0383732-0.00107375j -0.0168008+0.000301815j -0.0510954-0.000351415j 0.014327-0.000187566j 0.0306743+0.000280874j 0.0534516-0.00021015j -0.0177736-8.23239e-05j 0.00294816+0.000837415j -0.0690716-7.85017e-15j 0.112075-0.000279979j 0.010471-0.000165982j -0.0796015+2.85394e-05j 0.0512785-0.000734994j 0.0617513+0.00024606j 0.0036374+3.49891e-05j -0.0745901+0.000660683j -0.0378055+0.000471708j 0.0188232+0.000491881j -0.0128034+0.000437518j -0.0205223+1.13639e-05j 0.051806-0.0011555j 0.0155264-0.00028451j -0.0190849-0.000120157j -0.0347531+0.00237777j -0.000208766-0.000170236j 0.113918-0.00138532j -0.00653722+0.000316464j -0.0960678-0.000510781j -0.105805+0.00211118j -0.0116892+0.000451597j -0.0187293+0.000483092j 0.00211585+7.83772e-05j 0.00556694-0.000175029j -0.0235174+0.000488962j -0.0205717-0.00055298j -0.121903+0.00150211j 0.0102414+0.00101406j 0.0272461-0.000681398j 
0.0483302+0.000278591j 0.0903641+0.00021265j 0.252261+0.0010526j -0.0780917-0.00167622j 0.0127296-0.000276122j 0.0208716-0.000601351j -0.00975679-0.000289482j -0.0640835-0.000831475j -0.0517315-7.12584e-05j -0.0422146+7.79601e-05j -0.0276015-0.00040593j -0.025315-0.000546475j -0.0180471-6.24459e-05j 0.0382935+0.000467691j 0.070205+0.00127608j -0.0366729-0.000543705j -0.182102-0.00303583j 0.685194+0.00260168j -0.0827935+0.0006914j -0.0364702-0.000626791j 0.0372939+0.000334671j 0.0610408-0.000618778j 0.0511636+0.000818975j -0.0089839+0.000685101j -0.0165269+0.000442894j -0.199506-0.000983269j -0.0168967-0.000274865j -0.0884246-0.000346399j -0.0171722-0.000603558j -0.0402312-0.000331941j 0.0129285+0.000264859j 0.0197658-0.000205766j 0.0129016-0.000106488j 0.0344568+0.000408734j 0.0208059+0.000179213j -0.0318483-0.000209843j -0.0804115-0.000110595j 0.0811148+0.000829784j 0.0401295-0.000306087j 0.0936475+5.07939e-06j 0.112075+0.000279979j -0.0113472+4.61003e-16j 0.026536+0.00169989j 0.0579429-0.00235189j 0.1243+0.000436028j -0.0875169-0.000289453j 0.0577068+0.001182j -0.0393279+5.99556e-05j -0.0460464+0.000615923j 0.0980543-0.000979547j -0.00430251+0.000152974j 0.175307-0.00151176j -0.0243766+0.000379993j -0.0119432+0.00033784j 0.156718-0.00124608j -0.115769-0.000919955j -0.0435592-0.000401773j -0.00584493+0.000849508j -0.0630169-0.000405521j 0.0921706-0.000651627j 0.016439-0.00119946j -0.0457016+0.000788172j 0.0592957-9.96753e-05j -0.00772028+0.000137478j -0.00572028-4.81938e-05j -0.0286453+3.38285e-06j 0.0757474-0.000737541j 0.0176402+9.23999e-06j 0.0482489-0.00132996j -0.00713233-1.27875e-05j 
-0.0572307-0.000499079j -0.02635-8.27504e-05j -0.0887876+0.000243362j 0.0669025+0.000161875j 0.0219114+0.000502786j 0.0335206+0.000263146j -0.000250816+2.61054e-05j 0.0165103+0.000245138j -0.019667-0.000214628j 0.0101735+0.000119394j -0.00757842-3.26978e-05j -0.0274899-0.000147375j 0.00639551-6.43504e-05j -0.00231725-5.8452e-05j 0.0398841+0.000271156j -0.016186-0.000527328j -0.287776-0.00057104j -0.102113-0.000443843j 0.0348299+0.00111325j -0.0197044+0.000669489j 0.0610655+0.000194423j 0.111613+0.000140854j 0.0993931+0.000457283j -0.0732044-0.000516105j 0.0166247-0.00105241j -0.0903427-0.00186275j -0.0458276-0.00100327j -0.0163614-0.000146344j -0.0154425+0.00115078j -0.0229382-0.000120307j -0.0295976-0.000136023j 0.000721444+0.000862262j 0.127788-0.000416261j 0.0820383-0.000387013j 0.0395616-0.000495286j 0.0078294-0.000359759j 0.0132371+0.000461515j -0.0400698+0.0015379j 0.0494341-5.71572e-05j 0.0656897+0.000332091j 0.010471+0.000165982j 0.026536-0.00169989j -0.196142+6.21031e-16j 0.0760737+0.00148779j -0.000204314+0.000613438j -0.0470469+0.000458107j 0.237281-0.000117701j -0.0240238-0.000219997j -0.105598-0.000588129j 0.133235+0.000606737j 0.00610442+2.52037e-06j -0.0425177-0.000667627j -0.117806+4.53085e-05j 0.0778703+0.00090859j -0.145695-0.000257814j 0.148613-0.00108536j 0.0140897-0.000317567j -0.177742-7.15599e-06j 0.0227169+0.000968592j -0.00465202-0.00229692j -0.346217+0.00210803j -0.195864+0.00209559j 0.131427+0.00119577j -0.0279902-0.000369243j 0.0197702+0.000509984j -0.0642891+0.00204246j -0.175952-0.00142031j -0.259287-2.88242e-06j 0.267471-0.000625219j 0.0546531-0.00217801j 
-0.0130793+1.18324e-05j 0.0129732+4.35831e-05j 0.0490845-1.94161e-05j -0.0217483-0.000396064j 0.0339208+0.000270227j 0.010202-3.70225e-05j 0.00833998-0.000436414j 0.024357+9.61429e-05j -0.0220973+0.000174984j 0.0244693+0.000139095j -0.0166102+8.42848e-06j -0.00555691+2.52708e-05j 0.00540162-0.000318349j -0.0149984-2.9557e-05j 0.0385031+8.95041e-05j -0.0251765+0.000153332j -0.00290096-0.00152025j 0.00091773-0.000485681j 0.0142807-8.47362e-05j -0.0159589-8.66349e-05j 0.11488-0.000499466j 0.0517702+0.000525358j -0.0273734-5.13305e-05j -0.015073-0.000500466j -0.0317329-0.000128556j 0.0518321-0.000380199j 0.0290676-0.000354953j 0.0534403-0.000321674j 0.0949932+0.000675076j 0.00352772-3.4281e-05j 0.00793677+0.000862039j 0.0114419+0.000856163j -0.073406-0.00161578j -0.037575-0.000595246j -0.0417286+5.5218e-05j -0.014305-0.000820602j 0.0382558-0.00073085j 0.0674741+8.47212e-05j 0.0233222+0.000998295j 0.0243881+0.00147197j -0.0796015-2.85394e-05j 0.0579429+0.00235189j 0.0760737-0.00148779j 0.023482-5.00468e-16j -0.016579+6.62277e-05j 0.0211012-0.000227013j 0.39558-0.00114331j -0.0156117+5.95785e-06j -0.0489154+3.91544e-05j 0.0767037+3.09455e-05j 0.0021238+2.79314e-06j 0.0421265+0.000376002j -0.0199739-0.000774228j 0.00414914+0.000283585j -0.0399912-0.000436252j -0.0602695-5.69036e-05j 0.00705567+0.000304126j 0.231855+0.000269957j 0.213425+0.000786077j -0.379177+0.00283342j 0.430642-0.00459689j 0.00816582-0.0002497j 0.0659608+0.000242254j -0.0158+6.6718e-05j 0.0209555-0.000481062j -0.190539+0.00058388j -0.201625+0.00144957j 0.0394705-0.00455583j 0.147574-0.0039483j 0.0649986-0.000813609j 
-0.0598777+0.000160341j -0.0151466+0.000100231j 0.0443174-0.000859009j 0.0144473+0.000143237j 0.0388719+7.90438e-06j -0.0270118-0.000133821j 0.0374151-0.000137613j 0.0185809-0.000471142j 0.0077887+0.000257997j 0.056567-4.17934e-05j -0.0116725+0.00029959j 0.062089-0.000100835j 0.0797133-0.000452136j -0.0196868+0.000246786j 0.044945-3.30009e-05j -0.0582411-0.000131925j 0.0684401-0.00053908j 0.000436063+1.90399e-05j 0.0504017-2.84124e-05j 0.0795912-7.2998e-06j 0.0423628+0.000214508j 0.00446274-0.000149194j 0.0983369-0.000369163j 0.0471487+0.000159232j 0.0198165-0.000512888j 0.0239136-0.00027215j -0.00997178+1.3365e-05j 0.00808203+0.000361741j -0.0726886-3.37267e-05j -0.000893445+0.000464884j -0.0104963-0.000694376j 0.0124751+0.000650689j -0.0818802+0.0003661j -0.0318649+3.00818e-06j -0.0325235+0.000358076j 0.0303239+5.0293e-05j 0.0265485-0.00055333j 0.0106105+0.000171037j -0.105648+0.00027372j -0.051069-0.000300964j 0.0512785+0.000734994j 0.1243-0.000436028j -0.000204314-0.000613438j -0.016579-6.62277e-05j 0.0550599+2.43295e-16j -0.0900102-0.000342224j -0.0362104-0.000752261j 0.0769618+0.000960052j -0.0502749-0.000143178j 0.0517265+0.000217502j -0.00478622-9.08117e-05j 0.107867+0.000107275j -0.114508+0.000623142j 0.0784393-0.000361906j -0.109607+0.000669056j -0.104736-0.000149875j 0.103036+0.0017173j -0.0150127+0.000796661j -0.684165+0.00359652j -0.36253+0.00219649j -0.0250423-0.000962587j -0.0625211+0.000265424j -0.0954638+0.00201239j 0.0376884-0.00053488j 0.0312181-0.00310702j 0.0980102-0.00111636j -0.155372+0.0054475j 0.0801319-0.00354971j 0.0282643-0.000271717j -0.0347487+0.000372748j 
0.00565505-4.46126e-05j -0.00418365-4.41125e-05j -0.0782874+6.52903e-05j 0.0495246+0.00011042j -0.058554+2.62226e-05j -0.0280437-0.000151038j -0.00812567+0.000181848j -0.0412502+4.18362e-05j 0.0444606+0.000148397j -0.00277642+9.72865e-05j 0.019937+4.02905e-06j 0.0268317+0.000242503j 0.0160939+0.00015682j 0.0123989-0.000159684j -0.0232801-9.4494e-05j 0.0104219-2.43744e-05j -0.0501391+0.000697227j -0.0123765-0.000494371j -0.089754+0.000171031j -0.0448167+0.000352207j -0.00976175-0.000392238j 0.0324643+0.000247213j 0.00625101+0.000441597j -0.0671083-0.00074036j -0.0943045-0.000464396j -0.0590198-0.00032915j -0.0930807-0.000652268j -0.000888332-0.000198546j 0.0204344-0.000398814j 0.0326043+0.000126817j 0.0304137-4.94894e-05j 0.0865609+0.000228404j -0.0135879+0.00010661j -0.0327202-0.000150477j 0.00160202-0.000409595j -0.0190606-0.000480653j 0.00118363-0.00027978j 0.0756543+0.000382465j -0.0111884+0.000248373j 0.0102-0.00083131j 0.0617513-0.00024606j -0.0875169+0.000289453j -0.0470469-0.000458107j 0.0211012+0.000227013j -0.0900102+0.000342224j 0.00627198+8.94684e-16j 0.0192375+0.00162607j 0.0496993+0.000538642j -0.052931-0.000527875j 0.0584283-2.70581e-05j -0.0124188+1.12374e-05j -0.0711285-0.00256961j -0.173675+0.00226616j 0.148075+0.000169697j 0.103841+0.000162813j 0.399223-0.00182624j 0.189846+0.000471087j 0.494438-0.000976135j -0.265777-0.00144984j 0.222633-0.00171289j 0.113552+0.000450584j 0.0914884+0.000640715j -0.0907035+0.000527024j 0.0393678-0.000680381j -0.0264934-0.000682278j -0.0797416+2.53019e-05j 0.11765+2.04308e-05j -0.130452+0.00171135j 0.0532234-0.000370943j 0.0365432-0.0012816j 
-0.0198307+0.000386161j 0.00310555+0.000237775j 0.123779+0.00157087j 0.0404056-0.000391466j -0.0413184+0.000305643j 0.00838582+0.00051466j -0.00293349+6.56082e-05j 0.00235116+0.000593074j -0.0041192-0.000497593j 0.0141136+0.000140527j -0.00538936-0.000265949j -0.00240694-5.70441e-06j 0.0108762+9.14626e-05j -0.00817287-0.000165513j 0.01931+0.000195j -0.0117057-8.0904e-05j -0.270554-0.00122424j -0.0656487-0.0010015j -0.067548+0.00037943j -0.0391352-3.50662e-06j -0.0456442+0.00031057j -0.0664016+0.00108784j -0.13141+0.000336592j 0.0286233-0.00122645j -0.0454347+0.000259521j 0.125453+0.00084161j 0.0674413-0.000349687j 0.078376+0.000199096j 0.0540372-0.000534067j -0.0140045-0.000201869j -0.0397267+0.000225959j -0.0372084+0.000186486j 0.0302373+0.000237845j -0.00106772+0.000244677j -0.0100196+0.000307171j 0.0501815-0.000468323j 0.0356366-0.00090595j -0.0451243-9.46707e-05j -0.00619554+0.00113931j -0.00613085+0.000845555j 0.0036374-3.49891e-05j 0.0577068-0.001182j 0.237281+0.000117701j 0.39558+0.00114331j -0.0362104+0.000752261j 0.0192375-0.00162607j 0.00840882+8.76035e-16j 0.0118106-0.000311966j -0.0449709-0.000206262j 0.0263482-8.93282e-05j -0.0054336-7.88034e-06j -0.0459043+0.000322745j -0.0556538-0.000412057j 0.086875+8.38258e-05j 0.0420854+0.000146147j -0.210054+0.000562104j 0.0220935-0.000186877j 0.1267-0.001273j -0.0785949-0.000980393j -0.00217278+0.000654215j -0.181953+0.00398669j 0.185022+0.00146115j 0.14568+0.00379698j -0.0204955-0.000951814j 0.014255-0.000117686j -0.10742+0.000197432j -0.11693-0.000543285j -0.0802536+0.00317859j -0.368918+0.00437593j 0.178448+0.00012326j 
0.0054559-7.47485e-05j 0.0062046-7.61684e-05j -0.012264+2.57605e-05j 0.00239852+0.000167419j 0.00435823-0.000136104j 0.00211628+8.86571e-05j 0.0112916+1.4381e-05j -0.0211291+4.65714e-05j -0.00553652-8.19309e-05j -0.00833627+3.68174e-05j 0.00347923-9.12214e-05j -0.000756812+0.000112758j -0.0157794+0.000220127j 0.00550251-0.000100264j -0.00222561-8.7113e-07j 0.002711+0.000137731j -0.00647882+7.36177e-05j 0.00761379+0.000224227j 0.0355408+0.000431092j 0.0177043+0.00099326j 0.00211219-0.000378854j -0.00768834+0.000301431j -0.00388261+0.000307985j 0.024422+0.000248358j -0.00598207+0.000162105j -0.0267372-7.57562e-05j -0.0125478+0.000153934j 0.0486973+0.000293773j 0.0292993+0.000551391j 0.0376544-0.000240916j 0.0544724-0.000288468j -0.0438177-0.000194134j 0.0330216-0.000234128j 0.0568144+0.000272833j 0.0296862-0.000211727j -0.0793547-9.39217e-05j -0.0324445+0.000247895j -0.0421005-0.000326181j -0.0523465-0.000208198j 0.0759141+0.00106434j -0.0745901-0.000660683j -0.0393279-5.99556e-05j -0.0240238+0.000219997j -0.0156117-5.95785e-06j 0.0769618-0.000960052j 0.0496993-0.000538642j 0.0118106+0.000311966j -0.03863-4.2375e-15j 0.0139735+0.000540652j 0.00758198-0.00108029j 0.00802139+3.47702e-05j -0.0206632-6.80394e-05j 0.0320642-0.000739701j -0.0447791+0.000129474j 0.0751809-3.56846e-05j -0.195657+0.00162218j 0.882074-0.00188267j -0.114702+0.000532453j 0.083683-0.0025264j 0.00985868-0.00130101j 0.0148465+0.000115223j -0.0106722-0.000166557j 0.0125561-0.000528333j 0.0730452-0.000257924j -0.0866707+0.000680881j 0.0143684-0.000131228j 0.00998879-0.000596188j -0.0159037+0.000456147j 0.00710205+6.71717e-05j -0.00714418+4.94577e-05j 
0.0027994-1.53351e-05j -0.00728835+2.27626e-05j -0.0628379-8.00889e-05j 0.00688969-3.66343e-06j -0.0364808+9.28474e-06j 0.013504+4.48944e-05j -0.0214856-4.94684e-05j -0.0103559+9.15633e-06j 0.0114727-0.000145439j -0.0212521-9.88469e-05j 0.00238722-6.45844e-05j 0.0164997+8.18e-05j 0.0163033+0.000131898j -0.0270824+2.1626e-05j -0.00426275+3.48015e-05j -0.00130898-2.37689e-05j -0.0339524+0.000777502j -0.00287729+0.000480105j -0.039339-7.70841e-05j -0.0268091-0.000104405j -0.00614048+0.000141304j -0.00648161-0.000119494j 0.0212055+3.12298e-05j -0.0164691+0.000237903j -0.00520479-0.000130895j -0.0398569-0.000453188j 0.00690584+0.000691304j 0.020361+3.47257e-05j -0.00640206+0.000254243j -0.014351-0.000351263j -0.0333268-0.000293503j -0.0356979-0.000562946j 0.00686038-0.0002203j 0.0512792+0.000387673j 0.024144+0.000266572j 0.0382962+0.000387786j -0.00257127+0.0002775j 0.0165191+0.000292704j -0.0104695-0.000383718j 0.0173429+0.000528052j -0.0378055-0.000471708j -0.0460464-0.000615923j -0.105598+0.000588129j -0.0489154-3.91544e-05j -0.0502749+0.000143178j -0.052931+0.000527875j -0.0449709+0.000206262j 0.0139735-0.000540652j -0.0372845-6.14392e-14j -0.118468+3.46053e-05j -0.0160806+2.18158e-05j -0.093342+0.000504954j -0.614391+0.000310952j -0.544721+0.000363932j -0.139758-0.000196011j -0.311941+0.00011094j -0.0506528-5.06011e-06j 0.211177-0.00159476j 0.050913-0.000427698j -0.00924138-0.00103414j -0.0257528+0.00105345j -0.0711804-0.000131602j -0.0150106-0.000249736j 0.0602768-0.00117485j -0.0558857+0.000681193j 0.0247327-0.000410664j 0.0570542-0.000204635j -0.0335095+0.00140085j -0.0132869+0.00101701j -0.0274588+0.000286717j 
-0.0101434+0.000126025j 0.0053871+7.65416e-05j 0.0683275+0.000132107j -0.0175368-0.000223169j 0.0275624-2.75956e-06j -0.0183134-0.000169331j 0.0186084-5.08914e-05j -0.007054-0.000105039j -0.00640439+0.000112826j -0.00550736-0.000118218j 0.00404562+8.26464e-07j 0.00669376-2.57323e-05j 0.00762718-0.000116201j 0.00842778-6.42971e-05j 0.016514+1.56103e-05j -0.0158327+0.000209494j 0.0170047-0.000992284j 0.00011171-0.000442404j 0.0651977+0.000412331j 0.00279335-0.000122351j 0.0160225-0.000902518j -0.000225911+0.000353011j 0.0149245-2.10623e-05j -0.0411308-0.001369j -0.0447339-0.000298114j 0.0358357+3.80828e-05j -0.014928-0.00021189j 0.0318805-0.000311086j -0.0227623-0.000880123j -0.00651115+0.000476485j 0.0560552+0.000667534j 0.00246547-0.000513128j -0.0859778+7.79786e-05j -0.0439086-0.000312923j -0.022331-0.000289143j -0.0347274-0.000692943j -0.0330088-0.000434387j 0.0372652+0.000797259j -0.0546263+0.000264913j -0.00169137-0.00176167j 0.0188232-0.000491881j 0.0980543+0.000979547j 0.133235-0.000606737j 0.0767037-3.09455e-05j 0.0517265-0.000217502j 0.0584283+2.70581e-05j 0.0263482+8.93282e-05j 0.00758198+0.00108029j -0.118468-3.46053e-05j 0.26324+3.90643e-13j -0.0166583-1.20912e-05j -0.354914-0.00068343j 0.0486182+0.00098857j -0.575191+0.000311084j 0.24437+0.000292026j 0.26415-0.000861515j -0.022359+0.000296923j -0.266919+0.00238291j -0.121452+0.000819953j 0.01136+0.00106822j 0.0591839-0.001666j 0.120772+0.000881598j -0.0054174-0.000122053j -0.0109897+0.000788659j 0.003299+0.000278489j -0.0214332+0.00087897j -0.0891265+0.000313817j 3.24225e-05-0.00148784j 0.0155359-0.00101902j 0.051359-0.000963587j 
0.00299845+3.63929e-05j -0.00893288-1.89192e-06j 0.00307283+1.39369e-05j -0.00373047-0.000179635j -0.00356066-2.15913e-05j -0.00377202-0.000119247j -0.00337984-9.88245e-05j 0.00641731+5.31665e-05j 0.00292284+1.31546e-05j 0.00127546+6.57349e-05j 0.00281921+5.59814e-05j -0.00314654-3.01238e-05j 0.00536705-5.04811e-05j -0.00199687-0.00014514j 0.000853905+5.89416e-05j 0.000891879+0.000152622j -0.00382496-0.000141372j 0.00638675+0.000170551j -0.0041029+0.000103623j -0.0159516-0.000542287j 0.00552366+0.000400398j -0.022499-0.000592295j 0.0369263+0.000200606j -0.00599571+9.33451e-05j -0.0162327-0.000498625j 0.01508-0.000107474j 0.0511252+0.000552591j -0.0188243-0.000589942j 0.0104637-0.000674598j 0.0079307+0.000799806j 0.0162034-0.000227637j 0.054706+0.000665808j 0.032028+0.000292789j -0.00922486-0.000274012j -0.0341691-0.000723376j 0.019015+0.000294122j -0.0299725-0.000157095j 0.00927097-0.000252257j -0.0300811-0.000316017j 0.01525+0.000614418j -0.0128034-0.000437518j -0.00430251-0.000152974j 0.00610442-2.52037e-06j 0.0021238-2.79314e-06j -0.00478622+9.08117e-05j -0.0124188-1.12374e-05j -0.0054336+7.88034e-06j 0.00802139-3.47702e-05j -0.0160806-2.18158e-05j -0.0166583+1.20912e-05j 0.968596-2.06139e-14j -0.0103914-3.66402e-05j -0.0100584+4.80286e-05j -0.0178715+1.72879e-05j 0.00883401-1.63257e-05j 0.00817046-9.18151e-05j -0.00100003+4.98592e-05j 0.00457054+9.64789e-06j -0.00729581+8.75571e-05j 0.000134386+7.68108e-05j 0.000716104-1.61938e-06j 0.00255008+1.94045e-05j -0.00178947+4.6954e-05j -0.00543494+2.45185e-05j 0.0059369-6.55049e-05j -0.00261584+5.50602e-06j -0.00018+5.01272e-05j 3.62388e-05-1.04447e-05j -0.00206339+4.46473e-06j 0.00187061-1.35526e-05j 
-0.0221191-9.2058e-05j -0.00492226+3.45674e-05j -0.000121248+0.000346227j 0.0137216-0.000247452j 0.0132725+0.000417974j -0.00170128+4.4664e-05j 0.0159327-0.000171113j -0.00925215+0.000264048j -0.00266673-1.11269e-05j 0.00293976+0.000233292j 0.00611889-5.27399e-05j -0.0184928+2.93391e-05j -0.000575596-0.000225128j 0.0013651-0.000163627j 0.0340144+0.000115694j -0.0320035-0.000140836j -0.118422+0.000349451j -0.054509-0.00073294j 0.0697466+0.000855207j -0.0130144+0.00055304j 0.0645772+0.00116607j 0.0293706-0.000214545j -0.0604513-0.00025989j -0.0168642-0.000178173j -0.0478837+0.000145879j 0.0616182+0.000847922j 0.0279793-9.25664e-05j 0.0510497+0.000520699j 0.0619012+1.15442e-05j -0.00462668-0.000259475j 0.0165432+0.000418567j 0.0202985+0.00023499j 0.0130807-0.000340677j -0.0289652-0.000335135j -0.00214219+0.000337078j -0.00967087-1.41562e-05j 0.0412315-0.000192799j 0.0109081-0.000446162j 0.014429+0.000111389j 0.0281586-8.12986e-05j -0.0205223-1.13639e-05j 0.175307+0.00151176j -0.0425177+0.000667627j 0.0421265-0.000376002j 0.107867-0.000107275j -0.0711285+0.00256961j -0.0459043-0.000322745j -0.0206632+6.80394e-05j -0.093342-0.000504954j -0.354914+0.00068343j -0.0103914+3.66402e-05j 0.553796+3.04334e-14j -0.00765612+0.000658924j -0.231464+0.000488821j 0.150764-0.00054615j 0.349223-0.00296197j 0.070921-0.00010981j 0.00601724-3.344e-05j 0.0809876+0.00131497j -0.149593-0.00131765j -0.0561342+0.000308348j -0.0225475+0.00211328j -0.049103-0.000699036j -0.00562992+0.000556122j 0.00294014+0.000289803j 0.00110657+0.00167349j 0.000916852-0.000146215j -0.0633691+0.00160354j -0.137872+0.00323174j 0.0207179-0.000618792j 
-0.0259876-0.000316181j -0.00415145-5.69197e-05j -0.0623582-0.000221781j 0.0434517+0.000440329j -0.00603931+0.000379972j -0.0323864-0.000205292j 0.00705188+0.000234821j -0.0220499+0.000107089j 0.0333653-4.58493e-05j -0.021008+5.48793e-05j 0.0118355+9.74519e-05j -0.0203918-1.66117e-06j -0.0243599+0.000153934j -0.00897523+8.46063e-05j -0.0118649+2.33979e-05j 0.000408808-0.000392555j -0.0563825+0.000993798j -0.0318247-0.000295139j -0.112393-0.00110462j 0.00179691+0.000332669j 0.0553763+0.00114253j 0.0117888-0.00012238j 0.0104575+1.10743e-06j 0.0180907+0.000668505j 0.0234383-0.000158516j -0.00379009-0.000419447j -0.0335216-0.000249116j -0.0138268-0.000197047j -0.0168895+0.000133416j 0.0417559+0.000595598j 0.0049028-0.000132573j 0.0468211+0.00127215j 0.00705739-0.000118067j -0.00470044-0.000308306j 0.043305+0.000735389j 0.0660267+0.000713303j 0.0538955+0.000444009j -0.0102648+1.89891e-05j -0.0286998-0.000603719j 0.0111874+0.000544652j 0.051806+0.0011555j -0.0243766-0.000379993j -0.117806-4.53085e-05j -0.0199739+0.000774228j -0.114508-0.000623142j -0.173675-0.00226616j -0.0556538+0.000412057j 0.0320642+0.000739701j -0.614391-0.000310952j 0.0486182-0.00098857j -0.0100584-4.80286e-05j -0.00765612-0.000658924j 0.493769+1.21214e-13j -0.199998-0.00024497j -0.120537+0.000450992j -0.191383+0.00214097j -0.00866533-0.000452779j 0.202193-0.000836027j 0.00676373-0.00148573j 0.00366963-0.00037789j -0.00353035+0.00107828j -0.0671398-0.000371161j -0.0783224+8.0425e-05j -0.040298+0.000626709j 0.0621426-0.00170055j 0.0254001-0.000809662j 0.0720798-0.000356498j -0.0741453+0.00178463j -0.0272059+0.00140344j -0.0171812+0.000309419j 
