-0.210257-6.07153e-18j 0.235708-0.0121125j -0.0370402-0.000619809j -0.254697-0.00194834j -0.276619+0.0064297j 0.00646804-0.00250116j -0.0538003+0.00124189j -0.0498936-0.000510761j 0.048541+0.00102371j 0.0133742-0.000537089j -4.93187e-05-0.000640495j -0.018897-0.000498283j -0.0058573-0.00130842j 0.00991449-0.000963056j -0.00591012-0.000391014j 0.01306+0.00107198j -0.00277721+0.00108208j -0.068474-0.00262389j -0.0713058+0.005535j -0.0148855-0.00226715j 0.0625549-0.0032546j -0.00596649-0.00042936j -0.0251223+0.00102412j 0.0136357-0.00073188j -0.000312492-0.00258897j -0.000714147+0.00137956j 0.00235419-0.000185552j -0.0276479-0.00418468j -0.0130777+0.00237862j 0.0141308+0.00179205j -0.0196386-0.00015802j 0.0010438+0.00143728j -0.00590709+0.00159385j 0.00507447-0.000839762j 0.00203794+0.000209789j 0.0207346+0.00125791j 0.00159043+0.000430041j -0.0112146+0.00210451j 0.00242243+0.00107121j -0.00420127+0.00182034j 0.008738-0.000523496j -0.000582939+0.00107398j -0.00142033-0.00251575j -0.00365747-0.000158966j 0.0162079-4.46377e-05j 0.0143166-0.000525091j -0.0167437-0.000215378j -0.0082318+0.0013005j -0.0483886-0.000230635j -0.0151933+0.00238803j -0.00364031+0.000616284j -0.00785494-0.0019645j 0.025891-0.00365193j -0.034008+0.00165002j -0.00781554+0.000172902j -0.0314545+0.00149525j 0.0608062-0.00284527j -0.052553+0.000521825j -0.0432566+0.0038207j -0.0203675+0.000384264j 0.0122621-0.0015458j -0.00555217+0.003341j -0.0099597+0.00147908j -0.00201657+0.00102394j 0.0316055+0.000776265j -0.00703822+0.000568232j -0.00406624-0.000207887j -0.0018442-0.00133516j -0.00841261+0.000289108j 0.000308081-0.000153024j -0.00578168+0.00174265j 0.0017539-0.00078454j -0.00382905+0.00116815j 0.00564115+0.00125511j 0.0120716+0.00121986j 0.00871045-0.00136912j -0.0114947+0.000460312j 0.0249648-0.00369874j -0.0296276+0.00087385j -0.0219628-0.00344829j 0.00681691-0.00427441j 0.000198525+0.000399904j -0.0014442+0.00215512j 0.0110906-0.001759j 0.00326539-0.00184516j -0.00366194+0.000303727j 0.00267211+0.000913852j -0.000670371-0.00322315j -0.00346578-0.00147766j 0.00599447-5.78362e-05j 0.0121307+0.00188301j 0.00167865+6.51536e-05j 
-0.018897+0.000498283j 0.00893853-0.000873268j 0.00529718+0.00211407j 0.0402476-0.00157697j -0.0202788-0.00124488j 0.0569634-0.000480341j 0.0221617+0.00218864j -0.03796-0.00302001j -0.0362446+0.00295811j -0.0827913+0.00341713j -0.0547991-0.00150476j 0.0451465-1.80101e-14j 0.27769+0.00181267j -0.561893+0.00246437j 0.0586262+0.00340529j 0.24399-0.00234164j 0.394433-0.00133521j -0.00933296-0.00178797j -0.117037-0.00418068j -0.2514+0.00155064j -0.0133192-0.00220807j -0.0254959-0.000477385j -0.00271683+0.00139653j 0.0846818+0.000266193j -0.0649014+0.00128149j -0.0329247+0.00185164j 0.0645772-0.0017664j 0.0310876-0.00107294j 0.0284958+0.00385345j 0.0241178-0.000952215j -0.0422113-0.000219928j 0.0524383+0.00104891j 0.0220406+0.00191491j -0.000479098-0.00110758j 0.00128014-0.000789294j 0.0096994-0.00184817j 0.0387925-0.000620031j 0.00691354-0.00311699j 0.0332328+0.000205543j 0.00271008+0.00102485j 0.0172984+0.00228313j 0.0422749-0.00216443j -0.00462898+0.000211807j -0.0143241-0.000735939j 0.0518343-0.00095906j -0.0216301+0.00163554j 0.0193158-0.000987997j -0.0125553+0.00169547j 0.0106886-0.00127725j 0.0372388+0.00248046j -0.0237067-0.00161568j -0.0104184-0.0040501j 0.0440757+0.00078689j -0.00329029-0.00162012j 0.00800511+0.000314365j 0.0037884+0.00164906j 0.0243075-0.00195526j 0.00608708-0.000753972j -0.031257-0.00176363j 0.000639922+6.87131e-05j -0.0203849+2.64131e-05j 0.00107859+0.000477099j -0.000365962-0.00124683j -0.00708682-0.000402382j 0.00749093-0.00445019j 0.0072667+3.04815e-05j -0.0014889+0.00301254j 0.00361729-0.00279956j 0.00476112-0.00357296j -0.00438137-0.00013615j -0.00454696-0.00171287j -0.00102694-8.19665e-07j -0.01636+0.00226542j 0.00317644+0.0052866j 0.00241629+0.00337223j 0.00876409+0.000320818j -0.00357097-0.000623563j 0.000736651+8.31771e-05j 0.000537498-0.00103335j -0.00088466-0.0013162j 0.00899708-0.00136602j -0.00541076-0.00109852j 0.00387882+0.000436595j -0.00223647-6.71903e-05j -0.00238948+2.95419e-06j -0.00337173-0.000138367j 0.00111133+0.00111181j -0.00225313+3.79762e-05j -0.000246033-8.30262e-06j -0.00214158+0.000212695j -0.001689-4.57639e-05j 0.00291375+0.000172325j 
-0.0058573+0.00130842j -0.0113901-0.00105141j 0.0216004+0.00142554j 0.0268505-0.000985963j -6.88593e-05-0.000363538j 0.0349973-6.15124e-05j 0.0903197-0.00108959j -0.128975-0.0027988j 0.109525-0.00161315j -0.117419+0.000687141j 0.138592-0.000317385j 0.27769-0.00181267j -0.56852-1.47222e-12j -0.107408+0.00402431j -0.106439+0.00203372j -0.09487-0.000407775j -0.296917-0.000437698j -0.156206-0.0024522j -0.218683-0.00248154j -0.0507343+0.00305502j -0.11911+0.000918052j 0.0368702-0.000619035j -0.0102845+0.000675954j 0.000659341-0.000758302j 0.0038226+0.000600995j 0.0358763-0.0013343j -0.0170278+0.00163219j -0.00443535-0.00273592j -0.128228+0.00445321j 0.0411801-0.0058664j -0.0642494-0.000716565j 0.072234-0.00363568j -0.0177802-0.00400571j -0.00207236+0.000121378j 0.017836-0.0021855j 0.0113859+0.000457831j -0.00293951-0.00138563j -0.0208072-0.00043808j -0.023359-0.00304283j 0.0111507+0.00178689j 0.00221576-0.00206996j -0.0280942-0.00318244j -0.0375849-0.00433227j -0.000161871+0.000906749j -0.0259997-0.00137277j 0.0310432+9.74441e-05j 0.000100078+0.0034316j -0.0210757-0.00258042j 0.00100792-0.00279435j -0.00749916-0.000732135j -0.00450293-0.0012835j -0.00954757-0.00263471j -0.00541919-0.000665426j 0.0231139-0.0033036j 0.00102304+0.00437139j -0.0130002-0.000284826j 0.00312786-0.00126559j 0.0133616+0.00160965j 0.0039074-0.000534288j -0.0150525+0.00057974j 0.0102898+0.00123961j -0.000165926+0.000225511j 0.00693285+0.00130007j -0.00987174+0.00104019j -0.000258605+0.000320247j 0.0052459+0.000150592j 0.00104952+0.000442149j 0.00312772-0.00142611j -0.00173787-0.000676942j 0.00201463+0.000133038j -0.0017502-0.00302781j 0.00124115-9.06844e-05j 0.00432931+0.00269379j -0.00077798-0.000486516j -0.00307895+0.0031802j 0.00513048-0.00183633j 0.0125854-0.000658389j 0.00383614-0.000468656j 0.00699294+0.000284095j 0.00597775-0.00074049j 8.13191e-05-0.000163701j -0.00661935-0.00103411j -0.000990299-2.53689e-05j -0.00514752+0.000124117j -0.00705876+0.000907053j -0.000555014-5.57486e-07j -0.000426656-0.000339634j 0.00164598-0.000235148j 0.00164053+0.00065252j 0.00160252+0.000656378j -0.00188566-4.08616e-05j 0.00280968+0.000135016j 
0.00991449+0.000963056j -0.0207116+0.000573798j -0.0133713+0.00199155j -0.000183618-0.00292402j -0.000606613+0.000774155j -0.0437987+0.000804473j 0.0962992-0.00300588j -0.160007-0.00107367j 0.0517745-0.00596285j 0.0691326-0.00384835j -0.131214+0.00126306j -0.561893-0.00246437j -0.107408-0.00402431j 0.340049+1.18197e-14j 0.200767-0.0021466j 0.117237+0.0032508j 0.00940508+0.00232699j 0.231749-1.43669e-05j -0.106277+0.00230343j -0.00354958-3.22078e-06j -0.188122+0.00228435j -0.0225426+0.00140201j -0.0883211-0.000603176j 0.0582828-0.000369351j 0.0192537+0.000333208j -0.0247216-0.0014809j -0.0334695+0.001269j -0.0962033-0.000235286j -0.0120708+0.00178315j -0.065246+0.00176822j 0.0275256-7.98636e-05j -0.061158-0.000120267j 0.0374005+0.000531554j 0.0164015+0.000994505j -0.00925503-0.00231174j -0.0039407+8.89757e-05j 0.0120408-0.000695771j 0.00679503-0.00154759j -0.0190161-0.00302759j -0.00643712+0.000640077j -0.0190119+0.0012383j -0.000648328-0.00452427j 0.0302415+0.000765377j 0.0352273+0.000396925j -0.0125431-0.0026421j 0.020689+0.000768971j 0.0311012+0.000482322j 0.00658269-0.00275244j -0.027405-0.00300007j -0.0151813-0.00359962j 0.00600756-0.00107842j -0.00574737-0.000224289j -0.0351894-0.00218169j 0.0192607+0.00121413j 0.016481-0.000242759j 0.0128571+0.00290611j -0.0290565-0.000711204j -0.0347816+0.000409193j -0.00222468-0.000218149j -0.0185632+8.24209e-05j -0.00247986+0.000494161j 0.0060671+0.000668835j 0.00193275+0.00120678j 0.0120018+0.00194783j -0.0145931+0.00491279j -0.00448098+0.00141345j -0.00151586-0.00403679j -0.0017856+0.00578416j 0.0182633+0.00261289j -0.00184077+0.00318141j 0.00296668+0.00105982j 0.00554807+0.000220977j 0.00384033-0.00215789j -0.000779913-0.00775625j -0.000516789+0.00215605j -0.00364216-0.000325426j 0.00249952+0.000603883j 0.00508151-0.00240633j 0.000626877-0.000573131j -0.0018645+0.0015265j -0.00865722+0.000490961j 0.00984615+2.15894e-05j 0.00260954-0.00105243j -0.00552742+0.000601912j 0.00460937+0.00021479j 0.00647065+0.000761386j 0.00204801-0.000809864j 0.00402042+0.000341707j 0.00420957+0.000536923j 0.0021753-0.000194062j -0.000463409-0.000593833j -0.00552369-0.000138566j 
-0.00591012+0.000391014j 0.0232371+0.000309328j 0.0388359-0.000312932j 0.0152523+0.000939104j -0.0118914-0.00149233j 0.0799314-0.00376312j 0.0307197-0.00287022j 0.120474-0.00329363j -0.286098+0.00197189j -0.248431+3.87725e-05j -0.329373-0.000103406j 0.0586262-0.00340529j -0.106439-0.00203372j 0.200767+0.0021466j 0.455215-8.43431e-14j -0.31582+0.000171456j 0.150348+0.00304548j -0.0675292-0.00503536j -0.0372075+0.00419607j -0.120873+0.00192282j 0.0851601-0.00262651j 0.00216839-0.00203096j 0.0969898-0.00304782j 0.0506945-0.00491602j -0.138159-0.00107405j 0.0455101-0.00614303j -0.0161842-0.00775283j -0.0123231+0.000860478j -0.0179786-0.00200762j 0.00638231-2.13626e-05j 0.0856406-0.000867568j -0.0487989+0.00278528j 0.0279162-0.000112466j 0.00794311+0.000420495j -0.000456861+0.00240098j 0.0311528-0.00135309j 0.0137907+0.00167431j -0.00776125-0.00264963j -0.0590442+0.00107762j 0.01476-0.000852004j 0.00411322-0.000376642j -0.00730054+0.0016279j 0.0130819-0.00143068j -0.0284867-0.00119045j -0.00832858-0.0020404j -0.0102597-0.000766301j 0.00151489+0.000324326j -0.0110952-0.00032229j -0.0470567+0.00257236j -0.0490038+0.0010116j -0.00942024-0.000227116j 0.01499-0.00143356j 0.0688438+0.0014246j 0.0225568-0.002567j -0.0121575+0.00373545j 0.00416281+0.00280193j 0.0319189+0.00125533j 0.0163367-0.00121254j -0.0112615+2.36981e-05j 0.00826339+0.000970653j -0.0231708+0.000207273j 0.0165921+0.00148264j -0.000386088+0.000889493j -0.010088+0.000732661j 0.0251646+0.000402733j -0.0126416+0.000180143j -0.00803267-0.000869279j -0.00177892+0.00108641j -0.0131923-0.00133126j -0.00152025-0.000674243j -0.00919157+0.00110624j -0.00568569-0.000938608j -0.0113897-0.000504728j 0.0119238+4.34623e-05j 0.00509283+0.00142913j 0.0191297+0.00345884j -0.010114+9.7711e-05j -0.00504884-0.000938093j 0.0101478-0.00232322j 0.00282712-0.00104246j 0.00813937-0.00293222j 0.000359553-0.0006191j 0.00230649+0.000705299j -0.00141969+1.62881e-05j -0.00674734-0.000913969j -0.00790432-0.000897537j -0.00254961+0.00180552j -0.00932833+0.0010927j -0.0040235-0.000355493j -0.00501345+0.000411062j -0.00355406-0.000326568j 0.00326504+0.000441434j 
0.01306-0.00107198j 0.00841637+7.34321e-05j 0.039124-0.000405819j -0.0161687-0.00168936j 0.00869874+7.68999e-05j -0.0257301+0.00180758j -0.130181+0.00117164j 0.0109969+0.00314446j 0.139189+0.000794887j -0.14309-0.00117921j -0.727909-0.000620355j 0.24399+0.00234164j -0.09487+0.000407775j 0.117237-0.0032508j -0.31582-0.000171456j -0.00219683-3.83732e-14j 0.0636792-0.00109421j 0.0179499+0.00227967j -0.117854-0.000550315j -0.146065-0.00252735j -0.0919607+0.00115941j 0.0332851+0.000618519j -0.026036+0.00130277j 0.00913555+0.0024422j 0.0830612+0.000300421j -0.11193+0.0030438j 0.0376231+0.00100476j -0.00784622-3.55622e-05j -0.0102276+0.00241837j 0.0283302-0.00138759j -0.0311431+0.000826775j 0.00797832+0.00205875j 0.0171573+0.000967716j -0.0430629-0.00038437j -0.00165994-6.92823e-05j 0.0140264+0.00073409j -0.020925-9.31566e-05j -0.00829114-0.0041107j -0.00893673+0.00193229j 0.032925-0.00252336j -0.0110827-0.00218571j -0.00034817+0.00175221j -0.00170802-0.000195164j -0.0218762-0.00072035j 0.0134128-0.000146342j -0.00786438-0.000300212j 0.0165078-0.000546982j -0.00914324-0.00079857j 0.00940831-0.000986415j 0.018494-0.0007127j 0.0018386-0.00245983j -0.0108246+0.00117888j -0.0388122+0.000230721j -0.00223807+0.000116873j 0.000552991-0.000998542j -0.00676028+0.000109085j -0.0010361+0.0002461j 0.00830911-0.000775846j -0.00350401-0.0010944j -0.0138564-0.00038471j 0.00374612+0.000275813j -0.00910466-0.000412665j 0.00205594+0.000694766j -0.0023905+0.0014059j -0.0136562+0.0042727j 0.0106424+0.000851266j 0.000154284-0.00137144j -0.00131073+0.000426775j 0.0123843+0.00121582j -0.00116952+0.000267193j -0.0004827-0.00118992j 0.00509778+0.000413727j 0.00162893+0.000134358j -0.0061769-0.0024877j -0.006795-0.000287086j -0.00745907-0.00406117j 0.00788696+0.000259453j 0.00385833-0.00040308j -0.00722626+0.00103539j 0.00189327-8.76126e-05j -0.000687536+0.0013811j -0.00435037-0.00014321j -0.0020144-0.000421967j -0.00210425+0.000478925j 0.00527463+0.000207275j -7.21694e-05+0.000940097j -0.00103634-0.0018994j 0.00374239-0.000835456j 0.00326945+0.000460089j 0.00241849-0.000101237j 0.000604574-8.48541e-05j 9.86605e-05-0.000139082j 
-0.00277721-0.00108208j 0.018397+0.00146922j -0.010279+0.00101758j -0.0302646-0.00119474j -0.0125066+0.00183662j -0.063361-5.75012e-05j -0.00611177+0.00216859j -0.0165399+0.00186961j -0.230845-8.82301e-05j 0.625217+0.00232595j -0.0519746-7.71232e-05j 0.394433+0.00133521j -0.296917+0.000437698j 0.00940508-0.00232699j 0.150348-0.00304548j 0.0636792+0.00109421j 0.191684+1.16886e-13j 0.15982+0.000901606j 0.175543-3.5622e-05j 0.0356467-0.00179702j -0.0638305-0.0020676j -0.0576994+0.0018234j -0.0493523+0.000968803j -0.0899298+0.00255635j -0.0498973+0.00120608j 0.140834+0.00138078j -0.0293045+0.00328012j -0.0150181-0.00132305j -0.0108865-6.15435e-05j 0.020395-0.00159994j -0.0563814+0.000171248j -0.0101139+0.000790786j -0.014978-0.000469868j -0.00567108-0.000472826j -0.0132177-0.00200349j -0.0524119+0.00170885j -0.0180266+0.000315478j -0.00691441+0.00392063j 0.0217345+0.000149528j -0.00252004+0.00390964j -0.00928532-0.000866766j 0.0468853-0.0014018j -0.00891181-0.00293317j -0.0163249+0.00210055j -0.0158966-0.000121225j 8.89128e-05+0.000113783j -0.00185967+0.00148055j 0.012517-0.0013444j 0.00879005-0.00195895j 0.0144155-0.00188002j 0.0414386+0.000366644j 0.0177992+0.00349889j 0.0245561-0.00224923j 0.0206627+0.000458648j 0.00661714-0.000339815j 0.00807854-0.000367762j -0.0183146+0.00102138j -0.0285222-0.00129534j 0.0128127+0.00082459j 0.0126756+0.00022411j 0.0120369-0.000340271j 0.00209008+7.85629e-05j -0.00427219-0.00299117j 0.00584175-0.00249416j 0.00454274-0.00712133j -0.00379667-0.00172988j 0.00274726+0.00217844j -0.000561251+0.000838573j -0.0012482-0.00161851j -0.00303085-0.00136804j 0.010793+0.00030408j -0.00802008-2.9536e-05j 0.00329397-0.000614848j -0.00284723+0.00188467j 0.0119478+0.00191013j -0.000786888+0.00549282j -0.00153842-0.00111416j -0.00194193+0.00144973j 0.0108318-0.00172697j 0.00605991+0.000631269j -0.00756518-5.30569e-05j 0.00529583+0.000544887j 0.00270801-0.000356612j -0.000801312+0.000579257j -0.00272046+0.000484396j 0.00380707-0.000483635j -0.00187675+0.00224203j -0.000375991+0.00114528j 0.000505327+0.000246919j -0.000999845+0.000326185j -0.00176537-0.000652532j -0.0027042+0.000167891j 
-0.068474+0.00262389j -0.0374014-0.00167706j -0.017182+0.00183697j 0.00070392+0.00061126j -0.0368752-0.00474466j 0.303102+0.000238035j -0.0832535-0.00054367j 0.467084-0.000813582j 0.303948+0.00843687j 0.0161795+0.00133397j 0.209758-0.000671348j -0.00933296+0.00178797j -0.156206+0.0024522j 0.231749+1.43669e-05j -0.0675292+0.00503536j 0.0179499-0.00227967j 0.15982-0.000901606j 0.0595522-2.96573e-15j 0.018681-7.68405e-07j -0.302776-0.000973509j 0.348906-0.00160361j 0.105455-0.00386327j 0.146447+0.00218354j -0.044977+0.000709644j 0.108346-0.00677674j 0.0096307+0.00425155j 0.0254053+0.00609107j -0.0452239+0.00386689j 0.00332016-0.00176828j 0.0337259+0.00474398j -0.0262756-0.00354346j -0.000569121+0.00304411j -0.0326089-0.00142541j 0.0359593-0.00173079j 0.0242139+0.00178239j 0.0108011-0.00322916j -0.0221825-0.00298488j 0.0306725+0.00244626j 0.00427253+0.00467048j -0.0333073-0.003482j 0.0296544-0.000699331j 0.0387234+0.00260243j 0.0375095+0.00137115j -0.0078692-0.0013689j -0.00737558+0.00395253j 0.0140227-0.00326706j -0.0160458-0.000245404j 0.00247549-0.000707535j -0.046466+0.00388293j -0.0512463+0.000663711j -0.0415148+0.00317833j 0.0339131+0.000873505j 0.0412029-0.00132059j -0.0352132-0.00277133j 0.0132819-0.00113632j 0.00555473-0.000822209j 0.0333453-0.00176593j 0.0486338+0.000467676j -0.0650601+0.000541587j 0.0216336-0.000973371j -0.00613693-0.00167614j -0.0169035+0.000962886j -0.0119332-0.00474049j -0.0352888-0.00301848j 0.0296583+0.001398j 0.00908472-6.63914e-05j -0.00327206-0.000689826j 0.00248938+0.00357307j -0.0237875-0.000549468j -0.00265847+0.0011203j -0.0212339+0.00351485j 0.00543171+0.000773665j -0.0210481-0.00400576j 0.00766237-0.00229875j -0.00634053+0.000463165j -0.0100909+0.00164465j -0.00413684+0.000668203j 0.0126174+0.000665591j -0.0225756-0.000224836j 0.00918335-0.00288093j 0.00182279-0.00175786j -0.0229541-0.00139041j -0.00336425+0.00177492j 0.00707974-0.00103205j 0.0075197-0.00212632j -0.0170763+0.000538972j 0.000552918+0.000948914j -0.00616197-0.00339852j -0.000769981+0.000545244j 0.00253207+0.000347317j -0.000348479+0.00115249j 0.00895569-7.93141e-05j 
-0.0713058-0.005535j 0.0990074+0.00168004j -0.033523-0.00190726j -0.00316901-0.00142503j 0.0432661+0.00225839j -0.0804607+0.00129297j 0.337767+0.00595484j 0.0406409+0.00087185j 0.19267+0.00058753j -0.160674+0.0017862j 0.253286+0.000199139j -0.117037+0.00418068j -0.218683+0.00248154j -0.106277-0.00230343j -0.0372075-0.00419607j -0.117854+0.000550315j 0.175543+3.5622e-05j 0.018681+7.68405e-07j 0.0311882+8.17141e-15j -0.0947283-0.00409415j -0.343017-0.00304497j 0.0074195+0.0011284j 0.0716124-0.000773237j 0.0599948-0.00165368j -0.0224297-0.0018022j 0.0296832-0.00418312j 0.0341674+0.00102973j -0.0730335-0.00331304j -0.0468268+0.00316035j 0.00163855+0.00101051j -0.0374759-0.00158486j 0.0377678-0.00175258j 0.0335256-0.000715054j 0.0317242+0.00229543j 0.0384863-0.000875306j -0.0013454+0.000353054j 0.022491-0.000342178j 0.0222851-0.00202372j 0.0129066-0.00390622j -0.0234853-0.000387641j 0.000707726+0.000406722j 0.0116811-0.00324289j -0.0154882-0.00041575j 0.000457603-0.00108034j -0.00968369-0.00192218j -0.00572587+0.00023458j 0.0140745+0.00140791j -0.000961706-0.000884451j -0.0291278-0.00405359j -0.00537499-0.000940255j -0.000980981-9.12379e-05j -0.0147241-0.00238231j 0.0477633-0.00158976j 0.0129705-0.00161645j -0.00319+0.003241j 0.00279318+0.000257529j 0.0187356+0.000475501j -0.0452072-0.0016326j -0.00682861-0.00162218j -0.0270096+0.000248655j -0.00137786+0.00172688j 0.0123363+0.00146988j 0.00528786-0.00124179j 0.0021528+0.000602963j 0.0024852-0.00270761j -0.0015098-0.000674471j -0.00185412+9.63027e-05j 0.0011366+0.00198028j 0.0159071-0.00246675j -0.00155444+0.00134364j 0.00585948+0.000663636j -0.00277561-0.000230249j -0.00302152-0.000956806j 0.00835685-0.000584791j 0.00732747+0.00438573j 0.0120419+0.0038976j 0.00960282-0.000970127j 0.00687338+0.000139283j 0.0183795-0.0039888j 0.00797304-0.0012394j 0.000414563-0.00145514j -0.00168163-0.000811j 0.00695738-0.00051035j -0.0111814+0.00168757j -0.00830926+0.00120944j -0.000153387+0.000130225j 7.4245e-05+0.00174211j -0.000374936+0.00126995j 0.004257+0.000726144j -0.0017351+0.00087853j -0.00385083-0.00138803j 0.000132452+0.000531165j 
-0.0148855+0.00226715j -0.115869-0.000985674j 0.016316-0.00161814j 0.0505115-5.7797e-05j -0.0694071-0.00351123j 0.253701-0.000296515j -0.194676-0.006684j -0.41094-0.00163112j -0.125194-0.00297647j 0.281703-0.00428195j 0.0278797+0.000997237j -0.2514-0.00155064j -0.0507343-0.00305502j -0.00354958+3.22078e-06j -0.120873-0.00192282j -0.146065+0.00252735j 0.0356467+0.00179702j -0.302776+0.000973509j -0.0947283+0.00409415j -0.315092-1.88518e-14j 0.104782+0.000250633j 0.0272425+0.000389999j -0.268063+0.00712184j 0.0413097+0.00241635j 0.00584834-0.00242131j 0.0549616+0.00906651j 0.00429208+0.00432136j -0.0630955+0.00116509j -0.00214185+0.00283326j 0.0414313-0.00192133j 0.00743058-0.00296728j -0.00961169+0.00317677j -0.00679335-0.00135521j -0.0174893-0.00265155j -0.0140998-0.000287739j 0.00870161-0.00293211j -0.0148413-0.00358612j 0.022264-0.00106049j -0.014096+0.00439082j -0.00644881+0.00125733j -0.0223875+0.00249155j 0.00736386-0.000797771j 0.00967315-0.000644957j -0.0110331-0.00106915j -0.0109156-0.00201307j -0.000398279-0.000829365j -0.0330664-0.000218369j 0.049396-0.00179954j 0.0113245+0.00333327j -0.0537859+0.00145064j -0.0671963-0.00240731j 0.0102378-0.00454511j 0.0485649+0.000483415j -0.0407903-0.00635072j 0.0205529+0.000951946j 0.00809021-0.00083879j 0.0197056+0.00149646j 0.0639161-0.0018971j -0.041708-0.00277699j 0.0141953-0.00171641j -0.00513564+0.00130682j -0.0383144-0.000111764j -0.0160001-0.00402207j -0.0140617-0.000835577j 0.0142203+0.0027989j 0.0079615+0.000496029j -0.00402546+0.00119554j 0.00791013-0.00149657j -0.00730812-0.00340269j 0.00796077-0.000285025j -0.0351755-0.00476225j 0.00798934+0.000963812j -0.020593+0.000123306j 0.00694638-0.000282321j -0.00390342+0.00538953j 0.00348143-0.00365938j 0.00849166+0.000959055j 0.00242508+0.00182086j 0.00722519-0.000900141j 0.0478055-0.006072j -0.00921141-0.000385496j -0.0170602-0.00364019j 0.0052423+0.00102059j -0.00555573+0.00126937j -0.00282725-2.33717e-05j -0.0225625+0.00110629j 9.7349e-05-0.00125695j -0.00275616-0.0015699j 0.00859684+0.0029621j -0.00163472+0.00194595j -0.0145711-0.00149138j 0.0101755+0.000612873j 
0.0625549+0.0032546j -0.159325+0.00241765j -0.00921816-0.00142647j 0.00603223-0.00033676j -0.0899623-0.00428915j 0.184183-0.00431803j -0.0512664-0.00495836j -0.140606-0.00201561j -0.0201647+0.00434298j 0.00696279-0.00170625j 0.0352397+0.00143666j -0.0133192+0.00220807j -0.11911-0.000918052j -0.188122-0.00228435j 0.0851601+0.00262651j -0.0919607-0.00115941j -0.0638305+0.0020676j 0.348906+0.00160361j -0.343017+0.00304497j 0.104782-0.000250633j 0.367213+1.20806e-14j -0.0255721-0.00111799j -0.0231373+0.000379886j 0.100322+0.00386181j -0.0226363+0.00282171j -0.00740291-0.000118153j -0.056518+0.00228624j 0.0488074-0.000795522j -0.0497747+0.00217353j 0.00193869-0.00205721j -0.0398231-0.000614255j -0.00377832-0.000937929j -0.0390623-0.00092675j -0.00804611+0.000871477j -0.00954566-0.0028932j -0.005806+0.00173021j -0.0151479-0.00118429j 0.0143612-0.00199862j -0.00967376-0.00162165j 0.000998252+0.00145373j -0.021684+0.000586395j 0.000410317-0.00399805j 0.0240589-0.0010191j 0.0133175+0.000876528j -0.0481882+0.00151798j 0.0184233+0.000116875j -0.0273844+0.000477993j -0.0268299+4.65704e-06j 0.0140016-0.00334449j -0.00986659-0.00109523j -0.0217346-0.00130953j 0.00149344+0.000320261j 0.00054752-0.00203159j -0.0266074+0.00616717j 0.0215302+0.000434635j -0.0235749+0.00351972j -0.0631576-0.00477679j 0.0204111+0.00351008j -0.0130968+0.00681507j -0.0189242+0.0016911j -0.0312953-0.00508226j -0.013014+0.00246297j -0.0104401+0.00209292j -0.0102759-0.00102667j 0.00970361-0.00187215j -0.0176353+0.00224278j 0.00130438+0.0008893j 0.000148082-0.00111014j -0.00489252+0.00188744j 0.00376412-0.00047349j -0.0088116+0.00094012j 0.00606042+0.000361881j -0.00532596+0.00124236j -0.00286774+0.000965293j 0.000267847+0.00264986j -0.0232651-0.000733768j -0.0172206+0.00074082j 0.0090992-0.00492789j -0.036842+0.00547803j -0.0571599+0.00605125j -0.0108747-0.00157086j 0.0207448+0.00289795j -0.00561602+0.000118691j 0.0199171-0.00416177j 0.023762-0.00387324j 0.0137064-0.000195722j 0.00147403-0.00129396j 0.00187075-0.00255516j -0.0123283-0.00293245j 0.00937397-0.00272933j 0.0173197+0.00358508j -0.0115235-0.001344j 
