-0.16985+5.01335e-16j -0.0272573+0.016319j 0.051396+0.0889038j -0.0346563-0.0835198j -0.0248757+0.0273286j -0.0273805-0.0159774j -0.00409047+0.0632596j -0.00799272+0.0347759j 0.0076438+0.0317241j -0.0133442-0.00153764j 0.000699519+0.0212953j 0.00759073+0.0247522j -0.053792-0.0118621j -0.0142501+0.0457406j 0.000364811-0.0196818j 0.00791718-0.0172142j 0.0020301-0.00520058j 0.00962334-0.0202277j -0.0141726+0.0133386j -0.00158507-0.0118107j 0.00191382+0.0208575j -0.00826894+0.0260368j 0.00139555+0.00162942j -0.0106652+0.0138053j -0.0264307+0.0114814j -0.00104908+0.0251589j -0.015197+0.0467951j -0.0383877-0.027157j -0.016086-0.000838978j 0.00417645-0.018193j 0.0401822-0.0108757j 0.00812193-0.00734647j -0.0111168-0.0425782j -0.000954063-0.00860295j -0.00188866+0.0124985j -0.0209718-0.00139893j -0.00976021-0.010719j -0.000948851+0.00998639j 0.00247179-0.0331757j -0.0364828+0.00260545j 0.00572097-0.00726952j 0.0159598+0.00393124j -0.0102894+0.036527j -0.00751412+0.00947277j -0.00168693+0.00487654j 0.00461026+0.00197542j 0.0144471-0.0196283j -0.00850716-0.00350134j 0.0149457+0.00130174j 0.00641474-0.010858j -0.022197+0.00391343j 0.0284221-0.000991551j -0.0104035-0.00866478j -0.013143+0.0128463j 0.0188241-0.039401j -0.008522-0.00707199j -0.000582847+0.00722891j -0.028263+0.0406179j 0.00937956+0.0157883j 0.0151348+0.0420027j -0.0151445+0.024265j -0.0158029+0.0143111j 0.0223684-0.00482837j -0.00523808-0.0088016j 0.0314911-0.0125768j 0.0199424-0.00283932j 0.028643-0.0323037j 0.0315055+0.0225025j -0.0115376-0.0316987j -0.0170432-0.000109823j 0.0419523+0.0062154j 0.0223073-0.00261074j 0.0218925+0.0251874j 0.0257607+0.000386888j -0.0373043-0.00291173j -0.011264+0.0518009j -0.0433507+0.0332348j 0.00545798+0.0380242j -0.0150482-0.043998j 0.0203655-0.0471747j -0.0100774+0.00409089j 0.0456833+0.00828712j 0.00334689-0.00153179j 0.117159-0.052392j 0.0434784-0.106813j -0.0248388-0.311359j -0.366311-0.0769218j -0.0053387-0.163582j -0.0107847+0.166786j 0.124812+0.00958465j -0.01548-0.0046264j -0.180787-0.0238217j 
-0.00188866-0.0124985j -0.00155831-0.00339893j -0.00559729-0.0259215j 0.00589349+0.0150709j 0.00465406-0.0175322j -0.00832607-0.0209495j 0.0314187-0.00722384j -0.0116935+0.0195729j -0.105682+0.0437436j -0.0158425+0.0149732j -0.0296958-0.0169514j -0.0187894-0.0307811j 0.0161661+0.0126286j 0.00169988-0.0362235j 0.0411787+0.0420149j -0.0130598-0.0408307j 0.0136126+0.024406j 0.00939263-0.0303628j 0.00300564-0.0104379j 0.0157755-0.00592314j 0.0986745-0.0100668j 0.0538222-0.00963506j 0.0328044+0.139363j 0.0177056+0.0806243j -0.0299813+0.0686429j -0.00182288-0.0174729j -0.0302542+0.00858209j -0.0793532+0.0158189j -0.1041-0.087161j -0.0383981+0.0998538j -0.0511931-0.120391j 0.113711-0.0106529j 0.0340298+0.00451227j 0.0405474+0.00913391j 0.0137908-7.52176e-15j -0.0778518-0.0575056j -0.0244129-0.0461032j 0.0338567-0.00506212j -0.112682-0.0302741j -0.0376622-0.0269787j -0.0994659-0.00925579j -0.00245983+0.0018452j 0.0407083-0.00753042j -0.0668264-0.0313361j -0.0347094+0.00248333j 0.0970238+0.143218j -0.00603036+0.00515089j 0.0946539-0.165584j -0.0128561+0.0352155j -0.0695517+0.0569959j -0.0401403-0.0605733j 0.0486031-0.15333j 0.0134222-0.0490414j 0.05593+0.0574402j 0.0492458-0.107416j 0.0228176-0.0976482j 0.164219-0.15557j 0.100017-0.174069j 0.0687595-0.0382042j -0.0502024+0.0925216j -0.118113-0.00427707j -0.0136192-0.00309068j 0.027609-0.0079605j -0.0579447+0.0840845j -0.0439824-0.0225857j 0.0106527+0.0063981j 0.0995609+0.0836541j 0.0179208+0.0443851j -0.0299814-0.156225j -0.0145961-0.0433131j 0.0249725+0.0350436j 0.0228787-0.150112j 0.012721+0.00230117j 0.0478821-0.0144256j 0.0356308-0.00461641j 0.0155226+0.0450917j -0.0313149+0.0149224j -0.0364077-0.0164011j 0.00141548+0.0289758j 0.0341414+0.00347727j -0.0259436+0.0264964j -0.00219488+0.0111694j 0.00500369-0.0662232j -0.052009+0.0529952j -0.0125684+0.0307381j -0.0194363+0.01192j 0.0176771+0.000139374j 0.0446138+0.0376428j 0.0309882-0.0417917j -0.0224509+0.00503771j -0.00613147+0.0118696j 0.00468363+0.0102638j 
-0.0209718+0.00139893j -0.00738655+0.000864956j 0.00342715+0.041557j 0.0308831+0.0103161j 0.0300515+0.0257708j 0.0347705-0.0265464j 0.0521939-0.00101895j -0.0253946-0.0752234j -0.0116561+0.0103114j -0.0233212+0.00381658j -0.0507532+0.029784j 0.0250045-0.0211987j -0.00883212+0.0309211j 0.0499965-0.0381626j -0.0457991-0.0513415j 0.0358416-0.0450472j -0.0369217+0.00160099j 0.0702133+0.00242727j -0.00916333+0.0674097j -0.0637035+0.0534413j -0.0212801-0.0600837j -0.00174341-0.0462112j -0.039198-0.0763425j 0.058878+0.0475026j -0.116262+0.0519843j -0.0144291+0.0130721j 0.020747+0.0548524j -0.0292868+0.00690879j -0.00704178-0.0743655j -0.10461-0.0442996j -0.0390165+0.0431697j 0.0172851+0.0656226j -0.0485593+0.0354206j -0.0810233+0.0222311j -0.0778518+0.0575056j 0.0662592-7.60347e-14j -0.020966+0.0774191j 0.0254283-0.00110786j 0.0295986-0.0246535j -0.0387243+0.0458117j 0.04808+0.0570114j -0.0227337+0.0419645j 0.0313391+0.0199977j 0.00800672-0.0416173j 0.0449733-0.0786671j 0.0127227-0.0206146j -0.0351774+0.0168071j 0.0762672+0.024908j -0.0523565+0.0271117j -0.0139315+0.00322096j 0.123866-0.0365235j -0.0540285+0.0078166j -0.0142426-0.0152044j -0.0562644+0.0301776j 0.00276498-0.0385116j -0.131963-0.0826542j 0.0104908-0.0213024j -0.104586+0.0678198j 0.052283+0.0322121j -0.00445306+0.0789294j -0.146573-0.117324j -0.00382042-0.0746907j 0.0171152+0.0894348j -0.00105631-0.0566068j -0.0727073-0.066869j 0.0341932-0.0526606j 0.125024+0.0109178j -0.0126719-0.0126395j -0.000512958+0.0105615j -0.035699-0.0315444j 0.0266137-0.0137892j -0.0281896+0.0217463j 0.0369223-0.0181612j -0.0368284-0.0571717j 0.0142373-0.0563625j 0.00922046-0.00432653j -0.118596-0.0057704j -0.00674442-0.112675j -0.0242119+0.117068j -0.0450042+0.00886429j 0.030722-0.00805575j 0.0108377+0.0357321j -0.0356163-0.118115j 0.0308252-0.0317649j -0.0390112-0.0930323j -0.0235469-0.0614637j -0.0321329-0.0321891j -0.01901+0.0401092j -0.0325915+0.0213419j -0.00476479+0.0172697j 0.0220833+0.000164777j -0.00301174-0.0114621j 
-0.00976021+0.010719j 0.000107683-0.0275104j -0.0413027-0.0337391j 0.00486114-0.00414393j -0.0354982+0.036427j -0.0202271-0.0392685j -0.0179721+0.0551146j -0.0148934-0.0167481j 0.0991041-0.100976j 0.094055-0.0646288j 0.0228266+0.0637471j -0.00367007-0.1904j -0.0497217+0.0479225j -0.0409076+0.0216369j -0.0584759+0.0656658j -0.0170209-0.0227227j 0.0027221-0.00380269j 0.0287697+0.0707736j 0.0187016-0.0993608j -0.0375616-0.0239943j -0.0550082-0.0211189j -0.112727+0.0756155j 0.0413428-0.0344237j 0.0219515-0.0162265j -0.0217646-0.0596259j 0.0098419-0.0470896j 0.0881259+0.0395199j -0.0157178+0.0410129j -0.043478-0.0236643j -0.0317524+0.00588754j -0.0620773+0.0140773j 0.0492688+0.024608j -0.146719+0.0448405j -0.055999+0.0431339j -0.0244129+0.0461032j -0.020966-0.0774191j -0.0466048-7.77156e-16j 0.058558+0.146204j 0.020931-0.0960204j -0.0801845+0.0160736j -0.0249089-0.0659548j 0.00854761+0.0909286j -0.00429846+0.114543j 0.0374938-0.0701572j -0.0480661-0.0210533j 0.060998-0.121148j 0.138908+0.127067j 0.0281202-0.0274122j 0.00401866-0.020942j 0.107042-0.150492j 0.174138-0.0195727j 0.0815264-0.0460372j -0.0217784-0.0201402j -0.0354758+0.0383502j 0.0427718+0.0161942j 0.0692248+0.0120216j -0.104234+0.0941412j -0.11811+0.00551053j -0.034558+0.0721009j -0.0458606-0.0158007j -0.0121585-0.00929516j 0.0300382+0.0697826j 0.0530773+0.0168998j 0.0252391-0.0536826j 0.00663525+0.0939704j -0.0428676-0.161815j -0.0359025+0.0196331j 0.0584066+0.0232757j 0.0140469-0.0201216j 0.0340599+0.0218839j 0.0792916-0.0561246j 0.0131651-0.0248878j 0.033684-0.0207586j 0.137925+0.0686774j -0.0357727+0.114106j 0.0154569-0.0192855j 0.01079-0.00858471j 0.0468665-0.0536238j -0.0273405-0.0168547j 0.0161287-0.016328j -0.0660067+0.00609003j 0.00236939-0.0383589j 0.0155585-0.0309625j 0.00378215+0.019684j -0.00296468+0.0473932j -0.0193527+0.0345181j 0.0119177+0.0104179j 0.0702968+0.0212213j -0.00406588-0.0691568j -0.0361498+0.0589983j 0.0160736-0.00590979j 0.00550262+0.0294448j 
-0.000948851-0.00998639j -0.0107957-0.020232j 0.00526458-0.00152387j -0.00761554+0.0119665j -0.0108267+0.0392079j -0.00183721+0.0390759j -0.00725039+0.0161312j 0.00213949+0.0395468j -0.0126738-0.149896j -0.0702489-0.0432764j 0.0408505+0.102122j 0.00518403-0.0668753j -0.0247003-0.0203147j 0.0396478-0.077506j -0.0513634-0.0164558j -0.030348-0.0222053j 0.0593949-0.0442833j -0.0368652+0.000140289j 0.0292001-0.0534113j -0.0264404+0.0439908j -0.0378877+0.0280914j 0.0832903+0.080936j 0.060585+0.0228653j 0.0317929+0.172094j -0.0378914+0.027043j 0.0405951+0.00560809j -0.0136968+0.0258739j -0.00518128-0.130528j -0.0051357-0.00985573j 0.0454191+0.00291766j -0.0066821-0.0379739j -2.42503e-05+0.047372j -0.00994546-0.0249139j 0.0655959-0.00357272j 0.0338567+0.00506212j 0.0254283+0.00110786j 0.058558-0.146204j 0.0735063+2.27249e-15j -1.72145e-05-0.0583977j -0.00891793-0.0167741j 0.0378237+0.0408378j 0.0108759-0.0300813j 0.0625388+0.00756574j 0.0334295+0.0598122j -0.0244771-0.0785384j -0.00212458-0.078191j -0.0253072-0.0503281j -0.123645-0.0019814j -0.150278-0.00948475j 0.104607+0.109195j 0.232589-0.135575j 0.0624505-0.0654933j 0.0363842-0.0475298j 0.0404935-0.0249135j -0.0375707-0.0354526j 0.0301749-0.00127099j -0.164431+0.0590554j 0.00937156+0.0822456j -0.0705515+0.0257664j 0.130333-0.107706j 0.043143-0.142881j -0.067686+0.0710864j -0.0138223-0.0402979j -0.0557306+0.0543687j 0.0312811-0.00193476j -0.00147164+0.0799379j 0.0178656+0.0176424j 0.016429+0.0676421j -0.0256848+0.00783601j -0.0547588+0.0176421j -0.0172802+0.0357725j -0.0108879+0.000843058j -0.0367759-0.000427273j -0.0253037+0.034813j 0.0828301-0.00583159j 0.00879914-0.00771279j 0.021175+0.00786803j -0.050907+0.0147379j 0.027303-0.0187004j 0.041516+0.107064j -0.0249877-0.00833177j 0.0222102-0.0207781j 0.0437184-0.0437585j -0.0543513+0.0543242j 0.029283-0.0132019j 0.0343484+0.0394226j 0.0238772+0.00344275j -0.0326207-0.0450848j 0.00393745-0.0226015j -0.0120022-0.0133149j -0.00957936-0.00149075j 0.000130996-0.0365483j 
0.00247179+0.0331757j 0.00159864+0.0215631j 0.00217541+0.0505202j -0.0193054-0.0149719j 0.0198926-0.0256199j 0.00433451-0.0230044j -0.0201043+0.0349278j 0.0361148+0.0323202j 0.0490467-0.00460612j -0.0587729+0.0164613j -0.00502325-0.0968391j -0.0398579-0.0906712j 0.0428873-0.0112418j 0.037988+0.0270708j 0.0138965+0.0718087j -0.00606964+0.057519j -0.0300225+0.00023175j -0.00151556-0.0742011j -0.0660855-0.0764243j 0.00262731-0.0197814j 0.0263007-0.0574284j -0.02873-0.072707j -0.0863519+0.0545458j -0.0700951-0.0982021j 0.00285904-0.0186718j 0.00566816-0.0149834j 0.00412703+0.0310335j -0.0111467-0.0632877j -0.0181946-0.0169688j -0.0248966-0.00269141j 0.0753996+0.00946001j 0.067867-0.0247378j 0.094192-0.061599j 0.00841035-0.0238542j -0.112682+0.0302741j 0.0295986+0.0246535j 0.020931+0.0960204j -1.72145e-05+0.0583977j 0.0944402-1.52552e-14j -0.0202547+0.0530759j -0.115687-0.134931j 0.000169316+0.023437j -0.130212-0.0384889j -0.0690682-0.00761899j 0.0045134-0.0298394j 0.01048+0.0321277j -0.0967057+0.0557145j 0.00624812+0.0248342j -0.0794836+0.0304926j -0.0670557+0.0239425j 0.0877547-0.0447446j 0.0466282-0.109338j 0.0609864-0.111615j -0.00568722-0.0749008j -0.0112926-0.0424531j -0.0166972-0.00435008j -0.0357421+0.0206095j 0.0615932-0.0328792j 0.0249638-0.0570618j 0.0861857+0.0455025j 0.116748-0.0246967j 0.0561151-0.0151132j 0.0114087-0.00906782j -0.0633973+0.0562331j 0.0034009-0.0577377j 0.00266295-0.00866413j -0.0115418+0.0773654j 0.0546257+0.032099j -0.00507419-0.0417339j -0.0516361-0.0157444j 0.0510145-0.050113j 0.0110628-0.0573973j -0.00550739+0.0194704j -0.0486368-0.0408123j -0.115694+0.00834777j -0.0286037+0.00244593j -0.0129093+0.0630686j 0.00972342-0.0507606j 0.0827568+0.0139795j -0.122611-0.00834402j 0.0558543-0.0519777j 0.0398112+0.0266455j -0.0554692+0.0275701j 0.0827033-0.0570099j -0.00777742-0.0287373j -0.00252619-0.0749568j 0.0428888+0.0704804j -0.00701962+0.00578876j -0.0518728+0.0828541j 0.0143631+0.00383871j 0.0109475-0.0306993j 0.000124432+0.00745725j 
-0.0364828-0.00260545j -0.0114644-0.00500516j -0.0162058+0.000399747j 0.00688581-0.0276446j -0.00495898+0.044926j 0.00680514+0.00837784j 0.0978728+0.0800576j -0.0131256-0.00328937j -0.069286-0.0266982j -0.023663-0.0209524j -0.0115514+0.0257704j -0.0593389-0.0285447j 0.0429859-0.0135701j -0.00153726+0.0186916j -0.0146895-0.0366786j -0.0189923-0.0420334j 0.0552797+0.0236611j 0.0654594-0.0555451j -0.0300149+0.00942581j 0.0790198+0.0391402j -0.0620044+0.0258142j 0.0998053-0.00413156j -0.0777732-0.00674577j -0.0715945+0.0545554j 0.134752+0.0477268j -0.0687865-0.0372813j -0.0698209-0.111258j -0.0169034+0.0359827j 0.0355208+0.0436435j 0.0262253+0.0270895j -0.00334914-0.146416j -0.0184511-0.0955275j 0.0809267-0.0433999j -0.0104226-0.00499922j -0.0376622+0.0269787j -0.0387243-0.0458117j -0.0801845-0.0160736j -0.00891793+0.0167741j -0.0202547-0.0530759j -0.0341372+7.86871e-15j 0.00335986-0.0423063j 0.0852888+0.0146594j -0.0478759-0.0182389j -0.111322-0.0582971j 0.0413352+0.0617434j 0.0615741-0.0962665j 0.0560585-0.0876805j -0.112319+0.0237654j -0.0328075-0.0055736j 0.117632-0.0798353j -0.0829608-0.02849j -0.00783884+0.0743386j -0.00803807+0.0506328j 0.134895-0.177626j -0.19927+0.113331j 0.00854749+0.029238j 0.0788514-0.0882741j -0.0522999-0.090061j -0.0333616-0.0662006j 0.0230655+0.00144943j 0.036997-0.0250287j -0.0614319+0.128551j -0.0240288-0.0245242j -0.0561397-0.11251j -0.0606328-0.0364155j -0.0515985-0.060336j 0.0472693+0.0785248j 0.0724076+0.0743931j -0.0104549-0.0666641j -0.0279514+0.119549j 0.0259519+0.00482692j -0.055797+0.0127238j 0.0201638-0.0843328j -0.0255943+0.0455802j -0.0336779+0.0922014j 0.0361854+0.00225743j -0.0268672-0.0256703j 0.040186-0.034979j 0.0526482-0.0526686j 0.0234074+0.00642313j -0.0333284-0.112234j 0.0545644+0.0300507j 0.028744-0.128551j -0.00984606-0.00756415j 0.0749698+0.0294838j -0.0199801+0.0680215j -0.0250304-0.0314397j 0.0615356-0.00504687j 0.0400454-0.0715783j -0.0138496+0.011156j 0.0391504+0.0116117j 0.0142845+0.000295748j 
0.00572097+0.00726952j -0.000271717+0.00144464j -0.00438837+0.0941765j -0.0213668+0.00626894j 0.00519966-0.0164577j -0.0486934-0.0390464j 0.0257286+0.0452002j 0.0329345+0.00444481j -0.00768355-0.0272273j -0.0131432+0.0304449j -0.024025-0.000773949j -0.123139-0.0387234j -0.0207483+0.168924j 0.0370542-0.0846544j -0.0160247-0.0908183j 0.0632573+0.0949796j 0.0205329+0.0122669j -0.0303672-0.0672018j 0.0443164-0.025411j 0.0408105-0.0902805j -0.0739962-0.022264j 0.118622-0.0107899j 0.0911789+0.119935j -0.0449674+0.0954736j 0.0536496+0.138104j -0.0780479-0.0985249j 0.00338621+0.0278169j -0.0189209+0.00240339j 0.080447+0.0426923j -0.0448119+0.0474912j -0.0344078-0.0101604j -0.0178785-0.104405j 0.0223837-0.0809321j -0.0311005-0.0702224j -0.0994659+0.00925579j 0.04808-0.0570114j -0.0249089+0.0659548j 0.0378237-0.0408378j -0.115687+0.134931j 0.00335986+0.0423063j -0.0353647-2.30718e-15j -0.0381067-0.0528178j -0.0770586-0.0187987j 0.0336696+0.0449108j 0.10843+0.0329902j 0.01874+0.0225057j 0.0224102-0.0275714j -0.0618992-0.0118294j 0.0401893-0.00583321j 0.145774-0.0541898j 0.0972549-0.0144662j -0.10531+0.0446201j 0.00793163-0.00278532j 0.0486832+0.0428085j -0.15334+0.0963863j -0.0308159+0.022662j 0.0318999+0.054083j 0.028381-0.00301641j 0.0253245-0.0739744j 0.0488566-0.0359265j 0.0238961-0.0142239j -0.0161115+0.00542281j 0.083843+0.107097j 0.0909275+0.0701517j -0.0421735+0.0336296j 0.036798-0.0349241j -0.0315024+0.0456028j 0.00358827+0.0132268j -0.00255694-0.00783309j 0.0031366-0.017047j 0.00434413+0.00789021j 0.0856242-0.0370219j -0.0390577-0.0733608j 0.0396555-0.0221467j -0.0153798+0.0233782j 0.0108826-0.063457j -0.00957554-0.0121921j -0.0367773+0.0269075j -0.000322981-0.0554356j -0.00791061-0.117197j 0.0333329+0.0791437j -0.0641306+0.0341036j -0.0898913+0.0715871j 0.0910921-0.0541871j -0.0738838-0.0249317j -0.0240797-0.010308j -0.0026537-0.00830078j -0.0501917+0.0645361j -0.0393826+0.0429307j -0.00958395-0.0111839j -0.0365388-0.0234894j 0.0227987+0.00129819j 
0.0159598-0.00393124j -0.00559677+0.0188624j 0.01538-0.0040486j -0.00184815+0.00493757j 0.000744919-0.0252531j 0.0650357+0.0336238j -0.0333138-0.00281582j 0.0597732+0.0279556j 0.026072-0.0228857j -0.02223+0.0203955j -0.020863-0.0155241j -0.0114042-0.0580712j -0.0203274-0.0255372j -0.0301835-0.0373622j 0.0211328+0.019493j 0.0108862+0.0369078j 0.00630727+0.112003j -0.0376192-0.0190461j 0.0560379+0.00704303j -0.0268865+0.034663j -0.0717934+0.0259603j 0.0307899-0.0617718j 0.111387-0.00721786j -0.0188406+0.0243345j 0.0332018+0.0950843j -0.0552464-0.0556933j 0.0158805-0.082824j -0.0269996+0.0402969j 0.0873181+0.0298534j 0.0798834+0.00518119j -0.0740045-0.041262j 0.0134292-0.0455464j -0.0169099-0.0857829j -0.024123-0.0278089j -0.00245983-0.0018452j -0.0227337-0.0419645j 0.00854761-0.0909286j 0.0108759+0.0300813j 0.000169316-0.023437j 0.0852888-0.0146594j -0.0381067+0.0528178j 0.221385-2.88658e-15j 0.0020227-0.0140422j 0.0130285-0.00431961j 0.0718405+0.0878866j 0.0238253+0.0179027j 0.0784565+0.0266962j -0.150235+0.0380116j 0.0350217-0.079589j 0.0506807-0.0584694j -0.0295008+0.0318604j -0.125002+0.0923247j 0.0650022-0.0126969j -0.00974739-0.0703145j 0.052657-0.025973j 0.0543699-0.0823627j -0.052475-0.0118587j -0.0135122+0.0800106j -0.00791659+0.102988j -0.0687227+0.108033j -0.0359821-0.038352j 0.136431-0.086783j 0.0452615+0.0422278j -0.209407+0.0486825j 0.0719864-0.11575j 0.00988332+0.0819794j 0.0360317+0.0951073j -0.0171162+0.0329937j -0.0216575+0.00991679j -0.0517839-0.0755314j -0.0534938-0.0619342j -0.00774528-0.057219j -0.0108636+0.118436j 0.0338846+0.0388997j -0.103508-0.115121j -0.134631+0.0345248j -0.0224856+0.195173j 0.0404286-0.120618j -0.0282269+0.0497989j -0.0216946+0.0649073j 0.0549939+0.0785795j 0.0747816+0.0662637j 0.0400126-0.0154197j -0.0197594-0.029402j -0.0432878+0.00489489j 0.0132067+0.00816256j -0.0485757+0.0475673j 0.00235486-0.0149691j -0.0374921+0.0116815j 0.0147971-0.010318j -0.0291425+0.00953707j -0.0187294-0.0082601j 
-0.0102894-0.036527j -0.0187466-0.00409859j -0.0163094+0.0352635j 0.0130854-0.0216406j -0.0324452+0.016039j 0.0304919-0.0155458j 0.00821745+0.0289108j -0.0241019-0.0204418j 0.0651582+0.0627418j -0.00945091+0.0122334j -0.0273811-0.000617399j 0.0573359+0.0524025j -0.0452668+0.15413j 0.0038199+0.0586934j 0.00988593-0.0608931j 0.0101181-0.00051798j 0.0195665+0.00568917j -0.0399095-0.0804006j 0.125001+0.0572954j -0.0186613+0.0272634j -0.00892626+0.03392j 0.0176696+0.0298784j -0.0568758+0.0792211j -0.034212+0.00113645j 0.0452208+0.0212582j -0.0160841+0.0413226j -0.0619834-0.153104j 0.0651083+0.0729359j 0.0836923-0.026511j -0.141778+0.0185935j -0.0535818-0.0123798j -0.0465638-0.0333818j -0.0217946+0.0283087j 0.0457534+0.0281152j 0.0407083+0.00753042j 0.0313391-0.0199977j -0.00429846-0.114543j 0.0625388-0.00756574j -0.130212+0.0384889j -0.0478759+0.0182389j -0.0770586+0.0187987j 0.0020227+0.0140422j 0.26392-4.77483e-15j -0.0277464-0.0293878j 0.131525+0.0036404j -0.0407168+0.0510794j -0.0718478-0.00899655j 0.0435356+0.0638629j -0.0835735+0.0390703j 0.0309467+0.0329763j -0.109487+0.0137513j 0.00262463+0.0331221j 0.0536563+0.0190929j 0.11363-0.0590804j 0.0740699+0.0515732j 0.126613+0.100147j -0.0231429-0.0898323j 0.113557+0.0054881j 0.0304901-0.0151178j 0.0141974-0.114201j 0.00595562-0.025495j 0.0660006+0.0464383j 0.0173511+0.0280842j -0.0320508+0.00858919j 0.107022+0.0439875j -0.00388738-0.0836703j -0.0287618+0.00180201j 0.0361988+0.111078j 0.00620263-0.081176j -0.00815852+0.0334735j 0.0490807+0.0232256j -0.0207332-0.0447536j -0.010801-0.00739693j 0.13403-0.0253767j -0.0525653-0.0239857j -0.0268941+0.0168046j 0.0484465+0.0403551j 0.0268311-0.0765235j -0.0524633-0.0891392j 0.0223415-0.0463415j -0.0338+0.0522737j 0.0551666+0.0551382j 0.00224983+0.0174197j -0.00859976+0.0035943j -0.0364375-0.0214103j 0.00476061+0.0237068j -0.0116138+0.00965818j 0.0169201+0.0129569j -0.0290708-0.0545517j -0.00543897-0.0198719j -0.05426+0.0145767j 0.0111481-0.0132954j 
-0.00751412-0.00947277j 0.00674521+0.0202472j -0.00441868-0.00721847j -0.00568647-0.0202703j -0.00202866-0.0154813j -0.00598323-0.00906777j -0.00636975-8.81891e-06j -0.00933052-0.0966979j 0.0121655-0.00487665j 0.0308352+0.0795996j -0.0298124+0.0263933j 0.03801-0.0667584j 0.0202554-0.0279713j -0.092992+0.166436j 0.0133912-0.0468731j -0.0389982+0.0954729j -0.0110152+0.0396406j -0.0284915-0.0624229j 0.025553-0.126834j -0.0808151+0.0303591j 0.0614614-0.109305j -0.072921-0.0617386j 0.0224749+0.073268j 0.00276518-0.127049j 0.034219+0.014838j -0.0178271-0.041388j -0.0236607+0.0107745j -0.0118355-0.122962j -0.132092-0.0392218j 0.0743487-0.0502734j -0.0176666-0.00930804j 0.0352375+0.0285478j 0.00445565+0.102914j -0.00682413+0.00780996j -0.0668264+0.0313361j 0.00800672+0.0416173j 0.0374938+0.0701572j 0.0334295-0.0598122j -0.0690682+0.00761899j -0.111322+0.0582971j 0.0336696-0.0449108j 0.0130285+0.00431961j -0.0277464+0.0293878j -0.0916568-6.21031e-16j 0.0595367-0.000280514j 0.0916862-0.0763985j 0.0352187-0.0427416j -0.112483-0.032193j 0.091554+0.0575267j -0.0207248+0.10279j 0.0651005+0.0142272j 0.0236574-0.0027359j -0.0368015-0.105691j 0.0555541+0.00718976j -0.0322777-0.0783039j 0.0509226+0.00334277j -0.0154006-0.0284195j -0.132662+0.055538j 0.0568183+0.0273503j 0.0127539+0.0236859j -0.00191127+0.032343j 0.0831819-0.00864358j -0.116732+0.0364846j -0.0276566+0.0314706j -0.00290202+0.0733618j 0.00937402+0.00890808j 0.0332759-0.0428284j -0.0441646-0.074752j -0.0614421-0.0578268j -0.0275713-0.137311j -0.0317867+0.0190371j -0.0667618-0.08512j -0.0559581+0.0374155j -0.059496-0.0447607j 0.0507322-0.0281937j 0.0822985-0.0289136j 0.0808425-0.0377162j 0.0295103+0.0372709j 0.014185-0.0168835j 0.000864237-0.0178217j 0.00772987+0.00729136j 0.0217175-0.0167156j -0.0639336-0.00901709j 0.00858582-0.0550133j -0.00141397-0.0124073j 0.0423005-0.00316967j -0.056933-0.0133257j 0.0311673+0.02623j 0.0440984-0.0316055j -0.00953656-0.00604594j 0.0317209+0.0296183j 0.016431+0.00313175j 
