-0.124989+9.85323e-16j 0.139451+0.00415134j 0.0415202+0.0935295j 0.0265067+0.0933688j 0.0538543+0.0111355j 0.0305385+0.0317643j -0.0141922-0.0258201j 0.033828+0.0768357j -0.0270561-0.0241714j 0.0214394-0.0147489j -0.0170524-0.0125673j 0.0664313-0.0044724j -0.016457+0.00554969j -0.00670166-0.0125022j 0.00904081+0.0218829j 0.0100626-0.0133609j 0.0430385-0.0029049j 0.0109067+0.0147043j 0.0169296+0.022337j 0.0220556-0.0219195j 0.0109678+0.0203299j 0.00467681-0.00533016j 0.00207014-0.0286285j -0.0594433-0.018055j -0.00990673-0.0376868j 0.000503214+0.00351133j -0.000383825-0.0481662j 0.0530858+0.037403j 0.0302968-0.0472769j -0.0153017-0.0148655j 0.0772277+0.00132149j -0.0364406-0.00444243j -0.0235448+0.023734j -0.0333935+0.00948686j 0.0115493+0.0508535j 0.0572318-0.0181731j -0.000915291+0.0758979j -0.0112352-0.0074151j 0.00620163+0.0657579j -0.030227+0.0584304j 0.0221593-0.00493886j 0.0202827+0.0166966j -0.0282484-0.00842502j -0.0350158-0.00176169j 0.0506037+0.0575223j 0.0232942+0.00639799j 0.0282635+0.0207647j -0.00523951+0.00731119j 0.00340492+0.0244382j 0.0112322-0.0131313j -0.00151931+0.0442546j 0.00904735-0.0423135j -0.00374548-0.00701703j -0.0212621+0.00699624j 0.00787917+0.0135948j 0.0328051+0.00782076j 0.0249306-0.0185028j -0.00650869+0.0303494j 0.00194051+0.00115785j -0.0247276+0.0414235j -0.0030944-0.0107488j 0.00377171-0.0139408j 0.0233738-0.0303242j 0.0683071+0.00672837j -0.00983724+0.0335097j -0.0560575-0.0172455j -0.0125859-0.00357649j 0.0594303-0.00541132j 0.01216+0.0222712j -0.0135248+0.00254468j -0.0472017-0.0142951j 0.00490508-0.0200138j -0.00857001-0.0452335j 0.0334763-0.102694j 0.00100295-0.0201736j 0.0287429-0.0578162j 0.0396685+0.00591645j -0.0339334-0.0274987j 0.0205671+0.0180775j 0.0335011-0.0104918j -0.0452576+0.0687701j 0.0205667-0.0518412j -0.0423318+0.00304194j 0.0282357-0.0218741j 0.0239958+0.14303j -0.0730468+0.00411253j -0.119265-0.299231j -0.245043+0.00779731j 0.136765-0.0620388j -0.0114375-0.0891856j -0.0419844+0.00352294j -0.0674207+0.150317j -0.0482969-0.0435276j 0.0752163-0.00254316j 0.197294+0.138198j 
0.0664313+0.0044724j -0.0137609-0.0251587j -0.022829+0.0984226j -0.0714986-0.0659624j 0.112089-0.098579j 0.0623601-0.0856785j -0.107024+0.065611j 0.0103827+0.132773j 0.00602882-0.0799639j 0.0120651-0.0219403j -0.0755958-0.0169022j 0.13653+2.28599e-15j 0.00538606+0.00334246j 0.0178629-0.0963388j 0.106422+0.0519204j -0.116349-0.0244731j 0.01585+0.18055j 0.108648+0.129539j -0.00570779+0.037277j 0.0296452-0.0628509j -0.022996+0.0527969j -0.0309377+0.0108388j 0.0333824-0.00981897j 0.00651513+0.024722j -0.052945-0.0467949j -0.101815+0.0566124j -0.0056643-0.100796j 0.0990708+0.0339375j 0.017117-0.0537373j 0.0309749+0.0178478j -0.0383993+0.0772594j 0.0448043-0.0453636j -0.0126414-0.0311393j -0.0241314+0.0521154j 0.049052-0.012649j 0.0672217-0.002253j -0.0293649+0.0564899j -0.00274664-0.0311162j -0.0646658-0.00283886j 0.0667715-0.0587059j 0.0430189+0.0283668j 0.0363179+0.0424424j -0.0338397+0.0387438j -0.0121747-0.0173041j 0.0913089+0.017076j 0.0220976-0.0192949j 0.020223-0.0315475j -0.0317678-0.0445857j -0.096515+0.0444146j -0.00284253-0.00473302j 0.0104514-0.00287279j -0.000402659+0.0162996j -0.0171766+0.0392683j -0.0398758+0.0263295j 0.0577424+0.0223306j 0.0299277-0.0430501j 0.0279072+0.0353336j 0.0585004-0.0167343j 0.0215474-0.0181806j -0.00777894+0.0184854j -0.00333712+0.0443827j 0.010903-0.0176435j 0.038244-0.0286086j 0.0168849+0.0260087j 0.0355959-0.0313625j -0.0349472+0.000315266j -0.0115159-0.0072098j 0.0452395-0.0490093j 0.00246227+0.00673594j -0.0329153+0.0275388j -0.0108941+0.00307652j 0.0205633+0.011307j -0.0363461+0.0397394j 0.00185637+0.0262031j -0.016796+0.0140451j 0.0176321-0.0193547j 0.0929466-0.0298315j -0.0269204-0.0137567j 0.0228401-0.0188666j 0.0176077+0.0547422j 0.00576331+0.0653015j 0.00876315-0.0463252j 0.00034795-0.0367191j -0.0135575+0.0471087j -0.0116447+0.0127069j 0.0118473-0.0341362j 0.0373542-0.0456759j -0.0164865+0.0439404j -0.0651104+0.0308007j -0.00721332-0.0416763j 0.00337394-0.0247263j -0.0995022+0.0768812j -0.028677-0.0419199j -0.0267493+0.0731666j 0.0935919-0.0152724j 
-0.016457-0.00554969j -0.0100106-0.012271j 0.00419967+0.071257j -0.0693396+0.0296531j -0.0415448+0.0638483j -0.0519038+0.112833j -0.0851301-0.0140426j 0.071028+0.00870346j -0.0202477+0.0396599j -0.000853377-0.0897796j -0.031248-0.10856j 0.00538606-0.00334246j -0.24878-2.77556e-17j 0.0106504+0.00559987j -0.0556163-0.0616737j 0.0346093-0.0219252j 0.0220434-0.100664j 0.12704+0.037765j -0.0616293+0.067196j -0.0698052-0.0283242j -0.0896218+0.146855j 0.0312172-0.0722631j -0.059019+0.0193299j 0.0141592+0.150414j -0.00681253+0.113247j -0.0776163-0.164084j 0.0336605-0.11458j -0.0984659-0.113526j 0.0757117-0.0559481j -0.0790624-0.162892j 0.0644292-0.125436j -0.0768386+0.0539656j -0.0145-0.0338324j 0.0761589-0.186087j -0.0125852+0.0214468j 0.0279964+0.046404j 0.02446-0.101332j 0.0177771+0.0729585j -0.0358486+0.0239278j 0.00197735+0.0603912j -0.0945829+0.0989938j -0.0163275+0.0348052j -0.021012+0.0398743j 0.0221186-0.0360166j -0.0299473+0.0134062j 0.0676059+0.0337224j 0.0552566+0.0614949j 0.161006+0.0587214j 0.141351-0.11618j 0.112556+0.00465679j 0.0537066+0.0795667j 0.00237764-0.0712666j -0.0114007-0.00465503j 0.0426801-0.014235j 0.0877547-0.0460773j 0.0384394+0.0148461j 0.012284-0.0210243j -0.0155754+0.0156845j 0.0093484+0.0323625j 0.0433003-0.0463999j 0.0376629+0.00479677j 0.0202822+0.0101363j -0.0542691-0.0143035j 0.00283709-0.00296354j 0.0413566+0.0041869j 0.0391758-0.0364868j -0.0253127-0.00308639j -0.0328597-0.00951645j -0.0332777+0.0484779j 0.0263894-0.0080123j 0.0413998-0.0332219j -0.00769233-0.00151285j 0.044841+0.00114146j -0.0192992-0.0241098j -0.0154488-0.0300141j -0.00624085+0.0246901j 0.0277418+0.0292699j 0.0474626+0.00750535j -0.0185251-0.00942365j -0.0266512-0.027388j 0.000649385+0.00581211j -0.0254336+0.0477946j -0.00040527+0.0350851j -0.00795155+0.0192652j 0.0226095+0.0530751j 0.0267005+0.0234393j -0.0603001+0.00321562j 0.0125902-0.0478833j -0.0118368-0.0169274j -0.0496226-0.00946512j 0.0316873-0.0156493j 0.0780409-0.0605335j 0.0332692+0.0706283j -0.0149379-0.00913078j -0.0263276-0.0056579j 
-0.00670166+0.0125022j -0.00531674-0.00110572j 0.0130222+0.0312365j -0.0424776-0.07822j -0.0568409-0.00634026j 0.081876+0.193513j -0.0834805-0.102046j -0.0816802-0.00784433j -0.0544671+0.0522457j -0.0103865+0.0178489j 0.0561514-0.0718048j 0.0178629+0.0963388j 0.0106504-0.00559987j -0.1981-3.07809e-14j -0.195979+0.215124j 0.0684189+0.150852j -0.00794548-0.114424j -0.0512765-0.0628811j 0.085633-0.10308j -0.0364077+0.0101538j -0.161527-0.0943451j 0.0672722-0.0484901j 0.0608788+0.0447014j 0.0481206-0.0315143j 0.0105625-0.000455487j -0.0329006-0.00673856j 0.0127542-0.0519632j 0.0204519+0.0020712j 0.0619513-0.0340691j -0.0106539+0.00636121j -0.0590381-0.0248004j -0.0435326+0.0286481j 0.066128-0.0304808j -0.019551+0.0434642j 0.0068878-0.0208868j 0.0291056-0.00455653j -0.00430234+0.0341442j -0.00414886-0.00112954j 0.00535517-0.0022674j 0.0498851+0.0307501j -0.0190873+0.0173777j 0.00315512+0.0386284j 0.0149177+0.0233269j 0.00228166+0.0142046j 0.0722002+0.0554101j 0.0424868+0.00163851j 0.0253926-0.0180733j 0.0298746-0.0260006j -0.00976429-0.00533009j 0.0053315-0.0219573j 0.00414063+0.0411368j 0.0165675+0.0134287j 0.0128191-0.00118718j -0.0269311-0.0145513j 0.00971645-0.00492815j -0.0265259+0.00694975j 0.00680518-0.00611384j 0.0197799+0.0226839j -0.0172676-0.00128351j -0.0077382-0.0281404j -0.058017+0.0133096j -0.0124077+0.0206329j -0.0136466-0.00772982j 0.017566+0.0190837j 0.042029-0.00239116j 0.0131885-0.00196052j -0.0146755-0.005153j 0.00793201-0.0140696j 0.00830095-0.0252628j 0.0196263-0.00617746j -0.00408733+0.0294252j -0.00914833+0.00179887j 0.0142359-0.00614283j -0.0143908+0.0129885j 0.0185124-0.0199528j 0.0289456-0.0104923j 0.0266448-0.0108495j -0.0256453-0.011001j -0.0126826+0.0102293j 0.00355925+0.0401332j -0.0399362+0.038595j -0.018257+0.00295144j 0.00389378+0.00547113j 0.0378545-0.0493143j -0.0189371+0.0275186j 0.00590891-0.00939194j 0.00142629+0.0052452j 0.0262077-0.0114927j -0.00928804-0.00879314j -0.0237477-0.00957016j -0.0125436-0.0178533j -0.0272474-0.0085385j 0.0365282-0.01918j -0.0197365-0.00115401j 0.0239801+0.022729j 
0.00904081-0.0218829j 0.00651666-0.000816357j 0.0157057+0.0668012j 0.0657012+0.0409808j -0.0150718-0.183629j -0.150648+0.0271847j 0.120343+0.0721713j 0.0210618-0.122354j 0.0365863-0.104351j -0.0657114+0.002022j -0.182768-0.0324805j 0.106422-0.0519204j -0.0556163+0.0616737j -0.195979-0.215124j -0.205531+1.90264e-14j 0.0116439+0.0891385j 0.10885-0.107164j -0.0500039-0.123992j 0.0793119+0.0343172j 0.0558048-0.00253395j 0.0328395+0.0353978j -0.0593604-0.090916j -0.0155413+0.0447789j -0.0872509-0.0613725j 0.107988+0.0460601j 0.0789656+0.0546315j 0.0651135-0.0659237j -0.068906+0.0367885j -0.164817-0.0131114j -0.00667836-0.0199384j -0.0328687-0.0737734j -0.0406878+0.0990487j -0.127652+0.0507965j 0.0244464-0.0843212j -0.0169109+0.0401022j 0.0146424-0.0856745j 0.0412237-0.0122506j -0.0431451-0.00520086j 0.0290517+0.00937101j -0.0671502-0.058264j 0.0750289+0.0802099j -0.0239007-0.00816209j -0.0251927-0.0148074j -0.00613166-0.0567685j -0.0508393-0.0429242j 0.00394915+0.0395915j 0.0045882+0.0659345j 0.0118554+0.033552j 0.0421452+0.0513446j 0.0332897+0.0657609j -0.0502587-0.0354648j -0.026629-0.0014825j -0.0177886+0.00608887j 0.0258212+0.0277543j 0.0494076+0.0257791j 0.06288+0.0227826j -0.0150537+0.0100654j -0.0137462-0.00240711j 0.0257474+0.0322539j -0.0171646+0.0124393j 0.0475156-0.0127167j 0.0117845-0.0137245j -0.00674052+0.0207425j -0.00738462-0.00597486j -0.052848-0.0047682j 0.00767219-0.00445503j 0.014399-0.0192749j 0.0101242+0.00928615j -0.00652806+0.0216544j 0.00897056+0.00382089j 0.0162937-0.0305416j 0.0210708-0.0257977j -0.0130055+0.00349291j -0.0386791-0.0160587j 0.00270064-0.010482j -0.0320964-0.0106857j 0.0163495+0.024976j 0.0357241-0.0050086j 0.0108939+0.0156968j 0.0172273-0.0613244j 0.0241935-0.0204475j 0.0318068-0.0152504j 0.00525283-0.00512024j -0.0150624+0.0314897j -0.0196202-0.0196619j -0.0116599-0.0248193j -0.0413264-0.0230446j -0.0227623-0.0010764j -0.0149376+0.0200755j 0.0328821+0.0220128j 0.00752668+0.0132643j 0.0393093+0.0426613j -0.0357921+0.0272369j -0.0247823+0.00178579j -0.013778+0.00487969j 
0.0100626+0.0133609j -0.0151706-0.0301111j -0.0218569-0.0135665j 0.0251638+0.00788574j -0.00505074+0.153002j -0.111227-0.0936126j 0.0329562-0.12036j 0.029616-0.128003j 0.0758945-0.0322401j -0.0877465-0.00640742j 0.0667057+0.0390577j -0.116349+0.0244731j 0.0346093+0.0219252j 0.0684189-0.150852j 0.0116439-0.0891385j -0.118709-2.10942e-15j 0.0696839-0.307969j 0.00443155-0.113824j 0.183145+0.0590116j 0.0172755-0.0821479j 0.113519-0.0428368j 0.0145022+0.0958626j 0.00573094-0.124133j 0.0661368-0.124846j -0.106868-0.0442315j -0.0214262-0.138857j -0.00273308+0.0185961j -0.00628307+0.0752023j 0.0445127+0.0781689j -0.0112328+0.0172837j 0.00149583-0.00349715j 0.0297904-0.119793j -0.0107239+0.00141673j -0.0691399+0.0403107j 0.0329082-0.0168787j -0.0209814+0.0351042j -0.0781155+0.0105166j 0.0413593-0.0325327j -0.014024-0.0135412j 0.0323983+0.0805053j 0.0025693+0.0248293j -0.00698293-0.0197463j 0.0270777+0.00134366j -0.0377039-0.0099435j 0.0213839-0.0420093j -0.00628004+0.0160892j 0.00130968-0.0240198j -0.00792186+0.00467437j -0.0487243-0.0149435j -0.0371509-0.041981j 0.0510195-0.0549785j -0.0340032+0.0111472j -0.0278998+0.0144098j 0.0526444-0.0343552j -0.0203667-0.015294j -0.0190247-0.0199739j -0.0249295-0.00728776j -0.0167458-0.0071932j 0.00553488+0.0095256j 0.0168811+0.00483522j -0.0261409-0.00562048j -0.0300118-0.00652495j 0.0147609-0.0552211j 0.0180059+0.00858594j -0.0191615-0.0228943j 0.00700842-0.0406194j -0.0107334-0.00154923j 0.00234606+0.0109603j -0.00800456-0.0163606j -0.0300997-0.00898126j -0.0230519-0.00158038j 0.016578+0.013764j -0.00283951+0.00134081j 0.0282887-0.00727641j -0.00725558-0.00401209j -0.0184478+0.0361531j 0.0305618-0.0538014j -0.0307204+0.0222186j 0.0170472-0.0233477j -0.0333525+0.00631002j -0.0022343-0.0229748j -0.00439704-0.0149825j 0.018839-0.0105262j 0.0137145+0.00661594j 0.0347479-0.0188818j 0.0220898+0.0186591j 0.0338185-0.00455703j -0.00869029-0.00163481j -0.0127179+0.0184441j 0.025803-0.0210654j 0.0163748+0.0136328j -0.0215933-0.0119187j -0.0151469+0.0174279j 0.040993+0.0608273j 0.049655-0.0457508j 
0.0430385+0.0029049j 0.0193174+0.0311184j -0.0578039-0.146556j 0.0349821-0.0698768j 0.156851+0.204661j -0.0433028+0.0158376j 0.00772493+0.163843j 0.0254486+0.236241j 0.0482302+0.117855j 0.0131394-0.142372j 0.221279+0.107229j 0.01585-0.18055j 0.0220434+0.100664j -0.00794548+0.114424j 0.10885+0.107164j 0.0696839+0.307969j -0.0401846-1.63758e-15j -0.12155+0.0978747j 0.0447474+0.106335j 0.0889166-0.0612845j -0.0709718+0.0305989j -0.0149001+0.0679557j -0.0107466+0.0657507j -0.0592794-0.0358799j 0.0249701+0.0793541j -0.058574-0.0122861j 0.0312856-0.0451499j 0.0120215+0.000612809j -0.00375444-0.0801669j -0.077647-0.071429j 0.00113825+0.0165809j 0.0579827-0.000324429j -0.0809949-0.109111j 0.0304009-0.0648618j -0.00628756-0.0103077j 0.00550882-0.0583678j -0.0241016-0.0554874j 0.023616-0.0183159j 0.063601+0.120755j -0.0317435-0.0547475j 0.0431362+0.0805582j 0.0239849+0.0112979j -0.0282192-0.00577964j -0.0491319-0.0275889j -0.00455531+0.0151376j 0.0426894+0.0543842j 0.0252565+0.0168392j 0.00659347+0.00493129j 0.0190618+0.0658568j 0.0455745+0.0353721j 0.0159709-0.027802j 0.0488284-0.00275215j -0.0216911+0.0667157j -0.0277629+0.0476512j -0.011737+0.0463646j -0.00706434+0.0245468j -0.0314828+0.041618j -0.0197171+0.0161187j 0.0300968+0.0288188j -0.00666782-0.0125285j 0.0134308-0.0257981j -0.0219015+0.00996714j -0.0480706-0.0136433j -0.0096584+0.0123065j 0.0118803-0.0189883j 0.0112624-0.0379475j -0.0256084-0.059552j 0.0320497-0.0219194j 0.00889777-0.00771849j 0.000928724+0.00692005j 0.0134828-0.0288147j -0.0260147+0.00405654j -0.00414529+0.0423774j -0.0039081+0.00554531j -0.0124828-0.0475231j 0.0129755-0.013105j 0.0062385-0.00869506j 0.0101204+0.0656976j -0.00864465+0.01772j 0.0333668+0.0151876j 0.0189633+0.0229103j 0.00261309+0.0428927j 0.0177434-0.023543j -0.00393169-0.0229333j -0.0168396-0.0419948j -0.0104182-0.0185169j -0.0211739-0.0404933j 0.010282-0.0478325j 0.0103215+0.0121236j -0.0140709+0.00511158j -0.0017741+0.0341598j -0.0258276-0.00293009j 0.00448739-0.0112856j -0.018495+0.0363803j 0.0354226+0.00851584j 
0.0109067-0.0147043j 0.0194529+0.0530606j -0.0158946-0.0683605j 0.0611261-0.00846007j 0.192026-0.0588029j -0.00250547+0.102857j 0.167244-0.031156j -0.0770401-0.0351646j -0.118943-0.0258801j 0.0203792-0.0202969j 0.111768+0.101885j 0.108648-0.129539j 0.12704-0.037765j -0.0512765+0.0628811j -0.0500039+0.123992j 0.00443155+0.113824j -0.12155-0.0978747j -0.000669982+1.54911e-15j -0.0952659+0.094929j 0.0232913-0.0457095j 0.0802585+0.0757569j 0.0127837+0.00318535j -0.102212+0.0711768j 0.0698228+0.0319307j 0.0347286-0.0157235j 0.0548632+0.0207368j -0.051532+0.0376362j 0.10399-0.0804239j -0.0950542+0.0523534j 0.0123707+0.0337222j 0.101556-0.0517651j 0.0110235-0.0875652j -0.0522875+0.0218443j 0.00399472-0.0148724j 0.047238+0.0296128j 0.0171181-0.0258407j 0.0503675-0.0913686j -0.0489666+0.0204199j -0.036876+0.0297233j -0.0900365+0.0531623j 0.0662402-0.0501935j -0.0504756+0.0238215j -0.0212082+0.0128857j -0.0155435-0.000917155j -0.107374+0.00347327j -0.0253529-0.0236068j -0.0701465+0.0403737j -0.0479135+0.00588241j 0.048384-0.00954167j -0.00575104-0.00595738j -0.0255512+0.00342062j -0.00256623+0.0353624j 0.0198927-0.019304j 0.00168868+0.0235969j -0.0713154+0.0453981j -0.0133313+0.0185761j -0.048934+0.0161644j -0.0398018+0.014706j 0.0283604+0.0164633j 0.020138-0.000797702j 0.0148696-0.0519234j -0.0356894-0.0102466j -0.0207863+0.0306652j -0.00110583+0.020591j -0.0373849+0.0202961j -0.00895757+0.00258851j 0.000809466-0.0123144j -0.0146594+0.0316262j 0.0473936+0.0120055j -0.0104895+0.0153675j 0.0126473+0.00659181j 0.00246939-0.0244041j -0.0126689-0.017942j 0.0244225-0.0370119j 0.0377355+0.00398488j 0.0381952+0.0552927j -0.0320342+0.0315434j 0.0104288-0.0355352j -0.0204307-0.0167423j -0.0407641-0.029481j -0.0440495-0.0507007j 0.0618891-0.0357757j -0.0356579-0.0118713j 0.0145959+0.0192677j -0.0355791-0.0169571j -0.0190079-0.0199945j -0.00686062+0.00815138j 0.00979792-0.0158293j 0.00145524-0.0258594j 0.0260042+0.0438037j -0.0617084+0.0136862j 0.040526+0.0170217j -0.0183219+0.0380978j 0.0607939+0.0189609j 0.0127962+0.0381136j 
0.0169296-0.022337j 0.027761-0.0199036j 0.0597387+0.0266767j 0.055478+0.0718038j -0.0522115-0.01627j -0.00705968-0.164388j 0.172567-0.0385113j -0.0527432-0.023462j 0.0855679+0.105303j 0.0828183+0.0389273j -0.0392259-0.159701j -0.00570779-0.037277j -0.0616293-0.067196j 0.085633+0.10308j 0.0793119-0.0343172j 0.183145-0.0590116j 0.0447474-0.106335j -0.0952659-0.094929j -0.120052-6.64052e-15j 0.0745749-0.0750591j -0.0289224+0.12246j -0.0809348-0.00159599j 0.0200731-0.0827727j -0.101205-0.16644j 0.00639853-0.000309109j 0.0847621-0.0764653j -0.0206169+0.0725157j -0.0925871-0.0432632j -0.0777717-0.0113756j -0.00670186-0.0443696j 0.0297396-0.0109583j -0.00399681+0.020013j -0.064141-0.0151785j -0.046811-0.0790082j 0.0120202+0.00832495j -0.0389564-0.0526929j -0.0507206+0.00627756j 0.0119937+0.00479506j 0.0481087+0.0306713j -0.0277574+0.0711732j 0.0519673+0.0536959j 0.00801635-0.00273065j -0.0264778+0.00073296j -0.0680869-0.0305379j -0.0223452-0.0274132j -0.00261855+0.021791j -0.0509838+0.0283677j 0.0198539+0.0322155j 0.0162954+0.0153503j -0.00664699+0.0292016j -0.0159702-0.0615641j -0.0294641+0.0231877j -0.0484925+0.0200736j 0.00702496-0.0142885j -0.0288309+0.0420954j 0.000566567+0.0182125j -0.056375+0.00311291j -0.0302799+0.0136154j 0.0475769+0.0584306j 0.024317-0.0092953j 0.00567979-0.00317801j 0.0100818+0.0288191j -0.0345664-0.0301823j 0.0127006+0.0523369j 0.024891-0.0486514j -0.0153688-0.0295694j -0.00243544-0.025527j -0.0234617+0.0109025j -0.0134581+0.0127536j -0.0159512+0.036617j -0.00761216-0.0189383j 0.0202699+0.0278926j -0.00258065+0.0157583j 0.0172649-0.0372855j 0.00958946-0.0658052j -0.0130977+0.0257723j 0.0255047-0.0473222j 0.0119521+0.0618171j -0.00942561-0.00975892j -0.0148492-0.0256875j 0.0239256-0.0220294j 0.0112263+0.0161696j 0.0333679-0.0162396j -0.00206734-0.0206332j 0.00359846-0.0375882j 0.00278961-0.0111148j -0.00346552-0.0366672j -0.00240411-0.061538j -0.023039+0.0382205j 0.0224017+0.0216259j 0.00765088+0.040201j 0.0196731-0.0113808j -0.0198603+0.0685137j 0.0315712+0.0825388j 0.0537255-0.0228674j 
0.0220556+0.0219195j -0.0385827+0.0265294j -0.0273516-0.00395229j -0.0484396+0.00249763j -0.0133032+0.038403j -0.00663502-0.00723695j -0.062816+0.0267103j 0.0154343-0.051378j 0.0461538-0.0715013j -0.0123138+0.0973276j -0.0569826+0.00981843j 0.0296452+0.0628509j -0.0698052+0.0283242j -0.0364077-0.0101538j 0.0558048+0.00253395j 0.0172755+0.0821479j 0.0889166+0.0612845j 0.0232913+0.0457095j 0.0745749+0.0750591j 0.058326-3.7817e-16j -0.0394288+0.0483671j 0.018187+0.00387923j 0.0528643+0.024574j -0.0466285+0.142055j -0.0367361+0.000596746j -0.0325469+0.14278j 0.0117256+0.187671j -0.0617897-0.0590737j -0.0763132-0.0713906j 0.0475955+0.0525415j 0.0771703+0.152041j 0.00517275+0.090215j 0.106881-0.0919631j -0.0291434-0.142788j 0.0801646-0.0858636j -0.0532491-0.00255432j -0.0505372+0.0107081j -0.00526158+0.071046j -0.0387477-0.0121638j -0.042339+0.208653j 0.0184955-0.141575j 0.0129546-0.0355232j 0.0429845-0.0436024j -0.0262265+0.0833598j -0.00135747-0.0109997j -0.0282024-0.0807623j -0.0417646+0.0016207j -0.00389098-0.00442173j 0.0732372-0.0403861j -0.0344907-0.00962415j 0.0123721+0.0607927j 0.0293561-0.0991251j 0.0478285-0.115899j -0.00126793+0.0454434j -0.078439-0.0101506j -0.0831024+0.00656642j -0.0116603-0.0205543j -0.03483+0.00390855j 0.0191513-0.0939051j -0.0184096+0.0271249j -0.0261587-0.0118261j 0.002776+0.0343773j -0.0340867+0.0228849j -0.000375675+0.0207448j 0.0203588+0.0134688j 0.00335109+0.0129347j -0.00535504-0.0044457j -0.0127867+0.0270025j -0.00311533-0.0617146j -0.0231201+0.0453696j 0.000460422+0.0549256j 0.0220713-0.0167305j 0.0120407-0.0406802j 0.0214417-0.0360293j -0.0105921+0.0190037j 0.0468223-0.0224256j -0.0286732-0.0239775j 0.0129766+0.0230565j -0.0174747+0.0304084j -0.0192698+0.0315205j 0.0250945-0.012371j -0.0112762-0.00573673j 0.065305-0.0441382j -0.0256772+0.0190271j -0.0570549+0.0161335j 0.025519-0.00765339j 0.0154367-0.0545399j -0.0101459+0.0537031j -0.073966+0.0770641j -0.01754+0.0134971j 0.0158634+0.000830654j -0.0030553+0.019925j 0.01761+0.0287592j -0.0169227+0.044113j 0.0389594+0.0904711j 
0.0109678-0.0203299j 0.0100197-0.0229754j 0.0624687+0.131514j 0.000964634-0.00762684j -0.149318-0.229754j 0.0483791+0.0451475j 0.0442862-0.073342j -0.197303-0.0742928j -0.117307+0.062596j 0.0685317+0.0982317j -0.0956298-0.19047j -0.022996-0.0527969j -0.0896218-0.146855j -0.161527+0.0943451j 0.0328395-0.0353978j 0.113519+0.0428368j -0.0709718-0.0305989j 0.0802585-0.0757569j -0.0289224-0.12246j -0.0394288-0.0483671j -0.0117143+1.26288e-15j -0.0116411-0.00454125j 0.0910329+0.0422133j -0.0789861-0.127587j -0.0124822-0.028267j -0.0187406+0.0394631j -0.0377423+0.0174931j 0.0232247-0.14052j 0.03284+0.0251588j 0.0215824-0.0265061j 0.0307721-0.0086119j 0.0543422-0.0355505j 0.0212789+0.0920409j -0.0114036-0.00772433j 0.0605828+0.0576296j 0.0442491-0.00856813j -0.0215768+0.0680138j -0.00383938+0.0162728j -0.041388+0.0413597j 0.0521647+0.0122343j 0.0345959-0.0203326j 0.000641616+0.0673844j 0.00323548+0.0299838j -0.0700628-0.0239868j 0.0354851+0.00631727j 0.0110666-0.00569j 0.0225162+0.0179046j -0.00202203+0.0221282j -0.0202797+0.0191122j -0.0142879-0.0276029j 0.0214458-0.0244293j -0.0221236+0.00523278j -0.00509385-0.0123994j -0.00250082-0.0127167j 0.0559193+0.00709129j 0.0282752+0.00914936j -0.0065728+0.00856351j 0.0233011-0.00615207j 0.0212489-0.000972338j 0.0162109+0.015831j -0.0131059-0.00267675j -0.00689623+0.0225597j 0.00686846-0.0747661j 0.0128871+0.0181131j -0.00357934+0.0205464j -0.0277201-0.0328618j 0.0181857+3.61664e-05j 0.0277654+0.00396006j 0.026766-0.00813583j -0.0133621-0.0157345j -0.00981735-0.0226634j 0.00779188-0.036896j -0.0253755+0.0103407j 0.00184178+0.0120682j -0.0114119+0.0152611j -0.0142173+0.0387676j 0.0711745-0.00750259j -0.0410619-0.00422323j 0.0209594-0.0187596j 0.01316-0.00320909j -0.0036464+0.0248507j -0.00334571-0.0309657j 0.00747031+0.0024805j -0.00624692+0.00100759j 0.015528-0.0166605j 0.0185255-0.0291027j 0.0324735-0.0128468j -0.0214416-0.0032922j -0.0442964+0.0215618j 0.0110997-0.0435119j 0.000417899+0.00119805j -0.0504665+0.024838j -0.0419145+0.0209229j 0.0183354+0.0765922j 0.074283-0.0311993j 
