0.0219381-8.67362e-19j -0.0015789-7.2941e-05j -0.0146871-9.06566e-05j 0.0213154-0.000885885j 0.000444244+0.000107812j -0.00369619+0.000392342j 0.00640089+0.000391075j -0.00582974+0.000115127j -0.00166266+0.000131352j 0.026995-0.000483227j -0.0150658+7.10281e-05j -9.45702e-05-0.000532882j -0.0177455-0.000117037j -0.00390734-0.000176359j 0.00901553+0.000297291j 0.0086826-0.000254334j 0.00201753+0.000358389j 0.00358113+0.000372472j -0.0129822-1.97016e-05j 0.00201847+1.48547e-05j 0.00452203-0.0001358j 0.0112411+0.00028488j 0.00904744+0.00021013j 0.00658627+8.11159e-05j 0.0066692+9.49012e-05j -0.00337285+0.000178763j -0.00148236-0.000388682j -0.0104306+4.57856e-05j -0.00542734+0.00021745j 0.00368394+0.000643208j 0.0161413+1.74978e-05j 0.00818924-0.000146621j -0.0281706+0.000644256j -0.0121711+0.000517808j 0.024646+0.000672817j -0.0331615+0.00042958j 0.0219465-0.000188352j -0.00639929+0.000119323j -0.0429615+7.06864e-05j -0.00133042-0.000236237j -0.0131218+0.000155294j 0.0250343-9.80064e-06j -0.00965508+7.30688e-05j -0.01583+0.000363306j 0.0133807-0.000417141j -0.0158542+0.000101189j -0.0422048+0.000441383j -0.0474093-4.86001e-05j -0.00329212-0.000185853j 0.0135858-3.14866e-05j 0.00851525+2.56651e-05j 0.0301553-8.26731e-05j -0.0189892-8.74137e-05j -0.00339255+1.45369e-05j 0.0393131-0.000510594j 0.0220462-0.000489974j -0.0104918+0.000100869j -0.0106537-0.000354031j -0.0270504+0.000280314j 0.00675116+8.98608e-05j -0.00860625+3.27784e-05j -0.000235066+6.30578e-05j -0.00610621-0.000218021j -0.0362249+0.000864028j 0.0437822+0.00113556j -0.0217541-0.000459565j 0.0777906-0.0065687j -0.195118-0.00129777j 0.0123805+0.00179505j -0.842999+0.00493857j 
-0.00133042+0.000236237j 0.0222608-0.000313077j 0.104683+0.00124095j -0.0710152+0.00065581j -0.01793-0.000320658j 0.0306793+3.73535e-05j 0.238265-6.80924e-05j -0.112902+0.00104378j -0.0710065+0.000697106j -0.0614837-0.000362071j 0.173052-0.00112398j 0.112913+0.000293482j -0.150587+0.000540893j -0.0962169+0.000110841j -0.0288963+0.000377554j -0.0181556+7.11809e-05j -0.138104-0.00108127j 0.092658+0.000866874j -0.0904807+0.00169614j -0.0480423+0.000417585j -0.158676+0.0017228j -0.145971+0.000611518j 0.00939171+0.000947764j -0.00382706-0.000927598j -0.151784-0.0011348j -0.108926+0.0015653j -0.0186959+0.0015447j -0.189553+4.54672e-05j -0.176839+0.000293025j -0.0825389-0.00196899j -0.117699+0.0010847j 0.110929+0.000578828j 0.00704469+0.000520281j -0.0363092+0.000139483j 0.0665133-0.000591j 0.088691+0.00122552j -0.126069+0.000195797j -0.119608-0.000581652j -0.0413242+0.000524351j 0.0557056-1.16504e-13j 0.177059+0.000400924j 0.199583-0.000792921j -0.0459937+0.000128654j -0.156383-0.000500487j 0.0560278+0.000995601j -0.163136-0.000749535j -0.0508989+0.000369261j 0.0757389+0.000649221j 0.175931-0.000394885j 0.0798174+0.000367779j 0.10965-0.000361834j 0.173408-0.00156418j 0.012126+0.000528255j 0.0660227+0.00206741j 0.1416-0.000843387j -0.330389+0.00404243j 0.0312415-0.000366605j 0.0926448-0.000208565j -0.122563+0.00164088j 0.0321946-0.000628377j -0.00169127+0.000556707j -0.0488306-9.96408e-05j 0.00741504-0.000626866j -0.0719466+0.00185782j 0.0488234-0.00230395j -0.0758781+0.00231044j -0.0320094+0.00253646j 0.0135838-0.00233209j -0.0295391-0.00119041j 0.0119963+9.72694e-05j 
-0.0131218-0.000155294j 0.0100676+0.000371816j -0.0248888-0.000899301j 0.0120773+0.000109746j 0.00780011+0.000268984j -0.100794-0.00090161j 0.130605+0.00116206j -0.00645184-1.59044e-05j 0.196491+0.000751362j -0.0204616+0.000854384j -0.29146-0.00194527j 0.0632448+0.00116625j -0.227948-0.000490416j -0.255072+0.000737394j -0.113443-0.00104686j 0.0835621+0.00111234j -0.0406489+0.000142437j -0.0668132+0.000317961j 0.0843487+0.000626432j -0.128729-0.000941603j -0.124673-0.00023313j -0.133601-0.00104764j -0.0959999-0.000436134j 0.167096-0.000190551j -0.000926324-0.000446119j -0.0426972-0.000906441j -0.120218-8.28066e-05j 0.0673993+0.00106084j -0.142737+0.000576318j 0.0382785-0.000270712j -0.164336-0.000743624j -0.0315711-0.000482243j 0.0678091+0.000631478j 0.040002+0.00048569j 0.00667652-0.00192189j -0.00890147-0.000110308j -0.077197-0.000249498j -0.0694011+0.00121456j -0.251436-0.000124629j 0.177059-0.000400924j 0.0660379-2.60808e-14j -0.0796754-2.79957e-05j -0.0690123+0.000495414j -0.00628426+0.00130032j -0.0856747-0.000142323j 0.0362214-0.000249755j 0.052183+0.000864107j 0.19014+3.97878e-05j -0.0415663+2.50173e-05j -0.159661-0.000494909j -0.175447+0.000621036j -0.26565+0.000488399j -0.00491325+0.000566043j -0.131104+0.000694482j 0.0699453-0.00136267j 0.0336679-0.000496759j -0.0585932+0.000611535j -0.0289589-0.000592488j 0.110404-0.00114296j 0.00790547+5.49124e-05j -0.0974248+0.000371195j 0.0623973-0.00156174j 0.0704258-0.000914044j -0.0512822+0.00151931j 0.0503356-0.000553081j 0.0951437-0.000973556j -0.0289504-0.000326754j -0.0598957+0.000888763j 0.0155493+0.000808617j -0.00568471-0.000786833j 
0.0250343+9.80064e-06j -0.00839953-6.14217e-05j 0.0284345+0.000535146j -0.01268+0.000275155j 0.0253446+0.000143472j -0.0121499-0.000579445j 0.0217187-0.000123245j -0.180969-0.000147383j -0.218417-0.00110387j 0.0104751+7.47501e-05j -0.0852267-4.44273e-06j -0.0398184+0.000228841j -0.180803-0.000461252j -0.0140889+0.000957952j -0.152632-0.0021882j -0.1319+0.000541634j -0.080366+9.98242e-05j 0.00123762+0.000916719j 0.0343103+0.0010688j -0.238358-0.00198341j -0.0744493-0.00185969j -0.187379-0.000594683j 0.0873836-0.00109049j -0.150689-0.00105535j 0.136241-0.000181288j -0.0702469-0.000176159j -0.014032-0.00114362j -0.138227+0.000254334j 0.152516+0.000634571j -0.00189301+0.000796308j 0.0876486+0.000105429j 0.0651806-3.84153e-05j 0.176185+0.00131766j 0.136401+0.000949045j -0.045635-0.00114416j -0.0526936+0.000221749j -0.0492986+9.98418e-06j 0.09962+0.00149531j 0.0901158-0.00106695j 0.199583+0.000792921j -0.0796754+2.79957e-05j 0.205725+3.09496e-15j 0.119255+0.000163063j 0.0612958+0.000481547j 0.106545-0.000486975j -0.138751-0.000162681j -0.0433677+0.000369864j -0.225126-0.000598742j 0.131879-0.000227909j 0.0383629+0.00029302j 0.0514709+0.000114155j -0.129425-7.72864e-05j 0.152349-0.00039807j -0.0161818-0.000215397j 0.00874233-0.000246116j 0.261647-0.00165856j -0.0501827+0.000567759j 0.0524377-0.00108182j 0.062579-0.000960754j -0.0341664+0.00026574j 0.0214607-0.000260269j 0.0450444-0.000336365j -0.154501+0.000520012j -0.0837115+0.000495758j -0.0842769+0.000503393j -0.0328115-0.00159188j -0.0126628-0.000681118j 0.0316092+0.000762473j 0.026531+0.00100107j 0.00779419-6.66627e-05j 
-0.00965508-7.30688e-05j -0.0147748-0.00011386j 0.00834316-0.000306472j 0.0395941+0.000184091j 0.01115+0.000927721j -0.07042-4.38104e-05j -0.0409017+2.3984e-05j 0.0439272-0.000723019j -0.165425-0.00124528j -0.0967166-0.000309769j 0.0381074-6.70983e-05j 0.116179+0.000102823j -0.0477297-0.000443099j -0.0539642-0.000729086j -0.0445891-0.000236169j 0.0775691-3.51072e-05j 0.00739329+0.000164294j -0.0406441+0.000144639j 0.184982-0.000408067j 0.0473524-2.67434e-06j 0.00791751-1.55952e-05j -0.00104175+0.000189951j -0.129317-0.000313642j -0.0421515+0.000531404j -0.0558294-0.000556326j 0.142534-0.000229314j -0.029671-0.000177641j -0.00970943-0.000739814j 0.00963436+0.000287735j 0.01253+0.000170884j -0.154231-0.000403906j -0.0259165+0.00012197j 0.0767166+0.000259848j -0.0310624-0.000121494j 0.1078-2.54524e-05j 0.0812154-6.55023e-05j -0.00140648-0.000120208j 0.0254798+3.82881e-05j 0.0111623+0.000255586j -0.0459937-0.000128654j -0.0690123-0.000495414j 0.119255-0.000163063j 0.153199-1.86557e-14j 0.182196-0.000210046j 0.0387623-0.000300298j -0.139706+0.000337434j 0.0729189-0.000134471j 0.113273-0.000493476j -0.422822+0.000439673j 0.301162+9.01365e-05j -0.187956+0.000194397j 0.177044-0.000347827j 0.48228-0.000758462j -0.0396483-0.000903068j 0.0982758-9.19688e-05j -0.0271219-9.81325e-05j 0.0542225+0.00016485j 0.00668407+0.000555987j 0.0416388-7.10124e-05j -0.0755274+0.000155805j 0.0689572-0.000112161j 0.0627283-3.52142e-05j 0.117954-0.000255676j 0.00124446-0.000703749j 0.0119305+0.000368706j 0.0185451-0.00016762j 0.0121648-8.13614e-05j -0.0106314+0.000685141j 0.00565168-0.000180635j -0.0176173+1.03386e-05j 
-0.01583-0.000363306j -0.0432662-1.06496e-05j -0.00195242+1.22804e-05j 0.0430066+0.000570772j 0.0833916+0.000287246j 0.0189279+0.000395635j 0.0263692+0.000533699j 0.0460024+0.000174524j -0.167935-0.00113386j -0.0597687-0.00054501j 0.0275072-0.000244364j 0.0299574-0.000466437j -0.152908-0.00144745j 0.0423662-0.00055235j -0.0952279-0.000171593j 0.114852+0.000562398j -0.131837+0.000207655j -0.0284658-8.31321e-05j -0.0227269+0.000364088j 0.10161+0.000165483j -0.10983-0.000399317j -0.020949-0.000306913j 0.0955459-0.000299991j -0.198932-0.000158843j -0.0389809-0.000485653j 0.0444337-9.76257e-06j -0.0396682+4.01026e-05j 0.206626-0.000174445j 0.172375+0.000278297j 0.0394894+0.000406551j -0.00974569-4.04271e-06j -0.0632763-0.000158632j -0.081681+0.000871815j 0.074418+0.000390291j -0.0983741+0.000554562j 0.10464+0.000447445j -0.106176-3.82983e-05j -0.0473143+0.000191906j -0.0711694+0.000220457j -0.156383+0.000500487j -0.00628426-0.00130032j 0.0612958-0.000481547j 0.182196+0.000210046j 0.285848+3.60544e-14j -0.0832723-0.000778984j -0.140477+0.00125265j 0.373287-0.000193504j 0.138517-0.000135672j 0.211816+0.000944735j -0.0994833-0.000638194j -0.0619379-0.000441135j 0.107029-0.000210695j -0.376043+0.000473669j 0.00841946-0.00105126j 0.0155431+0.000640096j 0.0271869+0.000348142j 0.0124813-0.000292996j 0.0776596+0.000556456j 0.0119805+0.00028917j -0.0655039+0.000156015j 0.0900482-8.24714e-05j 0.0448613+0.000307364j 0.0834961-0.000329351j -0.0119074-0.000789799j 0.0461388+0.00040209j -0.00869878-9.689e-05j 0.0515409-4.15931e-05j -0.0205897-0.000233808j 0.0206738-0.000482784j -0.0230556+0.000138904j 
0.0133807+0.000417141j 0.0180027+0.000111961j 0.015762-3.10594e-05j 0.0232561-0.000663226j -0.085322+0.000719931j -0.0428807-0.00067719j -0.172277-0.000750985j 0.0454514-0.00112932j -0.140559-0.000807485j -0.0841055+0.00115066j 0.12439+0.000543637j 0.198176+0.00133178j -0.0453622+0.00126331j -0.0957473-0.000858273j -0.131486-0.000110437j -0.00258342-4.73063e-05j 0.0203704-0.000288102j 0.0271341+0.000332666j 0.075863-0.000813056j 0.0935702-0.000183193j 0.107119-0.000804925j 0.10103+0.000419353j 0.00471325+0.000476786j 0.070675+7.14637e-05j 0.0706949-0.000138363j -0.00905936+0.000220048j -0.0714707-0.000702759j -0.108058-0.000205961j 0.0572163-7.87787e-05j 0.0489761+0.000951116j 0.0971352+0.000701851j 0.132147+0.000865781j -0.0669176-0.000423216j 0.0376707-0.000271211j 0.0273004-0.000184175j 0.117353+0.000801928j 0.209611-2.40532e-05j -0.082202-9.44858e-05j 0.13026-1.23046e-05j 0.0560278-0.000995601j -0.0856747+0.000142323j 0.106545+0.000486975j 0.0387623+0.000300298j -0.0832723+0.000778984j -0.467653-6.17326e-15j -0.180422-8.01351e-05j -0.202721-0.000157392j 0.237408-0.000459691j 0.06907-0.000674825j -0.0617761-7.54406e-05j -0.112242+0.000138122j -0.183774+0.000561554j -0.0874326-0.000262316j 0.125168-9.29449e-05j 0.0449831-0.000417418j 0.0300553-0.00084142j -0.092219+0.000335583j -0.025941+0.000115036j 0.0812422-0.000822555j -0.0691108+0.000380302j -0.0167604-8.64793e-05j -0.298244+0.000371626j 0.0346622+0.000397725j -0.069512-5.27486e-05j 0.0250239-9.28591e-05j 0.0181748-0.000454681j -0.0186374-0.000193096j -0.00742264+0.00146296j -0.00282346+0.00039462j -0.00485946-0.000182398j 
-0.0158542-0.000101189j -0.00823817+8.96463e-05j -0.0303273-0.000461537j -0.012365-0.00011615j 0.0284763+0.000995898j -0.0815028-0.000274248j -0.0123509-0.000193677j -0.0169618-0.000208759j -0.0110091-0.0010166j 0.0179085+0.00012767j -0.19127-0.00086943j -0.0910257-0.000167827j 0.0509449-0.000488857j 0.00251544-0.00028217j -0.17852-0.00131086j 0.111959+0.00027072j -0.0821803+0.000197746j 0.0496649-3.19012e-05j 0.0667002-0.000336717j -0.0528847-0.00130485j -0.198693-0.000665644j -0.0100531-0.000729851j 0.0463493-0.000639634j -0.128437-4.30395e-06j 0.0526288+0.000234241j 0.115467+0.000146512j -0.018813-0.000346937j -0.0301552+5.11327e-05j -0.0682551+0.000140747j 0.0090006+7.77503e-05j -0.0559461-0.000376131j -0.00465975+0.00058154j 0.0507674+0.000784689j 0.0688297+0.000579942j 0.0334192-0.000331354j 0.191358+0.000476755j 0.192234+0.000771987j 0.102098+0.000673937j -0.0613223-0.000216468j -0.163136+0.000749535j 0.0362214+0.000249755j -0.138751+0.000162681j -0.139706-0.000337434j -0.140477-0.00125265j -0.180422+8.01351e-05j 0.0338597+1.33491e-14j 0.125824-0.000556214j 0.095487-0.000217658j -0.0362758+0.000811524j 0.21026+0.000661274j 0.593528-0.000328738j -0.0538387+0.000179915j 0.0878114-0.000463981j 0.0890449-0.000251572j -0.0686372+0.000930865j 0.0763251-0.00085497j 0.0329776-0.000289016j 0.0242397-0.000540101j -0.0559342+0.000433548j -0.0602009-0.000101878j 0.0699895-0.000723438j -0.10737+0.00116754j 0.044843+0.00092943j 0.0024211-0.000701542j 0.0552987+5.26645e-05j 0.0586565-0.000463558j 0.0211211-0.000613658j -0.0145988+0.000300817j 0.0078559-8.79985e-05j -0.0104869-8.49789e-05j 
-0.0422048-0.000441383j -0.0262926+0.000446268j -0.0820618+0.000453115j -0.0794264-0.000262213j 0.135882-0.000557045j 0.0874185+0.000489188j 0.0948914+9.77824e-05j -0.0550903+0.000482571j 0.0420677+0.000535437j 0.103151-0.000754434j -0.0999747-0.0012138j -0.0614515-0.000667224j 0.0959439-0.000179475j 0.288705+0.000666693j 0.11398+0.00158298j 0.025715+0.00175989j -0.179934+9.58934e-05j -0.0922003-0.000430199j -0.257075+0.000466188j -0.0944402+0.00058086j -0.0530536+0.000489696j -0.00959735+8.98391e-05j 0.0819177+0.000155589j -0.0348847+0.000125983j 0.136922+0.000772163j 0.0446712+0.00112914j -0.243946-8.15764e-05j -0.116686-0.000411156j -0.0776462-0.00017105j -0.0155374-0.000523877j -0.180793+0.000716514j 0.07212-4.10723e-05j -0.11557-0.000760033j -0.0852177+0.000624951j 0.0583058+0.000381831j -0.0786893-0.000254856j 0.0481695+0.000368454j 0.0165234-0.000958559j 0.0311153+0.000742301j -0.0508989-0.000369261j 0.052183-0.000864107j -0.0433677-0.000369864j 0.0729189+0.000134471j 0.373287+0.000193504j -0.202721+0.000157392j 0.125824+0.000556214j -0.178598-2.33602e-15j 0.0323565+0.000880418j 0.0905476+0.00080837j 0.0566344-0.0007231j -0.132165-0.00109969j -0.0225687-0.00104144j 0.170656+0.000914726j -0.0241315-2.32631e-05j 0.150479-0.000532518j -0.015584+0.00131963j -0.0109126-0.000161242j -0.0326139+0.000357769j -0.0299542+0.000381646j -0.00377759-0.000177344j 0.0309901+0.00034455j -0.24704+0.000329429j -0.104023+4.58629e-05j -0.0572794+0.000659848j 0.0722349-0.000611277j 0.0392315+0.000189181j 0.0069115+0.000628271j 0.010887-0.00153975j 0.011278-0.000448456j 0.0111902+8.67499e-05j 
-0.0474093+4.86001e-05j 0.00783105+0.000759581j -0.0747445-0.00089158j -0.0802612-0.000935208j -0.0019955+0.00166878j -0.150747-0.00289464j -0.0785729-0.00149788j 0.0140783-0.0011928j -0.048792+0.00114551j -0.172322-0.000136173j 0.0776246-0.000235579j 0.237815+0.00116662j -0.00296918+0.000488334j -0.226832-0.00152375j -0.304819-0.00101688j -0.00147185-0.000417275j -0.0523818-5.84509e-05j -0.122693+0.00044307j -0.116901-0.000294038j -0.00525906+8.62421e-05j -0.131349-0.000117293j 0.189556+0.00122332j 0.0539685+0.000129499j 0.149287+0.000543407j 0.143371+0.000116646j 0.0291432-0.000250894j -0.0351634+1.71705e-05j 0.0278298-0.000406611j -0.0220503+0.000520176j -0.0420135+0.000197912j 0.0168778+0.00080694j 0.0902926+0.0012765j -0.108762-0.0010098j 0.000900245+0.000226191j 0.168296+0.000400015j 0.0270165+0.000779323j 0.11314+0.000491986j 0.0712066+0.000436595j 0.0545139+0.000557447j 0.0757389-0.000649221j 0.19014-3.97878e-05j -0.225126+0.000598742j 0.113273+0.000493476j 0.138517+0.000135672j 0.237408+0.000459691j 0.095487+0.000217658j 0.0323565-0.000880418j -0.149348-4.71997e-15j -0.0209431-9.66664e-05j -0.113614-0.000369439j -0.0315086-0.000280462j 0.13211+0.000568501j -0.0278494-0.000343238j 0.157312-0.000408712j -0.0302652-0.000575522j 0.0626099-4.05533e-05j -0.0546661+0.000303552j -0.00214838+0.000312531j -0.179557+0.000497252j 0.142278-0.000373414j 0.127728-0.000418741j 0.0506347+0.000349882j -0.200562+0.0014j -0.000339904-0.000498839j 0.0178949-0.000324154j 0.076325-7.03779e-05j -0.00968932-1.30658e-05j 0.0145769+0.000423304j -0.001652-9.62369e-05j 0.00319284-5.4713e-05j 
-0.00329212+0.000185853j 0.00444042+0.000228086j -0.041834+0.000804209j -0.0795608-0.000859883j -0.0650726-0.000344144j 0.00676597+7.54155e-05j 0.0497519-0.000670205j -0.176498+0.000158865j -0.00967133+0.00051925j 0.135619-0.000939937j -0.0947129+0.000617884j -0.0279058+0.00062546j 0.107351-6.79084e-05j -0.0581419-0.000339527j 0.0798101+0.000627132j -0.116775-0.000511108j -0.0575418-0.000563423j -0.0158909-0.000516756j 0.12426-0.000427704j -0.0105427+0.000328242j -0.116643+0.000399909j 0.140835+0.000980524j 0.302059+0.00091017j 0.00704279+0.000792368j 0.0876832+0.00122698j -0.129996-0.000239963j 0.0605096+0.000430892j -0.0364565-0.000625859j 0.0221707-0.000313718j 0.0274024+0.000468768j 0.0256195-0.000219799j 0.0797744+0.000243036j -0.122723-0.00140861j -0.069097-0.000430052j -0.0331225+0.00055538j 0.240361+0.000156631j 0.0132213-6.02004e-05j -0.139677-0.000844181j -0.0700815+0.000697772j 0.175931+0.000394885j -0.0415663-2.50173e-05j 0.131879+0.000227909j -0.422822-0.000439673j 0.211816-0.000944735j 0.06907+0.000674825j -0.0362758-0.000811524j 0.0905476-0.00080837j -0.0209431+9.66664e-05j -0.221456-8.41839e-14j 0.10193+0.000307846j -0.18637+0.000501834j -0.00658204-0.000377145j -0.141095+1.66423e-05j 0.192956+0.000296078j -0.0772281+0.000317372j 0.0766545+5.07759e-05j 0.146587-0.000761671j 0.00967644+0.000115811j -0.00889838+0.000151731j -0.0679654-1.62645e-05j 0.0407994-5.69622e-05j -0.0198757+0.000334287j 0.142367+0.000421452j -0.0445126-0.000141904j 0.0360546-7.33416e-05j -0.0534712+0.000238851j 0.0123534+0.000162539j 0.0166443-0.00075989j -0.00296757-0.00015836j 0.0121205+0.000228543j 
0.0135858+3.14866e-05j 0.0136697+0.000101331j -0.0211449-0.000309454j 0.014339-0.000572601j -0.0306004-0.000959506j -0.02098-0.000992626j -0.0180636-0.000577833j 0.0245626+0.00033538j 0.110137+0.000869096j 0.0298835-0.000590005j -0.182054-0.000418923j 0.100342+0.0010033j -0.109487+0.000107385j -0.0940064+0.000373274j 0.00351051+9.46292e-05j 0.0118854+0.000540612j 0.191669-0.000675846j 0.148558+0.000547325j -0.0500804+0.000274164j 0.128971-0.000368732j -0.164851+0.000177844j 0.025531-0.000496542j 0.210035+0.000356089j 0.0356433-0.000135917j -0.169225-7.43153e-05j -0.0945667+0.000727914j 0.0634509+0.000241467j -0.0531835+0.000357481j -0.0627634+0.00074357j 0.0863842-0.000516227j -0.111382-0.000120728j -0.0196578-0.000157701j -0.14997-0.000438666j -0.108608+6.21085e-05j -0.0333557-0.0004814j -0.061365-0.000179609j 0.063382-0.000565676j 0.0707674-0.000119999j 0.168689-6.1209e-05j 0.0798174-0.000367779j -0.159661+0.000494909j 0.0383629-0.00029302j 0.301162-9.01365e-05j -0.0994833+0.000638194j -0.0617761+7.54406e-05j 0.21026-0.000661274j 0.0566344+0.0007231j -0.113614+0.000369439j 0.10193-0.000307846j 0.427364+1.31402e-14j -0.103465-0.000459883j -0.0925544+0.000315336j -0.124096+0.000591444j -0.0810637+0.000899005j 0.00236191-0.000555127j -0.0325766+0.000252564j 0.0318983-0.000362474j 0.0198634-0.000640916j -0.0141868-0.000283196j -0.072488+0.000164586j 0.341052-0.000190805j 0.0409397-0.000630951j 0.00601576-0.000282256j -0.0223003+0.00112617j 0.0226593-0.000741478j -0.00491733+8.06445e-05j -0.0267251+0.000388802j -0.00873306-0.000373124j -0.00411191+0.00027666j 0.0132865-0.000308927j 
0.00851525-2.56651e-05j -0.0121719-0.000119601j 0.00898488+0.000102538j 0.0396928+0.000362096j 0.0626685+0.000105423j -0.000486973-0.000113399j -0.0247359+0.000122191j 0.0907088+0.000748033j -0.186664-0.000502549j -0.1064-0.00150172j 0.141717+0.000792414j 0.0997196+0.000418019j -0.140278+0.000265994j -0.0364303+0.000407015j -0.0128361+0.000520123j 0.037052+0.000713797j -0.318828-0.00192382j -0.0402956+1.51539e-05j -0.0796567+0.000546599j 0.0242591+0.000597932j -0.0512186+0.00022356j -0.0282042+0.000371984j -0.0522957+0.000135878j -0.0765774-0.000860162j -0.0219042-0.000222175j 5.33908e-05+0.000596888j 0.119212+0.000795451j -0.0872457+6.8458e-05j 0.0970339+0.00149224j 0.134544+0.000647751j -0.0555751+0.000114479j -0.17956-0.000907725j 0.0235682+0.00040638j -0.0544023+7.80326e-05j -0.0422672-0.00109394j 0.0286875+0.000135045j -0.132234-0.0010436j -0.0229509-0.000100152j 0.0960352+2.54937e-05j 0.10965+0.000361834j -0.175447-0.000621036j 0.0514709-0.000114155j -0.187956-0.000194397j -0.0619379+0.000441135j -0.112242-0.000138122j 0.593528+0.000328738j -0.132165+0.00109969j -0.0315086+0.000280462j -0.18637-0.000501834j -0.103465+0.000459883j 0.0946663+6.47689e-14j 0.0729217-0.000281721j -0.0656678-1.17757e-05j 0.0474967-1.19946e-05j 0.0708323-0.000420217j 0.0189599+0.000907992j 0.034715+5.66737e-05j 0.00805253+0.000262114j 0.0681487-0.000520981j -0.0366297+0.000292886j -0.0264883-0.000113682j 0.0274385-0.000783212j -0.0142033-0.000701697j -0.0230993+0.00063036j 0.0022596-0.000279241j -0.00216192+2.6482e-05j -0.0125523+0.000534893j -0.0106025-6.41527e-05j 0.00625078-2.89302e-05j -0.00740383-0.000129953j 
0.0301553+8.26731e-05j 1.22966e-05+0.000186871j -0.0194689-0.000113316j 0.00989671-0.000478154j -0.147937+0.000368597j 0.00828014+0.000186301j 0.0678407+0.000442224j -0.089044+0.00123647j 0.156707+0.000364297j 0.101224-0.000348711j -0.0401724+0.000558657j -0.0924909-0.000177333j 0.134638-0.00029819j -0.339059-0.00048048j 0.0456081-0.00133713j -0.192593-0.000381432j -0.0854496+0.00144915j 0.157299-0.000352575j -0.0726768+0.000844953j -0.0858229-4.65494e-05j -0.0307223+0.000392334j 0.0532896+0.0011494j -0.0980498-0.00119279j -0.0847391-0.000284388j -0.00866047+0.000334842j -0.0241679-0.000172668j -0.0405969+0.000759808j -0.0518492+4.1703e-05j 0.0900541-0.000131821j -0.0836545-0.000563568j 0.00858641-5.93935e-05j -0.150482-0.000668312j 0.0276712-0.000264535j 0.0335232+0.00084657j 0.0319287-0.000576378j -0.0212821-0.00090617j 0.00467587+0.000648326j 0.128207+0.000155387j -0.114753-0.000344365j 0.173408+0.00156418j -0.26565-0.000488399j -0.129425+7.72864e-05j 0.177044+0.000347827j 0.107029+0.000210695j -0.183774-0.000561554j -0.0538387-0.000179915j -0.0225687+0.00104144j 0.13211-0.000568501j -0.00658204+0.000377145j -0.0925544-0.000315336j 0.0729217+0.000281721j 0.407025+2.17333e-14j -0.0219391-0.000127539j 0.000893905-0.000440734j -0.0174272+0.000542765j -0.0180403+0.000494225j -0.0322337+0.000250219j -0.0919094-0.000634714j 0.041061+0.00031979j -0.032009-0.000107843j 0.0881549-0.000407375j -0.0807413+0.000393275j 0.00571296-0.000687154j -0.075025-0.000606131j -0.0842083+0.00117496j -0.0676825+0.000498803j 0.0274673+0.000395876j 0.0547523-0.000781302j -0.0058597-0.000235j -0.00177486+0.000486017j 
-0.0189892+8.74137e-05j -0.00745733-8.82167e-05j -0.0126504+0.00102034j -0.0514054+0.000267552j -0.00957105-5.34774e-05j 0.077426+0.00104138j 0.104448+0.000657744j -0.120897-0.000424611j 0.0452225+0.000404244j 0.150654+0.00126584j -0.0271761+0.00049891j -0.0666317-0.000855266j 0.114915-0.000213131j 0.116438-7.35248e-05j -0.00169984+0.000776856j 0.0647895-5.2981e-05j -0.192924-0.000352406j -0.0638567-0.0011539j 0.138092-0.000204033j 0.0270122+0.000575711j -0.218844-0.00110117j 0.117305+0.000644541j -0.0707948-1.43404e-05j 0.0995204+0.000635578j 0.245564+0.00103398j 0.0984829+0.000235797j 0.16204+0.000206347j -0.0364976-0.000650982j 0.0186756-0.000320858j -0.0202079+0.0005975j 0.0522249+0.000471707j 0.0928539+0.000460705j -0.0526212-0.000936136j -0.0507561-4.82216e-05j 0.0285721+0.00138104j -0.07347+0.000232281j -0.14083+4.98771e-05j -0.194775-0.000761501j -0.0541492+0.000321251j 0.012126-0.000528255j -0.00491325-0.000566043j 0.152349+0.00039807j 0.48228+0.000758462j -0.376043-0.000473669j -0.0874326+0.000262316j 0.0878114+0.000463981j 0.170656-0.000914726j -0.0278494+0.000343238j -0.141095-1.66423e-05j -0.124096-0.000591444j -0.0656678+1.17757e-05j -0.0219391+0.000127539j 0.0467716+1.92056e-15j 0.125522-0.000129517j -0.0641279+0.000140032j 0.0408452+0.000198859j 0.0475693-0.000612012j -0.0179425+0.000821209j -0.01618+9.7221e-05j 0.0187622-3.97648e-05j -0.0678496+9.24889e-05j -0.0408805+0.00031188j 0.0285673+0.000460288j -0.0115503-0.000455485j 0.034131+0.000127526j -0.0218314+0.000294282j 0.0126036-6.26405e-05j 0.00683297-8.91986e-06j 0.000776058-0.00016725j 0.00360884+0.000322854j 
