-0.022019-6.93889e-17j 0.0115834-0.00233796j -0.0220004-0.00274286j -0.0418641+0.00428325j 0.0376253-0.00496765j 0.0508796-0.00589314j -0.0266277-0.00338268j 0.0270118+0.00827431j -0.0312183+0.0132193j 0.0263205+0.000285608j 0.0248782-0.00610808j -0.0268963+0.00263082j 0.0285175-0.00471201j 0.0248261+0.000355951j -0.0156662-0.00160013j -0.0171963+0.00270467j -0.0017322+0.00398815j 0.0109201+0.000721116j 0.0306824-0.00159346j 0.0195804+0.00907825j 0.0473207-0.000532275j 0.0178801+0.0011187j -0.0196329+0.0124765j 0.063512+0.00126723j -0.0253835+0.00588989j 0.0166795+0.00251675j -0.00903019-0.00772537j -0.0457986-0.00710734j -0.000140338+0.00284706j 0.00142814-0.000711058j -0.0127206-0.00315834j 0.0169015-0.00201782j -0.0325147+0.00148787j 0.0139992-8.76171e-06j 0.00865824+0.00296748j 0.0341143+0.00792486j 0.0332964+0.0107616j 0.00723748-0.00201364j -0.0044617-0.0212757j 0.0164309+0.00122444j -0.00143191-0.0131466j -0.00345566+0.00743428j -0.0109616+0.00639723j -0.011052+0.00703215j 0.0168566+0.0496324j -0.020423-0.00206711j -0.000522273+0.0134678j 0.00791528-0.0213433j -0.0189497+0.011856j -0.00913657-0.00563289j -0.0136652-0.0171453j 0.00497174-0.0127516j -0.000716749+0.0140063j 0.00117371+0.00744799j 0.000145376+0.0115682j -0.0100927-0.00335137j -0.00858645+0.0588867j 0.0109487+0.0199704j -0.00981198+0.00331728j -0.0138924+0.00483517j -0.0221363-0.013936j -0.00176935+0.0160484j 0.00747948+0.00673865j 0.0118126+0.00804344j 0.00258612-0.0175114j 0.017818-0.0314507j 0.00629307+0.0172519j 0.0140717-0.00451623j 0.00730186+0.00660621j 0.00849553-0.0145683j -0.00837804-0.0178556j -0.00764044-0.017657j 0.00658593-0.00657074j 0.00489743-0.00741659j -0.0173147-0.0103044j 0.0011437-0.00563358j -0.0119802-0.0254393j 0.000738179+0.0104448j -0.00205328-0.0129187j -0.022842+0.0142824j 0.0155443-0.00621848j 0.0132058+0.0191526j -0.0361343+0.00469267j -0.00925208+0.0405841j -0.0226557+0.0253932j 0.0151109-0.0759412j 0.0218192+0.0483186j -0.00693236+0.00369425j 0.045388+0.0799271j 0.201964-0.223046j 0.0641917+0.358676j -0.0761674+0.0770105j 0.0345397-0.0674659j 0.100298+0.0248209j 0.404004+0.0755836j 
0.0139992+8.76171e-06j 0.0129554+0.00400587j 0.00255064-0.00116886j 0.00554306+0.00217432j -0.0195399+0.00665472j -0.0191841-0.000196109j -0.020755+0.0101363j 0.00194061+0.00570795j 0.0605259+0.00310462j 0.00375567-0.00477951j 0.0183391+0.0115797j -0.00641921-0.00306501j -0.0150334-0.000234636j -0.0306392+0.00280413j -0.00769171+0.00546577j -0.0103954+0.00392816j 0.0014109+0.00224887j 0.012835+0.00218364j 0.0307836+0.00604197j -0.0116646+0.00238545j 0.0176066-9.97979e-05j 0.00420802+0.0046064j 0.0102058+0.000385376j -0.0311269-0.00158413j 0.0189839-0.000447354j -0.0142245+0.00701321j -0.0242811-0.0114196j 0.0434294+0.00703921j -0.0350664-0.00328879j -0.00888329+0.00104638j 0.0292804+0.00256157j -0.00697258-0.000580535j -0.0535721-0.00549924j 0.0152737+1.02579e-14j 0.00746976-0.00333703j 0.0022277+4.24974e-05j -0.0135261+0.00220487j -0.0169722-0.00307114j 0.0233903-0.0023853j 0.0315471-0.00492936j -0.00591706-0.003763j -0.0185103-0.00757402j -0.0150169+0.00493071j -0.00102455+0.00852366j 0.0090701+0.0185245j -0.0143736+0.0124343j 0.0197992-0.0207672j 0.000484978+0.0358813j 0.0199218-0.00393802j 0.0148386+0.00170603j 0.00241102+0.0188527j 0.0196377-0.0110273j -0.0122247-0.0160386j -0.0113232-0.0211415j -0.000941177-0.00163771j -0.00780199-0.00490351j 0.00112242+0.0362569j 0.0126829+0.0126951j -0.0338007+0.00697276j -0.0310634-0.00168641j -0.00400799-0.0123209j -0.0058933+0.0270944j 0.0218681+0.00575882j -0.00496753+0.00445865j 0.00727463+0.0353332j -0.0104711-0.0120009j 0.0176573-0.0108865j -0.00953706+0.00651244j -0.00616699+0.013447j 0.00735508+0.0230894j -0.0279598+0.0117612j -0.0106458+0.0314242j -0.0216962+0.0364821j -0.0346985-0.00373862j -6.96363e-05-0.0279876j 0.0290127-0.0162739j 0.0183288-0.00932006j -0.0168824+0.00702146j 0.0446216+0.0167326j -0.0220493-0.0131796j 0.0228807-0.0438657j -0.00340837+0.00308616j 0.0143769+0.00398534j -0.00927865-0.00496605j -0.0276804-0.00709852j 0.00329175-0.0277884j 0.00283649+0.00576617j -0.0363768-0.00205851j 0.0407605+0.030507j 0.014314+0.0089306j 0.000292555+0.00100799j -0.00677237+0.00603473j 0.0310381-0.00256682j -0.00780403+0.0219702j -0.00581937-0.0101114j 
0.00865824-0.00296748j 0.0101175+0.00738605j 0.0192651-0.000993309j 0.0221306-0.0118785j -0.0355449-0.00628105j -0.0449687-0.00394797j -0.0450209+0.00558328j -0.0169934+0.000851421j 0.0369653-0.00668029j 0.0513078-0.00807037j 0.0433787-0.00213898j 0.0248397-0.00174377j -0.0571817-0.00289236j -0.0567534-0.000572686j 0.067892+0.0044955j -0.0036116-0.00465593j 0.0197744+0.00192101j -0.0476981-0.00577562j -0.0321669-0.00534167j -0.0181904-0.00562611j 0.0643072+5.03973e-05j -0.0344161+0.00521536j 0.0219839-0.000819777j -0.0853489+0.00576273j 0.0808092-0.0136658j 0.0569368+0.0119781j -0.0324369-0.00478733j 0.0342506+0.00368253j -0.0278826+0.000732661j -0.0190467+9.81732e-05j 0.0343503+0.00478861j -0.0625018+0.00263256j 0.01402-0.00247882j 0.00746976+0.00333703j 0.0226412-1.00354e-15j -0.0316839-0.011931j -0.0261764-0.000932512j -0.00403465+0.0114648j 0.0144516+0.0168979j 0.0341194-0.00416047j -0.00395434+0.00250361j -0.0165638+0.00460478j -0.00618285-0.0140211j -0.00868555+0.0138899j -0.00664668+0.00522747j 0.0335812-0.0131464j 0.0204995+0.000295074j 0.0229522+0.0139538j 0.0163244+0.00369648j -0.00302646+0.0163938j -0.00617588+0.0125895j -0.0127199-0.00718476j 0.00247522-0.00272555j 0.0159397+0.01021j -0.0189579-0.00504251j -0.00726217+0.00452856j -0.00669812-0.0309732j -0.0087102+0.0208967j -0.0262664+0.0299369j 0.0425803-0.0296093j 0.0180683+0.0670184j -0.0275598-0.00268304j 0.00442012+0.0529163j 0.0364206+0.00751448j -0.003764+0.0146451j -0.0311671-0.0146326j -0.00365526+0.00771385j 0.0131832+0.00761548j -0.0224023-0.00117051j -0.00670738+0.0263667j -0.0134527+0.00610295j 0.0311562+0.0167336j 0.00975747-0.0318276j -0.00642784+0.00683646j 0.032005+0.00909494j -0.0192858-0.0155865j -0.00124817-0.00215217j 0.00295033+0.00768679j -0.0261054+0.00852943j -0.00298048+0.0136617j -0.000938474-0.0293774j 0.00616878-0.00904521j 0.00999272+0.0169275j -0.00261023+0.0124657j -0.00845037-0.0139874j 0.011281-0.00601574j 0.0261502+0.0125386j 0.002036+0.0199746j 0.0337375-0.0155098j -0.00853646+0.0362674j -0.047139+0.0414035j -0.0546611-0.0455717j -0.00367247+0.00972552j -0.0518356+0.00186906j 0.00797879-0.000420939j 
0.0341143-0.00792486j -0.00186185+0.00253404j -0.0070551-0.0125282j 0.0241452+0.000126453j -0.0465881+0.00129151j -0.000177596-0.0131771j 0.0125288+0.0134146j -0.0555227-0.00660195j 0.111848+0.000518248j -0.0372696-0.00378445j -0.0892122+0.00845948j 0.0682492+0.00702311j 0.00254881+0.00493988j -0.0296793-0.00607993j 0.0448723-0.0114916j -0.0261807-0.00373887j 0.0316706-0.00728272j -0.0117473-0.0159047j -0.00629424+0.00081814j -0.0455787-0.0035207j 0.0473893-0.0130988j -0.00916931+0.000404008j 0.0283756-0.0147549j -0.0465286-0.0107095j 0.0604946-0.00108469j -0.0376088+0.00459832j -0.0194379-0.00239491j 0.102217-9.76811e-05j -0.00306123+0.00952482j -0.0205336+0.00333004j 0.0357206+0.00413495j 0.0641477-0.00130867j -0.0287026-0.00360498j 0.0022277-4.24974e-05j -0.0316839+0.011931j -0.0415521+1.94983e-15j -0.0518984+0.00920937j -0.0514004-0.00527024j 0.0582979+0.00589044j -0.0310263+0.0162074j 0.0323564+0.0095793j 0.00554114-0.0201179j 0.0271288+0.0334793j 0.0142499+0.0162683j 0.00340705+0.0160182j -0.0321453+0.0159277j 0.0316126-0.00814963j 0.0161381-0.0137424j -0.0157547+0.00332023j 0.0224342-0.0143489j -0.0198281-0.0476762j 0.0462365+0.0901964j 0.0516753-0.0623618j -0.0278656-0.0113971j -0.00189445-0.0378047j 0.0210543+0.0553224j -0.0176586-0.0302042j -0.0023568+0.0208856j 0.048527+0.029926j 0.0548213-0.0495011j 0.0371451+0.0606521j -0.0035836+0.00803053j 0.0226032+0.0168802j -0.0343793+0.0370433j -0.052355-0.000790953j -0.0566609+0.0291037j -0.0234239-0.0513682j -0.0132057-0.0413462j -0.0504285+0.0116218j 0.00673664+0.0347445j -0.0319638-0.00193386j 0.0236186-0.0103518j -0.00753331+0.0344701j 0.0139938-0.0170596j 0.0230165-0.057084j 0.0322279-0.0465027j -0.013115-0.0444344j -0.0481039+0.0911353j 0.0496432+0.0895788j 0.00485715-0.000218877j -0.00914783-0.0622079j -0.0113863+0.027563j 0.0919689-0.0189939j -0.0422801+0.0311438j -0.112771-0.0255396j 0.0751305-0.0232892j 0.0994032+0.0351775j -0.0225234+0.0152971j 0.0588583-0.020617j 0.00599107+0.0796779j -0.0281809+0.0268303j -0.0449695+0.0460148j 0.0607637+0.0668013j -0.0507595+0.0560436j -0.0269626-0.00270081j 
0.0332964-0.0107616j -0.0249206-0.015977j -0.0257312+0.00482729j -0.00473195+0.017031j -0.0481987-0.00286389j 0.10539+0.0182945j 0.110632-0.00988945j -0.00395573-0.00917396j 0.104683+0.0110099j -0.0253832-0.00216999j 0.0348989+0.00195546j 0.0670994+0.00271466j 0.0156685-0.00207542j -0.0218188-0.00102564j -0.00133983-0.010992j 0.0197635+0.0111164j 0.0862771-0.000161276j 0.0162493+0.0178339j -0.025219-0.0165762j -0.0298606+0.0263121j 0.072805+0.0122845j -0.0144383-0.00904884j 0.0410473-0.0036829j -0.0106237-0.0148457j -0.0249199+0.00528777j -0.0834838-0.00159737j 0.0207434+0.00828978j 0.0832313-0.0132376j 0.00277906+0.00560857j -0.0183263+0.00403201j -0.0234094-0.0143279j -0.105489+0.000354855j 0.00431387+0.0189099j -0.0135261-0.00220487j -0.0261764+0.000932512j -0.0518984-0.00920937j -0.00225133+6.4922e-16j -0.0546311+0.000873993j -0.0027638-0.0109605j -0.0191691-0.00781442j 0.0280363+0.0095006j -0.0129188+0.00525992j -0.0173684+0.0267026j -0.0346988+0.0209986j 0.0498645+0.0107416j -0.0170457+0.0487946j 0.000812483+0.0290955j -0.0014045-0.0220604j -0.0149942+0.00457078j 0.0222304+0.016538j -0.009568-0.0192559j 0.0402193-0.00175926j -0.0416119+0.0265964j 0.0442335+0.0753652j 0.00874241+0.0126761j -0.0117103-0.0311866j -0.00325855-0.00271839j -0.0351026+0.017992j 0.0867525-0.0374097j -0.0566771-0.01811j 0.0854185-0.0244916j 0.044234+0.00600422j -0.0118584-0.0369055j 0.0208843-0.0415059j -0.0196791-0.0769952j 0.0524839+0.0678816j 0.010827+0.0372048j -0.0271136-0.0148208j 0.0413943+0.0635042j -0.0331791+0.00791648j 0.00830022+0.0188977j 0.0231394-0.0637716j -0.0165952-0.0356834j 0.0708965-0.0662369j 0.0397998-0.0475016j -0.049511-0.000923113j -0.0722077-0.0406908j -0.00396286-0.0445384j 0.0484388-0.0256028j 0.0213607+0.013532j -0.091872-0.0480087j -0.109524+0.0261022j 0.00957258-0.0409915j 0.0061473+0.0421847j -0.00315191+0.0174543j 0.0609375-0.00350793j -0.0432904-0.0103005j 0.0281722-0.0702736j 0.0525405-0.0816811j 0.0455999+0.0852384j 0.0319883-0.000799579j -0.0281008+0.122629j 0.0597186+0.0742419j -0.0249245+0.10414j -0.0611735-0.0128843j 
0.00723748+0.00201364j -0.0052906+0.0100471j 0.0278365-0.00506296j 0.0223215-0.0134737j -0.0107369-0.00390174j -0.0290503+0.0277714j 0.0126442-0.0114826j 0.001206+0.0177977j 0.0234891+0.00167069j 0.00173163+0.00285999j -0.0598874-9.59299e-05j 0.0361025+0.00971567j 0.013801-0.000149584j -0.0351677-0.00196455j 0.0462082+5.94626e-05j -0.00316072+0.0011123j 0.0205494+0.00753385j 0.0261948+0.0144861j 0.0248505-0.00244488j 0.0039917+0.00921942j 0.0299023+0.0135848j 0.00732656-0.00721642j 0.0433564-0.00619783j -0.0463391+0.00149149j 0.0311563+0.00192281j -0.00116709+0.0102188j -0.00193588+0.00119638j 0.0565844+0.0195897j 0.00184784-0.0199459j -0.0136018+0.00794477j -0.000395908-0.0037552j 0.0230592+0.000801465j -0.0116368+0.0048595j -0.0169722+0.00307114j -0.00403465-0.0114648j -0.0514004+0.00527024j -0.0546311-0.000873993j 0.0251605+1.34961e-15j -0.0182056+0.0398183j 0.00254384-0.0226678j 0.0112959-0.00489583j -0.0100183+0.0230344j 0.0303416+0.0236496j -0.0303669-0.0116734j 0.00155128-0.0181797j 0.00690162+0.0161129j -0.0080852+0.0152847j -0.0187587-0.0177053j -0.0345054-0.0231194j -0.0176636-0.0113917j 0.0215098+0.0128731j -0.0108591-0.0722205j -0.100998+0.106245j 0.0172712+0.13551j -0.00344414+0.0200236j -0.0148433-0.0576856j 0.0222545-0.0234803j -0.0755348-0.0397764j 0.0473878-0.036731j -0.0376906+0.0239859j -0.0467076-0.0374412j 0.0212051+0.00555442j -0.00202784-0.0432169j 0.0277417-0.0397659j 0.0734219-0.0642956j 0.0722288-0.00165346j 0.034356+0.0747495j -0.0109201-0.0412319j 0.0512082+0.0230009j -0.0654941-0.00538767j 0.0478876+0.0366934j 0.051189+0.0217029j 0.0325095-0.0712055j 0.0333272+0.0299757j 0.0452622+0.0120677j -0.0425101-0.00131453j -0.0587981-0.00219308j 0.0478356-0.0861286j -0.0233675-0.106493j -0.041132-0.0392929j 0.0217466-0.0215716j -0.0144325-0.015752j -0.0800385+0.0132917j 0.0138317+0.0288829j 0.117231+0.0248026j 0.00535185-0.00591675j -0.102493-0.00762013j 0.000700394-0.0289728j 0.0405538+0.0504135j -0.00891149+0.0226188j -0.0410281-0.00122849j -0.0112668-0.0534497j 0.0132274-0.00440352j -0.0267413-0.0175787j -0.000382967+0.0109572j 
-0.0044617+0.0212757j 0.0135944+0.00709147j -0.000628856+0.0190649j 0.00911414+0.00241889j 0.0558745+0.0212001j -0.00732046-0.00529834j 0.00324312-0.0122261j 0.0501086-0.0180393j -0.00576746-0.00950666j -0.0676537-0.00826934j 0.00190468+0.0115508j -0.0478235+0.00405985j 0.0233318+0.0028592j 0.0645848-0.0124265j -0.102602-0.00847995j 0.00857694-0.00260791j 0.00930141+0.000229024j -0.0126699-0.00767808j 0.100386+0.00178704j -0.00336646-0.0165325j -0.0381484+0.00781737j 0.0607291-0.0109194j 0.0352791-0.00662499j 0.0653+0.00232445j -0.0632838-0.0169129j -0.0645962-0.00272284j 0.018787-0.021611j -0.0172416+0.00478094j -0.0854757-0.00553014j 0.0110966-0.0124337j -0.0133286+0.0247492j 0.0600448+0.00553856j -0.13648-0.0394799j 0.0233903+0.0023853j 0.0144516-0.0168979j 0.0582979-0.00589044j -0.0027638+0.0109605j -0.0182056-0.0398183j 0.0141923+1.58207e-15j -0.00862864-0.0161577j 0.0377957+0.00862011j 0.0211427-0.0147292j -0.0270569+0.0427337j -0.0215753-0.00352233j 0.0627789-0.0180996j -0.0982971+0.0325712j 0.0360586-0.00716384j 0.00892941+0.0154606j -0.0479596-0.024288j 0.00469292-0.0294112j 0.00807157-0.0540337j -0.0181235+0.0633877j 0.0643533+0.0426191j -0.0545045+0.00343662j 0.0315478-0.0558159j -0.0597524+0.0300103j 0.0279828+0.0406951j 0.010587+0.00153729j -0.00196609+0.0282256j 0.0510294+0.0458165j -0.14781-0.0343165j -0.0375371-0.0389745j -0.0442988-0.0339356j -0.0467743+0.0320592j 0.0382844-0.0536703j 0.00803662-0.0536369j 0.0332588-0.0297494j 0.00894067+0.0345396j -0.0102968-0.0115836j -0.0217669-0.0333164j -0.0252415-0.0557226j -0.0194612+0.08603j -0.0161127-0.0303982j -0.0290515+0.029283j 0.0066527-0.0136586j -0.0188758-0.0341039j 0.0480696-0.0583135j -0.0622253-0.0460003j 0.0121857+0.00794166j -0.0509849-0.0109228j 0.14928-0.0772941j -0.0235291+0.0366875j 0.0186647-0.0515837j -0.0564107+0.0112688j 0.0177695-0.104477j 0.00710566+0.0130026j -0.0419406+0.107425j -0.0186945-0.0059437j 0.125287+0.171382j -0.0231895-0.0466686j -0.0971783-0.111965j 0.169502-0.0757598j -0.00679699-0.120463j 0.0403102-0.120215j 0.00680349+0.0470629j 
0.0164309-0.00122444j 0.0218297-0.0174937j 0.0190113-0.0084998j -0.00101325-0.0171639j -0.0417185+0.00973767j -0.043322+0.00671451j -0.046588-0.000809485j 0.0400505+0.0256692j 0.0449153+0.0222093j 0.0396723-0.00197894j 0.0209754-0.0081965j -0.0914363+0.00135465j 0.0322669-0.0130253j 0.0223992-0.00951776j 0.0200299-0.00674711j -0.0334181-0.00123886j 0.0138521-0.00843957j 0.052186+0.0098503j 0.0275287-0.00228693j 0.0446985+0.00935202j 0.0183117+0.00191306j -0.0151185-0.0186822j 0.0102575-0.00262045j -0.0164531+0.000742745j 0.00733735+0.00230927j 0.0396254+0.00559833j -0.0438183+0.00709832j -0.00501168+0.0134018j -0.0254951+0.00425472j 0.0135005+0.0238744j 0.0541603-0.0017723j 0.0438877+0.00301391j -0.067955+0.00790579j 0.0315471+0.00492936j 0.0341194+0.00416047j -0.0310263-0.0162074j -0.0191691+0.00781442j 0.00254384+0.0226678j -0.00862864+0.0161577j -0.0046-4.51028e-16j -0.0218495-0.0255052j -0.0122021+0.00866859j 0.00823613+0.0301478j 0.0314159+0.0326123j 0.00381853-0.0154662j -0.0311679+0.031627j 0.0390503-0.0183678j 0.0263702-0.0415557j -0.0813154-0.00163122j 0.0278101-0.0797048j -0.0406602-0.0704206j 0.0751097+0.0020945j -0.000255664+0.0419596j 0.0512942-0.0317514j -0.00252929+0.0265742j -0.0449139-0.0590454j -0.0144097+0.0433172j 0.0383125+0.0332073j -0.0559302-0.00708303j -0.00987405-0.0293747j 0.0852005-0.0295174j 0.0221447-0.0163255j -0.0294926+0.0717442j -0.0214427-0.0124251j -0.0409724+0.0341061j 0.0237569+0.031646j 0.017132-0.00203314j -0.00654509+0.064101j 0.0119982+0.00700642j -0.0132995+0.0858179j -0.0262383-0.0109678j 0.00532931+0.0166509j 0.0314159-0.0778484j -0.0900629-0.0884284j 0.032194-0.00296813j -0.0342178-0.0644283j -0.0401749-0.00294586j 0.036155-0.0166991j -0.00587224-0.0306634j 0.0141277-0.00660973j 0.00676467-0.0839978j -0.0446466+0.0395867j 0.0231714-0.0109799j -0.0130013+0.0329516j 0.00869619-0.0232732j 0.0594454+0.0109439j -0.0510204-0.0178163j -0.0191398-0.0493684j 0.105855-0.0110573j 0.0418344-0.0250819j 0.018648+0.0153091j 0.0192229-0.0057411j -0.0279003+0.0207291j 0.0057765+0.0319101j 0.00586848-0.0291719j 
-0.00143191+0.0131466j 0.017971-0.00580156j -0.0296632+0.000665292j -0.0196354+0.0174564j -0.0523292-0.0130563j -0.0253218+0.000660146j -0.0106476-0.000453021j -0.0177732+0.00918827j -0.0331938-0.0145473j 0.0311483+0.0179796j 0.00770904+0.000793328j -0.0293952+0.0169173j 0.00160521-0.0117396j 0.0405176+0.00768869j -0.0433764-0.011319j -0.016378-0.0138759j -0.0286961+0.00514205j -0.0289178-0.00399035j -0.0246092+6.82695e-05j -0.00403678+0.00593393j 0.0154309-0.0152244j 0.0400508+0.00712457j 0.0242576+0.0138452j 0.0644374+0.00155873j 0.00164031+0.0155048j 0.0249507+0.0142413j 0.023513-0.000713187j -0.00282978-0.0159308j -0.0471174+0.00945593j -0.0141537-0.00891203j 0.0246501-0.00765908j 0.031247-0.00175675j -0.0746695+0.00293122j -0.00591706+0.003763j -0.00395434-0.00250361j 0.0323564-0.0095793j 0.0280363-0.0095006j 0.0112959+0.00489583j 0.0377957-0.00862011j -0.0218495+0.0255052j 0.0482412+2.39669e-14j -0.00759203-0.0487618j 0.0292504-0.0177369j -0.0634525-0.0181994j 0.0597109-0.0226275j -0.0088292-0.0363287j 0.0588328+0.0905523j 0.0221802-0.0486272j -0.0562522+0.0062696j -0.00332579+0.0153258j -0.0602591-0.0404037j -0.0500387+0.0196317j 0.00252841+0.0236521j -0.102113+0.11007j -0.0203362-0.0235168j 0.0299774+0.0358524j 0.0671308-0.0603478j -0.0360088-0.0513674j -0.0186495+0.0319438j 0.0366724+0.0208815j -0.0628974+0.095592j -0.0076422+0.0527407j -0.0683531+0.0454235j 0.0697184-0.0123409j 0.0077905-0.0823879j -0.0519999+0.0069493j -0.0477783+0.0465899j 0.0628229+0.058763j 0.0354462-0.036684j -0.0665862-0.0439136j 0.0709284+0.0489945j 0.0946347+0.0216642j 0.0346197-0.0683364j 0.0784738+0.0816937j 0.0386811+0.084378j -0.0389837+0.0163447j -0.00608909-0.049283j 0.0123663+0.0787336j -0.081683-0.0105263j 0.0256937-0.00682986j 0.0236407+0.0942653j 0.0142384+0.0362532j -0.0561805-0.041943j -0.0272457+0.0351249j -0.0235096-0.0108436j 0.092619-0.0126916j 0.0928326+0.0401671j 0.0377678+0.0701278j -0.0622339+0.033696j -0.0506187-0.00365389j -0.0355143+0.00384246j 0.0429189-0.053223j 0.0188216+0.060187j -0.0133119-0.0785989j 0.0251539-0.00100975j 
-0.00345566-0.00743428j -0.00410621-0.00218457j -0.0134329-0.00551046j 0.0450858-0.00780714j 0.0309585-0.0215293j -0.00324482-0.000803561j 0.0240489-0.0255219j 0.00954458-0.0599432j 0.0630448-0.00446354j -0.0454252-0.024622j -0.0078518+0.0062633j -0.031291-0.0148109j 0.0318141+0.00944525j -0.0007934-0.00121636j 0.0110875-0.00939258j 0.030967+0.0103627j 0.028436+0.00724097j -0.0181992-0.0159606j 0.0558145+0.00747108j 0.013691+0.00687173j 0.0110286+0.0113977j -0.0190222-0.0168529j -0.0189884-0.0116273j -0.0684521+0.000393483j 0.00416901-0.024645j 0.02055+4.82074e-05j -0.0171184+0.0201079j 0.0228118-0.0495165j -0.0119787-0.0116496j -0.00714973-0.016431j 0.0190481+0.0246954j 0.00713454-0.0020815j 0.0744556+0.0329076j -0.0185103+0.00757402j -0.0165638-0.00460478j 0.00554114+0.0201179j -0.0129188-0.00525992j -0.0100183-0.0230344j 0.0211427+0.0147292j -0.0122021-0.00866859j -0.00759203+0.0487618j 0.0568805+1.48319e-15j -0.0156156+0.00918031j -0.0440727-0.012502j 0.0311923-0.016241j 0.0503595+0.0214525j -0.0962233+0.0306292j -0.0109265+0.0521705j 0.0042518+0.016338j -0.0259147+0.0736125j -0.00330584+0.000293276j 0.00502236-0.0257549j 0.0470552+0.0713145j 0.145781-0.0383943j 0.0541901+0.0394785j -0.0762833-0.0879409j -0.0711498-0.0276654j -0.101717+0.0843416j -0.112941-0.0384996j 0.0165296+0.0111503j -0.0378028+0.0255777j -0.00898278+0.0293934j -0.0621174+0.0206408j -0.000444425+0.0405245j -0.0661482-0.0575097j 0.00876104-0.117788j 0.0904276+0.0083448j -0.0109259+0.0639225j 0.0267162-0.0540407j 0.0276389+0.0816355j 0.0248995-0.0930205j 0.0175058-0.0711615j -0.0267997+0.00337889j 0.0200578-0.00548156j -0.0032046-0.0277769j -0.0844408+0.0145096j 0.0438268+0.0247254j -0.188352-0.0659803j -0.0378943+0.00972094j 0.0805944+0.0795952j -0.041767+0.0582321j 0.0441408-0.0210365j 0.0303713+0.0168022j 0.0392094+0.00534473j 0.0520514-0.0295619j -0.0723468+0.0061944j -0.0471982+0.23314j 0.00500048-0.1246j 0.00834228-0.100775j -0.00366372+0.00878525j -0.0275929-0.0358438j -0.000680023+0.0092194j 0.0347239-0.0940076j 0.00297733-0.00899587j -0.00565277+0.0314154j 
-0.0109616-0.00639723j -0.00465857+0.00931059j -0.0228057+0.034842j 0.0478544+0.00731143j 0.0616542+0.0163416j 0.0301833-0.0125908j -0.0193463-0.00548293j -0.0116178+0.029139j -0.00436462-0.00067392j 0.0603659-0.0268949j 0.00391254+0.00929408j 0.0204387+0.000603735j 0.0344999+0.0451499j 0.0133862+0.0165598j -0.0706263-0.00113848j 0.0450816-0.00243397j -0.00160553-0.0188992j 0.00658348+0.00508982j -0.0232213-0.00831909j 0.0173171-0.00552568j -0.0274764-0.00711261j 0.0225308+0.0105144j -0.0429474+0.0339638j -0.0678561+0.0187554j -0.0146646-0.0249793j 0.0480229+0.0162346j -0.0328964-0.0271771j -0.0322968-0.0170599j 0.102843-0.00335166j -0.0315288+0.00653557j 0.00261013+0.0203065j 0.074189-0.00698077j 0.0964705-0.00255648j -0.0150169-0.00493071j -0.00618285+0.0140211j 0.0271288-0.0334793j -0.0173684-0.0267026j 0.0303416-0.0236496j -0.0270569-0.0427337j 0.00823613-0.0301478j 0.0292504+0.0177369j -0.0156156-0.00918031j -0.015507-7.56339e-16j 0.00112654-0.00618199j 0.0267319+0.00137313j -0.0797426-0.0975035j -0.0484924-0.0043425j -0.00941563-0.0160457j 0.0232076-0.0288866j 0.0270401+0.0493249j 0.0859465+0.031915j -0.0866058+0.0905132j -0.0492574-0.043056j -0.00224559+0.113688j -0.0561527-0.0276055j 0.109336-0.00503515j -0.0959566+0.021672j 0.0137172+0.0192828j 0.0339033-0.00518209j 0.0106288+0.00846393j 0.0133757+0.0485383j 0.0357005+0.0206991j -0.014039-0.0207028j 0.0411363-0.0516781j 0.0338128-0.021609j -0.0672969+0.0386424j 0.00470677+0.0356842j -0.0130953-0.00224404j -0.0362063-0.015523j -0.0762629-0.0433489j 0.0511378-0.0277912j 0.00293554+0.0495949j 0.0174497-0.00847761j 0.0716578-0.0322376j 0.000202155+0.0258387j 0.0249038+0.00609196j 0.0287074+0.0029742j 0.0225701+0.0364334j 0.0310329+0.0286699j 0.0156362+0.0359373j 0.0998924+0.0436059j -0.0782968-0.0510316j 0.0856462+0.015075j -0.0131646-0.0011567j 0.0775557+0.0210812j -0.0646513+0.0248503j 0.0754959-0.0864534j 0.0855612+0.0104108j -0.0453289+0.144267j 0.106374+0.0627499j 0.0311953-0.0304927j 0.0286552+0.184512j 0.0784155-0.153101j 0.0230877+0.0801945j -0.0141404+0.0546681j 
