-0.0226323+0.0073934j 0.00226834+0.0174601j -0.015853+0.0193888j -0.0210574-0.0270577j -0.0169385-0.0194308j 0.0182467-0.0114305j -0.00632995-0.0534562j -0.0368783-0.0175998j 0.00634435-0.00579962j 0.0174713+0.00859049j -0.0201464+0.01663j 0.0309906-0.0119191j -0.000210177+0.0123839j -0.0136314+0.0158924j 0.0300164+0.00435429j 0.0119574+0.00439936j -0.00182496+0.0225966j -0.0163097-0.00152604j 0.00141343-0.012852j -0.00428109+0.00809285j -0.000263825+0.00450967j -0.0183616-0.0090578j -0.00523531-0.0160289j 0.000277839-0.00375609j -0.000124903-0.0114752j 0.00426763-0.00727129j -0.0119712-0.00204443j -0.0165724-0.00123259j -0.0034035-0.00620058j -0.00146292+0.0130735j 0.00712831+0.00927437j 0.0265684+0.0121118j 0.00441098-0.00892521j 0.00425153+0.0169221j 0.0173257-0.00136571j 0.00415514+0.0029121j 0.00559295-0.00821719j -0.0136047+0.00512096j -0.0100018+0.00567684j 0.0192606+0.0192074j 0.0191693+0.00631271j 0.00470505-0.00410628j -0.0103585+0.00551743j 0.0204861-0.00632202j 0.00960129-0.0124927j -0.0125915+0.00169301j 0.0220909-0.0103914j -0.0159653+0.00397098j 0.00994997+0.00246548j 0.0166613+0.00456679j 0.00350888-0.000318587j 0.0104001+0.000842924j 0.00480989-0.00132989j -0.00818947-0.000176321j 0.00764324+0.000712629j 0.015342+0.0051806j 0.00221787-0.00506143j 0.00105364-0.00329688j 0.00543978-0.00096967j 0.0039838+0.0122297j 0.000388681+0.0184732j 0.00656545+0.004401j -0.00668638+0.0276677j 0.00450922-0.00669041j 0.00430291+0.00777902j -0.00692544+0.00494011j -0.0153175-0.0211874j -0.00106993-0.00152784j 0.0203401+0.00567831j 0.000738227+0.00273549j -0.00743615-0.0326018j 0.00454308+0.00101811j -0.00400671-0.00889841j 0.0173703+0.000509907j 0.0168788-0.00283649j 0.00527351+0.00692865j 0.00348922-0.0049306j -0.0110006-0.00493737j 0.00295662+0.00445023j 0.00108431+0.0183158j 0.0302938+0.0182805j 0.0129627+0.017553j 0.0170814-0.00947773j -0.0206353+0.0108876j 0.0140672+0.00634463j -0.0154646-0.0290631j -0.00728338-0.0192614j 0.0709558+0.00485675j -0.0195627+0.0129963j -0.0274741-0.0323336j 0.028779+0.00339262j 0.00411364+0.0256176j 
0.00188699+0.0111308j 0.011755-0.00516222j -0.00314637+0.0111278j 0.0010166+0.00423558j 0.0384884-0.00936546j 0.000304056-0.00288244j -0.000614787-0.00488111j 0.0122808+0.00590532j -0.00438098-0.0102174j -0.00145316+0.00923527j 0.0136198-0.00654715j -0.000179949+0.012871j -0.00315053+0.0137077j 0.0205356-0.0210444j -0.00344927+0.00230654j -0.0162831-0.0165009j 0.00943261-0.00175994j 0.00878839-0.00401926j -0.00451978-0.0146023j -0.00525563-0.0057702j 0.00168283-0.00220325j 0.0045455+0.00629326j 0.000885026+0.00151508j -0.00917765-0.00357887j 0.00380598+0.00286109j 0.00815841-0.00775657j 0.000276396-0.00885888j 0.0228982-0.00168606j 0.0123137-0.00284456j 0.00664836+0.00225742j 0.0110285-0.0107738j 0.00198388-0.00667508j 0.000183153+0.000935856j -0.00405663-0.00996605j -0.00800173+0.00107321j -0.0152024-0.0191147j -0.000643184+0.00998931j -0.000212756+0.000404972j -0.00708357-0.00877607j -0.00904048+0.00652427j -0.0179956-0.00545773j -0.00194888-0.00940356j 0.0073111+0.0115734j -0.0226112+0.00510553j 0.00186406+0.00363657j 0.00882916+0.00679002j -0.0281472+0.0022676j -0.00830867+0.015085j -0.00238402+0.00450759j -0.000572514+0.0035082j 0.00569642+0.00491454j -0.010226-0.00638576j -0.00491375-0.00900522j 0.00885439+0.0064082j 0.0102836-0.0134182j 0.00870931-0.0183977j 0.00537504+0.00289336j 0.000124836+0.0136723j -0.00320924-0.00538988j 0.00169402-0.00189951j 0.0100391+0.00891953j -0.0113029-0.00516904j -0.0109122-0.00546191j 0.00539117-2.50542e-05j -0.000298123-0.00208048j -0.00312312-0.00437898j 0.0186691+0.00727553j 0.0172395+0.00158818j -0.0102227-0.00486785j -0.00921995-0.00447201j -0.00963835+0.0165801j 0.000936487+0.0156803j -0.0016438-0.00216727j -0.00252851-0.00713249j 0.0191928-0.0124182j -0.00388351+0.00565285j 0.00106158-0.00553973j 0.0133467-0.00432708j -0.0241263+0.00796113j 0.00666817-0.00368858j 0.00286029+0.00118338j -0.00203439-0.00921115j -0.00756065-0.00209482j 0.00522083-0.00306605j 0.00279247+0.00943361j 0.00157384-0.0164122j -0.0070459-0.00214989j -0.00921736+0.009717j -0.00181891+0.00992278j 0.00453786-0.00818974j -0.00397301-0.0106471j 0.0134254-0.00593083j 
-0.00451379+0.000271561j 0.00305145+0.00679058j -0.00182303+0.00465488j -0.00509973-0.00119125j 0.0124079-0.0102961j -0.0261172-0.00202866j 0.0118252+0.0183927j 0.00513212+0.00879011j 0.00428163-0.00299528j -0.00301567+0.00814577j 0.00224491-0.00876469j -0.0177471+0.0102295j 0.0166406+0.016053j 0.0180023-0.0172777j 0.00356762-0.00265254j -0.00620404-0.00619253j 0.00340368-0.00161138j -0.00116334+0.0033305j 0.0145159-0.00539385j -0.00447524+0.0130102j 0.00201536+0.00211396j -0.00175096+0.00734528j -0.0131862-0.0219924j -0.0100103+0.000738006j 0.00392586+0.00934916j 0.00901238-0.00490217j 0.000860402-0.0111092j -0.0226226+0.00224858j 0.00999294+0.0120786j -0.00830691-0.00432835j 0.00771705-0.000735578j -0.0074608-0.00177291j 0.00208541-0.000137424j -0.0141303-0.00589378j -0.00776374-0.0118317j 0.0226362-0.00661646j 0.00772887+0.000393244j -0.0155694+0.0174842j -0.00516577+0.0119135j 0.00428047-0.0143538j -0.000107361-0.00362975j -0.00112439-0.00443734j 0.00340627+0.00257799j -0.00306418-0.0170405j 0.00292305+0.00201722j 0.0106148+0.0063523j -0.0177754-0.012894j -0.0143366+0.0128712j -0.000178379-0.00355657j 0.014374-0.0116906j -0.0111208+0.000409842j -0.0119084-0.00742512j -0.00705815-0.00114555j 0.00837519+0.0143066j -0.0171385+0.00150153j -0.0188321+0.0123732j 0.00865743+0.00696892j 0.0209341+0.00593959j -0.00282798-0.00353536j 0.0208661-0.00347886j 0.00589544+0.00776077j -0.00464836+0.0128951j 0.000413429-0.00165275j -0.0145933+0.0106952j -0.00986552+0.0098258j 0.00201391+0.0122013j 0.0113494+0.00994546j 0.0199723+0.00864957j 0.0058772+0.017962j -0.0112941-0.0102j -0.00576807+0.0177457j -0.0175216-0.00458602j 0.00833393-0.00756037j 0.00590641-0.00356038j 0.00360199-0.0165052j 0.00927105-0.00148362j 0.00760375+0.00024833j 0.0225586-0.00743391j -0.00846444-0.00849044j 0.00196988-0.00362459j -0.00776205-0.00484542j -0.00310527+0.0151454j -0.0149532-0.00543552j 0.000321669-0.00881511j 0.00418624+0.000846368j -0.00779341+0.012311j 0.0242324+0.00972163j -0.00235431+0.0259715j 0.00227791+0.00292172j 0.00775176-0.00314997j -0.00322574-0.0174941j 0.00668798-0.00389599j 
-0.00973773+0.00760032j 0.00753489+0.00124064j -0.0135225+0.0111169j -0.00864671-0.0194789j 0.00730186-0.0118521j 0.0200387+0.00195231j 0.00805594-0.0448185j -0.0173097-0.0213145j 0.00416862-0.00732421j -0.000822056+0.00909295j -0.0115188+0.000996663j 0.00637409+0.00622947j -0.0141956+0.00970947j -0.00853867+0.0146779j 0.00744076+0.0079579j 0.00430156-0.0124535j -0.000922433+0.00483613j -0.0140404-0.00782198j 0.000102738+0.00995524j -0.00858281+0.000483827j -0.0157266+0.00575853j 0.00701889-0.00112178j 0.00194478-0.00387736j 0.00131757+0.00740503j -0.00957789-0.0013657j -0.0194681-0.00832035j -0.0115233+0.000123957j -0.0160575+0.00334498j 0.0135412+0.0115835j 0.00225009+0.00640509j -0.00662685+0.00689064j 0.00985291-0.0023726j 0.00926589-0.0154662j 0.0219244+0.0217158j 0.0121618+0.0108862j 0.0173945+0.00301075j -0.00378531-0.00847872j -0.00478587+0.00315768j -0.000631052+0.00924066j 0.0195426+0.0132639j -0.00572635-0.00171096j -0.00332719-0.00994956j -0.00260252+0.00470016j 0.00825205-0.00376777j -0.00910667+0.00200125j -0.00139653-0.00554532j -0.000176383-0.0170091j 0.00842969+0.00566155j -0.00559857-0.0019073j 0.014779-0.00772148j -0.00380586-0.00930039j 0.00517087-0.00706894j 0.00457686+0.00121625j 0.00481008+0.0143211j 0.00806034+0.00663728j 0.00758166-0.00246965j -0.0125189-0.00584053j 0.00749923+0.0112723j -0.00227153-0.00299893j 0.00415387+0.00222374j -0.0145765+0.00523367j 0.0124312+0.013718j 0.000967597+0.0127244j -0.00558531-0.00551068j 0.0119372+0.00654665j -0.00571246+0.00377035j 0.0087891-0.0271519j 0.0153734+0.0100943j -0.0133969+0.00580788j 0.000996319-0.0107027j 0.00649419-0.000691828j -0.00697241-0.0125895j -0.00742731+0.0079931j 0.0209306-0.0145074j 0.00990602-0.00440198j 0.0068139+0.0268724j 0.00805425+0.0187793j 0.0096884-0.00936782j -0.000654683-0.0177314j 0.00291769+0.0120767j 0.00743024+0.00774898j 0.00250464+0.00307597j 0.0105398+0.00202765j 0.0167903+0.00257934j 0.0214326-0.0121722j -0.00370215-0.0218178j -0.0230768-0.019218j 0.0221999-0.0208729j -0.0130125+0.0148561j -0.0173919-0.0164081j 0.00974749+0.00419676j 0.00181396+0.0138429j 
0.0025813+0.000704823j 0.00106725-0.00447602j -0.00164918+0.00809015j -0.00878423+0.0022676j 0.0101178+0.0135755j 0.0078665-0.00658682j -0.0138763+0.00593373j 0.000137482-0.00671799j -0.00604397+0.0045538j 0.0153995+0.00171277j -0.00833153-0.0157346j 0.0124952+0.00717041j 0.00661395+0.0097531j -0.000261699-0.0163069j -0.0141002-0.0138085j 0.00622401+0.0106331j 0.0159056+0.0125839j 0.0048461-0.00536095j -0.000368274-0.00108483j -0.00555296-0.00912668j -0.0176287+0.00231842j 0.00633193+0.0101086j -0.00982211+0.00207741j 8.29384e-05+0.00933048j 0.00627407-0.000237604j 0.0157631-0.000615257j -0.00380841-0.0005297j -0.00443984-0.0154985j 0.000509619-0.00245561j -0.00496298-0.00546216j -0.00857775-0.00716328j -0.00018826-0.00229007j 0.00275221+0.0018749j 0.00797022-0.00117176j -0.0104335+0.00701494j 0.00498833+0.00379161j -0.00108364-0.00756576j -0.00676634-0.00244219j -0.000244957-0.00491118j -0.0051972-0.0188475j -0.00517535-0.00953452j -0.00515046-0.000735883j 0.00373155-0.00475626j -0.00194199+0.00152767j 0.0124378-0.00603518j 0.00863833-0.00645016j -0.00131595+0.00823727j -0.0143936-0.00678563j -0.013769+0.00454593j -0.0118909+1.35729e-05j -0.0094639-0.00143136j -0.00463321-0.00543678j -0.00210766-0.0200595j -0.00509604+0.00762572j -0.00427683-1.3246e-05j 0.0238381-0.0143781j 0.0110657+0.0106047j -0.000492382+0.000897156j -0.00297403-0.00438556j 0.00611705-0.0136124j 0.00625565-0.00172423j -0.00978863-0.000674131j -0.0112909+0.0094082j 0.0118593-0.0128206j 0.00499066+0.00381746j 0.0209281-0.00761656j 0.00689184-0.00392927j 0.00900795+0.0107166j 0.00650946-0.00319112j 0.00782691+0.00855872j 0.00507905+0.00260449j 0.00933367-0.00774855j 0.00283434-0.0048519j -0.00742596+0.00793684j -0.000940488+0.00405449j -0.0210905+0.000905831j -0.0035222+0.0109977j 0.00828183+0.00207705j -0.0144853+0.00855102j -0.0137673-0.0007627j 0.00710437+0.00336092j -0.0198436-0.00834169j -0.0108604+0.000585672j -0.00679576+0.00137443j 0.00415891-0.0051046j 0.00250966-0.0201396j -0.0120837-0.000592478j -0.0211517+0.00694788j 0.003632+0.00589431j 0.00396501+0.000233368j 0.001406-0.00844851j 0.00916746+0.00241926j 
0.00975046-0.00191071j -0.0019429-0.00720425j 0.0132957-0.0152581j 0.0129267+0.0226388j 0.00238516+0.000966378j -0.0173891+0.00877026j 0.00729693+0.0288708j 0.00896725+0.0194411j -0.000474122-0.00539986j -0.0084295-0.0112921j 0.0215266+0.00617257j -0.0133841-0.00557091j 0.00103072-0.0170689j 0.00699859+0.0111401j -0.00622411-0.00216363j 0.00868176+0.00796319j -0.0180107-0.0160263j 0.00250545+0.00196319j 0.00756622+0.0124255j 0.0117429-0.00037514j 0.00620938-0.0200612j 0.00259864-0.00481203j 0.00665194+0.0074357j 0.00611312+0.00917449j -0.00320963-0.00967161j -0.00851627+0.00973655j 0.00858216-0.00464316j 0.0207193-0.00116617j -0.00625346-0.0047088j 0.0150382+0.00271453j -0.00316478+0.00248938j -0.0110773-0.0132136j 0.0130971+0.0073243j -0.0121762-0.0104577j -0.0267113+0.0011098j -0.00539398+0.0126952j -0.00510803+0.0134872j 0.0169983-0.011874j 0.00983189-0.00405203j -0.0159935-0.0152538j 0.00927648+0.00964517j 0.0060192-0.00383723j -0.00910847+0.00538876j -0.0136368+0.00309279j -0.0100305-0.00636612j 0.01322-0.00279466j -0.00386139+0.0160787j 0.00342872-0.0116581j 0.0115862-0.0038756j -0.0295363-0.00355453j -0.00139237-0.000850744j -0.00453533+0.00187883j -0.00672618+0.0240975j -0.00775431+0.00294541j -0.0116711+0.0104745j -0.0230719+0.0121198j 0.0134967-9.09262e-05j 0.00479003-0.0230817j -0.000922424-0.00147264j 0.00541606-0.00714034j -0.00381575-0.0145186j 0.0011438-0.00999598j 0.0067027-0.00355911j -0.0123553-0.000316655j -0.0162504-0.00021598j 0.0105074-0.00837825j -0.00812657+0.00389943j 0.000377558-0.00428555j -0.0092885-0.00142193j -0.00256011-0.00462877j -0.0132711-0.00103811j -4.40418e-05+0.0147845j 0.0151958+0.0125469j 0.0014564+0.0021409j 0.000451667-0.00952294j 0.00901082+0.00816095j -0.00722567-0.0115713j -0.0154096+0.0143338j 0.0101737+0.017175j -0.00321421+0.000412351j -0.00824978-0.003605j 0.00964125-0.0105063j 0.00161064-0.00218009j 0.0169945-0.00174989j -0.00832653+0.00980641j 0.0106205+0.0213612j 0.0117337+0.00637554j -0.0208686-0.00175257j -0.0011443-0.0155196j 0.0112179+0.0194878j -0.0130182+0.00607339j -0.00354044-0.0133573j 
0.00168895-0.00138706j 0.000182406-0.00180902j 0.00556907-0.0135164j 0.0111002+0.00275725j 0.00429583+0.0106199j 0.0164927-0.00102616j 0.00873026-0.00101834j 0.00142292-0.00848407j -0.00951976+0.00200417j -0.00518592-0.00144502j 0.00442383+0.00953716j 0.00729202-0.00427724j -0.000764766-0.00152091j -0.0115985+0.00227567j 0.0141977+0.00346515j -0.00660015+0.000993117j -0.0128322+0.000649214j -0.00661626+0.00767317j -0.0074645+0.00323868j -0.00794247+0.00104143j 0.00473934+0.00171257j 0.00299694-0.00931561j 0.0123991-0.00179679j -0.00705877-0.00240702j 0.0105889+0.00463079j -0.00827007+0.00886485j 0.00229368-0.00417185j 0.00550982-0.00366913j 0.00363933-0.00135531j -0.00374414-0.00839148j -0.00911053-0.010424j 0.000871055+0.00304487j -0.00878206-0.000677955j -0.00759763+0.00599264j 0.0054964+0.0131915j -0.00179997-0.00386306j -0.0030889+0.00149614j 0.00444405+0.00603303j -0.000150676-0.00477474j 0.00553582+0.00399734j 0.000668762+0.00307676j 0.00543483-0.00167142j 0.0110516+0.00576258j -0.00276897+0.0157154j -0.00828729+0.00793225j 0.00250319+0.00120263j 0.00153021+0.000829198j -0.00298513-0.01271j 0.00485588-0.0106711j -0.0106721-0.00475843j 0.0140418+0.0121375j 0.023857+0.000333117j 0.00724483+0.000778629j 0.00955955+0.0201612j -0.00151227+0.000590939j 0.011008-0.0133252j -0.00550584+0.00153756j -0.0174852-0.00766897j 0.00817373+0.0159438j -0.000475585-0.00683786j -0.00795103+0.00240142j -0.00395425+0.00395619j 0.00417684-0.0149932j -0.00678787+0.0127625j 0.00142479-0.01487j 0.00161004+0.00696816j -0.0252594-0.00324649j -0.0152297-0.012251j 0.00320853-0.022068j 0.00685402-0.0101636j 0.0138605-0.00884773j 0.00917726+0.00204641j -0.00748002+0.00967819j -0.0222314+0.00975069j 0.00238662+0.0035887j -0.0134884-0.0112376j -0.00198934+0.00176795j -0.0157064+0.000688144j -0.0033122+0.012991j -0.000881497+0.00533178j 0.00627846-0.0115223j -0.0043247-0.0102635j -0.0116055+0.0075495j -0.00351654-0.00310887j -0.0119364+0.00610181j -0.00457801-0.00180968j -0.00844464+0.0028682j 0.0126342-0.0211132j 0.000549083-0.00469616j -0.00112141+0.00901404j -0.00340318+0.00905443j -0.00650032-0.000753202j 
0.00657318-0.00487767j -0.00506252-0.00130337j 0.00463972-0.00907462j 0.00765463+0.0065654j -0.0202309-0.00715237j -0.0184292+0.00955789j 1.83989e-05+0.0196238j -0.00275744+0.00918237j -0.00663342+0.00507622j -0.0036197-0.0178389j 8.15301e-05+0.00654335j -0.0223392-0.0129505j 0.0174206-0.0109148j 0.00299538-0.00428336j -0.000736828+0.011763j 0.00339248-0.00862j -0.00708286-0.00708782j 0.00378466+0.0110245j -0.001798+0.00375718j 0.00455829+0.00291682j 0.0141672+0.0112125j 0.0133268+0.00253437j 0.00289406+0.00365901j 0.000590378-0.00936232j -0.00625236-0.00588621j -0.000139348-0.004493j 0.0057071+0.00431213j 0.00191008-0.00169748j -0.00642596-0.00131357j 0.00262735-0.0029622j -0.0102754-0.00160671j -0.0222393-0.00848913j -0.0071314-0.00772991j 0.00657272-0.00271488j 0.00394223-0.0104818j 0.00653965+0.00268139j 0.00413938+0.00453819j 0.000204865-0.00457464j -0.00866977-0.0117702j -0.00567848+0.00309538j -0.00108981+0.003889j 0.0078366-0.00372649j -0.00613429-0.0130416j -0.00925621+0.0134011j -0.00335156+0.0159813j 0.0185379-0.0083572j -0.0138384-0.0110993j 0.0121598+0.000168232j -0.0058809-0.00102147j -5.7218e-05+0.00242149j -0.00195161+0.00721715j 0.00613809-0.00932108j 0.00792509-0.00313831j -0.0120761+0.00126152j 0.0099413+0.00295525j -0.00277337-0.00443557j -0.00807953+0.00852447j 7.46684e-05+0.00268374j -0.0042745+0.00140463j -0.00737135+0.0125747j -0.000444531-0.0135939j 0.00726132+0.0254675j -0.000306215-0.00814679j 0.00372099+0.00385012j -0.00845734-0.00554169j -0.0133435-0.00344352j -0.00262217+0.00949021j -0.00295196+0.00551094j -0.00206464-0.00489643j 0.00597694+0.0122627j 0.00442051+0.00451363j -0.00484074-0.00676274j -0.0126862+0.0183031j -0.00168861-0.00175565j -0.00660291+0.0187379j 0.0141753-0.0109409j -0.0138339-0.00633889j 0.0022219+0.0231356j -0.00460896-0.00502593j 0.0150195-0.00162604j -0.0218618+0.00271157j 0.00130455-0.00525444j 1.37321e-05+0.00239159j -0.00459861-0.00506859j -0.00531276-0.00387806j 0.00883215+0.029044j 0.0216921+0.0106557j -0.0105962+0.00688149j -0.0098478-0.00663052j 0.00451533+0.00979107j -0.0119491+0.00519099j -0.00532334-0.00775315j 
-0.00184893+0.0205015j 0.0229103-0.00783843j -0.00734551+0.00402212j 0.00232651-0.00954677j 0.0376454+0.0147734j 0.0344083-0.0151702j 0.0125138-0.0197009j 0.00229241-0.0154608j -0.00759287-0.0105932j -0.0060367+0.00564451j 0.0165078+0.000158875j 0.0207326+0.00169357j -0.0184764+0.00559021j 0.00323429-0.0111044j -0.00250362+0.0123859j -0.00228468-0.00827961j 0.00936372+0.011361j 0.00399532-0.0260588j -0.016414+0.00557993j 0.0076654-0.00724007j 0.00379279+0.00397723j -0.00835473-0.0078904j 0.008885+0.0125295j 0.00911461+0.0167177j -0.00719938+0.00285395j -0.0214863-0.0104202j -0.0020661-0.00881006j 0.00107808-0.00590657j 0.019725-0.0116844j 0.0262668+0.00393921j -0.00119349-0.00894173j 0.0179133-0.0126982j -0.00185393-0.00241579j 0.0205863-0.00655902j -0.00165126+0.0140177j -0.00496733-0.00551781j -0.0131444-0.00673046j -0.00062379+0.00899817j 0.00830725-0.00925589j 0.01572+0.00401322j -0.0148827-0.0134382j -0.01063-0.00661764j 0.0333391+0.0138146j -0.0211095-0.00268062j -0.00112011-0.0215154j 0.00273033+0.0118272j -0.00356482+0.0153061j -0.00802061-0.00318258j -0.00950451+0.0143851j -0.00534216-0.0142858j -0.00745107-0.00980993j 0.0185762+0.0033738j 0.00978985+0.0108295j 0.00845817-0.00219148j -0.0115679+0.00304763j -0.0029225-0.00822516j -0.00837294-0.00216957j 0.0153244-0.00166732j 0.00372058+0.000411397j -0.00253027-0.0178128j 0.00468177+0.000909921j -0.00888858-0.00920145j -0.00752054+0.00231443j 0.00631874-0.00293959j 0.016981-0.0186681j 0.00363429-0.00916353j -0.0247641+0.00994392j 0.00473669-0.00666158j -0.0201192-0.0226216j 0.00913339-0.0155086j 0.00341499+0.00397227j -0.0144654-0.000957161j -0.00497145-0.00517171j -0.000107992+0.0124265j 0.00358586+0.00378787j -0.00972778+0.018985j 0.0119468+0.00922189j 0.0138102-0.0116372j -0.0118163+0.00238459j -0.00640213-0.00556648j 0.00331553+0.0104119j -0.0190461-0.00883902j 0.00654136-0.00952752j 0.0145774-0.0113686j 0.0104074-0.000432246j 0.0131983-0.0412595j -0.0432045-0.00714212j -0.00101531-0.00819978j -0.0123986+0.0157621j 0.000211991-0.0161597j 0.000756289-0.00738429j 0.0146288-0.000474868j 
-0.00638968+0.0138011j 0.0129767+0.00516692j -0.00646294+0.00475009j -0.00175082-0.00290246j 0.0183087-0.0210024j -0.00316315-0.006622j 0.00131284-0.00634317j 0.000651422-0.000580014j -6.16187e-05-0.0114147j -0.0166485-0.0017984j 0.00952983+0.00218356j -0.00257545+0.00621138j -0.0131481-0.00582281j -0.00187852+0.00566796j 0.0145993+0.0198585j 0.000328637+9.31787e-05j 0.00556324-0.0127057j -0.00282161-0.00843303j -0.0139795-0.00507415j 0.005049+0.00060067j -0.00110207+0.00226799j -0.00608658-0.00522074j 0.000664712-0.00362665j -0.0128577+0.0120995j -0.00125629-0.0259302j -0.00883034+0.00579092j -0.0171898-0.0086074j -0.00606066-0.00258305j 0.00353465-0.00511725j -0.0071606-0.00388047j 3.6568e-05-0.0225984j 0.0135709-0.00306732j -0.001232-0.0181612j 0.0138732-0.00951129j 0.0112464+0.00521302j 0.00770656+0.000770439j 0.0070921+0.010674j 0.00109661+0.0184547j -0.0130556+0.0201026j 0.00902096+0.00596136j -0.00224893-0.00548505j 0.0131702-0.00549073j -0.00836924+0.0192658j -0.0130497-0.0253351j 0.00238393-0.00386855j 0.000983384+0.00664391j -0.014174-0.00956097j -0.00860699+0.006503j 0.00740579-0.000200443j 0.00341138+0.00199982j -0.00231305-0.0224491j -0.00213261+0.0118253j -0.00281018+0.0203833j 0.00641113-0.016627j -0.00581997+0.00421105j -0.00362127+0.00657061j -0.0096742+0.0158109j 0.0169534-0.000357976j 0.00552222+0.00443161j -0.0152308-0.00262384j -0.0023647+0.00747986j -0.0179056+0.00726651j -0.00772688+0.00851694j 0.0165576-0.00834068j 0.00761161+0.00515899j -0.0042153-0.0045896j -0.00240312+0.0127467j -0.000884796-0.00490577j -0.0124697+0.00993188j -0.0105827-0.0103541j -0.0128678-0.00151337j -0.00824041+0.0220316j 0.00738456+0.00342873j -0.00378702+0.0152539j 0.00309795-0.0121214j 0.00931655+0.0076514j 0.0126127+0.0105995j 0.018591-0.00301532j -0.00437738-0.010934j -0.0148117+0.00237322j 0.00329087+0.0199507j 0.00401074+0.00656044j -0.00295545-0.00485846j 0.00824557-0.00307596j 0.00310656-0.00106309j 0.00230803-0.0048982j -0.00576969-0.00470911j -0.00281486+0.00425002j -0.00374092-0.000237606j -0.00464533-0.0198288j 0.00539559-0.0125815j 0.0111601+0.00302875j 
-0.00214163+0.00586355j 0.00683335+0.00377647j -0.000123857-0.00162784j 0.00482335-0.00445795j -0.00068282-0.0147308j -0.000500094-7.97336e-05j -0.00103057-0.00695179j -0.000656831+0.00225339j -0.00383079-0.015519j -0.00483466+0.00705118j 0.0198764-0.00431267j -0.00662177-0.0050779j 0.00363023-0.00304125j -0.00809929-0.00559673j 0.00150791+0.00834626j 0.0099271-0.0171783j -0.00993318-0.0152396j 0.00165447+0.0121121j 0.0218389+0.0142507j -0.00684515-0.00937317j 0.00441068-0.00303414j -0.00198376-0.00834114j 0.00624469+0.00279194j -0.0111646-0.00977924j -0.0187164+0.000115951j 0.0110557-0.0173178j -0.00625129+0.00840279j -0.0033485-0.0198518j 0.00164326-0.0154111j -0.00170546+0.00316519j 0.00456067+0.00459452j 0.00204847-0.0060175j 0.0106641-0.00387298j 0.0335259-0.00408889j -0.010958-0.0140884j -0.0175523+0.00826277j -0.00260607-0.00599096j 0.00216823+0.0104484j 0.0123326-0.0171507j -0.0164625+0.0239894j 0.00913466-0.00977489j 0.000405211+0.00304041j 0.0252227-0.00933888j 0.0041238-0.0117842j -0.0129874-0.00845653j 0.00669626+0.00443017j -0.00290871-0.0096381j -0.000189639+0.00340075j -0.00173988+0.0112639j 0.0185741-0.00398958j 0.00738809-0.0154257j 0.00244528-0.00392558j 0.00681512+0.0113202j 0.000159668-0.00902237j 0.00398065+0.00543848j -0.0167505+0.00379129j -0.0180782+0.0157306j -0.00664487-0.0179977j 0.00245311+0.000163593j -0.00192062-0.011007j -0.00272739+0.0011476j -0.0012589+0.00753829j -0.00349106+0.00748176j -0.00848926+0.00508534j 0.00077995+0.00582717j 0.00946071-0.000960625j 0.00132032-0.00824863j -0.00411142-0.00602404j -0.000403155-0.00138637j 0.0035833+0.000917594j -0.00891317-0.0142475j -0.00586314+0.0105071j -0.00147217-0.00322873j -0.006582+0.00128063j 0.00114574-0.00163451j -0.000282971+0.00461556j -0.00406808+0.00659474j 0.000228126+0.00883215j 0.00796308-0.00210918j -0.0129064+0.00576209j 0.00542215+0.015168j 0.00901167+0.00151092j -0.00892063+0.00119794j 0.00237284-0.00092269j -0.00431905+0.00103209j 0.00325377+0.0050061j -0.000214698-0.000356966j -0.00381424-0.00134378j -0.00330674-0.00183989j 0.00233779-0.00770078j 0.00187596-0.00533835j 0.00312765+0.00270961j 
