-0.00692559-0.00382964j 0.00408572+0.00385643j -0.00646563+0.00303131j 0.0050326+0.00600747j -0.00417986+0.000893047j -0.00329974+0.00190986j -0.00599391-0.00613504j -0.000718484-0.000634952j 0.000860582+0.00354652j 0.00619431+0.00464886j -0.00471211-0.00271211j 0.00230326-0.00268746j -0.0128962-0.00702226j -0.0226396+0.00151677j 0.000169438+0.0106859j -0.0234619+0.016915j 0.0400708+0.0104856j -0.0216161+0.00252941j 0.00328558-0.0137573j 0.00688715+0.00141014j 0.00896958+0.00181361j 0.00560626-0.0132078j -0.00322074+0.00632328j 0.00207689-0.00198291j 0.00275194-0.00629361j 0.00729532+0.00182563j -0.00251884+0.00632204j 0.00290653+0.00391798j 0.000976899-0.00580379j 0.00465757-0.00528928j -0.00304322-0.00694882j -0.00577619-0.00071756j 0.00463714+1.53971e-05j 0.00104172+0.0125956j -0.0181575+0.000300419j 0.00608728-0.0274237j -0.0240263-0.0162756j -0.0135926-0.00106187j -0.00199505+0.0177609j 0.00696866-0.0265808j -0.00618408-0.0329203j -0.0156978+0.0147855j 0.0239289+0.0185568j 0.00482972-0.00788126j 0.0141998+0.00869094j -0.00334659+0.0275007j 0.010243+0.00407265j 0.00645761+0.00470309j 0.0168393+0.0187421j -0.00204092+0.00198211j -0.00410559+0.00249714j 0.00472765-0.00927362j -0.00458017-0.00444425j 0.00309045+0.00557337j -0.00487745+0.0030885j -0.00733288+0.012975j -0.0153006-0.0169595j 0.00656886+0.00327301j -0.00669536-0.00270329j -0.000853369+0.000622471j 0.007891+0.00432942j -0.00181268-0.0063384j -0.00855446+0.00761722j 0.00687233+0.00675181j 0.00114819+0.00060391j -0.00294203-0.00506781j 0.00168056-0.00859645j -0.00773933-0.0109779j -0.00496764+0.00369859j 0.00564831+0.00405738j -0.00283381-0.00567804j 0.00583699+0.00906079j 0.00397937-0.00202395j 0.000442877+0.00633841j -0.00221844-0.000975014j -0.0015999+0.00119164j 0.00671347-0.000672744j 0.00590176-0.00525456j 0.0144063+0.0128261j -0.00320764-0.00116324j -0.00395296+0.00572796j 0.0127601+0.0192746j 0.0009453+0.00191385j -0.00589949-0.00271867j -0.00337972-0.00309135j -0.0158046-0.0127579j -0.00180535-0.00334666j 0.00166542+0.019414j 0.0100261+0.0108508j -0.0214274-0.0199087j 0.00220965-0.0111781j 0.0127013-0.325238j -0.15871-0.143576j -0.00545984-0.0315879j 0.0227803-0.0485763j 0.089263+0.0693238j -0.62919+0.0350655j 
0.0173721+0.012815j -0.0342158-0.000745616j 0.00822406-0.000364257j -0.00982101-0.00148092j 0.00230272+0.0076406j 0.00364962-0.000748363j 0.00241444-0.0107197j 0.0308919-0.00141098j 0.00859739+0.00275538j -0.0119452+0.00218144j -0.00989188+0.00299386j 0.00647231-0.0130706j -0.0116695-0.00206178j -0.0119863-0.000167488j -0.00994146+0.000176974j -0.00201387-0.00101131j 0.00951311+3.52184e-05j -0.0131844-0.00217374j 0.00767562+0.00181908j 0.00160401+0.000807538j 0.00541114+0.00220178j 0.00329996+0.00238382j -0.00774703-0.00241034j -0.00478348-0.00036584j -0.0010978-0.0011848j 0.000432446-0.00119253j 0.00517946-0.00188241j 0.00164477-0.000404582j -0.0110497+0.00437476j -0.00276153+0.00019061j -0.00392856-0.00104259j 0.000528431-0.00168544j 0.000257274-0.000437892j 0.00878866-0.00290254j -0.00120771-0.000543308j 0.00533458-0.0039904j -0.00128939-0.00199518j 0.00685602+0.00457525j 0.00348152+0.00294462j -0.0055738+0.0418654j -0.0110544-0.00295837j 0.0107179-0.00369958j -0.00717391+6.69363e-05j 0.000732185-0.00734749j -0.0025417+0.0104801j -0.00594227+0.014895j -0.00606777-0.00287793j 0.00211663-0.00961172j -0.00547114+0.00533204j 0.00709863-0.0117234j -0.0030555-0.00239452j 0.00537427-0.0143066j -0.0107134+0.0135156j -0.0071939-0.000334071j -0.0182509+0.0313334j -0.0105931+0.0214697j -0.0259668+0.0277461j 0.00232163+0.00352199j 0.00236574-0.00872925j 0.000158334+0.0116754j 0.0169856+0.00611141j 0.0186175+0.019543j -0.0293859-0.0180792j 0.0274495-0.04204j -0.00923421+0.0288402j -0.0495537+0.0815508j -0.0128301+0.0116945j -0.0201931-0.00907598j -0.0333477-0.0233131j 0.029024+0.0643968j 0.0232018+0.0391609j -0.0247246+0.00273843j 0.0354482-0.0164094j 0.0267148+0.007724j -0.012179-8.17594e-05j -0.00568936-0.0109538j 0.0211711+0.0123659j -0.0377567-0.0125464j -0.0227879-0.0138016j 0.01629+0.0128722j -0.0138274-0.0120916j 0.0334356+0.0106441j -0.0179707-0.0148738j 0.0140868+0.00244309j -0.0299741-0.0135892j -0.0309134-0.00142164j -0.00189756+0.00630759j -0.00519909+0.00360535j -0.0210801-0.00344165j -0.00135609-0.00380797j -0.00747461+0.000160374j 0.00501692-0.00347564j -0.00118891-0.0113205j -0.0116504-0.00293105j 0.0181006-0.00214489j 0.017573-0.000371191j -0.00750377+0.000106503j 
-0.00284812+0.00615264j -0.0166063-0.00176879j -0.00908444+0.00409305j -0.0139364-0.000304118j 0.0162596+0.00216277j 0.0196322+0.00262344j -0.0299114-0.000274103j -0.0294559-0.00271565j -0.0189463-0.000924972j 0.0147423-0.00342874j 0.00429004+0.00403503j 0.0179571-0.00673785j 0.0174224+0.00122821j 0.00412777+0.00281033j -0.00246505+0.00297999j 0.00149612+0.0014528j -0.00903025-0.00409973j 0.00446233+0.000211861j -0.00763126-0.00330004j 0.00101074+0.00166325j -0.000330147+0.00201164j -0.00381531-0.000754607j -0.000474279-0.00148415j -0.000412058-0.000267065j 0.00124292-0.00103462j -0.000927508+0.00125892j -0.00327847+0.00194469j -0.0036082+0.00252143j 0.00784222+0.000830055j 0.00368522+6.61222e-05j 0.00635285-0.00265171j 0.000988051-0.00222996j -0.00444042+0.00185095j -0.00590448+0.000504026j 0.000764512-0.00377012j 0.00032058+0.00220934j 0.00382092-0.00276626j -0.00553504+0.00242543j -0.0032907+0.000592525j 0.00165335+0.0156266j -0.00632945+0.0147962j -0.00578422-0.0068118j 0.00566466-0.000882515j -0.0023883+0.00655201j 0.00586151-0.00988894j -0.000457222-0.0107792j 0.00142933+0.0127666j -0.00300396+0.00913961j -0.00346336+0.00777669j -0.000731361+0.0112923j -0.0162771-0.00329245j -0.00816125+0.0090632j -0.00475435-0.00708956j 0.000636623-0.0022985j -0.0102498+0.0197128j 0.0154836-0.00740389j 0.0113142-0.0164733j -0.0118876-0.0237374j 0.00322595-0.0207393j 0.00107054+0.00859665j -0.0141381+0.0420514j 0.0224178-0.00563893j 0.0198261+0.0156271j 0.00239368+0.00846145j 0.0364297-0.0600613j 0.00418568-0.00672649j -0.0205209+0.00188443j -0.000793964-0.048538j -0.0112502-0.02932j -0.0445571-0.0148614j 0.036674-0.0144788j 0.00862507+0.0207262j -0.0172041-0.0317869j -0.0259226+0.00326343j 0.0141111+0.00151931j 0.035633+0.0127243j -0.0280075-0.0134015j -0.0509766-0.00597753j -0.0220552+0.00226225j 0.00686453-0.00303965j 0.00801198-0.00331546j 0.00171733+0.000672689j 0.0142383+0.00671116j 0.00970145-0.00232139j 0.0093513+0.0070934j 0.001279+0.0038952j -0.00442062-0.0016523j -0.00471352-0.00363864j 0.0171756+0.00395991j 0.014892+0.000138867j 0.00771802-0.00041457j 9.39349e-05+0.010646j 0.00461592+0.0024153j 0.000422965+0.00271738j -0.0148744-0.000976197j 0.00258155+0.000294128j 0.0146114-0.000245874j 
0.00517728+0.000346478j 0.00135719+0.00199687j -0.00438828-0.00458693j 0.000819822-0.0093115j -0.00821503-0.00371821j -0.0413489+0.0113923j -0.0210997+0.00225177j -0.00499699-0.00351485j -0.00970206+0.00640341j 0.0288889-0.00270496j 0.017416+0.000537533j 0.00118466-0.00174786j 0.003552-0.00220463j 0.00401863-0.000881261j -0.00651013+0.00123527j -0.00347756-0.00228218j 0.00776937-0.00137272j -0.00153412+0.0015216j 0.00354645+0.00210538j 0.00140304+0.000214153j 0.0024616-0.0012785j -0.000511704-0.000756128j 0.000537353-2.47769e-05j -0.0004331+0.000772653j -0.00345359+0.00131032j -0.000309867+0.000366011j -0.0014953+0.000641264j 0.00580091+5.12553e-05j -0.00430024+0.000208651j 0.00205537-0.000191777j -0.00213941+0.000677653j -0.00196126+0.000104403j -0.00186727+0.000804224j 0.00336422-0.000548417j -0.00226562+0.00043008j 0.000691545-0.00013719j -0.001021-8.39388e-05j 0.00252271+7.44747e-05j -0.000358259-0.000952458j -0.00185662-0.00160059j 0.000908906-0.012296j 0.00133881+0.00257428j -0.00335049-0.00264245j 0.00477311+0.00286419j -0.00423468+0.00409159j 0.0020846+0.00165676j 0.00265693-0.00796642j -0.00114413-0.00689595j 0.00481138-0.00252288j -0.00547095-0.0118912j -0.00797684+0.00832506j -0.00548486-0.0071011j -0.00218926-0.00292145j -0.00706611+0.0151861j -0.0108882-0.0063673j 0.0203015-0.0207096j 0.0240522-0.00101457j 0.011745-0.0140117j -0.0280412+0.0020645j 0.0204723-0.00620718j 0.0289261+0.00875274j -0.0546653+0.0495481j -0.0156079+0.0409105j 0.0227054+0.0102478j -0.0121282+0.0431873j -0.0135377-0.0133298j 0.0444492+0.0331779j 0.00105+0.0343187j 0.0145291+0.0105887j 0.0382093+0.0298501j -0.0239083-0.0174076j -0.00963565-0.0103469j 0.0288721+0.00476119j -0.0079206-0.0106196j -0.00439084-0.0023903j 0.0054205-0.00702217j 0.00298148+0.00280749j 0.00644852+0.00526592j 0.000659796+0.00125128j -0.00165469-0.00521923j -0.0197757-0.0114979j 0.0192798+0.00615951j 0.00445382+0.000232359j 0.0134739-0.00263499j 0.00606939-0.00491265j -0.0111964-0.00215584j 0.00133479+2.89783e-05j -0.0014086+0.000589286j -0.0145896+0.00184704j 0.00307679+0.003328j 0.00759694+0.000102738j 0.000604245-0.000520377j -0.00166653-0.00169066j 0.0014659-0.000694892j 0.00902605-0.000315192j 0.00134002+0.000173584j 0.000369146-0.000301162j 
-0.0191341-0.000759016j -0.00729041-0.00449719j -0.00593022-0.0038339j 0.0110461+0.000221965j 0.0408474+0.00237576j 0.0179678+0.00300457j 0.0197845+0.000584531j 0.00208535+0.00497823j -0.0253858+0.00178506j -0.00418324+0.00118443j -0.0193062+0.00373982j -0.00136713+0.00545665j -0.00596721-0.000730147j -0.00555-0.000852583j 0.00536457-0.00336838j 0.00191983+0.00328892j -0.000694435+0.00220923j -0.00159979-0.00147286j -4.8261e-06+0.000204841j -0.00195318-0.000998308j 0.00100164+0.00120368j 4.74879e-05+0.000703865j 0.00157129-0.00128349j 0.000716196+0.00030925j 0.00105202+0.0007817j 0.00385358-0.00173622j 0.00593167-0.00165259j 9.40156e-05+0.000733308j 6.84245e-05+1.37343e-05j -0.00210444-0.00115591j -0.00490764+0.000469091j -0.00132846+0.0017106j 0.000504202+0.000493428j -0.00216718+0.00239712j -0.00331004+0.00206697j 0.00442758-0.00448314j -0.00369177+0.000447815j 0.00423886-0.00310201j -0.000749954+0.00416565j 0.00608499+0.00350107j -0.0017415+0.0249341j 0.000876678-0.000193271j -0.00107683-0.000866572j -0.000685182-0.00426447j -0.0117607+0.00143752j 0.00230672-0.0046655j -0.00439604-0.0100875j 0.00124387-6.45201e-05j -0.00108839+0.00597961j 0.002904+0.00145812j -0.0102486+0.00874323j 0.0113819-0.0122886j -0.00399614-0.019933j 0.00769141-0.00889837j 0.00204458+0.00306133j -0.0257573+0.00548455j -0.0369047+0.0250266j -0.0150135-0.0108991j 0.040348-0.0302117j -0.0342118+0.0130623j 0.0188036-0.0332189j 0.00817813-0.0191595j -0.0144998-0.0239447j -0.0156277-0.0653692j 0.0395672-0.0126914j -0.00532238+0.0138145j -0.0199362+0.012066j -0.0422976-0.00243951j -0.0331332-0.0364375j 0.00266901-0.0148142j 0.0272295+0.0163586j 0.0352574+0.00265338j 0.0256828+0.0237399j -0.00854433+0.00589493j 0.0114767+0.00238705j -0.0237314-0.00799704j 0.015605+0.00597254j 0.0278689-0.00101783j 0.0112585+0.00106912j 0.00121442+0.00433447j 0.010859-0.000253333j -0.00747628-0.000146439j -0.00630649-0.00304594j 0.000548587+0.000516056j -0.00112214-0.00222943j 0.00355873-0.00046483j -0.00175654-0.00134454j -0.000631861+0.00263787j 0.00154336-0.00257294j -0.00451607-0.000889748j -0.00230888-0.00246538j 0.00249875-0.0083636j -0.00552097-0.00588898j 0.0101404-0.00265752j -0.00532309+0.00216158j 0.00614847-4.77052e-05j -0.0154632+0.000518272j 
-0.00675631-0.00137217j 0.0118604-0.00831779j 0.00937833+0.00135168j -0.00558783-0.00609273j 0.0036683+0.000412897j 0.023746-0.0145291j -0.00682018-0.00371899j 0.0313352+0.0035717j -0.0130783-0.00868927j -0.00890826-0.00827184j -0.00737789+0.00334711j -0.00784692-0.00162083j -0.0116094+0.00418029j -0.00958792+0.00338292j -0.00604159+0.00191412j -0.00447439-0.00846842j -0.00989224-0.0011022j 0.00542345+0.000814935j 0.00384826-0.0010346j -0.00175775-0.000513978j -0.00843567-0.000912703j -0.00123437-0.00379746j -0.00284097+0.00299564j 0.000226497+0.000382157j 0.00224901-0.00241853j 0.00368572-0.00185035j -0.00903433+0.00333762j 0.000840954+0.000977064j 0.00341434-0.004143j 0.0022186-0.00155693j 0.00372838-0.00379072j 0.00067135-0.00118011j 0.00271801+1.82548e-06j -0.00151456+0.00299658j -0.000291704-0.0017748j -0.00103734-0.000855789j 0.000571374-0.0011747j 0.000981957+0.00157461j -0.00769804-3.0333e-05j 0.00505405-0.0208217j 0.00623521+0.00818823j -0.00584905+0.00259948j -0.00437233-0.00183591j -0.000446777-0.00173256j 0.0180217-0.00319918j -0.00590824-0.0074264j 0.0132442+0.00170417j -0.00247078-0.00354631j 0.00629541-0.0202643j -0.00731882-0.0126813j 0.0315684-0.0208579j -0.0321156+0.0320641j 0.00075018+0.0273893j -0.0430403+0.0037162j -0.0017572-0.0235346j 0.00746862-0.0202512j -0.0519746+0.000754926j 0.0234318+0.0165758j -0.038577+0.058435j 0.0193105+0.0566955j -0.0181642+0.0203405j -0.00428327+0.0296296j 0.00153991-0.0480708j 0.0120141+0.0286418j 0.00971971-0.0113872j 0.0412161-0.00727657j 0.0203813+0.0202591j 0.00848428+0.0153161j 0.0143378+0.00452649j -0.0300015-0.0207154j -0.0168933-0.02129j 0.0189415+0.0102014j -0.00702086-0.0168133j -0.0336696-0.0164083j 0.00236145-0.000552559j 0.016896+0.00939399j 0.000349989-0.00190309j -0.0116074+0.00411638j 0.00954791+0.00541023j -0.00900937-0.00684152j -0.014662+0.000941429j 0.000163943-0.00211115j 0.00652211+0.00397566j -0.0129493-0.00193678j 0.00369978+0.00500532j 0.0148868-0.00201113j -0.00191618-0.000241032j 0.00218518-0.00365552j 0.0254786+0.00245357j 2.87956e-05-0.00584737j -0.010702+0.00175719j 0.000823054+0.00558668j 0.00391033-0.00639228j 0.000227167+0.000965627j 0.00321406+0.000309692j 0.010445-0.000718228j 0.00298147-0.000551733j 
-0.00555985-4.41013e-05j 0.0092291-0.00282935j -0.00092823-0.00425341j -0.00215733-0.00475827j 0.00987184+0.00191436j -0.00526777+0.00520664j 0.0292028-0.00213627j -0.0149293+0.00754395j -0.00177766+6.73766e-05j 0.0423031-0.00914694j 0.00671173-0.00346199j -0.0187578+0.00375384j -0.0177602+0.00139494j -0.00494476-0.00351864j -0.00695697-0.000518205j -9.53386e-05-0.00417253j -5.0234e-05-0.00264361j -0.0066679-0.00265076j 0.00421139+0.000224648j -0.00393047-0.00134322j -0.000178479+0.00086823j -0.00244227+0.00224404j 0.00366174+6.88527e-06j -0.000223697+0.00179102j 0.000733104-0.000217205j 0.00908153-0.00178836j 0.00623127-0.00134457j 0.00583129-0.00118868j -0.00453128-0.00200016j -0.00258658-0.000219237j -0.000496896+0.000195269j 0.00262024+0.000255934j 0.00141789+0.000116705j 0.00719315+0.000853641j -0.00761306+0.00261314j 7.22513e-05-0.00268918j -0.00708928+0.00145672j 0.00351116-0.00134875j 0.0015237-0.000401188j 0.00290508-0.0163664j 0.00440938+0.00267264j 0.00612918+0.00162914j -0.00575336-0.000310306j 0.00737081-0.00431908j -0.00318973+0.00973274j 0.00136664+0.00204059j -0.00063845-0.00726279j 0.00968414+0.00454481j 0.0106248-0.0166327j 0.0160602-0.0353765j -0.00058529-0.0018094j 0.0250483-0.00262328j -0.0027347+0.00449086j 0.0257724-0.0218863j -0.00843799-0.00937656j -0.018225+0.00524689j -0.0550927+0.0412105j 0.000533645+0.0158189j 0.00663415-0.0273811j -0.0412928-0.0150081j 0.0331206-0.033992j -0.0457382+0.0221702j -0.034317-0.0437585j -0.0370683-0.0478742j 0.0319472+0.0278453j 0.0105567-0.024864j 0.0291571+0.0171017j 0.00424398+0.00295462j 0.00424646-0.00109103j -0.00650604-0.00591455j -0.012496+0.000126197j 0.0062519+0.0111143j 0.00648587+0.000894147j -0.0107734-0.0059239j -0.00387438-0.000965261j -0.00562106-0.0076145j 0.0207615+0.0126836j -0.0109451-0.00259614j 0.00252643+0.00178789j 0.00529145+0.00251463j -0.0102035-0.00551273j 0.00872329+0.00198514j -0.00502225-0.0047021j 0.00180913-0.0016332j -0.00950838-0.00605261j -0.00527392-0.00455438j -0.00416311+0.00607343j 0.00328379+0.00561457j -0.00333721-0.000462872j 0.0052789-0.00147124j -0.000490162-0.00180362j -0.00241305-0.00599515j -0.00386064-0.00343j 0.00475302-0.00330379j 0.0250549+0.00117652j 0.00192477+0.000123784j -0.0086712-0.000679154j 
-0.00129604-0.00489956j 0.00804111+0.00380621j -0.0162084-0.0158475j 0.0366537+0.00183795j -0.0240063+0.00921269j 0.0280738+0.00518513j -0.00263343-0.000201328j -0.0133902+0.00773177j -0.0402126+0.00430073j -0.00244339+0.0028749j 0.0137586-0.00305176j 0.00210832+0.00260148j 0.0111037+0.00110794j 0.00446166+0.000721467j 0.000418043-0.000260246j 0.00166572+0.00209369j 0.00498865+0.00196821j 0.0070974+0.00362242j -0.00208384-0.000205865j -0.00120577+0.00275647j 0.00275869+0.000750414j 0.00131869-0.000597166j -0.00304682+0.00240045j -0.000594778+0.0012016j -0.0123489+0.00401862j -0.00438388+0.00186338j -0.00572644+0.000965186j 0.0047363-0.00205798j 0.00374379-0.000174029j 0.00450902-0.00118505j -0.00178163+0.00137937j -0.00842761+0.00216073j -0.00642823+0.00108059j -0.00352175+0.000482489j -9.30764e-05+3.365e-05j -0.00133603+0.00103944j 0.00363781-0.000385457j 0.00419748-0.00207602j -0.00197756-0.00110688j -0.00216301+0.00093436j 0.00274193-0.0109057j -0.00512164+0.0048599j 0.00129761-0.00635546j 0.00373555+0.00851382j 0.00144047+0.00674216j 0.0103057-0.00947757j -0.00678432-0.0137738j 0.0122234-0.0119869j -0.0015018+0.018242j -0.0101527+0.0157078j 0.0064281-0.000173593j -0.0235016+0.0288983j 0.0150967-0.0252429j -0.00734409-0.0107558j 0.0444663-0.0062021j -0.0104298+0.00186446j 0.0560175-0.033271j 0.0299345-0.0214841j -0.0125467+0.0338059j 0.0218013+0.000108207j 0.021848-0.046417j -0.0731432+0.00557086j 0.00669361+0.0508112j 0.0448669+0.0292717j 0.0198442+0.0195512j -0.0322812-0.0205861j 0.0427045+0.0488495j 0.00431493+0.00905936j -0.00621488-0.00304199j 0.0176444+0.0166941j 0.00112323-0.00792842j -0.00700606-0.0113966j 0.0219628+0.00956281j -0.00602459-0.0013474j 0.000580578-0.0038652j -0.000142837+0.00441669j -0.0097993-0.00769473j 0.0173072+0.00257288j -0.00575951-0.00601994j -0.0132194-0.00477942j 0.00268651+0.00224181j -0.000961592-0.000266244j 0.01642+0.00571195j -0.0103204-0.00265268j 0.00470333+0.00108073j -0.0186593-0.00054511j -0.00256541-0.00396716j -0.0147146-0.00135038j 0.0109909+0.000742972j 0.0129047-0.00110429j 0.0119706-0.000933083j -0.000585129+0.000625653j -0.000199835+0.00175622j 0.00281139+0.000627003j -0.00671396-0.00114963j -0.00305143+0.000241262j 0.0018036+0.000441077j 
-0.00766761-0.000536684j 0.00379675-0.00668148j 0.000224404-0.000953934j 0.0144695-0.00732986j -0.0170416-0.00292226j 0.0399754-0.00376255j -0.00361267+0.0166931j -0.0178806+0.000952837j 0.00652584-0.00567252j -0.00255892+0.000785382j -0.00815448+0.00261774j 0.00530247-0.00357048j -0.00561279-0.00151787j -0.011694+0.00165141j -0.00888924-0.000524562j -0.00186014-0.00809731j -0.000766158+0.00292195j 0.00349386+0.00208567j 0.00611602+0.00258696j -0.00223327-0.00153513j 0.00098914-0.00103533j -0.00450947-0.00135249j -0.000928541+0.00260226j -0.00263782-0.000405133j 0.000435197-0.00100042j 0.0122725-0.000696102j -0.000129206+0.00334859j 0.00325658+0.000492873j -0.00672847-0.00130918j 0.00191441-0.00203159j 0.00130148-0.00219515j -0.000959941+0.000394545j 0.00102825+0.00129664j 0.0104353+0.000958997j -0.00543533+0.00110943j 0.00404245-0.00359552j -0.00465863-0.000735013j 0.00725612-8.83227e-05j -0.00484929+0.00198173j 0.00291417-0.00598467j 0.00430666+0.00224583j -0.00211642+0.00513194j -0.00803077-0.00241844j -0.00169262-0.00776789j -0.00395391+0.00476011j -0.00961353-0.00749102j 0.0241232-0.0153891j -0.00279901-0.00442729j 0.0558662-0.0237558j -0.0124553-0.000916191j 0.0011046-7.58416e-05j 0.0374365-0.0188283j 0.00395742+0.0183771j 0.0628986-0.0147367j -0.00505417-0.05769j -0.0108924-0.0604768j -0.0124257+0.0565211j 0.0512049+0.00508248j -0.0622718+0.0028739j 0.00399311-0.061474j -0.024726-0.0152865j 0.00903149+0.0173839j -0.00799838-0.027569j 0.034573+0.0290183j 0.0239305-0.000450511j 0.0142101+0.0187422j 0.00281051+0.0227136j -0.00952162+0.000590671j -0.00914306-0.00474716j -0.0141452-0.0171285j -0.00630889-0.00565679j 0.00953829+0.0152507j 0.00595405-0.00325557j -0.0129258-0.0110561j -0.00386378-0.00340524j 0.00370228-0.00478001j 0.0142254+0.012553j -0.0124857+0.00465899j -0.0019628+0.00376115j -0.00223772-0.000649521j -0.0158136-0.00522794j 0.0104839-0.000646944j 0.000352367-0.00332637j -0.00908136-0.00217417j -0.00886682-0.00259478j -0.00612446+0.000844438j -6.94744e-05+0.00225126j 0.00166604+0.00467233j -0.00370006+0.00143824j 0.00408683-0.00195012j -0.00685604-0.00241968j 0.00170204-0.00318071j -0.00287522-0.0102138j 0.00467914-0.00229672j 0.0128135+0.00272365j 0.0138723-0.000441537j -0.00765514-0.000682637j 
0.000967371-0.00985087j 0.0122248+0.00130326j -0.00724749-0.0050508j 0.0112547+0.00285947j 0.0211465-0.00152401j -0.0136256-0.0020441j 0.0262513-0.00633928j -0.0111843+0.00333709j 0.0191587-0.00511432j 0.0048441+0.000680818j -0.0100699+0.00327847j 0.00767404-0.000156429j 0.00617655+0.000316993j 0.0017026+0.00150026j 0.0051955-0.0011251j -0.00207856+0.000444144j 0.00514857+0.0057023j 0.00252952+0.00360766j 0.00194775+0.0016156j 0.00280683+0.000396349j -0.000838339-0.00288842j 0.00142888-0.00263056j -0.00212795+5.96025e-05j -0.00209021+0.00154062j -0.0113791+0.00210727j -0.00177948-0.00153852j -0.00278486+0.00243306j 0.00177971-0.00135131j -0.00178089-7.29129e-05j 0.000618816-0.000756941j -0.00370846+0.000879311j -0.00660554+0.00187827j -0.00140601-0.00028028j 0.00154999-0.000840046j -0.000905112+0.00220296j -0.000319303+0.00038446j 0.000534621+0.00179885j 0.00626391-0.00182221j 0.00300262-0.000400424j -0.00387607-0.00906541j 0.0053489-0.0139568j -0.000311617+0.00620841j -0.00244762-0.00136999j -0.00967098+0.00184362j 0.00208878-0.00568424j -0.00821326+0.00291318j 0.0120192-0.00209023j -0.00758396-0.0119676j 0.00397763+0.0106684j -0.015369+0.0319535j 0.0137982-0.0134706j -0.0183679-0.013812j 0.00544935+0.0262032j -0.00859365+0.0136128j 0.0451091-0.026045j -0.028898-0.00516574j 0.00799079-0.00297779j 0.0447177-0.0190293j -0.0116965+0.0350533j 0.0209265+0.00740315j -0.0210349-0.0379922j -0.0114071-0.00552371j -0.0137253+0.000627423j 0.0310974+0.0302318j -0.00830575+0.0113387j -0.018899+0.00923898j 0.0159929+0.0139837j 0.00417762+0.00498798j -0.00942097+0.000706025j 0.0224378+0.00947429j -0.00405888-0.00361447j -0.00935756-0.0056585j 0.00631732+0.00369942j 0.00550347+0.00416002j -0.00496083-0.00334481j -0.00248281+6.29765e-05j -0.00586459-0.00287868j 0.0116074+0.00528534j -0.0055283-0.00235906j -0.00702648-0.000831709j 0.00639229+0.00242436j -0.00043673-0.000705179j 0.0080625+0.0013894j -0.00742296+0.000165923j 0.000989546-0.000144453j -0.0167821+0.000740656j 0.000794315-0.0025632j -0.00856974+0.00126582j -0.00534637-0.00248453j -0.0104281+7.4559e-06j 0.00708559+0.000473895j 0.000354058-0.00522788j -0.00238141+0.00161153j 0.00253967+0.000209209j -0.00307607-0.000997072j -0.0062715+0.000167354j -0.00626086+0.000622505j 
-0.0208841-0.0123331j 0.0111585-0.00875835j 0.0192433+0.00161154j -0.0500469+0.0066886j -0.0111337+0.00552265j -0.0116914+0.000281647j -0.00847628-0.00594644j 0.0154122-0.0103894j 0.0152288-0.00267689j 0.00638701+0.00088419j -0.00846736+0.00109912j 0.000383606-0.00252345j 0.00124529+0.00154228j 0.00191985+0.000458332j 0.00793639-0.0010575j 0.00109484-0.00071967j 0.0133153+0.00466419j -0.00240232+0.00186589j 0.00483996+0.000108671j -0.00223711-0.00178375j 0.000337047-0.00121432j -0.0079527+0.00141473j 0.00883333-0.00073214j 0.00045993-0.00263374j -0.0163555+0.00014894j 0.0059628-0.00399223j 0.00475395+0.000649632j 0.00379483-0.00210088j -0.00705261+0.00146689j 0.000417285-0.00147187j -0.00707805+0.00111375j -0.00924541+0.00199541j -0.00134029-0.00154053j 0.00029949-0.000623607j -0.00763045+0.00509492j 0.000459938-0.0020633j -0.00629745+0.00510921j 0.007279-0.00330479j 0.00914592+0.000283041j 0.00300987-0.0208049j 0.00587797+0.00586708j 0.0143277+0.00667126j -0.00594978-0.000554724j -0.00348815-0.00309081j 0.0131445+0.00364967j -0.0136707+0.0231892j -0.00145808+0.00617922j -0.00817647-0.00506925j -0.0376763+0.00551203j 0.0172507-0.00160307j -0.0346529-0.00352082j -0.0106924-0.0145485j -0.0235276+0.052983j 0.0177788+0.00103245j 0.0501583+0.0227499j -0.0558364+0.031748j -0.051602-0.00277434j 0.0283582-0.0396007j -0.0238544-0.00346975j -0.0181548-0.00353015j -0.00323329-0.0340519j -0.0175859+0.00509844j -0.0438514-0.0345739j 0.0154874-0.0027577j 0.0100753+0.01777j -0.0151264+0.0138512j 0.0160983+0.0179501j -0.00672531+0.00222035j -0.02419-0.00781629j 0.0306552+0.0118918j 0.0142678+0.00210619j -0.00516051-0.0058135j 0.0191556+0.00469715j 0.00340936+0.00535442j -0.000890726-0.00296285j -0.0111762-0.00153589j 0.00440649+0.000295149j 0.00857123-0.00147598j -0.00652052-0.00250695j -0.000710943+0.0026303j 0.00704345+0.00153618j 0.00358075+0.000255329j -6.70177e-05-0.00111482j -0.00530238-0.00027573j -0.00926755-0.00262567j -0.02103-0.00093464j -0.0041194-0.000420713j -0.0108169+0.0034135j -0.00491454-0.00420778j -0.0137779-0.00189237j 0.00788583+0.000310366j -0.000424497-0.0151712j -0.00695608+0.00294206j 0.00455155-0.00128796j 0.00264184-0.00238579j -0.0127992+0.000501514j -0.0201018+0.000885037j 
