0.0231323+0.0663585j 0.0582398-0.0277908j 0.0562557+0.067028j 0.0747279-0.0462507j 0.00101005+0.00895955j 0.00184262+0.0107863j -0.0119902+0.00687104j 0.000628008+0.0209344j -0.0206805-0.031832j -0.0181471+0.029015j 0.0342603-5.76676e-05j -0.00871497-0.0222564j 0.004932+0.00107306j 0.0173847+0.0100263j 0.000682928+0.0218329j -0.00935001-0.0108875j -0.0259528-0.0266703j -0.0106286+0.0111662j 0.00219362-0.0153246j -0.0136891-0.0254139j -0.0366254-0.0160075j -0.00361761+0.0122173j -0.00780465-0.000925837j -0.00158988+0.00108699j 0.0177615+0.00752486j 0.00515961-0.0178355j 0.0108512-0.0195421j -0.00734081+0.00529769j 0.011265+0.0062127j 0.0122571+0.00411429j 0.0188306+0.00689643j -0.00379669+0.0108002j 0.0101213+0.0208431j -0.0347377+0.010521j -0.0109867-0.0189304j 0.00714609-0.0221133j 0.0187315+0.00187585j -0.026726-0.00479902j -0.00105683-0.0145525j 0.00631651+0.0142205j 0.0148458+0.00145246j -0.00351074-0.00478145j -0.0244185-0.00641195j 0.0134777-0.00292752j -0.0361608+0.00418609j 0.000258985+0.00230517j -0.00899125-0.00913508j -0.0243052+0.0229086j 0.0230617+0.0233835j 0.0149988+0.00793117j 0.00722318-0.0319154j -0.00262389-0.00900634j 0.00845207-0.00482691j -0.0111494+0.0232043j -0.013084+0.00326398j 0.008042+0.00216741j -0.0064512+0.005467j -0.000769947-0.000255153j -0.0168692+0.0135468j -0.0133341+0.0111945j -0.00696881-0.0145771j -0.0199262+0.023996j -0.0257157+0.0133108j 0.0137519-0.00437388j -0.0210896-0.0165829j -0.00268471+0.0121446j -0.00879204+0.00156064j 0.0128811+0.00707424j 0.0225352-0.0280318j 0.0109844-0.0257426j 0.021397+0.00776802j -0.00879048+0.0328837j 0.0100885-0.0128791j -0.0122837+0.0170089j 0.00393281+0.000253633j 0.00752426-0.00497574j 0.0180167+0.00532242j 0.0117903+0.0162065j 0.00216544-0.0112275j -0.00326921+0.0166163j -0.00937984-0.0147181j -0.0181832+0.0251036j 0.00916558-0.0161369j 0.00791596-0.00669081j -0.00622454+0.0178815j 0.0361113-0.010855j 0.00701574-0.00336509j 0.0206418-0.0111401j 0.0371231+0.0495456j -4.29285e-05+0.00322223j -0.00955559+0.00474196j 0.0715961+0.0426929j 0.0267723-0.0773895j 0.046476+0.058813j -0.0592531+0.0489764j 
0.03212+0.000145447j 0.00215619-0.0396584j -0.0507487-0.0296846j -0.0259011+0.0516738j 0.0117466-0.0802809j -0.0794743-0.00432796j -0.0662075-0.0583729j 0.0297856+0.0118446j -0.00121486+0.0781039j 0.0600815-0.0201983j -0.03639-0.00798221j 0.00337625-0.0388688j -0.037712+0.0221652j -0.0652951+0.00332995j 0.0250682+0.0773361j 0.0519224-0.00859532j 0.013813-0.0458197j -0.031268-0.0724691j -0.0429074-0.0409559j 0.029751-0.035017j 0.000344403+0.0560462j -0.00388317-0.0468973j -0.026818-0.017437j -0.0553748+0.0905847j 0.0104031+0.0107685j 0.00646166-0.0556489j -0.0521543+0.0441418j 0.0312361-0.00467329j -0.0466392-0.00138616j -0.0885861-0.0104142j 0.0720498-0.0282864j -0.0122046+0.0490738j 0.000177021-0.0227662j -0.106473+0.0800308j 0.04227+0.0471398j 0.0217044+0.0433976j -0.0109459-0.00646943j 0.0111166-0.0703583j -8.33486e-05+0.00496636j 0.0446656+0.0529853j 0.00947374-0.0587146j -0.0692422+0.0493513j -0.025219-0.057427j 0.0126487-0.0266801j -0.16398-0.0949158j -0.0190982+0.0960093j 0.0462721+0.00614252j -0.0308623+0.0896837j 0.0799045-0.0350146j -0.0460222-0.0247036j -0.0615974-0.100357j -0.0153305+0.0622949j 0.0278109-0.0127083j -0.0047019-0.0551352j -0.0356+0.0141312j -0.058504+0.057004j -0.0106932+0.0242884j -0.104364-0.0318363j 0.0798301+0.0283147j 0.0739998-0.0375554j 0.0542832-0.0665067j 0.0471265+0.0139647j 0.00470872-0.00717551j -0.0230821+0.0875834j 0.0188587+0.0362184j -0.056759-0.0399219j 0.0223952-0.0420484j -0.0941208+0.010651j 0.0873337+0.0113017j -0.00793079-0.0216506j 0.0494297-0.0073603j 0.00974921-0.0125145j -0.0232562-0.0673938j 0.00255468+0.118449j -0.00630027+0.0334966j -0.0697539+0.0788855j 0.0747095+0.0161819j 0.0406802+0.0206965j 0.0525759-0.0196216j 0.00809859-0.0456628j 0.0179153-0.0346368j 0.0752366+0.0128987j 0.0828353+0.003785j -0.0555208-0.0771591j -0.126686+0.0576863j 0.0495503+0.0314077j 0.0249613+0.00297464j -0.0169013-0.0382153j -0.00235845-0.0558294j 0.0949955-0.00243813j -0.00438726-0.116747j -0.0551693-0.00355248j 0.00373248+0.0641153j 0.0171079-0.0188114j 0.0151421+0.0143827j 
0.00792203+0.0181912j 0.0138262-0.00682926j 0.0322562-0.0442117j -0.039116-0.02882j -0.0325454-0.0179819j -0.000492321+0.0397269j -0.0187413+0.0276874j 0.00255466-0.00465114j 0.0350757+0.0105476j -0.007391+0.00107383j -0.0122283+0.0351943j -0.0413688-0.00540622j -0.00356472+0.0612106j -0.0443564+0.00381654j 0.0300626+0.0426115j -0.00210362+0.00282636j -0.0205954+0.0477992j 0.0219477-0.0170608j -0.000691526-0.00791381j 0.0233181+0.0267226j -0.0112926-0.0320426j 0.00207045-0.0114328j -0.00236938+0.0198014j -0.0193092+0.0275263j 0.000609602-0.0160693j 0.0275686-0.0119111j -0.00300452+0.0171577j 0.0257726+0.00576066j -0.0365849+0.0202953j -0.0343889-0.00690108j -0.040177-0.011582j -0.00376776+0.010953j 0.0182349-0.0106832j -0.0363796-0.0210232j 0.00589247+0.0358123j 0.0283995-0.0160136j 0.0181552-0.000602879j 0.0150867-0.0206917j 0.0224312+0.014742j 0.0130939+0.00796212j -0.0214015-0.0150855j -0.0144817+0.00527139j -0.00914623-0.00690174j -0.0350753+0.00103995j -0.00443081-0.0500013j -0.0133013-0.0366673j 0.0379031+0.025391j 0.00663712+0.0158608j -0.0299025+0.00721168j 0.0535386+0.0345079j -0.0298781+0.00512859j 0.0125429+0.0267661j 0.0449785-0.0424758j -0.000257385+0.00024397j -0.00846764+0.00552365j -0.0158076+0.0252839j -0.0381152-0.0493378j -0.00108072-0.00142573j 0.0362531-0.0360118j 0.021937-0.0441134j -0.00296312-0.030666j -0.0341537-0.0318838j -0.00425209+0.0276462j 0.046705+0.0187845j -0.0700756+0.00755616j -0.00657494-0.0178757j 0.032708+0.00998228j -0.0360932-0.0281403j 0.041359-0.0373989j -0.00790506+0.00679122j 0.0121139-0.00454915j -0.00228128-0.00409239j 0.0195245-0.0607727j 0.0212516+0.0282705j -0.0242165-0.0440716j 0.0125988-0.0147881j 0.0409564-0.0417594j 0.0251264+0.0135908j 0.0266749+0.0493494j 0.0123854-0.0297773j 0.0742522-0.0539015j 0.0709413+0.0521131j 0.0287469+0.0215474j 0.0515017-0.0322431j -0.0118644+0.0082347j 0.0385238+0.00518565j -0.0568047+0.0149685j 0.0376839+0.0252742j -0.0187633+0.051687j 0.0248183-0.0228892j -0.0152856-0.0400199j -0.0282181+0.000614575j 0.00464742+0.0426392j 0.0237501+0.0138623j -0.0138075+0.0203595j 
-0.0146004-0.00962677j -0.00338323+0.0122765j -0.0378977+0.0471955j 0.0432894+0.0220277j 0.0138914-0.0306591j -0.0563211-0.00459954j -0.00625598-0.11104j -0.0551508-0.000982666j -0.0295656-0.0195283j 0.091029-0.00373198j 0.00367195-0.0376803j 0.0665896+0.012043j 0.0364686-0.113016j 0.0286921+0.0344611j 0.000913792-0.0353124j -0.00828256+0.00663001j 0.0311941-0.00717188j -0.0120739+0.0133437j -0.0438024-0.0103263j -0.0343254-0.0114289j -0.0120083+0.0323745j -0.0447044-0.0309562j 0.0128105-0.00226942j -0.0111879+0.0474871j 0.00205009+0.0372733j 0.0046485-0.0332179j 0.000135452-0.0236855j 0.00705149-0.0158621j 0.0133711+0.00314306j -0.0120908-0.0190463j 0.0830057-0.041541j 0.0385216+0.0204582j 0.0412456+0.0263916j -0.0690084+0.0819495j 0.00413273+0.0285342j -0.0373213+0.0155287j 0.00921217+0.024648j -0.0496423+0.0251089j -0.0207787+0.0480749j 0.00318081+0.0344848j 0.0370717+0.0278652j -0.00148287-0.0030979j 0.00826336-0.0364006j 0.0657656+0.0615843j -0.00304494+0.0101381j 0.0566864+0.0468164j -0.0130728+0.0132262j -0.011696+0.0270092j -0.0275384-0.00579605j -0.0848447-0.0615234j 0.0260963-0.0226644j -0.0215982+0.0204415j -0.0548355+0.0385589j -0.040132+0.00968126j -0.065773-0.0460017j -0.00683087+0.0214558j 0.0461856+0.0409763j -0.022355-0.00362243j 0.0191791+0.00673157j 0.0159456+0.0499826j -0.00646505-0.0297094j 0.066824+0.0227324j 0.00982443-0.0422021j -0.0443206+0.00924918j 0.0349731-0.0478046j 0.049511+0.0714317j -0.0424627-0.0828595j -0.0363744-0.0319483j 0.00272483+0.0566621j 0.0623771-0.0456382j 0.0167858-0.042235j 0.0324432-0.00653112j -0.010256-0.000898723j 0.0266872-0.0153499j 0.0265942+0.0671079j 0.00118593+0.0206186j -0.0326921+0.0449954j -0.0313999+0.0331977j 0.0559698-0.0577706j 0.0521982-0.0378517j -0.00523128+0.0506932j -0.0183503-0.0240467j -0.0109711-0.01724j -0.134132+0.00146012j 0.00227426+0.00836556j -0.051776-0.0396604j 0.0438571+0.0434444j 0.00161747-0.0224809j 0.0126049-0.0718365j 0.0194144+0.000267298j -0.00462296-0.0100404j 0.00312747-0.0110391j -0.0270805-0.000811361j -0.0304636-0.0151152j 0.0142943-0.0419875j 
0.0197859-0.0207313j -0.0153104-0.0249847j -0.0275979-0.0114663j -0.0193579+0.0354624j 0.0252698+0.0167459j 0.00399105-0.0204314j -0.00318495-0.00663197j 0.0260746-0.0788568j 0.0878741+0.0563177j 0.0588391-0.0103025j -0.0226474-0.0121486j 0.076126-0.027665j -0.0137195-0.0846093j 0.0100724+0.0137735j -0.061355-0.0502171j 0.0376654+0.0623118j 0.0289255-0.0730708j 0.00967101-0.0164091j -0.0238019+0.0158378j -0.0668733-0.0228844j 0.0127392+0.0300293j -0.0222527+0.0114614j 0.0171987-0.0117527j -8.8889e-05+0.0153559j 0.0108345+0.0249994j 0.0143779-0.0133967j 0.0132805-0.0318168j -0.0292413-0.0270472j -0.00582665-0.0108795j -0.0267695-0.0445833j 0.0948759-0.0654074j 0.0678924-0.0136378j 0.0188663+0.0463219j -0.00958732+0.0591524j -0.0237213+0.0728202j -0.0305111+0.0166954j -0.0132872+0.0208513j -0.0422503+0.0410117j -0.0205388-0.0175146j -0.0171283-0.0137434j 0.0366157-0.0281609j 0.0172978-0.00326512j 0.0083894-0.0445079j 0.0188597+0.0174232j -0.0229472-0.0152596j 0.0631751+0.0510187j 0.00880016-0.00777386j 0.0422474+0.0201912j 0.0638322+0.00601609j -0.0315762-0.0772758j 0.0285536+0.0280186j -0.00632511-0.0298267j -0.0810572+0.0755053j -0.0477127-0.012552j -0.0895789+0.00945467j -0.016354+0.00254597j 0.016832+0.0689987j 0.0229149+0.0119705j 0.00433263+0.0211249j 0.00793832+0.0196918j 0.018125-0.00139285j 0.0152021+0.0682536j 0.0954522-0.000913264j -0.0633848+0.0417758j 0.0304359+0.00649724j -0.00425891+0.0818432j -0.0544404-0.0704854j 0.0300291-0.0116798j -0.100331+0.00528171j 0.0564041+0.0337803j -0.022652-0.0480651j 0.0140365+0.00714509j -0.0283832+0.0352863j 0.00758263-0.0505234j 0.0585052+0.0301758j -0.03763+0.00225749j -0.0576652+0.102765j -0.0173155-0.0852544j 0.0408394-0.00325194j -0.0335086+0.00589369j -0.0646856+0.0246909j -0.0502986-0.0415987j 0.0117903-0.0458032j 0.0249802+0.00640517j -0.0620014-0.0836228j -0.0459608+0.0894624j 0.00692095-0.0290773j -0.0397111+0.0584811j -0.102915-0.054906j -0.0109415-0.0216539j -0.0303058+0.00155305j -0.0151446+0.0371073j 0.0168038+0.00884342j 0.0195937-0.0561284j 0.0566064+0.0220452j 
0.0260818+0.0287801j 0.0246726-0.0327505j 0.0169023+0.0546866j 0.061392-0.0292378j -0.012747-0.0277683j -0.043937+0.0393848j -0.0556382-0.0781221j -0.0472613+0.050751j -0.0269808-0.0143751j -0.0161227+0.0444736j 0.0199245+0.0815852j 0.0354638-0.013618j 0.0602673-0.00557374j -0.0391636+0.0251619j 0.016454+0.0421809j -0.0499886-0.0467373j -0.0426105+0.0426936j -0.00586087+0.0147418j -0.00057181-0.0128292j 0.0234211+0.0155535j -0.0677092-0.0637473j 0.0124296-0.0451039j -0.00765732-0.00151828j -0.0325484+0.0313949j 0.0218751+0.0130972j 0.0100701-0.00753318j 0.0102128-0.0135532j 0.0101184+0.00694292j -0.0311368+0.0431622j -0.0211589+0.0388784j -0.0337585-0.00778391j -0.00951406+0.0415129j 0.0511899+0.0248431j -0.0607584-0.00155796j 0.0176365+0.0133117j -0.0053746-0.00967338j 0.00605339+0.0155899j 0.00239861+0.0129136j -0.0229479-0.0114495j 0.0209953+0.0353528j -0.0119634-0.00902061j 0.0165208+0.0115979j -0.00568966-0.0302536j 0.00945895-0.0321177j -0.0599944-0.0373203j -0.0227884-0.017839j 0.0366398-0.00133268j -0.0179033+0.047362j -0.0471723-0.00288738j 0.0160145-0.0212571j -0.0294645-0.0555201j -0.0209736+0.0260322j 0.0171992-0.0397997j 0.0189047+0.0280743j -0.00832119-0.0417923j -0.00395958+0.0328782j -0.0164899-0.0402543j -0.0438249-0.00759311j 0.0470928-0.0292177j 0.0364736-0.011664j 0.0105801-0.0745205j -0.0155549+0.00382705j -0.0636367-0.0224015j 0.0652102+0.00716744j -0.076955-0.00760064j 0.0276314-0.0127127j 0.0120581-0.0280337j -0.0564553-0.0390966j 0.0862497-0.0402488j -0.00192135-0.0382587j 0.079215-0.000355637j 0.0164121+0.0366123j 0.0196149-0.0770362j -0.0294322+0.0544593j 0.00126055+0.0103675j 0.0256926+0.0275296j 0.0376939+0.0297268j 0.0427461+0.0915954j 0.0908836-0.00650632j 0.0364847-0.056452j 0.0577128-0.0317794j 0.0135428+0.0571011j 0.0468972+0.0236265j -0.0794263-0.0320642j -0.0465102+0.0670534j 0.0623039-0.0227966j 0.059392-0.0238839j -0.00734618-0.0689895j 0.0853643-0.0240353j 0.0535667-0.0366425j -0.0442031-0.0676534j 0.0561236+0.00933661j -0.00441156-0.0763121j 0.0216943+0.0479143j -0.0329987+0.0338202j 
-0.0626262-0.0272674j -0.0205652+0.0796771j 0.0249362-0.0457785j -0.0466449-0.0201166j -0.0735708+0.0365033j 0.0326012+0.0524177j 0.0930447-0.00379995j -0.0103405-0.0253696j -0.0389839+0.00120167j 0.0140317+0.0293636j -0.00210568-0.0395665j 0.0683604+8.68901e-05j -0.0124463-0.0682169j 0.0339001-0.0150826j -0.0184548-0.0374825j 0.00687134-0.0320748j -0.0346415-0.0923253j -0.0287628+0.00270019j -0.0131623+0.00985023j -0.03705-0.0441644j 0.009394+0.0384537j -0.0353299+0.0208091j -0.0252876+0.00740746j -0.0113559-0.00608265j 0.00128902+0.0235635j 0.00238912-0.00309032j 0.0146311-0.0342266j -0.0368443-0.011522j -0.0105312-0.031447j -0.00132996-0.00204854j 0.0656651-0.0325098j 0.0487662-0.0402813j -0.0222291+0.0139175j 0.0155609-0.0176007j 0.0123943+0.0243034j -0.0129259-0.00837134j 0.0104014+0.0133868j -0.0166807-3.20506e-05j -0.0725323-0.0393269j -0.0167344+0.0512439j -0.0233645+0.0394596j 0.00965536-0.0220046j 0.0167074-0.00274896j 0.0394829+0.0431641j -0.0358104+0.0355322j -0.00704613+0.00886178j -0.0493016+0.0223681j -0.000618078+0.0260955j 0.0139172-0.0213308j -0.0446844+0.0373316j 0.0456938+0.0364204j 0.0279032+0.00226653j -0.0715101+0.0683169j 0.00424947-0.0302091j -0.041181+0.0352196j 0.0358689-0.0178607j 0.0268129+0.0321723j 0.000908815+0.00954127j -0.0502504-0.0205648j 0.0296616+0.00221056j -0.00116934-0.010008j -0.00218674+0.0398389j -0.000300581-0.0203255j -0.0220787-0.0266832j 0.0569618+0.0213091j -0.0281579+0.0254665j -0.0388655-0.0314633j 0.0527223-0.00868707j -0.0798841-0.0226892j 0.00783874+0.0282027j -0.0753419+0.00882729j -0.0864843-0.0224431j 0.00737407+0.0564381j 0.0388938-0.0963499j -0.0157756+0.00892869j 0.0483825+0.0231962j -0.0445883+0.00498099j -0.0345154-0.0173217j -0.0544152-0.0774886j -0.0484434+0.0912002j -0.0110163+0.0489082j -0.0208672-0.0452067j -0.0500927+0.0879553j 0.0414359+0.0132511j -0.0378814-0.0880165j -0.0982705+0.0624466j -0.0403212+0.049886j 0.0406257+0.0275343j 0.0317343-0.024819j -0.045516-0.0937934j -0.075008+0.039653j -0.027227-0.0769689j -0.0724265+0.0109972j -0.0558886+0.0105538j -0.00897067-0.0550176j 
-0.0738439+0.0625498j 0.0600989+0.0983539j 0.0954542+0.00927363j 0.0233416-0.0852053j -0.0896844-0.0222849j -0.0288359+0.0795758j 0.0670971-0.0559039j -0.0461541+0.0263783j -0.0970706-0.0495217j 0.0061673+0.0512916j 0.0316082-0.0504406j 0.00484585-0.0139432j -0.014075-0.00124524j 0.0272092-0.0142469j 0.0393257+0.0315785j -0.020482-0.081359j -0.0722787-0.0639639j -0.0695698+0.0284367j 0.000918952+0.00178526j 0.00683104-0.0576069j -0.0405205+0.0114269j -0.0172579+0.0218292j -0.0303635+0.00974621j 0.00145391-0.000549007j 0.0261876+0.00682961j -0.0110785-0.0309283j 0.0114577-0.0316645j -0.0122477+0.00262445j 0.00189824-0.00407117j 0.00606741+0.0423935j 0.0167495+0.0273785j -0.0108759-0.0159624j -0.015505-0.0067682j -0.0527464+0.000603919j 0.0351138-0.0357666j 0.010603-0.0353781j 0.0320067-0.000411285j -0.00288038-0.0502123j -0.0345065-0.0291611j 0.00394487+0.0778226j 0.00889053+0.0625402j -0.00490228-0.015761j -0.0156837+0.0063357j 0.0633598+0.0547341j -0.0765799+0.00881915j -0.0342228-0.00782784j -0.0535458+0.0172709j -0.0736961+0.0258408j -0.0177019-0.0155028j -0.0158455+0.0675098j 0.0344507-0.0490048j 0.0233701+0.0399321j 0.00185398-0.0116426j 0.00440161-0.0356665j 0.0326452+0.0317406j 0.0318506+0.00347955j 0.0117925-0.0119519j -0.0555927-0.00369833j -0.0224545-0.00670544j 0.0437515+0.0160119j -0.00579941-0.0239321j 0.00870587+0.00332955j -0.0713385-0.000331737j 0.0302515-0.0285657j 0.00772178-0.010033j -0.0167378-0.0124122j -0.0124113+0.00459919j -0.0119532+0.0145172j 0.0389629-0.0379292j -0.039716-0.0539566j -0.0127378+0.059674j -0.103035+0.00756288j 0.00460247-0.00285374j 0.0297651+0.00687259j -0.0723324+0.00685374j 0.058722+0.0387043j 0.0285981-0.0923934j 0.00552516+0.0894227j -0.0802304-0.0735833j -0.00646668+0.0697932j 0.0366763-0.0176548j 0.0385498-0.0146803j -0.0388252+0.0953985j -0.00871872-0.0201015j -0.0157532+0.0390355j -0.0325132-0.0315677j -0.0846401+0.079973j 0.108458+0.0278552j 0.132385+0.00697283j 0.0108452-0.054116j -0.0532048-0.00962888j -0.00271521-0.0793671j -0.102032-0.0207717j -0.0374145+0.125423j -0.0858141-0.0449797j 
-0.000567975+0.0192752j 0.019303+0.00296302j 0.00761153-0.123003j -0.111665+0.0136209j -0.0597012-0.0626845j -0.0366853+0.0617907j -0.00339155+0.0457391j 0.0582312-0.0633962j 0.0809338+0.0541552j 0.0450436+0.0228557j -0.0144557-0.0030735j -0.0359793-0.0430749j -0.0459349+0.0143995j 0.0025156+0.018006j 0.00411076+0.0551489j 0.0280666+0.057957j -0.012449-0.0244289j 5.04283e-05-0.0292813j -0.00936522+0.000257122j -0.0412921-0.00349039j -0.00421243-0.0286041j -0.0261999+0.00833836j -0.0164249+0.0357323j -0.0188593+0.0595063j 0.0172313-0.0165659j 0.081557-0.059151j 0.0110808-0.0205219j 0.0319475-0.00137297j -0.0922956-0.0164055j -0.0716938-0.0552163j 0.0198432-0.0615978j 0.0305081-0.062449j 0.0311836+0.0382802j -0.0687923+0.00231031j 0.0115348+0.0702936j 0.0464764-0.0191828j -0.0213263+0.011408j 0.00410869-0.0090438j -0.0331049+0.0174805j -0.0334424+0.00345705j -0.0192913+0.0114413j -0.00441268-0.00952207j -0.0197533-0.0251916j -0.0136225-0.00239198j -0.00620415-0.0761284j 0.0379222+0.0139468j 0.0710838+0.0590057j 0.0271026+0.0675118j 0.0453633-0.00584381j 0.0197921+0.0395699j -0.0148493+0.0104554j 0.0189314+0.0511651j 0.000882334+0.0108947j -0.0505874-0.0444676j -0.0923904-0.000975968j -0.0131237+0.061675j -0.0158072-0.0103504j -0.0208995-0.0477767j 0.0283968-0.0345768j 0.0911961-0.0566477j 0.0124426-0.07577j 0.000749309-0.0364291j 0.0402272+0.071056j 0.00619702+0.0539736j -0.0332853-0.00658479j -0.0196975+0.0521347j 0.0259608-0.0350951j -0.0791491-0.0409058j 0.0237765-0.0466678j 0.0191044-0.0168589j -0.0210268-0.0848995j -0.0499687-0.0782556j 0.00708667-0.0437432j 0.0375668+0.00332312j -0.0290758-0.046225j 0.0401676-0.0201583j 0.028554-0.0193287j 0.0229749-0.0223898j 0.0602807+0.0402338j 0.0315721+0.00612992j 0.0239188-0.0546118j 0.140289+0.0140688j 0.0454176+0.0212133j 0.130449-0.0588099j -0.0147664-0.0594233j -0.0281993+0.0391684j -0.0760976+0.0648357j 0.0638624+0.0634193j -0.0303456+0.0649513j 0.0269999-0.0954493j -0.0665074-0.0517837j -0.120038+0.00107977j -0.00337901+0.111091j 0.0305052-0.0183932j 0.0167409+0.0332269j 
0.0256581-0.000875217j 0.00278573-0.0294065j -0.0304174+0.0259468j 0.0204453+0.0223959j 0.058746-0.0295092j -0.0411165-0.052948j -0.0462185-0.068711j 0.00186258+0.0459677j -0.0446252+0.0406149j 0.00650228-0.0165916j -0.013742+0.0181196j 0.0627085-0.0530403j -0.0305294-0.0170516j -0.0296865-0.0310091j -0.00600263+0.00577589j 0.0214072-0.0424324j -0.0238819-0.0593993j -0.0605786-0.0109405j 0.022637+0.0136178j 0.0411611-0.0368513j -0.0430366+0.0157042j 0.0250431-0.0113916j 0.00627067-0.0369739j 0.000844789-0.0285959j 0.0210908-0.0134807j -0.0438736+0.0261745j 0.0225572+0.000275852j -0.024105-0.00724981j 0.0261749+0.00353568j -0.0184836+0.042942j 0.00354975+0.0718203j -0.0379003+0.0631399j -0.0281117-0.0182597j -0.0255924+0.0705362j 0.000776776+0.0161889j -0.046769+0.00881471j 0.0179433-0.0125407j 0.0401574-0.0264273j 0.0139901-0.0542179j 0.0111815+0.0263977j 0.0661306-0.0347938j -0.0214738+0.0572922j -0.0134152-0.0310141j 0.0157191-0.0414489j -0.152822-0.0250611j -0.0442074+0.0718399j -0.0132653-0.0656434j -0.0235849-0.0302235j 0.072689-0.0403323j -0.00436643-0.0154577j -0.0690554-0.0999105j -0.012086+0.00969836j -0.00357387-0.00661804j 0.0580046-0.022548j 0.0488043+0.0524172j -0.0503203-0.0136785j 0.00863339+0.0492229j -0.0661183+0.0221518j 0.0115201+0.0616444j 0.0228709+0.0196062j 0.0626939+0.033595j 0.031583+0.0674294j -0.0232176-0.0155197j 0.0176519+0.0576319j 0.0622959+0.0310804j -0.0492379-0.111208j 0.0126478-0.00452458j -0.00520418+0.0697843j 0.0304615+0.00598102j -0.00968504+0.0316861j 0.0409785+0.0852436j 0.00289464+0.0294745j -0.0375319-0.0128012j -0.0241053+0.0984385j -0.00437604+0.0858856j -0.145923+0.10202j 0.0345008+0.0119301j -0.000251069+0.00968813j -0.0572514-0.027865j -0.0649278+0.00735865j -0.00227384+0.0213747j -0.0907922-0.0214226j 0.0177814-0.0458633j -0.0848392-0.04003j -0.0843856+0.0904936j 0.0564141+0.0637848j 0.0424598-0.0472484j -0.0661501-0.0435376j -0.00541074-0.0691238j 0.0619619+0.0175204j 0.0084767-0.0694621j 0.0292048-0.0145416j 0.00695617-0.0325412j 0.0163379+7.21619e-05j -0.00182251+0.0123991j 
0.0458664-0.00417871j -0.00160512-0.0589243j -0.0305787+0.0418468j 0.047097+0.0504426j -0.0321633+0.00255667j -0.0175693+0.0582604j -0.0341577-0.0507131j -0.0331763+0.0457716j -0.0194665-0.0393512j -0.0403007+0.0999938j 0.0562868+0.0713987j 0.017251+0.0269822j 0.118382-0.0566577j 0.014283+0.0650595j -0.0249361+0.0647865j -0.051887-0.00222151j -0.031526+0.0337457j 0.0120867+0.0199511j -0.0465965-0.0180666j -0.0216342+0.0259337j -0.0515-0.064153j 0.0475877-0.0422864j -0.049365+0.0241064j -0.0157882+0.0612512j 0.000569607+0.0230656j 0.0275707-0.0398881j -0.0434015-0.0232538j 0.0505671+0.0118028j -0.0705633+0.00120758j 0.0302015+0.01231j 0.00415598-0.0774485j 0.00545749-0.0626868j 0.0296623+0.0338513j 0.0094179-0.0856113j -0.0011698+0.00120327j 0.0157596+0.00517582j -0.00615524+0.01235j -0.0720668+0.0717458j -0.079475+0.0365151j -0.00996504-0.0546031j -0.0607892+0.0470916j 0.0527657-0.0487742j -0.00241171+0.0987353j 0.0436939-0.066064j 0.118033-0.0115503j 0.0547484-0.0106294j 0.063173+0.0300303j 0.00739867+0.0825189j -0.0443015-0.0212914j -0.0603202-0.0414223j 0.0185709+0.0357896j 0.0011991+0.0165778j -0.0440076+0.0265931j 0.0173878+0.0542207j -0.0881607-0.134163j 0.102066+0.0538302j 0.00583521-0.0409106j 0.0119037-0.0354654j -0.0390894-0.0684755j 0.0270011+0.0213504j -0.074404-0.142664j -0.0258346-0.0608626j -0.0515442-0.113713j 0.0192463-0.0990503j -0.0417867-0.0472839j 0.0298956+0.0720391j -0.000766625-0.0497391j -0.0696344-0.101643j 0.0681332-0.0492489j 0.0159012-0.0581679j 0.062055-0.115235j 0.0383504+0.0143134j 0.00933935-0.00261232j -0.041543-0.0618713j 0.0356557+0.00944733j 0.164898-0.0551091j 0.00686876+0.0846564j -0.0297492+0.131539j 0.252232-0.000211206j 0.105851-0.0854866j 0.0649288-0.0185647j 0.0524376+0.050036j 0.0305141+0.0242421j -0.0426783+0.0046921j 0.0231495-0.0589469j -0.0408833-0.0835015j 0.0747805-0.00111834j -0.0151832-0.0567157j 0.0325648-0.0527682j -0.014867-0.0545254j -0.0550253+0.0222266j 0.0722103+0.0603308j 0.0365912-0.0705989j 0.030589-0.0110889j 0.00503956+0.0317913j 
