-0.0354561+0.00850261j -0.00627256-0.0286563j 0.0310922-0.0417486j -0.0406526-0.0367657j 0.00172535+0.0296861j 0.033576-0.0102277j 0.0100756-0.077676j 0.0481999+0.0137318j 0.00497434-0.000709417j 0.00761952+0.00238387j -0.0188232+0.00303535j -0.00357475-0.0156317j 0.0111587+0.0182519j 0.00947578-0.0151202j 0.0118181+0.0127131j 0.0066684+0.0174361j -0.0056236+0.0149432j 0.0130485-0.00467443j -0.0204728-0.0192901j -0.012043-0.012146j -0.0265093-0.00571713j 0.00713005+0.00488586j -0.00844869-0.00157098j -0.0042197-0.00560911j -0.0194544-0.000160507j 0.00920438-0.00694605j 0.0118807-0.001605j -0.0403591-0.0180876j -0.00949095+0.00731231j -0.00952063-0.000948699j 0.000823086+0.00298862j 0.00326974-0.00692406j -0.000482914-0.00131338j -0.00921609+0.000921408j -0.00716033-0.000536577j -0.00921782-0.00845248j 0.00515251-0.0111635j 0.0422289+0.000376556j 0.0334113-0.00720243j -0.000648443-0.00456406j 0.00847047+0.0126333j -0.0178539-0.0058742j 0.00497135+0.0039035j -0.00960243+0.0178423j -0.00915552-0.0101213j 0.0153273+0.0286708j -0.00943324-0.0141372j 0.00121073+0.0130521j 0.00660341-0.0186121j -0.00131974-0.0279989j -0.00240693+0.0168489j -0.00287784-0.00848139j -0.00276134-0.011705j 0.00373991+0.00326574j -0.00293051-0.00196298j -0.0181973-0.00763552j 0.00676346-0.0032376j -0.024344-0.0205888j 0.00858882+0.00371722j -0.0201516+0.0125393j -0.00522949-0.00698312j 0.00590501-0.0143767j 0.0205631+0.0179396j -0.00430612-0.025346j 0.0732825-0.022865j 0.0301468-0.0354977j -0.0476506-0.0305684j -0.0466265+0.00515655j 0.0105874+0.0410547j 
0.00700584+0.00843457j -0.013142+0.0107485j 0.0174139-0.00179687j -0.00616634-0.0180584j -0.0174541-0.00920398j -0.00332574-0.00646339j 0.00481119+7.94692e-05j 0.00496781-0.00769705j 0.00650421+0.0107625j -0.00407489+0.00749048j 0.00678225+0.00758719j 0.0082589+0.00206767j -0.00902711+4.00042e-06j 0.00258434+0.00697569j -0.0100744+0.0014023j 0.00943485+0.0178246j 0.000637912+0.00232481j -0.00561439+0.0207675j -0.00345417+8.87252e-05j 0.00375526+0.00105071j 0.00368289+0.0136883j 0.0125521+0.00939739j -0.0110528+0.00507987j 0.00343459+0.00543398j 0.000593764-0.00346176j -0.00132041-0.0145122j 0.005283-0.00931594j 0.000260173+0.0106194j -0.0102621+0.00612175j 0.000493128-0.00418156j -0.00056511+0.00636604j -0.0123882-0.00257844j 0.0025926+0.0130995j 0.0116593+0.00609729j 0.0218172-0.00730688j 0.00203617+0.0138906j 0.00539358+0.00923679j -0.0153703-0.00405792j -0.00629385-0.0174907j -0.0138138+0.0113588j 0.0127981+0.0131944j 0.00584396-0.00229056j -0.00358998-0.00848281j 0.0155282-0.00371694j 0.00591851-0.00467196j -0.00375891-0.00395834j 0.00018725+0.00824725j -0.00719519+0.0169357j 0.0155055+0.0037949j -0.00199021-0.00909883j -0.0033795+0.00731899j 0.0157881-0.00496284j 0.0235419-0.0130755j -0.000950055+0.00531039j -0.000790549+0.0080304j -0.00145874+0.00255001j -0.0101501+0.00958731j 0.0193466+0.028406j 0.0276754-0.00962197j -0.00264078+0.00483182j -0.0074099-0.00203301j 0.0120871+0.0106005j -0.0049154+0.0126604j -0.0217804+0.0085993j -0.0177461+0.00265927j 0.0137944-0.0194387j -0.0121972-0.0130737j 0.00298602+0.00683432j 0.00605225+0.000638127j 
-0.00979638-5.39187e-05j 0.00259647-0.0115006j -0.00305246-0.00874029j 0.000529621+0.011692j -0.00880424+0.0192327j -0.0129736+0.00349177j 0.00927017-0.00906574j -0.0139329-0.00689619j -0.0139675-0.00299774j 0.00558628-0.0113168j 0.00518138-0.0019761j 0.0155102-0.00320491j -0.00321507+0.00396926j -0.00502406-0.00267825j 0.00584296+0.00979873j -0.0046307-0.00796993j 0.00900561-0.00730969j -0.0110439+0.0131346j -0.00670696+0.00323064j -0.0013553-0.000333188j 0.0152733+0.00245361j -0.0148043+0.0105343j 0.0232242-0.00754986j 0.00985194+0.00712689j -0.0206888+0.00218849j 0.00161814-0.000432665j 0.00986186-0.00124549j -0.00209593-0.0107743j 0.00101111-0.00981393j -0.0105372-0.00317295j -0.00396079+0.00124406j 0.0115838+0.00302448j -0.000701037-0.00241857j -0.0170951-0.00331996j -0.00570501+0.0065503j -0.000641773-0.0106729j 0.0101657-0.00173503j 0.0118852-0.00859326j 0.0132622-0.00455023j 0.00205043-0.0126262j -0.0122492-0.00513608j -2.00266e-05+0.0203428j 0.0064425+0.0066301j -0.000863679-0.00628975j -0.000611246-0.00958237j 0.0157403+0.0240562j 0.00281694-0.007745j 0.010089+0.00285279j -0.026232+0.00430658j 0.00205529-0.00392801j 0.00817535+0.00885635j 0.00996915+0.00903047j -0.0107336-0.0142212j 0.0105628+0.011911j -0.0140834-0.00887911j -0.00600633-0.0112452j 0.00561202-0.024774j -0.0161234-0.0116804j 0.00120368+0.00287747j 0.00378307+0.0029097j 0.00980298-0.010638j -0.00266074-0.0091621j 0.000210017-0.0061626j 0.0136358-0.00587436j 0.00736128+0.00753359j -0.00836556+0.00669046j 0.00716137+0.00320075j -0.00590213+0.00307322j 0.00230784+0.00475516j 
0.00497454-0.0132623j 0.0166558+0.00159082j -0.0162354+0.0159266j 0.0118543+0.0147086j 0.0266905-0.00325673j -0.0159836+0.00363935j -0.00875938+0.0155511j -0.00565439-0.00532896j 0.00108541-0.0122877j 0.00298926+0.00214264j -0.0129311+0.00354856j 0.0129796+0.0049078j 0.00671885-0.00608214j -0.0122262+0.00128514j 0.00468168+0.00595856j 0.000335395-0.00143019j 0.00339656-0.000946429j 0.012142+0.0114324j -0.0115718-0.00170684j 0.00886819-0.00275612j -0.00844+0.0130815j 0.0174529-0.00165518j 0.00975547-0.0116252j 0.00723248-0.00941891j 0.00950781+0.00165628j 0.0107649-0.00201201j -0.0111934-0.0104503j 0.00787105-0.00652113j 0.0121957-0.00382679j 0.00107546-0.00197338j -0.00555525-0.00900826j -0.00629053+0.00462979j 0.00325776-0.0163228j 0.00660924-0.00799691j 0.00225715-0.0097125j 0.000796206+0.013125j 0.00511283-0.00231608j 0.00873585-0.0093014j -0.00788307+0.00187335j 0.00177304-0.00757571j 0.00643219+0.00141022j 0.0159065-0.0133169j 0.00376909-0.00404507j 0.0053147-0.00501262j 0.00364956-0.00635473j -0.000321668-0.00337008j 0.00991619-0.00266004j 0.000664712+0.00108075j -0.00221524+0.000974188j 0.0256378+0.0131919j -0.00145078-1.50362e-05j -0.0126194+0.00902976j -0.00629061+0.0108995j -0.00811121-0.000802655j 0.00369793-0.00748203j -0.00870688+0.00268028j -0.00747843+0.0105822j -0.000413615+0.00594054j -0.00968207-0.00965523j -0.00954269-0.00513025j 0.00326476+0.0060017j -0.0134391+0.005093j -0.000378966-0.020962j 0.0256673+0.00102661j 0.00348047-0.00112562j -0.0108779+0.0159531j 0.0172143+0.0242081j 0.00633017-0.0119329j -0.0159645-0.00872888j 
-0.0031917+0.0152633j -0.0156207-0.000387514j 0.0047268-0.00354024j -0.00855855-0.00438281j -0.0247591+0.00547975j -0.00560417-0.00485749j 0.0179131+0.0162625j -0.00913587+0.00722748j 0.0108298-0.00241441j 0.00845167+0.000769715j 0.0179815-9.00863e-05j 0.00110172+0.00895484j -0.006599+0.0137865j 0.0101848+0.00398955j 0.00490708-0.00420967j 0.0071596-0.0107117j -0.0121151-0.00884115j 0.0162556-0.0036833j 0.00379253+0.00882988j -0.00190528+0.00844619j 0.00513087+0.00595329j 0.00882954-0.00645677j -0.000455668+0.00259646j 0.0064613-0.000166496j -0.00497487+0.00986088j 5.00131e-05+0.00583429j -0.0051203-0.00374966j -0.00515086+0.00159511j -0.000686729+0.0168144j 0.0154002+0.00264742j -0.00295787+0.00603571j -0.0139727+0.00155105j 0.00319708+0.00813583j 0.00663903+0.0100056j 0.00612646+0.00909843j 0.00454052-0.0115075j -0.00243584+0.0138458j -0.0155279-0.00686005j 0.0217444-0.000180812j -0.0010301-0.00878461j -0.00412992+0.00581296j -0.00961369-0.0196421j -0.00583296-0.00295092j 0.00375222-0.000159417j 0.00224424+0.00954063j -0.0195542+0.00381198j -0.0053724+0.00839281j 0.00406834+0.00892847j 0.0072797+0.00449514j -0.0109629-0.000533595j -0.0224836-0.0019401j 0.00179274+0.00152593j -0.00083661-0.00094369j -0.0108356+0.00896175j 0.0140545+0.0224415j 0.00175328-0.0169352j -0.0408791-0.00427045j -0.0087592+0.000850295j -0.00168592+0.00750786j 0.007475+0.00212693j 0.00227819+0.00498944j 0.0151113+0.00422605j -0.0014729+0.0115025j -0.00504946+0.00713605j -0.0215094-0.00515138j 0.0103312-0.0115733j -0.00347007-0.00918014j 0.00471779+0.0149924j 0.0101747-0.00712988j 
-0.0018207-0.00506686j 0.00519513-0.00429758j -0.00341751+0.00117164j 0.00404194-0.000263132j 0.0123387+0.0035338j -0.00238307+0.00501106j 0.00696561+0.00154035j -0.00965179+0.00147397j 0.00178661-0.00738011j 0.00150763-0.00146647j 0.00179758-0.010317j 0.016704+0.00096111j 0.00279252+0.000293268j 0.0057777-0.00441934j -0.0132531+0.00462519j 0.0119004+0.00758825j 0.0125104+0.00340265j 0.00783578+0.00118037j 0.00743328-0.00816444j 0.00317312+0.0151538j -0.0103618+0.00975511j -0.00406902+0.00247094j -0.00610995-0.0118952j -0.0025053+0.0125742j -0.00117029-0.0169173j -0.000821005+0.00329873j 0.00593585-0.0184026j -0.00555077+0.00226883j -0.00757333+0.00232697j 0.00540598-0.0198015j -0.00427647-0.0122509j -0.0141078+0.00367308j 0.00813586+0.00467937j 0.002732-0.00109586j -0.00156939-0.0191895j 0.0196973+0.00134967j 0.00482527+0.00694126j 0.00153861-0.00516177j 0.018209-0.0045811j -0.00929164-0.000143419j 0.012239-0.00310071j -0.0022377+0.00769378j -0.00990047+0.00489857j -0.00538538-0.00763958j -0.0036086-0.00626199j 0.00678357-0.00935082j 0.00115351+0.00203911j -0.00316099+0.0134533j -0.00194324+0.00142872j 0.00904742-0.00342141j 0.00248832-0.00604908j -0.00443206-0.0119418j -0.0170465+0.00510733j -0.0118411+0.00273979j -0.00177819+0.00824855j 0.00448513-0.0106125j -0.00630672-0.0104464j -0.0141368+0.00520491j 0.000944234-0.00826259j -0.00239978+0.00674061j 0.00726458-0.00252873j -0.00624266-0.000235802j 0.000351716-0.0042488j 0.00921106-0.00760096j -0.00109635-0.00919815j -0.0113527-0.00454756j 0.00554452+0.00796744j 0.00218665-0.00207738j -0.00865361+0.00218868j 
0.0110477-0.00875436j 0.00919599+0.00959827j -0.00834867+0.010086j 0.000778884+0.00582458j 0.00931783-0.0104511j 0.00380657+0.0104955j -0.0112567-0.000915222j 0.00874215+0.00093872j 0.00600107-0.000136197j -0.00614564+0.00570666j -0.0172118-0.00150044j -0.000423074-0.00222534j 0.0018727-0.00791244j -0.00945699-0.00410042j -0.00305781+0.00446651j -0.0284904-0.000805511j 0.000553811+0.0070231j -0.00613263+0.00882158j 0.0107462+0.0036709j 0.00609409+0.000619141j 0.00399345+0.00289984j 0.00097086-0.00507748j 0.0079802-0.00833419j -0.00758804+0.00996093j 0.000756918+0.00453816j 0.00141934+0.00286224j -0.0102266+0.00160289j 0.00120169+0.00607445j 0.0122495+0.00531993j 0.00754906-0.00286855j 0.00844884-0.00290594j -0.00185638+0.0141723j 0.00600897+0.00287152j -0.00243894-0.00112994j -0.00440016+0.00384551j -0.00979052+0.00322624j 0.00584734-0.00869792j 0.000981231-0.0129018j 0.00152173+0.00373379j -0.00185773+0.00880099j -0.00695429-0.00747203j -0.000173426-0.00755299j 0.00231463-0.00568793j -0.000864671+0.00313495j 0.00290593-0.00164524j 0.00444315-0.027653j -0.00425252+0.00337212j -0.00545318-0.000836319j -0.00544491+0.00026105j 0.0132283+0.00798098j 0.00757118-0.000980952j 0.00780284-0.00865741j 0.000624888+0.00653823j -0.00858293-0.00451845j 0.0152092-0.0297651j -0.0118777+0.00350399j 0.0263477+0.00446258j 0.0244028+0.013148j -0.00959122-0.012004j -0.00925866-0.00616989j 0.000354482-0.0132938j -0.00342652-0.00714903j 0.0107847+0.00685395j 0.00186837-0.00158797j 0.00446869+0.00351671j 5.47726e-05+0.00288802j 0.00655276+0.00878488j 0.00465149-0.0105453j -0.00697446-0.00314455j 
0.0126448+0.00108801j -0.00449039+0.0115981j -0.0173371+0.0205552j 0.0111363+0.00595611j -0.00328509-0.0191522j -0.014822-0.00446734j -0.00196279+0.0329864j -0.0179961+0.00370328j -0.00617375+0.0102138j -0.0115359-0.00203811j 0.00601364+0.0107341j -0.00334285+9.59551e-05j -0.000365296+0.00755553j -0.00797555+0.00645545j -0.00533337-0.014445j -0.00296969-0.0134013j 0.0127177-0.00780324j -0.000632037+0.00340947j 0.0135473+0.00058557j -0.0027984-0.00715205j 0.00437369-0.00314814j 0.00391813+0.00504173j -0.004543-0.00570459j -0.00783513-0.00398303j 0.0133183-0.00974971j -0.00877177+0.00852457j -0.0076482-0.00342347j 0.00413582-0.00110603j 0.00855691+0.00209694j -0.000559712-0.000144722j 0.0120997+0.0044156j -0.000791753+0.00139832j -0.00793389+0.0120456j 0.00916367-0.00279767j -0.00925459+0.00132019j 0.00205233-0.0106795j -0.0149607-0.00141822j -0.0242615+0.00404014j -0.00380329-0.0118061j -0.000324222+0.00200371j -0.00842711-0.00102642j 0.00192975+0.00324183j -0.00797241+0.00427853j 0.00280688-0.0131938j 0.00629681+0.0137456j -0.0130618-0.00683676j 0.00492961+0.0114895j 0.00578592-0.00988834j 0.000415227+0.0106658j -0.00770428+0.0129319j 0.00232938-0.0110339j 0.00415206-0.00619815j 0.00799217-0.000546553j 0.00258216-0.00929128j 0.0130686+0.0126031j 0.00151348+0.0207449j -0.0139178+0.00195503j 0.00642175-0.00147553j 0.00729016-0.000631527j 0.0215251-0.00146087j 0.00652854+0.00641767j -0.00436885+0.00879259j -0.00565518-0.00198061j -0.00203676+0.0123072j -0.0290293+0.00659551j -0.0116928+0.00900998j 0.0226881+0.00701514j 0.0206806+0.00578253j 0.00545465-0.0176899j 
-0.0143604-0.000969435j 0.00182778-0.0115183j 0.00395767-0.0128464j -0.0198122-0.00343231j -0.00146638+0.0080585j 0.00069656-0.000660168j 0.00690914-0.0150244j 0.0120003+0.001232j -0.000242504+0.00856506j -0.00140217-0.00402377j 0.000275857-0.00754399j 0.00911729-0.00987566j -0.00320144+0.00647902j -0.0070929-0.00129357j 0.00108437+0.0051785j 0.0176726-0.00272477j 0.0171705+0.00928101j 0.011321-0.00423303j -0.00335129-5.23706e-05j -0.00158803+0.00550164j -0.0101083-3.14552e-06j 0.00895635+0.021658j -0.000319848+4.743e-05j 0.00828898+0.00654236j -0.00234214-0.0129195j 0.0176483+0.00728489j 0.014627-0.0145449j -0.00478484+0.00112186j -0.0160964-0.028617j -0.0149499-0.00974631j -0.00255275-0.00118475j 0.000485036-0.0258679j 0.00223607-0.00221988j 0.00689898-0.00758863j -0.00659421-0.0146098j 0.007447+0.0024494j 0.00343884-0.0151909j 0.00879387+0.00120624j 0.0183579-0.0115715j -0.000625965-0.0069901j -0.00730777-0.00725091j -0.00343421-0.00399787j -0.00747211+0.0137538j 0.00871826+0.0027283j 0.000781374-0.00271701j -0.00528835+0.00526994j 0.00653939-0.00930318j -0.00308852+0.00865905j -0.000705083-0.00574865j -0.00535431-0.0150346j 0.00969496+0.00848869j 0.00221479-0.00653883j -0.0204318+0.000906974j -0.0061107+0.000411276j -0.0159183+0.00574687j -0.00285071-0.0109925j 0.00853253-0.000875309j -0.0152577-0.00045753j 0.00728434+0.00546032j 0.00105824+0.00279272j -0.00725409-0.00687169j -0.000956549-0.00470468j 0.00714914-0.000173725j 0.00790671-0.0116694j 0.0136846-0.000956485j -0.00022616-0.00360203j -0.0145106-0.0140763j -0.0143442+0.00544223j 0.00693292+0.0149103j 
-0.00183442+0.00563176j -0.00449808-0.00149297j -0.001125+0.0110192j 0.0164642+0.0126644j -0.0121991-0.00456403j -0.0124155+0.00225795j 0.00689151+0.00215321j -0.0230409-0.00498221j -0.0122736-0.0093359j 0.00716921-0.00360678j 0.00594567-0.0123909j 0.00397839-0.00457908j -0.00709518+0.0127191j -0.00715677+0.0134785j -1.86107e-05-0.00257627j 0.00751539+0.00287298j 0.00211405-0.00442312j 0.0028636-0.00865697j -0.00310406+0.000753489j 0.0102444+0.00886295j 0.0106519-0.00859575j -0.00477507+0.0112424j -0.00691653+0.00833924j 0.00855041+0.0160738j -0.00614807+0.000384268j 0.00771126-0.0104555j -0.00323805-0.00771277j 0.0014326+0.0103775j -0.0102305-0.00509307j 0.00570835-0.00309505j -0.0044246+0.000553649j -0.0120157-0.00521729j 0.00251562+0.0118519j -0.00235801-0.0099294j 0.0103779+0.0087897j 0.0117749+0.0038252j 0.000276798+0.000663866j -0.00877859+0.00781918j 0.00700508-0.00230377j -0.0072682-0.0100923j 0.013841+0.00143246j -0.000595678-0.00194007j -0.00368243+0.0121623j 0.00926725-0.0107656j 0.00186918-0.00147916j -0.000518918+0.00178757j -0.0125501+0.00162262j -0.0084789-0.00260728j -0.00751439-0.0102689j -0.00283761+0.0061507j -0.0120668-0.0207091j -0.00666089+0.00684793j -0.002071-0.00157j 0.0032954-0.00821216j -0.00772983+0.00352124j -0.00987251-0.0135323j -0.0268591+0.00578858j -0.00729167-0.0169113j -0.00781613+0.00282869j 0.00424763-0.00487852j 0.00405663+0.0126864j -0.00321574-0.000988581j 0.00379843-0.00291254j 0.0026403+0.00423351j -0.0130057-0.00240937j -0.00440968-0.00136566j 0.0131594+0.0143799j 0.00714742+0.00438653j 0.00254544-0.0124425j 
0.0116503-0.00188864j 0.00233701+0.0114177j -0.0110072+0.00531898j 0.00309154+0.000134894j 0.00658851-0.00991013j 0.00575853-3.56935e-05j 0.00172716+0.0104425j 0.00392946+0.00192064j -0.00264975-0.00231891j -0.00635222+0.0070387j -0.00224269+0.00219007j 0.00140348+0.0197649j -0.000958514-0.0249185j 0.00863863+0.00630326j -0.00103004+0.00143485j 0.00368419-0.00246056j -0.0149121+0.00697897j -0.0219528+0.00593458j -0.00302758+0.00863906j 0.00698874-0.00601242j -0.00532215-0.00740196j 0.0149939-0.00870318j -0.00992281+0.00102727j 0.00523485-0.0136314j 0.0087535+0.0129045j 0.00441289+0.00309616j -0.0187314+0.0077974j 0.00623613+0.0039308j -3.59564e-05-0.0072184j 0.00117922+0.00833527j -0.0097659+0.00383507j 0.000113048-0.00841481j -0.00043016-0.00420814j -0.0101641-0.0111502j -0.00330904+0.000159763j 0.0125138+0.0139383j -0.00653211+0.00443826j -0.00623762-0.00428625j -0.0194005+0.00703134j 0.0025509-0.00285444j -0.00466725-0.00258982j 0.000891242+0.00242022j 0.00406447-0.00616002j -0.0110917-0.00343606j -0.00484841+0.00868445j -0.0086279-0.00180476j -0.0132303+0.0121265j 0.00493082-0.0056882j -0.000233621-0.00125351j 0.00565855+0.000424059j 0.00204585-0.00376479j 0.00774759-0.0126295j 0.0170847+0.00257722j 0.00944902-0.00993965j 0.00296676-0.0163472j 0.00216435+0.00415665j 0.010999-0.000777216j 0.00677971+0.00359833j -0.0116843-0.00989388j -0.00173664+0.00264593j 0.00678481-0.0105523j 0.00449135-0.0011253j -0.00154011+0.0136555j -0.00271024+0.000912661j -0.0133785+0.00174285j -0.000372027+0.000403967j 0.0107806+0.00926822j 0.00719679-0.00947483j -0.00510481-0.00777143j 
0.00310944+0.00677178j -0.00810209+0.00380543j 0.0135903-0.00299187j -0.00942805-0.0100971j -0.0108013-0.0139063j 0.000681435+0.000303325j 0.0044427+0.00428733j 0.00129254-0.00375155j -0.000371376-0.00471898j 0.00803816+0.00140791j -0.00843672-0.0124332j 0.015004-0.00948501j 0.00297096-0.000129502j 0.0136229+0.00732875j -0.0109415-0.00488435j -0.00244274+0.00896854j -0.00254383+0.000463057j -0.00824688+0.01693j -0.00143257-0.00379467j -0.0107224+0.00849396j -0.00643644-0.00339256j -0.00478083-0.0145333j -0.0141922-0.00108122j 0.0036923+0.0224201j -0.00973077+0.0025901j -0.00554516-0.00695312j 0.00423968-0.00165917j 0.000914969+0.00749642j -0.00179716+0.0129626j -0.00763513-0.00512121j 0.00760035+0.00695422j -0.000935179-0.00582687j -0.00226409-0.00153849j 0.0053532+0.00231969j 0.0109349-0.000515946j -0.00332022+0.00966046j 0.0154309-0.0066669j -0.00593736-0.00957199j 0.00498415-0.00539225j -0.0112874+0.01207j 0.00035508+0.00695773j 0.00846846+0.00376932j 0.00465134+0.000864753j 0.00713983-0.00834963j -0.0031136-0.0116655j -0.00462158+0.00820209j -0.00627663-0.00748932j -0.00512955+0.00922425j -0.00470316-0.00287582j -0.000120812-1.04357e-05j -0.0134299-0.0121873j 0.0101922+0.00892087j 0.0199768+0.00427938j -0.00254982+0.0128094j -0.0132209+0.00452141j -0.00784937-0.00212267j -0.0083733+0.0033528j 0.00718644+0.00573134j -0.00649833-0.0206656j 0.00663333+0.000671596j 0.00483658-0.00738595j 0.0154317+0.00891448j 0.0106134+0.0232046j -0.0105963-0.00452811j -0.011311-0.00393145j -0.000593929-0.0170131j -0.018499-0.00603258j -0.000767592+0.00472702j 0.00482349-0.000396542j 
0.00105725-0.007777j 0.00683348-0.00241761j -0.00112422+0.00100589j 0.00528124+0.00298027j 0.00528403+0.00283314j -0.00249529+0.00448234j -0.00450284-0.00547593j -0.00854622-0.000179316j -0.000248701+0.00296364j 0.000920007+0.000673363j -0.00829041-0.00954954j 0.012284-0.00425004j -0.000333052+0.00845596j -0.00807212-0.00189516j -0.0183815-0.00928021j -0.001036+0.00209922j 0.00704759-0.002266j -0.00203089+0.00927498j -0.00464485+0.00653017j -0.00307034+0.0049041j -0.0159302+0.00896796j 0.00425743+0.00151303j 0.00791316-0.00516313j -6.65969e-06-0.0021622j 0.00423574-0.00602686j 0.00416603-0.000960671j -0.00908013-0.000857594j -0.00385534-0.00170678j -0.00117352-0.00588074j -0.00216171-0.00852715j -0.0144809-0.000257933j -0.00408923+0.00816762j 0.00558806-0.0101045j 0.00322232+0.00897011j 0.00266763-0.0096629j 0.00857366+0.00658267j 0.00222661+0.00614266j 0.0121981-0.00101862j 0.00220295+0.00357944j -0.00324238+0.00576538j -0.00252086+0.00271625j 0.0063163+0.00352071j 0.00271437-0.00641195j 0.00731468+0.0043155j -0.0103728-0.0067668j -0.00214785+0.00472636j 0.0236733-0.00934079j 0.00465016+0.00983791j 0.00528792+0.00187514j 0.0103483+0.00116575j -0.0108427-0.00264317j -0.00265804+0.00285372j 0.0128711-0.0053526j -0.0039552-0.00328186j -0.00675728+0.0128561j -0.0181765+0.000208514j -0.00292029-0.0082212j -0.000585166-0.00234899j -0.00189772-0.00774774j 0.0107414-0.0113303j 0.00787757-0.00146646j -0.00283755+0.00103964j -0.00257035-0.00712333j 0.00358071+0.00312468j 0.00122849-0.00612412j -0.010774+0.00515512j 0.00268419+0.0103661j 0.00118914+0.00424765j -0.00916759+0.00351364j 
0.0076701+0.00650978j -0.0063513+0.0103831j 0.00967345+0.00404194j 0.00169354-0.00287169j -0.0107213-0.0100983j 0.0084676+0.00240837j -0.00154848+0.00149429j -0.00697131-1.08147e-05j 0.009812+0.0032455j -0.000484606+0.00296674j 0.000411608-0.00394772j -0.00594755-0.00426851j -0.00232499-0.00325964j 0.00733396+0.00500176j -0.00244728-0.00492177j 0.00818342+0.00538782j -0.000722575-0.00500535j -0.0129717+0.00691368j 0.00667696+0.00952817j 0.00614162+0.00349435j -0.00330611-0.00174029j -0.00184719+0.00566621j -0.0101029+0.00625787j 0.00581943+0.0138259j 0.00429702+0.00744549j 0.0100812+0.00394093j -0.003858+0.0047921j 0.00584001+0.00323498j -0.00986015-0.000538477j 0.0045299+0.00676441j -0.00145108+0.00527639j -0.00813607+0.0005911j 0.00489931+0.00962485j 0.00909798-0.010917j 0.00166789+0.00226903j -0.0150686+0.00320734j -0.0105556+0.00330436j -0.0165378+0.00574133j 0.00472166-0.00349467j -0.0130679+0.0156433j 0.00619084+0.0158471j -0.00608258+0.0108135j -0.005376-0.0125116j -0.00180053+0.00148643j 0.00166356+0.000154657j 0.0103999-0.0206914j 0.0110815+0.00234623j 0.0140759+0.00631831j -0.00149688+0.00495304j -0.00859531+0.00648014j 0.00620839+0.00447975j 0.000701378+0.0165571j 0.00673333-0.012952j -0.0136745-0.000899022j 0.00948105-0.00494569j -0.00714372+0.0071956j 0.00329854+0.000750428j 0.0152233+0.00355083j -0.0037184+0.000424075j 0.00590498+0.000737306j 0.00389679-0.00282804j 0.00109477+0.00398748j -0.0044483+0.0192983j -0.014663+0.00700884j -0.00792309+0.00115755j 0.00540811-0.00482757j -0.00560282-0.00476099j 0.00672932-0.00154439j 0.0046789-0.00668031j 
-0.00360836+0.0089558j -0.00990804-0.00060835j 0.0103942-0.00351473j -0.00594385-0.0152263j 0.00047886-0.00288603j 0.0102799-0.00625489j 0.0100236-0.0141834j 0.00762757+0.00602088j 0.0109871+0.00371937j 0.00679474+0.00947304j 0.00373979+0.00456501j 0.00137273+0.00251957j -0.000493401+0.0107621j 0.0137436+0.00876263j 0.00599533+0.00994376j 0.00134109+0.0126178j -0.0126734-0.0014527j 0.0189031-0.00635638j -0.00316454-0.00554903j -0.000393168-0.00235382j -0.00307511+0.00553648j -0.00259997+0.00350381j -0.00694433+0.00348013j -0.00545436+0.0037118j -0.0109146+0.00284692j -0.00343367-0.00809171j 0.000870706+0.00351389j 0.00947102+0.00157252j 0.00538497+0.00390392j 0.0163461+0.00579809j -0.000604318-0.00206776j -0.00609633+0.00439557j 0.000639302+0.00163094j 0.01303-0.00108076j 0.00607936+0.00860438j -0.00569959+0.00182291j -0.00393984+0.004012j -0.0020488-0.00524546j 0.0105015-0.00169482j 0.00117055-0.00133122j 0.000317648+0.0136146j -0.00302026-0.000107276j -0.00754188-0.00684559j 0.00371215-0.00249269j -0.0125113-0.00271745j -0.00796639+0.00907393j -0.0133473+0.00247721j 0.0068782+0.0016672j 0.00467217-0.000824394j -0.0158098+0.00292462j 0.00366761+0.00591683j -0.0015453+0.00613029j -0.0120837-0.00382794j -0.0143492+0.00702788j 0.00262872+0.0119225j -0.00220119-0.0164619j -0.00569913+0.020485j -0.000338526+0.00257708j 0.00159147-0.0107479j 0.00879683+0.0051256j 0.00155498+0.00926806j 0.00504717+0.00481593j -0.00123263+0.00670503j -0.016497+0.00161802j 0.00150458-0.0102654j 0.00793928-0.0185348j -0.012413-0.0143295j -0.00465901+0.00471495j 0.0014597-0.000138921j 
