-0.020009+0.00460182j -0.000311631+0.0167342j 0.0191329-0.0102316j -0.013764-0.0267461j 0.017352+0.0172964j -0.0200766+0.0078114j 0.00379112+0.0449824j 0.039991+0.0282913j -0.0174357+0.0115076j -0.0291973-0.00178385j -0.00292395+0.00290528j 0.0315768-0.0376083j -0.0247532-0.0103353j -0.013671+0.00645365j 0.0124744-0.0114819j -0.00632112-0.0267787j -0.00626036-0.0110835j 0.00688177-0.0160609j -0.0294698-0.000328014j -0.0234145+0.00255896j 0.0156712-0.0143783j -0.0400172-0.0232822j -0.00922077-0.00536981j -0.00910787+0.00374316j 0.0150175+0.000406089j 0.0139293+0.0122138j -0.0223277+0.00796418j 0.00300177+0.0112291j 0.0200879-0.00252724j 0.00924079+0.0016667j 0.00110628-0.0285238j 0.00267012-0.0161031j 0.0184621+0.00888359j -0.00910778+0.00823429j 0.00371705+0.0190195j -0.00530479+0.00445394j -0.00992083+0.00181356j 0.0182366+0.00213153j -0.00711672-0.0103221j 0.0123583+0.00670857j -0.00852584-0.0143479j 0.0227188+0.017523j 0.00326259+0.000105252j -0.0261192+0.0169218j 0.0094053+0.00789732j 0.021674+0.0198919j 0.00792272+0.0138681j 0.0691052-0.00142979j 0.00812482-0.0203456j 0.0231199+0.017421j -0.0270843-0.0117264j -0.00382128+0.0216664j 
-0.000310073+0.00456889j 0.0075512-0.00241195j 0.000548588-0.000477002j 0.00107776+0.00947853j -0.0135094-0.00634583j -0.0186304+0.0066835j -0.00766704+0.00987608j -0.00414864+0.00152979j 0.00542099-0.0058273j -0.00875263+0.00250898j -0.00455867-0.000718253j -0.00158805+0.00393485j 0.00939122-0.00639334j -0.00397033+0.00109616j -0.0128283+0.008217j -0.0146827+0.00308404j 0.00367874+0.00528256j 0.00345014-0.00209753j 0.0128276-0.00423409j 0.00269087-0.00865798j -0.00511509-0.00705093j 0.00290989+0.00245133j -0.00157721-0.00450332j 1.19955e-06+0.0166045j -0.00743788-0.000784204j 0.00610601-0.0114125j 0.00411513+0.00342962j -0.00437311+0.0110718j 0.0156815+0.00180847j -0.00366177+0.00542406j -0.00638829-0.00549838j -0.0045669-0.0124841j 0.00465753+0.0062811j 0.00670767+0.00320668j 0.00283995-0.00680548j -0.00897872-0.0141782j 0.00232384-0.00799335j 0.00226752+0.00227717j 0.00200361+0.00912047j 0.00775732-0.00227396j 0.0117279-0.00508967j 0.0160462-0.000304613j 0.0112465+0.00780667j 0.0167673-0.00560677j -0.00882395+0.00454614j -0.00549347+0.01006j 0.020339+0.00640532j 0.00131501-0.00709937j 0.00192306+0.00238525j -0.00337183+0.00162021j 0.000966009+7.95044e-05j 0.00257613-0.000657937j 
-0.0035341+0.00498165j 0.00426208+0.0022652j 0.00437981-0.0111425j -0.00995752-0.00929848j -0.000930574+0.00388837j -0.00660649+0.00346416j 0.00333543-0.00106162j 0.0031536+0.00311071j 0.00208478-0.00954464j 0.00466568-0.002413j -0.00641014+0.00506502j 0.00758079-0.00422382j 0.00265086+0.000438436j 0.00562231+0.00430635j -0.0046916+0.0107607j 0.00567037-0.00756094j -0.00562097-0.0030448j 0.00352142-0.00270158j -0.00446079-0.00222336j -0.00207676+0.00139341j -0.000442796-0.00892301j -0.0088218-0.00433169j -0.00159676+0.00595166j 0.00178519+0.0142003j -0.000276878+0.014094j -0.00542109-0.000914722j 0.00335625-0.000662162j -0.0221915-0.00143358j -0.00270652+0.00831811j 0.000287294+0.0142657j -0.0104641+0.00260397j -0.0160264+0.00942484j 0.00379938+0.00350506j 0.00992061+0.0073383j 0.012658-0.00805234j -0.00472081+0.000607201j 0.00833372-0.00392985j 0.00799273-0.00327429j 0.00944577-0.00204591j -0.000121384-0.0034475j -0.00282385-0.0120768j 0.00866965-0.000386791j 0.0214147+0.00922269j 0.00432536+0.00883193j -0.0133243+0.00712238j 0.00565763+0.00763723j 0.00363451+0.00581601j 0.00187967+0.00378933j -0.00116017-0.00480408j -0.00125322+0.000162828j -0.0034397+0.000685871j 0.00426835+0.00105467j 
0.0017676-0.00189093j -0.000909595+0.000493788j -0.00372464+0.00999615j 0.00125017+0.0118819j 0.00171198-0.00835432j 0.00282319-0.00428526j -0.00235937-0.00474503j -0.000736687-0.00468418j 0.00223706+0.0102057j 0.00130333-0.00189198j 0.000822428+0.000251593j 0.00397239+0.00253066j 0.0076577-0.000200644j -0.00577618+0.00437926j -0.00520123-0.00910936j -0.00918919-0.00169121j 0.00334504+0.00105266j -0.00778155+0.0015825j -0.00317966+0.00326427j 0.00915061-0.0126055j 0.000882784+0.000662507j 0.00293489-0.0033512j -0.0115736+0.00575613j -0.00503022-0.00096468j 0.00244714-0.00155962j -0.00737453+0.00811039j -0.00319261+0.00494895j 0.00260579+0.0104712j -0.00234479+0.0159028j -0.000852642+0.000654054j -0.000678128+0.00794414j -0.00496921-0.0133755j -0.00471699-0.00279696j -0.00380657+0.0031323j -0.00463181+0.00178491j -0.00621748+0.00292721j -0.000964181+2.37197e-05j -0.00503834+0.00222204j -0.000595816+0.002269j 0.00113581+0.00150239j -0.0013282-0.00325227j 0.00163482-0.000874885j -0.0054343-0.00205619j 0.00140913-0.00797446j 0.00644378-0.00576897j -0.00310324-0.0109567j 0.000934436-0.00419892j -0.000913735-0.00480529j 0.000150747+0.00470012j -0.00272947-0.00354556j 0.00387433-0.000302919j -0.00193331-0.00309237j 
-0.00681111+0.000350684j -0.00301635+0.00593338j 0.00143912-0.00311531j 0.00845038+0.00218308j 0.00482336+0.00725467j 0.00103335-0.00325794j 0.00532085+0.00663996j -0.00352384-0.00240072j 0.00161226-9.12117e-06j 0.00149986+0.00283348j -0.000413519+0.000346888j 0.00198014-0.00157954j -0.00229786-0.00686453j -0.00495637+0.00920207j 0.00270607-0.00161448j -0.00920311-0.00609769j 0.00441041+0.00769693j 0.005561-0.00071985j -0.0036915-0.011091j 0.000212112-0.00805497j 0.00685755+0.00789882j -0.00500001-0.0111187j 0.00197633+0.00867526j -0.00941953-0.00621031j 0.00094338+0.00231246j 0.0113686+0.000266685j -0.00412335+0.0118267j 0.0055774-0.00475439j -0.000330447+0.0116122j 0.00452958-0.00618418j 0.000586113+0.000113954j -0.0125778-0.00440309j -0.00667348+0.00681546j 0.00208665-0.00177313j 0.0123161+0.0170687j -0.00535902+0.00381361j -0.00627565-0.00471718j 0.00056741-0.00391536j -0.00377152+0.00280103j 0.0055371+0.00153431j -0.0128866-0.00784394j -0.000495169+0.00141121j 0.00453745-0.00734663j -0.00877275-0.0055185j 0.006155-0.00517101j -0.00681851-0.0041631j -0.00701486-0.000321027j 0.00601785-0.00124416j -0.00223867+0.00145248j -0.000451655+0.00143622j -0.00214501+0.000525723j -0.000974197+0.000530771j 
-0.00011266+0.000319017j -0.000411443+0.000621574j -0.00199453-0.00265351j 0.0039079+0.00198763j -0.000129831+0.00285772j -0.00107037-0.000313682j 0.00481845-0.00285091j 2.68412e-05-0.00161301j -0.00309989-0.00644616j 0.000537286-0.000444855j -0.00255129-0.000993177j 0.00280409-0.00651472j -0.0016603-0.0014436j -0.000632102-0.00134245j 0.00352938-0.0111795j 5.33807e-05+0.00755277j -0.000924425+0.00552453j 0.0014313+0.00569739j 0.000938183-0.00259842j -0.000225691-0.00649251j 0.00501094+0.0038057j 0.00651705-0.00146726j -0.00821101+0.00103482j 0.0011837+0.00346032j 0.0103946-0.00146924j 0.000256481+0.0156446j -3.51873e-05-0.00136967j -0.00396542-0.00980069j -0.00910827-0.0191251j 0.00678569+0.0217876j 0.00779623-0.00582334j -0.000779363+0.0102766j -0.00292816+0.00122117j 0.0023766-0.0118592j 0.00681393+0.00324076j 0.00919166-0.00326946j -0.0106554+0.00283874j 0.011054+0.00226699j -0.0126697-0.00719907j 0.0110145+0.00299056j 0.00833152+0.00417508j -0.0014897+0.0114352j -0.00809898+0.00361389j 0.00401677+0.00999307j 0.00145779-0.00241556j -0.000427434-0.000146797j -0.000618229-0.00349774j 0.00063344-0.00316057j -2.03557e-05+0.00190735j 7.56438e-05-0.000865223j 0.00137594-0.00119675j -0.000637743-7.06387e-07j 
-0.00329675+0.00383116j 0.00431611+1.39291e-06j 0.00844016-0.00915503j -0.00477636-0.00604596j -0.00469994+0.0123642j -0.00466063+0.00168932j -0.00366595+0.012859j 0.00380258+0.00248512j -0.000284786+0.000212786j -0.0050146-0.00623762j -0.00289024+0.0100435j 0.000992529-0.000793606j 0.00019658-0.00108607j -0.00335206+0.00838904j -0.00992147+0.000836567j -0.00486514+0.00380857j -0.00676162+0.00159283j 0.0027012-0.00379588j -0.0110871+0.00234085j 0.0105724+0.00158568j 0.00376588-0.00120356j 0.00156621+0.00705195j -0.000819913+0.00517774j -0.0140091+0.00449368j -0.00570647+0.000590306j -0.00134932+0.001993j -0.0165579+0.00151071j 0.00253998-0.000337979j -0.0107272+0.00366525j 0.000302637-0.00935069j -0.00711157+0.00793804j -0.000738899-0.00993458j -0.0107651-0.00997149j 0.00726059+0.00100592j -0.00548717+0.00226896j 0.00775357+0.00952806j 0.00305938-0.00191287j 0.00447818+0.00591589j 0.000633949-0.00476305j -0.00621091+0.00730225j -0.00643856+0.00431802j -0.00577977+0.00366389j 0.0109423-0.00492778j -0.00617129+0.00320081j -0.00112501+0.0121908j -0.00459605+0.0105102j -0.00772208+0.00555665j 0.00506094+0.00520274j 0.00181182-0.00689501j 0.00513944+0.00475856j -0.00418464+0.00200278j 0.00180198+0.00400541j 
0.00472301-0.00139872j -0.00441209-0.00285732j -0.00294974+0.000119781j -0.000254703-0.00820227j 0.00326941+0.00222772j 0.00180216+0.00140148j -0.00135975-0.00905579j -0.00463433+0.000188402j 0.00102574+0.00448796j 0.00510437+0.00564603j 0.00595951-0.00356575j 0.00294279-0.00383273j -0.00331269+0.00186407j 0.00308295-0.00154148j 0.00668545-0.00848158j 0.00167795+0.0110467j 0.0167146+0.00361167j 0.00750759-0.0116308j 0.0117443+0.00585887j -0.00739823+0.00657693j -0.00292986+0.00345915j -0.000772637-0.00168346j 0.00288593-0.0047146j -0.00501831-0.010427j -0.0122694-0.00161287j -0.00719413+0.00233223j 0.00531697-0.00922769j 0.00274904+0.00721805j 0.00363773-0.000725234j -0.0103704-0.00924667j -0.00267086-0.00296258j 0.00504864-0.00054719j 0.0042565-0.00308908j -0.00787775+0.00418792j -0.00109677-0.0069158j -0.0137076-0.0101567j 0.00396476-0.00774545j 0.00166474-0.011972j 0.00309859+0.00319728j -0.00563097-0.00287692j 0.00175423+0.0057606j -0.000222837-0.000858338j -0.00439628+0.00340901j -0.000863385-0.00116191j -0.000915779-0.00150399j 0.00599723-0.00292107j -0.00375168+0.000577785j -0.00278369+0.000844907j 0.000420955-0.00128732j 0.00409533-0.00188289j 0.00230191-0.00194371j -0.00293388-0.00127024j 
0.000567917-0.00567721j -0.00957664+0.00201323j -0.00358526+0.00529006j -0.00397163+0.00338837j 0.0114542-0.000734986j 0.000439899-0.00342756j 0.00200932-0.000523531j -0.00118262-0.0010001j -0.00262387-0.0111818j 0.0059791-0.0111904j 0.00466703+0.00235187j 7.45281e-05-0.00293511j 0.000972264+0.00176846j -0.00209383+0.00532759j 0.00590285+0.00501207j 0.0116098-0.00142567j 0.00103153+0.00394645j -0.000829056-0.0103843j 0.00606649+0.000774727j -0.00465813+0.0107168j -0.00503767+0.00277969j -0.00155328+0.000575921j -0.000114994+0.00301334j -0.0155234+0.00664436j 0.00565944+0.00626672j -0.00565074-0.00616181j -0.00749534-0.00521647j 0.0033154-0.0124844j -0.0168483-0.00943017j 0.00734266-0.00255117j 0.00650749+0.000185478j 0.00771542+0.015371j -0.000627747-0.00572157j -0.00410007-0.00533123j -0.00243396-0.0125949j 0.00257381+0.00173214j 0.0092355-0.0158007j 0.0135185+0.00538961j -0.0119385-0.00162773j 0.00355011-0.00421361j -0.00176111-0.00182001j -0.00817717-0.00326366j 0.00159537-0.00694324j -0.00382634+0.00182328j 0.00979097+0.00277826j 0.00129991-0.00722567j -0.00892501+0.00044542j 0.00324013-0.00275052j -0.00320533+0.0107756j -0.0060721-0.00197195j -0.00133831-0.00272459j -0.00471828-0.000148048j 
0.00479857-0.00308649j -0.00160931-0.00306956j -0.00291565+0.00187806j 0.00153916+0.0078752j 0.000492891-0.00499605j -0.0078075-0.00549124j 0.00137718-0.000247662j 0.00528455+0.00152501j -0.00473283-0.0010397j -0.00514255-0.00251088j 0.00755947+0.00331685j 0.00111462-0.00330329j -0.00134134+0.00720093j -0.00100495+0.00399258j 0.00198631-0.00742237j 0.000488971+0.00708104j -0.00124107-0.014577j -0.00608235+0.00126496j 0.000525676+0.00368109j 0.000433691-0.00103862j -0.00751917-0.00464039j 0.0109719+0.00499831j -0.00511555+0.000579844j 0.0101939+0.00733508j -0.0160651-0.0101982j 0.0027054+0.0123477j -0.00627786+0.000758142j 0.00902624+0.0078451j 0.00630071-0.00368039j 0.000749141-0.00304472j 0.00935646+0.00502884j 0.0150613-0.00611374j 0.00216107-0.0073337j -0.0131303-0.00378698j -0.0147569-0.00428552j -0.000154072+0.00239811j -0.000731547-0.00103832j -0.0113726+0.00544021j 0.00484558-0.00092663j 0.000524824+0.00334217j 0.00758332+0.00159627j 0.000107526+0.00288391j -0.0141892+0.00845365j 0.000654012-0.002559j 0.00679113+0.00609713j 0.000139528+0.00246423j 0.00162639-0.000771877j 0.00492243-0.00315808j -0.00169902+0.00456873j -0.00154414-0.00406888j 0.00203396-0.00239524j -0.00179842+0.00131319j 
-0.00403852-0.0028674j -0.00739246+0.00555861j -0.00660802+0.00309635j 0.00620314+0.00330246j 0.0142644+0.00610953j 0.00583918-0.00323185j 0.00482224+0.00104549j 0.00110133+0.00180127j -0.00464354+0.00251389j -0.00529835-0.0057518j 0.00635057-0.00212213j -0.000205812-0.00374229j -0.00281853-0.00233209j -0.00606091-0.00584686j 0.00663798+0.00543413j -0.0018318-1.75936e-05j -0.00886721+0.00704471j -0.00248269+0.00114613j -0.00799603-0.00380118j -0.00690891+0.0120743j 0.00700064+0.000888715j -0.000379016-0.0160049j -0.00679613-0.00385274j -0.0172533-0.0107117j -0.00605537-0.0077569j -0.0114853-0.00343072j 0.00163113+0.00112267j 0.011999+0.00336013j -0.00159876-0.00342827j -0.00291705-0.0131436j 0.0100986-0.00215502j 0.0039721-0.0119376j 0.0097507+9.55065e-06j 0.000672903+0.00670244j -0.00209083+0.00951481j 0.00818109+0.00605626j 0.00224901-0.00243079j -0.00265518+0.00791754j -0.000240614+0.0065752j 0.00798077-6.98885e-05j -0.00780817-0.00931042j -0.00190252+0.0105909j -0.00831853-0.00434435j -0.00565294-0.00385776j 0.0105382-0.00790454j -0.00183341-0.00840842j -0.00689305-0.00288243j 0.00661819-0.00239758j 8.52124e-06+0.00667002j -0.00253085+0.00191351j -0.00201005-0.00301464j -0.00342678+0.00173241j 
0.0042092+0.00214689j 0.00403563-0.00527177j 0.00255432-0.00245484j -0.000532863-0.000605927j -0.00856158-0.00302005j -0.00227221+0.0021871j -0.0051509+0.0021253j -0.00540716-0.00210347j 0.00380294+0.0111195j -0.00251939+0.00417485j -0.003222-0.00164229j 0.000819023-0.00201791j 0.00516564-0.00275874j 0.000450084-0.00381919j -0.00959275+0.000304841j 0.00181643+0.00618164j -0.00388462+0.00077884j 0.00233911-0.00338113j -0.00849268+0.00875113j 0.00923832-0.00104575j 0.00310318-0.00618228j 0.00122172+0.00201659j -0.0062229-0.00245628j -0.00616426-0.000308468j 0.00262339+0.00260219j -0.0137881+0.0110873j 0.0025673-0.00637269j -0.00844074+0.0115446j -0.00713416+0.00532594j -0.0121308+0.00353373j -0.00571792+0.00588447j -0.0102862-0.00885064j 0.00630354-0.00578854j 0.00791296+0.00540451j -0.00256126-0.0031652j 0.00439109-0.000927459j -0.00116174-0.000775942j 0.000136368+0.00112283j 0.0076238-0.00567857j -0.001346+0.00288477j 0.00501339+0.0081062j 0.00972071-0.00640788j 0.00418088+0.000311726j 0.00259421-0.000132279j -0.00480451-0.000376756j 0.00313548+0.0045723j 0.00522601+0.000938852j -0.00382773+0.000545422j 0.00271589-0.00418606j 0.00394856-7.83649e-05j 0.00183915+5.76316e-05j 0.000925309-0.000345386j 
0.0039791-0.00506964j -0.00277966-0.00227383j 0.00620849-0.00332105j -0.00228653-0.00182623j -0.00304469-0.00473317j -0.00111641-0.00702019j 0.00976746-0.011761j 0.00455991-0.0135929j 0.00247447-0.012355j -0.00609341-0.00840081j -0.00129828+0.00310426j -0.0120872+0.00738999j 0.00850298+0.00306113j 0.00694429-0.00237297j 0.00217959+0.00128525j 0.000835313-0.00315164j -0.0064755+0.00163524j -0.00692799+0.012119j -0.000348134+0.0110617j -0.00664989+0.00195954j 0.006663-0.00542812j 0.00152639+9.13224e-05j -0.00470657+0.00134664j 0.016369-0.0104781j -0.00134083+0.0132922j -0.00483597-0.0145752j 0.0154697-0.00109258j -0.00626822-0.00822449j -0.0145215+0.00200781j -0.00845239-0.00733629j -0.00288938+0.00944487j -0.0050406+0.0248299j 0.00536557+0.00764341j -0.000459789+0.0024533j -0.0105454-0.00479577j -0.00249561+0.00827455j -0.00435049-0.00742876j 0.00789841+0.00109592j -0.0033479+0.00361089j -0.00168934+0.0047792j 0.0113747+0.00369746j 0.00191747-0.00573061j 0.00147337+0.00738847j -0.00220891+0.0126216j 0.00147115+0.00440738j 0.0020744-0.0020122j -0.00430845-8.02301e-05j -0.00417959+0.00354979j -0.00535065+0.00304828j -0.00355668-0.00405283j -8.35999e-05+0.00378353j 0.00359544+0.000448663j 
0.00155337-0.000351161j -0.000947523-0.00319379j 0.00293487-0.00109556j 9.77034e-05-0.00405609j 0.000732999+0.00287816j -0.00239002+0.00233347j -0.00216078+0.0091715j 0.00410838+0.00378679j -0.0100299+0.00338732j -0.00324377+0.00770342j 0.00224484+0.00683034j 0.000284013-0.00357968j -0.00131168+0.00422099j -0.0019415-0.0118306j 0.00469306+0.000678788j 0.00699206-0.00470644j -0.0107334-0.003189j 0.0109153+0.00206097j 0.00725292-0.00606479j 0.00463321+0.014322j -0.0173506-0.000743862j 0.0069877-0.000719594j 0.00252877-0.00693455j 0.00755534+0.00952544j -0.00626081-0.000629742j -0.00272307-0.00948491j 0.00100498-0.0049519j 0.0112333-0.00950583j 0.00663136-0.0172448j -0.00199405-0.0009432j 0.00932984-0.0108138j 0.0106445+0.00126331j -0.00369444-0.00904254j -0.00396799-0.00680486j -0.00267543-5.43454e-05j 0.00704642-0.00285816j 0.00200565-0.00204441j 0.000437017-0.00133793j -0.00283527-0.00245271j -0.00385894-0.00735322j 0.00669963+0.00385913j -0.000671864+0.00325915j -0.00271097+0.00362438j 0.00546887-0.000714374j 0.00123108+0.00566774j 0.00324501+0.00279419j -7.4494e-05+0.00185009j 0.00143453-0.000731774j 0.00291112-0.00264022j 0.000595365+0.00086314j -0.00269681-0.00311635j -0.00152048+0.00139832j 
-0.00415764+0.00115503j -0.00394923+0.00317473j -0.00385445-0.00158659j 0.00274224+0.000966258j 0.00788294+0.00450246j -0.00327138-0.00343964j 0.00236858+0.00616563j 0.00119295+0.00463294j -4.13845e-05-0.00225536j 0.0071054-0.0011838j 0.000355823+0.00307858j 0.00328953-0.00222818j 0.000655315-0.00554307j -0.012975+0.00555877j 0.0199068+0.0012482j -0.00104435-0.0178873j -8.69344e-05+0.00219629j -0.00112223+0.00210549j 0.00589922+0.00545786j 0.00785015+0.0049421j -0.00675252-0.00254148j -0.00406456-0.00757691j -0.0112971+0.000479217j -0.000790819-0.00229476j 0.00831924+0.00626668j -0.00984477+0.000443249j 0.000796503+0.00283433j 0.0111088-0.00637884j 0.00692624+0.00519215j 0.00433423+0.000180336j 0.00236193+0.00558142j 0.00174665-0.00496077j -0.000904313+0.00126833j 0.003703+0.00458662j 0.00235403-0.005048j 0.0091004-0.000165395j -0.000467079-0.00629205j -0.00102705+0.000491522j -0.00871413+0.0001362j 0.00185471-0.00285837j -0.000360329-0.00639112j -0.00519942+0.00316307j 0.00417342-0.00441796j -0.000174369+0.00530956j 0.0011952-0.00239597j 0.000173588-0.00735632j -0.00171982+0.00238522j 0.00800649-0.00867514j 0.000437767+0.00429678j -0.000608555+0.00146369j -0.00127656-0.00307889j -0.00119843+0.000867544j 
0.00369453-0.00358861j -0.00250163-0.00245892j -0.00172392+0.00550483j -0.00302168-0.00313719j 0.00018235-0.0123979j -0.00071365-0.00148707j 0.0019314-0.00638203j 0.00352119-0.00180391j -0.00491243+0.00931831j 0.000482197+0.00730566j 0.000969052+0.00704369j -1.94891e-05+0.00301353j -0.00340949-0.000882769j -0.0026341+0.000975496j 0.00944102+0.00191089j 0.00414311+0.0128241j -0.00772386-0.000567206j 0.0148017+0.00211477j -0.00160768+0.0156214j 0.00287432-0.00205569j -0.00176941-0.0147053j 0.00215042-0.00768099j 0.00519524+0.0118289j 0.00631339-0.00499701j -0.0123122+0.00786417j -0.00399782+0.00618041j 0.00861065-0.00885028j 0.00627501+0.00274471j -0.000223432+0.00235506j -0.0215032+0.00242434j 0.00843878+0.00109852j -0.000800481-4.97199e-05j 0.00104373-0.00923569j 0.00164998+0.00245503j 0.0060538+0.0108644j 0.00200087-0.00164099j -0.0071817-0.000992232j 0.00261516+0.00269473j 0.00395836-0.00368266j 0.00156615+0.00345285j 0.00170521+0.00250939j 0.00357319-0.00858411j -0.00305996+0.00229571j -0.00417687-0.00621465j 0.00171365+0.00228342j 0.00223031+3.75734e-05j -0.00103878-0.00627945j -0.000697528+0.00453888j -0.00280576+0.00298024j -0.00131139-0.00264811j -0.000894527-0.000376471j -0.00164109+0.000616526j 
-0.000197181-0.000520804j -0.001308-0.000857529j 0.00552039+0.000462078j -0.00277999-0.0033759j -0.00447882-0.00297889j 0.00181007+0.000180291j 0.00292764+0.000293821j 0.00183948-0.000212015j -0.00213705+0.000203202j 0.00232533+0.000895178j 0.00211658+0.0145525j -0.00105658+0.00800364j -0.00262315+0.000708104j 0.00394261+0.00676532j 0.00905443-0.00563899j -0.00409625+0.00177408j 0.00939995+0.0014537j 0.00161837-0.000992212j 0.0104494+0.000667506j -0.00770845-0.00140322j -0.00256319-0.00784229j -0.00153058-0.00620689j 0.00611748-0.000273365j 0.0101611-0.00521066j -0.0149371+0.00453716j 0.00206453-0.0113988j 0.00845609-0.00183342j 0.0098711-0.0057106j 0.00325259-0.000132853j -0.0149851-0.00702884j -0.00137632+0.00240812j 0.00491145+0.0010066j -0.00108368+0.00661005j -0.00545663+0.00116273j 0.00761217-0.00064527j -0.016037+0.00414197j -0.00569901-0.00305191j -0.000243212-0.0091256j -0.00339649+0.00940272j -0.00316876+0.00108115j 0.00782553-0.00160088j -0.000829769+0.00302038j -0.000396513+0.000324076j -0.000424421+0.00185606j -0.00166725+0.00311426j -0.000391489+0.00336976j -0.00205802-0.000805683j 0.00128781+0.00659116j -0.00176923+0.00118574j 0.00139649-0.000140451j -0.00127922+0.00171699j 0.00128913+0.00232936j 
0.000682949-0.0032593j -0.00503084+0.000952487j 0.0017265+0.00141963j -0.00143835+0.000733345j 0.00994882+0.00153628j 0.00362023+0.000173656j -0.00145171-0.00246595j -0.000109208-0.00467246j -0.00392937-0.00886428j -0.00132516-0.00216067j 0.00477283+0.00101893j -0.00211335-0.000793847j 0.00267505-0.0016664j 0.000254472-0.00420927j 0.00168941+0.00114694j 0.00417909+0.00578317j -0.00205564+0.00160232j -0.00360033+0.00500915j -0.00095511-0.00253844j -0.000304666+0.00847918j -0.00046553-0.00601393j 0.00155488-0.000650996j -0.00729677-0.00697965j -0.00978125+0.00475239j 0.00220484+0.00306709j -0.012029-0.00874736j 0.0044165-0.00103095j 0.0015322-0.00375047j -0.00902041-0.0012064j -0.0105522-0.00380217j 0.00351425-0.00447632j -0.000452442+0.00376013j 0.00825448+0.00297709j 0.00308548+0.000926289j -0.000828485+0.00149445j -0.000530241+0.00504227j 0.00113148-0.0127106j 0.00444388-0.00195349j -0.00141924+0.00406927j 0.00050611-0.00174228j 0.00500587-0.00519214j -0.00164708+0.0003072j -0.00422266+0.00118744j -0.000273625+0.00528237j 0.00731343-0.00259637j 0.00121095-0.00470292j -0.00372036+0.000388705j -0.00145589+0.00152877j -0.0018543+0.00395051j -0.00261144-0.00129191j 4.20662e-05-0.00131263j -0.00176811+0.000421444j 
-0.00451219+0.000751154j -0.000869972+0.00288188j -0.00322213+0.000102948j -0.000562646-0.00168534j 0.000757917+0.000612374j -0.000609263-0.00200111j 0.000147271-0.00164105j 0.00161797-0.000641749j -0.00600422+0.00273827j 0.00604713+0.00367903j -0.00590287+0.00464583j 0.00871738+0.00235564j 0.00498689-0.00173599j 0.00716188-0.0040267j 0.00196041+0.00764215j -0.0135876-0.00485414j -0.00883676+0.00638662j -0.00460633-0.000304937j -0.00315742-0.00870636j -0.00236138+0.000906586j 0.00750753+0.0158578j -0.000465148+0.000155126j 0.00821294-0.0227905j -0.0085452+0.00501952j 0.00352389-0.00913664j -0.00422689-0.011091j 0.00510078+0.00803447j -0.0120415-0.00282216j 0.00682265-0.0115148j -0.00451946+0.000638012j 0.000502742-0.000145038j 0.000892461+0.000446169j -0.000444723+0.0050581j 0.00377558+0.000540468j 0.00900642+0.00999389j 0.00766767+0.000994254j 0.00675815+0.000577499j -0.0033877-0.00358866j -0.00136314-0.00244809j 0.00357951+0.00296265j -0.00424106+0.000922443j -0.00231173+0.00485408j 0.00134184-0.00215052j 0.000664841-0.00332573j -0.00285118-0.000786271j -0.0053149-0.000964066j -0.0024431+0.000377157j 0.0014539+0.00141009j -0.000935384+0.00141338j -0.00231093+0.00294044j -0.00255923+0.00218957j 0.000312173+0.000470702j 
0.00264961+0.00101623j -8.15173e-05-0.00410982j 0.00119629-0.00115371j -0.00148146-0.000624703j -0.00381465-0.00841107j -0.00865944-0.00161674j -0.000411577+0.00624921j -0.000998336-0.000473598j -0.00566923+0.0133574j 0.0101796+0.00472563j 0.00174206+0.0122606j 0.0126547-0.00576504j 0.00885781-0.00575471j 0.0140064-0.000193515j -0.00986825+0.000609137j -0.00498498-0.00266016j -0.00373463-0.00984498j -0.00196279-0.00160094j 0.00106878-0.00494611j 0.00273442-0.00505463j -0.0109927-0.00185008j 0.00584077+0.00857057j 0.00332449-0.0104578j 0.0037355+0.0243564j -0.000643332-0.00388649j 0.000151425-0.00106012j 0.00016436+0.0010883j -0.00542025-0.00164j 0.00422675+0.00142922j -0.00715395+0.00269095j 0.00518213+0.00531443j -0.00383191+0.00199654j -0.00272194+0.00433256j -0.00821465+0.00022719j 0.000725471+0.00211663j -0.00414929+0.00614126j -0.00615601-0.00771231j -0.00462634-0.00913137j 0.00138218-0.00252969j -0.00488433+0.00165904j 0.00543961+0.00342748j 0.0064305-0.00472932j 0.00364523+0.000384813j 0.0019835-0.00522062j -0.0018304+0.00322175j 0.00144843+0.00465611j 0.00553067+0.00179996j 0.0061944-0.00311448j -0.0016911+0.00220892j 0.000457894-0.00266415j -0.000375624-0.00184213j 0.000309424+0.00112582j 
