0.149486+0.130125j 0.121989-0.15467j -0.00895374+0.0338349j 0.0274105+0.0530135j 0.164228+0.143275j 0.108401-0.151097j 0.133485+0.0284612j 0.198244-0.100089j 0.0149905-0.0324993j -0.0597974-0.0659165j -0.00604217+0.0964308j -0.0956145-0.0104666j -0.0966572-0.168111j -0.118152+0.041993j -0.11563-0.0172549j -0.000149581-0.0300081j -0.0393854+0.0283084j 0.0881911-0.0420443j 0.0262451+0.14215j -0.0119182-0.0109656j 0.0988503-0.0612144j -0.0320598+0.0244749j -0.0347-0.0568291j 0.0056804+0.0564219j -0.125948-0.0719775j -0.0561475-0.0206054j 0.0643757-0.100064j -0.0123605+0.0213011j -0.0224067+0.0629643j 0.0115334-0.12259j -0.232866+0.0367008j -0.00745632-0.00823131j 0.0922671-0.0139072j -0.0177549-0.191217j 0.0523729+0.0500787j -0.12208+0.0631392j -0.0215464+0.0159498j -0.0511359+0.173515j 0.0519605+0.0141666j -0.138751+0.0354149j 0.0328325-0.00803286j -0.0396199+0.0664136j -0.182954-0.118586j -0.12313-0.0444853j 0.109235+0.0101625j 0.0623386+0.0207627j 0.0266599+0.125524j 0.118275-0.0836613j -0.00920505-0.27035j 0.162261+0.000534226j -0.0630822+0.0982996j -0.116046-0.0363149j 
0.00137545+0.000729873j -9.08458e-05-0.00118279j -0.00035322-0.00131391j 0.001192+0.00145414j -0.0017188-0.00271266j -0.00228106-0.0015114j -5.61584e-05+0.00142829j 0.00242225-0.00130166j 0.000917685-0.00067594j 0.00199066-0.00110331j 0.00134713+0.00035486j -0.00225852+0.000117059j 0.000444488-0.00198824j -0.00100657+0.000349145j -0.00176584+0.000224181j -0.00209817-0.00227772j -0.00104323-0.000530113j 0.000494839+0.00111265j 0.00151379-8.29551e-05j 0.00293508+8.36394e-05j 0.00108773+0.00111172j 0.000517215+0.00243537j 0.000125758+0.00100047j 0.000136599-0.00073139j -0.00178512+0.00114401j 0.00322516+0.00069137j -0.000981095+0.00150557j 0.00130926-0.000805134j -0.00125926+0.00164023j 0.00182881-0.00203436j 0.00061381+0.00132208j -0.00115706+0.00170599j 0.0012598+1.06213e-05j 0.00251685-0.000851228j 0.00142186-0.000787786j -0.00130716+0.00151237j -0.000558793-0.000367774j -0.00297801-0.000208276j -0.000315996+0.000115598j -6.49843e-05-0.00122253j 0.00264003-0.00179116j -0.00045251-0.00013278j -0.00189754-0.000954442j -0.000104588+0.000583786j -0.00258727+0.00186369j 0.000247565+0.00129098j 0.00108887+0.00110268j 0.000890888+5.45068e-06j 1.08475e-05-0.00222828j -0.00273573-0.00219241j -0.000995896+0.000889881j -0.0019544-0.00212692j 
-0.000278979-0.00393822j -0.00189157+0.00087863j -0.000462676+0.00444907j 0.00527939+0.000681638j 0.00172639+0.00384995j 0.00174233+0.00307927j 0.000347577-0.000814492j -0.00277188+0.00079166j -0.00384166+0.00201911j 8.76855e-06-0.00663247j -0.000137521+0.00141292j 0.0010687+0.00128099j -0.00240164+0.00179003j 0.000727115+0.00367733j -0.000621936-0.00199117j -0.00095903+0.00305876j 0.00497358-0.00277932j -0.00183296+0.000474497j 0.0011129+0.00139657j 0.00375683-0.00320658j 0.00131896+0.00263427j -0.00289552+0.0084656j 0.0049546+0.0014613j -0.00185761-0.00252067j -0.00213041-2.10835e-05j 0.0051118+8.53463e-05j -0.00296852+0.00506521j 0.000365382-0.00140974j 0.00211197-0.000478658j 0.00429728+0.00592917j -0.00431357-0.00117681j -0.00257802+0.000995114j 0.000987982+0.0050676j -0.00148124-0.00168807j 6.6038e-05-0.00180112j 0.00251775+0.000733189j -0.00321286-0.000408077j -0.002332+0.00063948j 0.000439374+0.00115771j 0.000363283-0.00150593j -0.000636182-0.00034764j 0.00504439-0.00134855j 0.00220199-0.00137109j -0.000157194+0.00226149j 0.000962301-0.00436172j 0.00160572+0.00199278j 0.0010644-0.000404288j 0.00574104-0.00672543j 0.00795134-0.000867813j -0.00621697-0.00518995j 0.00536907+0.000789618j -0.0037229+0.000799969j 
0.00335813-0.00354807j -0.00239395-0.00419281j -0.00467523+0.00306088j 0.00644618+0.00168683j -0.000120789+0.00299326j 0.00536181-0.0018059j -0.000942677-0.00361977j 0.0026783-0.00123515j -0.00120783+0.00122144j -0.000163252+0.00160289j -0.00457081+0.000394729j -0.00909569+0.00177492j 0.00344716-0.00455713j -0.00431295+0.00198708j 0.000802969-0.00107283j -0.00215505-0.00348476j 0.00538266-0.000874672j 0.00329484-0.00126145j 0.00481978+0.00519793j 0.00225358+0.00135687j 0.00225992+0.000134737j 0.000723025+0.000537269j 0.00516974-0.00197729j -0.00370255+0.00375111j 0.00396297+0.000185014j 0.000717505+0.00333783j -0.00667005+0.00219412j -0.0050398-0.0029539j -0.0017437+0.00339387j -0.00157544+0.00349273j -0.000909142+0.000780336j -0.00153772+0.00225174j -0.000631825+0.00288028j -0.00170516-0.00106023j 0.00203414-5.69548e-05j 0.00168166+0.00389166j -0.00298645-0.00285497j -0.00266634+0.0013849j -0.000549558+0.00221131j -0.000286938-0.00603324j 0.00324906-0.00397213j 0.00284009-0.00115289j 0.000447824-0.00273622j -0.000381007+0.00245959j 0.000282346+0.000325441j -0.000832982+0.00450138j -0.00133342+0.000839959j 0.00209088+0.000351314j 0.00329099-0.00433487j 0.00387498-0.00614087j 0.00409603+0.00179962j -0.000361643+0.000434885j 
-0.000601307+0.000107162j -0.000645249+0.000322521j 0.000958639+0.000225225j -0.00193892+0.00102663j -0.000452774-0.000288319j 0.00084522-0.000345758j 0.000826328-0.00107551j 0.000723473+8.14689e-06j -0.000946905+0.000107383j 0.00091657+0.000704258j 0.000841609-0.00135249j -0.000548216-0.000390896j 0.000749055-0.000781576j 0.000886792-0.000985432j 0.000865543-0.00201627j -0.00109452-0.00174072j 0.00109083-0.000152603j -0.00106614-0.000269466j -0.000681313+0.000166365j -0.00488749-0.00119053j -0.00180663+6.16727e-05j -0.000467722-0.000746789j -4.74936e-05-0.00327075j -0.00136437+0.00235083j 0.00136061-0.000881681j -0.00201323+0.00026302j -0.000218518-0.00100957j -0.00172124-0.000201706j 0.0027974-0.00180406j -0.000692265+0.00016275j 0.00154371+0.00222076j 0.000293949+0.000279587j -0.000470863+0.00269706j -0.000928671-0.00137602j -0.000819781+0.00078975j 0.000370873-0.00106016j -0.00106707-0.000542341j -0.00292265-0.00156184j 0.000418832-0.000505329j -0.000197215+0.0002575j 0.00119757+0.00100899j -0.000252825-0.000892623j -0.00105012+0.00106391j -0.00136002+0.00101539j 0.00012946-0.00355308j -0.000413491+0.00212963j 0.000460055+0.000737867j 0.00112225-0.00247977j -0.000147313+0.0047239j 0.00364209+0.00121628j 0.00167175+0.000968593j 0.00206777+0.000913488j 
0.000701994+0.000801706j -0.000248993+0.00204093j 0.000765545-0.00179133j 0.0010545-0.000137731j -0.000797282-0.0022629j -0.00157559+0.00152797j 0.000361919+0.00192159j -0.000245016+0.00167463j -0.000842496+0.00174761j 0.00165375-0.00198969j 0.00104698+0.000313815j 0.000917654-0.000141928j -0.00156016-0.000683506j -0.000776111+0.000581544j -0.00415938+0.00109385j 0.00165856-0.00212346j -0.00496562-8.06428e-05j 0.00109879+0.000605527j -0.000152208-0.00222906j 0.00494482+0.00346119j 0.00056299-0.000835519j -0.00123095+1.28633e-05j -0.00105431+0.00624001j 0.00157675-0.00202448j 0.000636037+0.0025184j 0.00465109+0.000462867j -0.000237181+0.000586835j 0.000859371-0.00289848j -0.00609808+0.00154045j 0.00195065-0.00480828j -0.00021992+0.000830966j -0.00150125+0.00148618j 0.000139617-0.00167761j 0.000624799+0.00302053j 0.000885867-0.000610782j -0.000776154-0.000728788j 0.00207894+0.000749954j 0.00268124+0.000862666j 0.00028347-0.000610842j -0.00128597+0.000656094j -0.00192316-0.00110369j -0.00277408+0.000265573j 0.00136638+0.000856504j 0.00167876-0.00450253j -0.00049241+0.00724454j 0.00145144-0.00340181j 0.00225648+0.00198127j -0.00473636+0.00773613j -0.00155157-0.00310092j -0.00630434-0.00434656j -0.00158345-0.0014787j -0.00141345-0.000852829j 
0.00155686+0.00480961j 0.0038901-0.00176009j -0.00539918+0.00281118j 0.000797336+0.00369268j 0.00319385-0.00249717j -0.00561895+0.00156812j 0.00606064+0.00247566j -0.00226849-0.00133239j -0.00270552+0.00141557j -0.00675898+0.0019922j 0.001317-0.000830983j 0.00152558-0.00191567j -0.00365283-0.00187225j 0.00195299+0.00217405j -0.00369098+0.00148435j -0.00692399-1.75171e-05j 0.00363072-0.00423131j -0.000944134-0.00647288j 0.000663008+0.00470812j 0.00441669+0.00179589j 0.00462686+0.00125638j -0.00715002+0.0018518j -8.95621e-07-0.00199111j -0.00140381+0.00311424j 0.0041256-0.000566611j -0.00028612+0.00581649j -0.00830788+0.00132799j -0.00381507+0.00136887j 0.00158761-0.00279867j -0.000482476-0.00318703j 0.00637984-0.000308447j -0.000450791+0.00146899j -0.00518081+0.00349158j 0.00113866-0.00401363j -0.000270382-0.00221416j -0.00231721-0.0105593j -0.00115817-0.00575122j 0.00861307-0.000904931j 0.000548581+0.00484749j -0.00246949-0.00430664j 0.0102175-0.00295328j 0.00578686+0.00191026j 0.00611331-0.00856395j 0.0045227+0.0046322j 0.00259325+0.00467777j -0.0021619+0.00264605j 0.00244801+0.0051274j -0.00353287-0.00211999j -0.00135279-0.00305334j 0.000450668+0.00216777j -0.00209321-0.00258907j 0.000427825-0.00125121j 
0.00500418+0.00321537j 0.00580853-0.00563001j -0.00908855-0.00128756j 0.00285771-1.23502e-06j 0.00230941+0.000836671j -0.0029705-0.00176267j 0.00149125+0.00279803j 0.00164542-0.00152073j -0.00165823+0.00516775j -0.0144332+0.00232922j -0.00267066+0.000481291j -0.00946403-0.003347j -0.00243731-0.00982595j -0.00250305-0.00106758j 4.66743e-05+0.00434608j -0.00216548-0.000702731j 0.00275475+0.00549162j 0.00560635-0.00150592j 0.00116055+0.00581783j 0.00718421+0.00850326j -0.00355037-0.00250505j -0.00631419+0.000451436j -0.0103439+0.00597856j 0.00797593+0.00259671j 0.00985027-0.00392735j 0.00242494+0.00873108j -0.00165602+0.00163501j -0.00191573+0.000249459j -0.00610083+0.00050186j -0.0085564-0.00193867j 0.00710282-0.00380982j 0.000620706-0.00129897j -0.00797348-0.00120076j -0.000417023+0.00344925j 0.00409854-0.00364471j -0.00244039-0.00577489j 0.000329793-0.00367412j 0.00410584+0.00388273j -0.000480318+0.00422938j -0.00387132-0.0117437j 0.00409391-0.0125604j 0.000854401+0.000146221j 0.00156627-0.00632211j 0.00284991+0.00216144j 0.00692196+0.0121242j -0.00220305-0.000315851j -0.00017551+0.00108165j -0.0120093+0.0055204j -0.00658889-0.0164629j -0.00537336+0.00459733j -0.00846975-0.00580158j -0.00500412-0.00183484j 
-0.00064441-0.000311628j -0.000761414-0.00146444j -0.00283243+0.00212256j 0.00352687+0.00136391j 0.0019555-0.000523487j -0.00288799-0.0042671j -0.00397116-0.00226923j -0.000800293+0.00197996j 0.00150155+0.000930319j -0.00396931+0.00174301j -0.00513273+0.00438919j -0.000259561+0.000495911j -0.00429496+0.00497837j -0.00551518+0.00128976j 0.00288914+0.00404907j -0.00187151+0.00363994j 0.00336873-0.00165246j 0.000732669-0.00131288j 0.00274268+0.00245682j 0.00316701-0.00264181j 0.00880879+0.00153376j 0.0102611-0.00275243j 0.00273616-0.00237502j 0.000868005-0.00661203j -0.00908005+0.000159818j -0.00342765-0.00224039j 4.86701e-05-0.00131539j 0.00599504+0.00668649j -0.000315204+0.00378553j -0.00136685+0.00548416j -0.000304879-0.00329012j -0.00309879+0.0069472j 0.00748719-0.00260519j 0.00891387-0.0043855j 0.00126517+0.0030673j 0.00134459+0.00257955j -0.000707585-0.000886848j 0.00850642+0.0103421j 0.000794791+0.000645184j -0.00208678-0.00408113j 0.00261877-0.00243818j 0.00408735+0.00144677j 0.00367624-0.00196487j 0.0042588+0.00319017j -0.00649208+0.00391184j -0.000949328-0.00132029j -0.000144067-0.000845573j 0.00446356+1.16511e-06j 0.00520792-0.00313069j 0.00132885-0.00033308j 0.000247219-0.000101615j -0.00299116-0.00131129j 
-1.10413e-05-0.00108947j -0.00116689-0.000767119j -0.000414765+4.4343e-05j 6.95143e-05-0.00232691j 0.000813866-0.000606744j 0.00214673+0.00303631j -0.000858286+0.000823033j 0.00403249-0.00329573j 0.00439518-0.00413148j 0.00220574+0.0023784j 0.0025179+0.00198218j 0.00441219+0.00480809j 0.0050001+0.0030494j 0.00450619-0.00103963j -0.00667612+0.00726335j 0.00414173-0.002151j -0.00796642-0.00161818j 0.00118993+0.00200695j -0.00190692-0.00145672j 0.0087105+0.00548936j -0.000313142-0.000619069j 0.00325045+0.000430144j 0.00233438+0.00427202j -0.00298065-0.00126394j -0.00580752-0.000501724j 0.0029212-0.000479558j -0.00173177-0.00575447j 0.000120096-0.00172393j -0.00710011+0.00384804j 0.00304116-0.00506636j -0.00554242-0.00539606j 0.00478076-0.0066349j -0.00272587-0.00673587j 5.89113e-05+0.00183372j 1.86836e-05-0.00257109j -0.00468401-0.000531127j 0.00558346+0.00592117j 0.00467055-0.00660386j -0.00633585-0.00102671j 0.00481164+0.00673122j -0.00585091+0.00845986j -0.00475069+0.00150057j -7.4429e-05-0.00263192j -0.00322051-0.00374581j -0.000229901+0.00316748j 0.000950654-0.00478301j 0.000140229-0.000435002j -2.72837e-05+0.0071867j -0.00581007-0.0010442j -0.00111663+0.00269865j -0.00116103+0.00156161j 0.00056354+0.00341914j 
0.000150754-0.00434934j -0.00138987-0.00250956j -0.00605309+0.00442818j 0.00878946-0.00175719j 0.00198945+0.00434368j -0.00178619+0.00225367j -0.00160731-0.00105096j -0.0029284+0.000643184j -0.000728892-0.000690485j 5.44631e-05-0.00178618j -0.00189297+0.00233007j -0.00372553+0.00350276j 0.00132254-0.00164178j 0.000475524+0.00628352j 0.000979975-0.00150401j -0.00791656+0.00644733j 0.00867171-0.00643916j 0.00168716+0.00132702j 0.00603515+0.00560616j 0.00757829-0.0020099j 0.00624056-0.000192027j 0.000235988+0.0114171j 0.00593637-0.0094272j -0.00625339+0.00388687j 0.00261429-0.00212895j -0.000474751+0.00831351j -0.00568462+0.00661212j -0.00198543+0.0015999j 0.00221327+0.000624877j 0.00258157+0.0103177j -0.00573293-0.00387441j -0.00116527-0.00124305j 0.00226757+0.00427535j -0.00259062-0.00242278j 0.00152516-0.00527359j 0.00537682+0.00606847j -0.00492671+0.00329179j -0.00702732-0.0019386j -0.00367526+0.00849848j 0.00741383-0.00610397j 0.00214938-0.0030928j 0.0100928-0.00578441j 0.00371044-0.00522079j -2.97631e-05+0.00767j -0.00203883-0.00606219j 0.00463164+0.00697919j -0.00290085-0.00229036j 0.00337866-0.0115231j 0.0100291-0.0044214j -0.00195571-0.00722926j 0.006366-0.000907069j -0.00138739-0.00205978j 
0.000233652-0.000204365j -0.000617055-0.00136003j -0.00188558+0.00355814j 0.00328624-0.000632977j 0.00160534+0.00203333j -0.00171863-0.000369285j -2.38063e-06-0.00154768j -0.0028994+0.00059813j -0.000585352+0.000842596j -0.00109726+0.000656645j -0.000693266+0.000467897j -0.00104431-0.000106587j -0.0015369+0.000125124j -0.00167998-0.000810853j 0.000817229+5.89536e-05j -0.00470067+0.00259222j 0.00467918-0.00196242j 0.00161529+0.00127445j 0.00278878+0.0017496j 0.00307923-0.00108513j 0.00460485+0.000449058j 0.00299461+0.00272206j 0.00188675-0.00490109j -0.0019416-0.000966257j -0.00191604+0.000983969j -0.00050234+0.00168001j -0.00295504+0.00258405j 0.000225088+0.00192702j 0.00134251+0.00207585j 0.00053313+0.00248992j -0.0011344+3.30132e-05j -0.00161362+0.00480708j 0.00246095+0.00442288j 0.000793761-0.00277605j 0.00093863-0.000790143j -0.000247852+0.000880519j -0.00140739+0.000431943j -0.000922623+0.00334762j -0.000355324+0.00323786j 0.00216651-0.0035286j 0.00358393-0.00394577j 0.00405683-0.00222922j 0.0011998-0.00337025j 0.0028007+0.00392094j -0.00279531-0.000365631j 0.000792945+0.00228664j -0.000354951+0.000119643j 0.00169406-0.00104846j 0.00485236-2.40612e-05j -4.84364e-06-0.00430676j 0.00218852+0.000234881j -0.000899738-0.00192922j 
-0.000797222-0.00418816j -0.000735196+0.00247498j 0.00193253-0.00662193j -0.000431741-0.00117375j -0.00471262+0.00581586j 0.00611519-0.00350396j -0.00433142-0.000736171j 0.000598258+0.00160263j -0.0015822+0.00113248j 0.0019295-0.00608574j -0.00135993-0.00173838j -0.00471063-0.000776966j 0.00165989-0.00645685j -0.00446449+0.000653426j 0.00400368-0.00494787j 0.00668265-0.00437862j 9.54345e-05+0.00819518j 0.000719063+0.00659591j 3.53869e-05-0.00293214j -0.00464048+0.00293169j -0.0123766+0.0011922j -0.000196952-0.000533232j -0.00799514+0.00869757j 0.00980839-0.00174105j 0.0076322+0.000530989j 0.00303876-0.00212244j 0.00723895+0.00285195j -0.000877176-0.00562631j -0.00116085+0.000186532j -0.00269557+0.00380906j 0.000572824+0.00317845j 0.00030729-0.00323809j -0.00156954-0.00157659j -0.00529248+0.0110008j -0.00120332+0.000801765j 0.00698407+0.00749929j -0.000312146+1.8548e-05j -0.0147924+0.00424144j -6.78384e-05-0.00394698j -0.00129452-0.00190373j -0.00873928+0.00115911j -0.0055604-0.00111258j -0.00660949+0.0117466j -0.00401319-0.00319044j 0.00286394-0.00293618j 0.00106704-0.00338327j -0.00252138-0.00523612j -0.00475011+0.00453195j 0.00103492-0.00217194j -0.00629312-0.00290308j 0.000192949-0.00103047j -0.00176529-0.000369322j 
0.00133064+0.00182426j 0.000223945+0.000313961j 0.00579217+0.00513311j 0.00758536+0.00409968j -0.00449261+0.00249756j 0.00133031+0.00156656j 0.00417287+0.000586193j -0.000415021-0.00285162j -0.00644065-0.00441582j -0.00280754-0.00386725j 0.000906047-0.00265792j 0.0108547-0.00654926j -0.00460605+0.0027234j 0.00302702+0.0119782j -0.003378+0.00407567j 0.00330064-0.00718063j 0.000334664-0.00913247j -0.00591388-0.00650521j 0.00714273+0.000900098j 0.00368186-0.00120697j 0.00481912+0.0111416j 0.00464944-0.0066589j 0.00243628+0.0028746j 0.00402254-0.0100583j -0.0046162+0.00593903j 0.00549487-0.00129031j -0.00608022+0.0102901j 0.0039849+0.0050121j 0.00239338-0.00167024j 0.00257985-0.00437614j 0.00442777-0.00460706j 0.0016739+0.000820218j -0.00514111-0.00287347j -0.000630285-0.00355481j -0.0118729+0.00479171j -0.00532027-0.0053782j -0.00051398-0.00935421j 0.00784021-0.00115649j -0.000835717-0.000615627j -0.0100833-0.000398941j 0.0114457+0.0066813j 0.00855415+0.00386101j -0.000525348-0.00951607j 0.00771145+5.38274e-05j 0.0029179+0.00774528j -0.000782332-0.00308213j 0.00667589+0.000760614j 0.00185429+0.00177442j 0.0015194+0.00425315j 0.000650763-0.000503022j 0.000327037+0.00114226j -0.000965673-0.00078758j 
0.00275235-0.000270091j -0.00101358+0.00188789j 0.00425857-0.00487003j -0.000933578+0.00468579j -9.63134e-06-0.0079843j 0.000744692+0.00036938j 0.00554753+0.00207517j -0.00157807+0.0028554j -0.00366193+0.00488554j 0.00715294-0.00140309j -0.00324635-0.00309018j -0.000617683+0.000594904j -0.00198989-0.000712573j -0.00100348+0.0106588j -0.000553247-0.00753203j 0.00726984-0.00442202j -0.00421352-0.0015244j -0.00253161-0.0110627j -0.00159318+0.000525289j -0.00883928-0.00217225j 0.00366263-0.000701634j -0.0132606-0.00230743j 0.00662662+0.00660506j 0.00306772+0.00408068j 0.0046891-0.00310975j 0.00384943-0.00441417j 0.00307079+0.00154289j -0.00121181-0.00197579j -0.00449711-0.00721649j 0.00304556-0.00168385j 0.000918928+0.00432302j -0.00892945+0.00049074j 0.0053316-0.00325433j -0.00320629+0.00505682j 0.000758736+0.0069918j 0.00503119+0.00196105j -0.00252518-0.00587604j 0.00618613-0.0015794j 0.0083384-0.00682142j -0.00775139+0.00184632j -0.000772675+0.000539634j -0.00178123+0.0062354j 0.00680156+0.00858553j -0.000759221-0.00769481j -0.000433282-0.00130152j -0.000890962+0.0032239j 0.00031918+0.00418645j -0.00173396-0.00262565j 0.00140075-0.00161477j 0.000396571+0.000616917j -0.000852013+0.000299541j -0.000177651+0.000409565j 
0.00137942+0.00313466j 0.00221629+0.00125499j 0.00551497+0.000343536j -0.000358603+0.00556408j -0.00402061+0.00120378j -0.000220908-0.00330604j 0.00453907-0.000316932j -0.00047259+0.00262544j -0.00632848+0.00432196j -0.00345992-0.00370477j -0.000139304-0.0060721j -0.00252233-0.00877403j -0.00869066-0.000672006j -0.00112316+0.00353605j 0.00276869-0.00784144j -0.00110168-0.00507457j 0.00617271+0.00116321j -0.00510003-0.00452728j 0.00138341-0.00117404j -0.0167401-0.00212324j -0.00387151+0.00559573j -0.00452012-0.00636664j -0.00389346-0.000280428j 0.00501071-0.00385516j 0.00474737-0.000303404j -0.00177532-0.00217742j 0.00496649+0.00594428j -0.000485205+0.00126774j 0.00677869-0.00926276j -0.00359507-0.00211777j 0.0138797+0.00559094j -0.00168345+0.00921237j -0.00119933+0.00561988j 1.24875e-05-0.00191921j -0.00380307+0.00628005j -0.000725724-0.00655945j -0.00511417-0.00858965j -0.00144691+0.00569385j 0.00778717-0.00529049j -0.0121922-0.0011393j 0.00827717-0.00642299j 0.0030224+0.00195187j -0.00303134+0.00171288j 0.00382249+1.00779e-05j 0.00321677-0.000580862j -0.00239025+0.00453987j 0.00349594+0.00349359j -0.000614379-0.000870647j 0.00141707+0.00669026j 0.00431051+0.000320466j -0.000227685-0.000348261j 0.00110505-0.000795887j 
0.000675699-0.00306165j -0.00275972-0.000582425j -0.00202544+0.00165653j 0.00256251+0.00346808j -0.00193167-0.00245574j 0.00332322-0.000244543j -0.00154141-0.00078601j 0.00134779-0.000777981j -0.0020401-0.000593762j 0.00602037-0.00170216j -0.00166049-0.000272661j -0.00269036+0.00481884j 0.00111246-0.000333549j -0.000816234+0.00577962j -0.000747925-0.0033478j 0.0028766-0.000428701j -1.97734e-05-0.00283572j -0.00114448-0.00462472j -5.66061e-05+0.00099475j -0.00364362-0.00249521j 0.00116993-0.00215195j -0.00338531+0.00327922j 0.00716621-0.000395005j -0.00397593+0.00686391j 0.00225372-0.00296871j 0.00195948-3.12274e-05j -0.000779889+0.0019525j -0.00365521-0.00213292j -0.00168185-0.00315917j 0.00375888+0.00181416j -0.000831351+0.00172374j -0.0021503-4.80955e-05j 0.00128174-0.0014241j -0.000675824-0.000244474j 0.000413141-0.000900742j 0.003241+0.00272389j -0.00108059-0.00193756j 0.000293323-0.00237707j 0.00396339-0.0021373j -0.000362873+0.000426832j -0.00229551+0.00153556j -0.000179873+0.000432241j 0.00335636+0.00213487j -0.00109346-0.00204047j -0.000325112-0.00327842j 0.000751238+0.00307153j -0.000449986+0.00280541j 0.00205233-0.00267716j 0.00204503-0.00167804j 0.0015996-0.000494213j 0.0042017+0.00115051j 0.000424553+0.00315645j 
0.00108642-0.00237117j 0.000448495+0.000844875j 0.000420261-0.00750202j 0.00848879+0.00205679j -0.0073568+0.00338411j -0.00111502-0.00688753j 0.00847046+0.00807095j 0.00337751+0.00659198j 0.00671673+0.000307623j -0.0019638+0.000311221j 0.00572101-0.0016909j -0.00620053-0.00202991j -0.00175061+0.000948986j -0.000970092+0.0164232j 0.00749114+0.00370219j -0.00714537-0.00464451j -0.00055995-0.00822108j -0.00356762+0.00277962j 0.00522631+0.00744831j -0.00100719-0.000914254j -0.00465743+0.00664767j 0.0102201-0.00247877j -0.00161415-0.0039718j 0.00378174-0.00688119j 0.0107881-0.0047508j -0.00484529+0.00834733j 0.0009081-0.000383991j 0.00605459-0.00558705j -0.00392784+0.00117237j -0.000143877+0.0108839j -0.000704316-0.000589653j 0.00275894+0.0035486j 0.0048187-0.00654508j -0.000292191-0.00174648j -0.00840609-0.00141627j 0.0146879+0.00816361j -0.00104173+0.00366685j -0.00055741-0.00421847j -0.00555536+0.00217035j -0.00968262-0.00531727j -0.00424874+0.0117556j 0.00254518-0.000616949j -0.00385628+0.00173431j -0.00904739-0.00140035j 0.000759481-0.00540898j 0.000866024+0.00440917j -0.0016542-0.00358284j -0.00182764-2.70625e-05j 0.00125509-0.00361442j -0.000282285+0.000135033j -0.000537541-0.00147718j 0.000747006+0.000357095j 
0.00113474+0.00064317j 0.000192927-0.00134129j -0.00350155+0.000991929j -0.00363598+0.000797102j 0.00459768-0.000497689j 0.000573128+0.00233504j -0.00159525-0.00212396j -0.00103229-0.00300161j -0.00252232+0.000107392j 0.00095114-0.000668785j -0.00182713+0.00225745j 0.000848123+0.00294313j 0.000592731-0.00337324j 0.000928498-0.00472339j -0.003331+0.000992759j 6.06606e-05+0.00199166j -0.00211682+0.00168622j 0.00086843-0.00294069j -0.00275469-0.00172031j 0.0026495+0.00101414j 0.00130959-0.00460876j -0.00703293+0.00135758j 0.000822238+0.00145573j -0.00161764+0.00774461j -0.000883095-0.00166142j 0.0016006+0.000474107j -0.00147497-0.000254608j -0.00413628+0.00181637j -0.00111954-0.00378414j -0.00137013-0.00163792j -0.000817253-0.00084435j -0.000115979-0.00573564j -0.00216502+0.00120246j -0.000894401+0.00202888j 0.0038922-0.00129107j -0.00343718-0.00106364j -8.32312e-05-0.00148188j 0.000279159-0.00126425j 0.00130701+0.0025236j 0.00325439+0.00101915j 0.000606436-0.00380284j -0.0017879+0.000301565j 0.00188139-0.000698069j 0.00274001-0.000241289j 0.00141819+8.40957e-05j -6.84542e-05-4.35696e-05j -1.6824e-05+0.00174483j -0.000171117-0.0016156j -0.00040333-0.00104119j 0.00118998+0.000220218j -0.000587931-0.000215857j 4.99307e-05-0.000639351j 
0.000811038+0.00115475j 0.00171664-0.00033806j 0.00449892+0.00107858j -0.003122-0.0035659j 0.00291888+0.00516988j 0.00338472+0.00691167j 0.00461627+0.00282585j -0.00148505-0.00424989j -0.00608183+0.00146746j -0.000661789+0.00055865j 0.00227285-0.00457103j 0.0010606-0.00606861j 0.00148537-0.00706226j 0.00417676+0.000541777j -0.0071487-0.00159446j 0.000866065-0.0053454j 0.0059292+0.00204852j -0.000833611-0.00114347j 0.00265653+0.00180884j -0.000184687+0.00347607j -0.005472+0.00261372j -0.00850546+0.00379848j -0.00607689-0.00131444j 0.000217588+0.00419123j 0.00877283-0.00268316j 0.000436996+0.00619321j -0.00260267+0.00455404j -0.00731539-0.00391218j 0.00433288-0.00391633j -0.00372281-0.00609051j -0.00292945-0.00205353j 0.0017391-0.0133382j -0.00759901+0.0123506j -0.00958614+0.00487572j -0.00662285-0.00478441j -0.00463229-0.00662122j 0.00224318-0.00151079j -0.00926928-0.00767137j -0.00728763+0.00405027j 0.00223167-0.00054761j 0.00454919+0.000737301j 0.000337849-0.00290793j -0.00565891-0.00330329j -0.00324635+0.00128142j 0.00924528-0.00553744j 0.000691471+0.00390928j 0.000871071+0.000375111j -0.00419835-0.00482243j -0.00538395+0.00581205j 0.000861388+0.00169827j -0.000638435-0.000802657j 0.00330066+0.000400261j 
