-0.721158-0j 0.0707356-0j -0.0743189-0j -0.0424413-0j -0.00612587-0j 0.0505042-0j 0.00728965-0j -0.0306357-0j -0.00442189-0j -0.0299917-0j -0.00530183-0j -0.0349903-0j -0.000441819-0j 0.0626377-0j -0.00618547-0j 0.0294423-0j 0.0110729-0j -0.000515456-0j -0.0126287-0j 0.00092274-0j 0.00520471-0j -0.00223245-0j 0.000433726-0j -0.000186038-0j -0.0232169-0j -0.00386948-0j -0.0262262-0j -0.00236956-0j -0.000483685-0j 0.0205924-0j -2.85014e-05-0j -0.00437104-0j -0.0216355-0j -0.0026767-0j 0.0547735-0j 0.00343206-0j 0.0148643-0j -0.00054638-0j 0.0021017-0j -0.00360592-0j -3.21957e-05-0j -0.00493864-0j 0.000429007-0j -0.00220817-0j 0.00912892-0j 0.0055903-0j 0.00247739-0j 2.52795e-05-0j -0.00045074-0j 0.00151709-0j 0.00114112-0j -2.65601e-05-0j -0.000823107-0j 0.000309674-0j -0.000504048-0j 6.72409e-05-0j 1.82477e-05-0j -0.000102888-0j -6.06275e-06-0j -0.0189446-0j -0.00305717-0j -0.0209678-0j -0.00249617-0j -0.000360291-0j 0.0159407-0j -0.000312021-0j -0.011051-0j -0.00338366-0j -0.0167483-0j -3.6772e-05-0j -1.67841e-06-0j -0.00276275-0j 0.0185975-0j 0.00257243-0j 0.0334006-0j -0.000398769-0j -0.0112812-0j -0.00178335-0j -0.00270274-0j -0.000345344-0j 0.0349788-0j 0.00210038-0j -4.06992e-05-0j 0.00671221-0j -0.0014561-0j 0.000303163-0j -0.00220678-0j 0.00300117-0j -1.85765e-06-0j -0.00182088-0j -0.00021017-0j 0.00539-0j 0.000262547-0j -0.0018205-0j -0.000318521-0j 0.00245044-0j -0.000182012-0j 0.00564469-0j -0.000275848-0j 3.09415e-05-0j 0.00440091-0j 0.000353691-0j -0.00148643-0j -2.14503e-05-0j 0.00108318-0j 1.41228e-06-0j -3.25089e-05-0j 0.000635217-0j 0.000306305-0j 0.00460887-0j -0.000214548-0j -9.7907e-07-0j -1.48382e-06-0j -0.000293843-0j 0.000550114-0j -0.000185804-0j 3.60984e-05-0j 0.000884411-0j 0.000665233-0j 6.48316e-05-0j 0.000576108-0j -2.18972e-05-0j 0.000127654-0j -0.000239922-0j 1.64766e-06-0j 0.000110551-0j 2.95914e-06-0j 6.7895e-05-0j -3.46298e-05-0j -9.99467e-07-0j -2.99903e-05-0j 1.30286e-05-0j 3.09897e-06-0j 5.94672e-07-0j -3.53439e-06-0j -1.61322e-07-0j 
-0.699789-0j 0.0743189-0j -0.0750303-0j 0.0428811-0j 0.00618935-0j -0.0509622-0j -0.00735576-0j 0.0273501-0j 0.00394765-0j 0.0303025-0j 0.00535677-0j -0.0339534-0j 0.000446398-0j 0.0216491-0j -0.00600218-0j -0.0309095-0j 0.00382706-0j -0.000500181-0j 0.059817-0j 0.000318922-0j -0.00546409-0j 0.0105742-0j -0.000455341-0j 0.000881187-0j 0.0234575-0j 0.00390958-0j -0.0254491-0j 0.00239412-0j 0.000488697-0j 0.0216355-0j 2.87967e-05-0j -0.00424151-0j -0.0218426-0j -0.00259739-0j -0.0181817-0j 0.00360592-0j 0.0137994-0j -0.000530189-0j 0.00220817-0j -0.00364044-0j -3.12417e-05-0j 0.0519643-0j 0.00045074-0j -0.0022293-0j -0.00303028-0j -0.00185566-0j 0.0022999-0j 2.65601e-05-0j -0.000455055-0j 0.0014084-0j -0.000378786-0j -2.68143e-05-0j 0.00866072-0j 0.000287488-0j 0.00530358-0j -2.23202e-05-0j 1.69404e-05-0j 0.00108259-0j 6.37922e-05-0j 0.0191409-0j 0.00308885-0j -0.0203465-0j 0.00252203-0j 0.000364024-0j 0.0167483-0j 0.000315254-0j 0.0111655-0j -0.0032834-0j -0.0169086-0j 3.71531e-05-0j 1.6958e-06-0j -0.00268088-0j -0.0187662-0j 0.00270274-0j 0.00690832-0j -0.000386952-0j 0.0100713-0j 0.00180183-0j -0.00272861-0j -0.000335111-0j -0.0120801-0j 0.00220678-0j -3.94932e-05-0j 0.033061-0j 0.00147119-0j 0.000318521-0j -0.0022279-0j -0.00302838-0j -1.80261e-06-0j 0.033229-0j 0.000212348-0j 0.00111482-0j 0.000275848-0j 0.00162526-0j -0.00032157-0j -0.00247266-0j 0.000183898-0j -0.00194941-0j -0.000278488-0j 3.25089e-05-0j 0.000910251-0j -0.000356898-0j 0.00132702-0j 2.16726e-05-0j 0.0053352-0j 1.48382e-06-0j -3.28201e-05-0j 0.000131383-0j -0.000309083-0j -0.00159169-0j 0.000191538-0j 9.89216e-07-0j -1.49803e-06-0j 0.00536231-0j 0.000113781-0j 0.000165877-0j -3.64258e-05-0j 0.00435618-0j -0.000229741-0j 1.34093e-05-0j -0.000198961-0j 1.95488e-05-0j 0.00062876-0j 0.00437831-0j -1.6626e-06-0j 0.000544522-0j 6.12046e-07-0j -2.34478e-05-0j 0.000631955-0j 8.92276e-07-0j 0.000547289-0j 6.41725e-05-0j -1.07024e-06-0j 2.92906e-06-0j 6.44986e-05-0j 2.94394e-06-0j 
0.0849359-0j -0.407436-0j -0.411658-0j -0.0097189-0j 0.133351-0j 0.00618547-0j -0.0848694-0j 0.00360819-0j -0.0495072-0j 0.00353233-0j -0.0293672-0j -0.00801265-0j -0.00744588-0j 0.00252362-0j 0.0666159-0j 0.00360592-0j -0.020981-0j 0.01689-0j 0.00148737-0j -0.00531959-0j -0.0299791-0j -0.0123657-0j -0.007601-0j -0.00313525-0j 0.00273441-0j -0.0214333-0j 0.00308885-0j 0.00027908-0j -0.0054153-0j -0.00490364-0j -0.000641556-0j -0.0242115-0j -0.00495446-0j 0.000315254-0j 0.00220678-0j 0.0384365-0j 0.0018205-0j -0.00611723-0j -0.000500476-0j 0.0388348-0j -0.000724714-0j 0.000581659-0j 0.00971129-0j -0.000505662-0j -0.0172975-0j 0.000225229-0j -0.0142697-0j 0.00115051-0j 0.00981193-0j 0.000185804-0j -0.00437036-0j 0.00116243-0j -0.00455925-0j -0.00360536-0j 5.93653e-05-0j -0.000517761-0j -0.000427131-0j -0.00115193-0j -0.00013647-0j 0.00223124-0j -0.0169339-0j 0.00246953-0j 0.000293991-0j -0.00403379-0j 0.00195233-0j -0.00172831-0j -0.00636284-0j -0.0187424-0j 0.00197256-0j -0.000619711-0j -4.72748e-05-0j 0.000325389-0j -0.00442862-0j -0.0148172-0j 0.000805296-0j -0.00446459-0j -0.00258336-0j 0.0482905-0j -0.0149707-0j -0.00191289-0j 0.00140927-0j 0.000257242-0j -0.000685894-0j 0.000822073-0j -0.000838377-0j -0.00352957-0j 0.000259908-0j 0.0336108-0j -5.23236e-05-0j 0.000214458-0j 0.0115032-0j -0.00611176-0j -0.00151227-0j 0.0196063-0j -0.00356614-0j -0.000583522-0j 0.00492863-0j -0.0106956-0j -0.00152794-0j -0.000542247-0j 0.000106107-0j 0.00800637-0j -0.000340388-0j 0.00176723-0j -0.00623909-0j -4.13654e-05-0j -0.000547866-0j -0.00145587-0j 0.00343039-0j 0.000185687-0j 0.00467039-0j 0.000134814-0j -4.17941e-05-0j -0.00162762-0j -0.000623779-0j 0.00200106-0j 0.00123002-0j 0.000108318-0j -0.00254778-0j -0.000223665-0j -0.00109161-0j 0.000717511-0j -0.0014862-0j 2.82573e-05-0j 9.38323e-05-0j -0.000636775-0j -1.70624e-05-0j -0.000391415-0j -0.000387712-0j 5.47355e-05-0j -0.000166118-0j -0.000228325-0j -2.98592e-05-0j -1.74178e-05-0j -5.95642e-05-0j -4.54387e-06-0j 
-0.00208025-0j -0.48484-0j -0.489237-0j -0.00618547-0j 0.0848694-0j 0.000145684-0j -0.0019989-0j 0.0086647-0j -0.118886-0j -0.00437104-0j 0.0363401-0j -0.000100933-0j 0.00921381-0j 0.00912892-0j 0.000839137-0j -0.00412111-0j -0.0758964-0j 0.000212758-0j 0.00537585-0j -0.0192431-0j 0.0342622-0j -0.044694-0j 0.00868698-0j -0.0113319-0j -0.00338366-0j 0.0265224-0j -7.56519e-05-0j -0.000345344-0j 0.00670109-0j 0.00300117-0j 0.000793885-0j 0.000592987-0j 0.00302838-0j -7.72119e-06-0j 0.000157999-0j -0.0235242-0j -0.00420408-0j 0.000149823-0j 0.000306305-0j -0.0237375-0j 1.77497e-05-0j 0.00280783-0j -0.00594358-0j 0.000309083-0j -0.00123845-0j 1.61257e-05-0j 0.0329531-0j -0.000704142-0j -0.00599748-0j -0.000429077-0j -0.000312905-0j -0.000710527-0j -0.0220088-0j 0.00832586-0j 0.000286573-0j -3.70702e-05-0j 0.000986373-0j -0.0055607-0j -0.000658782-0j -0.00276102-0j 0.0209546-0j -6.04835e-05-0j -0.000363796-0j 0.00499156-0j 0.00232323-0j 0.00213867-0j -0.00161059-0j 0.000459037-0j 0.0023443-0j 0.000766853-0j 5.84996e-05-0j -7.9694e-06-0j 5.36463e-05-0j -0.0176321-0j 0.00486786-0j 0.000109346-0j 0.00319067-0j 0.0122235-0j -0.017792-0j 4.68503e-05-0j -0.00489608-0j 0.000306113-0j 1.67989e-05-0j -0.0028573-0j -0.000212214-0j -0.00420011-0j 0.000308889-0j -0.000407146-0j 1.28151e-06-0j 0.00129538-0j 0.00291174-0j -0.0369444-0j -0.00179957-0j -0.0242154-0j -0.00423819-0j 7.06852e-06-0j 0.00124756-0j 0.0371586-0j -0.00181589-0j -0.000645262-0j 0.000641397-0j -9.69855e-05-0j 0.000420407-0j 0.000447331-0j 0.0216854-0j -4.9224e-05-0j -0.000651113-0j -0.00880046-0j -4.15542e-05-0j -0.000645115-0j -0.00576832-0j 3.41247e-05-0j -4.96703e-05-0j -0.00983121-0j -0.00377063-0j -0.00247148-0j -1.48999e-05-0j -0.000376482-0j 0.00885148-0j -0.00135201-0j 0.00379248-0j -0.000886186-0j 0.00516563-0j 0.000170681-0j -1.13664e-06-0j 0.00221325-0j -0.000103139-0j 0.00135985-0j -0.00234187-0j -6.76029e-05-0j -0.00100339-0j 0.000793595-0j 0.000103737-0j 6.05396e-05-0j -0.000359782-0j -2.7446e-05-0j 
-0.11898-0j -0.294103-0j -0.262561-0j 0.00360819-0j -0.0495072-0j -0.0086647-0j 0.118886-0j 0.00995428-0j -0.136581-0j 0.00254977-0j -0.0211984-0j -0.00577284-0j -0.00537472-0j 0.00182165-0j 0.0479944-0j 0.0022999-0j -0.0151449-0j 0.0121687-0j 0.0013137-0j -0.00383989-0j -0.019121-0j -0.0109219-0j -0.00484802-0j -0.00276917-0j 0.0019738-0j -0.0154714-0j -0.00432691-0j 0.000201451-0j -0.00390897-0j 0.0018205-0j -0.0004631-0j 0.0339159-0j 0.00162526-0j -0.000441613-0j -0.00309129-0j -0.0142697-0j 0.0050224-0j 0.00856911-0j 0.000185804-0j -0.0127393-0j 0.00101519-0j -0.00527437-0j -0.00360536-0j 0.000165877-0j 0.0242307-0j -0.000315504-0j -0.0393674-0j -0.000427131-0j -0.0032187-0j 0.000512597-0j 0.00612207-0j -0.000381322-0j 0.0413424-0j -0.00994649-0j -0.000538313-0j 0.000725288-0j -0.00117837-0j 0.0104455-0j 0.00123749-0j 0.00161059-0j -0.0122235-0j -0.00345935-0j 0.000212214-0j -0.00291174-0j 0.00140927-0j -0.00124756-0j 0.000939512-0j 0.0262546-0j 0.00125813-0j -0.000447331-0j -3.41247e-05-0j -0.00045581-0j -0.00319067-0j -0.0106956-0j 0.000581294-0j 0.00625406-0j 0.00366554-0j -0.00713039-0j -0.00954851-0j 0.0026796-0j 0.00089885-0j 0.000185687-0j 0.000960811-0j 0.000726085-0j 0.000123792-0j -0.00254778-0j 0.000165773-0j 0.0242154-0j 7.32957e-05-0j -0.00668535-0j -0.00169852-0j -0.0044117-0j -0.00109161-0j -0.0278195-0j -0.00227453-0j -0.000420407-0j -0.000727742-0j -0.00682178-0j -0.000974541-0j -0.000391415-0j 7.65921e-05-0j 0.00576832-0j 0.000482978-0j -0.000260943-0j -0.00551059-0j -2.98592e-05-0j -0.000349436-0j -0.0010509-0j 0.00247148-0j 0.000118434-0j -0.00662683-0j -1.99061e-05-0j -2.66568e-05-0j 0.0507382-0j -0.000450268-0j -0.00283931-0j 0.000886186-0j 9.56701e-05-0j -0.001625-0j -0.00016145-0j -0.000696245-0j -0.00101808-0j -0.00131267-0j -0.000880873-0j 6.76029e-05-0j -0.000562422-0j -1.23163e-05-0j -0.000249649-0j 0.0120863-0j -7.76644e-05-0j 0.00517845-0j -0.000201665-0j -1.90446e-05-0j -1.53841e-05-0j 0.00185681-0j 0.000141647-0j 
0.0519797-0j 0.00530183-0j 0.00535677-0j -0.290983-0j 0.000441542-0j -0.360073-0j 0.00054638-0j -0.210042-0j 0.000318722-0j -0.00633008-0j 0.106441-0j 0.00252203-0j -9.32509e-05-0j 0.00154442-0j -0.0424083-0j 0.00220678-0j -0.0259697-0j 3.71531e-05-0j 0.000910251-0j 2.27515e-05-0j -0.0371073-0j -0.015306-0j 3.25089e-05-0j 1.34093e-05-0j 0.00167343-0j 0.000278905-0j -0.00553534-0j -0.0326628-0j -0.0033162-0j 0.00154345-0j 2.05433e-06-0j -0.000922557-0j 0.00155945-0j 0.108042-0j 0.00135052-0j 0.000257242-0j 0.00111412-0j 0.0109693-0j -0.0301259-0j 0.000259908-0j -6.79527e-06-0j 0.000355968-0j -0.00305864-0j -0.0304381-0j 0.000225087-0j -0.0263602-0j 0.000185687-0j 1.89477e-06-0j -0.00309033-0j -0.021746-0j -0.00267631-0j 1.9144e-06-0j 5.9328e-05-0j -0.00220784-0j -0.00694796-0j 1.65792e-06-0j 1.36772e-06-0j -0.000705415-0j 4.36992e-07-0j 0.00136549-0j 0.000220355-0j 0.00151132-0j -0.017114-0j 2.59691e-05-0j -0.00349866-0j -0.004301-0j 0.000796536-0j 0.000243888-0j -0.00353491-0j -0.000252114-0j 1.20976e-07-0j -0.0189418-0j 0.00139394-0j -0.000564593-0j 0.000492831-0j 2.87425e-05-0j 0.00081313-0j 0.00012854-0j -0.000570444-0j -0.00476033-0j 0.000862455-0j 0.0438496-0j -0.000279039-0j 0.000503099-0j -0.00998319-0j -6.6538e-05-0j 0.044304-0j 0.000224946-0j 1.33896e-07-0j 0.000131246-0j 1.51486e-05-0j 7.95303e-05-0j 0.01102-0j 0.000131218-0j -6.72275e-05-0j -0.0174706-0j -0.00250892-0j 0.000139178-0j 0.0111342-0j 0.000645965-0j -0.00617678-0j 2.65101e-05-0j -0.0101912-0j -0.000147066-0j 8.11872e-05-0j -3.09965e-07-0j 0.000652659-0j 9.37274e-06-0j -0.0043906-0j -0.0108094-0j 1.54642e-05-0j 7.05695e-08-0j -3.13178e-07-0j 2.11797e-05-0j -0.00155231-0j -0.00256118-0j -0.000257366-0j -0.00630546-0j 1.64023e-05-0j -9.09926e-05-0j -0.00271655-0j -0.00015013-0j 9.568e-06-0j -0.00164494-0j 1.23497e-07-0j -0.00158465-0j 4.36627e-08-0j -0.000159237-0j 2.49605e-06-0j 7.20397e-08-0j -0.000413396-0j -9.28883e-05-0j 7.64097e-08-0j 4.45723e-08-0j -2.42322e-05-0j 1.16278e-08-0j 
-0.00750263-0j 0.0727452-0j 0.0734991-0j -0.000441542-0j -0.281862-0j -0.00054638-0j -0.348786-0j -0.000318722-0j -0.203458-0j 0.000913668-0j -0.0153537-0j -0.000364024-0j 0.182434-0j -0.000222918-0j 0.00611723-0j -0.000318521-0j 0.00374602-0j -0.0726856-0j -0.000131383-0j -0.0445106-0j 0.00535258-0j 0.00220783-0j -0.0635999-0j -0.0262336-0j -0.000241539-0j 0.00382679-0j 0.000798958-0j -2.46519e-05-0j -0.0222551-0j -0.000222778-0j -0.00809476-0j -0.0126582-0j -0.000225087-0j 8.15433e-05-0j -0.000194931-0j 0.00352957-0j -0.00016081-0j 0.0736152-0j -2.27372e-05-0j 0.00356614-0j 0.0267757-0j -5.13796e-05-0j -0.0205266-0j -2.29729e-05-0j 0.00308837-0j -1.98951e-05-0j 0.00254778-0j -0.00746605-0j -0.0207393-0j -1.64126e-05-0j -0.0179608-0j -0.00754342-0j 0.000814027-0j -0.0148169-0j -5.24391e-06-0j -0.00653279-0j -0.00538928-0j -0.00473406-0j -0.0017219-0j -0.000197092-0j 0.00302344-0j -0.00021814-0j -2.59691e-05-0j -0.0165776-0j 0.000504988-0j 0.000308579-0j -0.00011497-0j 0.00334634-0j 0.000510221-0j -0.00518531-0j -0.000797265-0j -2.87425e-05-0j -0.000201198-0j -0.00774666-0j -7.11341e-05-0j -0.018348-0j -0.000117365-0j 0.00176367-0j -0.00782694-0j 0.000341534-0j -0.000124485-0j 6.6538e-05-0j -0.00573908-0j -7.2616e-05-0j -1.51486e-05-0j 0.042475-0j 6.72275e-05-0j 0.00308643-0j -0.000882411-0j -1.89437e-05-0j -0.00967025-0j 0.00109122-0j -0.00079064-0j 0.00180042-0j 0.0429152-0j -2.65101e-05-0j 0.000180004-0j 0.00190963-0j -0.000798834-0j 0.0132858-0j -9.37274e-06-0j -0.0169229-0j -1.54642e-05-0j -0.00302476-0j 0.00111395-0j 0.00204275-0j 0.0134235-0j -0.00598316-0j 0.000315007-0j -1.64023e-05-0j -0.00987171-0j -0.000465071-0j 0.00206392-0j 0.000290602-0j 0.000111372-0j 0.000183754-0j -0.00529333-0j -9.568e-06-0j -0.0104705-0j -0.00187148-0j 0.000194901-0j -0.00308778-0j -0.00610781-0j -2.49605e-06-0j -0.000813875-0j 0.000113692-0j -0.000287748-0j -0.00327508-0j -0.00159337-0j -0.00047476-0j 2.96594e-05-0j -0.00191046-0j -0.000503559-0j -0.000293743-0j -0.000498392-0j -7.66301e-05-0j 
-0.00120028-0j -0.00618547-0j 0.00600218-0j -0.660058-0j 0.00100158-0j 0.00831452-0j -1.26166e-05-0j -0.475549-0j 0.000721605-0j -0.00252203-0j 0.0424083-0j 0.000113231-0j -3.71531e-05-0j -0.00180183-0j -0.001904-0j 0.00247266-0j 0.030298-0j 1.66805e-06-0j 0.0031018-0j -2.65434e-05-0j -0.0415781-0j -0.0521572-0j 3.64258e-05-0j 4.56939e-05-0j -0.00195233-0j -0.000325389-0j -4.36502e-05-0j 0.0381066-0j 0.0038689-0j 0.00350113-0j -2.39671e-06-0j -7.27504e-06-0j -0.00339739-0j 0.000851986-0j -3.11852e-05-0j 0.000583522-0j 0.00252244-0j 8.65008e-05-0j -0.0683368-0j -0.000566231-0j -5.35857e-08-0j 0.00162009-0j -0.00693813-0j 0.0663119-0j -5.19754e-06-0j 0.000608689-0j 0.000420407-0j 4.29804e-06-0j 0.00673254-0j -0.0492343-0j 6.17992e-05-0j -4.17068e-06-0j 0.000270014-0j -0.00499868-0j -0.0316216-0j -3.82835e-08-0j 3.09659e-06-0j -0.00321049-0j 1.98884e-06-0j -0.00159307-0j -0.000257081-0j -3.48982e-05-0j 0.0199664-0j -3.02973e-05-0j -0.00139394-0j 0.00501783-0j 0.00454297-0j -5.63168e-06-0j 0.00135263-0j 0.000294132-0j -1.41139e-07-0j 0.000437388-0j 6.25832e-05-0j -0.000224946-0j -0.00057497-0j -6.637e-07-0j -0.00357945-0j 0.000733119-0j 0.00021828-0j 0.000109922-0j 0.000966367-0j 0.0174706-0j 6.44334e-06-0j 0.00171438-0j -0.0569382-0j -2.65101e-05-0j -0.0169529-0j 1.00993e-05-0j -3.09183e-09-0j 0.000747416-0j 8.63989e-05-0j -9.27854e-05-0j 0.0043906-0j -0.000577631-0j 2.57246e-05-0j -0.000784372-0j -0.0143094-0j 0.000155947-0j -0.0042605-0j 0.000257366-0j 0.00720625-0j 1.19022e-06-0j 0.0448621-0j -0.00083878-0j 0.000276656-0j -1.23497e-07-0j -0.00024974-0j -1.09349e-05-0j -0.000197124-0j -0.0121117-0j -6.80744e-05-0j 4.02487e-07-0j 1.19837e-07-0j 0.000120614-0j 0.00181103-0j 0.0112745-0j -1.15549e-05-0j -0.0214867-0j 1.83785e-05-0j 0.000106158-0j -0.00304385-0j 0.000660881-0j 3.26043e-05-0j -0.00936756-0j 5.5446e-09-0j -0.00539992-0j -5.09398e-08-0j -0.000178423-0j 1.42145e-05-0j -3.17123e-07-0j -0.0023542-0j -0.000316529-0j 8.56158e-08-0j 1.51886e-07-0j -0.000137997-0j 6.62177e-08-0j 
-0.0371361-0j 0.0110729-0j -0.00382706-0j 0.207888-0j -0.000315453-0j -0.752013-0j 0.00114112-0j 0.150062-0j -0.000227706-0j -0.00154442-0j 0.0259697-0j -0.00180183-0j -2.27515e-05-0j -0.000937364-0j 0.030298-0j 0.00460887-0j 0.0157619-0j -2.65434e-05-0j -0.000650314-0j -1.38087e-05-0j -0.0774987-0j 0.0109351-0j 6.7895e-05-0j -9.58004e-06-0j -0.00119555-0j -0.000199259-0j -0.00135052-0j 0.0233354-0j 0.00236921-0j 0.00322351-0j -1.46768e-06-0j -0.000225087-0j -0.00111412-0j 0.0263602-0j -0.000819678-0j 0.000537251-0j 0.00232685-0j 0.00267631-0j -0.062918-0j -0.000185687-0j -1.65792e-06-0j -0.000254316-0j -0.00638797-0j 0.021746-0j -0.000136613-0j 0.0159989-0j 0.000387809-0j 3.95723e-06-0j 0.00220784-0j -0.0454166-0j 0.00162434-0j -1.36772e-06-0j -4.2386e-05-0j -0.00461108-0j 0.00496386-0j -1.00625e-06-0j 2.85648e-06-0j 0.000503973-0j -3.12202e-07-0j -0.000975553-0j -0.000157429-0j -0.00107974-0j 0.0122269-0j -1.85532e-05-0j 0.00249535-0j 0.00307278-0j -0.000569073-0j -0.000174242-0j -0.000862455-0j 0.000180119-0j -8.64297e-08-0j 0.0135327-0j 0.00291124-0j 0.000402685-0j -0.00433728-0j -2.05346e-05-0j -0.000580928-0j -9.18337e-05-0j -0.000139178-0j 0.00340095-0j -0.000523453-0j -0.0312749-0j 0.000199355-0j 0.00105072-0j 0.00713233-0j 4.74569e-05-0j 0.0108094-0j 0.0004698-0j -9.56601e-08-0j -9.37664e-05-0j -1.08227e-05-0j -0.000699926-0j -0.00785981-0j -9.37469e-05-0j -1.64023e-05-0j -0.0364873-0j 0.00179246-0j -8.44719e-05-0j 0.00271655-0j -0.000460722-0j 0.0543603-0j 5.53664e-05-0j 0.00728092-0j 0.000105069-0j 0.00016956-0j 2.21077e-07-0j 0.000159237-0j -8.24871e-05-0j -0.00916978-0j 0.00656057-0j -1.10482e-05-0j -5.04173e-08-0j -7.64097e-08-0j -1.51315e-05-0j 0.0136615-0j 0.0018298-0j -0.000537509-0j -0.013169-0j -9.95511e-06-0j 0.000800802-0j 0.00164876-0j 0.000107258-0j 1.99828e-05-0j 0.0011752-0j 2.57923e-07-0j -0.00330955-0j -3.84264e-07-0j 9.66464e-05-0j -1.78326e-06-0j -5.14677e-08-0j 0.000295344-0j -0.000193997-0j -4.63756e-08-0j 9.30894e-08-0j 1.73123e-05-0j -8.30729e-09-0j 
0.000173245-0j -0.0848694-0j 0.0823545-0j -0.00100158-0j -0.639367-0j 1.26166e-05-0j 0.00805389-0j -0.000721605-0j -0.460642-0j 0.000364024-0j -0.00611723-0j -1.63435e-05-0j 0.0726856-0j 0.000260072-0j 0.000274644-0j -0.000356898-0j -0.00437036-0j -0.00326334-0j -0.000447707-0j 0.0519291-0j 0.00599748-0j 0.00752346-0j -0.0712627-0j -0.0893946-0j 0.000281795-0j -0.00446459-0j 6.30037e-06-0j 2.87606e-05-0j 0.0259643-0j -0.000505345-0j 0.00944389-0j -9.98191e-05-0j 0.00049037-0j 6.43028e-07-0j 4.5012e-06-0j 0.00800637-0j -0.000364083-0j 0.00058051-0j -5.15765e-05-0j -0.00776913-0j 0.000211146-0j -0.000233839-0j -0.046562-0j 5.00482e-05-0j -7.13142e-05-0j 4.59402e-07-0j 0.00576832-0j -0.0169358-0j 0.0451822-0j -3.71591e-05-0j 0.000414736-0j 0.0164339-0j 0.00370481-0j -0.0335463-0j -2.38661e-05-0j 0.00015085-0j -0.0122016-0j -0.0215457-0j -0.00783673-0j 0.00022994-0j -0.00352735-0j 5.03713e-06-0j 3.02973e-05-0j 0.0193405-0j 0.000201198-0j -0.000360009-0j -0.000655722-0j -7.7271e-05-0j -0.000195236-0j 0.00604952-0j 0.000930143-0j 6.637e-07-0j -9.03311e-06-0j -0.00308643-0j 8.29898e-05-0j 0.000423678-0j 0.000516649-0j 0.010059-0j 0.00299497-0j -7.88644e-06-0j -0.000139483-0j 2.65101e-05-0j 0.000132522-0j -0.000247449-0j -8.63989e-05-0j 0.0169229-0j -2.57246e-05-0j 0.000138571-0j 2.03759e-05-0j -0.00010788-0j -0.0551534-0j -0.00127309-0j -0.000315007-0j -0.00792554-0j -0.0164215-0j -1.19022e-06-0j 0.00102664-0j 0.00213971-0j 0.000305673-0j 0.00529333-0j 1.09349e-05-0j -0.000759785-0j 6.80744e-05-0j -0.0172515-0j 0.00379594-0j 0.000813875-0j -0.00513648-0j 0.00698036-0j 1.41428e-05-0j -1.83785e-05-0j 0.0434558-0j -0.00265249-0j -0.000789758-0j 0.00165491-0j -0.000129934-0j -0.000808897-0j -0.000237653-0j -3.26043e-05-0j -0.0117321-0j 0.00218339-0j 0.000218383-0j 0.0135926-0j -0.0208132-0j -1.42145e-05-0j -3.65403e-05-0j 0.000387422-0j 0.000335706-0j -0.00366968-0j -0.00907392-0j 0.00208992-0j 0.000168904-0j -0.00651017-0j -0.00056423-0j -0.00100097-0j -0.00283823-0j -0.000436392-0j 
