-0.0226836+0.000706874j -0.000405898-0.022566j 0.00971498-0.0091921j -0.0107765-0.00991693j 0.00575181-0.00305721j 0.00105984-0.00578703j -0.00216788-0.00105256j -0.00187304+0.000964964j -0.00239087+0.000316851j -0.00425681+0.000341996j 0.00753998-0.00157639j -0.000232534+0.00115103j -0.00295298-0.0109804j -0.00207091-0.00370192j -0.00200177-0.00282399j -0.00104206-0.00283041j -0.00183305+0.00503137j -0.00456723+0.000311641j -0.000994674-0.00589353j 0.00308414-0.00507364j -0.000861772+0.00210273j -0.00189961-0.00212536j -0.0010571+0.00122633j 0.00470295-0.0049676j 0.000841214-0.000734692j -0.00400405+0.00361365j -0.00392495+0.00238862j -0.00307935-0.000374413j 0.00358118-0.00317456j -0.00139899-0.00302976j 0.000132861-0.00308397j 0.00305717-0.00138843j 0.00351957-0.00147262j 0.00282665-0.000873296j -0.0075277-0.00314716j -0.00679954-0.00609785j -0.000222654-0.00197379j -0.00333461-0.00417918j 0.00658657-0.000961249j 9.58393e-05+0.000842701j 0.00311666+0.0024618j -0.00383636+0.0055847j 0.00159529-0.00414747j -0.00103061-0.00341947j 0.00336689+0.00261584j 0.000468332+0.00132064j -0.00056272+0.00574503j -0.00207976+0.00438094j -0.00135934-5.27722e-05j -0.00572092+0.00124921j -0.00111098-0.00713941j -0.0061945-0.00124458j -0.00244111+0.000349683j 0.00375912+0.00487007j 0.00434967-0.000514802j -0.00528225+0.00225433j -0.00387394-0.00186848j 0.00259174+0.00405722j -0.00259184+0.00637921j -0.0007128+0.00429929j -0.00148226+0.00320655j 0.0010291+0.00539862j 0.00480576+0.00073968j -0.00109623+0.00235665j 0.00517118+0.00132588j -0.00261851+0.00250949j 0.00727738-0.00609893j -0.000638941+0.00423832j -0.00602016+0.000269353j -0.00385607-0.00354841j 0.00473275+0.000547319j -0.00323377-0.00525726j 0.00154412-0.000508735j 0.00367934+0.0162358j -0.0149982+0.00172573j -0.0128026+0.0193041j 0.0190504+0.0127738j 
0.023038+0.00507497j -0.00520176+0.0232321j -0.00975168+0.013556j 0.0127165+0.0132162j -0.0129826-0.000292165j -0.00106833+0.009479j 0.00315828+0.00153251j -0.00307469-0.000375986j 0.00381794-0.00337796j 0.00191156-0.000415637j -0.00784157+0.0023348j -0.00227955+0.00169542j 0.00173925+0.010892j 0.00619145+0.00756571j 0.00307924-0.00195715j 0.000283062+0.0071567j 0.00688611-0.0036644j 0.00329501+0.00197591j 0.00071579+0.00882214j 0.000774192+0.00348657j -0.00045503-0.00217229j -0.000838988+0.00233699j 0.00361409-0.00317312j -0.0053373+0.00522674j -0.0011753+0.00221538j 0.00332638-0.00306639j 0.00641036-0.00393102j 0.00580582+0.00102313j -0.00605439+0.00199297j 0.00215826+0.00360016j 0.00291693-0.000828789j 0.000681731-0.00543175j -0.0052458-0.00484563j -0.000362067-0.00238142j 0.0109434+0.00861915j 0.00834113+0.00362694j 0.000592487+0.000863997j -0.00025489+0.00801763j -0.00828894-0.000438122j 0.00114709-0.00369335j -0.00773698+0.0021063j 0.00736481-0.00870597j -0.00329535+0.00643789j 0.000919814+0.00323142j -0.0104007-0.00243333j 0.00373599-0.00201233j -0.0038078-0.0136039j -0.00302488-0.00631522j -0.00452407-0.00249043j 0.00931781-0.00193684j -0.00805024+0.00849753j 0.00632974+0.00630695j -0.000837858-0.00211094j -0.00583641-0.00407648j -0.00698658+0.00514959j 0.00663596+0.000971339j 0.00333265-0.00123818j 0.000493695-0.00381136j 0.000300642-0.0135167j -0.00390424-0.00310432j 0.00553035-0.00144633j -0.00641957-0.00513933j -0.00976316-0.00240208j 0.0100078-0.000621033j -0.00643955+0.00352051j -0.00250825+0.00255491j -0.00931407+0.00388095j 0.00716749+0.00210148j 0.00913546-0.00731436j -0.00200764+0.00995736j 0.00681688+0.00933726j 0.00353113-0.00669243j -0.00576742+0.00541379j -0.00415702-0.0170379j 0.0148697-0.00378657j 0.00723083-0.0211937j -0.0213708-0.00755166j 
-0.0310738-0.011085j 0.0114417-0.0309188j 0.0142458-0.0171954j -0.0185362-0.0170401j 0.0131327-0.00452956j 0.00719705-0.0149335j -0.00968596-0.0138266j -0.0147911+0.00241124j -0.00298273-0.00311308j -0.00465371-0.00324852j 0.0105888+0.00331757j -0.00555302-0.00111933j -0.00642008-0.024691j 0.000723875-0.00574765j -0.0056265-0.00761123j -0.00170653-0.00280803j -0.0164139+0.0146651j -0.00803429+0.00150963j -0.00340331-0.00281965j 0.0209519-0.0129683j -0.0102402-0.00524167j -0.00244383-0.0185197j -0.00139391+0.0101265j 0.015443-0.00677986j -0.00401966-0.00328008j -0.00292922+0.000212035j -0.0168106-0.000483165j -0.00436918-0.0107599j 0.0160705-0.00394635j -0.0024732-0.01627j -0.00495194-0.0106479j 0.00287442-0.00692873j 0.00836775-0.00113743j 0.00462883+0.00397116j -0.0222541-0.00404405j -0.0102863-0.0197361j 0.00459215-0.010964j -2.04257e-05-0.0221515j 0.0182285+0.000499518j 0.00504662+0.00680654j 0.00396584+0.0029365j -0.0162838+0.0195444j -0.00894266-0.013443j 0.0104537-0.0142644j 0.00696308+0.00770796j 0.00620392+0.00323942j 0.00320249+0.00972487j -0.00331018+0.0119925j 0.0067094-0.0048561j -0.00447195+0.0113136j -0.00405741-0.0102086j -0.0194917-0.00662553j -0.00861635-0.00406325j 0.0104691+0.00333972j 0.0183502+0.00346967j -0.0150736-0.0126699j -5.23879e-05-0.0112181j -0.00418264-0.00251483j -0.00268838+0.015199j 0.00948672+0.00129974j -0.00691969+0.00571696j 0.00362448+0.0115046j 0.00877932-0.00548671j -0.00473812+0.00237756j 0.0148545-0.00515614j 0.00821407+0.00170258j 0.00498842-0.0136383j 0.00278287-0.00390834j -0.0129912+0.00612j -0.00839308+0.007598j 0.0125632+0.00135393j -0.00720332+0.000694918j 0.0233595+0.00552374j 0.0231724+0.0269502j -0.0178849+0.0253669j -0.0124753+0.0303646j 0.0303929+0.0121253j 
0.0264877-0.0163923j 0.0162705+0.0263248j -0.00425764-0.029446j -0.030637+0.00421523j 0.0163118-0.0149177j -0.0154168-0.0309371j -0.0237056+0.01189j 0.00774608-0.00605685j 0.0336334+0.00490732j 0.000365757-0.0125443j -0.00529059-0.0185231j -0.00328686+0.0128086j -0.0194454-0.00517453j 0.0195044+0.0134785j -0.0218077-0.00677803j -0.0207504+0.0187263j 0.00351595+0.0188474j -0.00849851+0.0164229j -0.000791186+0.0320412j 0.00791422-0.0013487j -0.00426086-0.0137338j 0.00866481-0.00946713j -0.00662118-0.00371095j -0.00562425+0.00194085j -0.0100053-0.0110883j 0.00782107-0.000719903j 0.0015156-0.0173415j 0.0129296+0.00894653j -0.00252186+0.0067651j 0.0088352+0.0144433j 0.00631845+0.0024931j -0.0204387+0.00110525j -0.0119777+0.000272412j 0.00808209+0.0135933j -0.00872364+0.0182628j 0.0244208+0.00285678j 0.0125691-0.0037392j 0.00281055-0.0165502j -0.0112034-0.000442177j -0.00776964+0.0100265j 0.00110647+0.00340271j 0.0154684-0.0158794j -0.0106994+0.00453433j 0.0140202-0.0010046j 4.11607e-05+0.0086754j 0.011562+0.00261744j 0.00869872+0.00206846j 0.0102479-0.0205309j 0.0242989+0.0100261j 0.00230062-0.017698j 0.0191218-0.0065355j -0.00547044-0.0145384j -0.00737525-0.00803676j -0.0138291+0.00161642j 0.0088415+0.0116027j -0.0111826-0.0153774j 0.00108542-0.00310396j -0.0175744-0.0178378j 0.00586767-0.0189945j 0.00704458-0.00184267j -0.0284506+0.00994937j -0.0103306-0.00473398j -0.00770564-0.00350184j 0.0231032-0.0150832j 0.0106141-0.0363088j -0.00711166-0.0240548j -0.0112804-0.0126498j 0.0180041+0.010774j 0.0257188+0.00527448j 0.00863599+0.0309198j 0.0148146-0.0303011j -0.0205256+0.000810013j 0.00198358-0.00432816j 0.0200382+0.0014504j -0.00518846+0.0158572j -0.0134249-0.0320822j -0.0319193+0.0136726j 
-0.0336578-0.00115288j 0.00133562-0.0336002j 0.0223267-0.00510288j -0.00304132-0.021834j 0.00363981+0.00468721j 0.00274164-0.00293027j -0.00340371-0.000854625j -0.00184183+0.00771908j -0.0103712-0.000837524j -0.00558237-0.00244766j 0.0112038+0.000488571j 0.000955724-0.00325181j 0.00259287-0.00904887j -0.00400121-0.00746723j 0.00339994-0.00432464j 0.00474967-0.00674204j 0.0019085+0.00212416j -0.0036155-0.00454359j 0.000887853-0.0110645j 0.00580873-0.00828207j -0.00137261+0.00184753j -0.00430868-0.0064161j -0.000815038+0.00494717j 0.00927791-0.00737894j 0.0013493-0.000581936j -0.00647661+0.00591182j -0.00409579+0.00671037j -0.00465518-0.000723378j 0.00874821-0.00302045j 0.00176299-0.00649725j -0.00434626-0.0110094j 0.00836212+0.00188563j 0.0083475-0.00366734j 0.00246524-0.00643402j -0.0110803-0.011348j -0.00658989-0.0164973j 0.00159465-0.00429107j -0.00854371-0.00332772j 0.0131302+0.00452611j 0.0013672-0.00232499j 0.00322432-0.000314082j -0.0175401+0.00945314j 0.00510223-0.00576636j 0.000365664-0.00404647j 0.0052472-0.00128376j -0.0018596-0.00247866j 0.000648123+0.00380516j -0.0039556+0.00950124j -0.00265686-0.00654112j -0.00891499+0.00871815j -0.00858428-0.00997259j -0.0138902-0.00219762j -0.00270427+0.00244864j 0.00965106+0.00586911j 0.00526376-0.00174028j -0.00678547+0.00349394j -0.00344101-0.00381569j 0.008914+0.00178648j 0.00041004+0.0203524j -0.00314358+0.00415181j 0.00804741+0.00413769j 0.00743138+0.00850993j 0.000876435+0.000154511j -0.0027183+0.00785472j 0.0039059+0.0153134j 0.00481972+0.00514976j 0.0118164-0.0117111j -1.35443e-05+0.00378827j -0.011459+0.00576293j -0.0135287-0.000802944j 0.0101462+0.00411405j -0.00232647-0.000598669j 0.00311192-9.23841e-05j 0.00778204+0.0079744j -0.00890516+0.00663219j -0.00613442+0.0223155j 0.0220335+0.00706593j 
0.0228042-0.00455747j 0.00422207+0.022495j -0.0207446-0.00422857j -0.00226438+0.0240443j -0.0126709+0.00825324j 0.0183222+0.00696643j -0.00103433-0.0175205j 0.00070363+0.00712652j -0.0099049+0.00852304j 0.00387454+0.0114953j -0.0127692-0.0103913j 0.00507912-0.00931523j -0.00274978+0.0124521j -0.00828374+0.00220483j 0.0092366+0.00330432j 0.00638938+0.00250134j -0.00481734-0.0150499j 0.00465153-0.00542109j -0.00021909-0.000854879j -0.00987728+0.000169923j 0.00416044+0.000672749j 0.00669197-0.00233388j -0.0101865-0.000247818j -0.00707034+0.00718181j -0.00505304+0.00429435j 0.0078194-0.0107347j 0.000507205-0.00940311j 0.00281399-0.000647241j 0.00525671+0.000247435j -0.00770312+0.00791974j -0.00365416+0.0088995j -0.00468257+0.00442603j -0.0101921+0.0123693j 0.00638147-0.00362718j 0.00601599-0.00109691j 0.0133939+0.00587286j -0.0056456+0.00431284j 0.000396305-0.00106671j -0.0163126-0.00120154j -0.00356351+0.00293799j -0.00894616-0.00916535j 0.00439833-0.00875089j -0.00271289+0.00291226j 0.00234013+0.000508264j -0.00449416-0.00798043j -0.00365623-0.00110526j -0.00307917-0.00459277j -0.00417899-0.00435366j 0.0013978+0.000946435j -0.00139202-0.00483533j 0.00195752+0.00168961j 0.0104531+0.00743532j 0.00512983+0.0050816j -0.00770828-0.00614881j -0.00342786+0.00213075j 0.0068951-0.00675575j 0.00442635+0.00169507j -0.0109134-0.00350639j 0.00496949-0.00133252j 0.00559992-0.000655251j 0.00160173-0.0171442j 0.00828763+0.000461908j 0.0021612-0.00138326j -0.0128502-0.00235938j -0.00077817-0.0142569j 0.00358352+0.00294548j -0.015316-0.00412338j 0.0140438-0.0200653j -0.00862027-0.00400123j -0.00483896-0.00274995j 0.0103531+0.0194067j 0.0211282-0.0135597j -0.0159287-0.0139883j 0.00645557-0.0285654j 0.0257176+0.00543475j 0.00177177-0.0265799j -0.0268664-0.00140331j 
-0.0370362+0.0156727j -0.015592-0.0369635j 0.0167923+0.0168449j 0.0198517-0.0158299j -0.00736835+0.012952j 0.0151458+0.0187083j 0.0175494-0.0131783j -0.00697779+0.00170562j -0.0256071-0.00324725j 0.00141649+0.00860413j 0.000979262+0.0148361j -0.000560592-0.0137155j 0.0149646+0.00602984j -0.0147161-0.00762066j 0.017075+0.00403736j 0.0136394-0.0177352j -0.00136412-0.0158516j 0.00586809-0.0157569j -0.00132929-0.0239221j -0.00224505-0.00423171j 0.00236197+0.0143705j -0.0103509+0.00820857j 0.0108973+0.00424398j 0.0103281-0.00395663j 0.00968419+0.000742048j -0.00992123-0.000432632j 0.00156472+0.0200194j -0.013601-0.00167788j 0.00109542-0.00753074j -0.0108171-0.0107051j -0.00592102-0.00429338j 0.0135979-0.00108248j 0.0109311-0.00435333j -0.00382066-0.00642503j 0.00589158-0.0206096j -0.0184333-0.0100694j -0.00513025+0.000237783j -0.00427839+0.017522j 0.0124064+0.00272948j -0.00212253-0.00602415j 0.00885966-0.00383025j -0.0154884+0.0198813j 0.0146359-0.00526907j -0.00832306+0.000365153j 0.0072829-0.00741234j -0.0118544+0.00169344j -0.00446696+0.00542744j -0.009954+0.0225561j -0.0179185-0.00540642j -0.0103596+0.0102943j -0.0166042-0.00261871j -0.00737981+0.00152641j 0.000933471+0.00276011j 0.0166947+0.00670473j -0.0060287-0.00915274j 0.0049878+0.0129643j -0.00209835-0.000781725j 0.0161107+0.0160919j -0.00492165+0.0212621j -0.00133645+0.00454618j 0.0144694+0.0007553j 0.0107495+0.012472j 0.00657863+0.00268189j -0.0193551+0.0149247j -0.0130264+0.0240807j 0.0065898+0.00793002j 0.0100448+0.00572699j -0.0104774-0.0196089j -0.0246726-0.000626123j -0.0131849-0.0171961j -0.0140095+0.0232993j 0.0216707+0.0182327j 0.00506433-0.00826547j -0.0242001+0.00223655j -0.00293672-0.0248336j 0.0110739+0.0350247j 0.0348938-0.00980469j 
-0.0228003+0.0190285j -0.0187965-0.0226428j -0.0010425+0.0253841j 0.0246179+0.00313341j -0.0232362+0.0138775j 0.0228663+0.0347331j 0.0236429-0.019637j -0.00891362+0.0151301j -0.0441809-0.0027243j -0.000349491+0.027997j -0.00196261+0.0152635j 0.00743188-0.0137217j 0.0151635+0.0138489j -0.0287761-0.0142083j 0.0207083+0.00750341j 0.0260015-0.0234043j -0.00487576-0.0312409j 0.0142521-0.0163499j 0.00164937-0.0302454j -0.0157541-0.00565616j 0.00906796+0.0141383j -0.00747901+0.0107112j 0.00997067+0.00325488j -0.00160323+0.00374965j 0.00596442+0.0150836j -0.00416076-0.00388827j 0.00603724+0.0159911j -0.0136785-0.00588108j 0.00170542-0.00908514j -0.0112291-0.0113123j 0.000787522+0.00173748j 0.0209991+0.000199822j 0.0096067+0.0019843j 0.00129328-0.0125536j 0.0122099-0.0241954j -0.014792+0.0022449j -0.00862056+0.0103295j -0.0122734+0.020387j -0.00269562-0.00133358j 0.00124433-0.00750144j 0.000427967-0.00798802j -0.012509+0.00992763j 0.0142364-0.00803062j -0.0235959+0.00367577j 0.00228328-0.0146619j -0.0172119+0.00590226j -0.0163761-0.00326147j -0.0185291+0.0115878j -0.0294853-0.00594828j -0.0123683+0.00702392j -0.0107624-0.00104812j 0.00538618+0.0137414j 0.00674999+0.0060078j 0.0142623+0.00187934j -0.0152945-0.0158208j 0.016126+0.0186641j 0.00289519-0.00154864j 0.0131974+0.0248726j -0.00603763+0.0187307j -0.00427703+0.0157013j 0.0252325-0.0186632j 0.0108619+0.012982j 0.0138112+5.35348e-05j -0.0283879+0.0161957j -0.00312319+0.0226592j 0.0100295+0.0296903j -0.00101797+0.0164239j -0.0171655-0.0157758j -0.0280872-0.00446634j -0.00574849-0.0249978j -0.00477817+0.0360459j 0.0389147-0.00456839j -0.0134588-0.025008j -0.0314143-0.0120232j 0.00977928-0.0382765j 0.0141677+0.0277789j 0.0269009-0.0132955j 
0.0496358+0.029251j -0.0299112+0.0495723j -0.00367053+0.0518275j 0.0545927+0.00547416j -0.00727533+0.000677111j -0.0387727+0.0162829j 0.0191108+0.0471909j 0.020554-0.0262278j 0.0351-0.00930064j 0.0166412-0.0237525j -0.00839571+0.0227119j -0.0126339+0.0203104j 0.0192124+0.0363763j 0.032783+0.0264265j -0.00471323+0.00406741j -0.0121673+0.0117094j 0.0363355+0.00178567j 0.0157485+0.00644771j 0.00689428+0.0268834j -0.0155396+0.0248292j 0.00221671-0.000883137j -0.0107611+0.0316395j 0.0280817-0.0229443j -0.0176873+0.0037029j 0.0110993-0.0131597j -0.00560529+0.0142133j 0.0343319+0.0169609j 0.00965763+0.0204233j -0.0357706+0.0136048j 0.014841+0.0174636j 0.0132271-0.00840942j -0.00837452+0.000195808j 0.000819488-0.0160739j -0.0306209-0.00215236j 0.0329427+0.0219355j 0.0112501+0.0216455j -0.00164364+0.00246779j 0.0112433+0.0508473j -0.00893875+0.00730112j -0.00805964-0.00735255j 0.0104377+0.0119395j 0.0297385-0.0257914j 0.0227905+0.0297531j 0.00160987+0.025503j -0.00925202-0.00552017j 0.0222219-0.00154469j 0.00754429-0.00772953j 0.0192891-0.0161717j -0.00815258+0.0102424j 0.0158537-0.00104117j -0.0163387+0.0264168j 0.0200511+0.00113483j 0.0099036-0.0108398j -0.00974148-0.00464348j -0.0288443+0.00124961j 0.0219321+0.0178608j -0.00851916+0.0244053j 0.0153673-0.00626813j -0.0056774-0.0454455j -0.00909385-0.0253952j 0.00942799+0.0324108j -0.0290266-0.0329307j -0.0383482+0.00688594j 0.036427-0.0124924j -0.0366293+0.0369878j -0.0129171-0.0299096j 0.0152808+0.0198608j -0.00474706+0.0168743j 0.045548-0.00511786j 0.0177849+0.00357709j -0.0332745-0.0238507j -0.02912+0.0441739j 0.0258058+0.0161203j -0.0496258-0.0214917j 0.0249753-0.050094j 0.0329442-0.0432917j -0.0444205-0.0328258j 
0.0121136-0.00137801j 0.00135194+0.0116231j -0.0295389-0.0144979j -0.0137225+0.0329445j -0.0233886+0.0101079j 0.0264742+0.0189346j 0.0036867-0.0248263j 0.000281952+0.0230733j -0.0308705+0.00700073j -0.00759411+0.0287991j -0.00929074-0.0111566j 0.00262475-0.0135986j -0.00491527+0.00117935j -0.0216066-0.00562182j 0.0114968+0.00307192j 0.0136469-0.00476851j -0.0196295-0.0285426j 0.00870995-0.0106187j -0.00177578-0.00596605j -0.0056614-0.0142201j 0.00645238+0.000747358j 0.00932151-0.00583855j -0.00890578+0.00553432j -0.00984916+0.0176967j -0.0141923+0.0102966j 0.0122228-0.0156941j 0.00369111+0.00222273j -0.00317019-0.00392469j 0.0154862-0.00444764j -0.00852556+0.0087841j -0.00288529+0.0100951j 0.0088748-0.00152076j -0.00589343+0.0182016j 0.0101178+0.00419423j 0.000365111-0.00448331j 0.0167738+0.0139167j -0.0113941+0.0136518j -0.0133116-0.0137463j -0.0283803-0.00388207j 0.000289765+0.00573049j -0.0091363-0.0105694j 0.00884502-0.00859121j -0.00446086-0.0141083j -0.00806824-0.00452826j -0.000825908-0.0133925j -0.0146426+0.0144962j -0.0091362-0.014065j -0.0101943-0.0128297j -0.0090584-0.00472693j -0.000642474-0.00323752j 0.0150303-0.00124782j 0.00818257+0.00383243j 0.00280008-0.00141057j -0.00702344-0.00918501j -0.00144095-0.00210555j 0.0115898-0.00701089j 0.0235013-0.00806713j -0.0236983+0.00407061j 0.00526726+0.00755154j 0.0182691+0.0152259j -2.30461e-05-0.0389126j 0.0100227+0.0131991j 0.0119429-0.00946709j -0.0203615+0.00746727j 0.00774454-0.0179938j 0.0169622+0.0123646j -0.0169084+0.00851848j 0.00126745-0.0362725j -0.0420552-0.0103107j 0.0125814-0.0189663j 0.010986+0.0190043j 0.033951-0.0260312j -0.0263345-0.0259328j 0.000782589-0.0199343j 0.015074-0.00226424j -0.00469283-0.00824777j -0.00823235+0.00475601j 
-0.0463043+0.033193j -0.0330237-0.0459579j 0.043266+0.0556002j 0.0581644-0.0476656j 0.0140069+0.00542126j -0.023137+0.0141371j 0.0313619+0.0244831j -0.00826896-0.0289775j 0.00626689-0.0248121j 0.0113633-0.0247412j 0.012581+0.0418279j -0.00442333+0.00646218j 0.0317108+0.0223019j 0.0114801-0.0007014j 0.00856865+0.000754344j 0.0108975-0.0196153j 0.0316778+0.0131078j 0.00863898-0.00847285j 0.00495245-0.0241869j -0.00496131+0.0132079j -0.00444798+0.016235j -0.0336415+0.0236558j 0.0353492-0.00723933j 0.0160238-0.0218472j 0.0266992-0.0053514j -0.0354489+0.0232829j 0.0117971+0.0373926j -0.0199021-0.000195426j -0.0273615-0.0022906j 0.00478463-0.0211446j 0.00548496-0.0230236j 0.00724718-0.000586847j 0.0255829-0.0267395j -0.0229912-0.0176581j 0.0140913-0.0221109j -0.0407713-0.0182143j 0.00633287-0.00668309j 0.00476376+0.0567824j 0.0408742+0.00279465j 0.000980378-0.0167434j 0.0295149+0.0136234j -0.0236607+0.0306977j 0.0383704+0.0133302j -0.0154779+0.00570579j 0.0065899+0.00145871j 0.00582748-0.00967464j -0.00465436+0.0116361j 0.00584392+0.0279745j -0.0242592-0.00331089j -0.00522528+0.0148434j -0.0369062+0.015776j -0.0062235-0.0058076j 0.00418789-0.00310853j 0.0256635+0.018715j -0.0128726-0.0180335j -0.00177896+0.034623j -0.0178279+0.0158123j 0.0453662+0.0205648j -0.00758604+0.00465698j -0.0291531-0.0114123j 0.0222957+0.042479j -0.0118993-0.0114456j -0.0186207+0.0176652j 0.0114711+0.00675751j -0.0287565+0.0556917j 0.0067586+0.0014516j 0.0274023+0.0227052j -0.0209311+0.031543j 0.0224049+0.00906204j -0.0197167-0.00506796j -0.0400857+0.00981893j -0.00495458+0.0534796j 0.0380614+0.0237899j -0.0537862+0.0342297j -0.0304709-0.0480073j 0.0324529+0.0513019j 0.0514661-0.0316803j 
-0.0110003-0.0150004j 0.0152321-0.010823j 0.00310766-0.0252845j -0.0258205-0.00215483j 0.000951254-0.00264832j 0.0101782-0.0124089j -0.0170706-0.0120469j -0.00416991+0.0163549j -0.0061723+0.00835591j -0.0107316+5.0205e-05j 0.0123458-0.0124169j -0.0026622-0.000155279j -0.0133779-0.031842j 0.00158089-0.00783514j -0.00659707-0.00793243j -0.00514466+0.00644924j -0.0162188+0.00526643j -0.0114194+0.00237095j -0.00140076-0.00174714j 0.0165245-0.00929049j -0.00771947-0.010949j 0.00953857-0.0247024j -0.0203365+0.00847888j 0.00135089-0.0035744j -0.0125755-0.00612218j 0.0109499-0.00358268j -0.0206819-0.0149212j 0.00433594-0.00796532j 0.0199776+0.00285027j 0.00209657-0.00675865j -0.00340311+0.00144973j 0.00250645+0.00138034j -0.0034182+0.0114553j 0.0129296+0.00842786j -0.0223034+0.0060818j 0.0026406-0.00406572j 0.00591909-0.00889426j -0.00527208-0.0390512j 0.0120262+0.00085498j -0.00226089+0.00928033j -0.00786891-0.005821j -0.00621104+0.00080658j -0.0132834-0.0134393j 0.0118789-0.0142945j 0.00278763+0.00787923j -0.00772749+0.00400137j 0.00225932+0.0025428j 0.00233945+0.0045789j 0.0145234-0.00269936j 0.000951024-0.00606527j 0.0175275-0.0137049j -0.0112418-0.000392198j -0.0100551+0.00348822j -0.00792095+0.00373956j 0.0160804+0.00682354j -0.00341885-0.0106482j 0.00154538-0.0102871j -0.0187321-0.00697078j 0.00760664+0.0145108j 0.00547622+0.00738892j -0.010309-0.0177625j 0.0115367+0.0103553j 0.0160852-0.00355462j -0.00675169+0.00684577j 0.0167673-0.00975031j 0.0044027-0.0130441j 0.00573016-0.00712669j -0.00518683+0.00252081j -0.000640267+0.00209921j 0.00132233-0.00238466j 0.00712846-0.0232739j -0.0141409-0.0104857j -0.0172095-0.00361911j 0.0368813+0.00727454j -0.0115833+0.0339344j -0.0158525+0.0139405j 0.0150394+0.0161193j 
-0.123525-0.0507743j 0.052607-0.123043j 0.0850513-0.0644589j -0.0729461-0.0980528j 0.0990194-0.0376797j -0.027287-0.110447j -0.0604469+0.0095193j -0.0255875-0.0177777j 0.0532278-0.0149352j -0.0298428-0.0764895j 0.0758551-0.0126897j -0.00315827+0.0121685j -0.0268464-0.125258j 0.0444927-0.0179074j -0.051239-0.035181j -0.0387595+0.00660397j -0.0310545+0.109686j -0.0530441+0.0206814j -0.015997-0.00505856j 0.0950138-0.0219616j -0.0444889-0.0220158j -0.0126398-0.0602622j -0.0215304+0.0201327j 0.0608665-0.0470452j 0.00667516-0.0296402j -0.0315238+0.0317157j -0.0778951-0.0120924j -0.00787272-0.0444849j 0.038493-0.00230348j 0.0220425-0.0626237j 0.00791846-0.0409373j -0.0142778-0.0132884j 0.0226428-0.0237218j 0.0226836+0.00624213j -0.105969-0.00979244j -0.0576382-0.0750982j 0.0584209-0.070254j 0.00246497-0.084434j 0.117485+0.00213529j 0.00568601+0.0174614j 0.0307847+0.0379195j -0.0708331+0.0602185j -0.0296751-0.0271129j 0.0506925-0.0335255j 0.0480464+0.0747783j -0.00216745+1.50525e-05j 0.0142042+0.0594005j 0.0154554+0.0470686j 0.0500312-0.0018275j -0.0345289+0.0115529j 0.00288476-0.0632626j -0.081297-0.0588273j -0.0510535-0.0246427j 0.03444+0.052191j 0.0691517+0.00742693j -0.0712883-0.0245245j -0.0277502-0.020353j 0.0147922-0.023162j 0.00253961+0.0431184j 0.00871691+0.00663624j -0.0479874+0.0653985j -0.00945109+0.0364205j -0.00890657-0.000128348j 0.0511403+0.00355339j 0.0538768-0.00279405j -0.0251284-0.0385643j 0.0462696-0.0897245j 0.00935559+0.062587j 0.0223235+0.0483765j -0.0189107+0.0587924j 0.0391659-0.0716937j -0.0662881+0.0090707j 0.0474894+0.0029172j 0.107084+0.114222j -0.105701+0.102032j -0.0508763+0.119201j 0.120816+0.0519198j 
-0.0405706+0.0367647j -0.0363697-0.0399022j 0.0398496+0.061164j 0.0627262-0.0433095j 0.0148713+0.00283874j -0.0344014+0.00183308j 0.0197633+0.0411952j -0.000179865-0.0275994j 0.0248323-0.0280455j 0.00547294-0.0340419j 0.00736864+0.0360576j -0.00307089+0.0115671j 0.030403+0.0190169j 0.0248259+0.010928j 0.0054342-0.00516064j -0.00393978-0.00608812j 0.0359197+0.0199954j 0.0106126-0.00419082j -0.00196158-0.0140397j -0.00205932+0.014108j -0.0116233+0.0120449j -0.0369756+0.0231419j 0.0403643-0.00892247j 0.0162004-0.0269846j 0.0260162-0.0187214j -0.0354701+0.0223022j 0.0153963+0.0325675j -0.0186407-0.00120931j -0.0394578-0.00336325j 0.00997412-0.0206252j 0.0110072-0.0318976j 0.00580969+0.00183517j 0.0188095-0.0405621j -0.0225358-0.0125242j 0.0127477-0.0116615j -0.0419201-0.0102298j 0.00798631-0.00624802j 0.00632057+0.0692508j 0.0489588+0.00421122j -0.00454916-0.0238251j 0.0374078+0.0254552j -0.0110664+0.022614j 0.0419139+0.0178479j -0.00275747+0.00332419j 0.00591898+0.00218716j 0.0159665-0.00200248j 0.0079807+0.00630529j 0.00362374+0.0259157j -0.0202117+0.002974j 0.000866018+0.0127278j -0.0422798+0.0194267j -0.00521491-0.015732j 0.00290037-0.0107095j 0.00691331+0.0229128j -0.0248184-0.00727223j -3.3642e-05+0.0343309j -0.0133252+0.0187281j 0.0404148+0.00948262j -0.00833352-0.0176329j -0.0303274-0.0230426j 0.0103545+0.0575021j -0.0166958-0.00128497j -0.0418832+0.0168539j 0.0210279+0.0184377j -0.0300863+0.0522687j -0.00876502-0.0201123j 0.040653+0.0190281j -0.00653242+0.0301233j 0.02921-0.0144061j -0.0100729+0.00950623j -0.0366249+0.00238504j -0.0115086+0.0571023j 0.0490853+0.0297383j -0.0577667+0.0448605j -0.038744-0.0523827j 0.0320511+0.0487786j 0.0489753-0.0319275j 
