-0.177941-0j -0.192198-0j -0.148876-0j -0.148876-0j 0.432044-0j 0.529143-0j -0.110966-0j 0.305501-0j -0.0960991-0j -0.135905-0j -0.0679523-0j -0.0554828-0j -0.0679523-0j -0.0303892-0j -0.00663147-0j 
0.205468-0j -0.00244255-0j 0.171907-0j -0.175691-0j -0.329574-0j -0.00211531-0j 0.00733348-0j -0.225595-0j -0.233044-0j 0.336829-0j -0.00086357-0j 0.409568-0j -0.15952-0j -0.142293-0j -0.0465341-0j 
0.125823-0j 0.135905-0j -0.325134-0j 0.105271-0j 0.0960991-0j -0.36351-0j 0.0784646-0j 0.0679523-0j 0.0802504-0j -0.296805-0j 0.663494-0j 0.0392323-0j 0.0567456-0j -0.0663676-0j 0.00468915-0j 
-0.177941-0j 0.196429-0j 0.155466-0j 0.14884-0j -0.135905-0j -0.177642-0j 0.113408-0j -0.102515-0j 0.296805-0j -0.141886-0j -0.356463-0j -0.287265-0j 0.223884-0j 0.359633-0j -0.197455-0j 
0.0726441-0j -0.238848-0j 0.0607784-0j 0.314683-0j 0.0554828-0j -0.206848-0j -0.137899-0j 0.0338785-0j 0.0392323-0j 0.287265-0j -0.0844455-0j -0.355914-0j 0.0239557-0j -0.238267-0j 0.649269-0j 
0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 
0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 
0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 
0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 
0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 
0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 
0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 
0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 
0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 
0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 
