2.3405e-16+0.0370378j 1.48043e-16+0.00195986j 3.48701e-18-0.020478j 2.44492e-17-0.00172664j -1.4278e-16+0.0107648j 1.8026e-17+0.0264693j -6.56226e-18-0.0138566j 3.12487e-17-0.00125329j 2.49006e-17-0.00731458j 8.76476e-17-0.0106312j 3.7009e-17-0.00285092j 5.0946e-17-0.0215282j -8.29688e-17+0.0129345j 4.47907e-17+0.00713411j 3.47684e-19-0.00880531j 3.26094e-17-0.0100376j 1.15369e-17-0.0153315j -1.07837e-16-0.00902164j -2.46662e-17+0.00240809j 6.94762e-17+0.0104925j -3.66623e-17+0.014101j 2.19244e-18+0.00389765j 2.72399e-16-0.00736239j -1.36724e-16+0.00721324j 1.68074e-16+0.00861578j -8.7709e-17+0.0197127j -7.00713e-17-0.0115306j 1.35732e-16+0.0192397j 6.01515e-17+0.0157178j 8.60104e-18+0.00931255j 1.94737e-15+0.0054067j -1.84665e-17+0.00690071j -5.02395e-17+0.00144711j 2.51269e-17-0.00580694j 1.45252e-16+0.00307949j -5.55142e-17+0.00588728j -2.40953e-17+0.0160665j -2.79393e-16+0.00920017j -1.54732e-16-0.0163328j 1.1612e-15-0.00350554j 1.13343e-15+0.00940916j -5.49163e-15+0.00369892j -3.27086e-16-0.00653276j 3.47755e-17+0.0011251j 6.62308e-17+0.00378884j -1.24291e-16-0.00643036j 3.09394e-16+0.0151958j 1.88229e-16+0.0105568j 2.15767e-16+0.0184632j 5.47917e-17+0.00640369j 1.09237e-16+0.0175983j 1.62896e-16+0.0172056j 1.09916e-15+0.0103486j 4.50484e-18-0.00805988j 6.09881e-17-0.0212065j -1.23499e-16-0.0039382j -3.98046e-16-0.0242692j 2.03494e-17+0.00319551j -3.8006e-17-0.00235664j -2.81817e-17-0.00686522j 7.93371e-17+0.00985617j 1.48855e-18-0.00401301j 2.38474e-17-0.0273455j 1.26821e-17-0.0122952j 4.6893e-17-0.0104793j 1.01105e-17+0.013312j 1.17331e-18+0.0259239j -2.78356e-17-0.00964398j 4.02381e-17-0.00572059j 2.63134e-17-0.0208995j -2.76907e-17-0.00486603j 6.52517e-17+0.0367919j 
1.43168e-15+0.00475191j 4.55473e-16+0.000990818j -7.78759e-16-0.00222122j 9.73741e-16+0.00208478j 1.5726e-16+0.000290055j 8.53717e-16+0.00268921j -8.40764e-17-0.00115403j 1.56896e-15+0.0034688j -6.60835e-17-0.000295834j -5.06938e-16-0.000507677j 3.63991e-17+0.00125848j -1.29556e-15-0.00409053j 5.23723e-16+0.00217065j -2.69262e-16-0.00119291j 3.15193e-16-0.000316806j -3.53367e-16-0.00259261j -8.75031e-18-0.000105159j -1.2481e-15-0.00357061j -5.54401e-16-0.00194723j 4.05289e-16+0.00138975j 5.72516e-16+0.00112891j 1.09895e-15+0.00238452j -1.93835e-16-0.00277627j 8.40961e-16+0.00329483j 1.53771e-16+0.000998665j 4.56998e-16+0.00168468j 3.09373e-16+0.00167584j 8.61016e-16+0.00313333j -4.13233e-16+0.000322877j 5.12913e-16+0.00255684j -1.05039e-15-0.00196101j -7.2839e-17+0.00106253j -9.68813e-16-0.00174011j -9.42247e-16-0.00309657j -3.97726e-16-0.000763525j 3.29565e-16+0.000515976j 1.91796e-16+0.000466471j 7.82119e-16+0.0025116j -4.55887e-16-0.00214263j -2.22741e-15-0.00412966j -1.15134e-15-0.000448803j 8.06773e-16-0.000211165j -7.00457e-16-0.00125129j -1.02477e-15-0.00233495j -8.52665e-16-0.00237275j -1.24834e-16-0.00128502j 7.9299e-16+0.00187779j -5.42543e-16+0.000489416j 7.33945e-16+0.0018615j 7.00102e-16+0.00187847j 1.82607e-16+0.00144126j 1.39199e-15+0.00533767j 7.15947e-16+0.00124407j -9.6358e-16-0.00212641j -5.86833e-16-0.00262008j -1.66578e-15-0.00370822j -1.06147e-15-0.00450129j 1.41469e-15+0.00377308j 2.76943e-16+0.000837248j -1.33137e-16-7.52123e-05j 5.76064e-16+0.000955676j 1.19319e-16+2.63072e-05j -4.56539e-16-0.00194008j -7.18461e-16-0.00226962j 1.31242e-15+0.00223511j 1.03614e-15+0.00314358j 1.1629e-15+0.00356947j -5.13644e-16-0.00117658j 8.21645e-16+0.00142418j -7.46231e-16-0.00229881j 1.77371e-16+0.000185558j 1.56466e-15+0.00514297j 
-3.34119e-16-0.0031184j -1.1783e-16-0.00428694j 1.65887e-16+0.00382499j -2.22102e-16-0.0108016j -2.03333e-17-0.000942297j -1.807e-16-0.00251365j 8.55955e-18-0.00519185j -3.59246e-16-0.016731j 1.72877e-18-0.000667796j 5.44666e-17+0.00736345j -2.42415e-17+0.00490316j 2.79374e-16+0.00594196j -8.61771e-17+8.95077e-05j 6.37808e-17+0.000911738j -6.27691e-17-0.00907949j 7.41729e-17-0.00594342j 3.01442e-17-0.0017993j 2.92168e-16+0.00821047j 1.26987e-16+0.00260358j -9.97385e-17-0.000832612j -9.2106e-17-0.00554872j -1.27986e-16-0.0111235j 4.38876e-16-0.00829753j -2.10651e-16-0.0015111j 7.38955e-18+0.00274254j -2.9943e-17+0.000586547j 5.09598e-17+0.0022472j -4.00615e-16+0.00152898j 5.13937e-16+0.00850565j -2.51747e-16+0.00357994j 8.57081e-17-0.000282955j -1.03425e-16+0.00635008j 1.80162e-16+0.0126985j 1.36437e-16+0.0050437j 3.26266e-16+0.00390824j -6.53614e-17-0.00414338j -8.78163e-17+0.000346312j -7.35236e-17-0.00507021j -3.61338e-17-0.00237153j 1.11788e-15+0.00185526j 7.8253e-16+0.00186629j 1.60821e-14-0.0106835j 2.66812e-16+0.00759752j 2.02284e-16+0.0108335j 2.67612e-16+0.00708407j -1.41268e-17-0.00462407j -2.12027e-16-0.00558871j 2.29329e-16+0.0152154j -1.1805e-16-0.00433008j -1.65445e-16-0.00498971j -2.22534e-17+0.00515279j -3.45955e-16-0.00152756j -6.49461e-16-0.00502443j 2.33277e-16+0.00939057j 1.21836e-16-0.0021065j 4.79632e-16+0.0163155j 1.38843e-16-0.00315902j -3.33376e-16-0.0116452j -1.79172e-17-0.00210134j 5.40522e-17+0.00196602j -1.84975e-16-0.00646579j -4.98784e-17-0.00284742j 9.23268e-17-0.00235847j 1.56566e-16+0.00315258j -3.01198e-16-0.0181021j -2.24371e-16-0.00553555j -2.54727e-16-0.00493588j 1.27868e-16+0.00419828j -1.88834e-16-0.011135j 1.58981e-16+0.00272276j -4.05093e-17-0.00344676j -3.41586e-16-0.00463539j 
-1.45209e-17+0.0101833j -4.67837e-17+0.000706205j 5.95866e-17-0.00639625j -2.23052e-16-0.000328207j -3.72258e-17+0.00391531j -3.009e-17+0.00794802j -8.2365e-17-0.00310232j -3.50611e-16-0.000190938j -1.71486e-17-0.00231748j 1.23405e-16-0.00493876j 3.55425e-17-0.00311247j 1.5977e-16-0.0055757j -4.40544e-17+0.00288022j 8.79028e-17+0.00349707j -1.51605e-16-0.00119743j -1.80551e-17-0.000291122j -8.08621e-17-0.00522662j 1.7429e-16-0.00184693j 1.05677e-16+0.00207201j 3.6831e-18+0.00283696j -7.84669e-17+0.00532561j -2.62834e-16+0.00155509j -8.93652e-17+0.0013209j -1.47858e-16+0.000100956j 7.58765e-17+0.00178002j -3.4039e-17+0.00571251j -1.9237e-16-0.00616422j -3.63966e-17+0.00409285j 2.37622e-16+0.0038621j -2.30027e-17+0.000518538j 1.36629e-15+0.00376063j 1.33343e-16+0.000380978j 2.20899e-16-0.000447691j 1.62653e-16-0.000447403j 1.45913e-16+0.00103486j -6.91366e-17+0.0025437j 2.47636e-17+0.00546995j -1.92622e-16+0.00221646j -4.37278e-17-0.00371321j 1.44637e-15+0.0019288j 1.22287e-15+0.00350416j -5.63418e-15+0.00365176j 8.4792e-18-0.00282212j 2.4988e-16+0.000316891j 2.05968e-16+0.00207212j -6.41248e-17-0.000352791j 4.50698e-18+0.00508741j 2.74096e-16+0.000489301j -6.27063e-18+0.00606291j -9.88854e-17+0.00171655j 1.1014e-16+0.00424449j -1.03394e-16+0.0020247j 3.02902e-16+0.00373428j 1.77679e-16-0.00297865j 3.09414e-18-0.00515316j 3.11828e-16-0.00143978j -4.04165e-17-0.00444379j -2.71555e-16+0.0001907j -8.98374e-17-0.00118669j -1.69301e-17-0.00286072j -5.59803e-17+0.00408613j -4.92063e-17-0.000947778j -5.46859e-17-0.00796585j 8.3181e-17-0.0031949j -3.56242e-16-0.00226195j -1.38234e-16+0.00327958j -1.01017e-16+0.00745706j 5.60265e-17-0.00336991j -2.13736e-16-0.00116587j 5.33757e-17-0.00626808j -7.97091e-17-0.00128399j -9.60297e-17+0.0100505j 
-2.17619e-17+0.0113204j 1.12211e-17+0.00373144j 6.27199e-17-0.00766749j -8.60476e-17+0.00787361j -4.97622e-17+0.00305393j -5.90728e-17+0.00812482j -3.0277e-18+0.000472748j -1.37787e-16+0.0125581j 1.639e-17-0.00116113j 1.06624e-16-0.00768061j 1.75299e-17-0.00382407j 1.25005e-16-0.00985927j -8.70719e-17+0.00323131j 4.0693e-17+0.000589997j -4.74106e-17+0.00454409j 2.76442e-17+0.00148509j -2.83186e-17-0.00202365j 7.04027e-17-0.00867823j 4.27981e-17-0.0018176j -5.48206e-18+0.00318103j -8.33395e-17+0.0072731j -1.77769e-16+0.0093826j -1.84387e-16+0.00370231j -8.5815e-17+0.00342164j 9.83652e-18+0.000121716j -8.99419e-17+0.00421203j -8.93021e-17-0.00368146j 1.8489e-16+0.00378292j -3.1195e-16-0.00264872j 9.54103e-17+4.50943e-05j 3.03987e-16+0.000891455j 7.67612e-17-0.00281688j 1.19681e-16-0.00921059j 1.51162e-16-0.00560478j -1.2589e-16-0.00232456j -5.09442e-17+0.00435681j 3.53543e-17+0.00330964j -2.31029e-16+0.00621106j 8.78521e-17-0.00231754j -5.83776e-16-0.00307366j -5.15451e-16+0.000572379j -1.27506e-14+0.00840116j -1.00268e-16-0.00714799j 1.29897e-16-0.00808559j 4.14663e-17-0.00483554j -5.6495e-18+0.00162702j 4.48476e-17+0.00771644j 3.87405e-17-0.00852557j -3.01082e-17+0.00751105j -3.72479e-17+0.00540151j 2.01017e-17+0.000426748j -3.28748e-17+0.00606719j 6.00101e-16+0.00612012j 7.3093e-17-0.00897106j 5.59488e-17-0.00366749j 3.30685e-17-0.0134312j 1.76552e-17-0.00402168j -1.14677e-16+0.00993954j -6.72259e-17+0.00120201j -1.0614e-17-0.00289984j 1.28242e-17+0.00697849j 1.75245e-19+0.00118682j 2.94748e-17-0.00464021j 6.20996e-17-0.00544208j -1.20253e-16+0.0112659j -8.68628e-17+0.0075783j -8.90667e-17+0.00995567j 2.38906e-17-0.00536055j -7.20988e-17+0.00709733j 6.32315e-17-0.00698638j -2.93157e-17+0.00147176j -9.94892e-17+0.0124491j 
8.6223e-17+0.00838074j 9.65558e-17-0.00204911j -3.81335e-17-0.00519745j 1.88193e-16-0.00781331j -8.18088e-17+0.0049852j 2.34441e-17+0.00759249j 6.90021e-17-0.00576975j 2.90067e-16-0.0118928j 2.40388e-17-0.0033974j -3.60125e-17-0.00321832j 1.51982e-17-0.00358999j -1.08197e-16-0.000997233j 3.48545e-17+0.00194667j -6.26888e-17+0.00683225j 1.18246e-16-0.00570865j 4.26544e-17-0.000466849j 6.99163e-17-0.00840107j -1.86755e-16+0.00498655j -9.45577e-17+0.00634825j 4.42987e-17+0.00228146j 5.92684e-17+0.00397969j 1.55181e-16-0.00552441j 7.4166e-17+0.000980085j 2.65699e-17-0.00408537j 2.95741e-17+0.00283936j -8.22386e-17+0.00685318j -1.75521e-16-0.0097654j -2.75989e-16+0.00337669j 3.57828e-16+0.00933771j -1.6171e-16-0.000278615j 2.50168e-15+0.00747439j 1.64621e-17+0.00242506j -2.62418e-16+0.00720417j -1.75204e-16+0.00503535j 1.8197e-16+0.00417999j 3.6269e-17+0.00121994j -1.26654e-16+0.00768516j 1.23797e-16-0.00182941j -7.57971e-17-0.00427647j 3.45974e-15+0.00811561j 3.04884e-15+0.00649905j -6.7451e-16+0.000529964j -1.84837e-16+0.000789851j -1.90595e-16+0.008079j -1.02353e-16+0.00892061j 1.26996e-17-0.00133029j 1.46022e-16+0.0028117j -9.68615e-17+0.00738622j 1.13136e-16+0.0048542j 8.92349e-17-0.00184806j -4.88739e-17+0.00711908j 1.12711e-16-0.0034546j 2.06539e-16+0.00177138j -1.23451e-16+0.00234253j 3.46024e-17-0.00575241j -2.17584e-16+0.00956133j -5.92325e-17-0.00320054j 2.3196e-16-0.00925451j 4.09684e-17-0.0036273j -3.40724e-17-0.00318464j 7.72022e-17+0.00191403j 4.52518e-17-0.0027635j 6.98009e-17-0.0107216j -5.41436e-17-0.000769944j 3.05962e-16-0.0142596j 1.06355e-16-0.00116568j 6.86164e-17+0.00478763j -4.99021e-17-0.00169975j 1.93934e-16-0.00849343j -1.47413e-17-0.00544762j 5.2219e-17-0.00370982j 8.80528e-17+0.00705135j 
-7.21209e-16-0.0127448j -1.90754e-16-0.00348796j 3.34098e-16+0.00769545j -2.74366e-16-0.00722175j -6.09993e-17-0.00262817j -3.99878e-16-0.00854273j 1.21499e-16+0.000946123j -4.52167e-16-0.0116723j 4.54997e-17+0.00122726j 1.28382e-16+0.00605126j -4.47695e-17+0.00169645j 4.90724e-16+0.010816j -1.93958e-16-0.00437094j 4.54858e-17+0.000419501j -1.06291e-17-0.00272228j 1.99606e-16+0.00134973j 9.10927e-17+0.00185514j 4.61299e-16+0.00926987j 1.77106e-16+0.00284461j -2.01788e-16-0.00362866j -1.9456e-16-0.00636264j -2.87568e-16-0.00865781j 2.47874e-16-0.000112674j -3.00101e-16-0.00531241j -1.30388e-16-0.00111432j -2.07408e-16-0.00480719j -7.15445e-17+0.00144538j -6.28182e-16-0.00570421j 3.45759e-16+0.00123102j -3.61346e-16-0.00237648j 4.30303e-16+0.000888209j -6.74399e-17+0.000932106j 2.31769e-16+0.0078781j 2.66869e-16+0.00664601j 2.38418e-16+0.00219724j -9.33939e-17-0.00361955j -1.78219e-16-0.00307512j -1.325e-16-0.00666018j 2.0966e-16+0.00378396j 1.80837e-15+0.00568069j 1.18867e-15-0.000240672j 8.64075e-15-0.00579932j 3.60304e-16+0.00620509j 2.61387e-16+0.0075928j 2.66904e-16+0.00528467j 1.1946e-16+7.72613e-05j -4.06179e-16-0.00732325j 5.7765e-17+0.00533057j -3.42045e-16-0.00723984j -2.64592e-16-0.00550069j -1.96586e-16-0.00190156j -6.27754e-16-0.0090991j -8.14995e-16-0.00556494j 3.24451e-16+0.00824841j 2.93173e-16+0.00523971j 6.05901e-16+0.0126023j 5.80577e-16+0.00712727j -4.4923e-16-0.010191j -4.53667e-17-0.00148796j 7.40827e-17+0.00225228j -2.52738e-16-0.00591507j -1.67874e-17-0.000763069j 2.86066e-16+0.00549394j 2.81752e-16+0.00598934j -3.15802e-16-0.00952725j -3.87709e-16-0.0082397j -4.89721e-16-0.0105487j 2.10608e-16+0.00495995j -2.0444e-16-0.00603547j 3.27785e-16+0.00729213j -1.18236e-17-0.00107638j -6.97315e-16-0.013857j 
3.74002e-16-0.00194035j 4.46676e-17+4.80305e-05j -1.9843e-16+0.00217049j 7.72286e-17+0.00100479j 9.92961e-17-0.00220903j 2.45766e-16-0.0025132j -1.15463e-16+0.000183129j 1.37024e-16+0.00159563j -5.21067e-17+0.00104873j -1.09528e-16+0.00334555j 9.84431e-18+0.00367024j -2.72855e-16+9.51179e-05j 1.41531e-16+0.000363232j -3.61763e-18-0.00318467j -4.60275e-17-0.000602827j -1.52802e-16-0.00301003j -7.51827e-17+0.0028777j -1.80666e-16-0.00141489j -6.15982e-17-0.0028582j 9.44063e-17-0.000472494j 1.24201e-16-0.00277333j 1.74779e-16+0.000112577j 8.24683e-18-0.00443559j 1.76471e-16+0.00296635j 7.60384e-17+0.000194907j 2.19126e-16-0.00177717j 1.7527e-16+0.00563409j 3.33165e-16+0.000721703j -6.08319e-17-0.00107871j 1.9436e-16+0.00257013j -1.454e-15-0.00422558j -2.12387e-17+0.00151592j -4.57911e-17+1.63227e-05j -1.42938e-16-0.00216432j -7.47536e-17-0.000930365j 5.48807e-17-0.00151567j 1.35849e-16-0.0028391j 1.36973e-16+0.000516208j -1.70708e-16-8.62713e-05j -2.01707e-15-0.00497393j -1.55991e-15-0.00235897j 5.52492e-15-0.00363423j -3.23438e-17+0.00136118j -9.62004e-17-0.00123713j -7.48801e-17-0.00276577j -9.08734e-17-0.00155431j 1.27828e-16-0.00190584j 6.05078e-17+0.00189395j 1.66332e-16-0.00237368j 1.10398e-16+0.000215129j 1.45323e-16-0.000604262j 2.95832e-16+0.00377601j -3.84064e-17-0.00163332j -1.33347e-16+0.000809335j -2.15345e-16+0.000357038j -1.83958e-16-0.000881876j -3.41095e-16-0.00201982j 1.60512e-16+0.00223246j 3.9953e-17+0.00129827j -1.6312e-17+0.00189089j 7.70034e-17-0.00229017j -2.54968e-17+0.000281407j -2.22661e-16+0.0027015j -1.561e-16+9.81421e-05j 4.17557e-17+0.00150453j 1.97068e-16+0.000429775j 2.79446e-16-0.00163307j -9.68576e-17+0.00138374j 2.83947e-17+0.000836021j -2.07263e-16+0.00189275j -1.46938e-17+0.000573109j 3.95047e-16-0.00165105j 
4.23636e-17+0.00405466j 1.34446e-17-0.000378197j -8.1413e-18-0.00127237j -5.60822e-18-0.00147114j 1.82979e-18+0.000237833j 1.43171e-17+0.0022107j -1.29926e-17-0.00287181j -8.94686e-18-0.00203882j -3.41118e-18-0.000633869j -1.19406e-17+0.00148514j -5.59112e-18+0.00245585j 1.5346e-18-0.00226394j -6.71932e-18+0.00220134j 1.32376e-17-0.000567212j -5.14554e-18-0.00318486j -7.12204e-18-0.00422512j 3.74759e-18-0.00100827j -6.96809e-18-0.000833835j 4.7789e-19-0.000826813j 4.47994e-18+0.00120087j 4.08319e-18-0.000330135j 4.44747e-17-0.00116999j 1.7854e-16-0.00501296j -1.56051e-17+0.00254105j 3.42655e-17+0.00188115j 3.55818e-17+0.00210471j 1.01582e-16+0.00180573j 5.49152e-17+0.00360722j 1.14476e-17+0.00319327j 1.15397e-17+0.00347519j -5.00822e-16-0.00161972j -6.6755e-17+0.00296288j 7.53223e-18+0.00232071j -2.90614e-18-0.00128866j 3.36588e-17+0.000586053j -6.60347e-18-0.000641761j 1.36436e-17+0.000903587j -2.95142e-17+0.000867369j -5.7068e-17-0.00293981j -7.22175e-16-0.00305744j -6.02057e-16+0.000407335j 4.94571e-15-0.00325688j 3.13913e-18+0.00102364j 5.39329e-18+0.00125229j 2.94684e-17+0.000174482j -3.74219e-17-0.00262861j 2.68198e-17+0.000323787j 5.92563e-17+0.00519643j 4.13242e-17+0.000765338j 6.5577e-18+0.000281418j 3.05557e-17+0.00319895j 2.44698e-17+0.00452817j 1.10445e-18-0.0001706j 5.18711e-18+0.00077139j -5.40871e-18-0.00339046j 4.00781e-18+0.00158118j -1.11281e-16-0.00538305j -1.10454e-17-0.000158885j 9.86578e-18+3.1025e-05j 1.17374e-17+0.000346893j -7.08077e-18-0.000856416j -1.12865e-17-0.000923108j -1.40724e-17-0.0030397j -3.0119e-18-0.00130775j -1.15051e-17-0.00372871j 6.05422e-18+0.00137118j 9.85761e-18+0.00222864j -1.87223e-18+7.00909e-07j -6.79433e-18-0.00223336j -8.0566e-18-0.00167611j -7.73944e-18-0.000986601j 2.36121e-17+0.00393173j 
-2.7016e-16+0.0123198j 4.26727e-17+0.000672866j 1.72683e-16-0.00530565j 4.73995e-17+0.000145179j -9.78516e-17+0.00145487j -2.28709e-16+0.00733776j 1.56071e-16-0.00557788j 5.59622e-17+0.000849492j 7.1297e-17-0.00162772j 3.81951e-17+0.000337151j -4.81092e-17+0.00379463j 2.304e-16-0.00832049j -1.87451e-16+0.00569609j -9.60195e-18-0.001193j 1.39722e-16-0.00471672j 1.74744e-16-0.00819063j 1.45333e-16-0.0025511j 5.84983e-17-0.00512431j -1.16678e-18-0.00260864j -9.36562e-17+0.00359192j -1.03011e-16+0.00187941j 6.96561e-17+0.00125074j 4.83456e-16-0.0090503j -1.54884e-16+0.00667964j -4.10744e-17+0.00384648j -1.53205e-16+0.00569032j 2.36589e-16+0.00271358j -2.9157e-17+0.00876578j -3.29752e-16+0.0053126j -8.4945e-17+0.00723023j -1.029e-15-0.00328501j -2.48275e-16+0.00501168j -4.99299e-17+0.00114041j 9.51937e-17-0.00492727j -3.9364e-17+0.000206845j -4.85452e-17+0.000245709j -1.0091e-16+0.00283651j -2.11187e-16+0.00416823j 1.0886e-16-0.0068069j -1.76785e-15-0.00776026j -1.63829e-15+0.000832153j 5.61999e-15-0.0036492j -2.97171e-17-0.00056035j -2.33555e-17-0.000686768j 6.77211e-18-0.00174295j 3.9023e-17-0.0047986j -3.01243e-17+0.00344002j -1.11461e-16+0.00734971j -6.72679e-17+0.00420838j -3.18266e-17+0.00265356j -1.49329e-16+0.00654343j -1.67241e-16+0.0117596j 1.64674e-16+0.00185826j 4.30904e-17-0.00181409j 2.45452e-16-0.0081914j -5.59199e-17-0.00204177j 7.68264e-17-0.0125417j -3.17481e-17+0.0036826j 2.45353e-17+0.000636249j 6.09983e-17-0.000247828j -4.3193e-17+0.000750494j 3.80766e-17-0.00137713j 2.6234e-16-0.0076537j 1.2139e-16-0.00470557j 1.65657e-16-0.00305162j -1.21986e-16+0.00569747j -2.32919e-16+0.008152j 6.16263e-17-0.0019308j 9.61427e-17-0.00169965j 1.8813e-16-0.00588095j 4.55224e-17-0.00137017j -3.25546e-16+0.0125302j 
1.75054e-16-0.00528405j -5.8167e-18-0.000386728j -1.0401e-16+0.00480583j 2.70457e-18+0.000762733j 9.70523e-17-0.00410157j 1.31794e-16-0.00555489j -7.99096e-17+0.000603856j 1.42996e-17+0.00116577j -3.80535e-17+0.00197388j -8.52399e-17+0.00639751j -1.44913e-17+0.00627858j -1.29704e-16+0.00180505j 7.19326e-17-0.000126062j 1.31403e-17-0.0052714j -4.31159e-17-0.00121614j -9.73037e-17-0.00463948j -4.35695e-17+0.00516279j -5.03349e-17-0.0010354j -1.26664e-17-0.00436693j 2.93995e-17-0.00137246j 6.54355e-17-0.00554314j 1.24929e-16-0.00095801j 1.60554e-16-0.00720022j 9.76767e-17+0.00410582j 3.63178e-17+6.5277e-05j 1.8645e-16-0.00378579j 2.73412e-16+0.00958699j 2.68257e-16+0.000210875j -1.22899e-16-0.00182482j 1.44744e-16+0.00379734j -2.3116e-15-0.00689869j -1.01025e-16+0.00251521j 3.59847e-17+0.00100048j -5.22705e-17-0.00263938j -7.29115e-17-0.00129171j 2.62399e-17-0.0030232j 1.13106e-16-0.0052629j 6.92041e-17-0.000113813j -1.04915e-16+0.000551986j -2.92874e-15-0.00740529j -2.44855e-15-0.0040289j 1.02058e-14-0.00674779j 8.58545e-17+0.00310394j -2.43432e-17-0.00108952j -6.47761e-18-0.00392595j -6.53053e-17-0.00245727j 7.63192e-18-0.00425423j 6.7647e-17+0.00364179j 6.86307e-17-0.00505531j 4.03474e-17-0.000424975j 9.0865e-17-0.00146547j 1.28841e-16+0.00482553j -2.81458e-16-0.00352079j -4.65923e-17+0.00247553j -1.30853e-16+0.0015281j -3.96918e-17+0.000192401j -2.14166e-16-0.00209643j 3.19224e-17+0.00233916j 3.61197e-17+0.00197565j 1.98289e-17+0.00348003j 2.56661e-18-0.00463701j -3.24709e-17+0.000419191j -1.41522e-16+0.00549149j -7.70085e-17+0.00107917j -4.13646e-17+0.00140896j 8.95027e-17-0.000509382j 1.41506e-16-0.00435518j -3.8202e-17+0.00302535j -2.74641e-17+0.000688109j -1.16942e-16+0.0043045j -1.69113e-17+0.000870033j 1.98734e-16-0.00494589j 
-2.85176e-16+0.00516932j 3.90928e-17+0.00114056j 1.5222e-16-0.00377746j 1.04699e-16+0.00185265j -1.09905e-16+0.0021793j -2.16074e-16+0.00421645j 1.77983e-16-0.000281301j 1.47649e-16+0.00299481j 7.51324e-17-0.00100236j 4.99778e-17-0.00407417j -2.50157e-17-0.00287943j 1.63197e-16-0.00351481j -1.40036e-16+0.0011167j -5.14907e-17+0.00179783j 1.61469e-16+0.00141539j 1.7438e-16+0.00156535j 1.33492e-16-0.00228724j 9.25529e-18-0.0021698j -2.89182e-17+0.000814752j -7.53249e-17+0.0014216j -8.21523e-17+0.00377744j 7.98841e-18+0.0028464j 5.4366e-17+0.00294072j -9.11382e-17-0.000149263j -9.6899e-17+0.000158755j -2.2686e-16+0.00254805j -4.83328e-17-0.00394163j -1.81649e-16+0.00127295j -2.51193e-16+8.39235e-05j -1.23574e-16-0.000926245j 7.47254e-16+0.0023185j -6.98312e-17-0.00136105j -1.26353e-16-0.00272273j 4.49296e-17-0.000832698j -7.38307e-17-0.000196118j -1.90946e-17+0.00213395j -1.41583e-16+0.00267175j -9.85912e-17+0.00184566j 1.9468e-16-0.00105285j 7.16894e-16+0.00125611j 5.01076e-16+0.00147312j -6.3487e-15+0.00425078j -9.24345e-17-0.00291315j -8.16049e-17-0.00182513j -8.77643e-17-9.47429e-05j 1.12434e-16+0.00103466j -3.34736e-17+0.00354251j -2.47173e-16-0.00314819j -1.09498e-16+0.00377373j -1.33836e-17+0.00167221j -2.01201e-16+0.000832893j -1.53489e-16+0.000517627j 2.40188e-16+0.00282326j -1.02818e-17-0.00324427j 2.29357e-16-0.00177676j -1.28308e-16-0.00370697j 2.70405e-16-0.000877611j 6.12872e-17+0.00203237j 9.80203e-18-0.000288589j 1.82177e-17-0.00189326j 3.82795e-18+0.00336599j 6.8884e-17+0.000128327j 2.70309e-16-0.00328278j 9.38582e-17-0.00197092j 2.50116e-16+0.00242439j -8.57359e-17+0.00239394j -1.97729e-16+0.00434999j 4.05568e-17-0.00246576j 1.49941e-16+0.0015997j 1.71552e-16-0.00345818j 6.84579e-17+6.00027e-05j -2.97683e-16+0.00536893j 
