-9.14253e-15-0.0197005j -6.17977e-16-0.00186354j -7.30977e-18+0.00140403j -7.05184e-18-0.00814997j -6.27531e-18-0.0031375j 8.50983e-18-0.0093368j 1.97858e-17-0.0101253j -5.62167e-18-0.000392821j -1.20245e-17+0.00495017j -5.50869e-18+0.0022979j 3.74887e-17+0.00682681j -1.52104e-17+0.00873806j 4.17359e-18+0.00436589j -2.35335e-17+0.00892163j -1.80557e-17+0.000915479j 9.95954e-18+0.00123322j 1.3179e-16-0.0117729j 5.59798e-17+0.00163978j 4.23981e-17+0.00781532j 2.01576e-17+0.00060674j -5.2062e-17-0.00438112j 1.96788e-18-0.00369167j -6.26591e-18+0.00671802j -3.10617e-17-0.0105298j -4.28412e-17+0.0065601j -4.85115e-17+0.00435563j 1.04827e-16-0.0099346j -4.52541e-16+0.00391331j -9.25927e-18-0.00273243j -3.87531e-18-0.00209136j 8.75021e-17+0.000526163j 5.51882e-16-0.0216215j -1.19704e-16+0.00153926j 1.10431e-16-0.0047206j 5.25264e-17-0.00284778j 3.02721e-16+0.00367584j 6.09049e-17+0.00201704j -3.48025e-15+0.00124331j 2.50037e-14+0.00783845j 2.42439e-14+0.00226575j 5.77048e-17-0.009912j -9.2228e-17+0.00020424j 4.04048e-17+0.00127771j -1.93474e-17+0.00555885j -3.03991e-17-0.00523014j 7.26962e-17-0.00234259j 9.69985e-17-0.0011483j 5.4999e-17-0.00258108j 1.0703e-16+0.014403j -2.03255e-17-0.000495252j 1.04722e-16+0.00730834j -5.94545e-17+0.00451769j -7.54335e-17-0.000353602j 2.96266e-18-0.010195j -2.72099e-17-0.00746614j -1.84158e-17-0.00875396j 4.13147e-17-0.00108367j 1.41339e-17-0.00363857j 4.25934e-18-0.00136933j -2.10413e-17-0.00292837j 7.27316e-17-0.00666517j -7.29603e-17-0.013053j 1.0085e-17-0.00752976j 2.17119e-17+0.00168672j 2.02202e-17+0.00478608j 4.63205e-17-0.00794835j 1.24533e-17-0.00221486j -2.53167e-17-0.00405424j 9.50797e-18-0.0035636j 7.83541e-18-0.00651626j -1.11248e-17+0.00521701j -2.4042e-17+0.00732274j -5.63998e-19-0.00311008j -4.28823e-18-0.0120625j 2.67241e-17+0.00220633j 4.76924e-16-0.0103732j -6.99287e-15-0.0153961j 
2.3713e-14+0.0502751j 1.54407e-15+0.0133334j -2.66778e-18-0.0105233j -2.88225e-17+0.0346654j 6.85245e-18+0.00346993j 1.68342e-17+0.014832j -1.99728e-17+0.0309885j -1.09696e-17+0.00651569j 1.69548e-18-0.0271291j -1.05051e-17-0.00775026j -1.79376e-16-0.0248901j -4.43688e-17-0.0327013j -5.36126e-18-0.0130988j 7.33543e-17-0.0379086j -9.50338e-18-0.00278545j -1.03665e-16-0.000908892j -1.60049e-16+0.0238328j -5.89884e-17-0.0198903j -1.98901e-16-0.0299725j -3.431e-17-0.00386666j 2.0581e-16+0.0143814j 7.06172e-17+0.00522077j -1.98373e-17-0.0213568j 1.21761e-16+0.0274627j 4.62443e-17-0.0269659j 7.16421e-17-0.0134431j -6.02754e-16+0.0147662j 1.2879e-15-0.0194198j -1.56889e-16-0.00654842j -1.40949e-16+0.00148623j -3.74286e-16+0.00449702j -1.49854e-15+0.0652234j 2.64803e-16-0.0130814j -5.5397e-16-0.00621432j -1.23455e-16+0.0167401j -8.1309e-16-0.00999469j -1.25262e-16-0.00817715j 1.30345e-14-0.00478273j -9.25883e-14-0.0291071j -8.98144e-14-0.0083304j -1.85556e-16+0.0362347j -2.39766e-16+0.00308323j 1.03715e-16+0.00119936j -9.97567e-17+0.00315142j 2.35922e-16+0.0271317j -1.30976e-15+0.0235446j -1.62301e-16-0.00181188j 1.41315e-17+0.00325559j -2.86944e-16-0.0378964j 1.21897e-16-0.00422353j -1.64437e-16-0.00483424j 1.65921e-16-0.0142242j 1.20411e-16-0.000724074j 4.36826e-17+0.0261236j 9.06201e-17+0.0245651j 9.54724e-17+0.0239772j -1.85753e-16+0.00606933j -2.00324e-17+0.0118148j -5.03406e-17+0.00389571j 6.17234e-17-0.0024604j -5.98585e-17+0.00474798j 3.25039e-16+0.0447816j -2.39226e-17+0.0274684j -2.57992e-17-0.00151987j -6.05246e-17-0.020609j -5.84829e-17+0.029668j 7.8381e-18+0.00785177j 1.09229e-16+0.014126j 8.34438e-18+0.0220057j -7.99805e-18+0.0190549j -2.92275e-17-0.0127254j 5.74056e-18-0.00742789j -1.68829e-17+0.0196886j 1.0225e-17+0.0403453j -1.37539e-16-0.0134916j -1.03479e-15+0.0320957j 1.54228e-14+0.0343252j 
-1.18857e-14-0.0266109j -7.98953e-16+0.0126996j -5.84538e-17-0.0212039j -2.25577e-17+0.0127382j -1.00729e-17-0.0189436j -2.80759e-17-0.0255245j -4.59042e-18+0.013608j -6.90605e-18-0.000284875j -4.13988e-17-0.0316751j -2.88792e-17-0.00821582j 4.60546e-17+0.0121932j -6.31984e-17+0.00773808j -1.26955e-17+0.020345j -2.40819e-17-0.0165374j -4.69537e-17+0.0220668j -6.6169e-17+0.0141493j 3.7006e-16-0.0200571j 2.15081e-16-0.0356233j -3.75569e-17-0.000615921j 9.26989e-17+0.00639495j 1.72993e-17-0.00586892j 5.60983e-19-0.0353774j 5.38353e-17+0.00923629j -3.88259e-17-0.00183124j -1.70862e-16-0.0298828j -7.39397e-17+0.00731901j -8.64492e-16-0.0397606j 5.55576e-17-0.0246764j -4.3951e-16-0.0164325j 1.23676e-16+0.0059848j -1.21995e-16+0.049609j 4.75576e-16-0.025231j -1.72151e-16-0.0233174j -1.16465e-16-0.0332313j 1.27427e-16+0.00745184j -9.2735e-16-0.0115465j 2.82107e-17-0.00353814j 8.64967e-16-0.000445328j 4.71004e-15-0.000523486j 4.31521e-15+0.00251285j -1.57896e-16-0.0133422j 2.30827e-15-0.0155536j 6.31665e-16-0.00912851j -6.02547e-16+0.0465268j 1.03673e-16+0.0483355j -8.59956e-16+0.0202702j 3.76582e-16-0.0215407j 5.06547e-16-0.0205417j 1.31457e-16+0.0138496j 1.06639e-16-0.00401289j 2.88867e-16+0.0297j 2.55382e-17-0.00719171j -9.34736e-17+0.00681975j -2.59628e-17-0.00357492j -2.91014e-17+0.0192056j -7.85673e-17-0.037721j -1.1468e-16+0.00944753j 6.99851e-17+0.00236641j -7.28029e-17+0.00181021j -5.643e-17-0.0271922j 2.05425e-16-0.0248282j -9.75223e-17-0.0179454j 1.26599e-17+0.013751j -1.33244e-17-0.00358144j -9.35557e-18-0.00874537j 1.22763e-16-0.0163095j 4.69518e-17-0.00212459j 3.72343e-17+0.00462074j 2.5184e-17+0.035846j 3.12298e-18-0.00402029j -3.65278e-17-0.00388608j -1.30205e-17+0.0199486j -6.03742e-18+0.0239133j 3.00268e-17-0.00203807j -1.16989e-16-0.0196536j 9.15024e-16-0.00484768j -1.34057e-14-0.0284632j 
7.77391e-15+0.014637j 8.63494e-16+0.0230245j -3.21701e-16-0.0174044j 6.51357e-16+0.0399819j -6.00672e-17-0.00361424j 4.76877e-17+0.00141952j 5.39914e-16+0.0317565j 8.75114e-17+0.00629114j -5.99429e-16-0.0333131j -1.55882e-16-0.0080452j -1.09452e-16-0.00404639j -4.01239e-17-0.000916466j -7.83235e-18-0.00055597j -4.6918e-16-0.0308451j 3.06776e-16+0.0191314j 1.88391e-16+0.0249645j 1.79763e-16+0.010827j -4.93851e-16-0.0316411j -4.62308e-16-0.0189722j 4.80964e-17+0.000242908j 2.61348e-16+0.00604711j -5.47099e-16-0.0312928j -8.07109e-17-0.00635423j 3.77658e-16+0.0170677j -6.08238e-16-0.0341486j -3.37842e-17-0.00250837j -9.38264e-16-0.00788017j 4.82892e-16-0.0239129j -6.13412e-16-0.0166579j 5.8292e-17+0.00472345j 2.60871e-16+0.0372716j -3.00294e-16+0.0383572j -2.69692e-16-0.0212505j -6.26743e-16-0.0163844j 1.29358e-16+0.00754425j -2.32375e-15-0.0224882j -6.25799e-16-0.0220038j 1.2594e-14-0.00485054j -8.48545e-14-0.0274644j -8.19698e-14-0.00661257j -4.14229e-17+0.0151711j 1.67505e-15-0.012198j 1.64459e-16-0.0146592j -1.38295e-16+0.0197765j 1.19331e-15+0.0469164j -1.67174e-15+0.0425205j -4.07805e-16-0.0215232j 3.19041e-16-0.00638121j -6.24427e-16-0.0261137j -3.08014e-17-0.000162137j 2.20972e-16+0.0125805j -1.56338e-16-0.0104292j 1.40243e-16+0.00788273j 3.22331e-16+0.014772j 4.13992e-16+0.0229877j -2.85547e-16-0.0150434j -2.89275e-17+0.0147898j 2.40954e-16+0.0135004j 1.35916e-16+0.0138864j -1.71967e-16-0.0108811j -9.66276e-17-0.00950093j 3.60383e-16+0.0144643j 3.3684e-16+0.0211221j -3.12022e-16-0.0158132j -4.97098e-16-0.0255148j -3.85378e-17-0.00570813j -8.37557e-17-0.00722408j 3.27244e-16+0.012354j 5.47534e-16+0.0304906j 2.7453e-16+0.015621j -2.22002e-16-0.0100141j 3.61197e-17+0.00290481j 4.56425e-16+0.0276991j 6.31035e-16+0.0354109j -5.03955e-16-0.019483j 4.86206e-16+0.0232915j -1.27903e-15-0.00118028j 
2.35463e-14+0.050865j 1.61462e-15+0.00380785j -5.88473e-18-0.00635192j 4.27929e-17+0.0196002j 4.00566e-18+0.00571801j -4.55379e-17+0.0270592j -4.56242e-17+0.0302269j 2.25332e-17-0.000872666j -1.73323e-18-0.0170952j 1.28256e-17-0.00756433j -7.20666e-17-0.0144406j 4.66516e-17-0.0153555j -4.09318e-18-0.0086033j 3.89624e-17-0.0193684j 6.3365e-17-0.00225545j -4.67408e-17+0.00151017j -3.9035e-16+0.0325873j -1.82351e-16-0.00532899j -1.05234e-16-0.0177513j -3.61056e-17+0.000466458j 1.19149e-16+0.00900229j -5.65585e-17+0.00116326j 2.63884e-17-0.0205056j 8.57244e-17+0.0305172j 1.08896e-16-0.0159652j 1.45937e-16-0.0123255j -2.61045e-16+0.0264546j 1.14791e-15-0.00944023j 3.25518e-17+0.010556j 1.64182e-17+0.00508005j -2.41673e-16+0.00524051j -1.45169e-15+0.0538237j 2.74118e-16-0.0114264j -2.88615e-16+0.0122327j -9.01902e-17+0.00173892j -1.3387e-15-0.0158249j -2.13759e-16-0.00874321j 8.63597e-15-0.00309543j -6.26023e-14-0.01939j -6.0604e-14-0.00588677j -1.9452e-16+0.0219398j 1.16108e-15-0.00677821j -9.4937e-17-0.00663375j 1.80523e-17-0.0156162j 1.13349e-16+0.018035j -8.69646e-17+0.00577815j -3.45199e-16-0.00644485j -3.799e-17+0.0088858j -3.05373e-16-0.0394822j 1.27509e-16-0.000640448j -1.94978e-16-0.0189353j 1.61941e-16-0.0113003j 1.96771e-16-0.00274323j -2.76529e-17+0.0298383j 8.1127e-17+0.0194269j -1.55783e-18+0.0140221j -1.11107e-16+0.00405365j -1.65248e-17+0.0114532j -2.36054e-17+0.00478121j 2.78587e-18+0.0051707j -2.19945e-16+0.0203267j 1.38917e-16+0.0280979j -1.21246e-17+0.0149j -5.8966e-17-0.00480268j -6.73526e-17-0.0152468j -1.04488e-16+0.01435j -2.71343e-17+0.00196668j 8.76203e-17+0.0122537j 1.81927e-18+0.013239j -2.08946e-17+0.0184184j 2.06127e-17-0.0190408j 9.60683e-17-0.021492j 2.79044e-17+0.00924423j 2.7054e-17+0.0293487j -9.85238e-17-0.00848529j -1.25245e-15+0.0256849j 1.83632e-14+0.040399j 
1.54423e-15+0.00189299j 2.36279e-15+0.0100463j 1.3213e-15+0.00550602j 3.56431e-15+0.0157282j 2.26543e-15+0.0098297j 6.17241e-16+0.00278617j -7.42276e-17-6.22319e-05j 1.27282e-15+0.00557077j 1.95276e-15+0.00821929j 8.66945e-16+0.00368676j -3.81824e-16-0.00171957j 1.52972e-16+0.0005597j -1.9951e-15-0.00875329j -1.52039e-15-0.00688438j 2.25049e-15+0.00977117j 1.96124e-15+0.00900078j 1.18147e-15+0.00574839j 4.54567e-16+0.00201107j -1.30878e-15-0.00571839j -1.04076e-15-0.00442013j 1.28578e-15+0.00538141j 1.99353e-16+0.00071534j 1.74016e-15+0.00736261j -6.97713e-16-0.0028475j -1.1317e-15-0.00511643j 8.16158e-16+0.00351858j 1.07962e-15+0.00513585j 4.23263e-18-0.000836813j -2.1356e-15-0.00901432j 5.95212e-16+0.00257129j -9.16813e-16-0.00377936j 3.94729e-15+0.0191341j 3.32967e-15+0.013883j 1.72783e-15+0.00753136j 8.68691e-16+0.00401881j 2.61567e-16+0.000821087j -2.06015e-15-0.00865263j 4.88615e-15-0.00205639j -3.95817e-14-0.0119805j -3.64701e-14-0.0029561j 1.7371e-15+0.0077879j 4.14771e-16+0.0052981j -1.24295e-15-0.0054451j -1.43915e-15-0.00652027j -5.64845e-16-0.00298853j 2.70972e-15+0.017177j 2.2568e-15+0.00961192j -4.55253e-16-0.00149106j -1.98677e-15-0.0088759j 1.79577e-15+0.00918575j -7.80294e-16-0.00272398j -1.97321e-18+0.000380296j 2.92369e-15+0.0126266j -8.65051e-16-0.00386061j -2.20182e-16-0.000742185j 1.78667e-15+0.00765026j 7.83369e-16+0.00387233j 3.07158e-16+0.00169195j 1.96755e-15+0.00865113j 2.59923e-15+0.0109828j -7.31663e-16-0.00296058j 2.01459e-15+0.00863049j 1.62584e-15+0.00722377j -3.06825e-15-0.0133139j -6.78119e-16-0.00307739j -7.52538e-16-0.00321475j -8.01118e-16-0.00352205j -3.96946e-16-0.00158713j -2.24546e-15-0.009583j 9.36699e-16+0.00421086j 2.20752e-15+0.00933626j -1.5425e-16-0.000722603j 1.12588e-16+0.000673226j 3.89759e-15+0.0172394j 1.06738e-15+0.00450591j 2.47048e-15+0.0101737j -3.93825e-15-0.0050348j 
-3.08652e-15-0.00645899j -2.03633e-16+0.00110869j 6.4655e-17+0.0120348j -3.10051e-17-0.00030491j 1.68885e-17+0.0128319j 2.99815e-17+0.0184867j -3.31238e-17-0.00501599j -1.69643e-17+0.000167974j 7.13887e-17+0.0211627j 4.2845e-17+0.00678166j 1.76996e-16+0.011928j 1.76141e-16+0.0346729j 4.38675e-17-0.00830853j 9.24288e-17+0.0243877j 7.43957e-17+0.0048082j -1.54949e-16+0.0239416j -3.3786e-16+0.0140523j -8.91979e-17+0.0218892j 1.54059e-16+0.0114001j 7.20562e-18-0.0013804j -7.38268e-17-0.00297027j -1.36987e-16-0.0144295j 6.32158e-17+0.00344791j -1.89197e-17-0.00364004j 1.78002e-16+0.0204958j 6.72003e-17+0.00309579j 6.49873e-16+0.0210953j -2.85288e-16+0.0198862j 2.96918e-16+0.00684538j 1.39241e-17-0.00207112j 2.24293e-17-0.0075891j -3.05504e-16+0.00712001j 7.42504e-17+0.00916936j 3.84723e-16+0.0260515j -1.57997e-17-0.0229322j -1.10003e-15-0.0112279j -2.82879e-16-0.0207596j 1.45979e-15-0.000674428j -1.56883e-14-0.00369884j -1.48717e-14-0.00269154j -1.248e-16-0.00823851j 8.78937e-16-0.00706374j -3.19894e-16-0.014704j 1.00871e-16-0.0345076j 1.04622e-16-0.0212764j -8.34785e-16+0.0082329j -3.67132e-16-0.00896208j 4.57525e-17+0.0137736j -4.56076e-17-0.0115154j -2.51515e-16+0.00920167j -1.38662e-16-0.0134209j -1.72803e-16+0.0112159j 8.55749e-18+0.00204774j 2.12703e-17-0.00311705j -8.5164e-17-0.0199189j -1.24331e-16-0.0106602j -6.277e-17+0.00357315j -5.97858e-17+0.00399866j -3.59696e-18+0.01468j 2.20337e-17+0.0199259j -9.97887e-17+0.0139105j -2.32056e-16-0.0153611j -5.98916e-17-0.0227232j -3.83786e-17-0.0180503j 3.55357e-17-0.00338084j -5.39642e-17-0.0294669j -2.51571e-17-0.0205089j -2.82249e-17-0.00367893j -6.22448e-17-0.0243866j -1.56843e-17+0.00599554j 3.64527e-17+0.00177486j 9.31469e-19-0.0140411j -3.49931e-17-0.0125303j -6.38405e-17+0.00442903j 8.92249e-17+0.010645j 1.83194e-16+0.000570915j -3.74832e-15-0.0075699j 
-2.15641e-14-0.0461573j -1.08718e-15+0.0188466j 3.27231e-16+0.0164407j 2.56929e-16+0.0163416j 2.44669e-16+0.0158262j -1.85108e-16-0.00825048j -3.69803e-16-0.0223964j 1.77055e-16+0.0113352j 5.14804e-16+0.0311597j 2.56289e-16+0.0147382j 4.04587e-16+0.017915j 5.88339e-16+0.04059j -1.24877e-16-0.0109119j 2.12502e-16+0.0169114j 4.07761e-16+0.0236509j 2.62697e-16+0.0373254j -2.72327e-16-0.00995865j 1.73798e-16+0.0129517j 2.2766e-16+0.0107115j -1.27534e-16-0.00786146j -1.85267e-17-0.00136544j -3.2062e-16-0.0215873j 5.57042e-16+0.0285181j -6.03784e-16-0.0302795j 1.34137e-16+0.0132948j 1.94876e-16+0.0172235j 1.40794e-16-0.00540026j -6.58564e-16+0.0152058j -5.25855e-16-0.0239022j -8.62974e-17-0.00291389j 2.10978e-17-0.00452447j 2.3181e-16-0.00629961j 4.37269e-16+0.0279528j 4.32054e-16+0.0106044j -2.0284e-17-0.0108205j -5.96261e-17+0.000273004j -6.0068e-16-0.0269676j 4.59309e-15-0.00207913j -3.31691e-14-0.0103783j -3.19127e-14-0.00305448j -1.31659e-16-0.0100549j -8.71145e-16+0.00502263j -2.08555e-16-0.0157392j -3.30921e-17-0.0125313j 7.81343e-17-0.0219551j -2.37663e-15+0.0397964j 2.06546e-16+0.00392983j -2.05772e-17-0.00135005j 3.9733e-16+0.00832374j -4.37607e-16+0.0185292j 1.68229e-16+0.0100524j -1.84207e-16+0.0167508j 2.43703e-16+0.0221903j -4.08498e-16-0.0312684j -5.43993e-16-0.0278546j -2.38307e-16-0.0154941j -1.38609e-17+0.00904668j -1.4094e-16-0.000828861j 3.10611e-16+0.022714j 3.70848e-16+0.0202862j -2.99009e-16-0.0170301j -4.01166e-16-0.0206206j -1.73585e-16-0.0154358j -4.80613e-16-0.0311426j 4.03831e-17-0.00174224j -4.61599e-16-0.0408094j -2.92554e-16-0.0246897j -2.74501e-16-0.0121317j -5.13267e-16-0.0332084j -5.11232e-17-0.00183924j 5.65379e-16+0.0286769j 1.96053e-16+0.0112172j -1.27938e-16-0.0074895j 1.29359e-16+0.0107841j 3.26532e-16+0.0151671j 1.5886e-15-0.00245085j -2.55859e-14-0.0518982j 
1.03083e-14+0.0251661j 9.827e-16-0.0378429j -1.54054e-16+0.00516823j 3.76747e-16-0.054023j -7.13504e-17-0.000944657j -2.54421e-16+0.024626j 6.95814e-17+0.00342078j 1.49202e-16-0.0283077j -2.53098e-16+0.0190824j -3.18993e-17-0.0075524j 1.44116e-17+0.0178308j -8.44175e-17+0.00161147j -6.50476e-17+0.0245331j -4.07836e-16+0.0272663j 1.16504e-16+0.0001769j 4.19548e-16-0.0357922j -4.23054e-16+0.0209889j -5.02665e-16+0.0307956j 1.90182e-17+0.0251774j -5.11252e-17+0.0164648j -1.52931e-16-0.0103401j -1.95702e-16+0.0242926j -4.42317e-17+0.00547456j 3.50663e-17+0.0184746j -1.16773e-16+0.00532762j 1.21586e-16+0.00204537j 3.23585e-16+0.0226837j 1.39055e-16+0.00649149j 3.58659e-16+0.0576557j 7.43938e-16+0.0246493j 6.19559e-16+0.00394268j 4.83409e-16-0.0412564j -4.68014e-17+0.0127738j 4.43304e-16+0.0465473j 1.12222e-16-0.0145598j 3.72872e-16+0.00311187j 1.77176e-16+0.0355276j -1.78082e-14+0.00711949j 1.32231e-13+0.0399332j 1.28027e-13+0.0137507j 3.29326e-16-0.0366769j 2.8977e-15-0.0195001j -3.36702e-16-0.00861702j 5.30942e-16-0.0294458j -5.55249e-16-0.0106306j 6.28356e-15-0.0867501j -8.5132e-17+0.0184495j -6.04063e-16-0.00303029j -1.13258e-16+0.00530937j 7.41266e-17+0.010021j -2.1873e-16-0.047262j 1.55013e-16-0.00968742j 3.12639e-16+0.00223027j -1.34759e-16+0.019425j 2.4877e-16+0.0158389j -3.97276e-17-0.00349548j 3.8513e-16-0.0152416j 7.85937e-17-0.00999429j 8.41237e-17-0.0187873j -2.59239e-16+0.0121666j -5.11884e-16+0.0437221j -1.38774e-16-0.0292572j 2.38947e-16-0.000598319j -7.39514e-18+0.00869362j -1.32526e-16+0.0327178j 1.58273e-17-0.0059143j -3.97745e-17+0.0155417j -8.98433e-18-0.00441015j 2.07081e-16-0.00798269j 1.36695e-17-0.0112055j 7.59133e-17-0.019611j 3.22288e-16-0.0401567j 3.00449e-16-0.0264376j 2.11468e-16-0.0400809j -2.73462e-17+0.0108451j -1.36599e-15-0.0178903j 2.20002e-14+0.0454747j 
-2.84826e-14-0.065452j -2.31195e-15+0.0388317j 9.80661e-17-0.011357j -4.32134e-16+0.044046j 8.66948e-17-0.0121706j 4.78474e-16-0.0619813j 1.39472e-16-0.0175075j -2.33728e-16+0.0261662j 1.75086e-16-0.0211024j -6.96753e-17+0.00662739j -1.94156e-17-0.00549702j -4.33935e-17-0.00925106j 4.71446e-17-0.00380869j 3.3171e-16-0.035387j -2.28846e-16+0.018079j -3.01632e-16+0.0225404j 1.20752e-15-0.0553158j 8.01733e-16-0.0476005j -1.59188e-17-0.0174708j 1.43424e-16-0.0125779j 1.1202e-16+0.00473713j 3.16967e-16-0.0234661j -9.16471e-17+0.0220034j 1.05552e-16-0.0393045j -1.50895e-16-0.0241245j -3.53222e-16+0.013294j -6.72194e-16-0.0661709j -5.72752e-16-0.0232555j -4.58645e-16-0.0711486j -4.05132e-16-0.014978j -3.21827e-16+0.0173287j 1.02024e-15-0.0125412j -2.43317e-16-0.00323569j -1.12657e-16-0.0696824j -1.42332e-16+0.0327676j 1.11485e-15+0.0143407j 1.77711e-16-0.0134742j 1.02636e-14-0.00429002j -6.5889e-14-0.0219926j -6.42907e-14-0.00481434j -1.47805e-16+0.0156117j -3.54624e-15+0.0226429j 7.26683e-16+0.012546j -9.92502e-16+0.0734216j 4.11017e-16+0.0272045j -5.6722e-15+0.0775175j 7.52711e-16-0.00180848j 6.63033e-16-0.0259004j 2.2002e-16+0.0344698j -2.10344e-16-0.00595482j 8.97195e-17+0.0697964j -2.50752e-16+0.00524187j -4.61858e-16+0.0148252j 3.66034e-16-0.0416013j -1.55415e-16-0.00492334j 1.00603e-16-0.0111269j -3.10527e-16+0.0131456j 9.87569e-18-0.0023878j -8.12015e-17+0.00835166j 3.25687e-16-0.028791j 9.9127e-16-0.0721587j 1.23698e-16+0.00908255j -1.79984e-16+0.0179091j 2.84943e-17-0.00415173j 1.39028e-16-0.0154378j 1.0303e-16+0.0028586j 7.48795e-17-0.00247625j -2.23704e-18-0.00374278j -1.36738e-16+0.0192277j 8.7042e-17-0.00911352j -2.65165e-16+0.03582j -6.18965e-16+0.0647833j -3.27329e-16+0.0318611j -1.51276e-16+0.0174224j 1.62694e-17-0.0129358j 2.49931e-15-0.000911199j -3.6622e-14-0.0782451j 
9.44081e-15+0.0193225j 7.12519e-16+0.0256879j 1.33026e-16+0.0147338j 9.09504e-17+0.0471564j 3.68056e-17+0.0260049j -1.31274e-16+0.0375258j -1.61606e-16+0.00509056j 7.88024e-17+0.023497j 1.0643e-16+0.00851647j 1.35755e-16+0.0132157j -6.10486e-17-0.0179674j 3.21139e-17+0.0343721j 1.93115e-17-0.0487674j 7.5172e-17+0.0113536j 1.3425e-16-0.0198425j -5.53911e-16+0.0576744j -8.29095e-16+0.0321472j -3.00083e-16+0.0166345j -1.41687e-16-0.0167033j -1.23942e-16-0.0181932j 2.04382e-16+0.0111805j -5.6216e-17-0.0265052j 1.70238e-16-0.0319183j -1.35638e-16+0.00424877j 2.50517e-16+0.0378371j 1.7225e-16-0.0162742j 6.58928e-16+0.0492814j -1.83548e-16+0.0327245j -1.21301e-16-0.0214981j -9.51668e-16-0.0322591j -6.76926e-16-0.0382082j -1.79823e-15+0.0930348j 3.47033e-16-0.0107146j -6.07937e-16+0.0127618j 1.86203e-16-0.028248j -2.54599e-15-0.0277982j -7.56577e-16-0.0654175j 2.16135e-14-0.00854547j -1.77855e-13-0.0501802j -1.71197e-13-0.0219075j -2.2413e-16+0.0437054j -9.69158e-16+0.00766924j -4.24292e-16-0.00713702j 5.15434e-16-0.0566335j 8.83769e-16-0.0335568j -5.52914e-15+0.0777931j -9.21154e-16-0.0371239j 2.91676e-16+0.0467371j -1.80578e-16-0.0545298j -1.27159e-16-0.00524811j 3.56066e-16-0.00125573j -2.52177e-16+0.0226341j -4.66696e-18-0.0206538j -9.18676e-17+0.00577173j -1.75481e-16-0.0431923j 4.58539e-17+0.0131071j -3.29524e-16+0.0148346j -1.54525e-16+0.0229881j -3.80009e-17+0.0357341j 3.91909e-17+0.0263659j -4.1045e-16+0.0106668j 2.81427e-16+0.0315583j -3.69069e-18-0.039726j -4.33212e-17-0.0235757j -1.53182e-17-0.0439285j 6.48447e-17-0.0139524j 6.18558e-17-0.04167j 6.04989e-17+0.00811413j -8.15698e-17-0.0296504j -5.47197e-17+0.0341767j 2.18347e-16-0.000570749j 2.23952e-16-0.00826143j -7.61251e-18+0.000702932j 2.20138e-17+0.0550952j 4.93023e-18+0.0049186j 1.06702e-16+0.032326j -3.02538e-15-0.00351547j 
-2.1976e-14-0.0470833j -1.36271e-15-0.00311257j 1.00957e-16+0.0268195j 1.52545e-16-0.0150569j 5.2731e-17+0.00458379j -1.67957e-17-0.0424051j 1.49192e-17-0.0718262j 7.38938e-17+0.0255422j 1.14393e-16+0.0364817j 8.12269e-17+0.0241874j -1.34064e-16-0.0326259j 1.17586e-16-0.0354882j -2.79636e-17-0.0335802j 3.3613e-17+0.0120734j 1.07829e-16-0.0554347j 5.16572e-16-0.0312237j 5.29544e-16-0.0556055j 1.70047e-16+0.0187679j -5.96e-17-0.00517596j -1.59241e-16-0.024449j 4.49714e-18+0.0066012j 4.23766e-18+0.0601051j 4.40368e-17-0.00284765j -3.52444e-16-0.0562137j -1.68436e-16+0.0587462j -1.25975e-16-0.00431437j 6.4669e-16-0.0166669j -2.03757e-15+0.0336664j -4.32279e-16-0.0430791j -1.12799e-15-0.0450905j 2.67259e-16-0.0977167j 1.63654e-15-0.0190459j -2.28021e-16+0.0267037j -6.291e-16-0.0400544j -2.55198e-17+0.0215212j 4.79702e-15+0.057403j 1.90919e-16+0.0176602j -3.89309e-15+0.00120017j 6.89917e-15+0.00633121j 7.09111e-15-0.00378062j 5.30947e-16+0.0322449j -9.60574e-15+0.0650507j -4.72776e-16+0.0603837j 8.67218e-16+0.0107858j 1.82449e-16-0.0844546j -1.61927e-15+0.013647j 1.81586e-16+0.0355964j -4.56494e-16+0.014501j 4.92078e-16+0.0515924j 1.88533e-16-0.0212331j 7.74854e-16+0.0384167j -8.60879e-17+0.0279753j -2.37494e-16-0.0259421j -1.63617e-16-0.0523453j -2.6492e-16-0.0599458j 5.81417e-17+0.0619349j 3.7056e-16-0.0174272j -7.35515e-18-0.0188811j 3.51085e-16-0.0178278j 1.73837e-16-0.00140823j 1.02035e-16-0.0418176j 3.10104e-16+0.0319067j -6.51105e-17-0.0292822j -8.74706e-17+0.0402569j -4.48406e-18+0.0146856j -2.98485e-16+0.0546561j -1.82576e-16+0.0133954j -1.78218e-16-0.0179068j -9.29888e-17-0.0448762j 5.48353e-17-0.020754j 1.67136e-16+0.0467742j -3.68374e-17+0.053298j -1.15196e-17-0.020129j 9.06561e-17-0.0226361j 2.04064e-16+0.0239058j 1.26592e-15-0.0227328j -1.84979e-14-0.0399161j 
