-0.010486-0.0106698j -0.00664445+0.00219329j -0.00822654+0.0169258j 0.000617364+0.00648904j 0.00518132-0.00245937j 0.0114393-0.00843754j -0.00979611+0.0112913j -0.000543898+0.00244986j -0.00406719+0.000869411j 0.00944849+0.00602308j -0.00664408+0.00142404j 0.00615791+4.79885e-05j 0.016426-0.000532198j 0.0157818+0.00565775j 0.0112084-0.00930676j -0.0190653-0.00833786j 0.007759-0.000390811j -0.0125506-0.00108861j 0.00895507+0.000483046j 0.0144314-0.0111819j 0.00402471-0.0117131j 0.0237437+0.00466744j -0.00374505-0.0196299j -0.00391693+0.0126636j -0.02693-0.0148535j 0.0231838-0.0232807j 0.00786415-0.0210277j 0.00412439+0.00316048j 0.00712964-0.00612677j -0.00153989+0.00945861j -0.0130866+0.000735612j 0.00152837+0.00329796j -0.00653568+0.00780501j -0.014793+0.00078812j -0.0111727-0.008808j 0.000214555+0.0067515j 0.00493862+0.00976228j -0.00749637-0.00409053j -0.00756339-0.00106963j -0.0137262-1.93252e-05j -0.00742326+0.00357803j 6.06608e-05-0.00488157j 0.00465613+0.00878069j 0.00425502+0.0036686j 0.000947318+0.000811282j -0.00285832-0.000718951j -0.00274112-0.00496291j 0.00297928-9.58501e-05j 0.00649494-0.00977065j 0.00939303-0.010343j -0.0058263+0.00819605j -0.00179694-0.000275121j -0.00618229+0.0108157j -0.00330146+0.00997107j 0.00374093-0.00110897j -0.00585445-0.00531229j 0.000494407+0.00131871j -0.00412709-0.00860901j -0.0148578-0.00212305j -0.00210783-0.0208139j 0.0184497+0.00581229j -0.0237879-0.00146181j -0.0244832-0.0358935j 0.00946589+0.0166858j 0.0186831-0.0168185j 0.0154765-0.00671204j -0.0143693+0.0322353j -0.0138669+0.0166986j 0.00284785+0.0032019j -0.00247721-0.000379968j -0.00428354-0.00569823j -6.50086e-05+0.00128297j 0.0124702+0.0104604j 0.000631623+0.00233928j -0.00626058-0.00103252j 0.00288389+0.000836648j 0.00472484-0.00442958j 0.00425414+0.00283347j 0.0100449+0.000388277j 0.00361497+0.00586267j 0.00315863+0.00881531j 0.0029458-0.00401192j -0.0129827+0.00644743j 0.00124342+0.00783346j -0.00503842-0.00309242j 0.0161556-0.00638308j 0.000126327-0.0174898j 0.0103326-0.0175168j 0.00154518+0.0389416j -0.0114401-0.0147751j 0.0279021-0.0399701j 0.0372639+0.0218818j 
-0.00899684-0.00303387j -0.00346943-0.00366321j -0.00934862+0.00402539j -0.00690464-0.00249195j 0.00847147-0.000494667j -0.0205761-0.0102553j 0.00681316+0.00339383j -0.00615527+0.00254248j -0.00637439+0.00988483j 0.014956+0.00114055j -0.00955527+0.00218377j -0.00846975+0.0035051j 0.00124183-0.00937424j -0.00608179-0.00114521j -0.018226+0.0138638j 0.00154447-0.0084463j 0.000661117+0.00593662j -0.00417885-0.0158831j -0.00306056-0.00561892j 0.0196282-0.000701727j 0.00357809+0.0120946j -0.0106344+0.00307024j -0.0109082-0.00861744j 0.029749+0.0183075j -0.00627923+0.00754294j -0.00353258-0.00705697j -0.00997981-0.00149251j -0.000627632-0.00650686j 0.0125717+4.58779e-05j -0.00118159+0.00257731j 0.000871101+0.00581709j 0.0104984+0.00161291j -0.00375695-0.000700467j -0.0124955+0.00386116j -0.0175071-0.00480419j -0.0112215+0.00764059j -0.00838429-0.00252945j -0.00528342+0.00297393j -0.00541042+0.00227162j -0.00385793+0.0023578j 0.000806479+0.0008125j 0.00622178-0.0085858j -0.00703897+0.0153791j -0.00145391+0.00239499j -0.00641685+0.0058647j -0.00749697+0.000566416j 0.00173709+0.016286j -0.00921441-0.00885889j 0.00299548-0.00308461j -0.017932-0.00803083j 0.00446315+0.000597337j -0.00185277+0.012488j 0.0152691-0.000647191j 0.012891+0.0183682j -0.00949351-0.00240144j 0.00533299+0.000825096j 0.0134146-0.00326481j -0.0127389+0.00671777j -0.0155415+0.00518918j -0.00309193-0.00255805j -0.0135387+0.0259855j 0.00695186-0.0116517j 0.00750933-0.0160023j -0.0232655-0.00948295j 0.0156878+0.0122718j 0.011554+0.0249773j -0.00888052-0.00705144j -0.00419909-0.000324722j -0.00952239-0.0112733j 0.00362754+0.0125276j -0.00186586+0.00741343j 0.00116451+0.00160824j 0.00768466-0.00822475j 0.00533021+0.00279032j -0.00225154-0.00253265j -0.000173542+0.00276233j -0.00164275+0.000857617j 0.00434986+0.011755j 0.00309761+0.00170236j -0.00137236+0.000271107j -0.00656486+0.00523866j 0.00577074+0.000183767j 0.00361229-0.00556341j -0.0046289-0.00787232j -0.0084626+0.00015028j -0.00291044-0.00749972j -0.0105491-0.00858561j -0.0121094+0.0155149j 0.00886484+0.0241767j -0.0118586+0.00964816j 0.00232037-0.00017577j -0.00640165+0.00586786j 
0.000282778-0.0024369j 0.00315205-0.000294923j 0.0168199-0.000900256j 0.00283715-0.000358795j -0.0133764+0.00701434j -0.0197778-0.00309588j -0.00426217+0.00180216j -0.00877174-0.00101453j -0.00188768-0.00874766j 0.00471363-0.000471023j -0.0101103-0.0103535j -0.0217363-0.0042412j -0.00896134-0.00162006j -0.00423756+0.00378349j -0.00554346+0.00195417j 0.00644825+0.00618562j -0.0301017-0.00038961j 0.0126671+0.0139273j 0.0038045+0.00464687j 0.00450663+0.0059823j 0.000715154-0.0124942j -0.00926822-0.0076098j 0.00387989-0.0113132j 0.000385278-9.83803e-05j -0.0047883-0.0245639j -0.00106412-0.00479559j 0.01097-0.0176651j 0.00698441+0.00237649j 0.00583348-0.000494718j -0.00509779-0.00511939j -0.0131628+0.00525381j -0.00849883-0.00443548j -0.0030939-0.00463585j -0.00433498+0.000651828j 0.0136106-0.00425034j 0.00764411+0.00473258j 0.0195313+0.0036358j 0.00956525+0.00287962j 0.000179793+0.00222621j -0.00523844-0.00732328j -0.00255512-0.00322572j -0.00655971-0.00676657j -0.0034431-3.62528e-05j -0.00707266+0.00323586j 0.0154411+0.00391402j -0.00118048-0.00468112j -0.00506669+0.00132786j 0.0182333+0.00630283j -0.0135212-0.000315295j 0.0110867-0.0133381j -0.00335675+0.00113207j 0.000929284+0.0119361j -0.00824505+0.00662671j -0.0163573-0.000386823j 0.0113503-0.00659628j -0.00602836+0.00349829j -0.0260923+0.00621513j -0.0180992-0.00257862j -0.00394988+0.0215429j -0.00932558-0.00757614j 0.0119505+0.0246957j 0.00978566-0.00589977j -0.00152111+0.0164298j -0.00598178-0.0152225j -0.00870005+0.00561946j -0.00492202+0.0062836j -0.00831085-0.00744631j -0.00188916-0.00700896j 0.00440712-0.000309596j -0.00271839+0.000952988j -0.00362817-0.00285874j 0.00143629+0.000605842j 0.00255676+0.00301132j 0.00354863+0.00152965j -0.00314279-0.0061155j -0.00159374-0.00129j 0.00053433+0.00598979j -0.00566108-0.000387503j -0.00272323-0.0010173j 0.00190258+0.00350338j 0.00453689-0.000615951j -0.00429355-0.0026572j -0.00638186-0.00795486j 0.00546413+0.00959017j -0.00760714+0.00573745j 0.00648545+0.021061j -0.0038513-0.00669405j -0.0114441-0.00372773j -0.0112487+0.0298961j -0.013116+0.00704777j -0.00367378+0.000192368j -0.00132251-0.00715789j 
-0.00157366+0.00101308j -0.00490797-0.00284723j 0.00436027+0.00507075j 0.0103176+0.00387653j -0.000766944-0.00238955j 0.00491318-0.0023848j -0.00429213-0.00561305j -0.00638689-0.00375921j -0.00843415+0.00139174j -0.0086352+0.0135901j -0.0227498+0.00157641j 0.00215791-0.00591749j 0.00387824-0.000331331j 0.0263217+0.00586975j -0.00272427-0.00390988j -0.00137489-0.00469988j 0.000471172-0.00750172j 0.000203681+0.00748728j -0.00262473+0.00290309j 0.013194+0.00749381j 0.00292588-0.00323636j -0.0257222-0.0184077j 0.0117325+0.00413193j -0.0113672+0.00438644j -0.00273918+0.00235548j -0.00105721-0.000841998j 0.00199141+0.00205059j 0.00121201-0.00164583j -0.0116187-0.000619315j -0.00205568-0.00945957j 0.0051843+0.000768819j 0.00380825-0.00437849j -0.0110775-0.00706762j 0.00474489+0.0050369j 0.00252914+0.000989318j -0.00230748-0.00550505j 0.00813235+0.00846463j -0.00899879-0.00266462j -0.0144274+0.00523573j -0.00656532+9.83791e-05j -0.0059523+0.00163014j -0.00429308+0.00186406j -0.030485+0.00378917j 0.0193623+0.0033228j 0.0116654+0.00180257j 0.0433386+0.0046506j 0.0165982-0.00805434j 0.00450365+0.00507774j 0.0155554-0.00866936j -0.0125598-0.00089696j 0.0258942-0.00196998j -0.00117785+0.00072384j 0.00508091-0.00737045j 0.000147419+0.0015271j -0.025244-0.013015j -0.00911476-0.00605675j 0.00997808+0.00786951j 0.00022208-0.00662766j 0.00493627-0.00156646j 0.00926-0.0137357j -0.0100571+0.00375855j -0.0166496-0.00385308j 0.0131205-4.71082e-05j 0.0102338-9.19705e-05j -0.00438249+0.00320995j -0.00363973-0.00296755j -0.00291133+0.00579583j 0.00578792+0.000721496j -0.00354477+0.000194203j -0.000537896+0.000848536j -0.00363754+0.00149008j 0.00380037+0.000367418j 0.00387262-0.00108723j -0.00624728-9.90225e-05j -0.00624854-0.00110032j 0.00237446-0.000964913j 0.00270307+0.00101508j 0.00334257+0.00211623j 0.000856029+0.00117447j -0.00102105-0.000238606j -0.00627297-0.00135332j 0.00748176+0.00042416j 0.00679734+0.000840399j 0.005178+0.0062494j 0.00441218+0.012591j 0.00192445+0.0013092j 0.00910889-0.000143888j -0.00108401-0.0103684j -0.00289234+0.00109421j 0.00146816-0.00650623j 0.00266137+4.28441e-05j -0.00226542+0.00451777j 
0.000731265-0.00142332j 0.00457836+0.00306708j 0.00505595-0.01103j -0.00154547+0.00498505j 0.01169+0.00966016j -8.84563e-06-0.00139843j 0.00947615+0.00174403j 0.0129543+0.00452828j -7.98269e-05-0.00154997j -0.00567909+0.00117414j -0.0096817-0.0012395j -0.00136089+0.000650249j 0.0111726+0.00367661j 0.0114791+0.00657315j -0.00023855+0.0107041j -0.00464522-0.00423273j 0.0193014-0.00496794j -0.00109202-0.0054648j -0.0165016+0.00142515j 0.00735711+0.00894961j -0.000605455-3.44407e-06j -0.0204261+0.00183675j -0.00199407+0.00695487j 0.026108-0.00231339j 0.00892145-0.0115826j -0.00292408-0.00103132j -0.00728713+0.0038839j 0.0112356-0.00251681j -0.00142195+0.00245028j -0.0071522-0.000614516j -0.0170612-0.00833948j 0.00493661-0.00724154j -0.000894959+0.000687747j -0.00658958-0.00753353j 0.000797115-0.00329461j 0.00859123+0.004156j -0.00245922-0.00559103j 0.00322243-0.00403273j 0.0115416+0.00252798j 0.0193938-0.000564457j -0.00491105+0.0079398j -0.00616557-0.0095866j 0.00295514+0.00632852j -0.014679+0.000449j 0.0163916-0.000318684j 0.00324074+0.00810118j 0.00356755+0.00255577j 0.0122464-0.00157806j -0.0260378+0.00413096j 0.0032536-0.00135436j -0.008511+0.00622991j -0.00651908-0.00179317j -0.0194374-0.0002228j -0.000838288+0.0108161j 0.0253598+0.00997535j -0.00424355-0.00501197j -0.011715+0.0041454j -0.0110246-0.00554805j -0.00718004-0.00303325j -0.00776082-0.00635543j 0.0212786-0.00453932j 0.00656419+0.0192985j -0.0161991+0.000509945j -0.00166855+0.00470934j 0.00381511-0.026598j -0.00776667-0.00495018j 0.0039364+0.00592143j 0.00733418+0.00193603j 0.00760046+0.0041784j -0.00270189-0.000604586j -0.00231011-0.00052664j -0.0061451-0.000350182j -0.0015116-0.00270135j 0.000355864-0.00495813j 1.7687e-05+0.00160283j 0.000133973-0.000109475j -0.00101158-0.000468752j -0.00382688-0.00673983j -0.00161322+0.000834667j -0.000565747-0.00212057j 0.00699172-0.00237706j -0.0079946-0.00119442j -0.00630104+0.00255247j 0.0100147+0.00363654j 0.00331409-0.00479834j -0.0105007-0.00452238j -0.0020579-0.0127134j 0.00783421-0.00200489j 0.00305877-0.00833305j 0.007883-0.00200515j 0.00596803-0.00583774j 0.00857071+0.00040584j 
-0.0125567-0.000702075j -0.00154361-0.00318317j -0.0111832-0.000358647j -0.00754899-0.00774067j -0.0129069+0.00317658j 0.00381008+0.00142197j -0.00232827+0.00642262j 0.00633515-0.0044496j 0.0111133-1.41697e-05j -0.0121305+0.00470228j 0.0131287+0.00365219j -0.00367812-0.00317055j -0.00178098+0.00035556j 0.0158761-0.00289412j 0.00483591+0.00258889j -0.00684126+0.00377671j 0.01271+0.000579586j -0.0112257+0.00626801j -0.027762-0.00104632j 0.00375636+0.00487901j 0.00434773-0.00295547j 0.00220692-0.00158174j 0.00209822-0.00518166j 0.0038924-0.00117648j 0.0167754+0.00591823j 0.00694269+0.000989359j 0.00976553+0.00113183j -0.00811277+0.00231964j 0.00075221-0.0103459j 0.00706424+0.0114107j 0.00668785-0.00178606j 0.00616556+0.00608273j -0.000214357+0.00133055j -0.00443034+0.0168579j -0.00312248+0.00704016j -0.00138168-0.000633328j 0.00660344+0.0082461j -0.00584986+0.00563782j 0.00154997-0.00403189j 0.0022393-0.000245688j -0.0171895+0.00496539j -0.00177884-0.0080302j 0.00316962+5.20396e-05j 0.00458746-0.0132382j 0.00204665-0.00691403j 0.00984469-0.00804524j 0.00352327+0.0121718j 0.00455413+0.00225323j -0.0186141+0.0151724j 0.000515929-0.00429261j -0.00869659+0.00390803j -0.00439144+0.000374224j -0.00263004+0.000296574j -0.0102957+0.00391599j -0.00801641-0.00265185j -0.00331942-0.00308926j -0.018221-0.0103203j -0.00212708+0.0108969j 0.0116527-0.0117642j 0.00684449+0.0123656j -0.00785468+0.00623642j -0.00956973-0.0226634j 0.000907763-0.0118901j -0.0093604-0.0024406j 0.000702769+0.0126073j 0.00595544+0.00363007j -0.000592089-0.00510016j -0.0182354+0.00483175j -0.00555672-0.000983556j 0.00370419-0.000284971j 0.000973046+0.000552339j -0.00023352+0.000201509j 0.00222248+0.00088932j 0.0109367-0.00307113j 0.00196821-0.00113167j -0.00335433-0.000945801j 0.000680515-0.00472385j 0.00863679+0.00649997j 0.000980702-0.000442549j -0.00462917-0.000263052j 0.00196275+0.00590883j -0.0167514-0.00403022j -0.00764361+0.000633143j -0.00605217+0.000786721j 0.000960893-0.00395255j 0.000250683-0.00211746j -0.00160089+0.00571626j -0.00324271+0.00558372j -0.00446527+0.0120112j -0.00354756+0.00174604j -0.00487572-0.0102036j 0.0010626+0.000939947j 
-0.00227513+0.000233498j -0.0022882+0.000655085j -0.00100935-0.000217354j 0.0117185+0.000233439j -0.00498058+0.00445555j 0.00416803+0.00273048j -0.00255665+5.00984e-05j 0.00882798-0.00516164j -0.00409931-0.00349785j 0.000126683+0.00938718j -0.0258985+0.00658363j 0.0128471-0.00426382j -0.00447023+0.00406233j -0.00632721-0.00178749j -0.00658532+0.00599071j 0.0121325+0.00410785j 0.00765747+0.00891923j -0.0166443+0.00310068j 0.0127473+0.00225194j 0.00576517-0.00453189j 0.0126288+0.00527061j -0.032604+0.00115371j 0.0164166+0.00216514j 0.00239185-0.00545462j 0.00568219-0.000312921j 0.00854293-0.000405513j 0.0152796-0.00156911j -0.00057182+0.00062114j -0.00674999-0.00684576j -0.00638326+0.00176762j -0.00392855-0.00302523j -0.00877923-0.00101412j 0.00608617-0.00542909j 0.00751592+0.00733678j 0.00191667+0.00374267j -0.000690625-0.00605954j 0.00316131+0.00624722j 0.0114866+0.00359342j 0.0130329-0.00668256j 0.00229128+0.0077611j -0.000829926-0.000736019j 0.00977906+0.00402058j 0.0287825+0.0052539j 0.00222506+0.00125295j -0.0229821+0.000332962j -0.0304802-0.00158824j -0.0232396-0.00563962j -0.0068845+0.0024717j 0.00359862-0.000792338j 0.0180243-0.00375859j -0.0213533-0.00619388j 0.000372312-0.0020729j -0.00893366-0.00955596j -0.00258746-0.00382376j 0.00224816-0.00405146j 0.013102-0.00368196j -0.0138687+0.00281813j 0.0034678-0.00485849j 0.0103246+0.00173147j -0.00602316-0.0097617j 0.000532062-0.000422124j -0.00794887-0.00371535j -0.00333819+0.00472662j 0.00299636-0.00352581j -0.00316025+0.000205557j -0.000554863-0.0030826j 0.00118216+0.00276072j -0.00455589+0.00258984j 0.00104558+0.0020128j 0.00277524-0.00497078j 0.000402619-0.00188269j -0.00269851-0.000511784j 0.000400021+0.00289481j -0.00439347+0.00186261j 0.00159538+0.00154088j 0.00125386+0.0028462j 0.00271214+0.000216947j 0.00295156-0.00275637j -8.62554e-06+0.000414053j 0.0048594+0.00411027j 0.00206086-0.000311012j 0.0045509-0.00185221j -0.00612938+0.00220746j -0.00495051+0.000533911j 0.00602549+0.00413524j 0.00369418+0.00514925j 0.000683982-0.00436516j 6.80374e-05-0.00867177j -0.00534291+0.0112565j 0.000226249-0.00338725j 0.0024284-0.00934866j 0.00730267-0.000741587j 
0.00255793+0.00115733j -0.00228635-0.00109503j 0.00099439-0.00122125j 0.00607192+0.00108431j 0.00146828-0.0010376j 0.00159821+0.000266216j -0.000474368-0.00413129j -0.00470972-0.00106922j -0.00886245+0.00225791j 0.0079818-0.0019859j -0.00881808-0.00111517j 0.0100489+0.000544049j -0.000185567-0.000808552j -0.00802113-0.00161171j -0.00640666-0.00220887j 0.00424701-0.0030352j -0.00566706-0.000391791j -0.00167977-4.61626e-05j 0.0174461+0.000794762j 0.00225132-0.00167406j 0.00237071+0.0041482j -0.00345334+0.00183212j 0.000360272+0.000994531j -0.00875448+0.00220051j -0.00902538+0.00324048j 0.000788805+0.00174731j -0.00591444+0.00272262j -0.00380775-0.000515993j -0.00381498+0.0029804j -0.0025139-0.00342662j 0.00284902-0.000234927j -8.61206e-05-0.00342441j 0.000882391+0.00162641j 0.00456678+0.000629024j -0.00284757+0.00604045j -0.00686202+0.0009662j -0.00110728+0.00169154j -0.00180131-0.00598921j 0.00245748+0.00531512j 0.000834365-0.0236717j -0.00412789+0.0165581j 0.00249875-0.0221405j 0.0018783-0.0117472j 0.00770108-0.00978j -0.00491669-0.0136611j 0.00401206-0.00174187j 0.00128454-0.00113936j 0.00234011+0.0151149j -0.00372303+0.0232827j -0.00333136+0.0152441j 0.00146013+0.0144755j 0.00132002+0.00229179j -0.00211504+0.0181486j -0.00591247+0.0126201j -0.00101577-0.0160941j 0.00391935+0.00402506j -0.000944899+0.00998117j 0.00219084+0.00302104j -6.42082e-05-0.00388361j 0.000705778-0.00643925j 0.00116138-0.00427361j 0.000657603+0.000125639j 0.00631246+0.000223054j 0.00682392+0.00590523j -0.00408781+0.00451389j 0.00190194+0.00254851j -0.00405026+0.0041951j 0.00381194+4.31966e-06j 0.00477435-0.00263083j -0.00718785+0.00350721j 0.000790411-0.000551898j -0.00922923+0.00562379j 0.00400291-0.000477485j 0.0337388-0.00198036j -0.00060355+0.00016773j -0.00727934+0.00246063j -0.00484345+0.00301491j -0.00445295-0.00104017j 0.00404225-0.00530341j -0.0154693-0.00361684j 0.000398542+0.00259342j -0.0293949-0.00301925j -1.66123e-05-0.00141595j 0.0108117+0.000142824j 0.00112007+0.00286218j -0.00572927-0.00231395j 0.00405087+0.00244346j 0.00259688-0.000979769j -0.000260187-0.0065444j 0.00224936-0.00203389j -0.000224966+0.00493745j -0.00385475+0.00215594j 
0.00420122-0.000156186j -0.00045001+0.00111403j 0.00499866+0.00023716j 0.00438034+0.00186285j 0.00395428-0.00214016j -0.00326679-0.000452417j -0.0013195-0.000104598j -0.00318413+0.00349973j -0.00408529+0.000682927j 0.000124367+0.000277043j -0.006735+0.00115036j -0.0054906+0.00192571j 0.00250104-0.000681304j 0.00507863+0.000431509j 0.0032967-0.00283806j -0.000408062-5.81617e-05j -0.00551228-0.00122714j 0.00797234-0.000467764j -0.000433-0.00050295j 0.00245537+0.000695025j -0.00435986-0.00242131j 0.00168451-0.00157507j -0.00136773+0.00121973j -0.00400392+0.000517159j -0.00389506-0.000348577j -0.00479781-0.000302535j -0.000758999+0.00277069j 0.00679996+0.00250701j 2.37936e-05+0.00342146j 0.00130187-0.0028612j -0.000696492+0.00221286j 0.00314342-0.00171703j -0.00323811-0.00734067j 0.00122497-0.0107728j 0.00168927+0.00407285j -0.00318882+0.00548252j -0.00340223-0.00217942j -0.00238578+0.00811826j -0.00799993-0.02589j 0.000148769+0.0188089j 0.0036901-0.00602363j 1.4741e-05-0.0147632j -0.0081842+0.00847237j -0.00229416+0.0041451j -0.00446539-0.0274537j 0.00468756-0.0132673j 0.00294041+0.000568379j -0.00741606+0.015428j 0.00613819+0.0154569j -0.00216077-0.0224392j 0.00289709+0.0205674j -0.0012415-0.00105049j 0.00459833-0.00743972j 0.00825694-0.0115702j -0.00266188+0.0048822j -0.00235433-0.00664517j 0.0109515+0.00373573j 0.00231515-0.00906732j -0.00427881+0.00252328j 6.87217e-05+0.00274157j -0.000317048-0.00108639j -0.00147908+0.00448131j 0.00379042+0.00409364j 0.00127923-0.0022823j -0.000747353-0.00468283j -0.00271571-0.00298463j 0.018858-0.0048621j -0.0255174+0.00402939j 0.0189624-0.00436134j 0.00785841-0.0106763j 0.00266348-0.0031203j 0.00474523-0.001305j -0.00762618+0.0016196j -0.00192731-0.00182632j 0.0201929-0.00225514j -0.00576209-0.000496405j 0.00658041-0.000520476j -0.00103141-0.00253835j 0.000371852-0.000286381j -0.000814665-0.00143647j 0.00425346+0.000134973j -0.0114533-0.00116548j -0.00916885-0.0022359j -0.024376-0.00547311j 0.0164687+0.0074395j 0.000651202+0.00351671j -0.00916419-0.00523701j -0.00135751-0.00369945j 0.00801758+0.00131188j 0.000887981-0.000443339j 0.00173445+0.00295902j -0.000235622-0.00016293j 
-0.00113972-0.00131375j 0.0032538+0.00325742j -0.00110583+0.00833299j -0.00110417-0.00126497j -0.0024548-0.00179281j -0.00155482-0.000863934j -0.00160967+0.00246561j 0.0173377+0.00194352j 0.00517364-0.00402633j -0.00746123+0.00129975j -0.00215058-0.000496533j -0.00508241-0.00159399j 0.00219375+0.00378115j -0.0060553-0.000923905j 0.0114668-0.0010857j 0.000427994+0.00526214j 0.00410604+0.00384692j 0.000566814+0.00209017j -0.00846513-0.00178936j -0.00441595+0.00240306j 0.000265312+0.00385042j -0.00294864+0.00212894j 4.44232e-05+0.00162085j 0.0167065-0.00180707j 0.00021954-0.00312452j 0.00409625+0.000414773j 0.0137491+0.000103971j 0.00832917-0.000779695j 0.0107825-0.00527821j -0.0012557+0.00482405j -0.00454698-0.0066288j -0.0144373+0.000979703j 0.00512391+0.00191812j 0.00886936+0.00285968j 0.0145759+0.000113169j 0.0130072-0.00723028j -0.00378463+0.00195272j 0.0098122-0.00762181j -0.0146452+0.0184546j -0.0313745+0.00682078j 0.0366051-0.011695j -0.0083371-0.0169449j -0.00231908+0.00114388j -0.0134677-0.0113525j 0.00508004-0.0108509j -0.0110006-0.000569324j -0.00906723+0.0110153j 0.0016931+0.0155294j 0.0348205+0.00089305j 0.00370648+0.0111733j 0.0194035-0.00275732j 0.00598782-0.00632972j 0.00656766+0.00496226j 0.0100733+0.00873374j 0.00157963+0.00208536j 0.00336169-0.000881333j 0.00232909-0.00312432j 0.00371942+0.00219313j -0.0129752-0.0027394j -0.00492681-0.00181319j 0.00124459-0.00279516j -0.000412444+0.00465806j -0.00686386+0.00369911j 0.00558287+0.000477763j 0.00148786-0.00368986j 0.0032975-0.00050281j -0.00162948+0.00106877j 0.00289782+0.00175357j 0.00532317+0.00186716j -0.00645645+0.00070088j -0.00865993-0.000194239j 0.0213054-0.00242623j -0.00731747+0.000905698j 0.0146364-0.00133163j 0.000333104+0.00141429j -0.00652711-0.000662526j -0.00439634-0.00185858j 0.00317911-0.0033714j 0.0193556+0.000957658j -0.00287007-0.000211625j 0.00296247-0.00215613j -0.00049667+0.000616504j -0.00165361+0.00320321j 0.00303671-0.000340051j -0.000215579-0.00574958j -0.00115255+0.00067706j -0.000363949-0.00540627j 0.00311434+0.00158195j -0.00280781+0.00584198j 0.000358264+0.00364739j -0.00187958-0.00891346j 0.00978773-0.00541088j 
0.00268903+0.000123001j -0.00156616-0.00243188j -0.00281916-0.00388501j -0.00151263+0.000977722j -0.000303509+0.000673919j 0.000160608+0.00134315j 0.00301477-0.0021343j -0.0156015-0.000192393j -0.00480351+0.00236834j 0.00808856-0.00368468j 0.00518739-0.00153174j 0.00764964+0.00299458j -0.00627813+4.34176e-05j 0.00696786-0.000490171j -0.0160526+0.00328263j -0.00037611-0.00549754j -2.92018e-05-0.00250041j -0.00539587+0.000874508j 0.00503247+0.00414143j 0.00426579+0.000341606j -5.29715e-05-0.00240695j -0.000223584+0.00230107j -0.000466143+1.29328e-05j -0.0110535+0.00112138j 0.00495218+0.0034169j -0.00130013+0.000335894j -0.0131317-0.00115536j -0.00593041-0.00309263j -0.00521277+0.000584325j -0.000664252-0.00489998j -0.00447689+0.000416988j 0.00400639+0.008114j 0.00260529+0.00267129j -0.00772476-0.00651406j -0.00507491-0.00341923j -0.000179492-0.00574246j 0.00607399+0.00291867j 0.00189445-0.00973158j 0.0121663+0.0209462j 0.0106876+0.0158611j -0.0133708-0.0282467j 0.00317413-0.013557j 0.00864626+0.00269319j 0.00321998-0.00358018j -0.000705033-0.0186798j -0.00155774-0.00307692j -0.00387517+0.010144j 0.00566154+0.0172529j -0.0141938-0.0227507j 0.000491824+0.00786495j -0.00898455-0.00444748j -0.00126362-0.0030702j -0.00234332-0.000581276j -0.0110021-0.00379973j 0.00295234-0.00162812j 0.00313627-0.00190636j -0.00856391-0.00715848j 0.000439056-0.00132343j 0.00937991+0.00310336j 0.002399+0.00189699j 0.00112043+0.00517975j 0.00305237-0.00151338j 0.00758644-0.00561521j -0.00292757+0.000682278j 0.0030755+0.00399097j -0.00284306-0.00125619j -0.000375913-0.00106097j 0.00319222-0.00241753j 0.00163521-0.0014267j -0.00244006+0.000727821j -0.0151861-0.000339845j 0.0299918-0.00434364j -0.0154195-0.00209759j 0.00400901+0.00348225j 0.00506824-0.000135189j -0.00450335+0.000511487j -0.00533396-1.44424e-05j 0.00178316+0.00466075j 0.0231492+0.00186692j 0.00194334+0.00166815j -0.00534604+0.00099823j 0.00647065+0.00419335j 0.00292932-0.00143514j -0.00338551-0.000739658j -0.00122327+0.00459686j 0.00106836-0.000709349j -0.000159228+0.00506844j -0.00111231-0.001395j 0.00317758-0.00580792j 0.000433548-0.00397957j 0.00283071+0.00812073j -0.00905827+0.00598009j 
