0.000931619+0.014479j 0.00986468+0.0396844j -0.0110044+0.0036151j -0.041059+0.0487847j 0.00310011+0.00503216j 0.0154276-0.0142076j -0.00908706+0.0706325j 0.00443977-0.00146429j -0.0123102+0.00339753j -0.014553-0.00779203j 0.000789301-0.0162863j 2.79063e-05+0.00814864j -2.84536e-05+0.0252004j 0.0076522-0.0178023j -0.0193704+0.00262361j 0.011119+0.0199349j 0.00568753-0.0232754j 0.000189041+0.0341417j -0.0219429-0.00200234j -0.0153453-0.00900049j 0.00294939-0.00341373j -0.00597726-0.00032296j -0.00210983+0.00310505j 0.00538124-0.022302j -0.00099347-0.00792108j 0.00949548+0.00676247j -3.07095e-05+0.0309627j -0.00459213-0.00727819j -0.00215991+0.02069j -0.0135209+0.00549213j -0.00402305-0.024867j -0.00322649-0.00250814j 0.0103974-0.00608273j 0.0118088+0.0165114j -0.00481961+0.0183738j 0.00601649+0.007222j -0.000706234-0.00134338j 0.0101024-0.00217066j 0.00700413+0.0215891j 0.0134595+0.00895673j 0.00874585-0.0271148j 0.0333143+0.0234711j -0.0053554+0.0282116j -0.0168914+0.0189847j 0.00938383-0.0325963j -0.00616264-0.0284696j 0.00361466-0.0200641j -0.00012532+0.0203842j 0.0361724-0.00751778j -0.013764-0.0335102j 0.0070093-0.043191j -0.0162047+0.00473607j -0.0448045-0.0488145j 0.00817052-0.0115078j 0.0033962+0.0274423j -0.0414744+0.0209915j -0.0176852-0.0398611j -0.00208817+0.00106512j 0.0291041-0.0494738j 0.0285954+0.0640755j 0.0370602+0.0279778j -0.0297291-0.0285721j -0.0198774-0.0040684j -0.00478177+0.012233j -0.00258861+0.00174833j -0.0384245-0.0627489j -0.0268465-0.0263165j 0.0666491-0.00365072j 0.084388+0.110406j -0.066972+0.00468865j 0.0963249+0.146193j 0.0445106-0.000412246j 
-0.00578115+0.024222j -0.000165156-0.0269122j 0.0352502+0.0359389j 0.00804719-0.0294948j -0.0293659+0.00824833j -0.0295648+0.0875656j -0.0580776-0.0897757j -0.0396035-0.011526j 0.0153463+0.011836j -0.00891302+0.0288739j -0.00443675+0.0121818j 0.000435772-0.0224017j 0.0199532-0.0302581j -0.0268185+0.0241614j -0.0106072-0.0294296j 0.0701694+0.0265165j 0.00904779-0.0321972j 0.0252218+0.0300185j -0.000907952-0.0163241j 0.0627433+0.0931473j 0.0377688-0.0117394j 0.00130096+0.0162259j -0.0344313-0.0360752j 0.0233281+0.0206401j -0.017381+0.00705638j -0.00452618+0.012104j 0.0671841-0.01441j -0.0432364+0.0514468j -0.00770283-0.000876373j 0.0879978-0.0156596j -0.0669385+0.0669751j 0.0427976-0.0109305j -0.0575617+0.00563379j -0.00820347-0.0851478j 0.0825845-0.0668987j 0.0592569-0.0513362j -0.0633995-0.0249297j -0.0696552-0.0717924j 0.101142+0.0350531j 0.0220785+0.01624j -0.0337907-0.0167608j 0.0260686+0.112169j 0.0400653+0.0528587j 0.0652958+0.0754892j -0.0687355-0.0232655j 0.00597991-0.0485259j 0.08346+0.0119382j -0.0262301-0.0949037j -0.0130425+0.107272j -0.00513313+0.00376136j 0.0178855-0.0319006j 0.0298274+0.0616301j -0.0107869+0.0314741j -0.0771641+0.0502469j -0.0178008-0.12524j 0.0280944-0.0751186j 0.0631587-0.023638j 0.0169488+0.0755923j 0.0049453+0.0910044j 0.00246136+0.0273722j 0.0182024+0.0142865j -0.000857182-0.00160455j -0.0295487+0.0187544j 0.0440081+0.0405914j -0.0571689+0.00556981j 0.0347811+0.0459082j -0.051172+0.00799595j 0.0117873-0.0474224j 0.0188313+0.00951469j 0.00989789+0.0606638j 0.046319-0.00321815j -0.00591875-0.0261096j 
0.0203232+0.0181519j 0.00119593-0.0199008j 0.0462222-0.0218184j -0.0129314-0.00328117j 0.00470244-0.0138358j -0.00707151+0.110395j -0.066556-0.0442874j -0.0599331+0.0598975j -0.0578796+0.0256785j -0.00198198+0.0137424j 0.0200107-0.0104886j 0.000890542+0.0264812j 0.0278336-0.000241956j 0.0101348+0.0546108j -0.0421204+0.0142881j 0.0178932+0.0204109j 0.0239223+0.0270378j 0.0131007-0.0330082j -0.0298621+0.0568174j 0.0586072-0.0138542j 0.00207633-0.0222081j -0.00461163+0.0101772j 0.0338505+0.00901018j 0.0112622+0.013241j -0.0222503+0.0143762j -0.00177614-0.0418912j -0.011958+0.0560525j 0.00318008-0.0331282j -0.0278038-0.00180202j -0.0567125+0.0215148j -0.0310049+0.00249799j 0.0501077+0.0473208j 0.0161209+0.0314201j 0.00190169+0.0258735j 0.0417416-0.0547504j 0.0460339+0.00837265j -0.0849055+0.009473j -0.0470251-0.00806455j 0.0572367+0.0083939j -0.0313235-0.048701j 0.0605048-0.0205391j 0.0694317+0.0288494j 0.0537958-0.0150001j 0.00869577+0.0772289j -0.0190967-0.0377115j -0.0669965-0.00639075j -0.0203164+0.00545916j 0.0470589+0.0610681j -0.0315593+0.00847704j -0.0558223+0.0532712j -0.065001-0.052657j 0.041893+0.0941585j -0.0546755+0.0443099j -0.0581089-0.0102515j 0.0955279-0.0284971j 0.0829854+0.0127036j -0.121722+0.0562593j 0.0852126-0.109384j -0.0229107-0.0404422j 0.0413755-0.0577587j -0.112613+0.0705488j -0.0284205+0.000960392j 0.0556868-0.0198729j 0.0646234+0.00991639j -0.0045171-0.00677604j -0.00907233+0.0366387j 0.0733143-0.0333464j -0.000231861+0.05653j -0.12859+0.018671j -0.030751-0.087306j -0.0174688-0.0406183j 0.0341545+0.0777694j 
-0.0523956+0.0158144j 0.00279816-0.0327517j 0.0598944-0.0244946j -0.00980337-0.0937447j 0.0734126+0.0233115j 0.0351637-0.0568228j 0.0499488+0.0407613j 0.0395025-0.00297603j 0.0301159-0.0758689j 0.0409007+0.0279804j -0.00522983+0.0436227j -0.0102296-0.0093593j -0.0017908-0.0231317j 0.0329676-0.0176204j -0.0116854-0.0104456j -0.0299377+0.0411843j -0.0373138+0.0087261j -0.0303052+0.0107949j -0.0447245+0.0160847j -0.0252858-0.0366183j -0.0277193-0.00451034j -0.0641025-0.0113466j 0.0428577+0.0139529j -0.0172398-0.013767j 0.0248039-0.00119705j 0.0180606+0.0034553j -0.0204161-0.0287114j 0.0892256-0.0127345j 0.0694452-0.0366959j 0.0318726-0.046546j -0.0089284+0.0179162j -0.0577054+0.0846556j 0.00561637-0.0664865j 0.00788418+0.0168259j -0.0168333+0.0125278j -0.0543066+0.0756795j 0.0399837+0.00568097j 0.06793+0.037133j -0.0880624-0.0224643j -0.0138881-0.00221768j -0.0225013+0.146171j -0.0727124-0.0424975j 0.0745507-0.0176909j -0.0419738+0.0456033j -0.0237903+0.030852j 0.00254097-0.0163402j -0.0439929+0.0267843j 0.063359-0.0544515j 0.0806634-0.0568166j 0.0221502+0.0432728j 0.0100298-0.0205081j -0.0349275-0.0261243j 0.0107172+0.0197595j -0.00488461+0.0329239j -0.0103863-0.0121278j 0.0909011-0.0452076j -0.0629574+0.0951265j 0.000535323-0.00677185j -0.0336249+0.144087j -0.00766753-0.113847j -0.0147307+0.0266225j -0.0292974-0.0608237j -0.00131414-0.00513989j -0.0356946-0.0157907j 0.0165522-0.0152613j 0.0146533-0.0417475j 0.0282775+0.0114324j -0.0351475+0.0503628j -0.0137875-0.0769879j 0.0420148-0.00737501j 0.00397203-0.0216103j -0.0292563-0.0326317j 
-0.0338795+0.0295222j -0.0205886+0.0414177j -0.0619265-0.0398617j -0.11297+0.00394389j 0.0728068+0.0198967j 0.0641463-0.0917838j 0.0191401+0.151389j 0.0821452+0.0255038j 0.0286501-0.0450814j -0.00313517+0.0322106j 0.0365391+0.0628967j 0.0182164-0.0192343j -0.0875121-0.0169801j -0.00287205-0.0016965j -0.0825734+0.036877j -0.0451747-0.0160494j -0.0125451+0.0317687j -0.0418438+0.0218363j 0.0149008+0.0117953j -0.0643333-0.0843668j 0.0309832-0.0107915j 0.00523089-0.00769733j 0.053866-0.0349023j -0.0528832-0.00270023j 0.0203104-0.0387321j 0.0516642-0.015936j -0.0886355-0.0584564j 0.0992025-0.00175411j 0.0560897+0.0300762j -0.0310313-0.00407828j 0.02004-0.0386668j -0.07274+0.0341267j 0.078526+0.0599226j 0.0108269+0.0200859j -0.00421684+0.135863j -0.0364779+0.0824189j 0.000115401+0.00690718j -0.0279452+0.0307407j -0.0499083+0.0134886j 0.00327353-0.0162986j -0.0343042+0.0922967j 0.0154626-0.129368j 0.0266877-0.0450594j -0.00570556+0.0654242j 0.085219-0.0273299j 0.00357725+0.0458656j 0.0272198-0.0383457j -0.00955964-0.0227269j 0.0452589-0.0384712j -0.0426937+0.0340962j 0.0214186-0.0432584j -0.0678971-0.038986j 0.0345832+0.0431272j 0.0682177+0.0068445j 0.025033-0.0276804j 0.00728+0.00211822j 0.0288991-0.00972624j 0.026242+0.0123607j 0.0278001+0.0176555j -0.033483-0.0437651j 0.00359579-0.100076j -0.0224163-0.157314j 0.0370245-0.00497393j 0.0250532+0.0594448j -0.0328683+0.0343085j -0.057958+0.00909724j -0.0298143+0.00625238j 0.0638494+0.0129178j 0.0832067-0.00340378j 0.00867988+0.0406622j -0.00878382+0.0471363j -0.0203601-0.000523546j 
-0.0184886+0.0361214j -0.00784804+0.018581j 0.0498587-0.0439668j -0.0691055-0.00121329j -0.00166909-0.000127228j -0.004108+0.0670707j -0.0703173+0.00599737j -0.0527769+0.0457464j -0.0425301+0.0168956j -0.0218864-0.0331101j 0.000641106-0.00783967j 0.000276115+0.0265002j -0.00470219-0.00709385j -0.00350481-0.025254j -0.0243149+0.0283456j 0.0308059-0.00900929j -0.00988024+0.00950409j -0.0138076+0.00929856j -0.0151633+0.0509856j 0.0242969+0.0214725j 0.0179889-0.0272786j -0.00256511+0.0496628j -0.0265306+0.0124576j 0.0204192-0.00838195j -0.0237657+0.0123048j -0.00619854+0.00425068j -0.0170445+0.0349357j 0.0216544+0.031159j 0.0477316-0.0159697j 0.00581521-0.00735282j -0.0254917+0.0260478j 0.0181704+0.0163868j 0.0141168-0.0881824j -0.0200118+0.0214947j 0.0429852+0.0222483j 0.0489305+0.00350499j -0.0191659+0.0167734j 0.015858+0.0328575j 0.0371095-0.0105343j 0.0451423-0.0151097j 0.0101385-0.00825056j -0.0290485-0.00958874j 0.0422693+0.006232j -0.00338091+0.0302827j -0.00340488-0.0208098j -0.0154105+0.026436j -0.0278907+0.00388848j 0.00238002+0.00708606j 0.0168423+0.0341486j -0.0408022+0.0763152j -0.0407607-0.0559342j -0.0357291-0.0126011j -0.0186355-0.0277346j -0.0507413+0.00153303j -0.00102953-0.0549846j -0.00362631+0.0329775j 0.0110679+0.00176778j 0.00742417+0.00776465j -0.00514866-0.0823654j -0.0498346-0.0300022j 0.0456056-0.0365834j -0.00176948+0.0347653j -0.044399+0.0193024j 0.0190431-0.0441209j 0.00965883-0.0168581j -0.0352172-0.0433392j 0.0854487+0.0132621j -0.0099076+0.0239446j 0.0197283+0.0345727j -0.0696561-0.0302463j 0.00917232+0.00994213j 0.00771973+0.0368896j 
0.009268+0.0041282j -0.0441611+0.0501977j -0.0653944-0.0282808j -0.0480354+0.0445127j -0.0207721-0.0324952j -0.0358362-0.0562725j 0.0624821-0.0104139j 0.0231851-0.0382257j -0.00605896-0.0313805j -0.00599976-0.0045586j -0.00692383-0.0159535j 0.0533098-0.0174529j 0.000502408-0.0559654j -0.0344793+0.00958549j -0.0231657+0.00996044j 0.00346785-0.0629002j -0.0185158+0.0127424j 0.00789215+0.0505486j 0.0492595-0.000687799j 0.0234741+0.0270872j -0.0342972+0.0347583j -0.0192444-0.0401312j -0.0270138-0.0178124j -0.00216762-0.0363341j 0.0156721-0.00702911j 0.00926186-0.00785355j -0.0183376-0.00405532j 0.0183397+0.0567093j -0.0308377+0.0385253j -0.0128813+0.0412575j 0.0186994-0.0151993j 0.0216751-0.0596026j -0.0231994+0.0621675j -0.0234727+0.00185809j -0.0223232-0.00426125j -0.0264355+0.0373033j -0.0277004-0.0583935j -0.026162-0.0605774j 0.0261859+0.0125743j -0.0873469+0.00589587j -0.0260339-0.027658j 0.0144451-0.114156j 0.0389929-0.0126974j -0.0334139-0.0334703j -0.0180629-0.00460501j 0.0302019-0.0375873j 0.0601707+0.089436j 0.0372545+0.0178023j -0.0384324+0.0349216j 0.0517727+0.0496886j 0.0235245-0.0207183j -0.0441932-0.00714714j 0.00600791+0.0502646j 0.0328744-0.0388983j 0.0479899-0.0232698j 0.0569885-0.0289332j 0.046881+0.0446794j -0.0147814-0.0780116j -0.00314933+0.0360722j -0.0434562-0.0245187j 0.0266691+0.00982044j 0.00242978-0.0520879j -0.00163553-0.0144487j -0.0829076-0.0166558j -0.0027895+0.0362751j 0.0216449-0.0317195j -0.0374881+0.00414241j 0.0141359-0.00189645j 0.0167616-0.0357374j 0.0385141+0.000772267j -0.00897338+0.0256529j -0.00521515-0.0262027j 
0.00893493-0.0126752j 0.0138998+0.000672903j -0.00962567+0.0206916j 0.0138055+0.00198226j 0.0333039-0.00704521j 0.0404948-0.0302547j -0.000540123+0.0410921j 0.0342748+0.0209093j 0.0230793+0.0103591j -0.00221378+0.0332261j 0.0163713+0.0413609j -0.0177741+0.00381181j -0.035532+0.0348725j 0.00310595+0.0295104j 0.0191572+0.0206314j -0.0908657+0.00373168j -0.0045511+0.00359329j -0.0142793-0.0207856j 0.0212101+0.027699j -0.0269426-0.00153816j 0.0329194-0.0250361j 0.00621569-0.0660951j 0.0331688+0.0345038j -0.0446968-0.003944j 0.0378724-0.0626197j -0.0333961-0.0195606j -0.0386432-0.0642j 0.0478337-0.017707j 0.0510241+0.013327j -0.029208+0.068765j 0.021821+0.000844579j -0.0235897-0.00420422j 0.00567616+0.0467108j 0.0226282-0.00657941j 0.0192521+0.0680926j 0.00598122+0.0211618j 0.0711583-0.00502005j 0.0235598+0.0270258j -0.0576723+0.00445764j 0.0676816-0.0248058j 0.019353-0.00246797j -0.0274404-0.0392826j -0.0609844-0.00385989j 0.0507033-0.0490594j 0.000478312-0.0476307j 0.0189146+0.039274j 0.00898841-0.0102338j 0.0126639+0.0210245j -0.015483-0.0290292j 0.0451393-0.0522735j 0.0283356-0.00691686j 0.025637-0.0469712j 0.0831149-0.0196706j 0.0550357-0.0488942j -0.0224527+0.0452186j 0.0164829+0.0759296j 0.00816061-0.0260649j -0.0573857-0.0274982j 0.0306977+0.00911025j -0.0216926+0.0283551j 0.00208205-0.0452296j 0.0615162+0.0209852j 0.0252409-0.0046522j -0.0514461+0.00841151j -0.0321255-0.00929683j -0.00810406+0.0293626j -0.0355929+0.00513639j -0.00286187-0.013802j -0.00970355+0.00341767j 0.0233896-0.0102599j 0.00964334-0.00245824j -0.00786033-0.00455865j 
-0.0238965-0.00356839j 0.00282472+0.0119021j -0.0177239-0.00812088j -0.0310123-0.00255863j 0.00163711+0.00417484j -0.0115235-0.0723977j 0.0429658+0.044511j 0.0575015-0.0504986j -0.0267252+0.00930149j -0.00846248-0.0357923j 0.0261973-0.0252064j -0.0243889-0.0234411j -0.0106957+0.0657763j 0.0410433-0.0509253j 0.0391739+0.0458344j -0.00740609+0.0266559j -0.0260225+0.00484959j -0.0513763-0.00854202j 0.0489417-0.0108267j -0.0271347+0.0249118j 0.00444707+0.00568718j -0.0228846-0.00510683j 0.00983013-0.00677549j 0.0518264+0.0356118j -0.0164652+0.0308592j -0.0327474+0.0414151j -0.00771692+0.0296165j -0.046671+0.0282054j -0.048587+0.0121694j 0.0148767+0.0132301j 0.0312067-0.0300071j 0.0338243-0.0228071j -0.0884167+0.00579568j 0.00418705+0.0219228j -0.0661158+0.0233295j -0.0334938+0.0208439j 0.0509954-0.0682588j 0.0167222-0.0403743j -0.0309339-0.0256795j 0.00189362+0.032904j -0.0473346-0.0357107j 0.0966378-0.0115212j 0.00559657+0.0279936j -0.067173+0.000172761j 0.0447569+0.0339144j -0.00106195-0.0229948j 0.00524823+0.0288247j -0.0114211-0.0560817j -0.0107028-0.00698985j 0.0300711-0.0531995j 0.0355417-0.0642413j -0.0681502-0.0140197j -0.120828+0.00358971j 0.0239774-0.0247772j 0.0377177+0.0102344j -0.0367217+0.0268788j 0.0667608+0.0732386j 0.00198129+0.000445302j -0.0147179+0.0351986j -0.00843464+0.0768132j 0.0617861+0.0470802j -0.116455-0.035564j 0.0298472-0.0796095j 0.038693-0.0359067j 0.0425578-0.00473099j 0.00632977-0.0203736j -0.0301853+0.0105225j 0.031822-0.00140978j 0.0335248+0.0297467j -0.0344594+0.0174266j 0.00767326+0.0483868j 0.00697052+0.000133862j 
0.0334886-0.0369409j 0.0284061-0.0249132j -0.0155545+0.0670819j 0.0820391-0.00940522j 0.023177+0.0321273j 0.0471745-0.00249317j 0.0107851+0.0101147j 0.036725+0.030932j 0.0294544-0.00656869j 0.0182985-0.0055332j 0.00470553+0.0143538j 0.0120939-0.00855285j -0.00331667+0.0160524j -0.0174737+0.0559931j 0.0207872+0.00816867j 0.0157718+0.0103634j 0.0416002+0.000862928j -0.00678054+0.0105904j 0.0174853+0.0091581j -0.0193897+1.26901e-06j 0.0286854-0.00464455j 0.0392775-0.0134275j -0.00833777+0.000945017j -0.00359189+0.0473743j 0.0126535-0.0315289j 0.00320208+0.000402785j 0.00217635-0.0494342j -0.0499172-0.0325209j -0.0127624-0.0264478j -0.0105795-0.0200889j 0.026071+0.0223344j 0.018491-0.0189497j 0.0075462+0.0143515j -0.0274587-0.0546059j -0.0241383-0.064662j 0.0157268-0.0153529j 0.00355031+0.000822883j 0.0113875-0.0353753j 0.0149286+0.00462385j -0.010856+0.0550035j 0.0322273-0.0141366j 0.0244248+0.0107764j -0.0572963+0.0292836j -0.0125983-0.0189111j 0.0300116-0.0305051j 0.0739436-0.0169824j 0.0448464+0.00487211j -0.0269006-0.00337833j -0.0269198+0.00541781j 0.0551575-0.0289227j 0.0596806+0.0211602j 0.0131175+0.0227763j 0.0599842+0.0319628j 0.0369986-0.015182j 0.00785981+0.0360042j -0.00727052+0.040075j -0.0294904-0.025034j 0.0517928-0.0331793j -0.0298717+0.0231385j 0.0201606-0.0185242j -0.0705087+0.0628284j 0.017047-0.0733652j 0.00830181-0.0020861j 0.0309619+0.0348003j -0.0399888-0.00839185j 0.0199065+0.0363262j -0.0254034-0.032176j 0.0142192-0.0147969j -0.0335218-0.0351785j 0.0545615+0.0119889j 0.00114692-0.0194714j 0.00266657-0.0140863j 
-0.0325685+0.0513725j -0.00758191+0.0187371j 0.0544819-0.0775111j -0.0874146-0.0281018j 0.0242087-0.0304423j -0.0369199-0.0308091j 0.01359+0.0544704j 0.0146979+0.0122284j -0.0285441-0.0145406j 0.00779848-0.0353604j -0.0141943-0.00318299j 0.0038334+0.00505956j -0.0418781-0.00876013j -0.0264311-0.0165287j -0.0191609+0.0438954j -0.0138167-0.0163772j -0.0344889+0.00524783j -0.0289213-0.0119522j -0.00549025+0.0189214j 0.020399+0.00615245j 0.0257704+0.0129111j -0.0107479+0.0471592j 0.00514424+0.00368359j -0.0055632-0.00157685j -0.0131101-0.00333151j 0.033986+0.0244651j -0.0157506+0.0111693j 0.0418343+0.055358j 0.0522422+0.0133222j 0.0241076-0.0115593j 0.0147391+0.0102066j -0.00751655-0.0170622j 0.0138657-0.00205561j 0.00250769+0.00888235j -0.0261682+0.024994j 0.030879+0.0336281j -0.0125306-0.0297421j 0.00756555-0.032451j -0.0170745-0.0264886j -0.0354949+0.0372983j -0.069461-0.0169205j -0.0530778-0.0623318j 0.0637325-0.0499489j -0.0143007+0.0535431j -0.0190986-0.00516075j 0.0259158+0.0185888j -0.028811+0.00685407j 0.079544+0.0119215j 0.0182236-0.0296647j 0.00635306+0.00268744j -0.0286159-0.0405943j 0.0119904-0.0135424j -0.0416353-0.00974052j -0.00743237-0.0102825j 0.0489851-0.025488j 0.00768621-0.0072375j -0.050198-0.0141249j 0.0448172-0.0513283j -0.0748919-0.00923393j 0.00983306+0.0295447j -0.00258444-0.0631617j -0.0463256+0.0375334j 0.0184245-0.00215561j -0.0267454-0.049294j 0.0263943+0.0219553j 0.0089598-0.002933j 0.0299156+0.0226869j 0.0251027+0.0256344j -0.0247961+0.0442347j -0.0649265-0.0501289j -0.00755344-0.00653262j -0.0154942+0.0316009j 
-0.0516952+0.0366952j 0.0180296-0.0161671j 0.0465608-0.0234045j -0.0324604-0.0663101j 0.0542321+0.00902666j 0.0395974-0.0522064j 0.0208863+0.0937604j 0.0527448+0.0146535j 0.00919207-0.0399365j 0.00056384+0.0154571j -0.035912+0.0107813j -0.0254362+7.01765e-05j -0.00893926+0.0280316j 0.0328004-0.0462303j -0.0389473+0.013425j -0.0174033+0.0514488j -0.00510746+0.00293728j -0.0155441-0.00460155j 0.00775478+0.0321365j -0.0504843-0.0766985j -0.00654827+0.0050283j -0.0206952-0.00600507j 0.0224423-0.00448722j -0.00986552+0.037058j 0.0177757-0.00996491j 0.0227046-0.00270062j -0.00302108-0.00543865j 0.0471417-0.0274398j 0.042106-0.0320037j -0.0186102-0.0191519j 0.00757057-0.0425133j -0.0659173+0.026403j 0.0319019-0.0191516j 0.0261125+0.0399725j 0.000590008-0.00531207j 0.0190468+0.0374924j 0.0406408+0.0242291j 0.00600121+0.0620998j -0.0528699+0.0372651j 0.00159225+0.0331711j -0.0207679+0.043529j -0.00240284+0.00561506j 0.0250849+0.0175926j 0.00557602+0.0498005j 0.0476303+0.0145035j 0.00690165+0.00575695j -0.053561+0.0154778j 0.0875544-0.0455675j 0.0555964-0.0632787j -0.00876243-0.0378147j -0.00312865-0.04207j -0.0103943-0.0264696j 0.0233766+0.00462898j -0.00140621+0.107818j 0.0207608+0.0106901j -0.036436+0.00509239j -0.0180619-0.0361786j 0.0862364+0.0250653j -0.0903421+0.0148209j 0.0379893+0.0641388j -0.0151018-0.0408938j -0.0557898-0.0120182j 0.00201005-0.00391955j 0.0493164-0.00366516j 0.0369584+0.00499286j 0.015456+0.00817692j 0.00793619+0.024349j 0.0125489+0.0062001j 0.00263045+0.0192166j -0.0534447-0.00811119j -0.0176889+0.0196392j -0.00521206+0.0309121j 
0.00962412-0.020658j 0.0104853+0.00554731j -0.0113549+0.00481093j 0.0168692+0.00783737j -0.0241761+0.00880534j -0.0165855+0.00660321j -0.0161583-0.0098455j 0.012933-0.00555518j -0.026813+0.0242034j -0.013581-0.024736j 0.0320756-0.0108817j -0.0105018-0.0070243j 0.00415902+0.0538618j 0.0228686-0.0147896j 0.0267015+0.0323919j -0.00427333+0.0301964j 0.019709+0.0145282j 0.0137291-0.0352255j 0.0190428-0.00424072j -0.0147764+0.0021702j 0.00278716-0.0279522j -0.00479365+0.0115258j -0.0424159-0.00113268j -0.00149358+0.033414j -0.0220937+0.00730248j -0.0310166+0.0193731j 0.00109948+0.0123004j -0.039898+0.0277847j -0.0432686-0.00891539j -0.020395+0.0365703j 0.0143221+0.00353258j -0.0151864-0.0160168j -0.0289254-0.0134537j 0.0334136+0.0190481j -0.00995874-0.0237477j -0.0535941-0.000731255j 0.043362-0.0249741j 0.000192313+0.0164207j -0.018324+0.00450392j 0.000115106+0.0205049j -0.0412776-0.0212902j 0.0342014+0.0588739j -0.00572219+0.00771032j -0.036113-0.0127308j 0.0388722+0.00330976j 0.0138356-0.000853407j -0.0106756-0.018144j 0.00529291+0.00111123j -0.00159155+0.0286956j -0.012765-0.00574513j -0.00695918+0.0101974j -0.0172137+0.0217266j -0.0761317-0.039849j 0.00825997+0.0150787j 0.027523+0.0287051j -0.0419259-0.0120672j -0.00938093-0.0267279j 0.0390546-0.00303922j -0.0551073+0.00942859j 0.0578994+0.0484224j -0.0169294+0.0655914j -0.0394469-0.000109273j -0.00623842-0.028811j 0.0347904-0.0138787j 0.0378372-0.00915292j 0.0146799-0.0283528j -0.00252911-0.00407469j 0.00250087-0.00335983j -0.000614858+0.0272509j -0.0261869-0.0081897j -0.00118602+0.0123661j 0.00484204+0.0044152j 
0.019036+0.0057897j -0.0286024+0.0360314j -0.0203608-0.0390267j -0.0404767+0.0327843j -0.0395122-0.0332331j -0.0526327+0.00041303j 0.00346486-0.0310468j -0.000405826-0.0318301j -0.0204604-0.00224848j -0.00606478-0.0151496j 0.0231562-0.0073875j 0.00177976-0.0165924j -0.00420884+0.0160622j -0.00719359-0.00626814j 0.0120239+0.02443j -0.0151475-0.0141338j -0.0240496-5.2677e-06j 0.0428135-0.0126037j 0.0177183+0.00468108j 0.0363196+0.0510652j -0.0144441+0.0138434j -0.0382703-0.0375107j 0.000660628-0.00780393j -0.0292508+0.00244508j 0.010338-0.010008j 0.0103004-0.00473538j 0.00576679-0.00945707j -0.0429489+0.00804082j 0.00921057+0.0233755j -0.000840933+0.0421937j -0.010051+0.0157577j 0.0398271-0.0366113j -0.0361263+0.0218173j 0.00302526+0.00688144j 0.0108877+0.00580673j -0.0415554+0.039805j -0.017478-0.0249061j -0.044644-0.0510077j 0.0302524-0.0413312j -0.0441696-0.00400005j -0.0702004-0.0146125j 0.0421814-0.018511j 0.00136678-0.00301539j -0.0557703-0.0139987j -0.0244519-0.0250968j 0.00749949-0.0492245j -0.0214356+0.0362621j 0.00552378-0.0148869j -0.00371446+0.0668924j 0.0179452+0.0351745j -0.0203492+0.0506505j 0.042999+0.0463418j -0.0501728+0.061197j 0.0275869-0.0528273j 0.0102199+0.000125185j -0.000932209-0.0141685j 0.0372658-0.0103355j 0.0205693-0.0146616j 0.0300835+0.0379453j 0.048504+0.00198516j -0.0351855-0.000944333j -0.00702147-0.0501076j 0.0199312-0.0119201j -0.0139163+0.0412585j -0.00305152+0.0669483j 0.0393981+0.0205558j -0.0438667+0.000267206j 0.037129-0.00171669j -0.00213134+0.00712868j -0.00937685+0.011168j -0.00765519-0.00142721j 0.000323836+0.0112252j 
-0.0186869+0.0158269j 0.0158655-0.0323242j 0.0406712+0.016825j 0.0416062-0.0615959j 0.0444807+0.0118082j 0.0310913-0.0223313j 0.0526467+0.0355864j 0.0465895-0.00700506j 0.0345172-0.0351767j 0.0320935+0.0405864j -0.0378192+0.0192271j -0.0248951+0.00434678j 0.00195534+0.0126802j 0.00732598+0.0185964j 0.0117506-0.00808219j -0.0429436+0.0198846j -0.0319544-0.0161211j -0.0402813-0.0193139j 0.016456+0.00842687j -0.0260965-0.0218908j -0.00353285+0.0228124j -0.00225641-0.0271126j 0.0476393+0.00997302j -0.00691589+0.0187566j 0.0187107+0.0020771j -0.00991373-0.0156897j 0.00920546-0.027941j 0.0695925-0.0229142j 0.0116431+0.0187894j -0.00993004-0.00846964j 0.0318203+0.00261756j -0.0229538-0.00162649j 0.00492094-0.00927474j -0.00484248+0.00315082j 0.0323912+0.00419527j 0.0313057+0.0120632j 0.0202568+0.050182j 0.0444997+0.0339427j -0.0536222-0.0380488j 0.049342-0.00644285j -0.00575088+0.01683j -0.0607059+0.0154541j -0.0541291+0.0182232j 0.0213604-0.0194721j 0.00371262+0.00980022j 0.00829631-0.00626008j 0.0385091+0.00918556j 0.0317557+0.000368929j 0.00759065-0.0291686j 0.0461339+0.00058052j 0.0814442+0.0362036j -0.0167054-0.0232643j 0.0534437+0.0248786j 0.0112888+0.0293013j -0.0470159+0.0199498j 0.00190474+0.0502209j 0.0411604-0.0422096j -0.00183517-0.0225608j -0.00221965+0.0581892j 0.0065297+0.0153062j -0.0203288-0.00708395j 0.0276974+0.0035619j 0.00836702+0.0105044j -0.0181454-0.0138529j -0.0312017+0.00955293j 0.0244335+0.0625872j -0.0383545+0.00437142j 0.0230211-0.0198025j -0.0242949-0.0218788j 0.0276629+0.00466646j -0.0132047-0.0165142j -0.0107664+0.0078491j 
