0.00901015+0.0454118j 0.0343117+0.017668j 0.0386746-0.0295683j -0.0397197+0.052297j 0.00238711-0.0158732j 0.00315023-0.037723j -0.0149803+0.0933291j -0.00227817+0.0268908j 0.00958684-0.0177302j -0.00240338+0.0101715j -0.0249274-0.0338529j 0.0155178+0.030549j 0.00559403+0.00308698j 0.00239239-0.0651825j 0.0157261+0.00116669j 0.00629771+0.0112144j -0.0143499+0.00873439j -0.00703679+0.0398761j -0.0397529-0.0191223j -0.0173516+0.0139721j -0.011477+0.0127817j 0.00524784-0.0276593j 0.000598792+0.026163j -0.00996309+0.0185477j 0.0102342-0.0164572j -0.0131995+0.0113584j -0.0120307+0.0113585j -0.00406219-0.0095979j -0.0225303-0.0153094j 0.0191395+0.0323718j 0.0141795+0.0122703j 0.0249531-0.0260238j -0.0112502-0.040739j 0.0088821-0.0094844j 0.00271022+0.0122778j -0.0072181-0.0147828j -0.0105411-0.0136695j 0.0104077-0.00306536j -0.00237823-0.0180378j -0.0201683-0.00184297j -0.0216632+0.0104022j 0.000979506-0.0293805j 0.000661466-0.0177552j -0.0106733-0.0209219j -0.0144206-0.0111893j 0.00285513+0.0128715j -0.024226-0.00607703j 0.00852447+0.0168951j 0.0081179-0.00644588j 0.0229547+0.0308259j 0.0173133-0.00205747j 0.0169749+0.000796472j 0.0115472+0.0067405j 0.0154813-0.00144811j 0.00521594-0.00403911j -0.00204843-0.0172698j -0.0265878-0.0186363j 0.00179895+0.0364673j -0.0267539+0.016372j -0.0515943-0.0334697j -0.0159593+0.00514052j -0.00480176+0.0111788j 0.0441776-0.004307j -0.00784487+0.00743505j 0.0233164+0.0296124j -0.0251634+0.0408628j -0.00458536-0.0549876j -0.0102494+0.0344138j -0.0469436-0.053706j -0.00612953+0.017262j -0.0118417-0.0309497j 0.0218306-0.00367336j -0.0174919+0.0674487j 0.0107378-0.00570053j 0.00446171-0.0247097j -0.0420785+0.0160357j -0.0584782-0.0104015j 0.146538+0.0250436j -0.01558+0.080137j -0.029622-0.102355j -0.03255+0.0532353j -0.0618055+0.0252578j 0.0501614-0.00175421j 0.0392423+0.0755159j -0.00486031-0.100037j -0.0253899+0.0376312j 0.0276761+0.0622885j 0.0772281+0.0244912j -0.0424182-0.0278567j 0.0580888+0.00143111j 0.0163365-0.0719533j -0.0440174-0.0808322j 0.00281272-0.0218851j 0.131549+0.0261627j 0.0795445+0.165144j -0.164205-0.0422666j 0.133672+0.233003j 0.173937+0.0964829j 
0.0388471-0.0087634j -0.00614783-0.0127789j -0.0102349-0.00297878j 0.0248597+0.0163236j 0.024602+0.0194232j 0.0185615-0.0401354j -0.0105318-0.00660725j -0.0059567+0.00619691j 0.035685-0.0363279j -0.0121428-0.0247366j -0.000306535+0.0287993j 0.018505+0.00960254j -0.0195614+0.0130561j 0.0011234+0.0307428j -0.00974641+0.0151416j 0.0299311+0.0296105j 0.0217427-0.0346151j -0.0486953+0.0397815j -0.0175712-0.0590731j -0.0434345+0.0079831j -0.00964378+0.00809217j -0.0161447-0.0608795j 0.0272638-0.0364857j 0.039804+0.0128472j -0.0378463-0.0409011j 0.0449054+0.013556j -0.0316458-0.0481661j -0.0339411-0.0536163j 0.0799825-0.0337688j 0.0740378-0.0388837j 0.0775421-0.0625116j 0.017096-0.0265854j -0.0289541-0.0577778j 0.00652596+0.037679j -0.0143949+0.0238045j 0.00592805+0.0291138j -0.0853824-0.0281091j -0.0374757-0.00659607j -0.0255448-0.0327201j 0.00831836-0.0267941j 0.0194598+0.00779298j 0.00788036+0.0343365j 0.0155629+0.0440568j -0.0407421+0.0588221j -0.0386888+0.0297577j 0.00674109-0.0612598j -0.0583763-0.0151778j -0.0287426-0.00484284j 0.0333874+0.0677395j -0.0884989-0.053562j -0.106319+0.0480534j -0.0271524+0.00385398j -0.0839473-0.110549j -0.00170515-0.114313j -0.0407627-0.037514j -0.0131449-0.063526j 0.0144122+0.0846746j 0.0110152+0.217863j 0.0241768-0.00690741j 0.0248986+0.0133025j -0.0350029+0.109933j 0.0185671-0.0597777j -0.138697+0.0699056j -0.0109412-0.0965432j -0.0409179+0.0570537j 0.14779+0.0520108j -0.0545288-0.0423246j -0.0928886+0.0029108j 0.00523458+0.00824108j -0.0389508-0.016517j 0.0948686+0.0599868j -0.00125557-0.149472j -0.0643486+0.00615625j 0.0298987+0.0233461j 0.195163+0.0133294j -0.114417-0.0702236j -0.0473824+0.0105378j -0.0968999+0.137749j -0.048886-0.0403721j -0.101389+0.026071j 0.111811+0.0430113j 0.0339927-0.0493811j 0.0774989-0.0722353j 0.0548562-0.0653106j -0.0199061+0.0601475j 0.0605291-0.0220952j 0.0283849+0.068211j -0.0595473+0.0430017j -0.0148651-0.0544132j -0.0182946+0.0394533j 0.00894636-0.0544629j 0.0600052+0.0449646j -0.028473+0.0764179j 0.00733184-0.0373851j -0.0680609+0.0119613j 0.0475561-0.0100934j -0.00384633-0.0388299j -0.000254462+0.0329364j 
0.016286-0.00198539j 0.0109341-0.00722919j 0.0338016-0.00339974j 0.0100758+0.0196207j 0.00259996-0.0233121j 0.00662392-0.0252833j -0.0748808-0.0248882j -0.0600453-0.00772902j 0.0342313-0.0466093j 0.0113908+0.0522534j -0.0295552-0.0175916j -0.0491165-0.0279986j 0.0216162+3.40214e-05j 0.0254441-0.0726836j -0.0322481-0.0660583j -0.00375015-0.0257182j 0.00819728-0.0413362j -0.0320804-0.00824352j 0.00826381+0.0100489j -0.0560982-0.0216271j -0.0698711+0.00361433j 0.0254406-0.0462547j -0.0267979-0.0345744j 0.00348561+0.0317332j 0.0100579-0.0544906j -0.0121125+0.000185143j -0.058921+0.0326234j -0.0176875-0.00275783j -0.0250524+0.0188572j 0.0470622-0.0203798j 0.0475638-0.0677241j -0.0473317+0.104206j -0.0652757+0.0443908j 0.0695875-0.029865j 0.00874702+0.0623683j -0.0431299+0.0298796j -0.0291252+0.0028055j -0.0348626+0.0307646j 0.0260305-0.0426061j 0.00499573+0.0208612j 0.0146644+0.0100561j 0.00864943-0.0281644j -0.0587153+0.0633521j -0.0255537+0.106424j -0.0639382+0.0762575j 0.0375611-0.0565798j -0.0529881+0.0483096j -0.0205063-0.058589j 0.0700991-0.0522392j 0.0260516+0.0273976j -0.00773141+0.00820234j -0.00205328-0.0328832j -0.0123548+9.18119e-05j -0.00380151+0.0107705j -0.0110649-0.0189765j 0.0170119+0.0258387j -0.065743+0.0156683j 0.0199383+0.0406517j -0.197411+0.079327j -0.00538106-0.0462906j -0.0108573-0.0447923j 0.135147+0.00618295j -0.0797337-0.0266543j 0.106391+0.0573258j 0.0162882-0.0375791j 0.0190565+0.14593j -0.0229584-0.000778055j 0.0932255-0.0169492j 0.227236-0.17175j -0.0261827-0.0105996j -0.083716-0.0553721j -0.0982913+0.121973j 0.0995063+0.211886j 0.00722311-0.0104451j 0.0364156-0.0620744j -0.00106431+0.151144j -0.0226842-0.0650542j -0.122148-0.0626632j -0.0574253-0.0368061j 0.0207495+0.028761j 0.12712-0.00165987j 0.0453702+0.0163605j 0.0177774-0.0136403j 0.0203928+0.0506716j -0.010739-0.0548595j 0.0152467+0.0172328j -0.0148693+0.0444569j -0.0399418-0.0841385j 0.00573425+0.00794931j -0.0650751+0.0112928j 0.0180624-0.00338375j 0.0136067+0.0146188j 0.00819238-0.00739105j -0.00343504+0.00411806j 0.00257033+0.0535809j -0.00487119-0.00504402j 0.0220178-0.00123008j 0.0199478+0.0388848j 
0.0387142-0.00994106j -0.0149062-0.00380143j -0.0416233+0.00890701j 0.0448939+0.0177956j -0.0246571-0.00554755j 0.00685505+0.0600383j 0.0387315+0.00597834j 0.0572772-0.0263534j -0.0105574+0.0154799j 0.0117283-0.0469922j 0.0172513-0.0042443j -0.0182527-0.0069789j -0.0283945-0.03833j -0.00578789-0.0385754j -0.0501688-0.00669772j 0.0035497+0.00796154j -0.0346217-0.0143431j -0.050076+0.0124931j -0.0472286+0.0322424j 0.0325404-0.0323789j -0.0220523+0.0382j 0.0611923+0.0110573j -0.0106202+0.000275314j 0.0201653-0.0418589j 0.0460544-0.0638052j -0.0333184+0.0537143j -0.0321058+0.0507271j -0.0586397+0.0585591j -0.025252-0.0486776j -0.0261016-0.0253137j -0.0539875+0.0236344j -0.026269-0.048485j -0.00203852-0.0115544j 0.0517813+0.0102988j -0.0301117-0.0303905j -0.0527367-0.0480057j -0.0538759-0.0244184j 0.0879219+0.0572987j 0.0395085+0.0339093j -0.0520152-0.0174929j 0.01924-0.0104054j 0.0317317+0.0128595j -0.0641036-0.0186309j 0.0486184-0.00242303j 0.0913578-0.0402403j 0.00414728+0.0564051j 0.0448794-0.0589348j -0.0655491-0.00211175j -0.000627925-0.0333845j 0.0371747+0.0570757j 0.0468097+0.0605875j -0.00973331-0.0690112j -0.0306374+0.0799565j -0.00122266+0.0747896j 0.0188496-0.000686603j 0.0397152-0.00927826j -0.0572606+0.00598417j -0.127892+0.00297997j -0.0067933-0.00870877j -0.0045661+0.0340366j -0.0235399-0.0434336j 0.101253-0.0724859j -0.048507-0.178332j -0.0421032-0.0693882j -0.124855-0.0157795j -0.0399795-0.0246517j -0.0399012+0.0525758j 0.0397655-0.0656396j -0.0404393-0.0560317j -0.105816-0.0307667j -6.47171e-05+0.157573j 0.0694377-0.0113974j 0.0143854+0.0780873j 0.00299544+0.0172098j -0.0479811+0.0231385j 0.0172083-0.0425205j 0.0673808+0.11619j -0.0243887-0.108739j -0.0681533+0.0157991j 0.0326511+0.0134838j 0.0519735-0.0224765j 0.0348507+0.0955015j -0.0561354-0.0197614j -0.0637895-0.098488j 0.00138528+0.0133086j -0.0128039+0.0359663j 0.0280919-0.11632j 0.0729639+0.0621403j -0.0936713+0.0649418j 0.0297628+0.0338175j -0.0360359+0.0112264j 0.0664996-0.00270398j -0.0273304+0.0304865j -0.0477771+0.00271654j -0.0852029-0.0659233j 0.0189998-0.0207042j -0.036511-0.0439044j -0.00575322-0.0133516j 
0.0403078-0.0025652j -0.026222-0.00964526j -0.0353616+0.0112018j 0.020901+0.0313502j 0.0303525+0.000345589j -0.00508514+0.0361872j 0.0403014-0.0102801j 0.040638-0.0455884j 0.0112953-0.00145675j 0.0105115+0.0049536j 0.0265305-0.043439j 0.00652097-0.00771766j -0.0371477+0.000270001j -0.0574026+0.0275484j -0.0148012+0.0141636j 0.0164916-0.0324487j -0.0385934+0.0334086j 0.0626224+0.00305197j -0.00177538-0.0202725j 0.0316172-0.0148203j 0.0242993-0.0176001j -0.00109898-0.0407853j -0.0251556-0.0507596j 0.0117489-0.0192253j -0.00490617+0.00347308j 0.0260425-0.0399367j -0.0116242-0.0355485j -0.0440563-0.0395917j 0.0754049-0.0503669j 0.0132977-0.0290047j -0.0575353+0.0138402j -0.0288637+0.0392331j 0.0562211+0.0077805j -0.00806165+0.0745096j -0.051278+0.0222707j -0.00138625-0.0201819j -0.0654434-0.0142285j -0.0698303+0.0219758j 0.0193265-0.0413166j -0.0322848-0.0161567j -0.000896159-0.030453j 0.0406059-0.0502957j -0.0065244-0.00937353j -0.028743+0.00607272j 0.0786075-0.120171j 0.0572786+0.0840326j 0.0414342-0.0872481j -0.0173435-0.108053j 0.0191167-0.0525504j 0.00630418-0.00903766j 0.0538852+0.0384473j -0.0549504+0.0590274j -0.0239494-0.0214064j 0.0713433+0.034046j 0.010369-0.0622021j 0.0101963-0.0584939j -0.0561085+0.0490056j 0.0154726-0.0727675j -0.0329271+0.00763634j 0.0301383-0.113971j 0.0397575+0.0325633j -0.0508502-0.0887232j -0.00814894-0.0662439j 0.01347-0.150303j -0.0205322+0.0587183j -0.0258224-0.0171989j 0.0731202+0.0600565j -0.00227527-0.0237605j -0.00731947-0.0715867j -0.177457+0.105332j -0.0550169-0.0463578j -0.0650572+0.00707073j -0.00294722+0.0400111j -0.0485105-0.063027j -0.0750028-0.0203718j -0.0725738-0.0683519j -0.00516204+0.00943465j 0.0249927-0.150063j -0.0500528+0.0194058j -0.00600599+0.00920994j -0.0162945-0.05971j 0.0364901-0.0428562j 0.066655-0.00136917j 0.0597164-0.00415842j -0.0565755-0.0232424j 0.0251546+0.0188902j -0.0725561-0.0143326j -0.0260843-0.0795881j 0.0449905-0.00155713j 0.0523491-0.0597675j 0.0998838-0.0640062j 0.0224204+0.155221j -0.10814-0.0455708j 0.0631464-0.0263089j -0.0739858-0.000572712j 0.0435723+0.00414243j -0.00873376-0.0272417j 0.0118232+0.000485336j 
-0.00767518+0.0135403j 0.00594603-0.0221543j -0.00925976+0.0143991j 0.0262472-0.0508255j 0.0146753+0.0252894j 0.0133914-0.0192402j 0.00644803-0.0112291j -0.00857527+0.0128224j -0.043875+0.0154784j -0.0195389-0.0430068j 0.0271889+0.00730658j 0.0144754-0.0435887j -0.0318918-0.0047894j 0.00533774+0.0650363j 0.0361894+0.0267365j -0.0312272-0.0278959j -0.0180562-0.0129019j 0.0136514+0.0198985j 0.0516953+0.0357978j -0.0238902+0.0317563j -0.012803-0.0859176j 0.0205407-0.00850545j -0.022651-0.0400169j -0.0438374-0.000112108j 0.0218358+0.0180517j -0.048299-0.00219684j -0.0229707+0.0378451j 0.00727947+0.0145062j 0.0117258+0.00745959j 0.0291117-0.0267737j 0.0204827+0.0109376j 0.0908035-0.0373206j 0.0338091-0.000826427j 0.0199443+0.0489702j 0.0380795-0.0145542j -0.0127762-0.0719341j 0.0630434-0.0563131j 0.0212837+0.0158445j 0.0119105+0.0304209j -0.0231487+0.0339912j 0.0240735+0.00977516j 0.0481803+0.0217819j 0.00395374-0.0230145j -0.1024+0.0373253j -0.0233318+0.0544081j 0.0183211+0.0261202j 0.036326+0.00559485j 0.0774499-0.0244861j 0.0104369+0.00680494j -0.0495564-0.0468623j -0.0117989-0.0352414j -0.0397455+0.0453958j -0.0743058-0.0897334j -0.00880804+0.00961763j -0.0209172+0.000232864j -0.0312188+0.0554063j -0.0570601+0.094644j -0.0204362+0.0119877j -0.0884584+0.0705409j -0.0855812-0.0210902j -0.0718946-0.0559277j 0.000457434+0.0462176j -0.102983+0.0973848j 0.151034+0.00151849j 0.0267969-0.039582j -0.0468431+0.00897303j -0.0339123-0.00191904j 0.000384086+0.0206948j 0.0449096+0.0927398j 0.127851-0.163456j 0.0472097-0.0259416j 0.0374502-0.0929506j 0.0640102+0.0418673j -0.044363+0.0819901j 0.00938208+0.079449j 0.100254+0.012575j -0.0933103+0.0170616j -0.0665789-0.122323j -0.0522394-0.0834287j 0.0403675+0.0216996j -0.0701377-0.000814793j 0.0346983-0.0909995j 0.0671633-0.0176529j 0.00663977-0.0645075j 0.0119295+0.0460732j -0.0301035-0.0813978j 0.0381319+0.0331352j -0.0608332+0.0361988j -0.0140692-0.0351888j -0.0452167-0.00154957j -0.0443963-0.0325767j 0.0587146+0.0316394j -0.0596937+0.0538499j 0.0161264-0.0151116j -0.0151737-0.039026j 0.029889+0.0366855j 0.0133462-0.0293849j -0.0198816-0.0314434j 
0.00893651-0.020206j 0.0151599+0.0182679j -0.017788+0.0183115j 0.0507086+0.0284032j -0.0176082-0.00485052j 0.00724365+0.043512j 0.0332491+0.00925307j 0.020764-0.0387558j -0.0518999-0.0031849j -0.0176428-0.00755407j 0.0155357+0.0075297j 0.06476+0.0217228j -0.0565695+0.0182583j 0.0376963+0.0486834j -0.0115635+0.0252496j 0.00869648+0.0255455j -0.00278492+0.0450512j 0.0337113-0.0248194j 0.0300878+0.0220502j 0.033621-0.0127823j -0.0765281-0.0351398j -0.0160713+0.0107555j -0.0267705-0.0716414j -0.000670524-0.0448689j 0.0632309-0.0241894j 0.0103363+0.0020094j -0.060433+0.0120067j -0.00247894-0.0222637j 0.0408202-0.0574043j 0.0452213-0.0344038j -0.0102796+0.0457571j -0.0350825+0.00810189j 0.0132945-0.0111946j 0.01031+0.0419211j -0.0184808+0.00880149j 0.00986824+0.0413357j -0.0231234+0.0161346j 0.0223673-0.0368809j 0.015741-0.0238488j 0.0201767-0.0284586j 0.0158061-0.00577663j 0.0308171+0.0550554j -0.00911391-0.0160816j 0.0334599+0.0218028j 0.0487399-0.0202835j 0.00618247+0.0246887j 0.0302487+0.0233799j -0.0159085-0.067462j 0.00641394-0.000271996j 0.0201879+0.0355247j 0.0449875-0.00214733j -0.0533015-0.0448448j -0.0701621+0.0881963j -0.0303247+0.0923866j -0.0565956-0.0903196j 0.0486982-0.0787953j -0.0829508-0.0561314j 0.0485963+0.0541126j -0.0375352-0.0697912j 0.0213985-0.0386169j -0.00838905+0.019214j 0.0156848-0.0432844j 0.0199975-0.0675704j -0.0268463-0.0560029j -0.0656028+0.0227749j -0.0562943+0.0118747j -0.169141+0.0173706j -0.0725447-0.0141265j -0.0162074-0.0197083j -0.00717245-0.087223j 0.00789473+0.0132277j 0.0222102-0.0195134j -0.107986+0.204536j 0.15227+0.0647624j 0.00747682+0.0191671j 0.100534+0.0820652j -0.00933182-0.0062814j 0.0624974+0.037839j -0.0575644-0.0671177j -0.00170705+0.0493426j 0.0296212+0.0608575j -0.054469+0.0184881j -0.0469835+0.0422309j 0.0132662-0.0121773j 0.00245276-0.0191103j 0.0521999+0.01317j -0.00724611-0.00608404j 0.101256-0.0505034j -0.0121998+0.0629355j 0.0221849-0.0330624j -0.0531301-0.00661565j 0.000285538-0.0661353j -0.00155808+0.0341114j -0.0137997-0.00671666j 0.00457804+0.0204843j -0.0274851+0.0174077j -0.00286388+0.0142437j 0.0138669-0.023028j 
-0.0118227-0.0197738j -0.0385267-0.0150244j 0.0328477-0.0143985j 0.0060576+0.0118169j 0.00639009-0.00682431j 0.0460267-0.0313277j 0.0506934-0.110568j -0.0613898-0.0452001j -0.0393536-0.0102775j 0.0194442+0.000251816j -0.0141324+0.0511676j 0.0549808+0.0213678j -0.0316651-0.0245322j -0.0513938+0.0967311j 0.00855743+0.0537082j 0.0364735-0.0212788j 0.0182733+0.0168304j -0.047657-0.0530363j -0.0224146+0.00108689j -0.0247484-0.0764034j -0.0178641-0.038686j 0.0406529-0.00976038j -0.0141995-0.00270515j 0.0615663-0.0206088j -0.00838986-0.00103973j 0.00760688+0.0577392j 0.0317776+0.0141497j -0.0487623-0.0683211j -0.00446816-0.0316014j 0.0656037+0.043037j 0.019224-0.00179998j -0.0313322-0.00496211j 0.00788258+0.0152324j -0.0324254+0.014683j -0.012688-0.0661772j 0.0876699-0.0294785j 0.0327705+0.00325342j 0.00152962+0.0195776j 0.0279204+0.0660306j 0.0927813+0.00659474j -0.0350113-0.0278297j -0.0638148+0.0446856j -0.0960233-0.0432974j 0.0164152+0.0113297j 0.000675867+0.0183606j 0.0199717+0.064745j -0.0236278-0.0431464j -0.125551-0.0792793j 0.0144729+0.0205639j -0.0310144-0.003925j -0.0349307+0.0548011j -0.0324618-0.0268281j 0.0395491-0.0684241j -0.0406218-0.0296617j -0.00604283+0.000150674j -0.154469-0.100836j -0.0485879-0.0738147j 0.0876918+0.0501113j 0.0597812+0.0938674j 0.0446129+0.0345625j 0.0204173-0.0771649j 0.0418666-0.0292509j 0.137572+0.21569j -0.031226-0.0822384j -0.0288999+0.0844798j 0.00558425+0.0933896j -0.129587+0.0682386j -0.102255+0.0504794j -0.0111696+0.0766045j 0.0555954-0.0385513j -0.0295975+0.00806147j -0.0878977-0.0288857j -0.063041+0.0217561j -0.0349723-0.0368767j -0.00250703+0.0549676j -0.0732924-0.0907973j 0.0728268+0.0762945j -0.0146749-0.018387j -0.0138336-0.0762812j 0.108686-0.0262803j 0.012302-0.0461379j -0.0277703-0.0275783j -0.043807+0.0221475j 0.0406557-0.0223501j 0.0653722+0.00910915j 0.0331988+0.0214279j -0.0551014+0.026618j -0.033518-0.0441318j 0.0771717+0.0128929j -0.0277123-0.0607524j 0.0306016-0.0285232j -0.0334029+0.0303053j 0.00363243+0.00122238j -0.0327105-0.0178557j -0.0173862+0.000619456j 0.0691638+0.0139823j -0.0032367-0.041373j -0.000494151-0.0303787j 
0.0156606-0.00211223j 0.0183463+0.00421526j -0.0234418+0.0378281j 0.0278305-0.00424686j 0.0043641-0.00397288j -0.018308-0.00441693j 0.00613371+0.00840044j 0.0232207+0.0140495j -0.0401511-0.0395097j -0.00383529-0.0109233j 0.014402+0.0432252j 0.0390922+0.00973495j -0.0817431+0.0158605j 0.0288704+0.0377493j 0.0172254+0.022479j -0.0209772+0.00389269j 0.0637193-0.00872432j 0.0478189-0.0720305j -0.00873394-0.0252184j -0.0222337-0.0290467j -0.0293559-0.069356j -0.0765955-0.0178603j 0.0281883-0.00311929j -0.00135219+0.000992761j 0.0613761+0.0520513j -0.0275405+0.0388605j -0.00394842+0.0171765j 0.0607199+0.01988j 0.00551571-0.00915969j 0.0147423-0.00970222j -0.00245718+0.00683595j 0.0221556+0.00771292j 0.00859007-0.0327309j -0.00054821+0.0212707j 0.0248828-0.0296499j -0.0346287+0.0228785j -0.0127299+0.0142311j 0.0201623-0.0369068j -0.049625+0.00383113j -0.0183508-0.00473184j 0.0294953+0.00830324j -0.0413534+0.0130618j 0.0617991-0.0312617j 0.00617282+0.00542685j 0.0149853-0.0176874j -0.0131569-0.0363207j -0.0121372+0.030962j -0.0264016-0.0116756j 0.0307908+0.00546887j 0.0157805-0.00995587j 0.0370869+0.0148072j 0.0116558-0.0154094j -0.00471619-0.0191433j 0.0239099-0.0619501j 0.0207075-0.00583381j 0.0731891-0.00905086j 0.0246449-0.0726475j 0.0404007+0.0801192j -0.00156659-0.0862352j -0.057868+0.0590142j -0.0638561+0.00426j -0.0273508+0.0353397j -0.00566295+0.130175j -0.0436481-0.0374788j -0.0487045+0.0478404j 0.0616405+0.0492088j 0.0739279+0.0674075j 0.0750074+0.115058j 0.0554211+0.091086j 0.0155217+0.00388359j -0.0843858-0.11358j -0.051593-0.0909962j 0.0659732-0.0779513j -0.00994497+0.0276347j -0.0420605+0.0238493j 0.0641301-0.0380143j -0.0588052-0.0211441j 0.024945+0.0363798j -0.0225204+0.0137267j -0.00174275-0.101242j -0.0563505-0.0334124j -0.00826804+0.01978j 0.00717072+0.019906j 0.0148325+0.100999j 0.0137941-0.0338144j 0.033249+0.0204509j -0.0390251-0.0500524j 0.038238-0.00578346j 0.0308323+0.0465728j 0.057951+0.00398788j 0.00165445-0.0130272j 0.0277739+0.0114342j -0.007351+0.0285506j -0.0144947-0.0348669j 0.00125548+0.00380207j -0.00173424+0.00440336j 0.00660089+0.0027944j 0.00165289-0.00659591j 
-0.0106153-0.0249905j -0.0144637+0.0135428j -0.00836318-0.00879896j -0.00253043+0.0215888j -0.0234939-0.000565773j 0.043779+0.0409099j 0.0274379-0.0130577j 0.013396-0.0636695j 0.0317298-0.0459778j 0.0143569+0.0698607j -0.0386448+0.0411603j -0.0281329+0.000848883j 0.0109421+0.0253258j -0.00177073-0.0474592j -0.0727794-0.0114056j -0.0173557+0.0119259j 0.0952735+0.0208155j -0.0338286-0.0857213j 0.0637555-0.0326218j -0.00043296-0.0491875j -0.0164425+0.0245622j -0.038024+0.0250446j -0.0138891+0.0176036j 0.0225857-0.0177574j -0.0292439-0.0131755j -0.00687386-0.00941597j 0.0552288+0.0410038j -0.0147889+0.0141425j -0.013539-0.021432j -0.0146073+0.0251426j -0.0403464+0.0223625j -0.0275409+0.0328879j 0.0848838+0.00250392j 0.00185203-0.00023335j -0.0324678+0.0252655j 0.0441364+0.039011j -0.0399982+0.0638761j 0.0203478-0.035957j 0.00854136+0.0113074j 0.00344657-0.00121457j 0.0340524-0.00915167j 0.00196918-0.0188482j -0.140028+0.0043021j 0.00761643+0.0046293j 0.0643552-0.0298932j 0.00366242-0.0592524j -0.0573826+0.0175923j 0.0370691-0.00949792j 0.0409924-0.0380941j -0.0329272-0.0341379j 0.013893+0.0240927j 0.049292+0.0194483j 0.0232362+0.00823804j -0.0940922-0.0791485j -0.0528084-0.0326616j -0.078219-0.0651247j -0.00827497-0.0452597j 0.0705469-0.00990569j 0.0490616-0.0496031j -0.0102665-0.00825106j 0.0342108+0.0138492j -0.0442519+0.0174938j 0.127966-0.0115238j 0.01224+0.0101953j 0.0139982+0.0140509j -0.0452187+0.0252034j -0.0456245-0.0483703j -0.111383-0.0178916j -0.0720475-0.079416j 0.0511365-0.0136943j 0.0102038+0.0161422j 0.132577+0.0705855j -0.112823+0.114571j 0.0221515-0.0578128j 0.086229+0.0330568j -0.0350644-0.0505297j 0.0502854+0.00679539j 0.0515854+0.0286163j 0.00558566-0.0380725j 0.0178329+0.0118944j -0.0458624-0.00497835j -0.0509558+0.00164299j -0.00874552+0.0463842j -0.0351169+0.0257414j 0.0015491+0.0127544j -0.0395981-0.0563517j 0.0237617+0.0499891j 0.0184213+0.02877j -0.00605285-0.0376177j -0.0485186-0.0238888j -0.00127383-0.0102645j -0.0192842-0.0228614j -0.0520054-0.0288479j 0.00651156-0.0115119j 0.0575603+0.0223038j 0.00964474+0.0455519j 0.0198519+0.0335791j 0.0124663-0.0326842j 
0.0297351-0.00582464j 0.0222595-0.00358264j -0.00679145+0.0285625j 0.0617859+0.0025682j -0.00728549-0.0138183j 0.00785665+0.0125899j 0.0169731-0.0159059j 0.00582632-0.0315396j -0.00482996+0.0102294j -0.0622967-0.00883391j 0.00947365-0.0499737j -0.0172233-0.0774557j 0.00559921+0.0281068j 0.0280131-0.00398613j -0.0211186-0.0288855j -0.0346066-0.0104999j -0.00398848-0.0133369j -0.0270587+0.0112636j 0.007387-0.0295575j -0.0135936-0.0150231j -0.0222955-0.00598255j 0.019887-0.0380136j -0.0191617-0.0144125j 0.0146128+0.0460166j 0.028393+0.0430627j -0.0783558-0.0227656j -0.0252368-0.000364021j 0.0696625+0.0370327j 0.0158015-0.0194338j -0.0123735-0.0247633j -0.0408541-0.0425143j 0.0265112+0.0281127j 0.0250929+0.016257j 0.0407782-0.0314052j 0.0241579+0.0195629j 0.0138371-0.0260823j -0.065334-0.0135704j -0.00864988-0.0387574j 0.0164259-0.0479549j -0.0353478-0.021283j 0.0156744-0.00410181j -0.000104515-0.0477807j 0.0415278-0.0141116j -0.0172685+0.0398213j 0.0335554+0.00710285j 0.0532333-0.0153525j 0.00272723-0.0351009j 0.0708426+0.00823885j 0.0499135-0.0128075j -0.0220318-0.0194175j -0.00163504+0.0594921j 0.0884052-0.0400529j 0.0525562-0.00593525j -0.00505103+0.0166659j -0.00991852-0.0347227j 0.0190773+0.0211511j 0.0596099+0.0936117j 0.0284576-0.0167746j -0.0164256-0.0561958j -0.0771633-0.0900495j -0.0799986+0.0290487j -0.0195664+0.0191785j -0.0516322-0.112314j 0.0367631-0.00903007j -0.0245773-0.0698703j 0.013935+0.00916633j 0.0180284-0.0675199j -0.0469034-0.0802133j -0.0198561-0.0795924j -0.0100728+0.0777609j 0.013667-0.0656157j 0.0207669+0.00524471j -0.0377794+0.0288898j 0.0531641-0.00491111j 0.0877274-0.0433137j 0.0196797+0.0665871j -0.049805-0.0868353j 0.0439586-0.0729861j -0.0304354-0.0327047j 0.0181896+0.0711033j -0.0145494-0.0393424j 0.0305575+0.0259548j 0.0672159-0.00908827j 0.00912813-0.0385685j -0.00790145+0.0249688j 0.00595199-0.0241441j -0.0285227+0.0231043j -0.013915-0.0657426j 0.0501713-0.0204844j -0.0147421-0.0423892j 0.0127035-0.0318861j 0.0294464+0.0631431j -0.0361983-0.005637j -0.00680293-0.00302312j -0.00757477+0.00692461j -0.0058445+0.00887995j 0.0167547-0.0206659j 0.0109457+0.0127204j 
