-0.0125679+0.0349484j 0.00855216-0.0379223j -0.048856-0.051549j -0.0118654-0.0404788j -0.010383+0.0193917j -0.00937628-0.00190591j 0.00330837-0.021463j -0.000187277-0.0755439j -0.0244524-0.0182454j 0.00353903+0.0143127j 0.019643-0.000557983j 0.00410285+0.0194759j -0.00192998+0.00701931j -0.0325029+0.00111412j 0.0048833-0.0128162j -0.00250357-0.0182218j 0.000265244+0.00737472j -0.00132587-0.0532657j 0.000776039+0.016041j -0.00695322+0.00111114j 0.00161571+0.0325623j -0.0115771-0.0257802j -0.00179641+0.00991296j -0.00108747-0.000962421j 0.00143164+0.00604323j 0.00566064-0.0077081j 0.00566759-0.00196744j 0.0064361-0.00156452j 0.0184749+0.00121231j 0.00759662-0.00944709j -0.00650964-0.000490335j -0.00942587+0.00713989j -0.0209727+0.0384569j 0.0155883-0.021529j 0.005323-0.0150878j -0.0217024-0.0178687j 0.00911048+0.0141516j 0.0123024+0.0164682j -0.0177735-0.00889631j 0.00698408-0.0103731j 0.015738+0.0322678j -0.00605248+0.000193398j -0.0106183+0.0138472j 0.00522897+0.00167217j 0.000631425+0.00208542j -0.0177252+0.0170584j -0.000618663+0.0113471j -0.00955666-0.0407081j -0.0217835+0.0267448j -0.0002669-0.0336652j -0.0134997+0.0203421j -0.011199-0.0125799j -0.0096225+0.00407036j -0.00190824-0.00151638j 0.000497221-0.000704899j 0.0178635+0.00168924j -0.0227187-0.0437688j 0.00825821+0.00901653j -0.0107116-0.0176003j -0.0284889+0.0160257j 0.00451891-0.0234975j 0.0112807+0.01734j -0.00720273-0.00459932j 0.00518315+0.0026676j -0.00544375+0.0468034j -0.0174817+0.0326221j -0.000317701-0.0162102j 0.0162029+0.0146707j 0.00325409+0.00314466j -0.0451252+0.00973877j 0.00276102+0.0320217j 0.00380484+0.0378278j -0.0350583-0.0309189j -0.00458885+0.0590152j -0.00385826-0.0351456j 0.0122663+0.052311j 0.0137236-0.0224069j 0.0384721+0.0081022j 0.00543399-0.0165386j -0.0324909+0.023123j -0.0333918+0.019157j -0.0165653+0.0192477j 0.0504246-0.0406236j -0.0113916+0.00447812j -0.0195648+0.0208741j 0.0155813-0.0100416j -0.00270672-0.00966573j 0.00171822-0.0106535j 0.0631341-0.0654577j 0.0183384-0.0218733j -0.0742672-0.0126909j 0.013415-0.0053848j 0.000369147-0.0091815j -0.102099+0.132641j 0.0811659+0.0177367j -0.0886228+0.157177j -0.0574957+0.00718158j 
0.0244303+0.0163115j 0.0037866+0.0281157j -0.0119552-0.0288478j 0.0514792-0.0148072j 0.00926403+0.0173431j -0.00834325-0.0475728j -0.0138264+0.0165743j 0.0218779+0.0652707j 0.0540005-0.0445895j 0.0529476+0.0349653j -0.0496333+0.0773549j -0.0135297-0.0341478j -0.0150213-0.0181907j 0.064437+0.0722794j -0.0118622+0.0168572j 0.0140963-0.017499j 0.0247258-0.00751148j 0.0152499+0.0624239j 0.0230195+0.00104334j -0.0229912-0.0227984j 0.00774174-0.024671j 0.0455926+0.00167039j 0.0485843+0.00805892j 0.000451885+0.0181019j -0.0327018-0.00252522j -0.0618978-0.0144394j 0.0522303+0.00407115j -0.00349403-2.79795e-05j 0.085944+0.00958273j -0.0522687-0.032585j -0.0725944-0.0564391j -0.0433832+0.0445193j -0.0389819+0.0242117j 0.0376016-0.101734j -0.0329527-0.0142669j -0.0719137+0.00851473j 0.0322143+0.00829959j 0.0352605-0.0770035j 0.0143152+0.00836194j 0.00502092+0.0535183j -0.0104023+0.0113499j -0.0749234-0.0626326j -0.113543+0.0485814j 0.0189785+0.0118436j -0.0240891+0.0344735j 0.0238661+0.0166933j 0.0913289-0.0519628j -0.0649609+0.0282585j 0.0377295-0.0990046j -0.0128148+0.0509026j -0.0403648-0.0495727j 0.171332+0.0988263j -0.0362629-0.0507512j 0.0667596+0.0254059j 0.0500141-0.114897j 0.105614-0.0744796j 0.0183535-0.0184451j 0.0411588-0.00156463j 0.0334146-0.0281614j -0.0551291-0.0263443j -0.011067+0.0387257j 0.0237108-0.0565383j -0.0336941+0.0468488j 0.0836013-0.0370786j 0.0213459+0.0924516j -0.0880724-0.0202094j 0.119797-0.0224651j 0.0287085+0.0470085j -0.068213-0.0940751j 0.000419311+0.0888807j -0.0876876-0.0171184j 0.0169339-0.0793568j 0.0726661+0.037674j -0.0877154-0.0227029j 0.0390077+0.0810659j -0.0246041+0.0453805j 0.0190082+0.084302j 0.00861348-0.0735165j 0.0471149+0.0358392j 0.024391+0.00221022j 0.00150532+0.0105708j -0.0118476+0.026979j 0.0586784-0.00969153j -0.00755797+0.045331j 0.0344284+0.0337734j 0.0358866-0.00369375j -0.000747109-0.0224097j -0.0373732-0.0406081j 0.0410661-0.082879j -0.0382945-0.0807352j 0.0574421+0.0388473j -0.0360582-0.00113344j -0.0225527+0.0123327j 0.00846725-0.0228812j -0.0272942-0.00958308j 0.0191328-0.0151678j -0.0187484-0.0342039j 
0.0115711-0.017945j -0.0276986-0.0303419j -0.0512199+0.0390923j -0.0751108-0.044399j 0.0182821+0.020565j -0.0389716-0.0128485j 0.000882768+0.0539091j 0.0497332-0.0590495j -0.00714509-0.0457776j 0.0297238-0.0424298j 0.0165608+0.0383901j 0.016015-0.0189207j -0.0143301+0.0211931j 0.0402666-0.0429342j 0.0348887+0.0413659j -0.00862574-0.0040441j -0.00969178-0.0109579j 0.0411521+0.0137848j 0.00199773+0.00342842j -0.0286785+0.00200208j 0.000852985+0.0120659j 0.00168403-0.0458919j 0.0239375+0.00922752j 0.0255498+0.0553086j 0.0162749-0.0517038j -0.0338388-0.00844376j -0.0130479+0.00787779j 0.00288312-0.0346591j 0.0713039+0.0298923j 4.92299e-05+0.00823427j -0.0161696+0.0073844j 0.00410891+0.0318088j -0.0111139-0.007144j -0.0241627+0.0271314j -0.0773754+0.0286859j 0.0377247-0.0122882j -0.0686059+0.0186804j 0.00491951+0.0263456j -0.0358486-0.0495323j 0.0583535+0.0150943j 0.0463173+0.0355977j -0.0479207-0.036704j -0.0318342+0.116839j 0.0622598+0.0377039j -0.00262215+0.048545j 0.033249+0.0336823j 0.123437+0.0225798j 0.0247611+0.00554105j -0.0345642-0.116165j -0.00671308+0.0386938j -0.048698-0.0356235j 0.0413594+0.0760127j -0.0501611-0.0518921j -0.00238375-0.00174228j -0.0494014+0.00787582j -0.064265+0.0640596j 0.0163328+0.0321759j -0.0612751+0.0637955j 0.0590921+0.000619765j 0.0608502-0.17792j 0.0488517-0.0214152j 0.0445111+0.00422109j -0.048293-0.0234326j 0.0545491-0.00325194j 0.00899287-0.00859984j 0.0698222+0.0721681j -0.0367205-0.0332409j 0.0906945+0.119404j 0.0385129-0.0237149j -0.0248589+0.116106j -0.0561244+0.0581658j 0.0107527-0.0235448j 0.0639305-0.0629762j -0.0148934+0.00960392j 0.0112377-0.0290756j 0.158546-0.0128708j -0.00559912+0.0655542j -0.00548997+0.0583029j -0.0104213+0.0192272j -0.0438996-0.0683326j -0.0361496-0.0229416j 0.00386651-0.0690149j -0.022334-0.0844927j 0.0254625-0.0235138j -0.00238111+0.0063056j -0.0917964+0.00716854j -0.0173468+0.0254325j 0.0120832-0.0695737j 0.112886+0.0299119j -0.0161508-0.0535244j -0.0254197+0.0298575j -0.0505746+0.026934j -0.000449043+0.0581369j 0.00307777+0.0351446j 0.0417584-0.017194j 0.00495895+0.012683j -0.00136125+0.0265434j 
0.00425154-0.0059513j 0.00962316-0.0392999j -0.0386745+0.0334577j -0.0535878-0.0371677j -0.0448655+0.00888134j -0.0164318-0.0130892j -0.0112007-0.027494j -0.0871504-0.0229891j -0.0151077+0.110353j -0.0241276-0.0334233j -0.000543401-0.0340001j 0.0323668+0.00994209j -0.00759073+0.0305889j -0.030643+0.00496587j -0.0130199-0.0051306j -0.0391336+0.0113843j 0.00520754+0.0674273j -0.0285141+0.00721279j -0.0203783+0.0130203j -0.0242013-0.0295095j -0.0051689+0.0380082j 0.0118425+0.0262939j 0.00979353+0.0195056j 0.016313+0.0262034j 0.00707748+0.0199875j 0.0178037-0.0336396j 0.00161379+0.0236474j 0.0283458-0.00725735j -0.052925+0.0292656j 0.0500458-0.0133479j 0.0188905-0.0574516j 0.0103088+0.0240656j 0.0198358-0.0187027j 0.00739861+0.029843j 0.00462894+0.0551179j 0.0257938-0.0125564j -0.0295098-0.0504255j -0.0264456+0.00412229j -0.0473114-0.0268635j 0.0258377-0.0359215j 0.0423838-0.0066988j 0.00573496+0.075735j 0.0398294-0.0916667j -0.0324575+0.0275602j 0.00253908+0.0380846j 0.0229598-0.0253934j -0.0854703+0.0708246j 0.0415337-0.00579469j -0.0866438+0.045976j -0.00157391+0.0407988j -0.0104444+0.044257j -0.0678451-0.132609j 0.0675557-0.026425j -0.026517+0.0294237j -0.0858619+0.0282112j 0.0528391-0.0251374j -0.0544031-0.00570259j -0.0367683+0.0203993j -0.0494559+0.0570081j 0.102977-0.0419995j 0.00953992-0.0564892j -0.0641021-0.0687355j -0.0321563+0.0372479j -0.0916281-0.0731925j 0.0352644+0.127033j -0.0469479+0.0113961j 0.11957+0.0107163j -0.0688573-0.0652274j -0.0547532+0.0108536j -0.0427689-0.0977853j 0.0241311-0.00949939j -0.00646018-0.064972j -0.0457404-0.00427439j -0.111174-0.0365499j -0.035593+0.0195258j 0.065354-0.0768161j 0.0192376+0.0339409j 0.0930631-0.0177275j 0.00642484+0.00548804j -0.0517241-0.00907862j -0.0515309+0.0229412j -0.0168606+0.0286035j 0.0267814+0.0315066j -0.0113229+0.0129384j -0.0463382-0.0046856j 0.00514324-0.0434422j -0.0245874-0.0144551j 0.0734434+0.0166195j -0.0331726+0.0612226j -0.0171856+0.0529178j -0.0146829+0.0101191j -0.0154666-0.0516201j -0.0210393+0.0404918j 0.00300711+0.0315726j 0.0782754+0.0159767j -0.0209933-0.00340011j 0.000544807+0.0354764j 
-0.0364366-0.0299619j 0.0154965+0.0364682j 0.0760963-0.0230662j 0.0104852+0.0702174j -0.0126506-0.00570786j -0.0147748+0.00633599j 0.0345895+0.0142886j 0.0571321-0.04712j -0.0540158-0.0232662j 0.00959883+0.0359345j 0.0024924-0.0273396j 0.0156508+0.000318975j 0.0120611+0.00261826j -0.0124699-0.0344044j 0.0356763-0.00603141j -0.0238112+0.0115598j -0.0316258-0.00267903j -0.0195728-0.0378629j 0.0400743-0.00785227j 0.00742679-0.00684432j 0.00257791-0.00364439j -0.0138796-0.0363414j 0.011247+0.0158633j -0.026244-0.00730081j 0.0264742+0.00919969j -0.000744094-0.0165955j -0.0283154+0.00433903j 0.0019447-0.00961718j -0.0376309+0.0346011j 0.00784945+0.0160376j 0.0217617+0.0175176j 0.0276005+0.0346733j 0.00473083+0.0427408j -0.0164513+0.0375095j 0.0225093+0.00804236j 0.0264384-0.0088198j -0.0158883-0.0250499j 0.0284989+0.0238747j 0.015496+0.0235236j -0.0145792-0.0142619j 0.0216164-0.0402841j 0.00239945-0.0290747j 0.0254218+0.012543j -0.028196+0.00776413j -0.0330123-0.014386j -0.0246086-0.00162792j -0.0143729+0.00794171j 0.0464097+0.013857j 0.028779+0.0272639j -0.0261622-0.0466664j -0.0144937-0.0376786j -0.0229607+0.0152098j -0.00367156-0.0146399j 0.0261138-0.0289659j -0.0208148+0.00589199j -0.0828906-0.00232168j 0.00280964+0.00344151j -0.00122016-0.0275093j 0.0111065-0.0297904j 0.0568588+0.0150005j -0.0171+0.00909388j 0.0232999-0.0119084j -0.0352115+0.0486919j -0.0115812+0.0479349j 0.00326536-0.0108461j 0.0368546-0.0122016j 0.00157303-0.00996731j -0.00625868-0.0006737j 0.0126403+0.0508251j 0.0278956+0.0451641j 0.000716736+0.0257831j 0.0731501+0.0280216j -0.00365706-0.076028j 0.025135+0.047203j 0.00300476+0.0132654j 0.0511078-0.0333527j 0.00779594-0.0131508j -0.047897-0.0169488j -0.0566984-0.0720249j 0.0417735+0.0495686j -0.00608309-0.0249177j -0.00605357-0.00254405j 0.00374365-0.0278042j 0.00250916-0.013675j -0.0641182-0.0122678j -0.0472143-0.0082724j -0.0434759-0.0159774j 0.0278389-0.0251386j 0.0157734+0.0870429j 0.0643913-0.0402475j -0.0351834-0.0370871j 0.00523541+0.000893175j 0.0063497-0.00923588j 0.0181562+0.0146149j -0.00828351+0.0104106j -0.011183+0.00646249j 0.00135919-0.00865433j 
-0.0167256-0.0224811j 0.00573137-0.00476883j 0.0500393+0.00847745j -0.0291561+0.0194988j -0.00258735-0.00562972j 0.00260109-0.0212123j 0.033262+0.021906j 0.0185267-0.0510369j -0.0395281+0.0164151j 0.0268016-0.000697651j -0.0015286-0.0196334j 0.0114147-0.032715j -0.000110121-0.0426413j -0.00148556-0.0160825j -0.0139975+0.0107558j 0.0159065+0.0161155j 0.00615032+0.0131312j -0.00798722+0.00605036j 0.017897+0.0030383j -0.0154792+0.0139723j 0.00981648+0.0152702j 0.0255844+0.0224681j 0.00162236+0.00742428j -0.00511854-0.0200229j 0.0204988+0.0645029j -0.0209341-0.0265075j 0.0129642-0.00827581j 0.0447491-0.0255668j -0.0240935-0.0276572j -0.0120018-0.00544107j -0.0410306-0.0290658j 0.0283642+0.0531522j -0.0106095-0.0157662j 0.0243394-0.0241784j 0.00805515+0.027332j 0.000633279-0.0118037j 0.0158512-0.0209471j 0.019055-0.0412656j -0.0154227-0.0135722j 0.00303571+0.0131772j -0.038418-0.014886j -0.0421497+0.00539373j -0.0116296+0.0161757j -0.00859742-0.0330573j -0.0405398-0.00326256j -0.0156188+0.0121127j -0.00783076-0.0499361j -0.0328175-0.00876458j 0.0167447+0.00607051j -0.0537427-0.0354383j -0.030032+0.0207728j 0.0400122+0.015352j 0.0189866+0.0153715j 0.00717161-0.0430208j 0.0421238-0.0407452j 0.0279923-0.0148185j 0.0346476-0.0709813j -0.0390789-0.00370769j -0.0224455+0.0349994j -0.0143646-0.00630965j 0.0189672+0.0123674j 0.0371179-0.0383568j 0.0359918+0.0146445j 0.0326884+0.0254835j -0.0797593-0.00952749j -0.00303949+0.0141643j -0.00153383+0.0187201j -0.0465093-0.0654381j 0.0730986+0.0835243j 0.0313146-0.0240581j 0.0217847+0.028229j -0.0495582-0.0722601j -0.046586-0.0471376j 0.0370636-0.0136553j 0.0826187-0.0219763j -0.0386013+0.0119782j -0.0332274-0.0225287j -0.00445946+0.0018973j -0.00967273+0.029067j 0.0717757-0.0111803j 0.0443627-0.0212155j 0.0275798+0.0510301j 0.00260509+0.0346858j -0.0112445-0.0622427j 0.0024994+0.0137753j 0.046221-0.0322864j 0.0598611-0.0127175j 0.0366442+0.0517002j -0.00605505+0.0401215j 0.0105059-0.0760791j -0.029812+0.0256005j 0.0221455-0.049492j -0.0343936-0.0372929j 0.0653825-0.00241898j -0.00542342-0.0384024j 0.0095624-0.0188402j -0.0138118+0.0307806j 
0.0103899+0.0051285j 0.0105963-0.00977885j -0.0197427-0.00709017j -0.00210653-0.0302297j -0.00105363+0.0338154j -0.0325293+0.0120447j 0.0100221-0.00272629j -0.0506845+0.0363068j 0.0294212+0.0340589j 0.00866191-0.0286301j 0.0170761+0.0464839j -0.0350222-0.0439524j 0.0219826-0.00678614j -0.00555528+0.00841919j -0.0226622+0.0381342j 0.0205166+0.0454666j 0.0207933+0.0110502j -0.0404966-0.0641751j 0.00957545-0.0096677j 0.00889179+0.0181319j -0.0112784+0.0075039j 0.01424-0.00251938j 0.0289388-0.0436035j -0.0278489+0.00443937j 0.0393148+0.0297625j -0.0078597+0.0140253j 0.00503243-0.0206084j 0.00745332-0.0230774j 0.0463544+0.00798758j 0.0153307+0.0373292j -0.00433518+0.029652j 0.0410603+0.027511j -0.0174242-0.0266849j 0.000577609+0.0257448j 0.014033-0.0523318j -0.040611-0.00994532j -0.0598762+0.0282787j 0.0429833-0.018074j 0.0172752+0.0248652j 0.00274085+0.00922452j -0.0111203+0.0088272j 0.0262902+0.0260396j -0.0815811+0.0363839j -0.0399475-0.0267973j 0.0567421-0.0729061j 0.0471175-0.0689154j 0.0267343+0.0333804j -0.0226173-0.00756231j 0.0258631-0.052296j 0.0263482-0.0243012j -0.0638807-0.0370087j 0.0341525+0.082227j -0.042817-0.0622077j -0.0384359+0.0145007j -0.0067176-0.0119722j -0.0549785-0.0174711j 0.0281663-0.00293304j 0.024566+0.00267668j 0.00157699-0.0277569j -0.0528469+0.0520253j -0.0728759-0.0793793j 0.0287435-0.0364073j 0.0786699-0.0746114j 0.0470829+0.0493163j 0.0203994-0.0139228j -0.0313468-0.00677183j 0.0488173+0.0632924j 0.0518548+0.0534748j -0.000678219-0.0615032j 0.0838676+0.00436433j -0.000803927+0.0394586j -0.0141574+0.0428867j 0.0431594-0.00198656j 0.0586101+0.105065j -0.0328745+0.0242322j 0.00106172-0.0336653j 0.0224155-0.00235046j 0.0648727+0.0197954j -0.0196997+0.0166898j 0.0261317-0.0132567j -0.00252612-0.0473227j 0.0144883-0.00886163j -0.109516+0.0192936j -0.0458323+0.0355448j 0.0031889+0.0699058j 0.0120955-0.0479723j -0.0448289-0.0164686j 0.0587565-0.0107797j -0.0242249+0.0246567j 0.0374508+0.034299j 0.00954273-0.0163237j -0.0235704-0.0119549j 0.00400869+0.0510583j 0.00169929+0.0253367j 0.00631794+0.00621876j 0.0111404-0.0110239j 0.00840692+0.0101872j 
0.000966097+0.0282789j 0.0151421-0.00716122j -0.0599255-0.038832j 0.0175987-0.0336132j -0.00263801-0.0171152j -0.0123744-0.00661122j 0.00379401-0.0497277j -0.0461939-0.0575886j -0.0242065+0.0458508j 0.0177873+0.00163631j -0.0613065-0.0395013j 0.0185539+0.0160962j -0.0210409+0.0250048j -0.0620236+0.038075j -0.000222733-0.0293875j -0.0658384+0.0376015j -0.00524512+0.020338j -0.020098-0.00306467j -0.0481086+0.0232159j -0.010193-0.000428918j 0.0191156-0.00212079j 0.0146437-0.00368791j -0.0151871+0.0107768j 0.0148274-0.00269796j 0.0185765-0.0197223j -0.0210491-0.0209068j 0.00998647+0.0175j -0.0364557+0.0231251j -0.0175192-0.0239361j 0.056255-0.00218925j 0.0260322-0.0527846j -0.0269069-0.0130763j 0.0382714+0.00438394j 0.0175213+0.0247709j -0.0758496-0.0350615j -0.0338978+0.0118378j 0.0170764+0.0184363j 0.0166298-0.00487794j -0.0213236-0.0148091j 0.0395998+0.00877122j 0.0467021+0.0184104j 0.0124855-0.0222353j 0.0281394+0.052261j -0.012977+0.00399251j -0.0167576-0.0310119j -0.00622961+0.00234928j -0.0139797+0.00947938j 0.00334824+0.00241337j -0.0494573+0.0221184j 0.0180127-0.026491j -0.00768176+0.0430626j 0.00134226-0.0504296j 0.00776668+0.0663039j -0.0112725+0.0473162j -0.0142021+0.0103333j -0.0353911+0.00341283j -0.00950047+0.0223619j 0.106161-0.0283085j 0.0107475+0.00805332j -0.0229354+0.0274176j -0.0100165+0.0290579j -0.070552+0.0414391j 0.021599+0.00231748j -0.0784166-0.011706j 0.0283502+0.00946886j 0.001601+0.0371293j -0.0688404+0.00182415j 0.0705596-0.0216819j -0.0101601+0.014757j -0.123925-0.00533246j 0.0308678-0.0248613j -0.0196275+0.0704399j -0.0217153+0.0322761j -0.0392102-0.00640377j -0.0421613-0.098611j 0.0673438+0.115182j 0.0488696+0.00356989j 0.0618311+0.0553963j 0.0254962-0.0327169j 0.0180226-0.0317502j 0.0687326-0.0674769j -0.00184752+0.00652189j -0.0178187+0.0139679j 0.0104927+0.0224374j -0.00279531-0.000405972j 0.0221582+0.044821j 0.0231293+0.0171041j -0.0642059+0.0393999j 0.050544-0.0159198j -0.0347341+0.00781298j -0.0464881+0.0112198j 0.0345924+0.0339788j 0.0154396-0.0434374j -0.0161839+0.0481887j 0.0644678-0.000894679j -0.0171445+0.0288741j -0.00599842+0.0288643j 
-0.00935092-0.00468629j 0.0147652+0.027023j 0.0382017-0.00335256j 0.0340931+0.0371587j -0.0138633+0.00665553j -0.0102027+0.0411379j 0.00746999-0.0226702j -0.0345946+0.0382962j -0.000626002+0.0153152j -0.041813-0.0185197j 0.0230832-0.0425446j 0.0153243+0.0159131j -0.00156101-0.0267215j -0.0614533+0.023776j 0.0273032-0.00681004j -0.0266415+0.0455075j -0.00262383+0.00237736j -0.0760557-0.0460128j 0.00708658-0.0117334j 0.0168044-0.00977257j 0.0233586-0.00537375j -0.0108559-0.0184997j 0.0201527+0.0122144j 0.0128617+0.0328843j 0.0105387-0.00119346j 0.0144638+0.0100198j 0.0010843+0.0451709j -0.00717922+0.00114539j 0.00848936-0.0161496j 0.0126023+0.0257867j 0.0524829+0.0432107j 0.0292078+0.0190861j -0.00621822-0.000863889j -0.00894296+0.0748376j -0.0025004-0.0889685j -0.0454392+0.0300793j 0.0268482-0.019075j -0.00215976-0.013645j 0.00582538+0.0323402j 0.00500688+0.0203125j 0.0068237-0.0222902j -0.00499758-0.0237601j 0.00647588-0.0201987j -0.018641+0.0266229j 0.00297282-0.0399217j -0.00870296+0.03288j -0.0010199+0.0613533j 0.0395561+0.0602489j 0.0068219+0.0126072j 0.0391753+0.00104248j -0.050158-0.00863154j -0.035772-0.0280182j -0.0157265-5.24848e-05j 0.0204058-0.0564157j 0.027259-0.0260025j -0.0119738-0.00359656j 0.0113797+0.0413952j 0.0231274-0.0661838j -0.0451133+0.0187957j 0.00597671+0.0384686j -0.00477569-0.0144982j 0.0294962+0.0390279j -0.000781527+0.0291379j -0.000185007-0.0405353j -0.0505411+0.0430221j -0.0191621+0.038766j 0.0332474+0.0534543j -0.00656992+0.0521365j -0.0257145-0.0105583j 0.044906+0.0680132j -0.0779594-0.0330428j 0.00999714+0.0469565j 0.0305401-0.0346055j -0.0463244+0.0286262j -0.0723978-0.00766504j 0.00583624-0.00158176j -0.00250047+0.00895659j -0.00822236+0.0220889j 0.0367386-0.0258803j 0.0424418+0.0441796j -0.0777345+0.0187213j -0.0575342-0.0125969j -0.0517496-0.00523138j -0.0148354+0.00832512j -0.0172009+0.0320845j -0.0584808+0.0258075j -0.0891921-0.00409823j 0.0167557-0.0966821j 0.0346163-0.0122895j -0.0131687-0.0326304j 0.0330553-0.0142416j -0.0272746+0.0282589j 0.00772291+0.0654173j 0.0160672+0.0261644j 0.0268474-0.00432067j -0.00411643-0.00294481j -0.00138746-0.000946757j 
0.0265134+0.0293905j -0.00664636-0.0429162j -0.0760182+0.000873922j -0.0285786-0.0859955j 0.00871184-0.0450542j 0.024023+0.00974559j -0.0658522+0.00750367j 0.0221434+0.0183859j 0.0310983-0.0510606j -0.0571181-0.0157587j 0.014114-0.0269724j 0.0308901+0.0133578j -0.0159629+0.0256987j -0.00976083-0.00363357j 0.00232721+0.00309493j 0.0244743-0.0128315j 0.008353+0.0209631j -0.026494+0.0239049j -0.00236439+0.0167513j -0.0090393+0.00445149j 0.00359188+0.00820198j -0.04697+0.00822371j -0.0231555+0.00500484j 0.0312082-0.00758135j -0.0285479-0.00706817j -0.00537453+0.00404909j 0.0195437-0.0247773j 0.0225214+0.0198329j 0.000408545-0.0452981j 0.034413-0.0209244j -0.0236879+0.00294473j -0.0312039-0.0270408j -0.0325869+0.0051643j 0.0286722-0.0236085j -0.00780378-0.0280675j -0.0330192-0.0230081j -0.0206124+0.0370909j -0.0112154+0.0192561j -0.000173987-0.0504443j 0.0511408-0.0172564j -0.0293064+0.0498131j -0.0537367-0.00745693j 0.00106768+0.00531887j 0.106024-0.0445841j 0.0561249+0.00875798j 0.00386699+0.0180622j 0.0292221+0.0114487j 0.0171474+0.00520304j 0.0329539-0.0178315j -0.000770342+0.0182291j 0.0901053-0.0554719j -0.0128158+0.0126663j 0.0191815+0.0229562j 0.0345565+0.041818j 0.0541215+0.040732j 0.0594647-0.0015261j 0.0212916-0.0527539j -0.0184328+0.0690071j -0.0152055-0.0235801j -0.051123-0.0339246j 0.0935596-0.00514236j -0.029303+0.0666555j -0.00798616-0.0287231j 0.0667325+0.0219315j -0.0201198+0.00411068j -0.12952+0.0432148j 0.0233216-0.0224706j -0.0793615-0.0584265j 0.054157-0.0103008j 0.00815534-0.0212055j 0.0182618-0.0167184j -0.0645495+0.0352541j -0.0233569-0.031901j -0.0146482+0.00406612j 0.00589205+0.0274765j -0.0325787-0.0227099j -0.0467247-0.0238142j 0.0162935+0.0641469j 0.0187014-0.00643028j -0.0187946-0.0757498j -0.0121731-0.0269594j -0.00411477-0.0159971j 0.0187379+0.0218696j 0.006462+0.0588503j 0.0195269-0.00043984j -0.00698568-0.0390323j -0.0302928+0.0515334j -0.0350358+0.00647493j -0.00969366-0.0353277j -0.0162438+0.0577282j 0.00904109+0.0163704j 0.0173869+0.00722044j -0.0074519-0.0180385j -0.00469346+0.0443033j 0.0495588-0.0315965j 0.00195312+0.00681765j 0.00813412+0.0131243j 
-0.00460062+0.00521957j 0.00474435+0.0388376j 0.021965-0.036599j 0.0590493+0.0382573j -0.0261938+0.0146574j -0.0111947-0.0117454j 0.0220803-0.0235498j -0.0368191+0.0240103j -0.0151451+0.0311298j -0.00242129+0.0123868j -0.0426765+0.0180528j -0.0297951-0.00187811j 0.0110496+0.0237563j -0.024892-0.00858009j -0.0110373-0.0219817j 0.0170662+0.0353988j -0.00620743+0.00262218j 0.000764668+0.00252355j 0.0221673+0.00413481j 0.0304522+0.0106645j 0.0152506-0.0202724j 0.00791757-0.0187393j -0.0104595-0.0299896j -0.0393435-0.0346672j 0.0447872+0.0368438j 0.00524665+0.0348726j 0.00220101-0.00354018j -0.0116732+0.0273793j -0.00786246+0.00261839j -0.034638-0.0197856j 0.0237978+0.0164375j -0.00478561+0.00226588j -0.0112154+0.0447979j -0.013586-0.040274j 0.00609455+0.0125545j -0.0101599-0.041969j 0.0183659+0.0342915j 0.00247016+0.00912135j 0.0222281+0.0318067j -0.045105+0.00928044j 0.0103647+0.0113201j 0.0139184+0.0301851j 0.0390141+0.0584482j -0.0414992-0.0374977j -0.0375617-0.00248095j 0.0313355-0.0581169j -0.0355089-0.0354735j -0.0176282+0.0119139j -0.0165019+0.0196007j 0.0149005+0.0500078j 0.00145236+0.0331554j 0.00792767-0.0305661j -0.0147868-0.000984925j 0.0131353+0.0628983j -0.0354149+0.00481001j 0.0478286-0.0194241j -0.0451217+0.0137948j 0.0127103+0.0224199j 0.00640691-0.0179991j 0.048834-0.00609358j -0.00995833-0.0786372j 0.0212507-0.0517208j -0.00532232+0.0874546j 0.0372376-0.0119077j -0.00623685+0.0148644j 0.0599739-0.00375911j -0.0191637-0.0308251j -0.0526784+0.0206511j -0.0402647-0.0146554j -0.0382779-0.0291155j 0.0304925+0.0247536j 0.0409127-0.0398155j 0.0480215+0.0232915j -0.0326551+0.0694683j -0.0456654+0.00508478j 0.0232534-0.0327008j -0.00622583+0.0188535j -0.0627594-0.0353283j 0.0151267-0.034324j -0.0495704+0.0402763j -0.00715357+0.00843574j -0.00452+0.00685206j 0.0431546-0.00579056j -0.00560012-0.0309813j 0.00903955-0.0124669j -0.0241197+0.0426014j 0.0233714-0.0346591j -0.00784049-0.030273j 0.0421763-0.046245j -0.0513812-0.0137563j 0.0298308-0.0321874j -0.0398148+0.0162513j 0.00203695+0.0187713j -0.0330837-0.00831869j -0.0262039+0.0370707j 0.00143573+0.0119463j -0.0157194-0.0240816j 
