0.00519258-0.00177771j 0.000807269+0.00431253j 0.00086832+0.00264186j 0.00339144-0.00312838j 0.000300208+0.00296486j 0.000473375+0.00261396j 0.00277368-0.00124671j 0.00157689+0.00159343j -0.000236925+0.00148719j -0.00114893+0.00126592j -0.00254818-0.000755667j 0.000405839+0.00254211j 0.000851084-0.00111966j 0.00123882-0.000246656j 0.00237754-0.000713675j 0.00116097-0.00113102j -0.00036569-0.00129464j -0.000537801+0.00144023j -0.000928907-0.00113124j 0.00272176-0.00234919j 0.00209151+0.00135951j 0.000759621+0.00176284j 0.00163+0.00183415j -0.00122671+0.00053668j -0.000384098-0.00127021j 0.00138197-0.00216466j 0.000682859+6.5532e-06j -0.000296674+0.00134348j -0.000977826-0.00112814j -0.000386286-0.000818843j 0.00277943+0.000577903j 0.000434027+0.000428398j 0.00106504-0.000853122j -0.000841546-0.00202969j -0.0019115+0.00377732j -0.000535216-0.000214108j 0.00370611+0.000476056j 0.00116185-0.0019929j 0.00136081-0.00134499j 0.000409319+0.00149421j 0.00155611-0.000132622j -0.00353541+0.00212295j -0.00166802+0.00114506j -0.00113948+0.00368153j -0.00140212-0.00118316j 0.00123646-0.000825779j 0.0027502-0.00363392j -0.0016132-0.00049957j -0.000345066+0.00179343j 0.00116173-0.00104708j -0.00258985-2.47708e-05j -0.00135732+0.00176965j -0.00102364+0.00111357j -0.000126645-0.00338735j 0.00612911-0.00738051j -0.00787973-0.00418053j 
-0.00129959+0.00105412j 0.00183621+0.000882251j -0.000715155+0.00200934j -0.00271828-0.000791901j 0.000957282+0.0015293j -0.000267971-0.000233088j -0.00103956+0.000172767j -0.00158627-0.00191087j -0.000271238-0.00233373j -0.00120382+0.000349748j -6.12381e-05+0.00140822j -0.00192314+0.0018178j -0.00259648+0.000700698j 5.99205e-05+0.00330428j -0.0034105-0.000485154j 0.00124064+0.00265154j 0.000671021-0.0038959j -0.000669974+0.0020815j 0.000904295+0.00222739j -0.000762805-0.000625635j -0.000374358-0.00163204j 0.00315675+0.00633891j 0.000616325-0.000889691j -0.00463587-0.000566424j -2.44559e-05-0.000858664j 0.00192604-0.00134171j -0.000183362-0.000686704j 0.00283519+0.00136767j 0.00204974+0.00214376j -0.00186717+0.00198081j 0.00086178+0.00161989j -0.00223096-0.000371076j -0.00218377-0.000563317j -0.00471119+0.000752997j -0.00261826-0.00322695j 0.00205602+0.00268353j 0.000410308+0.000107633j 0.00112158-0.0023119j 0.000386828-0.00024579j -0.00327844+0.00171613j -0.0016862+0.00232757j -5.06181e-05-0.000637444j -0.00177307+0.00346409j 0.00114034+0.00154223j 0.0027204+0.00116804j 0.00152567+0.000311733j -0.000556648-0.000819896j 0.00128006-0.000326655j -0.00146251+0.000162196j 0.000994525-0.000237068j 0.00185221+0.00228281j -0.00193976-0.000102261j 0.00106682+0.000456161j 0.0011468-0.000232717j -9.18248e-05-0.00161228j 0.00174957+0.000553933j 
-0.00164895-0.000158801j -0.000183723+0.00244259j -0.00118642+0.00109491j -0.000364355-0.00120705j -0.000497624+0.00011021j -0.000929848-0.000563341j 0.000116308-0.00348295j 3.3922e-05-0.000746047j 0.00107066-0.0011045j 0.000214174+0.00127412j -0.00023225+0.00255937j -0.00267062+2.59246e-05j 0.000659532-0.00160014j 0.00269285+0.000343599j -0.00142602+0.000100285j -6.05552e-05+0.0021619j 0.000733535+0.00230164j 0.000905933-0.00120015j -0.000178573+0.00364107j 0.000801248-0.000678685j 0.00165477-0.000622669j 0.00508708+0.00506146j -0.00249658-0.00338748j -0.00010465+0.000370529j -0.00271241+0.00135217j -0.0036681+0.003325j 0.000126951-0.000708626j 0.00147578-0.000673022j 0.00141569-0.000944234j -0.00136752+0.00393264j 0.000850469+0.00340164j 0.00203002+0.000844926j 0.00251008-0.000436399j -0.000594649-0.00135489j -0.00323853-0.00318699j -0.00297663+0.00276778j 0.000996974+0.000607872j -0.000867495-0.00152017j 0.00293277-0.000508555j -0.000171094-0.0024222j -0.000478586+0.00210891j 0.000193329+0.00143837j 0.00117623+0.00370735j -0.000191686-0.000663919j 0.000681812+0.00223673j 0.00188366+0.000780626j -0.00143353+0.000609604j 0.000185056+0.00163671j 0.00138255+0.000134498j 0.00250379+0.000566473j -0.000171602+0.00167353j -0.000446429+0.000202769j -0.00132863-0.000267711j -0.000678106+0.000570584j 0.00163436-0.000545945j 0.000660213+0.00162019j 
-5.98894e-05+0.00103992j 0.00128861-0.000302904j 0.000221429+0.000634204j -0.000458583-0.00086576j 0.000232657+0.0010631j -0.000146715+0.00100871j -0.000517518+0.00156408j -9.07272e-05-0.00175549j 0.000170521-0.00164862j -0.00100293+0.000146371j 0.00187285-0.000342761j -0.000375221+0.00123038j -0.000252535-0.00125647j 0.00168239+0.00046104j -0.00101607-0.00310557j -0.000469359+0.000950195j -0.000601168+0.000441106j -0.00052996-0.00104836j 0.000663758-0.00074796j 0.00158316-0.00116294j -0.0001256+0.00038419j 0.00133476-0.00477323j -0.00179802+0.00132413j -0.00150271-0.00590647j 0.000369677-0.000960476j -0.00108375+0.00195255j 4.63463e-05-0.000952226j -0.000296115+0.00146441j -0.000153863-0.00263333j -0.000367298+0.000387497j 0.000805988+0.00124467j -0.00145206-0.00779525j 0.00187386-0.000447672j 0.000320981-0.000569152j -0.000945766+0.00241264j -0.000698856+0.00423332j -0.000631575-0.000740661j -0.00160876+0.00333813j 0.000722822-0.00496584j 0.00134281-0.00123928j 0.00041787-0.00103527j 0.000376923-0.000357843j 0.0017647-0.000488556j 0.00141251+0.000116054j 0.000933321+0.000134373j -0.000176708-0.000727066j -0.00148922+0.000560545j -0.000986513-0.000346076j 0.00134537-0.00245503j 7.17671e-05-0.00134089j 0.000111372+5.20087e-05j -6.39678e-05+0.000285014j -0.000635279+0.00193852j -0.000383508+0.000322653j -0.000925094-0.00145152j -2.80513e-05-0.000369028j 
-0.00140496-0.00138941j -0.000653676+0.000590875j -0.00164403-0.000972671j 3.88904e-07+0.000603237j -0.000143524-4.76023e-06j -0.00208118-0.000595014j 0.000746116+0.000106844j 0.00153471-8.66185e-05j 0.00114566-0.000112624j 0.000208891-0.00242452j -0.00310426-0.00128777j -0.00213804+0.00231804j -0.00117462-0.0013363j -0.00285409+0.00276725j -0.00111399+0.00152429j 0.00162817+0.00199797j 0.00123685+0.00218128j -0.00247631+0.00540523j -0.00152427-0.000719944j -0.00216372-0.000532037j 0.00257889-0.00621167j 0.000117784+0.00260772j 0.00405535+0.000773063j -0.00084804-0.00351389j -8.39014e-05+0.00165735j 0.00374472-0.00389454j -0.00100683+0.00439946j -0.000792069+0.00234274j -0.0037682+0.00386106j -0.00450242+0.00601103j 0.00181035-0.00555766j -0.00296394+0.00212113j -0.00361157+0.00218641j -0.000779274-0.00401116j -0.00171475+0.00121231j 0.00190908-0.000515657j -0.000535783-0.000417506j 0.000417221+8.40453e-05j -0.000721877+0.000479255j 0.000646225-0.00140225j -0.00131855+0.000569129j 0.00166969-0.000557255j -0.00309325-0.000313939j -0.000220246-0.000118453j 0.00159355-0.000460491j 0.00210188+0.00141662j -0.000861267+0.00173353j 0.000205557-0.000890379j -0.00226169+0.00245897j 0.000198221+0.000542705j 0.000392889+7.47014e-05j -0.000230859-0.00164688j 0.00114337-0.0011857j -0.000454442+0.00194281j 0.000326559+0.000106735j -0.000485353+0.00188023j 
-4.48553e-05+0.000397638j 5.84776e-05-0.000100528j 9.09328e-05+0.000147769j 5.85009e-05+0.000447146j -0.00057165-0.000160761j 0.00073975+0.00113832j -0.000484384-0.00048314j 0.000387148+0.000706865j 0.000236632+0.00168107j 0.000534404+0.000404922j 0.000383476+0.00066041j -0.000616105+0.000559182j 0.000819103-0.000265417j -0.00186654+0.00155531j 0.00160429-0.000836763j -0.00254306-0.00361105j -0.00138583+0.00115126j 0.000855062-0.00379672j 0.000340701-0.00255218j 0.00258931-0.00045051j -0.00305133+0.00206907j 0.000852934-0.00353427j 0.00207864-0.00422267j 0.00141902+0.00170236j -0.000616012-0.00266204j 0.0013887-0.00111944j -0.000756061-0.00409675j -0.00153643-0.00135244j 0.00259577-0.00180782j -0.00327136-0.00339164j -0.00557695+0.00227438j 0.00235978-0.000939563j -0.00109486+0.00148693j -0.00162788+0.00276097j -0.00060902+0.00262455j 0.000362405-0.0018035j 0.00141412-0.000468957j -0.000899861+0.00209364j 0.00469881+0.00238779j 0.00288487-0.000989845j -0.00148122-0.00220064j -0.000433449+0.00165854j -0.00234447-1.92805e-05j 0.00194142-0.000572128j 0.00119766-0.000226486j 0.00125138-0.00160887j -0.000117071-0.000389283j -1.34684e-05+0.00161555j 0.00214218-0.000520169j 0.000498213-0.000841086j -0.000885926-0.00102632j -0.000644314+0.000794397j -0.00077622+0.000376169j 0.000105983-0.000271162j 0.000346994-0.000469019j 0.00012096-0.000239332j 
0.000126926-0.000205499j 0.000868632-6.781e-05j 0.0016172+0.000138347j -0.0022977+0.00210519j 0.00175175-0.000198667j 0.000211622-0.00101756j -0.000748687-0.000685823j -0.00193176+0.00315684j 0.000368649+0.00376938j 0.000723606+0.000656561j 0.00136415-0.000159759j 0.00077182-0.000760867j -0.00216473+0.000993257j -0.00177332+0.00083504j -0.00421034+0.00223206j 0.00189426-0.00179881j 0.00176203+0.000840744j -0.00169358-0.00304812j 0.00114688-0.00222638j -0.000761765+0.00187525j -0.000379935+0.00514015j 0.000928394+0.00166962j -0.00207348-4.5752e-05j -0.00300453+0.00686335j 0.00107436-0.00252487j 0.00481133+0.000274156j 0.000727629-0.00493544j 0.00303891-0.00435979j -0.00121397-0.00167768j -0.00136838-0.00336748j 0.00119242+0.0027309j -0.00355068-0.00141529j -0.00275608-0.000436458j -0.0039475+0.00217484j -0.00335431+0.00037829j 0.00305959-0.000281563j -0.0030928-0.000112798j 0.00142027-0.000182077j -0.00115695+0.00116526j -0.00407358+0.000269424j 0.000169151+0.000537828j -3.89262e-05+0.00335026j -0.000471216+0.000798533j -0.000807496-0.00135139j -0.000736448-0.00106592j -0.000933296-0.00183739j -0.00121008-0.00205325j 0.00252762+0.000735352j -0.00415387+0.00153319j 0.000423915-0.00104362j 0.00174018+4.43084e-05j 0.000107063+0.00195466j 0.00155364-0.00119989j 0.000211628-0.00186851j -0.000545479-0.000816622j 0.000789228-0.000519073j 
-0.000136018-0.000260023j 0.000315472-0.000924086j 0.000927264-0.000773492j -0.000797858+0.00182979j 6.87375e-05+0.000317214j 0.000416437-0.000616805j -0.00129898+0.00114226j 0.000661218+0.00410509j 0.00120536+0.00265738j 0.00319342-4.29205e-05j 0.000464205-0.00149067j -0.00019155+0.00142747j -0.00012345-0.00209565j -0.00125907+0.0008588j -0.00120786-0.00262676j -0.00213884-0.00101093j 0.00109773+0.00312211j -0.00218411-0.000822994j 0.000140574-0.0039155j 0.00126896-0.00296982j 0.00481394+0.00463422j 0.00350733-0.00294768j -0.0025125+4.81544e-05j 0.00272936+0.000416435j -0.00424875-0.00310501j 0.00177956+0.00169111j -0.00367275-0.00345904j -0.00264993-0.00124141j -0.00182668+0.00182529j -0.0035443-0.0014318j 0.00105659+0.00412785j 0.00028955-0.00381721j -0.0012955+0.000970901j 0.00121155+0.000927018j -0.00452931+0.00087236j 0.00187494+0.00243926j 0.00306374-0.0018794j 0.00061019+0.00320894j 0.00142705+4.00659e-05j -0.000105701-0.00344365j 3.01834e-05-0.000550123j 0.00193205+0.00283653j -0.00065648-6.34522e-05j 0.000909131-0.0011588j 0.000379215+0.000653143j 4.5788e-05-0.000242104j -0.0012491-0.00083296j 0.00292504+0.000164954j -1.87296e-05-0.000310074j -5.14433e-05-6.6521e-05j 0.000528234-0.000726532j 0.00116866+0.000834496j 0.000586346+0.000535038j -0.00165985-0.00049708j -0.000221352-0.000518125j -0.0001026-0.000163604j 
0.000986025+0.000622677j 0.000976458+0.00128144j 0.000691314+0.00125198j 0.000130358+0.000640764j 0.000759899+0.000791121j 0.000705313-0.000511286j -0.000687487-0.000850721j -0.00110307+0.00094826j 0.00297857+0.00137872j -0.00265841+4.2173e-05j 0.00147094+0.000365295j 0.00221222+0.00102017j -0.00298147-0.00208235j -0.00170181-0.00132592j -0.000134472+0.00013298j 0.000948727+0.00179283j 0.00197173+0.00314161j -0.000549924+0.00160354j -0.000170802-0.000119117j 0.00514157+0.000207335j -0.00366262+0.0019184j -0.00392811+0.000266423j 0.000216548+0.000479401j -0.00167789+0.000512619j 0.00426481+0.00162152j 0.000582289+0.00528869j 0.00139324+0.002121j 0.00150649-0.000852836j 0.00133802+0.00310538j -0.00288285+0.000771748j -0.0029507-0.000460355j -0.00397409-0.00372934j -0.00182609-0.00064664j -0.00218806-0.00130735j 0.00152087-0.00240456j -0.000730951+0.00360976j 0.00027033-0.00210534j 0.000892578+0.00137824j 0.000937069-0.000104034j -0.00125724-0.00321815j -0.000802544+0.00166751j -0.0019722+0.00059461j -0.000998786-0.00226583j 0.000273782-0.00072536j -0.00182102-0.000744437j -0.00121239-0.00304444j -0.000932964+0.00020394j -0.000224065-0.000158749j 0.00090198+0.00108894j 0.000379096-0.000755209j -0.000708331+0.000660256j -0.00041917+0.00135311j 0.000280482+0.000226241j -3.87813e-05-7.19521e-05j -0.000347689-0.000780354j 9.26195e-05-0.000278646j 
-0.00143997-0.000244953j -0.000121374+0.00080672j -0.000972573-7.70038e-05j 0.000184643+0.000158218j -9.09856e-05-0.000557923j -0.00238055+0.000615292j 0.000302995-0.000236102j 0.00105843-0.00161762j 0.00143511-0.000564149j -0.000660554-0.000888849j 0.000191898+0.00139684j -0.00254965+0.000419118j 0.000642652-0.00015281j 0.00136782+0.00334782j -0.00153715-9.34678e-06j -7.48972e-05+0.000345663j -0.000376025+0.00120619j -0.00426595-0.00187459j 0.00152625-0.000236207j 2.77173e-05+0.00104072j 0.00567101-0.0016635j 0.00199853-0.00341008j 0.00114004+0.00145906j 0.000818573-0.00194791j -0.00181461+0.00281065j -0.000338783-0.00147652j -0.00417847-0.00306466j -0.0013097+0.000923318j -0.00252552-0.00348348j -0.00146009+0.00370435j 0.00446632-0.000620242j -0.00259867-0.00580095j -0.000396462-0.00137665j 0.000512451+0.00203887j -0.00311564+0.00371847j -0.000373967+0.00320372j 0.000683619+0.00081309j -0.00136679+0.00227541j -0.000496868-0.00563033j 0.00102454-0.00129456j 0.00114372-0.0010519j 0.000969896-0.00096688j 0.000964308+0.00218204j 0.000513145-0.000388273j 0.00136813+0.00267926j 0.00215399-0.000906289j -0.000690619+0.00261636j -0.00076406-0.00125963j 0.00145634-0.000197412j 0.00124577-0.000398173j 0.000621708-6.64648e-05j 0.000623696-0.000402557j -0.000725663-0.000325639j -0.00143232+0.00223594j 0.000333332-0.00125954j -0.00057686+0.00142446j 
8.02008e-06-0.000434436j -0.000492033-0.00128036j -0.00103989-0.000840674j 0.000515987+0.000178713j -0.000858164+0.00115887j 0.00090356-0.000838108j 0.00189684+0.00288406j 0.000336273+0.000214374j 0.000292086+0.00176946j -6.01715e-05-0.0026761j -5.78053e-05-0.00140134j -0.000420388-0.000178027j 0.0012742-0.000720223j 0.00289988+0.000294222j -0.00275459-0.00129876j -0.0030481+0.0004089j -0.000248428-0.00348181j -0.00161044-0.000451941j -0.00493322-0.00087312j 0.000708399+0.000696958j 0.00133704-0.00153947j -0.00118563-0.00321153j -0.00242075+0.00296115j -0.00101618+0.00011069j -0.00327105+0.00032577j -0.00158497-0.00434314j -0.00264772-0.00112351j 0.000753527+0.00299972j -0.00139658+0.00366367j -0.00427841-0.0054143j 0.00158092+0.00104278j -0.00156811-0.000165245j 0.0026019-0.00166303j 0.00104178+0.000895246j 0.00082533+0.00159748j -1.24944e-05-0.00410824j -0.00110781-0.000188538j 0.00238704-0.000568897j 0.00122198+0.00385973j -0.0010646+0.00113482j -0.00343919-0.000856705j 0.00107775-0.00310541j 0.000632174+0.000563659j -0.0015163+0.00036416j -0.000197652-0.000220675j -0.000435831+0.000712113j -0.00139563-0.00200976j 0.0010368-0.00055143j -0.00290497-0.000906004j -8.04071e-05+0.00134525j -0.00170107+4.3654e-05j -0.000445187-0.00136492j 0.0012091+0.000452283j 0.000361927-0.000117555j 0.000283045+0.00068193j -0.000603979-0.000613942j 
0.000651958-0.00152185j -0.00120886-9.56367e-05j 0.000129736-0.00122879j 0.00151367-0.000223239j -0.000753362-0.00139317j -0.000795987-0.000743122j 0.00055712-0.000767601j 0.00159305+0.000361481j -0.000851232-0.000480396j 0.00146744+0.00161359j -0.000834399-0.000167026j -0.00204665-0.00241743j 0.00227729+0.00116976j -0.00163358-0.000645115j 0.00267914-0.000731532j -0.000100954-0.000531297j -0.00177357+0.0022714j 0.00193861-0.00122078j 0.000332969-9.25198e-05j 9.46879e-05-0.000777561j 0.00103535+0.00204487j 0.000420456+0.00429191j 0.00339571-0.000935256j 0.00380073-0.00237655j -0.0015428-0.000714644j 0.00319509+0.000197531j 0.000125512+0.000576005j -0.00308556-0.000708095j 0.000713765-0.00392244j -0.00285765+0.000793814j -0.00140793-0.00168628j 0.00245426+5.79793e-05j -0.000560569+0.00141261j 0.00242902-0.00107295j 0.00117985-0.00445627j 0.000267471+0.00120582j -0.000980396+0.000530489j -0.00177207+0.000318792j 0.00373172-0.000416237j 0.00465096+0.000233631j 0.000437036-0.00141727j 0.000693197+0.00218169j -0.000334992-0.00167351j 8.27485e-05+6.5734e-05j -0.000648189+0.00137557j 7.06611e-05+0.00263622j -5.80213e-05+0.000533823j -0.000773256+0.000383549j 0.000992677-0.000834248j -0.00059867+0.000484714j -0.000635768-0.000757484j 0.00119477-0.000521181j -0.000396705-0.000718436j -0.00107198+0.000703828j -1.10378e-05+0.00159651j -0.00133582+0.000598505j 
-0.00155257+0.0012405j 0.00150842-0.000120957j -0.000155416-7.31473e-05j 3.39551e-05+0.000462756j -0.000745532+0.000144834j -0.0011508+0.000690514j -0.00213415+0.000826292j 0.00159729+0.00118076j 0.0014936-0.000860581j 0.000978023-0.000724437j 0.00183014-0.000367006j -0.00201696+0.00126996j -9.95214e-05+0.000103193j -0.00010312-0.0012895j 0.00032278+0.00122993j 0.000202643-0.0006048j 0.00339661-0.00415083j -0.000490991-0.000866805j -0.000332572+0.00216929j 0.00167912-0.00120363j 0.00141031-0.00165945j 0.00378882-0.00197298j -0.000298119+0.00464314j 0.00244905-0.000325297j -0.000244441+0.00421935j 0.0035442+0.000918261j -0.00142566-0.0013974j -0.00214498+0.000652607j -0.000889164+0.00233227j -0.00175044+0.00144544j -0.000387627-0.000556493j -0.00177148-0.000219785j 1.7693e-05-0.00312821j -0.000645988+0.000238464j -0.00121407+0.00135766j 0.0035784+0.00145691j -0.0013329-0.00039267j -0.000202842-0.000632904j 0.00228819-0.00133706j -0.0018916+0.00258018j -0.000495329-0.000900542j 0.00396092-0.00171931j 0.00148063-0.000462212j -0.00164184+0.00309561j 0.000950944+0.00170192j -0.000559527-9.61666e-05j -0.000573419-0.00018948j 0.00228321-0.00222195j -0.000592992+7.21188e-06j -0.000104229-0.00130085j 0.000900461+0.000166828j 0.000729301-0.00136694j -0.000907174+0.000484989j 0.000567433+0.000804308j -0.000909297-0.00096238j 0.00176688+0.000122639j 
-0.000706842-0.000502271j -0.000441854-4.27247e-05j -0.000466346-0.00127876j 0.00154552+0.000410913j -0.00150493-0.000355884j -0.000340195-5.08649e-05j -0.000179364+0.00110254j 0.00131332+0.00311274j 0.00189838-0.000133012j 0.000637468-0.000576923j 0.000806262-0.000900332j -3.24393e-06-0.000304157j 0.000984585-0.000444814j -0.000571448+0.000433038j 0.00137183-0.00133431j -0.000644299-0.000373713j 0.00311113+0.000320943j 0.000744826+0.00409675j -0.00217595-0.001162j 0.00198171-0.00260087j 0.00268839+0.000796501j -6.10132e-05-7.33825e-05j -0.00301169+0.000295377j 0.00270446-0.00202479j 0.00117216+0.00017857j -0.000856777-6.18019e-05j 0.00182436+0.00379469j -0.00139204+0.00128397j -0.0024298+0.00397623j 0.000434584+0.00245019j -0.00155118+0.000744219j -0.000796549+0.000963627j 0.00240914+0.00333373j 0.00218769-0.0010772j -0.00188079+0.000124287j -0.00135009-8.77549e-05j -0.000302855-0.0032677j 0.000370917-0.000197988j -0.000824592-0.000657571j -0.00104034-0.000895503j 0.000347301-5.81942e-06j 0.00173693+0.000833293j -0.0010926-0.000248087j -0.0018962+0.000777129j -0.00169691+0.000601254j -0.00167379-0.000431534j 0.000314148-0.00159467j 7.59686e-05-0.00204277j 0.000381861-1.24553e-05j 5.56794e-05+4.37607e-05j -0.000933162-0.000533883j 0.0010721-0.000929941j -0.00121681-0.000540307j -8.4005e-05+0.00044491j 0.00105538-0.000180418j -0.000283303-4.17539e-05j 
0.000955123+0.00021971j -0.000361702-0.000696469j -2.44229e-05+0.00102334j -0.00051763-0.000253036j 0.000434752+0.000548121j 0.000264907+0.000515984j 0.000843833+0.000139328j -0.00126865-0.001734j -0.00340525+0.00108799j 0.000536032+0.000473451j -0.000431323+0.000157922j -0.00108136+0.000371362j 0.000589078+0.000252388j 0.000580905-0.000467456j -0.00103017-0.000315515j 0.000295388-0.00174754j -0.00323736-0.00126517j -0.00248314-0.00226011j 0.00039434+0.000556839j -0.00325128+0.00252078j -0.000793122+0.00017283j 0.0010602-0.00165922j 0.00177561-0.00108335j -0.0026277+0.00181266j -0.00201496-0.00233708j 0.000871582-0.000939073j -0.00151873-0.00467802j 0.000196434-0.000698598j -0.00317238-0.000569429j -0.000804955-0.00392677j 0.00143644+0.00151417j 0.000239694-0.000103214j -0.000643928-0.00235923j 0.000669542+0.000480211j 0.000313444+0.000244518j 0.000668882-0.00067163j -0.00168363+0.00431026j 0.000760857+0.000449434j -0.000830793+0.00210245j 0.00233594+0.000233319j -0.000194641-0.000625095j -0.000157104-0.000999678j -0.00011445+6.17277e-05j 7.88218e-05-0.000210016j 0.000432581-1.73191e-05j 0.000809238+0.000943096j 0.000520259+0.000341033j 0.000250933+0.00181404j -0.00326834-0.000358472j -0.00160485+0.000665366j 0.000944824+0.000374204j -0.000493605-0.000451586j 0.00213879+0.000213809j 0.000547629-3.10823e-05j -0.000509361+0.000904507j -0.000540253-0.000165906j 
0.000236943+0.000530701j 5.01182e-05-0.000453048j -0.000135211-4.18816e-06j 0.000693738-0.000326162j -0.000320342+0.000337558j 0.00097357+0.000737761j 7.83166e-05+0.000628201j 0.000861723+0.000821447j 0.0013211+9.66893e-05j -0.000614781+0.000600644j 0.000170026-0.000576748j -9.67174e-05+0.000396147j -7.42361e-05-0.00134918j -0.000253437-0.00217303j 0.00133447-0.00207895j -0.00244622-0.000818589j 0.00113363-0.000647907j 0.00117689-0.000353571j -0.00131648+0.000270766j 0.00382443-0.00167835j 0.00139594+0.000926828j -0.00347184-0.00308297j 0.00162749+0.00184965j 0.00327529-0.00195161j -0.00213639-0.000451807j 0.000723467+0.00340814j -0.00181119-0.00158965j -0.00179872+0.00045482j 0.00161432+0.00394852j -0.00347065-0.00218151j -0.00102516+0.000729654j 0.00028334-0.00221039j -0.00087609-0.0017965j 0.00180212-0.000892251j 0.0040356+0.000131797j 0.00136616+0.00273143j 0.00191333+0.000737294j 0.000614199+0.00156062j 0.00285062+0.00107465j -1.48824e-06-0.00117969j -0.000967328-0.00185508j -7.85557e-05-0.000663928j 0.000361222-0.00208546j 5.63497e-05+0.00157743j -0.000609545+0.00204407j -0.00108284+0.000673397j -6.20595e-05+6.45699e-05j 0.000912215-0.000237328j 0.00126962-0.000597936j -0.00024665+0.000175981j -0.000738713-0.000201725j 0.000327137-0.000840369j 5.80334e-05+0.00104676j -0.000322157+0.000528382j -0.000636102+6.34669e-05j -0.000200021+0.000127016j 
-0.000676895-1.41038e-05j 0.000726124+0.00209783j 0.000110758+9.84276e-08j -0.000188187-0.000605873j -0.000298648-0.000487011j -0.000949693+0.00101229j -0.00172785-0.00178586j -2.92558e-05-0.00190681j 0.000349339+0.000451468j 0.000849287-0.00204408j 0.000475212+0.00334505j -0.00139343-0.00108419j 0.000252673+0.000125608j 0.00165375+0.00105901j 0.000703442+0.00120398j 7.61511e-05-0.00057685j -0.00027983+0.00252483j -0.00227279+0.000918628j 0.00211508-0.00109356j -0.000181772+0.00522682j -0.00432717+0.000378002j 0.00504931+0.00234186j 0.000328786-0.00471734j 0.000651567+0.00210434j 0.001518+0.00163901j -0.00111849-0.000771548j -0.00316744+0.00214462j -0.00173921+0.000625727j 0.000113562-0.00183806j 0.00104745-0.00198713j -0.00223649+1.0729e-05j 0.00217857+0.000363984j -0.00118017+0.00106065j -0.00311176+0.000998445j -0.00176685-0.00130877j -0.00161762-0.000304144j 0.00140662-0.000398639j -0.000286526-0.00154344j 0.00201194+0.00227245j 0.00209209-0.00107542j -0.000445246-0.000331133j 0.000397386+0.000456031j 0.00164252+0.00180218j 0.000200792-0.000707562j 0.00165526-0.000426297j 0.0023714-0.00096167j 0.00119764-0.00122466j 0.000377151+0.000446866j 0.00205822+0.000391283j 0.00115795+0.000841917j 0.000132136-0.000241125j -0.000124086+9.33044e-05j -0.00193908-0.000435368j 0.000329905-6.74704e-05j 0.00076612+4.52952e-05j 0.0013727+0.000391336j 
