-0.00274981+0.00408172j 0.00467225+0.000905602j 0.0084118-0.00651531j -0.00625187-0.00308882j 0.00663583-0.00377543j -0.00375293-2.16763e-05j 0.0055923-0.0121246j -0.0104408+0.00202125j 0.000604734-0.00459453j -0.0112442-0.00204389j 0.0041316+0.00273296j 0.0029978-0.00240244j 0.010576+0.00771134j -0.0152772-0.00452868j 0.00212915-0.00267805j 0.00444949-0.00980886j -0.00349286+0.000473043j -0.0177579-0.000525681j -0.00995222+0.00178536j 0.00818713-0.00260342j -0.016172-0.00600181j -0.0080345-0.00435969j 0.00194194-0.00262632j -0.0104683+0.00287147j -0.00510046-0.0071718j 0.00415613-0.00302617j 0.00955601-0.00219049j 0.00142181+0.000199196j 0.00203026-0.00333403j 0.000495549+0.001123j -0.00267272-6.51065e-05j -0.00118417+0.000481828j -0.000613792-0.00188099j -0.000585011+0.00227364j 0.000265663+0.00162089j -0.00146603+0.00134048j -0.0018077+0.000239829j -8.27972e-05+0.000560695j -0.00210952+0.000734541j -0.00259757-0.000288725j -0.000872302-0.00048821j -0.000169328+7.82672e-05j -0.000987848+0.000685974j -0.000740857-0.000271666j 0.000159331-0.00046068j -0.000108378+0.000625455j 0.00369611-0.000511302j -0.000721537-6.97742e-05j 0.000336418-0.00127525j -0.00143463+0.000520883j -0.00268457+0.0020951j -0.000966381-0.000887349j 0.00285389-0.000237992j -0.00421229-0.00115876j 0.00211216+0.000165137j 0.0003556+0.0013212j -0.00149417+0.000901488j -0.00112211-0.00103298j 0.000517482+0.00107673j 0.00108448-0.00144627j -0.00033025-0.00140717j -0.00197885+0.000226709j -0.00146102-0.00252999j 0.00192008+1.63737e-05j 0.00194646+0.000140761j -0.00182962-0.00090211j -0.00211009+0.000519506j -0.00204683-0.000793597j 0.00138024+0.00240094j -0.00135035-0.00218186j -0.000211798-7.87565e-05j -0.000345169-0.00106663j -0.000669688-0.000188888j -0.00109923-0.00133139j -0.000415753-0.000744396j -0.00012721+0.000578207j 0.000921777+0.000643274j 0.000794477+0.00170315j 0.000457796-0.000697259j -0.000463933+0.00123648j -0.000182487+0.00126598j -0.000243296-0.00026698j -0.00150446-0.000321435j 0.000332512+0.000898809j 0.000280841-0.00189302j -0.000192856+0.00229544j 0.00126079+0.000364786j 0.000395999-0.00102125j -0.00373228-0.00283518j -0.000155954-0.003107j 0.00225098+0.00223814j -0.000390818+0.00268568j 
0.00172001-0.00125687j 0.00615555-0.00218857j 0.000566229+0.00174959j 0.000400101-0.0056791j 0.00474667+0.00273664j 0.00228917+0.00138953j 0.00205014+0.00455954j 0.000205952-0.00641987j -0.00888592-0.0103946j -0.000250057+0.00369925j -0.00198319-0.00382583j -0.00429645-0.00449584j -0.00192876+0.00135545j -0.00089853-0.004564j 0.000167603+0.0117152j 8.60985e-05-0.0013989j 0.00268562+0.00620506j -0.00188849-0.00914357j -0.000749485+0.00272783j -0.00660429-0.000984576j -0.00594147+0.0116268j -0.00178697-0.00340637j -0.00183732+0.0107632j -0.0021166+0.000996119j -0.00744187+0.010777j -0.00406422+0.00450312j -0.00629837+0.005002j 0.00134902+0.00171971j 0.00169464+0.000426291j 0.00157076-0.00520092j -0.00157441-0.00310914j -0.00103487+0.0093932j 0.000907249-0.00146258j -0.00181746+0.00663891j -0.00302324+0.00490541j -0.000517409+0.00514544j 0.00323665-0.00483391j 5.80649e-05+0.00370433j -0.00202815+0.0022575j -0.000297113+0.00111679j -0.0012265-0.000932869j -0.00266905-0.0020285j 5.36107e-05+0.00331732j 0.00109023-0.00149636j -0.00124849-0.00372493j 0.00174933+0.00412066j -0.0026046+0.00191722j 0.00166804-0.00320248j -0.000908627-0.000223873j 0.00186661+0.00261074j 0.000647605+0.00251265j 0.00157133+0.0016369j 0.000605376+0.00101866j -0.00187703+0.00446294j 0.000633486+0.00208552j -0.00288069+0.0016202j 0.00144033-0.000842755j 0.00192228+0.000421683j -0.000481551+0.00502835j 0.000990928-0.00147817j 0.0037432+0.0013634j -0.000706457-0.00264447j 0.00597432-0.00224673j -0.00767249+0.00379617j 0.00308951+0.00199611j -0.00105302+0.00624208j -0.00550768-0.00208346j 0.000118526+0.00286797j -0.00127044+0.00388113j 0.0016717+0.00183535j -0.0016102+0.000317393j -0.00197553-0.00165142j -0.000668923-0.00141096j -0.00244623-0.0018685j 0.000277722+0.000115676j 0.00134197+0.00133702j 0.000416939-0.00117886j -0.000356717+0.00104985j 0.00223088+0.00166018j -0.00422174+0.000880904j -0.00073366+0.00370146j -0.000469378-0.00181107j -0.00300592+0.00215501j 0.000777707-0.00132301j -0.000342814+0.00490079j 0.00219623+0.00520213j 0.00126023-0.00265769j 0.000746268+0.000913447j 0.00246437-0.00379308j -0.000878732+0.00153248j 0.0011362+0.00159768j 0.00377238-0.00041167j 
0.00169347-0.000411043j 0.00203381+0.00312633j 0.00612965+0.00445241j 0.00029198-0.00519819j 0.00126062-0.000229833j -0.00113376+0.00575076j 0.00194751+0.0019583j -0.00137026-0.000255268j -0.00217813-0.000246464j 0.00167438-0.00208459j 3.77041e-05+0.00420775j -0.00162845-0.00455271j 0.00442959-0.000661927j -0.0015805+0.00992838j -0.000817985+0.00229483j 0.000590379-0.00206961j -0.000491439+0.00112228j -0.0050561+0.00236572j 0.00213613-0.00525216j -0.00564785+0.00050469j 0.00540253-0.000376189j 0.00282584-0.010638j -0.00214529+0.00722486j 0.000269139+0.00317381j -8.00649e-05+0.00427761j 0.00415362+0.0022911j -0.00124517+0.00258936j 0.000741207-0.00271722j 0.000159567-0.00126471j 0.00208106-0.000795901j 0.00210644+0.00827713j 0.00660212-0.0055406j -0.00120191-0.000289327j 0.00387009+0.00701173j -0.00358688-0.00321925j 0.00479525+0.00467308j -0.000828508-0.00186707j 0.00231628-0.000900649j 0.00332779+0.00522001j -0.00288598-0.00198057j -0.000534907+0.00465238j 0.00579581+0.00993941j -0.000652428-0.000995629j 0.00108229+0.000532687j -0.000391897+0.00539928j -0.00549248-0.00202525j -0.00116+0.000266904j -0.00116633-0.000154732j -0.00111565-0.000919157j 0.000506563-0.00899361j 0.00282104+0.00503839j -0.00131413-0.00574677j 0.00200818-0.00167829j 0.00560846-0.00600137j 0.00154316+0.0044714j 0.00348951+0.000975952j -0.00139641-0.00065987j 0.00276171-0.00513868j -0.00299598+0.0027874j -0.006286+0.00837699j 0.00206142-0.00499762j -0.00353536-0.000968777j 0.00291968-0.000885203j 0.0080106+0.00055383j -0.000247959-0.00642611j 0.00273462-0.00779562j 0.00938429+0.00366426j -0.00383684+0.00181581j -0.00756621+0.0003012j -0.000881841-0.00236676j 0.00936178+0.00190691j 0.00507897+0.000503354j -0.00020073-0.00293059j 0.00363884-0.00243302j -0.00228483+0.000951793j 0.000330246-0.0013948j 0.00458987-0.00116735j 0.00303643+0.00499852j 0.000483189+0.00294259j 0.00530393-0.00140595j -0.00561832-0.00324064j -0.000527732-0.00401587j 0.00079563-0.00410387j -0.00333339+0.00345942j -0.0068569-0.00555983j -0.00773794-0.00445659j 0.00278446+0.00805099j 0.0079358+0.00417452j 0.00326068-0.00606865j 0.00297366-0.000305208j 0.0016067-0.00498421j 0.00400121+0.0067016j 
-0.0010534-0.00370921j -0.00071103-0.00155071j 0.0031879-0.00155881j -0.000992606-0.00238376j -0.00559228-0.00487901j -0.00250383+0.0019393j 3.60045e-05-0.00375537j 0.00259719+0.00184952j -0.000368565-0.00927777j -0.00279468-0.00485484j 0.00293475+0.00529355j 0.00244384-0.00894482j 5.59937e-05-0.00601697j 0.00325651-0.000264985j -0.00680922-0.000743966j 0.00154268-0.0109881j 0.000159421+0.00575801j 0.00288742+0.0141973j 0.000380169-0.00387193j -0.00305556+0.0049339j -0.00208738-0.0115655j 0.00351918+0.00209616j 0.000608285+0.00496949j 0.0027492-0.00344246j 0.00130119-0.0120682j -0.00176294+0.00351243j -0.00400655+0.00642832j 0.000926208+0.00577409j -0.00119746+0.00118733j 0.00131374-0.00461832j 0.000890068-0.00255657j -0.00430058+0.00802577j -1.86993e-05+0.000957398j -0.00193335-0.000595857j -0.00355492+0.00328807j -0.00490856+0.00248963j -0.000964189+0.00260652j -0.00215067-0.00159555j 0.000547465-0.00125248j -0.000495846+0.000885317j 0.00360545+0.00301676j 0.00328827-0.00173809j 0.00986478+0.00141328j 0.000870727-0.00148511j 0.0035339-0.00142264j 0.00255802+0.0020258j 0.00152451-0.00122576j -0.00236078-0.00138238j 0.00460579-0.00195893j -0.00371467-2.88553e-06j 1.85223e-05+0.00030009j -0.00309527+0.0015807j -0.00420062+0.000111145j -0.000780682-0.00491098j -0.00105059+6.37376e-05j -0.00147788-0.00353902j -0.00143595-0.00163995j 0.00595317+0.0032637j -0.00217685+0.00195873j 0.000559878-0.00102282j -0.00240141+0.00412435j 0.0041583-0.0022218j 0.00113161+0.00298261j -0.00503803+0.0061908j 0.00350072-0.000660976j -0.00195036+0.00285064j -0.00268459+0.00302605j -0.0014119-0.0019929j 0.00419314+0.0014416j -0.00180111-0.00376813j 0.00156593+0.00389881j -0.000205335-0.000149892j -0.000108768+0.0026934j -0.00161788-0.00307953j 0.00161327-0.00272976j -0.00073706-0.002041j -0.00295164+0.00175484j 0.00112555+8.23403e-06j -0.00303072+0.00174813j 0.00011719+0.00631716j 0.000944341-0.000107985j -0.000427996-0.00293054j -0.00050153+0.00415581j -0.000872098+0.00207299j -0.00357434-0.00254237j 0.0047557+0.00294096j -0.00116392+0.00178621j -0.00160396+0.00231551j 0.00071997+0.000509616j -0.00657724+0.00313493j 0.000173903-0.00460914j 0.00866476-0.00406622j 
0.000369873+0.00245493j 0.00143975+0.00235799j 0.00207507-0.00253993j -0.00266709+0.00103789j -0.00386567-0.000670626j 0.00687233+0.00765288j -3.98307e-05+0.00205607j 0.00128971+0.0110918j -0.000284027+0.00427755j -0.000341801+0.0057666j 0.00185321+0.00283296j -0.00143842-0.00540511j -0.0012099+0.0036626j -0.000677358+0.00991032j -0.000464133+0.0083487j -0.00196149-0.000469609j 0.000979286-0.00421262j 0.00271319+0.00400762j 0.000889853-0.00295038j -0.00114075+0.00129814j -0.00165065-0.0117221j 0.00334585-0.0165565j -0.000604009+0.0042637j -0.00206131+0.000863245j 0.00189207+0.00395049j 0.00245617+0.00273132j 0.0014197-0.000395413j -0.000501704-0.00137262j 0.00216328+0.00174375j -4.86958e-05+0.00293062j 0.00205937-0.00657323j 0.000344848-0.000900132j 0.00268397-0.00310264j 0.00353436-0.00334971j -0.00110623+0.0071329j 0.00275625-0.00372652j -0.000538579+0.00268021j -0.00110563-0.00096564j 0.00220238-0.000231661j -0.00101771+0.0014544j -0.00107161-0.00566022j 0.00374074-0.0115232j -0.00288707-0.00332706j -0.000260778-0.00603769j -0.00229575-0.00903912j -0.00205142+0.00102248j -0.00139485+0.00299584j -0.00202115+0.00556157j 0.000118924+7.60705e-05j -0.00285706+0.00588725j 0.000978667-0.000630904j 0.000305954+0.00181618j -0.000867619+0.00457618j -0.00622383+0.00477625j 0.00198416-0.00301763j 0.000651919+0.0012792j 0.00057584-0.00197887j -0.00205176-7.57829e-05j 0.00401647+0.00043994j 0.00424642-0.00490674j -0.00185292+0.000139393j -0.00170883+0.000953942j -0.00733635+0.00510581j 0.000249945+0.00142139j -0.00383878+0.00193965j -0.00195683-0.00131987j -0.000612852+0.00255096j 0.00175005-0.002115j -0.00198168-0.00303203j 0.00481732-0.000825824j -0.0103348+0.00158725j -0.00613987-0.00157247j -0.00216404-0.00213778j -0.00246526-0.00110318j 0.00211246-0.00213885j 0.000368276+0.000851455j -0.00217759+0.00395737j -0.00275694+0.00136234j 0.00307569-0.00173374j -0.00927324-0.00208754j 0.00698784+0.00141563j 0.000742443+0.00111727j 0.00276656+0.00110449j -0.000468588-0.00131878j 0.00593942-0.00178231j 0.00421591-0.000390804j -0.0014632+0.00172356j -0.000696585+0.0003235j 0.000691851-0.000852531j 0.00225143-0.00127099j -1.55509e-05+0.00171849j -0.00346157+0.00239299j 
-0.00125136-0.00284878j -0.0019963-0.00805948j -0.00327709-0.00269724j 0.000992603-0.000328322j 0.000341532-0.00269525j 0.00427582+0.00552197j 0.00084654+0.00361819j 0.000464719+0.0052564j 0.00295508+0.00827062j -0.000445711+0.00945999j -0.000465616-0.0024299j -0.000670621+0.00138786j 0.00197402+0.00790768j -0.00224952-9.05457e-05j 0.00163993-0.00250364j -0.000629092+0.00501401j -0.000436955-0.000124621j 0.00204016-0.00291458j 0.00335482+0.00225983j -0.00176838-0.00313946j 0.000242675-0.00309114j 0.00380845-0.0129401j 0.00226509-0.00368718j -0.00318239+0.0084403j 0.00100653-0.00160759j -0.00156648+0.00137912j -0.000783916-0.00329266j -0.00223956+0.000927745j -0.00100309+0.00138795j 0.004438-0.00195328j -0.000150826+0.000913903j -0.00843368+0.00105185j 0.00100247+0.00274089j -0.00879754-0.000943294j 0.0021346-0.00255729j -0.00496398+0.00273719j 0.00275952-0.000531545j -0.00160849-0.00111075j 6.35148e-05+0.00303377j -0.000558706-0.00123521j 0.00564111+0.00350572j 0.00695823+0.00516955j 0.00132311+0.00401522j 0.00507338+0.00395249j 0.00325678+0.00162015j 0.00370766+0.00340419j -0.00127227-0.00390765j -0.000792098-0.00065954j 0.00132439+0.00309119j 0.000867576-0.00468654j -0.00297722+0.000253364j 0.00212779-0.00101896j -0.00114898-0.00679087j -0.00731597-0.0015231j 0.00204569+0.00348411j -0.00282967-0.00497873j 0.000776438-0.00259137j 0.00537774+0.00138409j -0.00235777-0.00250664j 0.00116366+0.00313493j 0.00130018+0.000785136j 0.00145486-0.00533052j 0.00605462-0.00336647j -0.00741684-6.46021e-05j 0.00562392+0.00424393j 0.00795786+0.00582638j -0.00311084+0.000423657j -0.00394798-0.00102096j 0.0059489+0.00520033j -0.00475663-0.00531128j 0.00681764+0.000994815j 0.00237766+0.00288048j -0.00263101+0.00222866j -0.000257807+0.00432603j -0.00132283-0.00159796j 0.000133561-0.000474244j 0.00267188+0.0013709j 0.00112851-0.00172292j -0.000450294-0.00320204j 0.00560384+0.0106147j -0.000784806+0.000122405j -0.00163109+8.02213e-05j -0.000377892+0.00588877j -0.000953512+0.00406844j -0.00585513+0.00093705j 0.000534145-0.00207201j -6.03629e-05-0.00305327j 0.00111532-0.00232883j -0.00386064-0.00323754j -0.00129259+0.00183512j 0.00061432+0.00290873j 0.000278659-0.0079027j 
9.99531e-05+0.00104237j 0.00025654+0.000257828j -0.000102544+0.000166814j 0.000470655+0.00190057j 0.00202252+0.00385177j -0.00220073-0.00619003j -0.000233564-0.0013264j -0.00174784-0.00577799j 1.04067e-05+0.00057815j -0.000156275-0.00212409j -0.000225194-0.00417219j -0.000997862-0.00096162j -0.000914815+0.00116069j 0.00109229+0.00312922j 0.00143191+0.00404404j 9.51484e-05+0.00110371j 0.000187141-0.00306094j -0.00255863-0.00281749j 0.000257581-0.00534774j 0.00231593-0.00385732j 0.00122031+0.00470491j -0.00404946+0.00824555j -0.000128995-0.00138041j 0.000852636-0.00226778j -0.00150242+0.00423945j -0.00123904-0.00197284j -0.000553836-0.000145377j -0.000954609+0.000502698j 0.00111166-0.000795021j -0.0022311+0.00334499j 0.00172727-0.000600211j -0.000194659+0.00160345j -0.000426559-0.00211057j 0.00367011-0.00265241j -0.00448431+0.00282236j 0.00162106-0.000125613j -0.000768092+0.000720583j -0.000880661+0.00109299j 0.00473292-0.00218417j -0.00633727+0.00172038j 0.00826638-0.00345346j 0.0191116-0.00431988j 0.00352136-0.00161483j 0.00743306+0.000581427j 0.00899462-0.000355031j -0.0015845-0.00115202j -0.00145888-0.000274976j -0.00152493-0.00141216j 0.000637937-0.00110362j -0.0159643-0.00390756j 0.00470616+0.000156397j -0.000436785+0.0013072j -0.00734163-0.00234641j -0.00879919-0.00196799j 0.00883463+0.00155595j -0.00144513+0.000956849j -0.00313018+0.000873224j -0.00200173-0.00162913j -0.00118649-0.000714036j 0.00480128-0.00338304j -0.0015244+0.0021361j -0.0023562+0.000789361j -0.000204665+0.00245443j -1.08438e-05-0.000219535j -0.00124007+0.000412523j -0.00242147+0.00331397j 0.00182932+0.00669002j -0.00247194-0.00520376j 0.00202896-0.00089939j 0.000702422-0.00718018j 0.0018644+0.0124384j 0.00158516+0.00612366j 0.000613944-0.000554101j -0.000224722+0.00112007j 0.000235818-0.00429346j -8.8796e-05-0.000862632j 0.000715369+0.0050563j -0.000602176+0.00362714j 0.00028051-0.000175198j -0.00164599+0.0127464j 0.00060614-0.00690552j 0.000457821-0.00355027j -0.00079262-0.00209148j -0.00111052+0.00114569j 0.00351866-0.00978516j 0.000454489-0.00953513j -0.000653618+0.00198456j -0.00119194+0.00419754j 0.000958914-0.00274807j 0.000761444+0.000882419j -0.000198887+0.000892447j -0.0015371+0.000364038j 
0.000899411+0.00150136j 0.000473298+0.00316895j -0.00137957-0.000881065j -0.000580052+0.00124085j -3.92576e-05-0.00150548j 0.00145046+0.00352966j 0.000351971+0.00266085j -0.00035485+0.00467901j -0.00152137-0.00610997j 0.000292604+0.00518803j 6.57204e-05-0.000770805j 0.00128262+0.00972459j -0.000270254-0.00727628j 0.00100307-0.0149467j -0.0011277-0.00887223j -0.000161308-0.000237502j 0.00137114+0.00676988j 0.000266482-0.0013517j -0.0010523+0.014268j -0.00082971+0.00725868j 0.000333508+0.00036107j 0.00210808-0.00453051j -0.000915425+0.00435275j -0.000499511-0.000649353j 0.000790661-0.00219563j 0.00199867+0.00191992j 0.000301797-0.00078506j 0.00200049-0.00408156j 0.000505655-0.000968398j 0.00110122-0.00239513j 0.000377392-0.00154004j 0.00284982+0.000510475j -0.00152533+0.00196963j 0.00274521+1.3408e-05j 0.00137452-0.000849716j 0.00529204-0.00448824j -0.00136343+0.00120756j 0.00474288-0.000662308j -0.00990632+0.00610538j -0.000294829-0.000760297j 0.00132671-0.00155433j 0.0045388-0.00198486j -0.0017459-0.00165049j 0.00436581-0.00130846j 0.0140731-0.00392371j 0.00335347-0.00344975j -0.00556081+0.000834856j -0.0113727+0.00135504j -0.00593457-0.00150808j -0.00365218-0.00160293j -0.00454438+0.00157876j -0.000765206+0.00151526j -0.00519777+0.0024567j -0.000987389-0.00142653j 0.00122278+0.00158659j 0.000310469+0.00202669j -0.00126268-0.000589207j -0.00369496+0.000433181j 0.00418578-0.000589903j -0.00102809+0.00156604j 0.00082561-0.00205306j 6.39524e-05-0.000638869j -0.00377026+0.0031004j 0.00168357+0.00105454j -0.00236138-0.00280494j -0.00252852-0.00454126j 0.00353724-0.00220369j -0.000209209+0.00349065j -0.0030708+0.00177305j -0.000217395+0.00041521j -0.00137704+0.0113469j -0.000482256+0.00637916j -0.0010494+0.00714446j 0.000171182-0.000993733j -0.000581944+0.000567785j -2.13143e-05+0.00122348j 0.00182329-0.00280381j -0.000265639+0.00068644j 0.000915102+0.00020484j -0.00344984+0.00627265j 0.00380358-0.00996197j 0.000374399-0.00127462j 0.00279813-0.00775565j 0.000488807+0.000306866j -0.00182945+0.00149149j -0.000722569-0.00265555j 0.000786558+0.00207758j 0.00153691+0.000227591j 0.00017807+0.000862743j 0.000930628-0.000571268j 5.58631e-05-0.00152695j -5.82909e-05+0.00306513j 
0.000759203+0.00123779j 0.00119132-9.5616e-05j 0.00146855-0.000941999j -0.000837418-0.000496402j -0.0024095-0.000373582j 0.00116091+0.00168603j 0.000237469+0.000622679j 0.00173748+0.00147257j 0.000469438+0.00342401j 0.00386407-0.00303237j 0.000730674+0.000604733j 2.27172e-05-0.00549148j 0.00126164+0.000597966j 0.00221754+0.00772948j 0.00155773+0.00257202j 0.000424086-0.00230805j -0.000999305+0.000135305j 9.55432e-05+0.000327111j -0.00191274-0.00687698j -0.000991464+0.000592751j -0.00243959-0.0035016j -0.00094669-0.00346932j -0.000241093-0.0014077j -0.00196789-0.000988237j 0.000636977+0.00293844j 0.000645412-0.00129419j 0.00146194+0.00204084j -0.00018114+0.00441547j 0.000458404+3.82066e-05j -0.00185943+0.000628838j -0.00105053+0.00115719j 0.00124192-0.000366749j -0.00203605-0.00218367j -0.00177796-0.00131272j 0.00351803+0.00329967j 0.000227977+0.000857728j -0.00054096-0.00127885j 0.00724059+0.00413316j -0.0140165-0.0100701j 0.00486191+0.00257672j -0.000258038-0.000295598j 0.000848745+0.000958553j 0.00023964-0.00227873j 0.00544475+0.00591493j 0.00535234+0.0100744j -0.00250825+0.00156135j -0.00653785-0.00534209j -0.00953068-0.0153747j -0.00272536-0.00494313j 0.00261877+0.00383384j -0.00221909-0.00795264j 0.00404115+0.00350692j 0.00210604-0.00227864j 0.00305017+0.00165568j -0.0015143-0.00222609j -0.000683379+0.00281054j 0.00246806+0.00393312j -0.00156658-0.00126288j 0.00183545+0.00284681j 0.00246577-0.00245271j -0.000845263-0.0013378j -0.00139243+0.000253145j -0.000779256-0.00278245j 0.00142438-0.00223772j -0.00154296-0.000937761j -0.00250458-0.00161972j -0.00789591-0.00523153j 0.00902546+0.00482624j 0.00328594+0.00426297j 0.003192+0.00448508j 0.00904176+0.00548321j 0.00598226+0.0044707j 0.0109518+0.00627725j 0.000615917-0.000210386j 0.000985306+0.00181377j 0.000759706-0.00138515j -0.0056595-0.00715525j -0.002819-0.00118991j 0.000359759+0.00147583j 0.00311727+0.00465433j -0.00812201-0.00785321j 0.000332569-0.00381743j -0.00676529-0.00917465j 0.00121629-0.00256939j 0.00848971+0.00979297j -0.000160188-0.000919704j -0.00129747-0.00415794j -0.00261481-0.00301833j 0.00165693+0.00296331j 0.000606791-0.000577346j 0.000217981+0.000354767j -0.00111605+0.000936749j 
0.00133802+0.00114934j 0.00108154-0.00016056j -3.40318e-05-0.000276424j -0.00127316+0.00402879j -0.00103944+0.000115589j 0.00300638+0.00542311j 0.000762631+0.00375838j 0.00115684+0.00458721j 0.00032682-0.00363341j 0.00204685+0.00514107j 0.000617958-0.00504537j -0.000386135+0.00516869j 0.00138261-0.00744114j 0.000876711-0.00894191j 0.00234193-0.00669579j -0.000270532-0.00232823j 0.000167777+0.00648066j 0.00083987-0.00106609j 0.000138685+0.00448103j -0.00135683+0.0070012j -0.00102799-0.0028208j 0.00170682-0.00871287j -0.00036494+0.00244918j -0.00160049+0.000572471j 0.000425802+0.00161459j 0.00209304+0.000464351j 0.000163796+0.00149341j -0.00199927+0.00515132j 0.00028902-0.00103661j -0.00143279+0.00289372j -0.00185647+0.00190973j 0.000807034-0.00124181j 0.000564746-0.00155217j 0.00376738-0.00167475j -0.00275947+0.00215495j 0.00139158+0.00285095j 0.000824103-0.000933983j -0.00331512+0.00628466j 0.00840594-0.0110946j -0.00534199+0.00510042j -0.000586154-0.000391577j -0.00146548+0.00385963j 0.00140938-0.00312786j -0.00481828+0.00520336j -0.0052765+0.0061595j -0.000345088+0.000695895j 0.00668836-0.00457162j 0.014375-0.00870454j 0.00356893-0.000346191j -0.00430192-0.000767514j 0.00829413-0.00536137j -0.00295601+0.000838661j 0.0005847-0.00306706j -0.00272527-0.000797718j 0.00316021-0.0012547j -0.00123955+0.00537783j -0.00568934+0.00362279j -0.00434582-0.00101077j -0.00114407+0.000769725j 0.00622556-0.0068042j -0.000626966-0.00023544j -0.00248761-0.000466569j -0.00142305+0.00119671j 0.00350838-0.00254691j -0.00356482-0.000362751j -0.00365135+0.00169799j -0.00169974+0.00607897j 0.00269877-0.00548871j 0.00275484-0.00432511j 0.00343365-0.00386156j 0.00598093-0.00477504j 0.0051023-0.00274698j 0.00662687-0.00869464j -0.00104279+0.00155765j 0.00135545-0.00125897j 0.000816554+0.001834j -0.00425131+0.00469706j -0.00212935+0.00325785j -0.000246274+0.000612476j 0.00446339-0.00137583j -0.00689456+0.00329582j -0.00130813-0.000525469j -0.00691675+0.00305345j -0.000268148-0.00122524j 0.00744917-0.00632776j -0.00163473-0.00229666j -0.00156032+0.00231801j -0.0013464+0.00261436j 0.00180073-0.00172331j 0.00160601-0.000583325j 0.000304849+0.00040754j -0.00168524+0.0027435j 
0.000969173+0.00239696j 0.00193615+0.00247164j -0.00353241-0.00205114j -0.00195669+0.000548385j 5.16098e-08-0.00617095j -0.00239569-0.00739236j -0.00102667-0.00247098j 0.00236302+3.09953e-05j -0.0015195-0.00976307j -0.00226045+0.0168217j 0.00135977+0.0169317j 0.00163486+0.00548681j -0.000223399+0.00757017j 0.00143507+0.00692871j -0.0024771+0.00827719j 0.00169104+0.0115785j 0.000544816-0.0109739j 0.000739372-0.00320551j -0.0015817+0.0106594j -0.00200516-0.00251466j -0.0024712-0.00202689j -0.000192276+0.0023781j -4.37319e-06+0.0054145j 0.0029888-0.00558091j 0.00346356-0.0096699j -0.00105332+0.00184413j 0.000295825+0.000634148j 0.0014033-0.000754456j 0.00110637-0.000651576j -0.00159332+0.00079307j 0.00155505-0.0031988j 0.00206813+0.00170825j 0.00130566-0.00389249j 4.3219e-06+0.00223163j -0.000178193-0.000927127j 0.00202651+0.000617899j -0.000867114-0.000713084j 0.000463176+0.00144093j 0.000317458-0.00361593j -2.35463e-06-0.000422825j 0.00128687-0.00046511j 0.000705411+0.00479152j -0.00270365+0.00120225j -0.000667832+0.000653217j -8.78899e-06+0.00478576j -0.000340498+9.30441e-05j 0.00339205-0.00330683j 0.000842611-0.00488913j -0.00272614-0.000377601j -8.88226e-05-0.00231162j 0.00330179-0.00148203j 0.00314744-0.000521626j 0.000265293-0.000567492j -0.00195362-0.00263361j 0.00116889+0.000388747j -0.00029852+0.00065816j -0.000307616+0.000296391j 0.00255273-0.000596213j -0.000192839-5.54519e-05j 0.000105157-0.000415079j -0.00114293+0.00182511j 0.00134598+0.000327668j -0.00111439+0.00212551j -0.000862236+0.00133082j -0.000598451-0.0013798j -0.00304242-0.000412496j -0.000466795-0.000444357j 0.000143312-0.00136428j 0.00165037-0.00105317j -0.000911778-0.000886453j 0.00427804-0.00173496j 0.00306177-0.00118935j 0.00251493-0.00250502j -0.000243015+0.000595746j 0.000325592+0.00112992j -0.000105588+0.00305137j -0.00188115+0.000587879j 0.00060759+0.000179261j -0.00125898-0.0017352j 0.00433503-0.000624611j -0.00400138+0.000617837j -0.00172237+0.00136996j -0.00296939+0.000446057j 0.000461748-0.00020707j -0.000561412-0.00252382j -0.001789+0.00225825j -2.022e-05+0.00123831j -0.00063766+0.00143686j 0.000830363+0.000213321j -0.00121116+0.000301117j -0.00112461-0.000433451j 0.00141091+3.01211e-05j 
