-1.67018-0.200475j -0.0282739-1.99093j -0.554608-0.514919j -0.875357+1.32904j 0.641044+0.758849j 0.388813+0.21918j -0.528537+0.291242j 1.95271-0.52427j -0.602228-0.0237371j -0.674719+0.389194j -0.0425751+1.16497j -1.60909-0.607609j 0.0985374-1.04615j -1.10646-1.93478j -1.43812+1.00135j -0.68117-2.53439j -2.82897+1.28524j 0.0928258-1.34021j -2.36965-0.233692j 0.160197-1.75204j 0.291473+0.0523538j 0.590846+0.26213j -1.47357+0.0120867j -2.33031-2.20533j -0.323996-0.328626j -0.313945+0.0487833j 0.709443-0.405921j 0.195538-0.744163j 0.94033-3.09587j 0.812217+1.24211j -0.308303+0.456205j -0.0277026+0.59184j -1.26514-1.08473j -1.64601+1.9408j 1.12816+1.15214j 2.92617-0.779798j 0.940445+2.23455j 2.474-2.21293j -0.856562-2.16688j 2.79529+1.70067j -2.23124+1.56038j 0.451371+0.711131j -0.425103+0.0402257j 1.45551-0.980038j -1.76771-1.86137j -0.314502-1.45846j 1.85359-0.170362j 1.64121-1.04416j 0.0901233+0.357958j 0.334234+0.674466j 0.348897-0.63832j -0.257261+1.73677j 1.03497+0.490767j 1.16026+0.826874j -0.38143+0.820844j 0.334649-2.31361j 0.591712+0.238789j 0.407347+0.283136j 0.30662+1.00683j -0.760921-1.04838j 2.29513+1.124j -0.6249-0.12387j -0.156851-0.164777j 1.49125+0.050414j 0.112252+0.0820644j 0.762441-1.09627j 0.834583+0.616739j 0.31949-0.320988j -0.835357+0.0928109j 1.29002-0.558536j 0.567441-0.33477j -1.79456+1.17738j -0.46942+1.05404j 0.145197+0.686341j 0.537629-0.27873j -0.0733689-1.6765j 1.06753+2.10997j 0.269985-0.313625j 0.755156+0.763824j 0.726544-0.969242j -0.504954+0.405942j -0.603206-1.62527j -0.00264475+0.341405j -1.66702-0.67385j -0.23379-0.951172j -1.20901+0.237486j -0.532977+0.985483j -0.921675+2.22928j -1.04525-0.578554j -1.37126-0.347057j 1.19817+0.157192j -1.65597-0.88456j -1.38681+3.15411j 0.431609+0.425534j 2.39432+0.453062j 
0.625752+0.312089j 0.0990492+0.544817j -0.235691-0.103251j 0.651288-0.772752j 0.8976-0.000980662j 0.266456+0.0240687j 0.225417-0.251247j 0.0976175-0.223848j 0.0192869+0.0944631j -0.474166+0.825246j -0.00875802-0.0770682j 0.612968+0.250186j -0.363223+0.125862j 0.228965-0.177025j -0.42179+0.19547j 0.397016-0.812828j -0.261654+0.140379j -0.356393+0.248477j -1.03639+0.11998j 1.01133+0.43366j 0.514184-0.788509j 0.186523-1.11994j 0.645958-0.479909j -0.387997-1.23992j 0.170876+0.538734j 0.259679+0.257774j 0.401252+0.487922j -0.396916-0.51469j 0.198458+0.518593j 0.234811-0.0872401j -0.785282-1.17703j 0.0177439+0.00663436j -0.36937+0.0944389j -0.630055+0.309162j 0.4138+0.453226j -0.196176-0.754893j 0.0731237-0.60151j 1.0349-0.653675j 0.173516+2.25299j -0.0341128-0.573134j -0.55566-0.264209j -0.603844+0.714653j 0.490278+1.38122j 0.0712145+0.952182j -2.08183+0.939976j -1.19822-0.447867j -1.27341+2.29872j 0.165447+1.57654j -0.792093-0.174569j 1.04824-0.291331j 0.199546-1.04986j -0.650227+0.901301j 0.578969-0.844574j -1.62518-0.842729j -0.578023-0.409284j -2.36281-0.990539j 2.30286-1.18749j -0.191156+0.425042j -0.936316-0.888263j 0.316544-0.282721j -1.50357+1.24934j -1.57005+0.00517977j -0.408983-0.479118j 0.738518-0.371851j -0.611171-0.35244j -0.439245+0.445279j -0.751919+0.259761j 0.604403-0.131653j -0.662529+0.150418j 0.58036-0.53295j -0.262689+0.0556957j -0.275911+1.70668j 0.0585641-0.683344j 0.162923-1.47714j 0.221026+0.358818j 0.523199+0.18372j -0.424217-0.850131j 0.417844+0.698666j 0.71162+0.545076j 0.0475698-0.290757j 0.461982-1.14442j 0.443591-1.1232j 0.398684-1.74889j 1.01328+0.432531j -0.174924-0.211689j 1.00036+1.03284j 0.538727+0.389642j -0.704918+0.677587j 0.31043+0.866059j 0.27281-0.551222j 0.309427+0.239179j 0.590147-0.204872j -0.0859269+0.409243j -0.379193+0.151896j -0.0768157-0.143827j 
-0.113421+0.647602j 0.462814+0.935119j 0.828716-1.01803j -0.369502-0.328391j 0.169609+0.91189j -0.304235+0.260285j 0.0114264+0.686513j -1.663+0.665669j -0.378821-0.741588j 0.689312-0.10818j 0.562706+1.09716j 0.362954+0.32935j -1.23874+0.0878192j 0.278874+1.03689j -0.874757-0.250489j -0.741298-0.603399j 0.835017-0.101219j 0.629695+1.25036j 0.117902-0.899098j 0.985336-0.116366j 0.695169+0.594424j 0.540097+0.672909j 0.0785332-0.545928j 1.06687+1.86406j 1.07856-1.99622j -0.896358+0.0327282j -1.67434-1.47242j 0.919588-1.5258j -1.51292+0.58028j 1.26489-0.395445j -0.377136-0.271147j -0.984182-0.291706j -1.01634-0.883063j -0.312982+0.350544j 1.21993-0.878154j -0.874054-0.477285j -1.22912+0.193632j 0.532273-0.282488j -0.129463-0.149444j 0.316445-0.399669j 0.250426+0.160802j -1.16288-0.181519j 0.275462-0.453217j -0.165084+0.570103j 1.35209+0.149572j 0.181162+0.279331j -0.75398+0.425919j 0.381166-0.415627j 0.319994-0.913788j 0.0166244+0.444919j -0.362496-0.402716j -0.677527+0.273153j -0.46072+0.4584j 0.387626+0.0904377j -0.315051-0.47362j -1.05461+0.885175j 0.129747-0.440575j -0.678448-0.0622285j 0.200676+0.558564j 0.395349+0.929726j 0.155705-1.09389j -0.227593-0.249003j -0.856367-0.754768j -0.0479564+0.170376j -0.116495+1.53385j 0.707528-0.0637072j -0.804284+0.483528j 0.846601+0.946385j -0.281492+1.10498j 0.0347732+0.847729j -0.298802+0.379281j 1.00807+0.782221j 0.380921+0.532359j -0.653903+0.0888281j -0.296875-0.395675j -0.229652+0.600093j 1.32195-0.170594j -0.832817+0.378437j 0.274223+0.333784j -0.0119724+0.0494187j -0.390216-0.0554062j 0.108722+0.186992j 0.230307+0.757444j -0.64856-0.258614j 0.84275-0.0886831j 0.524541+0.349612j 0.297531+0.373578j -0.728985+0.562444j -0.814455-0.151128j 0.119967-0.169611j 0.565063-1.02771j 0.532343-0.0784542j 0.333084+0.115365j -0.568829-0.289188j -0.430339+0.367396j 
0.162755+2.0882j -0.563131+1.14139j -0.226887-0.835419j 2.83108-0.39796j 1.53298+1.28662j 0.268171+0.683903j 0.618545+0.704797j -0.0288736-0.446793j -0.390295+0.425735j -2.32018+0.086804j -0.0109582-0.720797j -0.137897+1.47815j -0.78662-0.331603j 0.825083+0.370546j -1.08389-0.271667j -0.286152-0.572672j 0.133006-0.1462j 0.240421+0.28602j -0.16142+0.879656j 0.559109-0.669191j 0.0209725-0.566745j -0.719462-0.751038j 0.197374-0.556783j -0.930103-0.263638j 0.194699+0.231263j 0.12436+0.287131j 0.480245+0.0364952j -0.543559-0.152565j 0.386213+0.160205j -0.0597057-0.53081j -0.699681-0.112119j 0.0762106+0.0467472j -0.0155998+0.307584j 0.00906972+0.214091j 0.23471+0.0704538j -0.349333-0.06135j -0.314452-0.129382j -0.523494-0.285558j -0.692153+0.4138j -0.205139+0.0746765j 0.0934162-0.337494j 0.29476+0.242204j -0.515325+0.346692j 0.446799-0.231889j 0.153921+0.652331j 0.113366-0.537725j -1.43523-0.133953j -0.0589265-0.313769j 0.330547+0.242571j 0.146823+0.243939j 0.418929-0.0330006j 0.141086+0.35146j 0.667544-0.215597j 0.0538168+0.423367j -0.240736+0.0307503j -0.517641+0.256915j 0.526976+0.799825j -0.126794-0.0513695j -0.236872-0.215711j -0.0174655-0.0557855j -0.396545-1.0427j -0.00196583-0.824619j 0.214659+0.00509744j 0.419419+0.0742849j -0.0861298+0.0320742j -0.029029-0.255398j -0.0414389+0.0609271j -0.0267732+0.374925j 0.0390727+0.0654382j 0.361075+0.279513j -0.185292-0.109759j -0.142594+0.289543j 0.246366+0.307396j 0.00993307-0.118682j 0.0444184+0.0225156j 0.0539981+0.1482j 0.66493-0.23123j -0.419106+0.0317171j -0.488427+0.161176j -0.0059039-0.0870599j 0.220627-0.0876654j 0.0221145-0.208566j 0.209222-0.265188j 0.295492+0.15892j 0.0700683+0.0342782j -0.830681-0.0893967j 0.0142554-0.0852899j 0.278376-0.50573j -0.250826+0.236801j -0.0470044+0.0597073j -0.388715+0.130304j -0.0843906+0.131685j -0.192492-0.112308j -0.0691056+0.0368475j 0.12662+0.178294j 
1.64399+0.926837j -2.28357+2.23144j -0.0222289+0.556248j 0.23229+0.845564j -1.29756-0.828537j -1.01767+0.974382j -0.860299-0.886286j -0.060954-1.07909j -0.59452+0.266232j -0.0977502+0.929695j 0.44561-0.225643j 0.412141-0.283982j -0.111469+0.680502j 0.625344-0.24035j -0.514466-0.0908295j 0.782906+1.16898j 1.95811-1.38272j 0.0909151+1.53381j 0.700887+0.980045j -0.276328+0.0237453j -0.297554+0.168123j -0.154322+0.0843895j 0.389641-0.485724j -0.536091-0.00860328j -0.555268-0.359412j -0.679376-0.097796j 0.280683-0.0428496j 0.590021-0.351438j -0.191197-0.447683j 0.277077-0.262537j 0.404487+0.0942662j 0.159194-0.0157113j -0.171927+0.549988j -0.0511302-0.281298j -0.392958+0.0697162j 0.294909+0.130697j -0.0696503+0.224529j -0.121362-0.419498j 0.760235+0.374627j 0.601022-0.49203j 0.345766-0.890081j -0.17983-0.16779j -0.41011-0.310138j -0.40747-0.84941j -0.570701+0.338812j 0.316098-0.00471533j -0.389839+0.216956j 0.0226725-0.0140696j -0.474219+0.00232457j -0.0957208+0.16641j 0.333444-0.196926j 0.258841+0.198555j -0.235279+0.0431445j 0.802267+0.0431849j -0.0456256+0.359459j 0.17909-0.36928j 0.00108978+0.513243j -0.169846-0.131076j 0.281387+0.508468j 0.10982+0.307178j -0.0203016-0.171006j 0.0531241-0.0835271j 0.668675+0.162184j -0.343766-0.253262j -0.123576-0.171578j 0.084804-0.547066j -0.0137115+0.280267j 0.0387798-0.171386j -0.129018-0.59961j 0.206017-0.0574959j -0.176904+0.430574j 0.228281+0.179968j 0.150775-0.192296j -0.466558+0.0861091j 0.484743+0.0955641j -0.439194-0.0689692j -0.0397391+0.31058j -0.116419+0.0926741j -0.0453465-0.1212j 0.382936-0.28957j -0.0413-0.00304691j -0.0113978-0.168355j -0.421309-0.377859j -0.0705389+0.0159485j -0.120927-0.00904993j 0.0413201-0.370272j 0.341678-0.321633j 0.0100504+0.152241j 0.128389+0.138188j -0.120517+0.0742618j 0.0651564-0.0964039j 0.118068-0.115063j 0.0443333+0.0830155j -0.154438-0.0369604j -0.0888088+0.0104303j 
-1.00052-0.0240404j 0.846762+0.394505j -0.733621-0.1074j 1.40193-0.256031j 0.235698-0.997321j 0.770713-1.77688j -0.308036-0.228293j -0.670892-1.01385j -0.4382+0.767987j 0.445263+0.283318j 0.985596-1.17427j 0.169938-0.468228j 0.257671-0.486403j -0.590614+0.847424j -0.570805-0.266313j 0.0199599-1.16988j 0.517536-0.107172j 0.450603-0.166457j -1.01943+1.24655j -2.43993+0.0386533j 0.691636+0.774585j 0.415993+1.47794j -0.738215+1.39827j -1.67352+0.757677j -1.86855-0.932339j 0.281309+0.796532j -0.35921+0.238045j 0.898691-0.609536j 0.0497751-1.14516j 1.21221+0.0971978j -0.580163-0.0219944j 0.69899+0.0589221j -0.845377+2.00682j 0.212515-0.998144j 0.15992+0.657897j -0.13482-0.892861j -0.922177-0.0882364j 0.522526+0.660169j 0.179254-0.229025j -0.200853-0.787122j 0.218762+0.215643j -0.493925+1.04214j -0.279804-0.491322j -0.0196179-1.5628j -0.148869+0.277766j -0.811568-0.56505j -0.126923+0.0623282j 1.00547-0.768358j 0.877027+0.544315j -0.196805+0.676517j 0.432219-0.21803j 1.16719+0.732531j 0.910855-0.645851j 0.147187+0.804447j -0.79536+0.632304j -0.632102-0.187111j 0.389978+0.597933j -0.387461+0.507883j 0.192225+0.113719j -0.588979-0.402957j 0.56187-0.255832j -0.12228+0.258342j -0.321618+0.132851j 0.625343-0.133007j -0.0676278-0.119328j 0.150052-0.567509j 1.2188+1.06477j -0.0438215-0.121294j 0.363811-0.233318j 1.44642+0.0405989j -0.613043-0.43239j -0.12145+0.466386j -0.311115-0.397963j -0.530227+0.706431j 0.527627-0.00760658j -0.628759-0.0622069j 0.341768+0.422434j 0.269049+0.418173j -0.00535497+0.928868j 0.396797+0.122272j 0.623346+0.420692j 0.33302-0.303858j -0.0716239+0.101817j -0.57643+0.190968j -0.85434-0.135835j 0.0971769-0.114604j 0.505058-1.10786j -0.400003+0.469367j 0.329719+0.223977j 0.362091+1.63699j 0.48343+0.199487j 0.103092+0.326966j 0.0627717+0.171626j -0.341337-0.205106j -0.401206+0.282227j 
0.593662+0.74686j -1.47736+0.311331j -0.00179293+0.178915j -0.319818+0.319171j -0.50993-0.639153j -0.879291+0.469037j -0.0815629-0.337127j 0.0918252-0.496577j -0.210723-0.124264j -0.1574+0.239489j 0.12384+0.159393j 0.155068-0.0778312j -0.288938+0.163604j 0.327579+0.0510129j -0.151824-0.129706j 1.13348+0.355256j 0.48911-1.59453j 0.919489+0.961872j 0.932303-0.026764j -0.0967812-0.0625822j -0.14517-0.179443j -0.717621-0.130323j -0.132444-1.23822j -0.538368-0.251258j -0.315542+0.0266259j -0.922855+0.463386j 0.135913-0.656432j -0.341565-0.701146j -0.440338+0.136915j -0.31869-0.326054j 0.357288-0.767919j 0.0125326-0.124862j 0.0787634+0.273817j -0.450963-0.0329208j -0.481153+0.436316j 0.545611+0.0211376j 0.250067+0.228033j 1.57515+0.814928j -2.21368+1.85855j -0.124274+2.31445j 2.69267+1.89348j 0.981556+0.937989j 1.63087-0.768625j 1.59494+0.226614j 0.840304-1.3899j -1.49553+1.38665j -0.726991-1.5978j -0.22046-0.537067j 0.908978-0.35385j -0.20603+0.00735249j 0.195277+1.68769j -0.150463+0.484712j 0.307247-0.940089j -0.177192+1.06777j -0.277481-0.0449669j 0.417394+0.570869j -1.09728-1.50374j 0.92521+0.215371j -0.645665+0.146148j -1.07012+0.186198j 0.976778+0.179268j -0.561763+0.845515j -1.35469+1.49489j 0.420132-0.867005j 0.289849-0.280086j 0.239398+1.64467j -0.268065-0.428773j -0.0232864+0.467758j 1.21876+0.200158j 0.270385+0.316962j -1.18746-0.451141j -0.434362+0.520657j -0.626256+0.333581j 0.520647-0.710882j -0.63751+0.676814j 0.932247-0.252206j -0.0783303-0.652124j 0.217399-0.16141j 0.178233+0.811419j 0.354681+0.897624j 0.329078-0.21878j 0.245657-0.55259j 1.33447-0.201121j 0.150397+0.00840844j -0.195611-0.149766j -0.0621689+0.643268j -0.13922+0.79713j -0.296199+0.0601971j -0.454891+0.281053j 0.585142+0.253074j -0.106778+0.0378818j -0.0439198+0.497618j -0.138466-0.16944j 0.166976-0.17211j 0.0845063+0.0726471j 
-1.58777+0.270496j -0.999241-0.346911j 0.530124+0.00344682j 0.302688+1.94384j -0.883792+0.735103j -0.711365-0.0988684j -0.563284+0.260096j 0.258039-0.215081j -0.392899-0.289591j 0.152355-1.6032j 0.587428+0.0112922j -1.00828-0.242068j 0.197657-0.56758j -0.271178+0.735688j 0.240504-0.793031j 1.09631-1.59877j -0.0643109+0.557778j -0.831886+0.530221j -2.31375-0.0492335j 1.47226+1.49612j 1.4627-0.705247j 1.13818-1.06924j 1.42781+0.218298j 0.0180514-1.98507j -0.21028+0.52973j 0.352377+0.756282j -0.334781+1.02756j 0.137016-1.0862j 0.0201849+0.608058j 0.75653+0.133125j -0.326159-1.9424j -0.0811856+0.125437j -0.689232+0.0280204j -0.919491+0.0306738j 0.174819+1.03806j 0.0779702-1.14044j 0.0228305-0.82541j 0.592505+1.16526j 0.338829-0.127908j 0.74507-0.376673j -0.0643164+0.492699j -0.594719-1.0378j 0.544232-0.0275086j -0.677907-0.539885j 0.196651-1.8047j -0.423606+0.182303j 0.921223+0.332547j -0.438151+0.454561j 0.0401877-1.02533j 0.157768-0.294913j -0.266398-0.539248j -0.0248401-0.762117j -1.0762-0.238224j 1.31672-0.531166j 0.305217-0.148228j 1.59903-0.669247j 0.304199-0.799351j -0.240887-0.045425j 0.803994+0.721368j -0.326137+0.40909j -0.534483+1.16545j -0.87961+0.235831j 0.134802-0.29552j -0.210682-0.414571j 0.646738+0.125669j -0.343135+0.285496j 0.360039+0.112312j 0.447729-0.0670777j 0.560627-0.372388j 0.312613-0.185131j 0.00913928+0.093092j 0.254109-0.599667j 0.165096-0.610018j -0.251641+0.887346j -0.0806553-0.0291767j 0.0992035+0.180737j -0.337465-0.64648j 0.13053+0.60548j 0.442216+0.534403j 0.0975267+0.43267j -0.274484+0.469289j 0.0361948+0.548924j -0.367784+0.659918j -0.680847-0.49909j 0.139951-0.247221j 0.416071+1.043j 0.0336357-0.00800603j -0.851637+0.103531j 0.213761-0.378877j 0.159381+0.411879j 0.575253+0.324693j 0.114886+0.425495j 0.0387643+0.230431j 0.191675-0.2713j -0.00891489-0.18121j 
1.74756-1.68514j 1.47634+3.47455j 0.940894+0.231117j 0.946094+0.332141j -1.21771+1.05011j 0.810471+1.63503j -1.29621+0.259311j -0.776353-0.322093j -0.198402+0.518205j 0.750551+0.56072j 0.137438-0.246563j -0.0521268-0.489536j 0.680201+0.521222j -0.0672498-0.837932j -0.181748+0.358372j -0.232068+0.365954j 0.573015+0.275422j -1.02469+0.246771j -0.33357+0.604322j 0.188878-0.163912j 0.670321+0.0973209j 0.420473-0.548209j 0.754681+0.517786j 0.548508-0.546916j -0.0440413-0.0808295j 0.0640071-0.587509j 0.144245+0.336252j 0.347847-0.0519004j 0.0605773-0.145866j 0.298912+0.0285585j 0.207985+0.189687j 0.0315131+0.100046j -0.225986-0.0876224j -0.0585599-0.109919j -0.0767927-0.216483j -0.0251864+0.115189j -0.0909241+0.0280777j -0.168783+1.04412j 1.55354+0.215232j -1.10794-0.12747j 0.0495749-1.83951j -0.542871+0.280176j -0.687495-0.447162j -0.414212+0.543361j 0.289509+0.595215j 1.06871+0.356537j -0.542727+0.691357j -0.113653+0.433648j 0.0919842+0.357161j 0.0712387-0.0251178j 0.797326-0.561559j 0.00454658-0.101245j -0.338439+0.310808j -0.492118-0.393021j 0.115671-0.0574599j -0.218474-0.292926j -0.554519+0.41473j -0.129801-0.176104j 0.47487-0.227374j 0.379901-0.198356j -0.137233-0.439359j 0.307145+0.150601j 0.42295-0.114559j 0.00557031+0.795938j -0.0486855+0.132497j 0.79709+0.129957j 0.346415+0.29527j 0.274239+0.0629495j -0.329727-0.0905629j 0.412252-0.148489j 0.533845+0.0777303j 0.145482-0.365985j 0.0134993+0.530911j -0.143974+0.196796j 0.229041-0.199248j 0.182706-0.464745j -0.225718-0.276096j 0.0912891+0.00168966j 0.576184+0.218657j -0.11916-0.374456j -0.126322+0.0814173j -0.603516+0.180044j -0.172889+0.0147296j -0.125565-0.182661j -0.108747+0.0977883j 0.248265+0.617817j 0.108438-0.130834j -0.160165+0.106489j 0.396396+0.0196735j 0.110131+0.0524238j 0.0579441+0.355891j 0.0380069+0.0242202j -0.209714+0.0939789j 0.0396221+0.0533368j 0.142524+0.0273457j 
1.13422+1.49694j -2.41755+0.878004j -0.125153+0.796727j -0.0974182+0.404673j -0.367903-1.01541j -1.25992+0.324541j 0.0889205-0.91452j 0.326932-0.513441j -0.329977-0.213658j -0.638571+0.56551j 0.108374+0.200895j 0.380758+0.121328j -0.592813+0.368587j 0.59335+0.132033j -0.249592-0.163235j -2.38731-0.327257j -0.263522+2.88753j -1.85584-1.94103j -1.50263+0.176443j -0.199882-0.0657278j 0.120053+0.155046j 0.727432+0.530504j -0.497917+1.89074j 0.704881+0.641729j 0.501996-0.140872j 1.33549-0.477416j -0.6991+0.492065j -0.152025+1.30646j 0.527764+0.0976069j 0.211485+0.670773j -0.971002+0.922752j -0.140941+0.0688649j -0.0398919-0.405862j 0.509405+0.241855j 0.848059-0.540334j -0.755118-0.0512255j -0.24627-0.180338j 0.888482-1.74j -0.39159-0.516161j 1.74743+0.541877j -0.536819+0.372577j 0.963295-0.879405j -0.0617435+0.376188j 0.97241-1.2997j -1.15067-1.01074j 0.0764012-0.606285j 0.750738+0.0304771j 0.14934-0.331203j -0.153308-1.32729j 0.0132571-0.184311j -0.405748-0.522975j -0.0873801+0.0843503j -0.0223811-0.4077j 0.264785+1.15541j -0.35015+0.0711318j 0.339208+0.498304j 0.310655+0.481543j -0.0907755-0.0588291j -1.04819+0.208789j -0.537367+0.0768931j -0.523525+0.0466997j 0.335775-0.544303j -0.172037+0.425108j 0.656446-0.859751j 0.12278-0.0624131j -0.0539257-0.948597j -0.245744-0.543876j -0.0111319-0.297524j 0.506099+0.106894j -0.364937-0.249207j -0.589622-0.351234j -0.329942+0.420991j 0.658096-0.174582j 0.133031-0.418377j -0.280494+0.290156j -0.653458+0.00105832j -0.113559+0.49801j -0.17075-0.215566j 0.0327134-0.739422j 0.0801398+0.454439j 0.15282-0.170699j 0.598138+0.398034j 0.331279-0.40878j 0.0326192+0.216603j 0.135852+0.123755j 0.604604-0.686251j 0.0538949+0.250304j 0.154929+0.115998j -0.332141-0.21891j 0.182788-0.360308j 0.268055-0.272982j 0.164508+0.0874801j 0.134364+0.10234j -0.00636623-0.15514j -0.0370149-0.132427j 
-0.0466595-0.118523j -0.00472561-0.307097j -0.282333+0.221884j -0.0564868+0.220785j -0.13464-0.0850487j -0.297199-0.00645791j 0.0374584-0.114826j -0.225679+0.10029j -0.205121-0.0696536j -0.030784+0.503061j 0.300725+0.33272j 1.06403-0.0152821j -0.582392+1.08586j -0.0519062+0.712189j 1.12094-0.285105j -0.0862415-0.209862j -0.0430286+0.483111j -0.419+0.414202j -0.0791604+0.337542j 0.344905-0.0325582j -0.56015+0.206622j 0.0188688+0.00654943j -0.173481-0.293797j 0.0458402+0.0628134j -0.465496-0.0321857j -0.279839+0.533215j 0.188018-0.104321j -0.339558-0.0204504j -0.0337548-0.504305j -1.53122+0.284059j -0.122709-1.68981j 0.0209965-0.826017j 1.33296+0.291306j 0.105699-0.0324471j -0.598539-0.308092j -0.299245+2.25649j -1.45999-1.26133j -0.0839735+0.0478075j -0.0550197+0.0643263j -0.153031-0.164532j 0.167944+0.00732542j -0.346281+0.25778j 0.116515-0.279367j 0.293797+0.262069j -0.149115+0.290438j 0.239203-0.0316682j -0.0487928-0.12731j 0.379401-0.183217j 0.747512-0.00860512j -0.0558312+0.111659j 0.530478-0.47186j -0.0353389+0.485307j 0.196171+0.262818j 0.308462+0.210887j 0.403999+0.258187j -0.133864+0.271035j 0.245634-0.107492j 0.261181-0.0357632j 0.741014-0.251002j -0.495978+0.141086j -0.164642-0.408269j -0.650263+0.81046j 0.135926-0.244585j 0.306023-0.486731j -0.0492641-0.0353392j -0.00604097-0.324933j -0.33751-0.513953j -0.176549-0.14672j 0.197417-0.072114j -1.41141-0.244905j 0.0283629+0.592506j -0.37551+0.0827077j 0.819778-0.663199j -0.0528216+0.226481j -0.100764+0.50196j 0.697599+0.575746j -0.447835+1.10022j 0.386228+0.828627j -0.178749-0.343178j 0.664614+0.584958j -0.436578+0.354334j 1.24777-0.0970717j -1.04343+0.0776654j -0.11836+0.0988017j -0.332412-0.874714j 0.18546+0.832521j -0.271933+0.0171478j 0.363489+0.555673j 0.16359-0.882634j 0.0688934-0.735403j 0.579182+0.891656j 0.603658-0.699538j -3.23664-0.209753j 0.808491-0.341087j -0.375078+2.47287j 
0.21756-0.04383j 0.491402+0.203429j -0.158826-0.595139j -0.250574-0.286837j 0.278221-0.194293j 0.233201-0.515454j 0.226974+0.146151j -0.0765498-0.309939j 0.331094-0.302974j -0.824229-0.389442j -0.909452+0.188957j -0.674899+1.79639j -1.26683-1.76834j -1.20244-0.846504j -0.503716+1.74438j 0.206599-0.0915906j -0.485994+0.0165741j -0.499876-0.440704j -0.301303-0.0719513j 0.00862479+0.444785j -0.244007-0.635327j -0.0593488+0.0311035j 0.361821-0.282928j 0.0612128+0.113711j 0.00907157-0.586109j -0.695213-0.236437j 0.199518+0.175681j 0.0492533-0.40992j 0.55821-0.251149j -0.385975-1.75471j 1.54536-0.184908j 1.02247-0.0326003j -0.369461+1.22896j 0.238333-0.0885415j 0.423558-1.15j -2.16002-0.836226j 1.49775-1.2529j -0.103192+0.0788901j 0.00470527-0.0299169j -0.0870117-0.000981308j -0.00932495+0.0140062j -0.040953+0.00961552j 0.0351476+0.0732349j -0.00927588-0.00135931j 0.102152+0.00371561j -0.0332098+0.0709333j 0.0219229-0.0111474j -0.031398-0.0189179j 0.0529766-0.205316j -0.0183884-0.016327j 0.0488222+0.125741j 0.191109-0.0285391j -0.066202+0.0946534j 0.00301277+0.0358423j 0.149753-0.123444j 0.0797692-0.0573066j 0.064073+0.108283j 0.00256278+0.171109j -0.090942-0.214804j -0.0352787+0.168844j 0.00343158+0.146411j -0.0786218-0.0601475j 0.185035+0.0329563j 0.082959+0.0213909j -0.0720429+0.03842j 0.0447005-0.0471891j -0.228157+0.210108j -0.0317776+0.0209461j -0.0636218-0.182971j 0.0773985-0.0691951j 0.323661+0.0568923j 0.0183685+0.493472j 0.0871895+0.00952848j 0.0410993+0.0248407j 0.282394+0.000289213j -0.0869246+0.0857593j -0.126523+0.00380861j -0.0643646+0.180983j 0.0288369-0.0927602j 0.210629-0.291236j 0.371852+0.0667689j 0.270127+0.281872j 0.0867359+0.0542522j 0.123692-0.241467j 0.082091-0.0798543j 0.147223-0.00329632j 0.108805+0.0892007j -0.185702+0.157989j 0.145731+0.13982j 0.187067-0.366208j 0.168899-0.331919j -0.24583+0.789551j -0.533886-0.0585588j 0.912806+0.270381j -0.119988+0.728344j 
