-0.643468+0.00555127j -0.79057+1.31288j 0.476435-0.921255j -0.491695-0.0521525j 0.525819+1.50838j -1.45049-0.391225j -0.384693+0.251614j -0.0064991-0.373292j -0.0149116+1.28689j -1.28921-0.357813j -0.385914+0.223569j -1.02429-0.804105j 0.572233-0.0883596j -1.46476+1.05101j 0.242771+1.19083j 0.235711+0.0727634j -0.0810657+0.196689j 0.494567-0.567459j 0.214122-0.124929j -0.101328+0.224435j 0.61788+0.824291j -0.223629+0.0163103j 0.446262+0.911314j 0.227842+0.055042j -0.925789+0.129498j -0.242586-0.0841755j 1.40212-0.629926j -0.197715-0.32997j -0.536006-0.196116j 0.122838-0.288345j 0.0844719-0.78017j -0.113425-0.107928j -0.615508-0.315619j 0.650658+0.221715j 0.126726-1.42451j -0.267492+0.230296j 0.0956551+0.310977j 0.262603-0.687168j -1.11407-0.592124j -0.649277+0.555248j 0.0175036-0.0979859j -0.0512065-0.143655j -0.393272-0.137377j 0.268043+0.111729j -0.175344+0.203302j 0.375282-0.693926j -0.175884-0.00634809j -0.271952+0.384984j -0.180497-0.15221j -0.842161-0.469725j -0.115646+0.113333j -0.264654-0.374688j 0.0268676+0.0933388j 0.834685+0.414788j 0.0948698+0.0364628j 0.310693-0.601462j 0.414356+0.236696j -0.631322+0.284293j -0.13438-0.0321283j -0.47505+0.822197j -0.0569135+0.140296j -0.564403+0.197601j 0.34787+0.28391j -0.0323907-0.0895234j -0.206011-0.50047j 0.3831-0.719615j 0.560946+0.634163j 0.464063+0.789488j 0.00806003-0.183978j -0.412143-0.630779j -0.528959+0.00409854j -0.240598-0.405258j 0.335363-0.0111132j 0.491074+1.34653j 1.20425-0.707269j -0.66992+0.600458j -0.399632-0.561609j 0.512338-0.0539641j -0.152314-0.60189j -0.380682+0.973997j -0.131412+0.723613j 1.07278-1.19104j 0.99386+1.00808j -0.663323+0.160076j 0.0430007+1.42991j 0.839047+0.194738j 0.735696-1.66j -0.220802+1.40327j -1.26628-0.523485j -0.0140859+0.0433357j 0.0688626-0.0646877j -0.180795-0.0404625j 0.215763+0.162187j 0.153863+0.196585j -0.00720861-0.463483j 0.10815+0.177476j -0.203562+0.0710665j -0.00172812-0.227553j 0.155309+0.0714289j 0.0361016-0.36398j 0.190758-0.275658j 0.183625-0.211414j 0.675485-0.300168j 0.19166+0.0218541j 0.223535-0.247379j 0.625255-0.355402j -0.0365957+0.24786j -0.0575904+0.120645j 0.237935-0.0810842j -0.0571418+0.113387j 0.0819803-0.0852842j 0.0790923+0.365988j -0.400138-0.316091j -0.150881+0.0324767j 0.123626+0.235102j -0.535117-0.60554j 0.108951+0.0600649j -0.000572473-0.0429135j -0.0582655-0.271834j 0.56369+0.610457j -0.0146213+0.0214538j -0.0310635+0.18864j 0.176842+0.356972j 0.0454956-0.00772045j -0.461984-0.0183024j 0.805585-0.0590071j 0.103588+0.0372414j -0.101024+0.668344j -0.375529+0.764986j -0.460499-0.381141j 0.133287+0.164396j 0.682587-0.255471j -0.0253241-0.414783j -0.225109+0.0112374j 0.146557-0.0128894j 0.150506-0.259166j -0.148206-0.299814j -0.677879+0.793691j 0.0581555-0.0274677j 0.0140709+0.220681j -0.257912+0.0729416j 0.166204-0.493314j -0.019518-0.0109304j 0.0178865-0.0710223j -0.327021+0.190295j -0.634632-0.0630748j -0.0704398-0.167835j 0.0473882+0.035108j -0.00873539-0.117785j 0.141522-0.0777784j -0.265961-0.0477835j 1.17836+0.63889j 0.111762-1.65985j 0.681107+0.0896288j -0.138197+0.307196j 0.292658+0.97305j -0.216811+0.26302j 0.261088+0.019933j 0.102385+0.0908468j -0.152114-0.46727j -0.33451-0.307825j 0.113865-0.0044152j -0.200626-0.0800872j -0.554912+0.134984j -0.740515-0.190415j -0.939429+0.489258j -0.55866+0.134766j -0.0100434+0.192673j 0.465726-0.943183j 0.0501122+1.29361j -0.311204+0.725724j 0.11661-0.21238j -0.0045029+0.0285503j 0.645988-0.150558j 0.582982-0.614764j 0.323721-0.0968007j 0.0620654+0.839659j -1.47412+0.887991j -0.274153+0.790753j 0.24124-0.0607858j 0.000524333-0.297495j 0.50708+0.268619j -0.336136-0.258668j -0.35433+0.141018j -0.0707886-0.0856233j -0.463774+1.56218j -0.287118-0.48492j -0.394676+0.490068j 0.560309+0.824082j 1.30587-0.257736j -1.38387+0.163783j -0.930509+0.212612j 0.463194-0.353399j -0.26091-0.124192j -1.31245-0.0715387j 0.064642+1.21708j 1.00437+0.3298j -0.481448+0.203692j 1.18803+0.36683j -1.41105-0.412472j 0.94634+0.464193j -0.855999-0.731809j 0.693017-0.0161053j -0.206518-1.37402j -0.0573917+2.24065j -1.20074+0.128739j 0.263633+0.816405j 1.92104-0.260288j 0.0805152-0.301603j 0.0377874-0.863979j 
-0.28455+0.978096j 1.12394+0.913893j 0.250429-0.103478j 0.449218+0.887268j 0.661921-0.0674755j -0.0978845+1.07564j -0.740958-0.129601j 0.0212257+0.775096j -0.45364+0.381654j 0.553497-0.548209j 0.388495-0.0251705j -0.461774-0.213972j -0.689769-0.587245j -0.102749+0.211524j 0.445591-0.147932j 0.376347+0.340653j 0.0646707-0.43j 1.02109-0.222061j -0.0398237+0.500465j 0.235161-0.533487j -0.336135+0.756626j 0.530319-0.259468j -0.13764+0.666551j -0.70624+0.0553j 0.133425-0.537984j 0.639108-0.353026j 0.391558+0.868662j -0.245832+0.306798j -1.20427+0.0390974j -0.50798-0.172699j 0.788766+0.497606j 0.0313143+0.169482j 0.952306+1.12031j -0.201219-1.29796j 0.759543-1.35054j 0.728866+0.0929821j 0.239306+0.534102j -1.61519+0.80611j -1.49416-0.243596j 0.387258+1.04463j 0.179201-0.26439j 0.0513367-0.00924771j -0.63279-0.688761j -0.384741-0.322151j -0.288775-0.161046j 0.767665-0.77012j 0.321458+0.313221j -0.541956+0.273531j 0.616302+0.489204j 0.0544757-0.710625j 0.418794-0.504301j 0.306072-0.305299j 0.348636-0.554032j 0.206993+0.343491j 0.329393+0.378695j 0.0891606+0.0798355j 0.379518+0.843415j -0.0657301-0.467196j 0.340476-0.823394j -0.630595-0.703327j -0.197996-0.166297j -0.416522+0.167911j 0.606509+0.344996j 0.157236-0.247689j 0.777492+0.056535j 0.729705+0.22961j -0.492544-0.318253j 0.257141-0.900321j 0.504497-0.00830416j 1.05694-0.229186j 0.057708-0.0877462j 0.589298-0.77454j -0.270044+0.572071j -0.483833-1.08864j -1.51528+0.116635j 0.415885+0.046723j 0.289845-1.07153j 0.623107+1.21764j 0.223935+0.39138j 0.207011-0.984604j 0.453541-0.734342j -1.23071+1.18013j -0.233887-1.15331j -1.19184+0.0711663j -0.221148-1.68132j -0.433345-0.707664j -1.09167+0.378014j 0.240303-1.9833j 0.821286+0.77311j -0.0860854+0.225836j -0.107428-0.205554j -0.625695+0.0921169j 0.0637336-0.182375j -0.030535+0.501856j -0.524114-0.842303j 0.213956-0.373978j 0.193924-0.0906982j 0.0858833+0.142112j 0.223666+0.365373j -0.174515+0.523598j 0.602601+0.337028j -0.326052+0.153348j 0.668379-0.32181j -0.600371-0.0292064j 0.27231-0.475656j -0.0550145-0.391427j 0.624257-0.313397j 0.731178-0.442242j 0.409941+0.477501j 0.459894+0.0170847j 0.498823+0.0420632j -0.084065+0.181989j 0.890604+0.82231j -0.0616765+0.132619j 0.193195+0.770808j 0.489583-0.639737j -0.286306-0.0836878j 0.341425+0.208054j -0.0237565+0.287333j 0.117503+0.146704j 0.402603+0.0782131j -0.446176-0.142231j -0.584498+0.0617222j 0.251419-0.927905j 0.993548+1.35652j -0.552312+0.567734j -0.20575+0.301867j -0.794057+0.0218858j 0.237508+0.214261j 0.1153+0.523072j 0.257094-0.67357j 0.188216+0.721444j 0.0936863-0.196152j -0.559486+0.659834j -0.317667+0.0645136j 0.302721+0.173671j 0.722138+0.520087j -0.161-0.553281j 0.0687354+0.394343j -0.380128+0.175828j -0.145664+1.01956j 0.386323+0.93487j 0.36031-0.19333j -0.00823668+0.304883j -0.442813+0.401211j -1.02721+0.475834j 0.300292+0.293097j -0.315812-0.215723j 0.217866-0.59444j 0.126125+0.578498j 0.0724541+0.0212326j -0.755558-0.251008j 0.668729-0.244038j -0.128137-0.368041j -0.423499-1.14563j -1.2252-0.804211j 1.48313-0.0518054j 0.0554856+0.0873659j 0.0439338+0.185743j 0.206137+0.313869j 0.0710468+0.249042j -0.25996+0.343318j 0.0962627-0.365892j -1.10292-0.0362017j 1.80165-0.375261j 0.0449848-0.584217j 0.358038-0.045826j 0.184972+0.203976j -0.527966-1.13081j 0.723222+1.09959j -0.0623957-0.45134j -0.268143-0.126614j 0.104942+0.123318j 0.375183+0.623444j -0.240842+0.590168j 0.0638148+0.31226j -1.21882+0.935321j 0.43391-0.664045j 0.114377-1.61905j 0.220288+0.396834j 0.30722+0.00863685j 0.635566+0.141938j -0.735832-0.167282j -0.400025-1.06599j -0.00394432+1.73502j 0.0824976-0.520286j -0.515568+0.313083j -0.451566-0.165389j -1.01115+0.271362j -0.495419-1.22874j -1.10883+0.415805j -0.280575-0.585925j -0.0957351+0.304457j 0.0987177+0.651674j -1.39321-0.600452j -0.772284-1.42461j 0.791644-0.382081j -0.573158+0.916141j 0.250285-0.234976j -0.30423+0.2626j -0.146571+1.04996j 1.52537+0.767842j -0.133585-0.714506j -0.84631-1.12602j 0.336551+0.805031j -0.733833+1.28117j -1.45495-0.394849j 0.442281-1.11486j -1.93066-0.374339j -1.23487+0.471352j 
0.692339+0.308849j -0.718254-0.408347j 1.52516-1.53924j 1.57179-0.208883j 0.315365+1.10288j 0.220128-0.0998034j -0.974497+0.834839j 0.487115+0.599866j 0.116099+1.50114j -0.907165-0.743379j 0.737593-0.747949j -0.801484+0.571782j -1.43199+0.774428j 0.667717+0.636126j 0.343825-0.915053j 0.501539+0.198031j 0.28887-0.538947j 0.341192-0.693131j -0.374603-0.149585j 0.132889-0.441742j 0.161313+0.322059j 0.361518-0.56256j 0.211077+0.450579j -0.0951198-0.343447j -0.00126957+0.161062j 0.00789446-0.137516j 0.483387+0.28443j -0.140369-0.0110606j 0.30972-0.037466j 0.908307-0.0663207j -0.139143+0.0543484j -0.332855+0.083883j -0.250978-0.705802j 0.0275796+1.25591j 0.388123+0.4201j -0.306205-0.121241j -0.545884-0.274038j 1.25497-0.156111j 0.965009-0.418878j -0.291378-0.832155j 0.0863511-0.359593j 0.104346+0.560691j -0.565647-0.239099j -0.764886-0.321907j 0.114787+0.226845j 0.264602+0.0541817j 0.616849-0.116747j -0.264139+0.476468j 0.444496+0.308023j 0.792939-0.191944j 0.548119+0.324258j -0.960666+0.393429j -0.313805-0.203917j -0.280127+0.509738j 1.05022-0.113684j 0.0146319+0.262297j 0.108015+1.02759j 1.14389+1.04704j 0.971893+1.28535j -0.485241-0.412793j 0.321619-0.0814587j -0.756319-0.789518j 0.961627-0.262515j 0.62996+1.01452j -0.583224+0.540206j 1.52225+0.113165j -0.383533-0.238111j -0.150755-0.909032j -0.929868+1.72646j -0.233448+1.10027j -0.319297+0.533983j 0.73978-0.710521j -0.736043-1.03847j -0.949593-1.06909j -0.891535+0.449342j -0.0487493+0.153636j -0.420127-1.78906j -1.10905+0.557616j -1.88863+0.844874j 0.0784257-0.782811j 0.303328-0.643751j 0.0326344+1.21738j -0.311387-1.07703j -1.17865+0.536457j 0.608321-1.45164j -0.459268+0.64433j -0.654129+0.613332j -0.641523-1.12512j 0.858082+0.0975742j 0.102194+0.288901j -0.29234+0.279433j -0.371757+0.396577j -0.866224-0.270196j -0.16365+0.479293j -0.178494+0.201819j -0.512585-0.41553j 0.329128+0.157867j 0.112015-0.338859j 0.278883+0.0449644j -0.506485+0.321847j -0.0714753-0.61482j 0.134275+1.03437j 0.214023+0.686564j 0.109103+0.14982j -0.250534+0.391014j 0.100451+0.487186j -0.436111-0.594623j -0.234893-0.111485j 0.354439-0.899053j 0.733368-0.0652247j 0.0212422-0.279175j -0.945543+0.466034j -0.53721+0.0815416j 0.0643731+0.59231j 0.197344-0.444729j -0.124467+0.880961j 0.33525-0.0927139j 0.247414+0.187212j 0.195264-0.14116j -0.711034+0.748419j -0.89293-0.05472j 0.645923+0.208945j 0.725254+0.30174j -0.583519+0.778308j 0.355713-0.66128j -0.488932+0.286864j -0.0687846-0.150044j 0.074782+0.383169j 0.466948-0.00836334j 0.335108-0.739514j 0.953722+0.458606j -0.133416+0.257272j -0.36847-0.320236j 0.577901-0.564475j 0.193175-0.696142j -0.274968-0.039806j -1.13579-0.224632j 0.396457-0.532725j -0.353901-0.570561j 0.397228-0.5846j -0.308545-0.385218j 0.827205-0.169143j -0.400298+0.31752j -0.00931517-0.421751j -0.353544+0.075155j -0.172675+0.372151j -0.0387964+0.113864j 0.314912-0.00787537j -0.318415+0.644965j 0.116633-0.999832j 0.0360286+0.810155j -0.0881811-0.038238j -0.0846349+0.23345j 0.742928+0.237214j -0.735945+1.09667j 0.319907-0.582451j -0.820842+0.0133326j 0.40274-0.172388j -0.240496+0.0349191j -0.279596-0.973232j 0.871793+0.0302255j -0.0178494-0.691041j 0.459838+0.656904j 1.38471+0.444711j -0.17142+0.406249j -0.186254-0.28795j -0.0191303+0.487252j -0.0657071+0.0612139j -0.405288-0.163265j 0.0788887+0.531426j -0.187864+0.676385j 0.297814-0.0088804j 0.0401022+0.245114j -0.706651-0.344636j -1.44863-0.316026j -0.57768-0.232299j 0.835585+0.134978j -0.361222-0.31755j -0.18479+0.916738j -0.635664-0.198658j -0.827113+0.467431j 0.00606044-0.103484j -0.215942-0.284107j 0.0504296+1.41646j -0.263147-0.0131505j 0.824106+0.0176129j 0.164636-0.502527j -0.442097+0.661612j -0.204085-0.527387j -0.05306-0.138133j -0.371952+0.668105j 0.927038-0.144129j -0.128447-1.11732j -0.0863841+0.137486j 0.424446+0.316079j 0.335575+0.840219j 0.110546-0.707142j -0.609772-0.160462j 0.898643+0.140597j 0.20313+0.565936j -0.0438624+0.258172j -0.371046+0.604495j 0.430288-0.05749j -0.374701+0.233247j 0.118923+0.33744j 0.0314933+0.662928j 0.26219-0.155489j -0.1028-0.386038j -0.101547-0.048915j -0.0664177+0.059108j 
0.620374+0.708934j 0.946367+0.360872j -1.15792-0.667556j -0.558542-0.910702j 0.597144-0.0975379j -0.347263-0.252382j 0.99389-0.197246j -0.412234-1.51949j 0.146144-0.245054j -1.34315+0.253616j 0.069075+0.844527j -0.173224+0.00262652j 0.304946+0.0260969j -0.225369+1.09897j 0.409171+0.463208j -0.467257+0.491328j 0.85074+0.551093j -0.0656153+0.524733j -0.0649664-1.48404j -0.415597+0.582369j -0.575987-0.599786j -0.516637-0.0186077j -0.478308+0.705033j 1.78289+0.194266j -0.681518-0.236213j -1.9968+0.251737j 1.01069+0.812817j 0.227459-0.494531j 0.252369+0.429791j -0.0936978+0.868794j 0.102645-1.43063j -0.377348-0.244933j -0.124326-2.32159j -1.61181+0.20554j -0.453299-0.672468j -0.284759-0.370441j 0.23987-0.612007j 1.70677+0.887138j -0.00335107+0.991476j 0.383475-0.679027j 0.394985-0.150728j -0.357213+0.7256j -0.0107956-0.337313j -0.0899752-0.192953j -0.414216+0.760348j 0.434922+0.962788j 0.539952-0.316211j -0.537975+0.0557793j -0.727028-0.423243j 0.535467-0.124261j -0.189325-0.154343j 0.0615181-0.382533j -0.535909+0.0120194j -1.0764+1.38493j -0.511997+0.101255j -0.453906+0.0840282j 0.50504+0.184617j -0.54352-0.514403j -0.589839+0.153395j -0.576202-0.568919j 0.70956+0.389571j 0.419623+0.36822j -1.80539-0.716706j -0.374781-0.171063j 0.375185-0.185186j 1.12392+0.0082129j -0.147504-0.301784j 0.226215-0.420706j -0.365736-0.339912j 0.559294-1.11679j 1.1301+0.0801396j -0.555381+0.282287j 0.259713+0.467884j 0.292387-0.651847j -0.0319559-0.581029j 0.79159-1.76862j -0.743943-0.226722j 0.860093-0.715813j 0.96397+0.435719j 0.600492-0.226854j 0.0419397+0.348344j -0.594304+0.557405j 0.717214-0.304672j 1.16054+0.984018j -0.0863115-0.013543j 0.204556-0.71441j -0.929376+0.350865j 0.416698+0.194078j 0.0181534+0.581327j 0.0573796+0.293791j -0.155616+0.358696j -0.498277+0.0488184j -0.486581-0.439429j -0.0446246+0.334193j 0.301074-0.170985j -0.708224-0.384108j 0.364008+0.373382j 0.294016-0.606759j -0.184683+0.150739j -0.0431792+0.5253j 0.594914-0.0534781j -0.284246+0.211301j 0.0749937+0.533437j 0.672051-0.229748j -0.095142+0.793352j 0.708139+1.06517j 0.15883-1.00914j 0.550707+0.800162j -0.628214-0.421628j -0.113758+0.436772j -0.547507-0.828362j -0.207262-0.381509j 0.0959624-0.152327j 0.703408-0.0244569j -0.310024+0.887522j 0.408234-0.123007j 0.146014-0.380227j 0.164848-0.642445j 0.11169-0.480927j -1.46658+0.218336j -0.0162839+0.469167j 0.56033-0.184661j -0.335187-0.878078j 0.46256+0.670564j -1.79552-0.249684j -0.0969735-1.01746j 0.585185-0.700835j 0.0610327+0.420131j 0.450467-0.00451996j 1.06988-1.45715j -0.39037+0.278225j -0.392512+0.286786j -0.0665561+1.04889j -1.1325-0.400197j 0.505356+0.622367j -0.264492+0.655504j 0.121131-0.587329j -0.667078-1.34887j -0.420415+0.0798203j -0.152352-0.565839j -0.7571-1.06764j -0.803358-0.419836j -0.0316418+0.543172j -0.252189-0.0640041j -0.0375049-0.077495j 0.0330985+0.256835j -0.394144-0.100841j 0.243645-0.911252j 0.626805+0.923235j -0.449604+0.319036j -0.395192-0.804338j 0.812706-0.12781j -0.833633+0.328707j 0.908539+0.261436j 0.755606-0.820792j -0.297806-0.273171j -2.27023+0.917364j -0.980418+0.519173j -0.536482+0.033268j 1.08558+0.690445j 0.543965-0.817617j -0.285576-0.440874j 0.633461-0.0820994j 0.343649-1.60005j -0.586064+0.616564j 0.0383442+0.858522j -0.443627+0.461138j -0.246476+0.169414j -0.369376+0.116689j 0.0427513+0.201184j 0.537936-0.251896j 0.612708-1.27113j -0.35785-0.512015j -1.04246+0.468202j 0.925476-0.00176372j 0.0215872+0.203511j -0.566287+0.63359j 0.945816+0.0637776j 1.32105+2.06777j -0.615591+0.311825j 0.201202+0.713919j -0.0196089-0.0413576j 0.0485583+0.0381574j 1.19576-0.572583j -0.488101-0.771959j 0.177567+0.273833j -1.12396-0.699508j 0.743962+0.116386j 1.10285-0.16299j -0.517269-0.0437356j -0.604383-0.0544391j -0.297682+0.0142647j -0.993761-0.0510449j -0.665487-0.813589j -0.273206-0.194388j 2.22813-0.381751j -0.0976006+0.0848373j 0.0699486+0.181847j 0.292856-1.04687j -0.269205+0.146966j 0.498224-0.905728j -1.50589+0.3154j -0.260095-0.873023j 0.53272-0.290084j 1.39549+0.305305j 0.314279+0.112666j 1.77748-0.0580663j 0.0190955-0.542035j 1.17181+0.163433j 0.312727-0.460222j 
-0.0808011+0.0623807j -0.154749-0.795183j 0.742264+0.65199j -0.605232+1.19101j 0.0493041+0.832068j -1.10234+0.311906j 0.0240574-0.157579j -0.797465-0.583433j 0.270208+0.502361j -1.6214+0.777684j 0.255311-0.972888j 0.569173+0.268745j 0.168522+1.9904j 0.843192-0.60486j -0.974302-0.646222j -0.341147-0.0933236j -0.0445418+0.866171j -0.093196-0.257514j 0.766112-0.545138j 0.131995+0.661493j 1.49755+0.0209235j 0.825711-0.924437j -1.13512-0.344072j 0.774666+0.138643j -0.886543+1.37014j 0.84765-2.71151j -0.845293+1.4404j -0.461243-0.749934j -0.275043+0.496426j -0.394693+0.00546462j -0.535057-0.191301j -1.34676-1.8224j 2.4768+0.39092j -0.286463-0.877559j 1.02121-0.326463j -0.127685+1.00314j 0.869023-0.863731j -0.512509+1.54148j -0.555776-0.127919j 0.6629+0.0755917j 0.0134704+0.186259j -0.599338-0.471276j -0.225899+0.202907j 0.184414+0.106536j -0.714419-0.185931j -0.992903-0.496212j 0.709247-0.289458j -0.670617-0.462477j 0.2731-0.918672j -0.783885+0.380292j 0.100823+0.0336829j -0.0625551+0.000621324j -0.720732-1.74504j -0.827338+0.639957j -0.361401+0.289662j 0.210033-0.322365j 0.274404-0.559269j 0.60046-0.0472018j -0.163976-0.459119j -0.554989+0.127948j 0.626261+1.33599j 1.82713+0.148618j -0.514201+0.0133545j 0.384194-0.532645j -0.0394199-0.0512211j 0.78157-0.00787545j 0.177131+0.104135j 0.120123+0.204287j 0.0213206+0.258957j 0.660132-0.410387j -0.40988-0.0397349j -0.976859+0.701185j -0.202564+0.283003j 0.886021-0.150739j 0.236332-0.126434j -0.944166-1.28259j 0.0990864+0.073599j 0.0563836+0.172606j 0.849921-0.104187j 0.273661+0.551215j -0.292807-0.197605j 0.204103-0.16274j 0.726239-0.196791j 0.820775-1.04602j -0.292734+0.177977j 0.226201-0.577228j 0.406345-0.0966299j 0.891923+0.0804893j -0.129524+0.259641j -0.0596047-0.0545411j -0.225657-0.162962j 0.143197+0.0466933j 0.401165-0.0667063j 0.132514+0.0945303j -0.299683+0.345127j -0.187286+0.296156j -0.108588-0.148136j 0.264215-0.0836508j -0.0235371+0.577566j 0.291588+0.0480884j 0.339332+0.301991j 0.186458-0.0834792j -0.449249-0.616303j 0.166728+0.354079j 0.23348-0.0594482j 0.394208+0.0579648j -0.80884-0.464845j 0.623452+0.715878j -0.751581-0.406201j 1.09936-0.0955888j 0.397434+0.983806j 0.382992-0.0779499j 0.832795-0.254824j -0.287186-0.972207j 0.89048+0.450971j 0.210618-0.00891358j -0.0946998+0.358897j -0.560621-0.769547j 0.208158-0.247969j 0.113806+0.330348j -1.10535+1.95737j 1.12848-1.41589j 0.615334-1.31004j 0.392146+0.0377198j 0.677307+1.07253j -1.21276+0.395868j -0.588659-0.109978j 0.0896476+0.230803j -0.474035+0.326227j -0.346684-0.793008j -0.361688-0.33405j 0.144607-0.108768j 1.07763+0.345226j 0.264744+1.42562j -0.0470436-0.00761012j 0.119423-0.319183j -0.338119-0.67887j -0.769132+0.515999j -1.62354+0.53478j -1.16156-1.30929j -0.0235679+0.517996j -0.211793+0.534306j 0.638868+1.0278j -1.04503-0.275798j -0.0230124-0.159885j -0.0375919-0.111519j 1.50552+0.993509j -1.6995-0.547764j 1.37219+0.496549j -1.80878-0.306574j 0.264313+0.0624236j -0.330105-0.150107j -0.535783+0.0211093j 0.335269+0.154595j -0.913256-0.413367j -0.374909+0.180598j 0.53496+0.895455j 0.220233+0.266919j 0.563897-0.0604852j 0.616594-1.16055j -0.367597+0.190875j -2.1551-0.44073j 1.72053-1.37778j -0.80148+0.363951j -0.0580858+0.487213j 0.190156-0.0770451j -0.0433193+0.00891626j -0.404254+0.556892j 0.0867677-0.071008j -0.183376-0.35274j 1.27483+0.579969j -0.496688-0.660863j 0.331693+2.39682j 0.14785+1.97606j 0.127817-0.0801945j -0.0190811-0.109389j 0.435519+0.484555j -0.154156-0.38978j 0.81878-0.391024j -0.0981876+2.37494j 1.58741+1.27074j -0.0711506+0.0470908j -0.0524273+0.0194099j -0.459454+0.0751672j -0.90006+0.515197j 0.977117+0.313436j 0.492158+0.279796j -0.495445+0.119927j 0.305961-0.971249j 0.297893+0.754906j -0.0718239+0.111352j -1.73975-1.46641j -1.04396+1.23274j -1.27241+1.44643j -0.0175431+0.0585141j 0.106335-0.68774j 0.00932094-0.750646j -0.472325-0.836554j -0.574106-0.454849j -0.132936-0.596115j 0.848325+0.310637j 0.231243+1.38713j -0.147932+0.431924j 0.0600937-0.018538j -0.065491-0.0720914j 0.384805-0.161001j -0.161282-0.863281j -0.102338+0.308484j -0.0400293-0.54104j -0.13694-0.160197j 
