-0.0137899-0.00155599j -0.0511382+0.0315281j 0.0541364-0.0966909j 0.101231-0.0042049j -0.0484383+0.0783047j 0.0725134-0.0679782j 0.0965306+0.0410806j 0.0444204+0.0554624j -0.0745571-0.016402j -0.0916012-0.0319225j -0.0350023-0.0271423j 0.162719-0.00535329j 0.0630219+0.0619272j 0.0106736+0.00333306j 0.0708349-0.144496j -0.099199-0.0118252j -0.0251747-0.0967391j -0.0435334-0.148717j -0.0228728+0.0680807j -0.0934579-0.121776j 0.0084244-0.188233j -0.0141956+0.127926j -0.00937455+0.0620201j -0.003384+0.0971136j -0.0253409+0.0158318j 0.0709525+0.162023j -0.0893115+0.0754296j -0.0361467+0.0298687j 0.065962+0.218329j -0.0100721+0.0566887j 0.0270601+0.0232703j 0.133332-0.0329586j 0.0572015-0.0867356j 0.0643826-0.00281975j -0.0427136+0.0399619j -0.0303699-0.0680333j -0.0498327+0.0630532j 0.133718-0.0291779j -0.114171+0.0777904j 0.0537452-0.0323351j -0.079072+0.0691884j 0.000727771-0.0599269j -0.0712019+0.0947627j -0.0204518-0.0766035j 0.138474+0.0102785j 0.0682638-0.0443573j -0.0802692+0.00732489j 0.0589678-0.000648394j 0.141161-0.0501566j 0.0844662-0.00689731j 0.148238+0.0235974j -0.0566502-0.0535478j 0.0485321+0.0331061j -0.250526-0.0697281j -0.06795+0.0212054j -0.0412498+0.0897537j 0.0683912+0.0775822j 0.0127174+0.079546j -0.0430277+0.013915j -0.0289608+0.0314567j 0.0309908-0.00146286j 0.0150351+0.0212577j -0.00525386+0.0156365j -0.019872+0.00936041j 0.00698752+0.0173927j 0.00511912+0.0173284j 0.0116935+0.00950614j -0.00971711+0.0143546j -0.00194408-0.00275124j 
-0.00446625-0.011925j 0.00365727-0.00221629j 0.00880592-0.00457724j 0.00293702-0.00127874j 0.0141854+0.00355692j 0.00132421+0.00498848j 0.000840381+0.000698972j -0.00366067+0.00853137j -0.0119003-0.00512779j -0.0100798-0.00111777j -0.00411533+0.00313231j 0.00920712-0.0130972j -0.00130692+0.0171965j 0.00898901-0.00193617j -0.0139282+0.00235528j 0.00328842-0.0022519j -0.00755501-0.00585347j 0.00524648+0.0097476j 0.0129651+0.00533924j -0.00178078-0.0119243j -0.00444699+0.0109691j 0.00906027+0.00094093j -0.0071086-0.00735554j -0.00944135-0.00599553j 0.00853069-0.00446535j 0.00657372+0.0019387j -0.00121583+0.00722954j 0.0128268+0.0137965j 0.0119341+0.018791j -0.0160205-0.0010931j 0.0025058-0.0204506j -0.00216906+0.0094562j -0.00440401-0.0100574j -0.00240169-0.00409868j -0.000949272+0.00385665j -0.00458466-0.0055784j 0.00616811-0.000477915j -0.00207466-0.000999302j 0.0106591+0.0131348j 0.00393938-0.010354j -0.0141875+0.00503662j 0.00502678+0.000202158j -0.0112778+0.0126801j 0.00459387+0.00841235j -0.00448712-0.000334954j 0.0102437+0.00859953j 0.00950668-0.019732j 0.0226137+0.00711988j 0.00651505-0.00302945j -0.015544+0.012425j -0.019343-0.00297994j 0.00745103-0.0200379j 0.00120602+0.00265498j 0.0346503-0.00471485j -0.0150614+0.0138134j -0.0026004+0.00910937j -0.00353645-0.0160821j -0.000927434-0.00135699j -0.0165567-0.00939228j 0.00126985-0.00693174j 3.50437e-05+0.00718595j -0.00756319+0.000844469j -0.0082388-0.0170358j 0.00227544+0.00264566j -0.00293461-0.0152218j -0.00328693+0.0113115j 0.00621709+0.00217228j -0.00582107+0.00402196j -0.00621181+0.00489187j 
0.0044254+0.00103983j -0.000583609+0.000162272j 0.0142304-0.00280568j 0.00663241-0.00539915j -0.00167625-0.0118302j -0.0151675+0.00325978j 0.00290793+0.0055007j 0.000903374+0.00126476j -0.0305166+0.00930081j 0.0083853+0.00163247j 0.00524544+0.00635899j 0.00745271+0.00032915j -0.0110585+0.0116962j -0.00398202-0.0234835j -0.0269484-0.00649634j -0.00792201+0.0068079j 0.00438779+0.0156683j -0.00115679+0.00754157j -0.00633151+0.00191841j 0.00651312+0.00582902j 0.012271+0.00650489j -0.00318066+0.00127013j -0.00151003-0.0207411j 0.00500253+0.00858655j -0.00789536-0.00176594j -0.00785218+0.0123653j 0.000269792-0.00633867j -0.0120548+0.013306j 0.0116034+0.00113003j -0.00603054+0.00839921j 0.00946435-0.00408433j 0.0220791+0.00277616j -0.00991135+0.00628706j 0.00933099-0.0122878j 0.00198862+0.00546996j -0.00513219+0.00875047j 0.000426584-0.0169636j 0.0210949+0.00154142j 0.00638121+0.00924915j 0.0240119+0.00481427j 0.00441393+0.0179498j 0.00432148+0.0246092j -0.0105574+0.00645767j -0.0137787+0.00670899j -0.00252184-0.0218509j 0.0089817-0.0039147j 0.0133881-0.0126041j -0.012423+0.0145682j 0.0100099+0.0244427j -0.0125385-0.0192897j -0.0290693+0.0216956j 0.0144034-0.00105716j 0.0162284-0.0251858j 0.0109591+0.00848015j -0.00674547+0.018189j 0.0270572-0.00155659j 0.0259654+0.00338614j -0.0230124+0.0326721j -0.0243325-0.0295229j -0.0153514+0.000722955j -0.00863824+0.0146253j -0.0235901+0.0220277j -0.00309767+0.000828197j 0.00736838-0.0132072j -0.0298818-0.0156077j 0.00699183-0.0159263j -0.00472689-0.0199716j 0.00444469-0.00236152j -0.00289837+0.00595851j 
0.00479631+0.00491092j 0.000406695-0.00110178j -0.0070622-0.000340887j -0.00298317+0.00337761j 0.0196954-0.00203561j 0.000800772-0.00637408j -0.00597551+0.0081848j -0.00492925-0.0248591j 0.00573115+0.00908402j 0.0160602-0.0115066j 0.00976605-0.000736371j -0.00576486-0.00149067j -0.00115529+0.00495829j -0.00269197-0.00694478j 0.00764586-0.00960073j 0.000287424-0.00109925j 0.00528905+0.00748709j 0.00654432-0.0044225j 0.00539218+0.00572651j 0.00822042+0.0021131j 0.00792723-0.00572509j -0.0141412+0.0113888j -0.0109285+0.0116003j 0.0112621+0.0030254j 0.00521771-0.0039231j -0.00313453-0.00182967j 0.0086623+0.00648871j 0.00656861+0.00149117j -0.010889+0.00442303j 0.00496848+0.00241085j -0.00244894-0.00310373j -0.0111928+0.00792961j 0.0027098+0.00530599j 0.00206761-0.00976567j 0.00628911-0.00134362j 0.0025624-0.00627413j -0.00669166+0.00835487j 0.0146368-0.000125565j -0.0052984+0.00621842j 0.00822102-0.00148934j -0.00287153+0.0106696j 0.00424326+0.007454j -0.00365777-0.00194499j -0.00588994-0.00195062j 0.00470167-0.0156123j -0.0109936-0.00497818j 0.000712983+0.0120518j 0.00200683+0.00344419j 0.0063575-0.00788337j -0.00806751-5.67674e-05j -0.010926+0.00315246j 0.0075388-0.00197912j 0.00753705-0.0113832j 0.00657942+0.00504594j -0.00361565-0.00362807j 0.0122444+0.00245529j 0.00577615-0.00690784j 0.003279+0.00136815j -0.00611334+0.00326908j 0.0017793-0.000452051j 0.00081433-0.00528591j 0.00738556-0.00473113j -0.0064406-0.000437269j 0.00243325+0.00364699j 0.00841859+0.00329584j 0.00218244+0.00992982j -0.000352521+0.00589363j -0.00635958+0.0010359j 0.00270026+0.000795489j 
0.00160256+0.00254892j -0.0047475+0.00615549j 0.000792925+0.00488486j -0.0106592+0.00224143j 0.000626677+0.00152774j 0.0054599-0.00812567j 0.0112215+0.00752079j 0.00467987-0.00651632j -0.00647607-0.00120205j 0.000961667-0.00218735j -0.00528872+0.000269102j 0.0102253+0.016698j 0.00901586-0.0286719j 0.0011946+0.00999977j -0.00449501+0.00497303j 0.0252931+0.0142862j 0.0092703-0.00766593j -0.0157218-0.0326171j -0.00642278+0.00247627j -0.00720789-0.00939883j 0.00975576-0.00407077j -0.0202558-0.00968308j 0.0119281+0.0163558j 0.00240521-0.00179115j -0.0243041+0.000449837j -0.00779227+0.00782118j 0.0138353-0.00371586j -0.00327618-0.0119664j 0.00487747-0.00972405j 0.0137022+0.00529652j -0.00220692-0.000247921j 0.0198567-0.0288786j 0.00948606+0.00717405j -0.0125054+0.0114001j -0.00628382+0.0132564j -0.00288476-0.00250427j 0.021833+0.0112847j -0.00187962-0.0186202j -0.00912315-0.0223985j -0.00277162-0.00485342j -0.000726454-0.0205725j -0.0198561-0.0295883j 0.00304956+0.00953049j -0.00296944-0.00219326j -0.0318282+0.0107879j 0.00256833+0.000220656j -0.0339717-0.00893906j -0.026923-0.00578264j -0.0125713-0.0304161j -0.00461161-0.00515385j 0.00401795-0.0176319j 0.00592785+0.0187578j -0.0198637+0.0228607j 0.00229299-0.00341891j 0.0119866-0.0106709j -0.0110065-0.0113423j -0.0142298+0.00649078j 0.00442911-0.00975184j 0.0118857-0.0156407j 0.000552419-0.00606233j -0.00650625+0.0317433j -0.0227082+0.0215353j 0.00769997-0.0198581j 0.0103298+0.0107387j -0.0356566-0.0237668j -0.000539381-0.0142688j 0.00237901+0.0014339j -0.0103714-0.0033038j 0.00555741-0.00212506j 
0.0040012-0.00423863j -0.00152669+0.0027571j -0.00669397-0.0030774j 0.00180829+0.000951662j -0.0180346-0.00631556j 0.0129042-0.0151478j 0.00258979-0.00142552j 0.000662242-0.0013739j 0.00249765-0.00181364j -0.00373441+0.00445935j -0.00145514-0.00604489j 0.00552277-0.00787203j 0.00917428-0.00380182j -0.00129446+0.0164611j 0.0120312+0.0103273j -0.000758687-5.76915e-05j -0.00686454+0.0117475j 0.0224091+0.00810219j 0.000887636+0.0118214j 0.00306481+0.00164213j -0.0148448-0.00603169j 0.00293814-0.00765823j 0.0103107-0.00024538j 0.0124724+0.00720322j 0.0113892-0.00784597j -0.00793395+0.00324761j -0.0254651+0.00941189j -0.0108044+0.0197752j 0.000433169-0.000798607j 0.00582435+0.00540086j 0.00426348+0.0110881j 0.00932112-0.00132076j 0.00869074-0.00814093j 0.0162412-0.00240725j -0.00111363-0.00328401j -0.000787122-0.00512163j 0.00126893+0.0107586j -0.0180422+0.00828377j 0.000229044-0.00289087j -0.00552785-0.00903201j -0.00711919-0.0124008j -0.00220518-0.00167055j 0.00607662-0.0206314j 0.00866258-0.00133417j -0.0120462+0.0235595j -0.000572794-0.00694635j 0.00161855+0.00914006j 0.0138573-0.0151742j -0.0121683+0.00107876j 0.00228605+0.00663275j -0.0075328-0.0163825j -0.00556984+0.00191411j -0.000351998+0.00536292j 0.0156791+0.00336262j -0.0035536-0.00504401j 0.0028238-0.00802332j -0.0159416-0.00602295j 0.00891017-0.00983967j 0.0153294+0.0265586j 0.0070593+0.00243862j 0.00691272-0.0221635j 0.022171-0.0236259j -0.00287579+0.00773419j -0.00812622+0.00613717j 0.0345356+0.0144724j -0.00267608+0.0163699j 0.00243333+0.0150122j -0.00170064+0.00272606j 0.000757102-0.00395407j 
0.00440713+0.00600617j -0.00353468-0.00501269j -0.00144467+0.00375279j 0.00756732+0.00480396j -0.00764757+0.00143707j 0.00362039-0.00467723j 0.00928031+0.00748871j 0.0146015-0.00854145j -0.00512856-0.000418706j -0.00108688-0.00804555j 0.00134907-0.00404961j 0.00992162-0.00575107j 0.00660371+0.0198317j 0.006953-0.0142415j 0.00908093+0.000308168j -0.0189427-0.0306304j -0.00966719-0.00103003j -0.00160762+0.00296497j 0.0227592+0.0135383j 0.000199833+0.0082392j 0.00985217+0.00363243j 0.00233087+0.00666909j -0.027728-0.0010351j -0.00270606-0.0140633j 0.00563827-0.0038888j 0.0157199+0.00356124j -0.00239977+0.00702206j 0.000492473+0.00352466j -0.00898322+0.000976221j 0.0132379-0.0130705j -0.00649189-0.0150107j 0.00451022+0.0184306j -0.00131971+0.00411422j 0.0205356-0.00566242j -0.00573481+0.00364364j -0.00646664+0.00145863j 0.00791743-0.00352127j -0.0100828+0.0082437j 0.0144973+0.00196643j -0.00465848-0.00195994j 0.00762368-0.00675183j 0.00124162+0.00875839j -0.0046168-0.0120114j 0.00037948+0.00446458j -0.00426752-0.0135541j -0.011133-0.00565619j 0.0182568-0.00609041j 0.0291486+0.00447262j -0.020876+0.00408867j -0.00439403-0.00315196j 0.000390646-0.00481802j -0.0047138+0.00481621j -0.00111222+0.00305512j 0.0121174+0.00185019j 0.00692262+0.00441697j 0.0103246+0.000901881j -0.00632045+0.00381703j -0.00428253+0.00208475j 0.00946012+0.00877048j -0.00596541+0.0030079j 0.00255623-0.0131293j 0.00875785-0.0133895j 0.000262312+0.014394j -0.00316768-0.00633247j 0.0145303+0.00792392j 0.000297876-0.00088805j -0.00100361-0.00602197j 0.00835894-0.00177886j -0.00258303+0.000129146j 
-0.00570961+0.00139434j -0.00257954-0.00533421j 0.0111535+0.00560251j 0.000614146-0.00356137j -0.00405151+0.0284379j 0.00199569+0.0154214j 0.00221237-0.00443326j 0.0173135+0.00111222j -0.00290868-0.00494409j -0.00501306+0.00122577j -0.0083171-0.00368707j 0.000664311+0.000504965j 0.0073688+0.0103306j 0.00701206-0.000944047j -0.00140336+0.00881894j 0.00489426+0.0007293j -0.00374434+0.00672892j -0.000820475+0.0049986j 0.00120098-0.000722786j -0.00683442+0.000184269j 0.019383+0.000391621j 0.0015507-0.00692966j 0.00438071+0.000235164j -0.0183585-0.0103071j 0.000149284+0.00790033j 0.00442722-0.0150213j -0.00132467-0.00153956j 0.00151768+0.00534172j -0.00692406-0.00737087j -0.00144817-0.000682179j 0.00166287-0.00570083j 0.00255776-0.000685285j 0.00934507+0.00724907j -0.00922797-0.000280069j -0.0129289+0.00117378j -0.00281217-0.00163878j 0.0113204+0.00696035j 0.0150332-0.00514449j -0.0223164-0.00589553j 0.00138491-0.0134374j -0.0195576-0.0143315j -0.0126746-0.0075181j -0.0106881+0.0015427j -0.00342115-0.000336722j -0.0070196-0.00501312j -0.000290253+0.000850204j -0.0107485-0.00310298j 0.00386817-0.00328959j 0.00254584-0.0266021j -0.00997211+0.000192056j -0.00035985-0.01907j 0.00150093+0.00609731j -0.0121868+0.011482j 0.00106992+0.00305093j -0.000739564-0.00322388j 0.00901312-0.00391787j -0.000705468-0.00310797j 0.00705253+0.00360346j 0.00302711-0.00135378j -0.00438327+0.00155081j 0.00133032-0.000143472j 0.00333453+5.14055e-05j -0.0025232-4.14282e-05j 0.00173834+0.00298231j -0.00114242-0.00210902j -0.00104991+0.000950763j 0.00128058+0.000284002j -0.00184698-0.00104776j -0.00125797+0.000948981j 
-0.00295087+0.00221855j -0.000680015+0.00318856j -0.00130284-0.0122845j 0.0184479+0.0118127j -2.65527e-05+0.00819613j 0.00902563+0.0113062j -0.00203058-0.00980993j 0.00815968-0.00361434j 0.00311969+0.00671057j -0.00618092-0.0025526j -0.00188295-0.00437049j 0.0168854+0.00797868j -0.0210395-0.0151027j 0.00205959+0.00594357j 0.00873327-0.00501646j -0.0253646+0.0451674j -0.00471446-0.0288277j 0.00160721-0.0230273j -0.00320204+0.001447j -0.0115835+0.00143804j -0.0047581+0.0186827j -0.0106869+0.00945547j 0.0187926-0.0105825j -0.00954864-0.00429018j -0.0226552+0.0168843j -0.0105867+0.0130263j 0.0174852-0.00577856j 0.00349639-0.0159494j -0.00478498-0.0160836j -0.0201746+0.00787036j -0.0056194+0.0226889j 0.00619645-0.00872647j 0.00221614-0.00609297j 0.00571964+0.0141963j 0.00766242-0.0226723j 0.010838-0.0194207j -0.0255049+7.26474e-05j -0.0155694-0.00337412j 0.0376626+0.0176999j -0.00904492+0.00978016j 0.0274997+0.0107346j 0.0112931+0.0365784j 0.0176559-0.00474914j -0.000190128+0.00506698j 0.00324122-0.00179599j -0.0129342-0.0121683j -0.028276+0.00356039j -0.0363129-0.0176647j 0.018933+0.0184692j 0.0164413+0.0148017j -0.00482244+0.0251953j 0.00790672-0.0113201j 0.0260977-0.0119665j 0.0169087+0.00933051j -0.0153784+0.00451331j -0.00889519+0.00813102j -0.00714667-0.012535j -0.00121678-0.0137081j -0.00490732+0.0191359j 0.0213742-0.00413172j 0.00241807+0.00277308j -0.00605714-0.00297543j 0.00194286-0.013159j -0.0145979+0.00166035j 0.0130828-0.00362449j 0.000958716+0.0152849j 0.00119248+0.0183076j -0.00694236+0.00797734j 0.00207306-0.00451891j 
0.00583376-0.00628179j -0.000250524+0.00256426j -0.0125377-0.000521863j -0.00739445+0.0057006j -0.00664285-0.00513794j 0.000893673-0.00336219j -0.00540478+0.0071913j 0.00947514-0.0108462j -0.00737798+0.000723599j 0.00276669-0.00154002j 0.0114247-0.00456122j 0.0100493+0.00367743j -0.002631-0.0142424j -0.00144741-0.0033494j 0.00976034-0.000160844j 0.00356423+0.010596j -0.00638697-0.00270194j -0.0190804+0.00185843j 0.00360053+0.00414186j -0.00463989+0.000746312j -0.0132451+0.011457j -0.0161459+0.00572944j -0.00294838+0.0129281j 0.00133644-0.00333072j -0.00366234-0.0128939j 0.00451371+0.000713257j 0.00318747-0.0120332j 0.00334762-0.0217874j 0.0129053+0.00120037j -0.000691416+0.00775486j -0.0175516+0.011765j 0.008986-0.00822717j -0.0102443+0.00359538j -0.000508621-0.00238997j 0.00902043+0.0114999j 0.00574203-0.0194553j -0.00941231+0.0104094j -0.000815385-3.9785e-05j -0.00639651+0.00333431j 0.00558055+0.00868618j -0.0133586+0.00413881j 0.00625722-0.00529648j -0.00747214-0.0199279j 0.00179983+0.00768664j -0.000215214+0.00573373j 0.00665699-0.00440676j -0.017555-0.00721916j -0.0100975+0.0122317j 0.0169891+0.00437013j 0.00492055+0.000404508j -0.000736735-0.00308061j 0.00669414-0.00423444j -0.0035625+0.00492879j -0.00436653+0.0068091j -0.0121273+0.00837452j -0.0108359-0.0019171j -0.000434795-0.00857198j -0.0083469-0.00144906j -0.00142378+0.00925399j 0.000534059-0.00751876j 0.00156208+0.00172435j 0.00280286+0.00208284j -0.00826274-0.00577361j 0.000513683+0.00402704j 0.00154896+0.000585182j 0.000781401+0.00389104j 0.00241947+0.00668317j -0.00526684-0.00116441j 0.00483884-0.00237041j 
0.000862692+0.00420014j -0.0112927+0.0103752j -0.0121408-0.00562349j 0.00119024-0.0019394j 0.00362022-0.0120034j -0.00641353-0.00474707j -0.00520342+0.00501227j -0.00776937+0.000872699j 0.00307674+0.00179265j 0.00400232+0.00177787j 0.00578493-0.024257j -0.00031176+0.0136877j -0.0139121+0.00851991j 0.0147697-0.00721305j -0.00791245-0.00302931j -0.00917639+0.0180699j -0.00398934-0.00898811j 0.00818715+0.00415173j 0.00601086+0.0209937j -0.0029947-0.00667484j -0.00617648-0.00130839j 0.000481749+0.0167391j 0.000644454-0.0017497j 0.00208963-0.000658694j -0.0130145+0.00857515j -0.011213+0.000582691j 0.0243477-0.0122006j 0.00940088+0.00621978j 0.0103903-0.00409909j -0.0109458+0.00388153j 0.0117927+0.00960196j 0.013008-0.000375328j -0.00553843+0.0151311j -0.016583+0.000143189j -0.0154096-0.0135207j -0.00366946+0.0113313j 0.0283502+0.0029076j 0.0150528+0.00601184j 0.00396159-0.004496j -0.00652984-0.0365226j -0.0294683-0.0226283j -0.0128532+0.0292403j -0.00722116+0.00544194j -0.00570456+0.0117092j 0.00593573+0.0011038j 0.0128497+0.00491741j -0.0268981-0.0341504j -0.0160705-0.00479648j -0.0093022-0.000760287j -0.00895265+0.01791j 0.00743313-0.0143893j -0.00565505-0.00345324j -0.0202048+0.0120951j 0.00962302-0.0136543j -0.0263927+0.0203176j 0.0205884+0.00950916j 0.00856855+0.00335703j 0.0141794+0.0109778j 0.00793933+0.00563118j -0.0149283+0.0120914j 0.00780438-0.0130995j 0.0133876-0.019721j -0.00910434+0.0103058j -0.00693834-0.0118377j 0.0211687+0.00880017j -0.00105904+0.0082212j -0.000842851-0.00132788j 0.00419078-0.00172197j -0.0052541+0.00197917j 
-0.0039966+0.000425576j -0.0168792+0.00421504j 0.00299555-0.005685j 0.00403643-0.000970347j -0.00439342+0.0158432j 0.00598871+0.00308947j -0.00438533-0.00274347j 0.00512745-0.00339011j 0.0011964-0.00400774j -0.0118095+0.00440755j 0.0148433-0.0127926j -0.00643942+0.0275382j -0.0176653-0.0100517j -0.0071554+0.0115767j -0.000782684-0.0108373j -0.00406116+0.0198383j 0.00685658-0.0060308j -0.00418046+0.0065904j -0.017489+0.00268108j 0.00465721-0.00542406j 0.00898633+0.00146174j 0.00182749-0.000658868j -0.00382-0.0129588j 0.00175355-0.00107933j -0.00434272+0.000145188j -0.000887596-0.00305236j 0.00481-0.000743637j 0.000924531-0.000725099j 0.000948512-0.00234378j -0.00616311+0.00905273j -0.00424097+0.00133238j 0.0128331-0.0134295j -0.00778987+0.0124582j -0.00978455-0.00774787j 0.00443259+0.00144915j -0.00405641+0.0245535j 0.0362398+0.0203868j 0.000968002-0.00277098j 0.0226743-0.00195043j -0.00703758-0.014117j -0.022336-0.00521834j 0.00394797+0.0190303j -0.00615659+0.00392067j 0.00493334+0.0151579j 0.0116209-0.00724869j 0.00984396+0.001569j -0.0233799-0.00176109j -0.0107871+0.0253434j -0.0281611+0.00782905j -0.00140487+0.0107929j 0.00200949-0.00953581j 0.0027786-0.00148792j -0.0257689+0.0141089j 0.00781436-0.00139996j -0.00493057+0.0280182j 0.00414285+0.00939468j 0.00609778+0.00119953j 0.000546464+0.00823851j 0.0137913-0.00732096j -0.0224581+0.00799055j 0.00345058-0.0143429j 0.00660654-0.01327j -0.0208537+0.0124467j -0.0028666-0.0143767j 0.00914609+0.00470827j 0.00239659-0.00225885j -0.00121301-0.00561301j 0.00383455-0.00983985j 0.00329152+0.00157477j 
-0.00149144+0.000664817j 0.00227238+0.0171575j -0.00432598+0.00058952j 0.00107624+0.0273661j 0.00125656+0.000510908j 0.00280923-0.00148666j -0.00309194-0.0146643j 0.00120041-0.00582067j 0.000882461-0.00948752j -0.0041065+0.00668261j 0.000601881+0.00528734j -0.00358781+0.0305634j 0.0147426-0.00661188j -0.000605399+0.00268765j 0.00277918+1.84143e-05j 0.0201619+0.00118014j -0.00518465-0.00437364j -0.00669464+0.0110532j 0.00781268+0.00627932j 0.00445774-0.00664173j 0.0228591-0.000575252j -0.000157992+0.00910144j 0.00370441-0.00740041j 0.0057906-0.00222063j 0.0152598+0.00100072j 0.00876864-0.00578926j -0.00252349-0.00375522j 0.00698171+0.00676882j -0.00027646+0.00182853j -0.0060568-0.0109787j -7.17244e-05+0.0124902j 0.0049077-0.0191728j -0.0138996+0.0100015j 0.014246-0.00235462j 0.000102745+0.0160003j 0.0200857+0.00225595j -0.0200366-0.00758711j -0.00654374-0.0121395j 0.00270543-0.00640912j 0.0118823+0.0038217j -0.0028757+0.00917049j -0.00124555-0.00562026j -0.00589761-0.00364399j 0.00486267-0.0066095j 0.00683031-0.00673981j -0.000888826+0.00694332j 0.00508895-0.000619244j -0.0101036-0.00757512j -0.0140311+0.00823268j -0.000531872-0.0144209j -0.00892158-0.00193932j -0.000214889+0.00776714j -0.0105189-0.0111929j -0.0100484+0.00187252j 0.00422352-0.00128188j 0.00357746+0.0089512j -0.00407826-0.00346591j 0.0125187+0.0120892j 0.0227212+0.0014681j -0.0183531-0.0375844j -0.00973908+0.00251715j 0.00920296-0.00651818j -0.0176317+0.0413213j 0.00273254-0.0194318j 0.000472199+0.0162898j 0.00658274-0.0181603j -0.0193829+0.00150414j -0.0136886+0.0137322j -0.0170873-0.00483358j 
-0.00253217-7.98649e-05j -0.0019285+0.00622942j -0.00229284-0.00187341j 0.0037253+0.00982375j -0.00630915-0.00263031j -0.000570112-0.00424395j -0.000937593-0.0081369j 0.00598889-0.00908928j 0.00048499-0.00881096j -0.000676989+0.00459274j 0.00115813-0.00902352j 0.00791113+0.00945464j 0.0114176-0.00582015j 0.00451044-0.002424j 0.00223644-0.0130432j -0.00201643-0.00471466j 0.00264086+0.000667231j 0.00695151+0.0116653j -0.00110625-0.00101111j 0.00140707-0.000705729j 0.00370138-0.00387774j 0.00265269-0.00550945j 0.00146329+0.00590862j 0.00408734+0.002477j -0.00253822-0.0125568j 0.00201898+0.00233279j 0.00200219+0.00696161j 0.0129516+0.00525868j 0.00158902+0.00463846j -0.00839968-0.0103577j 0.00701139+0.00650947j 0.00358338-0.00288596j -0.000949433+0.00663275j 0.00175382+0.00271275j 0.00378228+0.00637219j 0.00626523-0.000202679j -0.00887551-0.00760491j 0.00398154-0.00787952j 0.00585525-0.000467583j 0.0108047-0.0105503j -0.00332581-0.00723293j 0.0156883+0.00254408j 0.00640724+0.00427493j -0.00754284+0.0143436j 0.0207158+0.00346157j 0.00625518-0.00726319j -0.00577652-0.00601359j 0.0168364+0.00316435j -0.0211691-0.00727698j -0.00238989+0.00733222j -0.00313551-0.0017678j 0.00348863-0.0124278j -0.0159054+4.88437e-05j 0.00137899+0.00540911j -0.0054267+0.00534614j -0.00504266+0.00699061j -0.00343142+0.00830712j 0.0138373+0.0142343j 0.00195462-0.00372544j 0.00653987-0.0174975j 0.00312001+0.0223715j -0.00181428-0.00410021j -0.00587161-0.00970293j 0.00238907+0.0167455j 0.00487139-0.0151458j -0.00289262+0.0275019j -0.00775138-0.00274712j -0.0260824+0.0075812j -0.0203558+0.00823165j 
0.000806887-0.000133099j -0.000742892-0.00513755j -0.000450764-0.000112078j 0.00155201-0.00502405j -0.00216194-0.00163255j 0.00165648-0.00228299j -0.000184894+0.00176328j 0.00165251+0.00121846j 0.00381842+0.000540775j 0.00156088-0.000970151j 0.00339421-0.000339959j -0.000990834-0.00646084j -0.00855297+0.00628998j 0.000246348-0.00264855j 0.00184386+0.00182575j -0.00583883-0.00348387j -0.00134994+0.000998596j -0.00109658+0.000813305j -0.00299493-0.00471074j -0.000401309+0.00125799j -0.00380283-0.00605061j 0.00110593-0.00624269j -0.00130085+0.0039958j 0.000115906+0.00104848j -0.00416654-0.00356529j -0.00149865+0.000166664j 0.00181335+0.00147513j -0.00240443-0.00282982j -0.000848006-0.00301743j -0.000721919+0.000595578j 0.00247657-0.00496237j -0.000595011-0.000325106j -0.000780657+0.00141912j 0.00187111+3.36807e-05j -7.78963e-05-0.00495738j -0.00558529+0.00622367j 0.00475587-0.00181819j 0.00255863+0.00345075j -0.00251577-0.00450825j 0.0074656+0.00886134j -1.90214e-05+0.000270161j 0.00804064-0.00707405j 0.0041386-0.00510642j 0.00501176+0.00209888j 0.00897305-0.00652594j -0.00107536-0.00210933j -0.00723263-0.000243334j -0.00781906+0.00189403j -0.0105402+0.00450221j -0.00180369-0.00198765j -0.00337375+0.000409874j 0.00142308-0.000108785j -0.000906118-0.00552527j -0.000642924+0.00214949j 0.00480558-0.00762822j 0.00318586+0.00529582j 0.00590612+0.00144031j -0.00300142+0.00714645j -0.00262141-0.000344283j 0.000247404+0.0130463j 0.00796552-0.00676119j 0.00264683-0.00366862j -0.0045577-0.00263353j -0.00776731+0.00637748j 0.0109857-0.0039535j -0.0119515-0.000179492j -0.00254267-0.00646294j 0.00177139-0.0161265j -0.00427033+0.00285963j 
