0.0363889-2.40938e-15j -0.115946-1.43038e-15j 0.0374998+4.52389e-16j 0.0183359+5.42559e-17j 0.0247129-4.71799e-16j 0.0926048+4.42587e-16j -0.04606-2.6918e-16j -0.0137719-1.8849e-16j 0.0412777+6.14979e-16j -0.0919933-1.27295e-16j 0.0703047+4.72258e-16j -0.0398189-4.86629e-16j -0.0206321-9.70598e-17j 0.0144505+1.15768e-16j -0.0113394+1.72764e-16j 0.0163837-2.3065e-16j -0.0127665-8.51513e-16j 0.0315844+8.01438e-16j 0.00731953-3.41421e-16j -0.00803559+9.18876e-17j -0.0116242-7.82122e-17j -0.0362264-5.45346e-16j 0.0219159+1.6997e-16j -0.0104343-5.4275e-17j -0.00213151-1.2827e-16j -0.00662815-4.13662e-16j 0.00643334+2.39813e-16j 0.00716325+3.13224e-17j -1.60988e-05+1.20214e-17j 0.00109991+5.89144e-17j -0.00960235-2.64991e-16j -0.00705975-2.80217e-16j -0.0124605-1.62354e-16j 0.018687+1.76002e-16j -0.0204572-2.45034e-16j 0.000929145-7.84131e-17j -0.0176046+2.32558e-16j -0.00332698+3.04196e-16j 0.0208405+5.01722e-16j -0.00765987-7.62347e-17j -0.00223166-1.27237e-16j 0.0030833+9.31635e-17j -0.0196519-3.44472e-16j 0.0402072+3.72451e-16j -0.00746284+5.00426e-17j -0.0108534-1.68802e-16j 0.0472671+4.83136e-16j 0.00252112+1.02278e-16j -0.0298424-3.05784e-16j 0.0266168+7.13989e-17j 0.0161292+2.47916e-16j 0.0161318+1.19275e-16j -0.0236363+2.37358e-16j -0.0350435-1.85419e-16j 0.0606176-5.91998e-16j 0.00061717+4.68042e-15j 
0.0306598-7.49058e-15j -0.0176658-2.11132e-15j -0.0298161+2.89798e-16j -0.0155457-1.34926e-16j -0.0439513+6.60898e-18j -0.0212398+8.01725e-16j -0.0489315+1.43829e-16j 0.00877023+1.2271e-16j -0.0189422+2.33046e-16j 0.0346022-1.51467e-16j -0.0535012-2.51703e-16j -0.0536621-3.08392e-16j -0.0404402-3.90806e-17j 0.00266484+3.0289e-16j -0.0612665+1.2602e-15j -0.0559888+2.19309e-16j 0.0120529+3.12055e-17j -0.0105219+1.8985e-16j -0.0121448+8.76348e-16j 0.0370721+7.07651e-17j -0.011663+9.35368e-16j -0.0361578-1.54734e-16j -0.00147099+4.52277e-16j -0.0503717+4.3729e-16j -0.0408396+9.31908e-16j -0.0477563+6.85376e-17j 0.0389933+5.57708e-16j -0.0013491+4.70546e-16j -0.027991+8.4799e-16j 0.029316+3.95836e-16j 0.0167924+5.70746e-17j 0.0224017-5.51577e-16j -0.0380911-2.0596e-16j 0.0281087+1.11278e-16j -0.0205346+2.10936e-16j 0.0197748+6.82484e-17j 0.0334306-2.63908e-16j -0.00374342-2.13376e-16j 0.0466823+2.95576e-16j 0.0205593+5.89518e-16j 0.0449482-1.39773e-15j -0.0305414+1.06804e-15j -0.0416+3.49581e-17j 0.022324+4.50239e-16j -0.0317041-1.18459e-15j -0.0033576+6.06771e-17j 0.0436364-1.05924e-15j -0.02444+1.13141e-15j 0.0185751-7.85747e-16j 0.0119974-9.4216e-17j -0.0419476+1.11328e-15j -0.0650788+8.90417e-16j 0.00549482+1.05352e-15j 0.0308526-8.49975e-16j 0.0730506-2.35126e-15j -0.00727582+8.84551e-15j 
0.0343886-6.67953e-15j -0.0219381-3.22063e-15j 0.0708829+1.35661e-15j 0.00506965+3.32027e-16j 0.112852+1.58206e-15j -0.0174016+3.69205e-16j -0.0490731-1.9948e-15j -0.0316132-8.15997e-16j -0.0449792-5.08306e-16j 0.0249016+3.22006e-16j 0.0344027+6.29955e-17j -0.0504077-2.26471e-15j 0.00858251-1.31512e-16j 0.0058242+2.30832e-16j 0.063865+2.47575e-16j -0.00356796+3.01989e-17j -0.0308438-2.81712e-15j -0.00946868-1.70452e-16j -0.0164357+1.83239e-16j 0.0506283+1.37984e-15j 0.0759957+2.46522e-15j -0.00842589-2.94342e-16j 0.0392013+5.4512e-16j -0.0620274-1.35571e-15j -0.0213859-2.74295e-16j 0.0188307+2.07438e-16j -0.0461782+6.4824e-16j 0.0287481-3.81619e-16j 0.0304525-7.58785e-16j 0.0170978+1.1685e-15j 0.02398+1.46324e-16j -0.0370759-1.38175e-15j -0.042438-1.0824e-15j 0.0362009+1.12475e-15j 0.0576642+9.72453e-16j -0.0732557-1.33093e-15j -0.0658763-1.12802e-15j -0.044762-3.75666e-15j -0.121951-7.2831e-15j 0.0209165+9.15342e-16j -0.0331416-7.09885e-16j -0.00559673+9.88238e-16j 0.0234792-5.16763e-17j -0.00422169+6.2829e-16j -0.000861231+1.72823e-16j 0.197497+6.12064e-15j 0.00235254-1.91345e-17j 0.117339+3.75211e-15j -0.0502234-1.73209e-15j 0.0434781+1.21963e-15j 0.170269+5.52698e-15j -0.0209858-9.5803e-16j -0.031895+6.86561e-16j -0.163584-3.91523e-15j -0.0398773-1.27971e-14j -0.153056+5.29733e-14j 
0.0212796-7.90045e-15j 0.00311363-1.01509e-15j 0.0390936-1.01093e-15j 0.0091415-5.81712e-16j 0.0154446-5.28188e-16j 0.00549762-1.15856e-15j -0.0177293+1.96924e-15j -0.0436134+2.7546e-16j 0.0196711-1.50385e-15j -0.000532434-7.77988e-17j 0.0715582-1.96393e-15j -0.0173538+1.9565e-15j 0.0232338-5.07925e-16j -0.0768606+2.55619e-15j 0.00291885+1.48711e-15j 0.0714381-3.84595e-15j 0.0444691+4.45683e-16j 0.00374415+2.07353e-16j -0.0188305+4.21308e-16j -0.0194372+4.82359e-16j -0.0184539+1.29891e-15j 0.0171062-1.5156e-15j 0.00602324+7.97777e-16j 0.0152177-3.18806e-16j -0.0871002+3.31948e-15j 0.00312076+6.74531e-17j -0.067374+2.31377e-15j 0.0108052-7.87252e-16j 0.00711119-2.7564e-16j -0.0008624-1.08753e-15j 0.0146239-1.51875e-15j -0.0356479+1.35955e-15j 0.00313684+7.3328e-16j 0.0305147-1.17031e-15j -0.0139946+1.97808e-15j -0.0332325+7.50439e-16j -0.00448538+1.32339e-17j 0.0288851-7.25957e-16j 0.0355559-8.53237e-16j -0.0532975+1.45453e-15j 0.0344457-1.10986e-15j -0.0164162-7.88184e-16j 0.0230059+1.04766e-16j -0.0170311-1.63046e-16j 0.181314-6.47087e-15j 0.0395386-6.30116e-16j 0.0688867-2.3497e-15j 0.0184619-2.27398e-15j 0.0353979-1.06691e-15j 0.0443453-3.13608e-15j 0.0286252-1.73248e-15j -0.0621582+3.8477e-15j -0.109616+3.23983e-15j -0.0636106+3.02946e-15j -0.00384868-7.2361e-15j -0.0762797+3.38182e-14j 
-0.0277844+7.71217e-15j 0.0189571+1.24162e-15j 0.0115148+1.27309e-16j -0.0191005+2.27243e-16j -0.0123928-1.85426e-16j -0.028533+8.02783e-16j 0.0475413-9.8539e-16j -0.0611918-1.44684e-16j -0.0441657+1.23704e-15j -0.00341472+1.27008e-16j -0.00233026+1.10939e-15j 0.0476962-1.50414e-15j 0.0269699+2.04977e-16j -0.00269134-1.80981e-15j 0.0228896-9.89465e-16j -0.0402384+2.61744e-15j -0.0501536-3.09908e-16j 0.0215994+7.30156e-16j -0.0251918-2.4774e-16j -0.0033601-4.34054e-16j 0.0235942-9.92949e-16j -0.0433161+4.43614e-16j 0.0623169-2.65453e-16j 0.00511687+5.60393e-16j 0.0010748-2.17287e-15j -0.010633+5.76518e-17j 0.0156718-1.55966e-15j -0.025719+2.26786e-16j 0.0196521+3.96663e-16j -0.0149674+6.56061e-17j -0.0256047+9.63823e-17j 0.0219903-9.27282e-16j 0.0136394-8.1496e-16j -0.0313323+9.07437e-16j 0.0715359-1.78031e-15j -0.0132573-9.90136e-17j 0.00377867+2.3113e-16j -0.0315751-2.42018e-16j -0.0582185-3.0954e-16j 0.0552587-1.2976e-15j 0.0186008+1.80282e-15j -0.0794897-6.02949e-17j 0.0199197-3.02757e-16j -0.00821532+3.41629e-16j -0.0431651+4.07781e-15j -0.0128613+5.98525e-16j -0.00883406+1.63711e-15j -0.0790998+1.05463e-15j -0.00932871+1.10319e-15j -0.075657+2.04225e-15j -0.0208139+4.08589e-16j 0.0518216-2.18331e-15j -0.0392253-1.57159e-15j 0.026134-1.05122e-15j -0.037799+5.89248e-15j 0.049876-2.4799e-14j 
0.0413292-1.27693e-14j 0.00640237-2.75777e-15j -0.0103889+4.16725e-16j 0.0523884-6.51521e-16j -0.0322414+6.79311e-16j 0.0020695-5.98978e-16j -0.0322678+6.88472e-17j -0.0343643-1.17054e-16j 0.00109281-4.01037e-16j 0.0164043+8.3786e-16j -0.0102071+1.89292e-16j -0.027634+1.37381e-16j 0.0193733-4.97914e-16j -0.0811271+4.10795e-16j -0.0498716+1.53672e-15j -0.0398853+3.99755e-16j 0.00568883+6.39317e-16j 0.0179731+5.68235e-16j 0.00441353-3.65023e-16j 0.0603978+4.92124e-16j -0.00325584+1.0406e-15j 0.00664875-2.04235e-16j 0.00168019+1.2101e-15j 0.0215053-2.02833e-16j -0.0308622-2.29281e-16j -0.0638005+3.15742e-16j 0.0779007-1.7042e-15j -0.0164297-3.05719e-16j 0.0369581-1.15625e-16j -0.0301305+1.52815e-16j 0.0319313+6.15531e-17j 0.0259809+3.21992e-18j -0.0165243-7.25088e-16j 0.0292512+4.20171e-16j -0.0265808+5.36987e-16j 0.0200573-8.51441e-16j 0.0254622+2.53737e-16j -0.0637695-9.60055e-17j 0.0426496-5.09016e-16j 0.0393402+4.59467e-16j 0.103244-7.63651e-16j -0.0597645-1.41864e-15j -0.0106067+4.03856e-16j 0.0478612-2.06773e-17j 0.103587-2.20363e-16j 0.0720521+1.94214e-15j 0.0958849-3.68327e-16j 0.0462345+2.12407e-16j 0.0758224+4.13258e-16j 0.0379927+8.73444e-16j 0.0991735+5.88847e-17j -0.150001+5.94377e-16j -0.0620001+3.85635e-16j -0.0273284-4.89687e-16j 0.0404483-1.02264e-14j -0.110497+4.74403e-14j 
0.0074036-4.70723e-15j 0.0314576-1.40894e-15j 0.00876625+2.9807e-16j 0.00571226-2.35698e-16j -0.00707394+1.3596e-15j 0.0458994-5.92537e-16j -0.0299172+9.18616e-17j -0.0312361+8.85889e-16j 0.0192409-2.9592e-16j -0.0165602-7.98192e-17j -0.0298515+1.36588e-15j 0.0119471+2.97771e-16j 0.0664327-8.10207e-16j -0.00350689+1.09184e-15j -0.0659906+2.16797e-15j -0.0198439+5.18951e-16j -0.0418185-1.48804e-15j -0.036572-9.20299e-16j 0.00797782+2.38303e-16j -0.0105046+1.72431e-16j -0.0809004+2.59378e-16j 0.0164122-2.21498e-17j -0.0740519+4.35686e-18j 0.010847-8.78686e-16j 0.0371441+5.28255e-16j 0.00543882-1.93953e-16j 0.102303-2.5817e-15j 0.00669451+1.09515e-15j -0.055276+1.52756e-15j 0.0687038-8.14553e-16j 0.0566457+1.74537e-15j 0.0264229+3.43211e-16j 0.00956577-2.84677e-16j -0.0516955+5.9416e-16j 0.0220941+3.43839e-17j 0.0422788-5.15541e-16j -0.0426856-4.01861e-16j 0.0465249+7.40745e-16j -0.022655-3.64156e-16j 0.0268667-3.24223e-16j -0.00968144-1.33073e-15j 0.0328655+5.76408e-16j -0.0342907+8.34266e-17j -0.0309818-7.31769e-16j 0.0511231-1.22083e-15j 0.0198405+3.97076e-16j -0.0311772-4.73636e-16j 0.0478529-3.63937e-16j -0.0511862-7.8166e-16j -0.034091+5.70036e-16j 0.138918-1.62528e-15j -0.047505+1.30056e-15j 0.00134747+4.58172e-16j -0.0284071-1.83371e-17j -0.0935847-2.99852e-15j -0.0600629+1.67335e-14j 
-0.00789989+3.87674e-15j -0.0227654+2.47671e-16j -0.00132802+6.06625e-16j 0.0519073+4.29513e-16j 0.0148989+5.60383e-16j -0.0228242+8.94276e-17j 0.0369567+1.38155e-16j 0.044839+3.76407e-16j -0.0280231-2.08094e-16j -0.0488966-1.12094e-15j 0.0522289+1.13815e-15j 0.00762781+2.23329e-16j -0.0324447-3.40403e-16j 0.0357373+5.49175e-16j 0.00779083-2.02111e-17j 0.0121035+6.69666e-17j -0.0254747-1.95409e-15j -0.0356318-1.18855e-15j 0.0264553+1.07668e-15j -0.0328773-5.04081e-16j -0.00218988-2.49227e-16j 0.0143677+3.7237e-16j 0.0200197-3.18942e-16j 0.000999413-1.59532e-16j 0.0143675+5.74874e-16j -0.00346652-1.37643e-16j 0.0436173+1.00465e-15j -0.0082719+1.43368e-15j -0.0441882+1.35315e-16j -0.0148481-2.75286e-16j 0.0132462+9.6987e-16j -0.0265956-3.17958e-16j 0.0474744+1.44107e-15j 0.0363723+4.89302e-16j -0.00787426-1.43107e-16j -0.0316911-4.72235e-16j -0.0135883-6.38552e-16j -0.0102469+3.0309e-16j 0.00343789+8.9204e-17j 0.0397017+4.9096e-16j -0.0676015-9.31403e-16j 0.0413735+1.10956e-15j 0.00184237+2.38134e-16j -0.0217363-4.29003e-16j -0.0429444-4.56639e-16j -0.153661-2.59085e-15j 0.077627+1.41829e-15j -0.0465044-6.0653e-16j -0.0237351-6.09455e-16j -0.0377868-4.91216e-16j -0.127907-1.15128e-15j -0.038022-9.42258e-17j -0.0424373-9.93166e-16j 0.0732213+1.29584e-16j 0.0744706+1.74068e-15j 0.029053-5.2096e-15j 
-0.0077664+2.41943e-15j -0.000808622+7.17873e-16j -0.0208336-1.83145e-16j -0.0416328+8.32458e-16j -0.0216484-4.78276e-16j 0.0313944-4.66299e-16j -0.0186682+2.65627e-16j 0.0202854-5.87106e-16j 0.000180304+2.26048e-16j 0.0412743-9.55185e-16j -0.01456-7.93062e-16j -0.0180969+6.20187e-16j -0.00539671+1.3442e-16j -0.0014219-2.38501e-17j 0.0320468-2.07422e-15j 0.0128147+2.40835e-16j 0.0297388-4.00221e-17j 0.00437505+3.7944e-16j 0.00467185-3.9892e-16j 0.0165384-1.26995e-15j -0.0362611-1.5752e-16j -0.0122882+2.48792e-16j 0.000791762-3.84953e-16j -0.0146839+1.29971e-15j -0.00667643-1.65739e-16j -0.0190065+8.09373e-16j -0.0470746+1.31615e-15j -0.0292836-1.78774e-16j 0.0207366-1.65629e-15j 0.0214205+1.55236e-15j 0.0263018-1.70217e-16j 0.0323583-6.99609e-17j -0.0741601+1.52608e-15j 0.0122845-1.40897e-15j -0.0246757+5.37753e-16j 0.0280806-2.66098e-16j 0.0109014-5.46555e-16j 0.0642431-6.0616e-16j -0.0226631+1.09703e-15j -0.00381408-1.63362e-16j -0.0465398+1.17652e-15j 0.0203504-1.00001e-16j -0.0416409+3.61836e-17j 0.020049-2.2972e-16j -0.0863683+1.88893e-15j -0.0390544-5.5949e-16j -0.0710793+1.23217e-15j 0.0240258-6.36475e-16j -0.0763785+1.36306e-15j -0.0045717+2.63909e-16j -0.0583415+1.68704e-15j -0.0224492+8.58674e-18j 0.0550328-1.19622e-15j 0.0517799-9.84879e-16j 0.0109991+2.97987e-15j 0.0423149-1.65211e-14j 
-0.00186545-1.43301e-15j 0.0286733+8.59167e-18j -0.0107656-1.43552e-16j 0.0191322-7.25029e-17j 0.03358-1.42833e-16j -0.0170377+1.35786e-16j -0.0122621-2.10468e-16j 0.0629242-1.08258e-16j -0.000566087-1.18914e-16j 0.0281537+2.57139e-16j 0.0314767-5.27916e-16j 0.0268968+2.58137e-16j -0.0213222+3.65476e-17j 0.0371985-6.16166e-16j 0.0327758-2.90255e-16j 0.0443426-9.16266e-17j 0.0150149+6.86124e-16j -0.00783913+2.46092e-16j -0.0236073-5.53265e-16j 0.00512502-2.63118e-16j -0.00465574+1.46433e-17j 0.0367071+1.36669e-16j -0.0249571+1.20555e-16j 0.046493+3.43129e-16j 0.0135568-7.59451e-16j 0.0222301+4.58477e-16j -0.0340786-2.97162e-16j 0.00851406-3.72303e-18j 0.00196434-4.84507e-16j -0.0333137+5.99152e-16j 0.0423606+1.58345e-16j -0.056107+6.3332e-17j 0.0290059-4.67435e-17j -0.050067-3.58427e-16j -0.012538+3.54383e-16j -0.0204997-3.84076e-16j -0.024249+1.18906e-15j -0.0402019+4.37275e-16j 0.0171182-2.97585e-16j -0.0100328-3.6127e-16j -0.0470277+3.25831e-16j 0.0503929-3.28175e-16j -0.0104139-3.17293e-16j -0.0141224+1.49449e-16j 0.00107129+3.86872e-16j -0.0232078-1.6937e-16j 0.0157448-2.34893e-16j 0.0245686-1.15713e-16j -0.0169655+3.66248e-16j 0.0165365+2.63885e-18j -0.034584+4.13458e-16j -0.033094-3.6884e-16j 0.0299361-1.53181e-16j 0.0108892+4.57359e-18j 0.0101838-2.57309e-15j -0.0237092+1.0225e-14j 
-0.00724519+6.95011e-16j 0.0273036-1.41505e-15j 0.0404925-1.85411e-15j -0.00355991+8.90642e-16j 0.0392538-1.72748e-15j 0.0118977-5.47402e-16j 0.0387168-1.87125e-15j 0.00633048-9.65592e-16j 0.0088382-4.15342e-16j 0.0127387-1.81776e-15j 0.0667492-3.68957e-15j 0.0325558-1.16057e-15j 0.0280392-9.89271e-16j -0.00394713-4.37436e-16j 0.0591394-4.73241e-15j -0.0198554+1.47066e-15j 0.06789-4.69013e-16j -0.0573627+1.69755e-15j 0.00967594+4.07414e-17j 0.0532513-3.48805e-15j -0.0141943+8.55042e-16j -0.017174+3.32992e-16j -0.00479825-3.1956e-16j -0.0593432+3.13332e-15j 0.0635889-3.16582e-15j -0.0220299+1.42504e-15j -0.0171588+1.95188e-15j 0.0308226-1.7597e-15j 0.0288702-3.90273e-15j -0.0574239+3.41308e-15j 0.0124046-8.14169e-16j 0.0306722-1.72574e-15j -0.00115921+1.00171e-15j 0.0613477-3.06869e-15j 0.0519575-1.71912e-15j 0.0368269-1.81626e-15j -0.0498511+3.57995e-15j -0.00238116-3.70705e-18j -0.0230388+4.08135e-16j -0.029837+9.79966e-16j -0.0250615+1.74476e-15j 0.0364185-1.59116e-15j 0.0466986-1.63115e-15j -0.0511708+2.22394e-15j -0.0444482+3.73805e-15j 0.0403839-1.70732e-15j -0.0598258+3.06257e-15j 0.00581274-8.41112e-16j -0.0143082+1.64142e-15j -0.084122+3.63184e-15j -0.0132029+1.97586e-15j 0.0927639-3.79802e-15j 0.01943-1.72774e-15j 0.00041512-8.15663e-16j -0.0627771+5.23447e-15j 0.0213975-1.53573e-14j 
0.0139595-3.67037e-15j -0.00308701-1.40701e-15j -0.00508024-4.45165e-16j -0.0118779-2.09492e-17j -0.00817093-5.46879e-16j -0.0310609+2.83759e-16j 0.00593719-5.85704e-16j 0.0113619-8.9567e-17j -0.00984276+2.00408e-16j 0.0398401-2.32383e-16j 0.0123254-1.09193e-16j -0.0371398-5.63991e-16j -0.0365302-3.33149e-16j 0.0266647+3.23913e-17j 0.00190097-8.98839e-16j -0.0228154+6.50877e-16j 0.0106867-3.26125e-16j 0.000593438+7.41292e-16j 0.0129624+2.92142e-16j 0.0639307+4.71793e-17j 0.00292678-4.30944e-16j 0.0117202+5.62297e-16j 0.00322759-4.9923e-16j 0.00130784+8.36014e-16j 0.0214024-2.03172e-16j -0.0371788-4.08529e-17j -0.0272591+1.18094e-16j -0.000796339-1.24194e-15j 0.0300001-1.08622e-15j -0.0276994+3.70348e-16j 0.0199635+8.33231e-16j 0.0357277+5.83043e-16j -0.00544382-5.88272e-17j 0.0207061-6.25776e-16j -0.0185766-1.10607e-15j 0.01645+2.69471e-17j -0.0241919+5.92907e-16j -0.0177679+3.72198e-16j -0.00650716+3.80604e-17j -0.00307524+6.24789e-16j 0.0143498+6.13602e-16j -0.0463561-7.26435e-16j -0.0201018-8.05317e-16j 0.0356748+9.76581e-16j -0.049451+1.01424e-15j 0.0552412+1.19023e-17j 0.0329307+1.24969e-15j 0.0242348+3.90145e-16j 0.00301777-1.12371e-17j 0.0222371+1.77979e-15j -0.00846025+3.02504e-16j -0.0330804-1.83172e-15j 0.00339673-5.84215e-16j -0.00127985-2.12586e-16j 0.0487779-9.17404e-16j -0.0142158+9.3682e-15j 
-0.0363405+5.56913e-15j 0.0473947+5.0243e-15j 0.00646716+3.24601e-16j -0.00309639+1.39222e-16j 0.0154216+1.15214e-15j -0.0354333-2.13022e-15j 0.0577746+3.37101e-15j 0.0123085+9.82756e-16j -0.028361-1.9113e-15j 0.00284983+5.92884e-16j -0.0209413-1.22337e-15j 0.0420892+2.53178e-15j 0.00484792+5.589e-16j 0.0262135+7.55995e-16j -0.0146033-2.05159e-16j -0.00305895-3.00203e-17j 0.00209816+8.12553e-16j -0.0638513-4.54086e-15j -0.0263295-1.49797e-15j -0.0532304-3.30121e-15j 0.00469082+6.60257e-16j -0.0134838-8.0089e-16j 0.00236867+2.17249e-16j -0.0196514-9.19981e-16j -0.0150689-1.54143e-15j 0.0314822+2.00281e-15j -0.0230383-1.82631e-15j 0.0196191+1.87086e-15j -0.0451014-1.28701e-15j 0.0422163+2.53929e-15j -0.0257512-1.69736e-15j -0.00671984-8.77586e-16j 0.0310041+1.7168e-15j 0.00904626+8.23595e-16j 0.0737203+4.18465e-15j -0.0273687-1.97991e-15j 0.00734577-1.77431e-16j 0.0336705+1.45756e-15j -0.03397-2.98193e-15j -0.0137065-1.5702e-15j -0.0324556-2.40007e-15j 0.0084766+1.34269e-15j 0.013881+1.10186e-15j -0.067449-4.10685e-15j -0.0519494-3.18231e-15j -0.0594818-3.99148e-15j -0.0702508-4.40105e-15j -0.0637934-3.03906e-15j 0.00609682+1.94174e-16j -0.0997412-6.20657e-15j -0.0488108-2.93475e-15j 0.0994913+5.46092e-15j 0.0228648+1.22256e-15j 0.0468342+2.4587e-15j -0.0719867+2.43367e-15j 0.0652941-2.90701e-14j 
-0.00304837+2.30122e-15j -0.0211261+1.28621e-15j -0.00716991+1.49745e-17j 0.0482327-5.07403e-16j 0.0190068-2.6689e-16j -0.0216402+1.10442e-15j 0.0102817-6.35591e-16j 0.0213131+2.94262e-16j -0.0216406+7.48294e-16j -0.0141549+2.9984e-16j 0.0257953-6.7255e-17j 0.00229546+6.76127e-16j -0.0173196+8.06695e-16j 0.00663548-5.35718e-16j 0.032182-5.07633e-16j 0.0125176+4.14181e-16j -0.00926673+1.87796e-16j -0.0212254+3.57847e-16j -0.00331745-5.74681e-17j 0.00457827-1.34832e-16j 0.0061681-7.24102e-16j 0.00910411+1.52096e-16j 0.0599575-1.7415e-15j -0.0184514+1.43279e-15j 0.0291581-4.57065e-16j 0.00217561-1.13565e-16j -0.0126139+4.6908e-16j 0.0129691-7.28433e-16j -0.000832858+3.28464e-16j 0.0327927-1.42679e-15j -0.00140455+8.53782e-16j 0.00885125-3.58277e-16j -0.00315227-4.72121e-16j 0.0569712-1.86816e-15j 0.0153927-5.91671e-16j -0.0187738+5.74608e-16j -0.0352662+8.4961e-16j -0.029779-1.98806e-16j -0.0326758-8.63299e-16j 0.00228895-4.18825e-16j -0.0428793+8.83979e-16j 0.0130724+3.72637e-16j 0.0206263-7.97401e-16j 0.000810535-8.30369e-17j -0.0315372+7.72805e-16j -0.0219288-1.82598e-16j 0.0638846-8.89279e-16j 0.00395213+6.23333e-16j 0.0194863-6.18585e-16j 0.00667112+1.38104e-16j -0.0149125+7.24784e-16j -0.0302633-5.84367e-16j -0.0329192+1.1088e-15j 0.00475981+3.3362e-16j 0.0548347-3.73491e-15j -0.0182211+1.18035e-14j 
-0.00973543+3.28185e-15j -0.00169347+5.10383e-16j 0.0233328-4.49046e-16j -0.0827159+5.94511e-16j -0.0119017-5.81906e-17j -0.0045607+9.06216e-16j 0.0107368-7.49158e-16j -0.0470116-1.39379e-16j 0.00157104+7.06607e-16j 0.0125247-3.64194e-16j -0.0235782+3.60315e-16j -0.0225778+2.0426e-16j -0.00370639+4.76107e-16j 0.017953-5.0392e-16j -0.0247696-4.86532e-18j -0.0264222+3.93431e-16j 0.00117822+2.00694e-16j -0.00872506+5.30171e-16j 0.00559668+1.34164e-16j 0.00754881+2.088e-16j 0.000655156-3.27176e-16j -0.0239055-1.70199e-16j -0.00859147-9.89909e-16j -0.0458867+8.55468e-16j -0.00866552-2.2405e-17j -0.00797712-2.80619e-16j -0.0168626+1.30733e-16j 0.0103244+3.82348e-16j -0.0305235+1.24528e-15j -0.0147912-1.12763e-15j -0.0303277+3.87271e-16j 0.00862442-4.10542e-16j 0.0107846-3.64667e-16j -0.018226-8.26895e-16j 0.012364-8.97791e-16j 0.0383358+3.10777e-16j 0.0249834-3.15551e-16j 0.0269102+5.03762e-16j 0.0280563+1.94346e-15j -0.0028762+2.77536e-18j 0.0568311+2.55636e-16j -0.0183101-2.91686e-16j 0.018585-2.49749e-16j -0.01511+2.50594e-16j 0.00150297+1.21972e-15j 0.0581776+9.8677e-16j -0.0714059+9.09496e-17j -0.0520743+7.13704e-16j -0.00603104-1.91382e-16j -0.0277299+7.55218e-16j -0.00679921+8.83833e-16j 0.114744-6.43917e-16j 0.0120337+2.69113e-16j -0.0218993-4.40122e-16j -0.0572114+6.24339e-15j 0.0607636-2.97633e-14j 
-0.00157125-8.92505e-16j 0.0233081-9.4146e-18j -0.0133238+1.24819e-16j 0.0224184-3.85723e-16j 0.00732189-3.34823e-16j -0.0548817+2.14958e-16j 0.00904581+1.68795e-16j 0.00614056-9.0955e-17j -0.0128019+2.12514e-16j 0.00816894+1.47175e-16j -0.0438435-4.8981e-16j -0.00989027-1.86412e-16j -0.00185435+2.49171e-17j -0.0172624+3.2433e-16j -0.0241422-5.02315e-16j -0.0312904-3.52496e-16j -0.00763043-1.02774e-16j 0.00769183-3.36765e-16j 0.038893+2.58821e-16j 0.00520721-1.59075e-16j 0.0494014+2.88361e-16j 0.0336449+3.52811e-16j -0.0351649-2.38942e-16j -0.0192992-1.25538e-16j -0.011486-2.67084e-16j 0.00683767+2.96102e-16j 0.0394295+4.09309e-16j -0.00631506+3.03691e-16j 0.000418501-6.51333e-17j -0.0182678+4.85336e-16j -0.0150665-4.32455e-16j 0.00210268-3.25357e-16j 0.02059+1.76558e-18j 0.0317509-9.34728e-18j -0.0411786+1.50939e-16j -0.0322916-2.78105e-16j 0.0371414-3.19516e-16j 0.00133478+5.02037e-16j 0.0225069+5.87729e-16j 0.0270657+1.76634e-16j 0.0296511-2.79588e-16j -0.00517623-3.28383e-16j 0.0284841-9.10647e-17j 0.00182698-1.91945e-16j 0.0593878-1.83408e-16j 0.0222565-1.18231e-16j 0.0242716-3.84738e-16j 0.0221678-9.10915e-17j 0.0548209-2.9595e-17j 0.0602482-4.43205e-16j 0.0100592-2.22009e-16j -0.0492098+1.32755e-16j -0.0163031+3.65675e-16j -0.0206634+4.23654e-16j 0.0175892-4.23508e-15j -0.0428746+1.88171e-14j 
