-0.036845-2.85927e-15j 0.156099-1.30431e-15j -0.0453-5.40642e-17j -0.0110402+2.54914e-17j 0.0457556-4.4258e-17j 0.106369-2.888e-16j -0.0496855-2.50737e-18j -0.0261087+1.46651e-17j -0.0625538-1.05272e-16j 0.124757+4.8039e-17j -0.0355024+4.81869e-17j -0.0403038-1.22628e-16j -0.0430747+1.1241e-16j -0.0659326+5.40479e-17j -0.0228201+1.47236e-17j 0.0105723-2.12825e-16j -0.043395+2.64827e-17j 0.0263076-4.19617e-16j 0.0210627-3.30571e-16j 0.0307695+2.09008e-16j -0.0155535+1.07112e-16j -0.0120659-3.00912e-16j 0.0256093-8.68175e-19j 0.0253371-4.66608e-16j -0.0333509+3.43928e-16j -0.031644-2.09855e-16j -0.00283541+4.49436e-16j 0.0247203-5.4852e-16j -0.00511157-3.91564e-16j -0.0238695+4.67536e-16j -0.00426383-1.62192e-16j 0.0065662-1.24792e-16j 0.00963479-7.99027e-17j 0.0103582+1.68013e-16j 0.0083026+6.07523e-15j -0.0146144-2.31785e-16j -0.00176609-3.99655e-17j -0.0201089-5.31817e-16j 0.0127119+2.82129e-16j -0.020004+5.32776e-16j 0.0169845+8.5949e-16j -0.00954108-2.24275e-17j -0.0142591-9.93766e-17j -0.00823777-1.56497e-17j -0.000353999+2.29104e-16j -0.0193532-2.0277e-16j -0.0194787-7.34767e-16j -0.0197536-4.07979e-16j 0.00791882-7.67666e-16j -0.0181109-2.12689e-17j 0.00224877+1.57191e-16j -0.0299968+5.64062e-17j -0.00472085+6.25998e-18j 0.00336742+5.87758e-16j -0.019525-8.65314e-16j 0.0155476+1.10897e-14j 0.0127878+6.95958e-18j -0.034909+3.96917e-17j -0.00821517-1.20617e-16j 0.0068393-3.91622e-17j 0.0329746-1.53402e-16j -0.00189579-4.8054e-17j 0.0611019-1.4314e-17j 0.0144508-9.76958e-17j 0.0312076+3.97033e-17j -0.0521116+3.39438e-17j 0.00475378+2.50484e-17j -0.0400934+4.96014e-17j 0.0699318+1.64184e-16j 0.00652578+1.37765e-16j -0.0609618-1.00581e-15j -0.0641658+2.43735e-15j 
-0.0211612+3.07859e-15j -0.0376751+1.47234e-15j -0.0479992-1.16249e-16j -0.02203+1.59995e-16j 0.0835248-1.06799e-16j 0.0264434-4.89309e-17j 0.0773329-1.58873e-17j 0.14497+3.29839e-16j -0.00306534-9.8372e-17j 0.000377073-1.28965e-16j 0.035283-1.14456e-17j 0.0135008+1.15657e-16j 0.0209524+2.6857e-16j -0.105167+3.55786e-17j 0.0251377-8.86023e-16j -0.0927178+6.48997e-16j 0.0680187+3.71453e-17j -0.0198924+2.02661e-16j -0.0348998+1.52573e-16j 0.00283407-1.51151e-17j -0.0839919-1.73225e-16j -0.00854669-5.84023e-16j 0.000155414-3.80057e-17j -0.0294668+5.13799e-16j 0.0105074+3.91394e-17j -0.052021-9.48662e-17j -0.0494417+2.67446e-16j 0.0010102-7.40566e-16j 0.0166876-1.01666e-15j -0.0509276+5.819e-16j -0.0650131-2.75675e-15j -0.00841979+3.03282e-16j -0.0182876+1.11328e-16j 0.00487611+3.06654e-16j 0.0182056+1.29266e-14j -0.0166909-2.02987e-16j -0.00624839-2.81097e-16j 0.0387996+4.67398e-16j 0.0476512-4.11034e-17j 0.0699306+3.87122e-15j -0.0158154+5.81254e-15j -0.0144576-3.72257e-16j 0.00316626+1.78906e-16j 0.00632357-9.99296e-16j 0.0392732-6.05202e-15j 0.01075-2.09201e-16j -0.0203697-5.53955e-16j 0.00596488-1.58036e-16j -0.00945166+8.49968e-16j 0.000740888+1.16081e-16j 0.00562776+9.78304e-17j -0.00365907+4.28523e-17j -0.0207741+2.53147e-18j 0.0421453+4.95994e-15j 0.00805337-5.28495e-17j 0.00965461+6.63517e-15j 0.0407087+3.16126e-17j 0.0672212-2.12031e-17j 0.0105764+2.91636e-16j 0.00826962+3.1659e-16j 0.0465695-7.77625e-17j 0.000583393-2.77608e-16j 0.00579098+1.51429e-16j -0.0241005+1.31112e-17j -0.0376209-6.97042e-17j -0.0204168-4.09654e-17j -0.0194089-3.23482e-17j -0.0119492-8.51814e-17j -0.0409105-1.06902e-16j 0.0141748+3.03138e-17j -0.01772+9.64823e-16j 0.0315748-2.47005e-15j 
0.085129-1.92037e-15j -0.122732-1.43731e-15j 0.0976593+6.67813e-16j -0.0248603-3.94346e-16j -0.00887505+3.58448e-16j -0.17527-2.87901e-16j 0.0184237-8.9624e-17j -0.0357594-5.99493e-16j 0.120016+5.56768e-16j 0.0808199+5.16063e-16j 0.0389468-2.83171e-16j 0.075414+5.55472e-16j 0.0282789-3.51913e-16j 0.116488+6.20188e-16j 0.0380062+1.88739e-16j 0.00535336+2.66474e-16j 0.0373086-2.98916e-17j -0.0361045+3.23142e-16j 0.0370946+1.69249e-16j 0.056249+9.48536e-16j 0.124407+4.09838e-16j -0.0329246-5.1634e-16j -0.0216336+6.88317e-17j -0.00571918-5.81416e-17j -0.00639295+9.98613e-17j -0.00624978+7.34033e-17j -0.00989354+2.12651e-16j -0.0233838+6.49211e-17j 0.0242548+2.39151e-16j 0.0350929-2.22355e-16j -0.0387793-1.12214e-15j -0.0534968-3.24633e-16j 0.0132593+1.8144e-16j -0.031455-8.24918e-17j 0.014905+9.5009e-15j 0.0722833+1.23953e-15j -0.0134842-3.97631e-16j -0.0543734-8.21654e-16j -0.0517753+2.52468e-16j 0.0174168-4.8421e-15j -0.0541103-7.67657e-15j -0.0731005+1.30861e-16j -0.0642527-8.02406e-16j -0.0186457-6.97014e-16j 0.0360773-4.68724e-15j 0.0465582+3.26554e-16j -0.00743794-6.56495e-17j 0.0266325+3.61427e-16j -0.053796+5.46153e-15j -0.026037+3.50786e-16j 0.0582842-2.14838e-16j 0.0431861-1.1724e-16j -0.046395-1.99225e-16j 0.00710829+7.3241e-16j 0.00546439+3.19221e-16j 0.0133795+9.54563e-15j 0.0175575+8.35768e-17j 0.0118889-1.15555e-16j -0.0159872-1.58848e-16j 0.0111729-9.1888e-17j -0.0430826-3.92567e-16j 0.0416256+3.33624e-16j 0.0170083+1.02004e-16j 0.0643392+1.34684e-16j -0.0387081-1.36782e-16j 0.0742108+2.95393e-16j -0.0657611-1.30453e-16j 0.0260362+2.09619e-16j -0.0267939+5.97609e-17j -0.0211001-1.73519e-16j 0.040273+7.02298e-16j 0.033159-9.24099e-16j 
-0.0945373+1.08836e-14j -0.0820173+5.12712e-15j -0.0402939-4.62306e-16j 0.103992+4.47563e-16j -0.1859-1.23893e-16j 0.0348217+4.08739e-16j 0.0858059+1.57184e-16j 0.0452291+2.23225e-16j 0.0400034-2.2639e-16j -0.131145-3.87577e-16j 0.0488572+8.00291e-17j 0.0108613+2.42475e-17j 0.187457+3.41103e-16j -0.0607657-3.08543e-16j 0.0119404+4.85462e-17j 0.0213358-6.86527e-17j -0.0435363-1.28847e-16j -0.043965+7.97982e-16j -0.00481021+4.22036e-16j -0.046495-3.80558e-16j 0.0127157-2.11444e-16j 0.0364035+1.6763e-15j -0.0242639-1.12636e-16j 0.0253885-4.87995e-16j 0.00270311+4.25243e-16j -0.0947986-1.31327e-15j -0.00507502+8.96728e-16j -0.0343892+1.54054e-16j -0.0138151-4.51426e-16j -0.0629809+4.97063e-16j -0.0394479-2.09301e-15j 0.0181058+3.04121e-17j 0.0242215-4.57343e-16j 0.0338571+4.15246e-16j 0.021624+1.6711e-14j -0.0841131-1.86175e-15j 0.0463442+1.08083e-15j 0.0336421-6.21932e-17j 0.0677087+9.38375e-17j 0.0212403-2.6876e-15j -0.033049-4.30264e-15j 0.00538733+1.7529e-16j -0.0354503-2.79903e-16j 0.0501034+3.07613e-16j -0.00922796-3.9926e-16j 0.0166127+6.63228e-17j 0.00410734+4.24445e-16j 0.0633395+7.82979e-16j -0.0464655+4.98133e-15j -0.0298153+2.53812e-16j 0.00117757-3.46917e-16j 0.0144096+5.12813e-18j -0.0512269+2.92982e-17j 0.0146038+2.00373e-15j -0.0265199-1.27318e-15j -0.046081-3.28215e-14j 0.00970176+1.17207e-16j -0.0356256+1.83742e-16j 0.0106123-1.15789e-16j 0.0683219+1.11765e-16j 0.0592272+9.33581e-17j -0.0353625-3.7379e-16j -0.0133794-6.91234e-17j -0.0359682-1.2429e-16j 0.0256525+1.03631e-16j 0.0235857-9.60235e-17j 0.0230707+1.86464e-16j -0.0364189-6.64166e-17j -0.0815026-2.17135e-16j 0.0287586+2.45921e-17j -0.0157451+1.07908e-15j 0.0341003-2.58105e-15j 
-0.00886967-1.54198e-15j 0.0576888-7.11293e-16j -0.00254692-8.55024e-17j 0.0225709+1.49588e-16j -0.00973966-1.37933e-16j 0.103013-2.79675e-16j 0.0233748+1.36139e-17j 0.0780513+1.72601e-16j 0.0117848+6.27917e-17j 0.00952578-1.67532e-18j -0.152107+4.1513e-17j 0.00981841+1.51543e-16j 0.0794144+2.24788e-16j -0.0289165+8.63422e-17j 0.0517104-3.36754e-16j -0.0255493+3.92944e-16j -0.0207151-2.28146e-17j -0.0336389+4.98688e-18j 0.0348069-4.72153e-17j 0.0165659-1.60269e-16j -0.0376575-1.88036e-16j -0.0128661-8.13014e-16j 0.035044-2.32622e-17j -0.0104059+2.98783e-16j -0.0337982+2.77773e-16j -0.0153059+6.76297e-16j -0.0608685-9.12725e-18j 0.0112119+7.79861e-16j -0.102769+7.32112e-16j 0.0333819-1.85957e-15j 0.0351762+1.43315e-15j -0.0298912-4.84291e-16j -0.00221804+2.02215e-16j 0.0406781-7.30481e-16j -0.0803724-5.61942e-14j 0.000657763+6.09278e-16j 0.0120556-1.64442e-16j -0.012879-8.57546e-16j 0.035455+6.52743e-16j -0.0925298-1.212e-14j -0.0330125-1.9039e-14j 0.0254724+1.16777e-15j 0.0410191-2.68602e-17j 0.058568+8.11297e-16j -0.0334136+3.41384e-15j 0.00829696+1.74691e-16j -0.0176395-2.19477e-16j 0.0082718+1.14829e-16j -0.0281668+3.0204e-15j -0.0662121-1.5262e-16j -0.0829179+2.18693e-16j -0.0245804+4.51085e-16j 0.0258793+9.89494e-17j -0.0415917-4.52362e-15j -0.0282904-1.0966e-15j -0.098364-6.9707e-14j 0.0197478+3.73956e-17j -0.0621007-1.57186e-17j -0.104647-1.72807e-16j 0.0445121+1.61842e-17j 0.0215297+3.68067e-16j -0.112173+3.06714e-16j -0.0773074-4.77934e-17j -0.0594978+1.9471e-17j 0.0328542+7.02671e-17j -0.0104883+4.03753e-17j 0.0510868+1.03748e-17j -0.0122925+2.05191e-17j -0.0885171-2.42716e-16j -0.011432-5.95252e-17j 0.0129207-1.04613e-15j -0.0327282+2.51411e-15j 
0.00871885+1.53034e-15j -0.0598471+4.7705e-16j -0.0272191-2.56017e-16j 0.0903797+4.87359e-16j 0.044004+5.42879e-17j -0.163789+3.61524e-17j 0.041261+3.80201e-16j 0.00960976+2.33826e-17j 0.0433629+1.69182e-16j -0.0950005-2.59046e-16j -0.0377702+6.7765e-17j -0.0123177-8.01646e-17j 0.0192165-6.31297e-18j -0.0273347-1.69078e-16j -0.0883039-3.63543e-16j -0.0948724-2.43516e-16j 0.049537+1.91055e-16j -0.0133842+5.37105e-16j -0.0661024+2.58561e-17j 0.0103024+4.74588e-16j -0.00519804+1.25861e-16j 0.00939766+8.63932e-17j 0.0130879-3.2854e-17j -0.0148961+6.10652e-16j 0.102694-1.18932e-16j -0.021737-1.36569e-15j 0.0596386+6.90917e-16j 0.0627056-1.62167e-16j -0.0224481-1.16418e-16j 0.0196856+6.1953e-16j 0.000196281-3.76791e-16j 0.0480756+6.0572e-16j 0.0194088-1.03873e-16j -0.00148998+3.33861e-16j 0.00954976+6.5589e-15j 0.0356125+7.67119e-16j -0.016802-4.70978e-16j 0.0114534+4.34188e-16j 0.00902287+7.46655e-17j 0.013731+9.83104e-16j -0.00421469+1.49175e-15j -0.0384464-9.07315e-18j 0.0512389+1.60996e-16j 0.0313522-1.99052e-15j 0.0733457-1.13691e-14j -0.0170268-2.4816e-16j -0.0105606-7.7775e-16j -0.0281013-5.24786e-16j -0.0604122+5.81226e-15j -0.00396548+2.68405e-16j -0.00736873-1.8538e-16j 0.067396+2.09908e-16j -0.0216664-2.19088e-16j 0.0286593+2.71163e-15j 0.0985474+4.4658e-15j 0.00373318+2.50918e-15j 0.0371366+1.0567e-16j 0.0494513-6.77078e-17j 0.0372606+3.42628e-16j -0.0572426-1.30481e-17j -0.0464481+3.64784e-16j -0.0460583+3.2708e-16j -0.0194571+1.47411e-18j 0.0671155+1.35712e-16j -0.0478531-1.95371e-16j 0.108529+3.16806e-16j -0.126823-2.0332e-16j -0.127062-3.91644e-16j 0.031623+1.32776e-16j -0.00454243+5.44124e-18j 0.0339876-7.53309e-16j -0.0152701+1.8591e-15j 
-0.0769055+9.44719e-15j -0.0794134+4.14792e-15j 0.000396118+2.24557e-17j -0.0233874-5.95388e-17j -0.194461-2.23463e-16j -0.0115843-1.19844e-16j 0.120832+2.54454e-16j 0.0729607+1.65641e-16j -0.0537224-4.93907e-17j -0.0575646-1.89917e-16j -0.0214679-1.3807e-16j -0.0797681-8.00001e-16j -0.0372943+1.22979e-16j -0.0211001+1.10137e-16j 0.0634007-3.69358e-16j -0.0249418+5.1171e-16j 0.0403538+6.25883e-17j 0.0121326-1.9331e-16j -0.0377572-1.21563e-16j 0.0249901+5.36078e-16j 0.00338568+3.34075e-16j 0.0351883+1.08195e-15j -0.0651678-8.0915e-17j -0.0331865+2.49166e-16j 0.0257083-3.12582e-16j 0.0351179+9.60289e-16j -0.0584323-1.07802e-15j -0.112335+1.6386e-15j -0.0314936+1.1723e-15j 0.000315384-1.46627e-15j 0.0298268+9.19015e-16j -0.0108736-3.9776e-16j -0.0260506-1.14392e-16j -0.0215639-2.22086e-16j -0.0658553-4.78521e-14j 0.0872654+2.14803e-15j 0.00949617-4.91922e-16j 0.0204495+9.25384e-16j -0.0387909-5.66156e-16j 0.0397902+5.24152e-15j 0.0120782+8.00115e-15j -0.0232736-7.73216e-16j -0.000261673+4.40902e-17j 0.0371747+5.03325e-16j -0.0206195+2.07965e-15j -0.00240496+2.11379e-16j 0.0385016+1.21931e-15j 0.0482874+1.29172e-15j 0.0179028-1.27712e-15j -0.0269382-8.02474e-17j 0.0303794+1.67077e-16j -0.0625893-9.21506e-17j -0.0248426+2.2643e-17j -0.00166345-4.82163e-17j -0.0214262-7.69798e-16j 0.0530713+3.7719e-14j -0.0104915+6.77086e-17j -0.0316658-2.98228e-17j 0.0536896-1.26957e-16j -0.047327-1.61237e-16j 0.0242681-1.58417e-16j -0.000585743-5.26937e-17j -0.00640663-2.42312e-17j 0.0610351-1.05338e-16j -0.0487584-1.57264e-16j 0.0136552+1.36997e-16j -0.04816-8.94596e-17j -0.0586926-6.61034e-17j -0.123659-4.43905e-16j -0.0552819-2.93596e-16j -0.0488046-2.68245e-16j -0.027826+4.00922e-16j 
0.0720299-6.05822e-15j -0.000371334-2.74958e-15j 0.0787733+1.1458e-16j -0.0375396-2.51146e-16j 0.0173634+1.92696e-16j -0.0100293+2.45752e-17j -0.0256754-5.44993e-17j 0.12893-1.61162e-16j 0.0954-1.3347e-16j 0.0508483-8.60606e-18j 0.0632088-1.79904e-16j 0.159975+7.76075e-16j -0.107614+9.70266e-17j -0.119843+4.79907e-16j 0.128758-8.71963e-16j -0.0374196+1.00322e-15j 0.0401104+9.91024e-17j -0.0354853-5.53262e-16j 0.152074-8.04195e-16j 0.0260136-4.0799e-16j -0.0222573+5.92435e-18j 0.0309505+6.848e-16j 0.0258064-8.16681e-16j -0.0835314+1.63374e-15j -0.133059+8.10657e-16j -0.069946+1.62415e-15j -0.148221+2.82296e-16j 0.065858-2.65442e-15j -0.0189964-1.98831e-15j -0.15163+4.61657e-16j 0.0178026+1.69831e-15j -0.0948932-1.83983e-15j -0.11919+3.05374e-16j -0.076125-1.15524e-16j -0.0303615-2.26342e-14j 0.0242169+7.60954e-16j -0.0297335-1.02329e-15j -0.016313-3.29734e-16j 0.0174314+4.4788e-17j 0.0518447-2.65071e-15j -0.054331-4.0382e-15j -0.00760308+7.24214e-16j 0.0443161+6.24951e-16j -0.132968+1.76008e-15j -0.044172+1.02269e-14j 0.006987+1.64131e-16j 0.0791473+1.33637e-15j -0.0562711-3.84975e-16j 0.049544-5.10628e-15j -0.0770284+3.91495e-16j 0.139886-1.03648e-15j 0.0180249-9.03065e-16j 0.050501-1.35466e-16j 0.0354266+4.9104e-15j -0.0406238-2.18706e-15j 0.144366+1.02265e-13j 0.00323846-6.56191e-17j 0.0414351-1.84156e-16j 0.0238414+4.90897e-17j -0.013121+2.52235e-16j -0.00302975+2.55864e-16j -0.0464948+1.41734e-16j 0.0358007+4.34305e-17j 0.0615341-2.16905e-16j -0.00547013+6.42981e-18j -0.0272092+7.01035e-17j -0.0814626+1.63809e-16j -0.0250338+2.32745e-16j -0.0476152-2.91294e-17j -0.0712391-7.3503e-17j -0.0162897-1.88449e-15j -0.0757051+4.46374e-15j 
0.0364588-4.05196e-15j 0.0307534-1.55169e-15j 0.0393835+2.45054e-16j -0.0493121-3.0757e-16j 0.112789+4.4981e-16j -0.0954827-3.11618e-17j -0.0887897+1.01244e-17j -0.0170792-4.09777e-16j 0.0546043+2.3928e-17j 0.0568584+7.17493e-16j -0.0419042-2.05441e-16j -0.0677559-7.78749e-16j 0.0710885-1.99966e-16j 0.0617697-1.24869e-16j -0.00888944-1.28039e-16j -0.0549828-2.0097e-16j 0.0165732+3.72435e-16j -0.0141586+3.47865e-16j -0.108551+5.24016e-16j 0.0250509+5.32586e-16j -0.0465219-4.56563e-16j -0.0831698-3.42459e-15j 0.0192182+8.78859e-16j -0.0297624+3.08614e-16j 0.0379407+4.44219e-18j 0.0148214-1.96485e-16j 0.0385939+6.29331e-17j -0.0157525+3.64097e-16j -0.00472957+4.1827e-16j 0.0466213-6.61576e-16j -0.0038116-1.52321e-16j -0.0165755+1.36753e-16j 0.00753166+2.67012e-16j 0.00869118+1.28481e-16j 0.0421309+2.88055e-14j 0.130777+2.05908e-15j 0.0164675-1.68437e-16j 0.0184582+6.11328e-16j -0.03296-5.70117e-16j -0.0235338-2.0155e-15j -0.00280998-3.31399e-15j 0.0144335+1.88634e-16j 0.0022604+1.96867e-16j -0.0423961-2.1795e-15j 0.0661282-8.15924e-15j -0.0923123-9.40032e-16j -0.00730021-8.19494e-16j -0.00926298-2.75643e-16j 0.0617123-5.89266e-15j 0.00907046-4.37809e-16j -0.00955748+6.49753e-16j -0.0638246-8.33463e-17j 0.0903632+7.88227e-16j 0.0425575+5.60684e-15j -0.0270329-1.92221e-15j 0.0104155+7.45587e-15j 0.0516072+5.19373e-16j 0.0079201-1.43949e-16j 0.0197119+1.12978e-16j 0.0487913+3.20587e-16j -0.022349+2.02145e-16j -0.0592063+1.77557e-16j -0.0328008+2.4309e-16j -0.103536-1.8386e-16j -0.0361044-2.33484e-16j -0.0673493-1.49392e-16j -0.00533507+3.9928e-17j 0.0267117-1.89659e-16j 0.0071378+3.56917e-16j 0.0179462+7.62641e-17j -0.0425225+5.95908e-16j 0.0091471-1.95302e-15j 
-0.0157794+3.55812e-15j -0.0633666+1.62875e-15j 0.032429-4.55267e-17j -0.01432+3.27041e-17j 0.0208179-2.33068e-16j -0.0567717+4.53698e-16j -0.159864-4.4079e-17j 0.124888+2.8296e-16j 0.112458-1.07299e-17j -0.0898968-2.3778e-16j 0.0181192+2.84459e-17j 0.0939407+7.32539e-16j 0.0929685-1.2766e-16j 0.124387-2.02953e-16j 0.0290451-2.59886e-18j 0.0116188+2.99384e-16j -0.0655312-1.67769e-16j 0.0974248-5.44384e-16j -0.167021-2.20603e-16j 0.0472301+1.36191e-15j -0.0309286+6.77271e-16j 0.0311917+1.39552e-15j -0.0603733-3.5092e-16j -0.0133094+1.48587e-16j -0.0516813-2.34375e-16j -0.0986809-2.94815e-15j 0.12189+2.88667e-15j 0.146001-9.9392e-16j 0.0390701-5.21361e-16j 0.057629+2.89783e-16j 0.0558793+3.72584e-15j -0.0606638-3.90571e-16j 0.0275019+2.9544e-16j 0.0322046-8.76785e-16j -0.122634-8.5836e-14j -0.0190796+1.20937e-15j 0.0160992-1.43787e-16j 0.0344015+2.2979e-16j 0.0666941+2.29086e-16j -0.00516316-2.7628e-15j -0.0237344-4.65197e-15j -0.0678547+2.74263e-16j 0.059061-2.80267e-16j 0.0560326-1.98863e-16j 0.0292699-5.64714e-15j -0.00469079+3.02706e-16j 0.0155165+9.64967e-16j 0.0655185+1.1021e-15j 0.0139016-1.21512e-15j -0.0193963-2.18448e-16j -0.0622609+1.34205e-16j 0.00306218+5.62802e-16j -0.0991091-9.17793e-17j -0.0920892-1.13929e-14j 0.025741+2.02735e-15j -0.0336806-2.41119e-14j -0.0684581-5.11947e-16j 0.116848-1.85809e-16j -0.00952835+2.63969e-16j -0.031893+7.21578e-18j 0.0350066+3.16716e-16j -0.0415622+2.88171e-16j -0.102166+1.75771e-16j 0.0251318+4.38905e-16j 0.0171277+1.39504e-16j -0.0602525+1.13571e-16j -0.0650624-1.21219e-16j 0.0482467+2.42543e-17j -0.0952696-1.90629e-16j -0.00300624-1.88633e-16j -0.0267295+1.41025e-15j 0.0410575-3.35757e-15j 
-0.00587339-1.75094e-15j 0.0574187-5.32915e-16j 0.0182322+1.72734e-16j -0.0154039-1.62899e-17j -0.0363642-2.67086e-16j -0.0896107-2.14676e-16j 0.00258964-1.91251e-17j -0.0119588+1.20257e-17j 0.122155+6.8091e-16j 0.115765+4.87928e-16j -0.179025-6.02042e-16j -0.120031-1.04716e-15j 0.0978307+6.32128e-16j -0.04445-5.85304e-17j 0.0239403+4.95722e-16j 0.144175-1.84079e-16j -0.122356-4.73768e-16j 0.0721864-1.33848e-17j -0.100683-8.71103e-16j 0.163431+2.93769e-15j 0.0466812+3.27159e-16j -0.0961344-1.76383e-15j -0.124524+1.52553e-16j 0.00468447-9.0913e-16j -0.114805+2.82214e-16j -0.133599-1.14475e-15j -0.103031+1.54687e-15j -0.0437515+1.40661e-15j -0.0835921+1.25172e-15j 0.0968584-2.45307e-15j -0.0601423-3.38566e-15j 0.00325101+5.3544e-16j 0.0179044+7.19087e-17j 0.0545614-1.07427e-16j -0.111221-8.04756e-14j 0.203566+5.47354e-15j -0.0144609-2.04648e-15j 0.0760436+2.72031e-15j -0.0524921-9.94599e-16j -0.0167924-2.70126e-15j -0.0226066-5.14422e-15j -0.085708-4.40011e-16j 0.019216+2.00781e-16j 0.0673856-1.58197e-15j 0.0704964-1.15722e-14j -0.0735266-8.33261e-16j -0.0527151-1.07689e-15j 0.113693+2.08011e-15j 0.0173389-7.04764e-16j -0.0682824-4.29487e-16j 0.017495-4.81075e-17j -0.0330899-3.05054e-16j -0.0162283-6.09099e-17j -0.0729366-8.80758e-15j -0.00818703+5.45115e-17j -0.0790114-5.59909e-14j -0.0169071-8.22133e-17j -0.0820927-2.73675e-16j -0.00820884-9.92084e-17j -0.0865941-3.8399e-16j 0.054519-3.04265e-16j 0.0445091-2.60773e-17j 0.0135604-1.38993e-17j 0.0270629+4.86448e-17j 0.00416146+7.46071e-17j 0.0159094-1.28537e-17j -0.0434553-1.0741e-16j 0.049582+1.7892e-16j 0.0560989+2.68603e-16j -0.0348824-1.08127e-16j -0.0614195-4.19424e-16j -0.0318088+1.50045e-16j 
-0.084171+5.59899e-15j 0.0462484+2.37092e-15j -0.101567+1.26454e-16j -0.0960635-1.90614e-16j 0.104441+2.27707e-16j 0.12921-3.99542e-16j 0.0964098+1.45531e-16j 0.0777179+4.56297e-16j -0.253202+1.66502e-16j 0.195861-5.11309e-17j -0.0418405-2.02739e-16j -0.0829914-7.53714e-16j -0.168594+5.80066e-17j 0.0289345+2.19631e-16j 0.146476-2.02152e-15j -0.333255+2.44879e-15j 0.175627-2.95882e-17j 0.0506115-1.37176e-15j -0.0335636-4.10462e-16j 0.0504598-1.30793e-16j -0.0742055-1.488e-16j -0.0439063-3.5995e-15j 0.0952499-2.99205e-16j -0.171241+3.33564e-15j 0.136752-9.79363e-16j 0.0962947-1.72076e-16j 0.0832763-1.09963e-15j -0.0371758+1.29563e-15j -0.0237681+8.70725e-16j 0.0592993-1.73667e-15j 0.0729176+4.31932e-15j -0.0962077-8.61703e-16j -0.00115304+7.55373e-16j -0.0309467-2.24808e-16j -0.0486472-3.58984e-14j 0.0630491+1.5466e-15j -0.0555015-1.02005e-15j -0.0164593-1.13107e-17j -0.0475828+5.60583e-16j -0.0128197+5.60477e-15j 0.0425089+8.51282e-15j -0.122715-8.86473e-16j -0.120318-1.19023e-15j -0.000108279+1.29401e-15j -0.0473943+6.89503e-15j -0.0348746-4.18739e-16j -0.0470262-2.33515e-15j -0.0613895-7.97223e-16j -0.0187271+2.27044e-15j -0.0530571-1.01501e-16j 0.0445009+2.32928e-17j -0.013925-6.51044e-17j -0.0589168-2.73284e-16j 0.0412957+4.91506e-15j 0.000542135+1.20833e-16j 0.0305846+2.13621e-14j 0.0168934+3.02566e-16j 0.0226858-1.159e-17j 0.03141-9.89888e-17j -0.0154806+2.03711e-16j 0.0509133-8.69647e-18j -3.50297e-05-1.7991e-16j 0.039772-2.15253e-16j 0.0455454-3.58116e-16j -0.0193654-2.98436e-17j -0.00419628-1.0688e-16j -0.0275007+1.5024e-16j -0.0711969+1.28079e-16j -0.0247992-1.98785e-16j 0.015441-1.7738e-17j -0.061839+8.24025e-16j -0.00154758-1.57941e-15j 
0.0868052-5.49587e-15j -0.033505-4.17444e-15j 0.102409+1.11228e-15j 0.0195467+8.15172e-16j -0.00698992-8.59013e-16j -0.152064-1.47927e-15j 0.00494851+4.19734e-16j -0.00688646+1.03074e-15j 0.160727+8.54918e-16j -0.0595163-2.30248e-15j -0.0522407-9.62687e-16j -0.131793-2.51864e-15j 0.0820074+8.99799e-16j 0.0676977+8.82737e-16j 0.0585011+4.93974e-16j -0.150552-2.05372e-15j -0.0259556+1.04446e-15j -0.0565412+1.08673e-15j -0.0392922+4.39829e-16j -0.0598915-1.82451e-15j -0.0803172-2.33507e-15j 0.0264202-2.59404e-16j -0.0508264+1.03247e-15j -0.0462387-1.17016e-15j 0.183611+1.32512e-15j 0.0163078+1.34325e-15j -0.080276-2.73102e-15j -0.167921-4.42462e-17j -0.0402489+2.38909e-15j 0.0260681-6.6144e-16j 0.0216465+1.03845e-15j 0.0865652+6.76208e-16j 0.00392716+1.72491e-16j 0.0362456+6.16437e-16j -0.0206605-1.55079e-14j 0.0494262+2.13041e-15j -0.0123425-2.36007e-15j 0.024135+7.47807e-16j 0.0142606-3.33012e-17j 0.00331168+5.7181e-15j 0.0398496+8.32923e-15j 0.0189281-1.9722e-16j -0.0133728+2.63388e-16j 0.0674635+6.02124e-16j -0.0118635-1.44495e-16j -0.00597145-1.51485e-15j -0.108002-3.21127e-15j 0.0163115+3.29448e-16j 0.0926771-7.25157e-15j -0.0184254+4.36853e-16j -0.00566132+4.6681e-16j -0.0569253-6.33881e-16j 0.0300546+1.01974e-15j 0.00443339+5.67358e-16j -0.00642249-1.01041e-15j -0.0232362-1.58935e-14j 0.0255625-1.05441e-16j -0.0119753+4.53427e-16j 0.00594456+2.27287e-16j 0.0799405+5.84383e-16j 0.00794347-1.78738e-16j -0.0449424+6.27903e-16j -0.0496241-3.8551e-16j -0.00996141-7.53131e-16j 0.00246886-7.33153e-18j -0.0708676-7.0608e-16j -0.035784-3.98671e-16j 0.0414524+8.58005e-16j -0.0288467-6.91116e-16j -0.0307042-2.95153e-16j -0.00540487-7.97598e-16j -0.0340543+2.18825e-15j 
