-0.128013-0.214045j -0.215337+0.128163j 0.0301509+0.14373j -0.156749+0.0319433j 0.0253169+0.0296597j -0.00998839+0.0608421j -0.0412389-0.0253107j -0.0137671-0.00351061j 0.0333056+0.0476299j -0.0215386+0.0249683j -0.0572579-0.0132753j -0.025185+0.041737j 0.00788279-0.0395869j 0.0216665-0.0270053j 0.0204952-0.0279083j 0.058781-0.0103043j 0.0375382+0.0126549j 0.0233473-0.0674633j 0.0091418+0.00123129j 0.0437887+0.0388772j 0.0587839+0.0214129j 0.0302793+0.0108335j 0.0290867-0.0531368j -0.0453595-0.0973893j 0.0508796+0.00526157j 0.0785744-0.0643822j 0.0697097-0.0502126j -0.0833616-0.070899j -0.0786213+0.0525359j 0.00984477-0.0859435j -0.151094-0.102723j -0.098984+0.112464j 0.128792-0.0109908j -0.0676593-0.127028j -0.106876-0.0658658j 0.0309303+0.142009j -0.0179045+0.0835075j -0.0220241+0.0738464j 0.00343143+0.128131j -0.0295515+0.0708356j -0.0944723+0.0285323j 0.0438426-0.0744641j 0.0320233+0.0361068j 0.0311457-0.0505382j -0.073106+0.10078j -0.058478+0.0793182j 0.00870159-0.0237595j -0.0217637+0.0341761j 0.0159727-0.00201102j -0.0394108-0.0708015j 0.0344893+0.0372049j -0.0031176-0.0555025j 0.0397776-0.0219532j 0.129484-0.0608433j 0.0780457-0.0135277j 0.109167-0.0182101j 0.0198451-0.00234406j 0.0300253-0.00196813j 0.00443472-0.0312625j -0.0415534+0.0169067j 0.0891995-0.0566169j -0.131324+6.68705e-05j 0.0413641+0.0689659j -0.107835-0.041419j -0.125035-0.134321j -0.0528173-0.057584j 0.0298826+0.124867j 0.119284-0.155779j 0.227003+0.123258j 0.111226-0.20389j 0.234503+0.117864j 0.11718-0.233162j 
0.00394226+0.00204656j 0.00160312-0.00364997j -0.000602924-0.000456225j -0.000195232+0.000487397j 0.000360434+0.00593371j 0.00494378+0.00208399j -0.000122347+0.00147148j -0.00076757-0.000503505j 0.000958536-0.00138791j 0.00249993-0.00225638j -0.0037631+0.00210981j -0.0014841-0.00290985j 0.000153287+0.00301562j 0.00242515+0.000805171j 0.000148115+0.000591688j 0.00106964+0.00418808j -0.000175943-0.00458746j 0.00290159-0.00368809j -0.00137884-0.00082736j -2.93658e-05-0.00144449j -0.00579719-0.00608616j 0.000861039-0.00304464j -0.00293293+0.000558081j 0.00642754-0.00441866j 0.00122188+0.00402448j 0.00145396+0.00240957j -0.00317281+0.0077015j -0.00215866+0.00162825j -0.000859275+0.000286074j 0.00571596+0.00194128j -0.000294837+0.000824709j 0.00315365+0.00128859j 0.000118982+0.00146354j 0.000973594-0.00117711j -0.0066611+0.00361836j -0.00461308-0.00189607j 0.00238224-0.00192774j -0.00238351-0.000157123j 0.00388356+0.00546822j 0.00314133+0.003264j 0.00273195+0.0045344j -0.00121792+0.000844791j -0.00607717-0.0024762j 0.00568725+0.00329246j 0.00312514-0.00655273j 0.002484-0.00437521j 0.00315624-0.000576573j -0.00154327-0.00265441j -0.000325153-0.00479353j -0.00625783+0.000709074j 0.00185404+0.00131209j -0.0010961-0.000700903j 0.00292762-0.00402765j -0.00117516-0.00502766j 0.00252204-0.00529524j -0.00243502-0.000526811j 0.00270849+0.000585239j -0.00247358-0.00237721j -0.00431335+0.00109088j 0.00244716-0.00106942j -0.00285165+0.00168401j 0.00257002-0.005j -0.00130966-9.42883e-05j 0.0036763-0.00105111j 0.000567643+0.00247884j -0.000674665+0.000338847j 0.000267178+0.00122346j 0.00125107+0.00108413j -0.00107614-0.00151569j -0.000779942+0.000196377j -0.000377523-0.000311002j -0.000689619+0.000276887j 
-0.00133767-0.000754898j -0.00115826+0.000983902j 0.00219065-0.000767635j -0.0012974+0.00516827j -0.00576643+0.00515369j -0.00135902+0.00267661j -0.000881946-0.00170841j -0.00523176-0.00286786j 0.00477548+0.00381301j 0.00239206-0.00409653j 0.00572054-0.00401887j -0.0029837-0.00160925j 0.00187013-0.000774508j 0.0053971+0.00416742j 0.000742825+0.00282813j -0.00151312+0.000229808j 0.00139246-0.00144416j -0.00133491-0.00172917j -0.00299481+0.000501214j 0.00505504+0.000264924j 0.00201011-0.00291599j -0.00318202-0.00450441j -0.00052303-0.00501532j -0.00062192+0.00388412j -0.00190019+0.000283536j -0.000326766-0.000684777j 8.38789e-05-9.50325e-05j -0.00181671-0.00119833j 0.00136873+0.00137651j -0.000944459+0.00262942j -0.000447351+0.00144519j 0.00189349+0.00023815j -0.00474763-0.00052967j -0.00259029+0.0030839j -0.00208722-0.00478968j -0.00217036-0.000819579j -0.00429155-0.00212287j 0.00150563+0.0016313j 0.00113263+0.000948681j -0.00205606+0.00271745j -0.0027754-0.00718937j 0.00176749-0.00478106j 0.00388141-0.00314699j -0.00189756-0.00177209j -0.00190099+0.00784779j -0.0033112+0.00516033j -0.00257316+6.3746e-05j 0.00462471-0.000653053j 0.00254191+0.00278598j 0.00396209-0.000819348j -0.00160102-0.00384587j 0.00312601-0.0031682j 0.00160389+0.0083514j 0.00210853+0.00452265j 0.00128961+0.00662511j 0.00595085+0.00412177j -0.00341572-0.00142588j 0.00119214+0.000505391j 0.00338097-0.000562443j -0.00164871-0.00110146j 0.00124693-0.00317816j -0.00121791-0.00440459j -0.00149171+0.00149408j 0.0053231+0.00253783j -9.26994e-05+0.00183919j -0.00182563-0.000440126j 0.00169921+0.00156459j -0.00410809-0.00178595j 0.00141872-0.00131977j 0.00139654-0.00115778j 0.000502457+0.00160998j 0.00129517-0.000833497j 
0.00181223-8.99614e-05j -0.000609786-0.00176877j 0.00066688-0.0022581j 0.00057805+0.00105025j 8.68232e-05-0.00125295j 0.00121514+0.000484707j 0.000949735-0.00122783j -0.000349187+0.000955632j -8.88037e-05+3.74246e-05j 0.000574935+0.00262211j 0.000176132+0.0016601j -0.00116319+0.000917556j 0.000975093-0.0011114j -8.13488e-05+0.000469282j 0.00164205-0.000400127j -0.00163502+0.000859353j 0.00039704-3.34704e-05j -4.2277e-05-0.000256034j 0.00041517+0.00181602j -0.000143524-0.000354044j -0.000442388+0.00222565j 0.000139783+0.0019038j -0.000250866+0.000501894j 0.000282777+0.00251286j -6.26115e-05+0.000508447j 0.00021793-0.000896203j -0.00131925+0.00196169j 0.000251238+0.000409912j -0.0010705+0.000650211j 0.00120936-0.00201027j -0.00058872-0.000475201j 0.000474467-0.00133105j -0.000638359-0.000568838j 0.00111117+0.000819656j -0.00356723+0.00031017j -0.000709239-0.00264772j 0.00242224-0.000888362j -0.00106857-0.000583515j 0.00058577+0.00447693j 0.00281321-0.000146234j 0.000582745+0.00111964j 0.00053451-0.00142926j -0.00182398-0.000463739j 0.00311839+0.00175303j 0.00158117-0.0010978j -0.000493899-0.00200424j 0.000565402-0.0009987j 0.000772555-0.00218797j -0.000695415-0.0028217j -0.0035107+0.000832471j 0.000332932+0.000145012j -0.00111122-0.00188489j 2.8258e-05-0.00154266j 0.000418723-0.00106178j 0.000812592+7.88719e-05j -0.00073141+0.00105768j 0.00214611+0.000893889j -0.00098706+0.000702165j -0.000897169+0.000223774j 0.00031172-0.000476515j -0.0022465-0.000817854j 0.000402749-0.00217651j -0.000382818-0.000511179j 0.00141209-0.000393099j 8.26924e-05+0.00183862j -0.00131471-9.33368e-05j -0.000561338+0.00310562j 0.000885048-0.00109798j -0.00156629-0.000941197j -0.000274781+0.00137445j 0.000431327+0.000125281j 9.53035e-05-0.000702304j 
0.00177158+0.000681159j 0.000634003-0.0013058j 0.00250765+0.000388063j -0.000694734+0.000927168j 0.00323336+0.000718004j -0.0031-0.000600265j -0.000347245-0.000327367j 0.000882143+0.000776387j 0.000328744+0.000383893j 0.00153575+0.00152336j 0.00324128+0.00081318j -0.000379085+0.000592185j -0.000647382+0.00101688j 0.00135286-0.00108794j -0.000626575-0.000817381j 0.00199511+0.00070858j 0.000728685-0.00118003j 0.000166499+0.000931069j -0.00182796+1.0445e-06j 0.000198034+0.00105998j -0.000746775+0.00122829j -0.00290048+0.00113184j -0.000414671+7.38157e-05j 0.000183399+0.000117645j -0.000491596+0.000166727j -0.00202037+0.000479665j 0.00278423+0.000665648j 0.000755796+0.000855416j 3.72077e-05-0.000129166j 0.000647541-0.000454957j -0.000532214+0.000543185j 0.000720729+0.000210084j -0.00229777-0.00062574j -0.00183657+0.00295644j -0.00569746-0.00475697j -0.00151298+0.00167928j -0.001894-0.000314957j -0.000497677+0.000356081j 0.00492551+0.00110483j 0.00218149+0.00407097j -0.000202798-0.00183096j 0.000920705-0.00356257j -0.00303251-0.00164068j 0.00557167-0.00249947j -0.0020376-0.00196842j -0.000656063-0.00365672j -0.0003362-0.00228723j -0.0025592-0.00478731j -0.00272719+0.000428154j 0.00366339-0.00100979j -0.000441578-0.00250201j 0.00688352-0.000982082j 0.00495431+0.00332544j -0.00139713-0.000503431j -0.00124928-0.00527409j 0.00203111-0.00269429j -0.00144943-0.00292741j -0.00361453-0.000741478j -0.00319815+0.00418267j 0.00422974-0.0034513j -0.00410991+0.000165282j 0.00169959-0.00941891j -6.0422e-05+0.00311843j 0.00718641-0.000557309j -0.000870162+0.00816175j -0.00033163+0.00174189j -0.000959975-0.000732523j 0.00219241+0.00173848j -0.000133204+0.000678163j -0.00130841-0.000879715j 0.0008046-0.00181521j -0.00176518-0.000732524j 
-0.00167117-0.000478719j -0.00116485+0.000380262j -0.00454423-0.0015124j -8.40939e-05+0.000395326j -0.006793+0.00755956j 0.00415974+0.00228196j -0.00188402+0.00120335j -0.00418733+0.000147463j 0.000964198-0.00120113j 0.000664437-0.00498477j 0.00633076-0.00531497j 0.000453266-0.00323449j 0.00257837+0.000621897j 0.00142975+0.00055996j -0.00360498+0.00529863j -0.000430113-0.00390497j -0.00176618+0.000385051j -0.00121864-0.00334497j 6.92222e-05+0.000582783j 0.00280466-0.00273292j 0.00272512-0.00383051j -0.00376341-0.00334909j -0.000661385-0.000523621j 0.00114654-0.000723782j 0.000710103-0.000529168j -0.00127343+0.00178568j 0.00192964-0.00124097j -0.00612902+0.000213235j 0.00202202-0.000102112j 0.00244533+0.00150703j 0.00115384-0.000859306j 0.00185708-0.00397692j 0.000450851+0.00465172j -0.0010684-0.0010593j 0.00171435-0.00136031j 0.00208707-0.00179872j -0.000543787+0.0029769j 0.0017417-0.00344148j -0.00481356-0.000450593j -0.000556809-0.000370327j -0.00201818+0.00367215j -0.00108169-2.1956e-05j 0.000931913+0.00243091j -0.00581-0.000247691j 0.000877071+0.00180411j 0.00232317+0.00041134j 0.00126475+0.000646628j -0.00420956-0.00286295j -0.00206752+0.00447041j 0.00737886-0.00423603j -0.00209299+0.00234485j 0.000853161+0.00179462j 3.2708e-05+0.000795287j -0.00132703+0.000756397j -0.00310899-0.00336562j -0.000801727-0.00374101j -0.000778833-0.00148191j 0.000659562+0.000584672j -0.000269507-0.000311116j 0.0025891-0.000875354j -0.00117877+0.00289339j 0.00346604+0.00490517j 0.000505993-0.000225484j -0.0040584-0.00106274j 0.000202773+0.000262856j 0.00315703+0.00229354j 0.000307672-0.0050298j 0.00287782+0.00282935j -0.00158994-0.000127209j -0.00132749+0.000252822j 0.00124091-0.00124836j -0.00103852-0.000796963j 
-0.000133064-2.05842e-05j 0.000155364-0.000320369j 0.00176919-0.000214073j 0.000139612+0.00078021j -0.000705154-0.00136696j -0.0013606+3.40522e-05j -0.000775346-0.000625964j -0.000784437+0.000366506j 0.00255174+0.00327369j 0.00443733-0.00100114j -0.00113043+0.00258726j -0.00298317+0.00141362j -0.000710406-7.10727e-05j 0.00285016+0.00130113j 0.0025638-0.00170288j 0.000532911+0.00525376j 0.00148336-0.00452673j 0.000238045-0.000387082j -0.00161415-0.000439646j 0.00156919+0.00170347j -0.00200226+0.000395885j 0.00155389+8.40054e-05j -0.000985955-0.00277623j 0.000455986+0.00151887j -3.21982e-05+0.000980766j 0.00123113-0.000362269j -0.00105287+0.00243842j 0.00175163-0.000745268j -0.000713597-0.00095999j -0.00021728+0.00133727j 0.000990848+0.00116648j 0.00127286+4.72421e-05j 0.000166804-0.000401346j -1.54545e-05+0.00199179j 0.000224476+0.000706534j 0.00236863+0.00113917j 0.000712081-0.00368736j 0.00347016-0.00440246j 0.0037756+0.00417075j 0.00598008+0.00711093j 0.00106532-3.85277e-06j 0.0075866-0.00829637j -0.00295697-0.000466109j 0.00404713+0.00314352j -0.00308047+0.000467555j -0.00511022+0.0012019j 0.00453652-0.00452765j 0.00303132-0.00433628j -0.000332325-0.00121053j -0.00138978+0.00332796j -0.000237671-0.00288964j -0.00267055-0.0062324j 0.0046591+0.0040121j -0.00284732-8.12489e-05j 3.89171e-05+0.00104764j 0.00283604+0.00454738j -0.000164542-0.00116437j 0.000406989-0.000373846j -0.00127502-0.000827674j -0.000462628-0.00482143j -0.000365881-0.00439045j 0.000313078-0.00603539j -0.00557886+0.00167259j 0.00374293-0.00223877j -0.000297006+0.00109244j -0.00306927+0.00277766j -0.00024088+0.00309913j 0.00589529-0.00147019j -0.00177781-0.00307945j -0.00481489+0.00349785j 0.00121561-0.000261876j 0.000329912-0.00125756j 
0.00119679+0.000658231j 0.000279503-0.000852424j -0.000204012+0.00157085j 3.81121e-05-0.00192131j 0.00307338-0.000671796j 0.000271973-0.00381989j 0.000909926+0.000575637j 0.00156984+0.000893246j -0.00226373+0.00220334j 0.0011436+0.00308687j -0.00443414+0.0041619j -0.00150783-0.00063609j 6.13249e-05+0.000708622j -0.00116043+0.000786278j 0.00124876-0.000587489j -0.0016991+0.00243919j 0.00226417-0.00100483j 0.00040042+0.000577181j -0.000930812-0.000866609j -0.00153931+0.00265665j -0.00350273+0.00101155j 0.00164637+0.000644305j 0.00192283-0.00131815j -0.00040574-0.000620181j -2.66448e-05+0.000728325j 0.00226899+0.000410208j -0.00125949+0.002439j 0.00197988+0.00076563j -0.00211216-9.05126e-05j -0.000313864-0.00127727j -0.000296864+0.00120806j 0.00011901-0.000426114j 0.00259667+0.00065862j 0.00153701+0.000636272j -0.00189696-0.0017264j -0.000393063-0.00286856j 0.0025118-0.000151846j -0.000590533-0.00278468j -0.00166079+0.00355119j 0.00124516+0.00140144j 0.00237332+0.00386083j 0.000524489+0.0044866j -0.00325799+0.00196643j -0.0022689+0.00154983j 0.00091853-0.00160902j 0.00150615-0.00443408j 0.00339345+0.00217753j -0.000927473-0.00336346j -0.00267614-9.21265e-05j -0.00286833+0.000100992j 0.00109176+0.00256566j -0.00161667-0.000650175j -0.00463197-0.00107495j -0.00143243-0.00316329j -1.7756e-05-0.00300327j -0.00191102+0.00312807j 0.00303432+0.000250127j -0.001047+0.00237419j -8.11998e-05-8.52826e-05j 0.00422916+0.000243006j -0.00300455+0.00175551j 0.00357283+0.00163762j 0.00175281-0.00152603j 0.000305459+0.000563908j 0.000741633+0.00228561j 0.000888053+9.44348e-05j -0.002373-0.000131642j 0.00190811-0.00123732j 0.000515557-0.00178104j -0.00261095+0.00045925j -0.000718013-3.2684e-05j 0.000321774+0.000567713j 
-0.000968997+0.000498311j 0.000707979+0.001191j 0.000752838+0.00279466j -0.00220569-0.0012478j 0.00270051+0.00067238j -0.00815586-0.00334901j -0.000800113-0.000663488j 2.6405e-05+0.00151604j -0.000496847+0.000509664j -0.00176851+0.0035733j 0.00738639-0.00310769j 0.00104965-0.000240744j -0.00310501-0.000125728j 0.00098218-0.00122694j -0.00163535-0.000107227j 0.00151345-0.00212864j 0.00362438+0.00426776j -0.00142616+0.00540984j -0.00188816-0.00179131j -0.000193381+0.00146048j 0.00378091-0.000318164j -0.00763091-2.06619e-05j 0.00262533-0.00117886j -0.000268008+0.00201157j -0.00319578-0.00143807j -0.00551546+0.00106943j 0.00499071-0.00455792j 0.00056823-0.000284858j 0.00103842-0.00195684j -0.00122408-2.72779e-05j -0.000690211+0.000503499j -0.0018275+0.000893531j 0.000901198-0.00125411j -0.000672294+0.00148444j 0.000500874+0.000141296j 0.00094014+0.0021209j -0.00266257-0.00130206j 0.000681801-0.00191855j -0.000314608-0.00162683j -9.13394e-05+0.00303207j 0.00170694-0.00224704j 0.000263465+0.00125568j -0.0015314+0.000829686j -0.00331016+0.000359802j -0.00262309+0.00206548j 0.000196874+0.00224961j 0.00205132+0.00145114j 0.00252353+0.00124758j 0.00148058+0.00049452j -0.002221+0.00143434j 0.000496668-0.000488417j -0.00281866-0.00188207j -0.00246313+0.00174955j -0.00119996-0.000613512j 0.0016734+0.0018263j 0.00109858+0.00629976j -0.00191777+0.000648934j 6.53836e-05+0.000877051j 0.00193962-0.000903345j -0.000592407+0.000491883j 0.00230798-0.000595471j -0.00123891-5.05823e-05j -0.000744989+0.0012211j 0.00122466+0.000979355j 0.000850616-0.000105236j 0.000561818-0.000374346j -6.56823e-05-0.000969464j -0.000519437-0.00436781j 0.00168378-0.000991899j -0.00137758+0.000574745j -0.000315932+0.00138119j 0.00176448+0.000206016j 
-0.00184771-0.000318901j -0.00045793+0.000572685j -0.00234764-0.000771304j 0.000145213-0.000177832j -0.00369847+0.00209706j 0.00284832+0.0013287j -0.00102545-0.000168974j -0.00212025+0.000361973j -0.000238582+0.000706684j 0.00206607-0.00139989j -0.000128951-0.00102014j -0.00137571-0.000994573j 0.00148193+0.000250194j 0.000726744+0.00150917j -0.000174494+0.00187576j -0.00127108-0.000112316j 0.000625854-0.00133372j -0.000826766-0.00196281j 8.19582e-05+0.000133872j 0.000933125+0.000194426j -0.000268262-0.00119682j -0.000314694-0.00119708j 4.16098e-05-0.00156419j -0.00081476+0.000132047j 0.000711317-0.000168727j 0.000993032+0.000172362j -0.0004683+0.000798493j -0.0023927+0.000375472j 0.000915168-0.000338843j 0.000577163+0.000921616j 0.00145592-0.00061094j 0.00122972-0.00285092j 0.00209564+0.00255571j -0.00115573-0.00131604j 0.00379133-0.000805466j 0.00334643+0.00149783j -0.000678242+0.00109291j 0.00291766-0.00447374j -0.00349998-0.00223873j -0.000349053+0.00271577j 0.000337738+0.00225421j 0.00155289-0.000720831j 0.000931098+0.00250149j -0.00402317+0.0010106j -0.0029898+0.000912733j 0.00209605+0.00213498j 0.0034965-0.000172612j -0.0012438-6.28437e-05j -0.00132011+0.00419287j 0.00585038-0.00220333j -0.000921709+0.000781554j -0.000903874+0.00185956j 0.000979081+0.00276378j -0.00278379+0.000356214j -0.0025693-0.00349549j -0.000453079-0.00027235j -0.00398655-0.000339342j 0.000796517-1.61034e-06j -0.000819281-0.000745259j 0.00286019-0.00160356j 0.00126223+0.000440903j 0.00258874+0.00319271j -0.0010147+0.00109792j -0.00301476-0.000302338j -0.00144242-0.00083655j 0.00269799+0.001276j -0.00158181-0.00463308j 0.00442021+0.0012729j -0.00106875-0.00105413j -0.00328294+0.00144565j 0.000939971-0.00111126j -0.00049805-0.000510697j 
-0.00105426-0.000923886j -0.00150184-4.53914e-05j -0.000469357-0.00506317j 0.000252343+7.01475e-05j -0.0033111-0.00493135j 0.00254204+0.00422515j 0.00161971-0.00444671j -0.0015882+0.00234881j -0.000738304-0.00224853j -0.000745973+0.00505536j -0.00011572+0.00196561j -0.00079867+0.00256512j 0.00103308-0.00325916j -0.001981+0.000557314j 0.00495332-0.00146684j -0.00212621+0.00102657j -0.000733604+0.0019476j 0.00164215-0.00169719j 0.00369998+0.00348514j -0.00189702-0.00229854j 0.00101293+0.00421423j 0.00239483+0.00445054j -0.00112558+0.00359362j -0.000923914+0.00414261j 0.00124916+0.00039899j 0.00021968-0.00361277j -0.00411+0.00285558j -0.00209829-0.000319264j -0.000748014+0.0030736j 0.000977279-0.00225271j -0.000665395-0.0027027j 0.00140407-0.00235292j -0.000606784-0.00144362j 2.29856e-05-0.00122794j 0.000564338-0.00370996j 0.000819804-0.00394685j 0.0012766-7.9452e-05j 0.000265402-0.00296795j -0.000650392+0.00207504j 0.00102876-0.00126164j 7.85959e-05-0.000405464j 0.00156548-0.00283246j 0.000981143+0.000499665j 0.000967145-7.63005e-05j -0.000755055+0.00175174j -0.000392442+0.000514521j 0.000264534-0.00183632j 0.00107945-0.00243197j -0.00125517+0.000378017j 0.00165893+0.000258708j -0.000733592-0.000394084j -0.000256248+0.00048614j -0.000194431+0.000879927j -0.000346654+0.000967288j -0.00138324+0.000838395j 0.000110081-0.000186066j 0.00157316-0.000727724j 0.000211153-2.32823e-05j 0.00024312-0.000367735j 0.000354853-0.000120309j -0.00142917-0.00183341j 0.000936586+0.000847214j -0.000364782-5.58215e-05j -0.001895-0.000246462j -0.00153184-0.000685691j 0.000706666+0.00140422j -0.000300414+0.00136338j 0.00238243+0.000182337j -0.00226016-0.00121062j -0.00024703+0.00165041j 0.00103023-0.000315956j -0.000181123-0.00119419j 
-0.00128339+0.000136432j 0.00140415+0.000725199j -0.000174948+0.00318112j -0.000200747-0.00449826j -0.000117927+0.000431069j -0.00338766-0.00138893j -0.00159226+0.00427977j 0.00060757-0.00224343j 0.00162554-6.31435e-05j -0.00065241-0.00527201j -0.000907822+0.000130294j 0.000923718-0.00195895j -0.00411074+0.00288821j 0.00178234-0.000754516j -0.00119432-0.00196346j 0.00742351+0.00407633j 0.000225893-0.00196455j 0.00239925+0.000982424j -0.00239057-0.00652009j -0.00155222+0.00145819j -0.00250582-0.00639052j -0.000675582-0.00434565j -0.00121613+0.000428236j 0.00225399-0.0058068j 0.000143788+5.41482e-05j -0.00222187+0.00337644j 0.00198947-0.00118364j 0.000899098-0.00249437j -2.12819e-05-0.00373729j 0.000560742+0.00650017j 0.00215607+0.00197518j 0.0017703+0.00429989j 0.00255713+0.00292343j 0.00170039-0.000102136j 0.00600136+0.0017164j 0.00616188+0.00321786j -5.70905e-05-1.49446e-05j 0.00433159-0.00249084j -0.00282697-0.00320801j 0.000830874+0.00283201j -0.000828914+0.00392817j 0.0014819-0.00035782j -0.0010304+0.00218759j -0.00345052+0.000479135j -0.00227161-0.000935554j 9.52518e-05+0.00254675j 0.00311375+0.00032498j -0.000580936-0.000247547j -0.000878744+0.00194536j 0.00228068+2.61794e-05j -0.000968434+0.00143654j -0.00350005-0.000772752j 0.000944191-0.00112529j -0.00218156-0.000470528j -0.000768552-0.00189211j -0.000271587-0.000777129j -0.000954067-0.000377676j 0.00164455-0.000606174j -0.000622957-0.00145899j -0.000536366-0.000466111j 0.00133065-0.000256158j 0.000740655+0.00440959j -0.0020472+0.00135844j -0.00348064-0.00264719j 0.000494462-0.00371967j 0.00144091+0.00254757j 0.000163717-0.00393043j 0.00462128+0.00108676j 0.000912876-0.00122092j -0.00370435+0.00168288j -0.000583091-0.00135729j -0.000732881+0.000946146j 
0.00117282+0.000354628j 0.000513251-0.000163208j 0.000447732+0.00127385j 0.00186175-0.00356589j 0.00620461-0.00520991j -0.00202575-0.00416135j 0.000333873+0.00206398j 0.00402574+0.000570382j -0.00154119-0.000202954j -0.000685417+0.00219362j -0.00532941+0.00512567j 0.00190745+0.0021457j -0.00277673+9.03359e-05j -0.00252452-0.00310558j -0.000495893-0.00389966j 0.00243512+0.00311727j 0.000471224-0.000838562j 0.00131471+0.00324369j 0.00121922-0.00216153j -0.00225092+0.00202229j -0.000614794+0.00190833j 0.00379949+0.00161587j 0.000949101+0.00101497j 0.0014008-0.00303716j 0.000490833+0.000141877j 0.000431661-0.000372851j 0.00132743-0.00149326j 0.0033532-0.00171988j -0.00236606-0.00100594j -0.0021255+1.59119e-05j -3.8086e-05+0.00288633j -0.000684014+0.00220649j 0.00170243-0.00094332j 0.00372508+0.00246699j -0.000245295+0.000746347j 0.000935133-0.00249319j 0.00226117-0.00234092j 0.000843844-0.000976631j 0.00135351+0.00367327j 0.00285371-0.000986662j -0.000700892+0.000242728j 0.00112661-0.000902363j -0.00162979+0.000779348j -0.000842905+0.00152864j 0.00201525+0.0019662j -0.00243372+0.00147717j 0.00106534+0.000952359j 0.00229595-0.00397962j -0.000569733-0.00195774j -0.00513394+0.00253017j -0.000676138+8.46887e-07j -0.00580887-0.00498188j -0.00304941-0.000699565j 0.00141382-0.000539435j 0.00357667+0.00428114j 0.00182873+0.00601145j 0.00381613+0.00084875j 0.00172333+0.00308396j 0.00254002-0.00223535j -0.00138943+0.000857837j -0.00274093-0.0017988j -0.00278995+0.00181528j 0.000239054-0.00114189j 0.000817721-0.00157477j 0.00257469-0.000169436j -0.00320682+0.000603295j 0.00118143+0.00530326j -0.000550728-0.00492567j 0.000611175-0.000812589j 0.000159883+0.00184203j 1.513e-05+0.00182659j 0.00193773-0.000542353j 
-0.000106621-0.000491121j 0.000331421-0.000152235j 0.00323305-0.00144591j -0.00237102-0.00371785j -0.00177445-0.00459415j -0.0069991+0.00404358j 0.00152365-0.00115105j -0.000477419-0.00155656j 0.000976404-0.00380719j -0.00439865+0.00305372j 0.00413594-0.000166572j 0.000560565-0.00181657j -0.00473328+0.000342848j -2.88053e-05+0.000945832j 0.00493124-0.0040848j 0.00778977+0.00463722j 0.00113686+0.00336786j 0.00622634+0.00035293j -0.000714053-0.00464407j -0.00582819-0.000572852j -0.00187397-0.00377406j -0.00238051+0.000479801j -0.00256405+0.00643786j 0.00264406-0.000697974j -0.00113494+0.000461164j -0.00648596+0.00130878j -0.00216059+0.00193825j -0.00047228-0.00271763j -0.00171846+0.000610987j 0.0033048+0.00369322j -0.000842449-0.000548441j 0.00391965+0.00567303j -0.00352101-0.00120796j 0.00122103+0.000384087j -0.00413511-0.00755982j -0.000729319-0.00388709j -0.000455254+0.00147016j -0.000952786+0.00196501j -0.00194764-0.000525571j -0.00222946-0.00156881j -0.000136901+0.00097544j -0.00279571+0.00412933j -0.00173758-0.000554485j -0.000262133-0.00507285j -0.000612836-0.00185692j 0.00159672-0.00348326j -0.00233724+0.00392268j -0.00218284-0.00265437j -0.00365713+0.000945225j 0.00181307-0.000235884j -0.000221351-0.000356906j 0.00507363+0.00181182j -0.00319985-0.00146987j 0.00147612-0.0016284j 0.000233309-0.00347211j -0.00206485-0.00335228j 0.00161379-0.00197432j -0.00250521+0.0012699j 9.01075e-05+0.00380005j 0.00405193+0.00315216j -0.00500657+0.0025565j 0.00143704-0.000748248j 0.00440187-0.000326154j 0.00280319+0.00107589j -0.000779787+0.00442534j 0.00180635-0.000750123j -0.000574089-0.00126806j -0.00209862+0.00204451j 0.00194406+0.0010559j 0.0030134-0.00152282j -0.00280637-0.00312621j -0.00358886+0.00248376j 
