-0.128013-0.214045j -0.215337+0.128163j 0.0301509+0.14373j -0.156749+0.0319433j 0.0253169+0.0296597j -0.00998839+0.0608421j -0.0412389-0.0253107j -0.0137671-0.00351061j 0.0333056+0.0476299j -0.0215386+0.0249683j -0.0572579-0.0132753j -0.025185+0.041737j 0.00788279-0.0395869j 0.0216665-0.0270053j 0.0204952-0.0279083j 0.058781-0.0103043j 0.0375382+0.0126549j 0.0233473-0.0674633j 0.0091418+0.00123129j 0.0437887+0.0388772j 0.0587839+0.0214129j 0.0302793+0.0108335j 0.0290867-0.0531368j -0.0453595-0.0973893j 0.0508796+0.00526157j 0.0785744-0.0643822j 0.0697097-0.0502126j -0.0833616-0.070899j -0.0786213+0.0525359j 0.00984477-0.0859435j -0.151094-0.102723j -0.098984+0.112464j 0.128792-0.0109908j -0.0676593-0.127028j -0.106876-0.0658658j 0.0309303+0.142009j -0.0179045+0.0835075j -0.0220241+0.0738464j 0.00343143+0.128131j -0.0295515+0.0708356j -0.0944723+0.0285323j 0.0438426-0.0744641j 0.0320233+0.0361068j 0.0311457-0.0505382j -0.073106+0.10078j -0.058478+0.0793182j 0.00870159-0.0237595j -0.0217637+0.0341761j 0.0159727-0.00201102j -0.0394108-0.0708015j 0.0344893+0.0372049j -0.0031176-0.0555025j 0.0397776-0.0219532j 0.129484-0.0608433j 0.0780457-0.0135277j 0.109167-0.0182101j 0.0198451-0.00234406j 0.0300253-0.00196813j 0.00443472-0.0312625j -0.0415534+0.0169067j 0.0891995-0.0566169j -0.131324+6.68705e-05j 0.0413641+0.0689659j -0.107835-0.041419j -0.125035-0.134321j -0.0528173-0.057584j 0.0298826+0.124867j 0.119284-0.155779j 0.227003+0.123258j 0.111226-0.20389j 0.234503+0.117864j 0.11718-0.233162j 
0.00234157-0.00232046j -0.00258959-0.00276955j 0.00177012+0.00269122j -0.00224755-0.000629414j -0.0085023+0.00358805j -0.00544834+0.00060353j -0.00240288-0.00704053j -0.00446916-0.000295924j -0.00406241+0.00115229j 0.000253347+0.000229095j -0.00695614-0.00119733j -0.00170634+0.00272123j 0.00674811+0.0114317j 0.00879109+0.00143476j -0.0100638+0.00506129j -0.00375163+0.00704659j -0.00516486-0.00334094j 0.00801203+0.00177515j -0.000925333+0.00188223j -0.012494-0.00150966j 0.000623707+0.00578002j -0.00600642-0.00306862j -0.00530457+0.00559834j -0.00556212+0.00385268j 0.00886346-0.0089988j -0.00648272+0.00524492j -0.00252331-0.000934617j 0.00920723+0.00275587j -0.000295999-0.000500479j -0.00409937+0.000389766j -0.000419603+0.000506618j -0.00124832+0.0017435j -0.000526903+0.00253708j 0.00424374+0.00155917j -0.00550691-0.00019765j -0.00431293+0.00490179j 0.000431934+0.00305027j -0.0101709+0.00254446j 0.00323755+0.00102091j -0.000204341+0.00378335j -0.00367315-0.0039291j 0.00707156-0.00536295j 0.0101468+0.000349409j 0.00829887+0.00282219j -0.00193923-0.0146506j 0.00090605-0.000349878j 0.00222184+0.00554976j 0.00432239-0.00075789j 0.00453238+0.00459454j -0.000574181-0.00599174j -0.00165783+0.00276839j -0.00706948-0.00109521j -0.00269242+0.00756374j -0.00982255+0.00146168j 0.0022081+0.000950617j -0.00838037-0.00529637j -0.00519655+0.0044788j 0.00283642+0.000607352j -0.00119791+0.00259582j 0.00508713+0.00971597j 0.000359081-0.00640644j -0.00913733+0.00839398j 0.00349216+0.00605416j -0.00621961-0.00352952j -0.00204152+0.00215843j -0.000476692+0.000405391j 0.00352963+0.00165569j 0.0010217-0.0103556j 0.00231399-0.00373279j -0.00447426+0.000784724j -0.00320042-0.00185762j -0.00132731+0.00284484j 
2.23001e-05-0.00221354j -0.00199287-0.000333268j -0.00131093-0.000799949j -0.000867815-0.00373045j 0.00345527+0.00390996j -0.00113922-0.00015689j 0.000733181-0.00128386j -0.00396845+0.00357473j -0.00706193-0.00660784j 0.00476826+0.00168284j 0.00783094+0.00232048j -0.00263258-0.00533616j -0.00273917-0.00505187j -0.00466444-0.00791638j 0.00273256-0.000562713j 0.00540462-0.00101261j 0.00416978-0.00610503j -0.00817403+0.00241429j 0.00186866-0.00482805j 0.00365202-8.64386e-05j -0.00483948+0.00104191j 0.0072248+0.00129439j -0.000229054-0.00636445j 0.00193528-0.0003952j -0.000108103-0.00155908j 0.00557684+0.00287715j -0.00306449-0.00142832j -0.00359394-0.00544319j 0.00126704-0.00140868j 0.00469349+0.00535094j -0.00231883-0.00753567j -0.003388+0.00556901j -0.00133207+0.00573134j 0.00183822-0.00239436j 0.00115437-0.0076318j -0.0047908+0.00642297j -0.0100979+0.00266118j -0.000656128-0.00904582j 0.00105352-0.00142419j -2.27703e-05+0.00749569j 0.00542378-0.00012505j 0.0116599-0.00321222j -0.00289493-0.00528816j 0.00606047+0.00082755j 1.8652e-05-0.00450222j -0.00420133-0.00822171j -0.00354387+0.00579594j -0.00268836-0.00775489j 0.00932425+0.00348348j 0.00162094-0.00235562j -0.00128087-0.00386689j 0.000694541-0.000831176j -0.00186056-0.00235839j -0.0092565+0.00045286j -0.000455577+0.00554438j -0.00797955-0.00857462j 0.00438713-0.00133061j 0.00125403-0.00149783j -0.000270283+0.00534117j -0.0037191+0.00480388j 0.00174076+0.00210779j -0.00448954+0.00863081j 0.00208909+0.00269818j -0.00695761+0.00371854j 0.00446704+0.00842846j -0.00632567-0.000358404j 0.00254303-0.00278356j -0.0139137+0.00457011j -0.00135803-0.00084297j 0.00239846+0.000916831j 0.00269135-0.00432761j -0.0049702-0.0024861j 
-0.0021025+0.00141176j 0.00118355+0.00256894j 0.00201604+0.00260053j -0.0024894+0.00485206j 0.000751933-0.00314923j 0.0083494-0.000652638j 0.000718916+0.00685089j 0.00518966-0.00593407j 0.00557164+0.00156738j -0.00247637-0.00466004j 0.00352665-0.00261939j 0.00516333+0.00395592j 0.00644875-0.00328559j -0.00197338-0.00528539j 0.00644132-0.00617857j 0.00278653-0.000735772j 0.00443077+0.00960954j 0.00355362+0.00494818j -0.000301025+0.00278303j 0.00253307+0.00536258j -0.00300685-0.00406907j 0.0021286+0.00178685j 0.0046622-0.0036069j -0.00267102-0.00107745j -0.0060347+0.00728006j 0.00188416-0.010046j 0.00185439+0.00300706j -0.00736325+0.00408373j 0.00160869+0.00306578j 0.00329957-0.0028372j 7.58274e-05-0.00118886j 0.000448301-0.00266775j -0.00185929-0.000807469j 0.0007118+0.00122581j 0.00479047+0.00257001j 0.00236571-0.00496783j 0.00447302+0.00140917j -0.00160471+0.00521489j -0.000820027+0.0026943j -0.000602344+0.00116278j -0.0149587-0.00186119j -0.00148717-0.00396265j 0.0033316+0.00449868j 0.00262519+0.00112022j -0.00354945-0.00444924j 0.000531215-0.00316314j 0.00207954+0.000709825j 0.0043921+0.000644792j -0.00515435-0.00429795j 0.00221812-0.00131904j -0.00576355+0.0118297j 0.0012287-0.00285564j -0.00138879+0.00579361j 0.000486638+0.00140914j 0.00554278-0.00529217j 0.0014097+0.00483671j -0.00353757+0.00422566j -0.00264069+0.00176225j 0.00352871-0.000308352j 0.0051338+0.000219994j 0.0052162+0.00621501j 0.0035371-0.00540433j -0.00279911-0.00328812j 0.0015959-0.00298074j -0.00280448-0.00233778j 0.00660679+0.000700224j 0.00460254-0.00190581j 0.00201466-0.00894163j -0.00294076-0.00243092j -0.00321942+0.00491306j -0.00569752-0.00172617j -0.00153666+0.00529201j 
-0.00219007+0.0021558j 0.00235872+0.00231976j 0.00406503+0.00270336j -0.00163572+0.00653405j 0.00185709-0.00331094j -0.00144497+0.00299711j -0.00305615-0.010681j -0.00671598-0.00162433j -0.0047209-0.00333082j 0.00086716-0.00699945j -0.00364522-0.000846693j 0.00556794+0.00295059j 0.00698029-0.00367188j 0.00152488+0.000258629j -0.00141998+0.000454711j 0.00588407+0.0011406j -0.000186967+0.00483103j -0.000673683+0.00589274j 0.00792405+0.00318261j -0.00222426+0.00448205j 0.00145329+0.00288484j -0.00398716-0.0054195j 0.00136204-0.00648537j 0.00221754-0.00366253j 0.00465234-0.00368781j 0.000981063+0.00454673j -0.00805093+0.00132057j 0.00381935+0.00714004j 0.00117012-0.00195427j 0.00108063-0.0015212j -0.00151194+0.00350314j 0.00228874+0.00226924j -0.00467339-0.00777087j -0.0064708+0.00542779j -0.00392682+0.00365943j 0.00546658+0.00794315j -0.00644767-0.00441317j 0.00732349-0.00298798j -0.00873136+0.00942328j -0.000976113-0.00926713j -0.00587818+0.00570741j -0.00483415-0.00077264j 0.00360834+0.00351986j 0.00354408+0.00185998j -0.00147592+0.00185831j -0.000916142-0.000498096j -0.00373271+0.00264362j -0.00241123+0.00131059j -0.00607794-0.00231859j 0.0048332+0.000511538j 0.00010967+0.00437241j -0.00516171+0.00149377j -0.00376843-0.00458574j 0.00978649+0.00282861j 0.00322562-0.000618035j 0.0042733+0.00577872j -0.00199124-0.000268209j -0.00184257+0.00669608j -0.00401111-0.00574352j 1.96328e-06-0.00582918j -0.00214016+0.0088917j 0.00697227-0.00469591j -0.00655331+0.00566802j -0.0017739+0.000273962j 0.000179731+0.00329244j -0.00860318-0.010487j -0.0112544+0.00919605j 0.00238209+0.00167003j 0.000225102-0.00347811j -0.00384061+0.000133374j -0.00213944+0.00150493j 0.00159705+0.00190535j 
-0.00428214-0.00460769j -0.00485939+0.0037604j 0.00457361+0.00212745j 0.000397931+0.000373696j -0.00979382+0.00585761j 0.00284215-0.00484447j -0.00518666+0.00408925j -0.00588709+0.00268795j -0.00381589+0.00313365j -0.00270595+0.000390512j -0.00366027-0.00228974j 0.000856811+0.00255182j 0.0105788+0.00288315j 0.000961652-0.0111314j -0.00562541+0.00194533j 0.00101802+0.00651507j 0.00236074-0.00255611j 0.0142961+0.00898234j -0.00182745-0.000636565j -0.0111686+0.00331828j -0.00339039+0.0024464j -0.000536597-0.00137224j -0.00420785+0.00205679j -0.0114115+0.00632637j 0.00165255-0.00648591j -0.00689077-0.00353924j -0.00308581-0.00545261j -0.00326339+0.000735054j 0.00290703+0.00614792j -0.00746262+0.00401486j 7.7111e-05+0.00208413j 0.00153178+0.00301943j -0.000882001-0.00154047j -0.00291409+2.85054e-05j 0.00485623-0.00291958j -0.000408763+0.000676964j -0.00344381+0.000589893j 0.00299799-0.00142195j -0.000887679+0.00115654j 0.000826589-0.00227229j -0.000908792-0.000339433j -0.00340309+0.00250449j -0.00747316+0.0039294j -0.00159691-0.00115713j 6.81875e-05+0.00789286j -0.00299962-0.00334482j -0.00295333-0.00251751j -0.00356142+0.00161066j -0.0033222-0.00585426j 0.00135958+0.00314569j -0.00344119+0.00342769j 0.00556338-0.00220145j -0.00125743-0.00658509j 0.00699408-0.00121057j 0.00201713-0.000147671j 0.00703891+0.00436135j 0.00357048-0.00283493j -0.00388469+0.00118072j 0.00405106-0.00188431j -0.00504484-0.00575003j 0.00364737+0.0112017j 0.00778688-0.00752775j -0.00537061-0.00458465j 0.00300346+0.00181912j 0.000852589+0.000863296j 0.00144159-0.000948757j -0.0011863-0.00275254j -0.0023717+0.00244038j -0.000114781+0.00143916j 0.00156298+6.76854e-05j 0.00290062-0.000378173j -0.000461469-0.00277732j 
0.00131049-0.0010287j -0.00101748-0.00170501j -0.000987194-0.00204211j 0.00361304-0.000662078j -0.00164731-0.00784275j 0.00492999+0.000804175j 0.000233015+0.00796952j -0.000890146-0.00270487j 0.00509125+0.00088745j -0.00181949+0.000126106j -0.000220694-0.00430669j -0.00288165-0.00107353j 0.00277503-0.00156822j -0.00319797-0.00280719j 0.003501+0.000424813j -0.000467886-0.00151564j 0.0013628+0.00335975j 0.00174198+0.00352848j -0.00421405+0.00265653j 0.00483277+0.00373289j -0.000896162-0.00239812j 0.000895046-0.00258014j 0.00405813+0.00352181j -0.000325999-0.00429179j -0.00793639+0.0126036j -0.00239536-0.0037562j 0.0104031+0.00186946j 0.00498911+0.00261173j 0.00402736-0.00325621j -0.00102214+0.00329564j -0.00152617+0.00279356j 0.000333964+0.00298677j -9.99049e-05-0.00267323j -0.00205753+0.0025924j -0.00473258-0.00467617j -0.00687562-0.00118961j 0.00538571-0.00647038j -0.00227553+0.00549826j 0.000322242-0.00112264j -0.00108828-0.00162882j 0.00449911-0.000953892j -0.00498146+0.00329467j 0.00272267-0.000490158j -0.000182921+0.00154299j 0.000371496-0.00200384j 0.00528438+0.00408341j -0.0009682-0.00290019j 0.00283475+0.00301959j 0.000396715+0.00314829j -0.000256974-0.000147223j 0.00270895-0.00128694j -0.00255142+0.00219544j 0.00194165-0.00100282j -0.00135438-0.000685948j -0.00434362-0.000834576j 0.00340428-0.0006104j 0.000876443+0.000768918j 0.00116041-0.00301133j -0.00261973-0.00216031j -0.000330938-0.00190207j -0.00332725-0.00600648j -0.000476187+0.00205909j -0.0018864+0.00398024j -0.000325495-0.00338085j 0.00114351-0.00270559j 0.000893213+0.003493j -0.00173452+0.000147802j 0.00601403+0.000986621j 0.00371385-0.00357269j -0.00529635-0.00384853j 0.000220641+0.00383205j 0.00451661-8.34003e-05j 
0.000261481+0.0012738j 0.00123028-9.10065e-05j 0.00115057-0.000538102j -0.000296825+0.00281287j 0.00158605-0.00288934j 0.00138024-0.00377198j 0.00199947-0.00388404j -0.00567808-0.00136526j -0.00519052-0.00429547j 0.00122665-0.00490256j 0.0054312-0.00313556j 0.00274692-0.000877505j -1.61378e-06-0.0083377j -0.00688203-0.00281617j -0.00010185-0.00373386j 0.00587932-0.00306656j 0.00450913-6.63805e-05j -0.00219004+0.00851751j 0.00478714-0.00131276j 0.00377912+0.00104272j -0.00238521+0.00226954j 0.00429155-0.0033748j 0.000499785-0.00989825j 0.00293443-0.00160103j -0.00120586-0.000512812j 0.00502832+0.0013538j -0.00705808+0.00155074j -0.00218845+0.00173163j -0.000892817-0.00148548j 0.00388783+0.000516609j -0.00143085+0.000283296j 0.0011626+0.00172643j -0.000847684-6.81351e-05j 0.00140596+0.00199408j 0.000132397+0.00498351j 0.00384019-0.00625179j 0.00502527-0.000667034j 0.001885+0.00118879j 0.00105699-0.00227206j -0.00272502-0.00414557j 0.00732521-0.0011204j -0.004158+0.00976332j -0.00304424+4.81395e-05j -0.0102406-0.000490032j 0.00713667+0.00646171j 0.00475325+0.00738712j 0.00154414-0.00765852j 0.00104628+0.00527806j -0.00550094+0.0012919j -0.00254891+0.00451511j 0.00303813-0.00783253j 0.00361231+0.00168696j 0.00414691-0.00146594j 0.00629834-0.00615321j -0.00547323-0.0010108j 0.00670082+0.000803563j -0.000534886-0.00291141j 0.00114442-0.00176687j -0.00168-0.00180278j -0.00203004-0.00389808j -0.00426016-0.00640104j -0.0017493-0.00608359j 0.000865836-0.00561669j 0.00729779-0.00221984j -0.00390668-0.00673995j 0.003622+0.00137374j -0.00126266+0.00263741j 0.00973381+0.00111725j 0.00213314+0.00607886j 0.00426062-0.00305237j 0.0022452+0.00484328j 0.00494239-0.00215013j 
-0.00103917+0.00157289j 0.00163642+0.000824328j -0.00131766-0.00163765j 0.000933816-0.00321863j -0.0014318+0.00323931j 0.00177038-0.00281134j 0.000935397+0.00297795j -0.00680364+0.00248389j -0.00510511-0.00523746j 0.0015807+0.00494985j 0.00638681+0.00381739j -0.00402552-0.00645049j -0.00201746-0.00266912j -0.00359318-0.00793507j -0.00252997+0.00120143j 0.00140287-0.00199256j 0.00193303-0.0094567j -0.00758036+0.00207311j -0.00276367-0.00457884j 0.00188883-0.00396553j -0.00577546+0.00159198j 0.00707963+0.000355409j -0.00395754-0.00139511j -0.00235676+0.00304598j -0.00154292-0.00389333j 0.00184773+0.00162962j -0.00372926-0.00355694j -0.00308614-0.00239724j 0.00278896+0.00396818j -0.000678702+0.00516879j -0.0055961-0.00119878j 0.000375368+0.0105885j -0.00127755-0.000599982j -0.000682134-0.00240253j 0.00629953+0.00256222j 0.0017791-0.00328786j 0.00095441+0.00562775j -0.0017882+0.00497665j 0.00123554-0.000410563j -0.00276797-0.00294679j -0.0110025-0.000252974j -0.00182062+0.00139187j 0.00143365+0.00339018j -0.000736336-0.000707169j 0.00321045-0.000379169j -0.00127463-0.00135473j -0.00104317-0.00207358j 0.000223814+0.00202082j -0.00675492-0.00272445j 0.00214275+0.000267118j -0.00137363+0.00679729j 0.00526652-0.00235789j 0.00112204+0.00234395j 0.00465502-0.00256447j 0.00234853-0.00492737j 0.0045891-0.000523783j -0.00143041+0.000474703j -0.0012177+0.00123712j 0.00159147-0.00100047j 0.00102368-0.00164145j 0.00524439+0.0050414j -0.000205613-0.00978967j -0.00228537-0.00514631j 0.00330941-0.00314295j -0.004682-0.00120328j 0.0037184-0.00317088j 0.00148341+0.000369964j 0.000940727-0.00563436j -0.00153864+0.00280337j 0.00208179+0.0030498j -0.00268578+0.000858236j 0.000710167+0.00243319j 
0.000774284+0.00136751j 0.00127073-0.000270504j -0.000352976-0.00136383j -0.000184565+0.000502253j 0.000261167+0.00138855j 0.00610139-0.00335219j 0.00218262+0.0106379j 0.00802676-0.00118116j 0.00404791+0.00365058j -0.00118813+0.00290079j 0.00571654-0.00151489j 0.000165196-0.00165432j -0.00543241-0.000843392j -0.00478997-0.00298961j 0.00450985-0.00611677j -0.00405327-0.00347195j 0.00405617-0.00161325j 0.00201917-0.000958013j -0.0042816-0.00248183j 0.00295057-0.00249643j -0.00323096-0.00395307j 0.00805786+0.00473457j -0.000412103+0.0010052j -0.00283127+0.00584331j -0.00587565+0.00574117j -0.00196492-0.0106122j 0.00351275-0.00287647j -0.0113014-0.00275293j 0.00138912+0.00267891j 0.00350104+0.000393069j 0.00142733-0.003275j -0.00122023-0.00325339j 0.00287047-0.000632336j -0.000761828-0.00398831j 0.00154335+0.00236349j 0.000714014+0.00263898j -0.00234908-0.00340814j 0.00831754-0.0022325j -0.00291041-0.00396938j 0.000686411-0.00208504j 0.000746975+0.00176173j -0.000372752+0.00187957j -0.00318199+0.00285958j -0.00451735+0.00122993j 0.00125369+0.00514294j 0.000159139+0.00259318j -0.00206248-7.60569e-05j -0.00320166+0.00133277j -0.0026537-0.000488473j 0.00152642+0.00321796j 0.00171346-0.00349447j -7.96417e-05-0.00108233j 0.000131193-0.00265133j 0.00451757-0.00128213j 0.000646475+1.98729e-05j 0.00160307+0.0013623j -0.00326089-0.00297511j -0.00199963+0.0023387j -0.00050573-0.00245744j -0.00197694-0.0024498j -0.000414691+0.00245083j 0.000332099-0.00395947j -0.00133969-0.00202752j 0.00272283+0.00214456j -0.00162899+0.000404032j -0.00165412-0.00479095j -0.00340512+0.00240744j 0.000235132+0.00236703j -0.00163943+0.00446743j 0.00487687+0.00097484j 0.00171956-0.000292184j -0.000698241-0.00172771j 
-0.00442884+0.000855855j 0.00169641+0.00436166j -0.00451489+0.00388407j -0.00106909-0.00389874j -0.00490745-0.00400296j 0.000421257+0.00109653j -0.000223914+0.00204862j -8.18405e-06-0.000813381j 0.00373144+0.000775181j 0.00036925-0.00278472j -0.00429298-0.00133777j -0.000520377+0.00461618j 0.00276043+0.000480239j 0.000382361+0.00322382j 0.000609694+0.00133117j 0.00079724+0.000772468j -0.00106893+0.00436054j 0.00206279+0.000221481j -0.000260902+0.00392015j 0.00161029+0.00186239j 0.00240538-0.00148621j -0.00542912-0.00180328j 0.00261996+0.000211639j -0.000723423-0.00378648j -0.00100926+0.00382243j -0.00181983+0.000542493j 0.000721443+0.00114526j 0.0047659+0.00385851j 0.00258585-0.000430101j -0.00149141-0.00135011j 0.00236244-0.00162761j -0.00424572-0.0020671j 0.00586726-0.000336234j 5.80885e-05-0.00839664j 0.00852996+0.00564484j 2.90423e-05-0.0117552j 0.00390828+0.00779514j -0.00191773-0.000315789j 0.00441331-0.00524868j 0.00291465+0.00490716j -0.00196509+0.00125791j 0.00417742-0.00115905j -0.00466941-0.000467097j -0.00743158-0.000767212j 0.00354915+0.00181179j -0.00288962+0.000421706j 0.00364072+0.000748296j -0.00161408-0.0030164j -0.00166376-0.000405128j -0.00483221+0.00266932j -0.00128411-0.00385818j 0.00471834-0.00656509j 0.00167264+0.00474187j 0.00131862-0.00286905j 0.00369754-0.000857326j -0.00451649+0.00337933j -0.00358348+0.000940424j -0.000990693+0.00223347j 0.00556865+0.00481737j 0.00510379+0.00412136j -0.00123433-0.00202004j -0.00672565-0.00327459j 0.00566336-0.0119177j 0.00799915+0.001163j -0.00765494+0.00168917j 0.00405224-0.00355855j 0.00509279-0.00215872j -0.00235448-0.00608347j -0.00297475+0.0109106j 0.0111182+0.00371264j -0.000743965-0.00438486j -0.00511323+0.000751586j 
-0.00653928+1.11685e-05j 0.000723567+0.00610298j -0.0028746+0.00166354j 0.00181219-0.00228094j -0.00233051-0.00541751j 0.00228402+0.00338888j -0.00175989+0.00429122j -0.000111274+0.000769597j 0.00482392+0.00135527j -9.88916e-05-0.0014626j -0.00409448-0.000900089j -0.0018462+0.00149888j 0.000822143-0.000839014j -0.000181243+0.00229996j 0.00247503+0.00146447j 1.5509e-05-0.00199441j -0.000998152+0.00347849j -0.00116769-0.000564037j -0.00156719+0.00328594j 0.00531992+0.00171737j 0.00260017-0.00321348j -0.0035016-0.0027579j 0.00349343+0.000503592j -0.0016498-0.00650574j -0.00149177+0.00755894j -0.00122671-0.00172536j 0.00424635-0.00151139j 0.00218376+0.00395778j 0.00479843+0.000538716j -0.00432478+0.000538731j 0.000892487+0.00196286j -0.000495343+0.000247401j -0.00072633-0.00354693j -0.00601598-0.00111303j 0.00510473-0.00286312j -0.000712139-0.00426985j -0.0054021+0.00302549j 0.00207528-0.00665024j -0.000391304+0.00543712j 3.41111e-05+0.000981843j -0.0030213+0.00665967j -0.00268631+0.000156318j -0.00539103+0.00358017j -0.000404673-0.000448884j 0.0021172+0.00684904j -0.00610771-0.00405647j -0.00305793+0.00376216j -0.0037669+3.35969e-05j -0.00352364-0.00357019j 0.000873327+0.000208154j -0.000829065+0.00635006j 0.00238977-0.00546455j -0.00458861-0.00451795j 0.00668171-0.00353117j 0.0056704-0.00123628j 0.00535227+0.00370301j 0.00124197-0.000616755j -0.00246507+0.0045378j 0.00270275-0.000611012j -0.00585638-0.00194843j 0.00943252+0.0114024j 0.00198773-0.0103587j -0.00439633-0.000477188j 0.00287039+0.00191456j 0.00135742+0.00224899j -0.00270642-0.00370973j -0.000643373+6.21861e-05j -0.00442443+0.00140344j -0.00202182+0.00293221j 0.00367358+0.00199748j 0.000656466-0.00306747j -0.00351023-0.000445777j 
-0.000925674-0.00130208j -0.00176034+0.000966306j 0.00217576+0.000313546j -0.00101622+0.00282999j 0.00730417+0.00148594j -0.0047829+5.43714e-05j 0.00185439-0.0071898j 0.00307366+0.000223695j 7.14042e-06+0.000209264j -2.67343e-05-0.00325845j 0.000814198-3.70903e-06j 0.00326123+0.00148342j -0.00431839-0.00187478j 0.00146376+0.00643249j 0.000850053-0.00236562j 0.00206084-0.00116055j -0.000888544+0.00312421j -0.00326849-0.00217986j 0.00392505-0.00063786j 0.0019018-0.000855154j 0.0037642-6.92279e-05j -0.00138623-0.000314814j 0.00139877-0.00522554j 0.00412027-0.00434038j 0.00431483-0.00256315j 0.00609356+0.000584127j -0.00157754+0.000999749j -0.00473475-0.00180627j -0.00592822+0.00091744j -0.00151856-0.00478538j 0.00143809+0.00258913j 0.00365772-0.00577325j -0.0033983+0.00363043j 0.000984308+0.00662157j 0.00011669-0.00932167j -0.000215932-0.00375507j 0.00138796-0.00222044j -0.000496006-0.00403106j -0.000588927+0.00562622j 0.00091031+0.0044322j 0.00393545-0.00139361j -0.00113026+0.00226655j -0.0060091+0.000525686j 0.000477084-0.000585832j 0.000381381+0.00583222j -0.00204305-0.00498881j -0.000687733-0.0041315j 0.00335999-0.00021508j 0.00238927-0.00359274j -0.00105608-0.000455823j -0.00279894+0.00604274j 0.00298885-0.00238485j -0.00101634-0.00612591j -0.00339098-0.00117056j -0.00345644+0.00248059j 0.0058313-0.00101718j 0.0100512-0.000846639j -0.000885096-0.00404596j 0.00384348-0.00138268j -0.00893599-0.00256901j 0.00795054+0.00240209j 0.00553766-7.82649e-05j -0.00653871+0.00107284j -0.00272385-0.00128317j 0.0073136-0.00432296j 0.00593902+0.00851422j 0.00250655-0.0097037j -0.00277875+0.00629754j 0.00166259-0.00551016j -0.00474621-0.00302806j 0.00375645+0.000302122j 0.000692198-0.00338846j 
-0.00300098-0.000810403j -0.00114206+0.00315812j 0.0060794+0.00280972j -0.0025152+0.0040983j -0.00624403+0.00798787j 0.00244772-0.00306296j -0.0008325+0.00392367j 0.00337078-0.00271362j 0.00404824+0.00435621j -0.00353085-0.00125644j -0.00459868-0.000197267j 0.00632213+0.00429942j 0.00914315+0.00403662j 0.00407513-0.00420357j -0.00405168-0.000877596j 3.1869e-06+0.00658391j 0.00101026+0.00233673j 0.0158924-0.00169163j -0.000364043+0.00184299j -0.00941119+0.00349898j -0.00143868-0.000922104j -0.00163169+0.00260413j -0.0024775+0.00304735j -0.00694887+0.00750697j 0.00347334-0.00534499j -0.00683406-0.00467308j -0.00393155-0.00168063j -0.00605394+0.00316481j 0.00156747+0.00600161j -0.00399704+0.000104577j 0.00427898+0.000749894j 0.00194424-0.00517725j -0.00312209+0.00127941j 0.00137101+0.00185416j 0.00456809-0.00103711j 6.86123e-05-0.00225427j 0.00215887+0.00245306j -0.00103947+0.00173437j 0.00342567+0.00432898j -0.00108249+0.00267206j -0.00925244+0.0047419j -0.00186381+0.00073931j 0.00148641+0.00492098j 0.00388378+0.000122209j -0.00141239-0.000704051j -0.00313373-0.00400184j 0.00103247-0.000760672j 0.00274958+0.00338913j -0.00467842-0.0033049j -0.000624436-0.00199315j 0.000665364+0.0144643j 0.00133328-0.00432482j -0.000602626+7.54698e-05j 0.00184018-0.00427174j 0.00265813-0.00614733j 0.00644772-0.00135354j 0.00109804+0.00310217j -0.00125842+0.000965463j 0.00284783-0.00294747j -0.00339501-0.00169098j 0.014862+0.00636016j 3.75003e-05-0.0101526j -0.00681145+0.000512913j -0.00104972-0.00403429j -0.00072755-0.00356357j 0.00516211-0.00121646j 0.0021974-0.00417458j -0.00175125-0.00395493j -0.00159947-0.00146226j -0.00121347+0.00286996j -0.00183369-0.000566641j -0.000586657+0.00168673j 
