-0.0013953-0.00783207j 0.00790503-0.00118712j 0.00605504-0.00506309j -0.00575322-0.00702389j 0.00533947-0.000927316j -0.00460083-0.00100185j 0.00320897+0.00628655j 0.00672651-0.00315574j -0.000289799+0.0023846j -0.000832013+0.00225856j 0.000310351+0.00356447j -0.00463497-0.00151071j 0.00385395-0.00476374j 0.00134863+0.0018427j 0.000720408-0.000893814j -0.00110593-0.00169276j -0.00198148+0.000721381j -0.00164394-0.00288932j 0.00230838-0.000678892j -0.00367099-0.00487529j 0.000411274+0.0020244j -0.000977789+0.00147396j 0.00230106-0.00436242j 0.00323502-0.000394887j -0.00215138+0.000816135j -0.00263676+0.000364742j 0.0010907-0.000166208j -0.000138007+0.00240487j 0.00011548-0.00208563j -0.00201224+0.00176721j 0.000740206-0.000544542j 0.00275366+0.00257796j -0.000351005-0.000532185j 0.00097837-0.00147847j -0.00274508-0.00143251j -0.0013103-0.00383887j -0.00272548-0.00150088j -0.00131772+0.00433586j -0.000735362+0.000924293j -0.00033751+0.00261747j 0.00070654-0.00174796j 0.00128939+8.92661e-05j 0.00157374-0.000320812j 0.000569578+0.000826309j -0.00134431-0.00322419j 0.003375+0.00128774j -0.00141079+0.000222538j -0.00132063-0.00236194j -0.000311546+0.000412096j -0.00262436-0.000493759j -0.000233994-0.00294244j -6.97888e-05+0.0025255j -0.000942332-0.000801498j -0.000586314-0.000252664j -0.00111154-0.00329506j -0.000233362+0.00108216j 7.80813e-06-0.000176191j 0.00182861+0.000940418j 0.00323502-0.00420672j -0.000727746-0.00107014j 0.00163189-0.000454993j -0.00212823-0.00336487j 0.00113917+0.00551482j -0.00499675-0.000176695j 0.00186069-0.00069292j -0.00688324+0.00926841j -0.0108827-0.00661954j -0.00936141-0.0087631j 1.4913e-05+0.00812076j -0.00101588-0.00427816j -0.00781374-0.00612179j -0.00144963+0.0076349j 0.00127194-0.00587144j 0.0107734+0.00516837j -0.00540472+0.00734589j -0.011363+0.0130906j 0.0145652+0.0124374j 
0.00258597+0.000471579j -0.00126405-0.00358164j 0.00386862+0.000207226j 0.00176316+0.00103281j 0.000148907-0.00260431j -0.000238462-0.00158363j -0.00295976+0.00335289j 0.000875153-0.0031737j -0.00132042+0.00122619j 0.00162692-0.00112341j 0.00360802-0.00185171j -0.00264655-0.00241277j 0.00125236+0.00359328j -0.00640392+0.000381788j -0.00376641+0.00199607j -0.00352905+0.00325458j -0.00545017-0.000296538j -0.00357285-0.00202164j -0.00285144+0.00134973j 0.00386217+0.0049884j 0.00133588-0.000553361j 0.00582005-0.0020201j -0.000259889-0.00314291j -0.000156338-0.0103172j 0.000499955-0.000406884j -0.00236882-0.00109778j 0.00273896-0.000328309j 0.00738482-0.00482249j 0.000437415-0.00126356j -0.00815129-0.00496608j -0.00757192-0.00917417j -0.00204227+0.00368318j -0.00641858+0.00450196j 0.00399381-0.00911796j 0.000536697+0.000789376j -0.00549735-0.00259045j 0.00558226+0.000641273j 0.00355475-0.0082814j -0.00573977-0.00876212j 0.00787532-0.000615309j 0.00277891+0.00714722j -0.00956813-0.00541479j 0.00886041-0.00881519j -0.00283172+0.0142091j 0.00244984-0.000395361j 0.00243436-0.00373367j 0.00813104-0.00589209j -0.000617958+0.00636567j -0.00744695+0.00460839j 0.00560129-0.000920363j 0.00454631-0.00118453j -0.000336367-0.0157498j -0.00512483+0.00220234j -0.00915928-0.00144278j 0.00891698-0.0121059j -0.000148905+0.00548118j -0.00514866-0.0125635j 0.00997393-0.00742777j -0.00189135-0.00259108j -0.00508744+0.00745256j -0.00588944+0.00155274j 0.00848747-0.00122276j -0.00382265+0.00455562j 0.00657176+0.00280799j 0.00226114-0.000997418j -0.00264373+0.00278997j -0.00420178-0.00453808j 0.00284011-0.00266288j 0.00301016-0.00111797j -0.00107785+0.00386869j 0.00408006-0.00206976j -0.000657308+5.38834e-05j -0.00183873+0.00535226j -0.0014532-0.000368463j 0.00511593+0.000289545j 0.000173878-0.000957406j 0.00314397-0.0018275j 
0.00187156+0.00189806j 0.00273797-0.00299631j 0.00414305+0.00270166j -0.0032106+0.00371558j 0.00233311-0.000391877j -0.00207807-0.00384547j 0.00324454-0.00338662j -0.00108803+0.00455472j 0.00270038+0.00154146j -0.0014304-0.00555312j 0.0017562-0.00132871j -0.00376491+0.00284032j -0.00232653+0.00755774j 0.00183422-0.000644093j -0.000650523-0.00224987j -0.00273004-0.000357967j 0.000888732+0.00485951j 0.00370545-0.000368589j -0.0021301-0.00389865j -0.00449995-0.00478865j 0.000862385+0.00237261j -0.00229833-0.00433532j 0.000908622+0.00906769j 0.00124427-0.000330601j 0.00438+0.00370341j 0.00421241-0.00142371j -0.00032345-0.000789558j -0.00355359-0.00109627j 0.00365314+0.00725587j -0.000998583+0.0041619j -0.00397879-0.00081994j 0.00140472+0.00307315j -0.000973995+0.00321164j 0.00113759+0.00474519j -0.00297125-0.00861412j 0.00250481+0.00287203j -0.00280617-0.00584005j 0.000659128+0.00980294j -0.000163636+0.00618169j -0.000705828+2.24263e-05j 0.00199656-0.00966239j 0.00132871-0.00304214j 0.0014516+0.00965886j 0.00312409-0.00885626j 0.00526273-0.00255472j 0.00136679+0.00187798j 0.000709961+0.0113066j 0.000368263-0.0058848j -0.00239364+0.000235578j 0.00464428-0.000869882j -0.000472697-0.0136709j -0.00687525+0.00879938j -0.00277053+0.00243151j -0.0033599+0.00779727j 0.000746565+0.00928632j 0.00991184-0.00470547j 0.00195582+0.00929295j 0.00178511-0.00200065j 0.000190422-0.00255512j -0.00316394+0.00239686j -0.00251955+0.00723891j 0.0105937+0.000979433j -0.00436127+0.00426942j -0.00295374+0.00862039j 0.00442024-0.00682997j 0.00215089+0.00406483j -0.00137072+0.000278846j -4.44142e-05-0.0012973j -0.0036054-0.00207166j -0.00274965-0.00253698j 0.00441777-0.00101875j -0.00128322+0.00866233j -0.00393968-0.000810499j -0.0029832+0.00446242j 0.00126621-8.04011e-06j 0.00561945-0.00191993j 0.00173804+0.00422549j 
0.00374633+0.00311852j 0.00184842-0.00538757j 0.00525446-0.000143553j -0.00128672+0.00772656j 0.00400859-0.00478136j -0.00226951+0.00271194j -0.00212944-0.00615886j 0.00167381-0.00234661j 0.00117593-0.00254347j 0.000121292+0.000968058j 0.00192953+0.00602914j -0.00212884+0.00291853j 0.000508263+0.00128731j -0.000576812+0.000990832j -0.00473526+0.000222263j 0.000626606-0.00352066j -0.00248812+0.000754644j 0.000339927+0.00435787j -0.00130147+0.000966916j -0.00133227-0.00412341j 0.00327393-0.00572156j 0.000563275-0.00253539j 0.00354253-0.00255272j 0.000963259+0.00164795j -0.00116919-0.00371187j 0.000635047+0.000270085j 0.00443352+0.000117841j -0.00379471+0.00442921j -0.000871621+0.00570399j -0.00290738+0.0067276j -0.00447371-0.0033049j -0.00383464-0.00506527j -0.00267358+0.0141731j 0.00286867+0.00281646j 0.000763425+0.00255767j 0.00508863+0.00431256j -0.00420388-0.00292952j -0.00464405+0.000142155j 0.00581173+0.00182197j -0.00813744-0.00330317j 0.00200962+0.00408223j -0.00268189+0.00762358j -0.000397107-0.00612487j -0.00384637+0.00774556j 0.000939387-0.00162528j -0.00695188-0.00358242j 0.00025101+0.00120513j 0.00376229+0.00306366j 0.00080189-0.0027719j 8.37714e-05-0.00240938j 0.00202659+0.00465093j 0.00158454+0.00233746j -0.00630649+0.00204719j -0.000844448-0.00630528j -0.00631584-0.00363214j 0.00242559-0.0122298j -0.0085721-0.00472433j -0.00142365-0.00782679j 0.00312253-0.0115212j -0.00386773-0.00448361j -0.00247597-0.00116449j 0.00222739+0.00707501j 0.00495185-0.0080675j -0.00431057-2.54458e-05j -0.00229299+0.00174296j -0.00827109+0.000526907j -0.00237624+0.00291906j 0.00254531-0.0117585j 0.000595939+0.00336506j -0.00203132+0.000728886j -3.42065e-05+0.000482162j -0.000966089+0.0030858j -0.00274606-0.00290531j 0.00112583+0.00459399j 0.00148395-0.00530777j 0.00283895-0.00763384j 0.00561878+0.00219372j 
-0.000164884+0.00317467j 0.00448799+0.000437841j 0.000505518+0.00160441j -0.000611376+0.00328799j 0.000355233-0.00207237j -0.00335435+0.00387688j 0.00108154+0.0013258j 0.00448555+0.0024827j -0.00114063-0.0103939j -0.000315278+0.00168529j 0.00136837-0.00143052j 0.00124003-0.00281849j 0.00121288+0.00251112j 0.0029243-0.00373615j -0.000668652-0.00392868j 0.000551382+0.00927979j 0.00122438-0.00792423j -0.00538933-0.00123683j 0.00163091+0.00112876j 0.00158715+0.000421717j -0.00208769+0.00236164j -0.00182721-0.00301092j -0.00199429+0.0032946j 0.00268239-0.00629888j 0.0016596+0.0025376j -0.00130833-0.000898821j 0.00156926+0.00233554j -0.00238713-0.00597444j 0.00946845+0.00494183j -0.00276941+0.00147825j -0.00357516+0.00654494j 0.00221054-0.0018442j -0.00209887-0.00918126j -0.00795535-0.00289136j 1.01922e-05+0.0020671j -0.00343784-7.0342e-05j 0.00357898+0.00602246j 0.00476803-0.00167251j -0.0058257+0.00067727j -0.00293516+0.00180996j -0.00423251+0.00133016j -0.00363366+0.00145748j 0.000865655+0.0041931j -0.00689611-0.00230839j 0.00637336+0.0105453j 0.0088223+0.0029648j -0.00243064-0.00916734j 0.00514553+0.00179326j -0.00413949+0.00559781j -0.00865957+0.00450897j -0.00730953-0.00305614j -0.00464689+0.0011364j -0.00445565+0.0119168j 0.00250708-0.00321881j 0.00361156-0.00131954j -0.00168293-0.0018291j -2.70752e-05+0.00210221j 0.00413995-0.00260798j 0.00167819+0.00336821j -0.00115339+0.00126044j 0.0018085-0.0049088j -0.00595843-0.00529434j -0.00394592+0.00310233j 0.000910746+0.00354879j 0.00199912+0.00828963j -1.84528e-05-0.00394928j 0.00270345-0.000357615j 0.0020952-0.0071008j 0.00783377-5.51236e-05j -0.000457877-0.00408721j 0.00256769-0.00277309j -0.00217606+0.00301842j -0.00300202-0.00150287j 0.00259035+0.000845739j -0.00240325-0.00412813j 0.00402946-0.00169187j 0.000473445+0.00765014j 
0.000339833-0.00395237j 0.00243494-0.000928664j 0.000581412-0.00336511j 0.00261582+0.000964882j -0.000379218-0.00280709j -0.00436754+0.00205548j -0.0026137+0.00328202j 0.0012022+0.00212279j 0.00225482+0.00315585j 0.00345542+0.00530552j -0.00166894+0.00325405j -0.00239961-0.00116299j 0.00141972-0.00475756j 0.0069724+0.00082784j -0.00125669-0.00298891j 0.00442732-0.00254087j 0.00212585-0.00476028j 0.00109663-0.000788619j 0.000648723-0.00194412j -0.00192763-0.00374403j 0.000275753+0.00594506j -0.0057616+0.00187924j 0.00127235+0.0115014j -0.000291805+0.00592596j -0.00176554-0.000233131j 0.00176372+0.00360335j -0.0002585-0.00318983j -0.00352936+0.00434485j 0.00327588+0.0143384j 0.00470749-0.00100023j 0.00143555+0.00679591j 0.00289196-0.000894324j -0.00078322+0.00442821j -0.00334752+0.00940182j 0.00446138-0.000901235j -0.000950053+0.00494196j 0.0102196-0.00620146j -0.00560811+0.00746051j -0.0002587+0.00440173j -0.000716165-0.00107727j -0.0058103+0.000572812j 0.00353181+0.0104991j 0.00350569-0.00163919j -0.00819745-0.00741253j 0.0059846-0.000745675j 0.00476111-0.00184214j 0.000417396-0.0138412j -0.00506975+0.00817267j 0.00462968+0.00634168j 0.00453306-0.00143247j -5.61615e-05+0.00170257j 0.00453988-0.00404183j -0.00612839-0.000597359j -0.00566247+0.0128828j -0.000440728+0.00317191j -0.00481108-0.000200159j 0.00119767+0.000815587j -0.000128864+0.00478106j 0.00465425-0.00692678j -0.006137+0.00112986j 0.00376548-0.00156985j -0.00335425-0.00149839j 0.000896334+0.00061363j -9.76701e-05-0.00433106j 0.00337543-0.003097j -0.00394225+0.00670281j 0.00435115-0.00311385j 0.00377854-0.000580084j -0.00322942+0.00276617j 0.00240846+0.00839178j 4.69198e-05-0.0046558j -0.00115149-0.00726503j -0.00182389+0.00304731j 0.00176054-0.000326674j -0.00166604+0.00404167j 0.000112415-0.000231641j -0.000768301-0.00456641j 
0.00062599-0.00416692j -0.00567247-0.00220639j -6.66071e-05-0.00245402j 0.00151031+0.00143132j 0.00416375+0.000695073j 0.000149659+0.00796397j -0.0051413-0.00130612j 0.00221588-0.002448j 0.00329086+0.000777964j -0.000772659+0.00288172j -0.0014282-0.00261634j 0.00374832-0.00243067j -0.00575811+0.00353172j 0.00178849+0.00309247j -0.00865358+0.0033268j -0.0029612-0.00190586j -0.00104929-0.00823564j -0.000617008+0.0035119j 0.00298169-0.00779342j 0.00102794-0.0071323j 0.00740796+0.00259183j -0.000973189+0.0063493j 0.00701498-0.00280247j -0.00182786+0.0022996j -0.00468737+0.00621235j 0.00353551-0.000360052j -0.00359102-0.000792235j -0.00160151-0.000849597j -0.000585676+0.000795004j 0.0053864+0.00955746j 0.00147769+0.00560639j -0.00666029+0.0026095j 0.00102688-0.00465947j -0.00656878+0.00149258j 0.000834034+0.000766212j -0.00279844-0.00273641j -0.00444529-0.00539198j 0.00168423-0.000370163j -4.0861e-05-0.00314792j -0.000172274-0.00304854j 0.000174683-0.0072947j -0.00439463-0.000319392j -0.00503187+0.00769865j -0.00107606+0.000553686j -0.00467367+0.00490829j -0.00811929-0.00394733j -0.000759+0.00421618j -0.00020621-0.0054663j 0.00115736+0.00421556j 0.00133902+0.00606375j -0.00205701-0.00238226j 0.000380526+0.00327173j -0.00351563+0.000173863j -0.00318237-0.00780373j 0.00516264-0.00121752j -0.00712322+0.00101775j -0.00467891-0.000391228j -0.00153076+0.00211367j -0.0019808-0.00651439j -0.000313563-0.0009549j -0.00136475-0.00345992j -0.00384481+0.00555675j -0.00524134-0.00691976j -0.0035475+0.00969091j -0.000441421+0.00285904j 0.00194329-5.1749e-05j 0.00236824-0.00160502j 0.00696596+0.000158245j 0.0010899+0.00315163j -0.00449116+0.00357944j -0.00654158+0.00171322j 0.00143033-0.00203524j 0.000363761+0.00224711j -0.000839094+0.000989404j 0.00434964-0.00204148j -0.00490918-0.00043462j 0.0028214-0.00586212j 
-0.00163274-0.00434187j -0.00817419+0.000442747j -0.00224558-1.84369e-05j -0.00157807-0.00342822j 0.00219966+0.00140518j 0.00136324+0.00374851j -0.00582785+0.0019622j -0.00393056+0.00190476j 0.00415703-0.00171064j 0.000197689+0.0024624j -0.00193256+0.00442467j 0.00315378+0.000212592j -0.00289168-0.00371621j -0.00363878-0.00224939j 0.000437569-0.00611944j -0.00333677+0.00487064j -0.00607176-0.00195845j -0.00072044+0.000226205j 0.00322713+0.00298118j -0.00383818-0.0013629j 9.0577e-05+0.00117779j 0.00512796+0.0024573j 0.00317582+0.002021j -0.000667522-0.00361013j -0.00304681-0.00504969j -0.00463182-0.00397652j 0.0036168-0.00103732j -0.000504342-0.000193221j 0.00172289+0.00037051j -0.000119799-0.00602365j -0.00750924-0.00104013j -0.00126701-0.000697843j -0.0011807+0.000107373j -0.00799227-0.00600628j -0.00108054+0.00313579j -0.00237002-0.00393259j -0.00176736-0.00279479j 0.00124365-0.00401123j 0.00652357+0.000347036j 0.0101829-0.00579345j -0.00369656-0.00226082j -0.0034469-0.00088902j 0.000831186-0.00380756j -0.00317952-0.00153534j -0.00353331-0.000797969j 0.00316977-0.00259757j -0.000241451-0.00218486j -0.00471859+0.00448061j 0.00575251+0.0106521j -0.00599052-0.0052678j -0.00363089-0.00924298j 0.00396644+0.00394591j -0.00297398-0.0021108j -0.00495615+0.00909774j 0.000328464-0.000956436j 0.00173612-0.012038j 0.00568461-0.00644113j 0.00304053-0.00824652j -0.000293506-0.00478681j 0.00464212+0.003279j 0.00528128+0.00303286j 0.000871736-0.000679987j -0.00855779+0.00553568j -0.0067254-0.00173423j -0.00285047+1.15656e-05j 0.00239011+0.00143147j -0.000327947+0.000803474j 0.000654827-0.00592933j 0.00474039+0.00229033j 0.000349992+0.00101189j -0.00216072+0.00201824j 0.000354771-0.0026547j 0.000742108-0.00459599j 0.000103717+0.00580461j 0.00278132-0.00707314j -0.00450186+0.00390313j -0.000930241-0.00406451j 
0.000288699-0.00193446j -0.00288742+0.000599338j -0.000980315-0.00160842j 6.4243e-05+0.00125899j 0.00314509-0.00246397j 0.00290527+0.00278498j -0.00196884+0.00245188j -0.0011096+0.00257047j -0.000233207-0.00705052j 0.00212818+0.000612033j -0.0040518+2.2514e-06j -0.00258151+0.000113561j -0.000756682+0.00107006j 0.00193963-0.00535503j -0.000737515+0.00256894j 0.0066481+0.000837357j -0.000406452-0.000790969j 0.000285939-0.00329284j -0.00605282+0.00671057j -0.00251623-0.00513045j 0.00682092+0.00411582j 0.00198679+0.000313893j 0.00425342+0.00189955j 0.00259924+0.00911653j -0.00352273+0.00551935j 0.00867937+0.00781245j -0.00617969-0.00122958j 0.00337324-0.00135411j -0.00104151+0.00624559j 0.00313391-0.00332411j -0.00415409-0.000325743j 0.00364063-0.00474508j -0.00165314-0.0047j -0.00577793+0.00715548j -0.000413923+0.00519379j -0.00262851+0.00262287j 0.00257189+0.00524663j 0.000850935+0.00678174j -5.06711e-05+0.0107654j 0.00422225+0.00105406j -0.00432993+0.00242422j -0.00195979+0.0101809j 0.00338729+0.000949053j 8.77252e-05-0.00236289j -0.00451619-0.00205755j -0.00195368+0.00783666j 0.00896098+0.00344629j -0.00276295-0.0105378j -0.0018298-0.00441702j -0.0031534+0.00056385j 0.00508503-0.0109927j -0.0122924+0.00419888j 0.00186532+0.00379874j -0.00350804+0.00126783j -0.00119615+0.00594612j -0.00142232+0.00651115j -0.00382376-0.00414111j 0.00124312+0.000254008j -0.00951016+0.00702347j 0.00190638-0.0101022j -0.0022354+0.00295113j -0.000857907+0.00767213j -0.0037175-0.000302069j 0.000221662+0.000370176j -0.00407784-0.00704068j 0.00601686-0.00185978j 0.00195068-0.00495838j -0.00240168-0.00201822j 0.000355774+0.000314005j 0.00110672+0.000670402j 0.00134156+0.00534797j -3.24737e-05+0.00397891j -0.000623363+0.0012339j 0.000864468-0.000709064j 0.00267116-0.00216543j -0.00244745+0.000356069j -0.000408349-0.00126522j 
-0.00170558+0.00145794j -0.00204047+0.000792049j -0.00362013+0.000806266j -0.00119388-0.00190449j 0.00172557+0.00359106j 0.000188626+0.00383107j -0.0031454+0.00218525j -0.00180381-0.00125979j 0.00369417+0.000274385j 0.000904856+0.002536j -0.00203355-0.00508382j 0.00670003-0.00159663j -0.000393004-0.00759307j 0.00240047-0.0055061j 6.72602e-05+0.00722276j -0.00340585-0.00106278j 0.00154717-0.00413718j 0.000646369-0.00161687j -0.00528249+0.00271633j 0.00358048+0.00712066j -0.00437333-0.002907j -0.00568608-0.000134813j -0.00102213-0.00122873j 0.00019633+0.0050603j 0.00569194-0.00309569j 0.00286322-0.000622712j 0.00613742+0.00124076j 0.00128591+0.00059057j -0.00598635+0.0113931j -0.00542285+0.00406566j 0.00460082+0.0017463j 0.000363991-0.00373289j -0.00545289+0.00124519j 0.00432915-0.00651679j -0.0012963+0.000193606j -0.00661114-0.000349957j -0.00614003+0.00378321j 0.000495194+0.000996538j 0.000554872+0.00657467j 0.00242097+0.00790628j -0.00124303+0.00170418j -0.00818572+0.0064155j -0.00346164+0.00500879j 0.00047234-0.00343037j -0.00349685-0.00454615j 0.00183688-0.00327817j 0.00355174-0.000999241j -0.000566548-0.00776992j -0.00412715+0.0087723j 0.00442936-0.00313979j 0.00393519-0.00415984j -0.00632832+0.00610259j -0.00163613-0.00361242j -0.00166392-0.00111596j 0.00463066+0.00628594j 0.0181048-0.00403837j -0.0133262+0.00150956j -0.00476743+0.0016085j -0.000327136+0.00189706j -0.0145618+0.0049031j 0.00597981-0.00333643j 0.0039249+0.00227703j -0.00133359-0.00592697j -0.00246333-0.00809065j -0.00163633-0.00862182j 0.000874201-0.00270887j 0.00125395+0.00555464j -0.000131941+0.000592751j 0.00132502+0.00397303j -0.00244431+0.00124052j -0.00585568+0.00714837j -0.00182485-0.00450737j -5.77009e-05-0.0036833j -0.000258108-0.000217364j 0.000972979-0.000192194j -0.00378729+0.00322893j 0.000609587+0.0015411j 
-0.00079899-0.00234678j -0.00218183+0.000841133j -0.000732647-0.00214604j 0.00285776-0.000159036j -0.0014621-0.000797038j 0.00306211+5.20199e-05j 0.00161617+0.000388269j 0.000603178+0.00286058j -1.04173e-05-0.000379135j -0.000294908+0.00134141j -0.0020443+0.00113928j -0.00280534+0.00253678j 0.00127443-0.00164793j -0.000304289-0.00121883j 0.00343876-0.00157519j 0.00328284+0.00409997j -0.00084054+0.00680971j 0.00117367+0.0025792j 0.00243178-0.00350442j -4.66108e-05-0.00246969j 0.00387811-0.000898568j 0.00134177+0.0026101j 0.00375993+0.000476867j -0.00139272-0.00537247j -0.00427441-0.00656263j 0.00132823-0.00478706j -0.00365069-0.00567052j -0.00378612+0.00588598j -0.00243507+0.00752117j 0.00259582+0.00202424j -0.00515472-0.00646916j 0.00084938+0.010047j -0.000583477+0.00916512j -0.00476708+0.00144939j 0.00141474-0.00388991j -1.49119e-05+0.000445417j -0.000126815+0.0024025j -3.14142e-05-0.0023877j 0.0022631-0.00831793j 0.00351992+0.00552921j -0.00454475+0.00405714j -0.00250875+0.00594714j 0.000513011+0.00830238j -0.00367997+0.0116614j 0.00298317+0.00129785j 0.00213823-0.00325334j 1.63773e-05+0.000658408j 0.00101363-0.00234995j 0.00753963+0.00669083j -0.00567221+0.00448993j -0.00383449+0.00458442j 0.00226365-0.0106218j -0.00229521-0.0050131j -0.00291285-0.00746932j -0.000205763-0.00964856j 0.00410931-0.0109613j -0.00511669+0.0102556j 0.000139651+0.00213972j 0.0008065-0.000355263j 0.000695943-0.00446015j 0.00268113+0.00679535j 0.000977247+0.00181116j -2.01115e-05+0.00643996j -0.00348034+0.00130236j -0.000667303-0.00774733j -0.000172529-0.00164693j 0.00258588-0.00738304j -0.000380659+0.000782698j -0.0013935-0.00130464j 0.0035-0.000437493j -0.000548753-0.00123336j 0.00126858-1.01936e-05j 0.000752616+0.00403481j 0.00224721-0.00067309j 0.000903478-0.00181653j -0.000932814-0.000386712j -0.000820725-0.00299693j 
-0.00162492+0.0011078j 0.00238151+0.00611861j -0.00201984+0.00546312j -0.00269179+0.0019076j 0.00144459+0.00459975j -0.00115862+0.00711118j 0.00121387-0.00022869j 0.00184359+0.000118462j -0.00396986-0.00227697j 0.00151291+0.00254578j 0.0020545-0.00594523j -0.00234405-0.00365029j 0.00232386+0.000396081j 0.00114488+0.0037008j -0.00145613+0.00669695j 0.00263849+0.0012883j 0.00308939-0.000794676j 0.00239928+0.00354763j 9.64917e-05-0.00134068j 0.000340231+0.00333591j -0.000407509-0.0042401j -0.00105767-0.00179474j 0.00122791-0.00869419j -0.00160335+0.00173293j 0.000179853-0.00912868j -0.00288769-0.000448991j 0.00105836-0.00534662j 0.0042414+0.0115778j 0.00385263-0.00180574j -0.00192979+0.00109327j 0.00468357-0.000407691j 0.00495842+0.00320295j 0.00247076-0.00035382j -8.97071e-05-0.00111976j -0.00019018+0.000479618j -0.00392197-0.010453j 0.00049797+0.000936993j -0.00630105-0.0018463j -0.00234405-0.0128625j 0.00374382-0.00481788j -0.00278583+0.00508758j 0.00454894+0.000351835j 0.00500743+0.000247317j 0.0019011-0.00082965j 0.000681534-0.00190885j 0.00239714-0.00439468j 0.0041663-0.00390249j -0.00198403-0.00173217j 0.00780539+0.00815211j 0.00183774+0.00551566j 0.00155746+0.0009764j -0.0036623-0.00740439j -0.00179202-0.00228497j 0.00574569-0.00183487j 0.00572496+0.00855187j -0.00152491-0.00813388j -0.00477712+0.00273857j -0.00245275+0.00254622j 0.000671181-0.00317666j 0.00740197-0.0151135j 0.00196721-0.00259021j 0.00162818+0.00539521j -0.00218949-0.00159936j -0.000976686+0.00208212j -0.00050866+0.000789622j 0.00088638+0.00124617j 0.00184641-0.002149j -0.00576869-0.00556997j 0.00137305-0.00435992j -0.00186187+0.00319722j -0.00155367+0.00309418j -0.0034249-0.000465883j -0.00330193-0.00123723j 0.00094131-0.00210912j -0.0026923-0.00143847j 0.00400986+0.00234598j -0.000678321+0.00528556j 
0.000805548-0.00320598j -0.000918474-0.000337296j -0.00111541+0.00656859j -0.00146323-0.00150005j 0.00145324+0.000276631j 0.000478496+0.000284893j 0.00229073+0.00472584j 0.00265473+0.00384358j -0.00195477+0.00538818j -0.000214519-0.00388247j 0.00128703+0.0057695j 0.00441396-0.00718459j -0.00254814+0.00457991j 0.000298037-0.00716844j 0.00101743+0.00199755j -0.00249014-0.00312217j 0.00614614+0.00130908j 0.000440024-0.00181662j -0.00653331+0.000927808j 0.00228985-0.00343398j -0.00301577-5.66478e-05j -0.00091718+0.00242252j -0.00121768-0.00123516j -0.00107688-0.00780996j 0.00103258+0.000173673j -0.00150288-0.00190342j -0.000177885-2.40043e-05j 0.00506173+0.00219649j 0.00201-0.00121032j 0.00684625+0.0154677j 0.00345012-0.0130248j 0.000319518+0.0018413j 0.00453159+0.00767662j 0.00358002-0.00587488j 0.00230337+0.00639853j -0.00239079-0.00369267j -0.00441361+0.00803664j 0.00313941-0.00409301j -0.00380217-0.0051658j -0.00357335+0.000446464j 0.00250197+0.00599613j 0.00309942+0.0115174j -0.00347815-0.00767979j 0.00366818-0.0067862j -0.00276507+0.00118529j -0.00445277+0.00371435j 0.00180892-0.0133304j 0.00116001-0.00235211j 0.00470154+0.00638031j 0.00183779-0.00764062j -0.0066057-0.00745652j 0.00285782+0.000855387j -0.000104268-0.00375557j -0.0027478-0.00663401j 0.00309439+0.00558697j -0.00138311-0.00107696j 0.00333018+0.000164284j 0.00047794+0.0100703j -0.00772332+0.00411972j -0.00338576+0.00221907j -0.00620104-0.00233427j 0.00701764-0.00665636j -0.000727428+5.25205e-05j 0.00394482+0.00625959j -0.00511032-0.00674632j -0.000644915+0.000746538j 0.000540083+0.00176292j -0.000176807+0.00917352j 0.00180549-0.00167318j 0.000734191+0.000163097j 0.00335102+0.00101319j -0.00302574+0.00311288j -0.000683182+0.000100373j -0.000330168+0.0033288j -0.00015358+0.00125448j -0.000939091+0.00310356j -0.0016914-0.00221274j 
