0.00545895+0.00440402j -0.00496718+0.00575605j -0.00304363+0.00646752j 0.00604037+0.00309148j -0.00161326+0.00255875j -0.00287992+0.00344811j 0.00522046+0.00268652j -0.00135885+0.00548527j -0.00274815-0.00084318j -0.00109742-0.00084343j -0.00492668+0.000438741j -0.00165236+0.00388746j 0.00179822+0.00240048j -0.00117104+0.00406846j 0.00303581+0.00240584j 0.00207447+0.00241042j 0.000644671-0.00277407j -0.00333344+0.00136144j 0.000474905-0.00267749j 0.00469003-0.00144734j 0.00213078+0.000827846j -0.000750758-0.000686617j -0.00126169+0.00499457j -0.00245946-0.000543543j -0.000802635+0.000583708j 0.00259281+0.00350138j 0.00191226-0.000885383j -0.0014419+0.000306303j -0.000975381-0.00458999j -0.00108955+0.000126314j 0.00347194+0.0010218j 0.00126057-0.00225344j 0.00172393+0.00119508j -0.00150093-0.000544357j -0.00239704+0.000252368j -0.00233732+0.000181825j 0.00151276+0.000942022j 0.0020121-0.000691985j -0.000186402+0.00100311j 0.00116302+0.0033383j -2.86135e-05-5.14254e-05j -0.00224245-0.00152958j -0.000694142+0.00109832j -0.000656008-0.00252372j -0.000507134-0.00324162j 0.00264313-0.00106847j 0.00235203+0.000546885j 0.00310565-0.00291762j -0.000332354+0.00406703j -0.00874175-0.00317523j -0.00315653+0.0113265j 0.0053768-0.00200007j 0.00991144+0.00471367j -0.0019567+0.00978663j -0.0154513+0.018621j 0.0179281+0.014988j 
0.00144232-0.00116606j -0.000421339+0.0014626j 0.00107231-0.000796781j 0.00090615+0.00104846j -0.00165354+0.00102125j 0.00183726-0.00280302j -0.00221133+0.00137898j -0.000990087-0.000248261j -0.00261858+0.00389026j 0.000140884-0.00237002j -0.00270336+0.00599026j -0.0019993-0.00117262j 0.00535375-0.00439732j 0.00408576-0.0066565j 0.00374884-0.00626635j -0.00244561+0.000468433j -0.00168412-0.00355023j -0.00248063-0.0108015j 0.00615006+0.000539882j -0.00328337-0.0093788j -0.00206703-0.00719916j 0.000439157-0.00372863j 0.00324517-0.00610823j -7.96169e-05-0.00286084j 0.00469106+0.00635338j -0.00290982-0.00662412j 0.000528858-0.00534176j -0.000839175-0.00200017j -0.00225634-0.00242082j -0.00450442+0.00200298j 0.0040539-0.0115206j -0.00200445-0.00117481j 0.00675602-0.00042099j -0.00626838-0.000471462j 0.00386619+0.00262798j 0.00435916-0.0152124j -0.00333118-0.0108963j 0.00487935+0.00550453j -0.0113123+0.00871238j -0.0127027+0.011358j 0.00481832+0.00445578j -0.000642976-0.0110844j -0.0107109-0.00368871j -0.0115781-0.00149956j 0.00459511+0.00272677j -0.0105207-0.00821532j -0.00581932-0.00314615j -0.00185958-0.00773433j -0.000111339+0.00430971j 0.00140203+0.00678911j 0.00487636+0.00445663j 0.0022515+0.00463555j 0.000151769+0.00182433j 0.00162747-0.00108264j 0.00115526+0.00167365j 0.00168787+0.00420209j 
-0.00187752-0.00625978j -0.00511939+0.00401333j -0.00387792-0.000174093j 0.00190857-0.00681617j -0.00405173+0.00392225j 0.00145393+0.000861614j -0.00126543-0.0011585j -0.00097535+0.00219434j -0.00263151+0.00282724j -0.000458021+0.00171271j 0.00185829-0.00250627j -0.000974294+0.000989844j -0.00257621-0.00291845j -0.00449159-0.00280452j 0.00259193-0.0051375j -0.00208114+0.00139907j -0.00158015-0.0024611j 0.00387525-0.000831347j -0.00484338-0.00235462j 0.000139371-0.00486276j -0.00276418-0.00124662j 0.00141692+0.00370408j -0.00037384+0.00592281j -0.00145757-0.00534304j -5.82823e-05-0.00109319j -0.00231114-0.00305769j -0.00202837-0.000265542j -0.00742745+0.00356202j 0.00626516-0.00314591j 0.0010013-0.00421589j -0.00521212-0.003332j 0.00156056+0.0105075j -0.00241643+0.00330716j -0.00893468-0.00204519j 0.00172107+0.00974291j -0.00279685-0.00425348j -0.00281371+0.00972175j 0.00271827-0.00410942j -0.00254709+0.0018163j -0.00523637+0.000758795j 0.00507192+0.00536389j -0.0033287+0.00581918j 0.0014087+0.0108292j -0.00638226+0.00635658j -0.0103269-0.00419069j 0.00316956+0.00417861j -0.00675044-0.00569961j -0.00509695+0.00224089j -0.00231538-0.000467229j 0.00282744+0.0043559j -0.0020539+0.00424412j -3.42625e-05-0.00183049j 0.00250432+0.00159433j 0.00123682-0.00175275j 0.000235261-0.00766129j 0.0070293+0.0016632j 
0.00263997+0.00115835j 0.00190957-0.0021084j 0.00270427-0.000451297j 0.000220529+0.00259211j 0.000535973-0.00358071j 6.01092e-05-0.000723843j -0.00311828-0.002562j -0.000255638+0.00243405j 0.00094787+0.00128062j 0.00225986+0.000201705j 0.00341784+0.00335079j 0.00264228+0.00599287j 0.00200559+0.00340853j 0.00169751+2.43049e-05j -0.00110498-0.00173653j 0.00155016+0.00330256j 0.00290858-0.00230564j -0.0014943-0.00525929j -0.00943993-0.0049793j -0.00330057+0.00235163j -0.00349529+0.00650784j 0.00218636-0.00523137j -0.00859815+0.00629281j -0.00263894-0.00400727j 0.00117669+0.0011049j 0.00279473-0.00218444j 0.000417239-0.00745352j 0.00424049-0.00218357j 0.00138093+0.00289111j -0.00323072+0.00695535j -0.00542795+0.00532017j 0.0047861-0.00509767j -0.00732256-0.00514766j 0.000527198-0.00376616j 0.00175928-0.00049894j -0.00520033+0.00268704j -0.00143384+0.00281159j -9.4558e-05+2.28188e-05j -0.00651423+0.00354744j 0.00911403+0.00539797j 0.00243435-0.0050992j 0.0029305+0.00455402j 0.00459737+0.000877166j -0.0070895+0.00246683j 0.00624035-0.00360334j 0.000558319+0.00431816j 0.00198092+0.0126515j 0.00163119+0.00675408j 0.00278781+0.00411574j -0.00359511+0.00352171j -0.00196744+0.000720214j 0.00181655-0.00389159j 0.00245309-0.000965332j -0.00292637+0.00127748j -0.000243932-4.41094e-05j -0.00198739-0.000834905j 
0.000508136-0.00101287j -0.00136596+0.000942138j -0.00128645+0.00245957j -0.000950822-0.000562294j -0.000546609+0.00215365j 0.00465117-0.00407136j 0.00469347-0.00236044j 0.000402431+0.00405622j 3.12332e-05+0.0013882j -0.00241413+0.00198161j 0.00192339+0.0032521j -0.00673006-0.00029982j -0.00233939+0.00332333j -0.00232876-7.41026e-05j -0.00429237-0.00517194j -0.00145223+0.00211586j 0.00512146+4.25429e-05j 0.00291649+0.000533714j 0.00233125+0.0038896j 0.00135194-0.00190578j 0.000653784-0.00700315j 0.00108667-0.00103601j 0.00255461-0.00679723j 0.000809151-0.00378012j -0.00590422+0.000847596j 0.000575397-0.00896593j -0.00162824+0.000550403j -0.00598356-0.00429728j -0.00129957+0.00815898j 0.00348163-0.00328628j -0.000175192-0.00981186j -0.00236727+0.00876688j -0.00768083-0.00546786j -0.000866133-0.0105172j 0.000777047+0.000714084j -0.00762619-0.00903369j 0.00555535-0.0161897j 0.00509135+0.00649377j 0.00824751-0.00857516j 0.00522383+0.00519078j -0.00301702+0.0100509j -0.00493926-0.00978324j 0.00163304+0.00852519j 0.00115015-0.00434265j -0.000816621-0.00141488j -0.00171927+0.00731455j -0.00360023+0.00422291j 0.00340418+0.000243423j -0.00120105+0.000376393j -0.00623494-0.00486488j 0.000399557+8.3095e-05j -0.0033771+0.000934609j 1.57951e-05+0.000334363j -0.00102443-0.000794236j 0.000247806-0.000135697j 0.000277764-0.000453377j 
-0.00169147-0.00322882j -0.00366875+0.00372987j -0.00273528-0.00550903j 0.00316261-0.00336893j -0.00440117-0.00318235j 0.00173295-0.00051781j -0.00179775+0.000653839j -0.000361793+0.00139331j 0.000874478-0.00234249j -0.000403648-0.00257857j -0.00355363-0.000201344j 0.00239632-0.00424542j 0.00064472-0.00230294j -0.00140343+0.000430865j 0.00154933+0.000770086j 0.00363353-0.00132074j -0.00166387-0.00131169j -0.00194162-0.00280374j -0.00412354+0.00549917j -0.00180404-0.00385814j 0.0060054+0.00282248j 0.000134162-0.00275425j 0.00407866+0.00971286j 0.00505072-0.00303216j 0.00345543-0.00765137j 0.00278938-0.00665571j -0.000548548+0.00175772j 0.00379669-0.00307329j 0.00782267+0.00415077j -0.0011051+0.00113128j -0.00035896+0.000990317j -0.00551775+0.00349957j 0.000435117+0.00556295j -0.00397765-0.00782978j 0.00038013+0.000279939j 0.00438082+0.00672947j 0.0108335-0.0106273j -0.0059947-0.00640648j -0.00721007-0.00368535j -0.00345076-0.0062096j -0.0117855+0.00122883j 0.0124939+0.0023664j -0.00552563+0.00179103j -0.00290755-0.00719185j -0.00458029-0.00311251j -0.00100069+0.00164599j 0.0098882-0.00199304j -0.00135882-0.00278042j 0.00219646-0.00845602j -0.00419391-0.00416892j -0.000328612+0.00936761j -0.00572715-0.00437376j -0.000969301-0.000868267j 0.0028943+1.76584e-06j 0.000870353-0.00371702j 0.00149672+0.00209171j 
0.000871402+8.29259e-05j -0.000418695-0.00226788j 0.000612292-0.00329388j 0.00219821-0.00164931j 0.000780496-0.00413944j -0.00244261+0.00297212j -0.000860085-0.00181964j 0.000103962-0.00537715j 0.00395302+0.000664052j 0.00196931-0.00779597j -0.000575575+0.00234013j 0.00209953+0.00330204j -5.65993e-05-0.00735725j -0.00442812-0.00313971j 0.00128222+0.00325359j -0.00142839+0.00317357j 0.00197628-0.00526573j -0.00316048-0.00568264j -0.0026422-0.00760043j -0.00295019+0.00441458j -0.00333623+0.0100519j 0.00390255-0.00542749j -0.00879795+0.00432607j -0.00869584-0.000933833j 0.00585359-0.00892342j -0.00013462+0.00340659j -0.00606166+0.00276296j -0.00172324-0.00289534j -0.00241641+0.0022411j 0.00206295-0.00174019j -0.00523052-0.00835065j 0.00602266-0.00361681j -0.00340701+0.00582173j -0.0044982+0.00296034j 0.00317738+0.00159106j -0.00122363+0.00877988j -0.00274984-0.00951725j 0.0030845-0.0161459j 0.00264744-0.00960288j 0.00921371-0.0103498j -0.000428819+0.0140707j -0.00318322-0.0064977j -0.00756212+0.00435442j 0.00113423-0.000530424j -0.00287958-0.000437939j -0.00559644+0.00679778j 0.003381-0.000928083j -0.000447277-0.00777471j 0.00197831-0.000120084j -0.00107299+0.00436568j -0.000110331+0.00369008j -0.00072808-0.00193646j 0.00159353+0.000698236j 0.00210677-0.00050295j 0.000761298-0.00184389j 0.00195872+0.00305843j 
0.000999995+0.00084406j 4.09935e-05-0.0032327j 2.98556e-05-0.000226376j -0.000822027+0.00135179j -0.000735687+0.000132023j -0.00132706+0.00222782j -0.00662143+0.00570589j 0.000988565-0.00160471j -0.0059416+0.00266734j 0.00109025+0.00156609j 0.00299578-0.00100654j -0.00260895+0.00140364j -0.00115177-0.000902606j -0.00182473+0.00316286j -0.00225429-0.00157618j 0.00326441-0.00679343j 0.000385246+0.00310459j -0.00743141-0.00585145j 0.00310506+0.00798021j -0.000187029-0.00177383j 0.00327122+0.000648612j 0.0010714-0.000482693j -0.000424457+0.00289605j 0.0066889-0.00598138j 0.00319842+0.00305307j -0.00529324-0.00304817j 0.000771078-0.00733677j -0.00128036-0.00491096j 0.00430293+0.00402555j 0.0011957-0.00817698j 0.000436798-0.00746889j -0.00578485+0.00735123j -0.00023479+0.00809443j -0.00347709-0.00399751j 0.00444626+0.00342463j -0.00569741+0.0064395j -0.00325319-0.000820084j 0.0142105+0.00206119j 0.00237409+0.0064528j 0.00565224+0.00152827j -0.00918219+0.00256554j -0.0050303-0.00302183j -0.00123207+0.00847497j 0.00550682+0.00532049j -0.000630632-0.00532004j -0.00175124-0.000866369j 0.00381595+0.00331766j 0.00277403+0.00175671j 0.00549807+0.00414372j -0.000394382+0.00676727j -0.00184071-0.000427263j -0.00164562-0.001877j 0.00130205-0.0014401j -0.00112748-0.00276225j 0.00189036+0.00107709j -0.000271984-0.000480126j 
0.000516435+0.00542125j 0.000927482-0.00306372j 0.00127481+0.000764333j -0.00220274+0.00554623j 0.0031126+0.000490234j 0.00154798-0.000991246j 0.00135452+0.00651046j 0.00150966-0.00225703j -9.75127e-06+0.00189531j 0.00292904-0.00511194j -0.00243324-0.0014893j -0.00173144-0.00337844j 0.00374234-0.00448754j -0.000939018-0.00225912j 0.000513748+0.000935263j -0.00122096+0.00339222j 5.31761e-05-0.000201391j 0.00205063-0.0040849j -0.00313981+0.00377292j 0.000537597+0.00708232j 0.00385458+0.00168503j 0.000574336-0.004455j -0.00288498+0.00642575j 0.00155466-0.00684281j 0.00475105+0.00455845j 0.00477877+0.00317236j -0.00234814-0.00437827j 0.000766608-0.00504691j -0.00313709-0.00134154j 0.000320446+0.00138176j -0.00136939-4.53606e-05j -0.0036916+0.00444708j -0.00550932+0.01162j 0.000258954-0.00149212j 0.00102837-0.00568858j 0.00245883+0.0105258j 0.0071626+0.0127846j 0.00161603+0.00529534j -0.0020201-0.000251984j -0.000712794-0.00772617j -0.00145449+0.0126575j 0.00360527-0.00574675j -0.00407123+0.00823678j 0.00518221+0.00341374j 0.00866773-0.00937139j -0.00107572-0.00292558j 0.00526913+0.00611348j -0.000265676-0.00760781j -0.00443518+0.000205481j 0.00360006-0.00198203j 0.000871457-0.00085123j 0.00417368+0.00259047j -0.00343829-0.00263032j 0.000251856+0.00291813j -0.000433166+0.000701884j -0.0068363-0.00209068j 
0.00170554+0.00295458j 0.000568206-0.00140172j 0.000424286-0.00305501j 0.000418581+0.000464856j 0.000722853-0.00344748j -0.00158492+0.0044972j -0.00208884+0.000859263j 0.000534183-0.0039508j -0.00119829-0.000717745j 0.00213671+0.000149201j 0.000947602-0.00359646j 0.00252761-0.0013822j 0.000126509-0.00216303j -0.000807317+0.00550088j -0.0042722-0.00438869j 0.00361814+0.000291391j -0.00515067+0.000487612j -0.00490773-0.00209196j -0.00672675-0.00406782j -0.00135128+0.0019494j -0.000642132+0.000949808j 0.00627055-0.000782963j 0.000374323+0.00562378j -0.00687542-4.81735e-05j -0.00114229+0.00147769j 0.00486142+0.0043395j 0.000768184+0.00564321j -0.00662506-0.000373582j -0.0029511-0.00126478j 0.0116551+0.0120328j -0.00361679+0.00841084j 0.00443915-0.00159035j -0.00149246+0.00450128j -0.00377784+0.00800341j 0.00634185-0.00273951j 0.000506334-0.00204303j -0.00391638-0.0108396j -0.000966451-0.00381803j -0.0140479+0.00558452j -0.00260454-0.00255353j 0.0087707-0.00194709j -0.00801167+0.00156165j 0.00328509-0.00367838j -0.00949073+0.0097127j 0.00952977+0.00555915j -0.000124645+0.000655981j -0.00664453+0.00163094j 0.00258906+0.00320996j -0.000784808+0.00430817j 0.00167612+0.00583684j -0.00144616-0.000403596j -0.00250096+0.000557831j 0.00237471-0.00104641j 0.000735523-0.000348468j -0.000552541+0.00218447j -0.001153+0.00220342j 
-0.000912544+0.00343687j 0.00125527+0.000915256j -0.000496563+0.00374863j -0.00429091+0.00125414j 0.00243727+0.00252668j -0.000358834+0.000986316j -0.0019513+0.00203785j 0.00241109+0.00202751j -0.00052611-1.49346e-05j 0.00115495-0.00105229j -0.00239519+0.00216847j -0.00260534+0.00340789j 0.00382105+0.00124909j -0.00019888+0.000502995j 0.00332608+0.00300729j 0.00271278-0.00214086j -0.00475697+0.00696042j -0.00531485-0.0018702j 0.00285315+0.00048372j -0.00260586-0.0013642j -0.00384148-0.0113757j 0.00231903-0.012175j 0.00328141-0.00362928j -0.00408993+0.00679245j 0.00268975-0.00181466j -0.00168728-0.00317476j -0.00253193+0.00513812j -0.00532689+0.00895959j -0.00324976-0.00854944j 0.00645934-0.00282701j -0.00371766-0.0093993j 0.00625313+0.00688233j 0.00142345+0.00828786j -0.00584493-0.000376255j 0.00346531-0.0116427j -0.000721042-0.00125791j 0.000864249-0.00816978j 0.00263723-0.00779038j 0.00105209-0.000353618j -0.000662005+0.000618394j 0.00330901+0.00858096j -0.00545702-0.000844827j 0.00406983+0.00426738j 0.00980811+0.0102215j 0.00170838+0.00695025j 0.00157106-0.0015089j 0.00312507-0.00331936j 0.00401892+0.000442735j -0.00070527+0.0026662j 0.00133211-2.22503e-05j 0.000783805-0.00175227j 0.00317036+0.00115622j 0.000403941+0.000978002j 0.00039705-0.000728021j -0.00221209+0.00266674j -0.00199082-0.00189515j 
-0.00254067+0.000313433j -0.000272917-0.000683623j -0.00248841+0.000883797j -0.00190681+0.00201767j -0.00133141+0.000758553j -1.05735e-05-0.000202087j -0.00012058-0.00173705j -0.000101947-0.00352044j 0.000556421+0.00329911j 0.00383403+0.00095549j 0.00309211-0.00730848j 0.00305667-0.000627264j -0.000831174-0.00171696j -0.00132852-0.0032385j 0.00363157-0.000984467j -0.00399793+0.00461935j -0.00384484-0.0038518j -0.00194684-0.00312793j 0.000940808-0.00846186j 0.00573129-0.00321695j -0.00251412-0.00990537j 0.00399093+0.000793372j -0.00141846-0.00171584j -0.00617815-0.0092434j 0.00243042+0.00334134j -0.00116929+0.00163827j 0.000973097+0.00164908j 0.000336211+0.00494977j 0.00113669-0.00370127j -0.00285277+0.00801448j -0.000253626-0.00413821j -0.0101183+0.00781962j -0.0106318+0.0047192j 0.0144486+0.00721408j 0.00718508+0.000565915j -0.0134684-0.00590611j 0.00294441+0.00511802j -0.00654611-0.0110232j 0.0167274+0.0187336j 0.00614745+0.00531528j -0.00634116-0.00504388j 0.00275035+0.00835928j -0.00839697+0.00454041j -0.00825095+0.00270186j 0.00148911-0.00181692j -0.00554006-0.00458706j -0.00578146+0.000220836j 0.00554605+0.00537175j 0.000818684-0.00201608j 0.00250624-4.09621e-05j -0.00183242+0.00181866j 0.000137033+0.00146193j 0.000337336+0.00141513j 0.000636809-0.00218682j 0.000414995-0.000600231j 0.000917836-0.00138821j 
0.00145169-0.000981361j 0.000347521-0.00152515j 0.000224768-0.00208134j 0.00134202-0.000515077j 0.000343367-0.00281996j -0.000623812+0.00141411j 0.000494043+0.00306892j 0.00161205-0.00180494j -0.00120548+0.00214583j -0.00621885+0.000562101j 0.000859766+0.00329865j -0.00485105+0.00218022j 0.00160041+0.000546438j 0.00306888-0.00186351j -0.00311813-0.0056483j -0.00205709-0.00292599j 0.00644745-0.00178369j -0.0013859-0.00217112j 0.00579273-0.00605157j -0.00120148+0.00376778j 0.00471024+0.00114574j -0.00384966-0.0070161j 0.00462031+0.00664093j 0.00189003-0.00282454j 0.00118541+0.0115002j -0.00409101+0.00310768j -0.00722443+0.00216377j -0.00292789-0.000780593j 0.00123182+0.0117315j -0.00649927+0.00967492j -0.00347535+0.00406054j 0.00620229-0.00341899j 0.00907985-0.00174537j -0.0060767-0.00264849j 0.00425589-0.010945j 0.0119809-0.0070848j 0.00479984+2.62486e-05j 0.00366477-0.00233893j 0.00337799-0.00830994j 0.0016353-0.00188869j -0.000410801-0.00278708j -0.00301744+0.0162021j 0.00362832+0.00232679j -0.000127679-0.00369099j 0.000346125-0.00638285j -0.00556489-0.00378328j -0.00254968-0.000656641j 0.000295527+0.00107389j -9.58064e-05-0.000439198j 0.00149381-0.00107137j -0.00141066-0.00154558j -0.00198632-0.00515726j 0.00254256+0.00183888j 0.00116978-0.00196709j 0.0028649-0.000848859j 0.000867871+0.00105079j 
0.00189368-0.00103406j -0.000800906-0.00201764j 0.000882982-0.000801696j 0.000435522+0.000883368j 0.000135786+0.00143146j 0.00408146-0.00917255j 0.00679326-0.00194415j -0.00261417-0.00471806j -0.00200973-0.000621345j 0.00349097-0.00323271j -0.00199748-0.00652611j -0.000964686-0.00157857j -0.00170176-0.00707752j 0.00286005-0.000463254j -0.00082017+0.000644284j -0.00143681+0.00816811j 0.00161052+0.00265166j -0.000588897-0.00586355j 0.000297354+0.0105644j -0.00182851+0.000513732j -0.00275902+0.00267069j -0.00305961-0.000329926j 0.00731329+0.00134664j -0.00743034+0.00140386j 0.00404199-0.0109286j 0.00625976-0.00229505j -0.00373284+0.00707652j 0.000570966+0.00444204j -0.00560301+0.00101622j 0.000342207-0.00285222j -6.35921e-05-0.00108553j 0.00382164-0.00593368j -0.00404886+0.00635325j 0.00226712+0.0083049j -0.00831089+0.0092968j -0.00772657+0.00461283j 0.0106313+0.00434838j -7.93274e-05-0.000512049j 0.00213922+0.00222268j 0.0118659-0.00115092j 0.00590059-0.00678219j 0.00916586+3.98538e-06j 0.00635555+0.000437751j 0.00283949-0.000261235j 0.00262638-0.000411919j -0.00807288-0.00775104j 0.0052042+0.00181981j 0.00375405+0.00408609j 0.0072346+0.00738315j 0.00402746-0.00858818j 0.00749073+0.00422309j 0.00192154+0.00261701j 0.0028299-0.00144911j -0.00406138-0.00271452j 0.00669829+0.00378266j 0.000738631+0.00446511j 
0.00308335-0.00258828j -0.00077082-0.00399862j 0.00124569+0.000588894j -0.000499785+0.00133127j 0.00253866-1.42305e-05j -0.00181811-0.00305718j 0.00216318+0.000426653j -0.00352042-0.00113995j 0.000438197-7.27229e-05j -0.00113031+0.000418003j -0.000279278+0.00734944j -0.000654562-0.00631465j -0.00191998-0.00204272j -0.000793548-0.00219308j -0.00240676-0.00464494j 0.00101412-0.00665299j -0.00347244+0.00184459j -0.00579508+0.00023537j -0.00534226+0.00161677j 0.00553068-0.00245963j 0.000150944+0.00268648j -0.00419923-0.00423417j 0.0021465+0.00838887j 0.00294745-0.00753315j -0.00513125+0.00387889j 0.00858008-0.00329904j 0.00414088-0.00674071j 0.000276569-0.00136566j -0.00903669+0.00161052j 0.00389266+0.00015693j 0.00256699+0.00612013j 0.00236473-0.00268562j 0.00412904-0.0126465j 0.00372448+0.00494049j -0.00651375-0.00251905j 0.00559398-0.00373333j -0.00107007-0.00433215j 0.000526741-0.000262354j -0.00651788-0.00552025j -0.00278482-0.000621863j 0.00341522+3.81449e-05j -0.00296303+0.0132923j 0.00246907+0.00270485j 0.00797491+0.00819517j 0.00784986+0.00251109j -0.00941278+0.00131526j -0.00871788+0.000715414j -0.00116895+0.00162249j 0.00386997+0.00772555j -0.000142655-0.00482727j 0.00294854-0.0035186j 0.000984468-8.54028e-05j -0.00159679-0.00455684j -0.00115326+0.000588338j 0.00578356+0.00251901j 0.00206748+0.00751489j 
0.00109277-0.00153395j -0.00194563-0.00210622j 0.000763979-0.001636j 0.00178026+0.000137564j 0.000202614-0.000355072j 0.000787415+0.000330255j 0.000443435-0.00252435j -0.00243276+0.00132473j -0.000863498+0.00120775j 0.000943035-0.00131231j 0.00143414-0.00738253j 0.000190215+0.00538797j -0.00398574-0.00154936j 0.00180114-0.000835274j -0.0020648+0.005045j 0.00123025+0.00468444j 0.00832626+0.00107915j 0.00219413-0.00287088j 0.00773659+0.00530169j -0.00401403+0.00092331j 0.00332385-0.00586036j 0.00259725-0.00367351j -0.0033856+0.000844097j -0.00570154-0.00447849j 0.00473528-0.0013876j -0.000866212-0.00728428j 0.00181376-0.00788449j 0.00283719-8.77181e-05j 0.00412605-0.00355239j -0.00820565+0.0077954j 0.000923254-0.00305195j 0.00342785-0.00452297j 0.00275472-0.00384683j -0.000676536+0.00483075j 0.00199181-0.00146547j 0.00173699-0.00547715j -0.00558728-0.00311877j 0.00904649-0.0114423j -0.00695602+0.00960634j 0.000677936+0.00729712j 0.00543846+0.00565323j 0.000869413-0.00539813j 0.00523075-0.00163521j 0.00823209+0.00251529j -0.00609377+0.00312028j 0.000254093+0.00742774j 0.00606618-0.00101434j 0.00169574-0.00206663j 0.00554557+0.00220304j -0.000671148-1.41265e-05j -0.00234856+0.0031437j -0.00208619-0.00131824j 0.00152616-0.000983527j -0.00219534+0.000181772j 0.00197438-0.00232574j 0.00108279+0.00017369j 
0.000347088+0.00132441j -0.00308057-0.000173268j -0.00279182+0.000377892j -0.00127991-0.00117717j 0.0018832+0.00156782j -0.00497711+0.00578249j -0.00157784-0.00252023j 0.000803541+0.00272576j -0.00203111-0.00378779j 0.00321662+2.62425e-05j -0.00559112+0.00513656j -0.00318228-0.00184251j -0.00688966-0.00206474j -0.00524911+0.000515017j 0.00276491-0.00432719j -0.000519786+0.00260472j -0.00151732+0.00617j -0.00480932+0.00151663j 0.00612139+0.00110964j -0.00175905-0.00854049j -0.0108631+0.00937336j 0.000583258+0.00355681j -0.00442283+0.0034412j -6.97456e-05+0.00308609j 0.007576-0.0033601j 0.00371331-0.00224555j 0.00205164-0.00129799j 0.00520942-0.0056903j -0.00783995-0.00112162j 0.0093347+0.00892866j -0.00157512-0.00233934j 0.00151903-0.00367359j 0.00560779+0.00143849j 0.0125157-0.0134577j -0.00637708+0.0061694j 0.000670995-0.00424782j 0.00409669+0.00669055j -6.72173e-05+0.00625086j 0.00352625+9.21794e-05j 0.00547414-0.00178851j -0.00251484-0.00039514j 0.00818032-0.0109088j -0.00208577+0.00301493j 0.00619322+0.00168543j -0.00173692-0.00750853j -0.00127899+0.000566699j -0.00300585-0.00710976j 0.000450749+0.00134204j -0.00278127+0.000504166j -0.00204979+0.00304752j -0.000967601+0.000119807j 0.00106093-0.00169587j 0.00168785+0.000727008j -0.00121131+0.000446426j 0.00166302-0.00418826j 0.0021952+0.00107148j 
