-0.00395712-7.18869e-15j 0.0371483+1.90958e-06j -0.0280243+0.00176346j -0.000495995-0.00204216j -0.00372176+0.000747456j -0.0012045-0.000520078j -0.0025176+0.000113653j -0.00637235-0.00350767j -0.0189367-0.00131377j -0.0197595-0.00105392j -0.0156693-0.000419867j 0.014289+0.00114776j -0.0232099-0.000715482j -0.0160135-0.000268669j -0.0200226-0.000819967j 0.0120199-0.000938388j 0.0141512-0.00288721j -0.0421306+0.000250626j -0.00338979+0.0030551j -0.0248263-0.00110793j -0.0138941+0.00251469j 0.0205471-0.00133765j 0.0479222+0.00236694j -0.0273944-0.00208365j -0.0242633+0.000512059j 0.0499879-0.00198722j 0.0271907-0.000800575j 0.0440095-0.00150799j -0.0145839+0.00949219j 0.0562538-0.00697814j -0.296861+0.000760131j -0.140752+0.0163861j -0.0906215+0.0225786j -0.22587-0.00366324j -0.0649907+0.000412892j -0.0405264+0.000899563j 0.122227-0.00802947j -0.00504591+0.0160899j 0.00803424-0.0024933j 0.0187661+0.000417756j 0.0234971+0.00978142j -0.0528098+0.00193231j 0.0249454+0.00488279j 0.0224177-0.0044271j -0.0450112-0.000916283j -0.0136204-0.00398674j -0.00544272+0.00405414j -0.0459727+0.00507845j -0.00882857+0.000243357j 0.0361337+0.00357742j -0.030213+0.00318873j -0.0393112+0.00455487j 0.0237363+0.000427339j -0.0115559-0.0037439j 0.00296897+0.000106252j 0.0234859-0.00646801j -0.000188093-0.00167599j 0.00632902+0.00522458j -0.0113395+0.00191732j -0.0167219-0.00147273j -0.0229914+0.00249804j -0.0119492-0.0111476j -0.0104797+0.00134576j -0.014208+0.00056146j 0.0165896+0.000364509j -0.00894301+0.0125141j 0.0363867+0.00101111j 0.0403125-0.0117374j -0.0143131+0.0171933j -0.0906829-0.00578082j 0.0234662-0.0189182j 0.132589+0.0177836j 
0.0187661-0.000417756j 0.00927853+0.00293928j 0.0379023+0.000170172j 0.00262309-0.00509756j -0.00122638+4.79324e-05j -0.0112617-0.00218604j 0.00380675+0.00204206j 0.00314431-0.00319733j 0.0228923-0.00116946j 0.0100298-0.00668372j 0.00591821-0.00228316j -0.00405678-0.00508409j -0.0182821-0.00381375j 0.0264466-0.00145318j 0.052892-0.00212686j -0.0577112-0.0066996j -0.019397-0.0023204j 0.0607911+0.00572073j 0.00471458+0.00757701j -0.000155872-0.00609223j 0.164549+0.00807526j -0.114216-0.0114351j 0.0184429+0.00665784j -0.14792-8.13216e-06j 0.00632522+0.00709422j -0.0697582-0.00396595j -0.0299095-0.00477692j 0.0660341+0.0077883j 0.061962+0.000591262j -0.0368049+0.00468003j -0.0034865+0.00828578j -0.0857093-0.00154882j 0.0289333+0.000216956j 0.0181104+0.00191082j 0.0217056+0.00102554j 0.00296263+0.00333232j -0.0249199-0.00223888j 0.0227254+0.00231095j -0.0222368+0.000301026j -0.00355835+4.39319e-16j 0.000512994-0.000480348j -0.0104268-0.000504408j 0.00805003-0.00099154j -0.000466726+0.000705055j 0.024089+0.00326225j -0.00564575+0.00133307j 0.0043575+0.000254952j -0.00281519+0.00176669j 0.015355-0.000275733j -0.0247817-0.00114073j 0.0124236+0.00102107j 0.0211899+0.00101516j -0.0104473-0.00055904j 0.00260592-3.47608e-05j -0.013279+0.0014766j -0.00961965+0.00111981j 0.0152145+4.33279e-06j -0.00382729-0.00143344j 0.0297479-0.00156497j 0.0132945+0.00071722j -0.013037-0.00161348j 0.000832317-0.00124992j -0.00672698-0.0027065j 0.0135354-0.0025483j 0.0037078+0.000450713j 0.00785777-0.00239718j 0.00755525-0.00250936j -0.00471604-0.000581768j -0.0100685+0.0017351j -0.0227946+0.00169987j -0.00365857+0.000414397j 0.012823+0.00015303j 
0.0234971-0.00978142j 0.071479+0.00553479j 0.019086+0.00140107j 0.0337062-0.00110109j -0.0388039+0.00254167j 0.0543252-0.000547042j -0.000730789-0.00483483j 0.0700782+0.00259684j -0.00367981+0.00119302j 0.00388811-0.00186816j 0.0336163+0.00316197j -0.0139825+0.000118135j 0.0324358+0.000245853j 0.00822359-0.00184146j -0.010994+0.00666251j 0.0198499-0.00205927j -0.0156801-0.0104336j 0.00752678+0.0062877j 0.0133316+0.0060861j 0.054677+0.00358988j -0.00635687+0.00732319j -0.0905244+0.00558911j 0.0533774+0.00302568j -0.116609-0.0107165j 0.124326-0.00450797j -0.0373032-0.00114158j -0.147069-0.00289234j 0.0197359+0.00397371j 0.114411-0.00231501j -0.0240631+0.0091287j -0.0126038+0.000863642j -0.0401538-0.00564569j 0.00350333-0.00756104j -0.00865049-0.00543047j -0.00107292-0.00382098j -0.0493822+0.0038556j 0.0272885-0.00143522j -0.00205958-7.80133e-05j -0.0184506-0.0011631j 0.000512994+0.000480348j 0.0147611-1.39428e-15j -0.00214542+0.000386889j 0.0121387+3.93767e-05j -0.00831667+0.0019863j -0.0171988+0.00290483j -0.00621389+0.00153342j 0.0207717-0.00309713j -0.0147014+0.000652232j 0.00923137-0.00168742j -0.0133634-0.00121413j 0.0216034-0.000516394j 0.0113284-0.000722713j 0.00565738-0.00110728j 0.020803-0.00167891j -0.0036268-0.00135407j -0.014987+0.0015188j 0.00765527+0.00144151j 0.00837946+0.000497647j 0.0197705-0.00171962j -0.00207697-0.000149496j -0.00133676+0.00258686j 0.00376371-0.0022844j -0.00573449-0.00102251j 0.0109676-0.000526982j 0.00838969-7.57868e-05j -0.00396303-0.00285258j 0.00351705-0.00356974j 0.01431-0.00222538j -0.00995806+0.00312137j -0.022569+0.00203813j 0.00559114-0.00425325j -0.000915552-0.00181702j 
-0.0528098-0.00193231j -0.00067917-0.00737638j 0.0143684+0.00512195j 0.0747902+0.00181899j 0.00514499+0.00531606j 0.0541389+0.000821554j -0.00272691-0.00294317j 0.0112131-0.000378394j 0.0502117+0.00506075j 0.022521-0.00249946j 0.00854504+0.00483032j -0.0223713-0.00140535j 0.000523738+0.00117055j -0.00952429-0.0002908j -0.00769427-0.00288498j 0.0195222+0.000560918j -0.0241931+0.00345871j -0.0199247+0.0130598j -0.0324072-0.00117064j 0.104228+0.00700846j -0.0371994+0.00533799j -0.0120129-0.01309j -0.107891-0.00469251j -0.130877+0.00353372j -0.0879487-0.00620671j 0.0926714+0.0131046j -0.00185629-0.00189034j -0.0920216-0.00616655j -0.0304725-0.00557302j 0.0430752+0.00391354j -0.0303425-0.00202086j 0.0638483-0.00548094j -0.0659379-0.0069762j 0.0438778+0.00279024j -0.0116651+0.000325589j -0.0467804-0.00260641j 0.0135458+0.00156932j -0.0518162-0.00278802j -0.0136969-0.000135607j -0.0104268+0.000504408j -0.00214542-0.000386889j -0.00194736-4.13081e-16j -0.00515014+0.000285935j 0.016619-0.000270001j -0.0207161-0.000268267j -0.00560035+0.000335807j -0.00851675-0.000432573j -0.0104232-0.00139901j 0.00743974-0.00045383j -0.00370876+0.000759593j -0.0115006+0.000741793j -0.0123738-0.00121645j 0.00138389+0.000649031j -0.00408892-0.00060312j -0.00202167+0.000271529j -0.00208577+0.000973321j -0.0250777+0.000280075j -0.000320846-0.000677772j -0.0108964+0.000468105j -0.00545149+0.00127498j 0.00621853+0.000396519j 0.00382817-0.00404985j 0.0116914-0.000128741j 0.00361689-0.00103139j -0.00338029+0.00260086j -0.00603833+0.000988884j -0.0105536-0.00179807j 0.0114029-0.00119622j -0.00361016-0.000582465j 0.0146075-9.93137e-05j -0.0112177-0.00263176j -0.0114887+0.00198367j 
0.0249454-0.00488279j 0.0361821+0.00498307j -0.00406618-0.00198232j 0.00438508-0.000162044j -0.0115459+0.00098605j 0.0274124+0.00169954j 0.00693898-0.00562903j -0.000149309+0.00474032j -0.0465106+0.00560368j -0.0406612+0.00107134j 0.0195571+0.00150564j 0.00991913+0.000525521j 0.00136896+0.00175629j 0.0089095+0.0039986j -0.0466965-0.00468283j 0.00917833+0.00240393j 0.0625456-0.00294411j -0.0130463+0.00699547j 0.0219685+0.00238515j -0.00128833-0.001792j -0.00506958-0.00824332j 0.0139291-0.00441243j -0.00216249+0.00509697j 0.0345553+0.000833474j 0.0614416+0.0100675j -0.015723-0.00207621j -0.0669283+0.0115266j 0.00984951+0.00403493j 0.0447999+0.00216719j -0.011947+0.00534871j -0.00206716-0.00421733j -0.00993048-0.00187293j 0.0122245-0.00216534j -0.0173811-0.00432098j -0.000240884-0.00097768j -0.0229265+0.00229707j 0.0213337+0.00133025j 0.0175739+0.000104114j 0.00378631+1.77026e-05j 0.00805003+0.00099154j 0.0121387-3.93767e-05j -0.00515014-0.000285935j 0.000861506-2.32128e-16j -0.00551533+0.00081072j -0.012453+0.000603822j 0.000242254+0.000800932j 0.00909691-0.0010937j -0.0015684-0.000411851j 0.0113201-0.00115182j 0.00649204-0.00113545j 0.00605666-0.00095842j 0.009722-0.000165234j 0.00414613+0.000541743j 0.00844048-0.000644404j -0.00673095-0.000372326j 0.00125031-6.30932e-05j 0.000724424-9.13349e-07j 0.00325427+0.000448121j 0.00196191-0.000943236j 0.0108878+0.000920359j -0.00736412+0.00159081j 0.00267804+5.57889e-05j -0.000243404-0.00118473j -0.004813-5.65175e-05j 0.00447365+0.000882011j -0.00704327+0.000632587j 0.0011023-0.000457421j 0.0095323-0.0017054j -0.00290995+0.00273075j -0.00925808+0.000678181j 0.0103595-0.00213422j -0.000324087-0.00205868j 
0.0224177+0.0044271j -0.028144+0.00227871j 0.00447609+0.000999285j -0.0180403-0.00260364j -0.0119657-0.00277988j 0.00384649-0.00554001j 0.00833177+0.00168311j 0.0646748-0.00344609j 0.0371233-0.00453782j 0.026053-0.000222931j -0.0333052+0.00181517j -0.0195866+0.00209473j 0.0193244+0.00320324j 0.032415+0.00838012j -0.0243109+0.00135766j -0.0493848+0.00226664j -0.0277124-0.00321753j 0.0651226+0.000162972j 0.0415354-0.00012721j -0.0941378-0.00816269j -0.0462901-0.0114691j -0.121395+0.0110003j 0.0159321+0.00470534j 0.0439799+0.0056426j -0.0484228-0.00772323j 0.0612934+0.00690315j -0.0148155-0.0154494j 0.066097-0.0104617j -0.0325462-0.0034228j -0.0250507-0.0118395j -0.0110444+0.00295115j -0.00487639-0.00017664j 0.0224152+0.00162702j 0.0255383+0.000220433j 0.00596728-0.000577649j -0.00533323+0.000994535j -0.0112021-0.0012794j -0.0196566+0.000293347j 0.0042117+0.00175555j -0.000466726-0.000705055j -0.00831667-0.0019863j 0.016619+0.000270001j -0.00551533-0.00081072j -0.00793021+2.54397e-15j 0.00862092+0.000983287j 0.0119658-0.00245447j 0.00359796-0.000498828j 0.000846845+0.000888733j 0.0104459+0.000113955j 0.00373039+0.0013998j -0.00216547+0.000106165j 0.00173806-0.000558054j -0.008664-1.69462e-05j -0.00113555+0.000174951j 0.001306+0.00014953j -0.00138747-0.000879574j -0.013118+0.00144468j -0.0115172-0.000544927j -0.00442127-0.00118531j -0.00128799-0.000790075j 0.00214703-0.00102394j -0.0111193+0.00239577j -0.00712795-0.000286835j 4.08486e-06-0.00160152j 0.00534503-0.00173495j 0.0099621-0.0010707j -0.000810519-0.00019778j 0.00243182+0.00114306j -0.007035-0.00196361j 0.00162585-0.00243535j -0.0058905+0.00155323j 0.00581238+0.000504969j 
-0.0450112+0.000916283j -0.00929956-0.00751331j -0.0506128-0.00428382j -0.0560862+0.0022763j 0.0163216-0.00331359j 0.00921792+0.00101394j -0.0167034-0.00260446j -0.0286053+0.000913197j -0.0100103-0.00171551j 0.00588049+0.00408813j 0.0231544+0.00114983j -0.00470376-0.00173384j 0.00292632+0.0118771j 0.00493615+0.00176453j 0.0482772+0.00166292j -0.0752206-0.0111264j 0.0252642+0.00552233j 0.162003+0.00809582j 0.0203768+0.00195439j -0.00101885+0.000486216j 0.104975-0.000115711j 0.0246125-0.000291893j 0.0843939-0.000906414j 0.00844403-1.84438e-05j -0.0770652-0.00111049j 0.0742501+0.00823909j 0.03888-0.00146986j -0.134964-4.88601e-05j -0.0204937+0.000257784j 0.01554-0.0146093j 0.0477543-9.90015e-05j -0.0299842-0.0106826j -0.0268693-0.000272669j -0.0613859+0.00549187j -0.000187758+0.00198127j 0.0495405-0.00331471j 0.00830839-0.000241638j 0.0347292-0.00130656j 0.017372+0.00168296j 0.024089-0.00326225j -0.0171988-0.00290483j -0.0207161+0.000268267j -0.012453-0.000603822j 0.00862092-0.000983287j 0.0523389-6.7574e-15j -0.014626+0.000667802j -0.00217251+0.00205118j 0.00765052+0.000559971j -0.00131878+0.00196957j -0.0161273+0.00142187j 0.0107352-0.000755897j 0.0106478+0.000188929j 0.0053199-0.00202461j -0.00893477+0.00132291j 0.00599106+0.00145564j 0.0207501-0.00142949j 0.0157474-0.00122443j -0.00986115-0.000748043j -0.00383504+0.00238226j -0.00128054-0.000578756j -0.00113848-0.00261763j -0.00461124+0.00216883j 0.00041952-0.00122694j -0.00279095-0.00114893j -0.0107511-0.00379415j -0.0131768+0.00289255j -0.0132881+0.000715409j -0.0165122+0.00064385j 0.0230424-0.00296221j -0.00899152-0.000501448j 0.0010215-0.00128198j -0.00591414+0.0026514j 
-0.0136204+0.00398674j -0.0344105-0.00300625j 0.00168554+0.000397167j -0.00265343-0.000661152j 0.0194208-0.00297985j -0.0223076-0.00992117j 0.0218649+0.00310774j 0.0308639+0.00743071j -0.0110396+0.00199743j -0.0155781+0.000327123j 0.0656133+0.00393601j 0.0174464-0.00648962j -0.0574515+0.00298341j 0.0422809+0.0135157j -0.0332061+0.0150277j 0.0521008-0.00166633j 0.0960089+0.00168234j -0.00704607+0.00413538j -0.0863166-0.00771189j 0.0622095+0.00209158j -0.104985-0.00326401j -0.0652858+0.00629985j -0.0255254+0.000368308j 0.0406977-0.00406762j 0.00183178-0.00262282j 0.102297+0.00168033j 0.0727294+0.00366299j -0.0245264+0.00711175j -0.064731-0.00660446j 0.00193228-0.00181426j -0.0229425-0.0022315j 0.0515864-0.00243812j -0.00376936-0.00207749j 0.034358+0.000765758j 0.0108887-0.00105687j -0.00478051+0.00114617j 0.0137426-0.000235672j -0.0447682-0.00199334j 0.0128041+0.000928312j -0.00564575-0.00133307j -0.00621389-0.00153342j -0.00560035-0.000335807j 0.000242254-0.000800932j 0.0119658+0.00245447j -0.014626-0.000667802j 0.00885635+3.13334e-16j 0.000697184-0.00209927j -0.0163251-0.000659197j -0.00282463-0.000879211j -0.00350581+0.00175541j -0.026119-2.34134e-06j -0.015192-0.00148322j -0.00244806-0.000371119j -0.0104663+0.000167183j 0.00246803-0.00022888j 0.0038222-0.00108469j -0.00946249+0.000202558j -0.00389119-0.000518153j -0.0136703+0.000318006j 0.00295303-0.00072711j 0.0102403-0.00055638j 0.00142971-0.00115065j -0.00566035-0.000228928j -0.00262812-0.00027408j -0.00301183-0.000406787j 0.00715563+0.000712827j -0.0224644+0.00317343j 0.0049795+0.000177874j 0.000473024-0.00162984j 0.0137797+0.000356316j -0.0022584-0.000445117j -0.00761936+0.0014455j 
-0.00544272-0.00405414j 0.0264568+0.000177319j -0.0298501-0.0023351j -0.0276012+0.00388363j -0.0200896-0.00207041j 0.00947293+0.00589534j -0.00918995+0.00356187j -0.0140972-0.00239187j 0.00325663-0.00177013j -0.00840197-0.00256933j -0.0495597-0.00210809j 0.077145+0.00718355j -0.00485134+0.00376882j -0.0456097-0.00393726j -0.011435-0.00109426j 0.0710298+0.0061617j 0.00165179+0.00699295j 0.0306464+0.00158172j -0.107359-0.00378982j 0.0436345-0.00488565j -0.0119107+0.00113943j 0.0676399+0.00740359j 0.0431204+0.00979626j -0.0107118-0.00802563j 0.0881393-0.00139053j -0.0852396-0.0150819j 0.0213498-0.0094554j -0.0156663+0.0094159j 0.0377776-0.0027532j 0.0106747+0.00592363j 0.0316752-0.000359799j -0.00822918+0.00381804j -0.00890944-0.000180269j -0.0595909-0.00444883j -0.0255953-0.00361048j 0.0182788-0.00056124j 0.0069407-0.00064081j 0.00917017-0.000520537j -0.0260428-0.00421267j 0.0043575-0.000254952j 0.0207717+0.00309713j -0.00851675+0.000432573j 0.00909691+0.0010937j 0.00359796+0.000498828j -0.00217251-0.00205118j 0.000697184+0.00209927j 0.00325667+1.64799e-16j -4.75388e-05-0.000505102j -0.00532907-0.00103735j -0.00919996-0.000391963j 0.00728741+9.83635e-06j -0.00714356+0.000757867j 0.0184779-0.000796926j 0.000117707+0.00110455j -0.00912146-0.00122597j 0.00346972-0.00133622j 0.00249121-0.000300502j -0.0028048-8.62357e-05j 0.00759994+4.19925e-05j 0.000900275-0.00134336j 0.00333924+0.00052898j 0.005761-0.00143515j -0.00273552+0.000112921j -0.00404845+0.000220578j -0.000746144-0.00107936j -0.00526135-0.00231342j 0.00395585+0.00138864j -0.00508811+0.0011766j 0.00937803-0.00107844j -0.00471352+0.00282051j 0.00850068-0.000460576j -0.00544574-0.000829826j 
-0.0459727-0.00507845j 0.0277569-0.00714686j -0.0269812+0.000353899j -0.00946505+0.00432157j -0.00452783+0.000778484j 0.00608576-0.000138042j -0.0327724+0.000816323j -0.0138711+0.00319268j 0.0620156+0.00482309j 0.0317661+0.00524286j 0.0626906+0.00437339j -0.0150523-0.00125831j 0.0546914-0.0043849j 0.0255348+0.00471783j -0.00303494+0.00478367j -0.00669012+0.00416543j -0.0655084-0.00764619j 0.0253316-0.00643748j 0.0615155-0.00177753j -0.0218884-0.00259938j -0.0759581-0.00682112j 0.0667627+0.00283784j 0.135477+0.014278j 0.00174995+0.00545041j 0.0661072+0.00418663j -0.0245716-0.00766602j -0.0188037+0.0054904j -0.10193-0.00276349j 0.0253595+0.00158436j 0.0248191-0.00333269j 0.0362017+0.00108157j -0.0130917-0.00522222j -0.0368195-0.00302487j -0.0427136+0.00284776j -0.0065338-1.41568e-05j 0.0314213-0.00269976j 0.0192721-0.000457811j 0.0110955-0.00216393j 0.01565-6.23027e-05j -0.00281519-0.00176669j -0.0147014-0.000652232j -0.0104232+0.00139901j -0.0015684+0.000411851j 0.000846845-0.000888733j 0.00765052-0.000559971j -0.0163251+0.000659197j -4.75388e-05+0.000505102j 0.0166411-5.26922e-17j -0.0174516-0.000323504j -0.00586964+0.00027233j 0.0115355-8.52845e-06j -0.00248931+0.000114521j 0.00185643-0.000515517j 0.000182167-0.000596521j -0.00138194+0.000724671j -0.00207785+0.000797717j 0.00322583-0.000422789j -0.000823657+0.000209018j -0.00320853+0.0020585j 0.00630758+8.00236e-07j -0.00187102+0.000153874j 0.00698891+0.00153222j -0.00332088-0.000112247j -0.00940307+0.000782191j -0.00491238-0.00172243j -0.0103437+0.000942968j -0.0052165+0.00013424j -0.00773808-0.000487306j 0.0173968-0.000695947j -0.00375474+0.000876473j 0.000449787-0.00131441j -0.00979008+0.00160843j 
-0.00882857-0.000243357j 0.000794932-0.00102743j -0.0125593-0.000892025j -0.00230853+0.000464565j 0.00295721+0.000756105j 0.00872887+0.00247364j -0.00168463-0.0044531j -0.0115686-0.00288437j -0.0156894-0.00672829j 7.70826e-06+0.000871279j -0.043271+0.00240128j -0.0110193-0.000266721j -0.0468333+0.00113815j -0.0183609-0.00197764j 0.00679353-0.000479312j 0.119915+0.00739788j -0.00327504-0.00422329j 0.0330686+0.00262318j -0.10742-0.00017237j -0.013617-0.00627605j -0.00213497-0.00925695j -0.0642616-0.00727252j -0.0163604+0.00801175j -0.0703662+0.0018884j -0.0277273+0.0158698j -0.0536188+0.00479217j 0.0242578-0.011368j -0.00281477+0.00531959j 0.00249027-0.00538008j 0.0121451+0.00418158j 0.0122547-0.000424441j 0.00713727+0.00464903j -0.0153344-0.0010386j -0.0144672-0.000752234j -0.0153015-0.0012861j -0.011233-0.00180996j -0.00323633+0.00116717j 0.00149122+0.00047932j -0.0208181-0.000976697j 0.015355+0.000275733j 0.00923137+0.00168742j 0.00743974+0.00045383j 0.0113201+0.00115182j 0.0104459-0.000113955j -0.00131878-0.00196957j -0.00282463+0.000879211j -0.00532907+0.00103735j -0.0174516+0.000323504j -0.00815367-1.74025e-15j -0.00141916-0.000765929j 0.00422088+0.000344863j 0.00211205-0.000678294j 0.00925251-7.72542e-05j -2.54667e-05+0.00172222j -0.000624979+0.000809566j -0.00382218-0.00119565j 0.000363762-0.000892953j -0.00640717+0.000968266j 0.00053776-0.000572604j 0.00991007-0.00084855j -0.000243845+0.000265028j -0.00284982-0.0012399j 0.00515428-0.000286421j 0.00615733-0.00153616j 8.60442e-05+0.000922638j -0.00446939-0.000226079j 0.00586592-0.00140851j -0.00294716+0.00195944j 0.00217912-0.00152559j 0.000492749+0.00118161j 0.000975046-0.000121048j -0.00197331-0.000341831j 
0.0361337-0.00357742j 0.030703+0.0069314j -0.00965907+0.00159592j 0.00809771+0.00408149j -0.030961+0.00506494j 0.024491+0.0119673j 0.00492103-0.00027705j -0.0092632+0.00189808j -0.0124812+0.00278211j 0.0357735+0.00739721j 0.0280517+0.0137622j 0.051569+0.00352083j -0.00470806-0.00688793j 0.0689269-0.00284314j 0.0113557-0.0104436j 0.0399149+0.00664616j 0.0174543+0.000164914j -0.0263376-0.00719071j -0.0209652+0.00291507j -0.122869-0.00565623j -0.0658622-0.00186222j 0.0773168-0.000288005j -0.0697965-0.000794074j 0.0431763-0.00300767j -0.0322537-0.0047161j -0.0704712+0.00890067j -0.0324028-0.00495325j 0.0438901-0.0163928j 0.0433078+0.00718911j -0.0173508-0.00195769j -0.0102416-0.00830997j 0.00146+0.00244347j 0.00926411+6.15311e-06j -0.0142381-0.00386005j -0.0144531-0.000350731j -0.017199-0.00443558j -0.000383813+0.00412395j 0.00633309-0.00130905j 0.0109239+0.00137637j -0.0247817+0.00114073j -0.0133634+0.00121413j -0.00370876-0.000759593j 0.00649204+0.00113545j 0.00373039-0.0013998j -0.0161273-0.00142187j -0.00350581-0.00175541j -0.00919996+0.000391963j -0.00586964-0.00027233j -0.00141916+0.000765929j 0.00944878+4.41704e-15j -0.00254815+0.00100053j -0.00374184+0.000160604j -0.00188275+0.000491438j 0.00506379-0.0021849j -0.00202326+0.0015776j -0.000280144+0.00194356j -0.00412041-8.99391e-05j -0.00478825-0.000149918j -0.00300399-0.000949583j -0.008296+0.000248904j -0.0114212-0.000490324j 0.00822036+0.00121685j -0.0067769+0.00121042j -0.00283857+0.000820893j -0.0102391+0.0018787j 0.00503814-0.000474985j 0.0126208-0.00217564j 0.000804263+0.00177229j -0.00157868+0.00246152j 0.00358728-0.00162843j 0.00887664+0.000344757j -0.00189999-0.00290937j 
-0.030213-0.00318873j 0.01815-0.00406526j -0.021224-0.00524036j -0.0128883-0.00225204j 0.0484487+0.00170664j -0.0110551-0.0020864j 0.00317379-0.00595488j -0.0729016-0.000357492j 0.0322891-0.00333119j -0.00546226-0.0064969j -0.0448244+0.0123995j -0.00433401-1.54346e-05j -0.0536101-0.00708509j 0.029905+0.011828j -0.0711285+0.00361376j 0.0232436+0.00730485j -0.125631-0.00710454j 0.00920742-0.00279466j 0.0676123-0.000452821j -0.0475121+0.00407624j 0.033865+0.000695552j -0.044078+0.00444664j 0.0319619-0.00567059j -0.0703903-0.0139488j 0.045892+0.00528999j -0.0554353+0.00915215j -0.0579054-0.00464865j -0.0468561-0.00201858j 0.0145239-0.000837889j 0.0329328+0.000559021j 0.0383631+0.00181834j -0.0348154+0.00482066j -0.0231463-0.00104814j -0.0393297-8.85941e-05j 0.000814179-0.000643603j -0.00140688-0.000768043j -0.000572924-0.000247448j 0.0449646+0.00272748j -0.0090173+0.000744098j 0.0124236-0.00102107j 0.0216034+0.000516394j -0.0115006-0.000741793j 0.00605666+0.00095842j -0.00216547-0.000106165j 0.0107352+0.000755897j -0.026119+2.34134e-06j 0.00728741-9.83635e-06j 0.0115355+8.52845e-06j 0.00422088-0.000344863j -0.00254815-0.00100053j 0.0145941+3.72098e-16j 0.0144813+0.000241981j 0.00693921-0.000458914j 0.00738912+0.00062808j -0.00887607+3.54558e-05j -0.00584593-0.00195267j 0.0118306-0.00165537j -0.00215865+0.000783742j -0.00548144+0.00133796j -0.00427392+0.000429896j 0.00274891+0.000521725j -0.00167946-0.000382766j 0.00495521+0.000989934j -0.00807117-0.00025879j 0.0125762-0.00166211j -0.0181082+0.000393727j 0.00908512-0.0025314j -0.00437324-2.95969e-05j 0.00564585-0.000707269j -0.0165836+1.58379e-05j 0.00316612-0.000936959j 0.0057576-6.64268e-05j 
-0.0393112-0.00455487j 0.0186537-0.00605044j -0.0166167-0.00357444j -0.0295493+0.000379161j 0.00751031-0.0052423j -0.0212723-0.00882126j -0.0134583+0.00366105j -0.042793-0.000217748j 0.00228738-0.00122406j -0.0224565-0.000519094j 0.036209-0.00638483j 0.0548067-0.000128037j -0.0219478-0.00450354j -0.0316488+0.00207815j 0.0114692-0.00175854j 0.0951684-0.00207694j 0.0665422-0.00895525j 0.0617832+0.00154297j 0.0406852+0.00719512j 0.00750444-0.00194351j 0.0126629-0.00174516j -0.0458075-0.0018705j 0.00431968-0.00713752j -0.0800087-0.00307041j 0.053837-0.00764141j -0.0297708-0.00462637j 0.00554414-0.00296891j -0.0570866+0.00902296j 0.00916923-0.00815617j 0.033366+0.00642285j 0.034177+0.00270375j -0.0191446+0.00109845j -0.0209995-0.00303195j -0.0406891+0.000666556j -0.000333504-0.00193817j 0.0309253+0.00119283j 0.0165958-0.00228034j 0.0201544+0.000569039j -0.00327396-0.0014644j 0.0211899-0.00101516j 0.0113284+0.000722713j -0.0123738+0.00121645j 0.009722+0.000165234j 0.00173806+0.000558054j 0.0106478-0.000188929j -0.015192+0.00148322j -0.00714356-0.000757867j -0.00248931-0.000114521j 0.00211205+0.000678294j -0.00374184-0.000160604j 0.0144813-0.000241981j 0.00563362+1.39233e-15j -0.00440413-0.000401111j 0.0107753+0.000728583j -0.00446909-0.000360876j 0.00517993-0.00198293j 0.000556823-0.00113224j -0.00106294+0.000967824j 0.000926645+0.000504114j 0.00565397-1.94038e-05j 0.0109662-9.03928e-05j 0.00182626-0.000821806j 0.00224402-0.000105965j -0.00456081-0.000812776j 0.00805083-0.0022947j -0.0118687-3.49524e-05j -0.000449739+0.000106134j -0.0098898-0.00076553j 0.0157333-0.00203441j -0.0132139+0.0028454j 0.00404116-0.00143661j -0.00541391+0.00165427j 
