-0.0001914-5.45779e-14j 0.0253219-3.00455e-06j 0.0271192+0.00178081j -0.00660573-0.00225291j -0.00964349-0.000556959j -0.0121673-0.000680223j -0.00336112-0.00358304j 0.01176-0.000917761j -0.0152288-0.00126664j 0.0127939+0.00149776j -0.00146536+0.00048318j 0.00402563+0.000904462j 0.00585119+0.00264427j -0.00384925-0.00101571j 0.00640834-0.00206199j 0.00511994-0.00112162j 0.0020576-0.00129568j 0.0137792+0.000671579j 0.00521989+0.00159172j -0.000554417+0.00299622j 0.000847107-0.000626223j -0.00442301+0.000858436j 0.0102711+0.000666534j 0.00516311-0.000511984j 0.00272455+0.000178141j -0.0285128-0.00277432j -0.012499-0.000782035j -0.000631179-0.000232654j 0.008072+0.00129364j 0.0132248+0.000254096j -0.00118895-0.00165839j -0.00568165+0.00105436j 0.00415829+0.0022313j -0.0222452-2.6901e-05j 0.00157724-0.000270842j -0.00227935-0.00165795j -0.000456516+0.00537247j -0.00337858+0.00146686j 0.0348364+0.000350298j -0.00381393+0.000605087j 0.0215619+0.00124428j -0.0206762-0.00503925j -0.0156888+0.00887759j -0.0561642-0.00203477j 0.0716575-0.00587169j 0.10609+0.0080874j 0.0912821+0.00494739j -0.03241-0.00531278j 0.105444+0.0180275j -0.0350287+0.0209948j -0.164897+0.00150406j 0.012457-0.00101973j -0.107152-0.00567651j -0.0149688+0.00785217j 0.0979822-0.00121598j -0.0823399-0.0176031j -0.00637827+0.00396812j 0.00163409-0.00855906j -0.00170428+0.00388607j 0.0358373+0.00254027j -0.0284436+0.0104524j 0.00379946+0.00756077j -0.00685355-0.00328321j -0.0484855-0.00724074j -0.0243166+0.00651602j -0.0295258-0.000703872j 0.0034657-0.00404315j -0.0388597-0.00692995j -0.0105114-0.00617275j -0.0343971+0.00265072j 0.020715-0.00235765j -0.0405033+0.000999043j 0.0258331+0.00502217j 0.0165212-0.000846746j 0.0269008+0.000586888j 0.00763304+0.00194604j -0.0246884+0.00778074j 0.0229748+0.00259658j 0.0265776+0.00501904j -0.0210417-0.00299391j -0.00439451+0.00016211j -0.0109822+0.00137737j 0.0172993+0.00327152j -0.0134958+0.00246573j 0.00270872+0.00555359j -0.0100381-0.00221018j 0.0262413-0.00422023j -0.0109791-0.00893927j 0.00059014+0.00456089j 0.0190335-0.0028527j 0.0158665-0.000904246j 0.0106965+0.0128553j -0.0294692+0.00331291j -0.0287074-0.0111728j 0.0155276+0.0157491j 0.0818896-0.00569816j -0.0133948-0.0149787j -0.13307+0.0151664j 
0.00402563-0.000904462j -0.00518962-0.00239536j -0.0505288-0.00147723j 0.0254572+0.000890271j 0.0783232+0.00149881j 0.123269-0.00101293j 0.138065+0.00159998j -0.0417152+0.00112174j 0.101609+0.00180882j 0.234306+0.000178758j -0.0892647+0.00190121j 0.0654792-1.23725e-14j -0.025216-0.00105373j -0.196439-0.00123669j -0.0626222+0.000460068j -0.00208999+0.000633526j 0.189834+0.000528874j 0.164539-4.15285e-05j 0.0586819-0.000283232j -0.0233289+6.51256e-05j 0.0827551-0.000886256j -0.113468+0.000989806j -0.248132-0.000829517j 0.0344808-0.0011456j 0.0414119-0.00144099j 0.0630024+0.000694065j 0.0314197+0.000123949j -0.0531837+0.000337182j 0.0192162-6.32589e-05j -0.162413+0.00135961j 0.288514+0.000757686j 0.0369786-0.00121385j -0.245353-0.00164j -0.150042-0.00277764j 0.140884+0.000256003j -0.00181957+0.000903506j -0.085469-0.00179931j 0.346637+0.00150349j -0.0226763-0.00687207j -0.0105416+0.00207272j 0.0408571-0.0033794j -0.234445-0.00118992j -0.0212252-0.00692457j -0.0746925+0.000741365j 0.0585241-0.000504782j 0.166196-0.000495191j 0.102132-0.000133731j -0.0632565+0.00422244j 0.118141-0.00257854j -0.0366286-0.00362319j -0.109191+0.00114667j -0.0319671-0.000218596j -0.0891715-0.00204884j -0.0133286-0.00453846j 0.0643012+0.000597891j -0.00726594+0.00149226j 0.00502636+0.00116343j -0.0502875+0.00789334j 0.0108197+0.000173123j 0.0482303-0.00474244j -0.0358699-0.00213681j -0.0389523-0.000892809j -0.0177951+0.00276025j -0.0214491-0.00083174j 0.0322031+0.00168866j 0.00234637+0.00221695j 0.0314148+0.00773938j -0.0343479+0.00459085j -0.0441651-0.00320198j -0.0208547-0.00210141j 0.0324018-0.00152061j -0.0257302+0.00158671j 0.0377425-0.00976747j -0.0246294-0.006541j -0.0476015+0.00458393j -0.048539-0.00255675j -0.0146637-0.00146942j -0.0413796-0.00335551j 0.0613867+0.000640874j 0.0295168+0.00201721j 0.0208326+0.00325472j -0.030626-0.000367444j -0.0310134-0.0010659j 0.00754367+0.00433051j 0.0572664+0.00950287j 0.0266858+0.00264201j -0.0338876+0.00770497j 0.0398872-0.000347916j 0.017791-0.017956j -0.0440385+0.00123258j 0.00135733+0.00208012j 0.0426287-0.00388888j -0.028156+0.00585201j -0.025355-0.00182763j -0.00238002+0.00663488j 0.0519572-0.0010943j -0.00582196-0.010431j 0.0042873+0.00329398j 
0.00585119-0.00264427j -0.0144123+8.55119e-05j -0.0104066+0.00237967j 0.0176512-6.96081e-05j -0.13318-0.00120494j 0.109532-0.00041268j -0.146265+0.00146555j 0.00619567+0.000837021j 0.215344-0.00293975j 0.0990794+0.000862155j 0.141409+0.000615948j -0.025216+0.00105373j -0.0509983-1.63931e-16j -0.0508115-0.000444729j -0.170742-7.34982e-05j -0.110664+0.00185236j 0.130147+0.00146446j 0.0953438-0.00151149j -0.0616857-0.00382279j 0.01267-0.00178362j -0.0393822+0.00193154j -0.204773-0.00256833j 0.0150093-0.000540299j 0.21421+0.00203676j 0.023243+0.00101925j -0.0808059-0.00334326j 0.208122-0.00189957j 0.007215-0.00249676j 0.174617+0.00181277j 0.211868+0.000454366j -0.0128166+0.00183407j -0.341929-0.00240757j -0.186571+0.00134745j 0.138221+0.00273165j 0.160824-0.00217242j 0.024179+0.00133909j 0.0695273-0.000626021j -0.256495+0.000581622j 0.106867+0.00334866j 0.225209+0.00247318j 0.0682972-0.000825308j 0.021256-0.00259804j -0.107214+0.000347512j -0.0174699-0.00200657j 0.141734+0.00674285j -0.0717838-0.00355028j 0.0281901-0.001206j -0.0620543+5.1622e-05j -0.00722881-0.00301814j -0.0664332-0.00132652j 0.0276869+0.00113947j 0.0014503+0.0048803j -0.0874389-0.000154013j -0.0459575-0.00179529j 0.0150074+0.0020974j -0.0178207-0.00123535j 0.0208849+0.00148597j -0.0298788+0.00199401j 0.00240947+0.000922338j 0.0285564-0.00469906j -0.0178256-0.00156806j 0.0174947+0.00317237j 0.00791629-0.00289091j -0.0391521-0.000422677j 0.068382+0.00630579j 0.00648698-0.00231306j 0.0384289+0.00483062j -0.00775043+0.00206398j 0.00156304+0.00601937j 0.019211-0.0030119j 0.0218971-0.00680496j -0.0361338-0.000643138j 0.0107243-0.00368192j -0.0480336-0.00574848j -0.0184891-0.00390882j -0.0189818-0.00773973j -0.0118263-0.00497363j -0.0372633+0.0130097j 0.0045403+0.000464825j -0.0173935+0.00360539j -0.0570013-0.00209348j 0.0705526+4.08343e-05j -0.0372904+0.00494186j -0.0388126-0.00379154j -0.0519548-0.00701517j 0.0822806+0.00125672j -0.00740323+0.00585548j -0.00906092-0.00845855j -0.0572666+0.00979615j 0.0770772-0.00272726j 0.0259431-0.0117426j -0.00530793-0.00511622j -0.0153006+0.00176337j -0.0161018-0.00455586j 0.0160294-0.00111396j 0.0183955-0.00900247j -0.00596673-0.00503888j -0.00323513-9.68323e-05j 
-0.00384925+0.00101571j -0.00452709+0.00019622j -0.00381061+0.000449334j 0.0328502+0.00164904j 0.014226+0.000216989j 0.0530854-0.000400976j -0.00316007+0.000781619j 0.0125705+0.00125521j -0.0966787-0.00034613j 0.0372807+0.000809942j -0.0752686+0.000192505j -0.196439+0.00123669j -0.0508115+0.000444729j 0.305009-3.44609e-14j 0.021508-0.0005445j 0.103996-0.000585993j 0.202006+0.000216357j -0.116133+2.94146e-05j 0.0385796-0.000571816j -0.12486+0.000660003j -0.305184+0.000252882j 0.00849464-0.000271045j 0.168586+0.000394859j 0.082575+0.000643155j -0.0646325-0.000767506j -0.0247322-0.000995308j -0.0437223+5.17239e-05j -0.395396-0.00218524j -0.0672061-1.86372e-05j 0.202676-0.000659648j -0.0712651+0.00182669j 0.0540688+0.00114957j -0.0371794+0.00112155j 0.0803216+0.000853795j 0.136399+0.00086009j 0.360652+0.000307627j 0.162984-0.00256192j 0.146936+0.000672459j -0.0857321-0.00327115j 0.0177622+0.00125147j 0.0367122+0.00108179j -0.128672-0.00371733j -0.0341124-0.00319974j -0.0553786-0.00195995j -0.127946+0.00214924j 0.0773395-0.000283065j 0.0381278+0.000356561j -0.0683283-0.000538645j 0.128773+0.00169723j 0.142866-0.00220299j 0.0206292-0.00387707j -0.0227627+0.00144643j -0.0183208-0.00310851j 0.0259895-0.000657562j -0.00207079-0.00182158j -0.062617-0.00190031j 0.0294726+0.000832656j -0.0194906+0.000205156j 0.0354945+0.00242817j -0.0196823-0.0031401j 0.030954-0.00293156j 0.028493-0.00108105j -0.0343577-0.00710859j -0.0213328+0.00133319j -0.00980593-0.00688343j 0.0294327+0.00297021j 0.0251771+0.00126957j 0.0317699+0.00207662j -0.0183255+0.00325579j 0.0095505+0.000341871j 0.0235969-0.00374767j -0.00228904-0.00366785j -0.0120499+0.00378556j 0.0200087+0.00248489j 0.000895334-0.000607795j 0.044203+0.00243719j -0.0244214-0.00454365j -0.0140102-0.000479692j -0.00316819+0.00684205j 0.0351482-0.00118865j -0.00831571-0.00497457j 0.0294071-0.00495489j -0.0397401-0.00555732j 0.00296504+0.00294531j -0.0282241-0.00210734j -0.0167854-0.00500031j -0.0226852-0.00342378j -0.0246692-0.00247494j 0.0511142-0.00397082j 0.0175925+0.000810245j 0.00898525-0.000219627j 0.0430895-0.00267893j 0.00813751+0.00679695j -0.0204343+0.000721259j -0.0426441+0.0016233j 0.0180863+0.00623374j 0.0024501+0.000510197j 0.00205961+0.0116427j 
0.00640834+0.00206199j 0.00773976-0.00122047j 0.0420431-0.00185219j 0.0311724+0.00115015j -0.113733+0.000708697j -0.0464367-0.000421146j -0.136237-7.47327e-05j 0.0883286-0.000631222j 0.0790407+0.00125167j -0.193747+0.000510974j 0.047394-0.00130111j -0.0626222-0.000460068j -0.170742+7.34982e-05j 0.021508+0.0005445j 0.136985-7.06293e-15j -0.166204-0.000969572j -0.113702+0.000130182j -0.0196959+0.00155661j -0.052444-0.0013963j -0.00700494+5.5186e-05j 0.0878831+0.000890084j -0.0320327-0.0012658j -0.138548-0.0014028j -0.208034+0.00252094j 0.0821205-0.000852328j -0.109162-0.000399372j -0.0295544-0.00033953j 0.280502+0.000383394j 0.107627-0.000415718j 0.108774-0.00134403j -0.103749+2.60168e-05j -0.192183+0.00075683j -0.257895+0.00122373j -0.0721573+0.00169332j -0.25327-0.00460341j 0.287585+0.00343442j -0.0267637-0.00496084j 0.180935-0.00067715j -0.332667-0.00572526j 0.0238889+0.00285123j 0.0173169+0.000282487j -0.0386112-0.00350736j 0.0192557-0.00166943j -0.0154491-0.00239298j -0.0240783-0.00210183j 0.0456032-0.00232224j 0.0994025-0.00107579j -0.0227852-0.00128377j 0.0716732-0.000478062j 0.0304751-0.000714294j -0.0203491-0.00485023j 0.0306498+0.00599814j -0.0105268-0.000982094j 0.00112949+0.00207855j 0.021902-0.00262133j -0.0391019+0.0019709j -0.0124199+0.00125341j 0.0644436+0.00073933j 0.0107347-0.000761168j -0.0221902+0.00208108j 0.0334044-1.63037e-05j 0.0300611-0.00296374j -0.0146555-1.95473e-05j -0.0152984+0.00102692j 0.0243511-0.00168058j -0.0229693+0.00298902j 0.00673558-0.00471744j 0.0317277-0.00473701j 0.0126536+0.0131465j -0.00391772-0.00257094j -0.00464133+0.000143566j 0.03421-0.00152792j -0.0443581-0.00452245j 0.0761449+0.00268818j -0.0250303+0.00169362j 0.0487792-0.00315069j 0.0341933-0.00747458j 0.0294975-0.00458184j 0.0321056+0.00952293j -0.0448912+0.0022924j 0.0491117+0.000746996j 0.0232634+0.00252313j -0.0948319-0.0137814j -0.0109796+0.0100616j 0.0309382-0.00631467j -0.0160683-0.00872993j 0.0440756-0.00557199j 0.078607-0.0163714j 0.0607883-0.00463801j 0.0324398+0.0077188j -0.0217518+0.00912469j 0.0202582-0.00614646j 0.011497-0.00263216j -0.00920669+0.00576438j -0.012754+0.00103612j 0.00895769+0.00267015j 0.00336677-0.00241378j 0.00469029+0.00246753j 
0.00511994+0.00112162j 0.0104624-0.00222005j 0.00446682-0.00257941j 0.0156374+0.000230396j 0.0208897+0.00104136j -0.0424862+0.000252817j -0.0675818+0.000219678j 0.021407-0.000973871j -0.0299371+0.00216042j -0.113967-0.00105114j -0.216705-0.000481332j -0.00208999-0.000633526j -0.110664-0.00185236j 0.103996+0.000585993j -0.166204+0.000969572j 0.211278-1.00612e-14j -0.206511+0.00063507j 0.128702+0.00104148j -0.15823+0.000419394j 0.283291+0.00135309j -0.0146747+0.000462672j -0.0929596+0.00020741j 0.0192859+0.000462173j 0.178495-0.000690123j 0.24269-0.000772997j 0.33852+0.00258468j -0.0271713+0.00067938j 0.0549276-0.000499468j -0.3851-0.00142265j 0.151793-0.000651973j 0.0871461+0.000845861j -0.0735116-0.00013765j -0.0546909+0.00141432j 0.00620699+0.00220223j 0.032239-0.000689978j 0.141007-0.000476569j 0.0794995-0.000611769j -0.0336823+0.00164061j 0.0736565+0.00179213j -0.0346782+0.000240951j -0.0316552+0.00197672j 0.0309187+0.00440033j 0.0603161-0.000277728j -0.0541259+0.00365407j 0.137508-0.00262662j 0.0847289-0.00199139j 0.0952778-0.00183577j 0.0360875-0.0029746j -0.00526495+0.00057701j -0.107402-0.00189414j -0.135364-0.00179701j 0.0299983-0.00237911j -0.0182129+0.00190103j -0.036545-0.000214257j 0.0914228-0.000196794j 0.0108459+0.00653885j 0.0137736-0.000776985j 0.0885283+0.0017814j 0.00521033-0.000270142j 0.0127462+0.00155263j -0.0381263-1.27789e-05j 0.000941877-0.00586458j 0.0258481+0.00139549j 0.0107785-0.00785846j -0.0280326+0.00288104j -0.0417612-0.000154592j -0.012485+0.00131852j 0.0032992-0.00516049j -0.0328389+0.000615412j -0.038842+0.00203006j -0.0490585-0.00648289j -0.0642523+0.00283864j -0.0426834-0.00993377j -0.0136509-0.00726542j -0.0176166-0.00176128j 0.0194622+0.000567688j 0.0527732+0.000999293j 0.0837546-0.00540686j 0.0360388+0.0027765j 0.0329344-0.00272914j 0.0499335-0.00581657j -0.0492542+0.0022703j -0.0214925+7.98241e-05j 0.0922325+0.00098234j -0.00389138-0.0135115j -0.0212623-0.00235597j 0.00492609-0.00427737j 0.0145493+0.00388691j 0.0195677+0.00151238j 0.020937-0.000465826j 0.0180415+0.00681107j -0.0233916+0.00644156j -0.0256894-0.00860806j 0.000832364-0.000774452j 0.0348806+0.00492051j 0.0250249-0.00249506j -0.00362992-0.0102848j 0.00743588-0.00559067j 
0.0020576+0.00129568j -0.000760368-0.000345198j 0.00324236-0.000478105j 0.0245195+0.00169479j -0.0041189+0.0018537j -0.0248081-0.000557521j 0.111925-0.000172836j 0.113006+0.000536239j 0.0658643+0.000352774j 0.0822805-0.000597351j 0.0675668-0.000775889j 0.189834-0.000528874j 0.130147-0.00146446j 0.202006-0.000216357j -0.113702-0.000130182j -0.206511-0.00063507j -0.181035+2.22376e-14j 0.188887+0.00094851j -0.215204-0.000379323j -0.0312956-3.52199e-05j -0.125047-8.06611e-05j -0.292449-0.000981159j 0.0639659+0.000138266j -0.0901771-0.000880142j -0.0996635+0.000667615j 0.216421-0.000609881j -0.187111-0.00219327j 0.0229317+9.43749e-05j 0.133145-0.000295294j 0.369751+0.00123715j 0.0525405+0.000331201j 0.160213+0.000626149j 0.0782325+0.000925372j 0.133326-0.00324661j 0.00786808+0.000129902j -0.261077+0.00126526j -0.123002-0.00335829j 0.0533707-0.00228195j -0.0775789-0.00425307j 0.0343908-0.000926555j -0.0557206-0.00505056j -0.0837816+0.000530049j -0.0170122+0.00097821j 0.0119602-0.0029219j -0.139786-0.00104204j 0.0421259+0.000180572j 0.0176466+0.0029463j -0.056485+0.00179736j 0.0736345-0.00351313j 0.0827939+0.00199397j 0.0203562-0.00449101j 0.0094521-0.00091342j -0.00908089+0.00122207j 0.0487024-0.00413914j 0.00830486+0.00704584j -0.0311291+0.00116735j 0.00675042+0.00122022j -0.0105989-0.0043756j -0.049304-0.00617969j -0.0274501-0.00314245j 0.0125465+0.00193621j 0.00340431+0.000722491j 0.0295022+0.0061904j -0.0443299-0.00020625j 0.0162461+0.00113195j -0.0660875+0.00413674j 0.0229884-0.00509582j -0.00015806-0.00445782j -0.0613592+0.00703462j -0.011952-0.00250967j 0.0385016+0.00822382j 0.0458063+0.00115142j -0.0437178-0.00860521j -0.0337775-0.006744j -0.0280318+0.00242344j 0.0276745+0.000962069j 0.0567808-0.00447461j 0.0615333-0.000376967j -0.0215786-0.000767483j -0.0121973-0.00408612j 0.0311745-0.0052255j -0.0453234+0.00265004j -0.0598725-0.000985535j -0.0591542+0.00798098j 0.0224335+0.00900891j 0.0126925+0.000307047j -0.000336679-0.000459031j -0.0107037-0.00280962j 0.012983-0.00756718j -0.0170676+0.00286518j -0.0267558+0.00529358j 0.0227545-0.00582841j 0.0236199+0.000596431j -0.0120152+0.00425781j -0.033727+0.00115179j 0.00270368+0.00428805j 0.00400091+0.00171439j 0.00165226+0.00709427j 
0.0137792-0.000671579j 0.00195964+0.000344845j 0.05168+0.000956346j -0.0114688-0.00149832j -0.135466-0.000207871j -0.040625+0.000123495j -0.0657173-0.00202615j 0.0460018-0.00113278j 0.126932-0.000416735j -0.146237+0.000280112j 0.114532+0.000392937j 0.164539+4.15285e-05j 0.0953438+0.00151149j -0.116133-2.94146e-05j -0.0196959-0.00155661j 0.128702-0.00104148j 0.188887-0.00094851j 0.0628408+1.14492e-15j -0.111656+0.000889378j 0.333659-0.000663938j -0.0626789-0.000739666j -0.0525481-9.6743e-05j 0.170787+0.000799123j -0.117443+0.00026771j 0.0923967+0.00114025j -0.113449+0.000346318j 0.218104+0.00172227j -0.132458+0.00149901j -0.104105+0.000967929j 0.0921532+0.00268884j 0.0605805+0.00119908j -0.0463158+0.000418176j 0.0456713+0.000828593j -0.10169-0.00392371j 0.305203+0.00125499j 0.0616849+0.00106921j -0.19967-0.00137299j 0.18378+0.00116478j -0.224626-0.0020846j -0.0511241+0.00212139j -0.13502-0.00161639j 0.0657358-0.000457536j 0.0761298+0.00120737j 0.0775157-0.00215649j -0.0862885-0.00331645j -0.186635+0.00114151j -0.116976-0.00140817j 0.0622906-0.000422724j -0.112993+0.00453858j -0.0200747+0.00372087j 0.138659+0.00283676j 0.00892319+0.00262095j 0.0970511+7.72732e-05j 0.0158879+0.00189751j -0.070551-0.00222059j 0.0506784-0.00381729j 0.0152916+0.000477485j -0.0180227+0.000217378j -0.0474494-0.00287693j -0.0104124+0.00722523j 0.0398329+0.000740653j -0.0304962-0.000914358j -0.0178748-0.00266544j 0.0338659+0.00243327j -0.034656-0.00133692j 0.00768973-0.00379604j -0.0107731+0.00403495j -0.0209368-0.00404837j 0.00365108-0.000744328j 0.00701244+0.00356035j 0.0179722+0.00083626j 0.0618238+0.00438319j -0.00121807+0.00433968j -0.00578217+0.00226158j 0.0154425-0.000458532j 0.0316371+0.00244565j -0.0205965-0.00508069j -0.021613-0.00388956j 0.0219472-0.00169062j 0.0610352+0.000571321j 0.0210089+0.00510139j -0.012058+0.00586362j -0.0104123-0.000694716j -0.00524889+0.00806592j -0.0333758+0.0114287j 0.0324096+0.00161526j -0.0569309+0.0103737j 0.0771628-0.000389639j -0.00569051-0.00775946j -0.0483633+0.00790429j -0.0361273+0.00311724j -0.00210676-0.00650743j 0.0331454-0.00369423j 0.0379215+0.00463618j -0.00435054-0.00906343j -0.0554641-0.000376172j 0.00206265+0.0146064j -0.00448057-0.00796015j 
0.00521989-0.00159172j -0.0232702+0.000505291j 0.00541324+0.000332874j 0.0914653+0.000157997j -0.0807621-0.00258942j 0.105547-0.00175795j -0.129645-0.00042887j 0.135217+4.23521e-05j -0.022075-0.00231693j 0.17261+0.00125265j -0.183314-0.00206401j 0.0586819+0.000283232j -0.0616857+0.00382279j 0.0385796+0.000571816j -0.052444+0.0013963j -0.15823-0.000419394j -0.215204+0.000379323j -0.111656-0.000889378j 0.0886216+1.71313e-14j -0.0166235+0.00146783j -0.0811974+0.00146697j 0.30882-0.000594493j 0.0524244-0.00178341j -0.149155+0.00440414j 0.00564192-0.00343052j -0.0448726-0.00315936j -0.0144457-0.00160473j 0.25605-0.000269098j -0.164872-0.0004001j -0.00514009+0.00122535j -0.0889915+0.00156275j 0.124823-0.0024286j -0.32071-0.0013484j 0.0187194-0.0015822j 0.345492+0.00144277j -0.0836338-0.000875088j -0.0281981-0.00459528j 0.0212765+0.000839737j 0.138466+0.00381349j 0.039295+0.00164373j -0.117332+0.00112522j 0.0260544+0.00348743j -0.0709402-0.00293835j -0.0434754+0.00128353j -0.119568+0.00250099j -0.0688135-0.00290754j -0.0134953+0.00602376j -0.0105424-0.00602911j 0.0258371+0.000999291j 0.0446796-3.513e-05j 0.172553-0.0017371j -0.0246935+0.00268765j 0.00293633+0.000472633j 0.00897817-0.00630998j 0.00213556+0.000352945j 0.0122863+0.00278796j 0.00170882+0.00158834j -0.0123728+0.00229142j 0.0430697+0.0042872j -0.0372779-0.00396222j -0.00913336-0.008138j 0.0583518+0.00182719j -0.0105443-0.00855283j -0.0168142-0.0156462j 0.110511+0.00142578j -0.0422463+0.000358261j 0.0499722+0.00246571j 0.00839859-0.00201974j -0.00789883-0.00617564j -0.0266706+0.00246056j -0.0195174-0.0039184j 0.012563+0.00841768j -0.0413483-0.00879431j 0.00676537-0.00384738j 0.0208678+0.00413926j -0.0567453-0.00799841j -0.0234734+0.00219073j 0.0721312+0.0053486j 0.0367236-0.00600118j -0.0230328-0.00274071j -0.00108282-0.00897371j 0.0652152+0.00317992j -0.00206264+0.00135051j 0.0433393+0.00975119j 0.025831-0.0103043j -0.00237526+0.000649397j -0.106213+0.00762442j -0.00447007+0.0104282j -0.0126792+0.00800783j -0.0175265+0.0111236j 0.0254091-0.00329214j 0.00141688-0.00514638j 0.0244287+0.006278j -0.00628998+0.00385642j -0.0242338-0.00355152j -0.0158307+0.00566014j -0.00219533+0.00805201j -0.00421158+0.0048262j 
-0.000554417-0.00299622j -0.0125447+0.000988565j -0.0158082+0.000493719j -0.00413746-0.00190823j -0.026891-0.00200381j 0.0395052-0.0007716j -0.0894624-2.84931e-05j -0.026217-0.000198413j 0.155598-0.00104552j 0.126991+0.000585104j -0.104917-0.000630481j -0.0233289-6.51256e-05j 0.01267+0.00178362j -0.12486-0.000660003j -0.00700494-5.5186e-05j 0.283291-0.00135309j -0.0312956+3.52199e-05j 0.333659+0.000663938j -0.0166235-0.00146783j 0.0562258-7.76267e-15j -0.099794+0.0020812j -0.0637838-0.00076031j -0.250162-0.000449151j 0.0359542+0.000893887j 0.10101-0.00202494j 0.0369692+3.36991e-05j -0.358298-0.00200737j -0.137535-0.00216591j 0.0973362-0.000256407j -0.0910771-0.00210969j -0.34796-0.00033204j 0.211716-0.00123282j -0.162352-0.00228559j 0.0559183+0.00118642j -0.05909-0.000484591j 0.0712426+0.000219375j -0.0329015-0.00121772j -0.0190398+0.000255238j -0.0814631+0.000548244j 0.0556609-0.00133093j 0.0332594-0.001732j 0.0761607-0.0042841j -0.0713087-0.00025247j 0.0577801-0.00200384j 0.00109417-0.000391546j -0.13541-0.00186989j -0.0668922+0.000771406j 0.0601168-0.00049943j -0.138003-0.000444771j -0.0494389+0.00325284j 0.144991+0.00265288j 0.0130223-0.000233491j 0.025745-0.00141708j -0.0133649+0.00208112j -0.035896+0.000497387j 0.0538168+0.00310232j 0.0237831+0.00591989j -0.0269142+0.000840001j 0.0265029+0.000636909j 0.0147392-0.00495251j -0.0426169+0.0060228j 0.0245112+0.0060852j 0.0417753-0.00260583j 0.0932762+0.00762751j -0.00035014+0.00113201j 0.0626019+0.00450279j 0.0275124-0.0067591j 0.0247981+0.00191245j -0.0459813-0.010133j -0.0149073-0.00465813j 9.08393e-05+0.00228608j -0.025496-0.00589221j 0.0195217-0.00193208j 0.0947049+0.0103113j -0.0446569+0.00985282j -0.049197+0.00374711j -0.0138803-0.00477499j 0.00279192+0.00559345j -0.145693+0.0063741j 0.0267988-0.000261181j -0.0562762-0.0097338j 0.0868081-0.0134526j -0.0266236-0.0105379j -0.0430725+0.00413451j -0.0125728-0.00354533j -0.028144+0.00292545j -0.00849343-0.00473104j 0.00614723-0.00173993j 0.00853992+0.00418667j -0.0107666+0.000730936j -0.00221208-0.00494453j -0.0222131-0.00663984j 0.0189517-0.00010488j 0.0123945+0.0033839j 0.0174995-0.00788541j -0.0406168-0.00300969j -0.00506983+0.00907972j -0.0112658-0.00912324j 
0.000847107+0.000626223j 0.00179147+0.000585626j 0.0105735+0.00134584j -0.0117216+0.00114446j 0.0247394+0.00186386j -0.0524263+0.000490656j 0.00344307-5.76476e-05j 0.00115831+0.00108428j -0.02808-0.000137181j -0.109052-0.000312851j -0.164663+0.000240891j 0.0827551+0.000886256j -0.0393822-0.00193154j -0.305184-0.000252882j 0.0878831-0.000890084j -0.0146747-0.000462672j -0.125047+8.06611e-05j -0.0626789+0.000739666j -0.0811974-0.00146697j -0.099794-0.0020812j 0.165086+1.02119e-13j 0.121472-0.000601685j -0.129218+0.000872221j 0.0154286-0.000978067j 0.364767+0.00173361j -0.12806-4.32056e-05j -0.103099+0.000908924j -0.0341075-0.000199913j 0.145491+0.000235773j 0.106303+0.000683613j 0.321697+0.00186182j 0.11645-0.000271664j 0.185866+0.002848j 0.303986+0.000948809j 0.233794+0.000181785j 0.190715+0.000545882j 0.0810922-0.00164547j -0.11325+0.000511167j -0.041538-0.00172036j 0.075832-0.00343161j -0.0078856-0.00155517j -0.0603068-0.00146929j -0.0377724+0.00336701j 0.0186805-0.00325871j -0.0953247+5.11815e-05j 0.00806607+0.000700127j -0.0122956-0.000395275j -0.0397531-0.00129379j 0.0166548-0.000425416j 0.11255-9.13327e-06j 0.0267094-0.0036804j 0.0653389-0.00551177j 0.00964985+0.00158266j 0.0153-0.00179951j -0.0102847+0.0043721j -0.0167715-0.00201009j 0.00191683+0.00307932j -0.00252122-0.00432592j 0.0224526-0.000309232j -0.0167043+0.00289883j 0.00484576+0.00755124j -0.0325144+0.000915497j 0.00222862+0.00311512j 0.0226922+0.00627437j 0.0212772-0.0069485j 0.00568822-0.00125074j -0.0359917+0.000520426j -0.0669501+0.00130933j -0.0122218+0.00562685j -0.0151315-0.0124179j -0.0633824+0.00434431j 0.0130521-0.00219055j -0.0309097-0.000456527j 0.0304829-0.007956j 0.0091409-0.0102933j -0.0195863-0.00138027j 0.0402547-0.0017326j -0.0768957+0.00384678j -0.0569026-0.00338848j -0.076408-0.0102331j -0.0470433-0.00430657j -0.0791937-0.00339815j -0.0674876+0.00480636j -0.0161543+0.00390596j -0.0220955+0.00243323j 0.048257+0.000761094j -0.0105046-0.0079719j -0.048176-0.00307069j 0.0399095-0.00442036j 0.0137314-0.00742313j -0.0139754+0.00161996j 0.00730396-0.00472883j 0.0219725-0.00291302j -0.00750704+0.00260761j -0.0251375-0.000182161j -0.00762806+0.00268476j 0.00429442+0.00410842j -0.00166365+0.00545529j 
