-0.201932-0j -0.223498-0j 0.533269-0j -0.117794-0j 0.538795-0j -0.206139-0j -0.0728812-0j -0.120248-0j -0.127542-0j -0.0743995-0j -0.0194089-0j -0.0268153-0j -0.029264-0j -0.0226678-0j -0.0229027-0j 0.0624527-0j 0.0772813-0j -0.0170707-0j 0.0450808-0j -0.0147836-0j -0.0211239-0j -0.0105619-0j -0.00871315-0j -0.0106714-0j -0.00482184-0j -0.00106312-0j -0.0176256-0j -0.00254403-0j -0.0190378-0j -0.00274787-0j -0.0145403-0j -0.00209872-0j -0.014691-0j -0.00212047-0j -0.0130053-0j 0.062651-0j -0.00187715-0j 0.00904289-0j -0.0160932-0j -0.00232286-0j -0.00938771-0j 0.0443389-0j -0.001355-0j 0.0271519-0j 0.00639977-0j -0.00848187-0j 0.00391904-0j 0.0387965-0j -0.00122425-0j -0.00856977-0j 0.0055998-0j 0.0160028-0j -0.0104958-0j -0.00123694-0j 0.0023098-0j -0.00262394-0j -0.00151493-0j -0.00865857-0j -0.00530227-0j -0.000378734-0j -0.00124976-0j -0.00276646-0j -0.000765317-0j -0.00378813-0j -0.000399304-0j -0.000546769-0j -0.00139756-0j -0.000201721-0j -0.000266852-0j -3.85167e-05-0j 
0.00405613-0j -0.0132123-0j 0.00354911-0j -0.0118053-0j 0.0171215-0j 0.0243076-0j 0.00146393-0j -0.00560604-0j 0.0122322-0j -0.0210769-0j 0.0126303-0j 0.000538628-0j -0.00172997-0j 0.000455318-0j 0.00219653-0j -0.000829089-0j -0.00151373-0j 0.00503505-0j 0.000349109-0j -0.00059233-0j -0.00404111-0j -0.00062438-0j 0.00492366-0j 0.000249416-0j -0.00181037-0j 0.00441657-0j 0.000354037-0j 5.11009e-05-0j -0.00112544-0j -0.000162443-0j 0.000292066-0j 4.21561e-05-0j 0.00140897-0j 0.000203368-0j -0.000521077-0j 0.000178853-0j -7.52111e-05-0j 2.58152e-05-0j -0.000951368-0j -0.000137318-0j 0.000219413-0j 0.00173235-0j 3.16695e-05-0j 0.000180706-0j 0.000250043-0j -0.000850051-0j 2.60827e-05-0j 0.00123285-0j -0.000122694-0j -0.00410079-0j 0.000177947-0j -0.0015021-0j 0.00123765-0j -0.000591898-0j -0.000216809-0j 5.27061e-05-0j 0.000178639-0j -0.000403669-0j 0.000508526-0j 7.60746e-06-0j -5.82646e-05-0j 0.00207183-0j 7.33994e-05-0j -0.00107315-0j 0.000299044-0j -0.000154896-0j 0.000909457-0j 0.000131269-0j 0.00318878-0j 0.000460261-0j 
-0.000102433-0j 0.000221903-0j 0.000270507-0j -5.97524e-05-0j 0.000250301-0j 0.000204668-0j -3.69699e-05-0j -0.000236176-0j -5.92506e-05-0j -4.39137e-05-0j 0.000435523-0j 0.00195749-0j -0.00418126-0j 0.00165473-0j 0.00153112-0j -0.00455898-0j 0.011042-0j -0.00243907-0j -0.0127419-0j 0.00107919-0j 0.0014122-0j -0.0015091-0j 0.000740097-0j 0.00301622-0j -0.00456059-0j -0.0076382-0j -8.94079e-06-0j -0.0176926-0j 1.89019e-05-0j 0.0374044-0j -7.37577e-06-0j -0.0145957-0j -6.82483e-06-0j -0.0135054-0j -6.59709e-06-0j 3.17805e-05-0j -0.0130548-0j 0.0628894-0j 1.59784e-05-0j 0.0316191-0j -1.84382e-05-0j -4.40225e-05-0j -0.0364867-0j 1.37732e-05-0j -0.0871148-0j -4.30254e-06-0j 0.0272553-0j 1.80232e-05-0j -0.00851415-0j -3.98115e-06-0j 0.0356656-0j 9.44549e-06-0j 1.04209e-05-0j -0.00787817-0j 0.0186914-0j -1.33103e-06-0j 0.0206216-0j -1.70061e-05-0j -2.46321e-06-0j -0.00263393-0j -0.0336528-0j 1.81823e-05-0j -0.00487437-0j -2.23591e-06-0j 0.0359803-0j -0.00442457-0j 3.13603e-05-0j 0.0620579-0j 2.45364e-05-0j 0.0485542-0j 
0.000101382-0j 0.000112209-0j -0.000263282-0j -0.00029507-0j 8.96286e-05-0j 0.000612695-0j 0.00046517-0j -0.000120423-0j 5.9958e-05-0j -0.000110861-0j 9.74445e-06-0j -0.00193741-0j -0.00211433-0j 0.00486072-0j -0.00165473-0j 0.00298218-0j 0.00549076-0j 0.00615371-0j -0.00107919-0j 0.00199496-0j -0.00903527-0j -0.00970117-0j 0.00125571-0j -0.000721935-0j 0.00103396-0j -7.68104e-05-0j 8.84909e-06-0j 0.0175112-0j 9.55811e-06-0j 0.0189142-0j -2.16662e-05-0j -0.0428745-0j 7.37577e-06-0j 0.0145957-0j -1.30242e-05-0j 4.47039e-06-0j -0.0257732-0j 0.00884632-0j -2.39801e-05-0j -0.0474534-0j 4.71319e-06-0j -1.47124e-05-0j 0.00932678-0j 4.22923e-06-0j -0.0291139-0j 6.30589e-05-0j 0.00836909-0j -1.91544e-05-0j 0.124785-0j -2.1467e-05-0j -0.0379039-0j 2.66206e-06-0j -9.84204e-06-0j -0.0424804-0j 0.00526786-0j 4.26322e-05-0j -0.0194761-0j 2.57354e-05-0j 3.38422e-05-0j 0.0843635-0j 0.0509269-0j -2.77049e-06-0j 0.0669693-0j 1.78081e-06-0j -0.00548242-0j 0.00352399-0j -2.08247e-06-0j -0.00412093-0j 1.33975e-07-0j 0.00026512-0j 
0.00173834-0j -0.00186922-0j -0.00149665-0j -0.0050594-0j -0.00153619-0j -0.00338377-0j -0.00310681-0j -0.00189099-0j 0.0032573-0j -0.00300899-0j 0.00306143-0j -0.0109193-0j 0.0115772-0j 0.00908238-0j 0.00932232-0j 0.0168077-0j -0.00996757-0j -0.0336953-0j -0.0055703-0j -0.0356388-0j 0.0168758-0j -0.0206911-0j 0.0337917-0j 0.0118112-0j 0.0204347-0j -0.0121267-0j -0.0145986-0j -0.00209379-0j 0.0153194-0j 0.00219717-0j 0.01185-0j 0.00169958-0j 0.0121631-0j 0.00174448-0j 0.0214864-0j -0.00737493-0j 0.00308167-0j -0.00105774-0j -0.0127422-0j -0.00182754-0j -0.00712088-0j -0.0235805-0j -0.00102131-0j 0.022115-0j -0.00338202-0j -0.0344892-0j 0.00317182-0j -0.010472-0j -0.00494659-0j -0.0354004-0j -0.00150193-0j -0.0209688-0j 0.0499997-0j -0.00507727-0j -0.00300744-0j 0.0150737-0j 0.00717117-0j -0.0128906-0j -0.0217382-0j 0.00216194-0j -0.00184883-0j 0.0483428-0j -0.00311778-0j 0.044462-0j 0.00693352-0j 0.00637692-0j 0.0208693-0j 0.00299317-0j -0.00876242-0j -0.00125674-0j 
0.00496772-0j -0.0107617-0j -0.0129008-0j 0.00289784-0j 0.00402207-0j 0.0294592-0j 0.0227934-0j 0.0114539-0j 0.0026906-0j -0.00632078-0j -0.0211218-0j 0.000659681-0j -0.0014091-0j -0.00165506-0j 0.000515994-0j 0.000509061-0j 0.00365933-0j -0.000821976-0j 0.00142277-0j 0.000340542-0j -0.00141248-0j -0.00646537-0j 0.000249416-0j 0.000951779-0j 0.0045615-0j -0.0025741-0j 0.000433605-0j 6.25855e-05-0j -0.000916695-0j -0.000132314-0j -0.00106164-0j -0.000153235-0j 0.000330987-0j 4.77738e-05-0j 0.000319942-0j 0.000219049-0j 4.61797e-05-0j 3.1617e-05-0j 0.00229987-0j 0.000331958-0j 0.000894204-0j -0.000707393-0j 0.000129067-0j 0.000207232-0j -0.000102103-0j -0.000619291-0j 2.99114e-05-0j -0.000859548-0j -8.9387e-05-0j 0.000193075-0j -0.000124065-0j 0.000151779-0j -0.000473218-0j 2.7868e-05-0j 2.19073e-05-0j 0.00208898-0j -6.83032e-05-0j -0.0024478-0j 0.00151866-0j 0.000301518-0j -0.000353309-0j -0.000881793-0j 0.0002192-0j 0.000101534-0j -0.000127276-0j 1.46552e-05-0j 0.00451389-0j 0.000651524-0j -0.00118995-0j -0.000171755-0j 
0.00086917-0j 1.36929e-05-0j -0.00376602-0j 0.000507016-0j -0.00074653-0j -6.2539e-05-0j 0.00223974-0j -0.00101306-0j -0.00678033-0j 0.00466701-0j -0.000410572-0j -0.00545967-0j -8.48084e-05-0j 0.022854-0j 0.00453031-0j -0.0042131-0j 0.000367466-0j -4.94716e-05-0j 0.0059525-0j -0.0382654-0j -0.0206911-0j -0.000218541-0j 0.00522106-0j 0.0540633-0j -0.0190999-0j 0.00127715-0j -0.00729928-0j -0.00104689-0j -0.000112221-0j -1.60952e-05-0j 0.0298182-0j 0.00427665-0j 0.00591081-0j 0.000847752-0j -0.00538589-0j -0.00368746-0j -0.000772466-0j -0.000528871-0j 0.000469755-0j 6.73742e-05-0j 0.00760946-0j -8.65987e-05-0j 0.00109138-0j -0.0473638-0j -1.24203e-05-0j 0.017394-0j -0.00679311-0j -0.0256109-0j 0.00249471-0j 0.00344797-0j -0.00367322-0j 0.00646248-0j -0.00078653-0j 0.000494522-0j 0.000926875-0j 0.0744634-0j -0.000112807-0j -0.0347545-0j 0.0152314-0j 0.0106798-0j -0.00498463-0j 0.00450116-0j 0.00218455-0j 0.0586952-0j 0.000645575-0j 0.00841831-0j -0.0140853-0j -0.00202017-0j 0.000760996-0j 0.000109145-0j 
-0.000144862-0j 0.000155768-0j 0.000124721-0j 0.000421617-0j 0.000128016-0j 0.00028198-0j 0.000258901-0j 0.000157583-0j -0.000271442-0j 0.00025075-0j -0.000255119-0j 0.00276831-0j -0.0029351-0j -0.0023026-0j -0.00236343-0j -0.00426115-0j 0.00252701-0j 0.00854254-0j 0.0014122-0j 0.00903527-0j -0.00427841-0j 0.00524568-0j -0.008567-0j -0.00299441-0j -0.00518067-0j 0.00307439-0j -1.26442e-05-0j -0.0250212-0j 1.32685e-05-0j 0.0262566-0j 1.02636e-05-0j 0.0203103-0j 1.05347e-05-0j 0.0208469-0j 1.86099e-05-0j -6.38761e-06-0j 0.0368266-0j -0.0126402-0j -1.10363e-05-0j -0.0218394-0j -6.16757e-06-0j -2.04237e-05-0j -0.0122048-0j 1.91544e-05-0j -0.0404158-0j -2.9872e-05-0j 0.0379039-0j -9.07004e-06-0j -0.0591127-0j -3.06611e-05-0j -0.0179484-0j -1.81616e-05-0j 4.3306e-05-0j -0.0606744-0j -0.0359395-0j 1.30557e-05-0j 0.0856969-0j -1.11649e-05-0j -1.8828e-05-0j 0.0258356-0j -0.0220938-0j 4.18709e-05-0j -0.0372581-0j 3.85096e-05-0j 0.082857-0j 0.0762055-0j 1.80755e-05-0j 0.0357689-0j -7.58935e-06-0j -0.0150183-0j 
-0.000717028-0j 0.00233563-0j -0.0006274-0j 0.0020869-0j -0.00302668-0j -0.00429702-0j -0.000258789-0j 0.000991018-0j -0.00216237-0j 0.0037259-0j -0.00223274-0j 0.004504-0j -0.014466-0j 0.00380737-0j 0.0183674-0j -0.00693283-0j -0.0126578-0j 0.042103-0j 0.00291925-0j -0.00495305-0j -0.0337917-0j -0.00522106-0j 0.0411716-0j 0.00208561-0j -0.0151383-0j 0.0369313-0j 0.0060216-0j 0.000863643-0j -0.0191419-0j -0.00274541-0j 0.00496757-0j 0.000712469-0j 0.0239644-0j 0.00343707-0j -0.00886269-0j 0.003042-0j -0.00127112-0j 0.000436296-0j -0.0161812-0j -0.00232078-0j 0.00373186-0j 0.0294644-0j 0.000535239-0j 0.00307353-0j 0.00422591-0j -0.014458-0j 0.000440818-0j 0.0209688-0j -0.00207363-0j -0.0697478-0j 0.00300744-0j -0.0255483-0j 0.0210504-0j -0.0100035-0j -0.00366424-0j 0.000896445-0j 0.00301913-0j -0.00686577-0j 0.00864921-0j 0.000128572-0j -0.000984716-0j 0.0352386-0j 0.0012405-0j -0.0182526-0j 0.00505406-0j -0.00261786-0j 0.0154684-0j 0.00221854-0j 0.0542361-0j 0.00777876-0j 
-0.00224465-0j 0.0097607-0j 0.00193257-0j -0.00130938-0j -0.0209893-0j -0.00885818-0j 0.00401171-0j 0.0173186-0j 0.0445055-0j -0.0152104-0j -0.0308413-0j -0.000298076-0j 0.00127803-0j 0.000247931-0j -0.00269274-0j -0.000230018-0j -0.00110034-0j 0.000745517-0j 0.00215126-0j 0.000487727-0j 0.00244376-0j -0.00228413-0j 0.00181037-0j -0.0045615-0j 0.00268035-0j 0.000197689-0j -0.000195924-0j -2.82791e-05-0j 0.000831426-0j 0.000120006-0j 0.000159036-0j 2.29549e-05-0j -0.00172727-0j -0.00024931-0j -0.000144565-0j -9.8977e-05-0j -2.08662e-05-0j -1.42861e-05-0j -0.000691556-0j -9.98174e-05-0j 0.00135206-0j 0.000641593-0j 0.000195152-0j 0.0002968-0j 9.26059e-05-0j 9.2771e-05-0j 4.28394e-05-0j 0.00148712-0j 1.33903e-05-0j -0.00100757-0j 0.000214647-0j 0.00110168-0j -0.00136042-0j -0.000145431-0j 0.000159014-0j 0.000202301-0j -0.00019636-0j -0.00122704-0j 0.00308702-0j 2.91996e-05-0j -0.000177108-0j -0.00156288-0j 0.000445573-0j -0.00233598-0j -0.000225582-0j -0.00033717-0j 0.00218514-0j 0.000315398-0j 0.00307344-0j 0.000443613-0j 
-7.24308e-05-0j -1.14107e-06-0j 0.000313835-0j -4.22513e-05-0j 6.22108e-05-0j 5.21158e-06-0j -0.000186645-0j 8.44213e-05-0j 0.000565028-0j -0.000388918-0j 3.42143e-05-0j 0.00138415-0j 2.15009e-05-0j -0.00579403-0j -0.00114854-0j 0.00106812-0j -9.31611e-05-0j 1.25422e-05-0j -0.0015091-0j 0.00970117-0j 0.00524568-0j 5.54052e-05-0j -0.00132366-0j -0.0137063-0j 0.00484226-0j -0.000323789-0j -6.32209e-06-0j -0.0125106-0j -9.71977e-08-0j -0.000192341-0j 2.58263e-05-0j 0.0511069-0j 5.1195e-06-0j 0.0101308-0j -4.66485e-06-0j -3.1938e-06-0j -0.00923112-0j -0.00632012-0j 4.06867e-07-0j 0.000805136-0j 6.59075e-06-0j -7.50053e-08-0j 0.0130422-0j -4.1023e-05-0j -0.000148426-0j 1.50654e-05-0j -0.081179-0j -2.21822e-05-0j 0.0298123-0j 2.98637e-06-0j -0.0438957-0j 5.59731e-06-0j -6.81233e-07-0j 0.00590964-0j 0.0110763-0j 6.44946e-05-0j -0.00134807-0j -3.01017e-05-0j 1.31923e-05-0j 0.127626-0j -0.0595673-0j 3.89857e-06-0j 0.0261058-0j 5.08374e-05-0j 0.00771475-0j 0.100601-0j -1.21996e-05-0j -0.0241415-0j 6.59117e-07-0j 0.00130431-0j 
-0.000878177-0j 0.00190242-0j 0.00228056-0j -0.00051227-0j -0.000711007-0j -0.0052077-0j -0.00402933-0j -0.00202479-0j -0.000475636-0j 0.00111737-0j 0.00373383-0j 0.00551625-0j -0.0117829-0j -0.0138396-0j 0.00431474-0j 0.00425676-0j 0.0305993-0j -0.00687335-0j 0.0118972-0j 0.00284761-0j -0.0118112-0j -0.0540633-0j 0.00208561-0j 0.00795876-0j 0.0381432-0j -0.0215246-0j 0.00737493-0j 0.00105774-0j -0.0155915-0j -0.0022362-0j -0.0180568-0j -0.00258978-0j 0.00562955-0j 0.000807413-0j 0.0054417-0j 0.00372568-0j 0.000780471-0j 0.000534352-0j 0.0391171-0j 0.00561033-0j 0.015209-0j -0.0120316-0j 0.00218133-0j 0.00352469-0j -0.00172562-0j -0.0105331-0j 0.000505525-0j -0.0146195-0j -0.00151071-0j 0.0032839-0j -0.00209679-0j 0.00258151-0j -0.00804868-0j 0.000470991-0j 0.000370251-0j 0.0355302-0j -0.00115437-0j -0.0416331-0j 0.02583-0j 0.00509588-0j -0.00597119-0j -0.0149979-0j 0.00370465-0j 0.00172693-0j -0.00215106-0j 0.000247683-0j 0.076774-0j 0.0110112-0j -0.0202392-0j -0.00290278-0j 
5.97524e-05-0j -0.000194636-0j 5.22833e-05-0j -0.000173908-0j 0.000252224-0j 0.000358085-0j 2.15658e-05-0j -8.25848e-05-0j 0.000180197-0j -0.000310492-0j 0.000186062-0j -0.00114187-0j 0.00366747-0j -0.000965256-0j -0.00465656-0j 0.00175763-0j 0.00320904-0j -0.0106741-0j -0.000740097-0j 0.00125571-0j 0.008567-0j 0.00132366-0j -0.010438-0j -0.000528751-0j 0.00383792-0j -0.00936295-0j 5.21546e-06-0j 0.0103207-0j -1.65793e-05-0j -0.0328082-0j 4.30254e-06-0j 0.00851415-0j 2.07562e-05-0j 0.0410737-0j -7.6762e-06-0j 2.63475e-06-0j -0.0151902-0j 0.00521383-0j -1.4015e-05-0j -0.0277338-0j 3.23226e-06-0j 2.55199e-05-0j 0.00639621-0j 2.66206e-06-0j 0.0505004-0j -1.25224e-05-0j 0.00526786-0j 1.81616e-05-0j -0.0247802-0j -6.04104e-05-0j 0.0359395-0j -2.2128e-05-0j 1.82323e-05-0j -0.119544-0j -0.0437884-0j 7.76434e-07-0j 0.0360792-0j -5.94661e-06-0j 7.49129e-06-0j 0.00153646-0j -0.0117676-0j 3.0521e-05-0j 0.0148243-0j -1.5809e-05-0j 0.060397-0j -0.0312839-0j 1.33976e-05-0j 0.026512-0j 4.69752e-05-0j 0.0929578-0j 
0.0004949-0j -0.00323195-0j 0.000433037-0j 0.000288692-0j 0.012256-0j -0.00298092-0j 0.000178619-0j -0.0290056-0j 0.00875611-0j 0.037712-0j -0.0477173-0j 6.57195e-05-0j -0.000423179-0j 5.55547e-05-0j 0.00157233-0j 5.07143e-05-0j -0.000370282-0j -0.000246854-0j -0.00360299-0j 3.6232e-05-0j 0.00145021-0j -0.000152733-0j 0.00441657-0j -0.0025741-0j -0.000197689-0j 0.000220593-0j 4.31971e-05-0j 6.23497e-06-0j -0.0002753-0j -3.97362e-05-0j 3.56358e-05-0j 5.14358e-06-0j 0.00100858-0j 0.000145576-0j 3.18736e-05-0j 2.18224e-05-0j 4.60056e-06-0j 3.14979e-06-0j -0.00023272-0j -3.35902e-05-0j -0.00226446-0j -0.000212443-0j -0.000326846-0j 2.20485e-05-0j -3.06635e-05-0j 2.07875e-05-0j 3.18243e-06-0j 0.000882507-0j 3.00042e-06-0j 0.000588338-0j 0.000127379-0j 0.00268764-0j -0.000151777-0j 8.49193e-05-0j 0.000387928-0j 6.43082e-06-0j -2.19071e-05-0j -0.00208858-0j 0.000364016-0j 9.28209e-07-0j -0.000301461-0j -0.000113421-0j 5.25411e-05-0j 0.00192015-0j -1.63709e-05-0j 0.000277149-0j -0.00343594-0j -0.000495935-0j 0.00458242-0j 0.000661416-0j 
0.000396803-0j -0.00172546-0j -0.000341633-0j 0.000231468-0j 0.00371043-0j 0.00156592-0j -0.000709176-0j -0.00306152-0j -0.00786753-0j 0.00268884-0j 0.00545202-0j -0.00249251-0j 0.0106869-0j 0.00207319-0j -0.0225167-0j -0.00192341-0j -0.00920101-0j 0.006234-0j 0.0179888-0j 0.00407837-0j 0.0204347-0j -0.0190999-0j 0.0151383-0j -0.0381432-0j 0.0224131-0j 0.00165308-0j -0.00333235-0j -0.000477939-0j 0.0141412-0j 0.00202819-0j 0.00270495-0j 0.000387955-0j -0.0293781-0j -0.00421352-0j -0.00245882-0j -0.00168344-0j -0.000352654-0j -0.000241446-0j -0.0117622-0j -0.00168699-0j 0.0229963-0j 0.0109125-0j 0.00329822-0j 0.00504809-0j 0.00156511-0j 0.00157789-0j 0.000724017-0j 0.0252935-0j 0.000226307-0j -0.0171372-0j 0.00362769-0j 0.0187378-0j -0.0231386-0j -0.00245789-0j 0.00268745-0j 0.00344081-0j -0.00331863-0j -0.02087-0j 0.0525053-0j 0.000493495-0j -0.00299326-0j -0.026582-0j 0.00753052-0j -0.0397313-0j -0.00381251-0j -0.00569842-0j 0.0371657-0j 0.00533046-0j 0.0522743-0j 0.00749739-0j 
7.31814e-05-0j -0.000158535-0j -0.000190047-0j 4.26892e-05-0j 5.92506e-05-0j 0.000433975-0j 0.000335778-0j 0.000168732-0j 3.96363e-05-0j -9.31138e-05-0j -0.000311153-0j -0.0013985-0j 0.00298724-0j 0.00350865-0j -0.00109389-0j -0.00107919-0j -0.00775764-0j 0.00174256-0j -0.00301622-0j -0.000721935-0j 0.00299441-0j 0.0137063-0j -0.000528751-0j -0.00201773-0j -0.0096702-0j 0.00545699-0j 6.38761e-06-0j 0.0126402-0j -1.35042e-05-0j -0.026723-0j -1.56395e-05-0j -0.0309484-0j 4.87589e-06-0j 0.00964875-0j 4.71319e-06-0j 3.2269e-06-0j 0.00932678-0j 0.00638561-0j 3.38803e-05-0j 0.0670446-0j 1.31729e-05-0j -1.04209e-05-0j 0.0260674-0j 3.05282e-06-0j -0.0206216-0j -9.12302e-06-0j 0.00604113-0j -1.26623e-05-0j -0.0180533-0j 2.84427e-06-0j -0.0250571-0j 2.23591e-06-0j -6.97116e-06-0j 0.00562844-0j 0.00442457-0j 3.07736e-05-0j -0.013795-0j -3.60595e-05-0j 2.2372e-05-0j 0.0608968-0j -0.0713569-0j -1.299e-05-0j 0.0442713-0j 1.49574e-06-0j -0.0257056-0j 0.00295986-0j 6.64959e-05-0j 0.131587-0j -1.75296e-05-0j -0.0346888-0j 
-3.30669e-05-0j 0.000143789-0j 2.84694e-05-0j -1.9289e-05-0j -0.000309202-0j -0.000130493-0j 5.9098e-05-0j 0.000255127-0j 0.000655627-0j -0.00022407-0j -0.000454335-0j 0.000631909-0j -0.00270937-0j -0.000525603-0j 0.0057085-0j 0.00048763-0j 0.00233267-0j -0.00158047-0j -0.00456059-0j -0.00103396-0j -0.00518067-0j 0.00484226-0j -0.00383792-0j 0.0096702-0j -0.00568223-0j -0.000419093-0j -2.88623e-06-0j -0.00571146-0j 1.22481e-05-0j 0.0242373-0j 2.34282e-06-0j 0.00463614-0j -2.54451e-05-0j -0.0503525-0j -2.12965e-06-0j -1.45807e-06-0j -0.00421429-0j -0.00288533-0j -1.01876e-05-0j -0.0201599-0j 1.99177e-05-0j 9.45155e-06-0j 0.0394144-0j 4.37227e-06-0j 0.0187034-0j 1.36665e-06-0j 0.00865215-0j 2.19073e-05-0j 0.00270441-0j -1.4843e-05-0j 0.0433517-0j 1.62293e-05-0j -2.00409e-05-0j -0.0293723-0j 0.0321155-0j 2.98017e-06-0j -0.0396583-0j -1.8076e-05-0j 4.54761e-05-0j 0.00589736-0j -0.03577-0j -2.30234e-05-0j 0.0899913-0j -3.44122e-05-0j -0.0455602-0j -0.0680973-0j 3.21901e-05-0j 0.0637-0j 4.5276e-05-0j 0.0895953-0j 
-8.74867e-05-0j 0.000571333-0j -7.65509e-05-0j -5.10339e-05-0j -0.00216658-0j 0.000526958-0j -3.15756e-05-0j 0.00512752-0j -0.00154788-0j -0.00666661-0j 0.00843531-0j 0.000549546-0j -0.00353862-0j 0.000464548-0j 0.0131478-0j 0.000424072-0j -0.00309629-0j -0.00206419-0j -0.0301282-0j 0.000302972-0j 0.0121267-0j -0.00127715-0j 0.0369313-0j -0.0215246-0j -0.00165308-0j 0.0018446-0j 0.000734713-0j 0.000105376-0j -0.00468242-0j -0.000671571-0j 0.000606108-0j 8.69304e-05-0j 0.0171543-0j 0.00246034-0j 0.000542119-0j 0.000371164-0j 7.7753e-05-0j 5.32338e-05-0j -0.00395819-0j -0.0005677-0j -0.0385148-0j -0.00361332-0j -0.00552395-0j 0.00037501-0j -0.000518237-0j 0.000353563-0j 5.37855e-05-0j 0.01501-0j 5.07094e-05-0j 0.0100067-0j 0.0021528-0j 0.0457125-0j -0.00258148-0j 0.0014352-0j 0.00655628-0j 0.000109378-0j -0.000370246-0j -0.0355234-0j 0.00619132-0j 1.56874e-05-0j -0.00509491-0j -0.00192911-0j 0.000887985-0j 0.0326586-0j -0.000276681-0j 0.00468403-0j -0.0584398-0j -0.00838167-0j 0.0779397-0j 0.0111784-0j 
7.29056e-06-0j -4.76111e-05-0j 6.37924e-06-0j 4.25283e-06-0j 0.000180548-0j -4.39131e-05-0j 2.6313e-06-0j -0.000427293-0j 0.00012899-0j 0.000555551-0j -0.000702942-0j -0.000139323-0j 0.000897122-0j -0.000117774-0j -0.00333328-0j -0.000107512-0j 0.000784982-0j 0.000523321-0j 0.0076382-0j -7.68104e-05-0j -0.00307439-0j 0.000323789-0j -0.00936295-0j 0.00545699-0j 0.000419093-0j -0.000467649-0j 6.36354e-07-0j 0.00125926-0j -4.05556e-06-0j -0.00802541-0j 5.24965e-07-0j 0.00103884-0j 1.48578e-05-0j 0.0294016-0j 4.69543e-07-0j 3.21474e-07-0j 0.000929163-0j 0.000636155-0j -3.42829e-06-0j -0.00678413-0j -3.33586e-05-0j -3.12958e-06-0j -0.0660123-0j 3.24805e-07-0j -0.00619303-0j 3.0623e-07-0j 0.000642747-0j 1.30006e-05-0j 0.000605988-0j 8.66704e-06-0j 0.0257264-0j 3.95927e-05-0j -2.23588e-06-0j 0.0171509-0j 0.0783488-0j 9.47349e-08-0j -0.00442451-0j -3.07677e-05-0j 5.36246e-06-0j 0.000187468-0j -0.0608852-0j -1.67085e-06-0j 0.0106116-0j 2.82864e-05-0j -0.00330639-0j 0.0559751-0j -5.06161e-05-0j -0.100163-0j 6.75055e-05-0j 0.133584-0j 
