-0.13423+2.14134e-14j -0.109758-0.0013248j -0.0462752+0.0492334j -0.0986347+0.103434j 0.0203948+0.000269135j 0.027839+0.0376536j -0.0296541-0.0285468j 0.00839582-0.103649j 0.0231449-0.0198446j 0.0111886+0.0817298j -0.00322795+0.0138142j 0.0128619-0.012781j -0.0329203-0.0838418j -0.0216073-0.0459774j -0.0124683-0.0103613j 0.0342616+0.0061545j 0.0108204+0.00378988j -0.000919373-0.0301502j -0.0198066+0.0031178j -0.030118-0.00636786j -0.0242646+0.0188428j -0.0191242-0.0333835j -0.0532515+0.0512816j -0.0182731+0.0336182j -0.0314581+0.0408306j 0.164-0.0119873j 0.0378753-0.139232j 0.0795179+0.0228102j -0.0818423-0.0182092j 0.01283-0.071382j -0.0482362-0.0621234j 0.0593707-0.0423825j 0.0288109-0.00273565j 0.083027-0.0983343j -0.013216-0.0788305j 0.0237876+0.0266011j -0.0506693+0.0559065j 0.00670565+0.0519689j 0.0186652-0.0103783j 0.00766359-0.012081j -0.0099422-0.0125814j 0.0415601+0.0195851j -0.0206896+0.0154499j -0.0014629-0.00593267j -0.000160852-0.0173163j -0.0121271+0.00662845j -0.0109815+0.0357724j -0.0323793+0.0415943j -0.00883217-0.00132334j 0.0131198-0.0401185j 0.0282425+0.0391826j 0.0169774-0.0695601j 0.0545535+0.0261713j 0.0247878-0.00740073j 0.0541075+0.012636j 0.00917864+0.0455452j -0.0365337+0.0132845j 0.0472023+0.0360715j 0.000206503-0.0177248j -0.00456074-0.00882844j 0.027827+0.0151704j -0.0289288-0.0514903j -0.0359523-0.00327267j -0.041194-0.109502j -0.103912-0.135705j -0.135112+0.224532j -0.267296+0.0627095j -0.0798638-0.0923708j 0.0486361+0.153449j 0.0533194-0.0292111j 0.0139515-0.000659859j 0.180863-0.0748812j 
0.0247878+0.00740073j 0.00120898+0.0656055j -0.00792077+0.0822193j -0.0896918+0.0219176j -0.0413232+0.0581209j -0.0128604-0.0130924j 0.0341838+0.0561349j -0.0237695+0.0560647j 0.0673313-0.0138618j 0.0145348-0.0170372j 0.0433683+0.0295418j 0.0003228-0.0103739j 0.022177-0.0217169j 0.019366-0.0295018j 0.0046129+0.0262818j 0.00573237+0.00311899j 0.012299-0.0254238j -0.0117954-0.0483066j -0.0215757-0.00358155j 0.0510051+0.0153991j 0.0226877-0.0159277j 0.00632957+0.0106169j 0.0317888-0.0403803j -0.0012487+0.0050227j 0.00542662-0.00180544j 0.0266582-0.00648369j 0.0308805-0.0262825j 0.000738089-0.0163138j -0.0572992+0.0213229j 0.0187928+0.00242749j -0.0504949+0.0155078j -0.0330158+0.0308088j 0.122106-0.0525258j 0.0178137-0.00606017j -0.0635074-0.00250389j 0.0644028-0.0300855j 0.120173+0.0103357j 0.0312078-0.11269j 0.191061+0.00632329j 0.151083+0.0121075j -0.0292344+0.0738647j 0.0276733-0.143574j 0.0527466+0.0226798j -0.0283819+0.109305j 0.0112145+0.0360596j -0.149691+0.0649894j -0.0116114+0.100897j -0.034006-0.104583j 0.073767+0.140445j 0.134406-0.00854253j -0.176797+0.118414j -0.140263-0.0153282j 0.0965331+0.164252j -0.0788915-2.88311e-15j -0.0681307+0.0987071j 0.101954-0.123622j 0.0192931-0.0102027j -0.029939+0.0682838j 0.0123491+0.0295442j -0.0244411-0.0398055j -0.00553704+0.0567557j -0.140441+0.127696j 0.0551244+0.0238195j -0.0463133-0.0538081j 0.0712899-0.0777979j 0.0385454+0.066401j -0.0125543+0.0465189j 0.00889718+0.101216j 0.00512787+0.0171786j -0.043639-0.0954059j -0.049355+0.0268062j -0.0260586-0.0272399j 
0.0541075-0.012636j 0.00482563+0.00419422j 0.0194869+0.00558718j -0.00543617+0.0230016j -0.0213386+0.0357124j -0.0205196-0.0207786j -0.0491825-0.0030934j -0.0443001+0.0782385j -0.0349422-0.0138662j 0.00592116+0.00632048j -0.0227874-0.00970567j 0.0198033+0.00767085j -0.00422335-0.0134171j -0.0120551-0.0128671j -0.0369353+0.0207493j 0.0181235+0.0282668j 0.00874541-0.0334282j 0.0128515-0.0166303j 0.00313785-0.000438183j -0.0210697-0.0409272j -0.0127283-0.0181426j 0.0258603+0.00343238j 0.0197736-0.00251677j 0.00133164-0.0171025j -0.00438494+0.0111075j -0.0184443-0.00573603j 0.0330238-0.0060891j 0.00614159+0.000119451j -0.0138025+0.00834164j 0.0245314+0.0209438j -0.00795014+0.0319139j 0.000949508-0.00201853j 0.0489964-0.0417131j -0.0534617-0.00154396j -0.0604705-0.0325106j 0.0371783-0.0289271j -0.0386952-0.00736635j 0.0719292-0.0584355j 0.023243-0.0852183j -0.00443582+0.165715j 0.132653-0.0895267j 0.0640011-0.0105956j 0.118159-0.157474j -0.147399+0.108844j 0.00309966+0.0769489j 0.101487+0.00512242j -0.0686741-0.0119997j -0.0172593-0.0737198j -0.13301-0.070063j 0.0475138+0.0679857j -0.0298698+0.0282874j 0.00840299+0.0425645j 0.0612709+0.0641249j -0.0681307-0.0987071j 0.379654+1.8846e-14j -0.113197-0.0245158j 0.151655+0.0326485j 0.0906042-0.00119837j 0.0984168-0.0234269j -0.19586+0.147965j -0.0988674-0.0411645j -0.0331743-0.00293824j -0.00614308+0.064395j -0.0406863-0.0349529j 0.0417799-0.0647277j -0.00756005-0.0118811j 0.047098-0.0855274j 0.00481602-0.00640154j -0.00627214+0.00709471j 0.00522741-0.0442963j 0.00687585+0.0368413j -0.0197202-0.0268344j 
0.00917864-0.0455452j -0.0197272+0.0475285j -0.0237669+0.0273982j -0.0792953+0.0603392j -0.0481107+0.0395386j 0.000607915-0.0202534j -0.013356-0.0214742j 0.00480175+0.0188719j 0.00188737-0.00425306j 0.0218458+0.0542721j 0.030875-0.00761089j -0.0138622+0.0104021j -0.0159921-0.0155008j 0.00981355-0.0384998j 0.0178712+0.00528899j 0.0251865-0.0478106j -0.0105111-0.000839235j -0.00297363-0.0124322j 0.00618789+0.010749j 0.0146675+0.00519198j 0.0276192+0.00784644j 0.0405591+0.0115263j -0.00782645-0.0161005j 0.0191665-0.0253511j -0.00438584-0.0168826j 0.0215023-0.016571j 0.0147364-0.0252192j 0.0110274-0.0108929j -0.0555482+0.037104j 0.02722+0.00195103j -0.101009+0.0407612j -0.050023+0.0685356j 0.107828-0.0430838j -0.0494863-0.005773j -0.0734515-0.00327622j 0.107696-0.0345638j -0.0189234-0.0597993j 0.0052136+0.0515632j 0.0186247+0.071757j 0.100691+0.066667j 0.156942+0.0887498j -0.0540515+0.0366928j -0.0218665-0.0910543j 0.0872284-0.0116375j -0.0487567-0.0404151j 0.0986622-0.0423921j -0.0680598-0.0495825j 0.080541+0.0758741j 0.0880295+0.136021j -0.0492445+7.36986e-05j 0.0842506+0.00320382j 0.0693505+0.0972136j -0.0467886-0.0078044j 0.101954+0.123622j -0.113197+0.0245158j 0.125983+5.6552e-15j -0.127886-0.0722057j 0.0923894-0.0162778j -0.0868497-0.116803j 0.120629+0.0249531j 0.0164251-0.136636j -0.00572437+0.0880329j -0.0175719+0.0175319j -0.0565229+0.00678115j 0.0408268-0.0566391j 0.00693901+0.0316j 0.0851441-0.103459j 0.0385553-0.0390828j 0.0447771+0.0968j -0.0542906-0.108686j 0.00208742+0.0251682j -0.007344-0.0453457j 
-0.0365337-0.0132845j -0.000377473+0.0274018j -0.0191247+0.0392177j -0.0915052+0.038929j -0.0151102+0.00556568j 0.0251242+0.0711026j 0.0333044-0.0391672j 0.0415151-0.0529099j -0.0110631-0.00500984j -0.0263588-0.0333586j -0.00649238-0.0094942j -0.0197832-0.0081645j 0.0332178-0.0160537j -0.00559502+0.0473678j 0.0283602+0.0247955j 0.0202494+0.0230527j -0.0225254-0.00413446j -0.0124887-0.0425813j -0.00195376+0.038013j 0.00245311+0.00146955j -0.00497637+0.0196985j 0.00624033+0.0109395j -0.0123047+0.00660879j 0.00731223+0.03201j -0.00936893+0.00454079j 0.0153656-0.0189329j -0.00550412+0.015176j 0.0190554+0.0167962j 0.00193008+0.0316388j -0.0125057-0.0197297j -0.0829889-0.00671176j -0.0401328+0.0632445j 0.0506547-0.0355301j -0.0381498+0.00625928j 0.00885509-0.00348442j 0.00662313+0.11533j 0.0520288-0.0237622j -0.12841+0.0563029j -0.0847241+0.0282618j 0.0167923-0.179672j -0.0417103+0.0346382j -0.122911-0.102531j 0.143972-0.110611j -0.0879792+0.153141j -0.0877562-0.0985936j 0.129324+0.00226041j 0.110232+0.0637638j 0.0993009+0.0632149j -0.0526498+0.0930937j -0.000447607+0.0617677j -0.115613+0.103655j -0.0303498-0.136434j 0.0138908-0.0440821j 0.0192931+0.0102027j 0.151655-0.0326485j -0.127886+0.0722057j -0.144466-1.51962e-14j 0.0648801-0.0378073j 0.0134475-0.0940751j -0.0799773+0.0257513j 0.0148273-0.017362j -0.0108312+0.0363798j -0.0185247-0.0618724j 0.0108868+0.0282268j -0.0305063+0.0788198j 0.0247011-0.0345616j 0.00463468+0.111368j 0.040595-0.0533978j 0.0445475+0.116892j -0.0359824+0.000514947j -0.0526771-0.0254735j 0.0188819+0.0396527j 
0.0472023-0.0360715j -0.0539085-0.0380516j -0.0169964+0.0529388j -0.009636+0.0322115j 0.000949914+0.0250473j 0.0411738+0.0821159j -0.0860109-0.0213842j 0.032241+0.0752149j -0.00977528+0.0186887j 0.0228172-0.0106288j -0.051396-0.0368485j -0.0317844-0.00864344j 0.00227647+0.0123647j 0.0338044-0.0324345j 0.0335228+0.0079967j -0.0104385+0.0178084j -0.0121745-0.00575153j 0.043526-0.0340278j 0.0132836-0.0147002j 0.00086307+0.0276779j 0.0195278-0.00867897j -0.0114932+0.0135711j 0.00158606+0.0360503j 0.00967788-0.0353796j 0.0103083+0.026845j 0.00295098-0.019622j 0.0432944+0.0379663j 0.0251668-0.00948312j -0.0106615-0.0148825j 0.0457396+0.0187494j -0.0113978-0.00867835j -0.0297938+0.0242783j 0.00648392-0.100241j -0.0571574+0.0172274j -0.0664905-0.013783j 0.0939458+0.123867j -0.0196803+0.0272417j -0.0433126-0.109476j -0.076694-0.0349633j 0.18862+0.0861632j -0.0899097-0.0357012j 0.198807+0.0151138j -0.0896044+0.127598j 0.141126-0.0172157j 0.069861-0.0805422j 0.172082-0.0270247j 0.0935223-0.0581108j 0.0950312-0.181427j -0.0735031-0.196006j 0.0474327-0.0339366j 0.0637642-0.113096j 0.162997+0.0361067j 0.0573941+0.0656397j -0.029939-0.0682838j 0.0906042+0.00119837j 0.0923894+0.0162778j 0.0648801+0.0378073j -0.0348337-3.60822e-16j -0.017086-0.034671j 0.10887-0.0327037j -0.0746919-0.0197337j -0.0246659+0.0664279j -0.132743+0.0513778j 0.0617729-0.0313279j -0.0700359+0.0318255j 0.0549929-0.0377683j 0.0304656+0.0263103j 0.00284371+0.00888461j 0.0305917+0.0250042j -0.00627955-0.0156095j -0.019177+0.0192191j 0.008888-0.00737131j 
0.000206503+0.0177248j -0.039932+0.00286482j -0.0252124+0.10811j -0.0684056-0.0192469j 0.0431024+0.0413341j -0.0573863-0.00516752j 0.0357804-0.0769931j -0.00501332+0.011657j -0.0268455-0.018287j -0.00203695+0.0507802j 0.0257213-0.00925078j 0.00944995-0.0079246j 0.00488415-0.0129114j 0.0142058+0.0142747j -0.0132832-0.00380198j 0.0345734-0.0493289j 0.0250268-0.00327678j -0.00674281-0.0327172j -0.00449984+0.00311154j 0.0326948+0.0234331j 0.013955+0.016812j 0.00267586+0.047278j 0.00692879-0.0105156j -0.00816967-0.0306631j 0.00400913-0.0166217j 0.0469408+0.00076221j -0.00392924+0.00965139j -0.0212461+0.00343908j -0.0180106+0.0300731j -0.0146433+0.00626881j -0.0234524-0.0382382j -0.0489497+0.0266944j 0.073442-0.0373872j 0.0315669-0.1056j -0.0774207-0.0357356j -0.0944163+0.0505198j -0.0280008-0.0987802j -0.00247973-0.0170106j -0.0852738+0.0710447j -0.0869846+0.117203j 0.00158321+0.0618245j -0.0924568+0.190843j -0.0636138+0.178408j -0.0284656-0.0156789j -0.0711292-0.11153j 0.112733+0.0596295j 0.158655+0.0669523j -0.0799865-0.0802435j -0.0489249-0.161152j 0.0680972-0.132701j 0.0308524+0.0855291j -0.0431416+0.112152j -0.138075+0.111013j 0.0123491-0.0295442j 0.0984168+0.0234269j -0.0868497+0.116803j 0.0134475+0.0940751j -0.017086+0.034671j 0.103758+3.44169e-15j 0.0849175-0.0335806j 0.000632928+0.122072j 0.050501-0.0292603j -0.0146165-0.0359876j -0.0472886-0.0116967j 0.0302751+0.0926262j 0.0681267+0.0618132j 0.037481-0.0434941j 0.0153067-0.00389884j 0.00925629-0.0272333j -0.0796975+0.0193251j 0.00912375-0.0172221j 0.00168814-0.0745093j 
-0.00456074+0.00882844j -0.00159822-0.028787j 0.0199859+0.0307431j -0.0203356-0.00993381j 0.0115649+0.0175296j -0.0288612+0.0263569j -0.00155972-0.0348027j 0.00753947+0.0644367j -0.0230343-0.0122814j -0.0173315+0.00933958j -0.0138032-0.00555076j 0.0226714-0.0286914j -0.0208878+0.00206348j 0.00579325-0.00652798j -0.00365355+0.0532344j 0.0248942-0.0281903j -0.0101558-0.0322842j 0.0088574-0.00602118j 0.0218668-0.00179508j -0.0236407+0.0151801j 0.000784168+0.00190729j -0.0169801+0.00889378j -0.028101-0.0145248j -0.00630184+0.000712818j 0.0097711-0.0138997j -0.00251337+0.00887435j -0.0132393-0.00172279j -0.0203469+0.00557557j 0.0113147-0.0117396j -0.0223466+0.00856291j 0.0184301-0.00680374j 0.0195679-0.0262162j -0.0334047-0.0118138j -0.0104165-0.0172075j 0.0635883-0.0585069j -0.0640074+0.064942j -0.0435136-0.0570033j -0.0149314-0.110277j -0.0116641-0.110709j -0.00459559+0.167132j -0.0412748-0.0776862j 0.0918504-0.0604763j 0.104752-0.165396j 0.00912127+0.177765j 0.0987327+0.125912j -0.0152257-0.00650516j 0.00169986+0.0196559j 0.0353752+0.175721j 0.199433+0.321772j 0.0914003-0.0138052j 0.0332003+0.0979491j 0.0662313+0.0637454j 0.0691825+0.0910915j -0.0244411+0.0398055j -0.19586-0.147965j 0.120629-0.0249531j -0.0799773-0.0257513j 0.10887+0.0327037j 0.0849175+0.0335806j 0.136854-9.71445e-16j 0.0115879+0.0846052j 0.0287847-0.0518131j 0.0146219-0.00729958j 0.0420321-0.018454j 0.0111928+0.0397114j 0.0521655-0.00899501j 0.0183621-0.0223j -0.0483742+0.028786j -0.00679692-0.0640437j 0.0036078+0.00634715j 0.0143564-0.0401207j -0.0256664+0.00260267j 
0.027827-0.0151704j -0.0418508+0.0586717j -0.0569747-0.0233349j 0.056046-0.0363628j 0.0472843-0.0598467j 0.0260261+0.0267352j -0.0414797-0.022261j -0.0222346-0.0436122j -0.0293139+0.0422623j 0.00970576-0.0234092j -0.011614-0.0172377j -0.0190021+0.00346187j 0.0199202-0.0145968j 0.0489704+0.0765086j 0.00325093-0.0148043j -0.000636285+0.00250604j 0.00120444+0.00914739j -0.00167939+0.00366508j 0.0183081-0.0125367j -0.00198716+0.00247139j 0.00618209+0.0025255j -0.00978418-0.0312503j 0.0232692-0.0101281j 0.00644362-0.0153968j 0.0146022+0.0226439j 0.0164925+0.00152351j 0.0318765+0.0220691j 0.0169038-0.00755413j -0.0266137+0.0156061j 0.0391124+0.015285j 0.0219272-0.027768j -0.0427081+0.00421415j 0.0904155+0.0204455j 0.0957888-0.0658301j -0.23209+0.130435j 0.0713997+0.065895j 0.0428399+0.0197478j 0.0593767+0.124894j -0.110399+0.0426949j -0.060019+0.00459043j 0.082957-0.225764j -0.0162172+0.156013j -0.102757-0.176234j -0.116946+0.187701j -0.0752067+0.119991j -0.0282638-0.0870255j -0.177024-0.102537j -0.00335625+0.182532j 0.0478813-0.00456992j -0.0424128-0.107792j -0.0964096-0.08753j 0.00563295+0.0500374j 0.219484+0.013541j -0.00553704-0.0567557j -0.0988674+0.0411645j 0.0164251+0.136636j 0.0148273+0.017362j -0.0746919+0.0197337j 0.000632928-0.122072j 0.0115879-0.0846052j -0.0685665-7.77156e-16j -0.0368762+0.037711j -0.0232203-0.0280884j 0.00652889+0.024378j -0.0313636-0.0469222j -0.0148826+0.0309004j -0.0181781-0.00535141j 0.0761165+0.0206924j -0.0248-0.00451268j -0.0458941+0.0622211j -0.01111+0.0612101j 0.0122531-0.0811561j 
-0.0289288+0.0514903j -0.0173738-0.062303j -0.0531546+0.0762928j -0.0176978-0.056751j -0.0397906+0.0418654j -0.019385-0.0339845j -0.0120163-0.00662765j 0.0332452+0.0167427j -0.0197703+0.0259372j 0.0310767+0.00468135j 0.0129456+0.00881764j -0.00802487-0.000479752j 0.00304133+0.00363409j -0.0340207+0.0212939j 0.0162887+0.000262116j 0.00250576+0.0131097j 0.0081065-0.0156619j 0.00198047-0.0185179j 0.0101477-0.0143853j 0.0026508+0.0181263j -0.0154694+0.0292753j 0.00945796+0.0175171j 0.00840407+0.00972937j -0.00260793-0.0198992j 0.00879885+0.0262951j 0.00605792+0.00590105j -0.00664579+0.0284244j -0.0181149-0.0227355j -0.00797442-0.0427963j 0.0125075-0.00534176j 0.0312607-0.0338342j -0.0168061-0.0116535j -0.0555138-0.0283921j -0.0394248-0.0186812j 0.231555-0.0861735j -0.0325767-0.114455j -0.10202+0.00297388j -0.0431715-0.0242971j -0.0211985+0.0322719j -0.0200714+0.144169j 0.114468-0.0773324j 0.0690377-0.0746148j 0.00772408-0.0911696j 0.0424309+0.0235901j 0.0171965-0.155438j 0.0958344-0.157259j -0.218428-0.135222j -0.00958861+0.0203991j 0.078951-0.0490765j -0.071584+0.055541j 0.0199833-0.181945j -0.0842734+0.0203627j -0.0946557+0.0532444j -0.140441-0.127696j -0.0331743+0.00293824j -0.00572437-0.0880329j -0.0108312-0.0363798j -0.0246659-0.0664279j 0.050501+0.0292603j 0.0287847+0.0518131j -0.0368762-0.037711j -0.148956+1.11022e-16j 0.0387156+0.0133412j -0.0825776-0.00301717j -0.00340272+0.0108325j -0.0279983-0.0292873j -0.0384622+0.0262989j -0.0759425-0.0135306j 0.0850155-0.0082375j 0.0644922-0.0655958j -0.000162955-0.0180615j 0.0527772+0.0226871j 
-0.0359523+0.00327267j 0.0816261+0.014772j 0.120233+0.0575075j -0.104204+0.185207j 0.00630378+0.105319j -0.0157101+0.0385605j -0.0188811+0.0177253j -0.0235464+0.00649288j 0.017717+0.0215201j -0.0332893+0.0329759j -0.0322213+0.0409838j 0.0345725-0.0129195j 0.0113612-0.0263144j 0.0215753-0.0166895j 9.03452e-07+0.0059198j -0.0231966-0.023291j 0.00802302+0.00737j 0.0117526-0.0453659j 0.00247148+0.0160189j 0.0114304-0.000786173j 0.00567224+0.0290408j 0.0150864+0.0287058j -0.0333391+0.0060846j -0.0176334+0.00340937j -0.00947901-0.000959545j 0.0315515-0.0304222j -0.00990209-0.00742617j 0.0270734+0.0123198j 0.0167354+0.0535762j -0.0112975-0.0419672j -0.0992737+0.0289667j -0.0135382+0.0854317j 0.00323261-0.110274j -0.163259+0.0952334j -0.0691203-0.148173j -0.0444955-0.0282379j -0.056103+0.0634435j 0.0436251+0.0467578j -0.0274318+0.0452826j -0.049606+0.0658433j -0.0887874+0.0385952j -0.105682+0.0456434j -0.0159927-0.100836j 0.0689114-0.094683j -0.156605-0.0349134j 0.099435-0.190846j -0.0251396+0.0250825j 0.0282368-0.00765642j 0.0372317+0.0043971j -0.00291605-0.119121j 0.012222+0.151949j 0.100096-0.0459805j 0.0194005-0.0241806j 0.0551244-0.0238195j -0.00614308-0.064395j -0.0175719-0.0175319j -0.0185247+0.0618724j -0.132743-0.0513778j -0.0146165+0.0359876j 0.0146219+0.00729958j -0.0232203+0.0280884j 0.0387156-0.0133412j 0.0261343+4.16334e-17j -0.0201166+0.0264739j -0.0281778+0.0344384j -0.0907231+0.0401344j -0.0721953+0.0532783j 0.0305226-0.0698419j -0.0122589+0.0825962j -0.0278823-0.0072866j 0.00508263+0.0188667j 0.00751715+0.0556512j 
-0.041194+0.109502j 0.0609967+0.0139637j 0.060278-0.0155282j 0.00468761-0.0298319j 0.0286404-0.00168297j -0.0815079-0.0329274j 0.0476544+0.00028664j -0.0121692+0.00856329j 0.0332141-0.00761366j 0.0158743+0.0194988j 0.0410356+0.00157456j 0.0257387-0.0144356j -0.0197892-0.0234869j 2.17965e-05-0.00283021j -0.00881234+0.0197533j -0.00980792+0.0198077j -0.00650905-0.00736366j -0.00322819+0.0252098j 0.00210055+0.00443333j -0.014595-0.00114589j 0.00320706+0.0205574j 0.00495935+0.0284763j -0.0114208+0.0264341j 0.00963474+0.0537391j -0.0178884-0.0114578j -0.0245973+0.0156887j -0.0261973+0.0249848j 0.0175256+0.0438366j 0.079673-0.0341088j -0.0463563+0.0386662j 0.0344093+0.020519j 0.0608449-0.0282009j -0.094077+0.0240246j -0.0439116+0.00407871j 0.102147-0.0496791j -0.138442-0.0693536j -0.0296751+0.0575819j 0.0468406-0.029557j 0.080733+0.0293167j -0.112215+0.123429j -0.01347+0.0304916j -0.0357856+0.159104j -0.0180384-0.0129379j -0.0734953-0.0959566j -0.022535+0.00702382j 0.0215186+0.132804j -0.0930731+0.145747j 0.0276276+0.0936163j -0.107472+0.0698419j -0.0824153-0.0187523j 0.0708893-0.0735399j 0.0756963+0.24493j 0.0561382-0.0575338j -0.0463133+0.0538081j -0.0406863+0.0349529j -0.0565229-0.00678115j 0.0108868-0.0282268j 0.0617729+0.0313279j -0.0472886+0.0116967j 0.0420321+0.018454j 0.00652889-0.024378j -0.0825776+0.00301717j -0.0201166-0.0264739j -0.0312339+4.16334e-17j -0.0446852+0.0360681j 0.0232796+0.0283422j 0.016159+0.0314586j -0.000418029-0.0133885j 0.0231284+0.038419j 0.0772906-0.116877j -0.049647-0.0406361j 0.0199816+0.0946759j 
-0.103912+0.135705j 0.054939+0.0773067j 0.0725197-0.161347j 0.0703704+0.0559633j 0.0125385-0.103593j 0.036708+0.0928957j -0.037702-0.00314925j 0.0129201-0.0608937j 0.0209975+0.0108309j 0.0165919+0.00908799j -0.0356835+0.0477802j 0.0295443-0.0043024j 0.00147112+0.0134391j -0.0210303+0.0407492j -0.0168207-0.0202936j -0.0309681-0.0222138j 0.0113238-0.014047j -0.0386621-0.0147857j 0.0128535-0.0129665j 0.0115196-0.00382863j 0.00876937-0.0155688j 0.00808301-0.0198451j -0.0240646+0.000365343j -0.0617274+0.048357j 0.00654053-0.0205338j -0.0212799-0.0387443j -0.0245797-0.00795594j -0.016695+0.0627325j 0.107423-0.0236312j -0.0930475+0.0967381j 0.0110809+0.0705215j 0.0935576-0.0378546j -0.198398+0.129908j -0.0511694+0.143512j 0.118672+0.0260876j 0.0784822+0.189181j -0.137836+0.15266j 0.0711622+0.0560014j -0.0805054-0.0175244j 0.0520978+0.0199951j -0.273142+0.0751875j 0.0154221-0.0558296j 0.036277-0.0696748j -0.196817+0.111365j 0.0661815+0.037064j 0.111858+0.0291374j 0.0722088-0.0693862j 0.0300004-0.111152j 0.053802-0.0575033j 0.0909371+0.0322154j -0.0735918-0.0407423j -0.00338146-0.0348913j 0.0264898+0.0432789j 0.0712899+0.0777979j 0.0417799+0.0647277j 0.0408268+0.0566391j -0.0305063-0.0788198j -0.0700359-0.0318255j 0.0302751-0.0926262j 0.0111928-0.0397114j -0.0313636+0.0469222j -0.00340272-0.0108325j -0.0281778-0.0344384j -0.0446852-0.0360681j 0.0378807-2.98372e-16j 0.0364177+0.0809893j 0.0757374-0.0587968j 0.0578389+0.0207325j -0.0337591+0.00188444j -0.0384693-0.119771j 0.00891406-0.0951122j 0.0266015-0.00787222j 
-0.135112-0.224532j -0.28798+0.0725236j -0.0531685-0.0175815j 0.063282+0.0530087j -0.0383482+0.0834943j 0.00435457+0.0468313j -0.0251168-0.0268577j -0.0379873+0.0589381j 0.0416373+0.00284387j -0.0166572-0.0193707j -0.0126506-0.0415986j -0.0182316+0.000383468j -0.0249626+0.00239702j 0.0130735+0.015514j 0.00933597-0.0378674j 0.0532643+0.0281236j 0.0115594+0.00507416j 0.0239382-0.0257793j 0.00576583-0.0164441j 0.0154716+0.0325542j 0.0321014-0.023087j -0.0145273-0.0397822j 0.0320924-0.0148802j -0.0115617-0.0639696j 0.0410886+0.0302328j 0.0149303-0.049695j 0.00753521-0.0340584j -0.105982-0.0533556j -0.0351394+0.0638874j -0.0766622+0.0104376j 0.0151099+0.0656832j 0.0342924-0.00305502j -0.0477006+0.0294078j 0.0309399+0.100329j 0.150467-0.176712j 0.0426322+0.0533384j -0.166302+0.0176926j 0.0972247-0.157189j 0.0891978-0.0206158j -0.140858-0.0814615j -0.00531772+0.0195072j -0.0719239-0.00284572j 0.0406852-0.168215j 0.0596248-0.115033j 0.0051906-0.0245864j 0.013539-0.0996254j -0.079259-0.091405j -0.00148842-0.0706782j -0.0188165-0.0436054j 0.0604875-0.0193238j -0.00805549-0.00554788j -0.0772567+0.0492059j 0.0217288+0.122925j 0.0385454-0.066401j -0.00756005+0.0118811j 0.00693901-0.0316j 0.0247011+0.0345616j 0.0549929+0.0377683j 0.0681267-0.0618132j 0.0521655+0.00899501j -0.0148826-0.0309004j -0.0279983+0.0292873j -0.0907231-0.0401344j 0.0232796-0.0283422j 0.0364177-0.0809893j 0.0907633-4.16334e-16j 0.0195928+0.00637572j -0.0454924+0.0467608j 0.0234603-0.0191595j -0.0707503+0.0487321j 0.0440121-0.055248j 0.0355288-0.0931414j 
-0.267296-0.0627095j 0.0599163+0.220107j -0.105714-0.0437817j -0.0521618-0.036414j -0.0362415-0.0679534j -0.0283379+0.0781914j 0.00706709+0.00863559j 0.0194007-0.00705216j 0.0187473+0.0305835j 0.0396903-0.0205863j 0.00323969+0.00569076j -0.0159494+0.0454717j -0.041472+0.0105998j -0.0140576+0.0304029j 0.0146096-0.0477274j 0.0207198+0.00782858j 0.0180954-0.0101179j -0.0116744-0.0157659j -0.00346804-0.0227508j 0.016055-0.0103722j 0.00945087-0.0263276j -0.000277324-0.0405578j -0.0252633-0.0540787j -0.0261478-0.00148002j 0.00515329-0.00247604j 0.00108517-0.0381857j -0.0618669-0.0812317j -0.0520186+0.0158056j 0.0348873+0.0317149j 0.00129429+0.0235377j 0.0379418-0.0233751j -0.0583452-0.0623933j 0.164048+0.0690087j 0.0921277-0.078277j -0.0466246+0.156458j 0.0322332+0.0800407j -0.0119116+0.0796534j -0.133961+0.0579427j 0.0516728-0.0142737j -0.0136735-0.0883095j 0.0943749-0.172042j 0.114895-0.00452029j -0.0524053+0.114447j 0.00492738+0.0490041j -0.0298174+0.0181806j -0.0140141+0.124336j 0.109322-0.17916j -0.0322013-0.0635837j 0.100369+0.00466227j 0.102633+0.0771384j 0.128398+0.0447726j -0.0155943+0.043551j -0.101184+0.0124214j -0.0125543-0.0465189j 0.047098+0.0855274j 0.0851441+0.103459j 0.00463468-0.111368j 0.0304656-0.0263103j 0.037481+0.0434941j 0.0183621+0.0223j -0.0181781+0.00535141j -0.0384622-0.0262989j -0.0721953-0.0532783j 0.016159-0.0314586j 0.0757374+0.0587968j 0.0195928-0.00637572j -0.11262+9.71445e-17j -0.116296-0.0129178j 0.00433152-0.00660187j -0.0455766+0.0180269j 0.0332602-0.0226313j -0.0464589+0.0528259j 
