-0.104967-0.0713467j -0.0528173-0.0521745j 0.0070122+0.00254083j -0.147979+0.0415841j 0.0216607+0.0231299j -0.0425104+0.0253763j 0.0809143-0.0868183j -0.0304107+0.0153435j -0.0119406+0.0635065j 0.00656708-0.0265741j 0.0285774-0.0122252j -0.0421654+0.0597285j 0.0088544+0.0280348j 0.00914346+0.0265648j -0.0167256-0.0445648j -0.00354151-0.0653126j 0.000870983+0.00208212j -0.0142934-0.023636j -0.00192235-0.00796246j -0.0144211-0.0113125j 0.00217537+0.0252816j 0.0217312-0.0514171j -0.00350877-0.025708j 0.00381015+0.0216825j -0.00172504-0.00615852j 0.013616-0.00573846j -0.0256054-0.0161839j -0.00900786+0.0175096j 0.0115452+0.033168j 0.0233168+0.0446842j 0.0127906-0.0298513j -0.0115036+0.0420566j -0.0202496-0.0222979j 0.0164691+0.0122202j -0.029814-0.00415842j 0.0211719+0.0236322j -0.00126702-0.0136832j -0.0202711-0.00395566j -0.00707118-0.0178887j 0.0199135+0.0154834j -0.013311-0.0201542j 0.0306284+0.0405875j 0.0211905+0.046081j 0.0155612+0.00162445j -0.0215128+0.0498598j 0.00872373+0.0475187j -0.000196291+0.0235672j 0.02897+0.000718333j 0.0702354+0.0101357j 0.0159961-0.0230544j 0.039889+0.0119427j -0.018507-0.00357558j 0.0186915+0.00291884j 0.023363+0.024067j 0.01904-0.0278744j 0.0336229+0.0461933j 0.0106301-0.0517411j -0.0551848-0.000329764j 0.0438955+0.0745209j -0.00992277+0.0317842j 0.00228636+0.0404761j 0.0386855+0.0820289j -0.0352843-0.0375644j -0.0941563-0.0284824j -0.0867504+0.078641j -0.235842-0.153862j 0.0488679-0.212618j 0.178342-0.120297j 0.025306-0.0621565j -0.138364+0.0847177j -0.121444-0.0227445j -0.0654674-0.207266j 0.0190552+0.0102387j 0.0424553-0.106355j 0.0569673+0.15079j 0.0154356+0.0558001j 0.157965+0.152621j 
0.000945943-0.0600724j 0.00163571-0.00487933j 0.00205584+0.0217352j -0.0303584-0.0769055j -0.00922214-0.0626951j -0.00011166+0.0199294j 0.00769501+0.0544201j 0.00449481+0.0343884j 0.0199441-0.01342j 0.0103282+0.0081667j 0.0158118-0.0556668j 0.0350926-0.0286514j 0.0201351-0.0581875j 0.00749843+0.00353645j -0.00418221+0.0112557j -0.0116067-0.0348108j 0.0208666+0.00621659j -0.00629725+0.0363963j 0.0221449-0.0592597j -0.0337024-0.0561498j 0.00535375-0.00367986j -0.012464+0.0377154j -0.00279525-0.00473064j 0.017089-0.0316658j 0.0721399-0.026285j 0.0443213-0.0211587j -0.0277576+0.0309014j 0.0204575-0.0360049j 0.00458202+0.0194161j -0.0349958+0.0460224j -0.024351+0.00103521j -0.00678133+0.112666j -0.00627884+0.0409299j 0.0845494-0.0470608j -0.0633116-0.0288836j 0.0976561-0.015087j -0.0162027-0.0456433j 0.0420361-0.0189906j 0.0826227-0.0526989j -0.0150737+0.0300313j 0.0345677-0.0977305j -0.00132759+0.0131174j -0.0498533-0.0306456j 0.0341347-0.0720613j -0.0893675+0.0745097j -0.0724589-0.00116041j 0.0172529+0.0776906j -0.0477501-0.0725332j 0.0195068+0.0300272j 0.021667+0.0514868j -0.0391365+0.0804514j 0.213433-0.0750885j 0.108343+0.0414719j 0.0411507+0.11562j -0.0568243+0.0947634j 0.100048+0.0768074j -0.20081+0.159841j -0.0238871-0.0879102j -0.0421024-0.0485121j 0.0180318+0.0125746j -0.0578448-0.171616j -0.0948038-0.0322353j -0.102838-0.032418j 0.079942+0.0272999j 0.0423087+0.0175838j -0.11979+0.0827961j 0.0505777-0.185016j -0.0217299-0.0403243j -0.101783-0.047144j 0.1089+0.0386291j -0.0917585+0.107662j 0.0137799+0.0387364j 0.0503192-0.0239886j -0.0178776-0.0891886j -0.0109326+0.00785625j -0.0114642+0.0577656j -0.0453658+0.0495975j 
-0.0133364+0.0170722j 0.025013-0.0865127j -0.0277978-0.0635132j -0.0195283+0.0898165j -0.0216557+0.0938551j -0.00816022+0.0330048j -0.0455438-0.0226614j -0.0117911-0.0706289j 0.00370688-0.00709719j 0.0296945-0.0138236j -0.0143478+0.0969006j 0.031611+0.0447028j 0.0411565+0.0390832j 0.0479964-0.0191834j 0.0353581+0.0883577j -0.073888-0.0271495j 0.0280174+0.0290073j -0.0358346+0.0078306j -0.0125177+0.0779242j 0.0669727+0.0326917j 0.00470444-0.0906293j -0.0337574-0.0402498j 0.0412231+0.0110149j 0.0102468+0.0612982j -0.0936489+0.0213512j 0.0826107+0.0210779j 0.0372576-0.0101407j 0.00749067-0.0215456j 0.00206978+0.106621j -0.0324345+0.0116268j 0.0511249+0.0215221j 0.0069777+0.0219312j -0.0608978-0.00681887j -0.0442594-0.0427537j 0.0172776+0.0112998j -0.0396157+0.100949j -0.0377426-0.0549064j 0.000187408-0.00786327j 0.0148898-0.0265449j 0.0246875-0.077721j 0.0840007+0.00291452j -0.0502931+0.0556303j 0.0298236-0.121199j 0.0405109+0.00455387j 0.0538929-0.0107354j -0.120756+0.0857327j 0.0666846+3.18784e-05j -0.0619865-0.058795j 0.0973376-0.0819734j -0.168617+0.0048267j -0.0194091+0.0153535j 0.0710763-0.159941j 0.138086+0.0271535j 0.0611457+0.125455j -0.0732887-0.00900329j -0.0425141+0.026735j 0.0464571+0.05263j -0.017112+0.105921j 0.0198994-0.0242049j -0.0648853-0.0277962j -0.0858374+0.0500772j -0.0199136+0.00800661j -0.0110809+0.0026999j 0.0220033+0.00441902j 0.0662696+0.100229j 0.153378+0.243743j 0.113609+0.0568895j -0.0201803-0.0778693j 0.0411337-0.0599278j 0.0851133-0.135196j 0.102798-0.0735001j 0.0274031-0.00873109j 0.0080784+0.0176128j 0.00703836+0.0513877j 0.00746072-0.00174002j -0.050843-0.00904998j 0.0107272-0.0191523j 
0.0150257+0.0332337j -0.0225438+0.0646628j 0.0446681-0.0560179j -0.0172283-0.0453663j 0.00792087-0.0341357j 0.0306726+0.0155085j -0.0138567+0.0792311j -0.00175367-0.00551166j -0.00245797-0.0879031j -0.0572507+0.0355521j -0.0137483-0.0288403j -0.0616495+0.00711482j 0.00607103-0.0766116j -0.00805922-0.00562893j -0.0787929-0.00881485j -0.0497782-0.0104757j -0.0103902-0.00333308j -0.0154851-0.0528001j -0.0496027+0.0447205j -0.0664653-0.0610803j -0.0402336-0.0690553j 0.0971725-0.00333576j -0.00105847+0.047996j -0.0422906-0.0889645j 0.0777998-0.0679578j -0.065028-0.012536j 0.0252936-0.113644j -0.0254178-0.0439487j -0.00461673-0.0243281j -0.0727416+0.0106073j -0.0104143+0.0408044j 0.0168488-0.0680353j -0.0350012+0.00923063j 0.0195405-0.0109394j -0.0204258-0.0519606j 0.0204582+0.00557724j -0.0238986-0.0252845j -0.00124328+0.0492403j 0.0162196-0.0283144j 0.00270835+0.073173j 0.0417738+0.126061j -0.129085+0.0426129j 0.0702872+0.0617876j -0.0146765+0.0751378j -0.0973791+0.00722629j -0.0909063-0.0691984j 0.0353453-0.0286159j 0.175604+0.133156j -0.0281062+0.137411j 0.0818096+0.0362914j -0.108733-0.0106945j -0.0173372-0.130228j -0.0847254+0.00912356j -0.0411849+0.163008j -0.00634879+0.00694944j 0.00260218+0.0863131j -0.015251-0.142158j -0.0275053-0.052151j -0.0179852+0.0760597j 0.0616599+0.00976046j 0.0240306-0.032115j 0.110591+0.0548872j -0.176093+0.152515j 0.102884-0.0463751j 0.0302995-0.0248348j -0.0352613-0.152617j 0.086025+0.0761529j 0.0499828-0.0882151j 0.0115475-0.0606309j -0.0540111-0.0760624j -0.0181499+0.0813152j 0.0852716-0.0858972j 0.213403-0.0825659j 0.0838876-0.0225675j -0.0940918-0.0520788j 0.0328607+0.00794626j 0.0157063+0.00751844j 
-0.00539325-0.00304007j 0.0149429-0.00443902j -0.0111393+0.0417557j 0.0495685+0.00046497j -0.0358049-0.0280699j 0.0239106+0.0624463j 0.000961033-0.053201j 0.0171304-0.00618011j 0.0340835+0.081078j -0.0156778-0.0270549j 0.0430499+0.0416543j 0.0321778+0.022946j -0.0271625+0.0154995j -0.0105495+0.0176517j 0.0406711-0.0488841j 0.0475686-0.041256j 0.0578684+0.0630645j -0.00514106+0.0247922j -0.00308886-0.0235729j 0.0222363+0.0335031j -0.0335975+0.0262563j -0.0152523-0.0241731j 0.00812379-0.0327393j -0.0286308+0.0321638j 0.00729265+0.0349566j -0.0180696-0.0460066j -0.0652847+0.0559316j -0.0167722+0.0199576j 0.0124305-0.0485799j -0.0384936+0.0421466j -0.0544329-0.00542448j 0.0953835-0.0794909j -0.00661165-0.0634214j -0.0171808+0.0346649j 0.0247854-0.0349984j -0.0126151+0.081114j 0.0178851+0.0152297j -0.1591+0.0391837j -0.0874793+0.164073j -0.0231387-0.0405607j -0.0997302-0.0331729j 0.0264074-0.102506j -0.0274662-0.151858j 0.0335421-0.128472j 0.0889047+0.0517159j -0.0463561-0.116462j 0.172125+0.127094j 0.0537465-0.0774134j -0.0761223-0.0633741j 0.0813528-0.0377937j 0.0106917-0.0701289j -0.0408997-0.00648403j -0.0274228-0.10304j 0.00926844-0.0554089j -0.00592225+0.10007j -0.0682452-0.0898541j 0.0187285-0.0131922j 0.1043-0.161616j -0.111841-0.0146943j 0.105103+0.0364039j -0.18841+0.000220433j 0.0589365-0.0155942j -0.188008+0.132949j 0.0799364-0.0519687j -0.0939986-0.129491j -0.0774928+0.0353055j -0.0587825+0.0331843j 4.49173e-05+0.173764j -0.0769349-0.0292653j -0.0940362+0.0637455j 0.0707161-0.057446j -0.108233+0.0995237j -0.0298627-0.0202187j -0.0775153-0.0505282j 0.00140693+0.0186533j 0.00883135-0.0276086j -0.023558-0.0132307j 
-0.00419123-0.00173174j 0.0222796-0.0253033j -0.0020143+0.0311372j 0.0441674-0.0209944j 0.0104471-0.0394461j 0.000218662-0.0182963j 0.00116004-0.0254198j 0.00156627+0.0329075j 0.0353718-0.0139976j 0.0396637-0.0271407j -0.0234082-0.0934833j -0.0131062-0.0233087j 0.00853456+0.0203329j 0.0679559-0.0303095j 0.0332507+0.0249336j -0.0414971+0.0291839j 0.016321-0.0262612j 0.0148723+0.043003j -0.0258518-0.00909778j 0.0254491-0.0431153j 0.00876043+0.0132308j -0.0311571-0.0446062j 0.0155786-0.0233245j 0.0330558+0.0347666j -0.0240514+0.00183786j 0.0708377+0.0403642j -0.036104+0.0638687j -0.0304845+0.004544j -0.00617791+0.0476296j -0.0570688-0.0201045j 0.0193953-0.00493393j 0.0695164+0.0688356j 0.0519813-0.0552982j 0.0220941+0.00814778j -0.0178964+0.116259j -0.0785434+0.0266489j -0.0908839+0.0746402j -0.0320491+0.0196006j -0.0710379+0.0575552j -0.10807-0.0413351j -0.0522891+0.236342j -0.0443356+0.0721041j -0.0297865-0.0265158j -0.163769+0.176604j 0.0281894+0.0600792j 0.155913+0.0495027j 0.185153+0.00778238j 0.083366+0.0474836j 0.0433164+0.0204534j -0.0383367+0.196699j -0.148984-0.0369536j -0.00780649+0.0183368j 0.0777408-0.140508j -0.0405014+0.00309237j -0.105573+0.0888527j -0.00748525+0.0173467j 0.0312745-0.0874951j 0.0769433-0.0146254j -0.0770481-0.0608272j -0.128973+0.0436846j 0.136683+0.0435017j 0.0252383-0.0792012j -0.0841781-0.10392j -0.0400638+0.152119j -0.218872+0.0150307j 0.0483417+0.14444j 0.154814-0.0571403j 0.145405-0.134299j -0.104538+0.0584079j 0.0177882+0.0216683j 0.0771896+0.0238149j -0.0991132-0.00628348j -0.0271743-0.0589453j -0.0389068-0.00334973j -0.0387897-0.0148895j -0.0251833-0.0210134j -0.00338145+0.00162777j 
-0.01805-0.00209558j 0.00194052-0.0169315j -0.00255917+0.0122105j -0.0030328-0.0102163j -0.0283876-0.0241077j 0.00314691+0.000734035j -0.00844094-0.0161438j -0.0732838-0.0184411j -0.0726334-0.0354043j -0.0261212-0.0924697j 0.0414844-0.0144596j 0.0791876-0.00737538j -0.0247287+0.0416005j -0.018485-0.0346919j -0.000944825-0.00203304j -0.0830508-0.0244967j 0.0282061-0.0646587j -0.00521411-0.0332632j 0.00571371+0.0134074j 0.00851747+0.00890142j 0.0351848-0.0108001j 0.0493929+0.00574023j 0.0542172+0.00800356j -0.0570735+0.0364375j 0.00400445-0.00503952j -0.0525973+0.034756j -0.0155066+0.0563831j -0.019569+0.00622818j 0.00284784-0.0272434j 0.066694+0.0220213j -0.0849785+0.0101979j 0.00965251+0.0295552j -0.0153745-0.0358195j 0.0142182+0.0678311j -0.107336-0.0433897j -0.0519743+0.000480863j -0.0907308-0.0544392j 0.0013935+0.00247946j -0.0267202+0.0119415j 0.0481062+0.178104j 0.0355012-0.168663j -0.0910942+0.0129111j -0.17973-0.0413651j 0.154027+0.106403j 0.155552-0.0247826j 0.0616058-0.0865485j 0.0541014+0.00502165j 0.131577-0.010296j 0.035945-0.154992j 0.0782925+0.0413674j -0.0642754+0.157409j 0.00924137-0.0142787j 0.0720534-0.000327132j 0.199298-0.0981507j 0.00842735+0.123154j 0.0755524+0.0247529j -0.0538444-0.0446014j 0.0484524+0.0570544j -0.0267641-0.0866692j -0.139589-0.0356196j 0.0801097-0.137245j -0.0772175-0.0442797j 0.0501243-0.0431597j -0.108969-0.0555724j -0.131191-0.186813j -0.180855+0.0212983j -0.0789437+0.236239j 0.111609+0.0556505j -0.11011+0.0331146j -0.066174-0.0407865j 0.0304139-0.00823376j 0.0225769+0.0493161j 0.0333216+0.0496546j 0.00678689+0.0188366j 0.0290988+0.0440797j -0.00735841+0.0049398j 0.00487798+0.0234033j 
-0.016316-0.00556686j 0.0104651+0.00959079j 0.025146+0.00108696j 0.000318168+0.0354888j -0.00720992+0.0302981j 0.011813+0.0479635j 0.0137192-0.0372781j 0.022005-0.00443991j 0.0547852+0.0353958j 0.0344682-0.0268918j -0.00259379-0.0099749j 0.00194826+0.0104187j 0.0128715+0.0357046j 0.00872679-0.0182841j 0.0162854+0.00441686j -0.0362935-0.0526499j -0.0141378-0.0575622j -0.0363574-0.0856295j 0.0330373+0.0357969j -0.0280041-0.0457288j 0.0118473+0.0264967j 0.00774558+0.035147j 0.0857439+0.0866986j -0.0244307+0.0307206j 0.112584+0.0233767j 0.0282778-0.000836516j -0.00498076+0.0465877j -0.00882211+0.0614714j 0.0268893-0.0393884j -0.125637+0.0686716j 0.000228679+0.0283936j -0.0522689+0.0233338j -0.0231779+0.0425478j -0.00144586+0.064175j 0.0830335-0.0135329j 0.0217954+0.051696j 0.0561036+0.0269625j 0.0170754-0.0695034j 0.100474-0.0209493j -0.0168334-0.0465909j 0.0416746+0.186087j 0.0735959-0.0414364j -0.00424247-0.0604605j -0.020739+0.0641188j 0.162454-0.0498387j -0.115904+0.121025j -0.168404-0.157215j 0.0643067-0.228483j -0.126318+0.0944925j 0.00819687-0.0994885j -0.00282072-0.0111631j -0.0946104+0.00811727j 0.0578694+0.0389987j -0.0735572-0.0845078j -0.0403757+0.0861591j 0.0753829-0.0820229j -0.0259072-0.00246315j 0.0365489-0.0443425j 0.102636+0.0117947j -0.0691012+0.129033j 0.0328144-0.0377385j 0.0352796-0.0137113j 0.026639+0.220127j 0.00764493-0.0659142j 0.0717003+0.0516427j -0.0387679+0.0441712j -0.0921611-0.0388961j -0.0796826+0.00532006j -0.0305953+0.0225042j -0.054362+0.00230286j 0.011777-0.0523013j 0.00979543-0.0118031j 0.00323312-0.0370181j 0.0212778+0.00100934j -0.0169446-0.0128021j -0.00385685-0.0325914j -0.00481759+0.011665j 
0.0159315-0.0418789j 0.004996+0.0482582j 0.0346463+0.041302j 0.00333274-0.0566681j -0.000106206-0.0318957j -0.0119049+0.00378109j -0.0256401+0.00424567j 0.0343822+0.0043666j 0.0335808-0.00243663j -0.0255059+0.0539768j -0.00304809-0.0409775j 0.00405537-0.0120587j 0.0278476-0.0828517j 0.0266491+0.0277387j 0.0464427+0.0021548j -0.0580934-0.00334692j 0.000149778+0.0592328j -0.0227119+0.0239443j -0.031446-0.0534942j -0.01295-0.0106806j 0.00159305+0.00915253j 0.0669444-0.0579641j 0.0186885-0.0501036j 0.0122573-0.0409153j 0.137993-0.0526526j -0.0314049-0.0633324j -0.0498562-0.0212184j -0.0801704+0.0697956j 0.00556478-0.0170082j 0.0464362-0.058495j 0.0329956+0.0405442j 0.0425205+0.0529319j -0.0384981-0.0520688j -0.0217738-0.00262615j -0.019788+0.00355581j -0.0906623+0.0924294j 0.188377-0.074725j -0.0825396-0.0455481j -0.0323555+0.0536485j -0.010653-0.0126514j 0.0568831+0.036728j -0.0762613-0.169517j 0.0543447+0.0184739j 0.0870524+0.0581591j 0.225254-0.0254677j 0.117813-0.121805j -0.0365552+0.00292542j -0.013387-0.0173532j 0.159431-0.0702553j 0.00202992+0.0185014j 0.0701858-0.0603097j 0.0785938+0.0552501j -0.0963574+0.056344j -0.158735+0.0243557j 0.010879+0.0166173j -0.172576-0.107162j 0.061036-0.15281j 0.0376897-0.0765991j 0.157979-0.065492j 0.107273-0.0357962j -0.0796577+0.118728j 0.0042657+0.0411958j 0.116032+0.0317683j -0.120159+0.0698858j -0.0622656-0.128501j 0.04478+0.0192184j 0.060487+0.00398012j 0.0716123-0.0227109j 0.0288753-0.017473j -0.058722+0.037396j 0.0268783+0.0784083j -0.024556-0.00167528j 0.0299179-0.0170553j 0.0285634-0.0337623j -0.0240915-0.0277268j 0.0160851-0.00760838j -0.0438564+0.0328373j 
-0.0170431-0.0182091j 0.00128488-0.0166872j 0.00767525+0.0285262j 0.0237652-0.0457066j -0.0235964-0.0365824j 0.0570572+0.0846302j 0.0354034+0.0852935j -0.0247796+0.060363j 0.0554167+0.044697j 0.0338958+0.00107381j 0.0272129+0.0096444j -0.0228405+0.0527529j 0.0212458-0.0484904j 0.00422066-0.106205j -0.041633-0.0631079j -0.0015768+0.0362663j 0.00918499-0.0274797j 0.0200927-0.0125617j -0.0108711+0.00489407j 0.045947-0.0256739j 0.0457766-0.01449j 0.00244833-0.0597794j 0.00127898-0.0836087j 0.0403961-0.0137823j -0.0640659+0.00813424j 0.0480033+0.0393635j 0.0682045+0.0202905j -0.0759807+0.0384413j -0.0966774-0.0372617j -0.082572-0.0102333j -0.0114501-0.0295029j 0.107021+0.0992902j 0.0145175-0.0376611j -0.0111914-0.160944j 0.0991631+0.0285765j -0.0103278+0.00632481j -0.116687-0.138866j 0.152424-0.0403378j -0.0288003+0.0907356j -0.0124563-0.0611281j -0.0445643-0.016533j -0.024296+0.0551395j 0.0249003+0.128951j 0.111205-0.105092j -0.0318031-0.0211408j -0.00717066+0.0697809j -0.0869946-0.0217828j -0.119631-0.0210666j -0.0480268+0.0230766j -0.081495+0.0806746j 0.0605584+0.0168829j -0.0164482+0.0632821j -0.0857428+0.0917859j -0.0734765-0.118524j 0.0838246+0.0520561j 0.0573731+0.0819528j -0.0649417-0.0293194j 0.000685819-0.0495842j -0.000528027-0.12678j -0.056413+0.00647688j 0.0163329+0.0332629j 0.0537377+0.119886j -0.0239417-0.0947225j -0.0319243+0.0255042j 0.0262924-0.0795181j 0.0525958-0.12508j -0.0504224-0.131711j -0.075466+0.0785176j -0.0792228-0.00350644j -0.0265298+0.00321362j 0.0619615-0.0138754j -0.0112859-0.00794391j -0.0457207-0.128448j 0.0149554-0.0483588j -0.0459915-0.0368565j -0.036174+0.0186354j -0.00724116+0.0229369j 
0.0380737-0.00547416j 0.0140682+0.0193969j 0.0102434-0.0643584j -0.0268905+0.0354784j 0.029157+0.0379653j -0.024126+0.0126096j -0.0451875+0.024777j 0.0491214-0.0272261j -0.00928438+0.020203j -0.0395924+0.0625447j 0.000468462+0.070988j 0.08966+0.0520919j -0.0129548+0.0319234j -0.0290013+0.0191382j 0.00582585+0.0232984j 0.0352283+0.0782664j -0.00809508+0.057085j 0.0572409+0.0757613j 0.0259213+0.0129285j -0.117257+0.0737343j -0.0312219+0.0212063j -0.0155111+0.0247905j -0.0554789-0.0151034j -0.0707118-0.0461476j -0.0510648-0.000266646j -0.00810599+0.043748j -0.040335-0.0111356j -0.108653+0.0801822j -0.0373942+0.028796j -0.041802-0.031913j -0.0367828-0.0892858j -0.0427912-0.0746893j -0.0252959-0.101413j -0.0114605+0.0202812j -0.03871+0.0243346j -0.235687-0.105122j -0.0514365+0.0499937j -0.102329-0.0138998j 0.105342-0.00741514j 0.0260118-0.052069j -0.154341-0.0538546j 0.0776132+0.128188j 0.0547866-0.0347027j -0.0894617+0.0411502j 0.0334644-0.0620206j -0.00589099+0.00106909j 0.0305627+0.000426439j 0.0486441-0.0148518j -0.0427498-0.132673j -0.00653197-0.186302j 0.012525+0.0760314j -0.131636+0.0662329j 0.155711+0.150771j 0.0852428+0.0299777j 0.0257944-0.151008j -0.102843-0.0656143j -0.0645328-0.109877j 0.141587-0.0379009j 0.00739946+0.0214983j -0.138237-0.0857839j 0.0829471+0.120809j -0.0885255+0.129092j 0.0336256-0.0585901j -0.0752991-0.0611233j -0.00600952+0.0313689j 0.0786672-0.0900262j -0.0468434-0.0924526j 0.0306542-0.0237369j 0.184165-0.0188522j 0.0933015-0.0214694j 0.0173806-0.030017j 0.0857411+0.0282873j 0.0091514+0.0535096j 0.0108427+0.0195766j 0.027305+0.00139824j 0.010291-0.0156276j -0.0282305-0.0246353j 
-0.0101799+0.0311479j 0.0044935+0.0229899j 0.00164367+0.000438371j 0.0391931-0.00758546j 0.0286691-0.0375507j 0.0372326-0.0177675j -0.0161501+0.0676675j -0.0727851+0.0416568j -0.0393924-0.023339j -0.0214472-0.0398665j 0.0028258-0.0354261j -0.00339928-0.0366039j -0.00570778+0.0183221j -0.00456618+0.0077259j 0.0511102+0.0209332j 0.0563561+0.0544201j 0.0577894+0.0159575j 0.061224+0.0926895j -0.00527102-0.00330893j -0.0680655+0.0163748j 0.0145649-0.0292328j 0.0104091+0.0197163j 0.00704154-0.0012927j -0.0435243-0.0079089j 0.026321-0.0843827j 0.0845757+0.0186182j -0.131899+0.0253978j 0.0165026+0.0587745j 0.0130146+0.0553752j -0.0439662-0.0750394j 0.0455352-0.07647j 0.0883665-0.0768422j 0.0330318+0.0118048j -0.193669+0.125439j -0.0421656+0.146225j -0.0508861+0.0745029j -0.0326735+0.0260635j -0.0718348-0.11946j -0.113159-0.00667716j 0.033046-0.0396937j 0.175552+0.14465j 0.086111+0.179895j -0.0604681+0.205498j -0.0923871+0.0904428j -0.00748887+0.0470941j 0.0280958+0.00973865j -0.0443734-0.0283556j 0.0221885-0.0598158j 0.0685582+0.0473082j -0.00791853-0.018951j 0.0933231+0.0699928j -0.0391831-0.0317278j 0.0291674-0.139039j -0.00730074-0.0531918j 0.00599076-0.125013j 0.00761586+0.102083j 0.0290864+0.0533898j -0.128022-0.169584j 0.0439261+0.209908j 0.0490765-0.101238j -0.0787549+0.0298136j -0.040633+0.00186989j 0.0894416-0.0356025j -0.0200544+0.0250069j -0.00909525+0.0197351j -0.0211655-0.0211432j -0.0869513-0.00248085j 0.101727-0.0524437j -0.0304501+0.0388943j -0.0250737-0.0378923j 0.0503339-0.0252392j 0.0315171+0.0522197j -0.0492421+0.00875454j -0.0131446-0.00371767j -0.0459975+0.0171034j 0.00499035-0.0216473j 0.0185377+0.00118175j 
-0.0112632+0.0148737j 0.012967-0.0495156j 0.00731393-0.0446675j -0.0215283+0.0317526j -0.0276087-0.00390308j -0.0592773+0.0164418j 0.0285935-0.101716j 0.0139949-0.0181355j 0.0114579+0.0393528j 0.0310889-0.0317826j 0.029089+0.0643706j 0.0625842-0.0255957j 0.0575277+0.0696013j 0.0260744+0.00258843j -0.0347852+0.0671517j -0.00774136+0.0913143j 0.00306273+0.0385662j 0.0661738+0.0477678j 0.0285014-0.00595679j 0.0636486-0.064492j -0.0130185-0.0868617j 0.062385-0.00834207j -0.0156732+0.0475771j 0.0493653-0.0471705j 0.052775+0.066869j 0.0192764-0.0400333j 0.0417614-0.0658601j -0.0100801-0.0978633j 0.0771241+0.0323276j -0.14502-0.0381327j -0.0996871-0.0622597j -0.00681641+0.0328663j -0.0644449-0.11054j -0.0348138+0.00545924j -0.00628471+0.11478j -0.00612012+0.0483436j -0.0779736-0.0758578j 0.115068+0.0948907j -0.0385671-0.0471376j -0.00116571-0.0412139j 0.0748127-0.0762845j 0.0634652+0.052862j -0.216537-0.016474j -0.0680467-0.117816j 0.00967894+0.119995j -0.042369-0.085894j 0.099935-0.0705227j 0.0743143+0.0477685j -0.034192+0.027158j 0.0746863+0.100957j 0.106137-0.069333j 0.127496-0.07312j -0.120979+0.168772j -0.167096-0.136848j -0.0385065-0.125033j -0.0114519-0.00601383j 0.0211618-0.000880329j -0.0206841+0.12079j 0.014484+0.0682807j 0.0366782-0.158459j -0.0448553+0.0253696j 0.046213+0.0122314j 0.0513826+0.0950701j -0.0493098-0.0280283j 0.00136688+0.097029j -0.0833667-0.017099j -0.109596+0.00731568j -0.102399+0.0649445j -0.0627909+0.0126951j -0.00886126-0.0267956j 0.0268697-0.0230078j -0.0350439-0.00367038j -0.01982+0.0192543j 0.0251708+0.0457004j -0.00795508+0.0502943j -0.0267668-0.00574454j 0.0311311-0.00535065j 
-0.00259466-0.0110549j 0.00383436-0.0329179j -0.00289818-0.0466399j -0.0406155+0.0235838j -0.023203+0.0313141j 0.0258824+0.0336638j 0.0402744+0.00338703j 0.0138687+0.0121669j 0.00376815+0.0301415j 0.00392341-0.0149527j 0.0167196-0.00692851j 0.0527488+0.00373169j 0.0398151+0.108194j -0.0130368-0.0286946j 0.0358635+0.0621141j -0.0324895-0.0224959j -0.0750986-0.0304233j -0.0453394-0.0275303j 0.00170456-0.0335058j 0.0781821+0.0208672j 0.0221213-0.0566979j 0.0827296+0.0101016j -0.0201555+0.13251j -0.0118221+0.00715416j -0.0599705+0.0285139j -0.0490426-0.0593105j -0.0595355-0.0345475j 0.0802562-0.0503561j -0.000568526+0.0459929j 0.0817274+0.0649615j 0.0614638-0.0166263j -0.010699-0.0613878j -0.180231-0.0429201j -0.0443676-0.00902319j 0.0805552-0.0310872j -0.0670962+0.161803j -0.127617+0.133917j -0.00210294+0.0438753j -0.11411-0.0848037j 0.0182392-0.145639j 0.00300165-0.0675304j -0.00953639-0.000792018j 0.0217075-0.0138316j 0.115324+0.0308624j -0.0102212+0.0928569j 0.0360421-0.0880452j 0.0346645-0.0129329j -0.0130792-0.205792j 0.108086-0.0296263j 0.0452799+0.0154917j 0.0607205-0.0361966j 0.0908533+0.018216j 0.0276096+0.137727j -0.0841344+0.14781j -0.0391027-0.0245362j -0.136718-0.165977j -0.0142883-0.14966j 0.0911245-0.108386j -0.116024-0.00696796j 0.0677996+0.0954373j 0.0341172+0.0340171j 0.0371349-0.0184121j -0.137502+0.0717032j 0.012461-0.11924j -0.01858+0.0109672j 0.0924707+0.061819j -0.0216662-0.0444233j -0.00630246-0.0147446j -0.00924438+0.0534492j 0.0174735-0.00134498j -0.0250613-0.0743502j 0.015017+0.0143532j 0.00109741-0.036706j 0.00259627-0.00196399j 0.0533768+0.019522j -0.0140737+0.0227912j 0.00689631+0.00650891j 
