-0.028308+0.00735596j 0.0350277+0.00899908j 0.017569+0.0108695j -0.0258745+0.00615195j -0.00411852-0.0224517j -0.000885299+0.0173835j 0.0120185-0.00337742j 0.0032663+0.000448541j 0.0280399-0.015815j -0.0144089-0.00604651j 0.00662802+0.0139433j 0.000542132+0.00600024j -0.00675383+0.00860338j 0.000113873-0.00580581j 0.00695781+0.00349843j 0.00252105+0.0110915j 0.0104319-0.000575796j -0.00232321-0.0171341j -0.0056863-0.00435049j -0.0119989-0.000105216j -0.00166074-0.0078816j 0.018923-0.00434499j 0.0101684-0.0110408j 0.0140556+0.00043119j 0.00811082-0.00835677j 0.00963202-0.000933044j 0.00564548-0.0024085j -0.00391609-0.00397528j -0.0136755+0.00780689j 0.00106064+0.0039531j 0.00895899-0.00224129j -0.00162846+0.0237318j -0.002695-0.0098303j 0.00874172+0.00143264j -0.0142772+0.00449796j -0.00229827-0.00640654j -0.00191894-0.00861753j 0.00355261-0.00470539j 0.0025246+0.00637312j 0.0166293+0.00426999j -0.0133701+0.00276825j 0.0119359+0.0100597j -0.000294696-0.00903503j -0.00198762+0.00531993j -0.00226167-0.00776021j -0.00392548+0.00459606j -0.00840786+0.0106333j 0.002088+0.00644138j -0.0289621-0.00673013j -0.00394008+0.013713j 0.00176982-0.00394627j -0.0078926-0.00788698j 0.000288636-0.00834062j 0.00337993+0.0004458j -0.00508843+0.000562019j 0.0106723-0.00673023j -0.012346-0.00414135j 0.0120728-0.0050778j 0.00428709-0.00242902j -0.0131428-0.000207733j 0.014789-0.0171244j -0.00207097+0.00371352j -0.0166425+0.00231447j 0.00785911-0.00732188j 0.00336682-0.00270186j 0.000343531+0.00798156j -0.0199757+0.00677398j 0.00910168+0.0033887j 0.00362641-0.0173723j 0.00460933+0.0090486j -0.0113599-0.00196727j 0.0316662-0.0185019j 0.0216298+0.0156071j 0.00320871+0.0114412j 0.0069393+0.00514827j -0.0217962+2.48509e-05j -0.00542356-0.00277363j -0.0171841-0.0111224j -0.0204111+0.015523j 0.00825071-0.00579337j -3.34597e-06+0.0116812j 0.00780767-0.0077109j -0.00711116+0.0282303j -0.0105533-0.000388329j -0.00657089+0.0025058j 0.0104564-0.0249558j -0.00573576+0.013908j 0.00486062-0.0363115j 0.00540227+0.0283673j -0.00544768+0.022457j -0.00392846-0.0121999j 0.000666402-0.225897j 0.00468973+0.0140296j -0.0027785+0.0169445j 0.0154684+0.030369j 0.0224248-0.113583j 0.20646+0.00272107j 
-0.0134437-0.00111094j 0.0119482-0.00214704j -0.00233576-0.0034733j 0.0185412+0.000739388j 0.0935271-0.00366708j 0.0331457-0.00830192j -0.0855183-0.00046087j -0.0536017+0.00878987j 0.139155-0.00885794j -0.0168627+0.00303843j 0.0299579-0.00945341j -0.0206677+0.0122818j 0.228648+0.000995285j 0.0172486+0.00142743j -0.0702152-0.00335873j 0.173217+0.0145392j -0.0577558+0.00170341j -0.108355-0.00234922j 0.0593886+0.0231347j 0.0977663-0.00571139j 0.0133163+0.0105075j -0.077937-0.00847782j -0.113888-0.00515335j -0.105713-0.000240846j -0.00483154-0.0132697j 0.112814+0.00814172j -0.0209763-0.00256662j 0.0957024+0.00228595j 0.104574+0.00529874j -0.173939+0.0114342j 0.158394+0.0141897j -0.147812-0.00273113j 0.136295-0.0101556j -0.112393+0.0127492j 0.199416-0.0179354j 0.226893+0.0148496j -0.213233-0.000897949j 0.286532+0.00854819j -0.177265+0.0127688j 0.20827-0.00732495j -0.0114199+0.00127789j -0.0760593-0.00524083j -0.0309614-0.0128215j -0.0814308-0.00417764j -0.101246-0.0106111j -0.0392856-0.00580117j 0.10401+0.0151335j 0.037515+0.0232253j -0.12698-0.00476052j 0.0273985-0.0158935j -0.0018787+0.0207751j 0.0552355-0.0188387j 0.0651966-0.00122745j -0.114144-0.0104098j -0.046989+0.019677j -0.0659152-0.00636056j 0.0179784+0.0198499j -0.0759056-0.025916j 0.0893226-0.00293408j 0.0135975+0.0480207j 0.0607973-0.01732j -0.116254+0.0744447j 0.0153022-0.0040101j 0.0509203+0.0265701j 0.0270342-0.0231377j -0.0151112+0.0486297j 0.0255233-0.0492018j -0.0971817-0.0227219j 0.004732-0.0290215j -0.00817215-0.00737079j 0.0698859-0.0236224j -0.0223953+0.0120114j -0.0170488-0.029391j 0.0748229-0.0182641j -0.0392873+0.0188903j 0.0330532+0.0100985j 0.0514701+0.00958776j -0.00405554-0.00918536j 0.0219735-0.00932314j -0.0564192-0.0422566j 0.0305752-0.0111155j -0.0428732+0.0167898j 0.0111576-0.00761106j -0.0086006-0.0195623j 0.019193+0.00354852j -0.0208794+0.0537669j 0.0987337+0.0402326j 0.0273561-0.0495164j -0.0184434-0.0143462j 0.00532903-0.00394328j -0.0232101-0.0211221j -0.024354-0.0505295j 0.0326529-0.039029j -0.0648417+0.0188881j 0.0291793-0.00501331j 0.0423192-0.0157009j 0.0440987+0.0104492j 
-0.00895925-0.00372041j -0.00988282-0.00411729j 0.00780519+0.000980751j -0.0669561+0.00446979j -0.00629+0.0110312j 0.0583711-0.0112527j -0.0292886-0.00502542j 0.0233757+0.0073037j 0.143738+0.00855917j -0.0882198-0.00866817j -0.0837675+0.000635439j -0.183087+0.0159914j 0.0236024-0.00698986j 0.103237+0.00574587j -0.0514163+0.00023868j -0.00874433-0.00648206j 0.00145287+5.36849e-05j -0.0878384-0.00104095j -0.0179694-0.00371893j 0.032605-0.00287277j 0.0398072+0.00626883j 0.00479021-0.00206164j 0.0512595-0.0179045j 0.000466572+0.0103451j -0.0681358+0.010407j -0.157645+0.0199932j -0.0292912-0.0030643j -0.0885641-0.0523585j 0.123208+0.0162245j 0.0955637+0.0239568j 0.0933249+0.0229347j -0.0605344-0.00685699j 0.16527-0.0208554j 0.0216686+0.0044993j -0.0588799-0.0381851j -0.0790818-0.00019726j -0.296412-0.000117083j 0.0751462+0.0125675j -0.0212246-0.0108994j 0.0544256+0.00307617j -0.122433-0.000791648j -0.100123+0.0127275j 0.132813-0.0220735j -0.0921282-0.00143064j -0.0412258-0.0103402j 0.100989-0.00339503j -0.108971-0.0300544j -0.0428161-0.0120529j 0.0184978-0.0362509j -0.0926012-0.00656406j -0.171617+0.020356j -0.138719-0.00259573j -0.10299-0.0115755j 0.145676+0.0421156j 0.125035+0.00382451j -0.0376335+0.0197657j -0.0938525+0.00223409j -0.0241484-0.0163102j 0.0480744+0.0502161j -0.017431-0.0198672j -0.0514323-0.0318945j -0.00709227+0.00113997j -0.074539-0.000589762j -0.058944+0.00799831j -0.112326+0.0897989j 0.0789364+0.0138261j -0.0476629+0.0228162j 0.0317191-0.0387032j -0.0720421+0.0746465j 0.02058-0.0965925j -0.0120386+0.0116047j -0.00288794-0.0790997j 0.0851154+0.0737123j 0.110291-0.00786569j 0.0229904+0.00612037j -0.0737446-0.0194101j -0.0630017-0.033429j 0.062992-0.0100226j 0.025837-0.0489067j -0.0572035+0.0418524j -0.103941+0.00429946j 0.0799459+0.072958j 0.0680516+0.0449914j -0.036-0.00353758j 0.00911631-0.0630146j 0.0370914-0.0316288j -0.0517819+0.0102931j -0.0241993-0.000240307j 0.0931545+0.0276526j -0.0297807-0.0329293j -0.108695-0.0101946j 0.0767082+0.0218281j -0.0169908+0.119933j -0.0306587+0.0236697j -0.0336547+0.0048521j -0.0979643+0.0237536j 0.0156818-0.0343096j 
-0.00844923-0.00284112j 0.00122602-0.00343189j 0.0418337-0.00407991j -0.0464573+0.00233201j 0.0321476+0.0137718j 0.0268053-0.0020231j -0.016511-0.00589243j -0.0996306+0.0071232j 0.083971-0.000664149j 0.0133745+0.0125677j 0.0472027-0.0095512j 0.0840196+0.00736977j 0.0328702-0.0106196j 0.0136855-0.0179996j 0.0357899+0.00458073j -0.0337652-0.0107828j 0.0368611-0.012543j -0.00494507-0.011812j 0.048359+0.0215051j -0.0620422+0.00270598j 0.0111936+0.0146922j -0.0340437+0.0136123j 0.0511804-0.0560294j -0.00316863+0.0107693j -0.0259098+0.00901655j 0.00782591-0.00456911j 0.0429773+0.024981j 0.00303001-0.0113376j 0.0324718+0.00679451j 0.0169403+0.0041696j -0.00718839+0.00099698j -0.105948+0.000594295j -0.0700627-0.00209664j -0.136909-0.0096395j -0.0260705-0.0356667j -0.0252102-0.00456578j -0.143003+0.00688803j 0.0329767+0.0126749j 0.121287-0.0105592j -0.128067+0.00954527j -0.0341553-0.0194242j 0.0458764-0.0109163j 0.0919573+0.0152647j -0.0574363-0.0114275j -0.080435-0.0146396j -0.0974298+0.0130478j 0.0887781+0.027301j 0.0996492-0.00178377j -0.0777588-0.0194356j -0.0603742+0.0386661j 0.0488079+0.0211873j 0.0610622-0.0190038j 0.0456012+0.00482124j 0.00819687+0.0192029j -0.117391+0.00743893j -0.0701913+0.00804967j 0.0306826-0.0103542j 0.123631-0.0057254j -0.0964192-0.00910788j 0.0963428+0.0201263j -0.153425+0.0216463j -0.0419958+0.0250309j 0.0657444+0.0732426j 0.0626545-0.0123258j 0.0131922+0.0623443j -0.106395-0.0242017j -0.046114+0.0430705j 0.0278739-0.0887211j -0.0161615-0.189863j -0.0261339-0.145184j -0.0139424+0.0206082j 0.042792+0.0551754j 0.13254-0.00541368j 0.0626865-0.0155597j 0.124571+0.113606j 0.0538663-0.0510136j 0.103213-0.0821294j 0.0799672+0.00171046j -0.105111-0.00749545j -0.0258162+0.0760195j -0.0143212+0.0120121j -0.0762506-0.0524537j 0.0391594-0.0188184j 0.0284672-0.0282458j -0.0743084+0.0293384j 0.0738992-0.0742387j -0.0731242-0.064362j -0.00880829+0.0408512j 0.0731539+0.0275837j -0.0358476+0.0208954j 0.0870242-0.0529406j 0.0124197+0.0199762j -0.00383943+0.0391903j 0.0619565-0.0138796j -0.040978-0.0229362j -0.050436+0.0140953j -0.00774906-0.0216798j 
0.0196898+0.00689689j 0.0221075+0.0139628j 0.00446979+9.98675e-05j 0.084156-0.0152655j -0.0729273-0.0310946j 0.00375303+0.0228121j 0.0652787+0.00710971j -0.0236824-0.00570444j 0.161977+0.0088875j -0.143784+0.0128282j 0.0428969+0.00176731j 0.0534183+0.0175834j -0.0038838+0.0010094j -0.0319243-0.00123641j 0.0556092-0.0200511j -0.0145781+0.0108419j -0.0402793+0.0148184j 0.00804148+0.0143896j -0.0297555-0.0132785j 0.0343485-0.00559599j 0.0356026+0.0113148j -0.0974147+0.0370763j -0.0763371-0.0118949j 0.147407+0.0167677j 0.0460715+0.0188599j 0.00391235-0.00757736j -0.0637745+0.0101222j 0.22058+0.0333127j 0.101337-0.0169016j 0.272427-0.0139106j -0.0873921-0.0164536j -0.0719222-0.0101544j 0.0361778-0.00264744j -0.0521994+0.00423218j 0.0840035+0.0222394j 0.207075-0.00724944j 0.0839571-0.0153309j 0.0326319-0.0209761j -0.1923+0.00399021j -0.110703+0.0118661j 0.142703-0.00385557j 0.0438048-0.0133762j 0.111376-0.0169003j 0.0098973-0.0169347j -0.104319-0.0364048j -0.0262349-0.00807892j 0.0663023-0.0195924j -0.0143723-0.00256593j 0.0459748+0.00937845j -0.135029+0.00781254j 0.0202921+0.00840139j -0.0225716-0.0201878j -0.0458589+0.0455134j 0.052761-0.0717598j 0.0471969+0.0257637j 0.0216776+0.0276869j -0.0256243+0.0555131j 0.0184538+0.0210315j -0.00253385-0.0410386j -0.0796145-0.0271386j -0.0325517-0.017678j 0.0623334-0.029636j 0.0246992-0.0706363j -0.0300945+0.0227096j -0.106857-0.0329336j 0.063162+0.0140797j 0.0620867-0.1055j -0.0175631+0.0716677j -0.033119-0.0578104j 0.0540988+0.00228423j 0.0170328+0.0324747j -0.0648366-0.0105922j 0.0357571-0.0640097j 0.0200874+0.0702672j 0.0978488+0.0580609j -0.0413611-0.0109893j 0.0701552+0.0711388j 0.0329473-0.108465j -0.0219166+0.0871314j -0.0545694+0.019631j 0.0519452-0.0135064j -0.0983099+0.0214361j 0.0663806-0.0341802j -0.04333+0.0228943j -0.107391-0.041158j -0.0694118+0.045955j 0.0854797+0.00880218j 0.0666087+0.051087j -0.0576728-0.000445536j 0.0329749+0.00533798j -0.0108903-0.00468121j 0.125647+0.0572081j 0.0107864+0.183555j -0.0121995+0.0105073j 0.0361662-0.0295734j -0.159422+0.0180042j -0.037443-0.0298842j 
-0.0120292+0.00585314j 0.0064587+0.010433j -0.122722+0.0054438j -0.00652004-0.00246343j 0.0781274-0.0223506j -0.00336189+0.0156664j -0.10519+0.00884028j -0.0750088-0.00798703j -0.191509+0.0102022j 0.0906302-0.0112701j -0.0539315+0.0177784j 0.00607642+0.0131908j 0.0475669+0.00265361j 0.0328784+0.00409715j 0.0125042-0.00951026j -0.00748458-0.00845275j -0.0338294+0.0151997j -0.00333385-0.00981464j 0.022191-0.0144985j 0.0409777-0.0100576j 0.0650841-0.0125443j -0.0429376+0.0132735j 0.0614459-0.00456003j -0.120065+0.0212296j -0.0810453+0.0283291j 0.0088504-0.0118576j 0.0979061-0.00880922j -0.083962-0.00203974j -0.139201-0.00642963j -0.248636-0.00513146j 0.0692852+0.033314j 0.128955+0.0180147j -0.09179-0.00166601j 0.0508773+0.00569858j 0.0739038+0.0229434j 0.0323917-0.0192107j 0.0663381-0.0134848j -0.127591-0.0279543j -0.042613-0.00111262j -0.000139749+0.0058228j -0.0866837+0.00748924j -0.0827936+0.0254309j -0.0846418-0.0235311j 0.0749445-0.000349737j 0.0593827-0.0254637j -0.0455962+0.00420527j -0.0100591-0.0185374j -0.0087174-0.00930551j 0.127287-0.00230478j -0.0905259+0.00421662j 0.0104813-0.027865j -0.0108027-0.00987749j 0.0932364+0.0234701j 0.0412149-0.017171j -0.0302101+0.0113137j -0.161888+0.012112j -0.234637-0.0264063j -0.10139+0.0116279j -0.0400874-0.0372326j 0.0375914+0.0120059j -0.112786+0.0258257j 0.0533678-0.0604526j 0.0768599-0.056909j -0.0384459+0.0423358j -0.0384288-0.00993746j -0.0205151+0.0624583j 0.039337+0.015186j 0.0378154+0.0206923j -0.109591+0.0270115j 0.0178354+0.0193412j -0.0050577+0.0185255j -0.188737-0.0108202j -0.056626+0.0510552j 0.0222126+0.0235238j 0.0569609+0.074805j 0.0522955+0.0528916j 0.022775+0.0174893j 0.0836901-0.0661422j 0.0868095+0.0853692j -0.179613+0.0309669j 0.0507427-0.0840398j -0.063757+0.0172892j 0.121283+0.0177315j 0.0884709+0.0148833j -0.00528015-0.0554115j -0.0614471+0.0202948j 0.129934+0.0315253j 0.0579581+0.0427726j -0.0500158+0.0435767j 0.0950717+0.0136049j -0.0492968-0.0638037j 0.0827166-0.117263j 0.111574+0.158202j 0.00474982+0.0181025j -0.0221859-0.0157824j -0.0915726-0.0317852j 0.094149-0.0571706j 
0.0118432+0.00112467j -0.0129247+0.00183522j 0.0925846+0.0107427j -0.0350674+0.012699j -0.0415184+0.00221717j -0.00756065+0.0176229j -0.0599578-0.0192022j -0.0266381+0.0123959j 0.0890765-0.00698436j -0.0125076-0.00668426j -0.0215499+0.00590308j -0.111779-0.0212806j 0.0335112+0.000960084j -0.0203328-0.0155j -0.00320353+0.0331108j 0.00534919+0.00275515j 0.0171684-0.0184495j 0.0110352-0.033715j -0.0355661-0.0145389j 0.055022+0.0325789j 0.0133394-0.0450226j 0.0150016-0.0204995j -0.0203213+0.0399562j -0.121167-0.00355245j -0.0224741+0.00440483j -0.0175804-0.0141395j 0.0359628+0.000523699j 0.00879224+0.00559935j 0.107293+0.00595153j 0.0868081+0.00120257j 0.0990501+0.000171125j -0.0504934-0.00015425j 0.131689-0.0165313j -0.108192+0.00717229j 0.00795374-0.0140326j -0.166617+0.000886236j 0.00849864+0.01474j 0.0823412+0.0279261j -0.0239698+0.00760778j 0.0627038-0.0130455j 0.11542-0.0258029j -0.0251281+0.00952239j -0.0410867+0.00479735j 0.0822407+0.0162806j -0.0420027+0.0292825j -0.0560181+0.00905296j 0.0525037+0.0495792j 0.0498553+0.0178105j -0.0630272+0.0151375j -0.0761845+0.0105554j 0.0362716-0.0723605j -0.013436-0.00235026j 0.0465774+0.0252273j 0.00747663-0.000132699j 0.00580057-0.0307045j -0.0964749+0.0203442j 0.0433603-0.0376003j -0.0716156-0.00608585j 0.0350115+0.0708061j 0.0372712-0.0233018j 0.00176358+0.0353671j -0.0486664-0.0131367j -0.00245276+0.0658396j 0.0359423-0.0938559j -0.0421316+0.013288j -0.0479933-0.0771516j 0.0373913+0.148371j 0.059431+0.0670483j -0.0547089+0.0705506j 0.0797587+0.204406j -0.174086-0.024045j -0.103895+0.1037j 0.00323705+0.0672814j -0.21024+0.0489386j 0.0374119-0.118453j -0.0604824-0.0241626j -0.0332482+0.0114925j -0.0852954+0.0654696j 0.0397002+0.0486977j 0.0508898+0.0467518j 0.0311681+0.0273997j 0.0112897-0.0113126j 4.41352e-05+0.0239134j -0.0712881+0.0468262j -0.00450479-0.0217113j 0.0494622-0.0294607j -0.049254-0.0630553j -0.0141027+0.0612465j 0.000634192-0.00217061j 0.0830347+0.0134584j 0.0200861-0.0211413j 0.0456995+0.0459568j -0.0117585+0.0316019j 0.0714323+0.00576082j 0.000197668-0.0436783j -0.0303571+0.0187801j -0.0395318-0.0105759j 
-0.0170491-0.00118036j 0.076641+0.00717858j -0.0330669-0.00219018j 0.0553432+0.013154j 0.00369653+0.013943j 0.114713+0.010464j 0.0218127-0.0100738j -0.00590935-0.0167791j 0.0388176-0.0107301j -0.121065+0.00528463j -0.064673-0.00472757j 0.103377+0.027614j -0.0984503-0.0117662j 0.0301592-0.0209586j 0.0424801-0.00286068j -0.0456478-0.0132376j -0.0422739-0.0200323j -0.0292751-0.0117485j 0.0616101-0.0154349j 0.0270114+0.0244181j 0.0244291-0.00416013j -0.0497127-0.0194248j 0.00418062-4.34246e-05j 0.216158+0.0176185j 0.0625904+0.000258801j -0.03544-0.00793725j -0.0898729-0.0157084j -0.0596986-0.00932392j -0.143071-0.00651829j 0.022678+0.0105928j -0.153355+0.0434113j -0.0831209+0.00116179j -0.0542104-0.00103559j -0.168948-0.0119752j 0.0440027-0.0117253j 0.00699673-0.00287761j 0.0496243-0.00226008j 0.0842846+0.00807472j -0.140289-0.00807736j -0.0966811-0.00487247j -0.115022+0.00870533j -0.12913-0.0233166j 0.0296261+0.0258242j -0.241895+0.00158065j -0.0442285-0.0155216j 0.0750211+0.0158641j 0.0916431-0.0518169j -0.0399625-0.0258419j 0.0564052+0.01118j 0.0650317-0.0230952j 0.0309363+0.0180743j 0.0020278-0.00932074j -0.140822+0.084409j -0.116652-0.0482745j -0.0570416+0.0266119j 0.0165659+0.0174517j -0.0428495-0.0248125j -0.0360705-0.0224097j -0.0858324-0.0409j -0.0820782-0.00818979j -0.0570496+0.014837j 0.0569129-0.0395736j -0.000968723-0.00920917j -0.0384816+0.0267965j 0.0245468+0.0238208j 0.00439341+0.0258956j 0.0280632+0.0377925j 0.00633842+0.0240101j 0.0865966+0.0410826j -0.0136432+0.0239614j -0.0228888+0.0533867j 0.0119569-0.0549426j -0.0585889+0.071248j -0.0484466-0.0445579j -0.0175754-0.00724619j -0.00348807+0.038484j -0.0330409+0.0116006j -0.0894196+0.040305j 0.0468612+0.00289242j 0.00693244+0.0581057j -0.0225714-0.124673j -0.00497649+0.0411887j -0.0474683+0.00310276j 0.0456466+0.000135948j 0.0397811-0.0141929j -0.0452326-0.0438062j -0.0668378-0.0684884j -0.0637678+0.141299j -0.0957876-0.0318442j -0.0333876+0.0332248j -0.0726519+0.00375993j -0.0239897-0.0547098j -0.0214137-0.0452194j 0.190033-0.0171268j 0.073917-0.0615097j 0.0206587-0.0267598j 0.0346089+0.0137526j 
0.0414373-0.00639445j -0.00931513+0.00455318j 0.114181+0.0093799j -0.0120782-0.00405071j -0.107852+0.0154829j 0.00211378+0.0153899j -0.0457664+0.00432227j 0.0602075+0.0118952j -0.0172555-0.0124304j 0.0451645+0.00698888j -0.0382735-0.0103127j -0.131898-0.0196392j -0.0931058-0.000214805j -0.0438683+0.00419078j 0.0295788-0.00318204j -0.0176521+0.0109095j -0.0806394-0.00395777j 0.0244164+0.00822893j 0.010031+0.0206587j 0.0376215-0.00914522j 0.000199165+0.0276973j 0.0131072-0.016463j 0.012123-0.0179208j -0.113766-0.0278173j 0.00397502-0.00646209j -0.106558-0.0359758j 0.0503816-0.0025062j -0.0306592+0.0179527j 0.141407-0.00333582j 0.178167+0.00252335j -0.0148367+0.014639j -0.136257-0.000194316j 0.0612194-0.0165052j -0.00340568-0.00401961j -0.0280647-0.0138563j -0.00916119+0.0212397j -0.0759068+0.0212172j -0.0636351+0.0144075j 0.0424209+0.0108638j 0.00488454-0.00223965j 0.0796078+0.0186821j -0.122395-0.0083408j 0.0517131+0.0150225j 0.00255185+0.0424515j 0.0493623+0.0122752j -0.0945954-0.0260601j -0.0226088+0.0336531j -0.0645226+0.00814893j 0.0491711+0.0150957j 0.0827135-0.0309395j 0.203376+0.0108601j 0.104204-0.0153517j 0.04072-0.0685757j -0.0128019+0.0526799j 0.146256-0.0476282j -0.0767617-0.00146059j -0.164406-0.0686339j -0.0873263+0.00269945j -0.0946813+0.0610456j -0.00116749+0.0174306j -0.0797546-0.0188975j 0.038008+0.025667j 0.0408112+0.0157945j -0.0413124+0.00716163j 0.0151586-0.0110411j 0.0496516-0.0296492j 0.0874225-0.0999105j -0.111404-0.117102j 0.0237662+0.0500086j 0.00541597-0.115095j 0.0390791-0.0844546j 0.0542298+0.00770615j -0.0447273+0.0694575j 0.106129-0.0364332j -0.0880146-0.0294616j 0.0395491+0.0567631j 0.0672526-0.0554872j -0.114652+0.0434786j 0.0448647+0.0181471j 0.0871388+0.0396441j 0.00783218-0.0573631j 0.016195-0.131091j 0.0542268-0.0703414j -0.00510573+0.0146595j 0.115383+0.0396561j 0.0416006-0.0641093j 0.0236633-0.00040022j -0.0694643-0.0472742j -0.141034-0.0121809j 0.0214962+0.017977j 0.0763515-0.0278442j -0.00985147+0.0197489j 0.0330691-0.00960592j -0.0158908-0.0369384j -0.0402462-0.0169698j 0.0100849-0.00349325j -0.0387347+0.00964391j 
0.0462759-0.0120726j 0.00368718-0.00819966j -7.79251e-05-0.0209534j -0.0891027-0.0142126j -0.0450715+0.0286134j 0.0532085-0.0118915j -0.0631812-0.00946538j 0.085517+0.00695018j 0.0358075+0.0381193j 0.124042-0.00856973j 0.0411618-0.0371977j -0.00765094-0.0234033j 0.036107-0.000741007j 0.0370458-0.0218187j 0.0142931-0.00512623j -0.0455723-0.0291502j 0.00471737+0.0239301j -0.0278308-0.00184088j 0.0263458-0.0431334j 0.0128487+0.0121561j 0.0415895-0.00609157j -0.0087352+0.0427985j 0.0171763-0.00530986j -0.181271-0.0103926j 0.0190595-0.0180112j -0.0247565+0.00479442j 0.169192+0.0179708j -0.0829128+0.0108106j 0.0717679-0.00778161j -0.000908468+0.00378596j 0.0814783-0.0354778j -0.0403441-0.0337663j 0.107355+0.020854j -0.0601855+0.00899385j -0.0330158-0.0220837j -0.0628362+0.00634927j -0.0474033+0.012739j -0.0341178+0.0061504j 0.155051-0.0291878j -0.195807-0.00143594j 0.0741584-0.0242473j 0.000875774+0.0664267j 0.137547-0.0179768j -0.134331-0.0229171j -0.00668142+0.0606532j 0.150401-0.0170876j 0.120844+0.0191955j -0.034991-0.0165839j -0.0389937-0.0090145j 0.0497664+0.0260634j 0.0618601-0.00308812j 0.0572509+0.0254814j 0.0271085-0.0292507j -0.113554+0.0230783j -0.0763185+0.00155568j 0.101664-0.00427741j -0.0176484-0.0328673j -0.0361905+0.0156292j -0.0602565-0.0174095j -0.0995156+0.0492185j -0.0418146+0.0304166j -0.0253614-0.0529248j 0.0613338+0.0158541j 0.112994+0.007507j 0.0719187+0.000987499j -0.0589941+0.0200184j 0.0593789+0.0823897j 0.0510183+0.0588602j 0.0677758+0.034482j -0.0795417-0.0486002j -0.0376908+0.0642606j -0.0426534-0.0855642j -0.16623+0.0274839j -0.0112652-0.017847j -0.0363536+0.053819j 0.00912974-0.0634078j -0.012508+0.000306113j 0.0878076+0.0254505j -0.00424764-0.100699j -0.0337877-0.0192389j -0.0520717+0.0571714j -0.0110734+0.022886j 0.0433121+0.0301898j 0.00736241-0.0293661j -0.0126517+0.0305944j 0.0478774+0.039121j 0.0444859+0.0718204j 0.00964186-0.0982846j 0.0793711-0.0462749j -0.0312416+0.0327537j -0.0615132-0.00256849j -0.0168325-0.118232j 0.0578074+0.0141104j -0.0908836+0.00776818j 0.0143707+0.021745j -0.00536201-0.0306913j 0.111359+0.00516251j 
0.0128425-0.00333344j -0.0583559-0.0153966j 0.0429873-0.0102045j 0.118969-0.0107167j 0.00592683+0.000728881j -0.110365-0.0358224j 0.20769+0.00766474j 0.0473601+0.00386062j -0.0631124+0.0157829j -0.0620224+0.00538129j 0.0773454-0.00665926j 0.0531588-0.00169068j 0.0411035+0.00226581j 0.0642753+0.0201596j -0.105798-0.011842j 0.06239-0.00336129j 0.00426268+0.00908139j -0.0884591+0.0134256j 0.0291651+0.000881384j -0.0271511-0.011662j -0.0496512-0.0144339j -0.0436625+0.00642046j -0.0983395-0.00354659j 0.177861+0.000121795j 0.0167878+0.00492748j 0.0533389-0.00235469j -0.223767+0.0115609j 0.225343+0.00192595j 0.0825357+0.00376612j 0.0630078+0.00518886j -0.156654+0.00402228j 0.0113393+0.00990855j 0.0510381-0.0158448j 0.0809989-0.00673679j -0.15592-0.0131556j 0.0510562+0.00574719j -0.00214885+0.00209402j 0.0104941+0.00876076j 0.0592937+0.00173899j 0.138993-0.00659501j -0.021501+0.00458294j -0.0966379-0.00232672j 0.017685-0.0363888j -0.0288972+0.0047392j 0.143187-0.0175974j -0.0134864+0.00968026j -0.104925-0.013319j -0.0337794-0.0078771j 0.0893516+0.000164635j -0.107854-0.0311013j 0.0810322-0.0324744j -0.112885-0.00106455j -0.124701+0.0134382j -0.106762+0.0274026j 0.0303618+0.0253222j 0.0395685-0.0271045j -0.126204-0.0280898j -0.0226078-0.0454244j -0.0110774-0.00554763j 0.00973785+0.0336923j -0.00994208-0.000945204j -0.0799346-0.0190205j 0.0920291+0.0412089j 0.166463+0.0157498j 0.0966729-0.0101032j -0.107091+0.0203381j 0.0567838+0.0582533j 0.0784685+0.0170139j -0.0297688+0.0555882j -0.0610867-0.0218793j -0.0166347-0.000294869j -0.0101487+0.0283875j -0.0929957+0.0485j -0.0324526-0.0312496j -0.0668691+0.0585685j 0.037958+0.0267789j 0.0344263-0.0334185j 0.0161266+0.0490029j -0.00661211-0.0309749j -0.03135-0.013499j 0.00428287+0.0113157j -0.0282234-0.0486873j 0.00202187-0.00750605j 0.0926523-0.0283135j 0.0092769+0.0465597j 0.0448536-0.0808677j 0.0592471+0.00103423j -0.0340763-0.147037j 0.0401169+0.0313457j -0.0262739+0.0531238j 0.0395038-0.00862905j -0.0600905-0.0384478j 0.0203311-0.0547556j -0.0450976-0.0367565j -0.124069+0.0330139j 0.0498664-0.0175815j 0.0184181+0.00929145j 
