-0.0754207-0.0560065j 0.0555509+0.0248358j -0.00327451+0.0033647j -0.096763+0.0311931j 0.0149203+0.00557259j 0.0373427+0.00815113j -0.0201719+0.0211589j -0.00217257-0.0544056j -0.0469567+0.023685j 0.0320897-0.0190657j -0.0200746+0.00682683j -0.0191445-0.017315j -0.0134137+0.00306953j 0.027185-0.0037548j 0.00972769+0.00597042j 0.0193452-0.00610664j -0.0118915+0.00648884j 0.00331359+0.0210649j -0.0162589-0.00351878j 0.00419069+0.0103688j 0.026345+0.0033989j 0.00532699-0.0100291j -0.0127141-0.00633358j -0.000979238-0.00879534j -0.0173417+0.00186326j -0.0157533+0.000756771j 0.00162107-0.0109436j 0.0175069-0.00338405j 0.00843069-0.0146966j -0.0121981-0.0206872j -0.00409657+0.0135273j 0.0186577-0.0257731j 0.0170871+0.00913775j -0.00776557-0.00204254j 0.0128296+0.0022731j -0.0228301+0.00657213j -0.011522+0.00304494j -0.00485522+0.0206425j 0.0052946+0.0170526j -0.00387036-0.00298607j 0.0148547-0.0218174j 0.0130337+0.00550673j 0.0119037-0.00278518j -0.0257673-0.0048625j 0.00842048-0.00271142j -0.00280913-0.0165345j 0.0148901+0.00493195j -0.00432395+0.000796473j -0.000801435-0.00820035j -0.00902065-0.00245193j 0.0155642+0.0167845j -0.0110425+0.00786161j -0.0132801+0.0166364j -0.0107416+0.000561688j 0.00116523-0.000507806j -0.00331476-0.00459729j 0.00467314+0.0153242j -0.000628843+0.00108861j -0.00454159-0.0205481j -0.000784417-0.00564553j 0.00316712+0.00604616j 0.0107772-0.0097873j -0.00230493+0.0137095j 0.038133+0.00964527j -0.0194055-0.0259171j -0.00186201-0.0174729j 0.0123259+0.00723216j 0.00438858-0.00393079j -0.00860466-0.00687025j 0.0255925+0.00113154j -0.00438806-0.0111345j 0.00633962+0.0157477j 0.00729761-0.00919608j -0.0101795+0.00298782j 0.00919756+0.0175478j 0.0187517+0.05458j 0.00076734+0.0310333j 0.00178242+0.0522106j -0.0154967+0.0221343j 0.0393262-0.0200914j -0.0825443-0.0028123j -0.00974336-0.0483105j -0.0884327-0.000304336j 0.00843942+0.0126246j 0.051706-0.122024j 0.0236853-0.00827073j 0.0386318+0.0266702j -0.0198414-0.0357099j -0.0753507-0.0348219j -0.00247325+0.101045j -0.0369646-0.0181103j -0.0107591+0.017994j -0.00766379-0.0176809j -0.039193+0.0079387j -0.0707963-0.147138j -0.0397712+0.0117805j -0.131699-0.1384j 
-0.0341871-0.00162489j 0.00514699-0.00573616j -0.039418+0.00835771j -0.0044533+0.0202791j 0.0415696+0.00364555j -0.022384-0.00419929j 0.0082674-0.0350343j 0.00704623+0.0100407j 0.0148981+0.0159691j 0.0441603+0.0213989j -0.0215336+0.0379868j 0.0156011-0.00166915j 0.0459751+0.0285748j 0.0374917+0.0250996j 0.00827527-0.00533045j 0.0126391+0.0125419j 0.0294183-0.0518276j 0.054367+0.0594528j 0.0478881-0.057631j -0.0104079-0.0486084j 0.0316745-0.0388687j -0.0576389+0.0363885j -0.0611466+0.0905385j -0.00281853+0.0147726j 0.0438185+0.0758879j 0.0638921-0.0228247j 0.00341813+0.0313622j -0.0127611-0.0146822j -0.0403407+0.0819036j 0.0120707+0.0808727j 0.126634-0.0137049j -0.0346093-0.0475183j 0.0830483+0.0531847j -0.0968168+0.0357275j 0.094544-0.125944j 0.0648841-0.0485148j -0.0510158-0.0851725j -0.0803587+0.124635j 0.068582+0.0618075j 0.159422+0.0907754j -0.0343431-0.0649503j 0.15597-0.0178459j 0.0289897-0.0613168j 0.00402525-0.0675701j 0.0663433-0.121995j 0.0874965+0.0884065j 0.0924714-0.0749418j 0.0667657+0.0513734j -0.132135-0.047112j -0.039067+0.0558394j 0.00529809-0.0458416j -0.00494795+0.0281543j -0.0427743+0.0620902j 0.0582112-0.00493967j 0.0283636-0.0508894j 0.0224952-0.0572966j -0.126969+0.0898943j -0.0111061+0.00447883j 0.0331682+0.024496j -0.0181887+0.0933893j -0.0713914+0.0467499j 0.0394691+0.0899618j 0.00419079-0.0192511j -0.022382+0.143438j 0.153774-0.0332482j -0.0382799-0.0627115j -0.034139+0.0128509j -0.0100988-0.0054559j -0.101317+0.0122444j 0.00590051-0.0599205j 0.0339421+0.021144j 0.00936877-0.123267j -0.0248946-0.0075775j -0.031989+0.0286319j 0.0204585-0.0883712j 0.00732584-0.0512174j -0.0609725+0.0096397j 0.0251903-0.00889593j 0.00825433-0.0337588j -0.00057539-0.00443346j 0.0264071-0.00774699j 0.0211197-0.0170002j 0.028824+0.0280631j 0.112378-0.0746061j 0.11686-0.0136674j -0.00272207-0.033399j -0.064631+0.0805473j 0.0471733-0.0261113j 0.00346308-0.0489257j -0.0279937+0.0332612j 0.018728-0.0705468j 0.00078029-0.0173461j 0.0724898-0.0653819j 0.0426468-0.0428666j -0.0161307-0.0144108j -0.0260417+0.0515036j 0.0376582-0.0456921j 
-4.25865e-05-0.0111129j -0.00703625+0.00099033j -0.0187937-0.0134937j 0.0227972+0.0126408j 0.00120206-0.0335239j 0.0215783+0.00380975j 0.0034497+0.0120638j -0.0092674+0.00648429j 0.0179235+0.031042j 0.0139901-0.0135912j -0.0721457-0.0122656j 0.041872-0.00300548j -0.0487117+0.0254863j 0.0100041-0.0699846j 0.024976+0.0637696j 0.0305665-0.0562752j -0.0312693-0.00796146j 0.0259779-0.0379145j -0.037084+0.0270092j -0.00155621+0.0419955j 0.0178867+0.0307903j -0.00432948+0.0556726j 0.0344591-0.113988j 0.0320988-0.0361364j -0.110268+0.0690719j -0.0335479-0.0182097j -0.0512995+0.0335661j 0.0135646-0.0588004j -0.0744942-0.0200764j 0.0121196+0.0496977j -0.00791013+0.0729953j -0.11343+0.00900911j 0.135687-0.0849369j -0.00504288+0.0565476j 0.0470919-0.0210085j -0.0713966-0.0484865j -0.0430101+0.00115985j 0.0493749-0.0304205j 0.0752569-0.0255573j 0.101407-0.0101884j 0.00176366-0.129528j 0.0344815+0.0759188j -0.058367+0.05734j 0.00634903-0.0162579j 0.0489688+0.0331581j -0.0176731+0.070971j 0.00432774+0.0590337j 0.0430682-0.0757031j 0.0603952-0.169638j 0.0228933-0.0219329j -0.111574+0.058282j 0.057215-0.0109314j 0.107099-0.0588423j -0.018183+0.0412046j -0.0422347+0.0550806j -0.0384396+0.00520904j 0.0348574-0.0213237j 0.036755-0.0781209j 0.057858-0.0295113j 0.0666268-0.0294949j 0.0216247-0.0738454j 0.0224236-0.030966j -0.0394002+0.00406156j -0.0196071-0.0172082j 0.0464715+0.0412761j 0.0123032-0.00585314j 0.0177951-0.0536193j 0.0274848-0.0141955j 0.0385424+0.00818135j 0.0121729+0.0219778j 0.0212718+0.0441947j 0.00453814+0.0560804j 0.0444934-0.0632162j -0.0118866+0.0405366j -0.0707502+0.0547327j -0.0682029+0.0292087j 0.0208777-0.0639634j -0.0128362+0.0159856j -0.050223+0.0869348j -0.0440773+0.0211028j 0.0337988+0.0704574j 0.0152197+0.0711066j -0.0258858-0.0256593j -0.130048+0.132642j -0.0091452-0.0147767j 0.0221301+0.0131285j 0.03952-0.0959809j 0.0129931+0.00345664j -0.0650737-0.0107497j 0.00110212-0.00350723j -0.0683878+0.0674518j 0.0392127+0.00882413j -0.0976458+0.104692j -0.0628736+0.0820341j -0.00239126+0.041008j 0.00338084-0.0426924j -0.0272637-0.000477046j 
0.018044+0.0492101j -0.0119412+0.0244275j 0.0408155-0.0235826j -0.0434981-0.0241999j -0.00135486-0.041201j 0.00549077+0.00797071j -0.0364973+0.0194977j 0.0239698+0.0593207j 0.0377549-0.065375j -0.0332766-0.00959384j -0.0287894-0.0130684j 0.0140071+0.0195539j 0.0609386-0.0277498j -0.0102182-0.0446024j -0.00826482-0.00380839j -0.0633534-0.00854473j -0.016134-0.000527736j -0.0573425-0.0673415j 0.0216071-0.0131572j -0.00201654-0.0254322j -0.0288383-0.0162435j 0.0170634-0.0466866j 0.0230114-0.00321255j -0.0125639-0.0476787j 0.0350052+0.00799556j 0.0570581-0.0248003j -0.0206431-0.031107j -0.074629-0.0167629j 0.0736182+0.067638j -0.0199751-0.0995806j -0.00864003-0.0475408j -0.0104823-0.016322j -0.0835306-0.0510999j 0.106664+0.127419j -0.0463033-0.000729163j -0.108115+0.0796014j -0.145891+0.192883j 0.00238499+0.0606511j -0.136659-0.00943771j -0.0578314-0.0829791j -0.00664755+0.163992j 0.106043+0.0754819j 0.0726961+0.0456219j 0.000366026-0.00685313j -0.0325146+0.0801778j 0.0667015+0.0104274j 0.0584837+0.00233191j -0.172762-0.0909854j 0.0355259+0.0718873j 0.048146+0.00368922j 0.0328536+0.110892j 0.0221063+0.0109437j -0.0160679-0.0672908j 0.053012-0.0396233j 0.0388759+0.0601829j 0.00215042-0.0442816j -0.0205433+0.0210108j 0.0266079-0.0185194j -0.00303221-0.0261336j 0.0275335-0.0494739j 0.0174412+0.00319201j -0.0265943-0.0341171j 0.00741848-0.000619186j 0.0417744+0.0377638j -0.0519514+0.0106459j 0.000472091+0.0568181j -0.0307898-0.0134449j 0.0432341+0.0858923j 0.0499247+0.00608929j -0.0992882+0.0522779j 0.0599964-0.00278186j 0.0543778+0.0125629j -0.0355253-0.0111496j 0.00809757+0.040924j -0.0217672-0.0606371j 0.0519706+0.0150045j 0.0692643-0.0284355j 0.023453+0.0275895j 0.000834218-0.0236639j -0.0353654-0.0357262j 0.0326811+0.0478578j 0.0371854+0.00960031j 0.0468554+0.0115352j -0.0172809-0.0647162j 0.000511934+0.0336083j 0.0128335+0.0283104j -0.0920236+0.038086j -0.038354-0.0101582j 0.0195316-0.0031385j -0.0323067-0.0354899j 0.0291925-0.0228219j -0.00286484+9.93578e-05j -0.0276134+0.0177714j 0.0206996-0.0137769j -0.00669053+0.0188036j 0.0189192+0.000453203j -0.0128118+0.0314829j 
-0.0146115-0.00917146j 0.00959559-0.0246678j -0.0237799-0.0119035j -0.00296569-0.0191443j 0.0252636+0.00952271j 0.00679382+0.0332641j 0.00229613-0.0144463j -0.00530027-0.0431038j -0.0205967-0.0305237j 0.0662804+0.00577288j -0.0754221+0.0197589j -0.00385337-0.0671101j -0.0375115+0.0190898j 0.0188194-0.0102165j 0.00672002+0.046969j 0.0456653-0.022722j -0.0279881-0.0337091j 0.0296801+0.0172884j 0.0135694-0.0693422j 0.0197425+0.0751911j 0.0676893+0.0131429j 0.00486606+0.0718441j -0.0383053-0.00140344j 0.0656219+0.00171732j -0.0156837+0.0250672j -0.0684766+0.0149448j -0.00449931+0.0348207j -0.0326942-0.00400246j 0.0316492-0.0145625j 0.00533084+0.0631545j -0.0374907+0.000956968j -0.139756+0.031475j 0.128183+0.0520558j 0.0102532-0.121461j 0.0350044-0.0143794j 0.137038-0.0478578j 0.0871495-0.00377215j -0.0164686-0.0547086j 0.0893194-0.106185j 0.0227034-0.0904029j -0.014629-0.124095j 0.125576-0.0418713j -0.0589141-0.0804873j -0.0339835+0.0490906j 0.0611351-0.0477899j 0.198718+0.104296j -0.0447321+0.0300589j 0.0487609+0.098269j -0.0499032+0.0101217j -0.0767064-0.047132j 0.0942115-0.0330198j 0.0443988-0.01163j 0.032983-0.000195562j 0.0373409-0.0567732j 0.0670559+0.00632126j 0.0395766+0.00454836j 0.0440512+0.00724001j 0.106542+0.0197487j 0.0154824+0.0433154j 0.0184551-0.0319412j -0.0101984-0.0367284j -0.0858671+0.043608j -0.0107351+0.0183281j -0.00205942-0.0210401j 0.0213014-0.0219214j 0.0778591-0.0640978j -0.00647827+0.0203041j 0.00432586+0.0284862j 0.0605086-0.0186577j -0.0853694+0.024733j 0.0641874-0.0198886j 0.0899697+0.02435j 0.0717351-0.00139574j -0.0205526+0.0520448j 0.0199539-0.113745j 0.0636705-0.00717426j 0.0638934+0.0166781j 0.0157734+0.00995246j -0.0119367-0.0486626j -0.0839212-0.0104149j 0.0238797+0.0758017j 0.0252963+0.00132683j 0.00816253-0.079606j -0.0491174-0.0180603j -0.0280663-0.00448646j 0.0248195+0.00668852j -0.109949+0.0343291j -0.0753646+0.00847942j -0.00401264+0.00659347j -0.07536-0.0282547j 0.0294337-0.00154765j -0.0109807-0.0287934j -0.0352534+0.000503439j -0.0181338-0.0202849j -2.21443e-05+0.00364832j 0.00270184+0.0212351j 0.0467072-0.0390407j 
0.0224974-0.0443233j 0.0196638+0.0211726j -0.0350496+0.0235313j 0.0139836+0.0354339j 0.00222667+0.00960528j 0.0301468+0.0790131j -0.0146832-0.0142427j 0.0138702-0.0103786j -0.0150113+0.0160135j -0.00271276+0.0337973j 0.00815264+0.0606826j -0.0249936-0.0420849j -0.0176146-0.0359769j -0.0168513-0.032229j 0.00272638+0.0283653j -0.0345085-0.00814083j -0.00252547-0.0429976j 0.0294021+0.00360509j -0.0138891-0.0453923j 0.0373583+0.0295948j 0.0224014-0.0420071j 0.0200697+0.0239941j -0.0411274-0.0057306j 0.0359474+0.0516267j -0.0797097+0.0373271j -0.00209625-0.052892j 0.0159861-0.0404853j -0.0900648+0.0662375j -0.0741287+0.0796742j -0.0511791-0.0599775j -0.0166769-0.00569973j -0.0493857+0.0449209j 0.0380606-0.00997234j 0.0590154+0.0122635j 0.00536553-0.0284742j -0.11962-0.0086916j -0.0511506-0.073523j 0.0449318+0.00609921j -0.0451647+0.0379718j -0.037276+0.120213j 0.0588541+0.0286262j 0.00299711-0.016709j -0.0649374-0.0251132j -0.052436+0.0656732j 0.0676575-0.0371565j -0.144183+0.0388166j -0.00355218-0.101598j 0.00270444-0.00810453j 0.0245705-0.00813081j 0.0679727+0.0241855j 0.0808433+0.0531053j 0.0989899+0.027823j 0.00249253-0.0203346j -0.0579914+0.126294j 0.0806008+0.0463726j -0.0480656+0.00640866j 0.0961147+0.007516j 0.015553-0.141102j -0.0396761-0.00196133j 0.0612364-0.0616238j 0.0776124-0.0133197j 0.0258845-0.0970962j -0.0721195+0.0427895j 0.0256828-0.142952j -0.116892+0.0503391j 0.0622693-0.0981945j -0.0174694+0.0522984j -0.0221629+0.0136833j -0.0285187+0.0331348j 0.0266265+0.0306652j -0.0800439-0.105211j 0.0162245+0.035034j 0.0477344-0.0597446j 0.0237882-0.0469541j 0.0345398-0.0802014j 0.010768-0.0790336j -0.0595609+0.0983611j -0.0955215+0.0502456j 0.0445167+0.0351521j 0.0511372+0.0495383j 0.08414-0.0303499j 0.0881294-0.049883j -0.0150231-0.00714168j 0.0346877-0.000904505j -0.0868466-0.0176668j 0.0721346-0.0916902j -0.0419127+0.108834j -0.0629453+0.0837189j 0.0478615+0.0167381j -0.0193488+0.00702624j 0.0135838-0.0295336j -0.0448992-0.0394433j 0.0450083-0.0661258j 0.0281899-0.0421341j -0.0115427-0.0287593j -0.0218872+0.0572284j 0.0405966-0.0268287j 
-0.0222231-0.0169122j 0.0199145-0.0173088j 0.0372281-0.0416895j -0.0627732-0.0287152j 0.0410519+0.0153502j -0.0188208-0.0771379j -0.0552255+0.0308631j 0.0169294+0.0120229j 0.0181728-0.0791107j 0.0642163-0.00557808j 0.0311183+0.0449644j 0.00135723+0.00215363j -0.0114308+0.0175146j 0.0112003-0.000556872j -0.00702175-0.0119089j -0.0103515+0.051761j 0.0013335-0.00854237j 0.016052-0.0601099j -0.0320727+0.00108235j 0.0577578+0.0150737j -0.0338802-0.0224308j -0.041775-0.0729516j -0.0263294+0.0171902j 0.0245418-0.0537493j -0.0105459+0.0158071j -0.0201667-0.00148988j 0.0253419+0.0295632j -0.00854235+0.0398944j 0.0617997+0.0307369j 0.00540568+0.00340527j 0.0750538-0.0609497j -0.0994108-0.000400348j 0.0733188-0.0382492j 0.129103+0.0452354j -0.0278669+0.0199653j -0.0465703+0.0237462j -0.029098+0.0175255j 0.0878975-0.0642129j 0.0776465-0.0174419j 0.0239275-0.023661j 0.12088-0.0495538j 0.0450775+0.0061747j 0.0195414-0.00821071j 0.045366+0.00370689j 0.0597004+0.0471824j 0.0163883+0.0788145j 0.0252099-0.00771862j 0.0314857-0.0788759j -0.0100492-0.00718827j -0.0172062-0.0848148j -0.073357+0.0632581j -0.0371256-0.00203986j 0.0177175+0.0397722j -0.00701675+0.0250938j -0.000513767+0.0796934j 0.0280906-0.0105395j 0.114501-0.0675723j 0.0410371-0.0350268j 0.00918066-0.0322424j 0.0771312-0.0690816j 0.0561195-0.0121125j 0.0279698-0.0622463j 0.0002649+0.0596569j -0.0186517-0.0634564j 0.0730474+0.0971621j 0.0792649-0.0155256j -0.0765761-0.0284371j 0.0462422-0.00626024j 0.0190239-0.0264471j -0.0435511-0.00763881j 0.0265201-0.0158985j -0.101546-0.0722804j 0.0925973-0.0706704j 0.0361897+0.0395974j 0.0312012+0.0264579j 0.0422923-0.0142402j -0.010049-0.0298608j -0.0225894+0.00574545j 0.0900731-0.0442699j 0.116861-0.0705081j 0.00609261-0.10914j 0.0307432-0.035067j -0.00157266+0.0280571j 0.0329156+0.0575394j 0.0525302+0.0157853j -0.0804766-0.0222839j 0.0196985+0.0537876j -0.0428521+0.130919j -0.0644424+0.0701569j -0.0883364+0.0523394j -0.104641+0.0929136j -0.117592+0.0957609j 0.0334643-0.126967j -0.0604126+0.0482529j 0.0143501-0.028988j 0.0136966+0.0183728j -0.0195746-6.37858e-05j 
0.00911307-0.00314247j 0.0483598+0.0409235j 0.00555362+0.0148712j -0.00981359+0.0638083j 0.00908983+0.0270028j 0.0353947+0.0307173j -0.0172042-0.00242092j 0.0172289-0.00241083j 0.0345839-0.00236487j 0.0309831+0.0299593j 0.0281872+0.0657611j -0.037282-0.100783j -0.00256641+0.0253218j 0.0209764-0.00135078j -0.00626845-0.0441784j 0.0061114+0.0409952j 0.00172903-0.0299778j -0.065128+0.0413891j -0.0236006-0.0993039j 0.0883884+0.00757822j 0.0553822+0.0331227j -0.031887-0.0134439j 0.0329321-0.0607416j 0.0469361+0.0804189j -0.0386306+0.017386j -0.0134014-0.0828742j -0.00377018-0.0136518j 0.00119361+0.119163j 0.101265+0.077936j -0.0368217-0.103503j 0.00237439+0.0200789j 0.0650761+0.0784937j 0.0607499+0.0471912j 0.0808787-0.0926215j -0.0112386-0.00965019j -0.0693983+0.0989j 0.00872763-0.165717j 0.0502225+0.0465255j 0.0508939+0.11485j -0.0356223-0.00600404j 0.0307315-0.0218078j -0.0690503-0.0299526j 0.067863-0.0276858j 0.0167952+0.0365132j 0.039641-0.0472648j -0.0194147-0.0120998j -0.0145461-0.117824j -0.00577661+0.0679968j -0.0139842+0.0739981j -0.0514035+0.142996j -0.0398004-0.0623284j -0.0195163+0.0640023j 0.047177-0.00407797j -0.0477149+0.0352242j 0.00542557+0.0528326j -0.0451887-0.000990204j 0.0620539-0.0761246j -0.00471456+0.0876964j -0.0381782-0.0301162j 0.0700018-0.127444j 0.0628377-0.0253651j -0.0360731-8.91622e-05j 0.05015+0.0418996j -0.02048-0.00141157j 0.00783513-0.00385313j 0.0856554-0.0336015j -0.0402859-0.0875995j 0.0213448+0.0178853j 0.069701-0.00671864j 0.0497262-0.0354698j -0.0356024+0.0687461j -0.0591673+0.0247885j 0.0128697-0.00821056j -0.034074+0.0339506j 0.0516017-0.0322068j 0.0454172-0.0312892j 0.0697927+0.035868j -0.0687395+0.0508659j -0.0497583-0.0582746j -0.0745738-0.0370395j -0.0366485+0.0441745j -0.0906294+0.00849083j 0.0167496-1.6063e-05j -0.00617702-0.16234j 0.0151038-0.0130537j -0.0162459-0.0464199j 0.0112746+0.0540508j -0.0572485-0.0106232j 0.0651088+0.0358907j 0.0147998+0.0445669j -0.0147692-0.0396834j 0.077198-0.106201j 0.0547375-0.0379093j -0.00160578-0.0062518j 0.0199762-0.00140427j -0.0358696+0.0969068j 0.00973203+0.0517503j 
0.00949674-0.016214j -0.0254686-0.0248456j -0.0304766+0.000420545j 0.053697+0.0498744j -0.0634932-0.0130149j 0.01674-0.00293118j 0.0540142+0.00445493j 0.00108429+0.0243198j 0.0732604+0.0431971j -0.0201236+0.0296034j -0.0633823+0.000303009j 0.0191611-0.00672335j 3.46631e-05-0.02016j 0.0183987-0.0168294j -0.0763352-0.00506855j 0.0264601+0.0214687j -0.0120138-0.0425269j 0.0305305+0.00742841j 0.0136864-0.0395376j -0.06308+0.0242596j -0.0157719+0.000311459j 0.067026+0.012292j -0.0550837-0.08311j 0.0483503+0.0175851j -0.0228426-0.0456692j -0.0147483-0.0467631j -0.0401303-0.0181682j -0.00159157+0.0610926j 0.0174846+0.0227977j -0.0532347+0.00892262j -0.0777932+0.0329534j 0.0615124+0.0534157j -0.0350206+0.0721371j -0.0435224-0.0512711j 0.0143626-0.0179374j 0.0821374+0.0242848j -0.0147822-0.00891337j 0.0154597+0.0352302j 0.0793987+0.0448892j 0.00367312+0.0455595j 0.0120002-0.0324665j -0.0873659-0.156084j -0.00315886-0.0210789j -0.140306+0.00449572j -0.0780863-0.0643181j -0.00661124-0.00047497j -0.00921502-0.0582901j -0.0147548+0.118748j -0.106675-0.130704j 0.119701-0.124036j 0.0945459+0.0749799j -0.029571-0.044223j -0.102426+0.0221987j -0.0697056+0.012061j -0.0376176+0.0586255j -0.0510342-0.0381825j -0.188479+0.0544586j -0.0856806+0.0136396j 0.051148-0.0250019j 0.0215421-5.91955e-05j -0.0321892-0.038152j -0.0222309+0.00696907j 0.00879611-0.0101624j 0.0984875+0.0077706j 0.031704+0.0500548j 0.0301551+0.000864627j -0.0472356-0.0757069j -0.0181519-0.0622414j -0.0196028-0.0256198j -0.0251608+0.0784354j 0.0129845+0.0652394j -0.112199+0.0439238j 0.0741091-0.00450002j -0.0941364+0.0158304j 0.0407577+0.101055j 0.00313838+0.00457308j -0.0320777+0.0774618j -0.0372519+0.0225873j -0.0933758+0.0416327j 0.0801252-0.0380793j -0.00985893-0.0296428j 0.0473987+0.122859j -0.101134+0.0771914j -0.0280298+0.0429182j 0.0108744+0.0436927j -0.0992865+0.0408882j -0.0810351-0.0219504j -0.00871217+0.063939j 0.018361+0.0314238j 0.0627217-0.00460952j 0.0544103+0.0299877j -0.0905247+0.0501542j -0.0249215+0.0362337j 0.00578774+0.0405392j -0.0121003+0.0263107j 0.0509713-0.0638685j -0.00946646-0.0314349j 
0.0341065+0.00682858j -0.0301727+0.0125163j 0.0323159+0.0281042j -0.0161403-0.062148j 0.0500943+0.0388778j -0.00549049-0.0160152j -0.0208388+0.0221734j 0.043697-0.000999677j -0.0649163-0.0449031j -0.0113097-0.0200173j 0.0382035-0.0237745j 0.0523323+0.0537382j -0.0393787-0.00298961j -0.0343029-0.0248045j -0.0335101+0.0162937j 0.0628276-0.00427748j -0.0044047+0.0276946j -0.0635411-0.0435142j -0.00120993+0.00146119j 0.0134478+0.0164336j 0.000209547+0.00702793j -0.0269091-0.0114442j 0.00770023+0.0277629j -0.0535657-0.0662259j -0.0123113-0.0125676j 0.0110789+0.0761768j 0.0279836+0.0223758j 0.0630792-0.0350255j -0.143808-0.170272j 0.0339796+0.0756392j -0.0552711-0.101311j -0.0672661-0.0686353j -0.0401366-0.0970662j 0.00999696+0.0354935j 0.00924749-0.0166798j -0.0289041-0.14239j 0.110266+0.121566j 0.0249005-0.130732j -0.0280479-0.126601j 0.00587754-0.0148752j 0.0825548-0.043917j 0.00963808-0.0201735j -0.0306631-0.0449494j 0.00608694-0.0188881j 0.0350454+0.0837496j 0.0198248+0.0451759j 0.0174612+0.0108146j 0.0378603+0.0187995j 0.040627-0.0240739j 0.00995474-0.132178j 0.116905+0.0360496j 0.0296281+0.0538962j -0.0608988-0.0084225j 0.000234586+0.018826j 0.0294786+0.0260673j -0.00688412-0.0876681j 0.00110333+0.119062j -0.022753-0.0479668j -0.0272734+0.0216604j -0.0223833+0.0314027j -0.0428659+0.0270801j -0.0071102-0.0928152j 0.0590443+0.0683303j 0.0208239-0.0658571j -0.058513-0.0462561j -0.0215409-0.0216334j 0.0381239-0.0485771j -0.0680309+0.0554092j -0.0377401+0.016846j 0.0398037-0.0187716j -0.0533209-0.0715743j 0.00341134+0.0241776j -0.128959-0.0137889j -0.0824669-0.0431551j 0.0322015+0.0129025j 0.0284113+0.00511691j 0.0629371+0.0727486j -0.0643697-0.00085062j 0.0623381-0.104516j 0.0561577-0.108145j -0.0379617+0.00566127j -0.0629218-0.0263137j 0.0426839+0.0953193j 0.0337215-0.0212119j -0.030602+0.0217743j -0.0281124-0.0310279j -0.0202387+0.034415j 0.0333218+0.0172593j 0.0540391+0.0922638j 0.0532819-0.0772206j 0.0342502-0.00687487j 0.00473598-0.0254509j 0.0859483-0.0924927j 0.00701748+0.0299065j -0.0148426+0.0137654j 0.0646603-0.0303916j 0.0120862-0.0338514j 
-0.0156666-0.0263658j 0.0245824+0.00907191j -0.0142143-0.070992j 0.0304538+0.0402459j -0.0543741-0.0218822j -0.0306188+0.0332976j -0.0222009-0.0268054j -0.0336337+0.000854544j 0.0711601+0.0467374j 0.000955251+0.021002j 0.049261+0.0289211j -0.0153676-0.073046j -0.025821-0.0164348j -0.0241047+0.0344472j -0.00150034-0.0403056j -0.021329-0.00341803j -0.0163412-0.0600855j 0.0427016+0.0574107j 0.0224895+0.0239741j -0.0139702+0.0731076j -0.0353774+0.0689983j 0.0268871+0.0483345j 0.0126143-0.00833172j 0.0263806+0.103647j -0.0359112-0.0456645j -0.0165031-0.0762429j -0.0326077-0.0408211j 0.0354528+0.0626376j 0.125308+0.103376j -0.100871-0.0229943j -0.00589708+0.054888j 0.0609352+0.203256j 0.12305+0.159936j -0.0829069-0.190968j 0.0434355-0.0871177j -0.0319577-0.0986231j -0.0255266-0.0778773j -0.00226737+0.00342893j 0.0672534+0.0232828j -0.0323947-0.0614436j -0.0550627+0.0264112j 0.0627388+0.0178848j -0.0149154-0.0421143j 0.00383504+0.0200356j -0.0649766-0.110528j 0.115886+0.0859332j -0.0158755-0.0149585j -0.0215133-0.0277866j -0.0114163-0.0721894j -0.0127943+0.0613478j 0.0399715+0.084185j -0.0168863+0.0297714j -0.0578367-0.0282651j -0.0523852+0.0301915j 0.0491084+0.145429j -0.0427664+0.067345j -0.0269463+0.0078984j -0.126266+0.0203412j -0.0192992-0.10763j 0.00163297+0.0584822j 0.0341965+0.0757648j 0.0592048-0.0373002j -0.0545635+0.0121363j -0.0522278-0.0440099j -0.0819649+0.0218548j -0.00950392+0.0229915j -0.059728+0.0508683j 0.0370828+0.0375279j -0.109027-0.00337961j -0.0743492-0.0113514j -0.0333367-0.0709811j -0.00385329+0.0300021j -0.0277181-0.0109821j -0.00150179-0.0471571j -0.0539516+0.0462991j -0.0408549+0.149081j 0.0677594-0.033241j -0.00142633+0.0276139j 0.0809333-0.0160416j 0.129712-0.0327248j -0.0548014-0.0368624j -0.0583453-0.048582j -0.0147217+0.114937j 0.0406747+0.0163868j 0.00815327-0.0365228j 0.00904042+0.020445j 0.0653374-0.0219104j -0.0217411+0.00606991j -0.0267421+0.106852j 0.100357-0.029174j -0.0252443+0.0741262j -0.0193443+0.0368227j 0.009531-0.0168927j 0.0258034+0.0522864j -0.0293322+0.0208296j 0.00442098-0.0280688j -0.057553+0.0444763j 
