-6.66966e-16-0.0363889j 4.80447e-15+0.115946j 5.07551e-17-0.0374998j 1.95905e-16+0.0183359j -3.98643e-16-0.0247129j -2.85462e-18+0.0926048j 2.51949e-16+0.04606j 4.8901e-17-0.0137719j 2.93065e-16-0.0412777j -6.23175e-17+0.0919933j -1.98889e-16-0.0703047j 2.43012e-16-0.0398189j 6.11917e-17+0.0206321j -3.09834e-17+0.0144505j -4.20518e-16+0.0113394j 5.5212e-15+0.0163837j 4.01423e-17-0.0127665j 6.05696e-17-0.0315844j 2.86095e-16-0.00731953j -2.09536e-16-0.00803559j 2.34575e-16+0.0116242j -3.40412e-16-0.0362264j 2.11947e-15-0.0219159j -3.79403e-16+0.0104343j 9.63194e-17-0.00213151j 1.43844e-16-0.00662815j 9.14432e-17-0.00643334j -6.20418e-17+0.00716325j -5.05688e-16-1.60988e-05j 2.64116e-16-0.00109991j 4.2437e-17-0.00960235j 1.52093e-16-0.00705975j -4.46197e-16+0.0124605j -2.64775e-16+0.018687j 4.01464e-16-0.0204572j 9.20069e-17-0.000929145j 2.77063e-16-0.0176046j 7.47606e-16+0.00332698j -2.72037e-16-0.0208405j -2.7566e-17-0.00765987j -2.01816e-17+0.00223166j 1.00184e-17+0.0030833j 7.7432e-18-0.0196519j -3.7588e-17+0.0402072j 1.14245e-16+0.00746284j -1.06383e-16-0.0108534j 1.35244e-16-0.0472671j 5.87329e-17-0.00252112j 6.12435e-17-0.0298424j -9.59088e-17-0.0266168j -1.30747e-17+0.0161292j -2.78326e-17-0.0161318j 1.98065e-16+0.0236363j 3.42586e-17-0.0350435j 1.41744e-14+0.0606176j 3.2147e-15+0.00061717j 
-2.68676e-16-0.0132423j -1.42244e-15-0.0315343j 1.44083e-16-0.00959864j -5.13616e-16-0.0346411j -2.68303e-17+0.0133142j 1.47146e-15+0.0446363j 5.5498e-16-0.0500367j 9.18674e-16+0.0514298j -1.86089e-15-0.0472142j -1.31505e-15-0.091201j -5.61017e-16+0.0134406j 7.15314e-16-0.0788594j -1.51244e-16+0.00776238j -1.02599e-17+0.0254445j -3.13813e-15-0.045522j 2.41972e-14+0.0642892j 2.48853e-16+0.02886j -7.8394e-16-0.00626656j -1.24572e-16-0.082953j 1.42413e-15+0.046761j 8.43393e-16+0.01311j 2.63879e-15+0.138282j -6.94169e-16+0.0161267j 1.83482e-15-0.0205231j 2.48178e-15+0.118915j 1.29419e-15+0.0802201j 1.16387e-15+0.0436896j 1.27508e-15+0.0365825j 9.70488e-14-0.0289177j 6.68737e-16-0.135924j 4.29911e-16+0.00529026j 1.67602e-15+0.00633874j 4.98808e-16+0.0121763j 1.26847e-16+0.0402298j -2.31649e-15-0.0396493j -1.77348e-16-0.00242828j -8.8981e-16+0.0200982j -5.99743e-15-0.0409132j 1.71431e-15+0.021293j -1.30257e-16+0.0149034j 1.2296e-15-0.0344177j 1.99166e-15+0.0599751j 3.55802e-16-0.0324346j 5.77588e-16+0.0494203j -1.99064e-15-0.115392j 2.01368e-16+0.114875j 5.8608e-16+0.00994218j -3.07011e-15-0.0789943j -1.03302e-15+0.0508732j -3.94997e-15-0.145832j 6.00633e-16+0.135295j 2.40557e-15+0.098599j -1.14787e-15-0.0052589j -1.25005e-15-0.0788195j -7.11604e-15-0.0150729j -3.23456e-15-0.0820666j 
-1.01313e-16+0.0147698j 1.5329e-15+0.0352646j -8.60678e-16-0.0222787j -8.59096e-16+0.00822092j 1.10612e-15+0.00770937j -6.16072e-16-0.0239941j -2.94257e-15-0.0669038j -8.84357e-16-0.0393664j -1.09275e-15-0.0311354j 4.97722e-16+0.0644732j -8.9236e-16-0.0670141j -1.84633e-15-0.0441162j 1.5124e-15+0.0597725j -7.84108e-16-0.0192106j -2.56201e-16+0.0700651j 1.63837e-14+0.04977j -2.84877e-16+0.0165776j 2.97483e-15+0.0915022j -2.79505e-15-0.0679106j -3.60398e-16-0.0155564j -4.73937e-16+0.0382764j 2.71167e-15+0.0668416j 3.84833e-16-0.0054627j -4.12205e-16+0.00129466j 1.36778e-15-0.0282502j -1.70006e-15-0.0912625j 9.89648e-16+0.0699057j 2.44544e-15-0.0154079j 7.94687e-14-0.0237698j -7.86065e-16+0.0859783j -2.36862e-15-0.0276788j -5.81876e-17+0.0183273j -1.949e-15-0.146603j 4.51173e-15+0.122606j 5.77083e-16-0.0834963j -2.0882e-15-0.0997116j 2.407e-15+0.0140271j 2.01986e-15-0.0291122j -4.30782e-15-0.144766j -9.61711e-16-0.0543491j 1.0439e-15+0.0309904j 2.93027e-15+0.0828261j 2.85617e-15+0.101078j 8.2551e-16+0.0174762j -3.62032e-15-0.0375671j -1.0629e-15-0.0935265j 1.98956e-15+0.0497682j 1.15536e-15+0.00891588j 2.60982e-15+0.0241715j 1.56327e-15+0.0909149j -2.14821e-15-0.141067j -4.35993e-15-0.121978j 6.95659e-16+0.0265677j 5.53406e-17+0.0480667j 7.66194e-15+0.0156338j 4.02326e-15+0.0931102j 
4.76274e-16+0.0164255j -2.68186e-16-0.0199335j -6.67637e-17+0.0552357j 6.89092e-17+0.0186555j 3.10342e-16+0.117209j -4.92702e-16+0.0425832j -9.75588e-16-0.0702961j -4.99508e-16+0.012743j 3.10795e-16+0.0321643j 1.00813e-15+0.0019347j -3.07959e-16+0.0978734j 5.8528e-16+0.0184163j 6.51829e-16-0.0257995j -3.36294e-16-0.0762099j 5.78971e-16-0.0118857j -5.88618e-15-0.0178648j 5.00912e-16-0.0264016j 7.45697e-16-0.0123035j -6.73843e-16-0.0234064j -1.11379e-15-0.0522884j -1.31018e-15-0.0810685j -1.12077e-15-0.0319975j 2.62399e-15-0.0262574j 2.37129e-15-0.0333108j 1.56152e-17+0.0668522j -8.40847e-16+0.0171564j 1.00119e-15-0.0492004j -1.98767e-15-0.0418125j -7.17276e-14+0.022271j 3.14997e-15-0.115961j 5.52474e-17-0.0280302j 2.41618e-16-0.0617988j -1.8869e-15-0.0144218j 4.19552e-16+0.0776206j -2.36089e-15+0.163466j -2.92389e-15+0.0679057j -1.58039e-15+0.243881j 9.85877e-15+0.1064j -5.10189e-15-0.0920926j 2.34553e-15+0.161035j -1.18581e-14-0.307877j -9.48859e-16-0.128381j 8.61741e-16-0.12428j -7.99734e-17+0.079734j -7.88612e-17-0.141703j -1.00267e-15+0.0252647j 8.3086e-16-0.0473105j 1.65466e-15+0.270564j 1.08387e-15+0.275253j 1.91147e-15+0.00140418j -1.26322e-15+0.0867026j -3.17708e-15+0.0453418j 1.98604e-16+0.046286j 8.2572e-16+0.0596674j 2.10486e-15-0.000611539j 2.37883e-15+0.0467025j 
1.17517e-17-0.027779j 2.25027e-15+0.027292j -1.03456e-15-0.0328663j -1.82994e-15-0.0662092j -3.04075e-16+0.00910594j -1.74008e-15-0.0370404j -1.37909e-15-0.0216822j 5.94393e-17+0.0320961j -9.34203e-16-0.0627368j 2.24357e-15+0.0393011j -5.64998e-16+0.0106757j -6.98689e-16-0.0621904j 1.13436e-15+0.020146j 8.31132e-16+0.0422122j -1.1421e-16-0.0319953j 1.10009e-14+0.0277993j -3.1753e-16+0.0251784j 3.89752e-15+0.0932719j -2.55385e-15-0.0621535j -2.38688e-15-0.055111j -2.5927e-15-0.0770009j 1.44931e-15+0.0280031j -5.46804e-15+0.0734101j -3.80676e-15+0.131981j 3.51462e-15+0.104943j 6.55233e-16+0.0510163j 4.46647e-16+0.0339435j 6.95706e-15+0.109527j 2.31154e-13-0.071531j 3.33126e-15-0.00791711j -1.67493e-15-0.086139j -2.60408e-15-0.0824341j -3.49736e-15-0.0833542j 2.54862e-15+0.089296j 6.22348e-16+0.00643989j -1.51172e-15-0.0376329j 1.51634e-15-0.0597194j 2.26099e-15-0.0110925j -4.92276e-15-0.0703891j -4.06034e-15-0.148888j -1.73073e-15+0.0156535j 3.20806e-15+0.158459j 2.76402e-15+0.110246j -2.24532e-15-0.0824323j -4.09522e-15-0.0591654j 2.86631e-15+0.136801j 1.06044e-15+0.0503745j 3.59274e-15+0.020596j 4.27688e-15+0.0865173j 1.68028e-16-0.0263382j -2.52981e-16+0.0361923j -8.47317e-15-0.29346j -5.65872e-16-0.0662623j -3.18857e-15-0.138677j -1.19698e-14-0.0506881j 9.03667e-17+0.0315291j 
-1.30261e-15-0.0072803j 1.44945e-15+0.0488385j -1.61932e-16+0.0197058j -6.70379e-17+0.0159564j 1.54933e-16+0.00954154j -3.70556e-16+0.0467842j 2.65064e-16+0.0218268j 3.75308e-16+0.053481j -5.79559e-17-0.0638466j -1.27154e-15+0.0453914j 1.00953e-15-0.0728293j -9.74407e-16+0.0144998j 5.56835e-16+0.00343936j 1.36767e-16+0.0575705j -7.58543e-16-0.00397959j 1.08748e-14+0.0312452j -4.71469e-16-0.00178367j 7.59614e-16-0.0115079j 5.38937e-16+0.0110294j 1.07954e-16+0.0176115j -1.22688e-15+0.0314811j 3.95282e-16+0.0211332j -4.27402e-15+0.0432637j 3.23645e-15-0.0369367j -2.56961e-17+0.0721088j -2.3378e-16-0.00622668j 8.21874e-16+0.0639358j 2.14887e-15+0.0413968j 4.04049e-14-0.0133571j -4.00906e-15+0.12718j -6.0153e-16+0.0612296j -1.50701e-15-0.0298623j -2.39501e-15+0.108174j 2.20061e-16-0.0931251j 1.19841e-15-0.0446831j 1.82616e-15-0.00687934j 1.00205e-16-0.0721846j 3.66283e-15+0.0185465j -7.88909e-16-0.0378299j -1.9489e-16-0.0286983j -6.812e-15-0.184647j 9.73923e-16-0.0859175j 9.48049e-16-0.0798793j -6.17434e-16-0.0406114j 3.47134e-16-0.00941413j 2.05314e-15+0.174035j 1.16234e-15-0.143629j -4.49268e-16+0.0470287j 1.30222e-15+0.0774377j -1.89059e-16-0.130925j 1.07267e-15+0.107953j -1.42025e-15-0.0194237j -1.42007e-15-0.01522j -1.45081e-15-0.0526223j 1.19915e-14+0.0525014j 1.62836e-15+0.0060185j 
-1.63505e-16-0.00245152j -1.91597e-16-0.0172602j 3.54409e-16+0.0218241j 8.41802e-16+0.0367528j 3.71868e-16-0.00298422j 4.85432e-16+0.0205477j -5.6507e-17-0.0336267j 3.90055e-16+0.0525128j -3.95297e-16-0.0117175j 1.69803e-16-0.0604706j -2.22389e-16+0.0471956j 3.63468e-16+0.00947876j 4.61654e-16+0.0588559j 5.24597e-16+0.0418613j -8.1609e-16+0.0546504j 1.90221e-14+0.0590615j -1.00608e-15-0.0643939j 2.13968e-16+0.0687843j -2.66384e-16+0.0731721j 3.32837e-16+0.0110275j -2.15309e-16-0.0401391j 4.65558e-16+0.0502399j 3.76845e-15-0.0355934j 1.32011e-15-0.0319431j -2.4693e-16+0.0273143j -5.6059e-16+0.00974096j 1.68605e-15+0.163333j 4.42902e-15+0.0963636j 2.15124e-13-0.065501j 3.37921e-15-0.102213j 6.61703e-16-0.0284267j -6.30393e-16+0.0324303j 7.23765e-16+0.0430501j -1.00973e-15+0.00561765j -1.48276e-16+0.0403272j -8.03911e-18-0.00241217j -1.09998e-15-0.0466722j 2.43665e-15+0.027899j 1.42186e-16+0.0184992j -1.09468e-15-0.0498532j -6.55456e-15-0.0968047j -2.09396e-15-0.0344499j -1.04814e-15+0.0134949j -1.1456e-15-0.0224618j 2.48527e-15+0.0684765j 4.46038e-15+0.25757j -1.75499e-15+0.0591902j 4.61603e-16-0.0282198j 1.95996e-15+0.175636j -1.10537e-15-0.0451684j 3.25119e-15+0.246663j -1.14583e-15-0.157772j -1.75387e-15-0.139723j -1.41966e-15-0.0944183j -1.81152e-14-0.0740467j -4.21002e-15-0.0191569j 
-8.89338e-17-0.0658213j 2.74338e-16-0.0269461j -7.29105e-17-0.00705082j 2.01898e-17+0.011487j -2.66526e-18+0.044148j 6.09443e-16-0.0391177j 3.9922e-16+0.033778j -2.11708e-17-0.0147841j -7.78351e-16+0.0613256j 6.44918e-16-0.0596618j -1.0346e-15+0.0266893j -3.28022e-16-0.0130623j -5.90401e-17+0.0260126j 4.01878e-16-0.0302651j 3.84905e-16-0.017213j -4.4391e-16-0.00473561j 6.93736e-16-0.0690404j -1.04881e-16+0.0534957j -1.20403e-16+0.0158002j 1.6644e-16-0.0208717j 8.77892e-16-0.0511244j 1.97145e-16-0.0246343j 2.40568e-15-0.0264156j -3.0684e-15+0.0430639j -6.34774e-16-0.0507496j -1.06587e-16-0.0178026j 1.24507e-15-0.0149377j 5.62456e-15+0.0187869j 3.47578e-13-0.102966j 6.47024e-15-0.178559j 1.11636e-15+0.0648118j 2.46713e-16-0.0982496j 1.26385e-15+0.009298j -1.83562e-15+0.0890808j -2.8912e-15+0.112144j -2.02479e-15+0.0947092j -1.18632e-15-0.00807941j -1.26594e-15+0.00326053j 2.54117e-16+0.0414878j 1.55193e-16+0.0733044j 1.58268e-16+0.0424968j -1.14293e-15+0.0323317j -9.70085e-16-0.0406237j 3.69218e-16-0.0521298j 7.37931e-17-0.0344284j 9.21479e-16-0.000399957j -1.0498e-15-0.0793456j -7.36241e-16+0.0663809j -7.45702e-16+0.0156766j -8.97003e-16+0.0407805j 6.57597e-16+0.0212475j 6.61378e-16+0.0826305j 3.39359e-16+0.0501318j -1.12548e-16-0.0300097j -1.02057e-15+0.015239j -4.71532e-16-0.107162j 
-4.78428e-16-0.0566135j 4.47208e-16+0.0176192j -2.09982e-16+0.00326414j 3.48863e-16+0.009343j -6.21732e-16+0.0535426j -7.50216e-16+0.0829102j 4.54957e-17+0.03376j 2.7069e-16+0.00174696j 7.08897e-16-0.0238507j -8.6441e-16-0.0252567j 2.72099e-16+0.00270587j -1.73183e-16-0.0279697j 5.57626e-16+0.00788057j 4.31222e-16-0.0543438j 5.17362e-16-0.041383j 2.4505e-15+0.00294125j -1.11071e-15+0.0454118j 1.37371e-16-0.00521791j 7.26195e-16+0.00447842j 3.47476e-17+0.0167167j -3.59078e-16+0.00840218j 8.33803e-16-0.0561594j 3.23797e-15-0.0322241j 3.45527e-15-0.0640624j -1.67761e-15-0.0269669j 2.19976e-16-0.0587386j 4.79697e-16-0.0193342j -4.39589e-15-0.020356j -2.37757e-13+0.0707736j -1.19139e-15-0.0305657j 1.86518e-16+0.0105484j -1.01353e-16-0.00658417j -2.00392e-15+0.0533027j -7.66064e-16+0.0352865j -7.5946e-17+0.0373951j 1.48303e-15-0.0645301j 3.60893e-16-0.0372787j -1.01034e-15+0.0201245j 6.29025e-16+0.0849937j -8.16422e-16-0.0789492j 5.49566e-15+0.152531j 1.22425e-16+0.0670681j -1.64041e-17-0.0490078j -3.34018e-17+0.0592075j 1.03314e-16+0.168608j 1.36352e-15-0.071376j -1.00647e-15+0.0974833j -3.04829e-16-0.124222j 4.48957e-16-0.122728j -7.52887e-16+0.131137j 1.02603e-15+0.015728j 1.24034e-15-0.00064487j -5.49468e-17-0.105709j -9.07239e-16+0.0461474j -1.55814e-15-0.00250134j -1.78513e-15-0.0155238j 
-2.21666e-17+0.0171501j 4.92228e-17-0.00524732j -8.43597e-16+0.0217145j -1.23023e-15+0.0225523j 3.82704e-16-0.0144621j -9.66047e-16+0.024396j -1.07902e-15+0.0155527j -6.53939e-16+0.0268875j 1.9664e-16-0.0130803j 6.80499e-16-0.00228948j -9.83279e-16+0.0238243j -2.86685e-15+0.0641951j -1.22891e-17-0.00777654j 1.06343e-15-0.0156665j 1.1927e-15-0.0214866j -2.33381e-15-0.0101569j -1.33694e-15+0.0259077j -1.67296e-16-0.00267421j 2.83658e-16-0.00950022j -1.26179e-15+0.0240849j 8.18601e-17-0.00135943j 1.3085e-15-0.0195582j -2.67606e-15+0.0211678j -2.16524e-15+0.0389569j -2.36879e-15+0.090434j -7.12098e-16+0.0325154j 9.10986e-16-0.0160389j -8.99106e-16+0.0614735j 9.57658e-14-0.0292645j 5.60682e-15-0.060822j 4.7651e-16-0.0206254j -2.17462e-15+0.0431178j -1.19302e-15+0.0170512j -1.96078e-15+0.0340388j -3.38576e-15+0.0393739j 6.72813e-16-0.0127308j 1.24265e-15-0.00800456j 4.1623e-16-0.00278023j -6.50373e-16-0.0277381j 1.69724e-15-0.0212311j -2.27302e-15-0.0383256j -1.40164e-15+0.01849j -9.14953e-16+0.0346569j 2.98019e-16-0.0307269j -7.58643e-16-0.0274279j -2.72469e-15+0.0838269j -1.02644e-15+0.00453369j 9.63601e-16+0.0252012j -2.42631e-15+0.101805j 8.35421e-17-0.0528368j -4.08548e-15+0.0818659j 1.10341e-15-0.0477464j 1.5357e-15-0.0298911j 1.22899e-15-0.0379918j -4.91711e-15-0.0259955j -1.22913e-16-0.00294696j 
1.09074e-15-0.00689573j -1.51381e-15-0.0401861j 1.04335e-16-0.00244644j -1.79752e-16-0.000951721j -3.06295e-16+0.00757714j 3.13814e-16+0.0601868j -1.8367e-16-0.0352485j -1.21423e-16+0.0268339j -4.18986e-16-0.0348283j 9.63694e-16-0.0477803j -5.43338e-16+0.0460366j 8.82935e-16+0.00390116j -6.6395e-16-0.0062593j -6.99984e-16-0.0122717j -1.12532e-15-0.0264292j 9.33941e-15+0.0279413j 2.01462e-15+0.00672242j -1.50719e-15+0.0086358j -1.15275e-15-0.0101765j 2.37943e-16-0.0109197j 4.87163e-18-0.0273183j -5.11994e-16+0.0369315j 2.06321e-15-0.00503384j 1.69864e-15-0.048363j -6.10197e-16-0.00461987j -1.21681e-16+0.0165208j -1.62386e-15+0.0249305j -2.02309e-15+0.00319024j -3.94855e-14+0.0123595j 3.97001e-15-0.0288038j -1.19262e-16-0.0344505j 8.46292e-16-0.00390698j -1.15057e-15+0.0381765j -8.46407e-16-0.00694416j -4.25911e-16-0.0153345j -1.55258e-16-0.0344592j 1.7375e-15-0.0114188j -4.71381e-15-0.0279063j 7.09234e-16+0.0876738j -1.53604e-15-0.04561j 3.75858e-15+0.123551j -1.16608e-15+0.111827j -7.69348e-16+0.0248426j 7.78427e-16+0.00113924j 5.32377e-16+0.120175j -1.26724e-15-0.0106784j -3.30604e-16+0.189228j 4.47971e-16-0.138822j -7.73445e-16-0.0740869j 1.63534e-16+0.0645j -1.94476e-15+0.0645535j 9.38046e-16-0.0879969j -2.36551e-16-0.158766j 1.30294e-15+0.00565474j -2.19179e-14-0.0966174j -3.44917e-15+0.00710597j 
-3.12087e-16+0.00368904j 1.23339e-15+0.0544846j 6.70704e-17-0.00658893j -1.5009e-16-0.000579964j -1.98744e-17-0.0205883j 2.0359e-17-0.0385076j -7.54162e-16+0.0409816j 5.9223e-16-0.00872677j -6.33726e-16-0.000922228j -6.32251e-16+0.0717j 1.55476e-15-0.110219j -1.70838e-15+0.0391822j -2.08321e-16+0.0233137j 1.05196e-16+0.0362558j -3.84571e-16-0.0186636j 1.70066e-14+0.0504667j 9.23151e-16-0.0233307j -5.37382e-16-0.00596501j -1.45015e-15+0.034176j 1.10561e-16-0.0201222j -2.85942e-16+0.0251078j 1.14565e-15-0.0289155j -1.45476e-15+0.025201j 1.88146e-16+0.00107145j -3.6371e-16+0.0352981j 3.64926e-16-0.00666501j -1.16394e-15+0.0760767j 2.17181e-16+0.0260356j 2.18008e-14-0.0070604j 4.82854e-16+0.0463516j -6.64653e-16+0.0389751j -2.08784e-16-0.0307431j 2.59955e-15-0.0777309j -3.23943e-16-0.0232397j -2.12388e-15+0.0224256j -9.23392e-17+0.0294586j 1.90772e-15-0.0718732j 4.15913e-15+0.0252355j -1.59534e-15-0.097644j 5.37714e-16-0.0404131j -2.73381e-15-0.0515801j 5.07849e-16-0.065658j -7.67693e-17+0.00273158j -3.78631e-18-0.0261761j -7.81238e-16-0.0994012j -1.22692e-15+0.0401025j 1.98485e-15-0.165329j -1.54782e-15+0.129222j -2.27409e-16+0.0637454j -7.61155e-16-0.0611573j -5.6869e-16-0.0567168j 9.26787e-16-0.0372316j -6.47484e-16+0.107022j 8.25869e-16-0.0429766j 1.72733e-14+0.0716277j 3.88929e-15+0.018105j 
-4.49746e-16-0.0265018j 1.10697e-15+0.0112483j -5.58254e-17-0.00622045j -5.63482e-16+0.0128783j 4.68213e-16+0.0162555j 5.85681e-16+0.0318187j 5.18597e-16+0.0110653j -2.81494e-16-0.00213203j 2.46998e-17-0.0187937j -1.25297e-16-0.00715016j -2.47834e-16-0.0353418j -3.82549e-16-0.0306593j -4.64972e-17-0.0373073j -2.42764e-17+0.0218038j -1.42058e-15-0.0383924j 1.82731e-14+0.0489467j -2.97025e-16-0.0878286j -2.70685e-16+0.0199717j -6.30808e-17+0.0402425j 4.83763e-16-0.00618915j 8.39769e-16+0.0569119j -2.45641e-16+0.0659281j 6.25934e-15-0.0661511j -1.46554e-15+0.0363894j 3.14647e-16+0.0160947j -6.66054e-16-0.0146064j -1.29089e-16+0.0460998j -1.61477e-15-0.0428333j -3.2638e-14+0.0108992j 8.49889e-16-0.0807489j -1.90635e-16+0.0522658j 2.2484e-16+0.0364092j -1.06378e-15+0.0494843j 2.28472e-17+0.00892136j 1.00294e-15-0.0723431j 3.33975e-16-0.00692364j 9.99065e-16-0.102068j -5.78991e-15-0.0433934j 1.30551e-15+0.0901089j 7.31477e-16+0.0446712j 6.49321e-15+0.166914j 3.53961e-16+0.093014j -4.09253e-16+0.0241587j 9.79924e-16+0.00696842j 3.83524e-16+0.0532693j -8.06045e-16-0.0701108j 1.15319e-16+0.00339394j 1.38584e-16-0.0952943j -1.02496e-15-0.1308j 8.65595e-17-0.0054941j -9.08439e-16-0.0232987j 6.51695e-16+0.0656802j 3.64144e-17-0.00863439j 4.1733e-16+0.00488914j 5.25455e-15+0.0283135j 1.23385e-15-0.0387808j 
1.68014e-17-0.0303422j 2.0772e-15+0.0494247j -3.97373e-16+0.0283457j -2.26534e-16+0.0322013j -4.19363e-16+0.00774164j 6.81728e-16-0.035225j -1.08468e-16+0.036015j -6.22969e-16+0.0650233j 7.64886e-17-0.00639415j 2.30912e-16+0.0282262j -1.3319e-15-0.0111661j 1.47099e-15-0.035446j -6.76141e-16+0.0655933j -4.08366e-16+0.0307625j -2.18748e-15-0.00495012j 8.17457e-15+0.0223253j 1.25938e-16-0.00135477j -6.62392e-16-0.012113j 7.30794e-16-0.0255358j -3.13454e-16-0.0225453j -3.54584e-16-0.0325463j -7.81322e-16+0.0207313j -2.62951e-15+0.0224981j -1.77002e-15+0.0116963j 6.94702e-16+0.00657623j 2.63341e-16+0.0126488j 5.89293e-16-0.00126365j 6.96073e-16+0.00257594j 5.17238e-14-0.0149709j 1.85844e-15-0.0218233j 3.08487e-16+0.00540187j 3.24121e-16-0.0555598j 1.08073e-15-0.045559j -1.6663e-15+0.0496703j 2.20679e-15-0.0550265j -3.27883e-16+0.0486217j -3.94079e-16+0.00916203j 3.74218e-15+0.0186938j -3.41796e-17-0.0726863j -2.58102e-16-0.0104059j 1.5109e-15+0.044302j -8.89077e-16+0.0470715j -4.4565e-16-0.0138888j 1.42208e-16+0.0280753j -1.50457e-16-0.0287615j 3.59004e-16-0.0810249j 6.79865e-16-0.113499j 2.81602e-16+0.0226283j -6.40302e-16+0.0344033j 8.02605e-16-0.0849129j 8.84451e-16-0.108592j -8.57374e-16+0.0670843j 3.8199e-16+0.0194673j -1.86943e-16+0.0111741j 3.03081e-14+0.13889j 7.14331e-15-0.0191166j 
3.93412e-15+0.0479446j -3.62037e-15-0.0272252j -1.8099e-15-0.0131529j 3.28481e-15+0.0466866j -6.68109e-15-0.0831015j -4.39368e-15-0.07206j -1.22876e-15-0.00751387j -5.07913e-16-0.00185423j 2.07968e-15+0.0331231j 2.35925e-15+0.028662j -5.62567e-15-0.0815914j 3.44426e-15+0.0552315j -3.82153e-15-0.0402242j -6.3508e-16-0.0111593j -2.45837e-15-0.00633608j 8.97777e-15+0.0198276j 2.50412e-15+0.0429072j 2.08667e-15+0.0321649j 2.48368e-15+0.0369209j -7.59606e-16-0.00377528j 2.3056e-15+0.0388429j -5.31048e-16-0.0048426j -1.38336e-15+0.0204857j -6.07453e-16+0.0254519j -7.87175e-16-0.0189093j 2.25659e-15+0.0159316j 6.2684e-15+0.0703609j -5.7527e-17+0.0176895j -1.03867e-13+0.0313705j 1.84181e-15+0.0568148j 1.60291e-15+0.0388986j 1.93561e-15+0.0444942j 3.48848e-16+0.00266774j 5.26412e-16+0.0167413j 2.92419e-15+0.0263886j 4.35785e-15+0.0623637j -4.72208e-15-0.0550452j -5.0787e-15-0.0386419j 4.57796e-15+0.00994225j -4.22622e-15-0.0387335j -4.2345e-15-0.0514781j -7.07174e-15-0.106093j 1.59946e-15+0.0150329j -5.01371e-15-0.0661223j -5.44399e-15-0.0869061j 4.52458e-15+0.0503257j -5.09342e-15-0.107652j 6.99815e-16+0.0302559j 2.66263e-15+0.0535745j -1.68593e-15-0.0415763j 1.93515e-15-0.00454313j 1.4576e-15+0.0550387j 8.26318e-15+0.12351j -2.39813e-15-0.0197425j -3.05624e-15+0.00256312j -2.46991e-15-0.030472j 
-1.83299e-15-0.0306598j 1.58711e-15+0.0176658j 4.45073e-16+0.0298161j -9.0515e-16-0.0155457j 1.52406e-15+0.0439513j 8.80392e-16-0.0212398j 1.49722e-15+0.0489315j 1.42379e-16+0.00877023j -2.56527e-16+0.0189422j -1.70242e-15-0.0346022j 1.66822e-15+0.0535012j -1.65263e-15-0.0536621j 1.23397e-15+0.0404402j -5.60333e-17+0.00266484j 3.22095e-15+0.0612665j -2.23322e-14-0.0559888j 2.74377e-16+0.0120529j -2.38888e-16+0.0105219j 2.96396e-16+0.0121448j 1.59686e-15+0.0370721j 1.84829e-16+0.011663j -7.78893e-16-0.0361578j -1.0157e-15+0.00147099j -2.29494e-15+0.0503717j -1.45453e-15-0.0408396j -1.164e-15-0.0477563j -1.10231e-15-0.0389933j 1.84705e-15-0.0013491j 9.38575e-14-0.027991j -8.08461e-17-0.029316j -1.09449e-16+0.0167924j -3.48805e-16+0.0224017j 1.52338e-15+0.0380911j -1.26917e-16+0.0281087j -7.36142e-16-0.0205346j -1.00584e-15-0.0197748j 9.59602e-16+0.0334306j 2.06724e-15+0.00374342j -6.48817e-16-0.0466823j 9.39878e-16+0.0205593j -2.80795e-15-0.0449482j 2.86365e-16-0.0305414j -1.12205e-15-0.0416j 1.11708e-15+0.022324j 1.8963e-15+0.0317041j 1.34201e-15-0.0033576j 3.93994e-16-0.0436364j -1.42711e-15+0.02444j -4.42954e-16+0.0185751j -3.42113e-16-0.0119974j 9.45704e-16-0.0419476j 1.25926e-15+0.0650788j -1.75952e-15-0.00549482j -7.96066e-17+0.0308526j 1.78422e-14+0.0730506j 2.60505e-15-0.00727582j 
