7.64938e-14+0.177815j 6.8251e-15-0.177325j -2.52233e-16+0.121767j 5.79832e-16-0.011914j -1.01927e-15+0.0260188j -1.13146e-15+0.255877j -5.84919e-16+0.0492954j 5.29105e-17-0.0154291j -3.43438e-16+0.118639j -1.4933e-15+0.167583j 2.37669e-16+0.193088j 1.53743e-17-0.0406174j 3.99533e-16-0.029796j -1.36889e-16+0.0297058j -3.228e-16+0.0363931j 4.41752e-16-0.00846076j 6.87227e-16-0.0471474j 3.25301e-16+0.0027464j -4.55689e-17-0.0211093j 5.24793e-16-0.0570291j 5.73082e-17-0.0104951j 3.89015e-16-0.0672327j -8.82945e-17+0.00636992j -8.40437e-17-0.0427906j 1.63493e-16+0.0063096j -1.59848e-16+0.014956j 1.58545e-16+0.0069097j -1.16255e-15+0.0210585j 2.88363e-16-0.0405075j -4.74887e-19-0.000447377j -2.14722e-16+0.00913336j 7.13544e-16-0.0120963j -2.73651e-16+0.00636578j 3.28533e-17-0.0300231j 3.56783e-16-0.00438704j 2.5219e-16+0.00379072j 8.32095e-17+0.000856708j -1.01176e-14+0.021253j -6.78049e-14-0.0208061j -5.59053e-14-0.00325446j 4.60562e-17+0.00287045j -2.94037e-15+0.0168017j 4.08851e-16-0.0102852j -5.48749e-16+0.0251204j 6.04347e-16-0.0326451j -2.18882e-15+0.0241677j 3.77533e-16-0.00880583j 3.03389e-16-0.0106245j 4.77234e-17+0.000100953j 5.61386e-16-0.00237518j 2.59366e-16-0.0365595j -1.63408e-16+0.00605465j -5.69864e-17-0.0192251j 6.57138e-17-0.00407376j -4.57472e-17-0.0304009j 2.94943e-16-0.0209343j -9.66705e-16+0.0544217j 1.88737e-16-0.0269919j 1.02563e-16+0.00388577j -1.92186e-17-0.0149878j 1.86312e-16-0.0124787j -4.78208e-17-0.000551267j -4.49129e-18-0.00817791j 1.28568e-16-0.0044816j -3.452e-16+0.0759721j -7.5202e-19-0.0202687j 5.26552e-17+0.0152422j -3.1656e-17-0.0632403j -9.62672e-17+0.0216936j 3.70446e-16-0.055966j 1.87744e-16+0.00122431j -3.24687e-16+0.0376534j -1.92038e-16+0.0290323j -1.86468e-16+0.000439542j 3.64605e-17-0.071852j 8.92155e-16+0.0794038j -2.35151e-14-0.0438362j 
-4.58773e-15-0.00914978j -2.3679e-16-0.00477999j 2.37695e-16-0.029801j 2.88322e-16-0.00342004j 6.18808e-16-0.0609269j 1.49897e-16+0.0690405j 1.43657e-16-0.00217745j -5.0972e-16-0.0108181j 2.22935e-16+0.0445454j 5.4005e-17+0.0374559j -3.28572e-17+0.0139676j 4.3463e-17+0.0401605j 1.18797e-17+0.0180387j 1.06494e-17+0.000652207j 1.7504e-16-0.036159j -4.47107e-16-0.0135519j -6.07082e-16+0.0492916j 3.38818e-16+0.0259157j -3.74119e-16-0.0591879j 6.03113e-17-0.0231506j 1.50215e-15+0.0562441j -4.85475e-16+0.00437667j 2.31039e-16+0.0424852j -1.64957e-16-0.080006j -1.02107e-15+0.0527884j -2.6537e-16-0.0101572j -1.47289e-15+0.0942251j 5.69953e-15-0.0725569j 4.92099e-16+0.0140102j 1.42541e-17+0.0269081j -6.71936e-16+0.0327667j -4.84727e-16-0.013061j 6.36668e-16-0.0627429j -4.27972e-16+0.00344456j 1.18312e-15-0.10491j -1.22755e-14-0.15098j -1.04409e-15+0.0375457j 1.46516e-13-0.166721j -2.17843e-13-0.0560976j -2.71368e-13-0.0547582j -1.00295e-15+0.0702208j -5.43156e-15+0.0313912j 1.3905e-15-0.00406429j -2.37367e-15+0.132001j -2.72992e-16-0.0161516j 1.77164e-15-0.0136405j 7.26864e-16+0.240052j -3.30521e-15-0.0774132j 2.83451e-16-0.169212j -7.27111e-15+0.148433j -3.75415e-15+0.0278919j -2.74125e-15+0.128547j 1.46456e-16+0.0661905j -2.6341e-15+0.150444j 7.2321e-16-0.106683j 5.50428e-16+0.138784j 7.10828e-16-0.0561593j 5.41749e-16-0.15623j 8.96733e-17+0.0124667j -7.87303e-16-0.098103j -1.21717e-15+0.219683j -1.26395e-15-0.277551j 4.02109e-16-0.193488j 2.207e-15-0.236626j 7.26478e-16-0.145718j -1.02094e-15+0.0914358j -3.51525e-16+0.0523031j -4.59036e-16-0.138108j 6.11891e-17+0.0275199j 3.97502e-16-0.08344j -4.8741e-16-0.0570671j -7.56087e-16+0.170295j -2.67923e-16-0.106837j 5.32431e-16+0.0108675j 8.19731e-17+0.034505j -6.62272e-16+0.0159142j 7.2605e-15+0.0163508j 
-6.16313e-15-0.0128769j -4.11621e-16-0.00684667j -2.67205e-16+0.0140145j -3.7078e-16+0.0311207j -3.43195e-16-0.0117828j -1.40372e-16+0.0256529j -5.02216e-16-0.000932681j 2.3577e-16-0.0302661j -3.75984e-16+0.0550275j -5.81219e-16+0.0504306j -1.63788e-16+0.0210335j -7.65145e-16+0.0364037j -3.85165e-16+0.0392939j -4.61732e-16+0.0401209j -2.87145e-16+0.0542525j 3.57397e-17+0.0290143j 3.15638e-15-0.0979232j 2.2355e-15-0.113145j 2.65052e-16-0.032501j 5.20063e-16-0.0288272j 2.90941e-16+0.0657401j -5.07306e-16-0.00699102j 7.97297e-16-0.0655114j -3.26553e-16+0.10598j 4.87245e-16-0.0427906j -1.13169e-15+0.0818607j -1.66888e-18-0.0217596j -3.656e-16-0.00317352j -5.59697e-16+0.0604173j 6.82022e-16-0.087717j -1.18303e-15+0.00901721j -1.1657e-15+0.0348726j -2.32406e-16+0.012336j -4.83742e-17+0.0373533j -4.98474e-16+0.0194443j 4.05133e-15+0.0420759j 8.01867e-16+0.029047j -8.888e-14+0.0503872j 2.11215e-13+0.131399j 2.28133e-13-0.0429355j 7.07991e-16-0.0264352j 1.9521e-15-0.013252j -7.50724e-16+0.0690854j -4.33332e-16+0.0340965j -1.19044e-15-0.0627211j 7.13321e-15-0.0857478j -2.19565e-15-0.0194099j -2.86964e-15+0.155106j 4.266e-16+0.0241893j -6.80319e-15+0.124655j -1.70379e-15+0.0703991j -5.14656e-15+0.170247j -1.74454e-16+0.0787346j 1.46224e-16-0.0641856j 8.9648e-16-0.137062j -1.13393e-15+0.0478391j -4.35469e-15+0.214279j 2.32915e-15-0.297821j -1.38884e-16+0.00142555j -1.78806e-15+0.225718j -9.7227e-17+0.033304j -3.75037e-16+0.000223442j -1.94937e-15+0.125717j -4.31684e-16+0.0560899j 2.20441e-15-0.232932j 2.01477e-15-0.106743j 5.84655e-17+0.0447853j 8.36908e-16-0.0737679j 7.51804e-16-0.0902392j 1.17627e-15+0.0256249j 1.84933e-15-0.203123j 2.30627e-15-0.139702j 5.98155e-16+0.0100909j -6.1008e-16+0.0521465j 9.6946e-17-0.0356294j -2.43306e-15+0.00673467j 3.38296e-14+0.0717276j 
-2.62509e-14-0.0593354j -2.02062e-15+0.00900521j 5.00197e-16-0.0429419j 3.81543e-16-0.0116942j -3.73392e-16+0.00939342j -4.97897e-16+0.0406657j 4.79707e-16-0.0280324j -6.22088e-16+0.044119j 1.82574e-16+0.0106251j 5.54789e-16-0.0232925j 8.31356e-16-0.0690659j -1.84525e-17-0.00578223j 1.47266e-16+0.00934003j 2.2883e-17+0.0174803j -2.50587e-15+0.133237j -3.9305e-16+0.00215546j -3.21033e-15+0.121362j -1.23968e-15+0.0153276j 4.97598e-16-0.0421914j 1.18722e-15-0.085616j 1.90168e-16-0.00529624j 8.08729e-17+6.27565e-06j -1.58813e-16+0.0104801j 1.2174e-15-0.022113j -1.53626e-15+0.0754988j 1.80836e-16+0.0114049j -2.09133e-16-0.0344424j 1.40039e-15-0.0239595j -2.23333e-16+0.0184059j 1.03017e-16+0.0618171j -6.81081e-16+0.042116j -3.66329e-15+0.08034j 9.97356e-16-0.0347605j -1.17231e-15+0.0427424j -1.62093e-16-0.0093327j 6.15074e-16+0.000728889j -8.48796e-16+0.0154937j 7.43566e-14-0.0728587j -8.23868e-14-0.0446259j -1.10195e-13+0.00206825j -3.31768e-16+0.0732524j -9.2126e-15+0.0628807j -3.52448e-15+0.168431j 2.58404e-15-0.0135209j 1.0576e-15+0.00231341j -2.8483e-15+0.0381767j -3.34607e-16+0.0629214j 8.84822e-16-0.0615696j 2.08606e-15-0.0513022j -7.14081e-15+0.128956j -2.78556e-15+0.169813j -3.61653e-15+0.125505j -2.3909e-15+0.0865443j -1.46634e-15+0.124774j -1.03373e-15+0.0437393j 3.22449e-16-0.0551096j 1.59768e-15-0.0288207j 1.63431e-15-0.121994j 1.02483e-15-0.0999848j -2.14739e-16+0.0241157j -5.21966e-15+0.329173j 1.20424e-15-0.181507j 5.17836e-15-0.278694j 3.64654e-15-0.29486j -1.68988e-15+0.0776223j -2.37921e-15+0.0915855j -1.49198e-15+0.125647j -7.54932e-16+0.0789262j 5.13794e-16-0.0721863j -2.31085e-15+0.125084j 3.18739e-16-0.0430357j -3.11856e-15+0.182785j 1.04825e-15-0.0723629j 1.26361e-15-0.0793953j -3.52333e-16+0.0476881j -1.73807e-15-0.0368018j 3.50671e-14+0.0727742j 
-2.00549e-14-0.0424025j -1.37444e-15-0.0200657j 1.12705e-16+0.00592231j 2.34356e-16-0.0289413j 2.49031e-16+0.0175206j -1.97167e-16-0.0206775j 6.28445e-16-0.0322419j 2.05405e-16-0.0676147j 4.51439e-17-0.00749454j 2.6066e-16+0.0768679j 2.0504e-16-0.0154673j 3.70846e-16+0.0441788j 2.71977e-16-0.0181167j 7.97599e-16-0.0813094j -8.84022e-16+0.07837j -6.01899e-17-0.00809049j -1.46761e-15+0.0628319j -1.93778e-16-0.00514514j -1.55437e-16-0.0365306j 3.09468e-17-0.0549982j 1.09598e-16+0.00335685j 5.06086e-16-0.0613205j 1.56191e-16+0.0116061j 5.18552e-16-0.097743j -4.41941e-16+0.0290323j 1.66122e-15-0.101052j -7.62989e-16-0.00693097j 2.10952e-15-0.0307817j -5.9935e-16+0.0419432j -9.70495e-16-0.0699943j -8.17658e-17-0.0573025j -1.16041e-15+0.0489814j 1.48715e-16-0.053861j -1.17475e-15+0.000944556j 2.45107e-17-0.00153025j 2.45274e-16+0.0037881j 5.02778e-16+0.055748j -2.18807e-14+0.0272991j 9.24743e-14+0.0112059j 9.58384e-14+0.0303153j -1.7518e-15+0.0993641j 5.3492e-15-0.0274622j 1.40221e-15-0.0165819j -5.99287e-16+0.0932412j -8.52287e-16+0.108605j 9.84699e-16-0.0119591j 1.53604e-15-0.02209j 1.84578e-15-0.063051j 1.12538e-16-0.0344292j 4.25411e-15-0.120422j 1.37695e-15+0.0667167j 3.47583e-15-0.170902j -4.27432e-16+0.172584j 2.9503e-15-0.293436j -1.35386e-15+0.00346935j 5.52046e-16-0.0551156j -4.23375e-16+0.0560963j -1.32955e-15+0.00519774j 2.44682e-15-0.255473j -2.65877e-16-0.0752104j -2.40533e-16-0.0390277j 9.88777e-17-0.0114932j 9.54418e-16-0.0562672j -3.74065e-16+0.249551j -1.65651e-15-0.021623j 1.10525e-17-0.000466246j -1.06125e-15+0.0510732j -1.28669e-15-0.0240752j 6.15138e-16+0.0121349j -2.26238e-15+0.184914j -1.12374e-15+0.00183461j -1.28018e-15+0.00738773j -9.56606e-16+0.149741j 2.80813e-16+0.0374029j -3.59977e-16-0.0274406j -1.68377e-15-0.0294061j 3.45506e-14+0.0711168j 
1.25238e-14+0.0279875j 8.31721e-16-0.0125663j 6.22095e-18-0.00835966j -6.02965e-17+0.0437563j 1.3715e-16-0.0445544j -2.41923e-16+0.049877j 2.66463e-16-0.0287611j 1.60005e-16+0.0175006j -3.69611e-17+0.0156916j -3.27225e-17-0.0234488j 7.24459e-17-0.00661328j 4.97875e-17-0.0250171j 5.09353e-16-0.0415215j 7.72903e-16-0.00726543j -2.28651e-16+0.00277917j -6.08228e-16+0.0691234j -1.78185e-16-0.0188467j 2.66305e-16-0.037912j -2.2491e-16+0.03082j -6.42026e-16+0.135187j 8.81458e-17+0.0180123j -1.05707e-16-0.0318738j -4.59129e-16+0.0193939j 3.05179e-16+0.018681j 2.57193e-16-0.00147613j 1.18034e-15-0.0608928j 4.80342e-16-0.0127945j -5.44132e-16+0.0169907j 4.47857e-17+0.030313j -3.37969e-16-0.0300652j 1.24517e-15-0.0862354j 1.41621e-15-0.0388762j -1.44034e-16-0.0304884j 7.5441e-17+0.00978788j 1.4289e-15-0.123986j 2.52238e-15+0.0354831j 1.2402e-16-0.0121336j -6.36658e-14+0.0787017j 1.33101e-13+0.0154344j 1.5371e-13+0.0493352j 1.92941e-15-0.0913309j -8.16547e-15+0.04756j 6.35475e-16-0.0095411j 9.17806e-16-0.030051j 1.34208e-15-7.79057e-05j -4.94542e-15+0.0703924j -4.9457e-16+0.055304j -8.60531e-16+0.0169186j 8.6271e-16-0.0468375j -9.71682e-16+0.0452599j 7.83168e-17+0.0304409j 4.30501e-15-0.123694j 7.82772e-16-0.107053j 1.58225e-15+0.015279j 2.20716e-16-0.0356427j 2.76892e-16-0.166336j 1.08969e-15-0.0487728j -2.37997e-15+0.2691j 1.31368e-15-0.158948j -7.34872e-16+0.183068j -1.28051e-15+0.239704j 1.03696e-17+0.098169j -1.74227e-16+0.0771475j -5.92176e-16-0.14033j -1.26958e-15+0.193572j 1.39721e-16-0.0937573j -8.45625e-16+0.218156j -1.668e-16+0.0633718j 1.10454e-15-0.288398j -1.4489e-15+0.159034j -9.14544e-16+0.0736286j -8.99546e-16+0.112679j -9.78635e-16+0.0460082j 3.18688e-16-0.0189781j 1.53337e-17-0.0591273j 7.48108e-16-0.0508453j -8.36384e-16-0.00515904j 
2.24649e-15+0.00745872j -1.27562e-17-0.0433357j -6.69028e-17-0.0391051j -4.49423e-17+0.0296297j -2.08465e-16-0.00819653j 4.35721e-17-0.044106j -8.64561e-17-0.0128247j -8.86808e-17+0.0736637j 1.82123e-16+0.060114j 1.22953e-16-0.00909039j 1.08631e-16-0.00966056j -1.61708e-16+0.03164j 4.85887e-17-0.0657975j 9.01888e-18-0.0329263j -3.67601e-17+0.0811311j 6.805e-17+0.026374j 3.9778e-16-0.072986j 3.59963e-16+0.0765458j 1.72032e-16+0.0174325j 7.38152e-17+0.0465195j -1.17445e-15-0.100721j -3.21267e-17+0.0568916j 1.0865e-16+0.0525898j -1.25745e-16+0.0120271j -2.1432e-16-0.0552323j -4.35129e-16+0.0226105j -3.51206e-17-0.055032j -2.31671e-15+0.0139359j -1.98656e-16-0.0336089j 1.64172e-16-0.00046524j 3.55971e-16-0.0358128j 1.57694e-15-0.0414518j -5.95361e-16+0.0545199j 8.53198e-16+0.0237113j 1.37087e-16-0.0727309j -1.23611e-16+0.00546419j -8.62449e-16-0.142336j -6.73716e-14+0.0971279j 5.15746e-14-0.0181023j 8.44817e-14+0.0537516j 5.59226e-16-0.0219832j -4.78928e-15+0.0265879j -2.46572e-15+0.106037j 2.87839e-15-0.147584j 4.79185e-16-0.0570667j 1.70024e-16-0.0148131j 2.02281e-16-0.000548315j 2.72254e-17-0.023951j -3.65811e-16-0.119821j -1.49632e-15+0.0280417j -8.36584e-16-0.0267912j -1.06759e-15+0.0321015j -5.49688e-18+0.0589538j 5.32097e-16-0.0859793j -6.69897e-16+0.0107831j -7.25297e-16-0.0828466j -5.41012e-17+0.0509559j 4.16593e-16-0.152232j -1.56786e-16-0.0937745j -5.68324e-16-0.175791j 1.14214e-15-0.00891546j -1.23027e-15-0.147574j 8.09688e-17-0.00636832j 1.64101e-16-0.0317961j -1.96565e-16-0.10805j -5.18508e-16+0.125083j -3.80008e-16+0.30265j -9.07936e-16-0.069231j -9.39112e-17-0.154743j 1.07147e-16+0.301944j -5.21476e-16-0.240974j 2.84918e-17+0.0890538j -1.75928e-17+0.162914j 4.76155e-16-0.0313944j -1.1666e-15-0.210262j -1.03003e-15+0.07085j 1.81763e-14+0.0426308j 
-3.37061e-15-0.00971522j -3.2828e-16+0.0371823j 4.46226e-17-0.00485739j -1.51269e-16+0.00966941j 9.83412e-17-0.0307081j -3.44341e-16+0.0681665j 1.10306e-16-0.000621191j -1.29075e-16-0.00235428j -3.75313e-16+0.0146179j 1.18598e-16-0.0458683j 9.69131e-17+0.0291209j 2.20872e-16-0.0286972j 4.43568e-17+0.0314498j 3.77201e-16-0.0111453j -2.09598e-16-0.0453187j 4.87691e-16-0.0528166j 4.42065e-16-0.0200139j 3.19632e-16-0.0284136j 7.89463e-17+0.105308j -4.3137e-16-0.0163441j 2.40889e-16+0.0566594j -1.29164e-16+0.0102885j -1.27309e-16-0.0183312j 1.53509e-16+0.0171026j 2.68081e-16-0.0323675j 2.72745e-16-0.0139486j -1.38872e-15+0.084293j 4.26973e-15-0.0467263j -5.69791e-16-0.00545502j 6.01251e-16+0.00888609j 1.01144e-16+0.0525447j -2.96497e-15+0.0594045j 8.46687e-16-0.0145451j 8.71011e-16+0.124008j -4.36584e-16+0.0186386j -1.85469e-15-0.0280397j -1.15382e-15-0.00658174j 3.27037e-14-0.0277628j -6.4865e-15-0.0252229j -2.03097e-14+0.0196277j 1.05986e-15-0.0947898j 4.76915e-15-0.0325255j -5.79854e-16+0.00764531j 3.00057e-16-0.00474848j 1.25e-15-0.0585279j -7.75118e-15+0.0954952j 4.40251e-16-0.013397j 7.61768e-16-0.00894313j 2.8426e-16+0.0652214j 2.74985e-15-0.075197j 1.24355e-15+0.00678311j 9.84789e-16-0.0376086j 2.08924e-16-0.102363j 5.42501e-16+0.0231763j 1.37319e-16+0.0941351j 9.92694e-18+0.072494j 5.53848e-16-0.0451586j -1.03171e-16+0.12913j 7.89048e-17+0.0391014j 1.91762e-18+0.0239434j 2.93561e-16-0.0825443j 5.75027e-16+0.0224801j -1.39961e-17-0.0266253j -1.63487e-16-0.0128396j -3.39419e-16+0.118051j -1.42669e-16-0.0282762j -4.14039e-16-0.0564388j 4.24012e-16+0.128092j -3.59857e-16+0.0579639j -2.04961e-16-0.0729145j 5.32484e-16+0.12514j -7.46898e-16+0.0693257j 7.46302e-17-0.0292515j 3.27278e-16-0.0255909j 6.22165e-16+0.0607672j 7.23971e-16-0.08311j -6.37767e-15-0.0191306j 
7.41384e-15+0.0148117j 3.76856e-16+0.00559594j 6.82933e-17-0.0302081j -4.2139e-16+0.0209415j -6.5234e-17+0.0546388j -5.59129e-17-0.030002j 1.44167e-16+0.0302005j -3.12585e-16+0.088232j -1.02342e-16+0.0283503j 5.96086e-17-0.0817537j 7.83318e-17-0.0357096j 7.24941e-17-0.0372186j -2.53965e-17-0.0505652j 1.4496e-16-0.0380633j 6.46057e-17+0.0649317j 9.98706e-17+0.027446j -4.80938e-17-0.00258475j -1.20109e-16+0.0251541j -3.0383e-16-0.0111542j -1.53358e-16+0.114332j -9.99653e-17-0.0128398j -6.13408e-16+0.0288176j -2.09955e-16+0.0520914j -2.36561e-16+0.0191914j 1.63642e-16+0.0336251j -5.27375e-16+0.0448972j 6.41731e-16+0.0136706j -7.44656e-16+0.0296088j 4.9812e-16+0.0304369j -2.17152e-17-0.03279j 5.15927e-16-0.0295217j 1.93993e-15-0.0400556j -6.20019e-16+0.0208977j 1.10645e-16-0.00260201j -2.60352e-17+0.00404153j -5.31245e-15-0.0642628j 3.2921e-16-0.00105208j -1.26186e-14+0.0575347j -1.90643e-13-0.0909507j -1.62532e-13+0.0243331j 4.89164e-16-0.0161385j -6.52827e-16-0.00143984j 7.82785e-16-0.0150048j -5.38641e-16+0.0837955j 2.94265e-16+0.0343054j -1.54852e-15+0.019494j 3.4476e-16-0.00601613j -1.62904e-16+0.0032076j 9.00963e-16+0.00482539j -6.3786e-16+0.0196662j 4.44293e-17+0.000860866j -2.36886e-15+0.104496j -5.6216e-16+0.0502136j 2.33861e-16-0.0786893j -8.3114e-16-0.129303j 4.4295e-16+0.0538857j -5.16128e-16+0.0799924j -1.41248e-16-0.0585352j 8.9912e-16+0.0807119j -3.77262e-16-0.0630208j 1.78271e-16-0.168023j 1.68567e-16-0.0719237j -5.03592e-16+0.135225j 4.0228e-16+0.0881151j -1.64493e-16-0.11957j -5.32689e-16+0.236461j -1.5804e-15+0.0475951j 1.67084e-16+0.119221j 1.09367e-15+0.246524j -1.13117e-15-0.0245646j 1.72774e-16-0.170484j -5.44586e-16+0.0723881j -7.52819e-16+0.0929793j 2.6037e-16-0.220749j 1.66523e-16-0.142385j 2.16834e-15-0.00262884j -2.49666e-14-0.0515893j 
-2.64666e-14-0.073681j -4.47928e-15+0.0225476j -1.97e-15+0.0222799j -2.63529e-15+0.0263939j -2.44897e-16-0.000646349j 2.09074e-15-0.018022j 3.75492e-15-0.0404144j 2.12189e-15-0.0270381j 5.01575e-16-0.00764745j -4.43155e-15+0.0497521j 8.22905e-16-0.00790634j -5.10919e-15+0.053325j -6.66837e-15+0.0710054j 1.27277e-15-0.0103295j 6.15844e-15-0.0688753j 6.84795e-15-0.0674674j 2.25939e-16-0.00113619j 6.60739e-16-0.00729511j -8.04783e-15+0.0873437j 5.53776e-15-0.0656594j 1.14996e-15-0.0144501j -8.13213e-15+0.0844034j -6.28947e-16+0.0026749j -2.55646e-15+0.0256364j 5.90127e-15-0.0626761j -3.66903e-15+0.0334405j -2.98157e-15+0.0342531j -6.27329e-16+0.00761784j 2.66873e-15-0.0304012j 2.2733e-15-0.0251104j 2.39957e-15-0.0165191j 6.72013e-15-0.0522809j -3.74228e-15+0.0322708j 2.3263e-15-0.0193631j 6.08913e-16-0.00674691j 5.71001e-16-0.0247297j 6.74332e-15-0.0772945j -2.18463e-14+0.0417239j 1.14334e-13-0.0272188j 1.0816e-13+0.0802383j -6.9223e-16+0.00399078j -2.03559e-15+0.00725767j -4.49385e-15+0.0337891j 8.43977e-15-0.0764651j 1.87407e-15-0.0178053j 8.09168e-16-0.00342901j -3.08691e-15+0.0256971j -2.01873e-15+0.0146677j 8.90639e-15-0.0936363j 3.64326e-15-0.040917j -6.2638e-15+0.0633369j 3.34162e-15-0.0313511j 6.55525e-15-0.0694824j -3.32736e-15+0.0366001j -1.05522e-14+0.120408j 7.05563e-15-0.0752603j 1.12902e-14-0.107871j 2.02697e-15-0.00917131j 1.61251e-14-0.164371j -5.1999e-15+0.0563282j -9.3922e-15+0.0990281j 5.00818e-15-0.047787j -1.00828e-16-0.003201j 6.87123e-15-0.0709964j 6.76431e-15-0.0610583j 1.5415e-14-0.164668j -1.4546e-14+0.13928j 2.81777e-15-0.0323864j 2.68336e-14-0.284884j -1.51772e-14+0.152685j 8.53973e-16+0.00552832j 3.55601e-16-0.00811821j -9.84974e-15+0.0988107j -1.42865e-14+0.157617j 2.8231e-15-0.0225252j 5.77838e-15-0.0902542j 3.4847e-14+0.082827j 
8.0455e-15+0.0192511j 4.15298e-16-0.0320598j -1.65133e-16+0.00383322j 3.53017e-17-0.0380349j -1.87944e-16-0.0139642j -5.24073e-17+0.0173221j 1.08516e-16-0.0103829j 4.50222e-17-0.0346436j 1.18323e-16-0.00237782j 2.96732e-17-0.0213299j 2.30565e-16+0.0285521j -4.77599e-17-0.00577159j -1.55883e-16-0.00682066j 3.80984e-17-0.00786933j 3.64543e-16-0.0377957j -1.45973e-16+0.00249478j -3.91312e-16-0.0150508j -3.94678e-16+0.0601952j 7.11467e-17-0.00683119j 1.31871e-16+0.056811j 4.02793e-16+0.0236631j -2.29741e-16-0.0722566j 8.39141e-19-0.0309746j -4.48215e-17-0.00875034j 2.74246e-16-0.0112211j 2.14097e-16-0.0122746j 5.39556e-16+0.0464315j -1.11773e-15+0.0275906j 4.26179e-16-0.0491789j 6.01086e-16+0.0671571j 2.75699e-16+0.0125507j 3.38911e-17-0.0188664j 5.88127e-16-0.0183676j 8.68314e-16+0.0156259j 5.26611e-16-0.0629939j 5.00849e-15+0.0606508j -2.47709e-16+0.0383667j 9.51922e-15-0.0266128j 1.56558e-13+0.0382341j 1.36368e-13+0.0206495j 6.07367e-16-0.0657905j -1.06314e-15+0.0043649j -3.96071e-16+0.00717554j 7.7526e-16-0.0255549j 6.42552e-16-0.0842663j -5.23748e-15+0.0591904j 1.95695e-16-0.0144212j 6.77967e-16-0.0171116j -1.3738e-16-0.0350749j 2.21378e-16+0.00256815j -2.33813e-16-0.0564805j 5.82105e-17-0.0473359j 2.50255e-16+0.0780541j 2.81507e-16+0.0318924j 1.69048e-17+0.0246007j -2.53189e-17+0.0536283j -7.48019e-16+0.0734014j 1.34021e-16+0.045682j -5.62899e-16+0.0703092j -6.07027e-16-0.189747j 5.95881e-16-0.029822j -4.67926e-16-0.012289j -2.92316e-16+0.0328947j -3.70291e-16+0.0468363j 1.9318e-16-0.028738j -2.10687e-16+0.0878349j 7.76398e-17+0.0979041j -6.29425e-16-0.0384651j -3.34125e-16+0.128869j 2.84489e-16+0.0031708j -3.1468e-16+0.0031284j -1.26894e-16+0.183664j -2.49724e-16-0.0254j 1.30542e-16+0.0550442j -5.71894e-16-0.0731941j 3.53002e-15+0.0355721j -4.81542e-14-0.0984373j 
6.09701e-15+0.0151316j 3.14612e-16-0.0290376j -1.29925e-16-0.0459057j -3.89363e-17+0.0406547j 1.74519e-17-0.0323157j 2.50911e-16+0.0697875j 4.22995e-17+0.0438082j -4.24181e-17+0.0215433j 2.04424e-16+0.0176611j 3.98814e-17-0.00852577j -9.90065e-17-0.020454j 5.34696e-18-0.0268948j 7.7485e-17-0.0137968j 1.55179e-16+0.00742024j 1.14632e-16-0.0110497j -1.61075e-16+0.013703j 2.57709e-16-0.0258661j 2.25573e-16-0.0168904j -2.27289e-17+0.0135941j -3.16596e-16-0.00288069j -2.03407e-16-0.024225j -2.05872e-16-0.0120857j 4.87898e-17+0.0661211j 3.78335e-18-0.0317163j -2.37817e-16-0.00699233j 2.23675e-16+0.0258334j 7.04134e-16+0.00318888j -1.21276e-15+0.0241176j 7.68349e-17+0.0199922j 1.01261e-15+0.0678188j 1.85827e-16-0.0145214j -1.7762e-15+0.0648374j 6.77916e-16+0.00352619j 6.71052e-17+0.0428633j -4.53007e-17+0.0138724j 5.17412e-15+0.0610718j -9.9663e-16-0.034004j 5.58758e-14-0.0509209j -6.68655e-15-0.0394424j -3.06927e-14+0.0312236j 3.78276e-16-0.0240663j -4.23649e-15+0.0248871j 1.15714e-15-0.0106132j -7.95515e-16+0.0533528j -6.66128e-16+0.0142974j 1.88673e-15-0.0224398j 1.2364e-16-0.0370892j 6.26561e-16-0.00195981j 4.02302e-16+0.0531776j -5.49863e-16-0.00393944j 9.33688e-16+0.0833465j 4.37649e-16-0.00877575j 1.84865e-16-0.00713447j -2.10623e-17+0.0964372j -1.748e-17-0.0385941j 5.48556e-17-0.0109736j -5.90914e-16+0.0580704j -2.98766e-17+0.0903922j 1.44429e-17+0.0137859j -3.41589e-16+0.0426894j -7.26456e-17-0.0261927j -7.09124e-17+0.00650166j -4.13847e-16-0.0613126j -2.14015e-16-0.0732624j 6.70824e-17+0.100426j -1.13998e-16+0.0661714j 1.12545e-16-0.0792258j 7.22658e-16+0.0858326j 9.74041e-17-0.00652051j -7.09836e-18-0.0641032j 8.14328e-17+0.0454044j 3.87544e-16+0.00736888j 4.05634e-17+0.0164587j -1.19733e-16-0.119687j 3.58703e-16+0.0373812j -1.63581e-15-0.00377812j 2.35347e-14+0.0488463j 
