-8.90273e-16-0.036845j -9.94694e-16-0.156099j 1.18586e-16+0.0453j -2.20431e-17-0.0110402j 4.2895e-16-0.0457556j -4.14378e-16-0.106369j 2.51936e-16+0.0496855j -4.51447e-17-0.0261087j -5.62631e-17-0.0625538j 6.34119e-16-0.124757j 1.54079e-16-0.0355024j 6.13597e-17-0.0403038j -1.4003e-17+0.0430747j 2.9403e-16+0.0659326j -1.8949e-16-0.0228201j 1.10352e-16+0.0105723j 1.19711e-16+0.043395j -1.8213e-16-0.0263076j 1.7078e-16+0.0210627j 2.17995e-16+0.0307695j 1.08523e-16+0.0155535j 3.41584e-17-0.0120659j 8.6628e-16-0.0256093j -4.69599e-17+0.0253371j 4.15388e-16+0.0333509j 2.93591e-16+0.031644j 5.97975e-16+0.00283541j 1.0064e-15+0.0247203j -1.12129e-15+0.00511157j 7.40705e-16+0.0238695j -1.10653e-15-0.00426383j -2.08507e-16+0.0065662j -8.21751e-17-0.00963479j 5.60169e-17+0.0103582j -2.46431e-16-0.0083026j -4.58649e-17+0.0146144j -6.59955e-17-0.00176609j -5.62504e-16+0.0201089j -1.41267e-17-0.0127119j -1.69366e-15-0.020004j -1.04279e-15+0.0169845j 1.46242e-14-0.00954108j 6.08097e-16+0.0142591j -2.50227e-16-0.00823777j 1.59272e-16-0.000353999j -6.01602e-17-0.0193532j -3.12976e-16-0.0194787j -2.22085e-16-0.0197536j 3.79009e-17+0.00791882j 1.11481e-16+0.0181109j -9.16926e-18-0.00224877j 1.91843e-16+0.0299968j 7.13511e-16+0.00472085j 3.00004e-18-0.00336742j 3.78115e-18-0.019525j 1.43937e-16+0.0155476j 3.21593e-16+0.0127878j 1.56068e-16+0.034909j -1.26407e-16-0.00821517j -1.675e-16-0.0068393j 3.47684e-16+0.0329746j 3.07039e-17-0.00189579j -1.46016e-16-0.0611019j -1.90475e-17-0.0144508j -8.54313e-17-0.0312076j -1.7948e-16-0.0521116j -9.07277e-19+0.00475378j -2.74785e-16-0.0400934j 2.29265e-16+0.0699318j -2.4993e-17-0.00652578j 2.82314e-16+0.0609618j -3.79198e-16-0.0641658j 
-4.41872e-16-0.0385022j 1.15209e-16+0.00932705j 7.69612e-17+0.0171309j -3.02437e-16-0.0329098j -2.60632e-16+0.0212728j 6.52247e-17-0.0344373j -1.33099e-16-0.0169072j 2.80691e-16+0.0252576j -1.49433e-16-0.0388351j 8.43515e-17-0.0163829j 9.82343e-17+0.00787014j 1.09304e-16+0.0123538j -5.55193e-18+0.0276614j 2.51316e-16+0.0251205j -2.40207e-16-0.0195473j 5.10192e-17+0.00834245j -2.48268e-16-0.0130089j 1.45507e-16+0.0297055j 6.99197e-17+0.0190912j 4.06133e-17+0.000158392j -5.4829e-17-0.0114121j 3.05922e-17+0.00350463j -1.11499e-16+0.00232268j 3.97302e-17+0.0207787j -2.35798e-16+0.0077559j -1.72869e-16-0.0143001j -2.45263e-17+0.00241538j 2.91508e-16-0.00283509j -1.19642e-15-0.00895957j 6.06074e-16+0.0173016j -5.19001e-15-0.01512j -1.84624e-16-0.0023783j 9.87387e-17-0.00843449j 2.21691e-16-0.0241895j 1.36496e-15+0.0285948j 5.66444e-17-0.00410498j 1.23994e-16+0.018141j -9.51319e-17+0.00472781j 2.74599e-16+0.0153655j -6.49362e-17+0.00256256j -4.73164e-16-0.00422955j 2.72301e-14-0.0181283j -1.9577e-17+0.00236804j 1.45144e-16-0.000508275j 3.3341e-17-0.00525088j 2.67334e-16+0.0357929j 1.32092e-15+0.0787859j -2.64001e-17-0.00248882j -6.07659e-16-0.0265796j 4.00698e-17+0.0251432j -3.08606e-16-0.0530708j 4.17032e-17+0.0120057j -6.56904e-16-0.00839547j -2.23308e-16-0.00850066j -5.0421e-17+0.00933155j -1.89578e-17-0.0062937j -1.68661e-16-0.00797079j 3.1468e-17+0.0141585j -5.09728e-17-0.0428926j 3.19086e-16+0.0396904j 2.48673e-16+0.0210269j 1.16447e-16-0.0126987j -3.38387e-16-0.0267151j 1.26551e-16+0.0288531j 2.3635e-16-0.00559982j 1.82885e-17+0.00739566j -5.28e-17+0.0089312j 2.51423e-16+0.00893142j -1.62229e-16-0.0425048j -6.92695e-18-0.00291535j 2.73287e-16+0.025956j 2.95145e-16+0.0217171j 
-3.61518e-16-0.00697375j -2.55807e-16-0.00545943j 8.85896e-17+0.00372997j -1.87339e-16-0.00676045j 3.43429e-16+0.000366118j 5.10441e-16+0.0107047j 3.74451e-16+0.0110349j 8.08182e-17+0.000271807j 3.19241e-16+0.00666508j 8.40027e-17-0.00142349j 9.49378e-16+0.0213116j -1.00871e-15-0.0206722j 5.20996e-16+0.00995454j 3.92361e-16+0.0055145j 4.36787e-17-0.00105007j -3.02082e-17-0.000468365j 7.96774e-16+0.0184279j -7.72873e-16-0.00942843j -9.13449e-16-0.0231434j 1.43939e-15+0.0266157j 2.82535e-16+0.00372267j -2.47538e-16-0.00650242j 1.23136e-16+0.00540184j -1.02897e-15-0.0154093j -6.83597e-16-0.0181147j -9.4913e-17+0.00336265j -1.92677e-15-0.023255j 5.15522e-16+0.0108924j 4.22019e-16+0.00610189j -1.74474e-16+0.00021252j -5.23148e-15-0.0141092j 3.97269e-16+0.0151123j 1.24789e-17+0.00403211j -4.88079e-16-0.00608265j 1.75391e-15+0.0179228j -6.31129e-16-0.0137212j -5.54151e-16-0.00812068j -1.41904e-15-0.0523356j 2.9038e-16+0.00747517j 2.13233e-14+0.0384582j 1.84175e-14+0.040433j 4.65552e-14-0.0316657j -7.16481e-16-0.00551356j 4.9192e-16+0.0155553j 1.31436e-16+0.00537563j -2.30989e-15-0.0353728j -8.13014e-16-0.0185909j -6.51997e-16-0.0157309j 5.35976e-16+0.00585918j 5.77487e-16+0.0113966j -7.93095e-16-0.0108351j 1.9012e-16+0.000439939j 1.84996e-15+0.0144586j 4.62021e-16+0.00396463j -4.34788e-16-0.0165294j -2.30271e-15-0.0416833j -1.5439e-15-0.0176436j -1.14101e-15-0.0219629j 1.67641e-15+0.0317302j 1.59865e-15+0.0229826j 3.02072e-15+0.0454517j 1.04882e-15+0.0243782j 1.74337e-16-0.00204641j -2.129e-15-0.0402601j -4.33086e-16-0.00138339j 2.99864e-16+0.0024855j -1.85165e-15-0.0330274j 3.30069e-16+0.00847165j 6.44981e-16+0.0182783j 8.91539e-16+0.0123283j 9.44923e-16+0.0203219j -7.5336e-16-0.00862946j 
7.63777e-17+0.00325444j -1.00721e-16-0.00301415j 1.2296e-16-0.0146238j 3.50321e-16-0.0162737j -4.48629e-16+0.0220602j 1.5283e-16-0.00136314j 4.60116e-17-0.0142953j -2.73879e-16+0.0382472j 1.085e-16-0.001436j 2.5393e-17-0.00777081j -1.62468e-17+0.00873973j 1.61633e-17-0.00301565j -2.77918e-16+0.0430722j 1.10292e-16+0.0216816j 1.68188e-17+0.0183467j -5.66953e-17-0.0210774j 9.44919e-17-0.0226722j -1.79053e-17-0.0201825j -1.54737e-17-0.00370587j 2.81884e-16+0.0218009j -1.45371e-16+0.00405569j -1.05158e-16+0.00551447j -4.01699e-16+0.00604513j 1.3072e-16-0.0252806j -7.02965e-17+0.00994893j 3.65717e-17+0.0151695j -6.53526e-16-0.00575252j 1.18282e-15+0.000182202j -2.15688e-15-0.0207209j 1.66667e-15+0.0308199j 6.53891e-15+0.0181098j 6.48027e-16-0.01011j 4.05184e-17+0.0124712j 2.19043e-16-0.0305543j -4.39962e-16-0.00429074j 2.1553e-17-0.037415j 4.59879e-16+0.00327755j -6.83061e-16+0.0268791j 6.82519e-16+0.0252285j 2.09398e-15+0.0180575j 1.30687e-15-0.0142019j 3.18753e-15-0.00234726j 4.13957e-16+0.00493602j -3.69564e-16-0.0466045j -1.64024e-16-0.0102922j -6.86177e-16-0.0191781j 5.46501e-16+0.0653297j 1.77951e-16-0.0034446j 1.89534e-16+0.0428849j 1.19995e-16+0.0153541j -1.85482e-16-0.0276094j -1.34884e-16+0.020844j -2.21755e-15-0.0255914j -3.91036e-17+0.0162788j -1.6522e-16+0.0455738j -1.49949e-16+0.0335448j -4.35367e-16-0.0213788j -1.43526e-16-0.00694059j 3.28445e-16-0.0109625j 2.03374e-16+0.0150631j 4.26195e-16+0.0636573j 3.50832e-16-0.0670314j 1.1353e-16+0.0286122j -2.27151e-16-0.0389381j -2.14771e-16-0.0337248j 1.65548e-16+0.0232866j -1.92836e-16-0.056246j -3.1805e-16-0.0348077j 4.23429e-16-0.0592078j -1.34764e-16+0.0605353j -7.55123e-17+0.0111323j -1.60815e-16-0.0591111j 
-1.49334e-16-0.0217536j -1.5291e-16-0.0218026j -4.66122e-17-0.0123401j 4.46712e-18-0.0688202j 2.5487e-16-0.0225034j -1.0039e-16-0.0170902j 7.18137e-17+0.0327425j -4.94259e-17+0.0594983j 8.28782e-17-0.0242798j 1.59732e-16-0.0477915j 7.53703e-17+0.026295j 3.05297e-16+0.00194755j -9.35588e-17+0.0242733j -7.71765e-17+0.00700351j -4.94733e-17-0.0168498j 5.50458e-17-0.0346423j 4.7061e-17-0.0336074j 7.80459e-17+0.0242741j 3.70942e-17-0.0015432j -2.73529e-16-0.00957466j -2.55126e-16+0.031721j -1.77407e-16+0.0176809j -4.78123e-17-0.0025396j 2.71421e-16+0.0162991j -1.64285e-16+0.00236763j 3.47298e-16-0.0255309j 8.09023e-16+0.0334601j 5.32067e-16-0.0160755j -1.86728e-15-0.0211346j 1.18396e-15+0.0300559j -4.65135e-15-0.0136433j -5.58637e-17-0.0197612j 2.40281e-16+0.0128691j 8.51544e-17-0.0108631j -1.47367e-15-0.0234618j 1.15509e-16+0.00064103j 3.5338e-16-0.0105258j -8.1539e-16+0.0336793j -5.2641e-16-0.0349082j -4.75346e-15-0.00400135j -4.05935e-15-0.0153053j -4.43141e-14+0.029356j 6.32274e-16+0.00964147j -6.78954e-17-0.00293267j 7.66183e-17+0.0227619j 4.3569e-16+0.0207019j 3.56558e-16+0.0315599j 2.09849e-16+0.00382081j 2.83091e-16+0.0306494j -1.17421e-17-0.0165866j -5.13631e-17-0.00686393j 1.73206e-16+0.0576452j 1.07058e-15+0.00658284j -1.2747e-16-0.0582156j 6.63168e-17-0.042227j 5.95918e-16+0.0756041j 1.2824e-15+0.0587222j 1.17722e-16-0.0225639j -2.93856e-16-0.0124277j -5.00398e-16-0.0225436j -6.78336e-17-0.00767692j 7.78662e-17+0.00932039j -8.24056e-17-0.0538745j -5.36364e-18+0.021936j -8.01556e-17+0.0507054j -1.11609e-17-0.0889981j 4.1683e-17-0.0218001j -3.38118e-17-0.00358964j 2.39421e-17-0.0440709j -3.58622e-17-0.000496614j -1.67172e-17+0.0723255j -6.45691e-17-0.00406631j 
7.66011e-17-0.0010251j -7.87356e-17-0.00129538j -8.94214e-17-0.00169184j -2.16244e-16-0.0330317j 8.52681e-17-0.00795581j -3.57093e-16-0.0428614j -5.7139e-17-0.000162558j 1.28272e-16+0.0154866j 2.81904e-17-0.00477332j 6.76664e-17+0.00146832j 1.03352e-16+0.0288574j -8.82911e-17-0.00403251j 4.41934e-17-0.0121073j -5.08055e-18+0.00881608j 2.87336e-16+0.0458274j -4.75707e-17+0.00412366j -5.55672e-17+0.00542569j 8.98391e-17+0.0090504j -8.95698e-17-0.00615307j -3.2928e-16-0.0316303j 1.49952e-16+0.0328676j -1.18012e-16-0.00175103j -4.16099e-16+0.00830881j 1.36605e-16-0.0138442j -1.91726e-16+0.0235552j 3.74833e-16-0.0116039j 1.01697e-15+0.0277j -1.04117e-15-0.0224542j 1.66052e-15+0.00877136j -4.84232e-16+0.00602527j -8.30756e-15-0.0231827j -5.77547e-16+0.000137738j 2.19925e-16+0.0324757j -3.70377e-16+0.0240341j -1.14895e-15-0.0205299j -1.09691e-16+0.023575j 6.14274e-17+0.0386739j 4.93982e-16-0.0288969j -3.82241e-16-0.00685452j 6.82302e-15+0.0196667j 5.94723e-15+0.00626573j -4.6608e-14+0.0311436j 1.59171e-17+0.0024158j -3.06094e-16-0.0156765j -6.14601e-16-0.0375985j -6.0053e-16-0.0243561j -1.1942e-15-0.053553j 2.52578e-16+0.0104063j 8.29605e-16+0.0431535j -1.27117e-16-0.00748101j -1.35519e-17-0.0192021j 1.0954e-16+0.0233308j -2.54471e-15-0.0249519j -9.73587e-17-0.0220111j -1.07966e-16-0.0522079j -6.01233e-16-0.0376933j -2.67905e-16-0.0164711j -2.6189e-16-0.0253802j -6.40539e-17+0.00760832j -4.75371e-16-0.0288667j 9.64148e-16+0.0575178j 2.6346e-16+0.0155145j 1.17535e-16+0.00410149j 9.34152e-17+0.0245302j -6.23901e-17-0.0178033j -3.05736e-16-0.0275803j 9.19846e-17+0.0199113j 5.48627e-16+0.0607314j -7.19416e-17-0.0062664j 1.03561e-16+0.00278897j 9.83867e-17+0.017365j -5.37906e-17+0.0155501j 
-1.5121e-16-0.00706861j 1.72017e-16+0.0283113j 1.01477e-16+0.0232793j -1.02874e-16-0.0269545j 4.56196e-16-0.0104462j -2.64906e-16-0.0429458j -3.19174e-16-0.0749793j 2.02046e-17+0.0117595j -1.89083e-16-0.0143987j -7.60431e-17+0.0265582j -1.03555e-16+0.00142935j -1.56334e-16-0.0480348j -6.43194e-17-0.0228982j -6.63548e-17-0.012865j 2.76152e-17-0.0150732j 1.17298e-16+0.0192693j 1.32413e-16-0.0149967j 2.04427e-16+0.0157578j -2.41029e-16-0.0414147j -2.55807e-16-0.0153716j 7.15861e-17-0.00141369j -1.98588e-16+0.00582647j -2.62871e-16+0.0176596j 6.02393e-17+0.00438786j -3.4526e-16-0.0566237j 9.29586e-17+0.00753679j 4.30165e-16+0.00120478j -3.35751e-15-0.0437038j 4.00627e-15+0.0270713j -1.4139e-15-0.0147114j 1.66607e-15+0.00409394j -3.58387e-16+0.0309994j 7.88607e-17-0.00379913j -4.22007e-16-0.00616741j -8.67618e-16-0.0124906j -1.75733e-16+0.0021343j -1.58266e-16+0.0096226j 8.5541e-16-0.0580044j -8.39353e-16-0.012522j 2.3428e-15+0.00378441j 2.62001e-15+0.00707955j -5.15407e-14+0.0341477j -3.30405e-17+0.0128807j 6.948e-16+0.0591382j -1.06361e-16-0.0060417j -4.66177e-17-0.0207594j -7.22443e-16-0.0416934j 2.01326e-16+0.0234165j 1.6919e-16-0.000363575j 1.55424e-16+0.00975387j -1.24316e-16+0.0221827j -3.34445e-17+0.0127832j -7.60624e-16-0.0097596j -7.84162e-17-0.00960934j -2.45254e-16+0.00247583j -1.36257e-15-0.101512j 1.82538e-16+0.0269797j -3.82928e-17-0.012603j -2.42217e-16-0.00458565j 1.34864e-16+0.00244453j 5.43928e-16+0.0232536j 5.3812e-18-0.0381413j 2.20209e-16+0.107329j 7.52347e-18+0.0774196j -1.23049e-16+0.0164896j 3.33483e-16+0.00389577j 1.50185e-16+0.0890546j -2.51235e-16-0.0310984j -3.94821e-16-0.0734869j 6.08205e-17-0.0265316j -1.58188e-16-0.0472558j 1.831e-16+0.0326875j 
-6.60914e-17-0.00170992j 2.84917e-17+0.0244084j -6.09004e-17+0.0218695j -8.77908e-18+0.0146369j 1.02838e-15-0.0589728j 9.63359e-17+0.0274493j 2.30264e-16+0.0192597j 5.26829e-17-0.0162899j -1.15679e-17+0.0271275j -3.71129e-16+0.0296057j 2.14668e-16-0.0429348j -7.60741e-17+0.0102801j 6.65686e-16-0.0816052j -2.43097e-16+0.017922j 2.7489e-16+0.0152117j -9.33559e-17-0.00113963j 1.54168e-16+0.00400386j -1.11572e-16+0.033742j -1.63598e-16-0.0199882j 1.21806e-16-0.0222702j 1.59103e-16+0.0257383j 8.86496e-17-0.0522688j 8.24987e-16-0.00935709j -6.62117e-17-0.0182724j 3.74095e-16+0.00511105j -1.76064e-16+0.0280603j -4.86479e-16-0.031601j -3.81792e-16+0.0090281j 1.45252e-15+0.0208242j -1.03594e-15-0.0228218j -6.98971e-17+0.00141782j 7.31315e-17-0.010364j -3.16889e-16-0.0084428j -1.95507e-16+0.014048j 5.00029e-16+0.0114648j 2.87741e-16-0.0545726j 1.71575e-16+0.0329667j 1.44151e-15-0.0434472j -1.52735e-16+0.0282451j -1.71337e-14-0.0564442j -1.45236e-14-0.0116403j 1.60605e-14-0.0108212j -2.16955e-16-0.0200782j -5.9692e-17-0.0305787j -5.02848e-17+0.0359818j -2.51117e-16-0.0229151j 7.37174e-16+0.0420798j 2.58572e-16+0.0257454j -2.77907e-16-0.0144107j -3.47282e-17+0.0302309j -1.58542e-16+0.000566833j -2.5969e-16-0.00457432j -4.2995e-15-0.04644j 1.21424e-16-0.00634857j 2.00215e-16+0.000725031j 2.28135e-16-0.0416397j 4.28305e-17+0.0168793j -2.76989e-17+0.0392467j 8.6127e-18-0.00466654j -4.55589e-17+0.0138785j -4.02343e-16-0.0518441j 9.5878e-18+0.00337507j -6.99738e-16+0.0251666j -5.2086e-16+0.127252j -2.86932e-17-0.00888962j -1.13928e-16-0.00728148j -3.00846e-16+0.0523133j 4.0816e-16+0.0903335j 1.34625e-16+0.0463168j 1.26074e-16-0.0575663j 2.55656e-16-0.00628486j 5.0246e-17+0.0858824j 
-6.492e-16-0.0723815j -1.15991e-16+0.00548366j 1.28045e-16-0.00848531j -2.16224e-17-0.0253462j -8.55121e-16+0.0784148j -5.22333e-17+0.006345j -1.4962e-16+0.0617449j 5.03537e-17+0.0242417j -1.89816e-17+0.00876299j 2.83694e-16-0.00543749j -2.08858e-16-0.00439381j -2.97423e-16+0.00880759j 8.52019e-17-0.0711197j -4.76452e-17-0.0186937j -8.19466e-17-0.00281668j 1.34499e-16-0.000457407j 5.74467e-17+0.0415701j 2.25844e-16+0.0211389j -3.2208e-16-0.0167258j -1.88122e-16-0.000164809j 2.54846e-17+0.00870087j -1.69653e-16+0.00965987j 2.02873e-16-0.0111815j 7.02087e-17+0.0188205j -2.4824e-16+0.0115141j 3.927e-17-0.0294348j 2.39848e-17+0.00062156j -9.82943e-16-0.0172954j 1.90116e-15+0.00397345j -1.09511e-15-0.0278322j -2.11003e-15-0.003987j 7.8076e-18-0.00997893j -1.00811e-16-0.0147104j 7.56143e-17+0.0149584j 6.68345e-16+0.00765829j -4.79505e-16+0.0239821j -2.57591e-16+0.045955j -2.2132e-16-0.0162674j -5.69715e-16-0.0317436j 5.91203e-15+0.0116633j 4.57713e-15+0.0121986j 7.64085e-14-0.0502647j -1.12521e-15-0.00768713j 7.21795e-16+0.0564095j 2.37548e-16-0.0326844j 7.54621e-17+0.0182914j -2.34737e-16-0.012445j -8.22324e-17+0.0109158j -3.96653e-16-0.0441668j 1.99081e-16+0.0183554j -2.02011e-16-0.0413873j 9.33348e-17+0.0231921j 1.37802e-15+0.0138666j -1.44345e-16-0.0105531j -2.82619e-16-0.0540859j -9.94822e-16-0.046984j -8.053e-16-0.051536j 6.60954e-17-0.00270524j -2.52077e-16-0.0464068j -1.42677e-16-0.00850584j 8.26848e-16+0.0804677j 1.95741e-16+0.0132459j 1.44787e-16-0.111558j 3.93773e-16-0.0126152j 1.6303e-16-0.0067273j 1.43004e-16-0.0231244j 1.29622e-16-0.0502451j 4.27145e-16+0.0862694j -9.65621e-17-0.0198699j -9.61381e-17+0.00238892j 1.22909e-16+0.112857j 1.87175e-16+0.0340243j 
6.83261e-16+0.0232378j 1.18263e-16-0.00330172j -1.54008e-17-0.00618101j 4.0155e-16+0.0220326j -3.95761e-16-0.0530664j 3.12642e-16+0.0121721j 5.78217e-16+0.0564199j -1.99429e-16-0.0123199j 2.50702e-16+0.0265743j -2.04528e-16-0.0195461j -6.43472e-17+0.00601763j 5.99582e-16+0.0398588j 1.78339e-16+0.0157177j -5.93515e-16-0.0568523j 5.10516e-18+0.00131513j 4.75284e-17+0.00635279j -1.66286e-16+0.0184602j -5.16977e-16-0.0204752j -7.50703e-17-0.0115373j 5.8841e-16+0.0279916j -3.76374e-16-0.0163534j 2.28798e-16+0.0598154j -1.21486e-15+0.0340383j -6.12479e-17+0.0238971j 1.7345e-16-0.0149884j -4.74389e-16+0.0142741j -1.51925e-15-0.0411076j 2.04487e-15+0.0396858j -2.4563e-15-0.0143338j 6.52551e-16-0.00732685j 1.78111e-15+0.00495216j 7.63516e-17+0.0119715j -3.23446e-16-0.0105415j 1.16612e-16-0.020514j 1.34326e-15+0.0189213j -2.16866e-16+0.0346278j 1.06291e-16+0.0470286j -1.94075e-16+0.0415174j 4.4735e-16-0.0121712j 1.32452e-14+0.0340924j 1.02876e-14+0.0175732j 9.67771e-14-0.0642581j -1.1925e-15-0.0174441j 3.98879e-16+0.0291612j 5.23784e-17-0.035981j 1.4353e-15+0.0575123j -1.22116e-15-0.0492646j -6.22183e-16-0.016576j -9.97063e-16-0.0598511j -1.4796e-16+0.00070682j 8.21326e-17-0.00972655j -4.28507e-17-0.00652502j 2.96295e-15+0.0275815j 6.64296e-16+0.0516968j 5.61635e-16+0.0568003j 3.07497e-16+0.0020241j -1.27942e-15-0.0509117j -6.23511e-16-0.0456179j 1.76779e-16-0.0077382j 5.54675e-17-0.00588873j -1.84014e-15-0.0598601j -3.6386e-17-0.0248516j 5.87339e-16+0.0302377j -1.0384e-16-0.0117784j -7.10568e-17-0.018076j -3.37349e-16-0.0315227j 2.887e-16+0.0269647j -5.75005e-16-0.0352431j 3.82031e-16+0.00260485j -5.41934e-16-0.0418606j -8.95346e-16-0.0418875j 3.08729e-16+0.0153864j 
1.74405e-16+0.00835565j 1.32012e-16+0.0298434j -6.10067e-18+0.00611695j 3.35956e-17+0.00321994j 1.99195e-16-0.0231338j 5.89942e-17-0.0119018j 2.11551e-16+0.00592618j -6.30928e-17-0.00188512j -3.07302e-17-0.0430945j -2.40423e-16+0.0307202j -8.43515e-17+0.00806259j 7.61452e-17+0.00588896j 1.56297e-16-0.0102642j -1.70512e-16-0.0102669j -1.41253e-16+0.00762306j 6.62789e-17+0.0117385j 6.8067e-17-0.0347897j -2.53713e-17-0.00426547j 3.78928e-17+0.00939703j 1.40204e-17-0.0062792j -1.58231e-17+0.0305524j 2.19645e-16-0.0209454j 3.93435e-16-0.00327871j 1.37512e-16-0.0157842j -5.54782e-16+0.0168541j -2.17042e-16-0.0541016j -1.2332e-15-0.00727873j 4.45846e-16-0.0245753j -1.01585e-15-0.0308842j 7.13529e-17-0.0127375j -5.37174e-15-0.0155451j -1.79219e-17-0.0138019j 1.23458e-16+0.00446516j -1.24551e-16-0.00275911j -1.94221e-15-0.0288965j 7.81672e-17-0.0221374j 3.17577e-16-0.0168055j -8.40082e-17+0.0132711j 3.19537e-16+0.0228495j 3.64437e-15-1.19252e-05j 3.57911e-15+0.016672j -2.86988e-14+0.018834j -3.33842e-16-0.013931j 4.72514e-17-0.0322857j -1.44711e-16+0.0184928j 7.28436e-17+0.00250696j 3.49699e-16+0.0359111j 1.05004e-16-0.00730136j -6.06469e-17+0.00395552j -6.10457e-17-0.0713382j 1.48942e-16+0.0582876j -7.76003e-17+0.0228367j -2.89018e-15-0.0304919j 1.9434e-16+0.0105561j 9.81021e-17-0.0170176j 2.96404e-16+0.0431942j -1.20769e-16+0.000199505j -1.83321e-16+0.00924883j -1.22244e-16+0.0207518j 1.93996e-17-0.0240991j -6.86852e-16-0.080394j -1.69396e-16+0.0633133j 6.33303e-17-0.00174605j -4.38984e-17+0.0651428j -4.46911e-17+0.0246458j 3.70868e-17-0.0423314j 8.22979e-17+0.0618037j 1.97179e-16+0.0673848j -1.54733e-17+0.0276205j -1.03445e-16-0.0381849j -1.9541e-16-0.023795j 2.21939e-16+0.0577656j 
-1.03241e-17+0.015267j -1.38583e-17+0.00774657j 1.71052e-16-0.0186504j 3.1827e-16-0.0179494j 1.62749e-16-0.00387j -8.39956e-16+0.0694376j 7.44958e-17-0.00628802j 4.16177e-17-0.00501512j -2.35511e-16+0.0243726j 2.32837e-16-0.0105006j 1.71434e-16-0.00669135j 2.34494e-16-0.0155676j -3.46418e-16+0.015485j 3.56595e-17-0.00972057j 1.67992e-16-0.0159662j 1.01967e-16+0.000121178j 1.97189e-16-0.0041209j -3.33556e-17-0.0115907j 2.25379e-16-0.0114354j -2.44982e-16+0.0234889j 3.48018e-16-0.0217481j 3.28191e-16+0.00122655j 1.48901e-16+0.00238126j -1.33067e-16+0.00522819j 3.01218e-16-0.0207515j -1.14186e-16-0.0104119j -1.66981e-16-0.0118325j -3.7009e-16+0.0020608j 1.1092e-15+0.00218931j -5.48981e-16-0.0343862j 2.55048e-16+0.000817863j -6.22474e-16+0.0284081j -1.73972e-16-0.00778797j -2.30696e-16+0.00736175j -5.88987e-17-0.000662632j 4.4673e-16-0.0227789j -1.38858e-16+0.00817069j 5.66529e-16-0.013348j -2.33569e-16+0.0147495j 9.99733e-15+0.0172313j 8.64868e-15+0.0248566j 2.10064e-14-0.0137688j -4.31198e-16-0.00607138j 2.32889e-17+0.0243448j -3.69352e-16+0.0444822j 3.2066e-16-0.0167531j -1.96512e-16-0.0557622j -1.70534e-16+0.0357859j 3.50761e-16-0.00634803j -8.27691e-17+0.00584167j -4.27324e-16+0.0544031j 1.61592e-16+0.0234378j 5.0517e-15+0.0571509j 2.35923e-16-0.00588368j 2.39841e-16-0.010633j 1.16983e-17-0.0403074j -1.19127e-16+0.0332914j 9.18436e-17-0.0224934j -2.94224e-16+0.0267186j -2.99408e-17+0.0231648j 1.76755e-16+0.0253202j -7.6991e-16+0.0817471j 5.04009e-16-0.02226j 1.28323e-15-0.11611j -5.91359e-16+0.0350075j -1.68097e-16+0.00766748j 1.4174e-15-0.116806j -2.24722e-16+0.0230676j -5.59698e-16+0.0389488j -6.39935e-16+0.0480302j -4.91727e-16+0.0361048j 2.39948e-16-0.0290506j 
-1.46832e-16-0.0254481j 2.70762e-17+0.0104435j -6.44559e-18+0.00280164j 4.14229e-17-0.0271617j 2.20348e-16-0.00987274j -1.14513e-16+0.0211595j 8.1024e-17+0.0180168j 3.03839e-17+0.0262931j -7.09893e-18+0.0249288j 4.05172e-17+0.00320896j -5.80834e-17+0.0107462j 7.17724e-17+0.00369693j 8.71296e-17-0.0337962j -2.18064e-16-0.0126255j 1.62916e-16-0.0183839j -4.80241e-17-0.0235031j 8.01633e-17-0.00444945j 3.89876e-17+0.0137176j -7.70052e-17-0.0308557j -1.66622e-16-0.000724168j 4.28839e-17-0.00417009j -2.14082e-16+0.0182223j -4.35828e-16+0.00653581j -1.25028e-16-0.00822464j 3.51685e-16-0.0287323j -3.29944e-16+0.0406246j -3.71296e-16-0.0277956j -2.35136e-16+0.0213168j -1.59457e-16+0.0151086j 1.38717e-16+0.00717367j 5.70061e-15+0.01638j 4.1317e-16-0.0124251j -6.01208e-17+0.000411731j 9.72431e-17-0.00785048j 3.13209e-16+0.00626159j 1.35358e-16-0.00456229j -2.20326e-16-0.00774968j 5.2552e-17-0.0126814j -7.9608e-16-0.0319573j -1.25591e-14-0.0296019j -1.06773e-14-0.0202564j 1.7576e-14-0.011541j 4.8408e-16+0.0126351j 1.86284e-16+0.00859755j 2.89743e-16+0.0179901j 4.4952e-17-0.00694089j 6.82118e-16+0.0371221j 1.19458e-16+0.0195688j -4.65531e-17-0.0167071j 5.97341e-17+0.0347889j 1.552e-17+0.012866j 6.30975e-17+0.00351344j 1.952e-15+0.0193372j -5.29739e-17-0.0338928j -2.05904e-16+0.00965569j 2.557e-16+0.0443891j 1.18189e-15+0.0650685j 9.18183e-17+0.00997754j -5.86588e-17+0.0224393j -7.02948e-17-0.00560927j -5.74183e-16-0.0498973j -1.35447e-16-0.0300568j 4.05995e-17-0.000109995j 1.37524e-16+0.0560469j -7.42811e-17+0.0611822j 3.40803e-17-0.0606072j 1.88167e-16+0.0226194j -3.6545e-17-0.025657j -1.06341e-16-0.0302834j -5.7805e-17-0.0360172j -1.17715e-16+0.0364001j 1.52903e-16+0.0284836j 
