-0.38487-0j -0.00831314-0j -0.325342-0j 0.315702-0j -0.296996-0j -0.007274-0j -0.00484933-0j 0.416036-0j -0.212184-0j 0.291182-0j -0.00300037-0j 0.365269-0j 0.297231-0j 0.269976-0j 0.0894371-0j -0.0519308-0j -0.00111019-0j -0.0428407-0j 0.0415712-0j -0.0383179-0j -0.0262345-0j -0.000938479-0j 0.0536763-0j -0.000856711-0j -0.0265063-0j -0.0249904-0j 0.0363748-0j 0.0242499-0j 0.04563-0j -0.000612064-0j -0.00773101-0j 0.0495073-0j 0.0150039-0j 0.031797-0j 0.0325996-0j 0.0200994-0j 0.00537914-0j -0.0345988-0j -0.0049939-0j -0.000733862-0j -0.000105924-0j -0.0280282-0j -0.00404552-0j 0.0271977-0j 0.00392565-0j -0.0247186-0j -0.00356782-0j -0.0234501-0j -0.000605405-0j -0.00338473-0j -8.73827e-05-0j 0.0346261-0j 0.00499785-0j -0.000541491-0j -0.000370734-0j -0.0167535-0j -7.81575e-05-0j -5.35108e-05-0j -0.00241817-0j 0.022991-0j -0.0216287-0j 0.00331847-0j 0.0288408-0j -0.00832491-0j -0.00312184-0j 0.0209878-0j 0.00416281-0j -0.0012016-0j -0.000374575-0j 0.00302933-0j -0.000353153-0j -5.40653e-05-0j 0.0302979-0j -0.0089214-0j -5.09733e-05-0j 0.0201986-0j 0.00437312-0j 0.0194594-0j -0.00128769-0j 0.0149944-0j 0.00291541-0j 0.00280872-0j -0.000109251-0j 0.0266008-0j 0.00216426-0j -1.5769e-05-0j 0.0124972-0j 0.00383949-0j 0.0115971-0j 0.00180382-0j 0.0139024-0j 0.0016739-0j 0.00651327-0j 0.00200664-0j 0.000940109-0j 0.00146363-0j 0.000211256-0j 
0.000777095-0j 0.000848057-0j 0.000656902-0j 0.00066371-0j -0.00293156-0j 0.00074205-0j 0.00324561-0j 0.000432862-0j -0.0020944-0j -0.00299263-0j 0.00030608-0j -0.0012344-0j 0.000309252-0j 0.000139735-0j 3.08086e-05-0j 0.000104854-0j 0.000113255-0j 8.65001e-05-0j 8.73965e-05-0j -0.000378225-0j 5.29703e-05-0j 9.57381e-05-0j 5.58472e-05-0j -0.00042725-0j 5.35192e-05-0j 0.000331045-0j 7.64719e-05-0j 0.000334476-0j 3.15431e-05-0j -0.000305242-0j 1.56098e-05-0j -0.000251812-0j 3.15431e-05-0j -8.04551e-05-0j 2.25355e-05-0j 8.31406e-06-0j 1.58749e-06-0j -0.00664501-0j 1.00832e-05-0j -0.00712114-0j 1.08057e-05-0j -0.00538307-0j 8.16836e-06-0j -0.00543886-0j 8.25301e-06-0j 0.0232085-0j -3.52169e-05-0j -0.0045038-0j -0.00587464-0j 6.83414e-06-0j 8.91426e-06-0j -0.00342687-0j 5.19999e-06-0j 0.0256871-0j -0.00359747-0j -0.00321767-0j -3.89779e-05-0j 5.45885e-06-0j 4.88254e-06-0j -0.00459763-0j 0.0203074-0j 6.97652e-06-0j -0.00189643-0j -0.0565173-0j -3.08147e-05-0j 0.0205178-0j 2.87767e-06-0j 8.57602e-05-0j -0.00363475-0j -3.11341e-05-0j -0.0224829-0j 5.51542e-06-0j -0.00299851-0j 0.00837637-0j 3.41159e-05-0j -0.013115-0j 4.54999e-06-0j -0.00095804-0j -1.27104e-05-0j 0.0146587-0j 1.99009e-05-0j 1.45374e-06-0j -0.00106013-0j 0.00855088-0j -2.22433e-05-0j 1.60866e-06-0j -0.00123682-0j -1.29752e-05-0j 0.00223071-0j 1.87677e-06-0j -0.000684457-0j -3.38491e-06-0j -0.000213417-0j 1.0386e-06-0j 3.23842e-07-0j -3.59381e-05-0j 5.4533e-08-0j 
-0.000168246-0j -0.00018361-0j 0.000136769-0j -0.000143697-0j 0.000380177-0j -0.000452402-0j -0.000107106-0j 0.000274426-0j 0.000271154-0j 0.000127453-0j 0.000323717-0j -5.46685e-05-0j 0.000195729-0j 2.90932e-05-0j -6.67027e-06-0j 0.00215802-0j 0.00233092-0j -0.00171199-0j 0.00179872-0j 0.00159232-0j -0.00747484-0j -0.00189483-0j 0.0011494-0j -0.00526707-0j 0.00942881-0j -0.000998663-0j 0.00443193-0j 0.00104925-0j -0.00190098-0j -0.00375663-0j -0.00219958-0j -0.00101947-0j -0.00317127-0j 0.000338716-0j -0.00135584-0j -0.00016455-0j 3.26724e-05-0j -1.51249e-05-0j -0.00965507-0j -1.62086e-05-0j -0.0103469-0j 1.17826e-05-0j 0.00752153-0j -1.23795e-05-0j -0.00790256-0j -1.08057e-05-0j -0.00689792-0j 3.00179e-05-0j 1.28586e-05-0j 0.0191621-0j 0.00820837-0j -7.79998e-06-0j -0.00497918-0j -1.19597e-05-0j 5.61425e-05-0j 2.14097e-05-0j -0.0076346-0j 0.035839-0j 0.013667-0j 1.00634e-05-0j -2.66246e-05-0j 0.00642406-0j -4.3165e-06-0j -3.63923e-06-0j -0.016996-0j 2.79733e-05-0j -0.00275547-0j -0.00232313-0j -7.08186e-05-0j 0.017857-0j 7.50083e-06-0j -0.0452076-0j -1.92186e-05-0j 1.90512e-05-0j 0.00478821-0j -4.54999e-06-0j -0.0122684-0j 6.38534e-06-0j 0.0121615-0j 1.99514e-05-0j -0.00290452-0j 0.00407613-0j 1.65208e-05-0j 3.82855e-06-0j 0.0127362-0j 0.0105462-0j 1.37519e-05-0j 0.00244398-0j -1.0386e-06-0j 0.00877864-0j 4.55422e-06-0j -0.000663001-0j 4.67132e-07-0j 0.00290722-0j 0.000298198-0j -8.17995e-08-0j -5.22173e-05-0j 
-0.00117772-0j 0.00123439-0j -0.000995564-0j 0.00100509-0j 0.00266124-0j -0.00316276-0j 0.000720061-0j 0.00169737-0j -0.000649294-0j 0.000927029-0j 0.000445515-0j -0.00179401-0j -0.000414128-0j -0.00220543-0j -0.00129014-0j -0.000158911-0j 0.000164849-0j -0.000131095-0j 0.000132349-0j -0.000117255-0j 0.000550428-0j 0.000139352-0j -7.47866e-05-0j -0.0003725-0j 0.000237511-0j -7.64719e-05-0j -0.000339106-0j 7.72039e-05-0j 0.000656246-0j 9.08833e-05-0j -2.36573e-05-0j -6.8978e-05-0j 4.77675e-05-0j -0.000259749-0j -0.000160112-0j -0.000227583-0j -9.41238e-05-0j 0.0100708-0j -1.52816e-05-0j -0.0103652-0j 1.57283e-05-0j 0.00815829-0j -1.23795e-05-0j -0.00823637-0j 1.2498e-05-0j 0.00719493-0j -1.09177e-05-0j -0.0199872-0j -0.00855084-0j 3.03289e-05-0j 1.29752e-05-0j 0.00458902-0j -6.96345e-06-0j -0.00764811-0j 0.0359025-0j 0.00487653-0j 1.16053e-05-0j -5.44789e-05-0j -7.39971e-06-0j -0.00696246-0j -0.0184349-0j 1.05649e-05-0j 0.0134739-0j 0.00242317-0j 2.79733e-05-0j 0.0186113-0j -2.04455e-05-0j -3.67695e-06-0j 0.015492-0j -2.82411e-05-0j -0.00498799-0j -2.35077e-05-0j -0.011758-0j 0.00259679-0j 7.56885e-06-0j 0.00267693-0j 1.78417e-05-0j -0.0442769-0j -3.94041e-06-0j -0.00454082-0j -4.06201e-06-0j 6.71864e-05-0j -0.00154308-0j 0.0124274-0j 6.89031e-06-0j 2.34149e-06-0j 0.00165627-0j -1.88576e-05-0j 0.0124906-0j -2.51324e-06-0j 0.0108028-0j -1.89534e-05-0j 0.00893704-0j -1.63923e-05-0j -1.35612e-05-0j 0.00286132-0j -4.34181e-06-0j 
-0.00166555-0j -3.59757e-05-0j 0.00135394-0j 0.00136622-0j 0.00249897-0j 3.02714e-05-0j 0.000102592-0j 0.00180042-0j -0.00521911-0j 0.00235609-0j 6.34276e-05-0j -0.00307344-0j -0.00376019-0j -0.00112353-0j 0.000387045-0j 0.0105693-0j 0.000225953-0j -0.0083848-0j -0.00846083-0j -0.0151632-0j 0.0053394-0j -0.00018368-0j -0.0109245-0j -0.000339017-0j -0.0157704-0j 0.023911-0j 0.0071193-0j 0.0241278-0j -0.00928689-0j 0.000708039-0j -0.0107729-0j -0.0188397-0j 0.014917-0j 0.0125827-0j 0.0193957-0j 0.00393387-0j -0.0010948-0j -0.000149728-0j 0.00205439-0j -3.17584e-06-0j 4.35749e-05-0j 0.000116642-0j -0.00160042-0j 0.0001177-0j -0.00161493-0j 0.000207986-0j -0.00285373-0j -0.000101482-0j 2.51945e-06-0j 0.00139241-0j -3.45688e-05-0j 0.000149847-0j -0.00205602-0j 4.5562e-06-0j -1.60437e-06-0j 0.000211945-0j -6.25146e-05-0j 2.20133e-05-0j -0.00290805-0j -9.56792e-05-0j -0.000175008-0j 0.00131279-0j 0.00012481-0j 0.000282195-0j 0.00240125-0j -0.000176595-0j -0.0017125-0j -0.00387193-0j 4.73866e-06-0j 0.00242302-0j -7.18473e-06-0j -6.50181e-05-0j -0.000126087-0j -0.000366694-0j 9.85801e-05-0j -0.000427319-0j 0.00173002-0j 8.42117e-05-0j 0.00503133-0j 0.00036882-0j 0.00586315-0j -0.00115545-0j 3.23701e-06-0j 0.000215239-0j -0.00506049-0j -4.44143e-05-0j -0.00026419-0j -0.00295325-0j -9.75802e-05-0j 0.0036249-0j -0.000175876-0j 0.00133888-0j -2.71056e-05-0j 0.00241316-0j 0.000371909-0j 6.33394e-06-0j -8.69066e-05-0j 
-9.91399e-07-0j -2.14141e-08-0j 3.27964e-06-0j -3.18246e-06-0j -7.65041e-07-0j -1.87373e-08-0j -1.24916e-08-0j 1.07168e-06-0j -5.46571e-07-0j 7.50064e-07-0j -7.72875e-09-0j 9.40909e-07-0j 7.65646e-07-0j 6.95439e-07-0j 2.30384e-07-0j 3.19912e-05-0j 6.83919e-07-0j 2.63914e-05-0j -2.56094e-05-0j -9.23759e-05-0j 1.61614e-05-0j -2.26247e-06-0j 0.000129402-0j 5.27765e-07-0j 1.63289e-05-0j 1.5395e-05-0j -2.24082e-05-0j -1.49388e-05-0j -2.81097e-05-0j 3.77053e-07-0j 4.76259e-06-0j -3.04983e-05-0j -9.24292e-06-0j -1.95881e-05-0j -2.00826e-05-0j -1.2382e-05-0j -3.31375e-06-0j -8.91241e-08-0j -0.000587351-0j -1.89038e-09-0j -1.24581e-05-0j -7.21988e-08-0j -0.000475808-0j 7.00593e-08-0j 0.000461709-0j -6.36733e-08-0j -0.000419624-0j 2.3639e-07-0j -1.55948e-09-0j 0.00155787-0j -1.02774e-05-0j 8.91946e-08-0j 0.000587815-0j 5.45854e-09-0j -9.54984e-10-0j 1.68885e-07-0j 3.59732e-05-0j -6.29359e-06-0j 0.001113-0j -2.31763e-07-0j -5.57142e-08-0j -0.00152738-0j -2.90732e-07-0j -2.14444e-08-0j -0.000367171-0j 5.40632e-08-0j -0.001916-0j -0.000141324-0j -9.64881e-10-0j 0.000356291-0j -9.09698e-10-0j -6.35881e-06-0j 7.80452e-08-0j -2.29809e-08-0j -5.99515e-06-0j 5.20302e-08-0j 0.000514338-0j 5.0126e-08-0j -0.00015145-0j 3.86246e-08-0j 0.000342892-0j 0.000330343-0j -2.81424e-10-0j 6.85218e-08-0j 0.000254546-0j -1.85465e-06-0j 3.2192e-08-0j 0.000451576-0j 2.98734e-08-0j 0.000212154-0j 3.58117e-08-0j 0.000196873-0j 1.67777e-08-0j 0.000236009-0j 0.00011057-0j 3.7702e-09-0j 2.48466e-05-0j 
-0.000971774-0j 0.00517662-0j -0.00082147-0j -0.0149909-0j -0.000749896-0j 0.00452955-0j 0.0030197-0j 0.0233767-0j -0.000535752-0j -0.0138266-0j 0.00186834-0j -0.00969224-0j 0.0167011-0j -0.0244367-0j 0.0373761-0j -0.000131122-0j 0.000691321-0j -0.00010817-0j -0.00197399-0j -9.67503e-05-0j -6.62404e-05-0j 0.000584395-0j 0.00301602-0j 0.000533477-0j -6.69269e-05-0j -6.30993e-05-0j -0.00172724-0j -0.00115149-0j -0.00121077-0j 0.000381134-0j -1.95203e-05-0j 0.00278177-0j -0.000712449-0j -0.00287808-0j -0.000865015-0j 0.0015353-0j 0.00180223-0j -8.73598e-05-0j -1.26093e-05-0j 0.000456979-0j 6.59592e-05-0j -7.07695e-05-0j -1.02147e-05-0j -0.00129146-0j -0.000186407-0j -6.24128e-05-0j -9.00852e-06-0j -5.921e-05-0j 0.000376988-0j -8.54623e-06-0j 5.44135e-05-0j 0.00194561-0j 0.000280825-0j 0.000337188-0j 0.000230857-0j -4.23017e-05-0j 4.8669e-05-0j 3.33214e-05-0j -6.10572e-06-0j -0.00109171-0j -5.46112e-05-0j -0.000157575-0j -0.000765276-0j -2.10199e-05-0j -7.88245e-06-0j -0.000996594-0j -0.000110458-0j -3.03396e-06-0j 0.00023325-0j -0.000143846-0j 0.00021991-0j 3.36667e-05-0j 0.00170241-0j -2.2526e-05-0j 3.17412e-05-0j 0.00113494-0j 0.000245722-0j -0.00176135-0j -3.25135e-06-0j -0.000712001-0j 0.000163814-0j -0.000254229-0j 6.80311e-05-0j -0.000705838-0j -0.000102769-0j 9.81944e-06-0j 0.000702208-0j -0.000101879-0j 0.000885849-0j 0.000101355-0j -0.00125837-0j 0.000127861-0j 0.00272192-0j -0.00018163-0j 0.000392875-0j -0.00232447-0j -0.000335508-0j 
-0.000112164-0j -0.000122406-0j -9.48157e-05-0j -9.57982e-05-0j 0.000423134-0j -0.000107106-0j -0.000468463-0j -6.24783e-05-0j 0.000302301-0j 0.000431949-0j -4.41788e-05-0j 0.00017817-0j -4.46367e-05-0j -2.0169e-05-0j -4.44684e-06-0j 0.00143868-0j 0.00155395-0j 0.00118685-0j 0.00119915-0j -0.00518953-0j 0.000726793-0j 0.0013136-0j 0.000766267-0j -0.0058622-0j 0.000734325-0j 0.0045422-0j 0.00104925-0j 0.00458927-0j 0.000432795-0j -0.00418816-0j 0.000214178-0j -0.00345506-0j 0.000432795-0j -0.00110391-0j 0.000309204-0j 0.000114075-0j 2.17816e-05-0j -1.00832e-05-0j -0.00643672-0j -1.08057e-05-0j -0.00689792-0j -8.16836e-06-0j -0.00521434-0j -8.25301e-06-0j -0.00526837-0j 3.52169e-05-0j 0.022481-0j -6.83414e-06-0j -8.91426e-06-0j -0.00436263-0j -0.00569049-0j -5.19999e-06-0j -0.00331945-0j 3.89779e-05-0j -5.45885e-06-0j -4.88254e-06-0j 0.0248819-0j -0.0034847-0j -0.00311681-0j -6.97652e-06-0j 3.08147e-05-0j -0.00445351-0j -2.87767e-06-0j -8.57602e-05-0j 0.0196708-0j 3.11341e-05-0j -0.00183698-0j -0.0547457-0j -5.51542e-06-0j 0.0198747-0j -3.41159e-05-0j -0.00352081-0j -4.54999e-06-0j 1.27104e-05-0j -0.0217781-0j -1.99009e-05-0j -0.00290452-0j -1.45374e-06-0j 0.00811381-0j 2.22433e-05-0j -0.0127039-0j -0.000928009-0j -1.60866e-06-0j 1.29752e-05-0j 0.0141992-0j -0.0010269-0j -1.87677e-06-0j 0.00828284-0j 3.38491e-06-0j -0.00119805-0j -1.0386e-06-0j 0.00216078-0j -3.23842e-07-0j -0.000663001-0j -0.000206727-0j -5.4533e-08-0j -3.48116e-05-0j 
-0.000588861-0j -0.000642634-0j 0.00243164-0j -0.000502941-0j -0.000454411-0j 0.00274683-0j -0.00037487-0j -0.000328011-0j -0.00399915-0j 0.00226602-0j -0.00169757-0j -0.00019134-0j -0.00288674-0j 0.000517253-0j -2.33459e-05-0j 0.0037368-0j 0.00403621-0j -0.0150588-0j 0.00311465-0j 0.00275725-0j 0.00188776-0j -0.0166671-0j 0.00199029-0j 0.00311465-0j 0.0234953-0j -0.00878432-0j -0.013313-0j 0.00181688-0j 0.00112414-0j 0.0274112-0j -0.0362568-0j -0.00896732-0j 0.0082276-0j 0.000586517-0j 0.00989324-0j -0.0014474-0j 5.65753e-05-0j -5.2937e-05-0j 0.000726337-0j -5.673e-05-0j 0.00077838-0j 0.000209485-0j -0.0028743-0j -4.33283e-05-0j 0.000594498-0j -3.782e-05-0j 0.00051892-0j -3.58792e-05-0j 0.000228615-0j 0.000492291-0j -0.00313677-0j -2.72999e-05-0j 0.000374576-0j -4.18591e-05-0j -2.8659e-05-0j -0.000315764-0j 0.000574339-0j 0.000393223-0j 0.00433253-0j 0.000178919-0j 0.000161655-0j -0.00245491-0j -1.51077e-05-0j -1.27373e-05-0j -0.00221803-0j -3.34355e-05-0j 0.00020729-0j 0.000174766-0j -0.000356693-0j 0.00045876-0j 0.000133359-0j 0.00489411-0j 0.000116689-0j -9.99046e-05-0j -0.00182978-0j -1.5925e-05-0j -0.00160106-0j -7.63215e-06-0j 0.00137077-0j -0.000294257-0j 0.000218503-0j 0.000104719-0j 0.00055043-0j 6.80684e-05-0j 0.00403743-0j -0.00755233-0j -7.2115e-05-0j -0.000933952-0j -3.63512e-06-0j 0.000989473-0j -6.71686e-05-0j 4.98766e-05-0j 8.30523e-06-0j 0.000921606-0j -0.000113954-0j -2.86298e-07-0j 3.92823e-06-0j 
-0.000145705-0j -0.000159011-0j 0.000118445-0j -0.000124446-0j 0.000329243-0j -0.000391791-0j -9.27562e-05-0j 0.00023766-0j 0.000234826-0j 0.000110378-0j 0.000280347-0j -4.73443e-05-0j 0.000169506-0j 2.51954e-05-0j -5.77662e-06-0j 0.000924619-0j 0.000998702-0j -0.000733517-0j 0.000770676-0j 0.000682243-0j -0.00320265-0j -0.000811855-0j 0.000492469-0j -0.00225671-0j 0.00403985-0j -0.000427885-0j 0.00189889-0j 0.000449561-0j -0.000814491-0j -0.00160956-0j -0.000942429-0j -0.000436799-0j -0.00135875-0j 0.000145125-0j -0.00058092-0j -7.05028e-05-0j 1.39988e-05-0j 0.00250498-0j 0.000179722-0j 0.00268446-0j 0.000192599-0j -0.00195144-0j -0.000140007-0j 0.00205029-0j 0.0001471-0j 0.00178964-0j 0.000128399-0j -0.00497156-0j -0.00212963-0j -0.000356689-0j -0.000152792-0j 0.00129183-0j 9.26836e-05-0j 0.00198077-0j -0.00929832-0j -0.00354587-0j 0.000142112-0j -0.000667116-0j -0.000254401-0j -0.0016667-0j 0.00440956-0j -0.000119579-0j 0.000714898-0j 0.00060273-0j 0.000316367-0j -0.00463294-0j 5.1291e-05-0j 4.32433e-05-0j 0.011729-0j -0.000332394-0j -0.00124229-0j 0.000841505-0j 0.00318299-0j -0.00315526-0j -8.91289e-05-0j 0.000753569-0j 0.000228366-0j -0.00105754-0j -0.000226377-0j -0.00330436-0j 5.40654e-05-0j -7.5874e-05-0j -0.00273617-0j -0.000634084-0j -0.000237074-0j -0.000196309-0j -0.00227759-0j -4.54929e-05-0j 0.000172014-0j -0.000163408-0j -0.00075427-0j 1.23413e-05-0j -7.73664e-05-0j -5.41157e-05-0j -5.55072e-06-0j 1.35476e-05-0j 9.71985e-07-0j 
0.000971571-0j -0.00205763-0j 0.000821299-0j 0.000733216-0j -0.00145773-0j -0.00180042-0j 0.00586775-0j 0.00206838-0j -0.00104146-0j -0.00131488-0j -0.000742637-0j -0.000751055-0j 0.00147773-0j -0.00219466-0j -0.00370931-0j -0.00616541-0j 0.0129234-0j -0.0050862-0j -0.00454072-0j 0.00884517-0j -0.00311465-0j 0.0109245-0j -0.0125505-0j -0.0193901-0j -0.00314693-0j 0.0145044-0j -0.00397313-0j 0.0129488-0j -0.00226944-0j -0.013853-0j -0.000917854-0j 0.0225068-0j -0.00163883-0j -0.0236359-0j -0.00162136-0j 0.0211121-0j 0.0165734-0j 8.73416e-05-0j -0.00119839-0j -0.000181642-0j 0.00249227-0j 7.07548e-05-0j -0.000970811-0j 6.31665e-05-0j -0.000866693-0j -0.000121325-0j 0.00166468-0j 5.91977e-05-0j -0.000149847-0j -0.000812238-0j 0.00205602-0j 0.000172149-0j -0.00236202-0j 0.000260592-0j -9.17621e-05-0j 4.22929e-05-0j -0.00357552-0j 0.00125905-0j -0.000580291-0j 5.33965e-05-0j -0.00010616-0j -0.000732642-0j 3.04999e-05-0j -0.000164614-0j 0.00145659-0j -9.47742e-05-0j -0.000418482-0j 0.00225863-0j -9.2713e-05-0j 0.00130038-0j 0.000427319-0j 0.00127209-0j 0.00015063-0j -4.37886e-05-0j -0.00586315-0j -0.000490918-0j -0.00206677-0j -0.000158187-0j 0.000600814-0j -6.771e-05-0j 0.00673578-0j 0.00217045-0j -2.70413e-05-0j -5.46957e-05-0j 0.000929034-0j 0.000371028-0j 6.21318e-05-0j 0.000750467-0j 0.000503605-0j -0.000852497-0j -0.000113014-0j -0.00690985-0j -0.000270131-0j 0.00155065-0j 0.0037064-0j -0.000138212-0j 0.00189637-0j 
0.00016999-0j -0.000178169-0j 0.000143697-0j -0.000145073-0j -0.000384117-0j 0.000456504-0j -0.000103932-0j -0.000244995-0j 9.37175e-05-0j -0.000133805-0j -6.43046e-05-0j 0.000258943-0j 5.97742e-05-0j 0.000318327-0j 0.000186216-0j -0.00218038-0j 0.00226185-0j -0.00179872-0j 0.00181594-0j -0.00160883-0j 0.0075523-0j 0.00191201-0j -0.00102613-0j -0.00511099-0j 0.00325883-0j -0.00104925-0j -0.00465279-0j 0.0010593-0j 0.00900421-0j 0.00124699-0j -0.000324597-0j -0.000946431-0j 0.000655407-0j -0.00356396-0j -0.00219686-0j -0.00312262-0j -0.00129145-0j 1.52816e-05-0j 0.00975513-0j -1.57283e-05-0j -0.0100403-0j 1.23795e-05-0j 0.00790256-0j -1.2498e-05-0j -0.0079782-0j 1.09177e-05-0j 0.0069694-0j -3.03289e-05-0j -1.29752e-05-0j -0.0193607-0j -0.0082828-0j 6.96345e-06-0j 0.00444517-0j -1.16053e-05-0j 5.44789e-05-0j 7.39971e-06-0j -0.00740837-0j 0.034777-0j 0.00472366-0j -1.05649e-05-0j -2.79733e-05-0j -0.00674421-0j 2.04455e-05-0j 3.67695e-06-0j -0.017857-0j 2.82411e-05-0j 0.0130516-0j 0.00234721-0j 2.35077e-05-0j 0.0180279-0j -7.56885e-06-0j 0.0150064-0j -1.78417e-05-0j 3.94041e-06-0j -0.00483164-0j 4.06201e-06-0j -0.0113894-0j -6.71864e-05-0j 0.00251539-0j -6.89031e-06-0j 0.00259302-0j -0.042889-0j -2.34149e-06-0j 1.88576e-05-0j -0.00439848-0j -0.00149471-0j 2.51324e-06-0j 0.0120379-0j 1.89534e-05-0j 0.00160435-0j 1.63923e-05-0j 0.012099-0j 1.35612e-05-0j 0.0104641-0j 0.0086569-0j 4.34181e-06-0j 0.00277163-0j 
-0.00135992-0j -2.9374e-05-0j 0.00110549-0j 0.00111551-0j 0.0020404-0j 2.47165e-05-0j 8.37661e-05-0j 0.00147004-0j -0.00426139-0j 0.00192374-0j 5.17884e-05-0j -0.00250945-0j -0.00307018-0j -0.000917358-0j 0.000316021-0j -0.000183494-0j -3.9228e-06-0j 0.00014557-0j 0.00014689-0j 0.000263249-0j -9.2698e-05-0j 3.18888e-06-0j 0.000189662-0j 5.88572e-06-0j 0.000273792-0j -0.000415122-0j -0.000123599-0j -0.000418886-0j 0.000161231-0j -1.22923e-05-0j 0.000187029-0j 0.000327078-0j -0.000258976-0j -0.00021845-0j -0.000336731-0j -6.82964e-05-0j 1.90069e-05-0j 0.0116288-0j -1.76457e-05-0j 0.000246654-0j -3.74276e-07-0j -0.00905908-0j 1.37464e-05-0j -0.00914123-0j 1.3871e-05-0j -0.0161534-0j 2.45114e-05-0j 0.00788166-0j -0.000195675-0j -1.19597e-05-0j 2.9692e-07-0j -0.011638-0j 1.76596e-05-0j -0.000353861-0j 0.000124605-0j -0.0164609-0j 5.36953e-07-0j -1.89077e-07-0j 2.49779e-05-0j 0.007431-0j 0.0135921-0j -1.12759e-05-0j -0.0096935-0j -0.0219169-0j -2.06249e-05-0j 0.0137154-0j 1.47091e-05-0j 3.3257e-05-0j -0.000368031-0j -2.08119e-05-0j 0.000558007-0j 5.58456e-07-0j 0.00979267-0j 0.0284796-0j -8.46729e-07-0j 0.0331881-0j -1.48595e-05-0j -0.00654036-0j -4.32153e-05-0j -0.0286446-0j -5.03601e-05-0j 9.92444e-06-0j -0.000251405-0j -0.0167167-0j 4.34658e-05-0j 3.81485e-07-0j 0.0205185-0j 2.53662e-05-0j 0.00757864-0j -3.11351e-05-0j 0.0136596-0j -1.14999e-05-0j 0.00210517-0j -2.07272e-05-0j -3.19442e-06-0j -0.00049193-0j 7.46462e-07-0j 
-9.71369e-05-0j -0.000106007-0j -8.21128e-05-0j -8.29637e-05-0j 0.000366444-0j -9.27562e-05-0j -0.000405701-0j -5.41078e-05-0j 0.000261801-0j 0.000374079-0j -3.826e-05-0j 0.0001543-0j -3.86565e-05-0j -1.74669e-05-0j -3.85108e-06-0j 0.000616412-0j 0.000665801-0j 0.000508514-0j 0.000513784-0j -0.0022235-0j 0.0003114-0j 0.000562822-0j 0.000328313-0j -0.00251171-0j 0.000314627-0j 0.00194614-0j 0.000449561-0j 0.00196631-0j 0.000185434-0j -0.00179445-0j 9.17662e-05-0j -0.00148034-0j 0.000185434-0j -0.000472977-0j 0.000132481-0j 4.88764e-05-0j 9.3325e-06-0j 0.00166999-0j 0.000119815-0j 0.00178964-0j 0.000128399-0j 0.00135284-0j 9.70608e-05-0j 0.00136686-0j 9.80667e-05-0j -0.00583261-0j -0.000418466-0j 0.00113187-0j 0.00147638-0j 8.12069e-05-0j 0.000105924-0j 0.000861222-0j 6.17891e-05-0j -0.00645552-0j 0.000904094-0j 0.000808647-0j -0.000463157-0j 6.4865e-05-0j 5.8017e-05-0j 0.00115545-0j -0.00510354-0j 8.28987e-05-0j 0.000476599-0j 0.0142036-0j -0.000366158-0j -0.00515642-0j 3.4194e-05-0j 0.00101905-0j 0.000913463-0j -0.000369952-0j 0.00565027-0j 6.55372e-05-0j 0.000753569-0j -0.0021051-0j 0.000405383-0j 0.00329599-0j 5.40654e-05-0j 0.000240769-0j -0.000151032-0j -0.00368393-0j 0.000236474-0j 1.72742e-05-0j 0.000266427-0j -0.00214896-0j -0.000264306-0j 1.9115e-05-0j 0.000310831-0j -0.000154179-0j -0.000560608-0j 2.23009e-05-0j 0.000172014-0j -4.02213e-05-0j 5.36347e-05-0j 1.23413e-05-0j 3.84806e-06-0j 9.03175e-06-0j 6.4799e-07-0j 
