-0.0371838-0j -0.0460126-0j -0.0268407-0j -0.00463339-0j -0.00540563-0j -0.00331026-0j -0.00472992-0j -0.00195099-0j -0.00292122-0j -0.000421642-0j -0.00329987-0j -0.000476296-0j -0.00269434-0j -0.000388894-0j -0.00272226-0j -0.00235754-0j -0.000392924-0j -0.000340282-0j -0.00194487-0j -0.000280718-0j -0.000621397-0j -8.96909e-05-0j -0.00217052-0j -0.000383698-0j -3.19748e-05-0j -0.00240233-0j -0.000424676-0j -0.00189921-0j -3.53896e-05-0j -0.00126614-0j -0.00191889-0j -0.000335736-0j -0.000223824-0j -0.00221574-0j -2.7978e-05-0j -0.000339215-0j -0.000783383-0j -1.8652e-05-0j -0.00129252-0j -2.82679e-05-0j -0.00137092-0j -0.000391692-0j -0.000138484-0j -3.2641e-05-0j -0.000228487-0j -0.000799703-0j -1.15403e-05-0j -0.000242347-0j -1.90406e-05-0j -0.000208622-0j -0.000141369-0j -2.01956e-05-0j -3.68796e-05-0j -1.17807e-05-0j -3.0733e-06-0j 
-0.00245958-0j 0.00295693-0j -0.00177542-0j -0.000306483-0j -0.000357564-0j 0.00064442-0j 0.000303962-0j -0.000129052-0j -0.000193229-0j -2.78902e-05-0j -0.000218275-0j -3.15053e-05-0j 0.000173148-0j 2.49917e-05-0j -0.000180068-0j 0.000458952-0j -2.59906e-05-0j 6.6244e-05-0j 0.000124985-0j 1.804e-05-0j -4.11033e-05-0j -5.93275e-06-0j 0.0207267-0j -2.53803e-05-0j -2.11502e-06-0j 0.0229402-0j -2.80908e-05-0j -0.0176195-0j -2.3409e-06-0j 0.0120906-0j 0.0183238-0j 2.15756e-05-0j -1.48052e-05-0j -0.0205561-0j 1.79796e-06-0j -2.24379e-05-0j -0.0367644-0j -1.23376e-06-0j 0.0123424-0j -1.86983e-06-0j -0.0385281-0j 2.51715e-05-0j 4.50189e-05-0j 2.09762e-06-0j -1.51136e-05-0j -0.0074191-0j 3.75157e-06-0j 4.71785e-05-0j -1.25947e-06-0j 0.00199217-0j 9.08487e-06-0j 3.93154e-06-0j -2.43946e-06-0j 7.57072e-07-0j -2.03288e-07-0j 
-0.000392924-0j 0.00046937-0j -0.000254654-0j 0.00466613-0j -0.00525518-0j 0.00333364-0j -0.00476048-0j 0.0092863-0j -3.08688e-05-0j -0.0198068-0j 3.36617e-05-0j 0.0215988-0j -2.84713e-05-0j -0.0182684-0j 2.8749e-05-0j 2.40491e-05-0j 0.0184466-0j 0.015431-0j -1.84522e-05-0j -0.0118397-0j -6.88562e-05-0j -0.0441812-0j -2.29361e-05-0j 0.000386408-0j -0.00460302-0j 2.45059e-05-0j -0.000412856-0j -2.00691e-05-0j 0.00491807-0j -1.33794e-05-0j 2.02649e-05-0j 0.000338107-0j 0.000225405-0j 2.26026e-05-0j -0.00402764-0j -0.000341406-0j -8.27807e-06-0j -0.0026851-0j -1.22629e-05-0j 0.00406694-0j 1.44779e-05-0j -0.00038079-0j 0.000139462-0j 0.00453609-0j 0.000206595-0j -3.99405e-05-0j -0.00166132-0j -0.000243912-0j -0.00246103-0j -4.00725e-05-0j 0.000672885-0j 0.00290556-0j 0.000675109-0j -0.00801562-0j -0.00804212-0j 
0.00248507-0j -0.00296856-0j 0.00161057-0j 0.000309659-0j -0.000348751-0j 0.000221231-0j -0.000315921-0j 0.000616269-0j 0.000195231-0j 2.81792e-05-0j -0.000212895-0j -3.07288e-05-0j 0.000180068-0j 2.59906e-05-0j -0.000181825-0j -0.0001521-0j -2.62442e-05-0j -2.19537e-05-0j 0.000116702-0j 1.68445e-05-0j 0.000435485-0j 6.28568e-05-0j -0.0209415-0j 2.56433e-05-0j 2.13694e-06-0j 0.0223748-0j -2.73985e-05-0j -0.0183238-0j -2.28321e-06-0j -0.0122158-0j 0.0185025-0j 2.24379e-05-0j 1.49586e-05-0j 0.020637-0j 1.86983e-06-0j -2.26568e-05-0j -0.00755817-0j 1.24655e-06-0j -0.0111964-0j -1.88807e-06-0j 0.0132189-0j -2.52705e-05-0j 9.25516e-06-0j -2.10587e-06-0j 1.37103e-05-0j -0.0364671-0j 7.71263e-07-0j -1.61868e-05-0j 1.14253e-06-0j -0.0365876-0j 4.46548e-05-0j -1.3489e-06-0j 4.48024e-05-0j 3.72123e-06-0j 3.73354e-06-0j 
0.000434797-0j -0.000522717-0j 0.000313853-0j -0.0025546-0j -0.00298037-0j 0.00537137-0j 0.00253358-0j -0.00107567-0j -0.00326572-0j -0.000469871-0j -0.00368902-0j -0.000530776-0j 0.00292632-0j 0.00042104-0j -0.00304328-0j 0.00775663-0j -0.000437868-0j 0.00111602-0j 0.00211233-0j 0.000303923-0j -0.000694676-0j -9.99501e-05-0j 2.53803e-05-0j 0.0202253-0j -5.36353e-05-0j 2.80908e-05-0j 0.0223853-0j -2.15756e-05-0j -5.93634e-05-0j 1.48052e-05-0j 2.24379e-05-0j -0.0171933-0j 0.0117981-0j -2.51715e-05-0j 4.55948e-05-0j 0.0178805-0j -4.50189e-05-0j -3.12872e-05-0j 1.51136e-05-0j -4.74172e-05-0j -4.71785e-05-0j -0.0200589-0j -0.035875-0j 5.3194e-05-0j 0.0120439-0j -9.08487e-06-0j 9.51367e-05-0j -0.037596-0j -3.19391e-05-0j 2.43946e-06-0j -0.00723962-0j 9.97007e-05-0j 0.00194397-0j 1.91987e-05-0j -5.15522e-06-0j 
0.000289864-0j -0.000348478-0j 0.000209235-0j -0.00170307-0j -0.00198691-0j 0.00358091-0j 0.00168906-0j -0.000717114-0j 2.27723e-05-0j -0.000313248-0j 2.5724e-05-0j -0.000353851-0j -2.04056e-05-0j 0.000280693-0j 2.12212e-05-0j -5.4088e-05-0j -0.000291912-0j 0.000744016-0j -1.47296e-05-0j 0.000202615-0j 4.84407e-06-0j -6.66334e-05-0j -0.00490224-0j -0.000141033-0j -3.57568e-05-0j -0.00542579-0j -0.000156095-0j 0.00416735-0j -3.95756e-05-0j -0.00285964-0j -0.00433391-0j 0.000119891-0j -8.22694e-05-0j 0.00486191-0j 3.03966e-05-0j -0.000124683-0j 0.00869546-0j -2.08582e-05-0j -0.00291922-0j -3.16115e-05-0j 0.0091126-0j 0.000139873-0j 0.000250161-0j 3.54627e-05-0j -8.39834e-05-0j 0.00175476-0j 6.34245e-05-0j 0.000262162-0j -2.12927e-05-0j -0.000471185-0j 5.04828e-05-0j 6.64671e-05-0j -1.35556e-05-0j 1.27992e-05-0j -3.43681e-06-0j 
-3.6233e-05-0j 4.35597e-05-0j -2.61544e-05-0j 0.00064768-0j 0.000755627-0j -0.00136183-0j -0.000642351-0j 0.00027272-0j -2.84653e-06-0j -0.00559726-0j -3.2155e-06-0j -0.00632278-0j 2.5507e-06-0j 0.00501556-0j -2.65265e-06-0j 6.761e-06-0j -0.00521603-0j 0.0132944-0j 1.8412e-06-0j 0.00362042-0j -6.05508e-07-0j -0.00119064-0j -2.11502e-06-0j 5.36353e-05-0j 0.0195834-0j -2.3409e-06-0j 5.93634e-05-0j 1.79796e-06-0j 0.0216749-0j -1.23376e-06-0j -1.86983e-06-0j -4.55948e-05-0j 3.12872e-05-0j 2.09762e-06-0j -0.0166477-0j 4.74172e-05-0j 3.75157e-06-0j 0.0114237-0j -1.25947e-06-0j 0.0173131-0j 3.93154e-06-0j -5.3194e-05-0j -9.51367e-05-0j -0.0194223-0j 3.19391e-05-0j 7.57072e-07-0j -0.0347365-0j -9.97007e-05-0j 0.0116616-0j -2.03288e-07-0j -1.91987e-05-0j -0.0364029-0j 5.15522e-06-0j -0.00700987-0j 0.00188228-0j 
-0.000439302-0j 0.000524772-0j -0.000284712-0j 0.00258107-0j -0.00290691-0j 0.00184401-0j -0.00263326-0j 0.00513673-0j 0.00329956-0j 0.000474741-0j -0.00359809-0j -0.000517694-0j 0.00304328-0j 0.000437868-0j -0.00307298-0j -0.0025706-0j -0.00044214-0j -0.000369858-0j 0.00197235-0j 0.000283782-0j 0.00736002-0j 0.00105896-0j -2.56433e-05-0j -0.0204348-0j 5.41911e-05-0j 2.73985e-05-0j 0.0218335-0j -2.24379e-05-0j -5.79002e-05-0j -1.49586e-05-0j 2.26568e-05-0j -0.0178805-0j -0.0119203-0j 2.52705e-05-0j 4.74172e-05-0j 0.0180549-0j -9.25516e-06-0j 3.16115e-05-0j -1.37103e-05-0j -4.78798e-05-0j 1.61868e-05-0j 0.0201377-0j -0.00737533-0j -5.34031e-05-0j -0.0109256-0j -4.46548e-05-0j 1.95586e-05-0j 0.0128991-0j 2.89735e-05-0j -4.48024e-05-0j -0.0355849-0j -3.4207e-05-0j -0.0357025-0j 9.43674e-05-0j 9.46794e-05-0j 
0.00025103-0j -0.000301791-0j 0.000181203-0j 3.12803e-05-0j 3.64937e-05-0j -6.57708e-05-0j -3.1023e-05-0j 1.31713e-05-0j -0.00379064-0j 2.84653e-06-0j -0.00428199-0j 3.2155e-06-0j 0.0033967-0j -2.5507e-06-0j -0.00353246-0j 0.00900343-0j 2.65265e-06-0j -6.761e-06-0j 0.00245187-0j -1.8412e-06-0j -0.000806338-0j 6.05508e-07-0j -0.00211541-0j -0.000497895-0j 2.15864e-07-0j -0.00234133-0j -0.000551068-0j 0.00179829-0j 2.38917e-07-0j -0.00123399-0j -0.00187016-0j 0.000423256-0j -0.000290439-0j 0.002098-0j -1.83504e-07-0j -0.000440173-0j 0.00375225-0j 1.25921e-07-0j -0.00125969-0j 1.90838e-07-0j 0.00393225-0j 0.000493798-0j 0.000883152-0j -2.14088e-07-0j -0.000296489-0j 0.000757209-0j -3.82893e-07-0j 0.000925519-0j 1.28544e-07-0j -0.000203325-0j 0.000178221-0j -4.01262e-07-0j -4.78557e-05-0j -7.72684e-08-0j 2.0748e-08-0j 
-0.000292868-0j 0.000349848-0j -0.000189808-0j 0.00172072-0j -0.00193794-0j 0.00122934-0j -0.00175551-0j 0.00342448-0j -2.30082e-05-0j 0.000316494-0j 2.509e-05-0j -0.000345129-0j -2.12212e-05-0j 0.000291912-0j 2.14283e-05-0j 1.79251e-05-0j -0.00029476-0j -0.000246572-0j -1.37535e-05-0j 0.000189188-0j -5.13224e-05-0j 0.000705974-0j 0.00495304-0j 0.000142495-0j 3.61274e-05-0j -0.00529205-0j -0.000152248-0j 0.00433391-0j -3.86001e-05-0j 0.00288928-0j -0.0043762-0j 0.000124683-0j 8.3122e-05-0j -0.00488102-0j 3.16115e-05-0j -0.000125899-0j 0.00178765-0j 2.10743e-05-0j 0.00264817-0j -3.19199e-05-0j -0.00312651-0j -0.000140423-0j 5.14291e-05-0j -3.56021e-05-0j 7.61856e-05-0j 0.00862514-0j 1.30391e-05-0j -8.99469e-05-0j 1.93157e-05-0j 0.00865365-0j 0.000248138-0j -2.28047e-05-0j 0.000248958-0j 6.29116e-05-0j 6.31196e-05-0j 
3.66085e-05-0j -4.3731e-05-0j 2.3726e-05-0j -0.000654392-0j 0.000737002-0j -0.00046752-0j 0.000667624-0j -0.00130234-0j 2.87603e-06-0j 0.00565526-0j -3.13625e-06-0j -0.00616693-0j 2.65265e-06-0j 0.00521603-0j -2.67853e-06-0j -2.24064e-06-0j -0.00526691-0j -0.00440587-0j 1.71918e-06-0j 0.0033805-0j 6.4153e-06-0j 0.0126147-0j 2.13694e-06-0j -5.41911e-05-0j -0.0197864-0j -2.28321e-06-0j 5.79002e-05-0j 1.86983e-06-0j 0.0211406-0j 1.24655e-06-0j -1.88807e-06-0j -4.74172e-05-0j -3.16115e-05-0j -2.10587e-06-0j -0.0173131-0j 4.78798e-05-0j 7.71263e-07-0j -0.011542-0j 1.14253e-06-0j 0.017482-0j -1.3489e-06-0j 5.34031e-05-0j -1.95586e-05-0j 0.0194987-0j -2.89735e-05-0j 3.72123e-06-0j -0.00714127-0j 3.4207e-05-0j -0.0105789-0j 3.73354e-06-0j -9.43674e-05-0j 0.0124897-0j -9.46794e-05-0j -0.0344556-0j -0.0345695-0j 
-0.000253631-0j 0.000302977-0j -0.000164378-0j -3.16045e-05-0j 3.55942e-05-0j -2.25793e-05-0j 3.22435e-05-0j -6.28977e-05-0j 0.00382993-0j -2.87603e-06-0j -0.00417645-0j 3.13625e-06-0j 0.00353246-0j -2.65265e-06-0j -0.00356692-0j -0.0029838-0j 2.67853e-06-0j 2.24064e-06-0j 0.00228939-0j -1.71918e-06-0j 0.00854307-0j -6.4153e-06-0j 0.00213733-0j 0.000503054-0j -2.18101e-07-0j -0.00228362-0j -0.000537486-0j 0.00187016-0j 2.33029e-07-0j 0.00124677-0j -0.00188841-0j 0.000440173-0j 0.000293448-0j -0.00210625-0j -1.90838e-07-0j -0.000444467-0j 0.000771402-0j -1.27225e-07-0j 0.00114273-0j 1.927e-07-0j -0.00134914-0j -0.00049574-0j 0.000181562-0j 2.1493e-07-0j 0.00026896-0j 0.00372191-0j -7.87167e-08-0j -0.000317543-0j -1.16609e-07-0j 0.00373421-0j 0.00087601-0j 1.37672e-07-0j 0.000878906-0j -3.79797e-07-0j -3.81052e-07-0j 
-5.12413e-05-0j 6.16028e-05-0j -3.69879e-05-0j 0.00060851-0j 0.000709928-0j -0.00127947-0j -0.000603504-0j 0.000256227-0j 0.000384868-0j -0.002583-0j 0.000434755-0j -0.00291781-0j -0.000344871-0j 0.00231456-0j 0.000358655-0j -0.000914127-0j -0.00240707-0j 0.00613508-0j -0.000248941-0j 0.00167074-0j 8.18684e-05-0j -0.000549451-0j 0.000431805-0j -0.00481769-0j -0.00060028-0j 0.000477921-0j -0.00533221-0j -0.000367074-0j -0.000664389-0j 0.000251887-0j 0.000381745-0j 0.00409547-0j -0.00281032-0j -0.000428253-0j 0.000510293-0j -0.00425916-0j -0.000765924-0j -0.000350164-0j 0.000257134-0j -0.000530689-0j -0.000802668-0j 0.00477805-0j 0.00854548-0j 0.000595342-0j -0.00286887-0j -0.000154565-0j 0.00106476-0j 0.00895543-0j -0.000357459-0j 4.15035e-05-0j 0.00172449-0j 0.00111584-0j -0.000463058-0j 0.00021487-0j -5.76967e-05-0j 
-2.56206e-05-0j 3.08014e-05-0j -1.8494e-05-0j 0.000150531-0j 0.00017562-0j -0.000316511-0j -0.000149293-0j 6.33845e-05-0j 0.000581328-0j 2.76874e-05-0j 0.00065668-0j 3.12763e-05-0j -0.000520913-0j -2.481e-05-0j 0.000541733-0j -0.00138075-0j 2.58016e-05-0j -6.57624e-05-0j -0.000376015-0j -1.79088e-05-0j 0.000123659-0j 5.88961e-06-0j -1.49555e-06-0j -0.00360028-0j 3.16049e-06-0j -1.65527e-06-0j -0.00398478-0j 1.27135e-06-0j 3.49802e-06-0j -8.72403e-07-0j -1.32217e-06-0j 0.00306057-0j -0.00210017-0j 1.48324e-06-0j -2.6867e-06-0j -0.0031829-0j 2.65276e-06-0j 1.84362e-06-0j -8.90578e-07-0j 2.79409e-06-0j 2.78002e-06-0j 0.00357066-0j 0.00638608-0j -3.13449e-06-0j -0.00214392-0j 5.35331e-07-0j -5.60599e-06-0j 0.00669244-0j 1.88203e-06-0j -1.43746e-07-0j 0.00128872-0j -5.87492e-06-0j -0.000346046-0j -1.1313e-06-0j 3.03774e-07-0j 
5.17723e-05-0j -6.1845e-05-0j 3.35536e-05-0j -0.000614816-0j 0.00069243-0j -0.000439246-0j 0.000627248-0j -0.00122358-0j -0.000388857-0j 0.00260977-0j 0.000424039-0j -0.0028459-0j -0.000358655-0j 0.00240707-0j 0.000362154-0j 0.000302948-0j -0.00243056-0j -0.00203321-0j -0.000232444-0j 0.00156002-0j -0.000867387-0j 0.00582138-0j -0.00043628-0j 0.00486762-0j 0.000606501-0j 0.000466141-0j -0.00520078-0j -0.000381745-0j -0.000648013-0j -0.000254497-0j 0.00038547-0j 0.00425916-0j 0.00283944-0j 0.000429937-0j 0.000530689-0j -0.00430072-0j -0.000157462-0j 0.000353792-0j -0.000233259-0j -0.000535866-0j 0.000275393-0j -0.00479684-0j 0.00175682-0j -0.000597682-0j 0.00260249-0j -0.000759731-0j 0.000218898-0j -0.00307258-0j 0.000324269-0j -0.000762242-0j 0.00847638-0j -0.000382841-0j 0.0085044-0j 0.00105615-0j 0.00105964-0j 
3.01942e-06-0j -3.62998e-06-0j 2.17953e-06-0j -7.20899e-05-0j -8.41048e-05-0j 0.000151578-0j 7.14967e-05-0j -3.0355e-05-0j 2.37211e-07-0j 0.000939437-0j 2.67958e-07-0j 0.00106121-0j -2.12559e-07-0j -0.000841805-0j 2.21054e-07-0j -5.63416e-07-0j 0.000875451-0j -0.00223132-0j -1.53433e-07-0j -0.000607647-0j 5.0459e-08-0j 0.000199835-0j -2.54444e-05-0j -5.96986e-06-0j -0.00674153-0j -2.81618e-05-0j -6.60742e-06-0j 2.163e-05-0j -0.0074615-0j -1.48426e-05-0j -2.24946e-05-0j 5.07492e-06-0j -3.48242e-06-0j 2.5235e-05-0j 0.00573091-0j -5.27776e-06-0j 4.51325e-05-0j -0.00393256-0j -1.51518e-05-0j -0.00595997-0j 4.72977e-05-0j 5.92074e-06-0j 1.05892e-05-0j 0.00668606-0j -3.55497e-06-0j 9.10781e-06-0j 0.0119579-0j 1.10972e-05-0j -0.00401449-0j -2.44562e-06-0j 2.13691e-06-0j 0.0125316-0j -5.738e-07-0j 0.00241313-0j -0.00064797-0j 
2.58861e-05-0j -3.09225e-05-0j 1.67768e-05-0j -0.000152091-0j 0.000171291-0j -0.000108659-0j 0.000155167-0j -0.000302685-0j -0.000587352-0j -2.79744e-05-0j 0.000640494-0j 3.05054e-05-0j -0.000541733-0j -2.58016e-05-0j 0.000547019-0j 0.000457591-0j 2.60534e-05-0j 2.17941e-05-0j -0.000351097-0j -1.6722e-05-0j -0.00131015-0j -6.23999e-05-0j 1.51105e-06-0j 0.00363759-0j -3.19324e-06-0j -1.61447e-06-0j -0.00388657-0j 1.32217e-06-0j 3.4118e-06-0j 8.81444e-07-0j -1.33507e-06-0j 0.0031829-0j 0.00212193-0j -1.48908e-06-0j -2.79409e-06-0j -0.00321395-0j 5.45366e-07-0j -1.86272e-06-0j 8.07888e-07-0j 2.82135e-06-0j -9.53817e-07-0j -0.0035847-0j 0.00131288-0j 3.14681e-06-0j 0.00194486-0j 2.63131e-06-0j -1.1525e-06-0j -0.00229616-0j -1.70728e-06-0j 2.64001e-06-0j 0.00633444-0j 2.01567e-06-0j 0.00635538-0j -5.56065e-06-0j -5.57903e-06-0j 
3.69802e-06-0j -4.4458e-06-0j 2.66937e-06-0j -6.61036e-05-0j -7.71208e-05-0j 0.000138991-0j 6.55597e-05-0j -2.78344e-05-0j -5.58415e-05-0j 0.000571268-0j -6.30797e-05-0j 0.000645316-0j 5.00381e-05-0j -0.000511899-0j -5.20381e-05-0j 0.000132633-0j 0.000532358-0j -0.00135686-0j 3.61194e-05-0j -0.000369508-0j -1.18785e-05-0j 0.000121519-0j 2.15864e-07-0j 0.00105218-0j -0.00199872-0j 2.38917e-07-0j 0.00116455-0j -1.83504e-07-0j -0.00221218-0j 1.25921e-07-0j 1.90838e-07-0j -0.000894451-0j 0.000613773-0j -2.14088e-07-0j 0.0016991-0j 0.000930201-0j -3.82893e-07-0j -0.00116592-0j 1.28544e-07-0j -0.00176701-0j -4.01262e-07-0j -0.00104353-0j -0.00186633-0j 0.00198228-0j 0.00062656-0j -7.72684e-08-0j 0.00354528-0j -0.00195587-0j -0.00119021-0j 2.0748e-08-0j -0.000376628-0j 0.00371536-0j 0.000101132-0j 0.000715442-0j -0.00019211-0j 
-3.05071e-06-0j 3.64425e-06-0j -1.97716e-06-0j 7.28369e-05-0j -8.20318e-05-0j 5.20372e-05-0j -7.43097e-05-0j 0.000144956-0j -2.39669e-07-0j -0.000949172-0j 2.61354e-07-0j 0.00103505-0j -2.21054e-07-0j -0.000875451-0j 2.23211e-07-0j 1.8672e-07-0j 0.000883992-0j 0.000739476-0j -1.43265e-07-0j -0.000567379-0j -5.34608e-07-0j -0.00211723-0j 2.57081e-05-0j 6.03173e-06-0j 0.00681139-0j -2.74676e-05-0j -6.44457e-06-0j 2.24946e-05-0j -0.00727759-0j 1.49964e-05-0j -2.2714e-05-0j 5.27776e-06-0j 3.51851e-06-0j -2.53343e-05-0j 0.00595997-0j -5.32925e-06-0j 9.27853e-06-0j 0.00397331-0j 1.37449e-05-0j -0.00601811-0j -1.62277e-05-0j -5.94402e-06-0j 2.17696e-06-0j -0.00671235-0j 3.22489e-06-0j 4.47676e-05-0j 0.00245836-0j -3.8074e-06-0j 0.00364174-0j 4.49156e-05-0j 1.05035e-05-0j -0.00429955-0j 1.05383e-05-0j 0.0118612-0j 0.0119004-0j 
-2.38706e-07-0j 2.86975e-07-0j -1.72307e-07-0j 7.13144e-06-0j 8.32001e-06-0j -1.49948e-05-0j -7.07277e-06-0j 3.00285e-06-0j 1.7929e-06-0j -0.000124214-0j 2.0253e-06-0j -0.000140315-0j -1.60657e-06-0j 0.000111305-0j 1.67078e-06-0j -4.25844e-06-0j -0.000115754-0j 0.00029503-0j -1.15968e-06-0j 8.03444e-05-0j 3.81382e-07-0j -2.64226e-05-0j -1.3934e-08-0j -5.6461e-05-0j 0.00134654-0j -1.54221e-08-0j -6.24908e-05-0j 1.18451e-08-0j 0.00149035-0j -8.12814e-09-0j -1.23186e-08-0j 4.79969e-05-0j -3.29356e-05-0j 1.38193e-08-0j -0.00114468-0j -4.99153e-05-0j 2.47156e-08-0j 0.000785482-0j -8.29747e-09-0j 0.00119043-0j 2.59013e-08-0j 5.59964e-05-0j 0.000100149-0j -0.00133546-0j -3.36217e-05-0j 4.98765e-09-0j -0.00238846-0j 0.000104953-0j 0.000801846-0j -1.33928e-09-0j 2.02102e-05-0j -0.00250304-0j -5.42681e-06-0j -0.000481994-0j 0.000129424-0j 
-3.73634e-06-0j 4.46328e-06-0j -2.42152e-06-0j 6.67886e-05-0j -7.522e-05-0j 4.77161e-05-0j -6.81391e-05-0j 0.000132919-0j 5.64202e-05-0j -0.000577188-0j -6.15249e-05-0j 0.00062941-0j 5.20381e-05-0j -0.000532358-0j -5.25458e-05-0j -4.39555e-05-0j 0.000537552-0j 0.000449672-0j 3.37258e-05-0j -0.000345021-0j 0.000125851-0j -0.00128748-0j -2.18101e-07-0j -0.00106309-0j 0.00201944-0j 2.33029e-07-0j 0.00113585-0j -1.90838e-07-0j -0.00215766-0j -1.27225e-07-0j 1.927e-07-0j -0.000930201-0j -0.000620134-0j 2.1493e-07-0j 0.00176701-0j 0.000939276-0j -7.87167e-08-0j 0.001178-0j -1.16609e-07-0j -0.00178425-0j 1.37672e-07-0j 0.00104763-0j -0.000383688-0j -0.00199007-0j -0.000568384-0j -3.79797e-07-0j 0.000728853-0j 0.000671051-0j 0.0010797-0j -3.81052e-07-0j -0.00185124-0j -0.00127473-0j -0.00185736-0j 0.00351661-0j 0.00352823-0j 
2.4118e-07-0j -2.88103e-07-0j 1.56309e-07-0j -7.20534e-06-0j 8.11494e-06-0j -5.14775e-06-0j 7.35104e-06-0j -1.43397e-05-0j -1.81148e-06-0j 0.000125502-0j 1.97538e-06-0j -0.000136857-0j -1.67078e-06-0j 0.000115754-0j 1.68708e-06-0j 1.41128e-06-0j -0.000116883-0j -9.7775e-05-0j -1.08283e-06-0j 7.50201e-05-0j -4.0407e-06-0j 0.000279945-0j 1.40783e-08-0j 5.70461e-05-0j -0.00136049-0j -1.50419e-08-0j -6.09506e-05-0j 1.23186e-08-0j 0.00145361-0j 8.21237e-09-0j -1.24387e-08-0j 4.99153e-05-0j 3.32769e-05-0j -1.38736e-08-0j -0.00119043-0j -5.04023e-05-0j 5.08114e-09-0j -0.000793622-0j 7.52706e-09-0j 0.00120205-0j -8.88666e-09-0j -5.62166e-05-0j 2.0589e-05-0j 0.00134071-0j 3.05e-05-0j 2.45158e-08-0j -0.000491029-0j -3.60091e-05-0j -0.000727395-0j 2.45968e-08-0j 9.9339e-05-0j 0.000858784-0j 9.96674e-05-0j -0.00236914-0j -0.00237697-0j 
7.51854e-09-0j -9.03886e-09-0j 5.42717e-09-0j -3.14842e-07-0j -3.67315e-07-0j 6.61995e-07-0j 3.12251e-07-0j -1.32571e-07-0j 5.9067e-10-0j 8.24465e-06-0j 6.67232e-10-0j 9.31332e-06-0j -5.29284e-10-0j -7.38782e-06-0j 5.50439e-10-0j -1.40294e-09-0j 7.6831e-06-0j -1.95824e-05-0j -3.82057e-10-0j -5.33281e-06-0j 1.25646e-10-0j 1.75378e-06-0j 4.38878e-10-0j -2.60725e-08-0j -0.000149692-0j 4.85749e-10-0j -2.88569e-08-0j -3.73086e-10-0j -0.000165678-0j 2.56012e-10-0j 3.87998e-10-0j 2.2164e-08-0j -1.52089e-08-0j -4.35267e-10-0j 0.000127251-0j -2.30498e-08-0j -7.7847e-10-0j -8.73201e-05-0j 2.61346e-10-0j -0.000132337-0j -8.15815e-10-0j 2.5858e-08-0j 4.62466e-08-0j 0.00014846-0j -1.55258e-08-0j -1.57096e-10-0j 0.000265519-0j 4.84652e-08-0j -8.91392e-05-0j 4.21833e-11-0j 9.33263e-09-0j 0.000278256-0j -2.50599e-09-0j 5.3582e-05-0j -1.43878e-05-0j 
-7.59645e-09-0j 9.0744e-09-0j -4.92326e-09-0j 3.18104e-07-0j -3.58262e-07-0j 2.27265e-07-0j -3.24537e-07-0j 6.33076e-07-0j -5.96791e-10-0j -8.33009e-06-0j 6.50786e-10-0j 9.08377e-06-0j -5.50439e-10-0j -7.6831e-06-0j 5.55809e-10-0j 4.64944e-10-0j 7.75806e-06-0j 6.48976e-06-0j -3.56739e-10-0j -4.97941e-06-0j -1.33121e-09-0j -1.85812e-05-0j -4.43426e-10-0j 2.63427e-08-0j 0.000151243-0j 4.73776e-10-0j -2.81457e-08-0j -3.87998e-10-0j -0.000161595-0j -2.58665e-10-0j 3.91783e-10-0j 2.30498e-08-0j 1.53666e-08-0j 4.36979e-10-0j 0.000132337-0j -2.32747e-08-0j -1.60041e-10-0j 8.82249e-05-0j -2.3708e-10-0j -0.000133629-0j 2.79904e-10-0j -2.59596e-08-0j 9.50757e-09-0j -0.000149044-0j 1.40842e-08-0j -7.72175e-10-0j 5.45864e-05-0j -1.66283e-08-0j 8.08627e-05-0j -7.74727e-10-0j 4.58726e-08-0j -9.54688e-05-0j 4.60243e-08-0j 0.000263371-0j 0.000264242-0j 
