0.00832943-0.00470664j 0.00385234+0.00241522j -0.00978551-0.000603383j -0.00788388+0.00478494j -0.00405637+0.00371967j 0.00681303+0.00175459j 0.00209627-0.00121388j -0.0137488+0.00425815j 0.00598092-0.00189638j 0.00351624-0.00100877j 0.00153937-0.00145668j -0.0167546+0.0069107j 0.00244631+0.00499729j 0.0152925-0.00115193j 0.00461619-0.000393639j -0.0155362+0.00329098j 0.0066889-0.00359231j -0.000633138-0.00263636j 0.0158016-0.00697646j 0.0116072+0.00214847j 0.00502743-0.00427519j 0.00865756-0.00017816j -0.00144568-0.00121218j -0.00127616+0.00232753j -0.0047634-0.00307431j -0.00604713-0.00313067j -0.00445712-1.13323e-05j 0.00259502-0.00388074j 0.00674362-0.000403785j 0.00218468+0.000358635j -0.00364313-0.001698j -0.00395369-0.000178993j 0.0071825+0.000180245j 0.0148578+0.00157633j 0.000995427+0.00156958j -0.00326929+0.000331314j 0.00184321-0.00107046j 0.000373916+0.00198296j 0.00703798-5.91198e-05j 0.00268124+0.000332184j 0.00101917-0.00186306j -0.002351-0.00231314j 0.00298304+0.00192935j 0.00910904+0.00439999j -0.00610339-0.00400912j -0.00379508-0.00228266j -0.000858082-0.00166889j 0.00424067+0.00249027j -0.00259124-0.00100191j 0.00412435+0.00133163j -0.00440624-0.00206319j -0.000312401-0.000927982j -0.00263602+0.00026053j -0.00044975-0.00129906j -0.000244446+0.000649927j -0.00258411-0.00280685j 0.00342574+0.00273542j 0.00161064+0.00223456j 0.00176672+0.00372245j -0.000749028+8.5711e-05j 0.00764396+0.00308023j -0.0031549-0.00476136j 0.00162237-0.00149925j 0.0021675+0.00513047j -0.00330736-0.000732744j -0.0043371+0.000361503j 0.00341939+0.00082382j 0.00285574+0.00265119j -0.0028862-0.00638878j -0.00520268+0.0022054j -0.00301714-0.00336584j 0.00351054+0.000787256j -0.00471982-0.00298446j -0.000927448-0.0061158j 0.00635725+0.00295879j 0.00730133+0.00393993j 0.0015089-0.00423504j 
0.0038585-0.0013597j -0.000309964+0.000625916j -0.00145755+0.00146343j -0.00143593+0.000866631j -0.00114147+0.0032693j 0.00342864+0.00637926j -0.003453-0.00356949j 0.00546035+0.00481468j 0.00131838+0.00230355j -0.00560436-0.000955996j 0.00596109+0.00244263j -0.00713831-0.000464105j 0.000884367-0.00194339j 0.00107435-0.00388792j -0.000366224-0.00121774j -0.00309652+0.00145048j -0.00153389-0.00132575j -0.00267985+0.00627483j -0.00407798-0.00243071j 0.00475593+0.00139835j 0.00145512+0.000308888j -0.00371135-0.00462911j -0.00529764-0.00377434j -0.00265397-0.000498386j 0.00794244-0.00173431j -0.00421839-0.00355374j -0.00380126-0.00228459j -0.00143046+0.00384896j -0.00623617-0.00384826j -0.00632472-0.0035946j 0.00992826-0.00504551j -0.00377627-0.000448087j -0.00845693+0.00339285j -0.000772386+0.00274315j 0.00569438+0.0101288j 0.000521463+0.00370673j 0.00412971+0.00138285j 0.000885725-0.00338011j -0.000163933-0.00029657j 0.00272554+0.0069323j -0.0017935+0.00820274j 0.00157042-0.00308041j -0.00470532+0.00345939j 0.00360835+0.00104535j 0.00455981+0.000534376j -0.00623371-0.00143451j -0.002401+0.00549081j -0.0043074-0.00438689j -0.00313781-0.000303092j 0.000682399-0.00129218j 0.00366403-0.000166664j 0.000870621-0.000100691j 0.00844853+0.00274728j -0.00372405-0.00219404j 0.000205165+0.000755718j -0.00272407-0.004777j -0.000440899+0.00218016j 0.00552137+0.00166524j -0.0035147+0.00124517j 0.00149459-0.00254192j -0.00224059+0.00103241j 0.0017773+0.00185388j 0.00205002+0.00813874j -0.00308188+0.00063488j -0.000436365-0.004672j 8.85401e-05+0.00315514j 0.00375559-0.00382208j 0.0020941-0.00802193j -0.00188702-0.00251873j -0.000207214-0.00108337j 0.00260426-0.000595677j -0.00530204+0.00621308j -0.00137745-0.00459423j -1.50032e-06+0.00026663j -0.000492069-0.000511968j -0.00200307-0.00342753j 0.000738339+0.00285003j 
-0.00205871-0.00481547j -0.00155702+0.00107904j -0.00158746+0.00567254j 0.00412901+0.00308379j -0.000995964-0.000320267j -0.00248247+0.00481626j 0.00372488+0.00113937j -0.000960586+0.00210986j -0.000209988+0.00324683j -0.00227121-0.000816406j -0.00181563+0.00579244j 0.00400094+0.00534855j -7.02217e-05-0.00160752j 0.00169461+0.0055316j -0.00127564-0.00605629j -0.00457735+0.00339196j -0.00119251+0.00691345j -0.00195932+0.0057425j 0.00169418+0.000344283j -0.000217501+0.00418337j 0.00346915+0.00124511j -0.00775085+0.015034j -0.004762+0.00279487j -0.00539677+0.00544163j -0.000964752+0.00254306j 0.00633996-0.000806075j -0.0021031+0.000703577j 0.00677854+0.00393j -0.00134817-0.00745243j 0.0044291-0.00250041j -0.0052289-0.00288955j 0.000117578-0.0035322j -0.00341808-0.00361404j -0.000549396-0.00115827j -0.0025367+0.00203171j -0.00386344-0.00148155j 0.00420585-0.000453435j 0.00613391-0.00229027j 0.000179736-0.00129648j -0.00249615+0.00477567j -0.00335788+0.00748874j 0.00265385-0.0041949j -0.000964802-0.0036544j -0.00102526+0.00470869j -0.00300725-0.00213178j -0.000998725-6.15419e-06j -0.00298248+0.000616926j 0.00488149-0.00271269j -0.00197314+0.00651191j -0.00136483-5.98269e-05j 0.00107824-0.00177952j 0.000539649-0.00262529j 0.00108676-0.0022626j 0.00185543+7.71502e-05j 0.00334724-0.00668609j 0.000929371+0.00156713j -0.000119975-0.0044612j -0.000584227+0.00170188j -0.00190692-0.00273693j 0.00223348+0.00108305j 0.000387622-0.00210993j -0.00385221-0.00114046j -0.00336592-0.00439571j 0.00303423-0.00596272j 0.00364826-0.00333234j -0.00144722-0.0055957j 0.00271138-0.00373289j 0.00219031+0.000803542j -0.00138207-0.000777948j 0.00150909+0.00462981j -0.00314085+0.000700858j -0.00567491-0.000528788j -0.00107633+0.00067448j 0.00418329+0.00068488j 0.000623279+0.00290513j -0.00153022+0.00285878j 0.00106023-0.00492259j 
-0.00293781+0.000775937j -0.00205592-0.00393572j -0.000979412-0.00211944j 0.00193919+0.00370141j -0.00246725-0.00122771j 0.00214419+0.00185861j -0.00148669-0.000527867j -0.00150774+0.00102899j 0.00196303+0.000848927j 0.00181633-0.00256256j 0.00412191+0.002579j -0.00162205-0.00253113j -0.00973001-0.0052145j 0.00128461+0.00213766j 0.0049205+0.00221828j 0.0109983+0.000397732j 0.00186232-0.00231465j -0.00405992-0.00401301j -0.00295872-0.00531898j 0.00305527+0.00192329j 0.00425147+0.00371645j 0.00178726-0.00240701j 0.00783522+0.00209062j 0.00679092-9.60792e-06j 0.00620806+0.00592092j -0.00246194+0.000231318j -0.00301831-0.00141594j -0.00508605-0.00057323j 0.0103006+0.00446655j -0.00591009-0.00645733j 0.00236034+0.00614009j -0.00171571-0.00840836j -0.00150232-0.00772786j 0.00440157+0.00573036j 0.000620857+0.00756464j 0.00542095+0.00707326j 0.00181979+0.00189281j -0.00149645+0.00342133j 0.00164953+0.00412506j -0.0062484-0.00244833j 0.000303717+0.00218304j 0.000244243-0.00161059j 0.00203911+0.00609276j -0.000506733+0.00245091j 0.00687372+0.00589006j 0.000530826-0.00112826j -0.00379551+4.87603e-05j 8.3373e-05-0.00686019j -0.00162391-0.00943237j 0.00208909-0.00394604j -0.00341057-0.00666347j 0.0012141-0.00292912j 0.00210362+0.00829522j 0.00194599+0.00905768j -0.00116623-0.00472005j 0.000531822-0.00659536j 0.0013219+0.0018859j -0.00181597+0.00658214j 0.00181682-0.00484661j -0.000366776-0.00761185j 0.00115548+0.000536977j 0.0028616+0.00563096j 0.00157114-0.00241931j 0.00409003+0.00133548j 0.000500073+0.00545659j -0.000576172+0.00351277j -0.00284742-0.00710167j 4.28813e-05-0.00192342j 0.000650252-0.00343555j -0.000930697+0.00089854j -0.000124116+0.00120191j -0.000318892-0.000453247j 0.00159633-0.00194082j -0.000505036+0.00381103j -0.00329054+0.00277468j 0.00267643+0.000214952j 0.00108316-0.00475075j 
0.000571847+0.00254513j -0.00422269-0.0068519j -0.00187951-0.00382608j -0.000120415+0.00100416j 0.000326585+0.00016312j 0.000826088+4.08353e-05j 0.00231321+0.00330521j 0.00617734-0.000176775j 0.000896923+0.00349055j -0.0038089-0.0074401j 0.00404693+0.000424104j 0.00132348-0.000946485j 0.00224972-0.00190501j -0.00392588-0.00303797j -0.00564816+0.000785005j -0.00799794-0.00907611j 0.00295243-0.000448638j 0.00444164-0.00451342j 0.000267504-0.00268388j 0.0034961-0.00153168j -0.0015091+0.00501j 0.0129172-0.00392387j -0.000109127-0.00330499j -0.000354093-0.00688275j -0.00172347+0.00497167j 0.00132919-0.000726755j 0.00266388-0.00466107j -0.00017022-0.00394325j -0.00747835-0.00880979j 0.00354038+0.00235249j -0.00301183+0.00017643j 0.0017601-0.0068427j 0.00398872-0.000461071j -0.00382783-0.00160869j 0.00155502+0.00525819j -0.0013301-0.000285665j -0.00239711+0.00444915j -0.00393644+0.00437874j -0.0010933-0.00326617j 0.00615776+0.0123924j 0.00336579+0.000458529j -0.0036911-0.00288497j -0.0012511-0.00337772j -0.00207329+0.00159778j -0.000950709-0.00800338j 0.00375514+4.74796e-05j -0.000447156+0.00348849j 0.000202866+0.000819743j 0.00676907+0.00529764j 0.0050594-0.00252626j 0.00236202+0.00157127j 0.00364152-0.00267687j -0.00284027+0.00231122j -0.00500494-0.00526239j 0.00252477+0.00434169j 0.000443394-0.00164608j 0.00030826-0.00366259j -0.00276874+0.00164586j 0.00156989+0.00292752j 0.00119484+0.00233588j -0.00271719-0.00446722j -0.000868805+0.00215742j 0.00537522+0.000155226j -0.00247214-0.00552089j -0.00121067-0.00594011j 0.00221782+3.40084e-05j 0.00247804-0.00212194j -0.00222486-0.0013181j -0.00238875-0.00287914j -0.00254221+0.00457339j -0.00117166-0.00515913j 0.00237241-0.00271027j 0.000763797-0.00261047j -0.00267961+0.00555631j -0.00321309+0.00252451j 0.00295551-0.00425411j 0.00199319-0.00315198j 
0.00184079-0.00384352j 0.000555917-0.000388333j -0.00454001+0.00333212j 0.00165717-0.00301872j 0.00110845+0.00371202j 0.00339029+0.00294836j -0.00718181+0.000168789j 0.00139523-0.00264768j -0.00123511+0.00334096j -0.00350313-0.00189463j -0.0042811-0.000159156j -0.00513959-0.00085924j 0.0039579-0.00419442j -0.00497412+0.000116014j 0.00478256+0.000710204j -0.00400795+0.00300314j -0.0102946+0.00625294j -0.00258019+0.000202152j -0.00213174-0.00215866j 0.00226705-0.00040766j -0.00492601+0.00235784j -0.0192523+0.00506293j -0.00769495+0.000945832j -0.00475347-0.00108584j -0.00190774+0.00320666j 0.00212658-0.00144846j -0.00242277-0.00224201j 0.0106983-0.0064268j 0.000125045+0.00150693j -0.00502782+0.000753564j -0.000943892+0.00124435j 0.0015092+0.0021947j 0.00471121+0.00135029j 0.00267403-0.00103705j 0.0028985+0.00296382j -0.00405723+0.00567626j -0.000911375+0.00584907j -0.00355816+0.00270069j -0.00429826+0.00190554j 0.00293769-0.00123203j -0.00311159+0.00278982j 0.00382283+0.00279246j 0.00173055+0.00141967j -0.00351616-0.00286377j -0.00119527+0.00228562j -0.00258922-0.00117433j 0.0032981+0.00288893j 0.00341734+0.000908578j -0.00261385-0.00385345j -0.00347938-0.000910674j 0.00298141-0.00127418j 0.000227804+0.000613829j -0.00546258+0.000573941j -0.000754995+0.00269714j 0.00334853+0.0063811j -0.000258609-0.000436171j 0.00267908-0.00173986j -0.00372783+0.000224725j 0.00131725+0.00210283j 0.00029377-0.00159866j 0.00150558+0.00325485j 0.00101236+0.00210786j 0.00352233+8.00488e-05j 0.000956931+0.00522079j -0.00230334-0.00045094j 0.000991289+0.00170974j 0.00379724-0.000894071j 0.000398414-0.00185212j -0.00459696+0.000276345j -0.000548357-0.00363989j 0.00162337-0.000426006j 0.00242176+0.0051288j -0.00629173-0.00134356j 0.00255881+0.00129335j 0.00297442+0.00211596j -0.00149623+0.000162463j 0.00195191+0.000142121j 
-0.000735679-0.00282265j -0.00175002-0.00315306j -0.000484216+0.000569095j -0.000370899-0.00508726j -0.00193764+0.00527167j -0.00336379+0.00148319j 0.0019565-0.000528209j -0.00328472-0.00321589j -0.000601799+0.00392516j -0.0018555-0.0066222j -0.0051283-0.00520366j -0.00168142-0.000273815j -0.00204583+0.0012761j 0.00125282-0.0040817j 0.00348482-0.00364801j 0.0027737-0.0060649j -0.00124355+0.000644677j -0.00436211-8.00171e-06j -0.000613045-0.00155304j 0.000465959-0.00258295j 0.00129786+0.00238454j 0.00104251-0.00173804j 0.00658181-0.00794767j 0.00553622-0.0089675j 0.0015319+6.60542e-05j 0.00564332+0.00332263j 0.00312012-0.00371236j 0.00470459-0.00817171j 0.00563642-0.00152239j -0.00322774+0.00574472j 0.00684366-0.0020621j -0.00659523+0.00437203j -0.00345989+0.00395207j 0.00341072-0.00221614j -0.0019332-0.00118749j -0.000524451-0.000557839j -0.00465597+0.00350372j 0.00219569+0.00519005j -1.80274e-05+0.00171134j -0.00406863-0.00144587j -0.00237485-0.0027839j 0.00172859+0.00311633j -0.000433257-0.00111746j 0.00036368+0.000692622j 0.00182907-0.00120596j -0.00137755-0.000574197j -0.00163637-0.00157312j -0.000908452+0.00180807j -0.00778909-0.000999377j -0.0037404+0.000389915j -0.000303485+0.00122393j -0.0030901-0.000481543j 0.00579291+0.00080055j 0.00451742+0.00152397j -0.00141579+0.00310794j -0.000858652-0.000466349j 0.00441519-0.00370735j -0.00193225+0.00408382j -0.00449442-0.00111798j -0.00291199+0.000582206j -0.00138502+0.000780916j 0.00288416-0.0049091j 0.000553749-0.00567129j 0.00102221+0.000940239j 0.00654889+0.00105351j 0.00105771-0.00266212j 0.000721874-0.000488036j 0.00145694+0.00127424j -0.00320294+0.00303431j 0.00253181+0.000180232j 0.000447094+0.000142325j -0.00246883-0.0033348j -0.00179563+0.00181789j -0.000366192+0.00207248j 0.00149148-0.00128268j 3.11679e-05-0.000318645j 0.00153033-0.00291118j 
0.0008797+0.00250425j -0.00120725-0.000379381j -0.00351932-0.00140786j 0.00263179+0.00443825j 0.00061441-0.00239457j 0.00384367-0.00166333j -0.00505192+0.00358105j 0.00230425+0.00302983j 1.11846e-05-0.002453j 0.000692595+0.000621582j 0.00312208+0.001286j -0.00293605+0.00329454j -0.00241207+0.00422321j -0.00271616+0.00121068j 0.00337528-0.000898277j 0.000204448-0.00669536j -0.00467052-4.66189e-05j -0.00120938+0.00222004j -0.00411262+0.00190022j 0.000935313-0.000483501j 0.00034374-0.0016292j -0.010411+0.00212797j -0.00485588-0.000201982j -0.00345857-0.000338505j 0.000995526-0.00266097j -0.00326129+0.0022843j -0.0035084+0.00394322j -0.00135481+0.00893499j 0.00580049-0.00859226j -0.00407734+0.00190568j -0.00169836-0.00304277j 0.00324103-0.00338008j 0.000345487-0.00154051j 0.00424767-0.00143081j 0.00653425+0.00118004j 0.00603449-0.00221166j 0.00383239-0.000784665j -0.00132776+0.000302477j 0.0031172-0.00329158j -0.00329651+0.00573486j 0.00172603+0.00188651j 0.000293978-0.00119252j 0.00793605+0.00126041j -0.00133396-0.0013236j 0.00686862-0.0047714j 0.000572101+0.000718033j -0.00033198+0.00513828j -0.0032808+0.000341361j -0.0051379+0.000610364j 0.000443656-0.00237904j -0.00465255+0.00102303j 0.00305486-0.000908464j 0.00110445-0.00263731j 0.0038969-0.00115674j -8.51066e-05+0.00182705j -0.00457917-0.000746369j 0.00138868+0.000978532j 0.00303375-0.000864208j 0.00101401-0.000544957j -0.00397282-0.00111945j 0.00415187-0.00144134j 0.002005+0.00226135j 0.00180604+0.00154987j 0.00461044-0.00157987j 0.00121172+0.000838449j 0.00482391+0.00239112j -0.00376667+0.00189571j -0.00316441-0.000659093j -0.0003328-0.00411391j -0.0042751+0.000369357j 0.00169174-0.0012339j 0.00312044+0.00275389j -0.000628448-0.00373537j 0.00105605+0.00217044j -0.00143043+0.00442054j 0.00094879-0.000904622j -0.000264107-0.000428444j 
-0.00692843-0.0035543j 0.000455745+0.000287231j 0.00403921+0.00339703j 0.00418336-0.00222346j 0.000604706+0.00365651j 0.0102265+0.00202177j -0.000824957-0.000476502j 0.00406204-0.00173894j 0.00440052+0.0021313j -0.000555246+0.00161346j 0.00637745-0.000512283j 0.00453707+0.00119127j -0.00338639-0.00116643j 0.00313261-0.000751472j -0.00590641-0.00215793j 0.00701655+0.00326233j 0.00812807+0.00534071j 0.00937923+0.00389986j -0.000992081+0.000516023j 0.00546609-0.00132981j 0.00092475-0.00222673j 0.0190522+0.0134325j 0.00561693+0.00453107j 0.00871731+0.00260224j 0.00261353-0.000685621j -0.000923318-0.00438236j 0.000479892+0.00242897j 0.00443078-0.00765021j -0.00389347+0.00357104j -0.00676875+0.00144771j -0.00513838-0.00154734j -0.00563017+0.00242297j -0.00026416+0.00594451j -0.00134744-0.0030039j 0.00548526+0.0026854j 0.004058+0.00390662j -0.000848813-0.00413348j -0.00395668-0.00535999j -0.00179465+0.000940428j 0.00667375+0.00355125j 0.00726717+0.00594362j -0.00304366-0.00726611j 6.65542e-05+0.00134045j 0.00185799+0.00113227j -0.000177868+0.00135358j -0.0016533+0.00434044j 0.00363744+0.0032684j -0.00230422-0.00501554j 0.00218811+0.00521814j -0.00138748-0.000269656j -0.00328267-0.00406519j -0.00364263-0.000175333j -0.000898299-0.00438135j 0.00156052+0.000653988j -0.00216437-0.00353555j -0.00105435+0.00114796j 0.000378941-0.00212997j 7.67374e-05-0.000252162j -0.00321645+0.00236261j -0.00197959-0.00212733j -0.00100668+0.00183246j 0.000551218+0.0029276j 0.00138058-0.000411985j -0.0015019-0.0025648j -0.0028383-0.00378474j -0.00245441+9.10371e-05j -0.0052607-0.00589295j -0.0040349-0.00391729j -0.00217102+0.00312714j 0.0020739-0.00168153j 0.000291857+0.000118473j 0.00333907+0.00897186j -0.00358283+0.00246756j 0.00239449-0.00179639j 0.00269911+0.000117481j 0.000548872+0.00418655j -0.000777558-0.00467533j 
0.000907543-0.00159125j 0.00701933+0.00207445j 0.00441683+0.00223503j -0.00433465-0.00122668j 0.000176246+0.00189828j -0.00231486+0.00302086j -0.00177563-0.000689817j -0.00203944+0.00392696j -0.00217307+0.00123615j 0.00261705+0.000798816j -0.0011864+0.006764j -0.000110141+0.000469378j 0.00205353-0.00170326j 0.00307838-0.000428579j -0.00124687-0.00417118j 0.00404204+0.00261157j 0.00138272+0.00559498j 0.00193587+0.0072401j 0.00093726-0.00174686j 4.41185e-05+0.00500151j -0.0051886-0.00250558j -0.000132136+0.0141655j 0.000940237+0.00362203j 0.00104833+0.00446458j -0.00143642+0.000619733j -0.000849938-0.00476945j 0.00316197+0.00221302j 0.00152678-0.0019721j 0.000386089-0.00157399j 1.31439e-05+0.000513507j 0.00386244-0.00294235j 0.0027464+0.00284213j -0.000416902+0.00236335j 0.00051151-0.00116604j -0.00559272+0.00159002j -0.00175758+0.00459049j -9.9675e-05-0.00246016j 0.000564968-0.00429741j 0.00170168+0.000452621j -0.00749482+0.00245487j -0.00348873+0.00488158j 0.00441429-0.00203924j -0.000900903-0.0012258j -0.000984356+0.000816696j 0.00183938+0.00390651j -0.00345841+0.00372867j -0.00105126-0.00242212j 0.00240589-0.00216554j -0.00384229+0.00425786j 0.000950167+0.00610883j 0.00290432-0.0015848j 8.50426e-05+0.00340113j -0.000619512+0.000877613j 0.00265499-0.00376025j -0.00113983+0.00122796j 0.00209972-0.000419439j 0.000547808+0.00114984j -0.000200048-0.00177027j -0.0019343+0.00315961j 0.00113526-0.000665383j 0.000970143-0.00198231j -0.00329359-0.00133773j -0.00227673+0.00618093j 0.00378906+6.49044e-05j 0.00205014-0.000638261j -0.00347242+0.00294982j 0.00430869-0.000902439j 0.00277077-0.00335403j 0.00194586+4.54207e-05j -0.00135387-0.00375967j 0.00366023+0.000698044j -0.00148977+0.00209227j 0.000780212+0.00309244j -0.00207666-0.00563254j -0.00134168-0.00433882j -0.000690421+0.00256635j 0.00168853+0.00555813j 
0.00483495+0.000825759j 0.00598305-0.000673946j 0.00104912-0.00159603j 0.00522885-0.000433222j -0.00729725-0.000374325j -0.00294179-0.00233308j 0.000155396+0.000121477j 0.0053221-0.000161677j -0.00700355-0.000910911j 0.0077041-0.00438104j 0.00596186-0.00391862j 0.00218578-0.00306826j 0.00338063+0.0010279j 0.00653835-0.00196552j 0.00116943+0.0023612j 0.00408296-0.00244222j -0.00203006-0.0038071j 0.00311789-0.00283432j 0.00319799-0.000290962j 0.00248508+0.00289959j -0.00684384-0.00282176j 0.00640101-0.000767142j 0.0082571+0.00307531j 0.010996+0.00343427j -0.00180418-9.93253e-05j -0.00254245+0.00499658j 0.00952153+0.00406331j 0.0138503+0.00863561j -0.00245826+0.000619861j -0.00653284-0.00275485j 0.00178834+0.00543783j -0.00413213-0.00485714j -0.00440665+8.12661e-05j 0.00251304+0.00188791j -0.00240371-0.00130236j -0.00302728-0.00401118j -0.007603-0.00730833j -0.00752412-0.00144926j -0.00270221-0.00308272j 0.000333655+0.00252276j 0.00193181-0.00215769j -0.00380965+0.000557071j 0.000824522-0.00390235j 0.00140017+0.000308672j 0.000451447-0.000337718j -0.000125678-0.00101476j 0.00201766-0.000746555j -0.00160714+0.000560341j 0.00104378-0.00340888j 0.000756731-0.00269115j 0.000874819+0.00245985j -0.000478602-0.00168536j -0.0027389+0.00232064j -0.00149872-0.000960575j -0.00695455+0.00167255j 0.00211029+0.000289478j 0.00544997+0.00452374j -0.00478745-0.00427746j -0.00176245-0.00195767j -0.00071065-0.00057614j -0.00219012-0.00363045j 0.00295985+0.00227775j 0.00531294+0.00481938j -0.00158603-0.00234187j 0.0016353+0.00319466j 0.000211112+0.000951138j 0.00251307+0.00380286j -0.000895415+0.000695088j -0.00254685-0.00558494j 0.000320078+0.00284905j 0.00162583+0.000642825j 0.0024359-0.000857424j -0.00140442-0.00271064j -0.00323814-0.00252965j -5.38384e-05+0.00146332j 0.00011437+0.000189763j 0.00294514+0.00453149j 
0.00358249-0.00028388j -0.00536327+0.000697602j -0.00656545+0.00113552j 0.00731311+0.00149613j -0.0066484-0.00206974j -0.00234931+0.00252705j 0.00418355+0.00117965j 0.00280777+0.00126303j -0.00274628-0.000159619j 0.000367502-0.00204241j 0.00168772-0.000453894j 0.00196576+0.00108521j 0.000560678+0.000633697j 0.000328597+0.00302292j 0.00351579-0.00161757j -0.00541293+0.00243342j -0.00397081+0.00193221j -0.00569556+0.00235944j 0.00148618+0.00019325j -0.000127282+0.00193116j 0.00320804-0.00256002j -0.00383277+0.00965555j 0.00120981+0.00552432j 0.00150667+0.00624148j 0.000587008+0.00230536j 0.00668153+0.00319937j 0.000437542+0.0040784j 0.00728735+0.00564129j -0.00377666-0.00391041j -0.00202717-0.00592159j 0.000853053+0.00296237j -0.00751108-0.0110938j -0.00702549-0.000117684j 0.00217182-0.0015513j -0.00111179-0.00106382j -0.00292609-0.00192405j 0.000652169-0.00325983j 0.00329151+4.87082e-05j -0.00280133-0.00223248j 0.000735265+0.00475955j -0.00314487-0.00333205j 0.00119676+0.000103838j 0.00137003-0.00194605j -0.00155595-0.000909531j -0.00396725-0.00450933j -0.00147065-0.00512007j 0.000224081+0.00418642j 0.00217232+0.00236883j -0.00119004-0.00191239j -0.00128589-0.00547317j 0.00130135+0.00116301j -0.00220074-0.00667378j 0.00152368+0.000181351j 4.40609e-05+0.0033384j -0.000658484-0.000988822j -0.000784243-1.30262e-05j 0.000941299+0.00235418j 0.000669361-0.00116023j -0.00321921-0.00567831j 0.000919854-0.000524127j -0.00153548-0.00338528j 0.00211688+0.000881811j -0.00124695-0.00119988j -0.00165847-0.00264947j 0.00290374-0.000562681j 2.52797e-05-0.00424493j 0.00180155+0.000193635j 0.00352912+0.00101235j -0.00425493-0.00323569j 0.00402888+0.00430959j -0.00118074+0.000194443j -0.00414725-0.00119719j -0.0030952-0.00519899j 0.00389784+0.00394427j 0.00354447+0.00506653j -0.00205382-0.00337478j -0.00202742-0.00159009j 
-0.00110217+0.00234007j 0.00236152-2.62249e-05j 0.00294917-0.00117201j -0.00231276+0.00402738j 0.00229093-0.00499818j 0.00118501-0.00165687j -0.00147377+0.00163906j -0.00116996+0.002909j 0.00106933-0.00348824j 0.00270947+0.0036872j 0.0014333+0.00326551j 0.000619419+0.00222033j -0.00067211+0.000938896j 0.000310609+0.00277678j -0.001548+0.0014358j 0.00297809+0.000590666j 0.00305481-0.000997602j 0.0029627-0.000490494j -0.000351803+0.00192687j -0.000738482+0.000797976j 0.000693737-0.00148192j -0.0003688+0.00680075j -0.00331427+0.00549132j -0.00216753+0.00683314j -0.00128183+8.65624e-05j -0.00433865+0.00237305j -0.0033773+0.00518597j -0.00582646+0.00642557j 0.000838861-0.00132952j 0.00375762-0.00373422j -0.00349534+0.00165814j 0.00791062-0.00363259j 0.000968192-0.00326511j -0.000783215+0.00162658j 0.000914085-0.00184328j 0.00354785-0.00158766j 0.00464366-0.00374015j -0.000258614-0.00258355j 0.00239883-0.0018763j -0.00401052-6.11398e-05j 0.00452696+0.000457583j 0.000148149-0.0013717j 0.00155053+0.000384167j 0.000741124+0.000768251j 0.00306267-0.000314002j 0.00258687-0.000128918j -0.00150983+0.000294378j -0.00168401-0.000160724j 0.00243831+0.000398252j 0.00478256+0.00148552j -0.00186902+0.000287681j 0.00397759-0.000917488j -0.00123846-0.00062137j -0.00106666-0.000262334j -0.000529194-0.00367989j 0.000205341+0.00186733j -0.00257954+0.00246791j 0.00138549-0.00245697j 0.00393373-0.00177262j 6.06481e-05-8.17639e-05j 0.00345518-0.000755292j -0.00193545+0.00162257j -0.000360292+0.00225477j 0.00288985-0.00107925j -0.00136287+0.00276964j 0.0023926-0.000318163j -0.00114223+0.00144896j -0.00116793+0.000235442j 0.00435604-0.00135917j -0.00420134+0.00103007j -0.000234227+0.000434501j 0.0013183-0.00032037j 0.00389114-0.000457552j -0.00204286-0.000723164j -0.00353441-0.000345171j 0.00201238+0.000388583j 0.000483151+0.000552185j 
