-0.0120974-0.010091j -0.01296+0.000512465j -0.00978483-0.00163054j 0.00862153+0.00184973j 0.00146217+0.00294999j -0.0130621-0.00818712j -0.00356659+0.00256765j 0.0232681+0.00419073j -0.00562157-0.00292059j -0.00287805-0.00773332j 0.00549703+0.00819432j 0.00305545+0.0025272j -0.0140002+0.00334499j -0.0149674-0.000466824j -0.00404482-0.00232053j -0.00811461-0.00458199j -0.00640687+0.00110252j -0.00577064-0.000886729j 0.0155182-0.00297605j -0.00286526+0.00455336j 0.00350858-1.9039e-06j -7.24324e-05+0.00363635j -0.0052825-0.000223945j 0.00225502+9.99223e-05j -0.00554181+0.00516658j -0.00452726-0.000722651j 0.00307035-0.000292603j -0.00574554+0.00372992j 0.00969712-0.00241439j 0.000493067+0.000900263j -0.00202724+0.00127049j -0.000271339+0.00150416j -0.000630688-0.00141633j -0.00922638+0.00297471j 0.000129791+0.000784387j -0.000359008-0.00292604j 0.00192642-0.00151871j 0.00234545-0.0019432j 0.00220668-0.00235j 0.00523487-0.00641292j -0.00299381+0.000104567j -0.000131303-0.0016275j -0.000710006+0.00223699j -0.00171199-0.00143656j -0.00374233+0.000746441j -0.00420948+0.00318853j 0.00492339-0.00348838j 0.000166784-0.00373279j -0.00215783-0.00245787j 0.00420095+0.000933744j -0.00533016+0.00485081j -0.00348593+0.000749089j -0.00573262+0.00402343j -0.000851856+0.00276611j 0.0123046-0.00167049j -0.00335481+0.0100681j 
-0.000287946-0.00235077j -0.000931658-8.762e-05j -0.000466471-0.00292515j 0.00146597+0.000816675j 0.00198813+0.00351319j -0.00431775-0.00648468j -0.00859121-0.00743152j 0.00326211+0.00680476j -0.000865321-0.000503376j 0.00381269+0.00371395j 0.00340027+0.00534293j 0.00921558+0.0107668j 0.00828222+0.00871451j 0.00219334+0.00274778j 0.00104373+0.0015989j 0.00707272+0.0113355j 0.0109393+0.00343611j -0.00424654-0.00381011j -0.00571504-0.000484425j -0.00568481-0.00106816j -0.00979035-0.00222627j -0.00437294-0.000412348j 0.00406909+0.00122202j 0.00485278+0.00621508j 0.00124187-0.000194296j -0.0117133-0.0079665j 0.00638405+0.000592518j 0.00482442+0.00301564j -0.00547549+0.000653629j 0.00331879-0.000206439j -0.00262408-0.00227972j -0.00655525-0.000913193j 0.00433927+0.000567586j 0.00515737+0.000412153j 0.00689256+0.000319444j 0.00349348+0.00204716j -0.00219036-5.81276e-05j 0.00597268-0.00051757j -0.000519614-0.000230305j -0.000591735+0.000734992j 0.00430533-0.000329552j -0.0102022-0.00192299j -0.00855249+8.91239e-05j -0.0089007+0.00128147j 0.00237735-0.00223719j 0.00514093-0.000145112j 0.00464438-0.00573858j 0.00215033+0.002844j -0.00398976+0.00135073j 0.00979132+0.00174145j 0.000120263+0.0048072j -0.00363085+0.00028104j 0.00021726+0.000655325j 0.00115969+0.000829045j -0.00030879-0.000146695j 0.0010458+4.68747e-05j 
-0.00168652+0.00286206j 0.000991512+0.000934756j -0.00361754+0.000285901j -0.000247472-0.00520449j 0.00121547-0.005576j -0.00717398+0.00310349j -0.00589559+0.00713011j 0.00665954+0.000128572j -0.000934906+0.00153226j 0.00137768-0.0054185j 0.00602113-0.00215896j 0.00885246-0.00926223j 0.00489886-0.00972935j 0.00342583+0.000735851j 0.0096677+0.00515082j 0.0128253-0.00508262j 0.00114677-0.00957746j -0.00719589+0.000466548j -0.00179677+0.00584822j 0.00273242+0.00594163j -0.00289732+0.00608254j 0.00104692+0.00469079j 0.00349079-0.00274289j 0.00177298-0.00515323j -0.00165905-0.00210983j -0.00979443+0.00872522j -0.000691371-0.00598396j 0.00299649-0.0049888j 0.00351333+0.00603871j -0.00575694-0.00422211j -0.00050928+0.00165654j -0.00267988+0.00655275j 0.000778353-0.00415027j 0.00126151-0.00386525j 0.00386701-0.00561782j -0.000311489-0.00403409j 0.00263501+0.00268949j 0.000474066-0.00475605j 0.00112452-0.000136668j 0.00299687+0.00143576j 0.0013712-0.00400306j -0.00065303+0.00901891j -0.000403844+0.00711182j 0.000302512+0.00759012j -0.000621787-0.00208614j -0.00135172-0.00268714j -0.00492537-0.00540378j 0.000734712-0.00287095j -0.00101636+0.00246292j 0.00178331-0.00891672j 0.00600757+0.00078227j 0.000988021+0.00491426j 0.0028216-0.00104157j -0.00199824-0.00261765j -0.000109562+0.000897898j -0.00174765-0.00117552j 
-0.00067996+0.00252031j -0.000363658+0.00346808j -0.0015855-0.00229276j -0.000806542-0.00731146j -0.00187241-0.00719141j 0.00285834-0.00119201j 0.00376705-0.00415324j -0.00256774+0.0091791j -0.00151121+1.58383e-05j -0.00266608-0.00594783j -0.00147606+0.00471759j -0.00756726+0.000139193j -0.00900017-0.00211932j -0.000499116+0.00554895j 0.00936158+0.0173366j 0.00229496+0.01054j -0.00436445+0.00609339j -0.00413513-0.0138482j 0.000780086+0.00168255j 0.00884684+0.00309492j 0.000601729-0.00647191j 0.00332807+0.00170733j 0.00203542+0.00203776j -0.00314559-0.000214948j -0.000548907-0.00208848j -0.0013843-0.00779307j -0.00183344+0.00272135j -0.00266008-0.00038677j 0.00460314-0.000397574j -0.0119425-0.00716728j 0.00184373-0.00299828j -0.00319761-0.00391853j -0.000223278+0.000540097j 0.0019728+0.00590662j 0.00406378+0.00424074j -0.00309258-0.00084209j 0.00327417+0.00205765j -0.00169228+0.00421241j 6.78567e-05-0.000194794j 0.00476939+0.00404946j 0.00070344+0.00156336j 0.00265557-0.00459978j -0.000408808-0.00613112j -0.00237961-0.00598328j 0.00239489+0.00305023j -0.00322266+0.00476936j -0.000306104-0.000406478j -0.00442015-0.00229979j -0.00621873-0.00430154j -0.00327273+0.00156552j 0.00175408+2.68769e-05j 0.000871467+0.00248089j 0.00483527+0.00101196j -0.00131289-0.00252169j -0.000271296-0.0020254j -0.000357666+0.00031992j 
-0.00405006+0.0028194j 0.00155688-0.000961819j 0.00145171-0.000717693j 0.0103228-0.004415j 0.00939194-0.00132522j 8.13132e-05-0.00251963j 0.00150315+0.00274119j -0.00776102+0.00146717j -0.00231596-0.00119369j 0.00584436-0.00364071j -0.00167104-0.002086j 0.00680688-0.00292218j 0.00707299-0.00873118j -0.00564484+0.00407455j -0.0175052+0.00662978j -0.00573269+0.00323301j 0.00268122+0.00187892j 0.00893303-0.00421823j -0.000318565+0.00216688j -0.00523152+0.00816563j 0.00449989-0.00346249j -0.00131123+0.00947086j 0.00163632+0.00629678j 0.00154001-0.00607075j 0.00194825-0.00339891j 0.00366115-0.00499794j 0.000694352-0.004505j 0.000660886-0.00294162j -0.004022+0.0065085j 0.00728596-0.0105791j -0.000930309+0.000842307j 0.00117442-0.00308817j 0.00334911+0.000553813j -0.00525386+0.00108521j -0.00122825+0.00648395j 0.00236011-0.00731231j -0.00303385+0.00441054j 0.000126721-0.00107137j -0.00136729-0.000826575j -0.0054618+0.00318848j 0.00145701+0.00159465j 0.00112551+0.0033395j 0.00331188+0.00152343j 3.92701e-05-0.00197743j -0.00334679+0.000137585j -0.00179545-0.00554072j 0.00253227-0.00242676j 0.00324351-0.00465632j 0.00202582-0.00720194j 0.00217936-0.000951016j 0.000504811+0.00495049j -0.00285615+0.00295596j 0.000614334+0.00577396j 0.00230774-0.00506617j -0.00201942+0.00280478j -0.00181469-0.0046503j 
-0.00674361-0.000393799j 0.00467559+0.00413865j -0.00489904-0.000791045j 5.31052e-05+0.00658713j 0.00335139+0.000545609j 0.00837331+0.0024549j -0.00381988+0.000312893j 0.00225402+0.000239484j -0.00179957-0.00196582j -0.00318072-0.000615413j 0.00336175-0.000999284j -0.00439469+0.00201637j 0.00439945+0.000753653j -0.00442423-0.00584788j -0.00400626+0.00120876j 0.0102579+0.00117103j -0.000124641+0.00191305j -0.00407878-0.00178897j 0.00911749+0.00263496j 0.000498603-0.00302029j 0.00702845+0.00484729j 0.000854958+0.000612709j -0.01046+0.001736j 0.0118462-0.00225361j 0.00513585-4.12968e-05j 0.00206665+0.00137163j 0.00726325+0.000713565j -0.00327144-0.000356001j -0.006222-0.000468566j -0.00343203-0.000223465j -0.00235085+2.83818e-05j -0.00439002+0.00483708j -0.0007512+0.00376926j 0.0035-0.00259511j -0.00587639+0.00119557j 0.00520365+0.00128647j -0.00290168+0.000833356j -0.00450096+0.00366972j -0.00419302+0.00293355j -0.000822329-0.000504921j -0.00497712+0.00297992j -0.00336284+0.00344785j -0.000825984+0.000559856j 0.000525328+0.000250517j 0.00232961+0.00066481j 0.000799241-4.5652e-06j -0.00678465+0.00368368j -0.00272867+0.003705j -0.00393306+0.00646034j -0.00135416+0.000827574j -0.000942806-7.91215e-05j -0.00527285+0.00434265j 0.00301783+0.00357259j 0.0122091-0.00524836j 0.000796746-0.00179671j 0.00427614-5.59854e-05j 
-0.00532983-0.000675065j -0.0112571-0.00435472j -0.00788436+0.000382516j -0.00250006-0.00196681j 0.00533952+0.000613189j -0.000204409-0.00135456j -0.00218843-0.00364173j -0.00217033-0.00247335j 0.000159975+1.79468e-05j 0.00412253+0.00326477j -0.000342569-0.00198589j -0.00591856-0.00386311j 0.00139519-0.00114907j -0.00159759-0.000330431j 0.00271527+0.00184197j 0.0016235+0.0041111j -0.00753887-0.00225816j 0.0134412+0.00353331j -0.00815923+0.00177993j 0.000839192+0.000753897j 1.764e-05-0.00173043j 0.00458254-0.00100721j -0.00370805-0.00224592j 0.00497483+0.00422255j 0.00676329-0.000547258j -0.00647776-0.000963722j -0.00136586+0.00103265j 0.00479807-0.00233922j -2.06986e-05+0.000401999j 0.0055452-0.00242936j 0.00883094-0.00167929j -0.00337449-0.00117171j -0.00345372+0.000142826j 0.000905223-0.00230635j -0.000774032-0.000545038j -0.0017888+0.00126585j 0.0067984+0.000276458j -0.00424407+0.000995853j -0.000453001-8.27497e-05j -0.00377061+0.00492357j -0.00383037-0.000225362j -0.00393933+0.000570391j 0.00465774-0.00149738j 0.00536518-0.00153041j 0.000656833-0.00226259j -0.00956625+0.00131436j -9.78801e-05+0.00264544j 0.000754205+0.00067056j -0.000770912+0.00107502j 0.00789384-0.0026432j -0.00203571-0.000122784j -0.00197116+0.00202548j -0.0008278-0.000197251j -0.000291419-0.00120265j 0.0119479-0.0018272j -0.00184784+0.00111294j 
-0.00071691-0.00684307j -0.00576867-0.00852388j -0.00214554-0.0023943j -0.00701303-0.00858369j -0.0004364+0.000808655j -0.00387332+0.000550141j 0.00571682-0.00055244j 0.00174636-0.00286924j 0.000343668+0.000884339j -0.00190667+0.00142175j 0.00122442-0.00530079j 0.000492317+0.00198221j -0.00583379-0.00119439j 0.00472176-0.00027196j 1.0889e-05+0.00421494j -0.000875129+1.73003e-05j 0.0076654-0.000986178j 0.0015372+0.00931478j 0.00203671-0.00369975j -0.0020391-0.00315333j -0.00322649-0.00165133j 0.00962982+0.00565916j 0.00127757+0.000767377j -8.05018e-05+0.00345794j -0.00210016+0.00483752j -0.00293996-0.00514041j -0.002474+0.000677391j -0.00459228+8.4345e-05j 0.00274506+0.00507338j -0.00178892+0.00546159j -0.00209065+0.00718866j -0.0019934+0.000582216j -0.000208046-0.0012323j -0.000686032-0.0010783j 0.00257466+0.00354351j -0.0028668-0.00402696j -1.15099e-05+0.00219241j 0.00135952-0.00140491j -0.00380672+6.31955e-05j -0.00308962-0.00654775j 0.00111605-0.00460875j 0.00149421-0.00563358j 0.0022283+0.00605207j 0.00107924+0.00146695j -0.0017541-0.00162614j 0.00225473-0.00738455j -0.000626564-0.000525733j -0.00513942+0.00148709j -0.010068-0.00625547j -0.000252531+0.00558209j 0.00399308-0.00416728j 0.00143665+0.00239303j -0.00476991-8.40898e-05j 0.000809487+0.0058614j -0.00705476-0.000361558j 0.00649161-0.012213j 
0.00215803+0.00737424j -0.00465766+0.000774319j 0.0037262+0.00222048j 0.00030061+0.00744712j -0.00517783-0.00554302j -0.00549633+0.00339509j -0.000178378+0.000953453j -0.00078849+0.0061295j -0.000368633-0.000219686j 0.00151351+0.00215494j -0.00527037-0.00667372j 0.0022277+0.00671466j -0.0048022-0.0013038j -9.49494e-05+1.59434e-05j 0.000390191-0.0013898j 0.00357002-0.00320958j 0.00507929+0.00128732j 0.00158272-0.00421315j 0.00465118+0.00116975j -0.00110145-0.00250751j -0.00600007-0.000502403j -0.000111005-0.00470356j 0.00100417+0.00669978j 0.000872272-0.00692816j -0.00562279-0.00294117j 0.00184466+0.00224098j -0.00132501+4.14734e-05j -0.00238149+0.000625004j -0.000998267+0.00107193j -0.000260773+0.00261976j -0.00287202+0.00385748j 0.0055157+0.00863047j 0.00221225+0.00635778j -0.000520463-0.0041471j 0.00428982+0.00651571j -0.00701078-0.00200889j 0.00105965-0.00521074j -0.000210217+0.00174779j 0.000259989+0.00335246j -0.0028359+0.00314004j -0.000800903+0.00149297j -0.00637476+0.00106185j 0.00545718-0.00116632j -0.00439417-0.00300665j -0.000545054-0.00642357j -0.00114016+0.00835425j -0.0049445+0.00443722j -0.000491798-0.00103085j -0.00753264+0.00701304j -0.0010928-0.00430795j -0.00036473-0.00219269j 0.00203704+0.00231873j -0.000261961+0.0146563j 0.0133384-0.00593127j 0.00600862-0.00317361j -0.00674075+0.0022973j 
-0.00294396+0.0013866j -0.00115331+0.0111327j 0.00086032+0.00119434j -0.00729882+0.00167038j 0.00418767+0.0039968j 0.0016571+0.00302289j -0.00347245-0.0046778j -0.0042199-0.000792304j 0.00170306-0.00021664j -0.000709332-0.00392404j 0.000701486+0.00385845j -0.00384552-0.00458352j 0.00175977+0.00381945j 0.00522063-0.00221222j -0.00484451-0.00226679j 0.000534383+0.00160776j -0.000814398-0.00274386j 0.00488805-0.00716453j -0.00291975+0.00476386j 0.000717147-0.00249951j 0.00125671+0.00994712j 0.00636194+4.68726e-05j -0.00436448-0.00169095j -0.00254282+0.000907868j -0.00247043+0.0032879j -0.00594354-0.000252993j -0.00195825+0.00476863j 0.000916781-0.00073564j -0.00193735-0.00148028j 0.00470746-0.000955948j 0.006063-0.000217303j -0.0112958-0.00382307j 0.000415675+0.000748689j -0.00737108+0.00209139j 0.00017663-0.00312292j -0.00323112+0.00579707j 0.00560978-0.00610046j -0.00552474-0.00147805j -0.000201552-0.00133267j -0.00177204-0.00183187j 0.000913655-0.00135699j -0.00384981+0.00274856j 0.000926534-0.00281943j 0.00297846+0.000811718j -0.00798432+0.0056484j -0.00382377+0.00263569j 0.00147723-0.00401719j -0.00564219-0.00465692j 0.000673641-0.00280134j 0.00456692-0.00371333j -0.00114438+0.00568832j -0.00583806-0.00526666j 0.00419788+7.11845e-05j -0.00402007+0.00375282j -0.0020683+0.0107772j -0.0156472+0.000611994j 
-0.00386546-0.000983997j 0.00107869+0.00483235j -0.00290664-0.00230626j 0.00066361+0.00236733j -0.000293796+0.00411347j 0.00455566+0.0039001j 0.00184422-0.00045916j 0.00165028+0.0014793j 0.00163236-0.00138618j 0.00376208-0.000569341j -0.00811291-0.00377j 0.00882368+0.00182983j -0.000685099+0.00653891j -0.00662806-0.00152445j 0.00444569+0.00531644j -0.00809236-0.00407739j -0.00222969-0.00554674j 0.00220581-0.00144732j -0.000953278-0.00441149j -0.00691565+0.000541358j 0.00287763+0.00492867j 0.00609443-0.00273912j 0.0112781+0.00597008j -0.00099009+0.00175108j 0.00838111+0.0117364j -0.00435062-0.000989028j 0.00454082+0.00161564j -0.00200986+0.00516611j 0.0106728-0.000577481j 0.00722279+0.000433666j 0.0101263+0.00527384j 0.0103453+0.00434662j 0.0060231-0.00257916j -0.00536676+0.00173808j 0.0101218-0.0034374j 0.000277071+0.0044556j -0.0084635+0.00184583j 0.00416678+0.000984451j -0.000798352+0.00158953j -0.00965312+0.00155187j -0.00227693-0.00222755j 0.00201045+0.000763006j 0.00696805-0.00143424j 0.000179001-0.00337838j -0.00311878+0.00342581j 0.0031107-0.00663556j 0.00210203-4.01644e-05j -0.000838271+0.00801628j -0.00981178+0.00926335j -0.00141352+0.0029846j 0.00410852-0.00529891j 0.00261524+0.00775117j 0.0113314-0.00135534j 0.00145553-0.00944786j -0.0037253+0.00439341j -0.00438638-0.00314683j 
-0.00265396+0.00267843j 0.00118255+0.000980456j 0.000954744+0.00149274j -0.00672089+0.00451732j 0.00454701-0.00377902j -0.00368966-0.00128706j 0.00138823-0.00132355j 0.00333443-0.00187934j 0.00117857-0.000172977j 0.0035709-0.00348718j -0.000689915+0.00206381j 0.00097358-6.44453e-05j 0.0078774-0.000375936j 0.00378907-0.00141309j 0.00796775-0.00276692j -0.00242643+0.00422954j -0.00592507+0.00181789j -0.00375226+0.00360044j -0.000410644+0.000755982j -0.00316547+0.00832049j 0.00912229-0.00884635j 0.00377159-0.00474672j 0.00461279-9.14137e-05j 0.00992514-0.0068034j 0.00980021-0.00793154j -0.00696286+0.00471848j 0.00167888-0.000292298j 0.000733935+0.0012157j 0.00219071-0.00223663j 0.000636077+0.0022213j 0.00489261-0.00776011j -0.000683293-0.00557486j -0.00486598-0.000412933j 0.00118851+0.00942959j 0.000630415-0.00344086j 0.00207696-0.00608184j 0.00212671+0.00479749j 0.00141675+0.000973153j -0.000213249+0.00229602j -0.00327606+0.0038224j -0.00269178-0.00344637j -0.00489037-0.00356696j 0.00345391-0.00404285j -0.0015411-0.00120914j 0.000986536+0.00738204j -0.00477632-0.00690268j -0.00122783+0.00264894j 0.00355926+0.00403681j -0.00128734+0.00105214j -0.00138346+0.00244847j -0.00384236-0.00853287j 0.00328467-0.00503851j -0.00436099+0.000717753j 0.00349385+0.00537728j -3.52079e-05+0.00568031j -0.00522518-0.00376268j 
-0.00262792+0.000662231j -0.00251865+0.000228622j -0.00136096+0.00104784j -0.000190716+0.00159107j -0.00190513-0.000917273j 0.00420875-0.00266823j -0.000681675-0.00171738j -0.00160608-0.00282507j -0.00270593+0.00163664j -0.00354193-0.000235241j -0.00316592+0.003558j 0.00119042-0.00400729j -0.00392843-0.000243746j -0.00243756-0.00131672j 0.00286039-0.00842883j -0.00172047+0.00463177j 0.000139174+0.0035059j 0.00541016+0.00410489j -0.000262216-0.00122732j 0.00278158+0.00836644j -0.00644435-0.0061838j -0.00197271-0.00375375j 0.00543432-0.00766521j -0.00277367-0.00136233j 0.00504726-0.0139572j 0.00332308+0.00232169j 0.00137674-0.00690725j -0.00145973+0.000162547j 0.00551497-0.00840966j 0.000637389-0.00198966j -0.00173489-0.00533855j 0.00276342-0.0029498j 0.00115293-0.00227298j 0.00416481+0.000138048j -0.00158748-0.00432926j -0.0024853-0.00225309j 0.00398877+0.00790169j 0.00148168-0.00595527j 0.00110553-0.00150802j 0.000618687+0.00415221j -0.00241686+0.00511464j 0.00154836-0.00321556j 0.000949797-5.5076e-05j 0.000299498+0.00219604j 0.00539224-0.00148135j -0.00572866-0.00434896j 0.000353527-0.00345895j 0.00597019+0.00369962j 0.00118097+0.00975431j 0.00700461+0.00222195j -0.00341058+0.00249934j 0.00237491+0.000184649j -0.00134632-0.00116066j 0.000122733-0.00288451j -0.00215253+0.000994915j -0.00185533-0.00602614j 
-0.000986231-0.000383365j 0.00414753-0.0036937j -0.0023803+0.00192749j 0.00149614-0.00323028j 0.00297943-0.000963679j -0.00307789-0.00636356j 0.00130107+0.00129423j -0.000628625-6.46556e-06j 0.003552-0.000203617j 0.00447235+0.000370797j 0.00255823-0.000783323j 0.00171398+0.000643623j 0.00531315-0.000600983j -0.00460398+0.00318707j -0.00089066+0.000155856j -0.000834099+0.0024081j -0.000478645+0.000908837j 0.0023987+0.00205556j 0.00177939-0.00251912j 0.00456144-0.00177358j -0.000735858-0.00106182j 0.000725261-0.0042436j -0.000773311-0.00565438j 0.00612611+0.00129395j -0.00543051+0.000895033j -0.00149623+0.000980253j -0.000859268-0.00326334j 2.90698e-05+0.0033603j -0.00358753-0.00323688j -0.00056871-0.00273855j -0.00381398-0.000154633j 0.00391022-0.00367152j -0.00504621-0.00430776j 0.00245025+0.000107229j -0.0037223-0.00328085j 0.00572829-0.000103427j -0.00112452-0.00096077j 0.00245728+0.000917419j -0.00539424+0.00370103j 0.000947734+0.000373963j 0.00204231+5.68877e-05j 0.00256895-0.00182258j -0.00174173-0.00418237j 0.000683627-0.00528948j 0.00286982-0.000236867j -0.00110137-0.00140531j -0.00124209-0.00115345j 0.00405824-0.00388926j 0.00239386-0.00179019j -0.00410923-0.000118335j 0.00522619-0.0062316j 0.00361968+0.00292089j -0.00247724-0.00802091j -0.00549861+0.000655881j 0.00297919+0.00160832j 0.0031141+0.00337783j 
0.000906282+0.000205942j 0.0030263-0.00431165j 0.00200125-0.00123948j -0.0031035+0.00311398j 0.00324126-0.00564826j 0.0020336-0.00326371j -0.00417433+0.00270047j -0.00443247+0.00389836j -0.00249294+0.00134591j -0.00507286+0.00487687j 0.00361322-0.00402231j -0.00646617+0.00412699j -0.00212789-0.00106992j 0.00164893-0.00645208j 8.489e-06+0.00348737j 5.85286e-05-0.000284258j -0.000695351+0.00102798j -0.00215261+0.00393584j 0.00238197+0.00401633j -0.00596109+0.00458593j 0.00678099-0.00650365j 0.00245389-0.00385653j -0.00194826+0.00609103j -0.00109326+0.00844179j 0.00566572-0.00148878j 0.000780399+0.00275481j 0.00291056+0.000242914j -0.00188271-0.00419857j 0.00164103+0.0032492j -0.00186728-0.00225008j -0.00182892-0.00530701j -0.00661876+0.0160729j -0.000258296-0.000934942j 0.00244849+0.00821711j -0.00427718+0.00359401j 0.00323866-0.0017243j -0.00109615-0.00151036j -0.00169019+0.00229478j -0.00093538-0.00425282j -0.00318649-0.00284092j -0.000561626-0.000916781j 0.00419444-0.0012374j 0.000236679+0.00828089j 0.00321819-0.00093907j 0.00419841+0.00566917j 0.00192404-0.00110552j -0.00324137-0.00815989j -0.00264882+0.00734582j -0.00586825-0.00568343j 0.00210465-0.00261823j 0.00517951+0.0057134j -0.00413147+0.00377306j -0.00718378-0.0031486j 0.00314862+0.0116457j 0.00382682+0.00576325j -0.000378566+0.00264321j 
0.00557762+0.0019873j 0.000861916-0.00654446j 0.00216889+0.00428305j 0.0010987-0.00471898j 0.00258187-0.000680066j 0.00282605-0.000110582j -0.00132881-0.00153776j 0.00369952+0.0027544j -0.00567192-0.00458672j -0.0037998-0.0054132j -0.00538858-0.000389952j 0.000474289-0.00615054j 0.000305431-0.0033746j 0.00820615+0.00881527j 0.00176959+0.00105583j -0.00292986-0.000416536j -0.00409752+0.000196202j -0.0131343-0.00398273j -0.00313572-0.000900109j -0.013122-0.00714847j 0.0110876+0.00263968j -0.006894-0.00311948j -0.00017446+0.00123775j -0.00456465-0.00203845j 0.0170081+0.00624782j 0.00345483+0.00168027j 0.000319836-0.000798305j 0.00762742-0.0029338j -0.00302273+0.00183371j -0.0025085-0.00377212j 0.00956886-0.00138272j 3.00718e-05-0.0029758j 0.00182724+0.000633877j -0.00710748+0.000912635j -0.00198541-0.00155156j 0.00461021-0.000547919j -0.00744418+0.00314702j 0.000744709+0.000402648j 0.00884252+0.00119815j 0.000297924+0.00328027j -0.00167747+0.000863528j 0.00103378+0.00235628j -0.0054682+0.000151031j -0.0100863+0.00149059j -0.00341338+0.00193694j 0.00313095+0.00210503j -0.000809571+0.000543472j -0.00845848-0.000632909j 0.00101822+0.00456202j 0.00169564+0.00419245j -0.00692326+6.86361e-05j 0.00387851-4.69238e-05j -0.00266867-0.00519838j -0.00566677-0.000804571j 0.00539844-0.00295156j 0.00326576+0.00630946j 
0.000804903-0.00203845j 0.000496434-0.000620675j 0.000219016-0.00406171j 0.00162352+0.00333023j -0.00183895-0.00322833j 0.00203873+0.0105086j -0.000496217-0.00703872j -0.00325015-0.00693366j -0.000373002-0.00466683j -0.00353366-0.00987421j 0.00257755-0.000349093j 0.00153355-0.00163341j -0.00136047-0.0115232j 0.000144506-0.00835692j 0.000279111-0.00244712j 0.00178893+0.0014626j 0.00216289+0.00694752j 0.00480968+0.00965847j 0.000235996-0.00238499j 0.00177674+0.000227524j -0.00576409-0.00718725j -4.39326e-05-0.0030409j 0.00291966+0.00146914j -0.0103222-0.0144243j -0.0019836+0.00469117j -0.00203713+0.00640114j 0.00432202+0.00338887j 0.00101504-0.00127653j 0.00477951+0.00715769j 0.00644069+0.00172275j -0.00279156-0.00180576j -0.0108984-0.00344098j 0.00217085+0.00593458j 0.00680933+0.00341223j -0.00113545-0.0032427j -0.00369997-0.00143017j -0.00153071-0.0025028j 0.00499488-0.000896407j 0.00475641+0.00390414j 0.000859706-0.000443624j -0.0071429-0.00323892j 4.05575e-05+0.00565781j -0.00987322-0.00358383j -0.00157363+0.000705956j 0.00464593+0.00456861j -0.0011648+0.000925894j 0.0118432+0.00158286j -0.00481175-0.00198278j -0.00726535-0.00532265j -0.000995678+0.0080107j -0.0115575-0.000508794j -0.00767009-0.00311226j 0.00419334+0.00117046j 0.00195533-0.000722427j 0.000552765-0.000209725j 0.00164695+0.00219326j 
-0.00517385+0.0025974j 0.000696183-0.00377409j -0.00186775+0.00417686j -0.00314916+0.00161238j 8.15712e-05-0.000314649j -0.00292159-0.00228373j -0.000520902-0.00272203j -0.00602271+0.00364901j 0.00255642-0.00635086j 0.000394155-0.00580163j 0.000440836-0.0104845j 0.00177235-0.00116073j -0.000254218-0.00414468j -0.00618618+0.00843199j 0.000720089-0.00320489j 0.00301692+0.00288224j 0.00045739-0.00241349j 0.00722043-0.0100322j -0.00298739-0.00694826j 0.00415146-0.010956j -0.00397714+0.00523614j 0.000223792-0.00587781j -0.00546765+0.000835979j 0.00173114-0.00499225j 0.000280245+0.0133415j 0.00135631+0.00691439j -0.00428962-0.00649257j 0.00175151+0.0047611j 0.000510095-0.00366267j -0.00229396-0.00241878j -0.000292847+0.00878282j -0.00706754-0.00197128j -0.00434112+0.0042893j 0.00250253-0.00600131j -0.00517573+0.00119349j 0.0031867-0.00197337j -0.00226035-0.00179541j 0.00063819-0.00319095j 0.00302041+0.00977722j -0.00311173-0.00205725j 0.000396049-0.00111386j 0.0009925-0.00554013j -0.00454844+0.00200948j -0.00448622-0.00989315j 0.0019355-0.00245781j -0.00772914-0.00314249j -0.00197448-0.00683217j -0.000391193-0.00473402j -0.00580999-0.00148694j 0.00156067+0.00390533j -0.00162675-0.00598909j 0.00169162+0.0017215j -0.00678258-0.00239239j 0.000707779+0.00539773j 0.0008793+0.00495357j -0.000781047-0.00605991j 
-0.000375034+0.00400801j 8.54583e-05-0.00288496j 0.0014353+0.00528951j -0.00294643+0.00103705j -0.000953594-0.000888232j 0.00549705+0.00591927j 0.000912706-0.000798668j -0.00370536-0.00255687j -0.000741918-0.00181835j 0.00311084+0.00482046j 0.00465004+0.0025235j 0.000877466-0.00136811j -0.00266762-0.00191439j 0.000302011+0.00753977j 0.00755643+0.00832293j -0.0049208-0.00497212j 0.00173286-0.00118675j -0.00176519-0.00980196j 0.0018651+0.00318366j -0.00199919-0.000413638j -0.00357473-0.00126483j 0.00621311+0.00439481j -0.00898141-0.00642336j 0.00283409+0.000415132j 0.0013403-0.000331866j -0.00276619+0.00320674j 0.0136593+0.000696869j 0.00791307+0.00557127j -0.00144791-0.00267471j 0.00279552-0.00380724j -0.00504934-0.000437578j 0.00510791+0.00131395j -0.00476638+0.000195639j -0.00515565-0.00462077j 0.000806239-0.000731883j -0.00569147-0.00136993j 0.00154854+0.00248213j -0.000345306-0.00336009j -0.00593885+0.00188329j -0.000728795-8.25309e-06j -0.00493395+0.00173487j -0.000531593-0.00188826j -0.000763861+0.00123191j 0.00483702-0.00220427j 0.00121628-0.00571355j 0.00544934-0.00342938j 0.00516652-0.00197987j 0.00187748+0.00194239j -0.00129919+0.00110201j 0.00298428+0.0039557j -0.00692478+2.52071e-06j 0.000290656-0.000233367j -0.00466048-0.00107882j -0.000498256+0.00212757j 0.00184197+0.00198165j -0.00115575-0.00231455j 
