-0.26913+0.0779484j 0.0467705+0.251669j -0.288615+0.0902483j -0.230257-0.350383j -0.223934+0.216201j 0.0619089-0.053721j 0.134152-0.0272838j -0.107824+0.0432765j 0.133355+0.274044j -0.166921-0.033065j 0.100073-0.142991j 0.140069+0.0556808j 0.216073-0.134727j -0.291468-0.0422337j -0.0184569+0.358329j -0.134392+0.00718646j 0.00636676+0.13264j -0.0578148+0.0285665j 0.0191168+0.0739439j 0.037057-0.00341208j -0.0360196-0.012595j 0.00445882-0.0353921j 0.0302075+0.00349595j 0.019797+0.0133716j -0.0153606+0.0271133j -0.01821-0.01914j 0.00906787-0.034241j 0.0105675-0.00205126j -0.00276283+0.00914778j -0.0309422+0.0121371j 0.0352876+0.0069745j 0.0088973-0.0139332j 0.0107579+0.0157638j -0.0151971+0.0211468j 0.0286538+0.0226982j -0.0136664-0.00495349j -0.0139101+0.0150313j -0.00666463+0.00487086j 0.00566694+0.00739697j -0.0102246+0.0456853j -0.0418566-0.00969701j 0.0302619+0.00121041j 0.00491671-0.0122412j -0.00352344-0.0119687j 0.00122307+0.0180711j 0.00251702+0.0171311j -0.0108232+0.0215148j 0.0274585+0.0132734j 0.00324101+0.00727474j 0.00971923-0.0201604j 0.00795951+0.00664075j 0.015675-0.00462916j -0.00409767-0.00617776j -0.0175306-0.0102034j 0.00329429-0.00957312j 0.0113298+0.00366536j -0.00844489-0.00463421j -0.00927892-0.0172764j -0.0015962+0.00404898j 0.000932628-0.00548023j 0.00172892+0.00192102j 0.00374494-0.0011957j 0.00723263+0.0191375j 0.00324248-0.011275j 0.0102111+0.00187497j -0.00531624-0.00868883j -0.00321617-0.00851406j 0.00713331-0.00553286j 0.0125485-0.0110577j 0.0020198+0.0140466j -0.00263174+0.0048079j 0.00771103+0.00796317j 0.000901981-0.00105651j 0.0124125-0.00874347j -0.0194916+0.0116276j -0.0103963+0.00791927j -0.00368112+0.00145383j 0.00160598-0.00302663j 0.00747088+0.0108342j -0.00236527-0.00553395j -0.00011659-0.00316793j -0.00271845+0.00156364j 0.00218764-0.0060489j -0.00301086+0.00310993j 0.0157475+0.0222915j -0.01563+0.00622277j 0.0130959+0.00038857j 0.00375089+0.00209081j -0.00106912-0.00849394j 0.0175363-0.00246816j 0.000334951+0.0155324j 0.00263731+0.00181025j -0.00378286-0.00392149j -0.00755981+0.00584705j -0.00545553-0.0102059j 
-0.00606021-0.00754036j 0.00766613+0.003793j 0.00841861+0.0105914j 0.00138131-0.00673769j -0.00726681+0.00750076j -0.00056329+0.0122204j 0.0200631+0.00173315j -0.00285765-0.00137633j 0.00230572-0.00300591j -0.00617995+0.00049503j 0.000122887+0.00428967j 0.000825697+0.00352177j 0.00185145+0.00272878j -0.0134815-0.00162098j 0.00677887-0.00448585j -0.0111152-0.00150071j 0.00398408+0.00159674j -0.00285827-0.000322061j 0.00181029-0.00122519j 0.00284686+0.00172676j 0.00466568-0.000745607j -0.000837199+0.00088424j 0.00332219-0.0102347j -0.00149546+0.00202673j -0.00197666-0.00861331j -0.0070128-0.00236031j 0.00326697+0.000656807j -0.00300489-0.00865469j 0.00307565-0.00895924j 0.00811813-0.00183924j -0.00294515+0.000638753j 0.00405525+0.000482534j 0.00169238+0.00501181j 0.00419306-0.00117538j -0.00174822+0.000341265j 0.000344931+6.94987e-05j -0.00147368+0.000991861j -0.0031994+0.00125347j 0.000571332-0.00883588j -0.00278537-0.0011212j -0.00165075+0.00732263j -0.00504453-0.000593964j -0.00314202-0.00809533j 0.00688204-0.00084832j -0.00548605-0.00735672j 0.00445073+0.000812986j 0.000807558+0.0145006j -0.0112653+0.00281096j 0.00334716+0.00328676j -0.00238842-0.00126408j -0.00167775+0.0158793j -0.00511059-0.00335972j -0.000771782+0.00608514j -0.00430812-0.012979j 0.00420889+0.0173337j 0.0134482-0.00010152j 0.00595607+0.00206089j -0.00360403+0.00117817j -0.00326911+0.00280087j 0.0061423+0.0104499j 0.0086894-0.00166462j -0.0135283+0.00790474j 0.00505082-0.000261142j -0.00349303-9.01976e-05j -0.0151797-0.0113729j 0.0114523+0.00130573j 0.0171238+0.0156941j 0.00672826-0.0108184j -0.00713099-0.0187942j -0.00216513+0.00607734j -0.00055673-0.00880739j -0.0187654+0.00619993j -0.00862813+0.00735212j -0.00225738-0.00217236j -0.00622333-0.00601214j -0.000507087-0.000889563j -0.00135335+0.00112436j -0.001251-0.0157463j -0.00410005-0.0030247j 0.00390247-0.00261523j -0.00482663-0.00101642j -0.00530539-0.00303265j -0.00550796-0.0013927j -0.00237125-0.00184956j -0.00672529-0.00219609j -0.00176009+0.00194175j 0.00491245-0.00335616j 0.0035571+0.00417245j 0.00135473-0.00162765j 0.00603977-0.00185097j 0.0034263+0.00182271j 0.00322443-0.000324494j -0.003815+0.00139601j -7.70699e-06+0.000620749j -0.00131566-0.000869922j 
0.00406203+0.0101034j -0.00454239-0.0084538j -0.00249885-0.00152941j -0.00211885+0.00491498j 0.0114343-0.0111706j 0.00443822-0.00202434j -0.0114365-0.0064135j -0.00318756-0.00444635j 0.000380963+0.00237175j 0.00133225+0.000853032j 0.0050497+0.000100153j 7.88256e-07-0.00217494j -0.000528374-0.00272399j 0.00841373-0.00225803j -0.00100293+5.37306e-05j 0.00669539+0.00116671j -0.00452652-0.000161513j -0.00101412-0.000476702j -0.00186736+0.00209722j -0.00297212+0.000513197j -0.0038305+0.00345425j -0.000915388+0.00404545j 0.00886234-0.00505287j -0.0192116+0.0110647j -0.0080113-0.00501407j -0.00737853-0.00404349j -0.00440116+0.00480875j -0.00230849-0.0116462j 0.00223506+0.00312698j 0.000829888+0.00253736j 0.00383599-0.00581342j -0.00170048-0.00269699j 0.00330359+0.00287574j -0.00073984+0.000403629j -0.000466146-0.00352j 0.000309291-0.000645956j -0.00093054-0.00276607j 0.00150864+0.000930202j -0.00297334+0.00432832j -0.00232677-0.0004136j -0.0018738-0.0057175j 0.00383117+0.00789606j -0.00139065+0.00192345j -0.0026516+0.00463858j 0.00576621-0.00425303j -0.000844568-0.00402572j -0.00265496-0.00754644j 0.013379-0.00563439j 0.00044913+0.000294464j 0.00352724-0.00280554j 0.00518018+3.82557e-05j 0.00702544+4.91865e-05j 0.00317074+0.00611728j -0.0113854-0.00522464j 0.0113395+0.027092j 0.00576433+0.00023458j 0.0120437+0.00996607j 0.00151464+0.00171314j 0.0104493-0.0316932j 0.0203289+0.024176j 0.00538762-0.00694255j 0.0210915+0.0126382j 0.0126185+0.00694602j -0.0199301+0.0125494j -0.00424784+0.00330687j -0.0243185+0.000614976j 0.0186155+0.0214619j 0.0022614-0.0152501j -0.00131797-0.0246336j 0.0110484+0.0189923j 0.00206365-0.0145856j -0.0127568-0.0157544j -0.00160008+0.00373317j -0.00763391+0.0180797j -0.00326373+0.00328237j 0.00844593-0.00698269j -0.00222859+0.00243446j -0.000833908-0.00250015j -0.00438428+0.00238408j -0.00103874+0.0114395j 0.000641917+0.00134556j 0.00102324-0.00152885j 0.00174761-0.00496609j 0.00177981+0.00135993j 0.00491819+0.00162721j -0.00698726+0.000787261j 0.00402721+0.0025281j 0.00308356-0.00154542j 0.00277+0.00247439j -0.00417331+0.00078941j -0.00193015-0.00360034j 0.0031005+0.00268175j 0.00185538-0.000852972j -0.00148187+0.00156527j -0.00235378-0.000927514j 
-0.0028295-0.0047229j 0.00304646+0.00268504j 0.0039343+0.00183234j 0.00105067-0.00288052j -0.00362434+0.00438361j -0.000550612+0.00344505j 0.00858602+0.00135335j -0.000194323+0.00194784j 0.000237619+0.00176475j -0.00450021-0.00142665j -0.00144157-0.000272809j 6.3875e-05+0.000954015j -0.00115963+0.000565749j -0.00555167+0.0019276j 0.00144308-0.000906482j -0.00604541-0.00157371j 0.00417729-1.89011e-05j -0.00116914-0.00142238j -0.00361535+0.000607332j -0.00561234-0.00206627j 0.00466118+0.00512073j 0.00688089-0.00264145j 0.00106346+0.00103458j -0.00620003-0.01381j 0.00118923-0.00894755j -5.05611e-05-0.00636091j 0.00945142-0.000683542j -0.000147218+0.00112193j 0.00613201-0.00288357j -0.0109778+0.00245707j 0.00655415-0.0114211j -0.00337549-0.00278471j -0.0113206-0.00233286j 0.00481184+0.000826943j -0.00376653+0.00466731j -0.000830946+0.00178324j 0.000420709+0.00336918j -0.000882228+0.000552455j 0.00368033-0.00291056j -0.00500324+0.00335157j -0.00157113-0.00220039j -0.00291186+0.00436148j -4.40843e-05-0.000738196j -0.00286288-0.000669898j 0.00210086+0.00551002j -0.00270802-0.00155553j 0.00635943+0.00381111j 0.000555198-0.00175046j 0.000594685-0.00338251j 0.00130879+0.015078j 0.00980262-0.0196361j 0.0297138+0.00936743j 0.012288+0.00799277j -0.0152737+0.0191839j 0.00328065-0.00800661j 0.00502066-0.0074833j 0.000124521-0.0137795j -0.00281552+0.00848382j 0.0171449-0.00333622j 0.00864013-0.00511649j 0.010172-0.0195907j 0.0277132-0.0085141j -0.0128493-0.0064145j -0.0164482-0.000783985j -0.00847915+0.0146477j -0.0290724+0.0186972j -0.023705-0.0095539j 0.0108147+0.0115481j 0.00261495-0.00965521j -0.00199938+0.00769256j 0.0101351+0.0157561j 0.0112758+0.0125317j 0.00794022-0.00697051j 0.00183253+0.00900017j 0.015599-0.00096403j 0.0154492-0.00290169j 0.00347619-0.00454508j -0.0121512+0.00554079j -0.00250817+0.0093149j 0.0123312+0.00649531j 0.00366498+0.00611284j 0.0012912+0.00548969j 0.0109747+0.000879248j -0.00416957+0.00424117j -0.000207748+0.0011566j -0.000734546+0.000155117j -0.000129302+0.00163221j -0.0042655+0.000389318j 0.00223638+0.00211378j -0.000927111+0.00452296j -0.00380822-0.00499006j -0.00168709+0.000228951j -0.00116308+0.00157024j 0.000591428+0.0021676j -0.00105295+0.00116464j 
-0.00376668-0.0113461j 0.00266912+0.0123375j -0.00106589-0.00547421j 0.0057237-0.00507636j -0.00981942+0.0114413j -0.00157184-0.00476379j 0.00571849+0.00340462j 0.00673961+0.0102409j 0.00396538+0.00715882j -0.00256733+0.00295483j -0.00193506-0.00438886j -0.00112858-0.000456929j -0.00372552+0.00385774j -0.00718177+0.00534886j -0.00385047+0.000539156j -0.00703249-0.00191505j 0.00547666-0.00196673j 0.00508679+0.000777622j 0.000739189+0.000456868j 0.00470645-0.00238591j 7.26341e-05-0.000597605j 0.00744403+0.00115195j -0.00484166+0.000661826j 0.0079722-0.00254184j -0.00441629-0.00160783j 0.000694369-0.00152855j 0.0072165-0.00524161j -0.0026919+0.000926436j -0.00157312-0.0113627j 0.00338198-0.00146753j 0.00253126+0.00429959j 0.000188541+0.00142927j 0.000845367-0.00350495j 0.00438471-0.00171914j -0.00219356+0.00497149j -0.00288506+0.000678502j 0.00147396+0.00178168j -0.00158965-0.00188134j 0.0078946-0.00248581j 0.00359216+0.0051438j 0.0052912-0.0030271j -0.00254125-0.00653195j 0.0051664-0.000361515j -0.00325339-0.0037916j -0.00223409+0.013671j -0.00362485+0.000288092j 0.0013546-0.0018551j -0.00892699-0.00226275j 0.000723084+0.0035924j -0.00537867-0.00886615j -0.00514845+0.0034552j 0.00151611-0.0023639j 0.0088276-0.0119103j -0.00243299-0.0175991j 0.0129029+3.39025e-05j -0.00269464+0.00415391j 0.0106541+0.00787214j 0.00407652+0.0101922j -0.0026945-0.000408675j 0.00304145+0.0112128j 0.00229951+0.000432647j -0.00737016+0.0144897j -0.00159491-0.00612429j -0.0246453-0.00239263j 0.003968-0.00254727j -0.0112179+0.00951152j 0.0170273+0.00864128j -0.00840136-0.00700453j 0.00838636-0.000580889j 0.00470405+0.0135951j -0.00983038-0.0170069j -0.00516863-0.0188744j 0.0143572-0.00156056j -0.00339749+0.0100225j -0.0150572+0.00634486j -0.00033275+6.38609e-05j 0.00167508-0.0026462j 0.00543447+0.00391163j -0.000728747+0.00330562j -0.00119955-0.000506313j -0.00689193-0.00497871j -0.00123325+0.00116726j 0.00333217+0.00470558j 0.00439122+0.00173094j 0.000975038+0.00169815j 0.000250306-0.00309183j -0.00558901-0.0010677j -0.00693066-0.00407322j 0.00298444-0.00320079j 0.000590393-0.00351379j -0.00152781+0.00143241j -0.00455634-0.0012404j 0.00237642-0.00161386j 0.000831074-0.000611153j 0.00377479+0.000398399j 
0.00714503+0.000157592j 0.00132588+0.00258131j -0.00344447-0.00082941j -0.00584134-0.00013389j 0.00675159+0.000681656j -0.00709875-0.0056968j -0.00306473+0.00975532j -0.00743752-0.0124863j -0.00399993-0.00524127j 0.0116195+0.00403703j -0.00792017+0.00670037j 0.00172489+0.00444787j 0.00680364+0.00125255j 0.00431594-0.00874771j 0.00246223-0.0017363j 0.000346253-4.56372e-05j 0.00670388-0.00430223j -2.56741e-05-0.000874338j -0.00298713+0.00188345j 0.00400395-0.00307529j -0.00456237+0.00839315j 0.013109+0.00708523j -0.00192212-0.00341559j -0.0198934-0.00273515j -0.00240067-0.00730792j 0.0025674-0.0067293j 0.0140791-0.00452459j 0.000865893+0.00661379j 0.000826219-0.00686307j -0.0106123+0.0131897j 0.00599644-0.00113987j -0.00484653-0.00418624j 0.00383172-0.0035756j 0.00366056+0.00385973j -0.00721189+0.00207272j -0.00112216+0.00313969j 0.00307528+0.00123853j 0.000487819+0.000960474j 0.00431431-0.00243786j 0.000185323-0.00130611j 0.000512261+0.00564019j -0.00287281-0.00265832j -0.00312765-0.00267443j -0.00235282+0.00283948j 0.00291532+0.0022425j -0.00217914+0.00505575j 0.00252507+0.00297718j -0.00574351+0.00194991j 0.00182125-0.00265192j 0.00577695-0.00541189j -0.00213838+0.00260508j 0.000391968+0.0017337j 0.00361846-0.0024314j 0.00373838+0.0104303j 0.00231573+0.00254674j -0.00367089+0.00121351j 0.00540146-0.00506269j 0.00648513-0.00675928j -0.00136935+0.0147397j 0.00414014-0.00217609j -0.0158822+0.0151369j -0.0119198+0.00349397j 0.00229358+0.000657342j -0.00159987-0.00224073j -0.00900727-0.00785642j 0.0105139-0.00490938j 0.016053+0.00933248j 0.00212548-0.000798679j 0.0117359+0.00215158j 0.00823763-0.0100508j 2.25381e-05+0.00437025j 0.00354482+0.00147348j 0.0020635+0.00161393j -0.00210144-0.00213018j 0.00724902-0.00107658j -0.00194962+0.0095221j -0.00131893-0.00322536j 0.00567102-0.00997861j 0.00918331+0.0092647j 0.00386822-0.00737589j 0.0114383-0.00576465j 0.00495454+0.00228728j -0.0059671-0.01112j 0.000521858-0.00384342j -0.00142571-0.000549579j -0.000496883-0.00619566j -0.00564248+0.00348769j -0.00208546-0.00486029j -0.00145916-0.0047944j 0.00139551+0.00130666j 0.00234476+0.00282896j -0.00042325+0.00110666j -0.00103506+0.000860478j -0.00191071+0.00196286j -0.000928169-0.000911741j 
0.0156479+0.0143927j 0.00488962+0.0190537j -0.0188485-0.00374067j 0.00767707+0.0139179j 0.0127766+0.015219j -0.0178168-0.00339161j -0.0106469-0.0108228j 0.0048193+0.00973508j 0.000788489+0.000212267j 0.00928393+0.00319467j 0.00294434-0.00530648j -0.000202299+0.00815437j -0.000250912-0.00738644j 0.00395193+0.00138447j 0.0045316-0.00257709j 0.00517698+0.000362936j 0.0105341+0.00300199j -0.00260303-0.00238848j 0.00102326-0.00270899j -0.00255542+0.00752061j 0.00575238-0.00449129j -0.00744216-0.00672348j 0.00217964+0.00667708j 0.00531398+0.000606598j -0.00890613+0.000734964j -0.004921+0.00443777j -0.00248047-0.00545062j -0.00240682-0.00527373j 0.00224007-0.00436089j 0.00258711-0.00471547j 0.000711555-0.00475353j -0.000303156+0.00582472j -0.000323524+0.000165335j -0.00185103+0.00321199j -0.000365275+0.00117171j 0.000644422+0.000183108j 0.000966046-0.000557646j 0.00355906-0.00537213j 0.00269719-0.00392322j -0.00462044-0.00323404j 0.00115473+0.00529328j -0.00193786-0.00434486j 0.000962645+0.000196957j 0.0057536+0.00113372j -0.00675688-0.000830775j -0.0019217+0.00112768j -0.00876422+0.00605245j -0.00917855-0.0109807j -0.00389798+0.00186347j 0.0049878-0.00593536j -0.00594219-0.00378741j 0.00658316-0.00398042j 0.00225827-0.00523995j 0.000548373-0.000193383j -0.00919289-0.0101615j -0.000353799-0.00426541j -0.00964214-0.0102765j -0.00294735+0.00556354j 0.00723434+0.00133984j -0.00487581+0.00112201j 0.0085707-0.01003j -0.00153141+0.00689094j 0.00227541-0.00361233j -0.00348521-0.00201801j -0.003394-0.00625741j 0.00350929-0.00308418j -0.0126814-0.00670336j 0.0055629+0.0066714j 0.00266903-0.00252735j -0.00375213-0.00922784j -0.00467212+0.00278406j 0.00331259+0.00124033j -0.00194382-0.00080758j 0.00435457-0.00195957j -0.00318865-0.00421019j 0.000694231-0.0077592j 0.00193711+0.000872486j -0.00089581+0.00262593j -0.00302138-5.52906e-05j -0.00180271+0.00283694j -0.00237252-0.000801457j -0.00521368+0.00138131j -0.00023427+0.0059334j -0.00281572-0.00128496j -0.00334944+0.00156509j 0.000846456-0.000933295j 3.25976e-05-0.00291737j 0.0022567+0.00233495j 0.00144391-0.000775361j 0.000619692-0.0018825j 0.00285625+0.00116791j -0.0017828-0.000246912j 0.000321595+0.00106205j -0.00147872-0.000356794j 0.00126717+0.000448439j 
0.00616811+0.00239901j 0.00467665+0.00763067j -0.00361392-0.000433917j 0.00352148+0.00313322j 0.00708373+0.0044003j -9.6066e-05+0.000857705j -0.00350153-0.00953675j 0.000529212+0.00504817j 0.00311319+0.00172885j 0.00353949+0.00431554j 0.00759634-0.00325087j 0.00126053-0.00185044j 0.0014075-0.000904719j -0.00135712-0.00356857j 0.00453924-0.00256796j 0.00261578+0.00306878j 0.00247368+0.00305311j -0.00247015+0.00205915j 0.00117556+0.000994211j -2.24061e-06+0.00646711j 0.00265887-0.00635732j -0.0106904-0.00279894j -0.00364309+0.00763678j 0.0039861-0.0114996j 0.00438323-0.0027871j 0.00744005+0.00429318j 0.00265042+0.00108453j 0.0119096+0.00523827j 0.00194609+0.00388441j -0.00517356+0.00705397j -0.00170168+0.000570807j -4.93757e-05+0.00245628j -0.00370169-0.00130308j -0.000540355+0.00081464j 0.00138708-0.000424391j 0.00118928+0.0017711j -0.000943593-0.000208279j 0.000721206+1.64986e-05j -0.000581545+0.000665408j -0.00255642-0.00281321j 7.93594e-05+0.00394832j 0.00172815-0.00191578j 0.00345847+0.00387282j 0.00535883-0.00022942j -0.00362805-0.00641475j -0.000690293-0.00135527j -0.00735752+0.00816337j -0.00585234-0.00464452j 0.00182418+0.00395619j 3.23772e-06+0.00650761j 0.0105959+0.0069948j 0.00627879+0.00298716j 0.00174288+0.0121941j -0.00680501-0.00497833j -0.000552788+0.00993986j 0.00374923+0.00504258j 0.00542077+0.00124457j 0.00107079-0.00153924j 0.00597204-0.00249987j 0.00372794+0.00781831j 0.00845989+0.00123549j -0.00881817+0.0145213j 0.00422551-0.00410597j -0.000481926+0.000724511j -0.0064538-0.000975748j -0.00580699+0.00848104j 0.00455884+0.00195449j -0.00528778-0.016404j -0.00347189-0.0189355j -0.00796795+0.0016108j 0.00028308-0.00620322j -0.00705784+0.00557913j -0.000351773+0.00798338j -0.0048049+0.00376446j 0.00139228+0.0097156j -0.00102781-0.00640232j 0.00157491-0.00347842j -0.00389829-0.00315732j -0.00217176+0.00552383j 0.00410977-0.00682205j -0.00386224+0.00602082j 0.00215034+0.000571427j 0.00323606-0.00506766j -0.000444459-0.00295263j -0.00333876-0.000529199j -0.00142163+0.00259905j -0.00236133+0.00328449j -0.0020122+0.00174626j -0.00218159+0.00168173j 0.00299015-3.40872e-05j 0.00347753+0.000312638j 0.000130696-0.000584887j -2.04018e-05+0.00140703j 0.000915611-0.000912995j -7.68799e-05+0.000597953j 
-0.00221901+0.000372272j -0.0045697-0.00445571j -0.00213441-0.00096442j -0.000492972+0.00126613j -0.00627113-0.00311992j -0.00145393-0.00185243j -0.00323361+0.0026699j 0.00476891+0.00052099j -0.000267289-0.00461413j 0.000356982-0.00295298j -0.000355687+0.00037928j -0.00187807-5.46759e-05j -0.000999824-0.00116522j 0.00261575+0.00232656j -0.00383292+0.00198049j 0.0030664+0.002905j -0.00659145+0.00186699j -0.00569675+0.00157335j -0.00326652+0.00490515j -0.00135884+0.00753379j 0.00105798-0.0022751j -0.0143962+0.00215399j 0.00259727-0.00998591j -0.00974684+0.00975349j -0.00371129-0.00188964j -0.00372898+0.00678471j 0.000904772+0.0164561j -0.00209901-0.00351609j -0.000661978+0.00325949j -0.00761716+0.00564664j 0.0048168-0.0081777j 0.00356845+0.00101247j 0.0013241-0.00102313j 0.000980022-0.00359493j 0.00433149-0.00114892j 0.00461954+4.38284e-06j -0.00125888-0.00125091j -0.00047232+0.0013411j -0.0045987+0.00408439j 0.00116976-4.90576e-05j 0.00256597+0.00803577j 0.00361079-0.00268494j 0.00100808+0.00257675j 0.00408164-0.00440618j -0.00932585+0.00841032j -0.00636862-0.00302317j 0.00312+0.00540647j -0.00793355+0.00265228j 0.00388162-0.00652418j -0.0180067-0.000827479j 0.0131286+0.0177867j -0.0112781+0.0284849j -0.00797266+0.0032041j -0.0123781-0.0113132j -0.00758557-0.000918968j -0.00131793+0.00664566j 0.0109601+0.00850798j -0.0016463+0.0112987j -0.00334953+0.0156231j -0.0137819+0.00157595j 0.0103183-0.0101879j -0.0270493-0.00721892j -0.00890518+0.00617163j 0.0208017-0.0138572j -0.0115494-0.00868996j 0.0100485+0.00876861j -0.0140172-0.0146726j -0.0062478-0.0122481j 0.00246625-0.00448734j -0.0189281+0.00726168j -0.0033296-0.00466451j -0.00926228+0.002629j 0.00164905-0.00502777j 0.0056109-0.003735j 0.00180513+0.00896154j 0.00614048-0.00358691j 0.00953043-0.00884894j 0.00369315-0.00578984j -0.0119842+0.000329168j 0.00686963-0.00900325j 0.00232139-0.000865217j -0.00294284+0.00980974j 0.00210613-0.000899486j -0.00909236-0.00350421j -0.00520343+0.00150939j 0.00718639+0.00320984j -0.00619124-0.00109969j 0.000184915+0.00209654j -0.00257524-0.00166804j 0.00408113+0.0013863j 0.00255052+0.00713208j -0.00396157-0.00137614j 0.00230255+0.00147303j -0.000881889-0.00308414j 0.00206768-0.00090501j 
-0.00362222+0.00345959j -0.00102227-0.00440315j 0.000161457+0.00971164j 0.00147513-0.00438165j -0.0105141-0.00394949j -0.00283988+0.00523658j 0.00709597-0.00844455j 0.0113348-0.00156911j 0.00291319-0.0199343j 0.000748985-0.00403873j 0.0107774-0.000417127j -0.00599064+0.000547087j -8.25487e-05-0.00269717j -0.00417578-0.001095j 0.000843793-0.00393904j -0.000891562+0.00299561j -0.00178091+0.000391171j -0.00192435+0.00252758j 0.00274034+0.00104509j 0.00194794+0.00296839j -0.00220297-0.00358307j -0.00523696+0.00440068j -0.00193081+0.00667103j 5.64584e-05-0.00687329j 0.00301433-0.00264223j 0.00428908-0.000535848j 0.0012787+0.0013458j 0.00858549+0.00067948j 0.00267425+0.00464646j -0.00128238+0.00265395j -0.00266724-0.00208567j -0.00023194-0.000655856j -0.00154548-0.000252448j -0.0007427+0.00141937j -8.10451e-05-0.00322055j 6.65572e-05+0.00110291j -0.00270155-0.00281374j -0.000889216-0.000126432j -0.00151448+0.000338346j 0.00162765+0.000944726j -0.000313705+0.000486933j -0.00118241+0.0014475j 0.00151209-0.00119723j -0.00773768-0.000447127j 0.000627301+0.00276864j -0.00762871+0.00198039j 0.00313101-0.00535821j 0.00374423-0.000222734j -0.00196109+0.0091454j 0.0017872+0.0017216j -0.00553252-0.00353361j -0.00943096-0.0148412j -0.00046941-0.00647514j 0.0127274-0.00965237j 0.000811356+0.000574136j 0.00253481+0.00111299j -0.00368832+0.00263283j -0.000591304-1.50946e-06j -0.00181362-0.0137356j -0.00361198-0.000586766j -0.00201381+0.00358963j 0.000788747-0.00310206j 0.00114397+0.00204496j -0.00122929+0.00331004j 0.02456-0.00700556j 0.000559525-0.0169457j 0.0123777+0.00288979j -0.00979176+0.00356757j -0.00840836+0.0101802j 0.00171563-0.00194275j -0.0046475-0.00684592j -0.0078396+0.00705204j -0.00169917+0.00673462j -0.00344-0.00568198j -0.00614878-0.00107922j -0.00715019-0.000423423j -0.00951601-0.00144965j 0.00581474+0.00517164j 0.00696313-0.00960069j -0.0115138+0.000680283j -0.00198525-0.00597573j -0.00209875-0.00252985j -0.00501246+0.001962j -0.00194702+0.00304811j 0.00428226-0.00097882j -0.00386373-0.00175684j -0.000201266-0.00355648j 0.000834167-0.00258545j 0.00335573-0.00292221j -0.000391875-0.000558015j -0.000959022-0.00415993j -0.00146223+0.000448137j -0.000111603-0.00140599j -0.000557985-0.00122219j 0.000814587-0.000669612j 
0.00173947+0.00609176j -0.0128593-0.00589944j -0.00642251+0.000386871j 0.00175483+0.00394993j -0.00108332-0.0116856j -0.00296028-0.00215871j -0.00841581+0.00302092j 0.00104383-0.00300295j 0.00227464+0.00353229j -0.00705477-0.00369331j -3.02789e-05-0.00240567j -0.00420837+0.00297186j -0.00740948-0.00440875j 0.00585076+0.0051448j -0.00766762+0.00356505j -0.00868088+0.00412606j -0.00026134-0.00614874j -0.00145347-0.00221146j -0.000379267-0.00339012j -0.00283492-0.00789276j 0.00510392+0.0059914j 0.0162907-0.00386854j -0.00381448-0.00380303j 0.00407779-0.00410963j 0.00109204+0.00010225j -0.00231338-0.00656129j 0.00337326-0.00472978j -0.0100788+0.00298835j -0.00155532-0.00837622j 0.00153456-0.00846794j 0.00301627+0.00317241j -0.0029135-0.000120523j -0.00412691-0.00014228j 0.00309253-0.00341092j -0.00301871+0.0045761j -0.00289841-0.00337759j 0.00255507+0.00357872j -0.00266313-0.000263878j 0.00288259-0.00732235j -0.0037105-0.0010836j -0.00508061+0.00184543j -0.00861467+0.00337843j -0.00374884-0.00286105j -0.00183812-0.00530645j -0.00403677+0.00365134j 0.00457756-0.00546463j -0.00602955-0.00176008j -0.00592825-0.00188937j -0.0115426-0.00249522j -0.0158061-0.0105666j -0.00934915+0.00602148j 0.00295882-0.000509599j -0.0101728-0.00702206j 0.00193697-0.00658935j 0.00138505+0.00288972j 0.000181999-1.49428e-05j -0.000425956-0.00220105j -0.00120958+0.00375977j -0.00885313+0.00586729j -0.00123162+0.00562168j 0.00364156-0.00479359j 0.00145252-0.00474185j 0.00265862-0.000653737j -0.000202565+0.000729106j -0.0110683+0.00399826j 0.00806127-0.00237179j -0.0107613+0.00254373j 0.0133354-0.00714521j 0.00312852+0.00158883j 0.0129057-0.00465787j -0.00805177-0.00232223j -0.0176291-0.00986992j -0.0103347-0.0038973j 0.00387544-0.00209459j -0.0110674-0.00659973j -5.32529e-05+0.00172702j 0.00603406+0.000450124j -0.000136545-0.00810929j -0.00220645-0.00129878j 0.00114714+0.010675j -0.00569615-0.00242958j -0.001049+0.00205578j -0.00357251+0.00597132j -0.00639497+0.00360718j -0.000772761+0.00229257j 0.000864797+0.00213389j -0.000933502-0.00328011j 0.00454116+0.00155615j 0.0051192+0.00293126j -0.0010522-0.00278788j 0.000886575+0.00361214j -0.00107456-0.00101683j 0.00091287+0.0017385j 0.000719571+0.000547277j 0.000589435+0.00205445j 
