-0.00974258-0.0119461j 0.0109762-0.00943267j 0.022639-0.00186882j -0.00117002+0.0205025j -0.00129855+0.00991834j 0.000827778+0.00691086j -0.0194133+0.00882175j -0.0119008-0.0219966j -0.00928143-0.00392361j 0.00549911-0.00596031j -0.0048467+0.00279722j 0.000201551+0.0092556j -0.00561625+0.0094719j 0.00193456-0.00578592j -0.00643603-0.00469758j -0.00594393-0.0080904j -0.00552932-0.002721j 0.00257679-0.00462891j 0.00180513-0.0108942j -0.00660294-0.0119985j 0.0016979-0.00412875j -0.0036096-0.00608744j 0.00283167-0.000842697j -0.004229-0.00104919j 0.00203384-0.00157663j -0.0110824+0.000709013j 0.00227105+0.00160569j 0.000274634-0.000284206j 0.00246664-0.0038555j -0.00146606+0.00295396j 0.00119204+0.00134723j -0.00627076+0.00311805j 0.00597167+0.00127631j 0.00819089-0.0016775j -0.00223725+0.000292391j -0.00509264-0.0081051j -0.00222988-0.00217451j 0.000489903+0.00168564j -0.00253202-0.00563386j -0.00872713-0.00126473j 0.00934259+0.00328872j 0.00201763+0.00323795j 0.00298301+0.00445923j 0.00600526+0.00345189j -0.0117872+0.00111954j 0.00604113+0.00253462j -0.000185514-0.00107753j 0.000487872+0.00674891j -0.00646405-0.0108389j -0.00746879+0.00133638j -0.0078592-0.0121759j -0.0169005+0.015299j 0.00105871+0.0161093j 0.0191988-4.968e-05j 0.00426046-0.0162056j -0.0176071-0.0064572j 
-0.00494546-0.00147044j 0.00102078-0.00493095j 0.00668389+0.00277479j -0.000738739+0.0060248j -0.002333-0.000161855j 0.0133587+0.00258984j -0.0038046+0.0029058j -0.00104628-0.00985803j -0.0039876-0.00534571j -0.00467637-0.00840042j -0.00678147-0.000712211j -0.00219742+0.00121632j 0.00313702+0.00589611j -0.00256031+0.00668671j -0.000821011-0.00375174j -0.00252588+0.000162539j -0.000230757+0.00266396j 0.00240576-0.00462043j 0.00746656-0.00712269j 0.0069576-0.001886j -0.00747836+0.00279642j -0.00153702+0.0017038j -0.00504695-0.00431208j -0.00745917+0.00145064j -0.00323861-0.0094352j -0.000464888-0.0114087j -0.00709162+0.000894609j 0.00191339-0.00455103j 0.0101797-0.00450665j -0.00626946+0.0135219j 0.00191708+0.00284064j -0.00634982-0.00418714j 0.00355025-0.00707702j -0.0143125-0.00511616j -0.00932282+0.000570585j 0.00935951-0.00427606j 0.00570721+0.0009727j -0.00130203+0.00514148j -0.00555615-0.00571404j -0.00360235-0.0146294j -0.0063838-0.000189901j -0.0120253+0.0136005j 0.00728224-0.000828214j -0.00103862-0.00905944j -0.00535652-0.00226981j -0.00686798-0.00639782j 0.00944279-0.00330709j -0.00367446-0.012193j 0.000613337-0.00711737j -0.0133972-0.0012623j -0.00163806-0.006183j 0.00537947+0.00530504j -0.00699486+0.00127992j 0.00136898-0.0100802j 0.00159696-0.00488268j -0.00514969+0.00315398j 
-0.00397749+0.00495079j -0.00427838-0.00436737j 0.00726382+0.00102431j 0.00115609+0.00545747j -0.00158626-0.0152784j 0.0109602+0.00233275j -0.00939641+0.000994616j 0.00190308-0.0129703j -0.00641115+0.00312185j -0.00645673-2.06768e-05j -0.00821103-0.00436232j 3.61835e-05-0.00491464j 0.00245688+0.00453301j 0.00238135+0.00258233j 0.000937978-0.00542235j -0.00467983+0.00554212j -0.00576397+0.000458395j -0.00315696-0.00159468j 0.00248387-0.00734399j 0.006223+0.00215004j -0.00537082+0.00466213j 0.000216455-0.00306195j -0.00554212+0.00267611j -0.00714657-0.0122915j -0.000387194-0.00124434j -0.00517986+0.00952783j 0.00374277+0.00339762j 0.00603212-0.00579677j -0.00482399+0.000611444j 0.000625084+0.00269741j 0.00587733+0.00350728j -5.73624e-05-0.00135019j -0.000196439+0.00247211j -0.00248005-0.000442675j 0.00458048+0.00119227j 0.00737982+0.0063519j 0.000174411-0.00831541j -0.00331757-0.00531417j -0.0035859-0.010543j -0.000389087+0.00440082j 0.00418379-0.00355921j 0.00760285+0.00824979j -0.0019748-0.00115283j -0.000855692+0.00572331j 0.00282659-0.00845497j -0.00501155-0.0069638j 0.00409126-0.00711641j -0.00738667+0.00254482j -0.00125641-0.0177778j -0.01355-0.000926451j -0.0144287+0.0117658j -0.00660933-0.00415792j 0.00307138+0.00999764j 0.0045864+0.00234965j -0.00221458-0.00577177j -0.00301321+0.00241416j 
-0.00127291+0.0104402j -0.00817125-0.00335227j 0.00544484+0.000587328j 0.00117312+0.00367315j -0.00314475-0.00793829j 0.0011795-0.00448218j 0.00512325-0.00472809j 0.00561488+0.000977399j 0.000990853-0.00243699j -0.00578275+0.00600099j -0.00458699-0.0043402j -0.00229849-0.00591325j -0.00836451+0.0010497j 0.00109355+0.000214217j 0.0145469-0.00303249j 0.00020461+0.012541j 0.0074133-0.00762491j 0.00259741+0.000910992j -0.00674287+0.00433255j 0.0049755+0.00749616j -0.00300005+0.000920932j 0.00461433+0.00485638j -0.0241764+0.00317363j -0.000508192-0.014313j -0.00249418-0.0104119j -0.0113556+0.00839237j -0.00412065+0.012747j -0.00959777-0.00516148j -0.00767264-0.00785401j 0.0095121-0.00216353j 0.00183247+0.0101203j -0.00470854-0.00321256j -0.00637495-0.0159099j 0.00463292+0.00125414j 0.00463523+0.00866708j -0.000965653+0.0107265j 0.00813586+0.00157203j 0.00563514+0.00623085j 0.00348352+0.0063979j -0.00575183+0.00903738j 6.45672e-05-0.000131859j 0.00154124-0.00210196j 0.00309332-0.000996587j 0.00577276+0.0088624j 0.00607524-0.000330052j -0.00619652-0.00534987j 0.00657752-0.00191795j -0.000386504-0.012728j 0.0120703-0.00843435j -0.00926464+0.000992505j 0.00819529+0.0108231j 0.00852872-0.0114583j -0.00440038+0.00561437j 0.0126601-0.00520881j -0.00560572+0.00337692j 0.00156663+0.00644341j 
-0.0094583-0.000860743j 0.00157669-0.00902585j 0.00798465+0.00201151j 7.60154e-05+0.00466194j -0.00923082+0.000751229j 0.00757342+0.00753838j -0.0125231+0.00955329j 0.0013738-0.0153065j -0.00120513-0.00620652j -0.000171124-0.00213408j -0.00935932-0.00387842j -0.00140797-0.00412584j -0.00923843+0.014684j 0.00106665+0.00183209j 0.00185734+0.000323364j -0.00305313+0.0129928j -0.00545028-0.00926916j -0.00264552+0.000822852j -0.000727257-0.00102513j 0.00836714-0.00214991j -0.00758138+0.0144831j -0.00628594-0.000134431j -0.0131656-0.00449819j 0.00496154-0.0106284j 0.0122368+0.000752058j -0.00173737+0.00271075j -0.00665355-0.000818758j 0.0067429-0.00287693j 0.0110202+0.00737104j 0.00414383+0.0143445j 0.000986917+0.0136624j 0.0103518+0.00659419j -0.00497551-0.000669267j -0.00875914+0.00858356j 0.0149627-0.000399264j -0.00759118-0.00549147j 0.00809395-0.0136456j -0.00916532+0.00554315j -0.00371188-0.000936372j -0.0104034+0.00723761j 0.0128644-0.00216369j 0.00638226+0.0101713j -0.0133344+0.00281143j 0.00387372-0.00203197j -0.0150298+0.00215671j -0.000496657-0.00263958j -0.00837279+0.000489652j 0.000640306-0.00305146j -0.00960726-0.00159448j -0.00781902-0.0034984j -0.00779422-0.000585372j 0.000120832+0.00367126j -0.00221824-0.000916777j -0.00212692+0.00561944j 3.15384e-05-0.00744488j -0.00396571+0.000860614j 
-0.00329743-0.00793017j 0.00647698-0.00438719j 0.000950016-0.00128817j -0.00175122+0.0065864j 0.00342066+0.0100908j 0.000461186-0.00643638j 0.00135175+0.00107842j -0.00465422-0.0107383j -0.00497154-0.00161254j 0.00630151+0.00348925j -0.00547763-0.00280669j -0.00811119+0.00756278j -0.0102074+0.00884338j -7.06101e-05+0.00496325j -0.00280531+0.00592758j 0.00614088-0.0078729j -0.00298746-0.00607105j -0.0011428+0.00201269j -0.00102965-0.00193721j 0.0100671-0.00710891j -0.00531045-0.00260241j -0.00391899-0.00534806j 0.00145153+0.00358528j 0.012684+0.0108857j 0.0174081+0.00056546j -0.00723603+0.00714879j -0.00663855-0.0028093j 0.00018539+0.00918949j 0.00296983+0.00297132j -0.00518291+0.00213502j 0.00460905+0.00156639j 0.00842199+0.000656262j 0.00744314-0.0119824j -0.00540909-0.00426622j -0.00261168-0.00380741j 0.00200114-0.00771132j -0.00114933+0.0143917j -0.000217766+0.00692225j 0.00272017-0.00421452j -0.0116478-0.000230937j -0.00385436+0.00473747j 2.96044e-05-3.80127e-05j 0.00978902-0.00177976j 0.000597517-0.0125752j -0.0101831+0.00946729j 0.00710028-0.00259812j -0.00543125-0.00317481j -0.00037715+0.000492135j -0.00973147+0.00273432j 0.00220855+0.00096248j -0.000822104-0.00342127j -0.00901697+0.00450334j 0.000396714+0.00194544j 0.00324076+0.00224074j 0.00192055-0.00600074j -0.00610569-0.00230045j 
0.00078804-0.00108231j 0.00330014+0.00117077j -0.0053128-0.00479069j 0.00413203-0.00777151j -0.00141804+0.000650896j 0.00800721+0.00609136j 0.00130804+0.00188199j 0.00333438-0.00311048j 0.00693914-0.0018162j 0.000923491-0.00191982j 0.000668664-0.00177171j 0.0084394-0.00621772j 0.00639745-0.000592292j 0.00399016+0.00570781j -0.00300047-0.00448879j 0.000729487-0.000873901j 0.000618362+0.00177826j -0.00218195-0.0137453j 0.00622855-0.00449761j 0.00704373-0.0101121j -0.00954352+0.00311554j -0.00736263+0.00070147j -0.00130476+0.00208361j 0.00141722-0.00402247j 0.00377372-0.006766j 0.0129904+0.00131797j 0.00832759-0.00481784j 0.00264339+0.00126534j -0.00165946+0.00610631j -0.00379595+0.00529897j -0.02357-0.00807599j -0.000242138-0.00606113j -0.00545139+0.00354812j -0.000610248-0.00628424j 0.005182-0.00711903j 0.0125146-0.00846669j 0.00738834+0.000839919j 0.00159416-0.0105697j -0.00313667+0.00220971j -0.00684747-8.68515e-05j 0.00491913-0.00164316j -0.000431503+0.00531277j -0.00983324+0.00476425j -0.00464815-0.00132586j 0.000568532+0.00447442j -0.00609812-0.0010995j 0.00329941+0.00307097j 0.00381115-0.0093267j 0.000331741+0.000370726j -0.00563638+0.000547837j 0.00131426-0.0007977j -0.000646095-0.00517606j -0.000834407-0.0129503j -0.00535837-0.000816858j -0.000742753-0.000900064j -0.000186039+0.000537719j 
-0.00387302+0.00165201j -0.00150916-0.00136415j 0.00564982+0.00239142j 0.00237376+0.00433343j -0.00845449-0.0073133j -0.0019627-0.0065702j 0.00518248-0.00269432j 0.000103198+0.000486772j -0.00174229+0.00567273j 0.00270907-0.00491565j -0.00431511-0.00338231j 0.00579029-0.000907852j -0.000132677-3.40062e-05j -0.00168309+0.00704954j -0.000815038+0.00104138j 0.00169804-0.00098625j -0.00189625+0.000257182j 0.000487573+0.00955574j 0.0125793-0.00297145j 0.000975645+0.0061551j 0.00307446+0.00658174j -0.00551859-0.00146282j 0.0102761+0.00343598j 0.00459014+0.00478903j -0.00495881+0.00744069j 0.00721802+0.00145556j 0.0043399-0.0023591j 0.007765+0.00730049j -0.00111044-0.00618167j 0.00318436+0.00414886j 0.0113414-0.00244385j 0.00608117+0.00654533j -0.00305416+0.00393499j -0.00836804+0.00326719j -0.00651174-0.00109622j -0.00704612+0.00167939j 0.0024779-0.0039802j 0.00276386+0.000120385j 0.00134865+0.00275242j -0.0102826-0.0075441j -0.005976-0.00378306j -0.00747015+0.00639829j 0.00293577-0.00892436j 0.00516724-0.000786071j -0.00463558-0.00212091j 0.0013944-0.00750162j -0.0026353+0.00086005j 0.004287+0.00790491j 0.00168077+0.00256166j -0.00465047-0.00559811j 0.000718311+0.00267974j -0.00280879-0.00535608j 0.00401511+0.000119347j 0.00216913+0.00671643j -0.00396109-0.00249396j -0.000972755+0.0038247j 
-0.00602851+0.0069773j -0.00752833-0.0058699j 0.00371841+0.00375259j 0.00265226+0.00118686j -0.00415704-0.0110062j -0.00118156-0.00986107j 0.00639204-0.00651086j 0.00205824+0.00892337j -0.00521869+0.00650032j 1.60766e-05-0.00139698j -0.00466288-0.00582802j -0.00883026+0.00298081j 0.0048156-0.0036734j -0.00622181+0.00594793j 0.00373498+0.0118737j 0.000812211-0.0019835j -0.00628876+0.005837j -0.0017479+0.0137622j -0.00166582-0.00152278j 0.000163778+0.00908983j 0.00936965+0.00465081j 0.000113764+0.00155019j 0.00832119+0.00342578j -0.00500932-0.00660848j -0.0112466+0.00142941j -0.00190072+0.000766749j -0.00387395+0.00180087j -0.00036725+0.00850709j -0.00276099-0.00812991j 0.00502147+0.00758029j 0.0120242+0.00230104j 0.00181981+0.00768411j -0.00567871-0.0101288j -0.00647855+0.00944291j -0.00796787+0.0109878j -0.00653112-0.00032657j 0.00654196-0.00917923j -0.00288271+0.00428982j 0.00425664-0.000644654j -0.000130468-0.0036119j -0.00724599+0.00771409j -0.00488655+0.000381213j 0.00459144-0.0102879j 0.0036434+0.00348389j 0.00633594-0.00392952j 0.00100214-0.000904037j 0.00355797-0.00819906j -8.21855e-05-0.00124272j 0.00796642-0.00553329j -0.00221353-0.00322493j 0.000720685+0.00866786j -0.00314536-0.00883504j -0.000177377+0.00732941j 0.0133776+0.00012091j -0.00817408-0.000976268j -0.00233031+0.00909749j 
-0.000505291+0.00480457j -0.00418714-0.000499857j 0.0089666+0.00245785j 7.76654e-06+0.00919468j -0.00163376-0.00283591j 0.00327153-0.00406056j 0.00540404+0.000697861j 0.00132224+0.00189951j -0.00531399-0.00709952j -0.002289-0.00770459j -0.0135649-0.0084642j -0.00410561-0.00221213j -0.00561463+0.00431695j 0.00690062+0.0122149j 0.010962-0.00268311j 0.00204098+0.00185409j 0.00980162+0.0122555j 0.00512037-0.00395185j 0.0183482+0.00533534j 0.00746102-0.000675793j -0.0146832-0.00154887j 0.00126469+0.00639927j -0.00647978-0.00423586j -0.00205096-0.00106528j -0.0257545-0.00403203j 0.00286557-0.00364958j -0.00022954+0.00549067j -0.0112023-0.0136677j -0.00948315-0.0166066j 0.0084755-0.00739089j 0.0132564-0.000452261j -0.00380619+0.00259855j 0.0161036-0.00582709j -0.0134596+0.00789172j 0.000743536+0.012763j 0.00506085+0.00950621j -0.00425686-0.00462217j -0.00350638+0.000293304j -0.0175951+0.00582159j -0.0100118-0.0061526j -0.000119316-0.021696j -0.0275131-0.00372048j 0.00804907-0.00367683j 0.00407442-0.00740488j -0.00282006-0.00420775j 0.00187331-0.00440899j -0.00364131-0.00160783j 0.00272221+0.00346239j 0.00856559-0.00337846j -0.00678176+0.00410604j 0.0058167+0.00173267j -0.000391119-0.0164619j 0.00163125+0.00335654j 0.000244568+0.000363605j -0.00322938-0.00210972j -0.000883754+0.00463822j 
-0.00517036-0.00101317j 0.000786755-0.0041498j 0.0138807+0.00100847j -0.00168866+0.00993134j -0.00860821-0.00112584j -0.00173912-0.00116336j -0.0103866+0.00365246j -0.00666157-0.0110644j -0.00281212-0.00406658j 0.000573593-0.00379817j -0.00824838+0.00767627j -0.00588784+0.00703703j -0.00157449+0.00463892j -0.00217236-0.00366103j -0.00168586-0.00375538j -0.000548031+0.00828603j 0.00129898-0.00566893j 0.00837444+0.00203417j 0.000701482+0.0136248j -0.00737262+0.00214515j 0.00962634+0.00613554j 0.011376-0.0077319j -0.0070142-0.0054464j -0.000481786-0.00258512j 0.00686345+0.00433253j -0.00925322+0.00406778j -2.40982e-05-0.00400614j 0.00666699+0.00195267j 0.00772206-0.00949322j 0.00131424-0.00131385j 0.0116562+0.00164639j 0.00946747-0.00155922j 0.00543244+0.00365396j 0.00452309-0.00929324j -0.00413873-0.00231715j -0.00357165-0.0073582j -0.00224542-0.0001323j 0.0107621+0.00192671j 0.0110201+0.00593436j 0.00580306-0.000726012j -0.000252904+4.59345e-05j 0.00983536-0.00395496j 0.00187579+0.00395161j -0.00452088+0.00995475j -0.00471841-0.0103643j -0.00131603-0.00880279j -0.00500631-0.00460018j 0.000325882-0.00288405j 0.00712791-0.0115355j 0.00101375-0.00125812j -0.00200541+0.00245536j 0.00632116+0.00936345j -0.00593172+0.0138135j 0.00627812-0.0010083j -0.000528116-0.00346757j -0.00339432+0.00138068j 
0.00166562-0.0040184j 0.00542593+0.00235339j 0.00393424+0.000424379j -0.00056513+0.000178716j 0.000651571+0.0075064j -0.00356017+0.00604739j -0.00290963+0.0041645j -0.00633879-0.00384234j -0.00421218-0.00674909j -0.00693779-0.00425381j 0.00499698+0.00351432j 0.00753091+0.0105963j -0.00803672+0.0094765j 0.00837211+0.00289011j -0.00295229+0.0079917j 0.00857277-0.00251905j 0.00522924-0.00287816j -0.00238799+0.00729149j -0.00397193+0.0080723j -0.00672939-0.00376137j 0.00580255+0.000567951j -0.00539199+0.00130581j 0.00210587+0.00622481j 0.0120937-0.00560107j -0.00072378+0.004528j 0.00287248-0.0041376j 0.000120033-0.00275769j 0.00140535+0.00866973j 0.0045832+0.00308393j -0.00193547-0.00920717j -0.00321667-0.00393658j 0.0107124+0.000828515j 0.00661287-0.0102283j 0.0163137-0.00308407j -0.00373003+0.00536865j -0.00767514-0.00655702j -0.00414798+0.00746519j 0.00407406+0.00927882j 0.0082844+0.00382203j -0.000540655+0.00775084j 0.00396423+0.00501933j 0.00347608-0.0200318j 0.000826019+0.000200993j -0.00147457-0.00257819j 0.00479083-0.00085399j 0.00589309-0.00150557j 0.00116604+0.000444865j -0.00403406-0.00364245j 0.000951551+0.00268796j 0.0132314+0.00356387j -0.000956613-0.00401051j 0.00295703+0.00715495j -0.00706103-8.22395e-05j -0.00353201-0.000102509j 0.00689339-0.00129147j 0.000115376-0.00591299j 
-3.48691e-05+0.00235179j 0.000231909-0.000618527j 0.0011482-0.00102662j 0.000917965-0.00458061j -0.00231256+0.000155361j -0.00513845+0.00405132j 0.000611713-0.000459204j 0.00393444+0.00613094j -0.00230249-0.000489186j 0.000490592-0.00403739j -0.00159128-0.000172523j 0.00648027+0.00531189j 0.00282193-0.00190081j 0.00718276+0.00679338j 0.011354+0.0171874j 0.000220897-0.00975443j -0.00856728+0.00739888j -0.00771866+0.00603275j 0.00170068-0.00144648j -0.00176457-0.004119j 0.00504642-0.00475414j 0.00191156+0.0087987j 0.0110379+0.0056393j 0.00663767+0.00118819j -0.00735656+0.00971627j 0.0222196-0.00868144j 0.00728712-0.00258209j 0.00158069+0.00817985j 0.0188302-0.00330144j 0.0099655-0.00520101j 0.00983838+0.00796939j 0.00594314+0.0145812j 0.00287337-0.00781275j 0.00548622+0.00495484j 0.000145069+0.0067614j -0.00521232-0.00352448j -0.00462034-0.00551075j -0.00202176+0.00314627j 0.00701398+0.00393324j 0.00282221-0.00196048j -0.00785619+0.00232294j -0.00807584-0.00304111j -5.97947e-05-0.00613155j 0.000312921+0.00144735j -0.000307006-0.000537856j -0.00483516-0.00478981j 0.00505377+0.000603711j 0.00243395-0.00502975j 0.00101687-0.000496818j -7.76912e-05-0.00475189j 8.88834e-05-0.00193994j 0.00293386+0.00212248j -0.00116907-0.00686292j 0.00150292-0.00121611j -0.0032142+0.00251277j 0.00118117+0.00169961j 
-0.0038649+0.00314839j -0.00158597-0.00342133j 0.00152508+0.00269804j 0.00089358-0.00208123j -0.00900525-0.00329157j -0.00477451-0.00550822j 0.00119318+0.00244546j 0.00230938+0.00688431j 0.000331709-0.00416024j -0.00215971+0.00380125j 3.65605e-05+0.00688657j -0.00304645-0.0100683j -0.00525634-0.00174607j -0.0025735-0.00498116j 0.00102569-0.0117666j -0.00187143+0.00841274j 0.00398368-0.00413376j 0.00565392-0.00424867j 0.00160641+0.00611676j -0.00885109+0.00360351j 0.000914291+0.00102425j 0.00583248-0.000524189j -0.0025526-0.00283995j -0.00210111+0.00731714j -0.00307272-0.00300583j 0.00178799+0.00548738j 0.00470262+0.00277301j -0.00828297+0.00212456j -0.00290367-0.0117241j 0.000178344+0.00265141j 0.0041838+0.00495002j -0.00574147+0.003296j -0.00470423+0.0120425j -0.00490119-0.00305755j -0.00203275-0.00183008j -0.00961275+0.00906956j 0.000441086-0.00284122j 0.00600572-0.000431837j 0.0026153+0.00188527j 0.00843988+0.0040312j -0.00792487-0.00330466j 0.00672676+0.011068j 0.00489458+0.00188997j 0.00505343+0.00359821j -0.0110359+0.0013452j 0.00171979-0.00102407j -0.00318969+0.00239199j 0.000869332-0.00240859j 0.00287083-0.0025492j 0.00215093-0.0100167j 0.00499807+0.00339399j 0.00666472-0.0032682j -0.00146331-0.000139065j 0.00332596+0.00373901j -0.00406011+0.0028141j 0.00227159+0.00418454j 
-0.000910175-0.00228162j 0.000509784-0.00047872j -0.00216764+0.0028332j 0.000440317-0.00192917j -0.00285143-0.00793826j -0.00301925-0.00604521j -0.00312304-0.00342311j -0.00496528+0.00329392j 0.00660876+0.00314703j 0.00268974+0.00592917j 0.00385244+0.00783218j -0.0016614-0.00840747j 0.00769107-0.00174173j 0.00395946-0.00231563j -0.00553929-0.00878461j 0.000248213-0.0056683j 0.0151126-0.00123931j -0.00175017-0.0108625j 0.00688408+0.00179875j -0.00964131-0.0068851j -0.0107933-0.00595226j 0.00287915-0.00339488j -0.00912506-0.00751102j -0.00607908+0.0150196j -0.00623244-0.00717852j 0.00848735-0.0119008j -0.000945828-0.00148234j -0.000166025-0.000910072j 0.00190016-0.000814609j -0.00935412+0.000465523j -0.018991-0.00853273j -0.00814344-0.00563851j 0.0166358+0.00958266j -0.00223798-0.0139338j -0.00208203-0.0112279j 0.0103444+0.0029506j 0.00695934+0.00724714j 0.00863741+0.00589862j -0.00678149-0.00735919j 0.012963+0.00756109j -0.000274857+0.00353117j -0.000439327-0.00913004j -2.48602e-05+0.00262303j -0.0206631-0.00368451j 0.00352371+0.000865792j -2.12989e-05+0.00643933j -0.00764917-0.00816743j -0.00237969+0.00237346j 0.00468663+0.00137083j 0.000297494+0.0056873j -0.00195034+0.000171091j -0.00433283+0.00440074j 0.000669637+0.0012001j -0.000571581-0.00414647j -0.00111781+0.00216111j 0.000718733+0.00162496j 
-0.00524672+0.00158686j 0.000133508-0.00669138j 0.00327005-0.00125406j -0.00103955+0.000192972j -0.00585079-0.00269029j -0.00353364-0.00105602j -0.00605537+0.000530008j 0.00258959+0.00228414j -0.00320615+0.00445828j -0.000663274+0.00305455j -0.000712452+0.00112942j -0.00644536-0.00338655j 0.00555268-0.00435526j -0.00133888-0.00244877j 0.00106777+0.00649952j -0.0106402-0.00366649j -0.00642329+0.00459332j -0.00637115+0.00228241j -0.000936562-0.00633246j 0.00102899+0.00221427j 0.000360599-0.00255976j -0.00108436-0.00016922j 0.00129012+0.0027178j -0.0087922-0.00313981j -0.00509315+0.00151771j 0.00371818-0.00350242j -0.00134165+0.000378088j -0.00272449+0.00341165j -0.00449711-0.00159475j 0.000202928-0.00514605j -0.00638372-0.00137067j -0.00361001+0.000161795j 0.00281748+0.00175089j 0.000686681-0.00447159j -0.0029919+0.000333567j -0.00230461+0.0124974j 0.00295929-0.00982098j 0.00301396+0.00909203j -0.000350085-0.00855975j 0.00285943+0.00147471j -0.000120889+0.00975201j 0.00139133+0.000406638j -0.00811787-0.000931436j -0.00643235+9.25457e-05j 0.00194653+0.000582285j -0.000921935+0.0136804j -0.00626431-0.00821138j 0.000940423+0.007632j 0.00396379-0.00605435j 0.00508918+0.00113075j -0.000370464+0.00565375j -0.00151365+0.00620911j -0.00105918+0.00716249j 0.00848878-0.00121738j -0.00294363-0.000631544j -0.000843692+0.00282043j 
0.00139074+0.00224417j -0.000178281+0.00248469j -0.00391489+0.000324303j 0.00132553-0.00772987j -0.00174313+0.000439385j 0.00348702+0.00945611j -0.00963744+0.00572781j -0.000367948-0.000320908j 0.00623565-0.00366775j -0.00403769+4.53339e-06j 0.00264334+0.00364775j -0.0100292-0.00333127j 0.00830442-0.00215055j -0.00274878+0.00369082j -0.0150561-0.00224513j 0.00660986+0.00521088j 0.00224642+0.0114437j 0.0117309+0.00366402j -0.000227921+0.0108608j -0.000851032+0.00650974j 0.0107657+0.00643106j -0.00413205+0.003481j 0.00576518-0.00958262j -0.0104338-0.00317486j -0.00683898+0.0048087j -0.00873143+0.00104072j -0.01276-0.00440375j 0.00198984+0.00662325j -0.00423959-0.0119381j -0.00255179+0.01401j -0.0140848+0.0050939j 0.00422283-0.00198802j -0.014622+0.01463j -0.00211263+8.83761e-05j -0.00147008+0.000270127j -0.00235716-0.00457232j 0.00382876+0.00199433j 0.00525795+0.0014574j -0.000511764+0.00472059j -0.00800599-0.0155498j -0.00745288+0.00317226j -0.00126951-0.00100604j -0.00587433-0.00183127j -0.00615343-0.011407j -0.00384805+0.00452247j -0.00747798+0.00148687j 0.00785587+0.00517918j 0.00120902-0.00452805j -0.0025675+0.00462411j -0.00329352+7.66408e-05j -0.00388571-0.000306056j 0.00314627+0.00237129j 0.000796392-0.00958326j -0.0017901+0.00262695j -0.000533849+0.00148936j 0.00192518-0.00115482j 
-0.000953908+0.00778458j -0.00722169+2.93309e-05j -0.0088664+0.0038897j -0.0013946-0.00775065j -0.00865369-0.00749036j -0.00414703-0.00789889j 0.00335028-0.00841236j 0.007053+0.00879807j 0.00200869+0.00316017j -0.00522978+0.0066493j 0.00224648+0.00664436j 0.00268992-0.00660266j -0.00703115+0.00491994j 0.00481356+0.000382298j 0.0122199+0.00486454j 0.00546694+0.000850714j 0.00178007-0.0149599j -0.00920466+0.00636607j -0.00534582+0.00303441j -0.0003341+0.00636132j -0.00621249+0.0022039j -0.00492595+0.00921278j -0.00676639+0.00557757j 0.0114539-0.003171j 0.00431303-0.00238822j 0.0102736+0.00157581j -0.00459237+0.00439062j -0.00282551+8.96806e-05j 0.000643456+0.00571815j 0.00205271-0.00943857j 0.00706673+0.0036431j 0.00831681+0.00599933j -0.00746591-0.00657661j 0.00272276-0.00207929j 0.00075874-0.00524867j -0.0110109+0.0169143j 0.00275598-0.000679028j -0.0033671+0.00941073j 0.0036651-0.0126328j 0.00464907+0.0173048j -0.00257009+0.00519306j 0.00601484-0.00404154j -0.00740239-0.00644937j 0.00221632-0.00447869j 0.00437442+0.00355164j 0.00920627-0.00516227j -0.00215619-0.00170329j 0.00247076-0.00138991j 0.00308683+0.00631867j 0.00316442-0.00441914j 0.00357024+0.00934979j 0.0102831-0.00191582j -0.0002701-0.0031494j -0.00208479+0.00644393j -0.00330204+0.0100174j 0.00944428+0.00364669j 
