-0.00878072+0.01741j -0.0172243-0.00958483j -0.0248176-0.00392795j 0.000499478+0.0255233j -0.0120579+0.0159053j -0.00263474+0.0164892j -0.0244102-0.0267472j 0.0270418-0.0276256j 0.0174641-0.00877468j 0.00381698+0.00907361j -0.00249405+0.00749028j 0.0175873-0.0129488j 0.0205592+0.0249499j 0.0127045-0.0242122j -0.018505+0.0131841j -0.00188489+0.00504318j -0.000131486+0.00603222j 0.00295821+0.0126363j 0.00343658+0.000578082j 0.0272115-0.00703734j -0.0191081-0.0106599j 0.0110949-0.00668196j 3.03332e-05+0.00590132j 0.0128416-0.0158953j 0.00158776-0.0111878j 0.00429914+0.0119916j 0.00295086+0.00588249j -0.010326+0.00471866j 0.0065077-0.00617919j 0.00657308+0.00609753j 0.0109659-0.012454j 0.00924125+0.0274286j -0.010609-0.00582294j -0.0104946+0.00434198j -0.00643405+0.00434919j 0.00562848-0.00589625j -0.00117179+0.00168311j -0.0210648+0.0032711j 0.014845+0.00524666j 0.00705057+0.00362808j 0.00320405+0.00212026j 0.0080807-0.0110166j 0.0229822+0.00886319j 0.0141708-0.00218348j 0.00437368-0.0039067j -0.011134+0.0021986j 0.0108725-0.00236612j 0.00302439+0.00735938j 0.00933113+0.0137776j 0.0036019+0.00044816j 0.0103842-0.010432j 0.00307935-0.000827691j -0.00460426-0.00418741j 0.00601565-0.0103617j -0.0070694-0.00615487j 0.0146716+0.00572441j -0.00682303-0.00272618j 0.00822005+0.0078061j -0.00507483-0.0118634j -0.00459417-0.00220771j -0.00676688+0.00775851j 0.00255825-0.00445424j -0.0211156+0.0109636j -0.012625+0.0125712j -0.00662879-0.00158028j 0.0106577+0.00536437j -0.0265976-0.00107283j -0.00203245-0.000532864j 0.0219998+0.0262747j 0.00288896-0.0149394j 0.017343+0.00541971j 0.00957435-0.021124j -0.0428104-0.0203837j 0.0109227+0.0168496j -0.0213037+0.00734168j -0.0217409-0.0180993j -0.0177159+0.0213247j 
-0.0653947+0.0110154j -0.0154493-0.0737416j -0.117498-0.0397053j -0.0450665+0.0915336j 0.0380434-0.0608326j -0.110612+0.0261059j -0.130879-0.0643887j 0.0456255-0.139987j 0.00450906+0.0195929j 0.0402313+0.0179999j 0.111492-0.0230034j 0.0269302-0.0255018j 0.0393374+0.0153529j -0.0598266-0.137823j 0.0278283+0.0272724j -0.0849841-0.0415766j 0.00930187+0.0144457j 0.00917768+0.0708235j 0.0141984+0.0125676j 0.0423992-0.0737074j -0.0182475-0.0434904j 0.0169123-0.190669j -0.0451234-0.0130786j 0.0475241-0.103482j -0.0165884-0.0735295j -0.022731-0.0225927j -0.024826+0.0336188j -0.00796189+0.0529578j 0.0992778-0.0143083j 0.0602847+0.0249285j 0.0147483+0.0117325j 0.0171159-0.000345977j 0.063529-0.0676124j -0.076505+0.0395515j 0.034168-0.0246623j 0.0856658+0.0161277j 0.0528817+0.0220073j -0.019557-0.00958131j 0.0714736+0.0749308j 0.00946889-0.015338j -0.0351282-0.0233009j 0.0187822+0.00980319j 0.0353063+0.0582915j -0.000777127+0.0505019j 0.0261707-0.00714652j -0.0633943-0.0538211j -0.0397619+0.088102j -0.0184961-0.0142427j -0.0462078+0.0208077j 0.0670252+0.065821j 0.0663682-0.0255452j -0.050347+0.0404856j -0.000381792-0.0159265j 0.0409041+0.0153582j 0.0316611+0.00588862j 0.0293924-0.0688803j 0.000105394-0.0287476j 0.0986722+0.0767937j -0.0301088+0.00416735j -0.018423+0.0471698j -0.0273924-0.00118318j 0.0707939-0.000930604j 0.021556+0.0789702j -0.0552322+0.0792426j -0.0857683+0.0714342j 0.0414094-0.0601022j -0.0954984+0.00853968j 0.0185058-0.00461649j 0.0578263+0.0475995j -0.0592907-0.16607j 0.162053-0.0662619j 0.0776548+0.0127041j -0.0893789-0.0165292j 0.00895814+0.0767071j -0.0910244+0.0142935j 0.00499258-0.108383j -0.0989437-0.00305855j 
-0.0381937+0.0180775j -0.0168341-0.0401202j -0.0341306-0.0072263j 0.00618221+0.0281269j -0.0147432+0.0755809j 0.0804051+0.0393354j -0.0456532+0.0525829j -0.0364308-0.00871936j -0.162207-0.0415648j -0.0321643-0.228919j -0.194834+0.0652522j 0.0510501-0.140491j 0.112177+0.0489965j -0.00880256-0.119309j 0.0137315+0.0379088j -0.0785965+0.00103083j 0.0403942+0.000279531j -0.0246203+0.0394486j 0.0100091+0.0665362j 0.132119+0.0568401j -0.0526621-0.0292345j 0.0377943-0.00599573j -0.0286361+0.0480059j 0.141768-0.127956j -0.0178139+0.0422576j 0.027846-0.0166423j -0.040261-0.140801j -0.0656831-0.0502261j -0.0397421+0.00925637j 0.0163322-0.0778752j 0.126577-0.124719j 0.104172+0.118588j 0.0759887-0.00480397j 0.0264656+0.04912j -0.0693527+0.0115839j -0.0247215+0.00683787j 0.0232715-0.0719791j -0.0126731-0.0373913j -0.06571-0.0143777j 0.0498196-0.0161868j -0.00690385-0.0196121j 0.0138456-0.0837851j 0.140006+0.00460829j 0.0014542+0.053889j 0.0252195+0.0247948j 0.0265526-0.0412442j 0.200076+0.014113j 0.0341766+0.116012j 0.0247971-0.00618066j 0.0527766+0.0609208j 0.010817-0.0611474j 0.0180218+0.0254295j -0.0092814+0.0458303j -0.00818751-0.0804306j -0.0209437+0.0158521j 0.0165701-0.024255j -0.0144304+0.0279184j -0.0539348-0.142279j 0.00784229-0.0542812j -0.172254+0.0634358j 0.0396505-0.0361123j -0.114609+0.0351148j 0.038432+0.0246768j -0.11248-0.101553j 0.0854892-0.0872553j 0.0646556+0.163059j -0.149117-0.0369074j -0.0496974-0.156387j -0.146701+0.169177j -0.0606959-0.0470667j 0.0152365-0.0425875j 0.0709176-0.0135604j -0.0177425-0.069268j -0.0380631+0.0121904j -0.0117848-0.0430069j -0.0496196+0.0187828j 0.0206261+0.0528972j 
0.029165+0.0337589j -0.0309742+0.0276494j -0.0281285+0.0630513j 0.0798699+0.0282897j -0.044856+0.101321j 0.0647497+0.036553j -0.0293792-0.068337j 0.13322-0.0347355j 0.0890237+0.0428465j 0.0153729+0.108403j 0.0163081-0.0134455j 0.0421065+0.0224517j -0.0725927+0.114998j 0.0596669+0.0842532j -0.118829+0.0766988j 0.159986+0.0191261j 0.0168103+0.0535712j 0.13665-0.00944608j 0.0123844-0.0722793j 0.0312172-0.137506j -0.115346-0.0161448j 0.0292789+0.0928222j 0.00198751+0.00448771j 0.0197979-0.013594j -0.0199067-0.0122128j 0.0887484+0.0328507j -0.0200356-0.0288233j -0.020329+0.0408162j -0.0315985-0.0367699j 0.0824639+0.0490542j -0.0722696+0.0468214j 0.0463044+0.0903872j -0.100501-0.0692715j -0.0538542-0.0109032j -0.0110678+0.0283015j -0.00659275+0.00845252j -0.00247627-0.000498496j -0.00627764-0.0156152j 0.0131947-0.0841327j -0.00710642+0.0106277j 0.0256027+0.0932728j -0.0238672-0.0367535j 0.065549-0.0128427j 0.0515575-0.0363376j 0.0213446-0.0821814j -0.0858157+0.0958792j -0.0090362-0.0360877j -0.0150938+0.0014077j 0.088219+0.117101j -0.0189637+0.00773374j -0.0267357+0.0093953j -0.04706-0.107283j -0.000277476-0.00484026j 0.166232-0.00583224j -0.0112435-0.013476j -0.0378425+0.0435165j -0.0265508-0.0384317j -0.0956514+0.0337116j 0.0489887-0.115305j 0.00707509-0.0106851j -0.013741+0.0256516j -0.0167756-0.0629181j -0.0850369+0.0106077j -0.0136168+0.0326086j 0.0133535-0.00734464j -0.0607093+0.00987889j 0.0986111-0.0939585j -0.00908899+0.175746j 0.0896856+0.0580777j 0.0881662+0.0452993j -0.0737008+0.126883j -0.0560602-0.0866867j -0.0695333-0.00548777j 0.00934078+0.0339823j -0.0313859+0.00318278j -0.0615455-0.0315574j -0.0308256+0.0654108j 
0.0125411+0.073288j -0.0709266+0.0122225j -0.0500097-0.0462985j -0.0318631+0.0565424j -0.00495143+0.118645j 0.105464-0.0694275j 0.133709+0.0285693j 0.00638536+0.0799409j 0.0174589-0.122897j 0.086635+0.0148182j -0.0522318+0.0233219j -0.00691416+0.00725856j -0.00428425+0.0361161j 0.131408-0.0313348j 0.0359998-0.105608j -0.0216473-0.101916j -0.117979+0.0633083j -0.0320792-0.0146242j -0.0545928-0.129909j 0.11456-0.0238834j -0.0335313+0.0229813j -0.0477107+0.00296278j -0.0298011+0.0102779j -0.0506363-0.0834408j 0.0229499-0.0576675j -0.0123572+0.0181233j -0.0427248+0.0557941j 0.0483015-0.00772639j -0.117105-0.0607591j 0.0608686+0.0137764j 0.0172489-0.123084j -0.0374025-0.0599157j -0.0243248+0.02525j 0.000197666-0.0196051j -0.0970584+0.0311972j -0.00745895+0.0241782j 0.0226585-0.065916j -0.0271029+0.047588j 0.102585-0.0868994j 0.0184889+0.0658923j -0.0363698+0.00561663j -0.0852445+0.0437532j -0.0736091+0.00356312j 0.0543022+0.0789609j 0.0129942+0.111239j -0.000416089+0.0902056j 0.0283225+0.0312734j 0.0965953-0.050789j -0.0114911-0.0207885j -0.0870858+0.0736682j -0.0102205-0.00220614j 0.0240524+0.114928j -0.00382499-0.0185224j -0.0397115+0.0623649j -0.0451978-0.0663809j 0.184406+0.157976j 0.0261272+0.00678356j 0.0836884-0.0746356j -0.0233207+0.03338j -0.0365379-0.0713927j -0.124309-0.0373563j -0.0850688+0.030623j 0.00868489-0.0488559j 0.0243795+0.00863042j 0.0776046-0.0895611j 0.084202+0.116825j -0.0836268+0.0105572j -0.00368391-0.048686j -0.00691791+0.0416658j -0.0126186+0.0589085j -0.119786+0.0627479j -0.112713-0.129088j -0.0904943+0.0882689j -0.00695445+0.00386745j -0.00488515-0.0121307j -0.00655535-0.0223122j -0.0241233+0.00787815j 
0.0325307+0.041445j -0.0416307+0.0294278j -0.0936873-0.0501461j -0.0479873+0.093791j -0.0190998-0.0308651j -0.0365368+0.00212789j -0.020078+0.00579132j -0.00181444-0.0750701j 0.156332-0.057738j -0.0108979+0.0946909j -0.00102281+0.0589273j 0.0191749-0.0915443j 0.0952432+0.0138713j 0.0336518-0.108569j 0.0757849-0.0241941j -0.0601442-0.0375762j -0.0810321-0.0249102j -0.0964676+0.0331327j 0.0280694-0.0394738j 0.0530813+0.0261954j -0.0780503+0.0307743j 0.0673931-0.00999743j 0.0514456+0.0557294j -0.0680591+0.0513708j 0.063664-0.0471121j -0.0583536+0.052627j 0.156107+0.174524j 0.00052899+0.00912699j -0.0197926+0.0182228j 0.0146657+0.0757775j -0.0228447-0.134387j -0.00705974+0.0492464j -0.0327001+0.0447243j 0.0278149+0.0815453j 0.0207464-0.0346189j 0.0580188-0.0306549j 0.0129944-0.0323003j -0.0550916+0.0351609j 0.0921518+0.0806511j 0.0222673+0.0788665j -0.0576232+0.0183611j 0.0336299+0.0506223j -0.0373033+0.0726833j 0.082441-0.0379576j -0.0544028-0.00163529j 0.0177585+0.0378572j -0.0179478+0.0152331j 0.0768544-0.0561274j 0.0608577-0.1344j 0.0705453-0.0766144j 0.0340966-0.0628536j 0.056761+0.146278j -0.0225703-0.0262639j -0.0984427+0.0554518j -0.0320004-0.156066j 0.125825+0.100549j 0.0723085-0.0289424j 0.191162+0.0409122j -0.0560838+0.12243j 0.0341649-0.046316j -0.0982897+0.0193548j 0.0508369+0.0324672j -0.059643+0.00672333j 0.0130413+0.0235001j -0.084038+0.0198764j 0.0152472-0.0653355j -0.000526102+0.0389061j -0.05961-0.0203283j -0.0896297+0.0424332j 0.0394001-0.0713899j 0.0212354+0.0348781j 0.0269308-0.0369344j -0.0413879-0.0323527j 0.00713494+0.0685127j -0.0666086+0.0107713j -0.0222397-0.021204j -0.0169355+0.0260389j 
0.085766-0.0463441j 0.0464643+0.090114j 0.0311416-0.0108592j -0.0272171-0.0102564j -0.0510878-0.124224j -0.0575614+0.0102139j 0.0429301+0.068914j -0.0746264+0.032836j 0.126556+0.0426297j -0.0856776+0.0119381j -0.0981933-0.0354075j 0.0695532-0.0358479j -0.0181591+0.0104097j 0.0121567+0.0567029j 0.106959-0.0436302j 0.0121814-0.0467034j 0.0625636-0.0341753j -0.00419028+0.0604471j -0.027801-0.0208013j 0.0844309-0.0348937j 0.0655651-0.0421064j -0.00509871-0.0249767j -0.0330436+0.01615j -0.027682+0.0469013j -0.00312603-0.0288702j -0.131283-0.1037j 0.0888267+0.0179269j -0.0220499-0.0252805j 0.00100881+0.108869j 0.0604496+0.0238743j -0.128156-0.044613j 0.00892761-0.0269337j 0.0363502+0.086697j 0.0166899+0.0697758j 0.144916-0.0323146j 0.0638005+0.0603521j 0.0286018-0.035737j -0.0268395-0.0320915j 0.0800001-0.0366775j 0.00115829-0.0104289j -0.0216104+0.00939941j -0.0124881+0.0627627j -0.0444289-0.0176266j 0.0124625-0.051246j -0.023601-0.109289j 0.0709347-0.0688256j -0.0534813+0.0885244j 0.0583612-0.058957j 0.0326558-0.0678766j 0.0646551-0.093174j -0.0636683+0.00829665j -0.0549013+0.0701784j -0.0384414-0.11087j -0.0569755+0.026617j 0.0345101-0.153874j 0.0551145+0.106047j 0.0632185-0.0432631j 0.0843055-0.00837192j -0.0503194+0.152726j -0.0475571+0.0317538j 0.0657825-0.0255109j 0.0242464+0.0810822j 0.0865412+0.0174729j -0.0138383-0.0833547j -0.0388711+0.0349471j -0.0666793-0.0826179j 0.143355+0.0234147j -0.0735442+0.0624523j -0.0132454+0.0275426j -0.0143725-0.0238472j 0.0611838+0.0102465j -0.0523175+0.0744857j 0.0493897+0.0300453j -0.0538903-0.0585927j 0.0604948-0.0520079j -0.00550122+0.0489765j 0.0446296+0.0022267j 
-0.000833507-0.0355369j 0.0337618-4.61352e-05j -0.044854+0.0157262j 0.00809557+0.0452084j 0.0477619+0.0161257j 0.0409033-0.0385683j -0.00177771+0.0438465j -0.000339479-0.0217213j 0.0353368+0.0748256j -0.0436032-0.0336321j -0.0358526-0.0270102j 0.0272316+0.00988924j -0.00641972+0.017739j 0.00192193+0.016924j 0.0112733+0.0427213j 0.0380302+0.00372314j -0.0443159+0.0346392j 0.0313327-0.00226358j 0.00389358-0.0315329j -0.00830892+0.0443547j -0.0758031-0.0101711j 0.0115412+0.108729j 0.0121806+0.0276467j 0.0277354+0.0395894j 0.00174681+0.0229411j 0.00163032+0.037552j 0.0619744-0.0158715j 0.00729959+0.0364233j -0.02179+0.0228901j -0.0130128-0.0099817j -0.0531902+0.000812838j 0.0359716+0.0242024j 0.01+0.0233352j 0.0221684-0.0167011j 0.00582039-0.0149487j 0.0217085+0.00700631j -0.0391195-0.00087957j 0.000512888-0.0181606j -0.0582842-0.0109202j -0.000124566+0.0189218j -0.00314547+0.0358296j -0.00521876-0.019338j -0.00588915-0.0240918j -0.0256517-0.0244756j 0.00492993-0.0587538j -0.000883475-0.00978646j -0.000109292-0.0396102j -0.00050889-0.0100605j 0.0578011-0.0515827j 0.0110052-0.0161019j -0.0262483+0.0243461j -0.0394651+0.0338159j 0.00417554+0.0347951j 0.0273158+0.0289499j -0.00418369-0.0270329j -0.0176737+0.00250742j 0.0705035+0.000431211j -0.0573257-0.0337113j -0.010504-0.079213j -0.00662079+0.0139811j -0.0396386+0.0100088j -0.0161694-0.0280402j 0.0230793-0.0262299j 0.0130199-0.0330875j 0.0305056+0.0790147j -0.0735016-0.0386838j 0.0445841-0.00104841j -0.0253445-0.00670405j -0.0844876+0.0328556j -0.0198583-0.0183671j -0.00278813+0.0113812j -0.034662-0.00126357j 0.0218576+0.0263183j -0.0118896+0.0595346j -0.0567895-0.00427059j 0.00943902+0.0196976j 0.021284-0.00987271j 
-0.00328372-0.000336768j -0.00074218-0.00213857j -0.0131315-0.00119791j -0.00405185+0.0162173j 0.0239963+0.0128422j 0.0176143-0.0336481j 0.0353418+0.0199519j -0.0143094+0.0158058j 0.00991239-0.000721495j 0.000342399+0.00298646j 0.00286073-0.00943846j 0.00597626+0.0304385j -0.0113602+0.0126093j 0.0187386-0.00528826j 0.00582169-0.0265255j -0.026328-0.0313247j -0.0272023+0.0098505j 0.00754636+0.00945884j -0.00173654-0.0147903j 0.000291113+0.00923541j -0.0229288+0.00879574j -0.0504398+0.0284718j -0.0151315+0.0237129j -0.0183404-0.0138019j 0.023068+0.00114329j -0.0153471+0.0143792j 0.00481718-0.000953555j 0.0139515-0.0062992j -0.0288777-0.0186449j -0.0122088-0.00234957j -0.0105943-0.0214281j -0.0177317-0.0357195j 0.0266936+0.0332328j -0.00167028-0.0418104j -0.0305631+0.00893287j -0.0300783+0.0242016j -0.0272487-0.0112023j -0.0016437+0.0209277j 0.0101868-0.0157876j 0.0118968+0.0141711j 0.00203653+0.00853587j -0.00106207+0.0138121j -0.0374569-0.0244795j -0.0230796+0.0276967j 0.03396-0.00445976j 0.031223-0.0124907j -0.000121144-0.00105318j 0.0142938-0.0260418j -0.00432449-0.026263j -0.0381327+0.0120032j 0.00967785+0.000308391j 0.0100578+0.0454507j 0.0044678-0.00497346j -0.00658644+0.0187465j 0.00759205+0.0125643j 0.0260115+0.0510035j 0.0398691-0.0127361j -0.000522332-0.0120623j -0.00504891-0.00386944j -0.00262906-0.0149899j -0.0164056-0.0229853j -0.0311578-0.0120313j 0.00420389-0.00557957j 0.0162321-0.0223409j 0.00731416+0.0127024j -0.00498353-0.00827201j -0.0158242-0.0128862j 0.0437144-0.0237231j -0.00400387+0.010594j -0.023325+0.0314847j -0.0223038-0.00287585j -0.0449566-0.0176889j -0.0265727+0.0358422j -0.00556035+0.00716385j -0.0196266+0.00404759j 0.00786972+0.00652584j 0.00500865-0.00810209j 
-0.0313199-0.0210169j 0.0173006-0.0344374j -0.0441901-3.28393e-05j -0.0106728+0.0383154j 0.0544018-0.0169296j -0.0141423-0.0415406j 0.00126013+0.034527j -0.0130954-0.020494j -0.00270549+0.048318j -0.0162839-0.0388272j 0.0187368-0.0301393j 0.0033626+0.0214763j -0.00840334-0.0105523j -0.0214798-0.034665j 0.0194436+0.00863288j -0.0395912-0.0224325j -0.048376+0.0505224j 0.00878283+0.0113897j -0.00499287-0.0182908j -0.00139377+0.051234j -0.0182913-0.00927553j -0.0110294+0.000884357j -0.0248572+0.0180683j 0.0401495-0.0268434j 0.00694638-0.00603032j 0.00838495+0.0264421j 0.00118819-0.0133875j 0.0277411+0.0283845j -0.00175974+0.00984219j -0.0106293-0.0161331j -0.00716954-0.00200753j 0.00565061-0.0133614j 0.0509003-0.00254098j 0.00497443-0.0186985j -0.00839156-0.0298394j 0.0226734+0.0255559j -0.0196964-0.0142553j -0.00902578-0.0123507j -0.0355565+0.0197032j -0.00512261+0.0217384j -0.0120844-0.00179002j 0.00694886-0.0049505j -0.00430403+0.00308442j -0.0452308+0.00613451j 0.01743+0.00588026j -0.00471928-0.0425415j 0.019212-0.0275679j -0.0121499-0.0102793j 0.0100769-0.0285686j 0.00720054+0.0345508j -0.00525192+0.0263876j -0.044223+0.0372516j 0.0273381+0.0469047j -0.0014042+0.0135991j -0.00818717+0.00931546j 0.00960176-0.0307677j 0.080803+0.00520541j 0.00143961-0.0441408j -0.0252462-0.0389614j -0.00558427+0.015145j -0.0333939-0.02312j -0.037588-0.012736j 0.0405163+0.00368048j -0.0057775+0.0075157j 0.00438772+0.0496202j -0.0264268-0.0210146j -0.0214744-0.000219676j 0.00592104-0.0390526j -0.0184492-0.0301249j -0.0431478-0.0496463j 0.0391922-0.0282856j 0.000871894+0.00416945j -0.00983616+0.0478928j -0.00618443+0.0493213j -0.0560423+0.00333782j 0.0263904-0.0193924j -0.0164248-0.0255928j 
-0.029084-0.013063j 0.00915977-0.034216j -0.055791+0.00292675j -0.00484174+0.0445124j 0.0415838-0.0155337j -0.023533-0.0142481j -0.0445562+0.0121096j 0.00852278-0.0638332j 0.0272614+0.041913j 0.00388147+0.00828033j 0.0561411-0.0227885j -0.015252-0.00722957j -0.000120873-0.0162097j -0.0457933-0.0358671j 0.0135989+0.029004j -0.0241081-0.00192351j -0.0304008+0.00383369j 0.0235991+0.00129269j 0.0238886+0.00422092j -0.0536852-0.00810853j -0.0678064+0.00329389j 0.0237812-0.00842709j 0.00609986+0.0161116j 0.0161502+0.00119281j 0.00598827+0.00184335j 0.00600533+0.0254614j 0.0399411+0.0266398j 0.00420098+0.0530334j 0.0245663-0.0242766j 0.0121764+0.0196729j -0.0148016+0.0309754j 0.0119921+0.00572221j 0.0500241-0.035296j -0.0315654+0.00818077j 0.00322365-0.0363985j 0.0248049+0.00124531j 0.000414338+0.0166098j 0.0170539-0.0092549j -0.021704+0.0432317j 0.00122271+0.0134966j -0.005512+0.0220308j 0.0224125-0.001978j 0.010191+0.0269619j -0.0139209+0.00739661j 0.0183422-0.0315394j -0.0328858-0.0305261j -0.0229535+0.012199j -0.0263398-0.0311761j 0.00900129-0.0445066j 0.021111+0.0289101j 0.00574573-0.019371j -0.0276259+0.00930076j 0.00762016+0.0223534j 0.0391304+0.0319513j 0.0480457+0.00608858j -0.0374908-0.0517593j 0.0339499-0.00302841j 0.00267117+0.0303851j -0.0118925-0.0364063j 0.0102102+0.000151188j -0.028224+0.0155004j 0.0345346-0.0102412j 0.00219497+0.00721018j 0.013206+0.0255056j -0.0483205+0.0504599j 0.0013771-0.0455674j -0.0183614-0.0125242j 0.00934916+0.00750082j -0.0454279+0.0083768j -0.0342224-0.0555639j 0.0473518+0.00309878j 0.00231252-0.00150107j -0.0016462-0.0149456j 0.00787386+0.0586236j -0.0725288-0.00325398j 0.0233204-0.0220867j -0.0184257-0.0235831j 
0.000156629+0.00522191j -0.0036711+0.000246974j 0.0189686-0.00147009j 0.00158295-0.0241636j -0.000536713+0.00969165j 0.0132544+0.00374478j -0.00484644+0.000118325j -0.00553638+0.00923774j -0.0408341-0.0157332j 0.021368-0.00321731j 0.0160159+0.00663051j -0.00938973+0.00371547j 0.00214755-0.000191736j 0.00155313-0.00280168j -0.0203125+0.0060162j -0.0262714+0.00582577j 0.0421509-0.0272756j -0.0140921+0.0474226j 0.0282978+0.0286446j 0.0248629+0.00763531j 0.0233983+0.0240457j -0.000371517-0.0210352j -0.00178048-0.00111647j 0.00463736-0.0202805j 0.0180431+0.0327092j -0.00521759+0.00101366j -0.0392375-0.0195437j -0.00746743-0.0220614j -0.0143806+0.00713867j -0.0220405-0.0140051j 0.0233227-0.0302038j 0.0139006+0.00908254j -0.0016676-0.0298118j 0.0232569-0.00858146j -0.0189003+0.0161237j -0.00816112-0.00742048j 0.0231244-0.0117208j 0.00892564-0.00120506j -0.00506445-0.00944777j 0.00502009-0.0212844j -0.00196814-0.0180742j -0.000262986-0.00398119j -0.000215867+0.0031973j 0.00515967+0.0225558j -0.00539157+0.0446058j -0.023511+0.0093196j 0.0218786-0.00354447j 0.0126155+0.00935648j -0.00933583+0.0202891j 0.019562+0.0143925j -0.00436526-0.00270616j 0.0238923-0.0169817j -0.00225965-0.00315172j 0.0125587-0.0339565j -0.0173177+0.00258336j 0.0211413-0.0313711j -0.038135+0.000637569j 0.0100433+0.00324684j -0.00914494+0.0168039j -0.00127236+0.0103329j 0.0431749+0.00696747j -0.0119801-0.0141322j 0.00398384-0.00279767j -0.0219108-0.0121087j -0.00639142-0.0314181j 0.00168254+0.0196875j -0.0158018-0.0392686j 0.0244267-0.0203807j -0.0165612-0.0200074j -0.0032902+0.00398427j -0.0149388-0.00692699j 0.00296197-0.0088045j 0.0158694-0.00346629j 0.0119734-0.0169881j 0.0201654-0.00187109j -0.00453772-0.00217863j -0.00363859+0.00351662j 
-0.00548107-0.00283624j 0.00204701-0.00709228j -0.00602022-0.00361808j -0.00293562+0.000827679j 0.012694-0.00343358j 0.0013456-0.00325048j -0.0104113+0.0183164j -0.0174022-0.0126192j -0.0144746-0.0121604j 0.0103182-0.014637j -0.00834325+0.00314323j -0.00111655-0.0382781j 0.0175964+0.00485481j -0.0261582-0.0205819j -0.00475726-0.00170592j -0.0126259-0.0169315j -0.00886222+0.0297348j -0.018022+0.0117983j -0.00715891-0.0184814j 0.00874375+0.00595733j 0.02174-0.00731837j -0.013852-0.0468834j -0.0167643+0.0191749j 0.0103989-0.00280968j -0.0052344-0.0135735j 0.0247183+0.00969902j 0.0181533+0.00488127j -0.00720227-0.0260794j 0.000525016-4.7081e-05j -0.0258282+0.00211481j 0.0118725-0.0173805j 0.00308654-0.0157351j 0.0317362-0.00793363j -0.0105372+0.0232779j -0.00112129-0.00987867j 0.00688255-0.00246112j 0.000909899+0.00334044j 0.0117602+0.00243944j 0.0129455+0.0057742j -0.00246058-0.00470798j -0.0275137-0.0168223j 0.0362952-0.000565564j 0.00744133+0.00790951j 0.0163741+0.0120508j 0.00141558+0.0154667j -0.00719077-0.0178698j 0.00950943+0.00193459j 0.00546583-0.00740724j 0.00987406-0.00867727j 0.0067119+0.005j 0.0089341-0.0317506j 0.0115034+0.010195j -0.00373797-0.0122931j -0.0125021+0.00578327j 0.00714981-0.0108903j 0.00401047+0.00639789j 0.0205625+0.00995323j 0.0111718+0.00457848j -0.00809066-0.019285j 0.00454487+0.0370699j -0.0200076-0.0233453j 0.00622911+0.00722657j 0.0337818-0.0136355j -0.0161122-0.00528428j 0.0198176+0.000643821j 0.02164+0.0198744j -0.0241001-0.00664001j 0.0136457+0.000658574j -0.00957675+0.00787446j -0.00193719-0.0192816j 0.0272905+0.00803103j 6.36704e-05+0.00739998j 0.00541919-0.0180954j -0.0013848-0.000377782j -0.00226638-0.0160608j -0.0024625-0.00105766j -0.000343281+0.000638229j 
-0.00255111-0.00764317j 0.0070245-0.00268553j -0.00363713-0.00225655j -0.00410491+0.0057844j 0.00459691-0.00110054j 0.00318898-0.00957457j 0.0128251+0.0105135j -0.00303799+0.00690814j 0.0160358-0.000694818j 0.0213206-0.000441507j -0.0137932-0.0453856j 0.0232546-0.0267934j 0.00611509-0.00226477j -0.0239574+0.00682854j 0.00813617+0.00836997j 0.0142261-0.0185248j 0.0196183-0.00379354j -0.012978+0.00531074j 0.0127392+0.0217623j -0.0130138+0.0120337j -0.00697189-0.0105112j -0.0112804-0.00607175j -0.0172718-0.000857907j 0.0161866+0.00785972j 0.00569812-0.00140126j -0.0187256+0.00231379j 0.0154573-0.00411934j 0.00233562+0.0027058j 0.00700692+0.00312435j -0.00830047-0.00952642j -0.0242871-0.00276488j 0.00502183+0.00222999j 0.00774695-0.00173253j -0.00559712-0.0136851j -0.00860687-0.00967759j 0.00802622+0.00544012j 0.00369501-0.00948599j -0.00820075+0.0118298j -0.00656188+0.00985909j -0.0149988+0.0065523j 0.0270973+0.0204258j 0.00155318-3.96163e-05j -0.0107064-0.00524599j 0.00612594+0.00318357j 0.0120186-0.0267772j -0.00419999-0.0116066j -0.0130186-0.0262773j 0.0122566-0.00895417j 0.00928695-0.00568516j 0.000562069-0.00688968j 6.05107e-05+0.020962j 0.00712797-0.00245798j 0.0238285-0.0363207j -0.00204481+0.0245988j -0.0183145-0.000493032j 0.00101968-0.00251636j 0.0364595+0.0216901j -0.00922139+0.0146817j -0.00870681+0.00526164j -0.00567239+0.0392485j 0.028256+0.0357508j 0.0489948-0.0159857j 0.0153931+0.0026711j -0.0189259-0.00984263j 0.0108839+0.0149025j -0.00202975+0.000350511j -0.0193635+0.00464801j -0.00336355-0.037014j -0.0017245+0.00537997j 0.000666914-0.00662657j 0.00825529+0.00123991j 0.00355459+0.00805469j -0.00626443+0.00799232j -0.0132531+0.00231505j 0.0014785-0.0058121j 0.000771362+0.00375577j 0.0051367-0.000448871j 
