-0.00398731+0.00364871j 0.00780719-0.000908748j 0.00307531+0.00226377j -0.0129748+0.00428507j 0.00901683+0.000176958j 0.00685129-0.00410938j -0.0049369+0.00309312j -0.0101867-0.000430528j 0.00122198+0.000243275j 0.00222059-0.00183977j -0.00640227+0.00285863j -0.000487292-0.00177268j -0.00162501-0.000988707j -0.00445097-0.00231009j -0.00193144+0.000936163j -0.00889424+0.00222339j 0.00795802-0.00142963j 0.000914301+0.000635813j 0.000507596-0.000550042j 0.00109143-0.00373586j -0.00169122+0.000455866j -0.00449046+0.0012517j 0.000931783+0.00113753j -0.00738497+0.00315953j -0.000773959+0.000282462j 0.00790308-0.0033103j 0.0108075-0.00189731j -0.000703869+0.00117397j -0.007745+0.00270882j 0.00587948+0.000529142j 0.00769552-0.00493697j -0.00319576-0.00399376j -0.00278926-0.00237684j 0.0100836-0.00181526j -0.000556028-0.00308192j -0.0025361+0.00249992j 0.00743009-0.00147235j -0.00966085+0.000950459j 0.00656396-0.00716271j 0.00657681-0.000499051j 0.00607012-0.00145993j 0.00327362-0.00102991j -0.00253191+9.21015e-05j 0.00298436+1.4972e-05j -0.00654483+0.000496082j 0.00573152-0.00361447j -0.00892234+0.00418493j -0.00528147-0.000270074j 0.00123547-0.0019959j -0.00448031-0.00469892j -0.00288641+0.00158658j -0.00623557-0.00336353j -0.0102094-0.001849j 0.00755636+0.00138115j 0.00266229+0.00270885j -0.00433929-0.000672044j 0.00103822+0.00401216j 0.00550211+0.00332737j 0.00101309+0.00366076j -0.00519377-0.00147772j -0.0100467-0.00254122j 0.00619141+0.0045992j -0.000259187-0.00485859j 0.00129237-0.00120091j 0.0043858-0.00279381j 0.00335578+0.0014657j 0.00122135-0.00605771j -0.0143154-0.0088571j -0.00522928+0.00174893j -0.00925945-0.00793438j 
-0.00252408-0.00226843j 0.0033667-0.00521754j -0.00324182-0.00212205j 0.00231236-0.00683998j 0.00713923+0.002105j 0.00336965-0.00199375j 0.00553831-0.0024525j -0.00766973+0.00335843j -0.000405698+0.00486822j 0.000328235-0.00716714j 0.00155594+0.00457022j 0.00540698+0.00753874j 0.00268835+0.00304822j 0.0101937-0.00736033j 0.00602122+0.0022639j 0.00647531-0.0127666j -0.00265422-0.00524671j -0.00664998-0.00486659j 0.00980508-0.0107469j -0.000228609-0.00658594j 0.00257575+0.0164233j 0.000523594+0.00266876j -0.0165422-0.00794235j 0.010112-0.000320007j 0.00587634+0.00350605j -0.0050423-0.0024923j -0.00177223+0.000653798j 0.00785514+0.00670458j -0.000453316+0.00264177j -0.00238722+0.00112557j -0.000209133+0.000485526j 0.00185105+0.00158542j -0.0029459+0.00271316j -0.00524496-0.00141975j 0.00363773+0.00553826j 0.000812738+0.00170151j 0.0047218-0.00156171j -0.00375459+0.000588152j 0.00573938-0.00327063j -0.00144081+0.00198198j 0.00479828-0.000681011j -0.000681925-0.00172166j 0.00210567+0.000885796j 0.00320821-0.00249895j -0.00227092-0.000464646j -0.00153442-0.000768954j 0.0010893+0.00189851j -8.70469e-05+0.0016932j 1.16991e-05+0.000525675j -0.00149612-0.00592439j -0.00346154-0.00299015j 0.00870746+0.00250422j -0.000839669-0.000938435j -0.000310878+0.000499159j 0.00307863-0.000457207j -0.00371791-0.00235173j 0.00685582-0.000657877j -0.00116918+0.00337883j -0.00189502+0.00161037j -0.000365713-0.00191654j 0.000831473+0.00327803j 0.00236288+0.00272034j 0.00558232-0.000269199j 0.00321547+0.000562056j -0.00127223-0.00110063j -0.00338389+0.0015048j -0.00497038-0.000529723j -0.000720627-0.000364691j -0.00298717-0.000978131j -0.000572957+0.00234472j 
0.00370732+0.00816655j -0.000161346-0.00193695j -0.00186984-0.00559245j 0.000705835+0.00545042j -0.00279656-0.00474307j 0.0025333+0.00329408j -0.00462598-0.0077562j -0.00369605-0.00443012j 0.00498597+0.00853773j -0.00279659-0.00742832j 0.00201026+0.00211358j 0.00211177-0.00219311j 0.00232317-0.00383766j 0.00328529-0.0169654j 0.00171291-0.0207694j -0.00107557-0.000498797j -0.00057795-0.000631139j -0.0034616-0.00496166j -0.000200434-0.0129789j -0.00527236+0.00514713j 0.0107579-0.0147152j -0.000982842+0.00116707j -0.00210611-0.00381723j 0.00240108-0.00991492j -0.00041031+0.000490065j -0.00467779+0.00656902j -0.00575265+0.00543465j -0.00246579+0.0036079j 2.30895e-05+0.00200008j -0.00172195+0.00344033j 0.00109659+0.000904566j -0.00190711+0.000434798j -0.00132233+0.0019856j 0.000553513+0.000392459j 0.00176227-0.00140193j 0.00202502-0.000705759j -0.000679363-0.00214157j -0.00129843+0.0014126j 0.00131545-8.97618e-06j -0.000466931-0.00325676j 0.00130754+0.000375829j 0.000195159+0.00188188j 0.00268511-0.0028988j 0.000563309+0.00151435j 0.000308011-0.00400535j -0.000465086+0.0025849j -0.00253765+0.0103945j -0.00106847+0.00171049j -0.00117445+0.00247876j 0.000886267-0.000613547j -0.00115792+0.000632193j 0.00453954-0.00433083j 2.22913e-05-0.000415303j 0.00145179-0.00164722j 0.000743531-0.00184164j -0.00316092+0.000834155j -0.000208295+0.00216027j 0.00262242-0.00226368j 0.00376501-0.00748044j 0.0010495-0.00286652j 0.000150714+0.000443413j -4.46375e-05+1.00462e-05j -0.00203083+0.00126165j -0.00176384+0.00332674j -0.00234453+0.00261789j 0.00115427+4.21295e-05j 0.00108364-0.000698029j -0.00203407+0.00377231j -0.00149763+0.00191682j 0.00193775-0.00383402j 
0.0011743-0.00149845j -0.00811658-0.0063805j -6.44416e-05-0.00351692j -0.00641176-0.0052524j -0.00169205-0.00133731j -0.00428407-0.00182787j -0.00546393-0.00551669j 0.00588055-0.00290038j 0.000982244+0.00898826j -0.00303547-0.00727508j -0.00087934+0.00670412j -0.0031103+0.00912463j -0.000600412+0.00455322j -0.00863921-0.00660862j -0.0023496+0.00296596j -0.00266558-0.0142351j 0.00156853-0.00588961j 0.0059996-0.00251477j -0.000564868-0.0155324j 0.00217817-0.00827892j -0.0033512+0.0099897j 0.00266932-0.00261981j 0.0159888-0.00148363j -0.000689881-0.00595447j -0.00475106-0.00275701j 0.00817321+0.000677792j 0.00117621+0.000193921j -0.00931525+0.000237951j -0.00095215+0.00155362j 0.000976634+0.00176101j -0.00321693-0.00189354j 0.00261294-0.00497019j -0.00156138+0.000588564j 0.0028854+0.0040326j 0.00377078-0.0048485j -0.0033268+0.00115795j -0.00296181-0.00349377j 0.00162264+0.00258075j -0.00140319-0.00364292j 0.00196903-0.000854266j -0.00193576-0.00244448j -0.00230271+0.000870602j 0.000675053-0.00281003j -0.00212351-0.000542849j 0.000891648-5.09689e-05j -0.000372124+0.000726842j -0.00416279+0.000855906j 0.00063883+7.49406e-05j -0.000520765+0.00184811j 0.00288685-0.000681306j 0.000882321+0.00139604j -0.00724449-0.00394575j 0.00157363+0.00131783j -0.00201681+0.000687819j -0.0035605+0.000160877j 0.00184667+0.00413458j -0.00594343-0.0048154j 0.000102358+0.00230626j 0.00196117+0.002772j 0.00135047+0.000385838j -0.00139699+0.000920784j -0.00242019-0.000940467j -0.00189195-0.00576732j -0.0025868-0.00333522j 0.00047251+0.00183879j -0.000779744+0.00492722j 0.00110732+0.00627915j -0.000532654+0.00167112j 0.000258768+0.00555745j -0.00154778+0.00146845j 
-0.005926-0.000241944j -0.00448289+0.00281088j 0.00248608+0.00144845j -0.00982686+0.0017365j 0.00299849-0.00355246j -0.00496155+0.000395101j 0.0021986-0.000832556j 0.00434539+0.000360445j -6.14382e-05+0.000191076j -0.00175315+0.0026363j 0.00276327-0.000284847j 0.00828537-0.000934332j 0.00616358+0.000105274j 0.00556798+0.00375045j 0.0175836+0.00386928j -0.0126133+0.00103073j -0.00471623+0.00355681j -0.000325288+0.00303586j -0.00362927+0.00125713j -0.0104713-0.00283925j 0.0233669+0.00622764j -0.00293642-5.78241e-05j -0.00314125+0.00237415j 0.00450876+0.000934049j -0.00092278-0.000903919j -0.00767588-0.00233237j -0.00307931-0.00355862j 0.00204094-0.00199523j 0.00174181-0.00161192j -0.00033665-0.00104236j 0.000394782+0.00107745j -0.00263762-0.00307029j 0.00216915-0.000333647j -0.00021271+0.00216401j 0.00247206-0.000838871j 0.00379608+0.00110252j 0.000366291-0.0015366j 0.00102276+2.45545e-05j -0.00297693+0.000192216j 0.00157285-0.00021074j -0.00221567+0.000259933j 0.000529744+0.00107237j 0.000357635+0.000751974j -0.00191853+0.000573846j 0.0036064+0.00109876j 0.000534007+0.000486079j -0.00526309-0.00259008j 0.000199989-0.00160027j 0.00104311-0.000453462j -0.00395054+0.00278037j -0.000642002+0.000395173j 0.0030285+0.00351672j 0.00097051+0.00043186j 0.0025424+0.00193908j 0.00381741+0.000977166j 0.00261938-0.00147486j -0.00327442+0.000289535j 0.00353757+0.00198025j 0.00736673+0.00474365j 0.00167641+0.00192397j 2.00934e-05-0.000201671j 0.000596067-0.000665894j -0.00444709-0.00322309j -0.00333921-0.00302703j -0.000482392-0.00226518j 0.00285605+0.00187872j 0.0038636+0.00250441j -0.000346145-0.0017714j 0.00221725-6.04217e-05j 0.00168339+0.00241844j 
0.00331743-0.00240205j -0.00501804-0.000583784j -0.00635501+0.00285627j -0.00174213-0.00228999j -0.00123284+0.000338434j 0.000780282-0.00176155j -0.00757941+0.00289859j -0.00422273+0.00369487j 0.0129283-0.00324794j -0.0123114+0.00141609j 0.00620774-0.00128596j 0.00753139+6.14799e-05j 0.00161747+0.000479769j -0.0182638-0.000876766j -0.0113482+0.00201869j -0.0138166-0.00392759j -0.00836785-0.000970785j -0.0095024+0.000715596j -0.0210459-0.00369669j -0.00287154+0.000289867j 0.00379191+0.00110761j 0.00086736-0.00261807j -0.0114286-0.00157729j -0.00888576-0.0029281j 0.00166937-0.000232551j 0.00310997-0.00103306j 0.00538767+0.00226551j 0.00792848+0.00483816j 0.00492549+0.000957839j 0.00323015+0.00141134j 0.00018911+0.000658234j 0.000907829-0.000642059j 0.00412759+0.00391531j -0.000194108-3.97991e-05j -0.00122041-0.00187958j 0.00125662+0.00134481j -0.00317295+0.000791695j 0.00238753+0.00163903j -0.00411329-0.00105842j -0.000355749-0.00036314j -0.00210097-0.00170766j 7.74433e-05+0.00180945j -0.0039728-0.00165045j -0.00240386-0.00101807j -0.00332643+0.000337764j 0.00111224+0.00155928j 0.009878+0.00227659j 0.00273975+0.000420665j 0.00298252+0.00160363j -0.0065362-0.00292807j -0.000259711+9.23948e-05j -0.00556236-0.000297969j -0.0014234+0.000209905j -0.00102412+0.0011071j -0.00165724+0.00173046j 0.0031488+0.00221268j -0.00196758-0.000411001j -0.000639308+0.000495503j -0.0042863-0.00154801j -0.00319265-0.00105322j 0.00272372+0.000947411j 0.00209238+0.000542088j 0.000753076-0.00100614j 0.00103308-8.98807e-05j 0.0027826+0.00126046j 0.000713235+0.00160554j 0.000356709+0.00226189j 0.00240635+0.0011191j 0.00136629+0.00213471j -0.00164839+0.000222592j 
-0.00438203-0.000130759j -0.00267388-0.000835926j -0.00322746-0.00189208j 0.000894807+0.000124693j 0.00120182-0.00168021j 0.00225878+0.00160526j -0.00204517-0.00227249j 8.80029e-05+0.00125455j 0.000609358-0.00192277j 0.000151842+0.000971451j -0.00133136-0.00102151j -0.00362461-0.00155163j 0.000237427+0.00126222j -0.00167767+0.00283795j 0.00340084-0.00020705j -0.00334673+0.00275662j -0.000517469-0.000347248j -3.39718e-05-0.0013289j -0.000544405+0.000648548j -0.00117305+0.000239341j 0.00564545+0.00184945j 0.00457021+0.001063j -0.0021769-0.00202279j 0.00328658+0.000392793j 0.0029865-0.000802893j 0.00109733-0.000169118j 0.00130618-0.000690748j -0.000907716+0.000967842j -0.000909138+0.00137994j 0.000383849-0.000654243j 0.00083492-0.000799559j 0.0010413+0.00259988j 0.000694109+0.00139032j 0.00367717-0.000777769j -0.00216158-0.0042961j -0.000917993-0.000808919j -0.00412218+0.000114366j 0.000351736+0.00178397j -0.0023015-0.000189136j 0.00142627-6.54039e-05j 0.000123183+0.000537353j -0.00239507-0.000939865j 0.00264983-0.00171179j 0.00102585+0.000851421j 0.0015394+0.000968959j -0.000517231+0.00288712j -0.00350627+0.000230068j 0.00200356+0.00167272j -0.00150071+0.00301976j 0.0127584+0.00106421j 0.00502931-0.00106983j 0.00063148-0.00335696j -0.00377026+0.00179096j 0.000330128-0.00383582j -0.00730409-0.00576334j -0.0133273-0.00166365j 0.00435212-0.00496948j -0.0037438-0.00154306j 0.000330554+0.00828527j 0.000871445+0.00768547j 0.000803099-0.00232298j -0.000205219+0.00861168j 0.00493029+0.00186027j 4.33778e-05-0.000876833j 0.000346748-0.000171959j 0.00609733-0.00738653j 0.00450797-0.0028279j -0.00373231+0.000941671j -0.00582513+0.00412925j 0.00368867-0.00215991j 
-0.00222168-0.00125655j 0.00404403+0.000532692j 0.00130269-0.0015825j -0.00369683-0.00174042j 0.00485793+0.000662445j 0.000892754-0.000459461j -0.000999832-0.00171374j -0.00495245-0.000493961j -0.00273+0.000342833j 0.000808773-0.000194633j -0.00146963+0.00117429j -0.00271951-0.000783662j -0.00234712-0.000895106j 0.00295125-0.00205886j 0.000957726-0.000638525j 0.00239618+0.000375971j 0.000783216+0.00148244j -0.00208548+0.000161814j 0.00228752+0.0015821j 0.000363601+0.000195464j 0.00287948-0.00350012j -0.00063018-0.000361264j -0.0020129+0.000825367j 0.000488451+0.00114485j -0.00101782+4.09327e-05j -0.000632854-0.00155675j -0.00160875+0.000999412j 0.00196917-0.000127471j 0.00129948-0.000746627j -0.000844623+0.00100181j -0.00122362+0.000425013j 0.000271579-0.00174233j 0.00075738-0.000800417j -0.00048782-0.00218535j -0.00284618-0.000468229j 0.000585363+0.000279544j -0.000731283+0.00279876j 0.00152056-0.00056615j -0.00415689+0.000211786j -0.000729252-0.00138186j -0.00118596+0.000440104j -0.000349589+0.000888107j -0.00415626-0.00153267j -0.000603564+0.000425528j 0.000202943+9.31174e-05j 0.00235147-0.000850465j 0.00462665+0.000945574j 0.00122767-0.000324311j 0.00436003+0.000545426j 0.000626332-0.00353405j 0.0022146-0.00100671j -0.0107818-0.000563548j 0.000473842+0.00183625j -0.00577894-0.00453837j -0.00981602+0.00248798j 0.00388015+0.00666586j -0.00917382-0.00441332j -0.0051097-0.00515088j -0.00580329-0.00453526j -0.00250342+0.00249852j 0.00392417-0.0128731j 0.00662365-0.00314833j 0.00165051+0.00161159j -0.00734467+0.0064371j -0.000737198+0.00228554j -0.00669715+0.00195346j 0.000585333+0.000212918j -0.00381884+0.00339185j -0.00397627+0.0023925j -0.00639514+0.00410523j 
-0.00304026+0.00328352j 0.000150193+0.00215356j -0.0018576+0.00148349j -0.000649089+0.000256011j 0.00165252-0.00144103j 0.00242043-0.0032686j -0.00408966+0.000811887j -0.00158037+0.00223251j -0.00278797-0.000730923j 0.00211485-0.000401831j -0.0033522+0.00233118j -0.00571993+0.00341536j 0.000670872+0.00174675j 0.00326961+0.000896096j -0.00307084-0.00367352j 0.00567419+0.00103543j 0.000554223-0.00217846j -0.00352667-0.000631071j 0.000791202-0.00247187j 0.00010566+0.000469934j 0.00146526-0.00282956j 0.00151936-0.0023831j -0.00300307+0.0014998j 0.00150129-0.00272383j -0.000541734-0.00135749j 9.57605e-05-0.000222816j 0.00103763-0.00194755j 0.00227289+0.00265699j 0.00144198+0.000735968j 0.00107633+0.000266637j -0.00149512-0.000216159j 0.00151941-6.6652e-05j 0.00228436+0.00248999j -0.00052818+0.000118144j -0.000325348-0.00058211j 0.000177812-0.00219487j -0.000570802-0.000433036j 0.00166076+0.00144727j -0.00230592+0.00141497j -0.00244359-4.7617e-05j 0.000632615+1.98229e-05j -0.000620179-4.89799e-05j -0.000813821-0.000646937j 0.000994545+0.000341203j 0.00029483+0.00320026j 0.00526733+0.00137507j 0.00030796-0.00471464j 0.00847977+0.00208566j 0.00400756-0.00138064j -0.00190178-0.00435162j 0.00191557+0.000810381j -0.00533694+0.00477283j 0.000904219+0.00158004j -0.00294126+0.0116639j 0.00112924+0.0106224j 0.00676821-8.44928e-05j -0.0074161+0.00498374j -0.00830112+0.00723338j 0.00508353-0.00207421j 0.0115289-0.00374278j -0.0164145+0.00605739j 0.0076949+0.00398326j 0.00996893-0.00863213j 0.0073049+0.0024034j 0.00483491+0.00107155j -0.00733752-0.00281406j 0.00146162-0.000608619j 0.00606144+0.00191453j 0.00910713+0.00651663j -0.000366631+0.00494372j 
-0.00150963+0.00170633j 0.00463563-0.00610682j -0.00147644-0.00096414j -0.00642347+0.00494584j 0.000709309-0.0033228j -0.00252189+0.00119685j -0.00360629+0.00122021j -0.00245263+0.00283679j -0.00192312+0.000763931j -0.0010195+0.00102464j 0.0026705-0.00125929j 0.00102207+0.000339669j -0.00252043+0.00163254j -0.00329784-0.000736055j -0.00203677+0.00140824j 0.000686168-0.00258711j -0.000902843-0.00108598j -0.000542536+0.00020488j -0.00188186-0.0011329j 0.00230043+4.65904e-05j -0.00680762+0.00320019j -0.00408407+0.0015332j 0.00279697-6.69471e-05j -0.00253946+0.00168004j -0.00220897+0.000956199j -0.00159767+0.00053222j -0.00103519+0.00079327j 0.000493627-0.00248888j -0.000775652-0.00138361j 7.40611e-05-0.000604793j -0.000403168+0.00190552j -0.00338079+0.00173273j -0.000265596+0.000746966j -0.00192823+0.00205242j 0.00190913+0.00174601j 0.000310096-0.000765072j 0.00393724-0.00155j -0.00113327+0.000424305j 0.000519389+0.00418564j -0.0026687+0.000581664j -0.000816001+0.000253659j 0.00383185-0.000342507j -0.000336039+0.00263922j 0.00275972-0.000760277j 0.000449762-0.000760828j 0.00109764-0.00142734j 0.00279202-0.00479711j 0.00010364-0.00346136j 0.00173653-0.00467956j -0.0048633+0.00965631j 0.000289372+0.000666575j -0.00127899+0.0066644j 0.000190489-0.00252556j 0.000924121+0.00199369j 0.00938804-0.00167001j 0.00634199-0.01308j 0.00286346+0.00548447j -0.00258088+0.000650242j -0.0206349+0.0110764j -0.00626248+0.00568923j -0.0148785-0.00409238j -0.0168589-5.51324e-05j -0.00429928+0.000700352j 0.0109523+0.00111535j 0.000778248+0.00172422j 0.016007+0.00752262j 0.00462456+0.00207459j 0.0036554-0.000843489j -0.00332281-0.00427377j 0.012763+0.00739238j 
-0.000994215+0.00468717j -0.00303899+0.000387957j -0.00321882+0.00434827j -0.000499533+0.00203997j -0.00207028-8.35048e-05j 0.00228791-0.00155633j -0.00185116+0.00494311j 0.000433628-0.000963938j -0.000255866+0.0023267j -0.000396105-0.00103019j -0.000410854+0.00116518j -0.001606+0.00309526j -0.000787155-0.00103647j -0.00156781-0.00304417j 0.0012052+0.00181345j -0.000130257-0.00298016j -0.000524495+0.00178032j -0.000146447+0.00335835j 0.00139781+0.00182584j 0.000952223-0.00133319j -0.00212033-0.00102144j 0.000434543-0.0020936j 0.000625985+0.00303839j 0.0021974+0.00077923j 0.00100515-0.000282808j -0.00202531-0.00142142j 0.00127516+0.000226919j -0.00107966-0.00227582j -0.00116492-0.0021521j 0.000121945-0.00119085j 0.0012927-0.000502231j -0.000286047-0.00316328j -0.000394134-0.00434804j -0.0021476-0.00216348j -0.00222358+0.00437984j -0.000774461+0.0033447j 0.00342143+0.00513551j 0.0015212-0.00572238j 0.00197961-0.000106537j -0.00111022+0.000918803j -1.06733e-05-0.000705314j 0.000196303+0.000824517j -0.00624674+0.00313775j 0.000225226-0.0026617j 0.00145966-0.00291244j -0.00238642-0.00643352j -0.0011588+0.00118765j -0.00497912-0.00754612j 0.00131146-0.00274603j 0.00189109-0.00862675j -0.00115639-0.00537028j -0.00334636+0.00881158j 0.00247017-0.00170886j -0.0088049-0.00356752j -0.0053992+0.00275183j 0.00123645+0.00410349j -0.00547868-0.00145635j -0.00734945+0.0062398j 0.00358149+0.011193j 0.0078599+0.0010142j -0.0178407+0.00105036j 0.0069099-0.00449363j -0.00357103+0.00531087j 0.003713+0.00291024j 0.00245048+0.00500711j -0.00618865-0.00211373j -0.0055775+0.00113013j 0.0049836+0.00629742j 0.00985606+0.00293984j 0.00533246+0.00015635j 
0.0034491-0.000603022j 0.00285285+0.00147315j -0.00191418-6.2869e-05j -0.00397099-0.00113645j -0.00465542-6.44813e-05j -0.000646017-0.00214086j -0.00387532+0.00049135j 0.00021226-0.00102529j -0.00566741-0.00145716j 0.00285607-0.000366188j -0.00100608+0.00178623j 0.00197296+0.00159967j 0.00251989-0.00236358j 0.00151724-0.00138572j -0.00502345+0.00098871j 0.00374855-0.000956678j -0.00362701-0.00126317j -0.00228843-4.4752e-05j -0.00420189-0.00137219j 0.00154067+0.00210123j -0.00128545-0.00217977j -0.00229921-0.00140972j -0.000412498+0.00135156j -0.00149-0.000470692j -0.00346472-0.000922318j -0.000346664-0.00144689j -0.00478653-0.00137129j 0.00390147-0.00286992j 0.00266584+0.000169028j -0.000309541-0.00162834j -0.0021934+0.00121123j 0.00254855-9.8285e-05j 0.00211957-0.00110942j -0.00217713-0.002847j -0.00275468+0.00182622j -0.00517978-0.000419259j 0.000770559+0.0024298j 0.00324698-0.00034753j -0.000130939+0.00304726j 0.00256181-0.0039154j -0.000241603-0.00194497j 0.00156545+0.00155992j -0.00017548-0.00321612j 0.00731153+0.000112685j 0.00708566-0.00190104j 0.00701494-0.000496924j -0.00127865+0.00867102j 0.00588972-0.00532757j 0.00727494+0.00249433j 0.00266139-0.00471881j -0.000301413-0.00227731j -0.00067504-0.000895605j -0.000794563-0.00387474j 0.00108244-0.00779933j -0.00272637-0.00508484j -0.00863913-0.00750982j 0.00095225-0.00150133j 0.00415104+0.00564677j 0.00351017+4.18455e-05j 0.0032953-0.00112519j 0.00743271-0.000115208j 0.00758434-0.00831866j -0.00534399-0.00694638j -0.0028696-0.00538101j -0.00405073-0.00119819j -0.00574271-0.00135505j 0.000280637-0.0107145j -0.00104425+0.000111042j 0.00241265-0.00128254j -0.004417+0.00204881j 
-0.00116555+0.00129439j -0.00151812+0.00539846j 0.00452661-0.00303798j 0.00520274-0.00489478j 0.00519887-0.00222806j 0.000563385-0.00314972j 0.00181508-0.00439679j -0.0011789+0.000388104j 0.00469821-0.0055823j -0.00171641+0.000647925j -0.00299506+0.00112046j -0.00314373+0.00211543j 0.00144253+0.00103193j -0.00092084+0.000365739j -0.00312467-0.00486402j -0.00158474-0.00058981j 0.00381377-0.00333628j -0.000100182-0.0014991j 0.00174247-0.00179417j -0.00189481+0.00193398j -0.000221462-0.00262039j 0.00044678-0.00493985j -0.0008452+0.00271401j -0.000517058-0.00132063j 0.00342088-0.00163266j 0.00303854-0.000911828j 0.00636128-0.00395098j 0.00347322+0.00296825j -0.00203405+0.000725657j 0.00397446+0.000912657j -0.000233215-0.000364386j -0.00226388-0.00133067j -0.00134591-0.000862561j -0.000335794-0.00293978j -0.00341266+0.00277647j 0.00257771-0.00531189j 0.00104934+0.00484799j 0.00212373-0.00190491j -0.00304946-0.00166221j 0.000683439-0.000486584j 0.000258375-0.00103471j 0.00105161+0.00393079j -0.000759182-0.00455526j -0.00208554+0.00671042j 0.00286103+0.00484077j -0.00198914+0.00684425j -0.0010548+0.00880002j 0.00300861-0.00087241j -0.00249976+0.00659913j 9.66403e-05-0.00201104j 0.000722642-0.00215928j 0.00599091+0.00437896j 0.0067933-0.00257423j 0.00798295-0.00172709j 0.0053666-0.00335541j 0.0143787-0.0107941j 0.00237467-0.00506633j -0.00540122+0.00252781j -0.00773987-0.00453085j -0.00482762+0.00462737j 0.00270028-0.000567151j 0.00880592-0.00642931j 0.00409434-0.0026644j 0.00369947+0.00484347j 0.000885823+0.000905747j -0.00412071+0.00201188j 0.0128653+0.00541114j -0.00165377-0.00479592j 0.00624409-0.000372331j -0.00514832+0.00308485j 
-0.000244286+0.00500608j 0.00125622-0.00140484j 0.00127189+0.00382496j 0.00169182+0.00162262j 0.000864578+0.000488508j -0.00199006-0.000896993j -0.0012623+0.00499358j 0.00195824-0.000377545j -0.000716608+0.00379232j 0.000146123-0.00168806j 0.000723866+0.00121454j -0.000494939+0.00362361j 0.00197748-0.000871874j 0.00218252-0.0034446j -0.00260269+0.0028814j 0.0019477-0.0066268j -0.00203933+0.00215169j -0.00324343+0.00284339j -0.00330895+0.00373213j 0.00075419-0.000935622j 0.00238434-1.90604e-05j 0.000786516-0.00261803j -0.00159133+0.00356485j -0.00237769+0.000966561j -0.00101444+0.00137138j 0.00143305-0.000497695j -0.00136256+0.000928527j 0.00193075-0.00144322j 0.00119086-0.00398974j -0.000905826-0.000912911j -0.000145072+0.0011756j 0.00200412-0.00210314j 0.0046408-0.00453446j 0.00269246-5.87574e-05j -0.00398938-0.00328537j -0.000201606+0.00105974j -0.00460018+0.00272743j 0.00507028-0.00298277j 0.00127227+5.33808e-05j -0.00347845+0.00388889j 0.000667217+0.00110579j -0.000642047-0.000130919j -0.000551278-0.000370614j 0.000788328-0.00263919j 0.00248645-0.000430839j 0.00574905-0.00590863j -0.0040847+0.000478527j 0.00413466-0.00877227j -0.00086542-0.00586334j 0.00350141+0.00101436j 0.00445424-0.00605759j 0.00450806+0.00786678j 0.00217293+0.00529276j 0.0160975+0.00240235j 0.00739284-0.00382313j -0.0065286+0.00113548j 0.00949284+0.00128515j 0.00744731+0.00443262j -0.00241696-0.000597297j -0.00497014-0.00844908j 0.00880455+0.0156527j 0.00878288+0.000876809j -0.0142125-0.00733994j -0.00469604-0.00920978j -0.00134143-0.00334764j -0.00334107-0.00413283j -0.0021345+0.00126472j -0.00162911-0.00663497j 0.00391256-0.00549105j 0.00697739-0.00371386j 
-0.00126449-0.000826319j 0.00223065+0.00445278j 0.000347435-0.000216782j -0.00294124-0.0041589j 0.000181705+0.00144589j 0.00106508-0.00130151j 0.00191007-0.00181034j -0.00157494-0.00203324j -0.000718198-0.0012666j -0.00261764-0.00109928j 0.00119992+0.00323812j 0.0022421-5.02655e-05j -0.00238799-0.000848951j -0.000127156-0.00265535j 0.000530334+0.000273697j 0.00237709+0.00189169j -0.000803899-0.0010139j 0.00084046+0.00219451j 0.00132799-0.000666149j 0.000446934-0.000348322j -0.00258098-0.00469901j -0.000468773-0.000754813j 0.000407946+0.00125725j -0.000828926-0.00219952j -0.000231509-0.00209733j -0.00141777-0.00329116j -0.00303248-0.00318523j -0.00206473-0.00236223j 0.00192432+0.000863885j -0.00112481-0.00292131j -0.00224594-0.00276454j 0.00123162-0.00142567j 0.00152466+0.000479968j 0.00211919-0.00135188j -0.000539325+0.000618979j -0.00249389+0.00322372j -0.00126901+0.0031516j -0.00356726-0.00193186j 0.000321633+0.00114103j -0.0013119-0.0039368j -0.00195734-0.00251055j -0.0016524+0.000943631j 0.00200123+0.00510177j 0.00100307+0.00119358j 0.000728636-0.00274729j -0.000903309-4.58423e-06j -0.0038566-0.00285425j 0.00155814-0.00318881j 0.00172436+0.00400206j -0.00761168-0.00348123j 0.00353057+0.00253895j -0.00300124-0.00385998j -0.000178918-0.00592983j 0.00467215+0.00256191j 0.00583269+0.00421366j 0.00750494+0.00878496j 0.00176747+0.00780152j -0.000123169+0.00373402j -0.00975171-0.0173761j -0.00655459-0.0126996j 0.00963207-0.00565269j -0.000642601-0.0112442j -0.00293344-0.00230761j -0.00163711+0.00207423j 0.00168206-0.00216003j -0.00375405+0.0170953j 0.00036942+0.00252676j 0.000669539+0.000400928j 0.00447381-0.00510811j -0.00350229+0.00814906j 
