-0.112399+0.257969j -0.261712-0.103802j -0.0814948-0.210946j 0.169108-0.0519875j -0.0524763-0.102085j 0.113068-0.0857397j 0.201007+0.0738545j -0.0637957+0.143182j -0.00752052+0.0149059j 0.181932-0.0739367j -0.0663092+0.0152003j -0.0182424+0.0608261j 0.0103563-0.0826604j -0.00425267-0.075734j 0.0416382-0.0747503j 0.158454+0.11267j -0.0443736+0.0836845j 0.00518153+0.0119721j 0.0825937-0.0394813j -0.145375-0.113783j -0.0136868+0.0377843j -0.00561475+0.121619j 0.074389+0.110367j 0.0701389-0.0848374j -0.0175801+0.0924728j -0.0712599-0.0430667j -0.00575728-0.00597816j 0.00216447+0.0483326j 0.00840517-0.0814167j 0.0273305-0.0324719j 0.00607633+0.0348347j 0.0447128-0.106016j 0.0354157+0.0720856j -0.0813475-0.0288821j 0.0071351-0.0191616j 0.0102971-0.161833j 0.0568303-0.00394764j -0.0890626+0.0814086j 0.0408011-0.0490827j -0.00482268+0.030637j -0.083176+0.0297884j 0.0120895+0.0264016j 0.088957-0.0337049j 0.121239-0.0309088j 0.0309169+0.0133868j 0.00578433+0.0287853j 0.0633355+0.0375732j -0.0194925+0.0822721j -0.129992+0.0594749j 0.056566+0.0995519j -0.0287101+0.00020301j 0.090443+0.0673179j -0.0851137+0.157295j 0.142412+0.0712011j 0.2784-0.0361402j -0.0366429-0.278933j 
0.00118927+4.45537e-05j 0.000899837+0.00112467j -0.00388608+0.000330588j -0.0012447-0.00218643j 0.000263106+0.00172483j -0.000876628-0.00212512j -0.000294053+0.00466898j 0.000474372+0.00148029j -0.0101301-0.0109641j -0.00912802-0.00551065j 0.00195324-0.00683103j -0.000357766-0.00772939j 0.00893831-0.00210027j -6.80116e-05+0.00819493j 0.00561376+0.00305224j 0.00469032+0.00205625j 0.00353778+0.00694632j -0.00803198+0.00375326j 0.00124482+0.00074939j -0.00139861+0.00501657j -0.00731504+0.00223448j -0.00108268-0.00423182j -0.00125338-0.0029269j 0.000493419-0.00414679j -0.00281906+0.00371101j -0.011061+0.000104912j -0.00593723-0.0141341j 0.0106709-0.00594041j 0.00179837-0.00117863j 0.00817084-0.00351733j -0.00132298+0.00310365j -0.000679136+0.00408242j -0.00850483-0.000141918j 0.00587365-0.00876444j 0.00897175-0.0117118j 0.00868615+0.00475951j -0.00694803+0.0047142j 0.00465028+0.00623229j 0.00943655+0.00958518j 0.0124248+0.00651488j -0.0035992+0.00826771j 0.0123057-0.0121802j -0.00510642+0.00907019j -0.00135573+0.0016916j 0.0011032+0.00378711j 0.00193486-0.00308927j 0.0132005+0.00132364j -0.00425594+0.00661305j 0.00732676-0.00347145j -0.000869113-0.00264011j 0.00175469+0.00208205j 0.0034509+0.00369265j -0.00130173-0.00060662j -0.00106087-0.00128919j -0.000491574+0.000338351j 0.000528277+0.00069965j 
0.00120389+0.000834917j -0.000651957+0.000778478j -0.00218941+0.000385475j -0.00051689-0.00205112j 0.00126052-0.00147486j -0.00357767-0.00145149j -9.59646e-05-0.00144121j 0.00323768-0.00155736j -0.00345656-0.000470613j 0.00336303-0.000404313j 0.000168223+0.0058051j 0.000206795-0.000372426j -0.00394369+0.0058524j -0.00261735+0.00294167j 0.0030833-0.00240231j -0.00611115-0.00405575j 0.00342243-0.0104569j -0.00177292-0.000715321j -0.00263453-0.00348173j -0.0051631-0.00385251j 0.00890191+0.00339091j -0.00459602+0.00271591j 0.00179058-0.00347537j 0.00393942-0.00960268j -0.00190672-0.00330651j 0.00899805+0.00431326j 0.000241703+0.00448754j 0.000523882+0.00305568j 0.000235201-0.00687643j -0.00250874+0.00309061j -0.00716986-0.00122111j -0.000855155-0.00377788j -0.000366712+0.00294516j -0.00137092-0.00194998j -0.00436242+0.00448592j -0.00187205-0.00133709j 0.000899722+0.000916725j 0.000805888-0.00779931j -0.00106292-0.00412049j 0.00503546-0.00121845j -0.00371422-0.00962765j -0.00427057-0.00151554j 0.00740164-0.000236493j 0.00341455+0.00496077j -0.00604094+0.000929922j 0.0062151-0.0073312j -0.00848835+0.00302982j -0.00589378-0.00483377j 0.0021506+0.00150606j -0.00217856+0.00381126j -0.000896801-0.00248007j 7.67301e-05+0.00431828j -0.00155098-0.00061451j 0.00096824-0.00157272j 0.00103443-0.000238451j -0.000471621-0.00099931j 
0.000723195+0.000440083j -0.000226017+0.000571809j -0.00158349+0.000749727j -0.000208663-0.00193065j 0.00185162-0.00159873j -0.00190478+0.00051158j -0.00198188-0.00044882j -0.000128319+0.000124173j -0.0038353-0.00060691j -0.00268621-0.00032446j 0.000919428+0.00375839j 0.00197184-0.000869643j -0.00270233+0.00888589j -0.000348259+0.0022983j 0.00250993+0.00356678j -0.0053008-0.000509509j 0.0102781-0.00913092j -0.00341541-0.00380624j -0.00792904-0.00290707j -0.00861295-0.000270895j 0.00483488+0.00330404j -0.00295891-0.00104599j 0.00333515-0.00477016j -0.000589958-0.0116637j 0.00146864-0.00603783j 0.00170203+0.00442356j 0.00500422-0.00120962j 0.00464754+0.00473243j 0.000693246-0.00808485j -0.00194232+0.00112737j -0.0069641-0.00391255j 0.0054128+0.00268694j -0.00503427+0.00395224j -0.00784275-0.00276111j 0.00191219+0.000806035j -0.00211283-0.00740698j 0.000232471-0.000734339j -0.00133738+0.00381627j 0.00628939-0.00416956j 0.00169815+0.00577278j 0.00115154-0.00548251j -0.00336357-0.00140977j 0.0028614+0.0038279j 0.00539393+0.00580691j -0.00931343+0.00103769j 0.00363939-0.00740132j -0.0012457+0.00495306j -0.0115068-0.00615077j 0.0020766+0.00156311j -0.00414802-0.000255088j -0.0007393-0.00532402j 0.00475822-0.00169334j 9.60117e-05-0.0033515j -0.00392435+0.000565803j 0.000275181+0.000186845j 0.000399475-0.000350481j 
-0.00029998-0.000471813j 0.000887845+9.4682e-05j -0.000331508-0.00057258j -0.000752286+0.00107493j -0.00590521-0.00190481j -0.0079654+0.00249249j -0.000771037-0.00890682j -0.0014898+0.00456825j 0.0043514-0.00916135j 0.00563148+0.0088269j -0.00397411+0.012958j 0.00443653+0.00672109j -0.0116262-0.00405987j -0.00482203+0.0082082j 0.00115261-0.0039057j -0.000311114+0.00900635j -0.00578062+0.00324143j -0.00681143+0.00492077j 0.00448816+0.000295498j 0.00159705+0.00262621j -0.000109166+0.0077848j -0.00862585-0.00353701j -0.00125514-0.00893015j -0.00303216-0.00919704j 0.00150342-0.000862748j 0.000795915-0.00125491j -0.00946368+0.00111368j -0.000420441-0.00159768j 0.00753503-0.00131224j -0.00663938-0.00310886j -0.0115192-0.0101911j 0.00596194+0.00513661j -0.00153699+0.00289322j 0.00328883-0.00289704j 0.00170508+0.00803179j -0.0116905-0.0061593j 0.000137373-0.0151797j 0.000947182-0.021539j 0.0028075-0.00128258j -0.000828855+0.0053456j -0.0076747-0.00660392j -0.0202768+0.00922532j -0.0081037-0.00398196j 0.00908489-0.00759719j 0.00502835-0.00125042j 0.00463362+0.00877261j 0.00264239+0.00442765j 0.000799359+0.00256235j 0.00634141-0.00114414j -0.004064-0.00249921j 0.00187027-0.00202162j 0.00383842+0.00377606j -0.0010739+0.00141811j 0.000522102-0.000608167j -0.000312982+0.000477631j 0.000598066+0.000597862j 
-0.000136304+0.000153631j -0.000335824+0.000359435j -0.000879333-0.00108817j 0.000197485-0.000224172j -0.00104326-0.000435205j -0.00307379-0.00170999j 0.00275876-0.00256195j 0.00265178+0.00118142j -0.000517623-0.000485121j 0.00167031+0.00297558j -0.000627323-0.00190948j 0.00320389-0.00290955j -0.00444598+0.00115996j 0.00167077+0.00366404j 0.00474598-0.00615384j -0.00116897+0.00233472j -0.00159502+0.00277891j -0.00347522+0.00202636j 0.000468886-0.000233694j -0.000406348-0.0019643j 0.00244807+0.00102329j 0.00521313+0.00447711j -0.00313524-0.00534226j 0.00319254+0.00406346j -0.00172315-0.00139823j 0.00313868-0.0027886j -0.00177414+0.000981449j -0.00204904+0.00042656j 0.00266726-0.00575866j 0.000213418+0.00165067j -0.00704732-0.0014112j 0.00152518+0.00241026j 0.000388786+0.001502j -0.00253406+0.000800948j 0.00118451+0.00170611j 0.00413947-0.00375095j -0.00458025+0.000955725j 0.00471503-0.0059164j -0.00382752-0.000644013j -0.00337782+0.00213809j -0.00460484-0.00492987j -0.0051086-0.00339167j -0.0028592-0.00241586j 0.00144418-0.000694452j -0.00142765-0.00284558j 0.00155177-0.00255817j 0.00208293-0.00661824j 0.00110413-0.00373027j -8.01214e-05+0.000338815j 0.00149508+0.00168058j -0.00192234+0.00504028j 0.000249153-0.0017784j 0.000452449+0.00163148j -0.000551929-0.000163394j 0.000431497-0.000266296j -0.000163073-0.000136287j 
-0.000474317-0.000792458j 0.00110201-0.000383616j -0.0014099-0.00205122j 0.000683037-0.00123689j -0.00131148-0.000420266j -0.00309989-0.000869797j 0.000926545+0.00406044j 0.000389215-0.00328349j -0.00284421-0.00128009j -0.000359888+0.00362608j -0.00448771-0.00573031j 0.00542971-0.00126343j -0.00183509+0.00275044j -0.00142077+0.00207649j 0.00730179+8.78908e-05j 0.0024745+0.00392482j -0.00519101+0.0144856j -0.00454249+0.00700129j -0.00251913+0.00232757j 0.00332639+0.00456658j 0.000432921+0.00285136j 0.00426173+0.00622031j -0.00329485-0.0094135j 0.00295271+0.00738062j 0.00518105+0.00157068j -0.00674483-0.00410418j 0.00200074-0.00410881j -0.00235568-0.000666419j 0.00384079-0.00569812j 0.000462036+0.000753002j -0.00428035-0.00185054j 0.0027664+0.00264756j -0.00328025-0.00349015j -0.00151882+0.00345497j 0.00551347-0.00260769j 0.00334388-0.00658191j -0.00391591-0.00631345j 0.00171025+0.000349541j -0.00169116+0.00169278j -0.00531109-0.00268766j -0.0017678-0.00164533j -0.00388589-0.0077368j -0.0132029+0.00238779j 0.00366905-0.00227891j 0.00135787-0.0014045j -0.000327599-0.00393875j 0.00814774-0.0129218j 0.00190938-0.00128232j 0.00308186-0.00443591j 0.000501487-0.00148361j 0.000420948+0.00551245j -0.00378545-0.00478397j 0.00263201+0.0012001j 0.000383594-0.00146234j -0.00112266+0.00063638j 0.00082124+0.00113074j 
-0.00172776+0.000132098j 6.74648e-05-0.00217964j 0.00157278+0.000616859j 0.000118769-0.00120371j 0.000982249-0.00127332j 0.000826066+0.00213017j -0.00162583+0.00418334j -0.00442029-0.00283193j 0.00758957+0.0031943j 0.00208683+0.00561159j -0.000698595+0.00491712j 0.00462164+0.00676168j -0.00524236+0.00568619j -0.00480732-0.0113621j -0.00248393+0.00612688j -0.00266085+0.000892593j -0.00208724+0.00390143j 0.00463538-0.00209187j -0.00551929+0.00498068j -0.000339492+0.00644796j 0.00340099-0.00288083j -0.00138067+0.00435326j 0.00397022+0.000123678j -0.00322247+0.0048442j 0.00943273-0.00714503j -0.00257366+0.000211386j 0.0102464+0.00401062j -0.00420631+0.00744406j 0.000710258-0.000182944j -0.00401744+0.0023953j 0.00232659-0.00554377j 0.00405627-0.00169131j 0.00291317-0.000627787j -0.00543051+0.00849858j 0.00146775+0.0061538j -0.00599945-0.0058352j 0.00465928-0.0125089j -0.00833337+0.0117128j -0.00303902-0.00801882j -0.0138828-0.00116086j 0.00513322-0.00120398j -0.00650578+0.00966353j -0.0043657+0.000308585j 0.00478226+0.000915906j -0.00217993-0.000446213j -0.00469411-0.00080984j -0.00587285-0.00150551j -0.00187559-0.00588366j -0.00458968+4.0328e-05j -0.000693714-9.04228e-05j -0.000551457-0.00651552j -0.00305816-0.0108296j 0.00478062-0.00183407j -0.000212532+0.0017239j -0.00212775+0.00158679j 0.00182538+0.0013013j 
-0.00124539-0.00200359j 0.00193036+7.46297e-05j -0.000804054-0.00582971j 0.00164987+0.000643377j -0.00894011-0.00045239j -0.00185414+0.000566983j 9.34238e-05+0.00203025j -0.0100883-0.00630475j 0.00247277-0.00650723j 0.00115266+0.0020909j -0.0122682-0.00623691j 0.00433602+0.00152731j 0.0117166+0.00616984j -0.00706679+0.0057632j -0.00209825+0.00912522j 0.00137434-0.00162377j 0.00344458-0.00570926j 0.00401991+0.00837355j -0.00477608-0.00688835j 0.00915408+0.00666062j 0.0184826+0.00339788j -0.00414119+0.00634859j 0.00577084-0.00790168j -0.00125682-0.00434909j 0.00631949+0.0106436j -0.00435073-0.00207443j 0.00613673+0.000755443j -0.000189167-0.00522319j -0.00315184-0.00666549j -0.00960603-0.000824672j 0.00160459+0.00365746j -0.00117297-0.00888998j -0.00414416-0.00905306j 0.0108059+0.00727302j -0.00888129-0.00496555j -0.000900686+0.00462668j 0.0077995-0.00280547j -0.0055628-0.00153637j -0.000589905-0.000625659j 0.000510233-0.0142028j 0.00818823-0.0046422j 0.00557031+0.00225184j 0.00624374+0.00156633j -0.00292014-0.000386962j -0.00898874+0.00744643j -0.00129582-0.00200833j -0.00524171-0.000852957j 0.000822467-0.000152204j 0.00677215+0.0027805j -0.00474449+0.00221634j -0.00326864+0.00260179j 0.00351557+0.0122563j -0.00446156+0.00280738j 0.000894184-0.00311501j 0.000610309+7.85422e-05j -0.000338009+0.000565021j 
0.000133563+0.000271814j 0.000816168+9.93207e-05j -0.000855138+0.00123807j -0.000436825+0.000468716j -0.000400422-0.000351196j 0.000881044+0.0005882j -0.000635081+0.00571718j -0.00526283+0.00072535j -0.00158675-0.00518005j -0.00334916-0.000346902j -0.00417834+0.000403505j -8.07067e-06+0.00147779j 0.00430153+0.00154815j -0.00288349-0.00420313j -0.0028349+0.00801478j 0.000185803-0.00162481j 0.00455857-0.00176856j 0.00316637-0.00016894j -0.00218426+0.00198672j 0.00226847+0.00850475j 0.00362391-0.00095989j -0.00328617-0.00188305j 0.0075444+0.001198j -0.00236079-0.00339509j 0.00425323-0.00259799j -0.0075759+0.00296035j 0.00335288-0.000519074j 0.00345744-0.000145169j 2.26307e-05+0.000811393j 0.00188006-0.00361647j 0.0055951-0.00372644j 0.00131721-0.00234804j 0.00200658+0.00286268j 0.00313942-0.00101642j 0.00244121-0.00150488j 0.000141134-0.00149422j 0.00441831-0.00189486j -0.00472959+0.0150531j 0.00444884-0.00444458j 0.00183884+0.00139163j 0.00569656+0.00709827j 5.15657e-05+0.000397535j 0.00206237+0.00509753j 0.00306713+0.00746892j -0.002039+0.00569432j -0.00474421+0.000679081j -0.0025226+0.00142212j -0.00435915-0.000719801j -0.000632152-0.00121679j -0.00290614+0.00089329j 0.00210756-0.00592529j 0.00167556-0.00350509j 0.00195975-0.00210511j -0.00136446+0.00252574j -0.0010081+0.000590206j 0.00120727+0.00047565j 
0.000150877+0.000432505j 0.000254468+0.0007313j -0.000817519-0.000676239j 0.000857168+0.00150407j -0.000764794+0.00162661j 0.00142694-0.00165966j 0.00304653+0.00559762j -0.00305584+0.000998157j -0.00267673-0.00361086j -0.0040656-0.000722251j -0.00566917-0.00868172j 0.000324525-0.00370207j 0.00621086-0.00204162j 0.000808956-0.00144799j 3.71272e-05+0.00158719j 0.00260353-0.0011921j 0.00171317+0.00419044j 0.00289934+0.00236584j 0.00203743+0.00170099j 0.00717896+0.00514759j 0.00302574-0.00301468j 0.00713005+0.0018858j 0.00392782+0.000318736j 0.00265429+0.00745981j 0.000137317+0.000972546j -0.00643725-0.0019963j 0.000389683-0.00037304j 0.000316165-0.00324892j 0.00062955-0.000327383j 0.00547023-0.00354298j 0.00593493-0.000914709j -0.0013943-0.000793519j 0.0043709+0.00198674j 0.00449845-0.000179334j 0.00249347-0.00400505j 0.0098785-0.000498423j -0.000469331+0.00580949j 0.00228986+0.0127275j -0.00146748-0.000744134j -0.000687769+0.000282813j 0.00306456+0.00834019j 0.00253858-0.00703128j 0.000456777+0.00208217j -0.00109483+0.00557839j 0.000818688+0.003091j -0.00587937+0.000981866j 0.00177623-0.00920692j 0.00250322-0.00138188j -0.00254506-0.0025337j 0.00126491+0.00150965j 0.00177361+0.00377807j -0.000504876-0.00430836j 0.00317304+0.000735122j -0.000997089+0.00150998j -0.000998636+0.000184587j 0.000858999+0.000855216j 
0.000240417+0.00037835j -0.0010116+9.81408e-06j -0.000375847-0.000841749j 0.000884096-0.00161416j 0.000279846-0.000719952j 0.00134607+0.00191133j -0.00193825-0.000338265j -0.000113733+1.47646e-05j -0.00295534+0.00610589j -0.00422402-4.49975e-05j -0.000357124-0.00217174j -0.0023051-0.00197781j 0.00338635-0.00343022j 0.00355727+0.0052815j 0.00579766+0.00268899j 0.0060795-0.000497199j 0.00352489+0.00426991j -0.00398325+0.0018061j -0.00399284-0.000660507j -0.00216955-0.00343823j -0.00947637+0.00517019j -0.00292101-0.00425602j -0.00678897-0.00178305j -0.00317743-4.76248e-05j 0.00474462+0.00617467j -0.00508412+0.00603733j -0.00139557-0.0116596j 0.00199063-0.00114433j -0.000547291+0.00327967j 0.000112222-0.000315518j 0.00242071+0.00427577j 0.00190851+0.00587616j -0.0121762-0.00137508j -0.00466758-0.00262717j -0.00216685-0.0088373j -0.00368758-0.00207274j -0.000398944+0.00078411j 0.00191372+0.00190229j 0.00993022+0.00455683j 0.00129659-0.00233287j 0.00524892-0.002882j 0.00486149-0.00705795j -0.00538295+0.0037161j -0.0034517-0.00640206j 0.000724231-0.00160906j 9.652e-05-5.57613e-05j 0.0108395-0.000136674j 0.000458869+0.00567947j 0.00269841-0.000536758j -0.00264186-0.00563393j 0.00127165-0.00139847j 0.0003273+0.00467834j -0.00354256-0.00297257j -0.00155038-0.000223097j 0.00197225-0.000578471j -0.00117782-0.00175289j 
0.000226348+8.72993e-05j 0.000621148+0.000394249j -0.00164053-0.000754373j 0.000880331+0.00161811j -0.0043762+0.00160812j -0.00386988+0.00516591j -0.00133261-0.00332129j -0.00145737+0.005431j -0.00403898-0.0058292j 0.0052618+0.00400809j -0.004365+0.00616261j 0.00474608-2.63479e-06j -0.00440367+0.000836364j 0.000704873+0.00942244j 0.0022888-0.00150588j 0.00502974+0.00683967j -0.000994962+0.00764382j -0.00384768+0.00793j 0.00139738-0.000174368j 0.00785264+0.00279566j 0.0029445+0.0048683j -0.00049541-0.000803656j -0.00319087-0.00842853j -0.00305274-0.000942917j 0.00215392+0.00242895j -0.00480927-0.00232989j -0.0037166-0.000943702j 0.000866599-0.00132844j 0.0045733-0.00244058j -0.00157011-6.6283e-05j -0.00414606-0.00295617j 0.00748357+0.00337032j 0.000754972+0.00520628j 0.00133814-0.0026036j 0.00447882+0.00334677j -0.00670527-0.00483846j -0.00542484-0.00773468j -0.00498124-0.00504758j 0.000599729-0.00143488j -0.00107883+0.00328741j -0.00566381+0.00108438j -0.0112855+0.0097448j -0.00993116+0.00153086j 0.00402144-0.00641793j 0.0034564-0.000367665j 0.00175183+0.00507041j 0.00480584-0.00309166j 0.00171578+0.00122626j 0.00288308-0.00440951j -0.00291096-0.00117519j 0.00287672-0.000295882j 0.00244431-0.00178516j 0.000880855+0.000242741j -0.00109623+0.00137776j 0.00011161+0.000315281j 0.000834436-0.000145358j 
0.000663765+0.00163156j -0.00139577+0.00024754j -0.00399635-0.000321693j 0.00193436-0.00328261j 0.00189818-0.000473704j -0.00275626+0.00110695j 0.000579477-0.00020792j 0.000848238+0.000394684j -0.00905233+0.00484654j 0.000962541-0.000408228j -0.0018981+0.00198066j 0.00206208-0.00555314j 0.00139546+0.010283j 0.00089073+0.00661795j 0.00834768+0.00156009j -0.00259639-0.00043085j 0.00396335-0.00778513j -0.0051181+0.000221107j -0.0101424-0.00491358j -0.00130983-0.00313054j 0.01034+0.00230342j 0.00349785+0.00186026j 0.0012925-0.00921238j 0.00084621-0.00513455j 0.000738854+0.000184882j 0.00550951-0.00123083j 0.00790981-0.00391507j 0.0050874+0.00706725j -0.00163376-0.00809236j 0.000735447+0.00483434j -0.00310767+0.00179455j 0.00534269+0.00147029j -0.00496333+0.00470661j -0.00944982-0.00117027j 0.000527594+0.00121868j -0.000613622-0.00964971j -0.00154282+0.00216041j -0.000619845+0.00648294j -0.00171191-0.00368354j -0.00166387-0.00142727j -0.000684358-0.00726917j 0.000546035-0.00383015j 0.00178786+0.000705085j 0.00429248+0.00328027j -0.00864031+0.00442292j 0.00069871-0.0104015j -0.00103645+8.96435e-05j -0.0087273-0.00475755j 0.000151528+0.000659464j 0.00071851+0.00275144j -0.0010504-0.000515663j 0.00264314-0.00294704j -0.00109061-0.00139622j -0.00189993+0.00238275j 0.00120295+6.10445e-05j 0.000299394-0.00140994j 
0.000613027+0.000448777j -0.000385098+0.000468556j -0.000420564-0.00143672j 0.00234574+0.000208943j -0.00257551+0.00241773j -0.000719586+0.00428428j 0.000355851-0.00259438j -0.00239838+0.00341231j -0.00389274+0.00350294j 0.00259805+0.00119839j -0.00441591+0.00159528j 0.00150928-0.00257494j 0.00406481+0.00351073j 0.000864134+0.00715286j 0.00343916+0.00338248j 0.00310986+0.00147578j 0.00211543-0.00407786j -0.00162553+0.00206921j -0.00417069-0.00436425j 0.00755583-0.00348702j 0.00718452+0.00193106j 0.00332194-0.000375506j 0.000470828-0.00558875j -0.00198734-0.000463298j 0.00092575+0.00569741j 0.00305508-0.00283819j 0.00597295-0.00276842j 0.00205843+0.00254752j -3.46766e-05-0.000934004j -0.00119069+0.00330213j 0.00365687+0.00156864j 0.00561881+0.00175377j -0.00224419+0.00319571j -0.00313965+0.000214911j -0.00279891+0.00183429j -0.00416817-0.00353929j -0.00105368-0.000578057j -0.00249781+0.00413989j -0.00164078-0.00196511j -0.00369192-0.00273247j 0.00244037-0.00441574j 0.000343336+0.0036097j 0.00024745-0.000864506j -0.000427434-0.00362023j -0.00242987+0.00345194j -0.00134326-0.00042595j -0.000842791+0.000684743j -0.000934249-0.00121649j -0.000653076+0.00122876j 1.63451e-06+0.00096059j 0.00017716-0.00104437j 0.00306597-9.46789e-05j -0.000825825-0.000902159j -0.00168907+0.00118519j 0.000360663-0.000594903j -0.000474638-0.00036143j 
0.00221601+0.000444367j -0.000179635+0.000805066j -0.000396745-0.00109788j 0.00399911+0.00105987j -0.000372236+0.00694134j -0.00110496+0.00674656j 0.00321049-0.00392577j 0.000381873+0.00483172j -0.0119863+0.00734391j 0.0061815-0.00134493j -0.00964675+0.00193926j -0.00173878-0.00409478j 0.00346758-0.000876314j 0.000436875+0.0121035j 0.00712305+0.00164029j 0.00786674+0.000341419j 0.000480362+0.00413177j -0.00334299+0.00639241j 0.000254553-0.00780885j 0.0208381-0.0113242j 0.00744355+0.0035728j 0.0101404-0.00311353j 0.00225813-0.00531936j 0.00503197+0.00568284j -0.00119816+0.0167j 0.00856991-0.0106014j 0.0061109-0.00242307j -0.00211754+0.00327041j 0.00402187+0.00371724j 0.00550674+0.00723427j 0.0157838+0.00318144j 0.0058631+0.00431796j 0.0011431+0.00500959j -0.00347822-0.00255069j -0.00513462+0.00614509j -0.00206815-0.00262758j -0.00407956+8.61346e-05j 0.000144229+0.00202559j -0.00574803+0.0018564j -0.00360137-0.0085753j 0.00370546-0.00284605j -0.00044065+0.00309751j -0.0030639+0.00032446j -0.0039491-0.00744332j 0.00391176+0.00243678j -0.00147235+0.00264992j -0.00554337-0.00469926j 0.00469667-0.00187957j -0.00316936-0.00199411j 0.00409609-0.00156301j 0.00523228+0.000310094j -0.00217637-0.0014405j 0.000523455+0.000993003j 0.00234952+0.00127217j -0.00129116-0.00156627j -0.00147538+0.00064925j 
5.87761e-05-0.000409039j 0.00053604+0.000213354j -0.000609944+0.000214419j -0.000991506+0.000524342j -0.000930076-0.000510101j -0.00167606-0.000364228j -0.000373435-0.000394444j 0.00111071-5.00247e-05j 0.00126789-0.00425092j 0.0017904+0.00117255j 0.00075896+0.00147956j 0.00204707+0.00199523j -0.00443875-0.00143333j -0.000652426-7.59386e-05j -0.000668654-0.00326416j 0.000410103+0.0024395j -0.00320861+0.00665774j -0.000120315+0.00317209j 0.0034077+0.0027008j -0.000208492+0.00291877j -0.00201092+0.000680906j -0.00204993+0.00181911j -0.00233185-0.000377506j 0.000121269+0.0007051j 0.000241071-0.00233057j -0.00325543-0.000234905j -0.00537261+0.00130955j -0.00173098-0.00260649j 0.00188408-0.000971352j -0.000543059-0.00172167j -0.00447471-0.00183422j -0.000959543+0.000105539j 0.00140104-0.000514363j 0.0034243-0.000598651j 0.00332813+0.00105178j 0.000127095+0.000772642j -0.00311913-0.00356632j -0.000630328-0.00635829j 0.000348969+0.000912301j 0.00108921+0.00235724j -0.00487566+0.00221713j -0.00535906+0.00229112j -0.00479199+0.000803287j 0.00231549-0.00100392j 0.00360381-0.00283893j 0.00229799+0.00180766j 0.00179722-0.00260065j 0.00148246+0.00093025j 0.00152339-0.00297905j -0.00156299-0.000310702j 0.00026802+0.00103816j -0.00129369-0.000282233j 0.00122672+0.000927448j 0.000946173-0.000881528j -3.14473e-05+0.000358193j 0.000392214+5.16294e-05j 
