0.0369339+0.0228858j 0.0635832-0.0226884j -0.0868992-0.0361665j 0.00655759+0.0744689j 0.116626+0.0523643j -0.101495-0.067004j 0.0223995-0.153745j -0.141189-0.157585j -0.0737435+0.0506415j -0.0503757+0.0454872j 0.0486969+0.188938j -0.246307+0.292189j 0.116587+0.0138418j 0.101969+0.0480639j 0.0666094-0.0630173j 0.043284-0.137027j 0.0448763-0.147813j -0.126131+0.069706j 0.050341-0.0287446j 0.0820624-0.0377644j -0.0768715-0.0524965j 0.127003+0.11673j -0.165968-0.0554929j 0.0326483+0.0564512j -0.212233-0.114186j 0.0988771-0.0914598j -0.0799778-0.0708213j 0.0105241-0.085745j -0.162192-0.0585535j 0.1058-0.0274685j -0.0503434+0.171142j 0.017486+0.0419898j -0.0708651-0.0818258j 0.076203-0.10554j 0.135611-0.0703193j 0.0027921+0.124302j -0.0266416-0.064173j -0.0415958+0.0467125j 0.0450465+0.0705036j -0.0657684+0.0333962j 0.0179631-0.0209818j -0.0657522+0.0253187j 0.0102188-0.0390101j -0.0523191+0.122891j -0.0258925-0.00494054j -0.110241+0.0849777j -0.0225745-0.0204954j -0.214799+0.254431j -0.0158725+0.0890804j -0.0867427-0.021571j 0.0829208+0.148807j -0.104346+0.028281j 
-0.00208598-0.00166898j -0.000884357+0.000863993j -0.000919312-0.00247433j -0.000417531-0.0043485j -0.00300892-0.00412346j 0.00793426-0.00428427j -0.00331247-0.00305964j 0.00448019-0.0113274j 0.00268758+0.00966377j 0.00772094-0.00426574j -0.00866374-0.00599624j -0.00622046+0.012744j -0.000173999+0.00848685j -0.0116836+0.00943489j -0.0123491+0.00729603j 0.000890735+0.00511193j -0.0141534-0.00301624j -0.00921653+0.00345277j -0.00118334+0.0116069j 0.00938024-0.00945581j 0.00779612+0.0013478j -0.00508122+0.00578019j 0.00770092-0.00240731j 0.0185639-0.0192002j -0.000551183+0.00510055j 0.000610431+0.00537436j 0.00757638-0.0123721j 0.00316025-0.00303857j 0.0104613-0.00251018j -0.00388584+0.00016352j -0.00812068+0.0083382j 0.00386426-0.00220333j -0.00203136+0.000204838j 0.000936649-0.00596852j 0.00147006-0.00126507j -0.000180098-0.00243109j -0.00207452-0.0102631j 0.00378338+0.00900804j -0.00283221-0.00244959j -0.000697072+0.00169897j -0.000314075-0.00462238j -0.0023848-0.00196465j 0.00173898+0.00839553j 0.00259863-0.00391218j 0.00148399+0.00121349j -0.0017635-0.00137133j -0.00219659+0.0037971j -0.00190102+0.00322262j -0.00119955-0.00123733j -0.000361375+0.0014114j -0.0030655+0.00313541j -0.00214306-0.00192552j 
-0.00158609+0.000248609j 0.000399347+0.000894065j -0.000867548-0.00121366j 0.0020838+0.000832822j -0.000626537-0.00241437j -0.00188415-0.00113996j 0.000188566-0.00260067j 0.00164243+0.000702329j 0.00225886+0.00563045j 0.00841172-0.00252871j -0.00917374-0.00444556j 0.000861995+0.00728444j 0.00142038+0.00108178j 0.00172051+0.00178755j 0.00731443+0.0027924j -0.00541049-0.0092125j -0.0114127+0.00327419j -0.0122247-0.00422872j -0.00585245+0.00113866j -0.00242399-0.001934j 0.014177-0.00347561j -0.00538705+0.00132278j 0.00680823+0.00543879j -0.00421742-0.00647132j 0.00919166+0.00231336j -0.00168928+0.000451409j 0.00629294-0.00152044j 0.00166159+0.00853393j -0.00755084-0.000686931j 0.00079055+0.000772036j -0.00603265+0.00567487j -0.00228338-9.62022e-05j 0.00278301+0.00659557j -0.00335077+0.0017916j -0.0037231-0.00228697j -0.0070334+0.00359462j 0.00226648+0.00110052j -0.000269914-0.000484458j 0.00156039+0.00572994j 0.00378819+0.00150584j -0.000224902-0.00115126j 0.000528752+0.00328242j -0.00378672-0.000425405j 0.00263965-0.0024616j 0.000840508-0.00350475j -5.56176e-05-0.00058043j 0.00144373+0.000547702j -0.00093751-0.000630783j 0.00135074-0.000632336j 0.00118987+0.00119945j 0.00145561+0.000841776j -0.00124834-0.000660604j 
-0.000384262-0.000731244j -0.000388765-0.000883268j 0.000623015+0.00039802j -0.000275601+0.0011219j 0.00123015-0.00147019j 0.000773086+0.000181096j 0.000958216-0.000412405j 0.00152046+0.000625619j 0.00370283+0.00191382j -0.000137871-0.00421607j -0.00306892+0.00281315j 0.000812003+0.00610191j -0.0005449+0.00137451j -0.0052446+0.00147943j -0.00736109-0.000479135j -0.00293747-0.00360203j -9.43177e-05-0.00401658j 0.00187122-0.00362417j 0.00133248+0.0016495j 0.00439436+0.00340206j -0.00111928-0.00542656j -0.000447956-0.00642852j -0.000265207+0.00206746j -0.000674546-0.00654798j -0.00043793+0.00734719j 0.00129488-0.00950485j 0.00214415+0.000662357j 0.00594292-0.0047453j 0.000259604-0.00500795j 0.00910509-0.00157625j 0.000527993-0.00143721j 0.00249378-0.00379593j 0.00187841-0.000854587j 0.00472454+0.000341112j 0.00430658+6.10206e-05j 3.39803e-05-0.00183436j 0.001906+0.00238279j 0.00228031-0.000833165j 0.000270476+0.00157809j 0.00125354-0.0004461j 0.0025296+2.00824e-06j -0.000619109+0.00273187j 0.000294796+0.000532498j -0.00140031-0.000771964j 0.00125576+0.000150464j 0.000913452+0.000789239j 0.00102531-0.000594626j -0.000839507+0.00165708j 0.0010528+0.00125818j -0.00112329+0.00025914j -0.000926942+0.000411988j 0.00157621-0.000404986j 
-0.00140886+0.000549489j 0.00118642-0.000858129j -0.00509425-0.000405983j 0.00197305+0.00295046j -0.000597002-0.00297615j -0.000313065-0.00112582j -0.000826079-0.00149495j 0.00512894+0.00471791j 0.0100515+0.00161312j 0.00154625-0.0113558j -0.00873866-0.000145955j 0.00375057+0.00644187j 0.000468865+0.00991033j -0.00283361+0.00304974j 0.00376285-0.00155182j -0.016588-0.00849224j -0.00340475+0.00741429j -0.00415406-0.0148577j -0.00556199-0.00704321j 0.00471555+0.00339908j 0.00270128+0.004953j 0.00446662+0.00170768j 6.8645e-05+0.00692926j 0.00258825+0.00620082j 0.00446893+0.00345811j -0.0086745+0.00585934j 0.00792817-0.0009043j 0.00726869+0.00334146j -0.00136168-0.0105275j -0.00145749-0.00813977j 7.53969e-05+0.000824677j 0.00630358-0.00376192j -0.00662203-0.00642521j -0.00648806-0.00460072j -0.00110999-0.00222624j 0.00100215-0.00356819j -0.00473106+0.000398227j -0.00196201+0.00228877j 0.00112908-0.00559341j 0.00209014-0.00786224j -0.00505819-0.000255193j 0.00146319+0.00338955j 0.00143658-4.01016e-05j -0.00152897+0.00735391j 0.000947838-0.00169364j 0.00135483+0.00036436j 0.00309245+0.00109824j -0.00280617+0.000762381j 0.00197361-0.00107543j -0.000280892+0.00202171j 0.00150887-0.000690906j 0.000843612+0.000595457j 
0.0024388+0.000277726j -0.00141274-0.00175149j 0.00101896-0.00126601j -0.00261965-0.00064549j -0.00655504-0.0020009j 0.00478925+0.000138687j -0.00392856+0.00163323j -0.00407288-0.00750145j -0.00741885-0.00710092j -0.00875171+0.0110622j 0.01384-0.000463563j 0.000668971-0.00869875j -0.000627273+0.00129682j 0.000617843-0.00168307j -0.00601153-0.00772334j 0.00448128+0.0142434j 0.00354621-0.00550775j -0.00275459+0.00206487j 0.00131042+0.00193106j 0.00547048-0.002476j -0.00956197+0.00204418j 0.000775909+0.00374681j 0.000934736+0.00279442j -0.00169342+0.0090111j -0.010601-0.0147476j -0.00253896-0.00344492j 0.00128174-0.00194607j -0.0140899-0.00120607j 0.00773243+0.00714868j 0.000576934-0.000391873j -0.00414723-0.00321817j 0.00201246-0.00536768j 0.00504193-0.0038665j 0.00435882-0.000352339j 0.00712632-0.0042521j -0.000607481+0.000196552j -0.0126893-0.00196978j -0.00185505+0.00269435j 0.00162506-0.00493342j -0.00647244-0.000386675j 0.00185553-0.00120226j -0.00123166-0.00400074j -0.00122957+1.72026e-05j 0.000600519+0.000531367j 0.00105345+0.000756641j 0.00312011+0.00116509j -0.00170759+0.00525233j -0.00199486+0.00481186j -0.00235573-0.00153371j -0.00016179-0.0026905j 4.59988e-05-0.000834325j 0.00144351-0.000423198j 
0.000461202+0.000624613j 0.000338519-0.00164839j 0.00115663-0.00253012j 0.000785902+0.0012659j -0.000612988-0.00106528j 0.00167902+0.000951925j 0.000900659-0.0010375j 0.00149591-0.00103615j -0.00271176-0.000883964j -0.00318921+0.00272693j 0.00929516+0.00332524j -0.00269474-0.00016004j -0.0048616+0.00167414j -0.00185707+0.00820452j -0.00334867+0.0031769j -0.00570498+0.000559602j -0.00478871+0.00659932j 0.0025679-0.000135357j 0.00450165+0.00304278j -0.000670215-0.00245919j -0.0096137-0.00755957j 0.00157591-0.00128726j -0.000302857-0.0119127j 0.00365932-0.00300188j -0.00613335+0.00355552j -0.00370144+0.00393446j -0.00411573-0.000493963j 0.00650453-0.00465208j 0.00272692+0.00868267j 0.000548977-2.00129e-05j 0.000447398+0.000350929j 0.00220461-0.00270275j -0.00173497-0.00123334j -0.00246451+0.00129872j 0.00031879-0.00376761j -0.00666793+0.0030198j 0.00465348+0.0016043j -0.00180637-0.000724517j 0.000869193+0.00139819j -0.00412385-4.44459e-05j 0.00126672-0.00200326j 0.000204059-0.000237359j -0.00087844-0.000293933j -6.47459e-05+0.000393174j 0.0013119+0.000847148j 0.00317725+0.000324929j 0.000287169+0.00150639j -8.79589e-05+0.00122951j -0.000715874-0.0017205j 0.000467625-0.00157457j 0.00184963-0.000440725j -0.000537533-0.000215247j 
-0.000139796-0.000647413j -0.00193561-0.00114369j 0.00538325-0.00221266j 0.000489129-0.0099683j -0.0042145-0.000675057j 0.00115825-0.0115172j -0.0025161+0.00622623j -0.00808333-0.00317222j 0.000952959+0.000294319j 0.00669877-0.00304128j -0.00169446+0.00113025j -0.00241666-0.000784528j 0.00157111-0.00220356j 0.00416558-0.00882384j 0.0143128+0.00441548j 0.00548017-0.00502654j 0.00245533-0.0025836j 0.00374021+0.0115253j -0.00693753-0.00715138j 0.00181888+0.00348671j -0.00173253-0.00212052j -0.00312386+0.0122843j 0.00302089+0.00011376j 0.0100368+0.0152201j -0.00328276-0.000150583j 0.00568755+0.00175999j 0.00164652+0.00218246j 0.00423345-0.00722772j -0.00740409-0.00235543j 0.00062681+0.00553375j 0.00868486-0.00521586j -0.00414848+0.0074919j 0.00192971+0.00265783j -0.00139534-0.00576311j -0.00159875+0.0124942j -0.000381658+0.00764107j 0.00881765+0.00359837j 0.00453291+0.000173415j 0.0021092+0.00171887j -0.00313694+0.00202575j -0.0010157-0.0020001j -0.00102737-0.00652445j 0.00422581+0.00596862j -0.00174699+0.00329354j -0.00241047-0.00369323j 0.000287397-0.0010831j -0.000402748-0.0014293j -0.000641801+0.00469113j -0.000674343-0.000615545j -0.00105892+0.000896165j -0.00450622+0.000389154j -0.000239958-0.00156495j 
-0.00151801+0.000868975j 0.00545385+0.00170169j -0.00694917-0.00372821j 0.000210238+0.0112033j 0.0108946-0.000898285j 0.00255656+0.0188754j 0.008625-0.0135919j 0.0167642+6.9872e-05j 0.00468911+0.001659j -0.00632106-0.00117264j 0.00342392+0.00368214j -0.00393993+0.000107898j -0.00165396-0.00114034j 0.000349473+0.00303145j -0.000687269-0.016696j -0.00822876-0.0048436j 0.00906375+0.0120756j 0.000109393-0.00175014j -0.00210065+0.00107859j -0.0100272+0.000440885j 0.00219568+0.00575903j 0.020557-0.0133984j -0.00194202+0.00190767j -0.00386802-0.00557686j 0.00286698+0.00252375j -0.00200314-0.00019486j -0.00559469+0.00431069j -0.00488964+0.00821987j 0.00528966+0.00538647j -0.00063286-0.00747384j -0.002732+0.00150603j 0.00397664+0.00531985j -0.0061709+0.000340099j 0.00307321+0.00839329j -0.00527166-0.00629984j 0.00573307-0.000120215j 0.00506339+0.00593453j -0.00168641-0.00401134j -0.00107608-0.00363388j 0.00178013-0.00114594j -0.00151301+0.000178148j 0.00906512+0.00642402j 0.001108+1.94937e-05j -0.0029025-0.0018687j 0.0010942+0.00283252j 0.000189272+0.000695794j 0.00429774+0.00272327j 0.00111718-0.00675409j 0.000759953-0.00247781j -0.000929497-0.00115687j 0.00443436+0.00136827j -0.00322408+0.00408996j 
0.000515985-0.000260686j 0.0019725+0.00120328j -0.0033923+0.00152954j -0.00143841+0.00780843j 0.00211171+0.00288722j -0.00669761+0.00691161j 0.00654874-0.000750217j 0.00414278+0.00566733j 0.00353575+0.00133631j -0.00374285-0.004615j -0.00084694+0.00258725j 0.00267403+0.00390726j 0.00578741-0.00147702j -0.00179158+0.0049453j -0.00818335+0.000373341j 0.00162488+0.00843513j 0.0056964+0.00181474j -0.00379808-0.00111009j 0.00400508-0.000672704j 0.000931729-0.00287661j -0.000761255+0.00182712j 0.00584152-0.00758546j -0.00333463+0.00095375j 0.00217677-0.00497014j 0.00167283+0.00474663j 0.00163781-0.00315392j 0.000150159-0.00588146j 0.00186607+0.0018972j 0.0074621-0.00189132j 0.00107683-0.00418491j -0.00376998+0.00370893j -0.00080991-0.000959467j -0.00270232-0.00134673j -0.000838412+0.00366503j -0.00109585-0.00273662j 0.00128509+0.000537657j 0.000385733+0.00372191j -0.00300449-0.00444383j -0.00269968-0.00316186j 0.00141939-0.000675851j 0.00138559-0.00149429j 0.00227634+0.00400863j 0.00176353-0.000840737j -0.00147212+2.20611e-05j 0.0038954+0.00268407j 1.34025e-05-6.15884e-06j 0.000439345+0.00199918j 0.00167923-0.00208096j 0.000799264+0.000330433j -0.000636457-0.00154633j 0.00214524+0.000560148j 0.000124439+0.00164658j 
-0.0039287-0.000137369j 6.83653e-07-0.00262723j 0.00309015-0.00850559j 0.00060308-0.00421622j 0.00158717-0.0115317j 0.0225971+0.00104495j -0.00762153-0.0102456j 0.00546152-0.0177189j -0.00292087-0.00303751j -0.00996379+0.0105706j 0.0101188+0.00489464j -0.00595296-0.00393062j -0.014583+0.00340578j -0.000413128+0.0040608j 0.00754418-0.0048467j -0.00208982-0.0226822j -0.0110624+0.00687882j 0.00631613-0.00259167j -0.00415862+0.00428977j -0.00452337-0.00209325j -0.00311348+0.00209532j 0.00880289+0.00591017j 0.00662921+0.00152048j -0.00435583-0.00244089j -0.0039239-7.22376e-06j -0.00181158+0.00238617j 8.18865e-05+0.0144266j -0.00632361-0.00698747j 0.00152703+0.00774419j 0.00150897-0.00141523j 0.00422347-0.000391469j 0.00801106-0.00173055j -0.00305247+0.00324342j 0.00537925-0.00227816j 0.00666312-0.0033527j 0.00125128+0.00127526j 0.00280821-0.00131591j 0.001654+0.00268211j -0.00101398+0.000849913j -0.005565+0.00301305j -0.0031966+0.000673383j -0.00203008-0.000909487j 0.000542205+0.00173094j 0.000156578-0.00178039j -0.00298952-0.000716074j -0.000834297-0.000975107j -0.00099736+0.00279639j -0.000907406-0.000577309j -0.0022907-0.000772544j -0.000688886+0.00173674j -0.00115216+0.00122635j -0.00216353-0.00124507j 
0.00168145+0.000578359j 0.000532302+0.00119294j -0.00125636+0.00112463j 0.00159142-0.00103088j 0.000444441+0.00203553j -0.005796-0.000327771j 0.00162631+0.00220718j -0.0029961+0.00543607j -0.00306864+0.00652921j 0.0102933+0.00067234j -0.00325358-0.0101185j -0.00500803+9.04444e-05j -0.000155759+0.000141743j -0.000742004-0.0049023j 0.00104411-0.00238085j -0.00302202+0.0063226j 0.00380969-0.00338274j 0.00260792+0.00358263j 0.00165055-0.000440745j -0.00132192+0.00493676j 0.000881346-0.00134969j -0.00593194-0.00140355j -0.00535628-0.00617363j -0.0027611-0.0022631j 0.00277635-0.00238863j -0.000835935+0.0038213j -0.00584777-0.000669959j -0.00142049+0.00235061j -0.00465923+0.000311679j -0.00593832+0.00406022j -0.00169018-0.00540263j -0.00172072+0.0030542j 0.00374639-0.00131675j 0.00267522+3.06403e-05j -0.00534893+0.00046391j 0.001326-0.00314706j -0.00219347-0.00331469j 0.00432974+0.00417786j 0.00299248+0.00163916j 0.00304108-0.000443475j 0.000181298+0.000360154j 0.00121969-0.00109469j -0.00243076+0.000506495j -0.00101415-0.00299927j -0.00111614-0.0013063j 0.00126134+0.00130535j 0.00166371-0.00206132j -0.00125455-0.000588388j 0.000888967-0.00102662j 0.000367625-0.000816416j 0.000190271-0.00086853j 0.000112862+0.00111075j 
-0.000813824-0.00125835j 0.000692851+0.000534458j -0.00172437+0.00100793j -0.0015442-0.00205298j 0.000538837-0.00433333j 0.00523784-0.0011469j -0.0024817-0.00414908j 0.00309351-0.0056969j 0.00799062+0.000546435j -0.00376523-0.00937178j -0.00926088+0.00619714j 0.00444453+0.00638531j 0.00188823+0.0028067j 0.000620106+0.00240825j 0.0046155-0.000285387j -0.0047137-0.00715921j -0.00411924+0.00356492j -0.00619765-0.00172193j -0.00379851+0.0013218j 0.00112589-0.00227888j 0.00507229+0.000823859j 0.00384864+0.00415041j 0.00443004+0.00552919j 0.00308106-0.00423427j 0.0052202+0.0033986j 0.00143151+0.000602939j 0.00524761-0.000918431j 0.00245095-0.00241879j -0.00125088-0.00533969j 0.000397868-0.0026081j 0.000895447+0.00458406j 0.00147116-0.000773492j -0.00362547+0.0021612j -0.00106864-0.00106879j 0.00125253+0.00184726j 0.00129767+0.000164419j 1.50935e-05+0.000852813j 0.00191735-9.09732e-05j -0.000645167-0.00141872j 0.000467782-0.00222171j -0.00267343-0.000604898j -0.000258856-0.000103352j 0.00345718+0.00294873j -2.78226e-05+0.000285161j -0.000532211-0.000819114j -0.0019394-0.00116231j 3.49263e-05+0.000221865j -0.00211386+0.00083256j 0.000752218+0.000281233j -0.000640251+0.00108304j -0.00125759+0.00149215j -0.000428756+0.000143267j 
0.000248829+0.00197818j -0.00115948-0.00115922j 0.00277559+0.00265228j 0.00161975+0.0016399j -0.000258065+0.00401673j -0.00658968-0.000840212j 0.000327466+0.00477839j -0.00159465+0.00818289j -0.00261824-0.00585182j -0.00159424+0.00371166j 0.00292559+0.00272593j 0.0083231-0.00503578j 0.00359347-0.00141163j 0.00409573+0.00135875j -0.00747927+0.00838287j 0.00152876+0.0063549j 0.00227778-0.00159389j -0.00152712-0.00569687j 0.00301834-0.00241039j 0.00064824+0.00141109j -0.000155079-0.00279432j -0.00895495-0.00497876j -0.00200565+0.00143713j -0.00490123+0.00612069j -0.000455417+0.000264452j -0.00284127-0.0018048j 0.00139192-0.00167386j 0.00250224+0.00288375j -0.00200679-0.00128101j 0.00357272-0.000403002j -0.000551035+0.00189271j -0.00357291-0.00427379j 0.000408788-2.41086e-05j -0.00433395+0.00175332j 0.000231582-0.00049999j -0.00423508-0.000252955j -0.000153643-0.000289475j -0.00665204-0.00461034j 0.00019611+0.00142974j 0.000476121+0.000174323j 0.00275613+0.00328283j -0.000678171+0.00302578j -0.00321932-0.006208j 0.00337825+0.00149755j 0.000178826+0.00250774j 0.00135776+0.00180658j -0.00207091-0.00264013j 0.00283286-0.00121228j 0.000184313+0.000829579j 0.00243364+0.000173783j 0.00155592-0.00207868j 0.00158254-0.00163885j 
-0.00281752+0.00344973j -0.00213406+0.00206323j 0.000238956-3.61089e-05j 0.00466496-0.00225857j 0.00265384+0.00593674j -0.00748836+0.00251436j 0.00400178+0.00462111j 0.00328137+0.00991099j 8.84545e-05-0.0044624j 0.00261289-0.00198024j -0.00119916+0.00156322j 0.00251563-0.0065059j -0.00139244-0.00658308j 0.00111138-0.00521985j 0.000139182+0.00296297j 0.000773777+0.00279145j 0.00588955+0.00180712j 0.00560799+0.00268298j 0.000128988-0.00554767j -0.00396351+0.00520362j 0.00220595-0.00268184j -0.0049862-0.00575536j -0.000849002-0.00256681j -0.00245362+0.0055552j 0.00548287+0.00276178j 1.87511e-05+0.00192053j -0.00206571+0.00438887j 0.00533351+0.00185507j -0.00602114+0.00194519j -0.00125725+0.000892577j 0.00578376-0.00353623j -0.00308863+0.00261896j -0.000428456+0.00159375j -0.00237494+0.0027908j -0.00445752+0.005751j 0.000874324+0.000385607j 0.008266+0.00118595j -0.00149533-0.00440906j -0.0010593+0.00185988j 0.00441763+0.000783514j -0.00201123+0.00183435j 0.00215311+0.00186215j -0.00112572-0.0024025j 0.001922+0.0010527j -0.00158665-0.000595671j -0.000807031+0.00015877j -0.00113694-0.00454124j 0.00545278-0.00439464j 0.00133409-0.000112174j 0.00234654+0.00334869j -0.000677914-0.00200718j -0.00013939-0.000900088j 
-0.000752129-0.00219265j 0.00387221-0.00548637j 0.00664305-0.000838274j -0.00128918+0.00375167j -0.00393017+0.0011831j -0.0017826-0.00523911j 0.00235399+0.00317424j -0.00480513+0.00265185j -0.00365708+0.000582048j 0.000500391+0.000975409j -0.000228693+0.000204922j -0.00175816+0.00141982j -0.00165171-0.00157283j -0.000873629-1.97047e-05j 0.00753892+0.00329125j 0.00642295-0.0037132j 0.00163113-0.00380143j 0.00336982-0.00195326j -0.00307804+0.000567787j 0.00403253-0.000103471j -0.00201489-0.00486218j -0.00153907+0.00627961j -0.0021708-0.00147623j 0.000472716+0.00244956j -0.00355831-0.00396879j 0.000488864-0.000738988j -2.6999e-05+0.00225225j -0.000244554-0.00482581j -0.00235957+0.00121403j -0.00236303+0.00448687j 0.00262621-0.00250314j -0.000637286+0.00170822j 0.004158+0.000572731j -0.00130625-0.00180693j 0.00319476-0.00101496j 0.000475447+0.000712043j 0.00110297-0.000465739j 0.00252854+0.00308542j 0.00272975+0.00123209j -0.00251098+0.00249766j -3.56752e-05-0.000147902j -0.00218945-0.00172818j -0.000662784+0.000362169j -0.00111324+0.00168914j -0.00171814-0.00146752j 0.000718429+0.00110286j 0.00105863-0.000552073j -0.000395458+0.000948952j -0.00118963+0.000305481j -0.00141352-0.000735711j -5.8953e-06-0.00034667j 0.000688567-0.000293955j 
-0.01697+0.0103699j 0.00789061-0.0156866j 0.0111974-0.015569j 0.0151666+0.0131492j -0.00597493+0.0117999j -0.0110018-0.00522592j 0.00713325-0.0059454j 0.00749441+0.0070202j -0.00615885+0.000811392j 0.00200607+0.000822986j 0.000135598+0.00491749j 0.000340286+0.00268089j -0.002245+0.00489246j -0.00849251+0.00838727j -0.0076411+0.0190338j 0.00799879+0.00631866j 0.0175921+0.0102755j 0.0072141-6.36649e-05j -0.000654011-0.010131j 0.00584023+0.00166934j 0.0153229-0.0129532j -0.0023528-2.52453e-05j -0.00355349-0.000850769j 0.00177065+0.00423667j -0.00297622+0.000768324j -0.00158583-0.00097836j 0.00454264+0.000537012j -0.00161133-0.000374153j 0.000833515+0.000307983j -0.00223354+0.00294328j 0.00234187-2.50703e-05j 0.00163399+0.0054903j -0.00225054-0.00126695j -0.00187519+0.00441357j 0.002484-0.00570615j 0.00156037-0.00312029j 0.003777-0.000886689j 0.000949747-0.00140398j 0.00104153-0.00358505j -0.00178984+0.00194694j -0.0066972+0.00258704j 0.00550602+0.00277418j -0.00220688+0.000566318j 0.000764251+0.00206964j -0.00497107-0.00242916j 0.00268413+3.437e-05j 0.00198499+0.000136423j -0.00358733-0.0039673j -0.000294231-0.00563859j 0.00136323+0.000956477j 0.00398222+0.000775213j -0.0027361+0.00361182j 
0.0106251-0.0168878j 0.0181437-0.0109455j 0.0142052+0.0139826j -0.0153167+0.0151031j -0.010646-0.0163326j -0.000238899-0.00505382j 0.00696269-0.00152443j -0.00703229+0.00579856j -0.000848353-0.000909102j -0.00553726-0.00168249j -0.00109012+0.00363675j 0.00574382+0.00648723j 0.00321903+0.000567284j 0.0132482+0.00242464j 0.0132041+0.0101323j 0.00446793-0.00937711j 0.0102339-0.0144733j -0.00495286-0.0176763j -0.0107539+0.0141431j 0.00277147+0.00096161j -0.00557738-0.00278461j -0.0017898-0.0022821j -0.0064424+0.00155724j 0.00137394-0.00378391j -0.00437322-0.00142115j -0.00318938-0.000523785j 0.00451046-0.00185467j 0.00418042-0.00117763j 7.7668e-05+0.000361558j -0.00757002+0.00321192j 0.00380055-0.00167968j -0.00839051-0.000297733j 0.00860791+0.00540193j -0.00584281-0.0033292j 0.00284003-0.00127298j 0.00235983+0.001814j 0.00477146+0.00473246j 0.00127919-0.00203143j 0.00497326-0.00153777j -0.00570364+0.00129145j 0.00373285-0.000684517j -0.000363988+0.00296968j -0.0025811-0.00201605j -0.00220159+0.00126388j 0.00257575+0.00219227j 0.00787734+0.00269662j -0.00326945-0.00265183j 0.00317143-0.000475246j -0.00194917-0.000555121j 0.000317827-0.00654009j 0.00364804-0.00509499j 0.00507462+0.000325103j 
-0.00150774-0.000798352j 0.00290864-0.0042414j 0.000803301-0.00177641j -1.56499e-05+0.00434207j -0.00630585-0.000127463j 0.00252324-0.00480704j 0.000741625-0.00168593j -0.00207679-0.00177395j -0.00282855+0.00105918j 0.000910705+0.00305664j 0.00230287-0.00272415j -0.00361211+0.00187517j -0.00161329+0.00271747j -0.00208993+0.00118385j 0.000456728-0.00036586j 0.00139913-0.00236342j 0.00241512+4.08471e-05j 0.00260537-0.00399756j -0.000405271+0.00159465j 0.00180435+0.000483564j 3.29359e-05-0.00201311j 0.00163278+0.000497083j -0.00239476-1.71394e-05j -0.000407589-0.000101942j -0.00316937-0.00185407j 2.04343e-05-0.000927485j 0.00197599+0.00218301j -0.00206145-0.000355512j 0.00211946+0.0018868j -0.00199197+0.000737682j 0.00121824-0.00193576j 0.00275906-0.000171518j 0.00193735+0.000373046j -0.000892325-0.00123815j 0.00254776-0.00310321j 0.00048431-0.000840314j -1.94165e-06-0.00051011j 0.00165522+0.00287437j 0.0010405-0.00014979j -0.00105992+0.00164197j -0.00125736-1.58908e-05j 0.000338066-0.000112888j -0.00162246+0.000316954j -0.000496246+0.00139708j 0.000178827-0.000908803j 0.000587152-0.000840865j 0.00210117+0.00128201j -0.00108997-0.000923651j -0.0016485+0.000229354j -0.00184398-0.00123937j 0.00122247-0.000224838j 0.000222991+0.00106861j 
0.00812029-5.3573e-05j -0.0103229+0.0130111j -0.00721119+0.00619322j -0.00398035-0.0132166j 0.00924726-0.0013361j -0.00280023+0.00797374j -0.00108283+0.00769028j -0.00152668+0.00356925j 0.00311525-0.00104448j 0.000876532+0.000279661j -0.000122977-0.000520704j 0.00348871-0.00417241j 0.00279654-0.00614348j 0.0037252-0.00486516j -0.00205879-0.00690521j -0.0016112+0.0040076j -0.0116879-0.00717212j -0.00469288+0.00566899j 0.0025925-0.00222558j -0.00386732-0.000804735j -0.00790241+0.00539944j -0.00504551-0.000917743j 0.00295162+0.000506667j -0.00125059+0.00308491j 0.00176479-0.000137533j 0.000537713-0.000640702j -0.00482527-0.00339827j 0.00414855+0.000326925j -0.00361323-0.00275513j 0.00500927-0.00120551j -0.00472271+0.0015128j -0.00290071-0.00358081j -0.000857582-0.00145213j 0.000810281-0.00170307j -0.00306602+0.00665345j -0.00438463+0.00337601j -0.0027315-0.000402015j -0.0045601-0.00180476j -0.0015138+0.00338855j 0.00197785-0.0019278j 0.00532152-0.00120468j -0.00453909+0.000715464j 0.00153045-0.00240274j 0.00181056-0.00130451j 0.00210891+0.00280498j -0.00203353+0.00147824j -0.00385731-0.000502328j 0.00262331+0.00460771j 0.00143475+0.00227849j 0.000913416+0.00161544j -0.00317847+0.000459697j 0.000902311-0.0042134j 
