-0.0972495-0.0123007j -0.029277+0.0832301j -0.14546+0.135294j 0.155299+0.184189j 0.0656824+0.0830031j 0.15523+0.0658321j -0.0403238+0.350021j 0.175377+0.0125457j -0.0471837-0.0325901j 0.0289029-0.0571391j 0.133068+0.0526007j -0.136567+0.0459258j -0.191342-0.0303314j -0.0545659+0.0580255j 0.111349+0.0543681j -0.275625-0.00207483j 0.133066+0.0608265j 0.059413+0.0299705j -0.0299168+0.119092j -0.0739482-0.00878864j 0.103302-0.124117j 0.0570345+0.0690875j 0.0285231+0.113306j 0.0829429+0.0407329j 0.0421035-0.139484j 0.0550839-0.136802j -0.0409768-0.00631883j 0.0423176+0.0276466j 0.102829-0.0297585j 0.0878216+0.0047349j -0.0302527-0.0817342j 0.0392388-0.0304172j -0.0975626+0.0116372j 0.0739664-0.00563776j 0.0219225+0.0320711j 0.171522-0.186697j 0.106552-0.167747j -0.0232061-0.00380791j 0.0808659+0.276347j 0.217704-0.0184151j 0.0577824-0.0296175j 0.0714592+0.0136261j 0.121537+0.0373167j -0.0537437+0.11512j -0.0246227-0.030107j -0.0187292-0.0310037j 0.0787702-0.04135j 0.0539902+0.0669833j 0.0148571-0.000122816j -0.0215443+0.00993995j 0.00572545-0.012625j 0.00340443+0.0321549j -0.00251699-0.0135105j 0.0123529+0.0271518j 0.00207147+0.0161816j 0.00234252-0.0111153j 0.010557+0.0161675j 0.0295414+0.0101772j 0.0149644+0.00372131j 0.00975184+0.0284237j 0.0169874-0.0174536j 0.0310566+0.0114519j 0.0165394+0.0114097j 0.00866864-0.0124035j -0.0367644+0.000556685j -0.00162601+0.00775138j 0.0056956+0.0323414j -0.0097096-0.0133326j 0.0263413+0.00549194j 0.00255331+0.0112317j -0.0225417-0.0204717j 0.00274313-0.00685274j -0.00534998-0.0115244j 0.00973349-0.0260924j -0.0163516-0.00864476j 0.0098998+0.0133529j 0.0128558+0.00272011j 0.000283283+0.00944167j -0.00158069-0.0172997j -0.0085666+0.00933587j 0.00986016+0.00124359j -0.0175921-0.0241089j 0.0191979-0.00607721j -0.0198079-0.00593428j 0.00617634-0.00250894j -0.0193686-0.0261011j 0.0090961-0.0104164j -0.0508822-0.00255901j -0.00874989+0.0356859j 0.0208572+0.0148619j 0.035426+0.0131637j 0.00674337+0.0289493j 
-0.00546295+0.0103126j 0.0116754+0.00347072j -0.00237945+0.0114711j 0.00975107+0.00152128j -0.00796509+0.0022586j -0.00375583-0.00732071j 0.00404545+0.00584223j 0.000566356+0.000491506j 0.0033677+0.0042295j -0.00158655-0.00339268j -0.00396153-0.00320471j 0.0031334-0.00706334j 0.000841921+0.000344386j 0.00254351+0.00434882j -0.00398792+0.00119761j -0.00467774-0.00084901j 0.00354055-0.00235534j -0.00381273+0.00193882j -0.00103759-0.00192814j -0.00136754-0.00255815j -0.000841997-0.00143729j 0.00071559+0.00589248j 0.00394581-0.00473698j 0.00536805-0.00493536j 0.00377038+0.003489j -0.00267904-0.00281768j 0.00143994-0.000386275j -0.00187183-0.00445843j -0.00339312-0.00115232j -0.00165264+0.00257304j -0.00492977-0.00204274j 0.00294106+0.000431999j 0.00383605-0.00155829j 0.00190788+0.00799456j 0.00451137+0.00350487j 0.00622162+0.00470627j 0.00107232-0.000673485j -0.00794411-0.00544935j 0.000331559+0.000324445j -0.000410519+0.00144453j -0.00536352-0.00509876j 0.00584827-0.0100048j -0.00549914+0.0133961j -0.00217605-0.0214955j -0.0160486+0.0195979j 0.00847584-0.0138035j -0.000867164+0.0136706j -0.0103257-0.00592345j 0.00870275+0.00529582j -0.0143332+0.00799921j -0.00167633-0.0151896j 0.00577704-0.00558906j 0.0105295+0.0113354j 0.0025885-0.0118247j 0.0143702+0.00518598j -0.0135498+0.001668j 0.0012183-0.00788843j 0.000179364-0.00107021j 0.000522408-0.00265782j 0.00903369+0.00413078j -0.0114332-0.00983671j 0.00134946-0.00918174j -0.00640462+0.00265133j -0.0145523-0.00431839j 0.00513606+0.00304051j 0.00502088-0.00825428j -0.00483556+0.0152243j -0.00656147+0.00540197j -0.0161931-0.0139683j 0.00411632-0.000351462j -0.0098251+0.00772634j -0.00502016-0.00859727j 0.00520475+0.00875744j -0.00914754-0.0066473j -0.00953201+0.00145538j 0.00460715-0.0111275j 0.0103169-0.00555096j -0.00444181-0.00259589j -0.00851394+0.0143223j -0.00953914+0.0117266j -0.00181743-0.0107052j 0.0041527-0.0148j -0.00922225-0.00107195j -0.00375526+0.00728725j 0.023735-0.0206979j 0.0102535-0.0153838j -0.00167615-0.0152059j 0.00172504-0.00944492j -0.0187997+0.024895j -0.0076004+0.0165917j 0.00318767-0.0128963j 0.0128526+0.0115933j 
0.00706639+0.00345933j 0.00451462-0.0058679j 0.0072567-0.00562747j -4.70472e-05-0.00411142j -0.00489373-0.00719406j -0.0134173-0.00034658j -0.00350045-0.00783303j -0.00800105-0.00215822j 0.0064965+0.000544604j 0.00303946-0.000334446j -0.00106544+0.00277581j -0.00189997-0.00644505j 0.00127633-0.00167497j 0.00850828+0.0013536j -0.0047796+0.00145031j 0.00107856+0.0029955j -0.00310198-0.00585741j 0.000147097+0.005467j 0.000191068+0.00374767j 0.00306101+0.00247039j 0.000318103+0.00445062j 0.00483831+0.00193467j -0.00586751-0.0064688j 0.00042789-0.00571383j 0.00532329+0.00139262j -0.00808991-0.00172822j -0.00231825-0.00241731j -0.00265081-0.00739426j -0.00530758+0.00884499j -0.0017467-0.00186911j -0.00251231-0.00109026j -0.00196233-0.00234662j 0.000128117-0.00189668j -0.000481007+0.00584145j 0.00392191-0.00401748j 0.000125075+0.00484746j -0.00853563+0.000708782j -0.00243919-0.00490854j -0.0037141-0.00106637j -0.0029742-8.5111e-05j -0.00248534+0.00402081j -0.00316945-0.00552726j 0.000609096+0.0105705j 0.00743647-0.00322915j -0.0143554+3.98446e-05j -0.00258871+0.00256799j -0.00429983-0.015731j 0.0105006+0.0179536j 0.00680871-0.00388198j 0.0068052+0.00388976j -0.00130962+0.00430817j 0.01597-0.0140024j -0.00348095-0.00981144j 0.0153281-0.00323232j 0.00681919-0.0027336j 0.0130491+0.00737644j -0.00798362+0.00451301j 0.0110664+0.00626788j -0.00572557-0.00235551j 0.0125726+0.00336066j -0.00666545+0.0130202j -0.0172328-0.0103426j 0.00790878+0.000281386j -0.00423872+0.00602442j -0.00267863-0.00650998j 0.00318098+0.000559991j -0.00296868-0.00551165j 0.00963333-0.0025664j -0.0095226+0.00146269j -0.00725001-0.00757315j -0.00707319+0.0137737j -0.00862093-0.00887064j 0.0113365-0.00232231j 0.00393685-0.000434796j -0.0043187+0.00195271j -0.00775932+0.000807437j -0.000990314-0.00774165j 0.00379061-0.00580617j -0.00155712-0.00279667j -0.0103078+0.00442933j -0.00309212-0.0105071j 0.00234507-0.00056773j 0.00224908+0.00458875j 0.00151852+0.00205128j 0.019494-0.000380362j -0.00397072+0.00280561j 0.00866752+0.00101504j 0.0191882+0.0113784j -0.017665+0.00378757j -0.00539737-0.0286299j -0.0114993-0.0145301j 0.00352844-0.00937377j 
0.00825401+0.000582166j -0.000186225-0.00521202j 0.00608654-0.00545732j -0.00985164-0.00348989j 0.000847747-0.000564292j -0.00208585+0.00013994j -0.00533788-0.0113622j -0.00403411-0.00185763j -0.000421554+0.000610976j 0.000228744+0.00442349j -7.91415e-05+0.00476166j -0.00159119+0.00120731j 0.00405294-0.00306658j -0.00119397-0.00638597j 0.00424857+0.000329733j 0.0069277+4.87151e-05j -0.00413007-0.00177149j 0.00327472+0.00108568j 0.000501411+0.00393019j 0.00535747+0.00712352j 0.000393142+0.00581866j 0.00302564-0.0095142j -0.00931743+0.00304893j -0.00856564-0.00492055j -0.00247068-0.00107692j -0.00294948+0.00466074j -0.00535514+0.00624768j -0.00302693-0.00313561j -0.00331935+0.0117718j 0.00341634-0.00417038j 0.000275612-0.00101046j -0.00544115-0.000497682j -0.001519-0.00375944j -0.000626782-0.0025839j 0.000869189-0.00477841j -0.0106734+0.00359481j -0.00871089-0.00159182j 0.00640804+0.00462911j -0.00863241-0.0064953j -0.00195669+0.00332331j 0.00160441+0.00821225j -0.000647976+0.000624077j 0.000344055+0.00676281j 0.00706195+0.0107153j -0.0012965-0.00073991j -0.00489946+0.00299133j 0.00725399-0.016915j 0.00462859+0.00351984j 0.00855887-0.000540096j 0.00592302+0.00177403j -0.00590937+0.00868325j 0.00401864-0.00582124j -0.00689499-0.00302501j 0.008747-0.00157137j 0.00292432-0.00170507j 0.00827033+0.000752777j -0.0067718-0.0012619j 0.00670455+0.0079709j -0.00602306-0.000329303j 0.00628705+0.000705906j -0.00869494+0.00567718j -0.0132906-0.00700451j 0.0151175+0.00483812j 0.00167625+0.00665661j -0.00580454-0.0055926j 0.00721093+0.00559477j -0.00296527+0.00684374j -0.00135858+0.00125057j -0.00924773+0.0029216j -0.0117271-0.00800448j 0.00946709+0.0132022j 0.00540121+0.00928829j 0.00113319-0.0101238j -0.011401+0.00118724j 0.00542714+0.0157127j -0.0112209+0.00385809j -0.00100825-0.00156954j 0.0065851+0.00152275j -0.000816672+0.0140121j 0.000470799-0.0076984j -0.0030542-0.0102517j 0.00754292+0.000962937j -0.0150889+0.000124603j 0.0165844-0.019809j 0.0130836+0.0143873j -0.00475706+0.00175748j 0.00590776+0.00492455j 0.00855427+0.00438397j -0.0133765-0.0254992j 0.0156474-0.0181412j -0.00803957-0.00572492j -0.000971033-0.0159812j 
0.0033594+0.000275534j -0.00330044-0.00451248j -0.00494799+0.00238301j 0.000198593+0.00405573j 0.00368708+0.00458223j 0.000167349+0.00518255j -0.000740307+0.0042846j 0.00488015+0.000425697j 0.00150196+0.00276082j -0.000904937+0.00393362j 0.00575169+0.00216045j -0.00409376+0.0107111j -0.00221406+2.27264e-05j -0.00266519+0.00178569j 0.00199228-0.00237085j -0.000304072+0.000826155j -0.00333491+0.00239341j 0.00129485+0.00230103j 0.000429319-0.000431465j 0.0007449+0.00377346j -0.000770729+9.49456e-07j -0.00328876-0.000136843j 0.000336505+0.00509244j -0.00503662+0.00648686j -0.00019378+0.00508512j -1.55025e-05-0.000192941j 0.00780292-0.00146558j -0.000858816+0.0061878j 0.00825822+0.00482421j 0.00105494+0.000370493j 0.00400692+0.00257086j 0.00323094+4.21333e-05j 0.00170552-0.00042563j 0.00241272-0.00742468j -0.00144649+0.00136097j -0.0024121-0.000668459j 0.00137146-0.00242792j 0.000791433+0.00542122j -0.00206481+0.00608472j 0.00485161+0.00145068j -0.000508125-0.000862027j 0.00166168+0.00114199j -0.0136398+0.000804962j 0.00446249-0.00205865j -0.00698585+0.0130844j -0.00452009+0.00666923j -0.0067494+0.00312294j -0.0082642-0.00950325j -0.00320263+0.00632729j -0.00394574+0.0106411j -0.00580592+0.0134577j -0.0133862+0.0163911j 0.0122313+0.00145858j -0.00723663-0.0108842j 0.00681774+0.0124885j 0.00922218+0.00229836j -0.00611616+0.0125264j 0.0208976-0.00624644j 0.000316043+0.00050951j 0.0115419-0.00295113j 0.0103855+0.0120917j -0.00199238+0.00618848j 0.0118469-0.00697942j 0.00717433+0.00172008j -0.0123-0.00843964j 0.00660608-0.00977197j 0.0163473+0.0104619j 0.0023293+0.0058767j 0.00780714+0.023503j -0.00450499+0.00259288j 0.00028412-0.00585366j 0.00218229+0.00910983j -0.00351544+0.00610385j -0.00660066-0.00861061j 0.0232987+0.005349j -0.000838426+0.0172699j -0.00177856-0.00203167j -0.0124901-0.0147157j -0.0020674+0.0007203j -0.00476866-0.00211622j 0.00477616-0.0163014j 0.00184339+0.0121487j 0.00861468-0.00848845j 0.0155644+0.00785549j -0.000424049+0.00380326j -0.00060022-0.00889722j 0.013397+0.0146177j -0.00650095+0.0107137j 0.00391588-0.000602562j 0.0235551+0.0185145j -0.00318824+0.0142768j -0.00591679-0.00472299j 
0.0059419-0.000567954j -0.00266182-0.00367689j 0.00727415-0.00833422j -0.00412425-0.00498437j 0.00433214-0.00555527j -0.00956263+0.00456148j 0.000479506+0.000104007j -0.00556456+0.00250816j 0.00571899-0.000702189j 0.00171257+0.000920042j 0.00427016-0.00278227j -0.00738323+0.00202806j -0.00350399+0.000740798j 0.0115283+0.00478704j -0.00340303+0.00221285j 0.00272577+0.00107466j -0.00498278-0.00307076j 0.00206529+0.00577563j 0.00142993+0.000684035j -0.000434337-0.000260066j 0.000736246+0.00208634j 0.00522167+0.00788186j -0.00592825-0.00347317j -0.00230044+0.000384472j -0.000434086+0.00320903j -0.00351531+1.87501e-05j 0.00287552-0.00555945j -0.000482384-0.000362755j 0.00220247+0.00761382j -0.00153803+0.00518871j 0.00397685-0.00142794j 0.00185947-0.0034442j -0.00288383-0.000416105j 0.00149014+0.00116617j 3.60723e-05+0.00101043j -0.000784532-0.00379345j -0.00762808-0.00143823j -0.00216247-0.00305167j -0.00370224+0.00520267j -0.00801068-0.00234973j -0.00174167-0.00115294j -0.00382292+0.000974188j 0.00271588+0.00342969j 0.0105697+0.00333378j 0.00586939-0.000321754j 0.00640732+0.00198124j -0.00589251-0.0089453j -0.000190075+0.00610447j -0.00562386-0.00652698j -0.0058217+0.00141697j 0.000858159+0.0143146j -0.00440002+0.00742276j 0.00234604-0.000892992j 7.45484e-06+0.00099015j 0.00525531-0.00246121j 0.00305351+0.00323976j -0.000617552+0.00635269j 0.0155708-0.00806768j 0.00480396+0.00816711j 0.00116935-0.00520069j -0.00015751-0.00206991j -0.00732139+0.0101464j 0.00151309+0.000578189j 0.00117223-0.00426704j 0.00192693-0.000461981j -0.00408226-0.0075315j 0.00831686+0.0111329j 0.00326898+0.00226777j -0.00331421+0.0104106j -0.00839273+4.90885e-05j 0.00809188+0.000287114j 0.00181244+0.00451717j 0.00358496+0.00242983j -0.000263006+0.00365478j -0.00776186-0.00413435j 0.00190112-0.00109848j 0.00604846-0.00799646j -0.0113155-0.00247901j 0.0106521+0.00975246j 0.00142604+0.00401471j 0.00630614+0.000942139j -0.00104078+0.00630227j 0.0148669+0.00360922j 0.00790556+0.00220444j -0.0152344+0.00068253j 0.00452132-0.0120492j 0.0175447+0.0102898j 0.00234424+0.0203866j 0.00722714-0.00986271j 0.0019491-0.00772745j -0.00905913+0.00539002j -0.00434481-0.00350167j 
0.00306544-0.00719628j -0.0105041+2.45091e-05j 0.00411187-0.00297716j -0.00422708-0.000387688j 0.00875911-0.00082041j -6.15731e-05+0.00478318j -0.00454743+0.00404065j -0.00112182-0.00348818j -0.00449746-0.00218317j 0.00468895+0.00101098j 0.00706451+2.69589e-06j -0.00492855+0.00380358j -0.00562807-0.000303283j -0.00126726+0.00079892j 0.00860983-0.00164965j 0.00509581+0.000219707j 0.000591915+0.00313997j 0.00422348-0.000117763j 0.00239068+0.00570795j 0.00251726-3.5884e-05j 0.00717642+0.00152222j -0.00470646-0.00106704j -0.00104229+0.00731702j -0.00469513+0.000852607j 0.00205623-0.00419549j 0.00754075+0.00952184j 0.00162812-0.00417067j 0.00497665-0.00133877j 0.00751136+0.0062433j 0.000354641-0.00465641j 0.00219134+0.000413091j -0.00577619+0.00280815j -0.00412639-0.00249567j -0.00192077-0.00490545j -0.00748746-0.00650105j 0.000192679-0.00367887j 0.00111339-0.00197039j 0.00521169+0.0103537j -0.0110303-0.00831088j 0.0016071-0.00674189j 0.00896705+0.00175787j 0.00143314+0.00430057j -0.00704181-0.000776911j 0.000169423+0.00660469j 0.00980424+0.00303922j -0.000420932+0.00267942j 0.00134526-0.00461758j -0.00350414+0.00547083j -0.00754538-0.00496811j -0.000654025-0.00285981j -0.00992681+0.00131828j 0.000619357+0.00564222j 0.00415252+0.000372889j -0.00214858+0.00579227j 0.00598343+0.0036496j 0.00887363+0.0044941j 0.00536607+0.00479473j 0.00244338-0.0118846j 0.00495577+0.00715918j -0.00315264-0.00924314j 0.0185583-0.010988j -0.00295019-0.0022307j -0.0141162-0.00253411j -0.00171619-0.00475743j -0.000920697+0.0027642j -0.0108551-0.00810995j -0.0127305-0.0163413j 0.0119564-0.00565691j 0.0136068+0.0015193j 0.000763565-0.0104139j 0.00790388-0.00471932j -0.00245409-0.00102523j -0.00697506-0.00784428j 0.0118251-0.00269698j -0.00130963-0.0221126j 0.015342+0.00343168j -0.00411464+0.0104205j 0.0105568+0.00347601j -0.0109839-0.0222637j -0.00289851-0.000179528j -0.00308314+0.0169334j -0.00675225+0.00128979j 0.010975-0.000484029j -0.0161069+0.0152534j -0.00756398-0.00147763j 0.0129284+0.0171576j 0.000981616+0.0185538j -0.0164753-0.00306822j 0.0076677-0.0028072j -0.00611268-0.00597813j 0.00213549+0.00228332j -0.011442+0.000655607j 
-0.00472025+0.00075387j -0.00017835+0.00288054j -0.0020202+0.00677774j 0.00305884+0.00137024j 0.00229905-0.0002354j 0.00599083-0.00161504j 0.00470749+0.00127127j 0.00648033-0.000539603j -0.00046851-0.00182644j 0.000361125+0.00171175j -0.000997448-0.00145946j 0.0115744-0.00170554j 0.0034413-0.000187148j 0.000380033+0.0017706j -0.00212934+0.00241625j -0.000879916-0.000249511j 0.00577382+0.00586432j -0.00145405-0.00228376j -0.00521378-0.00147623j -0.00563448+0.00198131j -0.00070678-0.00179181j -0.00214271+0.00363752j 0.00745168-0.00203998j 0.00707719+0.00394085j 0.0011852-0.00100933j 0.00416657-0.000257688j 0.000420678-0.00466657j 0.00567777+0.00802627j 0.00138863-0.00957277j 0.00104896+0.000210908j 0.00725308-0.0011563j 0.0026454+0.00273079j -7.02227e-05-0.00150623j -0.0017792-0.0049079j -0.00262608+0.00413622j -0.000220098+0.000343941j 0.00192881+0.00960969j -0.00661859+0.00147472j 0.010411+0.00145822j 0.0104382+0.00780558j -0.00120889+0.000255826j 0.00748512+0.00411291j 0.00384439+0.00132746j -0.00659542-0.00167599j 0.000842575+0.00272155j 0.000199297-0.00254191j 0.00318976+0.000288639j 0.00480669+0.000173167j 0.00254707-0.00346811j 0.00280239-0.00149782j -0.00169931-0.00744407j 0.0025671-0.00165769j -0.00197273+0.00149714j 0.00388355+0.00143159j 0.00263088-0.00558356j 0.00255874-0.00485198j -0.00298363-0.00425524j 0.00140307+0.00290247j -0.00836461+0.00536289j -0.00757597+0.0076691j -0.00163056-0.00137125j 0.00165276+0.00397479j 0.00257179+0.00566941j -0.00339845-0.00214786j 0.00109388+0.00274994j -0.000353081-0.0041474j -0.0135195+0.00689139j -0.00334943-0.00196188j -0.00306757+0.000434962j 0.00416869-0.00969257j -0.00268896+0.00320999j -0.00092162-0.00740235j -0.00226827+0.00184142j -0.00876869+0.00321145j -0.0132542+0.00101232j -0.00193113-0.0150769j 0.00947153-0.0057954j 0.00949842-0.00535797j 0.00367286+0.000220974j 0.00369167+0.00107246j -0.000215142-0.0011599j -0.00103692-0.00939759j -0.00689977+0.00305609j -0.00317988+0.00339412j 0.00598553+0.000434325j -0.00180601-0.00284397j -0.00344309-0.0065482j 0.00267367+0.000600555j -0.00233371-0.00498851j 0.00286117-0.0042045j 0.00763287+0.000936828j 0.00672024+0.000756979j 
-0.00756799-0.00199692j -0.00211695+0.00495932j -0.00470213+0.00755588j 0.00507088+0.00656724j 0.00623452+0.000431131j 0.00282819-0.00114063j 0.00496576+0.00385617j 0.0118852-0.000604579j 0.0016113+0.000372904j 0.00218873+0.000428684j 0.000207671-0.00397125j 0.0109355+0.000499499j 5.97186e-05+0.000658606j -0.000170489+0.00318633j -0.00295281+0.00105559j -0.00470196+0.00103883j 0.005565+0.00634482j -0.00042007-0.000930199j -0.00595986-0.000656157j -0.00520965+0.0022741j -0.00377198-0.00194348j -0.00290317+0.00515854j 0.00825508-0.00306412j 0.00674812+0.00708181j 0.00180883-0.000180756j 0.00418449-0.00340484j 0.00277572-0.00519789j 0.00547052+0.00929715j -0.00127247-0.0112739j -0.00282452-0.000192588j 0.00941419+0.000146885j 0.00650071+0.00309116j -0.00309223-0.000488471j -0.00107789-0.00438028j -0.00382136+0.00678587j 0.00214247+0.00133124j 0.00309009+0.0111602j -0.010155-0.00159817j 0.014173+0.0046433j 0.0106157+0.00639531j -0.000212637-0.00259453j 0.00808914+0.00694874j 0.00248604-0.00509921j -0.00437118-0.00513373j 0.00635916+0.00528858j -0.0104694-0.00451828j -0.00329064+0.00162276j -0.00328858-0.00157445j -0.00509474+0.00529121j 0.00135119+0.0048524j -0.0073228-0.00463838j -0.000675166+0.000522023j 0.0079052+0.00282052j -0.00283932-0.000453432j 0.000475496+0.00418738j 0.00284398+0.0108545j 0.000513722-0.0026216j -0.00347234-0.00780434j 0.01034-0.00646868j -0.0161294-0.00446354j -0.000768904+0.000133726j 0.00222427-0.00364508j -0.00274508+0.0004794j 0.0064611-0.00633883j -0.00504114-0.00450248j 0.000971616+0.00853359j 0.00425916+0.00153075j -0.00801226-0.00307012j -0.00142458+0.00431077j -0.00709914+0.00483201j 0.00383302-0.00936594j 0.000923863-0.00254121j -0.0137094-0.0143324j 0.00014262-0.00933058j -0.00188849-0.00972845j -0.00668051-0.00132345j 0.0112321-0.00718131j 0.00388271-0.00147688j -0.00595349+0.00562124j 0.00489461-0.000572221j 0.00529124+0.0134649j -0.0084554-0.00714118j -0.00239775-0.0022296j -0.0014015-0.00527888j 0.00291878-0.00232965j -0.00239488+0.00157849j 0.0128935-0.00906021j 0.000331782-0.000320267j -0.00889934+0.000164863j 0.00542119+0.000600812j 0.0091553+0.0053448j 0.0036984+0.00256531j 
-0.0043707+0.00195873j 0.00780828+0.00237147j 0.00221596+0.00155139j 0.00254435-0.00867202j -0.00442174+0.000473444j -0.00542315-0.000783977j 0.00849081-0.00791329j -0.00577178+0.00518483j 0.000651227+0.000665993j -0.00431208-0.00320443j -0.010216+0.00410022j 0.00012146-0.00383635j 0.00403074+0.00381434j 0.00466917-0.000584131j -0.00799334+0.0032286j -0.00135389+0.00561911j -0.00350498-0.00651727j -0.00278324-0.0031306j -0.00346473-3.67584e-05j -0.0106127-0.00698436j -0.00187454-0.00144449j 0.0120874+0.00583844j -0.00464924-0.012463j 0.00794382-0.00962157j -0.00534621-0.01332j -0.00474042-0.00098573j -0.0113652+0.00363745j -0.00372917-0.0092288j -0.0161516-0.00375648j -0.0147002+0.00826832j -0.00910225-0.00967206j 0.00182723+0.00217851j 0.00492822+0.00669395j -0.00311676+0.0123582j -0.00388643+0.0018962j 0.0106066-0.00811783j -0.0162118-0.00428987j 0.000524211-0.0250005j 0.0129019+0.0123006j -0.0154623-0.000213335j -0.0144274-0.00744014j -0.0110201-0.00434702j 0.00255429-0.00171365j 0.00351154-0.00299661j 0.00171668+0.00289576j -0.00203709+0.000692073j -0.003926-0.000971219j 0.000583302+0.00068744j -0.000167465-0.00112135j 0.00432747-0.000726072j -0.00277242-0.00375334j 0.001495-0.00163594j -0.00202015+0.00168773j -0.000246519+0.000869264j -0.000553341-0.000505718j 0.000657585-0.000233077j -0.00147512-0.00254575j -0.00268223+0.00387379j -0.00122915+0.00217696j -0.00523087-0.0033351j 0.00633498+6.72256e-05j 0.000798442-0.00673836j -0.00207375-0.000461523j 0.00124142-0.00317141j 0.00181773+0.00272364j 0.00556886+0.00209295j -0.00692044-0.00314353j 0.00345701+0.000262597j 0.00698609+0.00142588j -0.00569683-0.0022521j 0.000893587+0.00140286j -0.00106792+0.00376269j -0.00276314-0.00350128j -0.00245871+0.0109785j 0.00810721-0.00741914j 0.00300534+0.00873901j -0.00151582+0.000928182j -0.000470355+0.00112788j 0.00473882-0.00784823j -0.007342-0.00373538j -0.00474346-0.000144626j 0.000238304-0.00111706j -0.00481204+0.000674372j -0.000501853-0.00611626j 0.00596161+0.00536402j 0.000527772+0.00262885j -0.00101335+0.0063558j -0.00364582-0.0042687j 0.0089746-0.00396821j 0.00410756+0.00872958j -0.0073217-0.00272988j 0.00768632+0.00668771j 
-0.000814984-0.00136966j -0.00488058-0.00134361j -0.00105581+0.00356294j -0.0017427-0.00156215j 0.00248009-0.00338513j 0.0061788-0.00128121j 0.00335224+0.000918177j 0.00310227+0.000488234j 0.00252133-0.000444449j 0.00217153+0.000646225j 0.000420289-0.00398866j 0.00810896+0.00207415j 0.00239127-0.000639704j 0.00405297+0.00340391j -0.00042834+0.00300878j -0.000167799-0.00553338j 0.000140436+0.00308547j 0.00173724+0.0024116j -0.00510088-0.00345201j -0.0132926+0.0010565j -0.00180067-0.00243369j 0.00176809+0.0102384j 0.00327288-0.00320584j 0.00923582+7.11375e-05j 0.00134586-0.00313004j 0.00293787+0.000674223j -0.00874647-0.0118828j 0.00591192+0.00500039j 0.00363003-0.0170349j -0.00298205+0.000662683j 0.012443-0.00316783j 0.00101408+0.00659585j 0.000700122+0.000849278j -0.000491725-0.00502537j -0.00790616+0.00141516j 0.000896035-0.00891935j -0.00603258+0.0157327j -0.00932192-0.000515048j 0.0120159+0.00861419j 0.0110138+0.0076839j -0.00568933-0.00013566j 0.00608045+0.00808204j 0.00187512+0.00397781j -0.000952213+0.00761191j -0.00356885-0.00103438j 0.00792509+0.0017202j 0.000445856-0.00224184j 0.00523338+0.00472864j 0.000907775-0.005317j -0.00715245-0.0036339j 0.000963715+0.00644713j -0.00767303-0.000778913j -0.00728502+0.00104037j 0.00519149-0.0012452j 0.00126637+0.000990959j -0.000618866-0.00777398j 0.00210734+0.0034932j 0.00852309-0.0014695j 0.00047334+0.00593626j 0.0208887-0.000532479j 0.00109017-0.00522167j -0.00319395-0.00243914j -0.00171229-0.00109106j 0.000920596+0.0068219j -0.0010294+0.00735788j -0.00939816-0.00028228j -0.00358854-0.00379886j 0.0109318-0.00103924j 0.00360333-0.00141858j -0.00317092-0.0136622j 0.000983527+0.00923348j -0.0101262-0.00568582j 0.0081167+0.000933513j 0.0024156+0.00719291j 0.00697594+0.00519739j -0.00400301+0.0121796j -0.00912803+0.00669372j 0.00391915-0.00505189j 0.0029234-0.00212125j -0.00979275-0.00315735j -0.00729763-0.00101102j -0.0017412+0.00138757j 0.00479477+0.00997243j -0.00942478+0.00490911j 0.00108778-0.00417206j 0.00427821+0.00406057j -0.00399568+0.00950798j -0.0083509+0.00314699j 0.00353251-0.0116764j 0.00547647-0.00568826j 0.00080205+0.00394553j 0.00434797+0.000102795j 
