-0.0614561+0.015979j 0.0163003-0.0345701j -0.0743835-0.0515193j -0.00770741+0.0490247j 0.0810822+0.0404414j 0.0590737-0.0233783j -0.0863325-0.161139j -0.091332-0.0450823j -0.0969216+0.0440134j -0.108789+0.0275361j -0.0429133+0.0155151j 0.0867224-0.230638j -0.0588835-0.0289608j 0.0256158+0.0524268j -0.0438444+0.0812967j -0.0113285-0.128074j -0.0747294+0.0486066j 0.149494+0.0172013j -0.125037-0.0169055j -0.087116-0.0281775j 0.0343328-0.116142j 0.0212666-0.0349451j -0.0154353-0.03361j -0.0677528-0.0508774j -0.0305057-0.0750494j 0.137794-0.0325493j 0.079677+0.0234502j 0.0673249-0.0382524j -0.00113015+0.104938j 0.0198284+0.0951107j 0.0198629+0.124053j 0.0870572+0.00394331j 0.172765+0.113479j 0.0905642-0.0660359j -0.0386836+0.0695037j -0.0473355-0.0254061j 0.0098496-0.0335195j 0.156611-0.0142107j -0.0839978+0.0297867j -0.170115-0.00333046j -0.0708374-0.130024j -0.0575344-0.0986588j -0.0892321+0.027754j 0.0282097-0.128502j -0.067625+0.0888129j 0.0324747-0.0356794j 0.0336208+0.0626774j 0.109409+0.00272627j -0.00758738-0.0912624j -0.0259869-0.117198j -0.0896766+0.0664052j 0.0441149+0.0239063j 0.0135453-0.0231541j -0.0752645+0.00419623j 0.0738056-0.0289427j 0.0242433+0.0279857j -0.00741065-0.099703j 0.0157572-0.0083022j 0.0140958+0.075285j -0.102792-0.0930767j 0.0593197+0.0801081j 0.2145-0.00287665j -0.0449217-0.0468375j 0.134136+0.128981j 0.0340824+0.0264184j 0.260592+0.0172397j 0.0225971+0.0900019j -0.0530182-0.000531062j -0.0969646-0.0835072j -0.0169747+0.0762663j 
0.000846987-0.0017323j 0.00027618+0.000289157j 0.00229062-0.00215042j 2.97512e-05-0.000454928j 0.0045191+0.000235779j -0.000901449-0.000380937j 0.000549094-0.00377476j 0.00332901-0.000294555j 0.00197519+0.00168303j 0.0023987-0.000208269j 0.00397618+0.00221587j -0.00326075-0.000609231j -0.00445942-0.00428621j 0.00469685+0.00253012j 0.010109-0.00949344j 0.00777408+0.013253j -0.00615732-0.00743891j -0.0122104+0.00210478j -0.000328783+0.00656067j -0.00543606-0.00212526j -0.0106377-0.00710679j -0.00596179-0.0150902j 0.00910396+0.00821537j 0.0109628-0.000198631j 0.00983788-0.0136818j 0.00825849-0.00231073j -0.00742008-0.00922204j 0.00683738-0.0202523j -0.00158459-0.00607908j 0.0135677+0.0145872j -0.0174566+0.005813j 0.00782568-0.00409929j -0.00426034+1.94649e-05j -0.0021304-0.00900519j 0.00919615-3.02457e-05j -0.0083023+0.0064449j 0.0087284-0.00128134j -0.00480662-0.00743409j -0.00693047-0.00211889j -0.0179944+0.000480442j 0.00939094-0.00407264j -0.00648053+0.0123523j 0.00182638-0.0194863j -0.0160836+0.0130318j 0.00802399+0.00662791j -0.00830121-0.00698321j 0.00621915+0.00248472j -0.0133278+0.00375405j -0.000136412-0.0153164j -0.0140559+0.0035651j -0.00887232-0.00440167j -0.00823909+0.00838997j 0.00938931+0.00525345j -0.00641612+0.000396513j 0.00831946-0.0050671j -0.00615937-0.00465869j 0.00263763+0.00622172j -0.000983566+0.00483203j -0.000968379-0.000642121j 0.00136189+0.00259536j 0.00383815-0.00178541j 0.00369537+0.00169259j -0.00194165+0.000169587j -0.00346947-0.00316955j -0.0034566-0.000360422j -0.00206286+0.000538221j 0.00215815-0.00216783j -7.29228e-05+0.00146798j -0.00210005-3.14225e-05j -1.36716e-05+0.00260592j 
0.000377922+0.00251336j -0.00205553-0.000709228j 0.00172644+0.00122284j 0.000644118+0.00180455j -0.00065543-0.00190818j -0.000515554-0.0015778j 0.00256034+0.00523656j -0.00141719-0.00142015j 0.00126348-0.00256812j 0.00155407+0.00348779j -0.0062788+0.000166188j 0.00552646-0.00199612j -0.00180617-0.00181484j 0.00288403+0.00195299j -0.00834244-0.00334383j -0.0104915+0.001668j -0.00224372+0.00312275j 0.01193+0.00650589j 0.0156243+0.00813048j -0.0203453-0.000956477j -0.00613356-0.000932793j 0.00851135+0.000300124j 0.0166882+0.013907j 0.00130006+0.00782433j -0.0124535+0.00599781j 0.00323185+0.00150377j -0.00324043-0.00869649j 0.00176396+0.00590704j -0.00750515-0.0043624j 0.0102987-0.00151954j 0.00398608-0.0175499j -0.00450719+0.0178278j -0.000285374+0.00330467j -0.00376712+0.00413784j -0.0302785-0.00426583j 0.0131171-0.0152839j -0.0106653-0.00842662j -0.00376866+0.000385871j -0.00643291+0.0196117j 0.00579346+0.00931124j -0.00302126-0.00790788j -0.00154246-0.0128146j -0.000795175+0.00363477j -0.000345119-0.00510765j -0.00169618-0.00132155j 0.00967239-0.00955475j 0.00268383-0.0132852j -0.0178569+0.0059045j -0.00441072+0.0097624j 0.00136239+0.00168837j -0.0095188+0.00210949j -0.00395718+0.0137329j -0.00260737+0.013165j 0.00299302-0.0045966j -0.0125311-0.00154244j -0.00758063-0.00631641j -0.00419642-0.00314237j -0.00348942-0.00170222j 0.000280802+0.00286011j 0.00304858+0.0031951j -0.00242221+0.00173849j -0.00318706-0.00430924j 0.000489259-0.00280841j 0.000527888+0.00367174j 0.000730819-0.00061729j 0.00191051-0.000739606j -0.000533093+0.00287591j -0.00318381-0.000771138j 0.0029318+0.002239j 0.00106688-0.00221757j 
-0.000828649+0.00234663j -0.00372177-0.00070037j -0.00202403-8.99179e-05j 0.000371638+0.00261876j -0.00139582-0.000679274j -0.00336784+0.00539048j 0.00270067+0.00420137j 0.00226402-0.00242527j 0.00692964-0.00535588j 0.000772134+0.00070325j 0.0013567+7.79128e-05j 0.00491052+0.000194817j -0.000334257-0.0041053j -0.00599069-0.00531274j -0.0171254+0.00490427j 0.000981632-0.000984729j 0.0039118-0.00389574j 0.00438251-0.00617033j 0.000127889+0.00685041j 0.00225125+0.0154354j -0.00118194-0.00897884j -0.00982739+0.00685191j -0.0126156-0.00230328j -0.00165912+0.00729246j -0.00540615+0.00418823j 0.0257117+0.000635062j 0.00902972-0.00293168j 0.000189209-0.00618421j -0.00802389-0.00195453j 0.00143593-0.0171451j 0.00133324+0.00809396j 0.000985642+0.0119823j -0.00753302+0.00296223j -0.00266519-0.00505773j 0.0191076-0.00682345j -0.0068687-0.00334998j -0.00269248-0.000387183j -0.0117639-0.00386901j -0.00268813+0.0143548j -0.0020758-0.00884784j -0.00355759+0.0109908j -0.00451148-0.00364555j 0.00102721-0.00603872j 0.00770403-0.00430164j 0.0232769-0.00211197j 0.00684351-0.00479319j -0.00142742-0.00648803j 0.0100692-0.00890761j 0.0101644+0.00664378j 0.00200462+0.00546896j 0.00373454-0.0162384j 0.000237953+0.00780818j -0.00391774-0.00272907j 0.00852939-0.00137504j 0.00153196+0.000689895j 0.0115226+0.00096899j 0.00658032-0.00878091j 0.00322883+0.00455692j 0.0025465+0.00101788j -0.00299554+0.000827348j 0.00030178-0.00290603j -0.00650287-0.00541093j -0.00422767-0.00107018j -0.000382778+0.00545538j 0.00155874+0.00573842j -0.00133489+0.00165765j 0.000742164+0.000296381j -2.53507e-05+0.00114388j 0.00256546-9.33167e-05j -0.00043792-0.00152698j 
-0.00191677-0.00238142j 0.00242475-0.00359834j -0.00233234+0.00548996j 0.00230391+0.00294517j -0.00190632+6.22548e-05j 0.00618455-0.00038571j 0.00300105+0.00505707j 0.00217256+0.00430602j -0.00516255-0.00636448j -0.00853808+0.00151081j -0.00383662+0.00114572j 0.00349193+0.00879691j 0.00264472-0.000173436j -0.00960602+0.00191439j -0.00469888+0.00318848j 0.00420048+0.00267181j -0.000508026+0.00189444j -0.0030562+0.0024074j 0.00867042+0.00203822j -0.0123097+0.0123407j -0.0155968+0.00439878j 0.00338515-0.00519679j 0.00777337-0.00402477j -0.00203637-0.00440313j 0.00905126-0.00394765j 0.00343825-0.000173675j -0.0204643-0.00858057j -0.00526263-0.0111904j -0.00681007-0.02207j 0.0115877-0.00924494j -0.0129906-0.000616625j -0.00537818+0.00189113j -0.00346773+0.00703603j 0.0076465+0.00808863j 0.0128185-0.00685923j -0.0109342-0.0125092j -0.00584593+0.00309052j -0.00134263+0.00248902j -0.00265433-0.00176617j -0.0109881-0.00966627j 0.00770576-0.0159442j 0.00574244-0.00218459j -0.00610062-0.0139411j -0.00379103+0.000418985j 0.0063378-0.00170632j -0.0130149-0.0165695j 0.00650079+0.00193402j -0.00482506-0.00607088j -9.31716e-05-0.00727464j -0.00294138+0.00441281j 0.00282629-0.00433317j 0.0111071+0.00268831j 0.00278031-0.000781704j 0.00482303+0.00630343j 0.00502758-0.00791164j -0.0115596-0.00386824j -0.0018018+0.00134786j -0.00544513-0.000689663j 0.0011401+0.00438068j 0.00185857+0.00152575j -0.00551792+0.00195831j -0.0042756+0.00140742j -0.000486426+0.00134403j -0.00127481-0.00473145j -0.001465+0.00117092j 0.00310271-0.00134675j -0.00247089-0.00234855j -0.000514481-0.00408611j 0.00141675+0.00405875j 0.00252523-0.000518077j 
4.04345e-06+0.00104644j -0.00211702-0.000491236j -0.000178093-0.00312292j 0.00126923-0.000953594j -0.00239186-0.00370174j -0.00493474+0.000891228j -0.000180295-0.00298423j -0.00127666-0.00137155j 0.00429025+0.00152329j 0.0111472-0.00199127j 0.00526771-0.00276535j 0.00336222-0.0043937j -0.00300027-0.00323829j 0.00658561-0.00152954j -0.00559139+9.17091e-05j -0.000744027+0.00907101j -0.0106318+0.00531704j 0.00553175-0.0037242j 0.00999536-0.00480032j -0.00666517-0.0020714j -0.00951101+0.00311274j -0.00903216-0.0115518j 0.00652026+0.0148613j 0.0104073-0.00331913j -0.0106119-0.00355973j 0.00520153-0.0043287j 0.002264-0.0169835j 0.000994572-0.00670828j 0.0023116-0.000842946j 0.014928+0.0114872j -0.0087636-0.00126311j 0.00521823+0.0127051j -0.00996663+0.0037613j -0.00279499-0.00551702j -0.0055106-0.0096724j 0.0012519-0.0037787j 0.0051786-0.013155j 0.0038811+0.00264632j -0.0109269+0.0156951j -0.00440583+0.00984682j -0.00881972+0.00580804j -0.0109998-0.000309394j -0.00397931-0.00479303j -0.00189946-0.00405317j -0.000810348-0.00272917j -0.0043723-0.00276261j -0.00231252-0.0104288j -0.00696592+0.00606421j 0.00182516+0.00577806j -0.00364318+0.000511598j -0.00288635-0.000584985j -0.00401576+0.0172382j 0.0128614+0.0071696j 0.00228342-0.00412308j -0.00359549-0.000438039j -0.00467447+0.00183199j 0.00104327-0.000242813j 0.00432417+0.00167506j -0.00174144+0.00218765j -0.00151299+0.000589902j 0.00241974-0.00412964j -0.000700782-0.000560408j -0.000211883-0.00327152j 0.00169974+0.000515066j 0.000274249+0.00140788j -0.00181564-0.00211394j 3.48661e-05+0.0022971j -0.00108787+0.00117462j -0.00126418+0.00050855j 0.000134086+0.00159241j 
0.00198034+0.00208802j -0.00281247+0.00127858j 0.00391981-0.000361796j -0.00265149-0.00090505j 0.00443345+0.00142765j -0.000182752+0.000758886j 0.00339734+0.000325528j 0.00144079-0.00112385j 0.00253451+0.00146686j -0.00137231+0.000430735j -0.00975321-0.00200758j -0.000288443-0.00575826j -0.00644784-0.00345822j 0.00273062+0.00869551j -0.00785087-0.0151734j 0.00631774+0.00142004j 0.00534791-0.0243266j -0.00609903-0.000944676j 0.000105385+0.00890405j -0.00129698-0.00516754j 0.00524248-0.0124686j 0.00236146-0.00341973j 0.00024145+0.00615473j -0.00391192+0.00892486j 0.00537103+0.0205634j 0.00929281-0.0045757j -0.00183519+0.00984909j 0.00750664+0.001025j -0.016685-0.000431539j 0.00336717-0.0194686j 0.00663439+0.0094018j -0.00682118-0.0264396j 0.0215335-0.00678792j -0.011478-0.0263127j -0.0181074+0.00249628j 0.00444569-0.00774501j -0.00990962+0.0117132j -0.0262018-0.0138279j 0.00145064-0.00562036j 0.00166202-0.00628307j -0.00903238-0.00959523j 0.00474206-0.00687237j 0.00925502-0.00791651j -0.00602709+0.00572064j 0.00809779+0.00865005j 0.00751918-0.00498432j -0.0028934-0.0035659j -0.00495362+0.00566302j 0.000891878-0.00633751j 0.00598165+0.00536321j -0.00977516+0.00223675j 0.00935173+8.20831e-05j 0.000888478+0.00270281j -0.00508175-0.000809234j 0.000633859+0.00155686j -0.0047108-0.00572367j 0.00114162-0.000305717j 0.000828654+0.000537643j -0.00192347-0.00232366j -0.00109153+0.00556516j 0.000369479-0.00263436j 0.00387982-0.00318955j -0.0034219-0.00145691j -0.00177027+0.00394961j 0.00208175-0.00165055j 4.0377e-05-0.0010966j 0.00557503-0.000465101j 0.000350825+0.00340398j 0.00329345-0.00118654j -0.00184433-0.00204173j 
-0.00274329+0.00108337j -0.000795438-0.00380245j 0.00177181+0.00260903j 0.00589152+0.00493273j -0.00089837-9.51433e-05j 0.00524484-0.00693253j 0.00479058+0.00289504j 0.00623736+0.00429911j -0.00518531+0.00244423j -0.00224569+0.0042048j -0.000129936+0.0099438j 0.00363422-0.00119162j 0.0131357-0.00535895j -0.0018522+0.0209654j 0.000171733+0.0108376j -0.00574526+0.00497878j 0.0176325+0.0035633j 0.00976482+0.00400584j -0.00108129-0.00110209j 0.000773629+0.0132114j -0.00719172+0.00889106j 0.00808254+0.00385265j -0.0081316+0.00578414j -0.0028832+0.0065935j 0.000366219-0.00967976j 0.00267858+0.00131367j -0.0126751+0.00406079j -0.00501099+0.00018425j -0.0133433-0.0161214j -0.0094071-0.01128j -0.00292216-0.00770786j -0.00119603+0.00869233j 0.00503248+0.00955532j 0.00221587+0.00601589j 0.000165791-0.00341953j 0.00477726-0.0146221j -0.012468+0.0127655j -0.0102634+0.00787999j -0.00577885+0.00458966j -0.00636886-0.000878503j 0.00449859-0.00840723j -0.000629915+0.00709547j -0.000966636+0.00160634j -0.00462461-0.00186193j -0.00334277-0.00374047j -0.000310405-0.00758116j 0.00762095-0.0017576j -0.00622197-0.00488154j -0.00732271-0.000859078j 0.000972166+0.00335516j 0.00141674-0.00659709j 0.00640264-0.0108217j -0.00527429+0.00550541j 0.00436121-0.00081024j 0.00189908-0.000588765j -0.000411175-0.00155661j -0.000509573+0.00432706j -0.00584641+6.80362e-05j 0.00735469+0.000296672j 0.00333472-0.00547814j -0.00506221+0.0081201j -0.00309217+0.000959351j -0.000463658+0.000112887j 0.000175852+0.00135031j 0.00182798-0.000859347j 0.0063688-0.00462153j -0.00476872+0.00160913j -0.00317468-0.0040927j 0.00280689+0.00336787j 0.00368884-0.00170117j 
-0.000171607+0.00162535j -0.00156881-0.000608687j 0.00347397+0.00167654j 0.00172326+0.00207191j 0.00277414+0.00335903j 0.00469816-0.00478214j 0.00692711+0.000498474j 0.00330533-0.000708468j -0.00556169-0.00939162j -0.00212483+0.0119625j -0.00187619+0.000930173j 0.00195051+0.00316133j -0.00803243-0.00153088j -0.0150226-0.00638475j 0.00628866+0.00324174j -0.0033238-0.003543j -0.0142593-0.00292858j 0.00534851-0.00516819j 0.0171546-0.00134637j 0.024294+0.00192738j 0.00245811-0.0117612j 0.000193432+0.00224301j 0.0241271-0.0134002j -0.00200914+0.0109191j -0.00109902+0.00899571j 0.00118947+0.00146597j -0.00139157-0.00230843j 0.00372329+0.00979439j 0.00895257+0.00886494j 0.0105316-0.0157837j 0.00951261+0.00177903j 0.00407646+0.0118678j -0.00149183-0.00164866j -0.00155044+0.0132887j 0.0128134-0.0072171j -0.0195881+0.0250249j 0.0163858-0.0201254j 0.00969394-0.00761712j -0.00160229+0.00222535j 0.0140068+0.00912202j 0.00204505+6.7781e-05j 0.00254216-0.00327433j -6.17882e-05-0.00780196j 0.00486322-0.00432361j 0.00309463+0.00226603j -0.00170388-0.00317142j 0.0030707+0.000959598j -0.00343325+0.000971198j 0.00141559-0.00493241j 0.00233155+0.000337888j -0.0034974+0.0037078j 0.00327344-0.00161053j -0.00726772-0.000262101j 0.00424973+0.00203713j 0.00165154+0.00617373j -0.00714635-0.0101871j -0.0012185-0.00126741j -0.00406413-0.000526625j 0.00182106-0.0047834j -0.00206402+0.00179688j -0.00248065+0.00453378j -0.00183776+0.000170776j -0.00124347-0.00037853j -0.00247213+0.00103661j 0.00246252-0.000371782j 0.00624774-0.00218201j 0.00157359-0.00163877j 0.000355697+0.00101409j 0.00404852+0.00042384j 0.000649506-0.00274312j 
0.000390585-0.00123627j 0.00276337+0.00196316j -0.0047208+0.00125101j -0.0035776+0.00175644j 0.00283615-0.0028813j 0.000604023+0.00300144j -0.00720373-0.0040212j -0.00802242-0.00238128j -0.00632006+0.000667768j -0.0106913+0.00631876j -0.0122694-0.000501356j 0.00113561+0.00819614j -0.0169508+0.00128117j -0.00607923-0.00479656j -0.000108431-0.00606219j -0.0016432-0.00972142j -0.000279216-0.00587548j -0.00428069+0.00851516j 0.00162669+0.0048207j -0.0126957-1.12039e-05j 0.0036939-0.0121555j 0.00997316+0.00144858j 0.0128744-0.0129743j -0.00877703-0.00211861j 0.00931124+0.00244431j -0.00146988+0.00197231j -0.00701184+0.00590923j -0.0033624+0.00434384j -0.000196123-6.15843e-05j 0.00291892-0.000675216j 0.00561885-0.00215917j -0.00851262-0.011179j 0.0019686-0.00886562j 0.00308365+0.00182435j -0.00134978+0.00747707j -0.0102837-0.00575734j -0.00489086-0.000656481j 0.00632117-0.00160378j 0.0161909-0.00898737j -0.00169553-0.00885937j 0.00248893-0.0112965j 0.00633059-0.0149484j -0.00888773-0.00223738j 0.00150514+0.00153592j 0.00505097-0.00268138j -0.00836474-0.00853861j -0.00154834+0.00214772j -0.00105936-0.00840071j -0.00352398+0.00206169j 0.00405555-0.00442519j -0.00568514-0.00307818j 0.00428363-0.00388636j -0.00803774-0.00348631j 0.000828056+0.00268946j -0.00706009-0.00642271j -0.00301106+0.00331657j -0.00334415-0.00661878j 0.00232938-0.00110564j -0.00262991-0.000970484j 0.00179686+0.00231691j 0.00259298+0.000495374j 0.00691634-0.0021029j -0.000107122+0.00383443j -0.00178317+0.00553111j -0.00177069+0.00123783j 0.00126317+0.00601792j 0.000919069+0.0008502j -0.00060585+0.00154795j -0.00291634-0.00261078j -0.00218911+0.00142394j 
-0.000238024-0.00217295j 0.00362232-0.00017224j -0.00402531+0.0017899j -0.00128199-0.000793998j -0.00271732+0.000799424j -5.93847e-05+0.00163171j -0.00525349-0.000907381j -0.000237008-0.000743569j 0.000756953-0.0020894j -0.00423021-0.00344566j 0.000214326-0.00862012j -0.00450171+0.0059098j -0.00188402-0.00649815j 0.00658066-0.0102035j 0.00327432+0.000247362j 0.00133552-0.00156316j 0.00759897+0.00248976j 0.00144163-0.00506044j -0.00252293+0.000596984j -0.0184241-0.00220094j 0.00429502+0.00484226j 0.0111463+0.0103859j -0.00141928-0.00949747j 0.00114092-0.011377j -0.00394025-0.00815489j 0.00231171+0.00691202j -0.00227006+0.00663456j -0.00600529+0.000385956j 0.000821865-0.0116417j -0.00276393+0.0143981j -0.0083585+9.41594e-05j 0.000316842+0.00665303j -0.0111288-0.000871517j 0.00382724+0.00386266j -0.000957728+0.00378799j 0.00255546+8.40731e-05j -0.00100275-0.00444462j 0.0115171+4.64181e-05j 0.0103573-0.00144383j -0.0094354-0.00426306j 0.00354919-0.0012271j 0.00536851-0.00237333j -0.00428619+0.0106556j -0.000903461+0.00187403j 0.00112674-0.00343963j -0.00343998+0.000626704j 0.00178703-0.00301181j 0.000458489-0.00362374j 0.000643797+0.00320208j -0.00173629-0.0010408j 0.00201183-0.00334783j -0.00262584+0.00373333j 0.000936293-0.00183234j 0.00131051+0.000316493j -0.00455196-0.00283316j 0.00325107+0.00331023j -0.00375582-0.00441043j -0.00123239-0.000286489j 0.000363954+0.00278013j 0.000736045-0.00151151j 0.00226059-0.000885228j 0.00151198+0.000980782j 0.00191816+0.00121136j 0.000344358-0.00320297j -0.00133242+0.00184725j -0.000672484+0.00186384j -0.00116669-0.000552694j 0.00153361-0.00168914j -0.00294816-0.000638512j -0.00101679+0.00116916j 
-0.000967975-0.00163701j 0.00194753-0.00232397j -0.00201796+0.00203245j 0.00415549+0.000436754j -0.00336402+0.00281725j 0.00296274-0.00915124j 0.00408474+0.00090613j 0.00745793+0.000204178j 0.00103905-0.00890018j -0.00930441-0.00271372j 0.00292437-0.00940236j -0.0117342+0.00322721j 0.00394885-0.0188433j 0.0146208-0.00797116j -1.58457e-05+0.00450376j 0.00569669+0.00377041j 0.00801672-0.011421j 0.00865175-0.0217049j 0.00341184+0.00500951j -0.00975429-0.00497214j 0.00648768-0.00182116j 0.0211822+0.018305j -0.00277021-0.0116587j 0.0119401-0.00407105j -0.00875868-0.00114651j 0.0134297+0.00872334j -0.00074218+0.0139427j 0.00112644+0.00134749j -0.00877507-0.0175904j -0.0115759-0.000372182j -0.00467583+0.00206946j -0.00711007+0.0134657j -0.0125053-0.00821663j -0.0165485-0.00364583j -0.000937979-0.00127302j 0.00539705+0.0123571j 0.0119262-0.00484607j -0.00630259-0.000133359j -0.000181824+0.000962791j -0.0108248-0.00144011j -0.00622279+0.000919918j 0.00592745+0.000429223j 0.00657483+0.0110964j -0.00384025+0.00358763j 0.00572006-0.00363321j 0.00248109-0.00327807j 0.0063826-0.00760187j -0.00057446+0.00224201j 0.00377316-0.00223556j 0.00650415+0.00674494j 0.00181055-0.00308381j 0.00479241-0.00356235j 0.00777067+0.000746317j -0.00116468+0.00150119j 0.00436711+0.00567313j -0.00300981-0.00588934j -0.00345783-0.00259342j -0.00511085-0.00202822j 0.000775846+0.000885273j -4.07754e-05-0.00477938j -0.00329878+0.00202114j -0.00367826+0.00511081j 2.90066e-05+0.00349231j 0.000263051-0.004526j 0.00259119+0.00341452j 0.00470956-0.00280317j -0.00127613-0.00295321j 0.00308636-0.0026529j 0.000163323+0.00205446j 0.00151874-0.000510412j 
-0.00103514-0.00105067j -0.000563576-0.00131168j -0.00292574-0.00145187j 0.00369319-0.0011923j -0.00184936-0.00571332j -0.0090655+0.00311087j 0.0021394-0.00227332j 0.00222208-0.0033149j -0.00344224+0.00506855j 0.0109074+0.00102147j 0.00859667+0.00635179j -0.00220579-0.00209915j -0.000359393-0.00480098j 0.00247379+0.00978999j 0.00326472+0.0080043j 0.00107133+0.00474444j 0.00246115+0.000244991j 0.00309775+0.00492906j -0.00270325-0.00232781j 0.015953+0.000898996j -0.00176094+0.00184611j -0.00984614-0.00867958j -0.00104725+0.0138096j -0.000171138+0.00619652j -0.00418776-0.000236462j -0.00198084-0.00409759j -0.0037177-0.00991704j -0.000183015-0.00232791j -0.00073439+0.000511246j -0.000992092-0.00685632j -0.0029197-0.00304649j 0.0101681-0.00101207j -0.00167177+0.00789791j 0.00251974+0.00308287j 0.00721828-0.00304078j -0.00174702-0.0091853j -0.0017935+0.00419842j -0.00367241+0.00488965j -0.00903169+0.00137759j 0.00376059+0.00231163j 0.00339601+0.00411488j -0.00109639+0.0112467j -0.00279961-0.00655659j 0.000769248-0.00303335j -0.00236163+0.00387792j 8.92674e-05-0.00290496j 0.00565833-0.00187419j 0.00288151+0.000139096j 0.000730882-0.000964333j 0.00184054+0.00435857j 0.00229035-1.9114e-06j -0.00308694-0.00533054j 0.00119914+0.00268969j 0.000291889-0.00113693j 0.00352618-0.000266042j 0.00216414-0.00129972j 0.00431984+0.000781332j 0.000237191+0.00345287j 0.00201901+0.00326324j -0.0008312-0.000593036j 0.000586574-0.000160543j -0.00180185-0.00191386j -0.0022555-0.0026637j 0.00250355-0.00236085j -0.00227436-0.00101986j 0.000126563-0.00289634j -0.000593831+0.00262428j -0.00144691-0.000289426j 0.000759776+0.00104j 0.00156021+0.000183072j 
-0.00123251-0.000922855j 0.000580872-0.00147764j -0.00495051+0.000250055j 0.00657174+0.00218046j -0.000681975-0.00358789j -0.0049454-0.00583298j -0.000836619-0.00417443j 0.00377083-0.00433894j -0.00652596-0.00381229j -0.000256816+0.00341751j 6.64246e-05+5.29297e-06j -0.00694085+0.0064285j -0.00760582-0.012893j 0.00163039-0.000816878j 0.0019058+0.00144561j -0.00202472+0.00247534j 0.00337963-0.0064933j 0.00376327-0.00700225j 0.00478721+0.00145156j 0.00695716-0.00869503j 0.00317074-0.0133042j 0.00901176+0.00631202j 0.00798456-0.00893472j 0.00495579+0.00532627j -0.00549672+0.00392234j 0.00513005+0.00390563j -0.00710857+0.000440401j 0.00254789+0.00374235j 0.00189392-0.0112254j -0.0020697-0.0117113j 0.00353194-0.00477045j 0.00485339+0.00224985j -0.0120807-0.00390252j -0.00872839-0.000290761j 0.00187683-0.00312702j -0.000378917+0.0104427j 0.00512361-0.0111749j -0.00307356-0.00563553j 0.000278864-0.00360383j 0.00311767-0.00217199j -0.00123188+0.000828272j 0.00157807-0.00137836j -0.00273644+0.00159618j -0.00087556-0.00142421j 0.00204049-0.000331059j -0.00416886-0.003882j 0.00567866-0.00508167j -0.00095116+0.000820731j 0.000197927-6.53099e-05j 0.0075638+0.00359639j 0.00125663-0.00176145j 0.00187487-0.00699362j 0.00200783+0.0021138j 0.00129069+0.00131334j 0.00330607+0.00441472j -0.0034272-0.00509793j 0.000371687-0.00137722j 0.000297992-0.000449432j -0.00150588+0.000725987j 0.000116466-0.00343581j -0.00341812+0.000512662j -0.00178905+0.000983021j -0.00197745+0.00234414j -0.000407478-0.000198133j 0.000272612+0.00371987j 0.00360331-0.0022306j -0.000781715-0.000752965j 0.00122859-0.00012232j -0.000914445+0.00187148j 0.0024307+0.000389614j 
0.000714688+0.00267238j -0.001591+0.000849293j 0.0052241+0.000529557j -0.0122332-0.00194502j -0.00165095+0.0143809j 0.0166774+0.000745843j 0.0102259+0.00679126j -0.0116717+0.0113706j 0.00786953-0.00102734j -0.0108367-0.00323978j -0.000282869-0.00794711j 0.0128406-0.0139717j 0.009599+0.0165526j -0.00493654+0.00133474j 0.000551971+0.00642731j 0.0107246+0.000558805j -0.00880933+0.000464968j 0.00447982-0.0134776j -0.00326534-0.00772398j -0.00942283+0.0071654j -0.000149805+0.0160168j 0.00292726-0.000974717j -0.014785-0.00429635j 0.00101573-0.00723434j 0.00599074-0.00287477j -0.000817073+0.000614248j 0.0105919+0.00566657j 0.00178744-0.00816062j 0.000943723+0.0104805j 0.000195788+0.0110418j 1.78048e-05+0.0116417j -0.0149461+0.00738987j 0.0198055-0.00364519j 0.00839225-0.0012044j 0.00199854-0.00692714j 0.00848514+0.0105614j -0.00123548-0.000709203j 0.00155838+0.00613219j -0.00257233+0.015933j -0.00316344+0.00212799j -0.0084584-0.00512407j 0.00337592+0.00338837j 0.011128-0.00125192j -0.00385954-0.0047842j 0.0005194-0.00368735j 0.0105293+0.00026567j -0.006838+0.00576431j 0.00599378-0.00118289j 0.00311147-0.00749972j -0.0041945-0.00383646j -0.000886286+0.00392387j 0.00802874+0.00909339j 0.000886327-0.00756114j -0.00427384+0.00109016j 0.0013377-0.00125777j -0.00500217+0.00213515j -0.00403978-0.00283962j -0.00363803-0.00428663j 0.00186451-0.00591145j -0.000822514+0.000976689j 0.00201479+0.00284128j 0.00441432+0.00513693j 0.00109311+0.00129831j -0.000913418+0.00187432j 0.00388221-0.00499241j 0.00110165+0.00302523j 0.00129728+0.00148569j -0.00156578-0.000431723j 0.00222203-0.00318805j -0.00446698-0.00114835j 
