0.0057184+0.00211609j 0.00179714-0.00157879j 0.000893858+0.00224454j -0.0114205-4.62418e-05j 0.00320198+0.00395386j 0.0012985+0.00353294j -0.00250957+0.00476837j 0.0019657+0.000288075j 0.000999752-0.00249588j 0.00103472-0.00219607j 0.00148674-0.00282753j -0.0015876-0.00331992j 0.00642281+0.00597935j 0.0160008+0.00459429j -0.00697678-0.0005768j 0.047596-0.0094058j 0.0255041+0.023824j 0.0198517+0.00363676j -0.00879024+0.0149607j -0.0030282+0.0088438j -0.00469306+0.00985681j -0.00876683+0.00553533j 0.0075762-0.00397384j -0.0035089+0.00106119j 0.00721851+0.00307361j -0.00311399+0.00790259j -0.00389187+0.00880542j -0.00280867-0.0025101j 0.00199811-0.00560146j -0.00920972+0.00438879j 0.00243588-0.0106739j -0.00237789-0.00168158j -0.00627793-0.00704681j -0.00229192+0.00603446j 0.016205+0.0183306j 0.0179276-0.00272293j 0.00307876+0.0063696j -0.00974496+0.00306462j 0.00303916+0.0264495j -0.0118429-0.00657397j -0.00127699+0.0259993j 0.00782969+0.0196976j -0.0133409+0.0178139j 0.00939404+0.00669554j 0.00322236+0.0141185j 0.00383673-0.00569996j 0.00704734-0.0197099j -0.00870864-0.00893842j -0.00158568-0.00439331j -0.0023355-0.00472746j -0.00134358-0.00554903j -0.00174859-0.000137378j -0.00233753-0.00424103j 0.000258906-0.0102042j -0.00830917-0.000690566j -0.00572162-0.00327448j 0.00142755-0.00415692j 0.000559646-0.0090617j -0.00232127-0.00114246j -0.00265067-0.00723771j -0.00498008+0.00239706j -0.00894193-0.00242294j 0.00288899+0.0039678j -0.00205282+0.0125232j -0.00179193-0.00441238j -0.000637634+0.00679232j -0.000858604+0.00684546j -0.00827324-0.00287061j 0.00545024+0.00595132j 0.00237097+0.00237871j 0.00516093-8.31691e-05j -0.00662853+0.00740048j 0.00164835-0.00675827j -0.00307055-0.000245941j 0.00619601+0.00657017j 0.000519194-0.00958261j -0.00871042-0.0100074j -0.00709489+0.00109928j -0.00390691-9.10797e-05j -0.0076544+0.00676284j -0.00140415+0.00986869j -0.0127432+0.0110016j 0.00067495+0.00921178j 0.0133549-0.000138182j -0.00695126-0.0140904j -0.0149654-0.000512603j 0.0057977-0.0327767j -0.0133975-0.00664071j -0.0133519+0.00890467j -0.012309+0.0221893j 0.0247921+0.0181449j -0.0162616-0.273437j -0.146903-0.0736735j 0.00864201+0.0287283j -0.0405297-0.0345847j 0.06633+0.0431052j -0.630674+0.0233202j 
-0.0451101-0.00274343j 0.016495-0.0176376j -0.0147276-0.0019959j -0.0101623+0.00834608j -0.019124+0.00198092j -0.0424406-0.00829423j 0.0014413+0.00486842j -0.0215847-0.0104281j 0.000337493+0.0009499j -0.0206927-0.004373j -0.00638642-0.0229764j -0.0275219-0.0169458j -0.0332375-0.00964983j -0.0280423+0.00669144j -0.0399241+0.00773568j 0.00409293-0.0276327j 0.00125638+0.00903913j 0.00114272-0.00241333j 0.0280643+0.00559147j 0.0277006+0.0015316j 0.00261752-0.000573457j 0.0047396+0.00319671j 0.00832707+0.00150384j -0.00206488+0.00150137j 0.0186947+0.00118106j 0.0126376+0.00196625j 0.0068299+0.0027101j -0.00403511+0.00218614j -0.012737+0.000174831j 0.0106437+0.00211375j 0.00544573+0.00448011j -0.00717651-0.0012972j -0.017391-0.00662745j 0.00237156-0.000370959j 0.00190011+0.00454258j 0.0102197+0.013727j 0.0164173-0.0201764j -0.00580657-0.0166903j -0.0134214+0.00247843j -0.00836523-0.0429063j 0.0120519-0.00879461j 0.00487848+0.0119071j -0.0135667-0.0124657j 0.00749497+0.0188559j 0.00408142+0.0048504j -0.00715114+0.0465532j 0.00206852+0.000862712j 0.00831065-0.0159706j -0.011405+0.00220967j -4.81125e-05-0.0129502j -0.00499943+0.01022j -0.000582629-0.0295218j 0.00204129+0.0250157j 0.000487016+0.0167439j 0.000222978-0.00184799j 0.000226907-0.023401j 0.000129839-0.00929373j -0.00783094+0.0271833j 0.00448023-0.000334666j -0.0201942-0.00708049j 0.000698374-0.0112522j 0.00252876-0.0312789j 0.0059097+0.00464279j -0.00643016-0.00581078j -0.0109684-0.00656595j 0.00133887+0.00222577j 0.00243893-0.00478298j -0.000488831+0.0116816j 0.0080058+0.0160921j 0.0122511-0.0104717j 0.000364217+0.00850497j 0.00197374+0.0363456j -0.0061715+0.058456j -0.0051872-0.0325184j 0.00599959-0.0411346j 0.0131999+0.0580289j -0.0128038+0.0598709j 0.00936595-0.106033j 0.0119879-0.0481867j -0.0300812+0.0265185j -0.00607584-0.00388873j 0.0112332-0.0470106j 0.0129869+0.0337285j 0.0477434-0.0259191j -0.023866-0.0708817j 0.0376221-0.0146509j 0.00352831+0.0048662j -0.00177559+0.0138829j 0.0155954-0.0295944j -0.0337268-0.0343336j -0.031491-0.0113059j 0.00628114-0.0112211j -0.000893186+0.00922627j -0.0101331-0.00619023j -0.0260362-0.01293j -0.00704252+0.0101136j 0.0193893+0.00411616j 
0.0170211+0.0171009j -0.0381995-0.000164022j -0.00752164+0.00326043j -0.00628047-0.00144877j 0.00824682+0.00262848j -0.0033194-0.0102674j 0.0285515+0.00359394j 0.013431+0.000642462j 0.0355517+0.00304154j -0.0228008-0.00440881j -0.016155-0.000889783j 0.00245006+0.0113174j 0.001245+0.00424605j 0.000310946+0.00241444j 0.0180555-0.00857515j 0.0144931+0.00215167j 0.00367016+0.0143046j 0.00531028+0.00133781j -0.00467167+0.00049752j 0.00548113-0.00308565j -0.00360365-0.000421211j -0.010347+0.00222879j 0.00300702-0.000573456j -0.00345138+0.000950774j 0.011163-0.00087998j -0.00870859-0.00147041j -0.000528482+0.000988795j 9.44311e-05-0.000972928j 0.00839119-0.000737365j -0.00134023-6.71799e-05j 0.00661252+0.00255048j 0.00568989-5.86465e-05j 0.00445523+0.0029652j 0.00412693+0.000659006j -0.000308206-0.00790515j 0.00194986-0.00814206j -0.00175547+0.0167295j 0.00989689-0.00626813j 0.00545478-0.0150372j 0.01054+0.00968129j -0.00435637+0.0380621j 0.0020075+0.0021937j 0.00382616+0.0090899j -0.00103381-0.00948064j -0.0076736-0.00703066j -0.00251828-0.0034533j -0.00805377-0.00864591j -0.0117401+0.00917681j -0.00221749-0.00155966j 0.000657697-0.00436901j 0.0125026+0.00266773j 0.00318463-0.00434219j -0.000417946+0.0208485j 0.00692024-0.0215133j 0.00452536-0.00853092j 0.00661877+0.012769j -0.00247263-0.00677357j 0.00162603-0.018961j 0.00739859+0.0219431j 0.00503309+0.0034203j 0.00341239-0.000923148j 0.00056814+0.0140861j -0.00718487+0.00958869j 0.0142767+0.0147862j -0.00590115+0.0271645j -0.0052001+0.0333239j -0.00889277-0.000601958j -0.00335685-0.0277237j -0.00317574-0.0255544j -0.00562633+0.0202838j 0.00340606+0.0159513j -0.00431564+0.028702j -0.00382582-0.0176501j 0.0225385-0.0010251j -0.000953211+0.00589929j -0.00310748-0.019286j 0.00807899-0.00106214j -0.0173218+0.0243847j 0.00219582+0.0339193j 0.0207709-0.019678j -0.0174459-0.00125672j -0.00149457+0.024945j -0.017727+0.00578456j -0.0265006-0.0131218j 0.00631659-0.00507483j -0.014956-0.0183177j -8.6245e-05-0.00556828j 0.0056354-0.0112538j 0.0352683+0.001228j -0.00300449-2.13628e-05j -0.0236267+0.00176386j -0.00453434-0.0044103j -0.00905766-0.00358208j -0.0139787+0.00798281j 0.00942658+0.00277666j -0.0159115-0.000294195j -0.0138124+0.00480372j 
0.0272267-0.00472574j 0.0213225+0.0116787j -0.0102289-0.00214379j -0.0119613-0.00618715j 0.0117074+0.00134991j -0.00324238-0.00305378j -0.00768871+0.00153709j 0.0242713+0.00891476j 0.0110355-0.00171681j -0.026113-0.0205542j -0.000209879+0.00662943j -0.026003-0.00830704j -0.0280957-0.029927j 0.0188155-0.00236297j -0.00167701+0.00550451j 0.00490906+0.00724388j -0.00192816-0.0123752j -0.00939983-0.0011216j 0.00468325-0.00150613j 0.000995764-0.000227018j 0.00431938+0.00133466j 0.00579916-0.00172499j -0.00977393-0.00344593j 0.00333935-0.000397717j -0.00768611-0.000667302j -0.00807793-0.000217175j 0.00418076-0.000536279j -0.00160249-0.00202011j 0.00804512-5.95891e-05j 0.0109065+0.00426356j -0.00102002-0.00137883j 0.00197601-8.64815e-05j -0.00900809+0.000941689j 0.0011257+0.00478286j 0.00555334+0.00720504j -0.000704073+0.00299716j -0.00909864+0.00583494j -0.00279481+0.0141723j -0.0034448+0.00473413j -0.00390139+0.0267054j -0.00618646-0.0148184j 0.00712764-0.0122078j -0.011454-3.59557e-05j 0.00881183-0.0139374j -0.00431752-0.00687081j 0.0031438-0.0120002j 0.0136058+0.00161113j 0.00424796+0.0125661j 0.00710914-0.014975j 0.0122431-0.0063989j -0.00951873+0.00369513j -0.00159778+0.00946747j 0.00587819-0.00180198j -0.0129861+0.0272048j -0.00939223-0.0289946j -0.00760154-0.0212441j -0.00828152-0.00740835j -0.00173239+0.016012j -0.0182217-0.0283144j 0.0100469+0.00210801j -0.00234752+0.0244879j -0.0134144-0.00938121j 0.000726723+0.0132753j 0.0146252-0.0203233j -0.00239307+0.0167262j 0.0081697-0.00702668j 0.00607472-0.0218656j -0.0153208+0.00207641j 0.0116943-0.0130559j 0.0123271-0.0140978j 0.0117926-0.0401922j 0.000179664-0.0639936j 0.00756588-0.0107133j -0.0232827-0.00671462j -0.0153124+0.108905j 0.00693273+0.0497713j -0.0235565-0.00191965j 0.0147274+0.0289433j 0.0195807-0.0198127j 0.0141747+0.0089763j 0.0461896+0.0301907j -0.0339514-0.00408055j -0.0088948-0.0134541j 0.014123-0.0324888j 0.00494954-0.0185901j -0.0253301-0.00341223j -0.0383843+0.0109568j -0.0107948-0.00529806j -0.0410345-0.000426285j 0.0040686-0.00604381j -0.0134272-0.00908378j 0.00445455+0.00269968j -8.16146e-05+0.00470509j -0.00406894-0.0128398j -0.00272336+0.00499733j 0.0102341-0.000256537j 0.00363781-0.00490733j 
-0.0498289-0.0205074j 0.0153945-0.00961934j -0.00330838+0.00831216j 0.0376569+0.0158481j 9.47879e-05-0.00573366j 0.0258437+0.00259173j 0.0253701+0.0129733j 0.0386235+0.0049262j 0.000478924-0.00687335j 0.00570163+0.00479824j -0.00716595-0.00715182j 0.0134626-0.00132545j 0.00796894-0.00750208j 0.012256+0.00417123j -0.0136852+0.0157971j -0.00169776-0.0138102j 0.0164944-0.0193254j 0.0179459-0.010615j -0.0178939-0.0069988j -0.0227495-0.00711556j 0.00199154-0.00365493j -0.0095832-0.000533827j 0.000406593-0.00389885j 0.00570255-0.000389037j -0.0365757-0.00857281j 0.00501386-0.001716j -0.0100911-0.00597862j 0.0169034+0.00268674j 0.00384837+0.00140069j -0.00384211-0.00432467j -0.0135931-0.00437604j -0.00561917-0.00189812j -0.00899706-0.00609556j 0.00544951-0.00440984j -0.0115508-0.00141247j -0.00860243+0.00435081j -0.00429729-0.0175121j 0.00112793-0.0043657j 0.00504253+0.00990496j -0.000349119-0.0223456j 0.0190437-0.0344272j 0.00265415+0.00200277j 0.0050149-0.0117849j -0.00493193+0.0396223j -0.00982647+0.0188945j 0.00612943-0.0419121j 0.0108461-0.000993781j 0.0106575+0.00915608j 0.00690699-0.00721385j -0.0129992+0.00320946j -0.0074372-0.00900442j 0.00495904-0.0301548j -0.00220987+0.00809025j -0.0144468-0.0143404j -0.00557928-0.00652125j -0.00599542+0.00829644j 0.028007+0.00462512j 0.00675455-0.0180174j -0.0126881+0.00663602j -0.0123591-0.00883545j -0.0130839-0.0230086j -0.00254636-0.00151361j -0.000234595-0.00718026j -0.0113284-0.0110781j 0.000436576+0.00632828j -0.00305232-0.000964459j -0.00388443+0.0151318j -0.00348296+0.0333601j 0.00708213-0.0462926j 0.000561132-0.0250712j -0.00643323+0.0258991j 0.0218919-0.116503j -0.0238296+0.0280098j -0.0141433+0.0720587j 0.0104848-0.0223002j -0.0252594-0.0166874j -0.00350394-0.0584034j -0.024012-0.0107721j -0.0318703+0.00673053j -0.032095+0.0212585j 0.027644+0.000468275j -0.0106251-0.0702559j 0.0108097+0.0732211j 0.00164406-0.0306979j 0.00976966+0.0354118j 0.00256508+0.0586709j 0.0376654-0.0271178j 0.0403787-0.00602313j 0.0389891+0.00953491j -0.0425801-0.0207126j 0.0374086+0.0276085j -0.00642852-0.00498692j 0.00492225+0.0116349j 0.0327613+0.0029281j 0.0173644+0.0123571j -0.0111368+0.00468595j 0.0110222-0.0039714j 
8.7833e-05-0.0122707j 0.0341786+0.0003792j 0.0126898+0.00848487j -0.000380114-0.000301874j -0.0115411-0.0031759j -0.00943804-0.00932237j -0.0301477+0.00184116j -0.0178216-0.00860632j 0.000624622+0.00124776j -0.00141156-0.0123497j -0.0201644-0.00121216j -0.0106118+0.00108729j 0.00921925+0.0086733j -0.00252171+0.000189395j -0.00953268+0.00217456j -0.0177412-0.0156884j 0.0117211-0.00614721j -0.00732749-0.00546948j 0.0109947+0.00407382j 0.00578972+0.0033564j 0.0210761+0.00310677j -0.00015249+0.00189595j -0.00637584-0.000859305j -0.00117266-0.000758068j 0.0061436+0.00445906j 0.00792793+0.00260431j 0.0244671+0.0038571j -0.00177484-0.000847764j -0.00667167-0.000797277j 0.0122692+0.000777959j -0.00755711-0.00349707j 0.00251067-0.00177091j -0.0053495-0.00453232j -0.00860409-0.000454642j -0.0029731+0.00442851j 0.0036845+0.00972541j -0.000467118-0.00842447j -0.00635498+0.00907565j 0.00451775+0.000244548j -0.00475685+0.00378235j -0.000598264-0.035012j 0.0116966-0.00579586j 0.00109564-0.0116578j 0.00221693+0.00503449j 0.00199265-0.00139529j -0.00708222-0.00300994j -0.00436707+0.00667349j -0.023576-0.00263803j -0.0105047+0.00453315j -0.0232277-0.0118866j 0.0088189+0.00178783j -0.00930507+0.0391016j 0.00234087-0.0162967j 0.000398533-0.00106141j 0.0122804+0.00157516j 0.00750503+0.00307367j -0.0130387-0.00866463j 0.0040723-0.000961875j -0.00719081+0.0235963j 0.0257489-0.0103604j 0.0130154-0.0198401j 0.00264226-0.00077147j -0.0155353-0.0214047j 0.0102592+0.0223124j 0.00756916+0.056988j -0.00235391+0.0264357j -0.0132924+0.0374205j 0.0213366-0.00926712j -0.0316994+0.0205758j -0.0134758-0.0169708j -0.013444+0.0601465j -0.00585798+0.0122871j -0.024828+0.0424651j 0.0072119-0.0703228j -0.0154998+0.0625814j 0.00674981-0.0144306j 0.0139617+0.031676j -0.0212203-0.0421623j 0.0662944-0.0282394j 0.0271216-0.0171417j -0.00144247-0.0375169j 0.0150039-0.0494776j -0.0561402-0.0419912j -0.00358429-0.047025j 0.00121985-0.0438739j 0.00531677+0.0154124j -0.000520656+0.0122614j -0.012412+0.00315387j -0.0184343-0.0445236j -0.0858811-0.0096958j -0.0160551-0.00269138j -0.00781059-0.00768727j 0.00296859+0.00395748j 0.012378-0.00953801j -0.0210811-0.0138575j -0.0139145+0.00558356j 0.00679412+0.0030138j 
-0.0155666+0.00458859j -0.0252158-0.00291992j 0.0150865+0.00304118j 0.0259595-0.00128997j -0.0030104+0.00452707j -0.00405366+0.0142518j -0.00507151+0.0092627j 0.0186963+0.008487j -0.020376+0.0110764j -0.0169308-0.00409782j 0.0208031+0.0170589j 0.0170312-0.00876847j 0.0201285+0.0287371j -0.00473954-0.00558293j 0.0197928-0.0140559j -0.0046759+0.00387207j 0.00122687+0.00495257j 0.0177372+0.00399285j -0.00999683+0.000827558j -0.00324333+0.00142667j -0.0067496-0.00180278j 0.0059645+0.00228597j 0.0142462+0.00200397j -0.00433482-0.000108729j 0.00220291+0.000441434j 0.00839881+0.00130357j -0.000837326-0.00194671j 0.0053489+0.000117282j -0.00603817-0.00066941j -0.0102092-0.00176781j 0.00414299+0.00238985j 0.00517053+0.00178666j 0.00991056+0.00322071j -0.00245612-0.00631777j -0.00405033-0.00693569j -0.00256604-0.00643637j -0.000638737-0.000124366j 0.00935365-0.00781964j 0.00481251-0.00576314j 0.0111394-0.00735275j 0.00754834+0.0136428j 0.00656141+0.00622814j 0.00789234+0.00416038j -0.0110537+0.00593201j 0.0106759+0.00814664j -0.000706073-0.0258984j -0.00172408-0.00343456j 0.00968988+0.00292649j -0.00032769-0.0138747j -0.00753815+0.00215744j 5.42302e-05+0.000872078j 0.000745238-0.0161535j -0.00951515+0.00161895j 0.00724248+0.00377146j 0.00145288+0.00629816j -6.46783e-05-0.00630207j 0.0100549+0.00428157j 0.00830748-0.0173549j 0.0144009-0.0222294j -0.0177963-0.00186626j -0.00334796-0.00181046j 0.00116155+0.059341j 0.000231278+0.00632831j -0.00146017+0.0188673j -0.00799041-0.0256359j -0.0108924+0.0355017j -0.0192472-0.00948272j 0.00325382+0.0119019j -0.0183378+0.042966j 0.0131623-0.0538043j -0.000107446+0.0475953j -0.0247706+0.0178427j 0.00382881+0.0132598j -0.0154607-0.0287547j 0.00756323-0.0612278j 0.00488004-0.0718356j 0.0350187-0.014782j -0.0085361+0.00227847j -0.0284989+0.0335098j -0.0211799-0.0226741j -0.0442693-0.017317j 0.0303749+0.0362103j 0.00783874-0.0073721j -0.0185661+0.0285365j 0.0322269+0.0310533j 0.0047184+0.00616315j 0.00183333-0.00289769j 0.000308178+0.00933191j 0.000171767+0.0205477j -0.00291054+0.0226205j 0.0162837+0.00194946j -0.00704026-0.00466894j 0.00568782-0.00729189j 0.0166931+0.00286452j 0.0136547-0.00850515j -0.0128852-0.00220798j -0.00780096+0.00386364j 
-0.0561251-0.00455413j -0.0158368-0.0180088j 0.0173654+0.00578795j 0.0201925+0.00951292j 0.0422874+0.00959006j 0.00352515+0.00623897j -0.00240886-0.00225247j -0.0369477+0.00522519j -0.00315013+0.0052188j -0.033472-0.0146856j 0.00893083+0.00592019j 0.0148693+0.0165479j -0.0380462+0.00557752j 0.00723758+0.00594538j 0.0105824-0.000877823j -0.00717799-0.00315049j 0.0222195+0.0028165j 0.0115541-0.00183289j -0.00179342-0.00246254j -0.00953173-0.00158986j 0.00502649-0.00213696j -0.00590185-0.00353185j -0.00579745+0.000315263j -0.00178593-0.00287599j -0.0114449-0.0013611j -4.05919e-05-0.00259591j -0.0147774-0.00689266j -0.0071659-0.000621802j -0.00826388+0.000568164j -0.0109768-0.00747563j -0.00210832+0.00448081j 0.00388712-0.00200534j 0.00183246+0.000313135j 0.00473945-0.00482044j -0.00464681-0.00627087j -0.0073303+6.82882e-05j 0.0106856-0.0145708j 0.00899897-0.0224325j -0.00549389+0.00221251j 0.00166878-0.0410301j 0.0174202+0.00418371j 0.00227497+0.0157861j -0.00322101-0.00402708j -0.00391976+0.0287295j -0.00499805+0.0151385j 0.000206824-0.0244535j 0.0166646-0.00188541j 0.00840223-0.00753675j 0.00494513-0.0136522j -0.0052992+0.00760039j -0.0174853-0.0138357j 0.00588713-0.0362836j 0.0117593-0.00111291j -0.000594055+0.00102216j 0.00158266+0.0185057j -0.00508356-0.0283746j 0.0173761-0.0105824j -0.0307452+0.0307223j -0.0169609+0.0124426j -0.00734715+0.0103494j -0.013226-0.0338577j -0.016293-0.0303734j 0.0140515+0.00821331j -0.0101464-0.0431598j -0.0114609+0.0129962j 0.0130845-0.0219176j -0.00786595-0.0364167j -0.0212604-0.0139525j 0.0242105-0.0231514j 0.0280545-0.0441359j 0.0341745-0.0500061j 0.000128415+0.012185j 0.000491442+0.0414599j -0.0177795-0.0132422j 0.0107662-0.00688904j 0.0622174-0.0560477j -0.030237-0.0787064j -0.0261932+0.0353274j 0.00765679+0.0507429j -0.0236369-0.00473424j -0.00604993-0.0370698j 0.0232347+0.0146192j 0.0131893+0.0345807j -0.0417727-0.0146254j 0.041447+0.0281026j -0.00194878+0.0169525j 0.0115667-0.0146143j 0.0167846+0.000429477j 0.0248792+0.0163483j -0.0126393-0.00112275j 0.0133309+0.0148932j -0.00434776-0.000840822j 0.00599059+0.00737129j 0.0242344+0.00446749j 0.00873747+0.00631851j -0.0105418+0.00200363j 0.017843-0.000655664j 
-0.0121415-0.00130009j 0.00192724-0.00161701j -0.0238629-0.00202384j 0.00646462+0.00337225j -0.0183167+0.00136642j -0.00129868+0.00373726j 0.0029718-0.00104308j 0.0499738+0.012953j -0.0122205-0.00603684j -0.0155981-0.0020537j 0.0126435+0.0103054j -0.0396151-0.0348936j -0.0140669+0.0056561j 0.00258852-0.00116984j 0.00305194-0.00976751j 0.00451552-0.00203367j -0.00796666-0.000213894j 0.00702249+0.000965251j -0.00221483+0.00285985j 0.00747221+0.00384235j -0.00578844-0.00130429j -0.000401557+0.000557028j 0.014454+0.00321279j 0.00181378+0.000240139j 0.00571424+0.00110072j 0.0137976+0.00215195j 0.00134913+0.000299029j 0.00696725+0.000188408j 0.00372745+0.00128692j -0.00131198+0.000264058j 0.00673127+0.00100745j -0.00297679-0.00344335j 0.00664463+0.000584425j -0.0028775-0.0034525j -0.000959827-0.000955527j -0.000543046-0.000142896j -0.000165037-0.00346544j -0.000508052+0.000600592j 0.000627978+0.000404682j -0.000113829-0.00393708j 0.0050785-0.00379638j 0.00115652+0.000963999j 0.00641839-0.00211928j -0.00246018+0.0064681j 0.00668002+0.00542917j 0.000935277+0.00219536j -0.00837758-0.00268251j 0.00946956+0.00543963j -0.00444942+0.00216176j -0.0051836-0.00549123j -0.00216765+0.00108892j 0.00151673-0.0072584j -0.00800802-0.00303357j -0.00808549+0.00371065j 0.00356489-7.53686e-06j -0.00617318+0.0207373j -0.00577251+0.0203664j 0.0123897-0.00632422j 0.00081191-0.00284695j -0.00453982-0.0114605j 0.00761827+0.0233676j 0.00979937+0.0025452j -0.00197187-0.0136756j -0.00641568+0.0146333j 0.006095-0.0239672j -0.0097661+0.03495j -0.000933599+0.025833j 0.0137132-0.00346458j -0.031309+0.062995j 0.0239024-0.081919j -0.0101393+0.0261035j -0.0360386-0.0202145j -0.0118744-0.00639776j -0.0351488-0.0455385j -0.0239123-0.0191127j -0.0144941+0.0148289j 0.0255468+0.0500739j -0.00686341-0.0255365j 0.0100494+0.0109943j 0.00957627+0.0185377j -0.0167417+0.0202465j -0.00739673+0.0105908j 0.00151734+0.000410042j 0.0317458+0.0253505j -0.0281869+0.0156576j 0.0110229-0.00926129j 0.0113613-0.00235817j 0.00338558+0.00922684j 0.00206457+0.00617063j 0.0173772+0.00384922j 0.014234-0.00903067j 0.000743351-0.00327028j 0.00344264-0.00430674j 0.00675374-0.00249856j 0.00622561-0.00848902j -0.00259298-0.000437829j -0.00448179+0.00195117j 
0.0268016+0.0203254j -0.0410508+0.00468065j 0.0151488+0.00770025j 0.00581558+0.00147201j 0.00887089+0.016292j -0.0139959+0.00919373j -0.0127293-0.0104179j 0.0216635+0.015921j 0.0156238+0.00177175j -0.000965614+0.00969156j 0.010672-0.00821717j -0.0261585-0.00137061j 0.0130152-0.0238574j -0.00785247+0.00336022j 0.0265767-0.00684307j -0.00783468+0.0135669j -0.00385501+0.0168478j 0.00273391+3.93332e-05j 0.00551286+0.00534002j 0.00637078+0.000105093j -0.00729576+0.00213885j 0.00599537-0.00174446j -0.0102981-0.00205546j -0.00253747+0.000967742j 0.00652146-0.00165583j 0.00201407-0.00192909j 0.00038369+0.00199018j -0.013166-0.00335886j 0.000310039-0.000834797j -0.000480071+0.00149116j 0.00350974+0.00145392j -0.00249951+0.00136751j -0.00263255+0.00787873j -0.000431995-0.00014168j -0.0022409-0.0045347j 0.00230647-0.00780169j -3.21467e-05+0.0187009j 0.011955-0.00054727j 0.00907091-0.0142945j 0.0125557+0.0197521j -0.00374007+0.0390894j 0.00724093+0.00174797j -0.0151778+0.00799337j -0.00179272-0.0141993j -0.000879796+0.00193435j -0.00155711-0.00391536j -0.0062694-0.00774317j -0.000873591+0.00317165j -0.000110009-0.0157565j 0.0117056+0.0121591j 0.000108355-0.000609251j 0.0029731-0.0109196j -0.00275296+0.0203264j 0.00378738-0.00819453j -0.015831+0.01616j 0.00100435+0.0205646j 0.0103746-0.0154321j 0.0147415+0.00616823j 0.0113037-0.00817915j 0.0120795-0.0193086j 0.00250258-0.0219219j 0.00982551+0.0335367j -0.0148631-0.0316957j 0.0304869-0.0327556j -0.0147741+0.0354858j -0.0185818+0.012861j -0.0289759-0.0122449j -0.0134835-0.0472677j -0.0173584+0.0305117j 0.0041731-0.00927856j 0.0206662-0.0167786j -0.0244319+0.0306688j 0.0252622-0.0920486j -0.015942-0.0274292j -0.0216563+0.00431277j 0.00117462+0.00953147j 0.0254098-0.0294231j 0.0472002+0.016705j -0.0323774-0.032617j 0.0259279+0.0415542j 0.00339696-0.030043j 0.0534308+0.0322257j -0.0062929-0.016765j -0.0303792+0.0244701j 0.0158309-0.00391197j 0.0342828+0.00285002j 0.0210179+0.00798775j -0.00710868-0.00103225j -0.0191266+0.00558458j 0.0365246-0.00135488j 0.0136984-0.0111979j 0.000533619-0.00825718j 0.00114781-0.0023924j -0.000385766-0.00152125j -0.0204293+0.00380452j -0.0157683-0.00275028j -0.0133526+0.0053454j 
-0.038716-0.00310864j -0.00412387-0.00959902j 0.0196876+0.00280848j 0.0165163-0.00277342j -0.00280734+0.0202421j -0.0248659-0.0106747j -0.00386305-0.000815057j 0.0216671+0.00200878j 0.00179806+0.00317724j 0.0344698+0.00312793j -0.0287409-0.0049247j 0.0243197-0.00841503j 0.0271283-0.00635745j -0.0104973+0.00328917j -0.0114102-0.0096261j 0.0138846+0.00295779j 0.0143753+0.00873274j 0.0039921+0.00150578j -0.0192329-0.00358395j -0.00926164-0.000256368j -0.00665324-0.00128452j -0.0186251-0.00334716j 0.0202899+0.00319499j -0.00304341-0.000778644j -0.00152831+0.000191997j -0.00108281-0.00384595j -0.0160858-0.00444407j 0.0033868+0.000891731j 0.00115576+0.00368026j 0.0023564-0.00380696j -0.00163376+0.00474625j 0.000309542+3.45954e-05j 0.00897123+0.00240816j 0.0145887-0.00263091j -0.00107582-0.00376709j 0.0034657-0.00566457j -0.000416098-0.00991099j -0.00585213-0.00751217j -0.00824877+0.00989605j -0.00272801-0.0299213j 0.00572468-0.00328005j -0.0185088+0.0111582j 0.0287014-0.00146488j -0.00966781+0.0372219j 0.00116416+0.0140606j 0.00862586-0.00435185j -0.0139719-0.008523j 0.013004+0.000379314j -0.00527346+0.0247424j -0.0118798-0.00450809j -0.0284226+0.00252882j 0.0114217-0.00828803j 0.00595609-0.00539191j -0.0243218-0.00817843j 0.00992498+0.0389072j -0.0102044-0.0145213j -0.0174989+0.0268243j -0.00154068+0.00489639j -0.0281211-0.0200515j 0.009646-0.0334322j 0.013021+0.0274715j -0.00692127-0.019676j -0.00112992-0.00234003j -0.0332956+0.0396631j -0.00930273+0.0122161j 0.0216044+0.0123877j 0.018583-0.0479797j 0.0168874-0.00119507j 0.0103759-0.011639j 0.0320469-0.0572331j 0.0237931-0.0808874j -0.0044878-0.000724042j 0.0109067+0.00123081j -0.0518612+0.0140818j -0.00984735-0.0331589j 0.0309503+0.0291919j -0.0314401+0.0119468j 0.0356163+0.044174j -0.00185312+0.0588634j 0.0137057-0.0219259j 0.000687682+0.0267718j -0.0376972+0.0215708j 0.00682478+0.0520997j -0.0159098+0.0219364j 0.0200755+0.0265153j -0.0559949-0.0164249j -0.0102831-0.0138113j 0.0184235+0.0053288j 0.0455908+0.0305327j 0.0339765-0.000550733j 0.0123414-0.00114295j 0.00439929+0.00045933j -0.00582315-0.00642287j 0.00184348+0.00753639j 0.0301847+0.00736161j 0.00991071-0.00343588j -0.011204-0.000486031j 
