-0.12473-0.0430077j 0.0484147-0.126864j 0.217079-0.149533j 0.165888+0.230461j 0.140148+0.0807466j 0.0905687+0.209703j 0.22011-0.227815j -0.0965904+0.0956246j 0.125501-0.0421006j 0.185712-0.106557j -0.100098-0.211823j -0.0625172+0.10284j -0.152205-0.194547j -0.0108743+0.0147103j -0.0459345+0.144868j -0.0278227-0.0505521j 0.0684086+0.0646622j -0.140764-0.00594852j -0.029927+0.0201381j -0.177671-0.0106617j 0.182972-0.0342302j 0.00346018+0.138813j -0.0383204+0.0412104j -0.0953977-0.00569186j -0.0470367+0.152645j -0.0828914+0.210686j 0.152665+0.172932j 0.17716+0.16831j 0.198819-0.129776j 0.0797088+0.0186554j -0.0179447+0.0990236j 0.103322-0.0466881j 0.0350473+0.0854355j -0.0357917-0.0195831j 0.0140765+0.0384256j -0.0481164+0.0197099j -0.0311793-0.0208001j -0.00302136+0.00931318j -0.034823-0.0226699j -0.015303+0.0195064j -0.029988+0.0152595j -0.0311658+0.0224292j 0.0233479+0.0108121j -0.0250235-0.0140208j -0.00207944+0.0222618j 0.0224698+0.00596717j -0.00427646+0.005185j 0.0113362-0.00158598j -0.00837021+0.0111441j -0.000284746+0.0256259j -0.00443831+0.0136451j 0.0128195+0.0208854j -0.00515855+0.00725814j 0.011853+0.0272555j -0.0236187-0.0223499j 0.00899991-0.00156853j -0.0130402-0.0118261j 0.00874044+0.00889503j 0.0055173-0.00176475j -0.0184931+0.0179423j 0.018915-0.00383444j 0.00561199-0.000596077j -0.00590975-0.00290139j 0.0149183-0.0165997j -0.0285713-0.00290962j -0.0135955+0.0239839j 0.0126297+0.0178177j 0.0287589+0.00554369j -0.00353016-0.0219072j 
0.00440831-0.00633869j -0.00395939-0.000142044j -0.000584431+0.012824j 0.0123381+0.00028857j -0.00146181+0.00775257j 0.00840885+0.00311549j 6.20778e-05+0.00969061j 0.000375594-0.00800295j -0.00263869+0.000490845j -0.00229535-0.00965563j -0.00328168-0.00471371j 0.0015928-0.00296398j -0.00142645-0.00123986j 0.00320564-0.00480562j -0.00633695+0.00236296j -0.00326872+0.0090989j -0.0139358+0.00281183j -0.00161642+0.00184074j 0.00051432-0.000526939j -0.00160748+0.00423617j 0.00114397+0.000376339j 0.00679148+0.00443088j 0.000322513+0.000405304j -0.00657919-0.000986767j -0.00184113-0.005163j 0.00152076+0.00282329j -0.00122342+0.00376231j 0.00193632-0.00291826j 0.000608235+0.00394874j -0.00430982+0.00260348j 0.00486693-0.000599665j -0.00300316+0.00206213j 0.00161299-0.00309914j -0.00353812+0.00134205j -0.00127337+0.00148789j 0.00139366+0.00404938j 0.00377966+0.000214742j 0.00291995-0.00103577j 0.00625573-0.00157208j 0.00500126+0.00222335j -0.00506581+0.00889077j -0.000650546-0.0151797j 0.00500627+0.0038831j -0.00513126+0.00114482j 0.00264082-0.00291506j -0.00204818-0.00810837j -0.00350868+0.00786546j 0.00280656-0.00420592j 0.00423046+0.00101742j 4.64021e-05-0.000793542j -5.90663e-05-0.00488016j -0.000239947-0.00157035j 0.00645678-0.000968586j -0.000203797+0.0127816j -0.000722867-0.00845324j 0.0120543-0.012625j 0.00248957-0.00191513j -0.00109014+0.000967135j 0.00362657-0.00500313j 1.53291e-05-0.000413474j 0.00289744+0.00580897j -0.00238762+0.000177819j 0.00244786+0.000595733j 0.000473064+0.000883895j 0.000997783+0.00474533j 0.000443794-0.00154139j -0.000697134-0.00139033j -0.00130743+0.000882167j -0.000546561+0.00135146j 
-0.000871071+0.000777226j -0.0044705+0.00416907j 0.00743959-0.00422813j -0.000312172-0.00669417j -0.00219218+0.00646584j 0.00865699+0.00228798j -0.00453475+0.0115135j 0.00289395-0.00225043j -0.00513131-0.00280353j 0.00723184-0.00539204j -0.00347729-0.00835279j -0.00123114+0.00660489j 0.00574187-0.00157099j 9.58604e-06+0.00383252j -0.00282796-0.00224998j -0.00636487+0.0037649j -0.0014799+0.00355913j 0.000240732+0.0019405j -0.00683202-0.00143998j 0.000212041+0.00138291j 0.00173164-0.000841318j 0.00294642+0.00195807j 0.00857379+0.00170103j -0.00457427-0.00134166j 0.000493016-0.00398875j 0.00165779-0.00343694j 8.59117e-05+0.0039504j 0.00144428-0.00406871j 0.00228956+0.000840198j 0.00252408+0.00345907j 0.00378593-0.000646913j -0.0034926+0.0193534j 0.00566951-0.0112819j -0.00537124+0.0177933j -0.0156611-0.00333045j -0.0131427+0.00979513j -0.00854546+0.00988865j 0.0185114+0.00557815j 0.00357356-0.00184497j -0.00372868+0.00145434j -0.00467302+0.00897122j -0.0148497-0.0257349j 0.0142583-0.00434021j -0.0084899+0.0245085j 0.00580179-0.0063187j -0.0218408+0.000474736j 0.000353506+0.0161122j 0.00121254+0.00527944j -3.49308e-05-0.00658222j 0.000202458+0.00545276j -0.00485784-0.0127305j 0.00589776+0.00821298j -0.00145355-0.0121168j 0.0116562+0.00414438j 0.00379844-0.0157689j 0.00627197-0.00918432j 0.00021725-0.00142593j 0.00968456-0.000385375j 0.0124531+0.00341738j -0.00656453-0.000260959j 0.00895046-0.000223329j -0.00178939+0.00276473j -0.00193261-0.00768561j 0.00596912+0.000443203j 0.000345896+0.00471606j -0.00522827+0.00465246j 0.00215378-0.00169262j -0.000279585+8.00892e-05j -0.00161299+0.00283682j 
0.00254231-0.00174959j -0.00100856-0.00848077j -0.0096206+0.00574392j 0.00946107+0.0155626j -0.00558064-0.00094414j 0.00855312+0.00624274j -0.00462156-0.000601755j -0.0075171-0.000648374j 0.00253822-0.00172976j -0.00933191+0.00285831j 0.00754498-0.000862705j 0.00256303-0.00484466j -0.00166334+0.0106612j 0.000650623-0.00658226j -0.00220498+0.00554736j 0.00441592-0.000836442j -0.0024153+0.00328791j 0.00320964-0.00474879j 0.00157517-0.00154176j -0.00104048+0.00451396j 0.00245314-0.000484962j 0.00119867+0.00175184j -0.00616136-0.00359829j -0.00183299+0.000908744j -0.00420263-0.00110923j -0.000630211+0.0022027j -0.000886536+0.000786654j 0.00112565+0.00113376j -0.00193092+0.000395593j -0.00366269+0.0025775j -0.00300379+0.0035252j 0.00160811-0.0064943j -0.0205768-0.00753155j -0.00113727-0.00986839j -0.0062187+0.0144802j 0.00306697+0.0154889j 0.01835+0.0067961j 0.0208586+0.00103528j -0.00122654-0.00437915j 0.0013519+0.0142856j -0.0124064-0.0115573j 0.0096743-0.00518209j 0.0147664+0.00046718j 0.00650858-0.00159963j -0.00844565-0.00603207j 0.00403393-0.00304966j 0.00403191-0.0118839j -0.00312073-0.0151545j -0.00601499+0.014253j 0.0121063-0.000807368j -0.00575479+0.00215273j -0.00342991+0.00373856j 0.00427403-0.00889529j 0.0111987+0.00252508j 0.00208205+0.000184147j -0.00213612-0.0052656j -0.00163737+0.00207512j -0.00301551-0.000741891j 5.10073e-05-0.00239496j 0.00416669-0.00187788j 0.00326492-0.00520624j 0.00289952-0.00552739j 0.00176535+0.000874577j 0.0001512-0.00235684j -0.000284529-0.00191073j -0.00185764-0.000311783j -0.00155188+0.00340371j 0.00396536-0.00193989j -0.00262308-0.00365225j 
0.0017524+0.0044707j 0.00687442+0.00140723j -0.00961528-0.00866921j -0.0135129+0.00673837j -0.000609831-0.00594071j -0.00313095-0.00225031j -0.00328477-0.000595558j 0.00552044+0.00928199j 0.000757553-0.00311298j 0.00691909+0.00995931j 0.00262244+0.00259446j -0.000906681+0.00314501j -0.000164663-0.000585612j -0.00985401+0.00502227j 0.00612724-0.00260647j 0.00322189-0.00584946j 0.00818187-0.004404j 0.00484795-0.00270958j 0.00173678-5.75724e-05j 0.000977541-0.00317347j -0.00213147-0.00046699j -0.00469829-0.0005182j 0.000587988-0.000525141j 0.00454679+0.00122251j 0.0024152+0.000734361j 7.92209e-05-0.0020229j -0.000693802-0.0054046j -0.00298332+0.00195236j -0.000130671-0.00208937j 0.00513232-0.00692204j -0.00115826+0.00180496j 0.0203694-0.00841294j 0.00285014-0.0202591j 0.017005-0.00476434j -0.0036559+0.000118479j -0.0124854+0.016421j -0.00373241+0.0149358j 0.00707461+0.0151207j 0.0161711+0.0089228j -0.00471071-0.00159141j -0.00570574-0.0002415j 0.00771908-0.0284822j 0.00459002-0.0023352j -0.0011168-0.0043245j -0.0157206+0.00931957j -0.0229582-0.0114497j -0.0202056-0.00154479j 0.00448418+0.00802582j 0.000593284+0.00141532j 0.00669944+0.00922975j -0.00416826+0.00819724j 0.00301459+0.0061281j -0.000834899+0.00262075j -0.0115928-0.00594825j -0.0053711-0.00465892j -0.00422551+0.00621773j -0.00743825+0.00553799j 0.0063917-0.0100048j 0.00293576-0.00375324j 0.00102861+0.00551617j -0.00254024+0.00477274j 0.00746715+0.0076985j -0.000456867+0.00436586j -0.00556948+0.00047027j 0.00480595+0.003256j 0.00293917-0.000700899j -0.00168189+0.000393565j -0.00277789-0.00144917j -0.000437775+0.00194621j 
-0.00347449-0.000105563j 0.00281976+0.00157832j 0.000864962-0.00559978j -0.00583048-0.00429825j 0.0051352+0.00272772j -0.00480253-0.00154451j 0.00254826-0.00190998j 0.00503833-0.00272929j 0.000640482+0.0013236j 0.00482732-0.002616j -0.00413193+0.0011158j -0.00136663+0.00134926j -0.00203194-0.00425328j -5.3747e-05+0.00412191j 0.00312361-0.0029632j -0.00237805+7.43899e-05j 0.000654658-0.000987695j -0.0012919+0.00140534j -0.00110547-0.000351042j -0.000434101-0.00254313j -0.00165482+0.000981936j -0.00196394-0.00183835j 0.00296423+0.00174153j 0.00196636-0.000517611j 0.000883842+0.000196217j 8.73587e-05-0.000719732j -1.07971e-06-0.000863386j 0.000343946+8.06577e-05j 0.000670613-0.000754356j -0.00175916-0.00143599j 0.00284259-0.00617948j 0.00760121+0.00625105j 0.0139443-0.00331694j 0.0127648+0.0102032j 0.00156517-0.00864408j -0.00403497-0.00749644j -0.00921466+0.00835318j -0.0137973-0.000144381j 0.00662553-0.000763806j -0.00493415-0.00300892j 0.013805+0.00365802j -0.0187337+0.00871665j -0.0199418-0.000925536j -0.00408696-0.00164137j 0.00330209+0.00828647j 0.00327771+0.00720223j -0.00341816+0.0118272j 0.00877017+0.0079424j -0.000244244-0.0145327j -0.00906005+0.00310065j -0.000518589-0.00540852j -0.000226771-0.00480189j 0.00321752+0.00389419j -0.00739647+0.00508963j -0.00377103+0.00325165j 0.0026297+0.00450394j -0.00380792-0.00367944j 0.00532728+0.00237927j -0.000984223-0.000119714j -8.07714e-05+0.00175719j -0.000757675+0.00234114j -0.00202488+0.0029726j -0.00517517+0.0046877j 0.000950493+0.00020546j -0.00447763+0.00104241j 0.00402973+0.00126863j 0.000691427-0.00197135j -0.000577614+0.00256436j 0.00317012+0.000173659j 
-0.00071242+0.00157184j -0.00316255-0.000758105j 0.0026276-0.00163036j -0.000428483+0.000269607j -0.00188608+0.000282804j 0.000243571+0.00190334j -0.000353082-0.00155382j -0.00105609-0.00130952j 0.000758225+7.93454e-05j -0.00273535-0.00101654j 0.0012017+0.000453249j -0.000722647-0.000269226j -0.000286786+0.00164126j 0.0015538-0.000728064j -0.00132324-0.00024915j 0.000309611+0.000547097j -0.0001343+0.000720954j -0.000678373+0.00106601j -0.000733204-0.000444983j 4.12476e-05-9.34923e-05j 0.000495789+0.000387424j 0.000837456+0.000199874j 0.000172844-0.00111335j -0.00125603-0.000350039j 8.5218e-05-0.00101593j -0.000746913+7.86674e-05j 5.95021e-05+0.00136876j 0.000519861-0.000532389j -0.000405053-3.389e-05j -0.000575731+0.00363758j -0.00264695+0.000984528j -0.00359114+0.00698449j 0.00644356+0.00144606j -0.00474163+0.00393949j -0.000286911-0.00342315j -0.00181534-0.00917147j -0.00702914+0.000761294j -0.00724967+0.00444428j -0.00113626+0.00251574j -0.00462034-0.00129144j 0.00804019-0.00433949j 0.00757966+0.00951512j -0.00467714+0.0089169j -0.000178616-0.00149506j 0.00622453-0.00067125j 0.00962392-0.00202517j 0.00199044+0.000299104j -0.00176107-0.00530065j -0.000546662+0.00011608j 0.000609013+0.00303503j -0.00245691+0.000747326j -0.00448597+0.00118002j -0.00335986+0.00172377j 0.00452862+0.000692774j 0.00150509+0.0060122j 0.00272738-0.00107002j 0.0012966-0.00238902j -0.00163706+0.00366237j -0.00184597+0.0021426j -0.000304468-0.00157548j -0.00157738-0.000866816j 0.000598284-0.00200281j -0.000468623-0.00329734j -0.000119126-0.00108385j -0.00114595-0.00170246j -0.00203692+0.00113748j 0.000855337+0.000728294j 0.00081884-0.000835777j -0.000854867-0.00122209j 
0.00193026-0.000529528j 0.00146789+0.000894667j -0.000699803+0.00179617j -0.00165023-0.000982097j -0.000227054-0.00137519j -0.00160756+0.000177062j -0.000144702+0.00105807j 0.00078533+0.000207282j 0.000164099+0.000419138j 0.000721422+0.000116456j 5.52602e-05+0.000415132j 0.000293768+0.000221531j -0.000636512-0.000212315j -0.000226023+1.77739e-05j -0.000718354-4.28662e-05j 0.000645232-0.000122937j -5.44662e-05-0.00168793j 0.00019326+0.000333348j 0.000125611-0.000140474j 0.00101013-0.000373416j -0.000388173+0.00103542j -0.000857479+0.00132222j -0.00109173+0.00122209j 0.000219369-0.000766912j 0.00119721-6.09669e-05j 0.00104094-0.000912004j -3.09882e-05-0.000782239j -0.000345098+0.000778322j 0.000487584+0.000549778j 0.000794605-0.00298119j 0.00171224+0.000656406j 0.00134964-0.00442233j 0.00433541+0.00145302j -0.000460097-0.00294359j -0.000357329-0.00335326j 0.00218691+0.00556069j -0.00320975-0.00340802j -0.000580186-0.000761986j -0.000770235-0.00215586j 4.43076e-05-0.00446264j -0.000455385+0.00160696j 0.00235213-0.00139525j 0.00188127+0.00359155j -0.00043313+0.00227726j 0.00499579+0.00192637j -0.00398992-0.00164577j -0.000745732+0.00164343j 0.00169203+0.00175575j -0.000369184-0.00135689j 0.00211929+0.000789747j -0.000269089-0.00679742j -0.00330675+0.00256812j 0.00445784-0.00165046j 0.00429206+0.00323289j 0.00232506+0.00203165j 0.00235922-0.00456605j 0.00342813-0.00355402j -0.00305391-0.00226976j -0.000940586-0.00300739j -0.00279217+0.00163084j -0.00145771+0.00406175j 0.000531351+0.00251739j -0.00234477+0.00428238j 0.00310267+0.00315038j 0.00544068+0.00415242j 0.00112548-0.00273076j -0.00379254-0.00792275j -0.00414613+0.000893852j 0.00161202+0.00557413j 
0.00091139+0.000833038j -0.00162159+0.000710644j -0.000268274+0.000519957j -2.23828e-05-0.000679115j -0.00159888-0.000535293j -0.000616394-0.000706135j -4.86346e-05+0.00139729j 0.000692281-0.000422949j 0.000245502-0.00144419j -0.000532434+0.000265524j 0.00136803-0.000481314j -0.000137047+0.000675642j 0.000173134+0.000187748j 0.000464409-0.00023135j -0.000256986-0.000147757j 3.19008e-05+0.000172149j 0.000297512+0.000723502j -0.000564134-0.000172408j 0.00105742-0.000938554j 0.000432323+0.000664403j -0.000199785-0.00078515j -0.000234622-0.00149049j -0.000357085-0.000482144j -0.000589896-7.84556e-05j 0.000611441-0.000391951j -8.19548e-05+5.62096e-06j 0.000524636-0.000381188j -0.000783939-0.000324655j -0.000322638+0.000856836j 0.00178767+0.000895609j -0.000315224+0.00242947j 0.00187892-0.0014956j 0.000406348+0.00182719j -0.00476696-0.00227808j 0.0050722+0.000545165j 0.00116434+0.00358632j -0.00736647-0.00080749j -0.00121105+0.00127572j 0.00149676-0.000566997j 0.00239921+0.00162539j 0.00139362-0.00830861j 0.00360493-0.00276994j -0.00280101-0.00161906j 0.00525465-0.00299403j -0.00362808+0.00412333j -0.00306862-0.00258512j 0.00029744-0.00195981j -0.000811316+0.00246147j -0.000977273-0.00108057j -0.00259011-0.00109581j 0.00419333+0.000758758j -0.00415043-0.0059668j -0.00429433+0.00553591j -0.00135145+0.00420117j -0.00644943+0.00545466j 0.00604206+0.00207978j 0.00707702+0.00291638j 0.0033079-0.00281895j 0.00162796+0.00230283j -0.00191605-0.000736894j 0.000252166+0.000571189j 0.00326995-0.0045047j 0.0017087-0.00435243j -0.00128748+0.00155906j 0.00725522-0.00256558j 0.0025681+0.00186653j -0.00247642+8.56937e-05j -0.00244802-0.00585532j -0.00400479+0.00108176j 
-0.00394037+0.00324728j -0.00419058-0.000804135j 0.00149734-0.00227879j 0.00296622+0.0016634j -0.00268133+0.0003241j 0.000857445-0.000778008j 0.000500253-0.000374095j -4.66086e-05+0.000142988j 0.000697652-0.00263594j -0.00138787-0.00105561j 0.00195189-0.0013598j -0.00113193+0.000202156j 0.000317024+0.000818845j 0.00067032-0.000563606j 0.00213789+0.00114575j -0.00192672+0.000659032j -0.000858286+0.00457342j -0.000817094-0.000100573j 0.00259304-0.000748126j -0.00254693+0.0015967j 5.81874e-06-0.00294632j 0.00282095-0.005512j 0.00275147-0.00383194j -0.00207685+6.26294e-05j 0.000171386-0.00110851j -0.00482633+0.00359421j -0.00111011+0.00124916j 0.00230115-0.00236184j -0.00173895+0.000189794j 0.0012393+0.00461453j -0.00493839-0.00128511j -0.00345093+0.00400343j -0.010217+0.00120761j -0.00408736-0.000332809j 0.00638106+0.00570616j -0.00492415-0.00631378j -0.00116699+0.00476386j 0.000877466+0.00408801j 0.00483119+0.00429443j 0.00291677+0.00879796j 0.00214761-0.00711772j -0.00184655+0.00171682j -0.00239865-0.00668965j 0.00625507-0.00107296j -0.012854-0.00173108j 0.000818148-0.0026944j 0.00376773-0.0021171j -0.000463505-0.00229121j 0.00143736+0.00414044j -0.00504759-0.00938232j 0.00350714+0.0130708j 0.0067842-0.00886037j -0.0100577+0.00592776j -0.0038669-0.00286846j -0.00702833-0.00494831j -0.00221898+0.00450651j 0.00424331+0.00965558j 0.00196817+0.00206682j -0.00437345+0.00829824j 0.0073314-2.92655e-05j -0.000247786-0.00117641j 0.00506171+0.00122358j -0.00133719-0.0120229j -0.00132723-0.00681435j -0.00997509-0.00223471j 0.000459333+0.0011524j 0.00873601+0.0174914j 6.14366e-05-0.00413456j -0.00991382-0.0121126j 
0.00347567-0.0020578j -0.00168593+0.00551569j -0.00445947+0.00613001j -0.00284872-0.0022844j -0.00165586-0.00213077j -0.00107898-0.000889613j 0.000386036+0.00633201j 0.00215303-0.00180837j -0.0020817-0.00273987j -0.00211372-0.0014779j 0.00151306-0.00280934j -0.0011482+0.000978853j 0.00280663+0.00335478j 0.00130565+0.000928151j -0.000866808-0.00334371j 0.00112795+0.00161865j 0.00195895+0.00371369j -0.000358326-0.000582902j 0.00198859-0.00566117j 0.00397337+0.00431524j 0.0001274-0.0012658j -0.00372922-0.00404663j -0.00183034-0.000130228j -0.0021921+0.00257817j 0.000259772-0.000538312j 0.000400696-0.00106371j 0.00364044-0.00424618j -0.00380935+0.00115108j -0.00288174+0.00324579j 0.0044615+0.00194033j 0.00507872+0.00220104j 0.0087025-0.00902396j 0.000967387+0.00237935j 0.00110932-0.00988836j 0.0144444-0.00117371j 0.00382314+0.00725091j -0.0139556-0.00581386j -0.00517413-0.00105414j 0.00812289-0.000507147j 0.00184345-0.000327697j -0.00344944-0.0053825j 9.39151e-05-0.00364333j -0.00872279-0.000325938j 0.00752011-0.000804578j -0.00220217+0.00522203j -0.00717963-0.00716288j -0.00158627-0.00526579j 0.00402537+0.00780065j -0.00098446-0.00800504j 0.00560033+0.000106062j 0.00626689-0.00409022j -0.0102562-0.0086828j 0.00695179+0.00672917j -0.00276011+0.00397517j -0.0101074+0.00302841j 0.00492735+0.000889417j 0.0107268+0.00102802j 0.000706234-0.0193741j -0.00312819-0.00248768j -0.00401407+0.000175669j -0.00523627-0.00219945j -0.00189166+0.00142975j 0.00358216-0.00780259j -0.000476963+0.0102248j 0.00616388-0.00370732j 0.00892711+0.0042458j -0.00773542-0.00111726j -0.0139583-0.0098721j 0.00106682+0.00459007j 
0.00222307-0.000803321j -0.000419406-8.9159e-05j -0.000671128+0.000285547j -0.00178252-0.00168073j 0.000220367-0.00115053j -0.00107341-0.00100984j -0.00130788+0.000941962j -0.000450262-0.00123085j -0.000207142+0.0011492j 0.00235571+0.00198718j 6.94881e-05+0.00163806j 9.96812e-05+0.000212375j -0.00126551+0.000221478j 0.000408383+1.54369e-06j -0.00156634+8.95126e-05j 0.00117785-0.00122583j -0.000681901-0.00552052j 0.00126604+0.00129919j -0.000331344-0.00134141j 0.00328558-0.000665766j -0.000563346+0.00299379j -0.00243309+0.0038128j -0.00372842+0.00368173j 0.000623172-0.00224095j 0.00230834+0.000736798j 0.00196589-0.0044089j 0.00169988-0.0028971j -0.00366261+0.00110506j -0.000214029+0.000576307j -0.000709771+0.000795957j 0.00053263+0.00134836j 0.00368114-0.000619733j 0.00163322-0.00143637j -0.00064584+0.00191349j -0.00251323+0.00218498j 0.0023278+0.00315858j -0.00237146-0.00234327j -0.000158038-0.00159409j -0.00327917+0.00158161j 0.000921772-0.000691052j 0.000595746-0.00242434j 0.00358462-0.00322328j 0.00145313+0.00353606j -0.00263504-0.00118123j 0.00714843+0.000365515j 0.00175259-0.00204946j -1.9235e-05+0.0015917j 0.00157822+0.00179648j -0.00149596-0.00321338j 0.00491588+0.00406572j -0.00162595-0.00942312j -0.00388001+0.00080663j 0.00720105+0.00302872j 0.0031823+0.00571695j 0.00361051+0.00607749j 0.00474922-0.00823391j 0.00334522-0.00149069j 0.00315609-0.00404316j 0.00125878-0.00502915j -0.00201003+0.00250831j -0.00465469-0.000371058j -0.00240885-0.00341226j 0.00426757-0.00128154j -0.00210228+0.00398449j 0.00282457-0.00663329j -0.00150983+0.00126468j -0.00880517-0.00410851j -0.0016661-0.00590836j 0.00458226+0.00459223j 
0.00190515-0.0036244j 0.000960292+0.00350999j -0.00282784+0.00268454j -0.00200733-0.000363768j 0.00165622+0.00195451j 0.00241778+0.00093837j 0.0011798+0.00233769j -0.000475317-0.000423779j -0.00322404-8.03437e-07j -0.00197787-0.00207901j -0.00150876-0.00196505j 4.34435e-05+3.56872e-06j 0.00374906+0.00265408j -0.000116499+0.00116005j -0.000695391-0.00294946j 0.00122991+0.000552291j 0.00117492+0.00372421j 0.000781749-0.000887759j -0.00312612-0.00254427j 0.00166051+0.000585296j 0.0015795-0.000350325j -0.0023236+0.00122376j 0.00154608+0.00118517j -0.00118701+0.00497767j -0.00319646-0.00097426j 0.00321408+0.000669039j 0.00093959-0.00118823j -0.0031732+0.00161679j 4.63355e-05+0.000181819j 0.000246968+0.00184176j 0.00513321+0.000807212j 0.00231033-0.00146747j 0.00282057-0.000386595j 0.00728806-0.00319613j 0.00620289-0.00323997j 0.00077673-0.00128974j 0.00179151+0.00135313j -0.00106244-0.00214763j 0.00856556+0.0013831j -0.00565671-0.00147681j -0.00319144+0.010022j -0.00427794+0.00210499j -0.00608022-0.0031656j 0.000516196+0.00202519j -0.0017952-0.00376288j -0.00524355+0.000244644j -0.00283061-0.00673081j 0.00147207+0.00084604j 0.00139179-0.00258077j 0.000711573+0.00525486j -0.000407806+0.00342536j -0.00460023+0.00267442j 0.00831263-0.00535004j 0.00345808-0.0106284j 4.86124e-05-0.00747248j -0.00937608+0.00226243j -0.0043134-0.00941367j -0.00837588-0.0102054j -0.000839972+0.00458517j 0.00268441-0.0010453j 0.00673892-0.000772885j -0.00133422-0.00167902j -0.00371205+0.00414557j 0.00295747-0.00425414j 0.00633002+0.00417629j -0.000757759+0.000610796j 0.00220911-0.00153701j -0.00457263+0.00729687j 0.00317912+0.00251681j 
0.00327665-0.0108525j 0.00415168+0.00031364j 0.000342081+0.00146211j -0.00430039-0.00320558j 0.00426991+0.00203393j 0.00513524+0.00180098j 0.00276396+0.000907543j -0.00438709-0.00325448j -0.00443075-5.6118e-05j 0.000709577+0.000916903j -0.0048437-3.62002e-05j 0.00141323+8.8197e-05j 0.00359312-0.000190671j 0.00110396+0.00185761j -0.00467833-0.00207366j 0.00113533-0.00349177j -0.000847944-0.00656084j -9.56463e-05-0.00147488j -0.00683845-0.000497721j 0.00301773-0.00579865j 0.00613639-0.00093394j -0.00469468+0.00972647j -0.00416314+0.0117358j 0.00305329+0.00353658j -0.00308011+0.00639057j 0.00638628-0.00472861j 0.00354674-0.00645206j -0.011398+0.00621164j 0.00475173-0.0040374j -0.00431932+0.00181048j 0.0113461+0.00113898j 0.00656677-0.00590562j 0.00759919+0.00385216j 0.0106811-0.00250194j 0.00235296-0.00559005j 0.000835721-0.00336596j -0.00438358-0.000463038j -0.00564075-0.00118443j -0.00111732-0.00327682j -0.00321845-0.00234946j -0.00656439+0.00578592j -0.00894288+0.00142317j -0.00836302-0.000419647j -0.00561524+0.000154613j 0.00809837-0.00128841j 0.00118424+0.0016581j -0.00662879-0.000386662j 0.00387128+0.00641567j -0.00754844-0.00273401j 0.00106325-0.00116511j -0.00453478+0.00147295j -0.0044613+0.00728752j 0.00660451-0.00223713j -0.00461915+0.00163749j 0.00919337+0.0112031j 4.64351e-05+0.00613074j -0.0123684-0.00346163j -0.00333062-0.00681717j -0.00208083-0.00485854j -0.00625438+0.00440076j 0.000483454-0.00220822j -0.00673324-0.00161341j 0.0025866+0.00537047j 0.0108548+0.010707j -0.00612246+0.00681203j 0.00289345+0.00316118j -0.0135146-0.0173068j -0.00564937-0.00149201j 0.0169821+0.000735272j 
-0.00010566-0.00326419j -0.00057547+0.00662382j -0.00667619+0.00566944j -0.00498328-0.0018138j -0.00196317+0.00092887j 0.00222272-0.00262393j 0.00401067+0.00580121j 0.000331337-0.00204335j -0.00642207-0.00299845j -0.00591526-0.00152016j -0.000703331-0.00417146j -0.000745767+0.00116946j 0.00699288+0.0035364j 0.00143745+0.000287961j -0.000983342-0.00381724j 0.00243711+0.0012413j 0.00537597+0.00938567j -0.00126233+0.00109046j 0.000142282-0.0094722j 0.00192212+0.00415037j -0.00328436-0.00458259j -0.00761209-0.00502343j -0.0007035-0.00211978j -0.00293787+0.00465317j 0.000345475+0.000685534j 0.00157581+0.00351638j 0.0037419-0.00539265j -0.00466606+0.00293229j -0.00982549+0.00349787j 0.00314044+0.00148749j 0.00493327-0.00511611j 0.00598115-0.00460114j 0.00424402+0.00644579j 0.00450649-0.00801835j 0.00570478-0.00123187j -0.00316373+0.0060441j -0.0057825-0.000430505j -0.00308237-0.000637065j 0.00530298-0.00183095j 0.00457228+0.00309639j 0.000802264-0.000908286j 0.00122907+0.000271495j -0.00617729+5.42151e-05j 0.00592037-0.00448519j -0.00280825-0.000816773j -0.00558091-0.00378675j -0.00217438-0.000821107j 0.00244262-0.00116254j -0.000538837-0.00204664j -0.00602431-0.00447984j 0.00740043+0.00350253j -0.00481099-0.00580355j 0.00156486+0.00280029j -0.000757397+0.000801303j -0.000315214+0.00126862j 0.00646235+0.00349243j 0.00321885+0.00340294j -3.96934e-05-0.000902363j -0.00312875+0.00314163j -0.00128271-0.000349932j 0.00219218-0.000167195j -0.00514418+0.00174138j -0.000232537-0.000696549j 0.00329886+0.00120774j 0.00235847+0.00722722j 0.0151844-0.00484754j -0.00483079+0.00132598j -0.0118569+0.00201758j -0.00480426-0.00217942j 
