6.23765e-15+0.022045j 1.35675e-15-0.0041581j 3.60127e-17+0.00446979j -3.91912e-17-0.0052352j 1.56406e-17+0.00256238j 7.0995e-17+0.012875j 8.52253e-18-0.0141191j -4.10294e-18+0.00316319j -9.39379e-18-0.00975077j 1.11452e-17+0.00646438j -1.41221e-17-0.00823851j -1.35959e-17-0.00207394j -1.68641e-17-0.00109068j -3.5095e-17-0.010734j 3.48963e-17-0.00531671j -6.4141e-17-0.0111967j -1.15997e-16+0.00128351j 9.72892e-17-0.00430164j -5.29463e-17+0.00214097j 1.25247e-17-0.00974657j -3.02965e-17-0.016737j -1.32719e-16+0.0173621j 1.49736e-17-0.00797992j -1.06022e-19+0.0123304j 1.28053e-17-0.000645366j -5.89053e-17+0.00707704j 4.89521e-18-0.00203819j 1.66739e-16+0.0033141j 2.15539e-16+0.00683674j -1.48833e-17-0.00470539j 9.42759e-17-0.00185374j 1.72953e-17-0.00459588j -3.47717e-17+0.00137735j 1.67974e-17+0.00102749j 1.05097e-16+0.0203989j -1.08517e-17-0.00350636j -1.15906e-16-0.0110465j 1.19405e-16-0.000820269j 3.63212e-16-0.00949103j -1.23934e-16+0.0143559j 5.9687e-17+0.00480551j 1.07203e-16+0.00148048j -7.83017e-17+0.0121553j -7.38809e-18-0.00409156j 5.55339e-18-0.0026847j -3.29866e-17+0.00414709j 5.03273e-18-0.00678844j -3.19972e-17+0.00954357j -3.11546e-17+0.010513j 4.03965e-18+0.00880216j 8.28789e-18-0.0105245j -7.86589e-18+0.00182617j -2.73784e-17-0.0105207j -2.76388e-17+0.0020827j -1.40703e-15+0.0110142j 6.44839e-15+0.0185918j 
5.73112e-16+0.00174748j 2.85842e-16+0.000111589j -1.6099e-17-0.000500656j -3.94497e-16-0.00152086j -8.75238e-18-0.00104844j -5.31184e-17-0.000122789j -1.44256e-16-0.00179747j 3.59776e-16+0.0015127j -2.61252e-16-0.00426271j 5.8913e-18+0.000738577j -1.19003e-16-0.00121329j -8.59356e-17-0.00139773j -5.81859e-17+0.000463385j -2.40537e-16-0.00430287j -1.78495e-16-0.000674125j 9.48001e-17+0.0015685j -3.66679e-16-0.00353115j 7.35525e-17-0.000591293j -1.7246e-17-0.000472006j -1.76329e-16-0.00358279j -1.83406e-16-0.000412802j -2.35369e-16-0.000928837j -3.12448e-16-0.00234558j 2.97297e-16+0.00216742j -3.26398e-16-0.00303953j 5.13357e-17-0.000979872j 5.92818e-17+0.00258125j 1.51907e-16+0.000569091j 3.40239e-16+0.00109605j -3.7808e-16-0.0036975j -3.21674e-16-0.00243797j 1.03106e-16+0.00216317j -1.84828e-16+0.000409433j 1.09378e-16-0.000864415j -1.08619e-16-0.0003931j 4.11284e-16+0.00174156j -2.78934e-16-0.00374977j 8.83744e-17+0.000767081j -9.71357e-17-0.00142419j 6.25906e-17-0.0014389j -3.66413e-16-0.0025026j 1.0583e-16+0.000194486j 2.53188e-16+0.00452434j -1.76242e-16-0.00130115j -1.06897e-16-0.00147332j -6.90034e-17+0.000568361j -1.62914e-17-0.000757196j 2.3915e-16+0.00421694j 2.48591e-16+0.000682436j -9.24512e-17+0.000943812j 1.56287e-16+0.000491778j 2.05356e-16+0.00174162j -3.213e-16-0.00100416j -1.33287e-16-0.000879833j 5.00531e-17+0.000987751j 2.88206e-16+0.00119758j 
-2.48955e-15-0.00849859j -5.46683e-16+0.000202045j -1.24756e-17-0.00224826j 3.80442e-17+0.00475552j 1.49827e-17-0.00205278j -9.74789e-18-0.00527124j 3.11893e-18+0.00591216j -7.37642e-18-0.00357178j 5.27202e-17+0.00274709j -4.99448e-18-0.00216676j 1.34386e-17+0.00364033j 1.95618e-17+0.000324877j -3.41235e-18+0.00149849j 6.44204e-17+0.00279787j -1.01686e-17+0.00319397j -5.34353e-18+0.0056913j -3.79832e-18+0.0014111j -1.88336e-17+0.000446629j 2.34517e-17-0.00128587j 3.88264e-17+0.00260238j -1.58383e-17+0.00880117j 8.08029e-17-0.00602819j 7.64484e-18+0.0042886j -1.52294e-17-0.00625815j 3.4356e-17+0.000612739j 5.42063e-17-0.00464747j -4.53342e-17+0.00269467j -1.22365e-16-0.0024184j -1.66696e-16-0.00503002j 5.59447e-17+0.00231864j -5.21937e-17+0.00192747j -5.61498e-17+0.00323738j 6.74037e-18+0.00173004j 1.32332e-17-0.00235068j -3.35583e-18-0.00831903j -7.89528e-18-0.00099297j 6.68118e-17+0.00357185j -7.85745e-17+0.000189353j -1.46435e-16+0.00424719j 1.03682e-16-0.00823472j 1.91409e-17-0.00103645j -5.08319e-17-0.00179631j -2.76356e-17-0.00384471j 1.54617e-17+0.00223916j 1.51553e-17+0.000849919j 4.16234e-18-0.000585906j 1.98167e-18+0.00244342j -3.90779e-17-0.00260135j 2.77875e-17-0.00647624j -5.14071e-18-0.00202783j -2.56058e-17+0.0035453j -1.81328e-17-0.00117952j 1.48155e-17+0.00682183j 3.4626e-17-0.000481995j 4.22772e-16-0.00524478j -1.91756e-15-0.00597139j 
9.30919e-16+0.00474893j 1.49358e-16-0.0069078j -6.52215e-17-0.00162265j 1.89803e-16+0.0105398j -2.74362e-17-0.00453468j -1.14222e-17+0.00104904j 5.1652e-17-0.00120107j -1.06593e-16-0.00924386j 9.0262e-18-0.00768262j 1.31956e-17+0.00289563j 4.68576e-17+8.30433e-05j -2.38884e-17-0.00293372j 3.80417e-17+0.00468073j -5.1498e-18-0.00932454j 7.00892e-17+0.00380051j 8.01678e-17+0.0044283j -2.65093e-16+0.00746856j 3.09931e-17-0.00633223j -5.90432e-17-0.00177107j 1.73489e-17-0.00808929j 7.71283e-17+0.0070128j -9.60231e-18+0.00591219j 5.4068e-17+0.00305003j -1.11359e-16-0.00356787j 4.64888e-17+0.000487535j -6.63042e-17-0.00740975j 4.57721e-17+0.00884128j -2.7407e-16-0.00419884j -4.26706e-16-0.00886762j 9.00732e-17+0.000121828j -9.1241e-17+0.00418412j 2.33585e-18+0.00627235j 9.50167e-17+0.0103292j -5.8945e-17-0.0086747j 1.22407e-17+0.0017407j -7.04784e-17-0.0104005j -9.30111e-17-0.00633224j -8.45316e-17-0.000463342j 7.42925e-17+0.000321702j -7.38665e-17-0.00961132j 7.85709e-17+0.00368272j -9.27613e-17-0.00504104j -8.67598e-17+0.00747388j 4.64104e-17+0.00170868j 1.15996e-17-0.00180171j 1.07232e-17+0.00542169j 1.44716e-17-0.00229642j -2.86363e-17+0.00791782j -9.29209e-17-0.00843247j 4.78235e-17+0.00797613j -3.34e-17-0.00408541j -4.36784e-17-0.00117628j 1.69074e-16+0.00983178j 5.8273e-17+0.00151862j -8.90627e-16-0.00197823j 3.8539e-15+0.00917006j 
3.86473e-16+0.000577119j 1.226e-17+0.00415268j -1.13511e-17+0.000775385j 1.49177e-16-0.00868799j -8.35923e-17+0.00184622j -5.44421e-17+0.000131929j 5.76387e-17-0.0022848j -1.70463e-16+0.00771795j -6.079e-17-0.000681757j 4.12055e-18-0.000517992j 4.01418e-17-0.00200902j -2.97545e-17+0.000117024j 7.48034e-17-0.00248937j -9.64496e-17+0.000230712j 5.06266e-17-0.00352099j 1.20552e-16-0.00181668j 5.3659e-16-0.00855473j -1.2571e-16+0.00299175j -2.05427e-17+0.000732871j -7.45949e-17+0.000337546j 2.15948e-16-0.0060615j 2.94115e-17-0.00349704j 1.01465e-16-0.00512154j -1.07162e-16+0.00555885j 1.85654e-17-0.0037685j -1.64952e-16+0.00404912j 1.32935e-16-0.00278287j 6.77083e-17+0.00350823j 7.4111e-17+0.00727844j 2.0542e-17-0.00457138j 2.18419e-16-0.00549463j 1.58012e-16-0.00182796j 1.51991e-16-0.00591018j -1.38935e-16+0.00453562j -1.04316e-16-6.34077e-05j -1.81697e-16+0.00821947j -1.96281e-17-0.00104426j 4.60856e-17+0.00109341j 1.19671e-16-0.00248576j -2.36853e-16+0.00543615j 7.12399e-18-0.00477375j -8.32721e-17+0.00348262j 3.76628e-17+0.00127971j 4.05089e-17-0.0028274j -8.35775e-18-0.000720945j 7.06523e-17-0.00245834j 1.36881e-19+9.84187e-05j 6.31982e-17+0.000468076j -2.03168e-16+0.00680565j 6.91071e-17-0.00330109j 2.53776e-18+0.00235388j -2.93096e-17+0.00282596j 1.75811e-16-0.00804429j -1.69628e-17-0.00179022j 2.33467e-16+0.00314239j -1.45399e-15-0.00305878j 
2.0824e-15+0.0084683j 4.36504e-16-0.00627639j -4.07512e-17+0.00161635j 7.24789e-17+0.00752648j -1.80847e-17-1.42438e-06j 1.56256e-17+0.00592736j 2.05994e-17-0.00299729j -2.53264e-17-0.00748599j -3.07921e-17-0.00095488j 1.09044e-17+0.00303738j 1.1398e-17-0.00094317j -1.56665e-17-0.000141517j 1.77059e-17+0.00174064j -2.21723e-17-0.00232271j 9.53419e-17+0.00160516j 7.26349e-18-0.00439j -5.93335e-16+0.0117723j 8.89428e-17-0.00467562j -5.14566e-17+0.000559052j -1.5939e-17-0.00245927j 2.45168e-17-0.00126335j -1.16234e-16+0.0122861j 2.06921e-17+0.00314045j -4.83876e-17-0.00144929j -7.2118e-18+0.00562377j -5.39574e-17-0.000215691j 6.91955e-17+0.000174809j -9.85413e-17-0.00245141j -2.20216e-16-0.00504694j -3.77384e-18+0.00500698j -1.08116e-16+0.00643184j -1.31267e-18-0.00171325j 1.62124e-17+0.00644066j -3.25772e-17-0.00360365j 4.22603e-17+0.00980512j 1.4247e-17-0.0112538j -5.68079e-17-0.00152972j 9.03998e-18-0.00202229j 8.60298e-17-0.000892615j -1.20199e-16+0.00204848j 6.21095e-17+0.00882731j 4.40263e-17-0.00302428j 1.7846e-17+0.00128058j 1.97239e-17+0.0018837j -1.02001e-17+0.000487349j -9.94895e-18+0.00407084j 3.15966e-18-0.00274394j 2.33743e-17+0.00110919j -4.60745e-17-0.00257447j 2.53454e-17+0.0068465j -5.74628e-19-0.00764022j -5.07164e-18-0.00323135j 7.88005e-17+0.00406132j 2.00634e-17+0.00340113j -9.53715e-16+0.00121911j 4.27217e-15+0.0109734j 
-2.03606e-15-0.00743993j -5.57578e-16+0.00397623j -1.12449e-16-0.00459928j 3.15335e-16-0.0042294j -1.91938e-16-0.00521593j -1.89052e-16-0.00870928j 8.8313e-17+0.00179498j -2.63577e-16+0.00532386j -2.05662e-16-0.00998685j 1.70438e-17-0.00147314j 7.9719e-17+0.000282268j -1.17178e-16-0.0039241j 1.57805e-16+0.00192278j -2.76723e-16-0.00931284j 1.48781e-17+0.000120753j 4.15042e-16+0.0127357j 9.05803e-16-0.0159863j -2.58228e-16+0.00116571j -7.18568e-17-0.00300358j -1.95423e-16-0.00720366j 4.10451e-16+0.00790679j 6.74466e-17-0.0154098j 8.11395e-17-0.00482409j -1.71423e-16+0.00144825j -6.6326e-17-0.0118718j -3.06398e-16-0.00738969j 2.86965e-16+0.0104721j -2.10779e-16+0.000766487j -2.587e-16+0.00129543j -1.3753e-17-0.0119199j 1.34963e-16-0.0091891j 3.39631e-16+0.0107388j 3.2848e-16-0.000594085j -2.68308e-16-0.00296265j -3.09705e-16-0.014607j -2.304e-16+0.010581j -2.26017e-16-0.00729304j -5.8935e-17+0.00365809j 4.90459e-17+0.000188863j -3.61986e-16-0.0135068j -1.35163e-16-0.0135592j -3.20835e-16+0.000523778j 9.09137e-17+0.00955743j 4.01749e-17-0.00288845j -4.80781e-17-0.00399537j 1.32103e-16-0.00103968j 8.94532e-18+0.00152184j 1.93259e-16+0.00990164j -3.32242e-16-0.0027303j 1.28864e-16-0.00279136j 3.23879e-17+0.00912154j -4.94772e-18+0.00600829j 3.6054e-16+0.00125627j -1.55421e-17-0.00504347j 4.8639e-16-0.00267723j -2.92887e-15-0.00807165j 
6.97396e-16-0.00272386j 2.03545e-15-0.00277079j 2.01928e-15-0.00307656j -5.18763e-15+0.00675551j 3.31847e-15-0.00482466j 2.43714e-15-0.00388435j -1.54053e-15+0.00217199j 4.16859e-15-0.00524548j 3.92826e-15-0.00599442j -3.4246e-16+0.000380482j -1.15991e-15+0.00158181j 1.7162e-15-0.0026091j -2.7128e-15+0.00378933j 4.49707e-15-0.00672572j -2.6146e-15+0.00347633j -5.44181e-15+0.00826827j -1.16901e-15+0.000466366j 2.35819e-15-0.00311021j 1.57254e-15-0.0023413j 3.73301e-15-0.00552626j -6.80936e-15+0.00967081j 1.68764e-15-0.00324193j -1.87371e-15+0.00214099j 3.1581e-15-0.00414363j 1.40305e-15-0.00270908j 5.65729e-15-0.00809288j -6.14219e-15+0.00896542j 2.18881e-15-0.00315108j 4.82109e-15-0.00671184j 1.08377e-15-0.00224736j -1.06338e-15+0.000653067j -5.25761e-15+0.00779226j -4.76179e-15+0.00641381j 4.82029e-15-0.00668837j 3.95794e-15-0.00631648j 3.1035e-15-0.00344038j 2.6258e-15-0.0041617j -5.03967e-16+0.000807846j -1.49491e-15+0.0019353j 8.64506e-15-0.0124485j 7.85331e-16-0.00200908j 2.4966e-15-0.00344772j -3.49681e-15+0.00531912j -9.58588e-16+0.00108338j 1.11187e-15-0.00177355j -1.95717e-15+0.00257017j 1.18845e-17+8.48334e-05j -4.07151e-15+0.00616353j 5.93676e-15-0.00813912j -2.33028e-15+0.00297073j -7.32673e-16+0.00157617j -6.0007e-17+0.000493517j -6.35899e-15+0.00867315j 2.95003e-16-0.000701183j 2.68604e-15-0.00395566j -2.53278e-16+0.000634073j 
-3.03948e-15-0.0104234j -6.70557e-16+0.000562246j -2.59578e-17-0.00358286j 5.73821e-17+0.00499278j 9.3843e-19-0.00374575j -3.39047e-17-0.00754262j 5.25634e-18+0.00665541j -1.75649e-17-0.00337096j 3.34138e-17+7.5587e-05j -3.45183e-18-0.00242672j 1.8829e-17+0.00397785j 4.60497e-18-0.000773375j 6.68489e-18+0.00241808j 3.5976e-17+0.000150896j -3.41296e-17+0.00376007j 4.72371e-17+0.0093425j 1.39604e-16-0.00150069j -4.94313e-17+0.000235571j 1.839e-17-0.00220106j 2.38811e-17+0.000516808j 8.64657e-18+0.011796j 1.03125e-16-0.00948011j -2.78171e-18+0.00375711j -1.86623e-17-0.00667573j 2.10703e-17-0.00198686j 3.93331e-17-0.0072525j -3.33922e-17+0.00596791j -1.70599e-16-0.00275896j -2.07844e-16-0.00581666j 5.33281e-17-0.000195974j -6.04342e-17+0.000326912j -2.74321e-17+0.0064049j 3.4064e-17+0.00255023j -6.04469e-19-0.00388783j -4.10851e-17-0.0120918j -1.47328e-17+0.000492735j 2.56504e-17+0.00167797j -1.03375e-16+0.000993029j -1.61421e-16+0.00462723j 1.06292e-16-0.0126621j -1.50191e-17-0.00388248j -1.03228e-16-0.00221357j -3.25669e-17-0.00136752j 1.1309e-17+0.0018874j 1.07425e-17-0.000135229j 1.33021e-17-0.000429528j 4.29064e-18+0.0027827j -2.48915e-17+8.04265e-05j 1.59732e-17-0.00824413j 7.40038e-19-0.00216854j -2.12018e-17+0.00553998j -1.35002e-17-2.13116e-06j 3.43418e-17+0.00839398j 3.38895e-17-0.00153576j 5.25963e-16-0.00639322j -2.42503e-15-0.00749935j 
1.47465e-15+0.00587572j 3.48484e-16-0.00433694j -4.68449e-18-0.000929727j -4.76715e-17+0.00469545j 3.47269e-17-0.00318809j 2.57254e-17+0.00161503j -1.94939e-17-0.0031557j 6.65995e-17-0.00411294j 1.46591e-17-0.00833096j 5.31087e-18+0.0027661j -1.38381e-17-0.00149538j -9.41173e-18-0.00288114j -3.24726e-17+0.00298768j 1.00148e-17-0.00940814j -4.33521e-17+0.00131632j -1.48684e-17+0.00276335j -1.64322e-16+0.00202716j 6.98076e-17-0.00450317j -2.10862e-17-0.00119301j 3.67178e-17-0.00809317j -9.58988e-17+0.00242865j -2.84394e-17+0.00428944j -5.79666e-17-0.000521541j 4.10947e-17+0.000458074j -1.1072e-17-0.00189874j 4.87785e-17-0.00445193j -6.13929e-17+0.00684142j -8.15567e-17-0.00179296j -7.46464e-17-0.00387446j -7.3757e-19-0.00291709j -1.08033e-16+0.00059676j -5.06251e-17+0.00482117j -5.1107e-17+0.00648166j 6.32293e-17-0.00562462j 5.35843e-17+0.00246585j 7.73707e-17-0.00519458j -9.79991e-17-0.00728567j -3.0944e-17+0.000196161j 5.86219e-17-0.00160825j 9.47676e-17-0.0054567j -1.39633e-17+0.000816927j 1.72204e-19-0.0027056j -8.1094e-17+0.00859398j -2.44499e-17-0.000251244j 5.66111e-18-0.00231938j -3.98579e-17+0.00393823j 7.55204e-18-0.0024538j -4.21137e-17+0.00841984j 7.91826e-17-0.00359895j -2.49311e-17+0.00609661j -1.34576e-19-0.00294531j 1.09857e-17+0.000682723j -6.40464e-17+0.00419619j 8.4605e-18+0.000452062j -6.3388e-16+0.000455578j 3.05281e-15+0.00780123j 
-1.27856e-15-0.00423984j -2.75098e-16-0.000629038j 5.79447e-18-0.000849766j 5.87756e-18+0.00392882j 3.44659e-17-0.000730613j 2.09295e-17-0.00212709j -1.60111e-18+0.00347748j 1.06541e-17-0.00328596j 7.2524e-17+0.00287912j -5.20071e-18-0.00108714j 4.75054e-18+0.00227931j 3.07241e-17+0.000653983j -1.93177e-17+0.000833786j 8.75747e-17+0.0027685j 1.13395e-18+0.00213201j -5.96265e-17+0.00201123j -1.10207e-16+0.00331798j 1.98097e-17-7.06446e-05j 2.30075e-17-0.000460858j 5.90067e-17+0.00239319j -5.37836e-17+0.00473051j 5.25934e-17-0.00154068j 9.60435e-18+0.00348268j -3.67495e-18-0.00428879j 4.66478e-17+0.00203144j 7.02241e-17-0.00217164j -6.81985e-17+0.000551292j -6.48263e-17-0.00177254j -9.89472e-17-0.0036499j 5.71221e-17+0.0031118j -3.86724e-17+0.00261391j -8.46619e-17+0.00078083j -2.77933e-17+0.00149987j 3.72822e-17-0.00135632j 4.41632e-17-0.00323622j 4.62346e-18-0.00240168j 8.03907e-17+0.00307618j -4.84848e-17-0.000395068j -9.06459e-17+0.00268544j 1.08514e-16-0.00368292j 4.85633e-17+0.00131208j 2.08328e-18-0.00136954j -4.46933e-17-0.00352485j 1.36474e-17+0.00187261j 2.11962e-17+0.00103256j -1.15155e-17-6.32502e-05j 1.35237e-18+0.00127489j -6.22717e-17-0.0027675j 4.74221e-17-0.00400476j -1.46703e-17-0.000661703j -2.85159e-17+0.000879322j -2.14316e-17-0.00160972j -1.87982e-17+0.00446963j 3.16309e-17+0.000431258j 1.67948e-16-0.00303001j -6.9479e-16-0.00240971j 
4.91439e-15+0.0182703j 1.05571e-15-0.00742211j 6.64928e-18+0.00356203j 3.34364e-17+0.00375199j 2.74445e-17+0.00119757j 7.939e-17+0.0114354j 2.25627e-17-0.00966927j -2.27179e-17-0.00474302j 3.88421e-17-0.00592201j 1.09006e-17+0.0058467j 4.38363e-18-0.00496318j 5.86106e-18-0.00123917j -1.47184e-17+0.000980741j 3.4636e-17-0.0075819j 8.77253e-17-0.00130092j -8.93933e-17-0.00919406j -5.04257e-16+0.0104791j 1.37754e-16-0.00616921j -5.30124e-17+0.00150673j 5.14541e-17-0.00716287j -4.28468e-17-0.00938926j -1.1872e-16+0.0190451j 4.04911e-17-0.00141441j -4.21807e-17+0.00500263j 5.20278e-17+0.00429434j -2.44741e-17+0.00325235j -1.01033e-17-0.000688983j 5.45128e-18-0.000421138j -6.29377e-17-0.000865229j 4.43172e-17+0.00171439j -1.44041e-17+0.00442772j -5.55385e-17-0.00359798j -2.99153e-17+0.00622119j 1.80887e-17-0.002633j 1.40363e-16+0.0184592j -1.02441e-17-0.0112528j -5.42385e-17-0.00702135j 5.19211e-17-0.00208633j 2.58313e-16-0.00555348j -8.14234e-17+0.00876142j 1.29834e-16+0.00976856j 1.00329e-16-0.00184332j -9.41682e-17+0.00740765j 2.23857e-17-0.000497598j 1.8138e-17-0.00100806j -3.71631e-17+0.00557358j 7.66211e-18-0.00575709j -6.66826e-17+0.00594856j -2.28703e-17+0.00304271j 1.02264e-17+0.0102772j -2.15022e-17-0.0117143j -3.24405e-17-0.00174775j 2.40452e-17-0.00179503j 2.05919e-17+0.00388371j -1.50468e-15+0.00655781j 6.87593e-15+0.0186698j 
-4.25031e-16-0.00300637j -1.15402e-16+0.00743516j 4.97182e-17+0.00318255j -9.29043e-18-0.0124146j -2.3699e-17+0.00676552j -8.64907e-19+0.00123339j 1.45132e-17+0.000258899j -6.43274e-17+0.0104789j -1.33132e-18+0.0108362j -9.94861e-18-0.0028687j 1.07136e-18-0.000658589j 2.5659e-17+0.00426018j 2.14351e-17-0.00619766j -5.46529e-20+0.0126579j 4.13558e-17-0.0050135j -4.49993e-17-0.00866128j 3.5341e-16-0.00589918j -8.06434e-17+0.00728114j 3.97129e-17+0.00290463j -3.29954e-17+0.0107798j 8.77364e-17-0.0112065j 2.45973e-17-0.00312704j 7.63485e-17-0.00326596j -2.2908e-17+0.0048403j 2.46596e-17+0.00173364j -5.01093e-17+0.0110041j 4.70777e-17-0.0130716j 2.66391e-16+0.00520378j 3.33169e-16+0.0110447j -1.16866e-17+0.00194576j 2.36134e-16-0.00341457j 5.83221e-17-0.0101259j 2.44176e-17-0.0124806j -5.31951e-17+0.0113056j -3.18646e-17+0.00201907j -1.02423e-16+0.0104441j 1.50235e-16+0.00856129j 1.0458e-16-0.000211603j 1.32634e-17-0.00100903j -1.19878e-16+0.0153712j 2.73283e-17-0.00152161j 6.20142e-17+0.00617503j 8.9971e-17-0.0103481j 2.04386e-17-0.0017695j -7.23928e-19+0.00284736j 4.00935e-17-0.00619767j -1.28093e-17+0.00210353j 3.26079e-17-0.0111205j -8.36809e-17+0.0115378j 1.68385e-17-0.00870164j 4.56037e-18+0.00255525j -1.34388e-17+0.000355022j 1.70695e-17-0.012962j -3.49979e-17-0.000730751j 7.80637e-16+0.00363259j -3.6952e-15-0.00851845j 
5.31579e-16+0.00238424j 7.80144e-17-0.00191856j -8.25385e-17+0.000139813j 1.24013e-16+0.00235321j -1.12591e-16-0.000517577j -8.50474e-17+0.00132134j 3.06951e-17-0.000927584j -7.89564e-17-0.00222993j -1.77943e-16-0.00134312j 1.5368e-17+0.000973594j 2.13655e-17-0.000320247j -7.53713e-17-0.000441491j 8.2047e-17+0.000831928j -1.90635e-16-0.00178033j 7.66094e-17+0.00060292j 1.98457e-16-0.000355442j -1.9327e-16+0.00275218j -3.83247e-17-0.0016075j -6.8881e-17-9.17029e-05j -1.52162e-16-0.00162139j 1.92344e-16+0.000317175j -1.22218e-16+0.00300011j 9.80934e-18+0.000677964j -6.49402e-17-0.000389266j -1.02547e-16+0.000894642j -1.85036e-16-0.0008117j 2.23665e-16+0.00110278j -9.2027e-17-0.000826909j -1.8289e-16-0.00173046j -9.68018e-17+0.000662262j -6.25707e-17+0.00145832j 1.83354e-16+0.000433348j 1.27799e-16+0.00231425j -1.43858e-16-0.00162148j -1.35274e-16+0.00216587j -2.32357e-17-0.0030974j -1.5384e-16-0.00128788j 2.41253e-17-0.000382397j 4.82177e-17-0.000310994j -2.91338e-16-0.000583475j -7.24246e-17+0.00190812j -5.88189e-17-0.00106221j 1.54509e-16+0.00142074j 6.14387e-18+0.000407226j -5.62028e-17-0.000216909j 4.76942e-17+0.00139715j -1.43902e-18-0.000860676j 1.75594e-16+0.0013915j -1.58111e-16-0.00121839j 6.59412e-17+0.00224653j 4.8734e-17-0.00191135j 3.51771e-17-0.00059456j 1.73669e-16+0.00162004j -2.34677e-17+0.000753146j -3.51914e-16+0.000184646j 1.28797e-15+0.0032443j 
1.29478e-15+0.00508546j 1.30717e-16-0.00235955j 9.40192e-19+0.0012055j 3.7286e-16+0.00169553j -9.88423e-18+0.000614178j 4.72114e-17+0.00351244j 1.37226e-16-0.00242457j -3.35737e-16-0.00197877j 1.94335e-16-0.000650804j 2.12946e-18+0.00159122j 1.08157e-16-0.00115267j 5.36948e-17-5.18891e-06j 6.33637e-17+0.000216459j 1.64531e-16-0.0011608j 1.78096e-16-0.000156467j -5.13027e-17-0.0031886j 2.43218e-16+0.00427954j -4.28479e-17-0.00177044j -1.78574e-17+0.00057276j 1.33038e-16-0.00122772j 1.8969e-16-0.00264638j 1.51101e-16+0.00610617j 2.78104e-16+0.000283231j -2.7886e-16+0.000849624j 2.72472e-16+0.00218437j -9.66843e-17+0.00118441j -1.03473e-17-0.000853803j -1.43116e-16-0.000339532j -3.2316e-16-0.000679181j 3.17716e-16+0.00158844j 2.77856e-16+0.00209302j -5.31786e-17-0.00164369j 1.8373e-16+0.00188402j -1.1912e-16-0.000646616j 9.78827e-17+0.00572666j -3.68424e-16-0.00403053j 1.66615e-16-0.00111671j -5.57889e-17-0.000858919j 1.94887e-16-0.00126794j -1.36544e-16+0.00296131j 3.2434e-16+0.00372434j -9.10936e-17-0.000671865j -2.28843e-16+0.00102307j 1.55158e-16+0.000244272j 8.59824e-17+9.95038e-05j 5.96642e-17+0.00158625j 1.74366e-17-0.0015519j -1.90407e-16+0.000674732j -2.57263e-16+0.000629338j 9.66884e-17+0.00293208j -1.28488e-16-0.00373792j -1.78001e-16-0.00104578j 3.17502e-16-0.000142514j 1.1111e-16+0.00144807j -5.73637e-16+0.00167949j 2.10501e-15+0.00541543j 
-1.96034e-15-0.00639707j -5.72593e-16-0.000391265j -9.28423e-18-0.00108552j 3.80415e-16+0.00483489j -2.28912e-18-0.000697716j 2.35842e-17-0.00310198j 1.29418e-16+0.00505355j -3.22758e-16-0.00401484j 2.24058e-16+0.00470037j -5.27841e-18-0.0017658j 1.13245e-16+0.00324908j 7.12258e-17+0.00115881j 6.10658e-17+0.000839651j 2.10877e-16+0.00466337j 1.55461e-16+0.00276244j -4.69172e-17+0.00252245j 2.81911e-16+0.00421019j -8.10788e-17+0.000368156j 1.67497e-17-0.000521602j 1.48436e-16+0.00403194j 1.77679e-16+0.00622235j 2.30915e-16-0.00261504j 2.69724e-16+0.0047557j -2.72446e-16-0.00586305j 2.80405e-16+0.00288498j -4.06735e-17-0.00253863j -4.17745e-17+0.000112596j -2.27488e-16-0.00222083j -4.30247e-16-0.00455603j 3.39945e-16+0.00445542j 2.26343e-16+0.0034376j -9.12065e-17+0.0006311j 1.83583e-16+0.00137509j -1.08313e-16-0.00128725j 6.60774e-17-0.00472797j -3.56855e-16-0.00267438j 2.47333e-16+0.00487696j -1.23088e-16-0.000535874j -7.61781e-19+0.0038116j -3.46594e-17-0.00452349j 3.08421e-16+0.00162258j -1.35641e-16-0.00158215j -2.08989e-16-0.00560648j 1.59617e-16+0.00255248j 9.07013e-17+0.00161548j 6.89092e-17-0.000491891j 1.52278e-17+0.00198933j -1.9822e-16-0.00455829j -2.19333e-16-0.00508863j 8.62847e-17-0.00153382j -1.40379e-16+0.00154485j -1.79367e-16-0.00222171j 3.11568e-16+0.005651j 1.31294e-16+0.000511359j 1.52965e-16-0.00417646j -1.18198e-15-0.00411075j 
