0.000674558-0j -0.00506801-0j 0.00559876-0j -1.25001e-05-0j 2.08288e-09-0j 0.0234298-0j 0.00200726-0j -1.35447e-06-0j 8.98058e-11-0j 0.000155159-0j -5.17082e-08-0j -6.43589e-10-0j -0.0601849-0j 0.000232739-0j -5.48448e-08-0j 1.45601e-05-0j -1.67209e-09-0j 4.16885e-07-0j -0.0167137-0j 1.59498e-05-0j -1.2952e-09-0j 6.08899e-07-0j 1.3923e-08-0j -0.00204277-0j 6.8077e-07-0j 1.46761e-08-0j -0.000144906-0j 1.66411e-08-0j -6.33762e-06-0j 0.00175331-0j 0.0065206-0j -1.18311e-06-0j 7.84443e-11-0j -9.41681e-05-0j 0.000191668-0j -1.78301e-05-0j -6.3875e-08-0j -9.73702e-10-0j -5.67748e-05-0j 8.99302e-06-0j -1.03277e-09-0j 3.43064e-09-0j -0.0542948-0j 4.49318e-08-0j 0.000209962-0j 0.00116888-0j -4.94774e-08-0j -2.30763e-12-0j 1.31351e-05-0j -1.50845e-09-0j -1.11545e-06-0j 5.31866e-07-0j 8.88153e-09-0j 9.05796e-11-0j -0.015389-0j -0.00190384-0j 1.46855e-05-0j -1.19254e-09-0j -2.45855e-08-0j 5.60636e-07-0j 1.28194e-08-0j -0.00417367-0j -0.00190753-0j 0.0204657-0j 6.35701e-07-0j 1.37045e-08-0j 0.000638668-0j -0.000136715-0j 1.57005e-08-0j 
-0.000555444-0j -0.235513-0j -0.0290659-0j 3.11947e-05-0j -4.14566e-09-0j -0.00456628-0j -0.00250852-0j 1.68321e-06-0j -1.1157e-10-0j 1.12018e-06-0j 2.55619e-08-0j -2.3131e-12-0j -0.00135782-0j -0.000192484-0j 5.44618e-08-0j 7.86314e-08-0j 6.88434e-10-0j 1.79901e-09-0j -0.000182336-0j -9.8674e-06-0j 1.07117e-09-0j 2.62763e-09-0j 5.004e-11-0j -1.47479e-05-0j -3.36539e-07-0j 5.27468e-11-0j -7.82561e-07-0j -6.85148e-09-0j -2.73492e-08-0j -3.72788e-05-0j -0.000286712-0j 2.50139e-08-0j -1.65803e-12-0j 6.04153e-06-0j 2.35422e-08-0j 5.03952e-07-0j 5.3722e-10-0j -5.95386e-14-0j 9.96526e-07-0j 8.26275e-10-0j 7.23421e-12-0j -8.70638e-11-0j -2.08401e-05-0j -1.90407e-09-0j -2.95429e-06-0j 2.16947e-07-0j 8.35891e-10-0j 8.13855e-14-0j 1.20685e-09-0j 1.05662e-11-0j 1.17404e-08-0j 3.90488e-11-0j 5.43076e-13-0j -1.2745e-12-0j -2.85625e-06-0j -0.00145261-0j -1.5457e-07-0j 1.67796e-11-0j -1.80503e-12-0j 4.1161e-11-0j 7.83862e-13-0j 2.88049e-05-0j -2.34298e-07-0j -6.78588e-05-0j -5.34656e-09-0j 8.37984e-13-0j 0.000765327-0j -1.25613e-08-0j -1.09977e-10-0j 
1.09849e-11-0j 1.00873e-07-0j 0.000271067-0j 0.127032-0j 0.0197243-0j 3.41876e-09-0j 1.38515e-05-0j 0.00682163-0j 0.000527321-0j 1.74834e-07-0j -4.63051e-06-0j 4.19015e-10-0j -3.66867e-08-0j -9.06515e-05-0j 0.00112852-0j -9.23251e-07-0j -3.76304e-07-0j -1.08001e-07-0j 3.33664e-07-0j 0.000349597-0j 6.69762e-05-0j -1.57746e-07-0j -9.06467e-09-0j -2.3018e-06-0j 6.09635e-05-0j -9.555e-09-0j 9.18844e-06-0j 3.74507e-06-0j 1.64187e-06-0j 1.20991e-05-0j -1.37393e-06-0j 0.00595861-0j 0.000460608-0j -0.0169546-0j 2.15972e-07-0j -0.00159576-0j -5.72006e-06-0j 6.33938e-10-0j -5.76448e-13-0j -5.70245e-07-0j -2.32424e-07-0j 0.00801561-0j -3.30963e-08-0j 0.104144-0j -8.17799e-05-0j -2.33348e-08-0j 0.00101808-0j -0.000137893-0j -8.32897e-07-0j -3.39476e-07-0j -2.44491e-05-0j -1.37789e-07-0j -5.7824e-09-0j -4.68398e-06-0j 3.07216e-07-0j -2.20645e-05-0j 0.000321887-0j 6.16674e-05-0j 6.36929e-09-0j -1.45242e-07-0j -8.34618e-09-0j -2.40323e-10-0j -2.14941e-06-0j 2.98624e-09-0j 5.69275e-05-0j -8.92244e-09-0j -6.31497e-09-0j 8.66906e-06-0j 3.53338e-06-0j 
-1.35696e-11-0j -1.24608e-07-0j -0.000334848-0j -0.156922-0j -0.0243654-0j -4.22318e-09-0j -1.71107e-05-0j -0.00842675-0j -0.000651398-0j -2.15972e-07-0j 5.72006e-06-0j -5.17608e-10-0j 4.5319e-08-0j 0.000111982-0j -0.00139406-0j 1.14049e-06-0j 4.64847e-07-0j 1.33413e-07-0j -4.12174e-07-0j -0.000431857-0j -8.27355e-05-0j 1.94863e-07-0j 1.11976e-08-0j 2.84341e-06-0j -7.53081e-05-0j 1.18033e-08-0j -1.13505e-05-0j -4.62628e-06-0j -2.0282e-06-0j -2.54279e-07-0j 2.88752e-08-0j -0.000125229-0j -9.68033e-06-0j 0.000356326-0j -4.53897e-09-0j 3.35371e-05-0j 1.20215e-07-0j -1.33231e-11-0j 1.21149e-14-0j 1.19845e-08-0j 4.88471e-09-0j -0.000168459-0j 6.95566e-10-0j -0.00218874-0j 1.71872e-06-0j 4.90413e-10-0j -2.13964e-05-0j 2.89803e-06-0j 1.75045e-08-0j 7.13458e-09-0j 5.13832e-07-0j 2.89583e-09-0j 1.21525e-10-0j 9.84404e-08-0j -6.45659e-09-0j 4.63716e-07-0j -6.76491e-06-0j -1.29603e-06-0j -1.3386e-10-0j 3.05247e-09-0j 1.75407e-10-0j 5.05074e-12-0j 4.5173e-08-0j -6.27601e-11-0j -1.19641e-06-0j 1.87518e-10-0j 1.32718e-10-0j -1.82193e-07-0j -7.4259e-08-0j 
-6.02233e-08-0j 1.14101e-06-0j -7.97387e-06-0j 1.06804e-05-0j -1.10379e-08-0j -1.06783e-05-0j 6.2052e-05-0j 3.56593e-06-0j -7.95024e-10-0j -0.000132572-0j 2.74018e-07-0j 5.6975e-09-0j 8.57165e-05-0j -0.000198858-0j 2.9064e-07-0j -3.83326e-05-0j 1.48025e-08-0j -2.20921e-06-0j 0.148748-0j 0.0120888-0j -3.30093e-06-0j 0.000928946-0j 3.5484e-05-0j 0.00174539-0j -3.60762e-06-0j -1.29923e-07-0j 0.000381496-0j -1.47319e-07-0j 3.35851e-05-0j 5.42017e-05-0j -9.28677e-06-0j 3.1148e-06-0j -6.94444e-10-0j -2.9111e-06-0j -0.000163766-0j 1.52345e-05-0j 3.38494e-07-0j 8.61989e-09-0j 3.6134e-09-0j -2.36761e-05-0j 9.14278e-09-0j -1.81801e-08-0j -0.0222618-0j -1.18293e-07-0j 0.0516463-0j 3.61345e-05-0j -7.54835e-05-0j 2.04287e-11-0j 0.00995553-0j -3.84443e-06-0j 2.93666e-06-0j 0.000811423-0j 4.53495e-05-0j -8.01875e-10-0j -0.000475732-0j 8.67689e-07-0j -3.86629e-05-0j 1.05572e-08-0j 1.30287e-07-0j -2.97099e-06-0j -1.13486e-07-0j 9.39662e-07-0j 0.00162984-0j -9.32737e-06-0j -3.36879e-06-0j -1.21322e-07-0j -8.5796e-08-0j 0.000359932-0j -1.38992e-07-0j 
7.43937e-08-0j -1.40949e-06-0j 9.85011e-06-0j -1.31935e-05-0j 1.3635e-08-0j 1.31909e-05-0j -7.66528e-05-0j -4.40499e-06-0j 9.82092e-10-0j 0.000163766-0j -3.38494e-07-0j -7.03811e-09-0j -0.000105885-0j 0.000245649-0j -3.59027e-07-0j 4.73522e-05-0j -1.82856e-08-0j 2.72903e-06-0j -0.183748-0j -0.0149333-0j 4.07764e-06-0j -0.00114753-0j -4.38333e-05-0j -0.00215608-0j 4.45648e-06-0j 1.60494e-07-0j -0.000471262-0j 1.81983e-07-0j -4.14876e-05-0j -1.13913e-06-0j 1.95175e-07-0j -6.54619e-08-0j 1.45947e-11-0j 6.11808e-08-0j 3.44177e-06-0j -3.20175e-07-0j -7.11394e-09-0j -1.81159e-10-0j -7.59407e-11-0j 4.97587e-07-0j -1.92148e-10-0j 3.8208e-10-0j 0.000467864-0j 2.48609e-09-0j -0.00108542-0j -7.59417e-07-0j 1.58639e-06-0j -4.29339e-13-0j -0.00020923-0j 8.07962e-08-0j -6.17181e-08-0j -1.70532e-05-0j -9.53083e-07-0j 1.68525e-11-0j 9.99819e-06-0j -1.82357e-08-0j 8.12556e-07-0j -2.21874e-10-0j -2.73816e-09-0j 6.24396e-08-0j 2.38507e-09-0j -1.97483e-08-0j -3.42535e-05-0j 1.96028e-07-0j 7.07998e-08-0j 2.54975e-09-0j 1.80312e-09-0j -7.56448e-06-0j 2.92111e-09-0j 
-4.33213e-08-0j 8.20783e-07-0j -5.73596e-06-0j 7.68289e-06-0j -7.94003e-09-0j -7.68139e-06-0j 4.46368e-05-0j 2.56514e-06-0j -5.71897e-10-0j -9.53651e-05-0j 1.97114e-07-0j 4.09847e-09-0j 6.16598e-05-0j -0.000143048-0j 2.09071e-07-0j -2.75744e-05-0j 1.06481e-08-0j -1.58918e-06-0j 0.107001-0j 0.00869604-0j -2.37451e-06-0j 0.000668233-0j 2.55252e-05-0j 0.00125554-0j -2.59512e-06-0j -9.34595e-08-0j 0.000274428-0j -1.05973e-07-0j 2.41593e-05-0j -7.59894e-05-0j 1.30198e-05-0j -4.36687e-06-0j 9.73593e-10-0j 4.08129e-06-0j 0.000229596-0j -2.13584e-05-0j -4.74561e-07-0j -1.20849e-08-0j -5.0659e-09-0j 3.31933e-05-0j -1.28179e-08-0j 2.5488e-08-0j 0.0312105-0j 1.65844e-07-0j -0.0724068-0j -5.06596e-05-0j 0.000105826-0j -2.86406e-11-0j -0.0139574-0j 5.3898e-06-0j -4.11712e-06-0j -0.00113759-0j -6.35788e-05-0j 1.12421e-09-0j 0.000666965-0j -1.21648e-06-0j 5.42045e-05-0j -1.48009e-08-0j -1.82658e-07-0j 4.16525e-06-0j 1.59105e-07-0j -1.31738e-06-0j -0.002285-0j 1.30767e-05-0j 4.72295e-06-0j 1.7009e-07-0j 1.20284e-07-0j -0.000504616-0j 1.94863e-07-0j 
-7.23259e-09-0j -1.56977e-05-0j 0.000220361-0j -0.000443378-0j 6.11398e-07-0j 0.000221004-0j 0.14712-0j 0.0169828-0j -5.68769e-06-0j 0.00550349-0j 0.00130311-0j -3.55125e-07-0j 1.02942e-05-0j 0.00273583-0j -8.03198e-06-0j 0.000793353-0j 3.50954e-05-0j -2.65317e-07-0j -6.2052e-05-0j 0.000577702-0j -3.16868e-07-0j 6.67827e-05-0j -1.48025e-08-0j 0.000209615-0j 4.96325e-05-0j 2.68896e-06-0j 4.58162e-05-0j 2.02677e-06-0j 4.03344e-06-0j -0.000745689-0j -0.0220181-0j -8.60788e-05-0j 2.88286e-08-0j 0.000120849-0j 0.00338939-0j 0.0725545-0j 0.000802538-0j -3.5784e-07-0j 4.33956e-10-0j -2.84341e-06-0j -1.25783e-07-0j -0.000130062-0j 9.28677e-06-0j 6.55236e-06-0j 0.00246808-0j -0.00150006-0j -7.24592e-06-0j -1.41507e-09-0j 0.000715711-0j 3.16608e-05-0j 0.0139655-0j -3.38494e-07-0j -9.44262e-09-0j -7.66003e-06-0j -5.71336e-05-0j -2.3979e-05-0j 0.000531912-0j -2.91752e-07-0j -8.12074e-06-0j 6.14893e-05-0j -1.36292e-08-0j -1.94478e-05-0j 0.000195738-0j -1.12018e-06-0j 4.63467e-05-0j 2.51094e-06-0j 1.18035e-06-0j 4.32265e-05-0j 1.9122e-06-0j 
8.9344e-09-0j 1.93913e-05-0j -0.000272212-0j 0.000547703-0j -7.55259e-07-0j -0.000273006-0j -0.181737-0j -0.0209788-0j 7.026e-06-0j -0.00679846-0j -0.00160973-0j 4.38685e-07-0j -1.27164e-05-0j -0.00337956-0j 9.92189e-06-0j -0.000980028-0j -4.33533e-05-0j 3.27746e-07-0j 7.66528e-05-0j -0.000713635-0j 3.91427e-07-0j -8.24965e-05-0j 1.82856e-08-0j -0.000258937-0j -6.13109e-05-0j -3.32167e-06-0j -5.65967e-05-0j -2.50366e-06-0j -4.9825e-06-0j 1.56717e-05-0j 0.000462741-0j 1.80907e-06-0j -6.05874e-10-0j -2.53981e-06-0j -7.12329e-05-0j -0.00152483-0j -1.68665e-05-0j 7.5205e-09-0j -9.12019e-12-0j 5.97583e-08-0j 2.64352e-09-0j 2.73344e-06-0j -1.95175e-07-0j -1.37707e-07-0j -5.18702e-05-0j 3.15258e-05-0j 1.52283e-07-0j 2.97398e-11-0j -1.50417e-05-0j -6.65397e-07-0j -0.000293505-0j 7.11394e-09-0j 1.9845e-10-0j 1.60986e-07-0j 1.20074e-06-0j 5.03952e-07-0j -1.11789e-05-0j 6.13158e-09-0j 1.70669e-07-0j -1.29228e-06-0j 2.86438e-10-0j 4.08722e-07-0j -4.11371e-06-0j 2.35422e-08-0j -9.74041e-07-0j -5.27711e-08-0j -2.48068e-08-0j -9.08465e-07-0j -4.01876e-08-0j 
-4.26468e-12-0j -1.73201e-08-0j 6.11488e-07-0j -7.63084e-06-0j 2.20823e-05-0j -2.12712e-09-0j -4.77545e-06-0j 6.28717e-05-0j 3.61809e-06-0j -2.74018e-07-0j -0.000136159-0j 7.50111e-08-0j 2.85658e-08-0j 4.70855e-05-0j -0.000290097-0j 2.93706e-06-0j -2.23251e-05-0j -9.58267e-06-0j 9.99296e-05-0j 0.106107-0j 0.0100004-0j 0.0040294-0j 0.000467168-0j 3.60762e-06-0j 0.00179261-0j -1.71052e-06-0j -2.92304e-05-0j 0.000222185-0j 0.000145679-0j -4.1713e-06-0j 3.54538e-07-0j 5.49177e-05-0j 3.16035e-06-0j 6.76015e-07-0j -3.38494e-07-0j -7.24592e-06-0j -0.000168197-0j 1.13486e-07-0j 1.98872e-13-0j 1.81407e-06-0j -1.37891e-05-0j 2.72586e-05-0j -7.41894e-06-0j -4.18036e-06-0j -0.0122288-0j 2.42752e-08-0j 0.0753424-0j -1.55128e-07-0j -0.000762797-0j 0.00579815-0j 2.57759e-05-0j 0.00351963-0j 0.000597053-0j 2.42932e-06-0j -3.19598e-07-0j -3.97732e-08-0j -0.000339356-0j -3.19835e-05-0j 5.65132e-07-0j -1.2887e-05-0j -1.49411e-06-0j 1.24513e-10-0j 3.36879e-06-0j -1.85801e-09-0j 0.00167394-0j -1.59728e-06-0j 9.28919e-10-0j -2.75782e-05-0j 0.000209626-0j 
5.26815e-12-0j 2.13955e-08-0j -7.55371e-07-0j 9.42636e-06-0j -2.72783e-05-0j 2.62763e-09-0j 5.8991e-06-0j -7.76653e-05-0j -4.46941e-06-0j 3.38494e-07-0j 0.000168197-0j -9.26611e-08-0j -3.52873e-08-0j -5.81646e-05-0j 0.000358357-0j -3.62815e-06-0j 2.75782e-05-0j 1.18375e-05-0j -0.000123443-0j -0.131074-0j -0.0123534-0j -0.00497751-0j -0.000577092-0j -4.45648e-06-0j -0.00221441-0j 2.113e-06-0j 3.61083e-05-0j -0.000274465-0j -0.000179957-0j 8.76657e-08-0j -7.45111e-09-0j -1.15417e-06-0j -6.64193e-08-0j -1.42074e-08-0j 7.11394e-09-0j 1.52283e-07-0j 3.53489e-06-0j -2.38507e-09-0j -4.17957e-15-0j -3.81253e-08-0j 2.89797e-07-0j -5.72877e-07-0j 1.5592e-07-0j 8.78562e-08-0j 0.000257005-0j -5.10179e-10-0j -0.00158343-0j 3.26024e-09-0j 1.60313e-05-0j -0.000121856-0j -5.41718e-07-0j -7.39701e-05-0j -1.25479e-05-0j -5.10556e-08-0j 6.71681e-09-0j 8.35891e-10-0j 7.13205e-06-0j 6.72179e-07-0j -1.1877e-08-0j 2.70838e-07-0j 3.14009e-08-0j -2.61682e-12-0j -7.07998e-08-0j 3.90488e-11-0j -3.51802e-05-0j 3.3569e-08-0j -1.95225e-11-0j 5.79594e-07-0j -4.40559e-06-0j 
-3.06778e-12-0j -1.24591e-08-0j 4.39871e-07-0j -5.48921e-06-0j 1.58848e-05-0j -1.53013e-09-0j -3.4352e-06-0j 4.52265e-05-0j 2.60265e-06-0j -1.97114e-07-0j -9.79452e-05-0j 5.39589e-08-0j 2.05487e-08-0j 3.38707e-05-0j -0.00020868-0j 2.11276e-06-0j -1.60595e-05-0j -6.89325e-06-0j 7.18839e-05-0j 0.0763277-0j 0.00719371-0j 0.00289853-0j 0.000336055-0j 2.59512e-06-0j 0.00128951-0j -1.23045e-06-0j -2.10268e-05-0j 0.000159828-0j 0.000104793-0j 5.84805e-06-0j -4.97053e-07-0j -7.69932e-05-0j -4.43074e-06-0j -9.47756e-07-0j 4.74561e-07-0j 1.01586e-05-0j 0.000235808-0j -1.59105e-07-0j -2.78813e-13-0j -2.54329e-06-0j 1.9332e-05-0j -3.82158e-05-0j 1.04012e-05-0j 5.86076e-06-0j 0.0171444-0j -3.40333e-08-0j -0.105628-0j 2.17486e-07-0j 0.00106942-0j -0.00812887-0j -3.61372e-05-0j -0.00493444-0j -0.000837054-0j -3.40585e-06-0j 4.48069e-07-0j 5.57611e-08-0j 0.000475769-0j 4.48401e-05-0j -7.92301e-07-0j 1.80672e-05-0j 2.09471e-06-0j -1.74564e-10-0j -4.72295e-06-0j 2.60489e-09-0j -0.00234682-0j 2.23934e-06-0j -1.30232e-09-0j 3.86639e-05-0j -0.000293891-0j 
5.09981e-14-0j -2.32587e-12-0j 5.72876e-11-0j -7.95024e-10-0j 5.23349e-09-0j -6.58171e-09-0j 1.9376e-07-0j -2.55097e-06-0j 1.1195e-05-0j -3.41116e-06-0j 4.49101e-05-0j -0.000241617-0j -6.15823e-10-0j 1.48025e-08-0j -1.37804e-07-0j 2.74221e-05-0j -0.00020844-0j 1.04747e-06-0j -2.6952e-06-0j 5.01819e-05-0j -0.00026972-0j 0.0759043-0j 0.0028994-0j -1.29923e-07-0j 1.71052e-06-0j 0.0018295-0j 1.58363e-06-0j -1.20374e-05-0j -1.5924e-05-0j -9.82092e-10-0j -1.14981e-08-0j 1.29298e-08-0j -5.67431e-08-0j 5.27468e-11-0j -2.10081e-06-0j 1.9543e-07-0j 2.76584e-05-0j -0.000243464-0j -2.13993e-15-0j -9.82819e-08-0j 7.47057e-07-0j -1.48549e-06-0j 1.59938e-07-0j -4.91046e-10-0j -3.84443e-06-0j 2.26318e-07-0j 3.57897e-05-0j 1.66924e-09-0j -0.00712192-0j 0.0541349-0j -4.2138e-06-0j -0.000384728-0j 0.00370551-0j 2.26485e-05-0j 8.61989e-09-0j -3.10335e-12-0j -1.60494e-07-0j 8.62628e-07-0j 3.20607e-05-0j -0.00024276-0j -9.27297e-06-0j 3.30092e-10-0j -1.21322e-07-0j 3.336e-11-0j 1.59728e-06-0j 0.00170838-0j 1.09115e-13-0j 1.49411e-06-0j -1.1357e-05-0j 
-6.29978e-14-0j 2.87314e-12-0j -7.07673e-11-0j 9.82092e-10-0j -6.46492e-09-0j 8.13037e-09-0j -2.39352e-07-0j 3.15121e-06-0j -1.38292e-05-0j 4.2138e-06-0j -5.54773e-05-0j 0.000298469-0j 7.60725e-10-0j -1.82856e-08-0j 1.70229e-07-0j -3.38745e-05-0j 0.000257486-0j -1.29394e-06-0j 3.32938e-06-0j -6.19896e-05-0j 0.000333184-0j -0.0937644-0j -0.00358162-0j 1.60494e-07-0j -2.113e-06-0j -0.00225997-0j -1.95626e-06-0j 1.48698e-05-0j 1.96709e-05-0j 2.06401e-11-0j 2.41648e-10-0j -2.71739e-10-0j 1.19254e-09-0j -1.10855e-12-0j 4.41514e-08-0j -4.10723e-09-0j -5.81281e-07-0j 5.11675e-06-0j 4.49737e-17-0j 2.06553e-09-0j -1.57005e-08-0j 3.12198e-08-0j -3.36133e-09-0j 1.032e-11-0j 8.07962e-08-0j -4.75638e-09-0j -7.52172e-07-0j -3.50813e-11-0j 0.000149677-0j -0.00113772-0j 8.85591e-08-0j 8.08561e-06-0j -7.78765e-05-0j -4.75991e-07-0j -1.81159e-10-0j 6.52213e-14-0j 3.373e-09-0j -1.81293e-08-0j -6.73802e-07-0j 5.10194e-06-0j 1.94885e-07-0j -6.93736e-12-0j 2.54975e-09-0j -7.01108e-13-0j -3.3569e-08-0j -3.5904e-05-0j -2.29322e-15-0j -3.14009e-08-0j 2.38684e-07-0j 
3.66852e-14-0j -1.6731e-12-0j 4.12095e-11-0j -5.71897e-10-0j 3.76469e-09-0j -4.73452e-09-0j 1.3938e-07-0j -1.83503e-06-0j 8.05309e-06-0j -2.4538e-06-0j 3.23058e-05-0j -0.000173806-0j -4.42989e-10-0j 1.06481e-08-0j -9.91288e-08-0j 1.9726e-05-0j -0.00014994-0j 7.53495e-07-0j -1.93878e-06-0j 3.60981e-05-0j -0.000194022-0j 0.0546014-0j 0.00208567-0j -9.34595e-08-0j 1.23045e-06-0j 0.00131604-0j 1.13918e-06-0j -8.65908e-06-0j -1.14549e-05-0j 1.37687e-09-0j 1.612e-08-0j -1.81273e-08-0j 7.95524e-08-0j -7.39497e-11-0j 2.94528e-06-0j -2.73988e-07-0j -3.87764e-05-0j 0.000341331-0j 3.00013e-15-0j 1.37789e-07-0j -1.04736e-06-0j 2.08263e-06-0j -2.24229e-07-0j 6.88434e-10-0j 5.3898e-06-0j -3.17292e-07-0j -5.01763e-05-0j -2.34023e-09-0j 0.00998476-0j -0.0758958-0j 5.90765e-06-0j 0.000539379-0j -0.00519503-0j -3.17527e-05-0j -1.20849e-08-0j 4.35082e-12-0j 2.25008e-07-0j -1.20938e-06-0j -4.49483e-05-0j 0.000340343-0j 1.30005e-05-0j -4.62781e-10-0j 1.7009e-07-0j -4.67699e-11-0j -2.23934e-06-0j -0.0023951-0j -1.52977e-13-0j -2.09471e-06-0j 1.59223e-05-0j 
-5.20273e-09-0j -1.12921e-05-0j 0.000158516-0j -0.000318941-0j 4.39806e-07-0j 0.000158978-0j 0.10583-0j 0.0122165-0j -4.09141e-06-0j 0.00395891-0j 0.000937388-0j -2.55457e-07-0j 7.4051e-06-0j 0.001968-0j -5.77776e-06-0j 0.000570695-0j 2.52457e-05-0j -1.90855e-07-0j -4.46368e-05-0j 0.000415567-0j -2.27938e-07-0j 4.80398e-05-0j -1.06481e-08-0j 0.000150785-0j 3.57029e-05-0j 1.93429e-06-0j 3.29577e-05-0j 1.45794e-06-0j 2.90144e-06-0j 0.00104544-0j 0.0308688-0j 0.00012068-0j -4.0417e-08-0j -0.000169427-0j -0.00475185-0j -0.10172-0j -0.00112514-0j 5.01682e-07-0j -6.08395e-10-0j 3.98639e-06-0j 1.76345e-07-0j 0.000182344-0j -1.30198e-05-0j -9.18625e-06-0j -0.00346019-0j 0.00210304-0j 1.01586e-05-0j 1.9839e-09-0j -0.00100341-0j -4.43877e-05-0j -0.0195793-0j 4.74561e-07-0j 1.32383e-08-0j 1.07392e-05-0j 8.00999e-05-0j 3.36179e-05-0j -0.000745727-0j 4.09029e-07-0j 1.13851e-05-0j -8.62065e-05-0j 1.91079e-08-0j 2.72653e-05-0j -0.00027442-0j 1.57047e-06-0j -6.49769e-05-0j -3.52028e-06-0j -1.65483e-06-0j -6.06024e-05-0j -2.68086e-06-0j 
7.90192e-12-0j 7.25622e-08-0j 0.000194991-0j 0.0913795-0j 0.0141886-0j 2.45927e-09-0j 9.96397e-06-0j 0.00490711-0j 0.000379326-0j 1.25766e-07-0j -3.33093e-06-0j 3.01416e-10-0j -2.63904e-08-0j -6.52097e-05-0j 0.000811799-0j -6.64136e-07-0j -2.70692e-07-0j -7.769e-08-0j 2.40019e-07-0j 0.000251481-0j 4.8179e-05-0j -1.13473e-07-0j -6.52063e-09-0j -1.65579e-06-0j 4.38538e-05-0j -6.87334e-09-0j 6.60966e-06-0j 2.694e-06-0j 1.18107e-06-0j -1.69626e-05-0j 1.92622e-06-0j -0.00835382-0j -0.000645761-0j 0.02377-0j -3.02788e-07-0j 0.00223721-0j 8.01938e-06-0j -8.88765e-10-0j 8.08166e-13-0j 7.9947e-07-0j 3.25852e-07-0j -0.0112377-0j 4.64002e-08-0j -0.146008-0j 0.000114653-0j 3.27147e-08-0j -0.00142732-0j 0.000193323-0j 1.1677e-06-0j 4.75938e-07-0j 3.4277e-05-0j 1.93176e-07-0j 8.10678e-09-0j 6.56682e-06-0j -4.3071e-07-0j 3.09338e-05-0j -0.000451278-0j -8.64562e-05-0j -8.92959e-09-0j 2.03626e-07-0j 1.17011e-08-0j 3.36927e-10-0j 3.01343e-06-0j -4.18664e-09-0j -7.9811e-05-0j 1.2509e-08-0j 8.85344e-09-0j -1.21538e-05-0j -4.95371e-06-0j 
1.74451e-16-0j 3.66957e-12-0j 3.122e-08-0j 9.94089e-05-0j 0.0739752-0j 1.30644e-13-0j 1.77388e-09-0j 8.06693e-06-0j 0.00812271-0j 3.3757e-11-0j 2.04982e-07-0j 1.5925e-09-0j -2.10657e-12-0j -2.33542e-08-0j -7.5099e-05-0j -5.44316e-10-0j -1.90828e-06-0j 3.58313e-09-0j 3.20247e-11-0j 2.75012e-07-0j 0.000510575-0j 5.23349e-09-0j -3.4451e-08-0j -4.44432e-10-0j -2.69871e-06-0j -3.63146e-08-0j 5.41718e-09-0j 1.89917e-05-0j -5.44719e-08-0j 1.54946e-09-0j -1.05265e-10-0j 7.04637e-06-0j 0.00709509-0j -6.5954e-06-0j 4.17e-11-0j -6.18007e-07-0j 2.53214e-07-0j 2.40933e-09-0j -7.32013e-18-0j -3.36196e-10-0j -1.17865e-06-0j -0.00107782-0j -1.90041e-12-0j -0.00694092-0j -2.10687e-08-0j -2.23965e-12-0j -6.77494e-05-0j 0.120069-0j -4.91046e-10-0j -1.72152e-06-0j -1.9233e-08-0j 4.57139e-09-0j -2.19765e-08-0j -3.57071e-05-0j 2.94864e-11-0j -1.69123e-09-0j 2.53214e-07-0j 0.000470106-0j -2.11313e-10-0j 4.81867e-09-0j -3.17203e-08-0j -6.55217e-15-0j -4.1501e-10-0j 1.14116e-13-0j -2.52005e-06-0j -3.39105e-08-0j -1.72153e-13-0j 5.11097e-09-0j 1.79182e-05-0j 
1.79515e-09-0j -4.76893e-08-0j 5.57723e-07-0j -2.3018e-06-0j -8.81824e-08-0j 5.58694e-07-0j -6.54853e-06-0j 1.40356e-05-0j -9.555e-09-0j 2.85714e-05-0j 2.18916e-06-0j 6.84755e-08-0j -5.99534e-06-0j 4.28572e-05-0j 2.32195e-06-0j -0.000150878-0j 1.77904e-07-0j -1.76495e-05-0j 5.45274e-05-0j -0.000165279-0j 1.37804e-07-0j -2.57788e-05-0j -1.48135e-06-0j 0.130026-0j 0.00996266-0j 0.000539752-0j 0.00150158-0j -1.77055e-06-0j 0.000268314-0j -5.72006e-06-0j 6.49552e-07-0j 1.22599e-05-0j -8.34618e-09-0j 3.07216e-07-0j 3.52943e-05-0j -3.28329e-06-0j 2.70426e-06-0j 1.03598e-07-0j -9.42033e-11-0j -9.31896e-05-0j 1.09883e-07-0j -1.45242e-07-0j -5.4086e-06-0j -4.65603e-07-0j 3.86629e-05-0j -3.81337e-06-0j 2.09471e-06-0j 2.45523e-10-0j -0.000136112-0j 1.60494e-07-0j 1.15588e-05-0j -2.25175e-05-0j -9.44961e-07-0j -9.63733e-09-0j -0.0173543-0j -4.53979e-08-0j 0.0526029-0j -4.38587e-05-0j 1.04087e-06-0j 0.00820457-0j 0.000471467-0j -3.92737e-08-0j -0.000351258-0j 4.88012e-07-0j -2.69135e-05-0j -1.45811e-06-0j 2.98552e-09-0j 0.0014167-0j -1.67047e-06-0j 
