-0.00488045+0.00291756j -0.00828156-0.0161281j -0.00380368-0.0166463j -0.00231104-0.0128875j 0.00873035+0.016141j 0.00247859-0.00929764j 0.000339964+0.0181961j -0.000546916-0.000761577j 0.00600765+0.03683j -0.00128068-0.0016048j 4.39958e-05-0.00645757j 9.44837e-05-0.0189444j 0.00976014-0.00939568j -0.016962-0.00521224j -0.0231122+0.0419305j 0.0120644-0.011162j -0.00502653+0.00509196j -0.00751599+0.00358358j 0.0142195-0.00711611j 0.0194842-0.00713184j 0.00379628-0.00486363j -0.00623045+0.00167549j -0.0102987+0.0059805j 0.00200584+0.000109465j 0.0206595-0.00496481j 0.0140547-0.00564001j -0.0202025+0.00684128j -0.0114949+0.00217674j -0.0105276-0.000817167j -0.00989623+0.00134876j -0.0110606-0.00299032j -0.00499635-0.00149261j -0.0112347+0.00172119j -0.0207759-0.00287329j 0.00667068+0.0118045j 0.0207796+0.0107743j -0.0171228+0.000504258j -0.0056609-0.000575908j 0.0058712+0.00740819j 0.00677317-0.00363938j 0.00507897-0.0039107j 0.00783602+0.0061368j 0.00219949-0.00763673j -0.000975111+0.00449345j 0.00765871+0.00503368j 0.00394384-0.00250329j -0.00061046+0.000717264j -0.00883965+0.000632872j -0.00330485-0.00867337j 0.00249512-0.00603957j -0.00544994+0.000879171j 0.00100082-0.00948365j -0.00394168+0.00492574j 0.00154456+0.0022897j 0.00766221+0.00482646j 0.00312592-0.00507326j -0.0059665+0.00984947j 0.00232109+0.0134991j 0.00620449-0.00332454j 0.0120627+0.00316507j -0.00219759+0.00125223j 0.00443827-0.000133558j -0.00207191-0.000328026j 0.0099468+0.00277219j -0.007683+0.00323375j -0.0049361-0.00220287j -0.00787371+0.000980983j -0.000491807-0.00235912j 0.00394626+0.00040677j -3.43989e-05-0.00178218j -0.00263524+0.00357463j -0.000325917-0.00576706j -0.00947828-0.000460305j -0.0140595+0.000112403j 0.00302381-0.00544915j 0.000968762+0.00201505j -0.0059771+0.00099217j -0.00258194-0.0099788j 0.00364728-0.00711637j 0.0047442-0.00635974j 0.00113996+0.00151864j 0.00296617+0.00622198j -0.00749012-0.00807317j 0.000623538+0.00595501j -0.00406518-0.00860573j -0.00950363-0.000534831j 0.00218223+0.00114911j -0.00240368-0.0107777j -0.00608029+0.00500346j 0.0141176+0.0055112j 0.00700267-0.00203772j -0.00288494+0.00224495j -0.00396145+0.00891278j 0.00192742-0.0130694j -0.00558571-0.000557381j 
-0.0028553-0.0432666j 0.0485873+0.0094459j 0.0376474-0.0399853j 0.0283806+0.017724j 0.0182016+0.00608464j 0.0100111-0.0241966j -0.00971432+0.0214294j 0.0138194+0.0134075j -0.00416184-0.00655685j -0.000921233+0.0219098j -0.00181796+0.000293095j 0.010255+0.00155j 0.00296171-0.00614363j 0.000467982-0.00587884j -0.000813493-0.00269172j 0.00347439-0.0138415j -0.0199722-0.0177387j 0.00119657+0.025565j -0.00174844+0.0152813j 0.00146026+0.00335961j 0.00395935-0.0133878j -0.00293175+0.045983j -0.00381785-0.0406826j 0.00720824+0.0346063j -0.00195898-0.0184045j -0.00350754-0.0192355j -0.00411188+0.00506446j 0.00235696-0.0418028j -0.000202939+0.00623036j -0.00134499-0.00215333j 0.00233763+0.00216034j 0.00257091-0.0100654j -0.00037888+7.37402e-05j 0.00466579-0.00159167j -0.00195153+0.00209526j 0.00142179-0.00170974j -0.00468823-0.00288135j -0.00457911-0.0171916j -0.0051101+0.00124174j 0.00916559+0.00230184j 0.00280502+0.000780322j -0.00274314+0.00571225j 0.00595623-0.0094303j 0.00233272+0.00735561j -0.00277121+0.00600026j -0.00367856+0.000447544j 0.00126959+0.00764078j -0.00823105-0.00521509j -0.0147536+0.0014019j -0.0041549+0.00267398j 0.000523336+0.00234622j 0.00282316+0.00471j 0.00489077+0.00637636j -0.0155967+0.00711148j 0.00916889-0.0104632j -0.00314784-0.00388994j 0.0115729+0.0108419j 0.000140045+0.0062933j 0.01136+0.0109751j 0.00493718-0.0153745j -0.00252533-0.00213072j 0.00143919-0.00873431j -0.00644621+0.0027261j 0.00267477-0.00059932j 0.00362046+0.00171532j -0.00185523-0.006984j 0.00929625-0.000294031j -0.00699584+0.00874782j -0.0025525+4.15667e-06j 0.00761642+0.00435102j -0.00171487-0.0106609j 0.00111028+0.00774497j -0.001516-0.000343554j 0.00528173+0.00544373j 0.00428602-0.00211513j -0.00511121-0.00376739j -0.00179503-0.0067411j 0.00119048-0.00307737j -0.00404573-0.0018352j -0.00244879-0.00367416j 0.00808445-0.00559166j -0.000806928-0.000958066j -0.00247577-0.00154863j -0.00171758-0.00158335j -0.000591987-0.00312801j -0.00169083-0.00286313j -0.00358149-0.00259411j -0.00101936+0.00246067j -0.00123873+0.00219833j -0.0011049-0.00505777j -0.00122092+0.00130759j -0.00148661+0.000982185j -0.00280814+0.00298299j -0.00511025+0.00204505j -0.00202021+0.00105049j 
-0.0271745-0.0171621j 0.0288404-0.00527737j 0.0118219-0.0197315j 0.0197446+0.0124304j -0.020541-0.0393232j -0.00800225-0.0432126j -0.000153921-0.0314397j -0.0158696-0.0101788j -0.00556549-0.0140541j -0.000351379+0.0249141j -0.010166-0.00530255j 0.00391793+0.0102312j 0.00324375-0.00758057j 0.0017472-0.00623033j 0.00163014-0.00120858j -0.00975321+0.00518077j -0.0137099-0.00089653j -0.00085157+0.0215208j -0.00423085+0.017661j -0.000660517-0.0205344j -0.00713279-0.0338967j 0.00476704+0.00738035j 0.00851504+0.0233869j -0.00397859-0.0437056j 0.00323063+0.0383013j -0.00778632+0.0324479j 0.00697767-0.0420024j -0.00277068+0.0252625j 0.00258836+0.013374j 0.00297265-0.00441979j -0.00324233+0.0106686j 0.00351165-0.0137252j 0.0014795-0.00188961j 0.00075923+0.00200162j -0.00222965+0.00688899j 0.000473179+0.00115357j -0.000689189+0.00165384j -0.00183817-0.0142211j -0.00519878+0.0060664j 0.00259514+0.00469098j -0.0014077-0.000417472j -0.006187+0.00312083j 0.00681693-0.00928866j -0.000435951-1.47323e-05j 0.00293192+0.0151397j -0.00782039-0.00318548j -0.000485306-0.00118745j -0.00309325-0.000308071j -0.00921679+0.00314127j -2.75205e-05-0.000789452j -0.00377426-0.00563409j 0.00865983+0.0041629j 0.00520852+0.00270186j 0.00719925-0.00434673j 0.00398637+0.000839405j -0.000134051-0.00292972j 0.00238687+0.0141057j -0.00116459-0.00131567j -0.00738447-0.000837755j 0.00434808-0.00286146j 0.00430193-0.00825779j 0.0047703-0.00167272j -0.00529437-0.00289137j 0.00136603-0.00164819j 0.0051237-0.000582651j 0.00518485+0.00631255j -0.00642134+0.00163819j 0.00994394+0.00295373j 0.00826516+0.00126376j -0.0020932-0.00266557j 0.00740267+0.00647786j 0.00362995-0.00760084j 0.00233258-0.00545692j -9.17482e-05+0.000553172j -0.000904193-0.00369825j -0.00240281-0.00751387j 0.000216622-0.00308326j -0.0031859+0.00363019j -0.000684878-0.00452163j -0.00447244-0.0038963j 0.00739339-0.000375135j -0.00380916-0.00360159j 0.00237932-0.00138993j -0.0036741-0.00226061j 0.00188208-0.000279226j 0.000179496-0.00397156j 0.00104686-0.00132653j -0.000768018+0.00228566j 0.000582298+0.000810105j 0.00208445-0.00181663j 0.000223334-0.00169474j -0.000254906-0.000501048j 4.48721e-05+0.00321533j -0.00151522+0.000770484j -0.00166171+0.00253776j 
-0.00261767-0.0110836j 0.0641503+0.0225416j -0.0539094+0.0191612j 0.016592+0.00225388j -0.0158705-0.00642087j -0.0163785+0.0167093j 0.00329946-0.040685j 0.0173938+0.0199898j -0.000100819-0.00419807j -0.0107849-0.00937258j 0.00319973+0.00890571j -5.14974e-05+0.0118809j 0.00645244+4.88024e-05j 0.00306641-0.00269448j 0.00373024-0.0090937j 0.000620695+0.0181342j -0.0293538-0.0213725j 0.0138102+0.0163274j -0.013374+0.00257071j 0.00494752+0.0181341j 0.0115992-0.00764469j 0.00113359-0.0102725j 0.00176129-0.000924067j 0.00266263-0.00555215j -0.00188356-0.010213j 0.0091593-0.012288j -0.00285505+0.0238762j -0.000357961+0.0160825j 0.00031641-0.00788182j -0.00454839+0.012851j 0.00307968-0.0134035j -0.00272103+0.00425921j -0.00124667-0.00264764j 0.000479414+0.00500564j -0.00106025-0.000766842j 0.000870908+0.00357795j -0.00299763-0.000597737j -0.00540745-0.0187466j -0.00654841+0.0141326j 0.0087916+0.00703584j 0.000317816+0.0110625j 0.00604196-0.00702709j 0.00562296-0.0111853j -0.0114872+0.00374674j 0.000195982+0.00456013j -0.00241664-0.00513206j 0.00962987+0.00470332j 0.00909256+0.00973593j -0.0061256+0.00207742j 0.00116752+0.0124901j -0.00957747+0.00181901j -0.00756685+0.00580713j 0.0167509-0.000596953j 0.00337017+0.000235542j -0.0113717-0.0112357j -0.00427398-0.00500547j 0.00351386-0.0194974j 0.0014339-0.00453055j 0.00510604-0.00950146j -0.0121994-0.014323j 0.0036849-0.00149693j -0.0122013+0.00559798j 0.00446496-0.00335917j -0.00133584+0.000922542j 0.00403923-0.000136914j -0.00348451+0.000933839j -0.00215152+0.00273515j 0.000814545-0.00295067j 0.00412336-0.000286227j -0.00020902+0.001922j 0.000625114+0.0048941j -0.00372884-0.00376283j 0.00152765+0.00152797j -0.00193769-0.00225659j -0.000689711+0.000406315j 0.00527316-0.00261348j 0.00602997+0.00121742j -0.000300836-0.00472364j 0.00206364-0.000856679j 0.00300592+0.00127276j -0.00607037+0.00146854j -0.0037906-0.00205042j -0.00239205-0.00250859j 5.88204e-05-0.00352303j 0.00208882-0.00254j -0.00176168-0.00480853j 0.00130954+0.00634401j -0.00298842+0.000521767j -0.0050334+0.00392279j -0.000756472-0.00183533j 0.000997863+0.00231027j 0.00171144+0.000863706j -0.00307166+0.00108505j -0.00354629-0.000898098j -0.00177361+0.0036299j 
-0.0552694-0.00134504j -0.0232182-0.0263402j 0.0135971-0.0104731j -0.00753533-0.029418j 0.0275839+0.0245655j -0.00117219+0.0349756j 0.00381713-0.0291239j -0.0200376+0.0025679j -0.00259837+0.00833509j 0.00430977-0.00855228j -0.00155264+0.0105036j 0.0055563+0.00719234j 0.00612103-0.000941419j 0.00026943-0.00139903j 0.00432041-0.00809369j -0.0237339-0.00951142j 0.00647883-0.00254837j -0.00220574-0.0278465j 0.00712758+0.0420529j -0.00792542+0.039943j 0.00594481+0.041267j 0.00140932+0.00270781j 0.00523165+0.00387903j -0.00368731-0.00650778j -0.0037336-0.00419111j 0.00627316+0.00115845j 0.00307964+0.0166711j 0.000229562+0.0149155j 0.00454981-0.0165239j -0.0025046+0.0146128j 0.00187303-0.0152609j -0.00491569+0.00322053j -0.000358536-0.00545107j -0.00163188-0.000215104j 0.00208225+0.00341153j -0.00209415+0.000469416j -0.0015808-0.00144144j 0.00769484-0.00516406j -0.00302201-0.0165375j -0.00244864+6.86806e-05j -0.00372878-0.0113501j -0.0126771+0.0117668j 0.00245721+0.00833428j 0.000913076-0.00318669j 0.003191+0.00258206j -0.0090567+0.0102039j -0.00238653-0.00205002j -0.00537531-0.00539265j -0.00234325+0.00182405j -0.0178056-0.00378727j 0.0107622+0.00890648j 0.000211758+0.00625973j -0.00473585+0.00840817j 0.00431083-0.00404794j 0.00693433-0.0172448j -0.00159556-0.00187241j 0.00705308+0.00393529j 0.00286296-0.00176715j 0.00123951+0.000945151j -0.00558122+0.00644921j -0.00398407+0.0114732j -0.00365775-0.0109451j 0.0102437+0.00544272j -0.000771596-0.00135754j -0.00188843+0.00372838j -0.00256192+0.000248322j -0.00523727+0.000971391j -0.00439332-0.00422641j -0.00382446-0.00117377j -0.0035598-0.00695289j -0.00187632+0.00438626j -0.00249924+0.00174136j 0.00539867-0.000767963j -0.00463016+0.00162882j -0.00182935+0.0019179j 0.00291132+0.00249761j -0.000794289+0.00147055j -0.00267689+0.000153559j 0.00241697-0.000722618j 0.00142196+0.00150502j -0.000744389+0.00478459j -0.000699655-0.0017226j -0.00238019-0.00198521j -0.0039179+0.000673646j 0.00329725-2.61176e-05j -0.00256084-0.00388203j 0.00249977+0.00100655j -0.00171575+0.000457212j -0.00141675+0.00396804j 0.00148871-0.000547967j 0.000706297-0.00279507j 0.00227308-0.00422623j 0.00181495+0.00174849j -0.00165967+0.0027028j 0.0020133-9.0258e-05j 
0.0651074-0.0401007j 0.00820309+0.0237565j 0.0688646-0.0657509j 0.022977-0.0266262j 0.0115763-0.00673751j 0.0271155+0.00860665j -0.0152462-0.0300575j -0.0115509+0.0160795j -5.82409e-05+0.00318211j -0.00688342-0.00320061j 0.00163102+0.00818321j -0.0106568+0.0117744j 0.00360981+0.0030258j -0.00274551-0.0123589j -0.00389184-0.00269414j 0.0315925-0.0196819j 0.0030437-0.00710971j -0.0100514+0.0113036j 0.000196831-0.00695886j 0.00120592+0.0204175j 0.00544248-0.0161112j -0.00423604-0.0449896j -0.00186952+0.0435483j -0.00458339-0.00446578j 0.00182322+0.0316396j 0.00738752+0.0119613j -0.000526369-0.00363281j -0.00511523+0.00763208j -0.00184341-0.000534584j -0.00197552+0.00907474j 0.00325647-0.00970565j 0.00237858-0.00791004j 0.00343985-0.0124814j -9.08991e-07-0.000560268j -0.00497181+0.00330392j 0.00589921-0.00132109j -0.0027221-0.00165148j -0.0094371-0.000192105j 0.00280957-0.000290218j 0.00340034-0.0101522j 0.0125959+0.00461595j -0.000617194-0.00225978j -0.0046915+0.000347917j 0.00137081-0.00128476j -0.0119793-0.0091579j 0.0118103-0.00628064j 0.000366811+0.00301461j -0.00197255-0.00866172j -0.00215772-0.00244952j -0.00260002-0.00602399j 0.00348824-0.00712063j -0.0047017+0.00539028j -0.00146911-0.00976783j 0.00130712+0.0094364j 0.00996706-0.0061976j 0.00383611+0.00358034j -0.00168283+0.00155673j -3.50342e-05-0.000720548j -0.00329985-0.00122672j -0.00856387-0.00291182j 0.00358264-0.0044066j -0.00385582-0.00101704j -0.00542005+0.0025364j 0.00482977+0.00254789j 0.00235437+0.010199j -0.000580228-0.00234634j -0.00602451+0.000847672j -0.0070009+0.00989005j 0.00406123+0.00540682j 0.00129398-0.0107986j -0.00761587-0.00936058j 0.00255224-0.00152676j 0.00779484-0.000416559j 0.00173018+0.00470128j 0.00343572-0.00523598j -0.00350844-0.00131025j -0.00700457-0.00430716j 0.00194558-0.00574464j -0.00421118-0.000843027j -0.000733401+0.00925852j 0.00129047-0.000412301j 0.00481877+0.000385341j -0.00825028+0.00102183j -0.00181079+0.00124845j 0.00122118-0.0054835j -0.00553383+0.00050728j -0.00882668-0.00188768j 0.00206447-7.0434e-06j 0.00400043+0.00263139j -0.000228836-0.00233874j 0.00111104+0.00161735j -0.00727385-0.00302909j 0.00239924+0.00035806j -0.00264438+0.00234959j -0.00509419-0.0022385j 
-0.0166919+0.00621067j 0.0142416-0.0325255j -0.0285295-0.0525085j 0.0239433-0.0414438j 0.00260062-0.0274908j 0.0103626-0.00995548j -0.00391674-0.0127873j 0.00624447+0.0230801j 0.00635891-0.00408637j -0.00996637-0.00335082j 0.00373192+0.00728977j -0.00536441+0.00280666j 0.00357535-0.000437828j 0.00111441-0.0147557j -0.00423506+0.00222334j -0.00517223+0.0220428j -0.00641768+0.0333822j -0.00567997+0.0140362j -0.00642223+0.0140333j 0.00203524-0.00336989j -0.00433539+0.0156638j 0.0152833+0.0093154j 0.0096005-0.0187846j 0.00365881-0.0106131j 0.00128826-0.0275607j 0.00222657+8.10078e-05j 0.00455594+0.0240244j -0.000348442+0.0146769j 0.00566875-0.013783j -0.000513059+0.00626395j -0.00150594-0.00503118j -0.00104515-0.00278231j -0.00296245+0.00347723j -0.00320869+0.00442379j 0.0017188+0.00496704j 2.88713e-05+0.00328614j 0.00270271+0.00687673j -0.0027197-0.000807445j -0.00250872+0.0132846j -0.00533847-0.00170276j -0.00322948+0.00654474j -0.00655236-0.00968052j 0.00871294+0.00843429j -0.00546605-0.00485913j -0.00525356-0.00287438j -0.00296471-0.010483j -0.0044749+0.00104399j 0.0151778-0.0059005j -0.00284745-0.0224607j 0.00102342-0.0127796j -0.00364825-0.00144337j -0.0157891+0.00105118j -0.00611347+0.00286281j 0.00238665-0.00569396j 0.0141098+0.00659824j 0.00614277+0.00405092j -0.012645+0.00616673j 0.00143666-0.000305482j -0.00787459+1.25272e-05j 0.00478902-0.00176949j 0.0034504-0.00372315j 0.00713469+0.00125238j -0.00300479-0.00225039j 0.003455+0.00160081j -0.00577888+0.00175319j 0.00050122+0.00367995j 0.000598108-0.000359071j -0.00405057-0.00284435j -2.11566e-05-0.00168237j 0.00432161+0.00132683j 0.000967615-0.000358253j -0.00421418+0.00119262j 0.00468848+0.00390415j -0.00737798-7.0857e-05j 0.000644321-0.000659355j 0.00115641-0.00384155j 0.00424768-0.0005307j 0.000190172-0.00463344j 0.00499793-0.00440358j 7.52147e-05+0.00172353j 0.002254+0.00825918j 8.81079e-05-0.000545018j 0.00111694-0.00183276j -0.00248507-0.00486272j 0.00511347-0.000284979j 0.000115626-0.00577165j 0.00176616-0.00122963j 0.001349-0.00307942j -0.000517674-0.00295824j 0.00531743+0.000811287j 0.000356042-0.00426409j -0.000178346-0.00143001j 0.00252027+0.000754596j 0.00228878-0.000733554j -0.00223569+0.000328902j 
0.0374857-0.00175655j -0.0291218+0.0919743j 0.00227652-0.0708965j -0.0291657+0.0305612j 0.0160753-0.0336206j 0.013507-0.0254974j 0.00993323-0.00396698j -0.0152439+0.0264476j 0.00612142-0.0070657j 0.00165521-0.0113796j -0.00110361-0.00207284j -0.00055303+0.00499792j 0.00237674+0.00686747j -0.00634474+0.00620403j 0.00827956+0.00436569j 0.0110868-0.00718846j 0.0151384-0.0492521j -0.00152554+0.0103124j 0.00102645+0.0211596j -0.00441225+0.00105539j 0.00649847+0.0111376j 0.00185924+0.0266972j -0.00225114-0.0166585j -0.000751843-0.00507776j 0.00323676-0.0139384j 0.000979521-0.00129957j -0.0034107+0.00475213j -0.0023727+0.00654676j -0.000757242-0.00430945j -0.00131015+0.00508437j 0.000712435-0.00586923j 0.00156436+0.000952862j -0.00194669-0.00111019j -0.00266563+0.0071738j -0.000384802-4.98409e-05j 0.00206555+0.00219105j 0.00615006-0.00406831j -0.00377462-0.00779924j 0.00966149+0.00519959j 0.00120008-0.00200347j 0.0165015-0.00300953j -0.00875044-0.00779095j -0.00434687-0.00991919j 0.0133327+0.00998243j 0.00986088+0.00372448j 0.00256285+0.00689064j 0.00622594-0.0132301j 0.00826032-0.00432648j 3.714e-05+0.0101049j 0.0113418-0.00831336j -0.00215466+0.0112106j 0.00969868+0.00086015j 0.00144458-0.0224255j 0.00133697+0.00147458j -0.00319205+0.00722922j -0.00418556+0.00822859j -0.0111375-0.00129988j -0.00481799+0.00056543j -0.00492289-0.0021153j -0.0191182+0.00442741j -0.00648236-0.0068728j 0.00507571+0.00535201j -0.00771752+0.00171335j 0.000321396+0.000969228j 0.000525215-0.00537184j 0.00271503-0.000888544j 0.0010408-0.00156587j 0.000280339-0.000312009j 0.000857318-0.00280366j 0.00658805-0.00357766j 0.00267247-0.00546002j -0.000325897-0.00334239j 0.00183827+0.001523j -0.00104706-0.000585103j 0.000608925-0.0026652j -0.00549911-0.00288152j -0.00147089-0.00643545j 0.000290197-0.00136918j -0.0026608+2.08838e-05j -0.00371821+0.00154866j -0.00137103+6.93738e-05j -0.000135593+0.00393604j -0.00348268+0.000780832j -0.00379244-0.000326863j -0.00104038-0.00189815j -0.00452185+0.00117684j 0.000674691+0.000216715j 0.00350472+0.00343407j 0.00265681+0.00508184j -0.0017379-0.000479297j 0.000151657+0.00378246j 0.000121863-0.000128767j 0.00230841+0.00437525j 0.00211378+0.00143424j -0.00184998+0.0033741j 
0.00353866+0.0848276j -0.0307574+0.00948174j -0.00185026+0.0297744j 0.018909+0.0314005j 0.00726618-0.00308004j 0.000686193+0.0239727j -0.00223897-0.000598274j 0.00164155+0.00473804j -0.000705533+0.0111389j -0.00085539-0.00869327j -0.000683309+0.00881151j -3.42811e-05-0.0216751j 0.00224171-0.0104387j 0.011763-0.00262113j 0.000601686-0.0146907j 0.00164068+0.0419475j 0.00556771-0.030392j 0.0104+0.0103832j -0.00361553-0.00345342j 0.00283217+0.0154655j 0.0104403-0.0116197j -0.00664417-0.0115855j -0.00395508+0.0100195j -0.000647572+0.000816538j -0.000321676+0.0168438j 0.00118795-0.00792409j -0.00362917-0.00248219j -0.000333792-0.008406j -0.00123497+0.00733907j 0.000130934-0.00196917j 0.000486118-6.49561e-05j -5.19653e-05+0.00601077j 0.00122595-0.00143468j 0.00143065-0.00679752j -0.00028397-0.00563033j 0.000133704+0.00320454j -0.00260419-0.00328241j 0.00881283+0.000898607j 0.000612607-0.00629933j -0.00710991+0.003817j 0.00808001+0.00329419j 0.000716984-0.00706012j -0.00480946+0.0012047j 0.00498015+0.0136953j -0.00747614+0.01243j -0.0123388-0.0202337j 0.00169466+0.00225518j -0.000174753-0.0117075j -0.0116593-0.000141047j -0.000364152-0.00953297j -0.0118685+0.010486j -0.00483623+0.0109364j -0.0131553-3.90032e-05j 0.00656522+0.00243705j 0.00772418+0.0027862j 0.00493599-0.00969505j -0.0099399+0.00782572j -0.00115484-0.000593331j -0.00189116+0.00348221j -0.00523846+0.00280851j -0.00645765-0.0024522j 0.00982366+0.00296187j -0.000990379+0.00692573j 0.000262415-0.00120634j 0.00344994+6.10353e-05j -0.00172179-0.00220539j -0.000113122-0.000765381j 0.0035782+3.61512e-05j 0.0015486-0.00267472j -0.00254437-0.00312874j -0.00775297+0.00282764j -0.00219137+0.00120193j 0.000913307-0.00221904j 0.001726-0.00270282j -0.00124983-0.00155479j -0.000953148+0.00258814j -0.00127038+0.000739311j -0.00283666-0.00279726j 0.000732891+0.00485335j 0.00745034+0.000188878j -0.00408188+7.80145e-05j 0.00150673-0.00218075j 0.00192372+0.00191621j 0.00473156-0.00143081j -0.00481536+0.00156034j 0.00307691+0.00452877j -0.00118801+0.00448416j -0.00143446-0.00408863j -0.00238256-0.000121456j -0.00247623+0.00376074j 0.00288408+0.00197478j 1.89331e-05+0.00171012j -0.0030239-0.00384222j -0.00238074-0.00184925j 0.000569518-0.00104944j 
-0.0118877-0.00825163j 0.0350189+0.0187147j -0.0468267-0.0346686j 0.0167065+0.0310682j -0.00903619-0.0125769j -0.0137783+0.00589955j -0.00474176-0.00705651j 0.0147701+0.0265467j -0.00661858+0.00263955j -0.00248835-0.0167658j -0.00445828+0.00669388j 0.0142962-0.0111639j 0.00840739-0.00118059j 0.00721883+0.0126977j 0.00490495-0.00947453j -0.00959847-0.0239618j -0.0157947+0.0123403j -0.00461522-0.0374554j 0.00923108-0.0247524j -0.0027888-0.0157595j -0.0128897+0.0162844j 0.000260029-0.0380674j 0.00520502+0.00914946j 0.0016656+0.0106856j -0.0043171-0.00543123j -0.00157177+0.00788118j 0.00363119-0.00130372j 0.00383101+2.87646e-05j 0.00183196-0.0115298j 0.00223244-0.00983977j -0.00269698+0.0121293j -0.00337632+0.000559734j 0.000976544+0.0077496j 0.000124615+0.000150628j 0.00276878-0.00350539j -0.00570111-0.00519223j -0.00652031+0.00332468j 0.00187659+0.0179586j 0.00462576+0.010444j 0.00411477+0.00116516j -0.00297696+0.0097656j -0.00118322-0.015165j 0.0134167+0.016732j 0.00346482+0.00733066j 0.00262447+0.00222216j -0.014706+0.0159061j 0.00852561+0.0035865j 0.00507811-0.000109436j -0.0156476+0.00116808j 0.00371731-0.00280652j -0.00565693+0.00514234j 0.00264393+0.0127691j 0.010274+0.00206166j -0.00179628-0.00162229j 0.00296593-0.00429662j -0.00407777-0.00212847j -0.000583831+0.00497001j -0.000652184-0.00443135j -0.00106725+0.00107318j -0.00526117-0.00828521j 0.00100712-0.0048284j 0.0024709-0.00339302j -0.00526675-0.00284203j 0.00219835-0.000139107j 0.00208346-0.000111175j 0.00109325+0.00276769j 0.00121241+0.000238438j -0.000691405+0.00217552j 0.00266215-0.000792505j 0.00552945+0.00364595j 0.00463331+0.00338297j 0.00107667+0.000945131j 0.000256876+0.00249261j -0.00138285-5.44854e-05j 0.00039103+0.00138069j -0.000240358-0.00299525j 0.00323663-0.00033465j -0.00344906-0.000261883j 0.000598732-0.0025896j -0.003836-0.00295834j -0.000210093+0.000100431j -0.00364491-0.00122454j -0.000918381-0.00165433j -0.00190269-0.00521705j 0.00174984-0.00015198j -0.00073952-0.00285164j 0.00424711+0.00189451j -0.00311677+0.00345782j -0.00224011-0.00209971j -0.000801483-0.000812848j -0.00200392-0.000237968j 0.002297+0.0032399j -0.00154714-0.00167922j -0.000245394-0.00294865j 0.00388943-0.000888j 
-0.0230424+0.0112304j -0.0248118+0.00175711j 0.0311709-0.0336569j -0.0290337+0.0196588j 0.0238535-0.0123635j 0.00232609-6.54369e-05j 0.00683618-0.0017191j -0.0274292+0.0110693j -0.00217632-0.00220609j 0.0143171-0.00776354j -0.00699717-0.00193943j 0.0130498+0.00482217j 0.00318674+0.00942622j -0.00161731+0.00808396j 0.00722926+0.00635523j -0.00949655+0.0215068j 0.0121089+0.00727927j -0.00593278+0.0412185j -0.00528537-0.047145j 0.00445535-0.0177825j 0.00367203-0.0492616j 0.00488328-0.0233656j -0.00086875+0.00850541j -0.00160198-0.000315438j 0.00315659-0.00228662j -0.00123429-0.0114605j -0.00379094+0.012958j -0.000718772+0.00404051j 4.29308e-05+0.00479136j 0.00338084+0.00145938j -0.00305994-0.00250589j -0.00171816-0.00127729j -0.000179656+0.00578659j -0.00358254+0.00540125j 0.00332267-0.00272331j -0.00560147+0.0023718j 0.00380659+0.00548547j -0.000806767-0.0104732j 0.00279606+0.0115404j -0.00458844+0.00687882j 0.00439927+0.00185773j -0.0166721-0.0111194j 0.00270476-0.0124412j 0.0100063-0.0153799j 0.00650079-0.00483614j -0.00295109+0.00258451j -0.00244666+0.000169332j -0.00822759-0.0129434j -0.000357943+0.0145771j -0.00989212-0.00570593j 0.0076844+0.00648421j 0.00770506+0.0024563j -0.0054093+0.000894862j -0.000277475-0.0010976j 0.00249348-0.00446203j -0.00135773-0.00314719j 0.00550398+0.0106947j -0.00113477+0.00190979j 0.00120589+0.0037005j -0.000761337+0.0082664j -0.00511832-6.46718e-05j 0.00067407-0.00654658j 0.00128457+0.00626781j -0.000810701-1.55141e-05j -0.00124192-0.00187951j 0.00127585-0.00098982j -0.000497673-0.00221093j 0.000508823-0.000855244j -0.00309214-0.00184482j -0.000344312-0.00377045j 0.000486258-4.73139e-05j 0.000223977+0.00207549j 0.00144703-0.000507959j -0.00158691+0.00185729j -0.00146409-0.000352209j -0.00287464+0.00246386j -0.00163837-0.00208775j -0.00116792+0.000352381j -0.000365825-0.00239578j -0.00153486-0.000707296j 0.00181161+0.00349939j 0.000625501+0.00189939j 0.000919034-0.000763419j -0.00428993-0.00262773j 0.000676226+0.000753223j -0.000140893-0.00132832j 0.00220167-0.0012492j 0.00123211-0.000199205j 0.00123377-0.000789375j 0.00120941+0.000624621j -0.000443247-0.000368608j 0.00106404+0.00241581j 0.00161102+0.00214991j 0.00287835-0.00115321j 0.000508748+0.00215658j 
