0.00176257+0.00994146j -0.00967224-0.0101219j -0.00964981-0.0154202j 0.00219991+0.00345725j 0.00222813+0.0049241j -0.000975498-0.00468739j -0.00676979-0.0041933j -0.00386807-0.00979866j 0.00138756-0.00266098j -0.00266609-0.000637928j -0.00477067+0.00523124j -0.0081146-0.00159371j -0.00282574-0.00411644j -0.0025686-0.00237755j -0.00230845-0.00547332j 0.000117143+0.00335944j 0.00376895-0.00544118j -0.00245711-0.0069758j -0.00515448-0.00190887j 0.00528191+0.0223079j -0.0015329-0.00112676j 0.00266612-0.000956463j 0.00406362+0.00715529j 0.00853697+0.00820368j -0.0112193-0.00547162j -0.00206162+0.00364571j -0.00313131-0.000144507j 0.00356828-0.00487068j -0.0107628-0.00362139j 4.02914e-05+0.0274864j 0.00204955+0.0098863j 0.0130995-0.000768839j -0.00946437+0.0187234j -0.00666835+0.00474711j -0.00491674-0.00927925j 0.000928828+0.0212982j -0.0060756-0.00182337j -0.00717399+0.00825503j -0.00284781+0.0235653j -0.0137625+0.00196741j -0.0420973+0.0265337j -0.0180842-0.0341446j -0.0186399+0.018744j -0.00834737-0.0112897j -0.00516359+0.0052248j 0.00160777-0.00593001j -0.00132152-0.00637287j -0.0152157+0.00983174j -0.0039718+0.00170669j -0.00276582+0.0020587j 0.00476379-0.000632105j 0.0018569-0.001481j -0.00474524-0.00127291j 0.000551367+0.00165956j 0.00524156-0.00307983j 0.0012886-0.00102576j 0.00366412-0.000930097j 0.00155191-0.00365913j 0.0033474-0.0023445j -0.0111964+0.0108723j -0.0096513+0.000457817j -0.00507686-4.95274e-05j -0.0027522-0.00297751j -0.00609614+0.00541726j 0.00288975-0.00126181j 0.00145406-0.00097996j 0.00201324-0.00559516j 0.000691658+0.000858925j 0.00205329+0.00101742j 0.00502015-0.00181829j 0.00742398-0.00533908j -0.00539237+0.000729664j -0.0102244-0.000233876j 0.0222326-0.00493493j 0.000614206-0.000442647j 0.00731167-0.000835433j -0.00680253-0.00454771j 0.00155587+0.00440366j -0.0183498-0.00483387j 0.00602121+0.0023994j -0.0139502+0.00213789j -0.0101504-0.00176812j -0.0108472-0.00782069j 0.00564035+0.00115798j 0.0098571+0.00388788j -0.00814081-0.013601j -0.001351-0.00333572j -0.0180588+0.00817729j -0.00943001+0.00305164j 0.00878381+0.00218551j -0.00714829+0.0114073j -0.0281208+0.000736236j 
-0.00616586+0.00362678j 0.00180136-0.00549976j 0.000150741+0.0026544j -0.000252562-0.000699338j -0.00280511-0.00104757j 0.00590191-0.00227589j 0.00861935-0.000851153j -0.00864778+0.00336971j 0.00340801+0.000659603j 0.0016174+0.00582328j 0.0108024-0.0022068j 0.00207616-0.000202714j -0.00259575-0.00233322j -0.00105063-0.00464424j -0.00425351+0.000901995j 0.0127438+0.00062119j -0.00636981+0.000810571j 0.00151226+0.000476747j 0.00716745-0.000554702j 0.00162001-0.00829217j -0.000779968+0.00232203j 0.00629474+0.00274208j 0.00646783-0.00281738j 0.00342145+0.00400781j -0.00546582-0.000772013j 0.00967695-0.00995326j -0.0114526-0.00780284j -0.00490325+0.0105294j 0.000581272+0.000972173j 0.0222004+0.00223541j -0.0141578-0.0212104j 0.0184291+0.0120769j 0.0252194+0.0376768j -0.0113585+0.00534333j 0.0146218-0.0164381j -0.0233415-0.00591542j 0.00667104+0.0155j 0.0436019+0.0133443j 0.0123273+0.010295j -0.016056+0.00468641j 0.00342544-0.00249479j 0.0103289+0.00426072j -0.00248117+0.00618981j 0.000322822+0.00525932j -0.00413682+0.0036556j 0.00598672+0.00829582j 0.00462192-0.00063114j 0.00578002+0.0113594j 0.00114631-0.00645855j 0.00167206-0.00113847j -0.000274455-0.00879457j -0.00235465+0.00278348j -0.00228269+0.0045343j 0.00329091+0.00337201j 0.00249978+0.0042365j 0.00279931-0.00287191j 0.00332287-0.00186718j -0.00518729-0.000753306j 0.00182331-0.000796264j 0.00237441+0.00285344j 0.000202053+0.00520337j 0.000799559-0.00412269j -0.00181779-0.000996951j -0.00197732+0.00196917j -0.000538397-0.00129288j 0.00281874-0.0100036j -0.000933429+0.00330004j 0.00396469+0.00187705j 0.00776756-0.00164192j 0.00315914+0.0015039j -0.0041832-0.00435642j 0.0120562+0.0158213j 0.00495591+0.00346698j 0.00110522-0.0117516j -0.00739908+0.00237759j 0.0118038+0.0138651j 0.0115917-0.0029472j 0.00133619+0.0153165j -0.00123755-0.00569825j -0.00657976-0.011298j -0.00375148-0.0156629j 0.000493398-0.00854899j -0.00802403-0.000393759j -0.00362759+0.027649j -0.010686-0.0262094j 0.00994852-0.00562935j -0.00372595-0.00156214j 0.00952461-0.00475105j 0.0119592-0.0152636j 0.00825241-0.00316286j -0.00637794+0.00314997j -0.00107542+0.00251821j 
-0.000347615+0.0021144j 0.00171241-0.00202042j -0.00334237+0.00338036j 0.000698111-0.00123881j -0.00239715-0.000614724j 0.0166515+0.00508174j -0.00068679-0.00893023j -0.00344434+0.00714747j 0.00268422-0.00562993j 0.0027598+0.00541061j 0.0193523+0.0100178j 0.00254087+0.0012437j -0.00225024+0.000908278j 0.00295645+0.00490923j -0.000198596-0.00881121j 0.0101079-0.00772167j -0.000596145+0.000162524j 0.000737419-0.00763691j 0.00411935-0.00902493j 0.00603176-0.00159035j -0.0114128-0.00825135j -0.00248071-0.000572748j 0.0212361+0.02462j 0.00446632-0.000892453j -0.00352717+0.0129996j -0.00119456+0.000503449j -0.0171336+0.0241644j 0.00838732-0.0341585j 0.000118922-0.0271916j -0.00835819-0.0126008j -0.00142162-0.00368196j -0.0123643-0.0472267j -0.0142734+0.0317166j 0.0142063+0.00110349j 0.0215483-0.00602947j 0.0197351+0.0154427j -0.00518073+0.00268766j 0.008855+0.00379722j -0.00101186-0.00446851j 0.000771305+0.00538252j 0.000701515-0.0023041j -0.00152423-0.00576272j 0.00232484+0.00649295j -0.00181766+0.00231114j -0.0015864+0.00529065j 0.0126576+0.00444587j -0.00564065-0.00546791j -0.00531236+0.00225293j 0.00486289+0.00171926j 0.00430013+0.00197476j -0.0131557-0.0035885j -0.00410643+0.00577415j -0.00244315+0.00367011j -0.00140528+0.00505251j -0.00384755+0.00173973j -0.00642911-0.00641071j -0.000957238+0.000629655j 0.000354132+0.00594326j -0.00106998-0.00195459j 0.00634922+0.00400758j 0.00202017+0.00457031j -0.00694465-0.00407636j -0.00442368+0.00328568j 0.00143251+0.00668803j 0.00442102-0.00221304j -0.0171165-0.00391832j -0.00641716+0.00963023j 0.00502046-0.000690003j -0.0123809-0.00117802j 0.00919604+0.0105928j -0.0131332-0.00604934j -0.00210214+0.00259885j 0.00196842-0.0110983j 0.0168595+0.00130136j -0.000244178-0.0110086j 0.00547393-0.0194575j 0.0236222-0.000280542j 0.0122734-0.0145343j 0.0139399-0.0144178j 0.00807338+0.0192897j -0.00418027+0.00362613j -0.00758695+0.00309604j -0.00382195+0.00871014j 0.0182203+0.0156938j 0.00058052+0.0030537j 0.00335451+0.0111403j 0.000624338+0.0142301j -0.000798476-0.00388091j 0.00599488+0.000345339j -0.00164629-0.00031149j 0.00043245-0.00214583j -0.0002764-0.0028389j 
-0.00185596-0.00158767j 0.00288381-0.000331126j -0.00807981+0.00125584j 0.000754392-0.000135339j -0.00120083-0.0015412j 0.00693095+0.000480242j 0.00177465+0.00618827j -0.00836828-7.53693e-05j -0.000257247+0.00726657j -0.00395672+0.00547766j 0.0022298-0.0010004j -0.00413174+0.00298901j -0.00155345-0.00122814j 0.00950301-0.00442592j 0.000210229+0.000440759j 0.00165966+0.00916602j 0.00167372+0.000528195j 0.00102439+0.00172913j -0.00324184+0.00445371j 0.00788932-0.00813198j -0.00683816+0.0031305j -0.00209063+7.40219e-05j 2.59007e-05-0.0209233j 0.00630359+0.0212173j 0.0108762-0.0240322j 0.0164526-0.013162j -0.0103824-0.00768141j 0.0282314+0.0159485j -0.000330811+0.0284863j 0.0137898-0.00222163j 0.00445733-0.024545j -0.00863303+0.0379667j -0.0294082+0.013895j 0.00901573-0.00348031j 0.0226374-0.00200813j 0.027352+0.012664j 0.00173368-0.00294809j 0.00296209+0.00130197j 0.00670621+0.00197107j 0.00103222+0.00299166j -0.00500135-0.00493307j 0.00755189+0.00140244j 0.00764824+0.00540573j -0.00267393+0.00595713j -0.00132856+0.00594505j 0.00491676+0.00527372j 0.00195298+0.000556093j 0.00743821+0.00371501j -0.00111714-0.00489755j -0.00103496-0.00634582j 0.00101207-0.00439028j 0.00118449+0.00346423j 0.00253518+0.00281254j 0.00413459+0.000530904j 0.00447425-0.000906492j 0.00681998-0.00515327j -0.00396337-0.00362417j 0.002156+0.00544255j -0.00252184-0.00287355j -0.00144202+0.00189263j 0.00238489+0.000377523j 0.00198292-0.00264632j -0.000446967-0.000516592j -0.00329599+0.00576969j -0.012083-0.00393459j 0.0125114-0.0113627j 3.38816e-06+0.0117906j -0.0064064+0.00345864j 0.0182796+0.000739111j -0.0167757-0.00424409j 0.00608065+0.00353925j 0.0081164-0.00410602j -0.0048968-0.003494j 0.00531992-0.00403034j 0.0027104+0.00360715j 0.00240638-0.0116601j -0.00158928-0.0134878j -0.0100844-0.0213852j 0.00492427-0.0125866j -0.0128964+0.0106661j 0.0102908-0.000962111j -0.00586985+0.017736j 7.28261e-05-0.00806909j -0.0118568-0.0150822j -0.00602237+0.00934282j -0.00465845+0.00249627j -0.00936012+0.00999025j 0.00160795-0.00805611j 0.00183702-0.00608426j 0.00096339-0.0103147j -7.32625e-05-0.000316209j -0.000791439+0.00322905j 
-0.000258283-0.00241017j 0.00182738-0.000657392j 0.00152621+0.00181433j 0.00174234-0.00546442j -0.00367536+0.00124437j -0.00160046+0.00167981j -0.00173186-0.00207703j 0.00237138+0.00489169j -0.00275779-0.0034666j 0.00257067+0.00492989j 0.00463378+0.00425411j -0.00178117+0.0056559j 0.000882995+0.00353255j -0.00456104+0.00850909j -0.00296501-0.003878j 0.00240746-0.00475516j 0.00492012+0.00024256j 0.00836053-0.00930675j 0.0078183-0.00322433j 0.00309845+0.00608179j 0.004368-0.0226129j -0.00147251-0.0121077j -0.0113857-0.0134787j -0.00178782+0.0340855j -0.0143583-0.0149661j -0.00559502-0.0134935j -0.00546905+0.0259647j -0.0224189+0.0121964j 0.00312071+0.0422187j -0.0396333-0.0145779j 0.0286679-0.0226322j 0.0058421-0.019275j 0.0171581+0.00185509j 0.0269828+0.0120047j -0.0146339+0.00829463j -0.0139514-0.0031494j -0.00174717+7.66193e-05j 0.00103466+0.00246447j 0.00251255+0.00135161j 0.000264122+0.000592795j -0.00333506-0.00101337j 0.00132362+0.000558566j -0.00263995-0.00118931j 0.00198038+0.00227387j -0.00226794-0.00169972j 0.000645625+0.00111493j -0.00235016+0.00187607j -0.00244783-0.00204501j 0.00661012+0.00200954j 0.00506549-0.00123247j -0.00473296-0.00167517j -0.0038309+0.00310793j 0.000599501-0.00104723j -0.00181223+0.000726123j -0.00179034-0.00144137j -0.00756335+0.00481817j -0.00431487-0.00157469j 0.0025247-0.000540241j 0.00025155-0.000155986j 0.0045232+0.000492739j 0.0108224+0.0054302j -0.00612345-0.00495774j -0.00624474+0.00910641j 0.00105729+0.005827j -0.0242815+0.00789538j -0.00422483+0.012441j -0.00751024-0.00765322j -0.0245777-0.0145859j 0.0117564-0.0064498j -0.00683731-0.00469444j -0.00335094+0.00391805j 0.0069614+0.0176441j 0.00141129-0.0135978j 0.0227126+0.0169028j 0.00951125+0.0124887j -0.0169758+0.00823222j 0.00323532-0.0125375j -0.0187643-0.018406j 0.0057348+0.0243758j -0.000371397-0.00271186j 0.00251321+0.0216128j 0.00270275-0.0124589j -0.0128861+0.00650681j 0.000985803+0.00666452j 0.00568168+0.0048038j -0.00332612+0.000828135j 0.00986109-0.00864953j 0.00434404+0.000697807j -0.000614062+0.0026392j -0.00083598+0.00243831j 0.000509622-0.00119832j -0.00181728+0.00241876j 
0.00297744+0.000828584j -0.00530179+0.0022378j 0.00104441+0.00205281j -0.0014413+0.00133925j 0.00606428-0.00156848j -0.000617931-0.00512434j -0.00288903-0.00227576j 0.000813489+0.00284316j 1.51999e-05-0.0105418j 0.00518213-0.000202893j -0.00829025+0.000436381j 0.00747131+0.000114061j -0.00235808+0.00420227j 0.00262089+0.00670491j 0.00389044+0.00180358j -0.0062441-0.00885865j -0.00675781+0.000384972j -0.00812112-0.00581338j -0.00795941+0.00674275j -0.0130235+0.0185873j -0.0161759-0.00467761j -0.0125514-0.0104049j 0.0013313-0.0181723j 0.0113155+0.0130103j 0.00530349-0.00317436j -0.0202147+0.00156018j -0.0116076+0.0113713j 0.0281549-0.0156889j 0.00580447+0.0403883j 0.0218913-0.00285163j -0.0323716-0.0123708j 0.0262014-0.00362991j 0.00413954-0.00473816j -0.0354003-0.00890194j 0.0126761+0.00916585j -0.00327285+0.00515791j 0.00065375+0.00550088j -0.000236729-0.00413646j -0.00879149-9.77657e-05j -0.00106241-0.00770846j 0.00601953+0.00389105j -0.00955224-0.00259093j -0.00274752-0.0018776j -0.000713244-0.00250464j 0.00341513-0.00163959j -0.000198305-0.0041403j -0.00380265-0.00300243j -0.00580017-0.00486617j 0.00309759+0.0053254j 0.0043065+0.00661062j 0.00228111+0.00469702j -0.00297882-0.00209879j -0.00333594-0.0013865j 0.000733048-0.000313016j 0.00264117+0.00256428j -0.00562224-0.00126348j -0.000955097+0.00375528j 0.00325156-0.000353379j 0.00451267+0.00206351j 0.00745868+9.18057e-05j 0.00324811-0.00378632j -0.00133615+0.00565819j -0.0100081-0.00461186j 0.00628899-0.00135467j -0.0189915-0.00938545j -0.0103563-0.00269221j 0.0121806+0.00445448j -0.0146261+0.0129233j 0.0104622+0.0156711j -0.00864297-0.00194941j -0.00569029-0.00732534j 0.00753848+0.00425226j -0.00269383+0.00611453j 0.0165873+0.00241275j 0.00806897-0.0171973j -0.0128248-0.00483363j -0.00836555+0.0238203j -0.00880784-0.0032611j 0.0045742-0.00472802j 0.00520525-0.00789934j 0.00987613-0.00746571j -0.0043893+0.0137643j 0.00241772-0.0211947j 0.00470162+0.00946279j 0.00264305-0.0112727j 0.00557457+0.00135403j -0.00580678+0.00970935j -0.00304018+0.00428158j -0.000992077+0.00373207j -0.00132944+0.00672735j 0.00320286+0.000561531j 0.00244801-0.00176532j 
-0.00611655+0.00256258j -0.000973835-0.000940422j -0.00259078+2.70811e-05j -0.00872493-0.000362496j 0.00440717-0.00364134j -0.00671798+0.00520461j 9.67362e-05+0.00319655j -0.00182127+0.00498907j 0.0010152+0.00171859j -0.00780418+0.00379468j 0.000906943+0.0100457j 0.0146971+0.00447453j 0.00798409+0.00227614j 0.00802719-0.00464168j -0.00466719+0.0051603j -0.00891221+0.00150544j -0.0082697+0.00398954j -0.0126158-0.010721j -0.00394012-0.00179194j -0.0123804+0.0092785j -0.0131737-0.0033724j -0.0114326+0.00800033j 0.0158624+0.00589264j 0.00167259+0.00214452j -0.0209762-0.01669j 0.000821526-0.0130006j 0.0417715-0.01198j -0.00159485-0.00297591j -0.0343468+0.00411627j -0.00402577+0.0183894j -0.00581575-0.0293796j -0.0279707-0.00161316j -0.0378603-0.00105226j -0.0130927-0.00581173j -0.0205924-0.0106658j 0.0118442+0.00122378j -0.00219619-0.00385153j -0.00423991-0.00377973j 0.00578604+0.00977429j -0.00909862+0.000138782j 0.00323776-0.00078008j 0.00615504+0.00172211j 0.00715428+0.00255865j 0.00829992+0.00795059j 0.00156477+0.00242442j -0.0072957-0.00467734j -0.00173168+0.00193761j 0.00151269+0.00220377j -0.00183782-0.00260346j 0.00442057+0.000209443j -0.00113828-0.00121018j -0.00750725-0.00629767j 0.00268899+0.0112234j 0.00151674-0.000301613j 0.00275582-0.00176395j -0.0111243-0.0123863j -0.00158842-0.00120128j 0.00552789-0.0071189j 0.00436316+0.00250251j 0.000596926-0.00490815j -0.0039419+0.00333458j 0.00346659+0.00325097j -0.0112772+0.00318851j -0.00222937-0.0092531j -0.00194419-0.00106096j -0.00463318-0.00538933j 0.00438568-0.00344598j -0.0023337+0.000495174j 0.00404361-0.0086018j 0.00284316+0.00674214j -0.0140349+0.00841397j -0.000722134-0.019844j -0.00118976+0.0139533j 0.00353773+0.00575124j -0.020192+0.0220184j 0.00386716-0.0023369j 0.00142194+0.0116575j 0.00294128+0.00404428j 0.000190986+0.0155979j -0.00122219-0.000980645j 0.00297147-0.00447221j 0.000965628+0.00231405j -0.00316568-0.00272454j 0.00196269+0.01132j -0.00520679+0.0127786j 0.0105353-0.0149499j -0.000274563+0.00618248j -0.0064949+0.0133395j 0.00374454+0.00293689j -0.00312334-0.0017177j -0.0029555+0.00180626j 0.00292494+0.00320595j 
0.000655736-0.00311453j 0.00100847+0.00250954j 0.00365218+0.00744416j 0.00245914+0.00359241j -0.00159331-0.00387992j -0.00601128-0.0136325j 0.0023052+0.00272311j 0.00478894+0.0080178j -0.00513413-0.00626566j -0.000894771-0.0122629j 0.0029113-0.0119219j 0.00836845+0.00571287j 0.004412+0.00794604j 0.00651565-0.00711801j -0.00869065+0.0176483j -0.00850984-0.0136803j -0.00848698-0.00136993j -0.0176622-0.0300498j -0.00128288+0.00404909j 0.0105772+0.00787343j 0.000467397+0.0260225j -0.00359003+0.00384418j 0.00599885-0.0222574j 0.0158048+0.0134485j 0.00318559+0.00301494j 0.012604+0.00888927j -0.004058-0.00103821j -0.0214151+0.00546387j 0.00846251+0.0148059j -0.0136693+0.0465496j -7.50848e-06+0.00182604j -0.0300166-0.00193825j 0.0133256+0.00237558j 0.0148173-0.00493364j 0.0122456+0.000804508j 0.00455349+0.00396646j 0.003625+0.00278337j 8.02798e-05-6.57544e-05j 0.00497136+0.00537454j 0.00379549+1.95769e-05j -0.00222301-0.00155691j -0.000650089+0.00246052j -0.0104086-0.00955164j -0.00340004-0.000651619j -0.00283917-0.00349981j -0.00935165-0.000864358j 0.00323888-0.00550684j -0.00446363-0.00544908j -0.00828331+0.00241582j 0.00910078+0.00693319j -0.000356903-0.0114598j -0.00786369+0.00116742j 0.00157111-0.00248875j -0.00528169-0.0035819j 0.00547816-0.00636289j -0.00683262-0.00448448j -0.00472669-0.00757105j 0.00365873+0.00354403j 0.00998237-0.0044963j 0.0127408+0.0103012j 0.00722813+0.00616466j 0.00974729-0.000887115j -0.00967996+0.000961141j -0.00232293+0.00346672j 0.0123573-0.00216949j -0.00484043-0.0172669j 0.0209826+0.0131782j -0.00637677+0.000257778j 0.0033383+0.00331105j 0.00231503+0.00119212j -0.00823903-0.0123801j 0.000276999+0.00540117j 0.00931523-0.00174149j -0.0103467+0.0156231j -0.00235798-0.00453891j 0.00184415-0.0043634j -0.00775188+0.00136792j 0.00473496-0.00978845j -0.00697641+0.00316834j 0.00185367+0.0137385j 0.00227644+0.00632586j 0.0167019+0.0182236j -0.00280389+0.00531975j -0.00224674+0.012568j -0.00401072+0.00154425j -0.0102363-0.000734778j -0.00763924-0.00825478j 0.00632568-0.00198493j -0.00082082-0.00345336j 0.000783361+0.00535363j 0.00169133-0.00378815j -0.000637612+0.00195482j 
-0.00319569-0.000138169j 0.001505+0.00158062j -0.0027393+0.000369904j -0.00154407-0.00103717j -0.00271846-0.00302374j -0.00961913+0.0052829j 0.00621079+0.000671797j -0.00416819+0.00529986j -0.00097451+0.00350836j -0.00371367-0.00361007j -0.00384809+0.011558j 0.00370217+0.00457996j 0.00386822+0.00227433j 0.00447529-0.00612684j 0.00395652+0.00808465j 0.00158721+0.00313818j 0.00225085+0.00511222j -0.00176584-0.0215191j 0.00877419+0.00230687j -0.0057505+7.6263e-05j 0.0109311+0.0108496j -0.00706206-0.00256018j -0.0348932+0.0138593j 0.0238012+0.00459023j -0.0200419-0.012651j -0.0201106-0.0328607j -0.0146092-0.00935952j 0.0259624+0.0016508j 0.0517794-0.00696747j -0.00112927+0.0124933j -0.0185905-0.0118169j 0.0398044-0.0101711j -0.00190626-0.00338282j 0.00103054-0.00348197j 0.00289714-0.00278821j -0.00264445+0.00280738j -0.00432141-0.00298886j 0.000655428+0.00140675j 0.00614678+0.00689565j -0.000263047+0.00329219j -0.00258009-0.00281027j 0.00535818+0.00256019j 0.00383618-0.000573882j 0.00197043+0.00129037j -0.00322064-0.00107044j -0.00811841+0.000948121j 0.00221598+0.00545662j 0.00624152+0.00176894j -0.00406611-0.00186206j 0.00293947-0.00407722j -0.000146493+0.00460028j -0.00131202-0.00184152j 0.00109273+0.00375322j 0.000473954+0.00364629j 0.000149629+0.00170153j -0.00295508+0.00463133j -0.00615757-0.00480108j 0.00527671-0.000756115j 0.0108498+0.00321174j 0.00186103-0.00360094j 0.0014438+0.00228955j 0.00550204+0.005513j -0.00547714+0.00269957j -0.00946194-0.00275918j 0.00388806-0.0156465j 0.0122182+0.0191103j 0.000768289+0.00735937j 0.0113153-0.013161j -0.00881719+0.0230068j 0.013057-0.0149808j -0.0191242+0.00427717j -0.00616007+0.0108465j 0.00378364-0.00842249j -0.00460441-0.0024472j -0.0171053+0.00830407j 0.00666194+0.00155918j 0.00605182-0.0163422j 0.00843048-0.019588j -0.00302173-0.00181192j -0.00365856-0.0213025j 0.00158085+0.00585369j 0.00164315+0.00567309j 0.00323211-0.00136282j 0.00786911-0.00966959j 0.00333176+0.00293175j 0.000307109-0.00417453j -0.000303314-0.00924027j -0.000846876+0.00182496j 0.00181634-0.00103035j -0.0027097-0.00314787j -0.00117228-0.00177876j 0.00129931+0.00244309j 
0.00250248-1.68779e-06j 0.00131371+0.00385993j -0.00211638-0.00468106j -0.00130246+0.000451827j -0.00441601+0.0012241j 0.00600564+0.011764j -0.00551426-0.00390789j 0.00558262-0.00301321j -0.0027772+0.00481786j -0.0060877-0.00883793j 0.0142198+0.00807921j -0.00161859-0.00455693j 0.00137356-0.00516251j 0.00645035+0.0103107j 0.0173333+0.00498835j 0.00311798+0.0090413j 0.00891559-0.00378027j -0.00969192-0.0165147j 0.00628276+0.0083653j 0.00242071-0.0118635j 0.00827137+0.0205535j -0.0190112-0.0329355j 0.0095951-0.00939197j -0.0101953+0.028661j 0.0142795+0.00575513j -0.0300015-0.0443607j -0.00664435+0.00539789j -0.0123317+0.0319325j -0.015296+0.00784906j 0.00312535-0.000681323j -0.000750796+0.00322464j -0.019222-0.00380204j 0.012007+0.000510561j -0.00574836-0.000629362j -0.000534236-0.00869716j -0.00220765+0.00240785j 0.000194483+0.00166857j -0.00315962-0.000186527j -0.00259623-0.00180344j 0.00875671+0.00525244j -0.00355287-0.00230344j -0.00388383-0.00197841j 0.00825401+0.000402728j 0.00134056-0.00321173j 0.000114675+0.00203419j 0.00132838+0.00146296j -0.00643855-0.00307018j -0.00434652-0.00559005j -0.00482336+0.000212934j -0.0015188-3.83983e-05j -0.010311+0.00204073j 0.00360057+0.0013032j 0.00203985-0.00351954j -0.00126797+0.00112652j -7.42463e-05-0.00418441j 0.00652549-0.00463447j -0.00905966-0.000194383j 0.00438444+0.00828777j 0.0173953+0.00686907j -0.00293066-0.00206888j 0.00510755-0.00876076j 0.00508015+0.00346453j 0.00192263-0.001741j -0.0172438-0.00210079j -0.00333608+0.000824658j 0.0180279+0.00171712j -0.0148501-0.00624143j 0.014091+0.0175782j -0.00479969-0.0182611j 0.00243641+0.0128099j -0.0171533-0.0214919j -0.00237095+0.000514363j 0.00108734-0.00246106j -0.000135118-0.00283468j 0.00901318-0.0203197j 0.00349952+0.0149909j -0.00761269-0.00107554j 0.000634988+0.00866954j 0.0123561+0.00886985j -0.0208262-0.0109063j 3.93668e-05-0.00756997j -0.000362755-0.00102039j 0.00147015+0.00302226j -0.00182219+0.00799907j 0.0105794+0.00444494j 0.00026245+0.00484857j 0.00200759+0.00567824j -0.0035519-0.00341298j -0.0030374+0.00393841j -0.00163872-0.00507778j 0.00101611-0.00385205j 5.99067e-05-0.00323705j 
0.0019171-0.00160388j -0.000583404+0.00135603j -0.00292326-0.00302272j -0.00282988-0.000769395j -0.00234398+0.00209236j 0.00508321-0.00207142j -0.00454754+0.00614783j 0.00344309-0.00688162j -0.00957209+0.00331247j 0.0151725+0.00777364j 0.00901683+0.00493663j -0.00604098+0.00117328j 0.00247957+0.00403086j 0.00400678+0.00106596j -0.0118543-0.0247449j -0.0135168+0.00469906j 0.0205303+0.0132414j 0.0102383+0.0057358j -0.0206772-0.0135803j 0.0101529-0.00190004j -0.0332228+0.00599784j 0.00809774+0.0255214j 0.00127484+0.00714088j -0.00468328-0.00975255j 0.00196218-0.000776108j -0.0226856-0.00877251j 0.0155799-0.011438j -0.0137385-0.0248539j 0.0191132+0.00014447j -0.0201651-0.0121882j -0.0229624-0.00118662j -0.0184879-0.000173522j 0.0100996+0.00149682j 0.0021242+0.00115418j 0.00773122+0.000981587j -0.000137234-0.00134034j 0.00362628+0.000303288j -0.00335002-0.00102229j -0.00266511-0.000907669j 0.00343209-0.00163496j -0.00333548+0.000251248j -0.00152002+0.00131125j 0.00674669+0.00105322j 0.00147236+0.00247439j -0.00115583+0.0013353j 0.00530341+0.00519917j -0.000570019-0.00114049j 0.00399663-0.00183273j 0.0105909+0.0080182j -0.00239864-7.79529e-05j -0.00285767-0.0053926j -0.00712422-0.000372846j -0.000341443-0.00882496j 0.000256928-0.00113212j -0.00977607-0.00442093j -0.00336571-0.00727129j -0.00943722-0.000915557j 0.0072438+0.0110127j -0.01039-0.00499548j -0.0110411+0.00728274j -0.0129301-0.00196441j -0.00597869-0.0139964j 0.00045904-0.0151964j 0.00546069+0.0124538j 0.00428763-0.017158j 0.0111046-0.0045721j -0.0045247-0.0133537j -0.00357708-0.0167109j 0.00568805+0.0048892j -0.00745382-0.00328674j -0.00150592-0.00640686j -0.00277142+0.00420924j -0.00139901-0.0119201j -0.00584776+0.0207098j -0.00219205-0.00196955j 0.014402-0.000587788j 0.00756288+0.0214194j 0.00135841-0.0101721j -0.00568779-0.00126351j -0.00546296-0.000359862j 0.00132889+0.00968156j -0.00529377-0.0138276j 0.00388788-0.00976267j -0.00697402+0.00121007j 0.00678764+0.0048691j -0.00402199+0.00769799j -0.000873082+0.00651811j 0.00134095-0.00457318j -0.00409452+0.00284229j 0.00158622-0.00381108j 0.000696848+0.000436396j -0.00126817+0.00100097j 
